Hybridization REF	TCGA-AA-A00A-01A-01R-A002-07
ZNF429	-1.147625
LYPD6	-2.54883333333333
SUCLG1	1.04516666666667
OR51I1	-0.884
MAGEH1	-0.756
PRPF40A	-0.2065
SMR3A	0.825
SPINK2	-0.04775
THAP2	0.076875
NPY5R	-0.925
IRF4	-2.277625
SPESP1	-1.82516666666667
OR10S1	0.4205
DTD1	-0.145
TUBE1	-1.4195
DDX19A	-0.3625
PDPN	0.227625
TMEM34	0.441
MGAM	-0.02475
COL3A1	5.77672222222222
GFM2	-0.1958
OR5A2	-0.132
PSG9	-1.50625
ARHGEF11	-0.48
IVNS1ABP	-0.045125
SIGIRR	1.405
DUSP19	-1.26975
DNAJC14	-0.0759
ACSS1	1.3995
IL1RAPL2	0.149
C4orf30	0.3475
SEPT4	0.4415
LANCL3	-0.21275
SPAG17	0.00966666666666665
PRDX3	-0.123375
HNF1A	1.417375
P4HA2	0.097875
RFWD3	-0.242666666666667
MOV10	-0.861
DNAJA5	-0.0745714285714286
LOC729440	0.67025
LOC200383	0.4635
SMC2	-0.868
MIXL1	-1.44533333333333
TMEM9	-1.0465
FAM86A	0.997
ZNF174	-0.0789
MYH14	0.954
CCR8	0.49925
VPS37C	-0.0366666666666667
GPATCH1	0.0855
B3GNT8	3.633
TBX4	-0.59075
CNR2	0.448833333333333
PCDH1	1.636
C5orf29	0.523875
OCIAD2	2.317
PLCG2	-0.4765
KIAA0247	1.12
HRH3	0.4504
CAPN13	2.560125
CCR1	-0.7896
MGC15523	0.0156666666666667
UVRAG	-0.0876666666666667
DNAJA2	0.120333333333333
ITGA2B	-0.982333333333333
CLDN5	3.2635
PTPRN2	-1.23457142857143
ZNF512	-0.414
PSAP	0.404928571428571
CCDC140	-2.088
LRRC55	-0.01425
CYP26C1	0.743
C8orf47	-1.01825
LYN	0.62425
DUSP6	1.17816666666667
TGFB3	0.433066666666667
ELK1	-0.7291
PCDH11Y	-0.493
HGD	-1.5385
C17orf58	-0.08175
MYO3A	0.6715
SERPINE2	-3.3275
AARSD1	0.17475
C14orf73	-0.526
ADAM33	-0.23175
ZNF491	-0.218
MAPK6	-0.384666666666667
TCN1	6.02183333333333
SLC24A6	1.3875
UBE2R2	0.00275
H1FNT	0.573
TATDN2	-0.253833333333333
LILRB1	1.18375
P2RY5	-1.2355
NUCB2	-1.32275
C2orf37	0.387
SNX27	-0.0551666666666667
MTA3	-0.3595
FOXO4	-0.244375
ID4	-0.6015
SOX5	-3.00516666666667
PXMP3	0.21875
OR52M1	0.6115
SFT2D3	0.623625
INA	-3.14333333333333
MCOLN1	0.2175
NFIX	0.6594
CLEC14A	4.60083333333333
HIBCH	0.118166666666667
PLA2G5	0.96475
TIMM10	0.699166666666667
MED17	0.474
COL4A4	-1.5175
TPP1	1.25833333333333
GJA3	-1.51733333333333
TMPRSS5	-0.5765
AADACL3	0.8455
DNMBP	1.43375
ENPP5	1.149
NQO1	0.9405
ZSCAN2	0.02425
SEC24C	-1.04633333333333
GTF2A1L	0.4
AXIN2	2.0313
FAM33A	-1.22166666666667
C16orf13	0.500625
SPNS2	2.73025
TAF1	0.04675
AP1G2	0.811833333333333
RBM42	-0.4525
HCN2	0.453166666666667
EFHB	-0.813833333333333
RUSC1	0.115833333333333
GRIK5	0.208
USP21	-0.348666666666667
ATAD3C	0.82325
ORMDL2	0.89925
PRSS7	-3.18875
PSAT1	-2.17875
FLJ13195	-1.06116666666667
TBC1D1	0.438666666666667
IFNG	4.41775
OTOS	0.445
ZNF773	-0.721166666666667
EMD	-0.24775
RETN	0.18875
CCL8	4.2045
APH1A	0.990875
COX18	1.1065
GTF2IRD2	0.35275
CCDC82	-0.308666666666667
PAFAH2	1.2056
NPEPL1	-0.4764
RP11-114G1.1	-0.0015
TP53INP1	-0.246625
ZNF300	-1.434
FOXL2	-2.9785
LARP2	0.952916666666667
LATS1	-0.2205
HTR6	0.3625
SPOCK2	0.453
RNF144B	-0.0945
HTATIP2	1.009
MGC10334	0.520333333333333
CENTA2	1.722
FGF2	-0.3985
FXYD7	0.30875
PHYHIPL	-1.880125
GPR34	4.1445
DDX6	-0.210166666666667
OR10W1	0.396
LHFPL1	-0.584
ZNF313	-0.185357142857143
VPS28	0.76975
AP3M1	-0.0186
AKR1CL2	0.4635
TRAF4	-0.15575
OR2B11	0.4025
C19orf12	0.382666666666667
AKAP9	-0.0298333333333333
C1orf62	0.2845
SLC20A1	-1.2453
FAM112A	0.19325
LDB2	-0.413125
MRPS23	-0.69275
KLK5	0.104875
SPTB	-0.2713
EFEMP2	-0.35925
EFNB2	2.3045
PCM1	-0.269285714285714
NMNAT3	2.265875
TSG101	0.583833333333333
C8orf40	0.235166666666667
NOB1	-0.0945
ABHD3	1.116
GTF3C4	-0.177875
PIGN	0.530833333333333
GALNTL1	-3.5725
AEBP1	0.513375
OR9Q1	0.4125
ANKRD2	-0.01525
CCL28	0.6555
TRIM38	0.499166666666667
TMCC1	-0.242833333333333
SMG5	-0.2605
LRRC7	-0.1615
NCAPD2	-1.19033333333333
C6orf153	-0.45025
C1orf74	-0.3695
OTUD6A	0.5825
DCP2	-1.1295
TMEM24	-0.76275
RPL18	0.2625
TMEM177	0.55925
LRRC37A3	1.029
C1D	-0.000333333333333333
LDHC	-2.17725
UBE4B	0.0845
NIT1	0.237875
BTN3A3	1.53475
RASD1	-0.0195
COMMD3	0.233
SHFM1	-0.12125
BIRC8	0.11825
DUT	-0.31125
C12orf51	0.1435
LRRC59	0.363
LY6H	0.45525
WDR22	-0.394833333333333
EDEM1	0.153285714285714
ADH1A	4.182
PANX2	-0.347
CYP11B1	0.73125
CDC73	0.09425
GPR172A	-0.16475
GSTM3	-2.39153846153846
KCNA5	-0.396875
SERAC1	1.472
NFATC2	0.1725
ANAPC5	0.0238
C15orf24	-0.26675
NFATC2IP	-0.167166666666667
TNRC6C	-0.123666666666667
MGC102966	-3.323375
FGD5	0.495666666666667
MED9	0.1905
RAB13	-0.540333333333333
C15orf49	-0.048
CRYGS	0.3482
C12orf53	-1.1189
LOC283693	-0.673
COX6B2	0.15325
PHF14	-0.4325
FAM3A	-0.727125
RPL13	0.0699
PRDX2	0.2468
FLJ34047	-1.6265
PRMT3	-0.58075
KCTD19	-2.3165
TRIM10	0.917
MGC26597	-0.488666666666667
GCNT4	0.41525
GPRASP1	-1.12525
CDKN1C	-1.42083333333333
RHBDL2	0.0968
HSPH1	-0.196
AQP1	1.799375
COL17A1	2.6555
GFAP	0.509375
CDC16	0.01875
KIAA1614	-0.0605
C6orf118	0.039
ZSWIM5	0.53475
FAM83F	4.634
LYNX1	-0.1328125
SYNPR	-0.759
XG	-0.299666666666667
PRSS16	1.976875
KIF13B	1.60328571428571
PCDH9	-2.25825
HIST1H2AH	0.195166666666667
RBM18	-0.328
ZNF626	-1.1145
HEXIM2	-0.380666666666667
ITFG1	-0.4935
TUBG2	-1.382
SFRS7	0.07575
C9orf14	0.4995
EXTL1	-2.783
GBP3	3.41333333333333
WDR5	-0.76725
RARG	-0.172333333333333
MYO7A	0.332625
CECR6	-1.4725
C13orf3	-0.40925
SFRS18	-1.536875
ACVR1B	1.00666666666667
PSMD1	-0.079
C7orf31	-0.448333333333333
ILVBL	0.361
IFNGR1	1.962
RNF186	6.87675
NOL9	0.0175
MAGEL2	-1.01725
SLC29A2	0.08775
NHSL1	0.022
RBMX	-0.012
PSORS1C2	0.762125
RAD51L3	-0.216416666666667
LCN6	1.185
ORAI2	-2.042875
BRUNOL6	0.4911
OR4K5	0.184
CDC123	-0.47275
MSLN	-2.02033333333333
WWTR1	-2.54533333333333
ZNF700	-0.278333333333333
COBL	-0.609
PPP1R16B	0.1115
GAS7	-0.6587
MDN1	-0.333
HAAO	1.7285
C9orf68	1.60375
TNFAIP2	0.592375
FOXN1	-0.0645
hCG_2033311	0.141333333333333
ATP6V0D2	0.6042
RPL41	0.76925
SLC38A1	0.59275
ARHGAP6	-1.57183333333333
ADAD2	-1.06475
PHF20L1	-0.193
MCM3AP	-0.1725
ST3GAL3	-1.0105
SNX1	-0.00683333333333332
ELF5	-0.532
PARP3	1.33025
RBM8A	-0.37725
LINGO4	0.3555
ITGA9	0.219166666666667
ZFR	-0.131
ACSL6	2.149875
FLJ20699	1.7685
DAOA	0.21675
FABP4	1.61075
KCNB1	-1.807
CANX	0.3814
SLC25A28	0.713333333333333
ADIPOR2	0.39775
ECHDC2	1.709375
SMA4	-1.2945
FRZB	0.69075
PABPC1	-0.123833333333333
DMRTB1	-0.044125
APOBEC3G	-0.642
CATSPER2	-0.0468333333333333
CUEDC1	0.859333333333333
STARD9	-0.98125
CLDN8	0.193375
LOC23117	-0.793818181818182
E2F6	-0.775222222222222
TMEM126B	-0.6765
DPY19L4	-0.016
GIMAP5	3.0975
NDUFA9	0.642666666666667
FAM77C	-5.5645
CTPS2	0.4645
LOC51035	0.087125
WDSOF1	-0.714
EGLN3	2.001875
PITX3	0.900833333333333
OR52E8	0.547
GRM4	-0.601
KLK1	3.79533333333333
GPM6B	-3.483375
RRAGD	-0.031
PAGE5	-2.8615
UCHL5	-1.25583333333333
ULK3	0.232
AIM2	1.1205
PNO1	-0.728
OR2F2	0.391
GNAT2	-0.9455
SIX1	-3.0125
ST13	0.174083333333333
ZBTB44	0.283375
TIMP2	-1.02925
ZMAT4	-4.3525
GTF2IRD1	0.189166666666667
ZNF19	-0.252833333333333
ZNF714	-1.67625
RSC1A1	0.379
C9orf80	0.1435
PSMA8	-0.263333333333333
TMEM141	2.109
COX4I1	0.496428571428571
CTAGE1	0.3745
DTWD1	-0.67175
HSD11B1	2.3265
KRT6B	-0.52875
ARID4B	0.118875
LHFPL3	0.24275
WWP2	0.46275
ZNF326	0.627833333333333
RGPD1	-0.3635
CTSH	1.10366666666667
FASTKD1	0.19225
PAF1	-0.0106
TTC9C	0.0655
IFT57	-1.0425
PRSS36	1.208
IL20RB	-1.7885
ZNF592	0.134333333333333
DCTD	-0.0741
CFP	1.08275
MFNG	-1.03425
JMJD2B	-0.496
ALDH3B1	-0.7705
THSD4	0.195666666666667
KCNJ5	0.832333333333333
LMNA	-0.261
TBCD	-0.432
ZNF250	0.495
CASQ2	0.00583333333333332
PEG10	-4.95891666666667
PRAME	-5.1788
NP	1.64875
TRIM59	0.0685
ZNF12	-0.765875
XTP3TPA	0.48775
SIGLEC7	-0.00199999999999999
PANK4	-0.152
FAM70A	-2.68766666666667
SNED1	-0.47825
HIP1	-1.4011
RAET1E	1.30683333333333
AMAC1L2	-0.717
AHNAK2	0.396833333333333
TOE1	-0.217
RECQL4	-1.48075
SPRYD3	0.5255
DPAGT1	0.149
MAGED2	-0.9559
ANKRD55	-0.53375
TRPS1	-2.07583333333333
DOK7	-0.1005
TFPI2	-6.977
GTF2H3	-0.2495
CYP4F11	0.9755
LHX2	-4.65316666666667
ATG16L1	0.892666666666667
ASB12	0.4965
C1orf116	4.064875
NF2	-0.70535
POM121	-0.7135
PHYHD1	-0.7491
TXNDC17	0.167666666666667
DKFZp779O175	-0.82925
NUP62	-0.0475714285714286
MYO18B	-1.53416666666667
PRAMEF1	0.38
TCBA1	0.116
TMEM168	1.1515
FJX1	-0.0435
CLCF1	0.33275
SEPN1	0.105875
IGSF2	-0.1595
NUDCD1	-0.168
TFF3	4.73333333333333
NDFIP1	0.143142857142857
CHCHD4	0.15325
TNR	0.641
CUTA	0.0995
USP44	-4.14375
DPP10	1.74883333333333
IWS1	0.0768333333333333
PCGF1	0.175
SULT1C4	-0.479
NTF5	-1.95575
PTPN13	-0.4715
SSTR5	1.2385
SFRP1	-5.046125
IDH3B	-0.27575
SUOX	0.428
TMCO5	0.51275
GOLT1B	-0.65525
MIB1	-0.476571428571429
PCDHGB1	-0.266
SUSD1	1.62
ICAM5	-2.581
PAPOLB	0.79675
URM1	-0.2912
TMEM106B	0.126833333333333
LRIG2	-1.04925
SLC27A5	-1.7415
CLIC6	0.3534
ZNF420	-0.844
SCN9A	-1.4989
KIAA1909	-1.4445
ELMOD1	-1.33525
PRKAG1	-1.32075
FAM64A	-1.13144444444444
EEF1G	0.1979
SMAD5	0.7615
INCENP	-0.5065
WASF2	-0.9155
GARS	-1.2456
CDK10	-0.4365
HLX	-0.14
MDM4	-0.872875
ZNRF1	-1.13492857142857
HHATL	-1.9615
FAM21C	1.4217
HIST2H3C	-0.40225
PFDN2	-0.00762500000000003
ZNF200	-0.20075
NDN	-1.62825
HBA2	-1.5885
FBLN5	0.16075
PUM1	0.186214285714286
TNNT1	-3.88866666666667
C19orf59	0.9215
HNRPH2	0.621166666666667
RAB7A	0.3695
PMS2	-1.258375
BIRC3	1.23033333333333
NRSN2	0.1165
OR52K2	0.333666666666667
SPOCK1	-0.340785714285714
H2AFY	0.80525
RXRB	-0.536
ZNF638	-0.432666666666667
ANKRD45	-0.331
ACTN4	0.950166666666667
FXC1	0.35
EIF2B5	-0.32525
VPS33A	0.24875
PINK1	0.6935
FAM106A	-0.3875
SKIP	0.46325
GAPDHS	0.2805
MUM1L1	-3.24375
PSTPIP1	1.17325
CNTNAP1	-1.7276
CYP26A1	-4.44375
APOL2	0.7608
TACC2	1.38
COX7A2L	-0.128285714285714
HSD17B1	-0.0764375
ARRB2	0.6085
SLC7A6	0.2311
HSD17B10	-0.39575
RBJ	-0.44575
NUP155	-1.4765
MRPL10	-0.189333333333333
CYCS	0.331166666666667
CCDC46	-1.07066666666667
TECTA	-1.0825
GNAL	-0.382
LPO	0.294
PEBP4	-0.40275
DDX11	-1.47575
C18orf12	0.8645
TAF9B	-1.6635
IMP4	0.167
RPA4	1.06766666666667
NDUFS1	0.07975
UPK1A	-1.23866666666667
ARRDC2	0.445
C18orf20	0.6065
AES	-0.360785714285714
CD2BP2	-0.220833333333333
C16orf54	-0.249
UGT2B17	0.996125
FGFR1	-2.23354545454545
CEACAM6	7.5016
CHRM5	-0.467
CERK	-0.00262500000000002
AP3S2	0.392285714285714
ANKS4B	3.065
CLCNKA	0.025
ZNF208	-1.33183333333333
HLA-DRB5	5.7625
CARKL	0.19725
GOT1	1.00616666666667
CASP6	1.800625
HOXA1	-0.7125
RCL1	-0.00025
ZNF181	0.1665
RAB40B	1.989
MRPL38	0.659375
LRRN2	-1.45775
C3orf25	1.2075
OR5D14	0.325
OR10AG1	0.1135
BET1L	0.2978
FRY	0.95025
AK3L1	-2.356
CSF3R	0.540166666666667
POLR3K	-0.144166666666667
ATG2B	0.478333333333333
EPS8	1.10166666666667
DARS	-0.04075
C10orf56	-1.04816666666667
DAD1	-0.132833333333333
RIOK1	-0.268
HERC2	-0.21825
HSD11B2	3.2635
FAM96B	0.2055
MGC13057	-0.888
BSN	-1.07225
CAND1	0.134666666666667
HCST	2.135
ACTR10	-0.114833333333333
OR8D4	0.353
NASP	-1.4437
COL9A2	0.241333333333333
LYZL1	-0.3655
GPC5	-2.37
TBL3	-0.457166666666667
CENTD2	0.2815
OR5AP2	0.3235
TLR1	0.4885
LMO6	0.17375
ZIC2	0.921375
CPNE5	0.51425
ZMYND15	2.4745
FLJ22374	0.019
CCDC106	-0.3095
PARP16	-0.2325
PDIA3	0.612
C14orf126	-0.05925
CECR2	-0.397
SFRS1	-0.249642857142857
FIGLA	-0.169
DCP1A	-0.048
MGC45800	-1.8795
TEKT1	0.482333333333333
C10orf67	-0.0735
CLN5	0.574
NTN2L	0.5225
GLE1L	-0.26025
CES2	0.9536
GNAS	-1.10083333333333
DDX53	-0.00850000000000001
TSPAN13	1.059
MRPL52	0.1488
SPIRE2	0.89375
TAS2R39	0.46175
SCUBE3	-0.61625
UCRC	0.6868
CDKL3	-0.5295
KIAA1715	-0.6548
ZNF345	-0.52
RTF1	-0.01175
DHRS7	0.479
RIPK4	-0.378833333333333
EXOSC2	-0.915833333333333
MS4A2	0.762
FGF17	-0.0375
WDR59	-0.174875
EVI2A	-2.1265
IL17RC	-0.04
HS3ST1	3.48375
ITGB1BP2	-1.193
RBPJ	-0.900333333333333
GIMAP1	2.753
INE1	-0.3765
ALDH18A1	1.825
TPI1	-0.6925
GATA6	3.59925
CABP1	-0.186833333333333
ZNF484	0.19675
DAPK3	0.1925
GJB1	1.444
PIN1	-0.449625
SLC6A15	-3.38958333333333
CNO	0.39
RIN2	1.128625
FRRS1	-0.6595
CYorf15B	0.486125
DMRT3	-0.143625
ATAD1	0.0705
OTUD4	0.646111111111111
ATOH8	-2.14825
ZSCAN16	1.219875
ASCC1	-0.36875
OTUD3	0.644625
MGC33212	-1.71366666666667
YME1L1	-0.039
RP11-218C14.6	0.739
PCBP4	-0.2015
TNFRSF10A	2.034
CDH10	-3.6435
KL	0.782125
SCP2	0.3655
C9orf119	-0.57475
SON	-0.0790833333333333
MAFK	-0.007
SBNO2	-0.2795
SLC6A6	-0.0586666666666667
SC4MOL	0.490875
FAM35B	0.228375
PPP1R9A	0.804625
PDZRN3	-0.181875
CXorf20	0.7015
C6orf126	-1.125
AVEN	1.08075
FLJ21075	-0.011
C14orf132	-2.409875
PCK2	0.479125
GUCY2C	6.657
BARX2	1.45375
PEX11G	0.7225
DAO	-0.767333333333334
C10orf49	-0.02075
EDNRA	0.784166666666667
PPP2R5A	1.1666
DDX39	-0.159166666666667
SERF1A	-1.039
ASCIZ	0.2167
FNDC8	-0.14575
PTMS	0.44275
PHF7	0.89575
PIP4K2B	-0.4116875
HHLA2	2.82375
BDH2	-1.3814
APOBEC2	-0.248
PENK	-1.063
SMAD9	-2.65875
MT3	-0.337
RGL1	-1.233125
ATG10	-0.81175
DLGAP4	0.7965
APPBP2	-1.14878571428571
BACE2	2.15528571428571
LOC339344	0.720166666666667
ZNF395	-0.1858125
HIST1H2BL	-1.05475
ZNF467	0.316625
SLC25A21	-2.70625
PALM2	-0.191833333333333
NSUN5C	-0.69125
IL5	1.0591
CLSTN2	-2.19025
ANXA8L2	-2.882
PTGES	0.597
GDAP1L1	-1.88966666666667
OPRK1	-1.3075
WDR20	0.332916666666667
C12orf4	0.11375
NUP88	0.281
XRCC6BP1	0.1085
FCGBP	4.95992857142857
LEMD2	-0.14675
NOMO1	-0.93575
C10orf79	-0.234857142857143
ZNF79	0.5135
OCRL	0.2252
HSPA8	0.284375
DIDO1	-0.205208333333333
PLA2R1	0.49625
COG3	0.9291
NGDN	-0.44375
CBFA2T2	0.08975
PNOC	-0.836
PRRG1	1.11458333333333
AGGF1	-0.101857142857143
DPF2	0.33425
YIPF7	0.2545
TRPV5	0.5065
ZNF322B	0.4855
MED12	-0.563166666666667
CARS	-0.689666666666667
ABCC11	-1.20533333333333
C9orf25	-0.01
MYH1	0.5935
FRYL	0.723666666666667
AGTRAP	0.45975
MMP27	1.0725
ZNF432	-0.209
OR8D1	0.0675
OR13D1	-0.45025
VWA1	1.598
STON1	-1.0355
IL5RA	-0.56575
PERP	1.7715
C10orf107	-1.16983333333333
TNFSF12	0.75975
FN1	-0.974458333333334
MTR	-0.307333333333333
PHLPPL	0.403166666666667
ZNF425	-0.64325
DHFR	-1.08372222222222
PPP1R12A	0.033125
RSPO2	-1.498625
ZNF7	-0.2085
ZNF583	-0.22025
TPMT	0.175666666666667
GPR132	0.671125
OR2T12	-0.3335
SERTAD2	0.00790000000000001
ATP1A1	0.7286
FRMPD3	1.2465
ZNF672	-0.1855
PLXNB3	-0.723875
EML5	0.5285
FAIM3	-0.331
UBQLN2	0.43875
SORCS2	-0.18625
PRIM2	-1.4865
ACVR2A	0.925
YWHAZ	0.65575
PGM2L1	1.73575
GNAO1	-0.242071428571429
RPL10	0.5328
RPS6KA6	-0.6205
PFKL	0.179166666666667
SH3D19	2.3325
AURKB	-1.3335
ZC3H6	-0.599
DISC1	-0.556333333333333
FLJ39660	-1.61166666666667
TMEM25	0.10125
OSBPL10	0.044
CLTCL1	-0.446666666666667
ALG6	-0.22925
CATSPER4	0.561
LRTM1	0.0425
RRAD	1.249
TIPIN	-0.928
CARD14	0.19875
RBM9	-0.557666666666667
RASSF4	0.445
SLC25A18	-1.212
C6orf58	-0.4435
IGHD	0.7215
PLA2G6	0.33
TPT1	1.14
SEC63	0.2706
CCDC113	0.0483
TDRD10	-0.1355
KIAA1666	1.033375
TOR1AIP1	-0.06575
SYTL4	0.319666666666667
SPRR2F	-1.048
CEBPD	2.4715
SNTG2	-1.7115
C20orf77	-0.556916666666667
TAS2R49	-0.409
C6orf173	-0.0373333333333333
SVEP1	-0.2842
PXN	0.0534285714285714
VIL2	0.9935
C5orf21	0.163916666666667
DIXDC1	-0.215875
GANAB	-0.738
PDSS1	1.11575
NGFR	-1.035625
ATP8B4	0.40225
BMP8A	-0.244
CCDC132	-0.33525
GNRH1	-0.956
OR10T2	-0.15775
PDGFD	-0.119833333333333
OR6W1P	0.269
HARS	0.209916666666667
KRT77	0.374
AQP8	2.19225
ITGB1	0.0876
ZNF254	-0.875
PAX1	0.206666666666667
PSMC4	-0.4034
ANKRD22	6.47675
PSMD8	-0.105
HTR1E	-1.04233333333333
SOX10	-2.3487
OR5B2	0.5575
RABGEF1	-0.332
MAP1LC3B	0.038
CYB5R4	1.58025
AGXT2L1	-2.88166666666667
FLJ41603	1.2925
TRAPPC2	-0.0918333333333333
FNTB	-0.4145
FLJ14107	-0.568
AURKAIP1	0.396
DSE	0.2
NFKBIZ	0.8665
OSBPL3	0.061
LOC130576	-3.285
SLC39A9	0.156333333333333
LOC137886	-0.437916666666667
RHCE	-3.1215
ATG7	0.270666666666667
FAM82A	0.7565
FBN3	0.174
MCFD2	-0.7445
CASP14	0.016
EPS15	-0.240416666666667
SFRS2B	1.09341666666667
C19orf47	-0.9575
PLAC9	-1.7505
GPR23	-1.1225
BTNL3	4.89466666666667
RGS8	-0.226
GNS	0.556125
ENO2	-2.68833333333333
CBX1	-0.2347
PEX26	0.536
LRP5	0.812666666666667
ADAMTSL4	-1.8775
ARR3	-0.3635
MAP1A	-0.78775
CD2	4.64775
NAV2	-0.8354375
TMEM69	0.1845
ATXN7	-0.658666666666667
CHN2	0.883666666666667
ZNF781	-1.6745
HAS2	-2.65766666666667
KIAA0241	0.143166666666667
BIC	2.10225
MOBKL2A	0.02175
CYP2C9	0.584
CNOT7	-0.0964285714285714
SFRS10	-0.56175
CST11	0.33525
FLJ37543	0.0815
NKAP	-0.60725
RUNX1T1	1.428
EAF1	0.2591
IL4I1	3.741
LRRC61	0.863
PSIP1	-0.81925
SPRR4	0.508
ZFP90	-0.7585
AP2B1	0.811923076923077
SLC30A7	-0.261333333333333
C7orf28A	-0.5855
S100B	-1.877
BMP2	0.78525
ESR1	-4.55083333333333
ZFPL1	-0.011
ARHGAP12	0.75575
LRRC19	5.85
ZNF767	-0.5345
NACA	-0.0425
OLIG1	-2.295
PRF1	2.5115
LST1	2.81966666666667
SPATA9	0.2925
CNFN	0.8915
CDK4	0.2753
TCF15	-1.8085
PARC	0.1005
PPM2C	1.369
LOC283345	-1.0565
FAM107B	-1.84525
DMXL1	-0.10325
RBM3	0.89125
HTR5A	-1.18133333333333
SCFD1	-0.432833333333333
EPHB3	3.815375
ROPN1L	-1.60133333333333
RAMP3	-0.0925
TSPYL5	-1.11309090909091
GAP43	-2.879
PAPD4	-0.096875
PDE3A	-0.6325
TNFRSF10C	0.417
JMJD5	-0.199666666666667
RASGEF1A	-1.9991
C16orf65	0.160333333333333
HIPK3	0.110833333333333
XYLT2	0.0975
XPOT	-1.314
GAL3ST1	-0.12025
DHCR7	-0.3555
AMIGO3	-0.0916666666666667
FGFR4	0.1625
CRAT	1.166875
PPP1R14D	5.3185
TRIM14	0.597
TMPRSS11D	-0.168
SLC7A11	-0.630357142857143
OR10H2	0.7945
PPM1E	-1.791
DOCK4	-0.54975
FAM127A	-1.37725
ENOPH1	0.25775
SLC5A3	0.1564
ZNF530	-1.5923
NTS	-6.4095
FRMD4A	0.030125
BCL11B	-0.79
PRM1	0.10425
UQCC	-0.8582
S100A16	-0.791166666666667
PLS3	0.1695
WWOX	-0.642857142857143
CCDC23	0.2825
GTSE1	-1.1495
GP2	-0.572
FLJ32549	-0.0685
CHIT1	3.21
KLF9	-0.53525
RPS24	0.7594
MIA	-3.68875
FIGN	-1.481
PYROXD1	0.3965
PCSK2	-0.343375
MRPL9	-0.37725
RPL24	0.528375
C12orf32	-0.486625
HIST1H2BE	-1.0055
RGS18	1.912
LFNG	2.229375
RAB4B	0.0523
FBXO25	0.825833333333333
TSPAN31	0.268333333333333
ARL8A	0.09
C10orf83	-0.4427
OR51B6	0.1515
CNKSR2	0.3065
C1orf156	-0.2565
IBSP	2.925
GFRA2	0.6447
ALKBH7	1.3005
NEK10	-0.887
VN1R3	0.428666666666667
LOC91948	-0.306
CPZ	-0.9855
IHPK3	0.4595
COL8A1	0.17575
RBPJL	0.052
OR10A4	0.54125
CASP8AP2	-1.002625
MMP12	8.22766666666667
OR8B12	0.3535
CDCA5	-1.21483333333333
LIX1L	-1.97125
PEX11B	0.618375
GABRA1	0.220666666666667
HABP2	0.3905
REEP1	-1.72433333333333
FBXO15	-1.554
CD68	2.25275
WFDC9	0.3595
GHDC	1.10633333333333
SMARCA1	-2.94325
SPAST	0.0691666666666667
PLXND1	-0.941583333333333
MLCK	-0.7075
INTS5	-0.0546666666666667
BSG	0.620714285714286
PARP8	0.259333333333333
TEAD4	0.414666666666667
ZNF498	-0.40125
TMEM89	1.15866666666667
DTX4	1.99375
TNRC6B	0.332
ARMC2	-1.067125
FGFBP1	2.62766666666667
TIMM8A	-0.2015
AJAP1	-1.6591
ZNF608	0.38975
SLC25A42	-0.378875
SYP	-0.1165
MMP11	3.47066666666667
USP40	0.2203
C3orf62	0.870666666666667
MYO1E	0.8883
LRFN4	0.65875
XCL1	0.907333333333333
GPR155	-0.577125
VPS29	0.498
CARHSP1	0.1975
ARHGAP20	-0.574333333333333
GREM2	-0.988071428571428
CCDC102B	2.34225
ZNF577	-0.898666666666667
HDDC2	-0.309625
SHC2	2.3517
NCOA5	0.465833333333333
INPPL1	-1.012
CHGB	-2.4213
IHH	4.254
DDEF2	0.435083333333333
DIAPH3	-0.986952380952381
BUB3	-0.0943333333333333
GGH	-0.807444444444445
VPS35	0.7821
CNN2	0.457583333333333
ASNA1	-0.6605
WDTC1	0.515
AMAC1	0.444
HAS3	2.57083333333333
SLC1A6	-1.7255
ZNF563	-0.475
C1S	2.452
TCF7L1	-2.12925
OR10Z1	1.929
ME2	1.1956
C6orf151	-0.380375
KPNA4	0.0695
GLO1	-0.79575
WDR61	-0.544166666666667
CD302	0.00974999999999999
SIRT7	0.233666666666667
C11orf59	0.12125
PKIG	0.077
PPIL3	-0.19875
CCDC74B	-1.83175
ZNF528	-1.81625
EFNA5	-0.776
FCGRT	2.45425
NOL4	-0.1915
CCS	-0.0745
LOC374491	-1.22775
MFSD7	2.743
ZNF555	0.2775
LIMS3	-0.90425
TSSC4	0.115166666666667
COL11A2	-1.4105
C1orf119	-0.526166666666667
BPNT1	0.963
CHRNA6	-0.016
C1orf173	0.0384
PLD2	0.06225
ORC1L	-1.567
SASH1	0.342
CDC14B	-0.42125
RLBP1L1	-0.0235
LDLRAP1	0.0929
NAT8B	3.152
HHEX	-3.905
LGALS7	-1.50325
PLCH1	1.28225
OR1M1	0.5295
PRAMEF16	-0.7775
HECTD1	-0.5845
C14orf39	0.366
TLN2	0.8644
HDAC4	-0.227285714285714
SYCP2L	-2.616
GLRA1	0.693
RPS6	0.748
hCG_1757335	-0.428
KLHL1	-0.2835
CTNNBIP1	0.0995
SCAND2	-0.5997
HMGN2	-0.5787
YAF2	0.121
BRPF1	-0.40475
LIAS	0.204
CTA-246H3.1	-1.64975
SAG	0.68825
C20orf10	0.3425
HNRNPA2B1	-1.03783333333333
GADD45A	-1.30683333333333
MSH4	1.207
TMEM70	0.45775
HIST1H2AM	-1.000875
C19orf26	0.588833333333333
