Hybridization REF	TCGA-AA-A00O-01A-02R-A00A-07
RAD9B	0.945
TSPY2	-2.7165
PAX6	-1.62933333333333
SCG2	-1.17175
SLC17A6	0.0645
FMO3	2.51175
PADI4	-0.358428571428571
TUBB4	-1.8173
NLK	-1.048
POU4F3	-0.1425
SDF4	0.248
ITGBL1	0.678833333333333
NETO1	-1.203
TAP2	0.462875
ABBA-1	-0.44975
GNAI1	0.60875
VPS4B	1.0305
NOPE	0.1753
GALNT6	1.4365
SESN1	1.441625
GBE1	-2.017
CLASP1	0.51175
RASGEF1B	0.071625
ACOT11	1.45078571428571
AFAP1	0.91525
OR2H2	-0.3645
DPY19L2P1	-0.49575
DZIP1	-1.54925
SEC22C	-0.418083333333333
GPR161	-0.179166666666667
RNF146	0.6285
WDR74	-0.64825
GALP	0.085
PURA	0.659
DNPEP	0.949583333333333
RP11-78J21.1	-1.34175
ERBB2	1.35275
FANCM	-1.77816666666667
NEO1	1.794
DDX3Y	-4.1987
RPS3A	-0.27525
MXRA7	0.965428571428572
LGALS3	0.525666666666667
GLT8D1	-0.01975
CFL2	-1.89266666666667
UPB1	0.34625
NAP1L5	-0.54025
CLDN14	0.5065
DHX38	-0.5295
BTBD1	0.661
TARS2	-0.244166666666667
ABCF1	-0.4448
FCF1	-0.437333333333333
LRRC49	1.0725
GUCY1B2	0.289
C1orf177	-0.156333333333333
SMARCA4	-1.41642857142857
LRP8	-0.064
TAGLN3	-0.4745
MRPL14	1.40775
TTRAP	-0.72
ZDHHC20	1.0135
NFE2L3	1.299
KIAA1377	-0.0345
PALMD	0.7277
TMEM43	-0.047
TTL	-0.379875
STAT5B	-0.345666666666667
SSB	-0.565875
OR10H5	-0.947
SLC22A13	0.741
AKAP3	-0.106
TIMM23	-0.678833333333333
OAS2	1.75008333333333
KIAA0423	-0.193
TRIM11	0.335
GLIS3	0.676125
TMEM50B	1.506
ARHGEF4	-0.605375
DEGS1	-1.07690909090909
TBL1XR1	1.13266666666667
G6PD	-2.49175
SP140	0.6721
MUC17	0.155785714285714
NUDC	-0.6142
DNAJC5B	0.334833333333333
SCARA3	0.1925
CPA3	3.10283333333333
BCAT2	-0.2365
MFN1	-0.1999
NRG3	0.027
SNX11	-0.16425
PLEKHH1	-0.621333333333333
GPR177	-0.132833333333333
HCFC2	0.1495
TCAP	-0.182
MOCOS	-1.469
C14orf93	-0.12675
PRDM10	0.106333333333333
SLC16A4	0.40525
SRGAP1	-0.273166666666667
VIP	4.574
DUSP27	-0.774333333333333
LILRA1	0.016
MC2R	-0.235
MGC24103	-0.565
MBTD1	0.125
FUT11	-0.764333333333333
USP33	0.8277
C15orf39	-0.5645
MAP3K12	-0.167375
PAAF1	-0.317
BARHL1	-0.4755
FLJ16165	-0.416
PIWIL2	0.4025
SYNE1	0.11025
CMTM4	1.684875
TSPYL1	0.3668
GUF1	-0.399833333333333
TMEM157	0.098
WDR44	-0.16125
HIST1H3C	-0.00425
DKFZp666G057	-0.58375
RNPEP	0.0475
GAS2L2	-0.495166666666667
ADH4	-3.3445
GRPR	0.5
FBXL17	-0.597
ZBTB10	0.0235833333333333
Gcom1	1.28727777777778
HTRA1	1.1504
ZNF585A	0.8405
SLC26A2	0.205214285714286
OTOP3	0.028
WISP1	1.126
ATP2B4	-0.62875
FLJ10769	1.26475
CRAMP1L	0.900125
CHST12	-0.0685
RAB22A	1.92941666666667
TARDBP	0.0296428571428571
STAU1	1.648
CRB3	1.70666666666667
MIG7	-0.552
CHMP1A	0.0746666666666667
ZNF160	0.586125
B3GALT6	0.363125
BARX1	-2.55816666666667
C6orf167	-1.3859375
NXNL1	-0.376
DHX29	-0.746375
HADHB	0.60075
PLXNB2	0.6885
ILDR1	0.58225
SLC15A3	2.0845
GAS2	0.193333333333333
C20orf69	0.1415
NUMB	-0.39825
TNIP1	-0.373
MESP1	0.108833333333333
PSKH1	-0.13625
NSFL1C	-0.938875
RHOG	-0.28675
HEY1	-1.03133333333333
KNG1	-0.85625
ITGAX	1.0512
LIN9	-0.895833333333333
CANT1	0.808625
XRN1	0.315285714285714
CCDC96	0.2228
HEATR6	-1.63083333333333
GNG7	0.37725
RUNX2	0.450875
SOX1	-0.500333333333333
FCRL5	0.0845
ZNF99	0.098625
FAM9A	0.2715
SNX22	-0.631166666666667
MBNL3	-1.463
ODC1	-1.2519
ADORA2B	0.2365
NR2F6	-0.62625
ZFYVE16	0.0215
SYNJ2BP	0.3359
POLE	-1.22425
E2F2	-1.561375
THRA	1.79166666666667
PTGES2	-0.119
HIP1R	1.6575
TMUB1	-0.778833333333333
ENO3	-2.97
RSPH10B	0.8055
CXorf39	0.368875
IRGC	-0.31025
GPR109B	-0.46375
FLJ13305	-0.7245
LCE3A	-0.3525
TNFRSF18	-2.253
DET1	0.988
TRPM3	0.0317272727272727
C16orf79	-1.719
FECH	-0.754166666666667
RAP2A	0.700666666666667
CRIP1	1.19516666666667
AZIN1	-0.029625
SLC7A7	2.89325
IL10RA	-0.2116
TMEM64	-2.385
CDC42EP4	0.9146
C16orf58	0.1162
ARG2	-2.1775
POU5F1P4	-4.4975
FAM62B	-0.205875
DNAH8	-1.7928
ASH2L	-0.089625
TSLP	-2.641
CNTNAP5	-0.448
TMEM16C	0.041
IFNA14	-0.5775
SLC1A3	-0.70325
CABYR	-0.822
BCL7B	-0.3958
NUDT13	-0.493166666666667
C13orf28	-0.0639999999999999
C1orf53	1.507
ARL6IP4	0.1573
RPL35A	0.2795
EMR3	0.153
RAB40C	1.26325
SLC41A1	-0.159666666666667
LRCH1	0.973
LY6G5B	-0.231
FAM124A	-0.757785714285714
MGC10981	-2.55416666666667
CLIP3	-0.1676
MAP4K2	-0.873333333333333
CHIC1	0.71
SULF1	3.06366666666667
C20orf30	1.46728571428571
PRDM5	0.235375
ELOVL1	-0.1105
C11orf48	-0.02825
SLC39A10	0.105
KCNV1	0.092
ACP1	-0.0153333333333334
ZMYM2	0.42725
B3GNT6	-0.517166666666667
C9orf69	1.02125
C2orf15	1.54075
C20orf166	0.823
HSP90AA6P	-1.087
EDG7	-1.082
NEURL	-0.308125
LPL	1.19116666666667
CLEC2D	-0.582071428571429
GRRP1	1.835
CD8B	-1.6052
HIST1H3D	-1.95416666666667
SLC6A12	0.180625
FAM27L	-0.6765
CD84	0.449
RASA1	-0.4735
PHKG1	-0.596
MAGEA11	-0.942
IMPA1	-0.2266
NPM3	-0.6725
RARRES1	3.07325
SH3BP1	0.92525
B3GNTL1	0.391
ARPC5L	0.207
KLHL26	-0.474
SIM2	-0.444625
GJC1	-0.8315
C20orf194	-0.37325
EXO1	-3.6235
SLC2A2	-1.24816666666667
LOC285074	-0.33025
LRG1	0.09025
KIRREL	-0.1705
PIK3R1	0.835142857142857
C4orf34	0.15675
MAF	0.0482777777777778
ADCY4	3.54266666666667
ZMIZ2	0.8352
SLC46A3	0.630166666666667
STAMBP	-0.210833333333333
CCDC16	0.68525
MS4A12	-0.1925
TCF20	2.083
LRRC46	-0.89725
C20orf152	0.4075
MRPS6	-0.512875
ABCB11	0.2045
KCNC2	0.3185
CDH19	-1.22983333333333
C9orf123	0.784333333333333
SSH3	0.801375
LDLRAD1	-0.9965
CCBE1	-0.05525
ZNF135	-0.159375
TAAR1	-0.1335
WFDC12	0.2035
CCDC42	-0.4685
FLJ12529	-0.38275
PER1	-0.4045
TIMM50	-0.114666666666667
SMARCAD1	-0.381833333333333
FAM26C	-0.12
TP53TG3	-1.60966666666667
SH3RF1	1.7523
LMCD1	1.611
GPR63	-0.2665
FLJ21986	-1.276
AIFM3	2.44475
MICAL1	0.3155
BLZF1	0.0651666666666667
IQCA	-0.0671666666666667
PCDHGC3	0.0975
SAC	0.12125
BCL6B	2.27483333333333
DDO	0.967
MARCO	0.74975
DCHS1	1.30883333333333
C1orf170	-1.68583333333333
CD200R1	-0.582166666666667
C22orf15	-1.293
SEPT11	0.303666666666667
ADNP	0.88675
UST	-0.2578
C13orf34	-0.5855
RFFL	0.678785714285714
APBA3	-0.462
C2orf60	0.251125
CUTL1	0.542
PMS1	-0.358375
ZNF689	-0.3905
EIF3E	-0.259666666666667
IL9	0.433333333333333
RPL31	-0.1285
LY9	-0.0975
ATP2B3	-0.86175
KDELR2	-0.068375
TFCP2	0.352125
NLRP12	-0.6515
FLJ45422	0.42025
TLE4	-0.7827
ZNF570	-0.0155
FLJ43806	0.5445
TLK2	-0.0265
CIR	1.106
MARS2	0.613
COL24A1	-0.31275
SDF2L1	0.024
HIBADH	-0.152833333333333
IGFBP3	-2.018
C12orf23	-0.5765
PSPC1	-0.16575
C20orf43	0.78
TRAV20	-0.0915
ARHGAP24	0.787375
KIAA1975	-0.776125
C1QA	2.7618
DNTT	-4.22516666666667
C10orf6	-0.521
C11orf41	-2.163875
HNRPF	-0.459875
COL11A1	2.935
UBAP2	0.6355
CDKN2AIPNL	-1.3555
C20orf174	2.145
SPRED2	0.078
PLA2G12A	0.275166666666667
ICEBERG	-1.22683333333333
SCN10A	-0.1815
C11orf65	0.0305
GBP5	3.2065
PITPNC1	-0.7735
POU3F3	-0.8175
NCOA7	1.242625
LIN7C	0.7277
LOC348840	-0.532
NKX2-2	-1.30533333333333
ANKRD13D	-0.533875
LOC123688	0.14575
FUT2	3.28916666666667
TAAR8	0.171
FZD4	0.1235
PNMA3	-0.125666666666667
OR4L1	0.361
WIT1	-2.05825
EXOC3L	1.36425
ATPBD4	0.0328
KRBA1	-2.4985
UBXD6	0.05175
HOXB7	-0.241857142857143
C7orf23	-1.2255
UNQ338	1.848
STAB2	0.07475
CDC20B	-0.26325
IRF9	1.594
CENTG1	-0.334833333333333
TNPO2	-0.80325
MCPH1	0.1635
BMS1P5	-0.2855
SLC26A7	0.244333333333333
HIST1H3J	0.65375
C9orf3	2.226
LBH	1.18875
MYO1D	1.881375
PTDSS2	-0.39025
NFU1	0.1975
DEPDC4	-0.7795
WNT7B	-0.5353
GLP2R	-0.228833333333333
SETD4	-0.0404
DYNLT3	-0.6779
FKBP11	0.0108333333333333
SESTD1	0.199833333333333
FLII	-0.72
RPS16	0.186
CHPF	-0.769333333333333
CSNK2A1	-1.06983333333333
SUMO1P1	0.20225
FKBP6	0.215
ZNF214	0.0325
TWIST1	-0.450666666666667
DDX56	-0.922
TRAM1L1	0.4525
EPO	-3.1405
MRPS18B	0.11625
ZNF682	-0.25
RPL14	-0.378666666666667
MAFF	0.95925
LOC51136	-0.481875
LY96	-0.02275
DDX20	-0.306
ABTB1	0.639666666666667
ARL5A	0.6762
CCT6A	-0.814
HEPACAM	-1.23333333333333
EHHADH	0.562833333333333
RBAK	0.383333333333333
CGB1	0.21925
ITGB5	0.4115
YIPF3	1.45425
FKBP2	0.89575
NR1D1	0.5772
TMEM110	-0.664
NEK2	-1.10833333333333
PRAMEF8	-3.1495
C20orf52	0.788666666666667
PCDHGA3	-0.642
VWA3B	0.22425
NDUFA5	-0.325875
THAP9	0.32575
FLVCR2	-0.298166666666667
AP1S1	0.203875
SMAD6	-1.05225
SAV1	-0.77675
SAT1	2.77075
ZNF251	1.181
ADAMTS7	-0.0198
RPP38	0.67775
C1orf211	-1.1805
YPEL2	1.7113
RBMS1	0.412
ZNF445	0.501833333333333
NRXN2	0.128833333333333
PGBD4	0.54825
UGT2B28	-0.9425
WBSCR16	-0.615
NLRC3	-0.0839999999999999
ASTL	-0.90225
ST6GALNAC1	-1.88925
ZADH2	0.571625
MLLT4	1.64208333333333
ARL6	-0.367666666666667
MEF2C	1.1605
CBFA2T3	-0.5775
AFF3	-0.603928571428571
COG7	-0.2535
MYB	-0.737166666666667
PLXNA3	-0.044
XRCC2	-1.37016666666667
MMS19	-0.446
ST8SIA5	-0.674125
CHPT1	1.0705
KIAA1712	-0.117375
OR6X1	0.131
ACTR3	0.468875
UGCG	0.167666666666667
OR4P4	0.531
ZAP70	-3.011
LPP	1.285875
ZNF485	0.5925
PTPRCAP	-1.3005
IL12RB1	-0.02225
ATRX	-0.1248
CHST8	-2.802875
C14orf109	-0.349
ARV1	-0.13425
NMB	-0.376571428571429
COX5A	0.7305
EIF6	0.56025
MPPED2	0.248833333333333
SEMG1	-2.308
CHRDL1	0.0845
TRAF3IP2	1.4685
WNK2	1.98875
LILRA4	0.746666666666667
LAMA2	2.07575
PXT1	0.498
RLBP1	-0.88925
CD300C	-0.75225
SLTM	0.48875
FLJ10404	-0.3999375
APOBEC3D	-1.58366666666667
RENBP	1.15583333333333
ATXN7L1	0.36075
NID1	0.964
TUBGCP3	-0.057875
ITIH5	1.90772222222222
CCDC110	0.9095
C8A	-2.4785
MGC87042	-2.52025
HOXC13	-3.36975
TFDP2	-1.78725
HCP5	0.7665
POLI	-0.20375
UCN	-1.62216666666667
ZNF764	0.0295
C8orf45	0.38975
FHL3	-1.04875
SPATA5L1	0.11575
MMRN2	2.62066666666667
NDST1	-0.425166666666667
COL20A1	-0.198166666666667
ZNF248	-0.589666666666667
PELP1	-1.82133333333333
MBL2	-1.043
RNF41	0.606625
C5orf24	0.40375
THOC5	-0.8305
SERINC3	1.34008333333333
RP11-151A6.2	1.047
CDCP2	0.24825
HIST1H2AA	-0.39475
C11orf75	1.7745
FKBP7	-0.66275
DDOST	-0.3355
GPNMB	-0.8225
TTF2	-0.766
KCNT1	-0.606666666666667
SLC39A14	1.290125
NGRN	-0.4162
GPR137B	1.8215
MECP2	0.347875
PSMA1	-0.0495
C16orf73	-4.47275
TMEM60	-0.287333333333333
CSN3	-0.9475
NOS1	0.250333333333333
RAB7L1	0.356666666666667
YBX2	-0.6115
KIAA1166	-0.52375
FUBP3	-0.465833333333333
ABCG1	1.8915
ACACA	-0.317
ARL11	0.9347
ATOH1	-0.342
ODF1	-0.0903333333333333
CREB3L3	1.10216666666667
TMEM127	1.23885714285714
DSCAML1	-0.332
PLN	3.02216666666667
LYPLA1	-0.297166666666667
PRDM9	-1.107
SASP	0.93375
PLUNC	3.41966666666667
INTU	-0.2345
HISPPD1	-0.6995
LNPEP	-0.0216666666666667
YARS2	-0.656333333333333
APCDD1L	-1.9745
ZCCHC4	0.1213
FBXO22	-0.692833333333333
TTLL13	-0.1745
ZNF669	0.741833333333333
PTGDR	1.524
DDX27	1.457
KIAA0409	-0.1895
GJB6	0.62825
ASB8	0.99425
PLP2	-0.800666666666667
MEPE	-0.34725
OR10J5	-0.183
KRT222P	0.48525
COQ7	-0.0573333333333333
C1orf101	0.763
RERG	1.0166
CHMP5	0.339125
THAP11	-0.143625
ZNF43	-0.228
ZRANB3	-0.7365
KRT13	-0.857875
MRPL19	-0.828
RBBP9	0.59425
SPATA17	0.355285714285714
BXDC5	-0.0743333333333334
PAFAH1B1	-0.624666666666667
MAGEE1	-0.00825000000000001
OSTF1	0.3865
KIAA0323	-0.354916666666667
TXNDC13	0.054
CNTN4	1.17075
LCE1B	-0.641
UNQ501	-1.17375
ZNF154	0.23975
C3orf64	0.3735
SYT5	-0.2028
PON1	0.1606
FLJ10357	-0.64675
ATP4A	-0.583
GNPDA1	-1.15983333333333
MGAT1	0.341333333333333
C14orf121	-0.4025
SLC35B2	0.9355
MIER3	0.1715
CHEK1	-2.659
ZNF8	-0.0176666666666667
TXNDC1	-1.2035
CKB	-1.1161
RTN3	0.573571428571429
FZD2	-1.58683333333333
PART1	-0.32225
PSMB6	-1.0365
PCDHB8	-1.813
PHC3	0.9368
PPP1R8	-0.0296666666666667
NOVA2	1.37616666666667
TNFRSF11B	-3.1565
GOLPH3	0.143333333333333
UBLCP1	-1.14075
SUHW3	-0.401
TTLL1	1.19025
OPN4	-0.535
OR13G1	-0.269
ZPBP2	0.215166666666667
HSD17B11	1.170125
C9orf50	-0.1615
DHDDS	0.00492857142857143
CTSW	-0.1732
NEFM	-1.87516666666667
MRPL28	-0.8675
SYN1	-0.371
PIGV	-0.122666666666667
ZIM2	-0.668
APBB1	-0.885833333333333
SND1	-0.0775
C1orf123	0.259333333333333
CHD3	-1.53125
BHLHB8	-0.6685
RNASE2	-0.584833333333333
BCAP31	-0.101625
SLC25A44	-0.0623333333333334
CHD6	0.8319
PIB5PA	1.08176923076923
SELS	1.23575
LOC541471	-0.2215
FAT2	0.355
ZNF81	-0.2565
OR4C16	0.4465
FLJ10081	0.0343
LRRC4	1.3325
CS	-0.577166666666667
N4BP2	-0.831375
IGFBP7	2.65775
ZNF318	1.34283333333333
NDNL2	0.44225
ZNF609	0.10525
SIRT4	-0.476
EXOSC10	0.03425
ECE2	-0.398090909090909
OVGP1	2.1805
GTPBP3	-1.969
PACS2	-0.1077
C19orf36	-1.61216666666667
ARL4C	-0.849875
ATG4B	0.0205
UBQLNL	0.7845
RHOXF2B	-5.8905
PLEKHG2	-0.673
GALR1	-0.1565
AQP4	0.3048
HDAC7A	-0.134333333333333
DCUN1D3	0.89725
OR8A1	0.651
CCRN4L	-0.367857142857143
CBR4	-0.396
KIFC1	-1.94716666666667
SLC7A14	-1.0005
LHX5	0.00749999999999999
TRPC7	-0.63
LPXN	-0.55425
SERPINA1	-1.11725
RPS13	-0.2411
BPIL3	-0.447
PRKAA1	-1.067
FADS2	-1.1242
ENAH	-0.432375
PRO1768	-0.3015
APBA2BP	0.4685
LIPH	3.13333333333333
C3orf33	-0.39475
RCC2	0.0799285714285714
ALDH1A2	-3.17044444444444
RNF103	2.76125
AHCY	0.9535
ALG12	-0.349
CCL17	0.12875
ZNF543	0.433166666666667
ESRRG	1.1937
CNGA1	1.00725
RDH5	-0.307166666666667
OTX1	-0.6254
PTGFR	0.355333333333333
CDR2	-0.22125
SELE	4.72125
NLGN2	-1.69966666666667
EXOSC9	-1.4095
ZNF566	1.09733333333333
KLRC2	-4.0385
GPR12	-0.0975
KIAA0196	0.234
PDRG1	-0.04025
SSR3	-0.571785714285714
MSI1	-0.847
CST9	-0.0505
CC2D1A	-0.9275
PLAGL1	1.01505555555556
ZNF778	-0.0665
RNF2	0.000125000000000069
KLF6	1.31666666666667
THBD	2.3135
tcag7.1314	1.9175
NR5A1	-0.3415
ABCD2	-0.31825
DNAJC7	0.17575
CLEC4C	0.4195
TM2D3	1.35675
CCDC4	0.1325
PLAC2	-3.0065
DCD	-1.5915
FAAH	1.49275
POLA1	-0.566166666666667
TM7SF2	0.697875
FLJ39822	0.929833333333333
FLOT2	0.203625
MAP4K1	-1.11366666666667
SRP68	-0.59975
C21orf74	0.2695
ARPC5	0.382375
LOC126075	0.28625
HECW2	1.232375
ZDHHC4	-0.2155
ANKRD42	0.5017
PDE9A	0.572
ABCA8	0.922
NDUFS2	-0.4865
UBR5	-0.4965
BTBD16	-0.35975
LOC554174	0.253
ZNF20	0.004
KIAA1843	0.062
WDR17	-0.182
C15orf33	-0.1825
RNF113A	-0.4515
CAMKK1	0.0229
CLCN2	1.51875
ANXA6	1.0175
LOC340069	0.042
EMID1	1.157875
DPM3	-0.28475
ELA1	0.0995
SLC25A13	0.2361
KRT24	-0.087
SMPD1	0.088
TH	0.00812499999999999
COL6A2	-0.975357142857143
ANKS1B	0.759666666666667
GPR126	-2.6093
ZC3H12A	1.3655
TMEM47	0.896666666666667
C2orf51	-0.758666666666667
C1orf88	1.55633333333333
HSF2BP	-0.35425
AKAP10	0.70825
RPAP3	-0.3185
KLHDC8B	-0.446625
STOM	0.3198
MUPCDH	3.183375
C10orf72	-0.0334285714285714
PLEKHA3	0.790833333333333
TCP11L1	-0.7695
CWF19L1	0.097625
SPEF1	-0.558538461538461
YSK4	-0.366666666666667
ELN	1.6996
SAMD8	-0.159833333333333
MPI	-1.68416666666667
MEPCE	0.0359
ABCC3	2.11
NANOGP1	-2.8135
KCNK17	1.41025
HLA-DMB	3.4695
RRAGA	1.277
ANGEL1	-0.2625
RBM32B	0.189
CPN1	-2.47525
MGC52282	0.562
HLA-A	1.073
OR9G4	-0.3535
EDNRB	1.3945
SCD	-0.977357142857143
C14orf80	-2.50833333333333
BAGE2	-0.0665
RABL4	0.2875
RCVRN	-0.5715
SHANK1	-0.0965
NLRP7	-4.31
CD226	0.46325
STAT3	0.793125
SYNJ2	0.4679
TPCN2	0.171833333333333
WDR36	-1.15891666666667
MBD4	-0.42775
ROBO1	-0.5244
ST3GAL6	-3.164
SLAMF8	2.32916666666667
ATN1	-0.196166666666667
GPR141	0.109
KRT36	0.329
TPH1	-0.1135
DDX52	0.68925
ZSCAN29	0.189166666666667
TRPT1	-0.223166666666667
DPEP3	-0.42275
DENND4A	0.245375
TSPAN16	-0.9275
PTCHD2	-0.3265
LOC145814	-0.417
CAP1	0.257833333333333
EIF5A2	1.1612
NT5DC3	0.22425
SEPT9	0.084375
SEZ6L2	-0.62725
EGFLAM	2.46675
VPS11	0.3375
NDUFB5	0.329666666666667
CIDEA	-0.3995
IER5L	-0.82775
N6AMT1	-0.0025
FAM83C	-0.4235
OXR1	1.893
IRX1	-1.234
DGKB	0.394
GCN5L2	-0.56
MIR16	0.37275
FBXW9	-1.57325
WDR4	-1.46383333333333
PDC	-1.313
VPS33B	-0.93525
HEXB	0.21425
FLJ32214	-0.3305
TCEB3	-0.94625
CRLF1	-5.81125
ABI3BP	0.1315
C8orf22	-3.8185
PYCR1	-1.234
KIAA1706	3.05275
CDK5R2	-0.17275
WAS	-0.621
C12orf60	-0.22
CCBL2	0.32
MADD	0.3545
C5orf34	-2.3855
WDR42A	0.6271
KLF12	0.219375
HSPA1A	-1.09025
ITM2C	-1.53391666666667
DAPK2	2.87633333333333
LOC442590	0.991
SUMF2	0.093625
CENPA	-2.15030769230769
TMED5	0.075875
CDH6	0.6359
BRP44	1.219
THG1L	-1.31225
GABRA2	-1.42975
C14orf166	-1.167
MYL1	-0.419333333333333
TNFSF18	0.229
PAP2D	-1.18466666666667
PPIB	0.071
KLHL4	-0.302
SFN	0.8085
CCDC127	-0.39425
FRAP1	0.02525
GOLGA5	-0.3375
SDCCAG1	-0.267
MGC21675	-0.0171666666666667
C10orf95	-0.641
KIAA1345	-0.270166666666667
C1orf163	-0.5755
LACE1	0.118
OR10K2	0.0555
CENPN	-1.84196
TMED2	0.60075
UGT1A6	2.1655
ANG	-3.2495
U2AF1	-0.495
CASC2	0.436666666666667
NMT2	1.38633333333333
OSGEPL1	-0.87075
DFNB31	-1.14
SLC6A20	0.623875
DKC1	-0.077
FXYD4	-0.1055
WDR64	-0.108
MGC5590	0.506
CREBZF	0.218666666666667
DAZ1	-0.09275
PRPSAP1	-0.21925
GCHFR	0.3465
TTC7A	-0.29075
LOC196993	-0.171
UBD	2.27866666666667
S100A1	-2.002625
RPL6	-0.021
DNAJB6	-0.11505
NAGS	-0.6069
C2orf58	-0.656
KERA	-0.365333333333333
MT1X	-0.3352
UBE2B	0.5553
KEAP1	0.5455
MST1	-1.11825
OMA1	0.9245
ABLIM2	3.429
BCL2L13	-0.192833333333333
JAZF1	-0.124666666666667
TMEM63B	1.93
S100A8	0.2495
ARFIP2	-0.251
UROS	0.10725
KHDRBS2	-0.3935
POLQ	-1.74025
SOAT1	-2.03925
SPAG4	-1.43875
MRPS30	-1.64933333333333
LOC494141	-0.035
OR2T11	-0.315
ORAOV1	0.165
ZNF184	-0.822333333333333
TCEB3B	-0.0943333333333333
ADAM21	0.755
GDPD1	0.247
SPINLW1	-0.14275
PRR14	-0.0496666666666667
KCTD9	-0.166
NUDT3	0.19525
KIAA1822	0.6185
HIST1H4K	0.579
DFNA5	-2.72
GABPA	-0.478
C14orf44	-0.61425
POLB	-0.512375
PTAR1	-0.36375
SEC31A	0.3315
TRIM58	-0.78525
TAS2R14	-0.0475
VPS8	0.17325
H1F0	2.5245
PRKCB1	-3.44033333333333
UGT2A1	0.1115
TOR1B	0.372
LSS	-0.558583333333333
C2orf19	-0.003
HNRNPC	-0.744571428571429
TMEM100	-0.6
LOC116349	-2.02375
OR51M1	3.811
CCDC142	0.01375
ISG15	1.831375
ZCCHC14	1.558625
CREBL2	1.355
TGDS	-0.44025
DC2	-0.1345
CACNA2D3	-1.51028571428571
ZNF429	0.189625
LYPD6	-0.474666666666667
SUCLG1	0.648
OR51I1	-0.667
MAGEH1	0.585
PRPF40A	-0.2575
SMR3A	0.0555
SPINK2	-1.76733333333333
THAP2	0.236125
NPY5R	-0.086875
IRF4	-2.694875
SPESP1	-0.805166666666667
OR10S1	0.583
DTD1	-0.565
TUBE1	0.6105
DDX19A	-1
PDPN	-0.33975
TMEM34	0.54075
MGAM	-0.708
COL3A1	4.9045
GFM2	-0.4016
OR5A2	0.00699999999999999
PSG9	-0.57825
ARHGEF11	0.0156666666666667
IVNS1ABP	0.4878125
SIGIRR	1.45075
DUSP19	0.263875
DNAJC14	0.0698
ACSS1	1.115875
IL1RAPL2	0.2635
C4orf30	0.46725
SEPT4	1.732
LANCL3	-1.8845
SPAG17	0.2194
PRDX3	-0.214625
HNF1A	0.69075
P4HA2	0.12275
RFWD3	-0.683333333333333
MOV10	0.0545
DNAJA5	0.549214285714286
LOC729440	-0.07125
LOC200383	0.68
SMC2	-1.9715
MIXL1	-0.934
TMEM9	0.72775
FAM86A	2.1415
ZNF174	1.0387
MYH14	-1.179
CCR8	0.45425
VPS37C	-0.0411666666666667
GPATCH1	0.6825
B3GNT8	2.7425
TBX4	-0.112
CNR2	-0.156
PCDH1	0.07975
C5orf29	0.88825
OCIAD2	1.6415
PLCG2	0.468
KIAA0247	1.300625
HRH3	-0.0591
CAPN13	-0.369625
CCR1	-0.7521
MGC15523	0.021
UVRAG	0.0353333333333333
DNAJA2	0.196833333333333
ITGA2B	-1.52116666666667
CLDN5	3.797125
PTPRN2	2.35928571428571
ZNF512	-0.216833333333333
PSAP	0.518642857142857
CCDC140	-1.3615
LRRC55	0.03025
CYP26C1	0.726
C8orf47	3.5295
LYN	0.087125
DUSP6	-0.336666666666667
TGFB3	1.0472
ELK1	-0.3241
PCDH11Y	-0.4854
HGD	-3.3345
C17orf58	-0.24575
MYO3A	-0.297
SERPINE2	-2.524
AARSD1	0.82325
C14orf73	-0.63525
ADAM33	-0.403
ZNF491	-0.2225
MAPK6	-0.232666666666667
TCN1	-0.6405
SLC24A6	0.9555
UBE2R2	0.69225
H1FNT	-0.17175
TATDN2	0.566166666666667
LILRB1	0.50375
P2RY5	1.101
NUCB2	-0.66725
C2orf37	0.179
SNX27	0.748333333333333
MTA3	-0.261625
FOXO4	0.04825
ID4	-0.0711666666666667
SOX5	-0.5045
PXMP3	0.795
OR52M1	-0.872
SFT2D3	0.865875
INA	-2.4195
MCOLN1	0.1425
NFIX	0.7176
CLEC14A	5.3845
HIBCH	-0.233333333333333
PLA2G5	0.41625
TIMM10	-0.922666666666667
MED17	0.5787
COL4A4	-0.255
TPP1	0.820333333333333
GJA3	-0.556333333333333
TMPRSS5	2.07825
AADACL3	-0.016
DNMBP	1.4445
ENPP5	3.19
NQO1	-0.3816
ZSCAN2	-0.55175
SEC24C	-1.20166666666667
GTF2A1L	0.7875
AXIN2	4.6491
FAM33A	-1.44283333333333
C16orf13	0.894125
SPNS2	1.52475
TAF1	0.6755
AP1G2	-0.503333333333333
RBM42	0.0366666666666667
HCN2	-0.495166666666667
EFHB	0.366
RUSC1	-0.22
GRIK5	0.376
USP21	-0.476833333333333
ATAD3C	-1.20575
ORMDL2	0.544125
PRSS7	-3.06775
PSAT1	-0.75775
FLJ13195	-0.403666666666667
TBC1D1	1.05416666666667
IFNG	0.79025
OTOS	-0.685666666666667
ZNF773	1.08033333333333
EMD	-0.63
RETN	-0.3015
CCL8	1.464
APH1A	0.357125
COX18	0.7115
GTF2IRD2	0.234
CCDC82	0.694
PAFAH2	1.1523
NPEPL1	0.363111111111111
RP11-114G1.1	0.753
TP53INP1	0.2635
ZNF300	-0.0646666666666667
FOXL2	-3.575
LARP2	0.860166666666667
LATS1	0.66725
HTR6	-0.4115
SPOCK2	0.274166666666667
RNF144B	0.7042
