Hybridization REF	TCGA-AA-A01C-01A-01R-A00A-07
LINGO4	0.2655
ITGA9	-0.0405
ZFR	0.05575
ACSL6	1.484125
FLJ20699	1.0629
DAOA	0.271
FABP4	2.219
KCNB1	-1.18775
CANX	0.046
SLC25A28	0.3715
ADIPOR2	0.449375
ECHDC2	0.74075
SMA4	-1.11725
FRZB	2.978625
PABPC1	-0.461666666666667
DMRTB1	-0.49675
APOBEC3G	-2.19175
CATSPER2	-0.689833333333333
CUEDC1	0.164833333333333
STARD9	-1.116875
CLDN8	-0.01075
LOC23117	-0.3595
E2F6	-1.04144444444444
TMEM126B	-0.588
DPY19L4	-0.46675
GIMAP5	2.33366666666667
NDUFA9	0.284666666666667
FAM77C	-4.439
CTPS2	-0.03975
LOC51035	0.393625
WDSOF1	-0.59475
EGLN3	0.56775
PITX3	0.826
OR52E8	-0.395
GRM4	0.051
KLK1	2.19166666666667
GPM6B	-2.216375
RRAGD	-2.32166666666667
PAGE5	-3.70325
UCHL5	-1.94866666666667
ULK3	-1.2975
AIM2	-0.443166666666667
PNO1	-0.6955
OR2F2	0.6275
GNAT2	-0.376
SIX1	-3.87925
ST13	-0.558083333333333
ZBTB44	-0.163125
TIMP2	-1.27125
ZMAT4	-3.91325
GTF2IRD1	0.567833333333333
ZNF19	0.623833333333333
ZNF714	-0.8045
RSC1A1	-0.48275
C9orf80	0.88175
PSMA8	0.844166666666667
TMEM141	2.213
COX4I1	0.698
CTAGE1	-0.509333333333333
DTWD1	-0.7585
HSD11B1	0.659
KRT6B	4.065875
ARID4B	-0.407875
LHFPL3	-0.28875
WWP2	0.479666666666667
ZNF326	0.121666666666667
RGPD1	-0.866
CTSH	0.353666666666667
FASTKD1	-0.2845
PAF1	0.2242
TTC9C	-0.339
IFT57	0.6443
PRSS36	2.7945
IL20RB	-2.6655
ZNF592	-0.2825
DCTD	-0.6875
CFP	0.516
MFNG	-1.500125
JMJD2B	-0.284
ALDH3B1	-0.74675
THSD4	-0.0586666666666667
KCNJ5	0.938833333333333
LMNA	-0.290333333333333
TBCD	-0.70675
ZNF250	0.456666666666667
CASQ2	1.315
PEG10	-5
PRAME	-5.83953333333333
NP	0.915625
TRIM59	0.375833333333333
ZNF12	-0.787
XTP3TPA	0.3665
SIGLEC7	-1.017
PANK4	-1.0185
FAM70A	-3.16083333333333
SNED1	-1.677
HIP1	-0.7166
RAET1E	-1.43883333333333
AMAC1L2	-0.3745
AHNAK2	-0.602083333333333
TOE1	-0.8895
RECQL4	-1.36525
SPRYD3	0.78625
DPAGT1	0.166
MAGED2	-0.4921
ANKRD55	-0.129333333333333
TRPS1	-1.37736363636364
DOK7	-2.58425
TFPI2	-5.73125
GTF2H3	-0.6465
CYP4F11	1.802375
LHX2	-5.09016666666667
ATG16L1	0.830333333333333
ASB12	0.041
C1orf116	3.783125
NF2	-1.08115
POM121	-0.1307
PHYHD1	-0.1377
TXNDC17	0.182833333333333
DKFZp779O175	-0.55225
NUP62	-0.246285714285714
MYO18B	-1.49116666666667
PRAMEF1	0.262
TCBA1	2.71942857142857
TMEM168	1.45575
FJX1	-0.1465
CLCF1	-0.18075
SEPN1	-0.22875
IGSF2	0.323333333333333
NUDCD1	-0.554666666666667
TFF3	4.71683333333333
NDFIP1	-0.0727142857142857
CHCHD4	-0.28775
TNR	0.203
CUTA	0.1025
USP44	-4.92933333333333
DPP10	1.3382
IWS1	-0.363666666666667
PCGF1	-0.2075
SULT1C4	-0.6175
NTF5	-2.51375
PTPN13	-2.7075
SSTR5	0.141
SFRP1	-5.513125
IDH3B	0.450375
SUOX	0.536666666666667
TMCO5	0.522
GOLT1B	-0.79225
MIB1	-1.44807142857143
PCDHGB1	-0.0815
SUSD1	0.99475
ICAM5	-2.65116666666667
PAPOLB	-0.937666666666667
URM1	0.2832
TMEM106B	-0.668666666666667
LRIG2	-0.61225
SLC27A5	0.5095
CLIC6	0.2747
ZNF420	-0.2515
SCN9A	-0.9894
KIAA1909	-0.9115
ELMOD1	-1.9545
PRKAG1	-0.7085
FAM64A	-1.01177777777778
EEF1G	-0.02285
SMAD5	0.202
INCENP	0.049
WASF2	-0.9675
GARS	-0.5382
CDK10	-0.3839
HLX	-0.323666666666667
MDM4	-1.451875
ZNRF1	-0.465428571428571
HHATL	-1.4525
FAM21C	0.8702
HIST2H3C	-0.70775
PFDN2	-0.30225
ZNF200	-0.32675
NDN	0.63175
HBA2	-2.42983333333333
FBLN5	0.78825
PUM1	-0.0522142857142857
TNNT1	-4.97583333333333
C19orf59	0.377
HNRPH2	0.596833333333333
RAB7A	0.0583333333333333
PMS2	-0.669375
BIRC3	-0.544833333333333
NRSN2	0.259625
OR52K2	0.259
SPOCK1	-0.552142857142857
H2AFY	0.0695
RXRB	-0.82675
ZNF638	-0.659
ANKRD45	-1.44633333333333
ACTN4	1.87616666666667
FXC1	0.85275
EIF2B5	-0.227
VPS33A	-0.816
PINK1	0.086375
FAM106A	0.231
SKIP	0.360785714285714
GAPDHS	0.8825
MUM1L1	-1.748
PSTPIP1	0.13525
CNTNAP1	-1.4588
CYP26A1	-5.07025
APOL2	-0.7835
TACC2	1.158375
COX7A2L	-0.0507142857142858
HSD17B1	-0.108375
ARRB2	0.54775
SLC7A6	0.6955
HSD17B10	-0.36425
RBJ	-0.505
NUP155	-1.84075
MRPL10	-0.263166666666667
CYCS	0.1255
CCDC46	-0.277166666666667
TECTA	0.7305
GNAL	-0.53675
LPO	-0.0215
PEBP4	-0.18075
DDX11	-1.307
C18orf12	0.9425
TAF9B	-0.937833333333333
IMP4	0.209
RPA4	1.46983333333333
NDUFS1	-0.76525
UPK1A	-0.618833333333333
ARRDC2	0.0558333333333333
C18orf20	1.005
AES	0.170642857142857
CD2BP2	-0.545
C16orf54	-0.016
UGT2B17	2.523375
FGFR1	-1.93663636363636
CEACAM6	8.05
CHRM5	-0.1445
CERK	-0.666625
AP3S2	0.561214285714286
ANKS4B	2.6065
CLCNKA	-0.0436666666666667
ZNF208	-0.759666666666667
HLA-DRB5	2.9055
CARKL	-0.087
GOT1	-0.0991666666666667
CASP6	1.307125
HOXA1	0.109
RCL1	0.1525
ZNF181	0.141166666666667
RAB40B	1.1675
MRPL38	0.589375
LRRN2	-0.75425
C3orf25	0.779
OR5D14	0.454
OR10AG1	0.3405
BET1L	0.2193
FRY	2.16775
AK3L1	0.4365
CSF3R	0.085
POLR3K	-0.241666666666667
ATG2B	0.105833333333333
EPS8	0.973
DARS	-0.06825
C10orf56	0.9925
DAD1	-0.00883333333333334
RIOK1	-0.471333333333333
HERC2	-0.2545
HSD11B2	4.21733333333333
FAM96B	0.769
MGC13057	-0.9105
BSN	-0.59375
CAND1	-0.840666666666667
HCST	0.9195
ACTR10	-0.438833333333333
OR8D4	0.5065
NASP	-1.3112
COL9A2	-0.626833333333333
LYZL1	-0.2905
GPC5	-2.3385
TBL3	-0.997
CENTD2	0.3581
OR5AP2	0.45025
TLR1	-0.58075
LMO6	0.01525
ZIC2	-3.802
CPNE5	0.7035
ZMYND15	0.97625
FLJ22374	0.444
CCDC106	-0.5205
PARP16	-0.159
PDIA3	0.01875
C14orf126	-0.07025
CECR2	-0.0885
SFRS1	-0.184214285714286
FIGLA	0.9055
DCP1A	0.273
MGC45800	-1.3542
TEKT1	0.466166666666667
C10orf67	-0.046
CLN5	0.559375
NTN2L	0.71
GLE1L	0.45875
CES2	2.505
GNAS	-0.311888888888889
DDX53	0.8105
TSPAN13	-0.7785
MRPL52	0.4334
SPIRE2	1.382
TAS2R39	0.20675
SCUBE3	0.2875
UCRC	0.1186
CDKL3	-1.84425
KIAA1715	-0.8944
ZNF345	0.9145
RTF1	-0.216125
DHRS7	0.05075
RIPK4	-1.314
EXOSC2	-0.198833333333333
MS4A2	1.3485
FGF17	0.03675
WDR59	-0.017625
EVI2A	-3.3225
IL17RC	0.252166666666667
HS3ST1	2.83025
ITGB1BP2	-0.466
RBPJ	-1.24883333333333
GIMAP1	1.9665
INE1	-0.300833333333333
ALDH18A1	1.567375
TPI1	-0.85775
GATA6	3.53725
CABP1	1.38716666666667
ZNF484	-0.11975
DAPK3	0.8855
GJB1	2.00475
PIN1	-0.473
SLC6A15	-3.42433333333333
CNO	-0.5435
RIN2	1.644625
FRRS1	-0.9235
CYorf15B	-0.29175
DMRT3	-0.767375
ATAD1	-0.426375
OTUD4	-0.124166666666667
ATOH8	-1.656
ZSCAN16	1.212
ASCC1	-0.33025
OTUD3	-0.00525
MGC33212	-0.729
YME1L1	-0.291125
RP11-218C14.6	0.349
PCBP4	-0.041
TNFRSF10A	0.96825
CDH10	-2.9355
KL	0.57875
SCP2	-0.10225
C9orf119	0.198625
SON	-1.05525
MAFK	0.262
SBNO2	-0.451
SLC6A6	1.02216666666667
SC4MOL	0.36525
FAM35B	-0.366875
PPP1R9A	1.0365
PDZRN3	0.023625
CXorf20	1.729
C6orf126	-1.002
AVEN	0.3245
FLJ21075	-0.309
C14orf132	-1.7905
PCK2	0.361375
GUCY2C	7.0435
BARX2	-0.71875
PEX11G	1.4865
DAO	-0.714333333333333
C10orf49	0.381
EDNRA	1.63533333333333
PPP2R5A	0.377
DDX39	0.0766666666666667
SERF1A	0.27
ASCIZ	0.1478
FNDC8	-0.650666666666667
PTMS	0.467125
PHF7	0.07475
PIP4K2B	-0.5929375
HHLA2	2.27075
BDH2	0.4108
APOBEC2	-0.378
PENK	-0.6385
SMAD9	-0.54025
MT3	1.19325
RGL1	-0.893375
ATG10	-1.0105
DLGAP4	1.20533333333333
APPBP2	-1.219
BACE2	0.796857142857143
LOC339344	0.523166666666667
ZNF395	0.5655625
HIST1H2BL	-0.77475
ZNF467	0.27475
SLC25A21	-2.609
PALM2	-0.407333333333333
NSUN5C	-0.3955
IL5	0.2741
CLSTN2	-1.211
ANXA8L2	-3.12225
PTGES	-0.5
GDAP1L1	-2.15083333333333
OPRK1	-0.9926
WDR20	-0.0386666666666666
C12orf4	-0.38025
NUP88	0.056
XRCC6BP1	0.143666666666667
FCGBP	3.18807142857143
LEMD2	0.41325
NOMO1	-0.557
C10orf79	0.0982499999999999
ZNF79	0.8425
OCRL	0.3566
HSPA8	-1.20675
DIDO1	0.619541666666667
PLA2R1	1.39725
COG3	0.9946
NGDN	0.217
CBFA2T2	1.201
PNOC	-1.1265
PRRG1	0.846583333333333
AGGF1	0.0057142857142857
DPF2	-0.49025
YIPF7	-0.039
TRPV5	0.0985
ZNF322B	-0.35925
MED12	-0.542166666666667
CARS	-0.915
ABCC11	-1.06866666666667
C9orf25	0.3025
MYH1	-1.002
FRYL	0.870916666666667
AGTRAP	-0.80975
MMP27	-0.5035
ZNF432	-0.52925
OR8D1	0.415
OR13D1	0.251
VWA1	0.8995
STON1	-0.19075
IL5RA	-0.14
PERP	1.738
C10orf107	-0.529666666666667
TNFSF12	1.156
FN1	-0.262041666666667
MTR	-1.21133333333333
PHLPPL	0.500833333333333
ZNF425	-0.5935
DHFR	-1.04527777777778
PPP1R12A	0.059375
RSPO2	-0.42075
ZNF7	-0.46625
ZNF583	-0.27975
TPMT	-0.0545
GPR132	0.20675
OR2T12	-0.06175
SERTAD2	-0.5414
ATP1A1	0.7163
FRMPD3	0.7885
ZNF672	-0.93875
PLXNB3	-0.54725
EML5	-0.2295
FAIM3	-0.136
UBQLN2	0.38325
SORCS2	-0.33525
PRIM2	-1.15
ACVR2A	0.770333333333333
YWHAZ	0.523583333333333
PGM2L1	1.1885
GNAO1	0.165857142857143
RPL10	0.0398
RPS6KA6	0.4835
PFKL	-0.572166666666667
SH3D19	1.989375
AURKB	-0.9265
ZC3H6	-0.10375
DISC1	-0.595333333333333
FLJ39660	-1.70083333333333
TMEM25	-1.750125
OSBPL10	0.2125
CLTCL1	-0.774
ALG6	-0.9625
CATSPER4	0.4585
LRTM1	0.118
RRAD	1.025
TIPIN	-1.609
CARD14	-0.61175
RBM9	-0.502666666666667
RASSF4	-0.63425
SLC25A18	-0.451666666666667
C6orf58	-0.601333333333333
IGHD	0.58
PLA2G6	0.0055
TPT1	1.3285
SEC63	-0.2687
CCDC113	-0.0408
TDRD10	-0.0155
KIAA1666	-1.738
TOR1AIP1	-0.366583333333333
SYTL4	0.103666666666667
SPRR2F	-0.861
CEBPD	1.65075
SNTG2	-2.559
C20orf77	0.762083333333333
TAS2R49	1.2215
C6orf173	0.515
SVEP1	0.2935
PXN	0.161
VIL2	1.34383333333333
C5orf21	0.943166666666667
DIXDC1	-0.13675
GANAB	-0.464
PDSS1	0.3915
NGFR	-1.088
ATP8B4	0.41775
BMP8A	-0.352
CCDC132	-0.659666666666667
GNRH1	-1.406
OR10T2	-0.24675
PDGFD	0.600166666666667
OR6W1P	0.6955
HARS	0.4215
KRT77	-0.337
AQP8	2.06075
ITGB1	0.0538
ZNF254	-0.5206
PAX1	-0.0996666666666667
PSMC4	-0.0491
ANKRD22	6.9085
PSMD8	-0.399166666666667
HTR1E	-0.530166666666667
SOX10	-2.542
OR5B2	0.353
RABGEF1	-0.528285714285714
MAP1LC3B	0.054
CYB5R4	0.9425
AGXT2L1	-2.66
FLJ41603	1.08433333333333
TRAPPC2	1.082
FNTB	-0.1915
FLJ14107	-0.0476666666666667
AURKAIP1	-0.3495
DSE	0.574
NFKBIZ	0.764166666666667
OSBPL3	-0.174333333333333
LOC130576	-1.04325
SLC39A9	0.355833333333333
LOC137886	-0.931833333333333
RHCE	-4.5605
ATG7	0.303
FAM82A	1.11766666666667
FBN3	0.1225
MCFD2	-0.5965
CASP14	-0.4995
EPS15	0.365
SFRS2B	0.7
C19orf47	-0.4085
PLAC9	-0.8175
GPR23	-0.6635
BTNL3	4.8455
RGS8	0.049
GNS	-0.820125
ENO2	-2.65566666666667
CBX1	-0.4968
PEX26	0.1555
LRP5	0.717333333333333
ADAMTSL4	-2.92783333333333
ARR3	-0.143166666666667
MAP1A	-0.2755
CD2	2.33825
NAV2	0.044375
TMEM69	-0.68825
ATXN7	-0.6305
CHN2	2.84266666666667
ZNF781	-1.202
HAS2	-2.58066666666667
KIAA0241	0.493833333333333
BIC	0.38
MOBKL2A	-0.057
CYP2C9	0.663
CNOT7	0.330142857142857
SFRS10	-0.69325
CST11	-0.22025
FLJ37543	-0.7095
NKAP	-0.33475
RUNX1T1	2.53125
EAF1	0.1992
IL4I1	1.98225
LRRC61	0.00833333333333333
PSIP1	-0.275583333333333
SPRR4	0.002
ZFP90	0.583333333333333
AP2B1	0.523307692307692
SLC30A7	0.5145
C7orf28A	-0.670666666666667
S100B	-2.81266666666667
BMP2	1.311125
ESR1	-4.606
ZFPL1	0.2525
ARHGAP12	0.5465
LRRC19	6.58216666666667
ZNF767	-0.636
NACA	-0.1339
OLIG1	-2.350875
PRF1	0.2745
LST1	1.936
SPATA9	-0.780333333333333
CNFN	0.317
CDK4	-0.024
TCF15	-1.44383333333333
PARC	-0.4575
PPM2C	0.90275
LOC283345	-0.0755
FAM107B	-0.669
DMXL1	-0.914125
RBM3	0.5255
HTR5A	-0.9738
SCFD1	-0.744
EPHB3	4.299375
ROPN1L	-2.375
RAMP3	-0.42625
TSPYL5	1.17754545454545
GAP43	-2.574
PAPD4	-0.534125
PDE3A	-0.56075
TNFRSF10C	0.21775
JMJD5	0.156166666666667
RASGEF1A	1.2677
C16orf65	-0.1945
HIPK3	-0.304166666666667
XYLT2	-0.366
XPOT	-1.42783333333333
GAL3ST1	1.015
DHCR7	0.457
AMIGO3	-0.047
FGFR4	0.946333333333333
CRAT	-0.385
PPP1R14D	4.74
TRIM14	0.9232
TMPRSS11D	-0.676
SLC7A11	-1.66642857142857
OR10H2	0.5085
PPM1E	-1.3544
DOCK4	-1.38975
FAM127A	-0.215125
ENOPH1	-0.64075
SLC5A3	-0.487
ZNF530	-0.2999
NTS	-6.9725
FRMD4A	0.2655
BCL11B	-0.4235
PRM1	0.01825
UQCC	0.8119
S100A16	0.019
PLS3	0.07075
WWOX	-0.00878571428571428
CCDC23	0.109
GTSE1	-1.31916666666667
GP2	0.869
FLJ32549	0.013375
CHIT1	-0.08125
KLF9	-1.01625
RPS24	1.0707
MIA	-3.379
FIGN	-1.35333333333333
PYROXD1	-0.414625
PCSK2	-0.373
MRPL9	-0.68475
RPL24	0.50375
C12orf32	-0.83575
HIST1H2BE	-0.6615
RGS18	0.768
LFNG	2.9565
RAB4B	-0.1658
FBXO25	0.895833333333333
TSPAN31	0.743166666666667
ARL8A	-0.228928571428571
C10orf83	-0.8926
OR51B6	0.155
CNKSR2	-0.14275
C1orf156	-1.01175
IBSP	1.0575
GFRA2	0.0797
ALKBH7	1.1918
NEK10	-0.28425
VN1R3	-0.0933333333333333
LOC91948	0.488
CPZ	-0.199
IHPK3	0.612166666666667
COL8A1	0.6965
RBPJL	0.489
OR10A4	0.23125
CASP8AP2	-0.93175
MMP12	4.22983333333333
OR8B12	-0.018
CDCA5	-0.735833333333333
LIX1L	-2.11075
PEX11B	0.3055
GABRA1	0.273333333333333
HABP2	-0.0195
REEP1	0.676166666666667
FBXO15	-1.74875
CD68	0.658
WFDC9	0.3085
GHDC	1.2185
SMARCA1	-2.634
SPAST	0.135333333333333
PLXND1	-0.751916666666666
MLCK	-1.482
INTS5	-0.0513333333333333
BSG	-0.244857142857143
PARP8	0.484833333333333
TEAD4	-0.312666666666667
ZNF498	0.42975
TMEM89	1.34633333333333
DTX4	1.8805
TNRC6B	0.7713125
ARMC2	-0.045125
FGFBP1	3.11616666666667
TIMM8A	-0.159333333333333
AJAP1	-2.0631
ZNF608	0.58775
SLC25A42	-0.348125
SYP	-0.4095
MMP11	4.0575
USP40	0.5549
C3orf62	-0.498833333333333
MYO1E	0.733
LRFN4	0.21125
XCL1	-0.766333333333333
GPR155	-0.6285
VPS29	0.2695
CARHSP1	0.65425
ARHGAP20	-0.525166666666667
GREM2	0.346785714285714
CCDC102B	1.12875
ZNF577	0.5285
HDDC2	-1.597125
SHC2	-0.5777
NCOA5	1.04316666666667
INPPL1	-1.0745
CHGB	-1.3678
IHH	5.0385
DDEF2	0.243083333333333
DIAPH3	-0.0948571428571428
BUB3	-0.425666666666667
GGH	1.08
VPS35	1.0704
CNN2	1.57533333333333
ASNA1	-1.051
WDTC1	0.35625
AMAC1	0.8005
HAS3	1.55066666666667
SLC1A6	-1.41383333333333
ZNF563	0.6405
C1S	2.80825
TCF7L1	-1.428375
OR10Z1	0.211
ME2	-0.7464
C6orf151	-0.462
KPNA4	0.2561
GLO1	-0.922125
WDR61	-0.8215
CD302	-0.20825
SIRT7	0.0336666666666667
C11orf59	0.595
PKIG	0.1815
PPIL3	-0.7225
CCDC74B	-1.348625
ZNF528	0.0565
EFNA5	0.085
FCGRT	2.9675
NOL4	-0.0323
CCS	-0.193
LOC374491	-0.4615
MFSD7	2.6055
ZNF555	-0.10375
LIMS3	-1.07425
TSSC4	0.351833333333333
COL11A2	-0.9415
C1orf119	-0.2055
BPNT1	-0.451875
CHRNA6	0.2335
C1orf173	0.389
PLD2	-0.72725
ORC1L	-1.82525
SASH1	-1.1375
CDC14B	0.497125
RLBP1L1	-0.0465
LDLRAP1	-0.7995
NAT8B	-0.02
HHEX	-4.5415
LGALS7	-0.26875
PLCH1	1.09942857142857
OR1M1	-0.0875
PRAMEF16	-0.441
HECTD1	-0.919
C14orf39	1.0535
TLN2	0.3551
HDAC4	-0.709428571428571
SYCP2L	-2.59375
GLRA1	-0.7455
RPS6	0.96525
hCG_1757335	-1.2925
KLHL1	-0.0085
CTNNBIP1	-0.00233333333333333
SCAND2	-0.9233
HMGN2	-0.6282
YAF2	-0.283
BRPF1	-0.32925
LIAS	-0.9255
CTA-246H3.1	-2.19425
SAG	0.135
C20orf10	0.63925
HNRNPA2B1	-0.757
GADD45A	-2.15166666666667
MSH4	-0.094
TMEM70	-0.2335
HIST1H2AM	-0.143875
C19orf26	0.347166666666667
C1orf50	-0.47575
GNG3	-0.31975
FTO	0.036
CALCB	-0.5645
PPP3R1	-0.239375
C15orf42	-0.70775
CCNJ	1.36275
GNAZ	-1.1012
PSD	0.5015
FAM57A	0.51175
STIM2	-0.503666666666667
DHX8	0.05025
MOGAT3	1.34925
UBE3B	0.195
PLAT	0.562833333333333
C6orf206	0.166
COPE	-0.5423
EIF3A	0.31525
C1QL2	-0.61575
IQCE	0.0684166666666667
KIAA0182	0.436583333333333
SLC22A7	0.2654
PPFIA2	0.5985
ADAMTS15	0.3085
ODZ1	0.3205
THBS4	-0.3168
ARHGAP1	0.268125
B4GALNT3	0.187666666666667
FCHO1	-0.023
LOC440456	0.51075
HOXD10	0.460166666666667
CXCR3	2.3885
CHI3L2	-3.209375
SRPX2	3.39525
ZNF132	0.942
UBAC2	0.688833333333333
RPL32P3	0.264
CBWD6	-0.351
ST6GALNAC4	-0.463
KIAA0391	0.0843333333333333
LOC388969	-0.06325
KRTAP5-8	1.9845
ZNF786	0.27375
LYVE1	0.720166666666667
GPR144	-0.06525
APOH	-5.546
TSC22D2	0.034
PLCD1	-0.13175
FLG2	0.358
M-RIP	-0.1852
NDUFV1	-0.2765
POLDIP2	-0.417333333333333
RAB3GAP2	-0.516
RPSAP15	-0.4325
CLEC7A	0.205625
HSPA14	-0.25125
TAAR5	0.60275
FAM132A	0.1325
C2orf43	-0.19075
OR10V1	0.624
SELPLG	-1.08225
C1QTNF6	-0.285333333333333
OPCML	0.9102
DTYMK	0.0865
ALDH16A1	-0.372
F13B	-1.957
MGC16169	-0.7265
KIRREL2	-1.83483333333333
C14orf32	0.400666666666667
SLAIN2	-0.5239
HSD3B2	0.317
AMMECR1L	-0.1302
LRRC37B	-0.1675
HMG20A	-0.934666666666667
C22orf27	0.1194
FBXL22	0.748
AP1B1	-0.681
TNKS1BP1	0.523
CD74	2.6455
HSPA12B	1.58833333333333
PLSCR1	1.56883333333333
SLC35E1	-0.812666666666667
FEZ1	-1.62825
APOD	-0.229125
C16orf44	0.788
C1orf166	-0.308
KCTD11	0.45025
NELF	0.043
SRP54	-0.647
MGC35361	0.3225
GPR35	3.3635
NRGN	-0.84475
SIGLEC12	0.5875
SCN1B	-0.2065
IFNW1	-0.226
STAR	-5.6295
HLA-DQA2	1.7954
RNASEH2B	0.58525
TAAR2	0.333
VAMP5	-0.857333333333333
TUBA1C	-1.00421428571429
PIK3R2	-0.199375
ARD1A	0.022
EBF2	0.3705
CAMSAP1L1	-1.07175
CYP3A43	0.70225
AKR1B1	-1.52025
KIAA1729	0.23
KAL1	1.1665
CYBB	0.06625
UXS1	0.23125
LOC338579	0.5695
C11orf45	-0.92825
SHB	0.69475
IKZF4	0.303625
NDUFA1	0.405875
HSPE1	0.21075
C1orf215	-0.37925
GPR113	0.00883333333333333
ZNF573	0.2895
TBX18	0.806
GGTA1	3.09625
PCDHGA8	0.7735
RPS6KL1	0.653625
DPP9	0.187125
SLC43A2	1.3555
COPS3	-0.4935
PMPCB	0.0498333333333333
HYLS1	-0.4535
LSM8	-0.0378333333333333
PDE6B	-1.106
C10orf118	1.7772
OR1C1	0.346666666666667
ZNF415	-0.05625
OR2F1	-0.01775
ZDHHC13	0.297625
FZD8	-0.2668
TCEA1	-1.0811
SUSD4	-2.789
C22orf24	0.066
TNFRSF14	-0.188
TRIM28	-0.1195
FGF5	-1.297875
CSPG5	-1.00666666666667
RNF133	0.4095
FKBP15	-0.149
BZW2	-0.32225
NSMCE1	0.25175
PTPRN	-0.237
TST	2.348875
POP1	-0.686
RNF24	-0.494833333333333
SFRS4	-0.5525
REPS1	-0.3455
CD70	-2.37233333333333
PDXDC1	0.483625
SRC	2.2923
NTNG1	-1.98666666666667
SETD1B	0.64625
TINP1	0.1942
ZNF606	1.04916666666667
SSR1	-0.2545625
RGNEF	-0.263333333333333
NFS1	0.0808333333333333
CENTB5	-0.849666666666667
CRMP1	-0.931833333333333
ADAM18	-0.191
CCDC87	-1.04383333333333
LRRC8B	-0.289
CSNK1G1	-0.565166666666667
MAFB	0.3315
C12orf45	0.5545
C1orf54	2.0395
DPEP1	5.93883333333333
FLJ13137	-0.204
C14orf118	-0.4735
ANKRD19	0.0713333333333333
ABCA9	-0.2695
TMEM87A	0.630666666666667
BBS5	0.0972
CYP17A1	-0.0565
SCG3	-3.74533333333333
ESCO2	0.02125
GFER	0.325833333333333
NRIP2	0.055
DDX59	-1.13116666666667
RIC8B	-0.7204
TNNI1	0.318
KTELC1	0.257583333333333
GPR85	-0.305666666666667
SP3	0.350125
GOSR2	0.337666666666667
DDX1	-0.278
DSCR9	-1.8635
KIAA1984	0.822
FLRT3	0.43275
RNPS1	0.267428571428571
ZNF772	-0.0835
SLC25A10	0.740833333333333
ADAMTS3	-1.10677777777778
TBC1D7	-1.446
PCYOX1L	-0.3795
LOC339745	-0.12075
VPS54	-0.59725
PCDHB12	0.000874999999999997
C4orf6	-1.1475
CCL5	1.240125
PEX5	-0.244
LENG1	-0.0855
LOC51336	-1.2775
FLJ25371	-1.237
WDR45L	-0.0883333333333333
SPAG8	-0.397333333333333
GUCA1C	-1.069
LOX	-1.99833333333333
FIZ1	0.42
BAG5	0.361166666666667
BUD13	-0.0623333333333333
MGC2752	-0.062
IQSEC3	0.268
TGFBR3	-1.17275
CASP9	-1.230625
PPA2	-0.429875
MED24	0.130125
MAP3K7	-0.612
SRPR	-0.532
C17orf81	0.98525
RIPPLY1	-0.0413333333333334
EID2	0.02375
AKR1C1	-1.8145
IMMP2L	-0.025125
SPSB4	0.9505
BAG4	-0.68375
ZNF32	0.604166666666667
KLHL34	3.642
BRD2	-0.319625
IL32	2.448
FAM53B	0.737
SLC7A1	1.184
KAAG1	0.429
CCDC54	-0.131
PRKCQ	-1.9055
TIRAP	0.787
SPSB1	0.891666666666667
USP36	0.721
FLJ32569	0.323
LYZ	-0.392875
TMEM186	0.657666666666667
TPM2	1.21166666666667
C9orf100	0.696666666666667
PPP1R11	0.7564
OLFML3	-0.1682
ELAVL1	-0.228166666666667
DNAJC17	0.1545
ABCA2	-0.44875
BNIP3L	-1.1325
ATP10D	0.4325
GALNT8	1.32666666666667
PRKCH	-0.746
USP12	0.1345
STXBP1	-1.7088
LSM2	-0.6075
ANKRD30A	0.844
LAP3	-1.16575
C9orf40	-0.372166666666667
KATNAL2	-2.79716666666667
RG9MTD2	-1.00075
PNPLA7	0.24475
IDH1	-0.3145
C1orf57	-0.38525
XRCC5	-0.3673
TBRG4	0.316125
DCDC5	0.3228
POU5F1	-3.6415
RAB1A	0.117928571428571
KRTAP15-1	0.1995
INHA	-1.352
WDR90	-0.26675
MLL2	0.310166666666667
FAM104B	-0.027
SF3B14	0.0305
STX1B	-0.474
SNX12	0.75475
KMO	-0.15175
FAM100B	0.22275
CDRT15	-0.868
RAB9A	-0.3485
RUFY3	-0.712625
UBE2U	0.74225
NFKB1	0.8449
FBXO38	0.578125
VRK3	0.6115
TUBB8	-0.478
IFNA6	-0.1655
AYTL1	1.82516666666667
RBP3	0.241
MUC13	6.30725
C8orf30A	-0.2165
MFAP1	-1.167
NHLH1	0.77
CXorf34	-0.06525
SP8	-3.059
RNF151	0.289833333333333
TDRD7	1.3045
KCND2	0.6985
FKBP9L	1.3435
C17orf44	0.433375
TIMM17B	0.425
WIPF1	-0.5451
SNX15	0.0065
IGF2R	0.7755
SBSN	-1.338
RBM15B	0.3835
AGBL5	-0.301
APEX2	0.179
C17orf39	-0.32475
UBE3A	-0.3359
SPANXC	-2.924
TGFB1I1	0.729
RBM13	-0.56925
TOP2B	-0.776333333333333
NPVF	-0.12
RIMS4	-1.305875
RAD54L2	0.0503333333333333
RSPO3	3.53816666666667
C2orf47	0.208
TSPAN4	-1.80983333333333
DNAL1	-0.35
DKFZp761E198	-0.430125
NLE1	0.122
TPST1	-1.63825
SREBF1	0.186625
CLEC12B	-0.032
FUK	0.8885
IL21	-0.4645
LTK	0.0765
