Hybridization REF	TCGA-AA-A01D-01A-01R-A00A-07
TTLL1	-1.3555
OPN4	0.6375
OR13G1	-0.8085
ZPBP2	0.6746
HSD17B11	1.805125
C9orf50	-0.286
DHDDS	0.123571428571429
CTSW	0.34
NEFM	-1.70366666666667
MRPL28	-0.4815
SYN1	0.8535
PIGV	-0.411666666666667
ZIM2	-0.81525
APBB1	-0.481666666666667
SND1	0.01375
C1orf123	-0.102166666666667
CHD3	-0.82025
BHLHB8	0.59175
RNASE2	0.645166666666667
BCAP31	0.67225
SLC25A44	0.503833333333333
CHD6	-0.8736
PIB5PA	1.85707692307692
SELS	0.93975
LOC541471	-1.019875
FAT2	-0.601
ZNF81	0.3685
OR4C16	0.364
FLJ10081	-0.6465
LRRC4	0.816
CS	-0.958833333333333
N4BP2	-0.93175
IGFBP7	1.312
ZNF318	-0.036
NDNL2	-0.048
ZNF609	-0.359
SIRT4	-0.3555
EXOSC10	-0.43875
ECE2	0.25475
OVGP1	1.177
GTPBP3	-1.79775
PACS2	0.3063
C19orf36	-0.8855
ARL4C	-0.300875
ATG4B	-0.1445
UBQLNL	-0.2335
RHOXF2B	-4.738
PLEKHG2	-0.165
GALR1	0.0385
AQP4	0.14
HDAC7A	-0.111333333333333
DCUN1D3	0.47525
OR8A1	-0.041
CCRN4L	-0.35975
CBR4	-1.157
KIFC1	-0.691333333333333
SLC7A14	-1.40816666666667
LHX5	0.312
TRPC7	0.2775
LPXN	-0.497
SERPINA1	0.41975
RPS13	0.0682
BPIL3	-0.7585
PRKAA1	0.01975
FADS2	-1.0657
ENAH	-0.11325
PRO1768	-0.2805
APBA2BP	-0.4465
LIPH	3.64433333333333
C3orf33	-0.60125
RCC2	0.298928571428571
ALDH1A2	-3.5308
RNF103	1.80925
AHCY	-0.224375
ALG12	0.0735
CCL17	1.532
ZNF543	0.878666666666667
ESRRG	0.2537
CNGA1	2.27075
RDH5	0.418833333333333
OTX1	-0.3748
PTGFR	-0.168166666666667
CDR2	0.367875
SELE	6.5505
NLGN2	-1.301
EXOSC9	-1.4075
ZNF566	-0.0522
KLRC2	-5.345
GPR12	1.015
KIAA0196	0.8565
PDRG1	-0.66325
SSR3	-0.291142857142857
MSI1	0.341
CST9	-0.512
CC2D1A	-0.26075
PLAGL1	-0.415055555555556
ZNF778	-0.503
RNF2	-0.223375
KLF6	1.62383333333333
THBD	2.01816666666667
tcag7.1314	0.846
NR5A1	-0.0796666666666667
ABCD2	-0.35725
DNAJC7	0.02825
CLEC4C	0.492
TM2D3	0.0265
CCDC4	-0.6745
PLAC2	-3.44525
DCD	0.389
FAAH	1.599625
POLA1	-0.458333333333333
TM7SF2	-0.38875
FLJ39822	4.125
FLOT2	-0.495625
MAP4K1	-0.771333333333333
SRP68	-0.392875
C21orf74	0.3855
ARPC5	0.409125
LOC126075	0.2015
HECW2	-0.0235
ZDHHC4	-0.37825
ANKRD42	0.2902
PDE9A	0.202333333333333
ABCA8	0.053
NDUFS2	-0.2455
UBR5	0.163125
BTBD16	0.00124999999999999
LOC554174	1.028
ZNF20	-0.569
KIAA1843	-0.9
WDR17	-0.709
C15orf33	-0.337
RNF113A	-0.2835
CAMKK1	-0.7517
CLCN2	1.60075
ANXA6	-0.167
LOC340069	0.197
EMID1	1.07625
DPM3	0.189333333333333
ELA1	0.00899999999999999
SLC25A13	-0.0336
KRT24	0.96975
SMPD1	0.127666666666667
TH	0.634125
COL6A2	0.153071428571429
ANKS1B	0.404
GPR126	-1.0145
ZC3H12A	1.239
TMEM47	0.0968333333333333
C2orf51	-0.315
C1orf88	1.82883333333333
HSF2BP	-1.34225
AKAP10	-0.3785
RPAP3	-0.562
KLHDC8B	0.1245
STOM	0.2384
MUPCDH	4.4825
C10orf72	-0.035875
PLEKHA3	0.296166666666667
TCP11L1	-0.799
CWF19L1	-0.48075
SPEF1	-0.121846153846154
YSK4	-0.495333333333333
ELN	1.9207
SAMD8	-0.691833333333333
MPI	-0.988333333333333
MEPCE	-0.112
ABCC3	2.29575
NANOGP1	-4.578
KCNK17	1.131375
HLA-DMB	4.188
RRAGA	0.299
ANGEL1	0.72675
RBM32B	0.102
CPN1	-3.5285
MGC52282	0.6292
HLA-A	1.23425
OR9G4	0.0295
EDNRB	-1.7285
SCD	-0.932071428571429
C14orf80	-0.288333333333333
BAGE2	-1.1315
RABL4	-0.000333333333333329
RCVRN	0.444
SHANK1	0.6065
NLRP7	-3.983
CD226	0.862
STAT3	0.1666875
SYNJ2	-1.0821
TPCN2	0.135333333333333
WDR36	-0.920083333333333
MBD4	-0.61025
ROBO1	-1.024
ST3GAL6	-3.418
SLAMF8	3.51183333333333
ATN1	0.473166666666667
GPR141	0.08175
KRT36	0.5775
TPH1	0.855
DDX52	-0.16375
ZSCAN29	0.077
TRPT1	-0.9995
DPEP3	0.69025
DENND4A	-0.281625
TSPAN16	-0.2085
PTCHD2	0.285
LOC145814	-0.29075
CAP1	0.610666666666667
EIF5A2	-0.611
NT5DC3	0.003
SEPT9	-0.251625
SEZ6L2	-0.110625
EGFLAM	2.2475
VPS11	0.38325
NDUFB5	-0.232833333333333
CIDEA	0.033
IER5L	-0.3205
N6AMT1	-0.81875
FAM83C	0.33825
OXR1	0.309333333333333
IRX1	-0.419
DGKB	0.125
GCN5L2	-1.32075
MIR16	0.526375
FBXW9	-1.08025
WDR4	-0.5215
PDC	-0.107
VPS33B	-0.665
HEXB	0.11925
FLJ32214	0.84675
TCEB3	-0.68925
CRLF1	-4.65625
ABI3BP	1.005
C8orf22	-3.22425
PYCR1	-0.8185
KIAA1706	2.75275
CDK5R2	0.760875
WAS	0.4575
C12orf60	-2.0715
CCBL2	-0.207125
MADD	0.08875
C5orf34	-1.592
WDR42A	0.5005
KLF12	-1.01475
HSPA1A	0.46125
ITM2C	0.5855
DAPK2	2.67883333333333
LOC442590	-0.997
SUMF2	0.552875
CENPA	-0.853
TMED5	-0.258125
CDH6	-0.8436
BRP44	0.711125
THG1L	-0.8615
GABRA2	0.076
C14orf166	-0.2725
MYL1	-1.3784
TNFSF18	0.6845
PAP2D	-1.32766666666667
PPIB	-0.2205
KLHL4	-0.302875
SFN	0.8205
CCDC127	0.2225
FRAP1	-0.78325
GOLGA5	0.85575
SDCCAG1	0.136875
MGC21675	-0.141833333333333
C10orf95	-0.994
KIAA1345	0.0223333333333333
C1orf163	-0.9135
LACE1	-1.178
OR10K2	0.07
CENPN	-1.48736
TMED2	0.332
UGT1A6	4.708
ANG	0.5325
U2AF1	-0.546333333333333
CASC2	0.257
NMT2	-0.0971666666666667
OSGEPL1	-1.77725
DFNB31	-0.586
SLC6A20	4.032625
DKC1	0.266
FXYD4	-0.86825
WDR64	-0.68425
MGC5590	0.3305
CREBZF	-0.166
DAZ1	-0.557
PRPSAP1	-0.7535
GCHFR	0.3445
TTC7A	-0.15
LOC196993	0.34575
UBD	3.08216666666667
S100A1	-0.881625
RPL6	0.513333333333333
DNAJB6	-0.2346
NAGS	1.6677
C2orf58	0.7085
KERA	0.147166666666667
MT1X	-0.298
UBE2B	0.2592
KEAP1	-0.038
MST1	-0.73225
OMA1	0.4985
ABLIM2	2.86225
BCL2L13	-0.385
JAZF1	-0.513166666666667
TMEM63B	0.944
S100A8	1.4877
ARFIP2	1.1415
UROS	-0.21625
KHDRBS2	-2.244
POLQ	-1.29825
SOAT1	-0.904
SPAG4	-1.53675
MRPS30	-0.621166666666667
LOC494141	-0.9055
OR2T11	0.3085
ORAOV1	-0.8148
ZNF184	-0.584666666666667
TCEB3B	-0.0885
ADAM21	0.15
GDPD1	-0.485
SPINLW1	0.4105
PRR14	-0.3115
KCTD9	-0.246
NUDT3	0.27075
KIAA1822	0.5506
HIST1H4K	0.943
DFNA5	-2.1305
GABPA	-0.44075
C14orf44	-0.895
POLB	-1.287
PTAR1	-0.044
SEC31A	0.8264
TRIM58	-2.20475
TAS2R14	-0.4085
VPS8	-0.18375
H1F0	0.964666666666667
PRKCB1	-2.34783333333333
UGT2A1	0.4135
TOR1B	0.4425
LSS	-1.71491666666667
C2orf19	0.195
HNRNPC	0.290928571428571
TMEM100	-0.737833333333333
LOC116349	-1.36725
OR51M1	0.1905
CCDC142	-0.72475
ISG15	0.3734375
ZCCHC14	0.598125
CREBL2	0.790625
TGDS	0.53825
DC2	-0.01
CACNA2D3	-1.73014285714286
ZNF429	-1.394375
LYPD6	-1.87
SUCLG1	0.176
OR51I1	0.0355
MAGEH1	0.12725
PRPF40A	-0.6665
SMR3A	0.186
SPINK2	-1.25475
THAP2	-0.16125
NPY5R	-0.700857142857143
IRF4	-2.831375
SPESP1	-1.878
OR10S1	0.056
DTD1	-0.31425
TUBE1	-1.5495
DDX19A	-1.1335
PDPN	0.5625
TMEM34	0.308416666666667
MGAM	1.16425
COL3A1	6.40761111111111
GFM2	-0.5797
OR5A2	0.1035
PSG9	-1.50933333333333
ARHGEF11	-0.107666666666667
IVNS1ABP	0.551625
SIGIRR	1.4815
DUSP19	-0.84775
DNAJC14	-0.513
ACSS1	2.07375
IL1RAPL2	-0.182
C4orf30	-0.58
SEPT4	1.215
LANCL3	-0.783
SPAG17	-0.211166666666667
PRDX3	-0.813625
HNF1A	1.453875
P4HA2	-1.0245
RFWD3	-0.802333333333333
MOV10	-0.435
DNAJA5	0.571571428571429
LOC729440	0.311
LOC200383	0.302142857142857
SMC2	-1.3305
MIXL1	-1.02283333333333
TMEM9	0.5515
FAM86A	1.593
ZNF174	-0.3972
MYH14	0.21725
CCR8	-0.047
VPS37C	-0.0183333333333333
GPATCH1	-0.5805
B3GNT8	3.786
TBX4	-0.54475
CNR2	1.43416666666667
PCDH1	1.13875
C5orf29	1.474375
OCIAD2	1.692
PLCG2	1.675
KIAA0247	1.663875
HRH3	0.3157
CAPN13	1.677375
CCR1	-0.4904
MGC15523	-0.389888888888889
UVRAG	-0.2455
DNAJA2	-0.273666666666667
ITGA2B	-0.7295
CLDN5	4.115375
PTPRN2	2.26728571428571
ZNF512	-1.338
PSAP	0.483642857142857
CCDC140	-2.1975
LRRC55	-0.09925
CYP26C1	-0.6335
C8orf47	5.57
LYN	0.78525
DUSP6	0.935166666666667
TGFB3	1.5848
ELK1	-0.4014
PCDH11Y	-0.232166666666667
HGD	-0.94375
C17orf58	-1.8785
MYO3A	0.074
SERPINE2	-2.659
AARSD1	-0.189
C14orf73	-0.71375
ADAM33	0.08175
ZNF491	-1.2325
MAPK6	-0.428333333333333
TCN1	5.63766666666667
SLC24A6	0.5135
UBE2R2	0.61225
H1FNT	0.39875
TATDN2	0.0651666666666667
LILRB1	2.3035
P2RY5	0.801
NUCB2	-0.483
C2orf37	-0.90375
SNX27	-0.0166666666666667
MTA3	-0.8535
FOXO4	0.16325
ID4	0.0298333333333333
SOX5	-2.25966666666667
PXMP3	0.82425
OR52M1	1.0895
SFT2D3	0.343875
INA	-2.80433333333333
MCOLN1	-0.0055
NFIX	0.1604
CLEC14A	5.684
HIBCH	0.241333333333333
PLA2G5	1.92075
TIMM10	-0.483666666666667
MED17	0.3222
COL4A4	-3.022
TPP1	1.61433333333333
GJA3	-1.15116666666667
TMPRSS5	2.4415
AADACL3	0.278
DNMBP	1.02975
ENPP5	-1.63983333333333
NQO1	0.3344
ZSCAN2	-0.49525
SEC24C	-1.5995
GTF2A1L	1.265
AXIN2	0.6065
FAM33A	-1.61766666666667
C16orf13	-0.02325
SPNS2	1.58025
TAF1	0.2175
AP1G2	0.4415
RBM42	0.373333333333333
HCN2	0.703333333333333
EFHB	0.4735
RUSC1	-0.0358333333333333
GRIK5	0.301
USP21	-0.0226666666666667
ATAD3C	0.54475
ORMDL2	0.59625
PRSS7	-3.03
PSAT1	-3.62975
FLJ13195	-1.16333333333333
TBC1D1	0.711333333333333
IFNG	0.64075
OTOS	0.303833333333333
ZNF773	0.791333333333333
EMD	-0.17575
RETN	1.34525
CCL8	3.692
APH1A	1.380375
COX18	-0.063875
GTF2IRD2	0.49225
CCDC82	-0.589
PAFAH2	0.5968
NPEPL1	-0.198
RP11-114G1.1	0.6715
TP53INP1	0.253625
ZNF300	-2.086
FOXL2	-3.561
LARP2	0.725583333333333
LATS1	-0.5975
HTR6	0.0365
SPOCK2	0.5265
RNF144B	1.13816666666667
HTATIP2	0.21675
MGC10334	0.238416666666667
CENTA2	2.37066666666667
FGF2	-1.51375
FXYD7	0.29525
PHYHIPL	-1.95125
GPR34	3.4055
DDX6	-0.150333333333333
OR10W1	-0.2405
LHFPL1	-2.0475
ZNF313	1.76828571428571
VPS28	0.7705
AP3M1	-0.6279
AKR1CL2	-1.46325
TRAF4	0.421875
OR2B11	0.366
C19orf12	-0.381333333333333
AKAP9	-0.103
C1orf62	-0.3195
SLC20A1	-1.0447
FAM112A	-0.068
LDB2	0.581625
MRPS23	-1.61075
KLK5	-0.12775
SPTB	-0.0709999999999999
EFEMP2	0.19475
EFNB2	3.89275
PCM1	-0.365642857142857
NMNAT3	1.629125
TSG101	0.665666666666667
C8orf40	-0.482666666666667
NOB1	-0.54525
ABHD3	0.14075
GTF3C4	-0.334
PIGN	-0.5865
GALNTL1	-3.23025
AEBP1	1.35025
OR9Q1	0.858
ANKRD2	0.094
CCL28	-0.782
TRIM38	0.5
TMCC1	-0.60275
SMG5	0.78125
LRRC7	-0.336
NCAPD2	-1.1325
C6orf153	-0.669
C1orf74	0.07225
OTUD6A	0.3895
DCP2	-1.28816666666667
TMEM24	-0.0305
RPL18	0.623166666666667
TMEM177	0.4675
LRRC37A3	0.074
C1D	-0.4435
LDHC	-2.10825
UBE4B	0.333166666666667
NIT1	0.073
BTN3A3	0.002375
RASD1	0.46975
COMMD3	-0.16575
SHFM1	0.03
BIRC8	-0.129
DUT	-1.6605
C12orf51	-0.278
LRRC59	-0.654666666666667
LY6H	1.974
WDR22	0.348916666666667
EDEM1	0.207
ADH1A	3.9875
PANX2	-0.1918
CYP11B1	0.5435
CDC73	-0.10625
GPR172A	0.9275
GSTM3	-1.71707692307692
KCNA5	0.266
SERAC1	0.0185
NFATC2	0.1065
ANAPC5	-0.461
C15orf24	-0.15
NFATC2IP	-0.18275
TNRC6C	-0.399666666666667
MGC102966	-2.62025
FGD5	2.44033333333333
MED9	-0.2055
RAB13	-0.127166666666667
C15orf49	-0.2855
CRYGS	-0.225
C12orf53	-0.9683
LOC283693	-0.4495
COX6B2	0.78525
PHF14	-0.54125
FAM3A	-0.118625
RPL13	0.0364
PRDX2	-0.3062
FLJ34047	-1.8155
PRMT3	-0.141
KCTD19	-1.276
TRIM10	0.461
MGC26597	-0.1825
GCNT4	0.2055
GPRASP1	0.39575
CDKN1C	-0.441833333333333
RHBDL2	3.5842
HSPH1	1.234
AQP1	3.55025
COL17A1	1.0356
GFAP	0.52325
CDC16	0.41675
KIAA1614	-0.216
C6orf118	-0.1004
ZSWIM5	1.12525
FAM83F	3.253
LYNX1	-0.0896250000000001
SYNPR	1.2995
XG	4.33433333333333
PRSS16	0.4245
KIF13B	2.08307142857143
PCDH9	-1.48928571428571
HIST1H2AH	0.271833333333333
RBM18	-0.28125
ZNF626	-1.328125
HEXIM2	-1.2875
ITFG1	-0.202
TUBG2	-1.5935
SFRS7	-0.37525
C9orf14	0.7765
EXTL1	-3.05775
GBP3	2.80283333333333
WDR5	-0.8545
RARG	0.0491666666666667
MYO7A	0.894
CECR6	-0.09075
C13orf3	0.668
SFRS18	-0.91975
ACVR1B	0.825333333333333
PSMD1	-0.523
C7orf31	-0.3955
ILVBL	-0.933
IFNGR1	1.0505
RNF186	7.37625
NOL9	-0.3135
MAGEL2	-0.2455
SLC29A2	-0.21825
NHSL1	0.31375
RBMX	-0.2675
PSORS1C2	0.505
RAD51L3	-1.1265
LCN6	0.94875
ORAI2	-1.197
BRUNOL6	-0.0235
OR4K5	0.21
CDC123	-1.184125
MSLN	2.13616666666667
WWTR1	-1.88266666666667
ZNF700	-1.1205
COBL	0.702
PPP1R16B	0.168625
GAS7	-0.0774
MDN1	-1.22325
HAAO	0.6615
C9orf68	2.916
TNFAIP2	1.1525
FOXN1	0.1705
hCG_2033311	0.703
ATP6V0D2	2.1511
RPL41	0.407
SLC38A1	0.307
ARHGAP6	-0.425666666666667
ADAD2	-0.16475
PHF20L1	0.535375
MCM3AP	0.122166666666667
ST3GAL3	-0.551666666666667
SNX1	0.079
ELF5	1.1325
PARP3	-0.111
RBM8A	-0.3425625
LINGO4	0.3045
ITGA9	0.369166666666667
ZFR	0.2665
ACSL6	-0.018875
FLJ20699	1.3315
DAOA	0.18675
FABP4	1.97825
KCNB1	-0.7435
CANX	-0.0986
SLC25A28	-0.468833333333333
ADIPOR2	0.277625
ECHDC2	1.54025
SMA4	-1.6505
FRZB	3.14525
PABPC1	0.593
DMRTB1	-0.271857142857143
APOBEC3G	-1.49475
CATSPER2	-0.196333333333333
CUEDC1	-0.277833333333333
STARD9	-0.75675
CLDN8	3.209
LOC23117	-0.803727272727273
E2F6	-0.903611111111111
TMEM126B	-0.785833333333333
DPY19L4	1.09675
GIMAP5	2.86516666666667
NDUFA9	-0.120333333333333
FAM77C	-5.5415
CTPS2	-0.01875
LOC51035	-0.38775
WDSOF1	0.02325
EGLN3	0.424375
PITX3	0.720666666666667
OR52E8	-0.0755
GRM4	0.0005
KLK1	2.0685
GPM6B	-2.026625
RRAGD	-1.0405
PAGE5	-4.467
UCHL5	-1.19116666666667
ULK3	-0.258
AIM2	0.1285
PNO1	-0.677833333333333
OR2F2	0.185
GNAT2	-0.434
SIX1	-0.14975
ST13	-0.0619166666666666
ZBTB44	0.1125
TIMP2	-0.12975
ZMAT4	-5.06475
GTF2IRD1	-0.736833333333333
ZNF19	-0.0523333333333333
ZNF714	-1.304
RSC1A1	0.20575
C9orf80	-0.0595
PSMA8	0.668833333333333
TMEM141	-0.0145
COX4I1	-0.0536428571428571
CTAGE1	0.3106
DTWD1	-0.76775
HSD11B1	2.58925
KRT6B	1.719875
ARID4B	0.288125
LHFPL3	-0.1625
WWP2	0.493916666666667
ZNF326	0.514166666666667
RGPD1	-0.3815
CTSH	1.74333333333333
FASTKD1	-0.347625
PAF1	-0.2002
TTC9C	-0.634
IFT57	0.0746000000000001
PRSS36	0.054
IL20RB	-2.2545
ZNF592	0.114166666666667
DCTD	0.4395
CFP	2.45125
MFNG	2.889375
JMJD2B	-0.659
ALDH3B1	0.432375
THSD4	-0.937666666666667
KCNJ5	1.518
LMNA	0.5245
TBCD	-1.084875
ZNF250	0.273166666666667
CASQ2	2.895
PEG10	-4.67783333333333
PRAME	-6.37953333333333
NP	0.9265
TRIM59	-0.718666666666667
ZNF12	-0.00925000000000001
XTP3TPA	-0.2435
SIGLEC7	0.3818
PANK4	-1.11525
FAM70A	-2.4345
SNED1	-0.7595
HIP1	0.1395
RAET1E	-1.22033333333333
AMAC1L2	-0.1955
AHNAK2	-0.1125
TOE1	-0.152333333333333
RECQL4	-1.1885
SPRYD3	0.87275
DPAGT1	-0.02175
MAGED2	-0.5134
ANKRD55	-0.34975
TRPS1	-1.119
DOK7	-0.66375
TFPI2	-6.934
GTF2H3	-0.967666666666667
CYP4F11	1.394125
LHX2	-4.986
ATG16L1	0.954833333333333
ASB12	-0.1895
C1orf116	4.86625
NF2	-0.53325
POM121	-0.3496
PHYHD1	0.0691
TXNDC17	-0.0386666666666667
DKFZp779O175	-0.43425
NUP62	-0.0382142857142857
MYO18B	-1.676
PRAMEF1	0.3585
TCBA1	0.49775
TMEM168	1.54175
FJX1	-0.681333333333333
CLCF1	0.20625
SEPN1	0.20525
IGSF2	0.57975
NUDCD1	0.127333333333333
TFF3	4.46416666666667
NDFIP1	-0.107214285714286
CHCHD4	-0.16275
TNR	0.3145
CUTA	-0.239333333333333
USP44	-3.386
DPP10	0.3122
IWS1	-0.253
PCGF1	0.1325
SULT1C4	0.192
NTF5	-0.6145
PTPN13	-2.1245
SSTR5	0.7435
SFRP1	-2.805875
IDH3B	-0.732125
SUOX	-0.0796666666666666
TMCO5	0.2435
GOLT1B	-0.684
MIB1	-0.6855
PCDHGB1	0.057
SUSD1	1.1105
ICAM5	-2.55416666666667
PAPOLB	-0.14525
URM1	0.4361
TMEM106B	-0.67
LRIG2	-0.03225
SLC27A5	-2.5305
CLIC6	1.2166
ZNF420	-1.211
SCN9A	-1.1343
KIAA1909	-0.62825
ELMOD1	-1.6055
PRKAG1	-0.5425
FAM64A	-0.822666666666667
EEF1G	-0.39445
SMAD5	0.1895
INCENP	-0.89875
WASF2	-0.2995
GARS	-0.9018
CDK10	0.1805
HLX	0.251166666666667
MDM4	-0.453125
ZNRF1	-0.904928571428571
HHATL	-1.9605
FAM21C	0.8811
HIST2H3C	-1.038
PFDN2	-0.00249999999999999
ZNF200	-0.296
NDN	-0.44675
HBA2	-0.451666666666667
FBLN5	1.16725
PUM1	0.499142857142857
TNNT1	-5.05866666666667
C19orf59	1.293
HNRPH2	1.00366666666667
RAB7A	0.04
PMS2	-0.965625
BIRC3	-0.6745
NRSN2	0.10625
OR52K2	0.385833333333333
SPOCK1	0.330785714285714
H2AFY	0.359
RXRB	-0.4445
ZNF638	-0.131666666666667
ANKRD45	-0.663
ACTN4	0.896666666666667
FXC1	1.3415
EIF2B5	-0.1715
VPS33A	-0.662
PINK1	0.238
FAM106A	-0.4975
SKIP	0.318625
GAPDHS	0.489333333333333
MUM1L1	-1.85
PSTPIP1	1.736
CNTNAP1	-0.931
CYP26A1	-4.66475
APOL2	-0.129
TACC2	0.883125
COX7A2L	-0.466428571428571
HSD17B1	0.2690625
ARRB2	0.728
SLC7A6	-0.0598
HSD17B10	-0.22975
RBJ	-0.579
NUP155	-1.64125
MRPL10	-0.591
CYCS	-0.598666666666667
CCDC46	-0.292666666666667
TECTA	0.1445
GNAL	0.19625
LPO	-0.181
PEBP4	-0.1905
DDX11	-1.621
C18orf12	0.591
TAF9B	-1.12275
IMP4	-0.268
RPA4	1.2085
NDUFS1	-0.69125
UPK1A	-0.528
ARRDC2	0.72
C18orf20	0.4245
AES	-0.164
CD2BP2	-0.2505
C16orf54	0.4195
UGT2B17	1.785375
FGFR1	-1.39345454545455
CEACAM6	7.0807
CHRM5	-0.4295
CERK	0.333
AP3S2	0.5655
ANKS4B	2.11175
CLCNKA	-0.0935
ZNF208	-0.715333333333333
HLA-DRB5	5.635
CARKL	0.29025
GOT1	-0.451833333333333
CASP6	0.966125
HOXA1	0.08
RCL1	0.19375
ZNF181	-0.246
RAB40B	0.842
MRPL38	-0.078875
LRRN2	-0.36775
C3orf25	-0.063
OR5D14	0.376
OR10AG1	-0.128
BET1L	0.7899
FRY	2.8495
AK3L1	-0.35325
CSF3R	0.8495
POLR3K	-0.79
ATG2B	0.441166666666667
EPS8	1.19466666666667
DARS	-0.42425
C10orf56	0.914
DAD1	0.673166666666667
RIOK1	-0.188166666666667
HERC2	-0.063
HSD11B2	2.51
FAM96B	0.30975
MGC13057	1.101
BSN	-0.8545
CAND1	-0.541166666666667
HCST	2.697
ACTR10	0.0871666666666667
OR8D4	0.401
NASP	-1.899
COL9A2	-0.241666666666667
LYZL1	-0.233
GPC5	-3.76475
TBL3	-0.614166666666667
CENTD2	0.6142
OR5AP2	0.142
TLR1	1.26875
LMO6	0.02675
ZIC2	0.5875
CPNE5	1.1555
ZMYND15	2.1355
FLJ22374	-0.06925
CCDC106	-0.01425
PARP16	-0.544
PDIA3	0.3085
C14orf126	-0.21775
CECR2	-0.4145
SFRS1	-0.855714285714286
FIGLA	0.3615
DCP1A	0.311666666666667
MGC45800	-1.2236
TEKT1	-0.0462
C10orf67	0.877
CLN5	1.868
NTN2L	0.386
GLE1L	-0.4455
CES2	3.8129
GNAS	0.128722222222222
DDX53	0.696
TSPAN13	1.18175
MRPL52	0.5043
SPIRE2	0.92525
TAS2R39	0.18075
SCUBE3	0.288
UCRC	0.4845
CDKL3	-1.1185
KIAA1715	-0.9538
ZNF345	0.42925
RTF1	-0.276625
DHRS7	-0.42375
RIPK4	-0.667
EXOSC2	-0.795
MS4A2	1.409
FGF17	-0.18925
WDR59	-0.24875
EVI2A	-1.53525
IL17RC	0.308166666666667
HS3ST1	4.48625
ITGB1BP2	-0.4275
RBPJ	-0.669833333333333
GIMAP1	3.1255
INE1	-0.500166666666667
ALDH18A1	1.093125
TPI1	-1.064
GATA6	4.352
CABP1	0.732333333333333
ZNF484	0.4115
DAPK3	0.57
GJB1	2.84933333333333
PIN1	-0.595
SLC6A15	-3.94036363636364
CNO	-0.019
RIN2	1.89825
FRRS1	-0.689
CYorf15B	-3.33375
DMRT3	0.262625
ATAD1	-0.5015
OTUD4	0.481277777777778
ATOH8	-1.4725
ZSCAN16	0.40225
ASCC1	-0.95125
OTUD3	0.59975
MGC33212	-1.94383333333333
YME1L1	-0.45825
RP11-218C14.6	-0.01875
PCBP4	-0.384
TNFRSF10A	1.30675
CDH10	-3.3135
KL	1.332875
SCP2	0.630166666666667
C9orf119	0.358
SON	-0.225083333333333
MAFK	0.3835
SBNO2	-0.7285
SLC6A6	0.00674999999999997
SC4MOL	0.22675
FAM35B	-0.48975
PPP1R9A	0.2105
PDZRN3	0.90525
CXorf20	0.5835
C6orf126	-1.161
AVEN	1.004
FLJ21075	-1.215
C14orf132	-0.93725
PCK2	0.194125
GUCY2C	7.517
BARX2	1.06475
PEX11G	0.3045
DAO	-0.780833333333333
C10orf49	0.28775
EDNRA	0.8025
PPP2R5A	1.3923
DDX39	-1.02683333333333
SERF1A	-0.769
ASCIZ	0.0455
FNDC8	-0.22875
PTMS	0.1905
PHF7	-0.331
PIP4K2B	-0.73025
HHLA2	2.042
BDH2	-0.6242
APOBEC2	0.932
PENK	-1.2035
SMAD9	-0.7055
MT3	-0.2035
RGL1	-0.47925
ATG10	-1.967
DLGAP4	0.909166666666667
APPBP2	-1.55307142857143
BACE2	1.91235714285714
LOC339344	0.773
ZNF395	0.1194375
HIST1H2BL	0.9465
ZNF467	0.56775
SLC25A21	-1.286
PALM2	-0.0638333333333333
NSUN5C	-1.15625
IL5	-0.031875
CLSTN2	-1.97425
ANXA8L2	-3.10475
PTGES	0.53075
GDAP1L1	-2.06016666666667
OPRK1	-1.01466666666667
WDR20	0.589833333333333
C12orf4	-0.359
NUP88	-0.410125
XRCC6BP1	-1.46233333333333
FCGBP	3.31778571428571
LEMD2	0.02425
NOMO1	-0.66
C10orf79	-0.156285714285714
ZNF79	0.5948
OCRL	0.1505
HSPA8	-0.332166666666667
DIDO1	0.907791666666667
PLA2R1	1.29575
COG3	1.3951
NGDN	-0.15725
CBFA2T2	0.321625
PNOC	-2.274
PRRG1	1.12766666666667
AGGF1	-0.791142857142857
DPF2	-0.987
YIPF7	-0.8515
TRPV5	0.20675
ZNF322B	-0.279
MED12	-0.398166666666667
CARS	-0.0493333333333333
ABCC11	-1.039
C9orf25	0.02
MYH1	0.2265
FRYL	0.604333333333333
AGTRAP	-0.74125
MMP27	0.193
ZNF432	-0.576
OR8D1	-1.034
OR13D1	0.2285
VWA1	1.6165
STON1	0.47675
IL5RA	-0.05925
PERP	0.712
C10orf107	-1.26333333333333
TNFSF12	1.382
FN1	-1.23908333333333
MTR	-1.1435
PHLPPL	0.135166666666667
ZNF425	-0.28825
DHFR	-1.35722222222222
PPP1R12A	0.229375
RSPO2	5.183875
ZNF7	0.565
ZNF583	-0.14875
TPMT	0.1005
GPR132	1.390125
OR2T12	-0.09325
SERTAD2	-0.7929
ATP1A1	1.6129
FRMPD3	0.5695
ZNF672	-0.38275
PLXNB3	0.07125
EML5	0.7305
FAIM3	0.233
UBQLN2	0.362
SORCS2	0.69575
PRIM2	-2.003
ACVR2A	1.52933333333333
YWHAZ	1.15975
PGM2L1	0.142714285714286
GNAO1	0.216142857142857
RPL10	-0.2931
RPS6KA6	-1.575
PFKL	0.247333333333333
SH3D19	2.1325
