Hybridization REF	TCGA-AA-A00L-01A-01R-A002-07
TAS2R14	-0.5235
VPS8	-0.150625
H1F0	1.05433333333333
PRKCB1	-3.69033333333333
UGT2A1	0.4565
TOR1B	0.31175
LSS	-1.48033333333333
C2orf19	0.3845
HNRNPC	-0.367071428571429
TMEM100	-2.42383333333333
LOC116349	-1.39375
OR51M1	0.143
CCDC142	-0.68975
ISG15	1.57525
ZCCHC14	0.964125
CREBL2	0.320375
TGDS	0.33125
DC2	-0.45225
CACNA2D3	-2.41078571428571
ZNF429	-0.384625
LYPD6	0.0225
SUCLG1	1.66383333333333
OR51I1	-0.4595
MAGEH1	-1.46575
PRPF40A	-0.046
SMR3A	0.4625
SPINK2	-2.86825
THAP2	-0.288375
NPY5R	-0.68
IRF4	-2.75275
SPESP1	-1.18433333333333
OR10S1	0.243
DTD1	0.57475
TUBE1	-0.0685
DDX19A	-0.686
PDPN	-1.352625
TMEM34	0.193833333333333
MGAM	-0.231
COL3A1	4.54261111111111
GFM2	-0.4695
OR5A2	0.194
PSG9	-1.08225
ARHGEF11	-0.480166666666667
IVNS1ABP	-0.2865
SIGIRR	0.659
DUSP19	-1.2985
DNAJC14	-0.373
ACSS1	0.90375
IL1RAPL2	0.34
C4orf30	0.27775
SEPT4	0.0585
LANCL3	-0.569
SPAG17	-0.0598333333333333
PRDX3	-0.532875
HNF1A	1.673375
P4HA2	-0.85625
RFWD3	-0.3925
MOV10	-0.265
DNAJA5	0.1535
LOC729440	0.345
LOC200383	1.0785
SMC2	-1.549
MIXL1	-1.58366666666667
TMEM9	-0.0455
FAM86A	1.204
ZNF174	-0.0452
MYH14	0.85825
CCR8	-0.45375
VPS37C	-0.124833333333333
GPATCH1	0.4735
B3GNT8	3.508
TBX4	0.2685
CNR2	0.228666666666667
PCDH1	1.2525
C5orf29	0.26475
OCIAD2	2.03975
PLCG2	-1.32625
KIAA0247	0.607125
HRH3	0.2636
CAPN13	1.377375
CCR1	-1.4969
MGC15523	0.230111111111111
UVRAG	-0.354166666666667
DNAJA2	-0.298666666666667
ITGA2B	-0.426666666666667
CLDN5	3.04425
PTPRN2	0.0347142857142857
ZNF512	-0.3115
PSAP	-0.19
CCDC140	-0.219
LRRC55	0.175
CYP26C1	-0.124
C8orf47	0.8565
LYN	0.6715
DUSP6	-0.517
TGFB3	-0.645
ELK1	-0.3062
PCDH11Y	-0.2945
HGD	0.71225
C17orf58	-0.37525
MYO3A	0.8155
SERPINE2	-3.212
AARSD1	0.58075
C14orf73	-0.92975
ADAM33	0.00699999999999998
ZNF491	0.136
MAPK6	-0.180666666666667
TCN1	0.4185
SLC24A6	0.5215
UBE2R2	0.43675
H1FNT	0.67475
TATDN2	-0.1325
LILRB1	-0.49225
P2RY5	-1.8535
NUCB2	-1.21775
C2orf37	-0.45725
SNX27	-0.350166666666667
MTA3	-0.549375
FOXO4	0.0775
ID4	-0.353166666666667
SOX5	-2.273
PXMP3	0.3615
OR52M1	0.6395
SFT2D3	0.6025
INA	-2.17
MCOLN1	0.05825
NFIX	0.3158
CLEC14A	4.38566666666667
HIBCH	-0.1435
PLA2G5	0.1185
TIMM10	-0.109833333333333
MED17	0.3412
COL4A4	-1.6465
TPP1	0.155333333333333
GJA3	-0.5425
TMPRSS5	1.18425
AADACL3	0.036
DNMBP	1.3725
ENPP5	2.08166666666667
NQO1	0.3388
ZSCAN2	0.04575
SEC24C	-1.128
GTF2A1L	-0.32
AXIN2	3.6842
FAM33A	-0.359166666666667
C16orf13	0.4825
SPNS2	2.12975
TAF1	0.51075
AP1G2	-0.453666666666667
RBM42	0.390166666666667
HCN2	0.222333333333333
EFHB	-0.662333333333333
RUSC1	-0.5035
GRIK5	0.48
USP21	-0.650166666666667
ATAD3C	1.07275
ORMDL2	0.51375
PRSS7	-2.9615
PSAT1	-0.377
FLJ13195	-0.935666666666667
TBC1D1	-0.653
IFNG	1.6285
OTOS	0.5865
ZNF773	-0.062
EMD	0.538
RETN	-0.09475
CCL8	1.878
APH1A	0.4675
COX18	0.817125
GTF2IRD2	-0.05125
CCDC82	-0.1595
PAFAH2	0.8953
NPEPL1	-0.2006
RP11-114G1.1	-0.153
TP53INP1	-0.933875
ZNF300	-3.07783333333333
FOXL2	-4.43266666666667
LARP2	0.654333333333333
LATS1	-0.1815
HTR6	0.1125
SPOCK2	-0.277666666666667
RNF144B	0.5045
HTATIP2	1.474375
MGC10334	0.375416666666667
CENTA2	0.995666666666667
FGF2	-2.426
FXYD7	0.71325
PHYHIPL	-1.18075
GPR34	2.11425
DDX6	-0.636333333333334
OR10W1	0.0935
LHFPL1	-0.9765
ZNF313	0.0257857142857143
VPS28	-0.1175
AP3M1	0.0321
AKR1CL2	1.22675
TRAF4	0.48825
OR2B11	0.511
C19orf12	0.244666666666667
AKAP9	0.0246666666666667
C1orf62	0.60075
SLC20A1	-1.2309
FAM112A	0.026
LDB2	-0.203625
MRPS23	0.11575
KLK5	0.063
SPTB	-0.1327
EFEMP2	-1.139
EFNB2	1.772625
PCM1	-1.05314285714286
NMNAT3	2.465375
TSG101	0.375
C8orf40	-0.243
NOB1	-0.266
ABHD3	0.33
GTF3C4	-0.623125
PIGN	0.638
GALNTL1	-2.40875
AEBP1	-1.18275
OR9Q1	0.499
ANKRD2	-0.104875
CCL28	-0.16975
TRIM38	-0.124333333333333
TMCC1	-0.458083333333333
SMG5	0.563
LRRC7	-1.342
NCAPD2	-0.928
C6orf153	-0.79175
C1orf74	-0.452
OTUD6A	0.5025
DCP2	-0.860166666666667
TMEM24	-0.4155
RPL18	0.0305
TMEM177	0.56525
LRRC37A3	1.27425
C1D	-0.943
LDHC	-1.426
UBE4B	0.3265
NIT1	-0.24025
BTN3A3	0.455875
RASD1	-0.526625
COMMD3	-0.20575
SHFM1	0.313
BIRC8	0.545
DUT	-1.3385
C12orf51	0.6715
LRRC59	0.6025
LY6H	-0.26225
WDR22	-0.706833333333333
EDEM1	0.234571428571429
ADH1A	3.092
PANX2	-0.0362
CYP11B1	0.6485
CDC73	-0.783
GPR172A	-0.36175
GSTM3	-1.274
KCNA5	0.26225
SERAC1	0.440666666666667
NFATC2	0.335
ANAPC5	-0.0283
C15orf24	0.2495
NFATC2IP	-0.59475
TNRC6C	0.140833333333333
MGC102966	-3.105
FGD5	-0.185166666666667
MED9	-0.7145
RAB13	-0.660166666666667
C15orf49	-0.00600000000000001
CRYGS	0.4625
C12orf53	-1.1305
LOC283693	0.1705
COX6B2	0.61475
PHF14	0.83525
FAM3A	0.232875
RPL13	-0.1138
PRDX2	-0.0806
FLJ34047	-1.67875
PRMT3	-0.0845
KCTD19	-0.9085
TRIM10	1.1485
MGC26597	-0.6645
GCNT4	0.05625
GPRASP1	0.082
CDKN1C	-2.38383333333333
RHBDL2	-0.3829
HSPH1	0.42025
AQP1	1.647
COL17A1	0.894
GFAP	0.524625
CDC16	0.498
KIAA1614	-0.258
C6orf118	-0.538666666666667
ZSWIM5	1.148
FAM83F	3.8965
LYNX1	-0.088
SYNPR	1.55875
XG	-1.00166666666667
PRSS16	1.27625
KIF13B	1.05964285714286
PCDH9	-1.45375
HIST1H2AH	0.103166666666667
RBM18	-0.2415
ZNF626	-1.07775
HEXIM2	-0.4345
ITFG1	-0.2745
TUBG2	-0.848
SFRS7	-0.313333333333333
C9orf14	0.5115
EXTL1	-2.10025
GBP3	3.5415
WDR5	-0.762
RARG	-0.518666666666667
MYO7A	0.999125
CECR6	-1.40775
C13orf3	0.093125
SFRS18	-0.175
ACVR1B	0.845833333333333
PSMD1	-0.1295
C7orf31	0.627833333333333
ILVBL	-0.00725
IFNGR1	1.6395
RNF186	6.83875
NOL9	0.464
MAGEL2	-1.2235
SLC29A2	-0.1745
NHSL1	0.67275
RBMX	-0.3535
PSORS1C2	0.561
RAD51L3	0.0570833333333333
LCN6	0.44125
ORAI2	-1.286125
BRUNOL6	-0.3065
OR4K5	0.1855
CDC123	-0.359375
MSLN	-1.22766666666667
WWTR1	-1.86383333333333
ZNF700	-0.319
COBL	0.6825
PPP1R16B	-0.084625
GAS7	-1.6665
MDN1	-0.58375
HAAO	0.9
C9orf68	1.38775
TNFAIP2	-0.436375
FOXN1	-0.165
hCG_2033311	0.932333333333333
ATP6V0D2	-0.19
RPL41	0.65675
SLC38A1	0.73525
ARHGAP6	0.88625
ADAD2	-0.2025
PHF20L1	-0.1605625
MCM3AP	-0.487833333333333
ST3GAL3	-1.02183333333333
SNX1	-0.647
ELF5	-0.9125
PARP3	-0.893375
RBM8A	-0.824625
LINGO4	0.2425
ITGA9	1.41916666666667
ZFR	-0.27375
ACSL6	3.732625
FLJ20699	1.6511
DAOA	0.5075
FABP4	2.34475
KCNB1	-1.59275
CANX	0.1658
SLC25A28	0.575833333333333
ADIPOR2	0.23975
ECHDC2	1.97725
SMA4	-0.948
FRZB	2.5455
PABPC1	-0.1215
DMRTB1	0.023875
APOBEC3G	-2.5415
CATSPER2	1.30916666666667
CUEDC1	1.09633333333333
STARD9	-1.627
CLDN8	0.704875
LOC23117	-0.723227272727273
E2F6	-0.4585
TMEM126B	-0.533833333333333
DPY19L4	0.2155
GIMAP5	2.12733333333333
NDUFA9	0.39
FAM77C	-4.6295
CTPS2	0.8425
LOC51035	0.32
WDSOF1	-0.54475
EGLN3	-1.81775
PITX3	0.818333333333333
OR52E8	-0.5075
GRM4	-0.062
KLK1	1.74566666666667
GPM6B	-2.662375
RRAGD	-0.165333333333333
PAGE5	-4.05775
UCHL5	-0.902666666666667
ULK3	-0.736833333333333
AIM2	0.780666666666667
PNO1	-0.241666666666667
OR2F2	0.7675
GNAT2	0.0445
SIX1	-3.32275
ST13	0.08425
ZBTB44	-0.134875
TIMP2	-1.74225
ZMAT4	-3.86
GTF2IRD1	0.566
ZNF19	0.0183333333333334
ZNF714	-0.90275
RSC1A1	-0.11825
C9orf80	-0.05075
PSMA8	0.0608
TMEM141	1.4965
COX4I1	0.357428571428571
CTAGE1	-0.164
DTWD1	-0.926
HSD11B1	0.785
KRT6B	2.528625
ARID4B	-0.130125
LHFPL3	0.71
WWP2	0.228833333333333
ZNF326	0.450166666666667
RGPD1	-0.242
CTSH	1.2765
FASTKD1	0.177875
PAF1	-0.2315
TTC9C	-0.2425
IFT57	0.3904
PRSS36	1.13
IL20RB	-0.9415
ZNF592	0.0741666666666667
DCTD	-0.9771
CFP	0.66925
MFNG	-0.607
JMJD2B	-0.59075
ALDH3B1	-0.788125
THSD4	0.1055
KCNJ5	0.337
LMNA	-0.8385
TBCD	-0.253875
ZNF250	-0.678666666666667
CASQ2	0.107666666666667
PEG10	-4.36183333333333
PRAME	-4.63706666666667
NP	0.290125
TRIM59	-0.6165
ZNF12	0.831875
XTP3TPA	0.28425
SIGLEC7	-1.0812
PANK4	-0.8515
FAM70A	-3.35333333333333
SNED1	-2.23875
HIP1	-1.0794
RAET1E	-1.42233333333333
AMAC1L2	-1.022
AHNAK2	-1.78608333333333
TOE1	-0.205166666666667
RECQL4	-1.96525
SPRYD3	0.412
DPAGT1	0.18075
MAGED2	-0.0323
ANKRD55	-0.9995
TRPS1	-3.0425
DOK7	-1.48025
TFPI2	-5.509
GTF2H3	-0.0273333333333333
CYP4F11	2.621625
LHX2	-4.14333333333333
ATG16L1	0.842
ASB12	0.8905
C1orf116	3.329
NF2	-0.26785
POM121	-0.2247
PHYHD1	-0.3077
TXNDC17	-0.813166666666667
DKFZp779O175	-0.16525
NUP62	-0.4145
MYO18B	-1.15
PRAMEF1	0.546
TCBA1	0.231625
TMEM168	1.64175
FJX1	-0.111833333333333
CLCF1	-0.34725
SEPN1	0.144125
IGSF2	-0.31175
NUDCD1	0.164166666666667
TFF3	2.93483333333333
NDFIP1	-0.0996428571428571
CHCHD4	-0.05075
TNR	0.347
CUTA	0.220833333333333
USP44	-3.7375
DPP10	1.6225
IWS1	-0.164333333333333
PCGF1	0.06175
SULT1C4	-0.265
NTF5	-1.79925
PTPN13	-4.1785
SSTR5	0.3445
SFRP1	-5.0985
IDH3B	0.37875
SUOX	-0.0103333333333333
TMCO5	0.70575
GOLT1B	-1.047
MIB1	-0.1315
PCDHGB1	0.0095
SUSD1	1.135
ICAM5	-2.46316666666667
PAPOLB	0.07675
URM1	-0.4562
TMEM106B	1.22133333333333
LRIG2	-0.44625
SLC27A5	0.15775
CLIC6	-0.6631
ZNF420	-0.337
SCN9A	-1.401
KIAA1909	-0.8715
ELMOD1	-2.5315
PRKAG1	-0.73525
FAM64A	-1.39455555555556
EEF1G	0.12585
SMAD5	0.6685
INCENP	-0.47675
WASF2	-0.863
GARS	0.9217
CDK10	-0.1542
HLX	-0.853666666666666
MDM4	-0.569
ZNRF1	-1.3395
HHATL	-1.42683333333333
FAM21C	0.822
HIST2H3C	-0.5255
PFDN2	0.299125
ZNF200	0.08175
NDN	0.08625
HBA2	-2.319
FBLN5	-0.288
PUM1	0.181214285714286
TNNT1	-3.98016666666667
C19orf59	-0.566666666666667
HNRPH2	0.968
RAB7A	0.0395
PMS2	0.085
BIRC3	1.5515
NRSN2	0.197625
OR52K2	0.5935
SPOCK1	-2.37792857142857
H2AFY	0.6725
RXRB	-1.0085
ZNF638	-0.4675
ANKRD45	0.0565
ACTN4	1.30633333333333
FXC1	0.929
EIF2B5	-0.31175
VPS33A	-0.0885
PINK1	0.3655
FAM106A	-1.5615
SKIP	-0.1470625
GAPDHS	0.21075
MUM1L1	0.524
PSTPIP1	-0.06225
CNTNAP1	-1.5253
CYP26A1	-4.29
APOL2	1.0317
TACC2	1.413125
COX7A2L	0.377
HSD17B1	0.0320625
ARRB2	0.0335
SLC7A6	0.2304
HSD17B10	0.18425
RBJ	0.08175
NUP155	-1.1215
MRPL10	0.179333333333333
CYCS	0.244083333333333
CCDC46	0.127833333333333
TECTA	-0.367
GNAL	-1.03275
LPO	0.978
PEBP4	-0.00275
DDX11	-1.38775
C18orf12	0.882
TAF9B	-1.03566666666667
IMP4	0.02325
RPA4	1.93616666666667
NDUFS1	-0.2175
UPK1A	-0.750333333333333
ARRDC2	0.172166666666667
C18orf20	-0.244
AES	-0.593214285714286
CD2BP2	-1.08666666666667
C16orf54	-0.2505
UGT2B17	-1.8685
FGFR1	-2.51922727272727
CEACAM6	6.8177
CHRM5	0.02875
CERK	0.701875
AP3S2	0.1455
ANKS4B	1.64075
CLCNKA	-0.0211666666666667
ZNF208	-0.6305
HLA-DRB5	2.3785
CARKL	-1.0585
GOT1	0.732666666666667
CASP6	1.881875
HOXA1	0.97
RCL1	-0.415
ZNF181	-0.1065
RAB40B	1.6475
MRPL38	0.54525
LRRN2	-0.49175
C3orf25	1.628
OR5D14	-0.2955
OR10AG1	-0.7925
BET1L	0.0948
FRY	1.484
AK3L1	-0.00275
CSF3R	0.284333333333333
POLR3K	-0.3355
ATG2B	-0.572666666666667
EPS8	1.4255
DARS	-0.2605
C10orf56	0.155
DAD1	-0.977833333333333
RIOK1	-0.1185
HERC2	0.35825
HSD11B2	3.2075
FAM96B	0.32725
MGC13057	-0.434625
BSN	-0.458
CAND1	-0.492
HCST	0.75925
ACTR10	-1.087
OR8D4	0.425
NASP	-1.7614
COL9A2	0.720333333333333
LYZL1	0.068
GPC5	-2.11125
TBL3	-0.429333333333333
CENTD2	0.113
OR5AP2	0.55325
TLR1	-1.2275
LMO6	0.03575
ZIC2	-2.66575
CPNE5	1.00425
ZMYND15	0.55975
FLJ22374	0.90875
CCDC106	-0.4525
PARP16	0.2085
PDIA3	0.1075
C14orf126	-1.21133333333333
CECR2	0.404
SFRS1	-0.1845
FIGLA	0.7205
DCP1A	0.191
MGC45800	-1.8145
TEKT1	0.247
C10orf67	-1.3445
CLN5	1.644625
NTN2L	0.494
GLE1L	-0.521
CES2	0.4356
GNAS	-1.10927777777778
DDX53	0.3235
TSPAN13	0.165
MRPL52	-0.3647
SPIRE2	1.231375
TAS2R39	0.4535
SCUBE3	-0.04875
UCRC	0.3208
CDKL3	-0.32575
KIAA1715	-0.3027
ZNF345	0.23825
RTF1	-0.074
DHRS7	-0.1635
RIPK4	-1.34233333333333
EXOSC2	-1.26116666666667
MS4A2	0.0465
FGF17	0.04
WDR59	-0.109125
EVI2A	-3.8175
IL17RC	-0.576
HS3ST1	3.8815
ITGB1BP2	-1.082
RBPJ	-1.4185
GIMAP1	1.5065
INE1	-0.179333333333333
ALDH18A1	1.313375
TPI1	-1.12225
GATA6	3.65825
CABP1	-0.663666666666667
ZNF484	-0.492
DAPK3	0.324
GJB1	1.77125
PIN1	-0.643375
SLC6A15	-3.30075
CNO	-0.044
RIN2	0.77375
FRRS1	-0.6705
CYorf15B	-2.675875
DMRT3	-0.280571428571429
ATAD1	-0.026
OTUD4	0.263944444444444
ATOH8	-1.69075
ZSCAN16	1.016125
ASCC1	-0.62
OTUD3	0.795625
MGC33212	-0.3685
YME1L1	-0.074
RP11-218C14.6	0.19475
PCBP4	0.491
TNFRSF10A	0.58775
CDH10	-3.93883333333333
KL	1.014625
SCP2	0.409666666666667
C9orf119	-0.324875
SON	-0.49975
MAFK	0.3025
SBNO2	-0.8635
SLC6A6	0.92775
SC4MOL	0.37325
FAM35B	-0.077375
PPP1R9A	-3.183875
PDZRN3	-0.285625
CXorf20	-0.2315
C6orf126	-0.1925
AVEN	0.62525
FLJ21075	-0.2735
C14orf132	-2.986875
PCK2	-0.152
GUCY2C	6.593
BARX2	-0.24675
PEX11G	0.183
DAO	-0.628166666666667
C10orf49	0.37425
EDNRA	0.780333333333333
PPP2R5A	0.8408
DDX39	0.337833333333333
SERF1A	-0.036
ASCIZ	-0.1185
FNDC8	0.02375
PTMS	-0.2895
PHF7	-0.32675
PIP4K2B	-0.2369375
HHLA2	1.683
BDH2	-0.8011
APOBEC2	0.302
PENK	-1.2315
SMAD9	1.2875
MT3	-0.70575
RGL1	-1.00657142857143
ATG10	-0.524375
DLGAP4	0.467
APPBP2	-0.919642857142857
BACE2	0.424071428571429
LOC339344	0.589333333333333
ZNF395	-1.24725
HIST1H2BL	-2.0345
ZNF467	0.15625
SLC25A21	-2.80825
PALM2	-0.964833333333333
NSUN5C	-0.21025
IL5	0.496
CLSTN2	-0.0855
ANXA8L2	-2.6365
PTGES	-0.392625
GDAP1L1	-1.24933333333333
OPRK1	-1.1185
WDR20	-0.511416666666667
C12orf4	-0.08675
NUP88	-0.238
XRCC6BP1	-0.064
FCGBP	2.92507142857143
LEMD2	0.35825
NOMO1	-0.99725
C10orf79	-0.172857142857143
ZNF79	0.1944
OCRL	0.9097
HSPA8	-0.412416666666667
DIDO1	0.280458333333333
PLA2R1	0.8225
COG3	1.1451
NGDN	-1.2865
CBFA2T2	0.758875
PNOC	-2.113
PRRG1	1.00641666666667
AGGF1	-0.329714285714286
DPF2	-0.36425
YIPF7	0.3035
TRPV5	0.29625
ZNF322B	0.09775
MED12	0.088
CARS	0.257166666666667
ABCC11	-1.4135
C9orf25	0.288
MYH1	-0.058
FRYL	1.26858333333333
AGTRAP	-0.2505
MMP27	0.175
ZNF432	-0.873
OR8D1	0.2795
OR13D1	0.0515
VWA1	1.14075
STON1	-2.14425
IL5RA	0.0385
PERP	1.7284
C10orf107	-1.08816666666667
TNFSF12	-0.16875
FN1	-1.89079166666667
MTR	-1.23966666666667
PHLPPL	0.162833333333333
ZNF425	-1.33675
DHFR	-1.07466666666667
PPP1R12A	-0.088875
RSPO2	-1.1615
ZNF7	-1.01325
ZNF583	-0.1745
TPMT	0.575166666666667
GPR132	-0.215625
OR2T12	-0.36825
SERTAD2	-0.6384
ATP1A1	1.3613
FRMPD3	0.667
ZNF672	-0.456
PLXNB3	-0.68275
EML5	-0.786
FAIM3	0.078
UBQLN2	1.025
SORCS2	-1.11925
PRIM2	-1.158
ACVR2A	0.0986666666666667
YWHAZ	0.19725
PGM2L1	-0.147625
GNAO1	0.169214285714286
RPL10	0.5541
RPS6KA6	0.8815
PFKL	-0.840833333333333
SH3D19	2.656875
AURKB	-1.68216666666667
ZC3H6	0.7175
DISC1	-0.544666666666667
FLJ39660	-1.06433333333333
TMEM25	-2.303875
OSBPL10	0.195
CLTCL1	-1.35183333333333
ALG6	-0.1735
CATSPER4	0.472
LRTM1	0.0955
RRAD	0.0756666666666667
TIPIN	-0.967
CARD14	0.432375
RBM9	-0.718666666666667
RASSF4	-0.12275
SLC25A18	-1.06983333333333
C6orf58	-0.138333333333333
IGHD	0.691
PLA2G6	0.2165
TPT1	1.470875
SEC63	0.4293
CCDC113	0.4428
TDRD10	0.184625
KIAA1666	-2.2925
TOR1AIP1	-0.56975
SYTL4	0.4195
SPRR2F	-0.2885
CEBPD	1.43775
SNTG2	-1.5875
C20orf77	0.101166666666667
TAS2R49	0.079
C6orf173	0.0185
SVEP1	-0.138
PXN	-0.0627142857142857
VIL2	1.06133333333333
C5orf21	0.817166666666667
DIXDC1	-0.196625
GANAB	-0.821666666666667
PDSS1	0.59
NGFR	-0.8425
ATP8B4	-0.0997499999999999
BMP8A	0.4455
CCDC132	-0.46725
GNRH1	-1.6735
OR10T2	0.54625
PDGFD	0.986166666666667
OR6W1P	0.437
HARS	0.194583333333333
KRT77	0.548
AQP8	2.76525
ITGB1	0.0905
ZNF254	-0.3238
PAX1	0.298833333333333
PSMC4	-0.126
ANKRD22	6.31625
PSMD8	-0.128666666666667
HTR1E	-0.474166666666667
SOX10	-1.8659
OR5B2	-0.1935
RABGEF1	-0.856857142857143
MAP1LC3B	-0.51725
CYB5R4	1.44075
AGXT2L1	-2.82425
FLJ41603	0.870333333333333
TRAPPC2	1.123
FNTB	-1.1115
FLJ14107	-0.718833333333333
AURKAIP1	0.25925
DSE	-1.239
NFKBIZ	0.4495
OSBPL3	0.376
LOC130576	-1.22675
SLC39A9	-0.6365
LOC137886	0.192583333333333
RHCE	-3.4305
ATG7	0.154333333333333
FAM82A	1.12433333333333
FBN3	0.2945
MCFD2	-0.3765
CASP14	0.278
EPS15	0.613083333333333
SFRS2B	0.221
C19orf47	-0.9595
PLAC9	-1.606
GPR23	-1.162
BTNL3	5.3595
RGS8	0.3215
GNS	-0.0825
ENO2	-3.036
CBX1	0.0771
PEX26	0.259
LRP5	0.89
ADAMTSL4	-2.97483333333333
ARR3	0.0501666666666667
MAP1A	-0.95575
CD2	1.9665
NAV2	-0.6841875
TMEM69	-0.241
ATXN7	-0.104333333333333
CHN2	2.93033333333333
ZNF781	-1.47666666666667
HAS2	-1.4695
KIAA0241	1.05366666666667
BIC	-0.15975
MOBKL2A	-0.295
CYP2C9	2.6595
CNOT7	-0.7105
SFRS10	-0.80375
CST11	0.12975
FLJ37543	0.3605
NKAP	0.39
RUNX1T1	1.1145
EAF1	0.2156
IL4I1	1.192
LRRC61	-0.026
PSIP1	-1.31541666666667
SPRR4	0.165
ZFP90	-0.450833333333333
AP2B1	0.701538461538462
SLC30A7	0.602666666666667
C7orf28A	0.672666666666667
S100B	-2.91533333333333
BMP2	-0.32075
ESR1	-5.013
ZFPL1	0.08775
ARHGAP12	0.37225
LRRC19	5.38833333333333
ZNF767	-0.679666666666667
NACA	-0.1547
OLIG1	-2.539375
PRF1	0.5725
LST1	1.20583333333333
SPATA9	-1.5094
CNFN	0.078
CDK4	0.2471
TCF15	-1.76133333333333
PARC	-0.033
PPM2C	1.78825
LOC283345	-0.0555
FAM107B	-1.54875
DMXL1	-0.143125
RBM3	1.389375
HTR5A	-0.802333333333333
SCFD1	-1.49216666666667
EPHB3	3.341125
ROPN1L	-1.96766666666667
RAMP3	-0.54125
TSPYL5	-2.36545454545455
GAP43	-3.3835
PAPD4	-0.12275
PDE3A	-0.09575
TNFRSF10C	0.503
JMJD5	-0.125
RASGEF1A	-1.5796
C16orf65	0.3322
HIPK3	-0.123333333333333
XYLT2	0.4875
XPOT	0.078
GAL3ST1	1.02325
DHCR7	-0.54025
AMIGO3	-0.234
FGFR4	1.26666666666667
CRAT	-0.63325
PPP1R14D	4.537
TRIM14	0.5333
TMPRSS11D	0.012
SLC7A11	0.569142857142857
OR10H2	0.60475
PPM1E	-1.7631
DOCK4	-1.008375
FAM127A	-0.474
ENOPH1	0.44825
SLC5A3	-1.1021
ZNF530	-0.7993
NTS	-6.27325
FRMD4A	0.05925
BCL11B	-0.976833333333333
PRM1	0.40975
UQCC	-0.007
S100A16	0.0861666666666667
PLS3	0.3655
WWOX	-0.581
CCDC23	0.939
GTSE1	-0.9595
GP2	0.0725
FLJ32549	0.2225
CHIT1	0.41325
KLF9	-1.0215
RPS24	0.8718
MIA	-3.583
FIGN	-1.2785
PYROXD1	1.328625
PCSK2	0.00275000000000002
MRPL9	-0.1845
RPL24	0.562375
C12orf32	-1.212125
HIST1H2BE	-1.83875
RGS18	0.511
LFNG	2.96125
RAB4B	-0.054
FBXO25	1.13766666666667
TSPAN31	0.592333333333333
ARL8A	-0.218428571428571
C10orf83	-0.4569
OR51B6	0.1145
CNKSR2	0.13475
C1orf156	-0.31475
IBSP	-0.3965
GFRA2	0.3631
ALKBH7	0.7491
NEK10	-0.32325
VN1R3	-0.0276666666666667
LOC91948	0.94
CPZ	-2.06475
IHPK3	0.3825
COL8A1	0.5245
RBPJL	-0.096
OR10A4	0.40925
CASP8AP2	-0.6075
MMP12	5.63966666666667
OR8B12	0.2645
CDCA5	-1.168
LIX1L	-2.84925
PEX11B	0.213375
GABRA1	0.7016
HABP2	0.138
REEP1	3.67933333333333
FBXO15	-2.3535
CD68	-0.476
WFDC9	-0.3
GHDC	1.02916666666667
SMARCA1	-3.75
SPAST	0.340833333333333
PLXND1	-1.45425
MLCK	0.4645
INTS5	-0.369333333333333
BSG	-0.545142857142857
PARP8	0.996666666666667
TEAD4	0.0431666666666667
ZNF498	-0.160625
TMEM89	1.129
DTX4	1.856875
TNRC6B	0.362875
ARMC2	-0.03225
FGFBP1	1.073
TIMM8A	0.423166666666667
AJAP1	-1.762
ZNF608	0.90225
SLC25A42	-0.42825
SYP	-0.3295
MMP11	1.35566666666667
USP40	0.208
C3orf62	-0.633166666666667
MYO1E	0.5862
LRFN4	0.04675
XCL1	-0.343166666666667
GPR155	1.791375
VPS29	0.651375
CARHSP1	-0.42125
ARHGAP20	-1.116
GREM2	-0.158642857142857
CCDC102B	1.79425
ZNF577	-0.337833333333333
HDDC2	-0.23675
SHC2	-1.1049
NCOA5	0.255833333333333
INPPL1	-0.8855
CHGB	-2.8096
IHH	4.0805
DDEF2	0.132083333333333
DIAPH3	-0.0623809523809524
BUB3	-0.336166666666667
GGH	1.83733333333333
VPS35	0.2694
CNN2	0.0700833333333333
ASNA1	-0.85775
WDTC1	0.4095
AMAC1	1.062
HAS3	-0.0236666666666667
SLC1A6	-1.30166666666667
ZNF563	0.5875
C1S	1.248
TCF7L1	-1.25525
OR10Z1	0.7795
ME2	0.5225
C6orf151	-0.72675
KPNA4	0.1414
GLO1	-0.968625
WDR61	-0.765166666666667
CD302	0.26975
SIRT7	0.4925
C11orf59	0.081
PKIG	-0.3785
PPIL3	0.02475
CCDC74B	-1.934
ZNF528	-1.02625
EFNA5	-0.2245
FCGRT	1.7295
NOL4	0.115
CCS	-0.80025
LOC374491	-0.32275
MFSD7	1.3635
ZNF555	-0.05225
LIMS3	-2.053
TSSC4	0.238
COL11A2	-1.298
C1orf119	0.352166666666667
BPNT1	0.503125
CHRNA6	0.267
C1orf173	-0.1825
PLD2	-1.1075
ORC1L	-1.12575
SASH1	-0.336875
CDC14B	0.071625
RLBP1L1	-0.58725
LDLRAP1	0.9601
NAT8B	0.376666666666667
HHEX	-4.558
LGALS7	-0.19675
PLCH1	0.6085
OR1M1	0.1355
PRAMEF16	-0.1245
HECTD1	-1.255
C14orf39	0.043
TLN2	-0.0658
HDAC4	-0.491928571428571
SYCP2L	-2.95325
GLRA1	0.197
RPS6	0.8305
hCG_1757335	-0.357
KLHL1	-0.698
