Hybridization REF	TCGA-AA-A00N-01A-02R-A00A-07
SECTM1	0.232916666666667
IFNAR1	0.5865
TALDO1	-0.274
RAB11FIP4	0.755833333333333
EIF5A	-0.7175
FAM49A	1.793
NEGR1	0.0561666666666666
YTHDC2	0.142125
EHD2	-0.447
NCF1	0.4922
SCRT2	0.3455
HOXA5	1.45216666666667
NUP133	-0.44875
FGF12	0.1155625
SLMO2	0.5585
SNTA1	-1.164375
CACNG2	-0.408875
GCM1	0.096625
ELF1	0.262833333333333
TLR5	1.918
TCFL5	-0.608083333333333
RBMY2FP	-1.0465
LOC100125556	0.380875
FAM129B	0.028625
MAP3K7IP1	-0.94425
NCK2	-0.68
OXA1L	-0.1995
FMO9P	0.504
ZSCAN12	-0.028
PSMD12	-0.158666666666667
HSCB	0.33475
CLDN10	-2.63075
MGC13053	-0.269666666666667
HPCAL4	-0.795666666666667
ASZ1	-0.945
MEX3D	0.556666666666667
NFAT5	-0.0896
CSPG4LYP1	-0.641166666666667
FBXO3	0.97
DVL1	-0.858
CMKLR1	1.718
TYMS	-1.75275
PEF1	0.7085
ZNF750	-1.002
MCM5	-0.7202
MEGF11	-0.39025
KCNK7	-0.221
PTP4A3	-0.253
C1QTNF2	-0.8055
OR6S1	0.3155
FAM122B	-0.69875
ZNF551	-0.451125
HBQ1	-2.61
GEMIN6	0.29225
ARSK	0.51675
RBP7	1.10283333333333
CPNE9	0.3365
DSC1	0.351
LOC730112	-0.07625
MAP2K4	0.6555
HS3ST5	-1.0875
EPB41L3	-0.95825
TEKT2	-0.76425
CDKN2B	-0.273083333333333
ZNF480	0.45525
MAP3K6	0.584
MAP6	0.885666666666667
HN1	1.2708
OR2L13	0.5216
SLC16A11	-0.33925
FAM96A	0.07775
APOL1	0.655
C5orf32	2.768
RTP1	-0.324166666666667
RNF175	-0.926625
ZBTB41	0.42325
AHCTF1	-0.5548
SAE2	-0.6241
ITGA2	1.15741666666667
MME	0.959166666666667
CCDC14	-0.81
MAST4	-0.021
KRT33B	-1.625
KCTD2	-0.371333333333333
WDR26	0.0699166666666667
MFI2	1.4455
NR4A3	0.062125
ARSA	1.5575
UNKL	-0.907833333333333
SULT6B1	0.424
CCNA2	-0.826666666666667
SOX15	-0.6995
PPAPDC1B	0.094
C19orf44	-0.782
MCAT	0.331416666666667
ARID1B	0.24175
OR52N1	0.2085
C12orf48	-0.61125
MAGI1	0.74925
NIPA2	1.19475
GBX2	-1.837
RSHL3	0.030125
RAVER1	-0.362
C15orf17	-0.45225
SLC30A2	-0.254625
ZNF518	0.44125
PCYT1B	0.132666666666667
C10orf114	-1.254
EIF3H	0.23725
SLC25A39	-0.826333333333333
KIF1B	0.67825
AMOTL2	-0.3545
C6orf120	0.35975
PSRC1	-1.58875
PLA2G10	4.721375
KIF5C	-0.555375
MRPL37	0.1165
C17orf62	0.0961666666666667
C9orf135	-0.173833333333333
DUSP10	0.5997
CLCNKB	-0.4975
PSMA5	0.0335
C8orf53	0.246
AMPD3	2.16966666666667
PIAS1	-0.51725
ADCYAP1R1	-0.2945
GYLTL1B	-0.385
CDH20	-0.565833333333333
FBXO7	-0.06375
TMEM134	0.281
FLJ14213	1.92583333333333
ZNF3	-0.4215
LRRFIP1	0.480708333333333
CNOT2	0.179083333333333
ABI3	1.61075
ALDH5A1	0.211
HNT	2.139
SERPINA4	-1.5625
TK2	0.408916666666667
STMN1	-1.17722222222222
GUCA2A	0.314666666666667
GALNT10	1.08485714285714
DPP6	-0.6916
C9orf93	-0.2995
PRELID2	1.587
STK39	1.54825
SFTPA1	-1.3995
CKS2	-0.772222222222222
RHO	-0.09625
C20orf135	-0.28325
XKR3	-0.804
CR1	0.306
RPS6KA2	0.311285714285714
C20orf112	0.7115
MRPL22	-0.14125
C4orf23	0.1225
GADD45B	-0.4015
KLHDC1	0.0881666666666667
C2orf48	-1.9745
ZNF287	-0.7115
DAAM2	-1.1925
DPPA2	-2.02916666666667
TCTN3	0.422333333333333
DNAJB11	0.31025
FPR1	4.267
DEFB4	-0.148
PTCD2	-0.7607
SMOC2	4.05733333333333
CABP7	0.42625
SERPINB11	0.0183333333333333
MAGEF1	-0.20675
NDE1	-0.293833333333333
ITGA10	-0.298
FSHB	-0.041
ANXA2	1.31575
HORMAD2	-0.56725
HLCS	0.2795
MCF2L	1.21766666666667
FH	-0.266875
TBC1D24	0.11425
KIAA1505	1.6095
LGALS2	-0.43
CNBD1	0.918
SYNPO2L	0.1435
PTPN23	-0.129928571428571
C1orf183	-0.000333333333333338
MAGEA8	-1.85525
DGCR8	-0.421625
GSR	-0.08925
PAQR7	0.10275
ZNF676	-1.89375
CACNA1C	1.245
SP7	-0.4305
PDCD6	-0.01325
NRN1L	-1.465
BRI3BP	0.924666666666667
KIAA1183	-0.397
ASB4	0.4485
CCL23	1.6638
OBSL1	-2.87125
SLC12A7	0.304166666666667
KIAA0240	1.289
CD1B	-3.1535
FCGR2A	2.34225
MDC1	-1.69625
HTR1A	-0.4405
OCEL1	-0.1775
ATP11B	0.441875
FBXO34	2.066
PCDH12	3.3925
RPE	0.60875
C17orf74	0.3105
CSDC2	0.1055
PET112L	-0.321
TMBIM1	1.608
P2RXL1	-0.373
TCHP	-0.3275
TRMT1	-1.499
F2RL2	0.00616666666666669
LRRC32	2.61966666666667
IMPG2	1.019
BGLAP	-0.89875
LOC493869	-0.66125
MRAS	1.148
SLC35F5	1.3815
CBWD1	-0.22
AXL	-1.3665
ATP2C2	3.1395
TELO2	-1.3065
PNPLA3	-1.5705
PCDHB14	1.42725
CD276	0.1655
KRT80	-0.494375
DUSP28	-1.235
CSNK1E	-0.934
SRP14	0.2815
KCNQ4	-0.2065
KRT72	0.00550000000000002
CCDC117	0.20625
C6orf89	-0.294111111111111
TUBB2B	-3.0712
RTN4IP1	0.1875
CR1L	-2.4675
CEND1	-0.202625
C12orf41	-0.153166666666667
RNF31	-0.3335
UBN1	0.226666666666667
C17orf32	0.2815
SLC5A7	0.23575
GPR92	2.7775
ESAM	2.0265
CTNNA1	-0.124583333333333
HRBL	0.5967
CBX4	-1.637
TMEM182	0.4415
SH3TC2	1.24066666666667
IL10	0.168833333333333
PXMP4	0.8925
RNF167	0.0817
PAK7	0.394333333333333
ETV3	-0.3325
ATPIF1	0.621666666666667
LOC554207	-1.5356
OR8H1	0.5955
WDFY3	0.65975
DPM1	-1.12525
GPSM1	-0.5685
WDR92	-0.2872
LRP1	0.8225
ANKH	0.33
THUMPD3	-1.01425
POLR1B	0.25075
OLFM4	9.33433333333333
RAD9B	-0.074
TSPY2	-3.54
PAX6	-1.01716666666667
SCG2	-2.094875
SLC17A6	0.917
FMO3	1.52675
PADI4	0.2665
TUBB4	-1.3829
NLK	-0.15025
POU4F3	-0.6865
SDF4	0.2745
ITGBL1	1.21316666666667
NETO1	-1.610625
TAP2	0.339
ABBA-1	-0.63925
GNAI1	0.7505
VPS4B	1.43225
NOPE	0.6938
GALNT6	1.50433333333333
SESN1	2.024375
GBE1	-1.588
CLASP1	-0.028
RASGEF1B	1.01325
ACOT11	0.9715
AFAP1	1.23175
OR2H2	-0.00650000000000001
DPY19L2P1	-0.79575
DZIP1	-1.389
SEC22C	-0.894083333333333
GPR161	-0.566666666666667
RNF146	0.54925
WDR74	-0.99575
GALP	0.119
PURA	0.35075
DNPEP	0.255833333333333
RP11-78J21.1	-0.7185
ERBB2	1.566
FANCM	-0.75175
NEO1	1.653
DDX3Y	-0.105
RPS3A	-0.019625
MXRA7	-0.0591428571428572
LGALS3	2.34116666666667
GLT8D1	-0.64325
CFL2	-1.46066666666667
UPB1	0.00775000000000001
NAP1L5	-0.605125
CLDN14	0.99375
DHX38	-0.82675
BTBD1	0.54275
TARS2	-0.968333333333333
ABCF1	-0.312
FCF1	0.1945
LRRC49	-0.226
GUCY1B2	0.1095
C1orf177	0.111666666666667
SMARCA4	-1.09871428571429
LRP8	-1.12116666666667
TAGLN3	-0.36675
MRPL14	-0.1855
TTRAP	1.441
ZDHHC20	1.58975
NFE2L3	1.07675
KIAA1377	-0.112625
PALMD	-0.206777777777778
TMEM43	0.13775
TTL	-1.137
STAT5B	-1.01416666666667
SSB	-1.0575
OR10H5	0.152
SLC22A13	0.03675
AKAP3	0.028
TIMM23	0.220166666666667
OAS2	1.82466666666667
KIAA0423	-0.5775
TRIM11	0.257
GLIS3	2.290125
TMEM50B	1.44416666666667
ARHGEF4	-1.49075
DEGS1	-0.700727272727273
TBL1XR1	1.0452
G6PD	-2.2045
SP140	0.8771
MUC17	1.76221428571429
NUDC	-0.4304
DNAJC5B	0.405333333333333
SCARA3	-1.91883333333333
CPA3	3.6055
BCAT2	-0.329875
MFN1	-0.2713
NRG3	0.152
SNX11	0.567
PLEKHH1	0.2235
GPR177	0.959833333333333
HCFC2	0.58025
TCAP	-0.25525
MOCOS	0.14
C14orf93	-0.307
PRDM10	0.164333333333333
SLC16A4	1.22358333333333
SRGAP1	0.423833333333333
VIP	0.3135
DUSP27	3.40666666666667
LILRA1	0.8323
MC2R	-0.2375
MGC24103	-0.881
MBTD1	-1.6675
FUT11	-0.071
USP33	0.5257
C15orf39	-0.69825
MAP3K12	-0.509375
PAAF1	-0.769166666666667
BARHL1	-0.5085
FLJ16165	-0.5455
PIWIL2	-0.8655
SYNE1	0.247166666666667
CMTM4	1.2685
TSPYL1	0.00819999999999999
GUF1	0.574
TMEM157	0.925
WDR44	0.83
HIST1H3C	-0.23725
DKFZp666G057	0.39725
RNPEP	0.49325
GAS2L2	-0.587
ADH4	-3.754
GRPR	0.344166666666667
FBXL17	-0.036
ZBTB10	0.134083333333333
Gcom1	1.04122222222222
HTRA1	1.1397
ZNF585A	0.105166666666667
SLC26A2	0.814076923076923
OTOP3	-0.209
WISP1	2.96955555555556
ATP2B4	-0.887666666666667
FLJ10769	0.37325
CRAMP1L	-0.5495
CHST12	-0.677
RAB22A	0.67575
TARDBP	-0.0317857142857143
STAU1	0.1665
CRB3	2.51816666666667
MIG7	-1.23925
CHMP1A	0.145666666666667
ZNF160	-0.28775
B3GALT6	0.093125
BARX1	-2.07416666666667
C6orf167	-0.94475
NXNL1	0.1075
DHX29	0.022
HADHB	-0.08175
PLXNB2	0.322875
ILDR1	-0.68
SLC15A3	2.1
GAS2	-1.983
C20orf69	-0.63725
NUMB	0.6165
TNIP1	0.22075
MESP1	0.476833333333333
PSKH1	-0.334
NSFL1C	-0.559375
RHOG	0.26675
HEY1	-2.20733333333333
KNG1	-1.4962
ITGAX	1.4935
LIN9	0.0025
CANT1	1.5275
XRN1	0.257214285714286
CCDC96	0.3456
HEATR6	-2.426
GNG7	-0.843333333333333
RUNX2	1.0244375
SOX1	1.24666666666667
FCRL5	0.0784
ZNF99	-0.427
FAM9A	-0.5455
SNX22	0.4445
MBNL3	-1.12583333333333
ODC1	-0.7811
ADORA2B	1.708
NR2F6	-0.5715
ZFYVE16	-0.439055555555556
SYNJ2BP	0.8326
POLE	-1.045
E2F2	-0.5445
THRA	0.2175
PTGES2	-0.548
HIP1R	1.177
TMUB1	-0.647166666666667
ENO3	-2.6765
RSPH10B	0.009
CXorf39	1.09425
IRGC	-0.094
GPR109B	2.62075
FLJ13305	-1.566
LCE3A	-0.7545
TNFRSF18	-1.692
DET1	-0.00675
TRPM3	-0.216833333333333
C16orf79	-1.634
FECH	-0.4445
RAP2A	0.975666666666667
CRIP1	2.06016666666667
AZIN1	0.14425
SLC7A7	3.4755
IL10RA	0.5543
TMEM64	-1.5725
CDC42EP4	0.5136
C16orf58	-0.545555555555556
ARG2	-1.149
POU5F1P4	-4.1955
FAM62B	0.20775
DNAH8	-1.71133333333333
ASH2L	-0.35475
TSLP	-2.0015
CNTNAP5	-0.5894
TMEM16C	-0.0369999999999999
IFNA14	0.7995
SLC1A3	0.258875
CABYR	-1.325
BCL7B	-0.1066
NUDT13	-0.388
C13orf28	1.61925
C1orf53	0.6935
ARL6IP4	0.1859
RPL35A	-0.04875
EMR3	1.86175
RAB40C	0.248833333333333
SLC41A1	-0.3456
LRCH1	0.4655
LY6G5B	-2.059
FAM124A	0.0267142857142857
MGC10981	-1.64766666666667
CLIP3	-0.1134
MAP4K2	-2.174
CHIC1	0.43025
SULF1	4.5805
C20orf30	-0.336142857142857
PRDM5	0.25325
ELOVL1	0.57375
C11orf48	0.1155
SLC39A10	1.73472347597681e-18
KCNV1	1.65
ACP1	-0.568
ZMYM2	-0.323125
B3GNT6	3.1695
C9orf69	0.7285
C2orf15	0.772
C20orf166	1.5095
HSP90AA6P	-0.8715
EDG7	0.233
NEURL	0.184
LPL	0.606666666666667
CLEC2D	-0.831071428571429
GRRP1	1.71433333333333
CD8B	-3.5319
HIST1H3D	-1.662
SLC6A12	-0.01925
FAM27L	-1.3815
CD84	1.0165
RASA1	-0.622
PHKG1	-0.581
MAGEA11	-0.752
IMPA1	0.4705
NPM3	0.3235
RARRES1	5.68925
SH3BP1	0.138
B3GNTL1	-0.1755
ARPC5L	0.149333333333333
KLHL26	-0.23025
SIM2	0.25675
GJC1	-0.1695
C20orf194	-0.67775
EXO1	-2.10075
SLC2A2	-1.67733333333333
LOC285074	-0.64025
LRG1	1.18125
KIRREL	-0.2735
PIK3R1	0.688714285714286
C4orf34	0.436
MAF	-0.822277777777778
ADCY4	3.02483333333333
ZMIZ2	0.3594
SLC46A3	2.23466666666667
STAMBP	-0.3565
CCDC16	0.22
MS4A12	0.3205
TCF20	1.1425
LRRC46	-0.48925
C20orf152	1.40375
MRPS6	0.191
ABCB11	0.046
KCNC2	0.535666666666667
CDH19	-1.4762
C9orf123	0.002
SSH3	0.824
LDLRAD1	-2.6285
CCBE1	0.0215
ZNF135	-0.961
TAAR1	0.2175
WFDC12	0.1015
CCDC42	0.0118333333333334
FLJ12529	-0.67125
PER1	-0.919833333333333
TIMM50	-0.217166666666667
SMARCAD1	-0.358166666666667
FAM26C	-0.447
TP53TG3	-1.57316666666667
SH3RF1	1.9691
LMCD1	1.53575
GPR63	-0.138
FLJ21986	-1.463875
AIFM3	1.67
MICAL1	-0.144166666666667
BLZF1	0.0258333333333333
IQCA	0.690166666666666
PCDHGC3	0.4165
SAC	1.8725
BCL6B	1.832
DDO	-0.53925
MARCO	4.81275
DCHS1	1.273
C1orf170	-1.31366666666667
CD200R1	-0.246
C22orf15	-0.5895
SEPT11	0.993666666666667
ADNP	-0.9065
UST	-0.296
C13orf34	0.114666666666667
RFFL	1.1875
APBA3	0.277
C2orf60	0.121875
CUTL1	0.2768
PMS1	-0.602875
ZNF689	-0.21
EIF3E	-0.4905
IL9	0.567333333333333
RPL31	0.777
LY9	0.277666666666667
ATP2B3	0.054
KDELR2	1.14491666666667
TFCP2	0.585375
NLRP12	0.025875
FLJ45422	-0.229
TLE4	0.3644
ZNF570	-0.3185
FLJ43806	0.1255
TLK2	-0.6045
CIR	0.92475
MARS2	0.624
COL24A1	1.25
SDF2L1	0.618
HIBADH	-0.4255
IGFBP3	-1.89057142857143
C12orf23	0.88875
PSPC1	-0.1645
C20orf43	-0.74225
TRAV20	-0.551
ARHGAP24	0.946375
KIAA1975	-0.502125
C1QA	3.7593
DNTT	-4.0605
C10orf6	-0.491583333333333
C11orf41	-0.8695
HNRPF	0.650875
COL11A1	6.0365
UBAP2	-0.252333333333333
CDKN2AIPNL	-1.2125
C20orf174	1.208
SPRED2	0.236333333333333
PLA2G12A	0.117666666666667
ICEBERG	-0.879
SCN10A	-0.3315
C11orf65	-1.03225
GBP5	3.9315
PITPNC1	-0.862833333333333
POU3F3	-0.29
NCOA7	1.626625
LIN7C	0.9991
LOC348840	-1.321
NKX2-2	-0.435
ANKRD13D	-0.775625
LOC123688	-0.79375
FUT2	3.6835
TAAR8	0.2415
FZD4	-0.481083333333333
PNMA3	-0.7135
OR4L1	0.3465
WIT1	-1.8305
EXOC3L	1.058
ATPBD4	-0.2637
KRBA1	-3.22925
UBXD6	0.6385
HOXB7	1.26985714285714
C7orf23	-0.0725
UNQ338	2.85325
STAB2	0.302
CDC20B	-0.35575
IRF9	1.99475
CENTG1	0.588416666666667
TNPO2	-0.83125
MCPH1	0.116125
BMS1P5	-1.142
SLC26A7	-0.295
HIST1H3J	0.42725
C9orf3	1.9865
LBH	1.745375
MYO1D	1.142625
PTDSS2	-0.66825
NFU1	0.24725
DEPDC4	-1.48225
WNT7B	-0.796222222222222
GLP2R	0.4365
SETD4	-0.4072
DYNLT3	-0.3296
FKBP11	-0.15
SESTD1	-0.1895
FLII	-0.15
RPS16	0.1934
CHPF	-0.5895
CSNK2A1	-0.277666666666667
SUMO1P1	0.305
FKBP6	-0.378
ZNF214	-0.0856666666666667
TWIST1	0.784333333333333
DDX56	-0.793833333333333
TRAM1L1	0.9706
EPO	-2.6895
MRPS18B	0.043
ZNF682	-0.926666666666667
RPL14	-0.457666666666667
MAFF	0.423
LOC51136	-1.064375
LY96	0.35325
DDX20	0.19925
ABTB1	0.597166666666667
ARL5A	0.7379
CCT6A	-1.09575
HEPACAM	-1.64316666666667
EHHADH	0.638
RBAK	-0.536166666666667
CGB1	-0.23225
ITGB5	-0.0162
YIPF3	-0.0825
FKBP2	0.30025
NR1D1	-0.2527
TMEM110	-0.331
NEK2	-0.444166666666667
PRAMEF8	-2.34775
C20orf52	-0.377666666666667
PCDHGA3	-0.513
VWA3B	0.1
NDUFA5	0.20375
THAP9	-0.181
FLVCR2	1.14583333333333
AP1S1	0.254625
SMAD6	-1.02575
SAV1	0.2155
SAT1	1.58125
ZNF251	-0.425
ADAMTS7	0.0507
RPP38	0.7305
C1orf211	-0.139
YPEL2	1.3896
RBMS1	-1.20825
ZNF445	0.653666666666667
NRXN2	-0.397333333333333
PGBD4	-0.321857142857143
UGT2B28	1.55625
WBSCR16	-0.535
NLRC3	-0.144125
ASTL	-0.21675
ST6GALNAC1	4.42375
ZADH2	-0.136125
MLLT4	0.879916666666667
ARL6	-0.364666666666667
MEF2C	-0.179
CBFA2T3	-1.142
AFF3	-0.793071428571428
COG7	-0.4065
MYB	-0.119666666666667
PLXNA3	-0.4805
XRCC2	-1.47233333333333
MMS19	-0.653375
ST8SIA5	-0.63325
CHPT1	-0.337333333333333
KIAA1712	-0.659875
OR6X1	0.8385
ACTR3	0.526125
UGCG	-0.466666666666667
OR4P4	0.7885
ZAP70	-3.78575
LPP	1.626
ZNF485	0.15025
PTPRCAP	-0.8135
IL12RB1	0.1645
ATRX	-0.4577
CHST8	-2.474125
C14orf109	0.38175
ARV1	0.09675
NMB	0.319428571428571
COX5A	0.789333333333333
EIF6	-0.386
MPPED2	-1.666
SEMG1	3.3965
CHRDL1	1.2565
TRAF3IP2	1.11875
WNK2	-0.16175
LILRA4	0.775333333333333
LAMA2	2.22
PXT1	1.664
RLBP1	-2.19875
CD300C	-0.12725
SLTM	0.345125
FLJ10404	-0.3159375
APOBEC3D	-2.19616666666667
RENBP	-0.342833333333333
ATXN7L1	0.497625
NID1	0.17625
TUBGCP3	-0.4565
ITIH5	1.33688235294118
CCDC110	1.454
C8A	-2.60025
MGC87042	0.919
HOXC13	-3.846
TFDP2	-1.25325
HCP5	1.400875
POLI	-1.14425
UCN	-2.2495
ZNF764	0.522666666666667
C8orf45	-0.55625
FHL3	-1.356
SPATA5L1	0.1095
MMRN2	2.17266666666667
NDST1	-0.235833333333333
COL20A1	-1.02166666666667
ZNF248	-1.1795
PELP1	-0.818833333333333
MBL2	-1.0818
RNF41	0.3065
C5orf24	0.6155
THOC5	-1.0525
SERINC3	0.2165
RP11-151A6.2	1.6285
CDCP2	-0.20225
HIST1H2AA	-0.47925
C11orf75	1.328
FKBP7	0.35125
DDOST	-0.3225
GPNMB	-0.00266666666666668
TTF2	-0.862166666666667
KCNT1	-0.118833333333333
SLC39A14	0.322
NGRN	-0.1999
GPR137B	1.588
MECP2	-0.408375
PSMA1	-0.1515
C16orf73	-4.25625
TMEM60	-0.591166666666667
CSN3	-0.4245
NOS1	-0.0226
RAB7L1	0.0541666666666667
YBX2	0.4645
KIAA1166	0.232875
FUBP3	-0.3285
ABCG1	1.603
ACACA	-0.5845
ARL11	0.344444444444444
ATOH1	1.5075
ODF1	-0.0748333333333333
CREB3L3	-1.57433333333333
TMEM127	1.16085714285714
DSCAML1	-1.62875
PLN	2.9075
LYPLA1	-0.63375
PRDM9	-1.43566666666667
SASP	0.8685
PLUNC	-0.437166666666667
INTU	0.02425
HISPPD1	0.19925
LNPEP	0.4355
YARS2	-0.0933333333333333
APCDD1L	-1.242
ZCCHC4	-0.2081
FBXO22	-0.443
TTLL13	-0.2605
ZNF669	0.001
PTGDR	1.37775
DDX27	0.372
KIAA0409	0.543833333333333
GJB6	0.69725
ASB8	0.77125
PLP2	0.376666666666667
MEPE	0.11625
OR10J5	0.149
KRT222P	-0.00725000000000001
COQ7	-0.0485
C1orf101	0.5335
RERG	-0.8196
CHMP5	0.2355
THAP11	-0.1535
ZNF43	-1.28466666666667
ZRANB3	-0.8135
KRT13	-0.78025
MRPL19	0.049125
RBBP9	-0.015625
SPATA17	-0.149857142857143
BXDC5	-0.0295
PAFAH1B1	0.211
MAGEE1	0.18275
OSTF1	1.17175
KIAA0323	0.0713333333333333
TXNDC13	-0.408666666666667
CNTN4	0.72325
LCE1B	0.134
UNQ501	-0.0105
ZNF154	-0.18125
C3orf64	0.71025
SYT5	-0.388444444444444
PON1	0.1645
FLJ10357	-0.9045
ATP4A	-0.641
GNPDA1	-0.845333333333333
MGAT1	0.855166666666667
C14orf121	0.48425
SLC35B2	-0.02625
MIER3	0.188166666666667
CHEK1	-1.28125
ZNF8	-0.1695
TXNDC1	0.404666666666667
CKB	1.9892
RTN3	0.467857142857143
FZD2	-1.586
PART1	-0.40325
PSMB6	-0.11125
PCDHB8	-0.8515
PHC3	0.2064
PPP1R8	0.301166666666667
NOVA2	0.860833333333333
TNFRSF11B	-1.681
GOLPH3	1.3025
UBLCP1	0.1135
SUHW3	-0.733
TTLL1	-0.08625
OPN4	0.2135
OR13G1	0.236
ZPBP2	0.399
HSD17B11	1.174375
C9orf50	-0.641
DHDDS	0.0305
CTSW	-0.0169
NEFM	-1.47316666666667
MRPL28	-0.75775
SYN1	0.0901666666666667
PIGV	-0.0663333333333333
ZIM2	-0.7685
APBB1	-1.12133333333333
SND1	-0.435
C1orf123	-0.104833333333333
CHD3	-0.719
BHLHB8	-0.4685
RNASE2	0.317
BCAP31	0.09525
SLC25A44	0.428333333333333
CHD6	-0.6724
PIB5PA	0.140769230769231
SELS	1.02025
LOC541471	-0.135875
FAT2	0.321
ZNF81	-0.074
OR4C16	0.4205
FLJ10081	-0.4235
LRRC4	-0.1555
CS	0.275166666666667
N4BP2	-0.532
IGFBP7	1.791
ZNF318	0.481916666666667
NDNL2	0.1395
ZNF609	-0.165625
SIRT4	-0.32725
EXOSC10	-0.18175
ECE2	0.0695
OVGP1	1.5485
GTPBP3	-0.645
PACS2	0.4286
C19orf36	-1.11333333333333
ARL4C	-1.173375
ATG4B	-0.475625
UBQLNL	0.4545
RHOXF2B	-5.0685
PLEKHG2	-0.777
GALR1	-0.346
AQP4	0.7678
HDAC7A	-0.453666666666667
DCUN1D3	0.84025
OR8A1	0.553
CCRN4L	0.098625
CBR4	0.661833333333333
KIFC1	-0.654
SLC7A14	-0.5564
LHX5	0.00599999999999995
TRPC7	-1.4885
LPXN	-0.45775
SERPINA1	0.696125
RPS13	-0.1417
BPIL3	0.3305
PRKAA1	-0.507
FADS2	-1.303
ENAH	-0.7518125
PRO1768	-0.44
APBA2BP	-0.90325
LIPH	3.1675
C3orf33	0.20725
RCC2	0.140857142857143
ALDH1A2	-1.854
RNF103	2.101
AHCY	-0.263125
ALG12	0.1735
CCL17	0.947
ZNF543	-0.1165
ESRRG	0.3488
CNGA1	1.43725
RDH5	0.316666666666667
OTX1	-0.9694
PTGFR	0.4345
CDR2	0.07925
SELE	3.67675
NLGN2	-1.39683333333333
EXOSC9	-0.8775
ZNF566	-0.3642
KLRC2	-3.527
GPR12	-0.277
KIAA0196	0.07
PDRG1	-1.17925
SSR3	-0.1415
MSI1	-0.1955
CST9	-0.145
CC2D1A	0.171375
PLAGL1	0.947777777777778
ZNF778	-0.0935
RNF2	0.00812499999999998
KLF6	1.1675
THBD	1.42633333333333
tcag7.1314	1.018
NR5A1	-0.3555
ABCD2	-0.165333333333333
DNAJC7	0.13325
CLEC4C	-0.8935
TM2D3	0.589375
CCDC4	-0.476
PLAC2	-3.31625
DCD	0.0135
FAAH	1.515125
POLA1	-0.479333333333333
TM7SF2	-1.038625
FLJ39822	1.37083333333333
FLOT2	-0.268625
MAP4K1	-1.1535
SRP68	0.202
C21orf74	1.0275
ARPC5	0.630375
LOC126075	0.973
HECW2	0.2825
ZDHHC4	0.0915
ANKRD42	1.1485
PDE9A	0.351166666666667
ABCA8	-0.72875
NDUFS2	0.03925
UBR5	-0.800875
BTBD16	-0.34775
LOC554174	0.2765
ZNF20	0.1795
KIAA1843	0.264
WDR17	-0.284285714285714
C15orf33	-0.038
RNF113A	-0.1975
CAMKK1	-0.329
CLCN2	0.1895
ANXA6	0.1845
LOC340069	-0.189
EMID1	0.61625
DPM3	-0.622666666666667
ELA1	-1.1435
SLC25A13	0.3645
KRT24	-0.03325
SMPD1	-0.447
TH	-0.271
COL6A2	-0.0867142857142857
ANKS1B	0.5975
GPR126	-0.0795
ZC3H12A	1.3285
TMEM47	0.954166666666667
C2orf51	-0.1705
C1orf88	0.158
HSF2BP	-1.22
AKAP10	0.46975
RPAP3	-0.289
KLHDC8B	-1.0215
STOM	0.1016
MUPCDH	3.46875
C10orf72	-0.276333333333333
PLEKHA3	0.949
TCP11L1	0.732
CWF19L1	0.03575
SPEF1	-0.580272727272727
YSK4	0.467
ELN	1.5596
SAMD8	1.14866666666667
MPI	-0.7695
MEPCE	-0.1771
ABCC3	2.00925
NANOGP1	-2.9455
KCNK17	0.636875
HLA-DMB	4.37216666666667
RRAGA	0.57425
ANGEL1	0.259
RBM32B	-0.369
CPN1	-2.732
MGC52282	-0.1582
HLA-A	1.93383333333333
OR9G4	-0.0745
EDNRB	-0.93925
SCD	-1.36235714285714
C14orf80	-0.614166666666667
BAGE2	-1.1355
RABL4	0.3725
RCVRN	-0.3035
SHANK1	-0.0675
NLRP7	-2.86975
CD226	0.89475
STAT3	0.8251875
SYNJ2	0.0767777777777778
TPCN2	-0.0925
WDR36	-0.193583333333333
MBD4	-0.07325
ROBO1	0.1311
ST3GAL6	-3.0695
SLAMF8	2.941
ATN1	-0.0975
GPR141	1.034
KRT36	0.4155
TPH1	0.5025
DDX52	0.341
ZSCAN29	0.340166666666667
TRPT1	-0.277666666666667
DPEP3	0.24925
DENND4A	-0.641875
TSPAN16	0.186
PTCHD2	-0.5915
LOC145814	-0.6945
CAP1	0.418333333333333
EIF5A2	0.5896
NT5DC3	-0.413375
SEPT9	-0.69925
SEZ6L2	-0.4675
EGFLAM	2.9325
VPS11	-0.123125
NDUFB5	0.148833333333333
CIDEA	-0.524166666666667
IER5L	-0.64
N6AMT1	0.28725
FAM83C	-0.09375
OXR1	0.66475
IRX1	-1.7405
DGKB	0.298333333333333
GCN5L2	-1.4225
MIR16	0.610125
FBXW9	-0.1455
WDR4	-0.7
PDC	-0.847
VPS33B	-0.30575
HEXB	0.96225
FLJ32214	-0.064
TCEB3	-1.07525
CRLF1	-6.294
ABI3BP	0.16475
C8orf22	-3.2415
PYCR1	-1.22
KIAA1706	1.77625
CDK5R2	0.26025
WAS	-0.343
C12orf60	-0.35825
CCBL2	0.113375
MADD	-0.486
C5orf34	-1.79525
WDR42A	0.1095
KLF12	0.114
HSPA1A	0.61775
ITM2C	2.1975
DAPK2	2.88116666666667
LOC442590	-0.716
SUMF2	-0.25075
CENPA	-0.741769230769231
TMED5	0.23375
CDH6	0.2607
