Hybridization REF	TCGA-AA-A02H-01A-01R-A00A-07
C9orf14	-0.6475
EXTL1	-2.70225
GBP3	2.42566666666667
WDR5	-1.208
RARG	0.661666666666667
MYO7A	1.56475
CECR6	0.001
C13orf3	-0.272125
SFRS18	-1.217875
ACVR1B	0.388333333333333
PSMD1	-0.5346
C7orf31	0.9855
ILVBL	-0.02925
IFNGR1	0.889
RNF186	6.7965
NOL9	-0.79375
MAGEL2	-0.356
SLC29A2	-0.4775
NHSL1	0.6045
RBMX	-0.5545
PSORS1C2	0.40625
RAD51L3	-0.25525
LCN6	0.664
ORAI2	-1.403
BRUNOL6	0.3026
OR4K5	-0.189
CDC123	-0.43525
MSLN	0.493333333333333
WWTR1	-0.910833333333333
ZNF700	0.1605
COBL	0.25725
PPP1R16B	-0.34425
GAS7	-0.7162
MDN1	-0.62725
HAAO	1.339
C9orf68	1.7485
TNFAIP2	-0.617125
FOXN1	-0.339
hCG_2033311	0.943166666666667
ATP6V0D2	-0.0879
RPL41	0.5095
SLC38A1	1.010375
ARHGAP6	1.295
ADAD2	-0.96075
PHF20L1	0.3356875
MCM3AP	0.0975
ST3GAL3	-0.991333333333333
SNX1	-0.120333333333333
ELF5	-0.51025
PARP3	-0.322375
RBM8A	-0.555
LINGO4	0.0555
ITGA9	0.5925
ZFR	-0.279
ACSL6	0.252875
FLJ20699	2.5539
DAOA	0.095
FABP4	0.75825
KCNB1	-1.0265
CANX	0.1859
SLC25A28	0.556666666666667
ADIPOR2	0.36275
ECHDC2	1.758125
SMA4	-0.95875
FRZB	2.549625
PABPC1	-0.08
DMRTB1	0.033875
APOBEC3G	-1.65
CATSPER2	1.11
CUEDC1	0.210333333333333
STARD9	-1.097625
CLDN8	1.90425
LOC23117	-0.3835
E2F6	-0.162
TMEM126B	-0.448833333333333
DPY19L4	0.1995
GIMAP5	1.6645
NDUFA9	-0.252333333333333
FAM77C	-5.667
CTPS2	0.3685
LOC51035	-0.2385
WDSOF1	-0.08425
EGLN3	-1.640625
PITX3	-0.216166666666667
OR52E8	0.6845
GRM4	-0.5535
KLK1	0.594666666666667
GPM6B	-3.33325
RRAGD	-2.26433333333333
PAGE5	-1.97675
UCHL5	-1.548
ULK3	0.3505
AIM2	0.0873333333333333
PNO1	0.0623333333333333
OR2F2	0.243
GNAT2	-0.2775
SIX1	-3.99125
ST13	0.341
ZBTB44	-0.24775
TIMP2	-1.6885
ZMAT4	-4.566
GTF2IRD1	1.01333333333333
ZNF19	0.563833333333333
ZNF714	-0.45575
RSC1A1	-0.30275
C9orf80	0.194
PSMA8	0.212833333333333
TMEM141	1.04825
COX4I1	0.0743571428571429
CTAGE1	0.0515
DTWD1	-0.47625
HSD11B1	0.246
KRT6B	2.07125
ARID4B	0.459375
LHFPL3	0.30175
WWP2	0.258833333333333
ZNF326	0.2645
RGPD1	0.7735
CTSH	0.3385
FASTKD1	0.149375
PAF1	-0.0403
TTC9C	-0.20125
IFT57	1.0842
PRSS36	1.5585
IL20RB	-1.7645
ZNF592	0.3525
DCTD	-0.8997
CFP	0.812
MFNG	-0.49325
JMJD2B	-0.2815
ALDH3B1	-0.736375
THSD4	-0.311833333333333
KCNJ5	0.322833333333333
LMNA	-0.928666666666667
TBCD	-0.855875
ZNF250	1.06516666666667
CASQ2	0.1164
PEG10	-5.15666666666667
PRAME	-6.935
NP	0.38475
TRIM59	-0.0758333333333333
ZNF12	0.4795
XTP3TPA	0.424
SIGLEC7	-0.8201
PANK4	-1.076
FAM70A	-1.7045
SNED1	-1.3545
HIP1	-0.5623
RAET1E	-0.995
AMAC1L2	-0.2825
AHNAK2	-1.34858333333333
TOE1	-1.11183333333333
RECQL4	-1.803
SPRYD3	0.3675
DPAGT1	0.374
MAGED2	-0.04
ANKRD55	0.07425
TRPS1	-1.78466666666667
DOK7	-3.06975
TFPI2	-8.1245
GTF2H3	-0.501333333333333
CYP4F11	0.821875
LHX2	-4.1935
ATG16L1	1.07266666666667
ASB12	0.815
C1orf116	3.85675
NF2	-0.6077
POM121	0.0644
PHYHD1	-0.3413
TXNDC17	-0.135666666666667
DKFZp779O175	0.29675
NUP62	-0.183928571428571
MYO18B	-0.886166666666667
PRAMEF1	0.3675
TCBA1	0.4495
TMEM168	1.648
FJX1	-0.498833333333333
CLCF1	0.25825
SEPN1	0.505125
IGSF2	0.0226666666666667
NUDCD1	0.64
TFF3	4.36466666666667
NDFIP1	0.189071428571429
CHCHD4	-0.72425
TNR	-0.3745
CUTA	0.447833333333333
USP44	-2.54
DPP10	0.367
IWS1	0.0116666666666667
PCGF1	0.32275
SULT1C4	0.3265
NTF5	-1.437
PTPN13	-1.802
SSTR5	0.2185
SFRP1	-5.589625
IDH3B	-0.392875
SUOX	0.359333333333333
TMCO5	0.09025
GOLT1B	-0.68175
MIB1	-0.683071428571429
PCDHGB1	0.7085
SUSD1	0.608
ICAM5	-2.64166666666667
PAPOLB	-0.34275
URM1	-0.3246
TMEM106B	0.708833333333333
LRIG2	0.206
SLC27A5	-0.892
CLIC6	0.4404
ZNF420	0.221333333333333
SCN9A	-0.9429
KIAA1909	-0.9745
ELMOD1	-2.18666666666667
PRKAG1	-0.242
FAM64A	-1.88766666666667
EEF1G	0.2643
SMAD5	0.10825
INCENP	-0.80425
WASF2	-0.8455
GARS	-0.4991
CDK10	-0.2052
HLX	-0.609
MDM4	-0.9015
ZNRF1	-1.18121428571429
HHATL	-1.44616666666667
FAM21C	0.634
HIST2H3C	-0.96075
PFDN2	0.25975
ZNF200	-0.624
NDN	-1.33775
HBA2	-2.911
FBLN5	0.33425
PUM1	0.231714285714286
TNNT1	-5.60716666666667
C19orf59	0.376666666666667
HNRPH2	0.96
RAB7A	0.112833333333333
PMS2	-0.044625
BIRC3	0.0111666666666667
NRSN2	-0.64725
OR52K2	0.315166666666667
SPOCK1	-1.17171428571429
H2AFY	0.726
RXRB	-0.41925
ZNF638	-0.254666666666667
ANKRD45	-0.145
ACTN4	1.68433333333333
FXC1	0.83675
EIF2B5	-0.2365
VPS33A	-0.85075
PINK1	-0.057625
FAM106A	-0.05
SKIP	0.159625
GAPDHS	-0.40275
MUM1L1	0.305
PSTPIP1	0.846
CNTNAP1	-1.6331
CYP26A1	-2.62475
APOL2	-0.2059
TACC2	1.4935
COX7A2L	-0.330428571428571
HSD17B1	-0.1455625
ARRB2	0.741
SLC7A6	0.5464
HSD17B10	0.7135
RBJ	0.157
NUP155	-1.3435
MRPL10	-0.4785
CYCS	0.557916666666667
CCDC46	0.596333333333333
TECTA	0.6815
GNAL	-0.635
LPO	0.5965
PEBP4	-0.14325
DDX11	-1.76375
C18orf12	-0.0905
TAF9B	-0.509333333333333
IMP4	-0.01475
RPA4	1.85833333333333
NDUFS1	-1.1585
UPK1A	-0.633
ARRDC2	0.839666666666667
C18orf20	0.7655
AES	0.0739285714285714
CD2BP2	-0.809833333333333
C16orf54	-0.2305
UGT2B17	4.405125
FGFR1	-1.82477272727273
CEACAM6	6.7294
CHRM5	-0.2985
CERK	0.284375
AP3S2	1.18385714285714
ANKS4B	2.451
CLCNKA	0.181666666666667
ZNF208	-0.43
HLA-DRB5	3.6285
CARKL	-0.7425
GOT1	-0.170833333333333
CASP6	1.44875
HOXA1	-0.0755
RCL1	0.067
ZNF181	0.573166666666667
RAB40B	1.1895
MRPL38	0.172375
LRRN2	0.56075
C3orf25	0.086
OR5D14	0.2825
OR10AG1	0.5375
BET1L	0.2461
FRY	2.02625
AK3L1	-0.65825
CSF3R	-0.0035
POLR3K	-0.4245
ATG2B	-0.3075
EPS8	1.768
DARS	-0.729
C10orf56	1.33816666666667
DAD1	-0.479916666666667
RIOK1	0.426666666666667
HERC2	0.6865
HSD11B2	4.31516666666667
FAM96B	0.3575
MGC13057	0.038625
BSN	-0.728666666666667
CAND1	-0.3165
HCST	0.85375
ACTR10	-0.358
OR8D4	0.5425
NASP	-2.2555
COL9A2	1.10283333333333
LYZL1	-0.5925
GPC5	-2.026
TBL3	-0.757333333333333
CENTD2	0.2826
OR5AP2	-0.43125
TLR1	-0.271
LMO6	0.09025
ZIC2	0.105375
CPNE5	0.46325
ZMYND15	1.022
FLJ22374	0.327
CCDC106	-1.1675
PARP16	0.261
PDIA3	0.2815
C14orf126	-0.273
CECR2	-0.39
SFRS1	-0.425857142857143
FIGLA	0.1815
DCP1A	0.174166666666667
MGC45800	-1.25344444444444
TEKT1	-0.0566666666666666
C10orf67	-0.2095
CLN5	1.426875
NTN2L	-0.3635
GLE1L	-0.52
CES2	2.2401
GNAS	-0.193882352941176
DDX53	-0.128
TSPAN13	1.3
MRPL52	-0.4235
SPIRE2	0.75575
TAS2R39	0.45
SCUBE3	-0.054
UCRC	-0.029
CDKL3	-0.30575
KIAA1715	-0.5172
ZNF345	0.891
RTF1	0.091875
DHRS7	-0.19325
RIPK4	-0.423166666666667
EXOSC2	-0.7795
MS4A2	0.45475
FGF17	-0.41475
WDR59	0.321
EVI2A	-2.7015
IL17RC	-0.384
HS3ST1	3.22575
ITGB1BP2	-0.976
RBPJ	-1.0515
GIMAP1	2.175
INE1	0.0861666666666667
ALDH18A1	1.436625
TPI1	-1.445125
GATA6	3.84
CABP1	-0.261666666666667
ZNF484	-0.3005
DAPK3	0.111
GJB1	1.72858333333333
PIN1	-0.524
SLC6A15	-2.47136363636364
CNO	-0.14975
RIN2	1.639625
FRRS1	-0.6095
CYorf15B	-2.01775
DMRT3	-0.198285714285714
ATAD1	-0.089375
OTUD4	0.231722222222222
ATOH8	-2.2005
ZSCAN16	1.426125
ASCC1	-0.3705
OTUD3	0.09525
MGC33212	-0.901
YME1L1	0.199375
RP11-218C14.6	0.3095
PCBP4	-0.03025
TNFRSF10A	1.58225
CDH10	-3.2926
KL	0.391625
SCP2	0.13
C9orf119	-0.28075
SON	-0.0189166666666667
MAFK	-0.2255
SBNO2	-0.504
SLC6A6	0.313
SC4MOL	-0.575
FAM35B	0.165125
PPP1R9A	-2.512625
PDZRN3	-0.242125
CXorf20	0.071
C6orf126	-1.354
AVEN	0.45
FLJ21075	-0.445
C14orf132	-2.24775
PCK2	-0.546625
GUCY2C	6.4515
BARX2	0.19025
PEX11G	0.525
DAO	-0.584833333333333
C10orf49	-0.19475
EDNRA	0.505166666666667
PPP2R5A	1.1902
DDX39	-0.290166666666667
SERF1A	0.3445
ASCIZ	0.0218
FNDC8	-0.031
PTMS	-0.238125
PHF7	-0.06575
PIP4K2B	-0.527
HHLA2	0.83875
BDH2	0.817
APOBEC2	-0.15875
PENK	-0.462
SMAD9	-0.18375
MT3	-0.521
RGL1	-0.2455
ATG10	-1.09725
DLGAP4	0.834833333333333
APPBP2	-1.10564285714286
BACE2	0.412642857142857
LOC339344	-0.0505
ZNF395	0.1128125
HIST1H2BL	-1.667
ZNF467	-0.824625
SLC25A21	-2.43925
PALM2	-0.3015
NSUN5C	-0.57675
IL5	0.0241
CLSTN2	-0.80525
ANXA8L2	-2.61475
PTGES	-0.264
GDAP1L1	-1.801
OPRK1	-0.332333333333333
WDR20	-0.0291666666666667
C12orf4	-0.61125
NUP88	-0.008375
XRCC6BP1	-0.0735
FCGBP	3.29785714285714
LEMD2	0.78075
NOMO1	-0.2335
C10orf79	0.549875
ZNF79	0.6915
OCRL	0.3741
HSPA8	-0.806416666666667
DIDO1	0.878625
PLA2R1	1.37125
COG3	0.8741
NGDN	-0.5955
CBFA2T2	1.069
PNOC	-0.9785
PRRG1	1.20041666666667
AGGF1	-0.624
DPF2	0.424
YIPF7	-0.498
TRPV5	-0.039
ZNF322B	0.15825
MED12	-0.164833333333333
CARS	-0.71
ABCC11	-0.620166666666667
C9orf25	-0.074
MYH1	0.398
FRYL	1.19408333333333
AGTRAP	-0.99125
MMP27	0.0915
ZNF432	-0.26125
OR8D1	0.391
OR13D1	-0.0285
VWA1	1.11425
STON1	-0.5415
IL5RA	-0.3655
PERP	1.6437
C10orf107	-0.584666666666667
TNFSF12	1.01925
FN1	-0.058375
MTR	-0.755666666666667
PHLPPL	0.0896666666666667
ZNF425	0.26375
DHFR	-2.48611111111111
PPP1R12A	-0.210625
RSPO2	-0.927333333333333
ZNF7	0.657
ZNF583	-0.058
TPMT	0.343666666666667
GPR132	0.334125
OR2T12	-0.25325
SERTAD2	-0.2644
ATP1A1	0.3581
FRMPD3	0.3675
ZNF672	-0.26825
PLXNB3	-0.720875
EML5	0.686
FAIM3	-0.415
UBQLN2	1.10875
SORCS2	0.176
PRIM2	-0.295
ACVR2A	0.839333333333333
YWHAZ	0.46525
PGM2L1	0.984125
GNAO1	-0.0641538461538462
RPL10	0.4694
RPS6KA6	1.144
PFKL	-0.591
SH3D19	1.85075
AURKB	-2.26883333333333
ZC3H6	-0.19325
DISC1	-0.454166666666667
FLJ39660	-1.6925
TMEM25	-1.977375
OSBPL10	-0.08775
CLTCL1	-1.85716666666667
ALG6	-0.37425
CATSPER4	0.9045
LRTM1	-0.077
RRAD	0.256833333333333
TIPIN	-1.5615
CARD14	-0.04075
RBM9	-0.858666666666667
RASSF4	-0.23725
SLC25A18	-0.588166666666667
C6orf58	-0.437166666666667
IGHD	-0.154
PLA2G6	-0.1345
TPT1	1.19775
SEC63	-0.4657
CCDC113	0.2956
TDRD10	-0.291375
KIAA1666	-1.937625
TOR1AIP1	-0.14025
SYTL4	-0.665333333333333
SPRR2F	-0.223
CEBPD	2.41025
SNTG2	-1.1485
C20orf77	1.07733333333333
TAS2R49	0.137
C6orf173	-0.937666666666667
SVEP1	0.3784
PXN	0.245
VIL2	0.2985
C5orf21	0.33875
DIXDC1	-0.225375
GANAB	-0.3655
PDSS1	0.632
NGFR	-0.819875
ATP8B4	-0.093
BMP8A	-0.063
CCDC132	-0.06275
GNRH1	-0.54175
OR10T2	0.69625
PDGFD	0.877166666666667
OR6W1P	0.543
HARS	-0.233583333333333
KRT77	-0.5145
AQP8	3.53925
ITGB1	0.238
ZNF254	-0.3181
PAX1	-0.4145
PSMC4	-0.4814
ANKRD22	5.771
PSMD8	-0.4615
HTR1E	0.596833333333333
SOX10	-2.4793
OR5B2	-0.346
RABGEF1	-0.153
MAP1LC3B	0.37125
CYB5R4	0.40575
AGXT2L1	-2.297
FLJ41603	0.788166666666667
TRAPPC2	2.11316666666667
FNTB	-0.6714
FLJ14107	-0.073
AURKAIP1	-0.5525
DSE	-0.161
NFKBIZ	1.67483333333333
OSBPL3	-0.1815
LOC130576	-0.33
SLC39A9	0.291666666666667
LOC137886	-0.0393333333333333
RHCE	-4.6805
ATG7	-0.365333333333333
FAM82A	1.329
FBN3	-0.4455
MCFD2	-0.820333333333333
CASP14	-0.307
EPS15	0.427833333333333
SFRS2B	0.540363636363636
C19orf47	-0.998
PLAC9	-1.585
GPR23	-0.3625
BTNL3	3.374
RGS8	-0.207
GNS	-0.101375
ENO2	-3.83966666666667
CBX1	-1.2074
PEX26	-0.2025
LRP5	0.917333333333333
ADAMTSL4	-1.30283333333333
ARR3	-0.125333333333333
MAP1A	-0.6445
CD2	2.65225
NAV2	-0.36425
TMEM69	-0.31925
ATXN7	0.00383333333333334
CHN2	1.79583333333333
ZNF781	-1.19166666666667
HAS2	-1.48233333333333
KIAA0241	0.226333333333333
BIC	-0.3025
MOBKL2A	-0.1355
CYP2C9	1.609
CNOT7	0.160785714285714
SFRS10	-0.63975
CST11	0.299
FLJ37543	0.171
NKAP	-0.34525
RUNX1T1	1.343
EAF1	-0.0148
IL4I1	1.97575
LRRC61	0.483
PSIP1	-0.9575
SPRR4	0.469
ZFP90	0.156333333333333
AP2B1	0.168615384615385
SLC30A7	0.475833333333333
C7orf28A	-0.2335
S100B	-2.64816666666667
BMP2	-0.2935
ESR1	-4.43625
ZFPL1	-0.12525
ARHGAP12	0.64375
LRRC19	4.51066666666667
ZNF767	-0.1185
NACA	0.0677
OLIG1	-2.331625
PRF1	0.05075
LST1	1.768
SPATA9	0.305333333333333
CNFN	0.275
CDK4	0.1481
TCF15	-2.25883333333333
PARC	0.119
PPM2C	1.00125
LOC283345	-0.432
FAM107B	-0.4315
DMXL1	0.073875
RBM3	-0.387375
HTR5A	-1.09983333333333
SCFD1	-0.856333333333334
EPHB3	2.20425
ROPN1L	-1.5205
RAMP3	-0.168
TSPYL5	-1.30854545454545
GAP43	-2.2005
PAPD4	-0.26625
PDE3A	-1.03625
TNFRSF10C	0.03375
JMJD5	-0.382666666666667
RASGEF1A	0.5505
C16orf65	0.286166666666667
HIPK3	0.333833333333333
XYLT2	0.1165
XPOT	-0.772833333333333
GAL3ST1	1.79775
DHCR7	-0.8245
AMIGO3	-0.348333333333333
FGFR4	0.109333333333333
CRAT	-1.283125
PPP1R14D	4.6625
TRIM14	0.4208
TMPRSS11D	0.091
SLC7A11	-1.09085714285714
OR10H2	0.38475
PPM1E	-0.6488
DOCK4	-1.020125
FAM127A	-0.7125
ENOPH1	0.374
SLC5A3	-0.2434
ZNF530	-0.3805
NTS	-6.46925
FRMD4A	-0.040125
BCL11B	-0.266
PRM1	-0.04175
UQCC	0.7322
S100A16	1.14816666666667
PLS3	-0.4865
WWOX	-0.392428571428571
CCDC23	0.229
GTSE1	-2.0605
GP2	0.1375
FLJ32549	0.101125
CHIT1	0.7325
KLF9	-1.25225
RPS24	0.9684
MIA	-3.40775
FIGN	-0.522
PYROXD1	-0.12675
PCSK2	0.0801428571428571
MRPL9	-0.37475
RPL24	0.338625
C12orf32	-1.25175
HIST1H2BE	-1.90225
RGS18	1.567
LFNG	3.0045
RAB4B	0.2461
FBXO25	0.4935
TSPAN31	1.00466666666667
ARL8A	0.322714285714286
C10orf83	-0.6209
OR51B6	0.68
CNKSR2	-0.09825
C1orf156	0.0675
IBSP	0.059
GFRA2	-0.3265
ALKBH7	0.794
NEK10	-0.5245
VN1R3	0.142333333333333
LOC91948	0.831
CPZ	-0.67525
IHPK3	0.822333333333333
COL8A1	0.581
RBPJL	0.306
OR10A4	0.15525
CASP8AP2	-1.01625
MMP12	4.30716666666667
OR8B12	0.182
CDCA5	-1.65366666666667
LIX1L	-1.90375
PEX11B	0.791625
GABRA1	0.178333333333333
HABP2	-0.235
REEP1	1.52916666666667
FBXO15	-1.21075
CD68	0.84975
WFDC9	0.5385
GHDC	1.22566666666667
SMARCA1	-2.44225
SPAST	0.417166666666667
PLXND1	-1.4745
MLCK	-1.323
INTS5	-0.0825
BSG	-0.611071428571429
PARP8	0.9465
TEAD4	-0.273333333333333
ZNF498	0.2935
TMEM89	0.00333333333333333
DTX4	2.023125
TNRC6B	0.5175625
ARMC2	0.31075
FGFBP1	1.77
TIMM8A	-0.0621666666666667
AJAP1	-2.7656
ZNF608	0.10525
SLC25A42	-0.00412499999999998
SYP	0.1765
MMP11	3.5405
USP40	0.4621
C3orf62	-0.0203333333333333
MYO1E	1.877
LRFN4	0.5105
XCL1	-0.02
GPR155	0.911875
VPS29	0.471875
CARHSP1	-0.51475
ARHGAP20	-0.2805
GREM2	0.523928571428571
CCDC102B	0.69375
ZNF577	1.05983333333333
HDDC2	-0.32025
SHC2	-1.4352
NCOA5	0.676833333333333
INPPL1	-0.632
CHGB	-1.4364
IHH	4.594
DDEF2	0.0357500000000001
DIAPH3	-1.10947619047619
BUB3	-0.852916666666667
GGH	1.60511111111111
VPS35	0.5094
CNN2	1.08533333333333
ASNA1	-1.07925
WDTC1	0.27725
AMAC1	1.58
HAS3	1.98766666666667
SLC1A6	-0.963666666666667
ZNF563	0.521
C1S	2.55975
TCF7L1	-1.86825
OR10Z1	0.3565
ME2	0.0241
C6orf151	-0.15975
KPNA4	0.2243
GLO1	-0.909125
WDR61	0.239
CD302	1.42775
SIRT7	-0.0901666666666667
C11orf59	-0.05925
PKIG	-0.0255
PPIL3	-0.22
CCDC74B	-1.293875
ZNF528	-1.211
EFNA5	-0.3665
FCGRT	3.233
NOL4	0.76
CCS	-0.61375
LOC374491	-0.2095
MFSD7	2.0155
ZNF555	0.241
LIMS3	-2.14775
TSSC4	-0.4625
COL11A2	-0.9295
C1orf119	0.355666666666667
BPNT1	0.69075
CHRNA6	-0.2155
C1orf173	-0.1862
PLD2	0.0845
ORC1L	-2.631
SASH1	-1.2515
CDC14B	0.676375
RLBP1L1	-0.66275
LDLRAP1	0.0055
NAT8B	1.08983333333333
HHEX	-3.9685
LGALS7	1.19625
PLCH1	0.60675
OR1M1	-0.062
PRAMEF16	0.1745
HECTD1	-1.112
C14orf39	0.7775
TLN2	0.787
HDAC4	-0.354
SYCP2L	-2.9395
GLRA1	-0.014
RPS6	0.75225
hCG_1757335	-0.7535
KLHL1	0.785
CTNNBIP1	0.341333333333333
SCAND2	0.2193
HMGN2	-1.3073
YAF2	0.191
BRPF1	-0.855
LIAS	-0.241
CTA-246H3.1	-1.88975
SAG	0.4445
C20orf10	-0.06425
HNRNPA2B1	-0.9495
GADD45A	-0.934333333333333
MSH4	1.0405
TMEM70	0.272
HIST1H2AM	-1.713125
C19orf26	0.0635
C1orf50	-0.6175
GNG3	-0.36175
FTO	0.0625
CALCB	-0.0505
PPP3R1	2.07925
C15orf42	-0.243375
CCNJ	0.914
GNAZ	-0.564733333333333
PSD	0.523333333333333
FAM57A	0.71
STIM2	-0.394
DHX8	0.25675
MOGAT3	1.1595
UBE3B	0.55
PLAT	0.297666666666667
C6orf206	0.3505
COPE	-0.5977
EIF3A	0.088
C1QL2	0.07775
IQCE	0.362
KIAA0182	0.295416666666667
SLC22A7	-0.2962
PPFIA2	0.061
ADAMTS15	0.2865
ODZ1	0.3855
THBS4	-1.78583333333333
ARHGAP1	-0.0865
B4GALNT3	0.237833333333333
FCHO1	0.0605
LOC440456	0.0775
HOXD10	2.68583333333333
CXCR3	1.61483333333333
CHI3L2	-3.032875
SRPX2	3.1795
ZNF132	-0.441833333333333
UBAC2	1.262
RPL32P3	0.034
CBWD6	-0.314
ST6GALNAC4	-0.097
KIAA0391	0.0726666666666667
LOC388969	-0.873
KRTAP5-8	0.612166666666667
ZNF786	0.89
LYVE1	0.79
GPR144	0.388
APOH	-5.68075
TSC22D2	0.147666666666667
PLCD1	-0.512
FLG2	0.092
M-RIP	-0.0645
NDUFV1	-0.6325
POLDIP2	-0.878
RAB3GAP2	0.3395
RPSAP15	-0.59525
CLEC7A	0.580875
HSPA14	-0.07975
TAAR5	0.17025
FAM132A	2.406
C2orf43	0.59525
OR10V1	0.002
SELPLG	-1.068
C1QTNF6	-0.738666666666667
OPCML	0.0309
DTYMK	-1.044
ALDH16A1	-0.21375
F13B	-0.664
MGC16169	0.18225
KIRREL2	-1.61133333333333
C14orf32	0.253083333333333
SLAIN2	0.0183
HSD3B2	0.2385
AMMECR1L	0.2774
LRRC37B	-0.9125
HMG20A	0.0448333333333333
C22orf27	0.1404
FBXL22	0.2125
AP1B1	-0.754833333333333
TNKS1BP1	0.349
CD74	2.3025
HSPA12B	0.775333333333333
PLSCR1	2.198
SLC35E1	-0.584333333333333
FEZ1	-1.90925
APOD	-0.30575
C16orf44	-0.32175
C1orf166	-0.7225
KCTD11	-0.01925
NELF	-0.2215
SRP54	-0.702
MGC35361	0.383
GPR35	3.3915
NRGN	-1.331
SIGLEC12	0.24125
SCN1B	-0.52225
IFNW1	-0.1395
STAR	-6.0375
HLA-DQA2	1.492
RNASEH2B	0.2345
TAAR2	0.042
VAMP5	-0.826833333333333
TUBA1C	-1.42042857142857
PIK3R2	-0.01525
ARD1A	0.383
EBF2	0.2805
CAMSAP1L1	0.42875
CYP3A43	0.396
AKR1B1	-2.40125
KIAA1729	-2.02814285714286
KAL1	0.9685
CYBB	-0.106125
UXS1	0.33475
LOC338579	-0.122666666666667
C11orf45	-0.33825
SHB	0.975875
IKZF4	0.43125
NDUFA1	0.397375
HSPE1	-0.03125
C1orf215	0.18875
GPR113	-0.168166666666667
ZNF573	0.806
TBX18	2.376
GGTA1	3.21025
PCDHGA8	-0.442
RPS6KL1	0.368125
DPP9	-0.3315
SLC43A2	0.28525
COPS3	-0.943
PMPCB	0.0865
HYLS1	-1.4575
LSM8	0.115
PDE6B	-1.4105
C10orf118	1.099
OR1C1	0.413666666666667
ZNF415	0.22375
OR2F1	-0.0385
ZDHHC13	0.939125
FZD8	-0.5984
TCEA1	-0.6397
SUSD4	-1.642375
C22orf24	0.1265
TNFRSF14	0.41575
TRIM28	-0.462666666666667
FGF5	-0.659375
CSPG5	-0.383833333333333
RNF133	0.01475
FKBP15	-0.88175
BZW2	0.42575
NSMCE1	-0.174
PTPRN	-0.55575
TST	1.514375
POP1	-0.5615
RNF24	-0.789666666666667
SFRS4	-0.53275
REPS1	-0.09875
CD70	-2.85483333333333
PDXDC1	0.406
SRC	2.3115
NTNG1	-1.06516666666667
SETD1B	0.734
TINP1	-0.3143
ZNF606	1.11883333333333
SSR1	0.136125
RGNEF	-0.0931666666666667
NFS1	0.854
CENTB5	-0.937333333333333
CRMP1	-0.683166666666667
ADAM18	0.13025
CCDC87	-0.4435
LRRC8B	0.122
CSNK1G1	-0.00449999999999999
MAFB	-0.474833333333333
C12orf45	0.34
C1orf54	0.8055
DPEP1	5.87483333333333
FLJ13137	0.6595
C14orf118	-0.315166666666667
ANKRD19	0.3165
ABCA9	-0.206111111111111
TMEM87A	0.9482
BBS5	0.0697
CYP17A1	-0.110875
SCG3	-2.89166666666667
ESCO2	-0.55325
GFER	-0.361166666666667
NRIP2	0.0165
DDX59	-0.267833333333333
RIC8B	0.0673
TNNI1	-0.4165
KTELC1	0.5535
GPR85	-0.115166666666667
SP3	0.40575
GOSR2	0.535454545454545
DDX1	-0.2125
DSCR9	0.2535
KIAA1984	-0.38
FLRT3	-0.21625
RNPS1	-0.245714285714286
ZNF772	0.116
SLC25A10	0.00916666666666666
ADAMTS3	-0.7263
TBC1D7	-1.28075
PCYOX1L	-0.52425
LOC339745	0.380125
VPS54	0.373
PCDHB12	-0.687875
C4orf6	-0.1475
CCL5	1.580125
PEX5	-0.052
LENG1	-0.922333333333333
LOC51336	-0.47725
FLJ25371	-0.503
WDR45L	0.079
SPAG8	-0.962166666666667
GUCA1C	-0.1545
LOX	-2.60316666666667
FIZ1	0.379
BAG5	0.16175
BUD13	-0.237666666666667
MGC2752	-0.048875
IQSEC3	-0.196125
TGFBR3	-2.38675
CASP9	-1.01425
PPA2	0.40625
MED24	-0.129375
MAP3K7	-0.903
SRPR	-0.411625
C17orf81	-1.20425
RIPPLY1	0.32625
EID2	-0.05075
AKR1C1	-3.32683333333333
IMMP2L	0.74425
SPSB4	0.476
BAG4	-0.08275
ZNF32	0.887166666666667
KLHL34	2.9785
BRD2	-0.211625
IL32	2.04816666666667
FAM53B	0.597166666666667
SLC7A1	0.953
KAAG1	0.559
CCDC54	0.3954
PRKCQ	0.15875
TIRAP	0.339625
SPSB1	0.6105
USP36	0.5125
FLJ32569	-0.639
LYZ	-1.1075
TMEM186	0.315333333333333
TPM2	1.21533333333333
C9orf100	-0.579666666666667
PPP1R11	0.8518
OLFML3	0.0471
ELAVL1	0.298583333333333
DNAJC17	0.390833333333333
ABCA2	-0.6145
BNIP3L	-1.904625
ATP10D	-0.589
GALNT8	1.13616666666667
PRKCH	-0.021
USP12	2.5105
STXBP1	-1.4355
LSM2	0.0786666666666666
ANKRD30A	0.089
LAP3	-0.31225
C9orf40	-0.185333333333333
KATNAL2	-2.10383333333333
RG9MTD2	0.427
PNPLA7	0.45525
IDH1	0.0285
C1orf57	-0.24
XRCC5	-0.3319
TBRG4	0.2655
DCDC5	0.032
POU5F1	-4.0895
RAB1A	0.470642857142857
KRTAP15-1	0.2465
INHA	-1.4035
WDR90	-0.519375
MLL2	-0.282
FAM104B	0.3205
SF3B14	0.00925000000000001
STX1B	-1.0075
SNX12	0.905
KMO	-0.160833333333333
FAM100B	-0.25775
CDRT15	0.148
RAB9A	1.0905
RUFY3	0.178375
UBE2U	0.291666666666667
