Hybridization REF	TCGA-AV-A03E-20A-01R-A00A-07
CCDC14	-0.76975
MAST4	-0.153
KRT33B	2.601
KCTD2	0.206833333333333
WDR26	0.591833333333333
MFI2	0.27775
NR4A3	0.364
ARSA	-0.37875
UNKL	-1.24583333333333
SULT6B1	0.549
CCNA2	0.0908333333333333
SOX15	-0.534
PPAPDC1B	0.850083333333333
C19orf44	-0.3825
MCAT	0.12475
ARID1B	-0.09225
OR52N1	-0.1425
C12orf48	0.439
MAGI1	-0.326125
NIPA2	0.46075
GBX2	-1.73125
RSHL3	-0.213375
RAVER1	-0.198333333333333
C15orf17	-0.80725
SLC30A2	-0.086875
ZNF518	-1.44875
PCYT1B	1.2445
C10orf114	2.34625
EIF3H	-0.01175
SLC25A39	-0.961166666666667
KIF1B	0.80475
AMOTL2	0.07425
C6orf120	1.09575
PSRC1	0.50075
PLA2G10	-0.9205
KIF5C	1.341125
MRPL37	0.1
C17orf62	-0.295333333333333
C9orf135	-0.599833333333333
DUSP10	0.9123
CLCNKB	-0.2215
PSMA5	1.02425
C8orf53	-0.1165
AMPD3	2.97316666666667
PIAS1	-0.464
ADCYAP1R1	-0.011
GYLTL1B	-3.2265
CDH20	0.178333333333333
FBXO7	0.61225
TMEM134	0.662666666666667
FLJ14213	1.60783333333333
ZNF3	-1.566
LRRFIP1	0.0926666666666667
CNOT2	0.103
ABI3	-0.7555
ALDH5A1	-2.19536363636364
HNT	-1.3934
SERPINA4	-1.6625
TK2	0.944583333333333
STMN1	-0.476333333333333
GUCA2A	0.263666666666667
GALNT10	0.834357142857143
DPP6	-0.77325
C9orf93	-0.22425
PRELID2	0.253625
STK39	1.022375
SFTPA1	-1.3985
CKS2	0.947666666666667
RHO	-0.02225
C20orf135	0.11125
XKR3	-0.348
CR1	-0.056
RPS6KA2	0.122285714285714
C20orf112	0.335
MRPL22	0.432
C4orf23	-0.179
GADD45B	-0.96525
KLHDC1	1.60266666666667
C2orf48	-1.507
ZNF287	0.15
DAAM2	-4.2785
DPPA2	-2.7092
TCTN3	0.6995
DNAJB11	0.2545
FPR1	4.353
DEFB4	-0.018
PTCD2	0.2735
SMOC2	-3.47383333333333
CABP7	0.529
SERPINB11	0.026
MAGEF1	0.166
NDE1	-0.307166666666667
ITGA10	0.442
FSHB	0.702
ANXA2	1.434875
HORMAD2	0.61825
HLCS	0.4835
MCF2L	0.9515
FH	-0.09175
TBC1D24	0.35475
KIAA1505	-0.3785
LGALS2	-5.4975
CNBD1	0.407
SYNPO2L	-1.73375
PTPN23	0.299071428571429
C1orf183	2.02433333333333
MAGEA8	-1.2425
DGCR8	-2.159625
GSR	-0.00825
PAQR7	0.7885
ZNF676	-1.7825
CACNA1C	1.4438
SP7	0.7095
PDCD6	-0.1085
NRN1L	-1.2345
BRI3BP	-0.443
KIAA1183	0.2385
ASB4	0.1785
CCL23	0.215875
OBSL1	-2.796125
SLC12A7	-3.05316666666667
KIAA0240	-0.418375
CD1B	-3.763
FCGR2A	-1.086375
MDC1	-1.642
HTR1A	0.00533333333333333
OCEL1	1.215
ATP11B	0.2555
FBXO34	0.719
PCDH12	-0.666833333333333
RPE	0.4965
C17orf74	-0.1585
CSDC2	1.21
PET112L	0.04675
TMBIM1	1.246875
P2RXL1	-0.15225
TCHP	-0.871
TRMT1	-1.4615
F2RL2	-1.0659
LRRC32	2.38116666666667
IMPG2	-0.202
BGLAP	-0.51875
LOC493869	1.48691666666667
MRAS	2.25775
SLC35F5	0.90675
CBWD1	0.2745
AXL	1.138
ATP2C2	-2.802
TELO2	-2.888
PNPLA3	1.133
PCDHB14	1.891
CD276	0.398
KRT80	-0.59375
DUSP28	-0.107
CSNK1E	0.38825
SRP14	0.351
KCNQ4	-0.0135
KRT72	-0.434666666666667
CCDC117	0.426875
C6orf89	-0.1835
TUBB2B	-3.0786
RTN4IP1	0.57675
CR1L	-3.951
CEND1	1.248375
C12orf41	-0.267
RNF31	-1.6395
UBN1	-0.754666666666667
C17orf32	0.78125
SLC5A7	0.82125
GPR92	-1.07616666666667
ESAM	-1.1355
CTNNA1	0.3925
HRBL	0.2989
CBX4	-1.271
TMEM182	0.93725
SH3TC2	-0.134333333333333
IL10	0.108833333333333
PXMP4	1.2275
RNF167	0.2844
PAK7	0.0568333333333333
ETV3	-0.015
ATPIF1	0.668666666666667
LOC554207	-1.44066666666667
OR8H1	0.10825
WDFY3	0.711375
DPM1	0.36325
GPSM1	-0.058
WDR92	0.0649
LRP1	1.4155
ANKH	-0.089125
THUMPD3	0.14225
POLR1B	-0.61325
OLFM4	0.230166666666667
RAD9B	0.535
TSPY2	-2.5755
PAX6	1.27066666666667
SCG2	-0.966
SLC17A6	0.69175
FMO3	0.287375
PADI4	0.019875
TUBB4	-0.2756
NLK	-0.02225
POU4F3	-0.285
SDF4	0.397
ITGBL1	2.09266666666667
NETO1	-0.696875
TAP2	0.284125
ABBA-1	0.0429166666666667
GNAI1	1.817
VPS4B	0.1285
NOPE	1.1339
GALNT6	0.5555
SESN1	0.233625
GBE1	1.95377777777778
CLASP1	0.73225
RASGEF1B	-0.23275
ACOT11	-0.914857142857143
AFAP1	1.1085
OR2H2	0.26825
DPY19L2P1	0.57425
DZIP1	0.42725
SEC22C	0.574833333333333
GPR161	0.670833333333333
RNF146	0.65825
WDR74	-0.952375
GALP	0.664
PURA	-0.1925
DNPEP	0.268583333333333
RP11-78J21.1	-1.434
ERBB2	-2.539875
FANCM	-1.22141666666667
NEO1	-0.225166666666667
DDX3Y	-2.0581
RPS3A	0.17625
MXRA7	2.47578571428571
LGALS3	1.01166666666667
GLT8D1	0.8365
CFL2	1.07133333333333
UPB1	2.132
NAP1L5	0.7625
CLDN14	3.199
DHX38	-1.089
BTBD1	0.35175
TARS2	-0.371166666666667
ABCF1	-1.3086
FCF1	0.251333333333333
LRRC49	2.14925
GUCY1B2	-2.669
C1orf177	0.247833333333333
SMARCA4	-1.72378571428571
LRP8	0.763166666666667
TAGLN3	3.6015
MRPL14	0.19125
TTRAP	-0.25275
ZDHHC20	0.251
NFE2L3	-4.1895
KIAA1377	1.36275
PALMD	3.1835
TMEM43	0.41075
TTL	1.55325
STAT5B	-1.40266666666667
SSB	-0.901375
OR10H5	0.1495
SLC22A13	-0.0626666666666666
AKAP3	2.30125
TIMM23	0.220833333333333
OAS2	0.412083333333333
KIAA0423	0.34425
TRIM11	-0.798833333333334
GLIS3	4.1005
TMEM50B	0.295333333333333
ARHGEF4	-2.87916666666667
DEGS1	1.02654545454545
TBL1XR1	0.253633333333333
G6PD	-0.41325
SP140	0.6971
MUC17	-0.172166666666667
NUDC	-0.0842
DNAJC5B	0.48
SCARA3	1.13783333333333
CPA3	0.398833333333333
BCAT2	-0.99725
MFN1	0.3812
NRG3	0.235
SNX11	0.10625
PLEKHH1	-1.02466666666667
GPR177	1.1265
HCFC2	1.00875
TCAP	-0.03675
MOCOS	-0.6245
C14orf93	-0.636
PRDM10	-0.148166666666667
SLC16A4	-0.063
SRGAP1	1.1885
VIP	0.81075
DUSP27	-0.286666666666667
LILRA1	-0.2139
MC2R	0.2225
MGC24103	-1.88725
MBTD1	-2.092
FUT11	0.3785
USP33	0.3994
C15orf39	-1.86525
MAP3K12	1.1415
PAAF1	-0.806833333333333
BARHL1	1.3705
FLJ16165	0.81
PIWIL2	-1.87375
SYNE1	1.587
CMTM4	-0.39725
TSPYL1	0.2239
GUF1	0.171
TMEM157	1.406
WDR44	0.26975
HIST1H3C	-0.42875
DKFZp666G057	0.10775
RNPEP	-1.37275
GAS2L2	-0.4335
ADH4	-3.68575
GRPR	0.0718333333333333
FBXL17	-0.035
ZBTB10	-0.159666666666667
Gcom1	0.994888888888889
HTRA1	3.4201
ZNF585A	-0.842
SLC26A2	0.401285714285714
OTOP3	0.353666666666667
WISP1	2.65233333333333
ATP2B4	0.677583333333333
FLJ10769	0.33425
CRAMP1L	-1.44475
CHST12	-0.5035
RAB22A	1.30683333333333
TARDBP	-0.496642857142857
STAU1	0.3175
CRB3	-2.18583333333333
MIG7	-1.3035
CHMP1A	0.7575
ZNF160	-1.071875
B3GALT6	0.254625
BARX1	-2.72383333333333
C6orf167	0.325875
NXNL1	0.0365
DHX29	0.190875
HADHB	0.4555
PLXNB2	-0.485
ILDR1	-2.1755
SLC15A3	0.658
GAS2	-2.35066666666667
C20orf69	-0.72275
NUMB	2.26475
TNIP1	1.321875
MESP1	0.455666666666667
PSKH1	0.1175
NSFL1C	-0.5805
RHOG	0.662
HEY1	-3.08416666666667
KNG1	-1.225625
ITGAX	2.893
LIN9	-0.395166666666667
CANT1	0.665625
XRN1	0.161214285714286
CCDC96	0.7128
HEATR6	-0.889833333333333
GNG7	-1.1455
RUNX2	1.144375
SOX1	-0.166
FCRL5	0.0672
ZNF99	-2.058375
FAM9A	0.7445
SNX22	-0.287833333333333
MBNL3	-2.483
ODC1	-0.894
ADORA2B	1.86366666666667
NR2F6	-1.66775
ZFYVE16	0.0656111111111111
SYNJ2BP	0.4271
POLE	-1.2885
E2F2	-0.851125
THRA	-0.5425
PTGES2	-1.30783333333333
HIP1R	-1.92666666666667
TMUB1	-0.0801666666666667
ENO3	-2.91025
RSPH10B	0.279
CXorf39	0.453375
IRGC	0.1105
GPR109B	0.7095
FLJ13305	0.8175
LCE3A	0.138
TNFRSF18	-2.0085
DET1	1.28
TRPM3	0.425583333333333
C16orf79	-2.4065
FECH	-0.391166666666667
RAP2A	1.79983333333333
CRIP1	-3.75866666666667
AZIN1	0.587375
SLC7A7	0.7215
IL10RA	-2.1945
TMEM64	-1.19725
CDC42EP4	-0.1295
C16orf58	0.6647
ARG2	0.17925
POU5F1P4	-7.08125
FAM62B	0.089125
DNAH8	-1.5245
ASH2L	0.176625
TSLP	3.71783333333333
CNTNAP5	0.1515
TMEM16C	3.188
IFNA14	0.1275
SLC1A3	1.808875
CABYR	1.485
BCL7B	-0.0766
NUDT13	0.307666666666667
C13orf28	0.3185
C1orf53	0.79725
ARL6IP4	0.0485
RPL35A	0.10575
EMR3	0.632
RAB40C	-1.06041666666667
SLC41A1	0.876833333333333
LRCH1	0.597
LY6G5B	-0.2075
FAM124A	0.421928571428571
MGC10981	-5.1405
CLIP3	2.3938
MAP4K2	-1.299
CHIC1	1.29975
SULF1	-4.43216666666667
C20orf30	-0.665357142857143
PRDM5	0.453875
ELOVL1	-0.24175
C11orf48	-0.10375
SLC39A10	-0.1145
KCNV1	-0.20475
ACP1	-0.0948333333333334
ZMYM2	-1.258375
B3GNT6	0.154166666666667
C9orf69	0.15925
C2orf15	-3.40375
C20orf166	1.187
HSP90AA6P	-0.272
EDG7	-0.516
NEURL	-2.019875
LPL	-4.5622
CLEC2D	0.1045
GRRP1	-1.8925
CD8B	-5.2976
HIST1H3D	-1.6505
SLC6A12	-0.179
FAM27L	-0.3805
CD84	-0.2372
RASA1	1.131
PHKG1	-0.4925
MAGEA11	-1.1805
IMPA1	1.0123
NPM3	-0.54475
RARRES1	2.13
SH3BP1	0.500125
B3GNTL1	0.7425
ARPC5L	-0.0648333333333333
KLHL26	-0.3895
SIM2	-1.665875
GJC1	-0.1555
C20orf194	-0.71675
EXO1	-0.82675
SLC2A2	-1.10683333333333
LOC285074	0.29
LRG1	-4.99725
KIRREL	0.602
PIK3R1	-0.252571428571429
C4orf34	0.211
MAF	-4.90216666666667
ADCY4	-0.333166666666667
ZMIZ2	0.0274
SLC46A3	-0.6195
STAMBP	0.9845
CCDC16	0.641
MS4A12	0.356
TCF20	-0.4365
LRRC46	0.035
C20orf152	0.22925
MRPS6	1.5055
ABCB11	-0.108
KCNC2	-0.159666666666667
CDH19	-1.05366666666667
C9orf123	-0.2415
SSH3	0.04575
LDLRAD1	-3.083
CCBE1	2.41975
ZNF135	-2.097875
TAAR1	0.3935
WFDC12	0.5755
CCDC42	-0.227
FLJ12529	-0.7535
PER1	-0.399
TIMM50	0.116833333333333
SMARCAD1	-0.250166666666667
FAM26C	0.5145
TP53TG3	-2.28583333333333
SH3RF1	1.1698
LMCD1	-1.977
GPR63	0.265
FLJ21986	-0.619875
AIFM3	-1.46975
MICAL1	-0.454833333333333
BLZF1	0.442333333333333
IQCA	-2.17016666666667
PCDHGC3	0.9905
SAC	0.91275
BCL6B	-0.559
DDO	0.95075
MARCO	0.4915
DCHS1	-2.037
C1orf170	-0.122833333333333
CD200R1	-0.734833333333333
C22orf15	-0.6875
SEPT11	1.57183333333333
ADNP	-0.448
UST	2.6953
C13orf34	0.698666666666667
RFFL	0.915785714285714
APBA3	0.887
C2orf60	0.547625
CUTL1	-0.3374
PMS1	0.028
ZNF689	-0.238
EIF3E	-0.501
IL9	0.377666666666667
RPL31	-0.386125
LY9	-0.62
ATP2B3	-0.14525
KDELR2	0.982541666666667
TFCP2	0.45525
NLRP12	1.26775
FLJ45422	-1.269
TLE4	0.246
ZNF570	-0.4805
FLJ43806	-0.5335
TLK2	-0.6365
CIR	0.5825
MARS2	0.1035
COL24A1	-1.173
SDF2L1	-0.7865
HIBADH	-0.466833333333333
IGFBP3	-0.222285714285714
C12orf23	1.155625
PSPC1	-1.4115
C20orf43	0.50075
TRAV20	1.2295
ARHGAP24	1.7115
KIAA1975	-1.721
C1QA	-0.0666
DNTT	-5.197
C10orf6	0.645666666666667
C11orf41	1.792125
HNRPF	-0.034625
COL11A1	2.98166666666667
UBAP2	-0.302666666666667
CDKN2AIPNL	-0.942
C20orf174	-0.2005
SPRED2	1.2225
PLA2G12A	0.346833333333333
ICEBERG	-0.732333333333333
SCN10A	0.075
C11orf65	0.376
GBP5	1.5305
PITPNC1	0.824333333333333
POU3F3	-0.132
NCOA7	-0.43275
LIN7C	0.3148
LOC348840	-0.343
NKX2-2	-1.72675
ANKRD13D	-0.24825
LOC123688	0.74525
FUT2	0.459666666666667
TAAR8	0.4265
FZD4	-1.9445
PNMA3	-1.78083333333333
OR4L1	0.575
WIT1	-2.8315
EXOC3L	-0.25425
ATPBD4	0.9153
KRBA1	-1.6895
UBXD6	0.4685
HOXB7	-1.58342857142857
C7orf23	0.715
UNQ338	1.85325
STAB2	0.452
CDC20B	0.0255
IRF9	-0.0985
CENTG1	0.2075
TNPO2	-0.49675
MCPH1	0.92975
BMS1P5	-2.21225
SLC26A7	-0.01125
HIST1H3J	-0.52575
C9orf3	0.4838
LBH	0.2465
MYO1D	1.02125
PTDSS2	-0.30175
NFU1	0.93625
DEPDC4	0.13275
WNT7B	2.6952
GLP2R	0.1395
SETD4	-0.4303
DYNLT3	1.482
FKBP11	-0.475
SESTD1	0.0193333333333333
FLII	-0.16125
RPS16	0.1485
CHPF	-0.5375
CSNK2A1	-0.846
SUMO1P1	0.30625
FKBP6	-0.2815
ZNF214	1.96616666666667
TWIST1	2.34633333333333
DDX56	-0.903
TRAM1L1	1.9735
EPO	-3.62083333333333
MRPS18B	-0.8995
ZNF682	-2.572
RPL14	-0.19
MAFF	2.14325
LOC51136	-0.13225
LY96	2.07025
DDX20	0.227
ABTB1	0.509333333333333
ARL5A	0.5057
CCT6A	-0.64075
HEPACAM	-1.45116666666667
EHHADH	-0.5645
RBAK	-0.528
CGB1	-0.3415
ITGB5	-0.2527
YIPF3	-0.31675
FKBP2	0.60325
NR1D1	1.3068
TMEM110	0.9695
NEK2	-0.0953333333333333
PRAMEF8	-2.98225
C20orf52	0.825333333333333
PCDHGA3	0.554
VWA3B	0.395
NDUFA5	0.65425
THAP9	0.2555
FLVCR2	0.642666666666667
AP1S1	1.30375
SMAD6	-2.00425
SAV1	-0.50175
SAT1	1.18575
ZNF251	0.624
ADAMTS7	1.21
RPP38	0.555
C1orf211	-0.945
YPEL2	0.68965
RBMS1	0.88625
ZNF445	-0.4296
NRXN2	1.9635
PGBD4	0.628
UGT2B28	-1.6195
WBSCR16	-0.9533
NLRC3	-1.755375
ASTL	0.0225
ST6GALNAC1	-3.95425
ZADH2	-0.3505
MLLT4	-0.480666666666667
ARL6	2.27866666666667
MEF2C	-1.322
CBFA2T3	-6.0965
AFF3	0.249928571428571
COG7	-0.237833333333333
MYB	-7.98433333333333
PLXNA3	0.941
XRCC2	0.029
MMS19	-0.589375
ST8SIA5	2.26275
CHPT1	0.0343333333333333
KIAA1712	0.663375
OR6X1	0.156
ACTR3	1.0985
UGCG	1.15016666666667
OR4P4	0.597
ZAP70	-4.4155
LPP	0.653375
ZNF485	-1.42
PTPRCAP	-1.9595
IL12RB1	-0.195
ATRX	-0.687
CHST8	-2.837875
C14orf109	0.1925
ARV1	0.8535
NMB	4.1
COX5A	0.169666666666667
EIF6	-0.6945
MPPED2	-1.62066666666667
SEMG1	-0.789
CHRDL1	0.2115
TRAF3IP2	1.82225
WNK2	-1.557375
LILRA4	-0.210666666666667
LAMA2	2.195
PXT1	0.856
RLBP1	-2.393
CD300C	-0.8455
SLTM	-0.313625
FLJ10404	-0.939
APOBEC3D	0.2635
RENBP	0.238833333333333
ATXN7L1	0.08425
NID1	-1.503
TUBGCP3	0.614125
ITIH5	-0.696944444444444
CCDC110	3.6115
C8A	-2.24225
MGC87042	2.776
HOXC13	-3.6
TFDP2	-0.77325
HCP5	0.016
POLI	-0.131
UCN	-0.0571666666666667
ZNF764	-0.506166666666667
C8orf45	-0.633
FHL3	-0.948
SPATA5L1	0.305
MMRN2	-0.0913333333333333
NDST1	0.819
COL20A1	0.0075
ZNF248	0.343666666666667
PELP1	-0.917666666666667
MBL2	-1.05483333333333
RNF41	0.809625
C5orf24	1.079125
THOC5	-0.244875
SERINC3	0.836083333333333
RP11-151A6.2	-0.72275
CDCP2	0.2155
HIST1H2AA	0.54275
C11orf75	0.101166666666667
FKBP7	1.81325
DDOST	-0.46975
GPNMB	-0.746833333333333
TTF2	-0.474666666666667
KCNT1	-0.336333333333333
SLC39A14	2.065
NGRN	-0.4698
GPR137B	0.7965
MECP2	0.55425
PSMA1	1.01375
C16orf73	-5.23175
TMEM60	0.777
CSN3	-0.413
NOS1	0.366833333333333
RAB7L1	0.656833333333333
YBX2	-3.556
KIAA1166	0.323375
FUBP3	-0.429
ABCG1	-3.7265
ACACA	-0.285333333333333
ARL11	-1.06133333333333
ATOH1	0.4005
ODF1	0.223333333333333
CREB3L3	-1.67266666666667
TMEM127	0.706428571428572
DSCAML1	-0.509
PLN	-0.201
LYPLA1	-0.302333333333333
PRDM9	-1.596
SASP	-1.188
PLUNC	-0.287
INTU	0.7035
HISPPD1	-0.15975
LNPEP	0.696833333333333
YARS2	-0.116
APCDD1L	1.6265
ZCCHC4	0.8373
FBXO22	0.634833333333333
TTLL13	0.1545
ZNF669	-0.576166666666667
PTGDR	0.5425
DDX27	-0.25
KIAA0409	0.159166666666667
GJB6	-0.13525
ASB8	0.32425
PLP2	1.18866666666667
MEPE	-0.16625
OR10J5	-0.8205
KRT222P	2.45075
COQ7	0.1445
C1orf101	0.238
RERG	-3.666
CHMP5	0.745125
THAP11	-0.801125
ZNF43	-2.59166666666667
ZRANB3	0.189666666666667
KRT13	-1.414375
MRPL19	0.055875
RBBP9	-0.442
SPATA17	0.929375
BXDC5	-0.332166666666667
PAFAH1B1	0.642833333333333
MAGEE1	0.20375
OSTF1	0.4345
KIAA0323	-1.27408333333333
TXNDC13	-0.466833333333333
CNTN4	-0.801285714285714
LCE1B	0.037
UNQ501	0.892
ZNF154	-0.646
C3orf64	0.81725
SYT5	-0.2036
PON1	-0.2194
FLJ10357	-0.142125
ATP4A	-0.916
GNPDA1	-0.351666666666667
MGAT1	0.470666666666667
C14orf121	-0.92875
SLC35B2	0.27475
MIER3	0.402666666666667
CHEK1	-1.445125
ZNF8	-0.551166666666667
TXNDC1	-0.528166666666667
CKB	-2.3563
RTN3	0.862357142857143
FZD2	-0.803833333333333
PART1	-0.6935
PSMB6	0.50375
PCDHB8	0.3895
PHC3	-0.00280000000000001
PPP1R8	-0.284666666666667
NOVA2	0.466166666666667
TNFRSF11B	-4.736625
GOLPH3	0.402166666666667
UBLCP1	0.24725
SUHW3	-0.557
TTLL1	1.1745
OPN4	1.068
OR13G1	0.637
ZPBP2	0.7495
HSD17B11	-0.8365
C9orf50	1.7165
DHDDS	0.287285714285714
CTSW	-0.5524
NEFM	-1.017
MRPL28	-1.10325
SYN1	-0.015
PIGV	1.15866666666667
ZIM2	-1.20675
APBB1	0.74
SND1	0.551
C1orf123	0.582
CHD3	-1.417
BHLHB8	-0.421
RNASE2	-0.5028
BCAP31	-0.52
SLC25A44	-0.111166666666667
CHD6	0.00600000000000005
PIB5PA	-0.554230769230769
SELS	0.858125
LOC541471	0.485625
FAT2	0.2625
ZNF81	0.2695
OR4C16	-0.182
FLJ10081	-0.3773
LRRC4	-0.47475
CS	-0.5155
N4BP2	-1.558625
IGFBP7	1.09575
ZNF318	-0.09075
NDNL2	0.798625
ZNF609	-0.1715
SIRT4	1.243
EXOSC10	-0.205
ECE2	0.0223333333333333
OVGP1	-0.53425
GTPBP3	-0.57825
PACS2	-0.2085
C19orf36	-1.1235
ARL4C	-0.131125
ATG4B	-0.40675
UBQLNL	0.1175
RHOXF2B	-5.346
PLEKHG2	0.605
GALR1	-0.362
AQP4	0.0958333333333333
HDAC7A	-1.0025
DCUN1D3	1.5165
OR8A1	0.45
CCRN4L	0.644875
CBR4	-0.408
KIFC1	-1.69383333333333
SLC7A14	-0.327833333333333
LHX5	-1.0825
TRPC7	-0.418
LPXN	1.7105
SERPINA1	-3.712875
RPS13	-0.0759
BPIL3	-0.573
PRKAA1	-0.059
FADS2	0.1645
ENAH	0.8235
PRO1768	-0.132
APBA2BP	0.32775
LIPH	-0.700666666666667
C3orf33	-0.527
RCC2	-1.78578571428571
ALDH1A2	-2.9815
RNF103	0.9775
AHCY	-0.2785
ALG12	-0.425
CCL17	-0.8475
ZNF543	0.706166666666667
ESRRG	0.6969
CNGA1	-0.337
RDH5	2.64933333333333
OTX1	-1.1721
PTGFR	-0.297166666666667
CDR2	0.530375
SELE	-0.376666666666667
NLGN2	0.567166666666667
EXOSC9	0.2905
ZNF566	-1.40366666666667
KLRC2	-0.8285
GPR12	0.0125
KIAA0196	0.8105
PDRG1	-0.24725
SSR3	0.401857142857143
MSI1	-0.0665
CST9	-0.225
CC2D1A	-0.93
PLAGL1	0.747111111111111
ZNF778	0.429
RNF2	0.0665
KLF6	-0.311666666666667
THBD	0.0721666666666667
tcag7.1314	2.6085
NR5A1	-0.12
ABCD2	0.3245
DNAJC7	-0.791
CLEC4C	-0.053
TM2D3	0.4015
CCDC4	-0.455
PLAC2	-3.45425
DCD	-0.5785
FAAH	-1.388625
POLA1	-0.3555
TM7SF2	-1.99025
FLJ39822	-0.405333333333333
FLOT2	-0.344125
MAP4K1	-1.63083333333333
SRP68	0.191
C21orf74	0.438
ARPC5	0.447625
LOC126075	0.10275
HECW2	1.37185714285714
ZDHHC4	-0.1945
ANKRD42	0.6016
PDE9A	-3.36466666666667
ABCA8	0.06625
NDUFS2	-0.81225
UBR5	-0.732875
BTBD16	0.6775
LOC554174	0.54
ZNF20	-0.695
KIAA1843	1.0065
WDR17	1.13514285714286
C15orf33	0.986
RNF113A	-0.1675
CAMKK1	0.6376
CLCN2	-0.611
ANXA6	0.686
LOC340069	0.7375
EMID1	-1.303875
DPM3	-0.132333333333333
ELA1	0.009
SLC25A13	-0.1808
KRT24	0.14125
SMPD1	1.707
TH	-0.114375
COL6A2	0.254357142857143
ANKS1B	1.361
GPR126	-4.195375
ZC3H12A	2.57433333333333
TMEM47	1.73983333333333
C2orf51	-0.157
C1orf88	1.76283333333333
HSF2BP	0.71475
AKAP10	0.4785
RPAP3	-0.246
KLHDC8B	-0.439375
STOM	-0.1102
MUPCDH	-0.33275
C10orf72	0.893375
PLEKHA3	1.48758333333333
TCP11L1	1.34175
CWF19L1	0.308125
SPEF1	-0.0264615384615385
YSK4	-0.27575
ELN	-0.3339
SAMD8	1.39133333333333
MPI	-0.14
MEPCE	-0.6442
ABCC3	0.729125
NANOGP1	-3.015
KCNK17	-1.17025
HLA-DMB	3.45
RRAGA	1.868
ANGEL1	-0.14925
RBM32B	0.4055
CPN1	-3.33625
MGC52282	-1.1401
HLA-A	0.769
OR9G4	-0.01
EDNRB	-1.827875
SCD	1.58614285714286
C14orf80	-0.9355
BAGE2	-0.9395
RABL4	1.01416666666667
RCVRN	-0.2945
SHANK1	0.627
NLRP7	-4.1495
CD226	0.19225
STAT3	-0.724125
SYNJ2	0.467
TPCN2	-0.9455
WDR36	0.363583333333333
MBD4	0.374
ROBO1	1.1837
ST3GAL6	-2.1885
SLAMF8	2.82516666666667
ATN1	-0.130666666666667
GPR141	0.32975
KRT36	0.1515
TPH1	0.553
DDX52	-0.15175
ZSCAN29	0.196166666666667
TRPT1	1.001
DPEP3	0.19575
DENND4A	0.145875
TSPAN16	0.2945
PTCHD2	-0.315
LOC145814	-1.20075
CAP1	0.772
EIF5A2	1.2158
NT5DC3	-0.968875
SEPT9	-0.022875
SEZ6L2	1.26175
EGFLAM	0.18975
VPS11	-0.64325
NDUFB5	0.321833333333333
CIDEA	0.929166666666667
IER5L	-0.0105
N6AMT1	1.03925
FAM83C	-0.2915
OXR1	0.678083333333333
IRX1	-1.6135
DGKB	-0.0501666666666667
GCN5L2	-2.1045
MIR16	0.654625
FBXW9	-0.86275
WDR4	-2.20666666666667
PDC	-0.628
VPS33B	0.09525
HEXB	0.89825
FLJ32214	0.044
TCEB3	-0.023
CRLF1	-6.877
ABI3BP	4.906
C8orf22	-4.28975
PYCR1	-1.7285
KIAA1706	0.1815
CDK5R2	0.153875
WAS	0.1055
C12orf60	0.737
CCBL2	-0.756
MADD	-0.897
C5orf34	0.361
WDR42A	0.2435
KLF12	0.886875
HSPA1A	-7.10625
ITM2C	-0.680916666666667
DAPK2	-1.49983333333333
LOC442590	-0.2045
SUMF2	-0.688375
CENPA	0.0489230769230769
TMED5	0.409125
CDH6	-1.6364
BRP44	1.903
THG1L	-0.7925
GABRA2	1.01625
C14orf166	-0.7325
MYL1	-0.333166666666667
TNFSF18	0.536
PAP2D	-1.071
PPIB	0.059
KLHL4	0.528875
SFN	-3.9595
CCDC127	0.72225
FRAP1	-0.67975
GOLGA5	1.66225
SDCCAG1	-1.76475
MGC21675	-0.696833333333333
C10orf95	-2.42575
KIAA1345	1.4445
C1orf163	-2.376
LACE1	0.657833333333333
OR10K2	0.7695
CENPN	-0.36908
TMED2	0.78375
UGT1A6	-0.5075
ANG	-1.41775
U2AF1	-0.897166666666667
CASC2	0.2615
NMT2	1.67866666666667
OSGEPL1	1.046125
DFNB31	-1.7085
SLC6A20	0.00462499999999999
DKC1	-0.95875
FXYD4	-0.793
WDR64	-0.33675
MGC5590	0.817
CREBZF	-0.315166666666667
DAZ1	1.95625
PRPSAP1	0.0205
GCHFR	-1.96025
TTC7A	-0.987625
LOC196993	0.082
UBD	-4.14033333333333
S100A1	-1.974375
RPL6	-0.00499999999999999
DNAJB6	0.66125
NAGS	2.4946
C2orf58	0.504
KERA	0.253833333333333
MT1X	2.6429
UBE2B	1.123
KEAP1	0.17
MST1	-3.856125
OMA1	-0.0245
ABLIM2	-1.04675
BCL2L13	0.0753333333333333
JAZF1	1.03633333333333
TMEM63B	0.2275
S100A8	-1.7401
ARFIP2	0.72525
UROS	1.12825
KHDRBS2	-1.4805
POLQ	-1.52475
SOAT1	0.04675
SPAG4	1.41575
MRPS30	-0.482333333333333
LOC494141	0.96175
OR2T11	0.252
ORAOV1	0.9759
ZNF184	-0.808333333333333
TCEB3B	-0.3805
ADAM21	2.8765
GDPD1	0.83925
SPINLW1	0.317
PRR14	-0.831166666666667
KCTD9	0.8103
NUDT3	-1.5095
KIAA1822	-0.8985
HIST1H4K	-0.9545
DFNA5	2.4345
GABPA	0.22375
C14orf44	1.3715
POLB	-0.232625
PTAR1	0.0455
SEC31A	1.2376
