Hybridization REF	TCGA-AA-A00U-01A-01R-A002-07
GNRHR	-0.00250000000000001
PPBP	3.04625
HTR3A	-0.685625
SLITRK4	-3.0265
ANKRD49	-0.23525
BTF3	-0.0081
SARS	0.27225
C13orf18	4.05483333333333
CACNB1	0.058
QKI	-1.45313636363636
SETMAR	-0.010375
MAN2B1	-0.201166666666667
EML3	-0.97825
ACADL	-0.467
OFD1	-0.520125
DEFB114	0.7075
CGA	-3.0777
PEX16	-0.0985
LRRC10	-0.522
GNG12	0.614
C1orf152	-0.192
CHRM1	0.165
CD53	-1.527125
DBH	-0.506
TFAP2B	-2.6825
HIST1H2BJ	-1.176
FAM46D	0.026
TMEM11	0.1855
C3orf32	-2.81375
PCCB	-0.376875
IPO13	0.208625
C6orf105	-1.36875
COMMD5	0.25175
SUV420H1	0.3834
LTBR	1.471
ARHGAP15	-1.645875
HDHD2	-0.5675
TDRKH	-0.357
LOC401052	-0.5785
PSG4	-0.5405
GNB4	-2.1181
SPATA4	-0.32475
SLC9A3	0.367
OSBP	0.812166666666667
NBPF3	-0.29225
DOCK11	-0.1775
SLC39A5	0.956
PRR5	0.3868
C10orf63	0.359375
SMTNL2	-0.4835
ADRA1A	-0.0305
ASAH1	-0.2786
DOM3Z	0.1688
GIPR	0.419333333333333
AHI1	0.48175
NADSYN1	0.00816666666666666
RGS14	-0.358
IL18BP	0.4468
RTN4RL1	-0.321583333333333
ARMC6	-0.291
PSMD5	-0.044
HK3	0.3747
OR4S1	0.011
RSU1	0.4442
MAD2L1	-0.106333333333333
EIF4A3	0.33275
DLEC1	-0.0643333333333333
E4F1	-0.722
CHMP2B	1.0449
CAMSAP1	-0.26875
RPS21	-0.0248333333333333
ARID5A	0.2465
UBE2N	0.3937
IGSF8	0.159666666666667
MAGEB6	-0.8985
ACAD11	-1.071
MGC4172	-0.809
LMO4	0.3445
KLKB1	-0.519
HP	-0.433
HDAC3	-0.0735
SCHIP1	-1.19775
CLCA1	7.941
OLFML2A	0.09925
C1orf112	-0.697
KIF19	1.35216666666667
HAPLN4	-0.0006
CXCR7	-0.3545
GOT2	0.1823
RAB38	-3.762875
DCX	-0.87525
PPM1H	1.04183333333333
NFYC	-0.0795
KIN	-0.20275
ZNF228	-0.01875
PLSCR4	1.01366666666667
HIG2	0.39075
FAM79B	0.7525
C21orf86	-0.5178
KCNK10	0.81175
ZNF738	-1.048125
FSTL5	-0.230333333333333
OR6A2	0.00349999999999999
OTOA	-0.06
EXOC1	0.6285
AHRR	-2.346875
PDAP1	0.115666666666667
C19orf6	-0.2435
ZAN	0.2595
LY6G6E	0.133
EIF4E2	0.057
C20orf198	-0.27
ZNF324	-0.127
CYP3A5	2.63416666666667
ENTPD7	1.51116666666667
MBOAT5	0.115166666666667
GJB5	-1.35025
TTC13	0.7395
S100Z	-1.01166666666667
KIAA0664	-0.250666666666667
PDGFRB	0.952083333333334
IL17D	-0.1245
OR56B4	0.446
RDX	-4.32216666666667
SLC34A3	0.195
IL28B	0.084
JUND	1.1125
CHRNB1	-1.422125
CAMK2B	-1.30975
FETUB	-1.2625
CXorf23	0.89025
MRTO4	0.19875
TTC3	0.1403
NDUFB8	0.104833333333333
EDG2	-2.4735
SEMA3G	-0.52925
IL23A	-0.04325
GRHL1	0.1558
LOC441054	-2.4505
WDR65	0.137875
PSTK	-0.16
STOML3	0.321833333333333
R3HDM2	0.1961
C5	-2.10175
SLC2A10	-0.351833333333333
C3orf22	0.11575
PAQR3	0.262384615384615
ANKRD26	0.468416666666667
HCRTR1	0.2955
LOC399947	-0.111
PSD2	-0.4715
TIGD2	0.724833333333333
SCRN1	-1.985375
COQ10A	-1.548
DDI2	0.449
METTL7B	1.46416666666667
UCN2	0.3
FAM92A3	0.1465
WDR16	-0.12625
ZNF511	1.2935
ZMYM5	-0.055625
POLR3G	-0.5255
ZNF586	-0.68675
C1orf49	0.302
TANK	0.193166666666667
RCAN1	0.303666666666667
PELI3	-1.32166666666667
LIMD2	-0.972333333333333
TMEM189	0.1165
NTN4	-1.429375
LOC151300	0.0415
CLEC2A	-0.3105
GPR135	-0.092125
DPYSL4	-3.3306
JAK2	-0.166166666666667
TSHZ1	-0.123
TM9SF4	0.53925
ZNF264	0.323333333333333
SIRPG	1.1055
BICD1	-0.38675
HERC6	1.115
METTL5	0.059
CASP1	2.64775
PRRT1	-0.892
PLA2G4C	0.1595
ICA1L	-0.8585
TPTE2	0.0686666666666667
OTUD7A	0.550166666666667
AQP11	-1.1125
APOA2	-4.454
KALRN	-0.0828
SECTM1	-0.7285
IFNAR1	0.4975
TALDO1	0.2745
RAB11FIP4	0.974083333333333
EIF5A	-0.8505
FAM49A	0.77675
NEGR1	-0.103666666666667
YTHDC2	0.19525
EHD2	-1.509
NCF1	-0.0566
SCRT2	0.167
HOXA5	2.4625
NUP133	0.006
FGF12	-1.3165625
SLMO2	0.706
SNTA1	-1.354375
CACNG2	0.09625
GCM1	0.173625
ELF1	0.900666666666667
TLR5	0.777
TCFL5	0.0110833333333333
RBMY2FP	-0.202
LOC100125556	0.375625
FAM129B	-0.242
MAP3K7IP1	-0.948875
NCK2	0.744
OXA1L	-0.7305
FMO9P	0.312
ZSCAN12	-0.1695
PSMD12	-0.0998333333333333
HSCB	-0.6785
CLDN10	-1.15475
MGC13053	-0.11525
HPCAL4	-0.672666666666667
ASZ1	-0.386
MEX3D	0.689333333333333
NFAT5	1.0308
CSPG4LYP1	-0.257166666666667
FBXO3	-0.0899
DVL1	0.262666666666667
CMKLR1	0.8065
TYMS	-1.73725
PEF1	0.70275
ZNF750	-0.887833333333333
MCM5	-1.2554
MEGF11	-0.30825
KCNK7	0.093
PTP4A3	2.0405
C1QTNF2	-1.39783333333333
OR6S1	0.321
FAM122B	-0.155
ZNF551	-0.93375
HBQ1	-2.163
GEMIN6	-0.133
ARSK	0.43575
RBP7	-0.978333333333333
CPNE9	0.086
DSC1	-0.067
LOC730112	-0.189
MAP2K4	-2.1535
HS3ST5	-0.991
EPB41L3	-2.999
TEKT2	-1.2125
CDKN2B	-0.857166666666667
ZNF480	-0.094
MAP3K6	-0.7758
MAP6	0.0426666666666667
HN1	0.9465
OR2L13	-0.1245
SLC16A11	0.1225
FAM96A	-1.0235
APOL1	-0.199
C5orf32	0.87675
RTP1	-0.1765
RNF175	-1.898625
ZBTB41	0.637625
AHCTF1	0.4373
SAE2	0.2039
ITGA2	1.0265
MME	-1.50716666666667
CCDC14	-0.488
MAST4	-0.347142857142857
KRT33B	-0.5015
KCTD2	-0.374666666666667
WDR26	0.04925
MFI2	1.559
NR4A3	0.825625
ARSA	-0.01175
UNKL	-0.3085
SULT6B1	0.395
CCNA2	-0.0623333333333333
SOX15	-0.1305
PPAPDC1B	-1.12433333333333
C19orf44	-0.1795
MCAT	0.13125
ARID1B	0.370125
OR52N1	0.11
C12orf48	0.4935
MAGI1	0.5015
NIPA2	-0.4855
GBX2	0.576
RSHL3	-0.201375
RAVER1	0.1035
C15orf17	-1.462
SLC30A2	0.636125
ZNF518	0.40375
PCYT1B	-1.20625
C10orf114	-1.82475
EIF3H	0.586416666666667
SLC25A39	0.458666666666667
KIF1B	0.605875
AMOTL2	-0.125
C6orf120	0.255875
PSRC1	-0.4185
PLA2G10	2.2675
KIF5C	-0.556
MRPL37	0.0115
C17orf62	-0.631333333333333
C9orf135	-0.725166666666667
DUSP10	0.2935
CLCNKB	0.204
PSMA5	0.412875
C8orf53	0.90675
AMPD3	0.6065
PIAS1	-0.4705
ADCYAP1R1	0.273
GYLTL1B	2.024
CDH20	-0.2135
FBXO7	-0.88575
TMEM134	-0.401333333333333
FLJ14213	2.61366666666667
ZNF3	0.1485
LRRFIP1	0.137166666666667
CNOT2	0.229666666666667
ABI3	0.954
ALDH5A1	0.334333333333333
HNT	0.8261
SERPINA4	-1.884
TK2	-0.0125833333333333
STMN1	-0.905777777777778
GUCA2A	2.855
GALNT10	0.908571428571429
DPP6	-0.68755
C9orf93	-0.082625
PRELID2	1.457
STK39	1.532375
SFTPA1	-0.45525
CKS2	0.325888888888889
RHO	0.20175
C20orf135	0.02525
XKR3	-2.261
CR1	-0.0515
RPS6KA2	-0.314928571428572
C20orf112	0.9655
MRPL22	-0.16125
C4orf23	0.484666666666667
GADD45B	-0.6555
KLHDC1	-0.463333333333333
C2orf48	-0.9135
ZNF287	-0.7065
DAAM2	-1.70925
DPPA2	-2.60383333333333
TCTN3	0.548333333333333
DNAJB11	0.210375
FPR1	1.8985
DEFB4	0.408
PTCD2	-0.3118
SMOC2	4.93733333333333
CABP7	-0.00700000000000001
SERPINB11	-0.13575
MAGEF1	-0.4315
NDE1	0.0845
ITGA10	-0.202
FSHB	0.231
ANXA2	-0.168625
HORMAD2	0.35075
HLCS	0.22175
MCF2L	1.049
FH	-0.394875
TBC1D24	1.15625
KIAA1505	1.5895
LGALS2	-1.04225
CNBD1	-0.13
SYNPO2L	-0.3225
PTPN23	-0.0317857142857143
C1orf183	-0.883333333333333
MAGEA8	-2.21125
DGCR8	-1.146375
GSR	-0.36925
PAQR7	-0.1025
ZNF676	-0.61025
CACNA1C	-0.0603
SP7	0.2075
PDCD6	-0.4445
NRN1L	-1.049
BRI3BP	1.00475
KIAA1183	0.121
ASB4	0.20225
CCL23	0.5162
OBSL1	-3.345375
SLC12A7	0.627333333333333
KIAA0240	0.643125
CD1B	-2.95
FCGR2A	0.034875
MDC1	-0.5295
HTR1A	0.278666666666667
OCEL1	-0.68175
ATP11B	0.67275
FBXO34	1.655
PCDH12	2.27133333333333
RPE	0.27175
C17orf74	0.073
CSDC2	0.189666666666667
PET112L	-0.193
TMBIM1	0.686125
P2RXL1	-0.64525
TCHP	0.265
TRMT1	-0.191833333333333
F2RL2	-0.172083333333333
LRRC32	2.03283333333333
IMPG2	-0.092
BGLAP	-0.2505
LOC493869	-2.73516666666667
MRAS	-0.45925
SLC35F5	0.8055
CBWD1	0.403
AXL	-3.1645
ATP2C2	3.57075
TELO2	-0.377
PNPLA3	-2.38025
PCDHB14	0.98375
CD276	-0.638
KRT80	-0.363375
DUSP28	-0.3775
CSNK1E	-0.441416666666667
SRP14	-0.9705
KCNQ4	0.278
KRT72	0.106333333333333
CCDC117	-0.247875
C6orf89	-0.634
TUBB2B	-1.92066666666667
RTN4IP1	-0.09825
CR1L	-3.53283333333333
CEND1	0.085
C12orf41	-0.0321666666666667
RNF31	-0.173
UBN1	-0.1215
C17orf32	0.190875
SLC5A7	-0.00100000000000001
GPR92	1.74233333333333
ESAM	1.1845
CTNNA1	0.228
HRBL	0.3879
CBX4	-0.35125
TMEM182	0.37
SH3TC2	1.5755
IL10	0.145166666666667
PXMP4	0.568
RNF167	-0.5427
PAK7	-0.0761666666666667
ETV3	0.145
ATPIF1	-0.0268333333333333
LOC554207	-1.38033333333333
OR8H1	0.246
WDFY3	0.3365
DPM1	-0.5905
GPSM1	-0.271
WDR92	-0.3277
LRP1	0.373666666666667
ANKH	0.415875
THUMPD3	-0.291
POLR1B	0.80175
OLFM4	7.541
RAD9B	-0.37075
TSPY2	-2.5315
PAX6	-1.348
SCG2	-2.962875
SLC17A6	0.323
FMO3	1.287625
PADI4	0.10725
TUBB4	-1.0774
NLK	0.03525
POU4F3	0.1155
SDF4	0.10775
ITGBL1	-1.41783333333333
NETO1	-1.454125
TAP2	0.533875
ABBA-1	-0.146833333333333
GNAI1	-0.09475
VPS4B	-0.05975
NOPE	-0.351
GALNT6	1.35633333333333
SESN1	2.047375
GBE1	-1.92288888888889
CLASP1	-0.009
RASGEF1B	1.150125
ACOT11	1.17121428571429
AFAP1	0.72575
OR2H2	0.315
DPY19L2P1	-0.918
DZIP1	-2.7725
SEC22C	-0.242416666666667
GPR161	-1.45858333333333
RNF146	0.73525
WDR74	0.02
GALP	-0.9685
PURA	0.47075
DNPEP	0.518916666666667
RP11-78J21.1	-0.3225
ERBB2	1.066375
FANCM	-0.218
NEO1	0.364666666666667
DDX3Y	0.6906
RPS3A	0.291875
MXRA7	-0.803285714285714
LGALS3	2.13433333333333
GLT8D1	-0.431
CFL2	-2.50566666666667
UPB1	-0.00375
NAP1L5	-0.614625
CLDN14	0.8605
DHX38	-0.369
BTBD1	-0.847
TARS2	-0.302833333333333
ABCF1	-0.00490000000000001
FCF1	-0.0338333333333333
LRRC49	-0.531
GUCY1B2	-1.255
C1orf177	-0.0218333333333333
SMARCA4	-0.241714285714286
LRP8	0.0656666666666667
TAGLN3	-0.79275
MRPL14	-0.13375
TTRAP	0.9795
ZDHHC20	1.27825
NFE2L3	3.035
KIAA1377	-0.489125
PALMD	-0.6249
TMEM43	-0.23525
TTL	-0.36275
STAT5B	-0.726
SSB	-0.001375
OR10H5	0.0425
SLC22A13	-0.325
AKAP3	-0.7425
TIMM23	-0.0333333333333333
OAS2	1.07525
KIAA0423	0.4655
TRIM11	0.296666666666667
GLIS3	0.615375
TMEM50B	0.728333333333333
ARHGEF4	-0.7955
DEGS1	-1.87163636363636
TBL1XR1	0.913966666666667
G6PD	-1.6115
SP140	0.4457
MUC17	0.545357142857143
NUDC	0.0142
DNAJC5B	0.360166666666667
SCARA3	-1.7245
CPA3	1.695
BCAT2	0.07625
MFN1	0.1171
NRG3	-0.277
SNX11	-0.21625
PLEKHH1	0.515333333333333
GPR177	0.681333333333333
HCFC2	-0.349
TCAP	-0.76975
MOCOS	-1.238
C14orf93	-0.2395
PRDM10	-0.0775
SLC16A4	-0.47225
SRGAP1	-0.241833333333333
VIP	0.2485
DUSP27	0.778166666666667
LILRA1	0.0682
MC2R	0.086
MGC24103	-3.4635
MBTD1	-0.175
FUT11	-0.576166666666667
USP33	0.0328
C15orf39	-1.576
MAP3K12	-0.935
PAAF1	-0.743833333333333
BARHL1	0.088
FLJ16165	-0.239
PIWIL2	-1.6635
SYNE1	-0.489666666666667
CMTM4	1.11225
TSPYL1	-0.322
GUF1	0.489
TMEM157	0.739
WDR44	-0.7535
HIST1H3C	-0.29525
DKFZp666G057	-0.9015
RNPEP	0.35675
GAS2L2	0.00516666666666667
ADH4	-3.802
GRPR	-0.0508333333333333
FBXL17	0.25
ZBTB10	0.894583333333333
Gcom1	0.0138888888888889
HTRA1	-0.8452
ZNF585A	0.000166666666666685
SLC26A2	1.09414285714286
OTOP3	0.282666666666667
WISP1	0.951333333333333
ATP2B4	-1.82658333333333
FLJ10769	0.2105
CRAMP1L	0.055
CHST12	-0.376
RAB22A	0.232333333333333
TARDBP	-0.0636428571428571
STAU1	0.58375
CRB3	2.1135
MIG7	-0.90125
CHMP1A	0.421
ZNF160	-0.1455
B3GALT6	0.321875
BARX1	-2.04133333333333
C6orf167	-0.3614375
NXNL1	0.2365
DHX29	-0.02525
HADHB	-0.33225
PLXNB2	-0.18825
ILDR1	-0.48025
SLC15A3	0.42225
GAS2	-2.51683333333333
C20orf69	-0.24775
NUMB	0.3
TNIP1	0.580125
MESP1	-0.805
PSKH1	0.105
NSFL1C	-0.4115
RHOG	-0.248
HEY1	-3.75866666666667
KNG1	-1.143
ITGAX	0.8053
LIN9	-0.0806666666666667
CANT1	1.394375
XRN1	-0.0429285714285714
CCDC96	-0.3619
HEATR6	-1.695
GNG7	-1.38841666666667
RUNX2	-0.281625
SOX1	0.137166666666667
FCRL5	0.4634
ZNF99	-0.122125
FAM9A	-0.144
SNX22	0.563
MBNL3	-1.8155
ODC1	0.3262
ADORA2B	0.955666666666667
NR2F6	-0.24775
ZFYVE16	0.0088888888888889
SYNJ2BP	0.6958
POLE	-0.23825
E2F2	-0.2605
THRA	-0.0661666666666667
PTGES2	0.0825
HIP1R	1.06666666666667
TMUB1	-0.169
ENO3	-2.43625
RSPH10B	0.446
CXorf39	0.514
IRGC	0.184
GPR109B	0.19425
FLJ13305	0.099
LCE3A	0.0825
TNFRSF18	-1.831
DET1	-1.082
TRPM3	-0.0129166666666667
C16orf79	-1.3615
FECH	-1.2995
RAP2A	1.02666666666667
CRIP1	-0.9495
AZIN1	0.738
SLC7A7	1.41375
IL10RA	-0.2035
TMEM64	-1.3675
CDC42EP4	0.4286
C16orf58	-0.2588
ARG2	-0.6085
POU5F1P4	-2.3995
FAM62B	-0.400375
DNAH8	-1.7085
ASH2L	-0.781625
TSLP	-2.78816666666667
CNTNAP5	-0.437
TMEM16C	-0.34225
IFNA14	-0.2105
SLC1A3	-1.906
CABYR	-0.94975
BCL7B	-0.346
NUDT13	-1.01966666666667
C13orf28	0.30675
C1orf53	3.46944695195361e-18
ARL6IP4	0.0617
RPL35A	-0.0135
EMR3	0.86525
RAB40C	0.28525
SLC41A1	-0.118833333333333
LRCH1	0.84175
LY6G5B	-0.2975
FAM124A	-0.607785714285714
MGC10981	-3.73666666666667
CLIP3	-0.7888
MAP4K2	-1.22466666666667
CHIC1	0.233
SULF1	2.41783333333333
C20orf30	-0.776928571428572
PRDM5	1.083875
ELOVL1	-0.09375
C11orf48	-0.0585
SLC39A10	0.16725
KCNV1	1.38425
ACP1	-0.267166666666667
ZMYM2	0.434625
B3GNT6	2.74633333333333
C9orf69	0.58575
C2orf15	0.7555
C20orf166	0.4695
HSP90AA6P	1.199
EDG7	-0.4595
NEURL	0.98425
LPL	-1.437
CLEC2D	-0.684071428571428
GRRP1	0.5745
CD8B	-3.2605
HIST1H3D	-0.9685
SLC6A12	-0.104625
FAM27L	-0.0175
CD84	0.0089
RASA1	0.5825
PHKG1	-0.1785
MAGEA11	-0.877
IMPA1	-0.1652
NPM3	0.9715
RARRES1	3.8515
SH3BP1	0.055125
B3GNTL1	-0.321
ARPC5L	0.395333333333333
KLHL26	-0.02675
SIM2	1.42975
GJC1	0.233
C20orf194	-1.67475
EXO1	-1.11725
SLC2A2	-1.5785
LOC285074	-0.5325
LRG1	1.22425
KIRREL	-0.1245
PIK3R1	1.37528571428571
C4orf34	-0.8155
MAF	-2.71011111111111
ADCY4	2.3765
ZMIZ2	0.7354
SLC46A3	0.7395
STAMBP	0.232
CCDC16	0.407
MS4A12	0.131
TCF20	0.60825
LRRC46	-0.3305
C20orf152	0.10475
MRPS6	-0.39475
ABCB11	0.123
KCNC2	0.0471666666666667
CDH19	-2.0085
C9orf123	0.120833333333333
SSH3	0.01075
LDLRAD1	-2.4485
CCBE1	-0.57475
ZNF135	-1.42425
TAAR1	0.184
WFDC12	0.124
CCDC42	-0.095
FLJ12529	-0.31375
PER1	-0.878333333333333
TIMM50	-0.00200000000000001
SMARCAD1	-0.209666666666667
FAM26C	0.2185
TP53TG3	-2.58366666666667
SH3RF1	2.0159
LMCD1	0.3485
GPR63	-0.188
FLJ21986	-2.4515
AIFM3	2.4385
MICAL1	-0.203166666666667
BLZF1	-0.0436666666666667
IQCA	-0.689166666666667
PCDHGC3	0.1055
SAC	0.24325
BCL6B	1.19383333333333
DDO	-0.25675
MARCO	0.71125
DCHS1	0.0025
C1orf170	-1.77516666666667
CD200R1	0.284
C22orf15	-0.6925
SEPT11	1.05183333333333
ADNP	0.37325
UST	-2.1529
C13orf34	-0.301833333333333
RFFL	0.823357142857143
APBA3	0.3715
C2orf60	-0.06725
CUTL1	0.3285
PMS1	-0.251125
ZNF689	-0.597
EIF3E	0.559166666666667
IL9	-0.0223333333333333
RPL31	-0.00187500000000002
LY9	0.0383333333333333
ATP2B3	-0.053
KDELR2	0.622375
TFCP2	0.77625
NLRP12	-0.617625
FLJ45422	0.2185
TLE4	-0.0131
ZNF570	-1.1845
FLJ43806	0.188
TLK2	0.051125
CIR	0.40675
MARS2	1.9685
COL24A1	-0.964
SDF2L1	-0.5465
HIBADH	0.253
IGFBP3	-2.72792857142857
C12orf23	-0.664625
PSPC1	0.002
C20orf43	-0.12975
TRAV20	-0.036
ARHGAP24	-0.114625
KIAA1975	-1.050375
C1QA	2.4937
DNTT	-3.899
C10orf6	-0.0923333333333333
C11orf41	-2.3285
HNRPF	0.607375
COL11A1	3.393
UBAP2	0.3705
CDKN2AIPNL	-0.745
C20orf174	1.38825
SPRED2	0.29725
PLA2G12A	0.855
ICEBERG	-1.22766666666667
SCN10A	0.4795
C11orf65	-0.7295
GBP5	3.391
PITPNC1	-1.55566666666667
POU3F3	0.291
NCOA7	3.567125
LIN7C	0.3332
LOC348840	-0.76
NKX2-2	-2.29375
ANKRD13D	-0.26475
LOC123688	-0.9535
FUT2	2.7585
TAAR8	0.255
FZD4	-0.709666666666667
PNMA3	-1.76433333333333
OR4L1	0.2445
WIT1	-2.3285
EXOC3L	0.8195
ATPBD4	-0.2177
KRBA1	-3.87875
UBXD6	-0.83375
HOXB7	1.17764285714286
C7orf23	-0.4965
UNQ338	1.31175
STAB2	0.2195
CDC20B	0.17025
IRF9	1.30575
CENTG1	-0.423666666666667
TNPO2	-0.1365
MCPH1	-0.247375
BMS1P5	-1.12225
SLC26A7	-0.111
HIST1H3J	0.3255
C9orf3	0.5244
LBH	0.9485
MYO1D	1.68125
PTDSS2	-0.17325
NFU1	0.4225
DEPDC4	-0.6155
WNT7B	-0.6263
GLP2R	-0.1225
SETD4	0.00879999999999998
DYNLT3	-0.2028
FKBP11	0.053
SESTD1	-0.551166666666667
FLII	-0.21525
RPS16	0.1944
CHPF	-0.686166666666667
CSNK2A1	-0.0155
SUMO1P1	-0.28575
FKBP6	-0.5865
ZNF214	0.839166666666667
TWIST1	-0.632666666666667
DDX56	-0.27
TRAM1L1	-0.7168
EPO	-3.00666666666667
MRPS18B	-0.28375
ZNF682	-2.11033333333333
RPL14	0.174
MAFF	0.65
LOC51136	-0.721375
LY96	-2.348
DDX20	0.1675
ABTB1	-0.162
ARL5A	1.1641
CCT6A	-0.17025
HEPACAM	-1.13183333333333
EHHADH	0.813166666666667
RBAK	0.595
CGB1	-0.17425
ITGB5	-1.0187
YIPF3	0.12975
FKBP2	-0.0335
NR1D1	0.0252
TMEM110	-0.4385
NEK2	-0.0305
PRAMEF8	-2.84325
C20orf52	-0.161
PCDHGA3	-1.3025
VWA3B	0.0365
NDUFA5	-0.123375
THAP9	0.3585
FLVCR2	-0.912
AP1S1	0.02725
SMAD6	-1.08025
SAV1	0.10125
SAT1	1.341625
ZNF251	0.72225
ADAMTS7	0.1096
RPP38	0.74675
C1orf211	-1.403
YPEL2	0.69355
RBMS1	-2.70075
ZNF445	0.0161666666666667
NRXN2	-0.137
PGBD4	-0.361625
UGT2B28	-0.88075
WBSCR16	-0.6119
NLRC3	0.163375
ASTL	0.052
ST6GALNAC1	2.86325
ZADH2	-0.079375
MLLT4	1.23083333333333
ARL6	0.1015
MEF2C	-0.84
CBFA2T3	-1.08
AFF3	-0.408714285714286
COG7	-0.535333333333333
MYB	0.701166666666667
PLXNA3	-0.187
XRCC2	-0.921166666666667
MMS19	-0.010875
ST8SIA5	-0.644625
CHPT1	0.258
KIAA1712	-0.869125
OR6X1	-0.0775
ACTR3	0.75375
UGCG	-0.213833333333333
OR4P4	-0.0695
ZAP70	-2.80825
LPP	1.0885
ZNF485	0.76525
PTPRCAP	-0.534
IL12RB1	0.18175
ATRX	-0.1445
CHST8	-2.706
C14orf109	-0.347
ARV1	-0.88275
NMB	-0.893142857142857
COX5A	-0.434666666666667
EIF6	0.377
MPPED2	-1.15833333333333
SEMG1	0.754
CHRDL1	0.013
TRAF3IP2	0.7335
WNK2	0.848875
LILRA4	0.148166666666667
LAMA2	1.36525
PXT1	0.1175
RLBP1	-0.07625
CD300C	-0.37675
SLTM	-0.449
FLJ10404	-0.13475
APOBEC3D	-2.34933333333333
RENBP	-0.406
ATXN7L1	0.08525
NID1	-0.10275
TUBGCP3	-0.03825
ITIH5	0.582833333333333
CCDC110	-0.10125
C8A	-2.80775
MGC87042	0.26825
HOXC13	-2.90125
TFDP2	-0.18825
HCP5	1.620125
POLI	-1.011
UCN	-1.077
ZNF764	-0.278666666666667
C8orf45	0.55025
FHL3	-0.9775
SPATA5L1	-0.171
MMRN2	1.38566666666667
NDST1	-0.0223333333333333
COL20A1	-0.372333333333333
ZNF248	-0.5535
PELP1	-0.495333333333333
MBL2	-1.77833333333333
RNF41	0.878125
C5orf24	0.624375
THOC5	-0.823
SERINC3	0.283083333333333
RP11-151A6.2	0.67375
CDCP2	0.003
HIST1H2AA	0.11925
C11orf75	0.407
FKBP7	-0.59
DDOST	-0.2235
GPNMB	-2.655
TTF2	0.316166666666667
KCNT1	0.0493333333333333
SLC39A14	0.163375
NGRN	-0.8374
GPR137B	0.20325
MECP2	-0.102375
PSMA1	-0.15075
C16orf73	-4.33475
TMEM60	-0.648666666666667
CSN3	-0.0205
NOS1	0.248333333333333
RAB7L1	0.0153333333333333
YBX2	1.115
KIAA1166	0.171125
FUBP3	-0.052
ABCG1	0.761
ACACA	-0.184666666666667
ARL11	-0.7057
ATOH1	1.0625
ODF1	0.0601666666666667
CREB3L3	-0.8515
TMEM127	0.334
DSCAML1	-0.479
PLN	1.386
LYPLA1	0.553083333333333
PRDM9	-1.5435
SASP	-1.78
PLUNC	0.0658333333333333
INTU	0.77875
HISPPD1	-0.23075
LNPEP	0.864666666666667
YARS2	0.0431666666666667
APCDD1L	-1.7945
ZCCHC4	-0.0718
FBXO22	-0.834333333333333
TTLL13	-0.327
ZNF669	0.1895
PTGDR	1.386
DDX27	0.866
KIAA0409	0.376333333333333
GJB6	0.2505
ASB8	0.22375
PLP2	0.3195
MEPE	0.08525
OR10J5	0.023
KRT222P	-0.619
COQ7	0.372833333333333
C1orf101	-0.1145
RERG	-2.4693
CHMP5	-0.201875
THAP11	-0.171
ZNF43	-0.6955
ZRANB3	-0.0393333333333333
KRT13	-1.222
MRPL19	-0.03125
RBBP9	-0.41325
SPATA17	0.625875
BXDC5	0.0236666666666667
PAFAH1B1	-0.606416666666667
MAGEE1	-1.03725
OSTF1	0.16875
KIAA0323	0.109166666666667
TXNDC13	-0.419833333333333
CNTN4	0.331125
LCE1B	-0.419
UNQ501	-0.14475
ZNF154	-0.5595
C3orf64	0.314
SYT5	0.0501
PON1	0.36
FLJ10357	-0.923125
ATP4A	-0.6935
GNPDA1	-0.330833333333333
MGAT1	0.135833333333333
C14orf121	0.21975
SLC35B2	-0.139
MIER3	-0.131333333333333
CHEK1	0.039625
ZNF8	0.107833333333333
TXNDC1	-0.16
CKB	2.0066
RTN3	0.0647142857142857
FZD2	-1.95666666666667
PART1	0.06725
PSMB6	-0.7295
PCDHB8	-1.7345
PHC3	0.4961
PPP1R8	0.599666666666667
NOVA2	0.598
TNFRSF11B	-0.457125
GOLPH3	0.3175
UBLCP1	-0.4375
SUHW3	-0.37025
TTLL1	-0.8795
OPN4	0.05
OR13G1	0.421
ZPBP2	0.220833333333333
HSD17B11	0.810625
C9orf50	-0.39
DHDDS	-0.260357142857143
CTSW	0.329
NEFM	-2.40233333333333
MRPL28	-0.86725
SYN1	0.223
PIGV	0.0145
ZIM2	0.175
APBB1	-1.51666666666667
SND1	-0.03075
C1orf123	-0.3745
CHD3	0.613
BHLHB8	0.51625
RNASE2	-0.362666666666667
BCAP31	-0.19125
SLC25A44	0.0486666666666667
CHD6	0.2113
PIB5PA	0.228076923076923
SELS	-0.31575
LOC541471	-1.37425
FAT2	-0.0775
ZNF81	0.442
OR4C16	0.092
FLJ10081	-0.2698
LRRC4	-0.46125
CS	0.366666666666667
N4BP2	-0.80075
IGFBP7	0.65725
ZNF318	-0.0490833333333333
NDNL2	-0.4055
ZNF609	-0.544
SIRT4	-1.6995
EXOSC10	0.16175
ECE2	0.3735
OVGP1	1.07825
GTPBP3	-0.2105
PACS2	0.5274
C19orf36	-1.517
ARL4C	-1.490125
ATG4B	-0.19775
UBQLNL	-0.9005
RHOXF2B	-3.769
PLEKHG2	-1.113
GALR1	-0.224
AQP4	-0.168166666666667
HDAC7A	-0.363666666666667
DCUN1D3	0.4465
OR8A1	0.125
CCRN4L	0.17475
CBR4	-0.1125
KIFC1	-0.0621666666666667
