Hybridization REF	TCGA-AA-A01K-01A-01R-A00A-07
CHPF	-0.302166666666667
CSNK2A1	-0.826333333333333
SUMO1P1	0.361
FKBP6	-0.281
ZNF214	-0.126333333333333
TWIST1	0.362333333333333
DDX56	-0.881833333333333
TRAM1L1	0.4291
EPO	-3.06666666666667
MRPS18B	0.32125
ZNF682	-1.32833333333333
RPL14	-0.576
MAFF	0.18875
LOC51136	-0.86725
LY96	0.0045
DDX20	-0.4025
ABTB1	0.463666666666667
ARL5A	0.6454
CCT6A	-0.6915
HEPACAM	-0.6276
EHHADH	1.58533333333333
RBAK	0.2355
CGB1	0.3275
ITGB5	-0.613
YIPF3	-0.3635
FKBP2	-0.331
NR1D1	0.381
TMEM110	-0.186
NEK2	-0.348833333333333
PRAMEF8	-2.59125
C20orf52	0.284666666666667
PCDHGA3	-0.4975
VWA3B	-0.135
NDUFA5	-0.431375
THAP9	-0.08625
FLVCR2	0.894
AP1S1	0.417875
SMAD6	-1.03975
SAV1	-0.651875
SAT1	0.852875
ZNF251	0.02075
ADAMTS7	0.114
RPP38	0.66775
C1orf211	-2.1095
YPEL2	1.0015
RBMS1	-0.8655
ZNF445	-0.147
NRXN2	0.12
PGBD4	0.252
UGT2B28	-1.38475
WBSCR16	-0.6163
NLRC3	0.464125
ASTL	-0.24575
ST6GALNAC1	0.71125
ZADH2	-0.23575
MLLT4	1.42125
ARL6	0.069
MEF2C	-1.01625
CBFA2T3	-3.6115
AFF3	-0.591428571428571
COG7	-0.396833333333333
MYB	-0.235333333333333
PLXNA3	-0.2595
XRCC2	-0.765166666666667
MMS19	-0.22725
ST8SIA5	-0.82875
CHPT1	0.559166666666667
KIAA1712	-1.09875
OR6X1	-0.073
ACTR3	0.489875
UGCG	-0.976
OR4P4	0.33
ZAP70	-3.04675
LPP	1.55375
ZNF485	0.70625
PTPRCAP	-0.18175
IL12RB1	0.33875
ATRX	-0.1667
CHST8	-2.887
C14orf109	-0.4065
ARV1	-0.00575
NMB	0.467285714285714
COX5A	0.522833333333333
EIF6	0.522
MPPED2	-1.01033333333333
SEMG1	3.1165
CHRDL1	0.452
TRAF3IP2	1.001
WNK2	0.360625
LILRA4	0.523
LAMA2	2.59775
PXT1	-0.4335
RLBP1	-2.42225
CD300C	-0.4045
SLTM	0.319875
FLJ10404	0.284125
APOBEC3D	-1.56716666666667
RENBP	-0.370166666666667
ATXN7L1	-0.056625
NID1	-0.1175
TUBGCP3	-0.475
ITIH5	1.50172222222222
CCDC110	-0.15925
C8A	-2.17275
MGC87042	-0.2475
HOXC13	-3.1325
TFDP2	-0.535
HCP5	1.221875
POLI	-0.99025
UCN	-2.39216666666667
ZNF764	0.513333333333333
C8orf45	0.44525
FHL3	-0.8665
SPATA5L1	-0.00175
MMRN2	1.866
NDST1	0.203
COL20A1	-0.625833333333333
ZNF248	-0.1015
PELP1	-0.523
MBL2	-1.23933333333333
RNF41	0.507
C5orf24	0.82775
THOC5	-0.309857142857143
SERINC3	0.49
RP11-151A6.2	0.839
CDCP2	-0.28375
HIST1H2AA	0.0597499999999999
C11orf75	0.998833333333333
FKBP7	-0.55675
DDOST	-1.4025
GPNMB	0.227666666666667
TTF2	-1.46583333333333
KCNT1	-0.0273333333333333
SLC39A14	0.691375
NGRN	-0.4795
GPR137B	1.61
MECP2	-0.093875
PSMA1	0.0975
C16orf73	-4.3075
TMEM60	-0.5835
CSN3	-0.372
NOS1	0.0808333333333333
RAB7L1	0.392166666666667
YBX2	0.3885
KIAA1166	-0.06975
FUBP3	-0.418833333333333
ABCG1	-0.3335
ACACA	-0.387666666666667
ARL11	1.4095
ATOH1	0.0955
ODF1	0.0496666666666667
CREB3L3	1.486
TMEM127	1.08742857142857
DSCAML1	-0.41325
PLN	3.2388
LYPLA1	-1.11733333333333
PRDM9	-1.558
SASP	0.24625
PLUNC	-0.325
INTU	0.6965
HISPPD1	-0.081
LNPEP	0.301333333333333
YARS2	-0.111
APCDD1L	-1.876
ZCCHC4	-0.1716
FBXO22	-0.803
TTLL13	-0.41
ZNF669	-0.324666666666667
PTGDR	1.711
DDX27	0.7875
KIAA0409	-0.4785
GJB6	0.45675
ASB8	0.6285
PLP2	0.288833333333333
MEPE	-0.04725
OR10J5	-0.478
KRT222P	0.1925
COQ7	0.6865
C1orf101	0.30825
RERG	-1.4522
CHMP5	0.14
THAP11	-0.405625
ZNF43	-1.19233333333333
ZRANB3	-0.4915
KRT13	-0.552
MRPL19	-0.115875
RBBP9	-0.454
SPATA17	0.433375
BXDC5	0.0806666666666667
PAFAH1B1	0.137833333333333
MAGEE1	0.49725
OSTF1	0.39425
KIAA0323	-0.5175
TXNDC13	-0.879833333333333
CNTN4	0.877625
LCE1B	-0.646
UNQ501	0.118
ZNF154	-0.353
C3orf64	0.18575
SYT5	-0.1658
PON1	-0.161
FLJ10357	-1.212125
ATP4A	-0.6255
GNPDA1	-0.41
MGAT1	0.515833333333333
C14orf121	-0.5265
SLC35B2	-0.11625
MIER3	1.0055
CHEK1	-0.69075
ZNF8	-0.762666666666667
TXNDC1	-1.008
CKB	-1.9492
RTN3	-0.092
FZD2	-1.50066666666667
PART1	-0.578
PSMB6	0.1245
PCDHB8	-1.1955
PHC3	0.2125
PPP1R8	-0.492
NOVA2	1.01983333333333
TNFRSF11B	-2.479
GOLPH3	0.991333333333333
UBLCP1	0.13125
SUHW3	-0.483
TTLL1	0.0475
OPN4	0.0505
OR13G1	-0.1325
ZPBP2	0.181
HSD17B11	1.153625
C9orf50	-0.3965
DHDDS	-0.586071428571429
CTSW	0.3703
NEFM	-1.881
MRPL28	-0.89575
SYN1	0.141333333333333
PIGV	-0.511
ZIM2	-1.01275
APBB1	-1.11116666666667
SND1	0.172
C1orf123	-0.8545
CHD3	-1.36
BHLHB8	-0.375
RNASE2	-0.416333333333333
BCAP31	-0.012
SLC25A44	0.300333333333333
CHD6	-0.1375
PIB5PA	1.04876923076923
SELS	0.608875
LOC541471	-0.32775
FAT2	0.927
ZNF81	0.344
OR4C16	0.3795
FLJ10081	-0.6939
LRRC4	1.102
CS	0.0635
N4BP2	-0.738375
IGFBP7	1.80675
ZNF318	0.847833333333333
NDNL2	0.224625
ZNF609	-0.005
SIRT4	-0.353
EXOSC10	-0.6835
ECE2	0.137454545454545
OVGP1	1.232
GTPBP3	-0.45775
PACS2	0.0323
C19orf36	-1.2675
ARL4C	-0.811375
ATG4B	-0.026125
UBQLNL	-1.068
RHOXF2B	-5.34
PLEKHG2	-0.8505
GALR1	-0.2295
AQP4	0.124333333333333
HDAC7A	0.00233333333333334
DCUN1D3	1.62325
OR8A1	0.6375
CCRN4L	0.6395
CBR4	-0.586666666666667
KIFC1	-0.818666666666667
SLC7A14	-0.6025
LHX5	-0.774
TRPC7	-0.4755
LPXN	-0.4955
SERPINA1	-1.1865
RPS13	-0.3079
BPIL3	0.24
PRKAA1	-0.775
FADS2	0.0644
ENAH	-0.1040625
PRO1768	-0.4005
APBA2BP	-0.5105
LIPH	3.15233333333333
C3orf33	-0.51925
RCC2	-0.479071428571429
ALDH1A2	-2.7842
RNF103	2.0065
AHCY	0.53375
ALG12	-0.374
CCL17	1.168
ZNF543	0.131333333333333
ESRRG	0.8213
CNGA1	0.9975
RDH5	1.02833333333333
OTX1	-0.1987
PTGFR	-0.496333333333333
CDR2	0.429
SELE	2.42275
NLGN2	-1.7475
EXOSC9	-1.5855
ZNF566	-0.0203333333333333
KLRC2	-2.9885
GPR12	0.1125
KIAA0196	0.45275
PDRG1	-0.23275
SSR3	-0.177357142857143
MSI1	-0.596
CST9	-0.7605
CC2D1A	-0.2345
PLAGL1	-0.222764705882353
ZNF778	0.4575
RNF2	0.03575
KLF6	0.953666666666667
THBD	1.10366666666667
tcag7.1314	1.787
NR5A1	-0.105833333333333
ABCD2	0.1005
DNAJC7	1.01925
CLEC4C	0.546
TM2D3	0.2445
CCDC4	0.254
PLAC2	-3.31675
DCD	-0.3175
FAAH	0.595375
POLA1	0.130333333333333
TM7SF2	-1.9695
FLJ39822	2.38583333333333
FLOT2	-0.735
MAP4K1	-0.854333333333333
SRP68	-0.41
C21orf74	-0.402
ARPC5	0.523
LOC126075	0.14125
HECW2	0.17725
ZDHHC4	-0.5825
ANKRD42	1.1142
PDE9A	-0.345666666666667
ABCA8	-0.615
NDUFS2	-0.21775
UBR5	-0.559
BTBD16	0.9835
LOC554174	0.06
ZNF20	0.7875
KIAA1843	-0.863
WDR17	-0.11275
C15orf33	0.5185
RNF113A	-0.0445
CAMKK1	0.2022
CLCN2	1.73175
ANXA6	-0.218
LOC340069	0.6445
EMID1	0.2715
DPM3	-0.567083333333333
ELA1	-0.3005
SLC25A13	0.4184
KRT24	0.686666666666667
SMPD1	-1.09516666666667
TH	0.054
COL6A2	-0.505214285714286
ANKS1B	0.77675
GPR126	-1.2223
ZC3H12A	0.9945
TMEM47	0.638833333333333
C2orf51	-0.7535
C1orf88	0.127333333333333
HSF2BP	-1.034
AKAP10	-0.41425
RPAP3	-0.3095
KLHDC8B	-1.03925
STOM	-0.3197
MUPCDH	2.448625
C10orf72	-0.112875
PLEKHA3	0.461583333333333
TCP11L1	-0.2
CWF19L1	0.330375
SPEF1	-0.0296153846153846
YSK4	-0.37075
ELN	2.1401
SAMD8	0.164166666666667
MPI	-1.458
MEPCE	-0.0349
ABCC3	1.780625
NANOGP1	-2.4915
KCNK17	2.65975
HLA-DMB	4.25716666666667
RRAGA	0.208
ANGEL1	-0.30475
RBM32B	0.1445
CPN1	-2.08575
MGC52282	0.9894
HLA-A	1.38333333333333
OR9G4	-0.0725
EDNRB	-0.4575
SCD	-0.548214285714286
C14orf80	-1.09183333333333
BAGE2	-0.5905
RABL4	0.3745
RCVRN	0.1285
SHANK1	0.324
NLRP7	-1.74125
CD226	0.3355
STAT3	0.3755
SYNJ2	-0.0677
TPCN2	-0.444833333333333
WDR36	0.05675
MBD4	0.11225
ROBO1	0.4302
ST3GAL6	-3.283
SLAMF8	2.49383333333333
ATN1	0.0145
GPR141	0.70625
KRT36	0.1185
TPH1	-0.08
DDX52	0.68225
ZSCAN29	0.2275
TRPT1	-0.772166666666667
DPEP3	0.092
DENND4A	-0.611875
TSPAN16	-0.2905
PTCHD2	-0.508
LOC145814	-0.4715
CAP1	-0.207666666666667
EIF5A2	0.8069
NT5DC3	0.04225
SEPT9	-0.27775
SEZ6L2	0.116625
EGFLAM	1.71675
VPS11	-0.015375
NDUFB5	0.25
CIDEA	-0.135666666666667
IER5L	-0.0355
N6AMT1	-0.11125
FAM83C	-0.2885
OXR1	0.45675
IRX1	-0.7965
DGKB	0.231666666666667
GCN5L2	-0.86925
MIR16	0.241625
FBXW9	-0.5035
WDR4	-2.76216666666667
PDC	-1.219
VPS33B	-0.727
HEXB	-0.1495
FLJ32214	0.09575
TCEB3	-1.55875
CRLF1	-5.6765
ABI3BP	-0.289333333333333
C8orf22	-3.74125
PYCR1	-1.772
KIAA1706	2.18975
CDK5R2	0.240125
WAS	-0.254
C12orf60	-0.61075
CCBL2	-0.62925
MADD	-0.62325
C5orf34	-1.23775
WDR42A	0.9268
KLF12	-0.227875
HSPA1A	-1.49075
ITM2C	-0.529583333333333
DAPK2	2.95116666666667
LOC442590	-0.484
SUMF2	-0.015125
CENPA	-1.21
TMED5	-1.000875
CDH6	-0.0677
BRP44	1.017875
THG1L	0.43925
GABRA2	0.439
C14orf166	-0.68825
MYL1	-0.5914
TNFSF18	0.366
PAP2D	-0.523166666666667
PPIB	-0.766
KLHL4	-0.050375
SFN	-0.2815
CCDC127	0.21825
FRAP1	-1.09425
GOLGA5	-0.167
SDCCAG1	-0.141
MGC21675	-0.372
C10orf95	-0.1195
KIAA1345	-0.7715
C1orf163	-0.8045
LACE1	0.364333333333333
OR10K2	0.754
CENPN	-0.5726
TMED2	0.4375
UGT1A6	2.391
ANG	-0.55675
U2AF1	-1.03516666666667
CASC2	0.448333333333333
NMT2	0.799
OSGEPL1	-0.56025
DFNB31	-1.3465
SLC6A20	1.301
DKC1	0.04575
FXYD4	-0.0825
WDR64	0.10775
MGC5590	0.0745
CREBZF	0.5075
DAZ1	-0.215
PRPSAP1	-0.597
GCHFR	0.25075
TTC7A	0.5105
LOC196993	0.2885
UBD	3.31416666666667
S100A1	-1.427125
RPL6	0.740666666666667
DNAJB6	0.5741
NAGS	2.0502
C2orf58	0.054
KERA	0.314666666666667
MT1X	-1.531
UBE2B	1.4036
KEAP1	0.6745
MST1	-2.975125
OMA1	-0.404
ABLIM2	2.4025
BCL2L13	-0.247
JAZF1	0.1845
TMEM63B	0.823
S100A8	1.3409
ARFIP2	-0.224
UROS	0.20275
KHDRBS2	-1.663
POLQ	-0.454125
SOAT1	-0.97525
SPAG4	-2.60325
MRPS30	-0.824833333333333
LOC494141	-0.25425
OR2T11	-0.2945
ORAOV1	-0.00539999999999998
ZNF184	0.0138333333333333
TCEB3B	0.479666666666667
ADAM21	0.237
GDPD1	-0.47325
SPINLW1	0.36275
PRR14	-0.0968333333333333
KCTD9	-0.5514
NUDT3	0.7925
KIAA1822	0.4879
HIST1H4K	0.5665
DFNA5	-1.99875
GABPA	-0.1245
C14orf44	-0.90225
POLB	-0.75875
PTAR1	-0.48425
SEC31A	0.7827
TRIM58	0.21875
TAS2R14	-0.1705
VPS8	-0.2545
H1F0	0.316166666666667
PRKCB1	-2.71466666666667
UGT2A1	0.0615
TOR1B	0.08625
LSS	-1.93641666666667
C2orf19	-0.0395
HNRNPC	-0.0475714285714286
TMEM100	-1.19233333333333
LOC116349	-1.4965
OR51M1	1.0015
CCDC142	-0.40175
ISG15	-0.01875
ZCCHC14	0.78575
CREBL2	0.90875
TGDS	-0.646
DC2	-0.92225
CACNA2D3	-1.40507142857143
ZNF429	-0.871375
LYPD6	-0.615
SUCLG1	0.559833333333333
OR51I1	-0.273
MAGEH1	0.3265
PRPF40A	-0.1975
SMR3A	0.2515
SPINK2	-1.329
THAP2	0.15075
NPY5R	-0.116125
IRF4	-1.813375
SPESP1	-0.719
OR10S1	-0.0345
DTD1	-0.77925
TUBE1	0.24725
DDX19A	-0.0795
PDPN	-0.114
TMEM34	0.8545
MGAM	0.1255
COL3A1	5.71794444444444
GFM2	-0.2953
OR5A2	0.542
PSG9	-0.21225
ARHGEF11	0.00633333333333333
IVNS1ABP	0.444
SIGIRR	0.871
DUSP19	-0.52475
DNAJC14	-0.0485
ACSS1	-0.321625
IL1RAPL2	0.1305
C4orf30	-0.9535
SEPT4	1.19325
LANCL3	-0.404
SPAG17	-0.0545
PRDX3	-0.430625
HNF1A	1.064875
P4HA2	0.092625
RFWD3	-0.064
MOV10	-1.3045
DNAJA5	0.782785714285714
LOC729440	-0.21125
LOC200383	0.428875
SMC2	-1.29025
MIXL1	-0.677166666666667
TMEM9	-0.8315
FAM86A	0.872
ZNF174	0.236
MYH14	-0.605
CCR8	0.579
VPS37C	-0.2235
GPATCH1	0.492166666666667
B3GNT8	3.4005
TBX4	-0.37375
CNR2	0.0126666666666667
PCDH1	0.69425
C5orf29	0.98
OCIAD2	2.24375
PLCG2	1.4785
KIAA0247	1.255125
HRH3	0.222555555555556
CAPN13	3.17625
CCR1	-0.2718
MGC15523	-0.108888888888889
UVRAG	-0.635
DNAJA2	-0.100666666666667
ITGA2B	-1.5045
CLDN5	2.765125
PTPRN2	0.633357142857143
ZNF512	-0.919333333333333
PSAP	-0.116214285714286
CCDC140	0.5695
LRRC55	-0.11175
CYP26C1	-0.861
C8orf47	4.1415
LYN	0.58475
DUSP6	0.5095
TGFB3	1.5872
ELK1	-0.5529
PCDH11Y	0.048
HGD	0.6655
C17orf58	-0.848
MYO3A	1.3535
SERPINE2	-3.03433333333333
AARSD1	-0.169
C14orf73	-0.9355
ADAM33	-0.44025
ZNF491	-0.0995
MAPK6	-0.7915
TCN1	2.21883333333333
SLC24A6	0.947
UBE2R2	0.1755
H1FNT	0.59075
TATDN2	0.00699999999999999
LILRB1	0.70425
P2RY5	0.533
NUCB2	-1.03075
C2orf37	0.783
SNX27	0.0781666666666667
MTA3	-0.83425
FOXO4	-0.112857142857143
ID4	1.75616666666667
SOX5	-2.1404
PXMP3	0.872375
OR52M1	-0.00199999999999999
SFT2D3	0.0695
INA	-2.39583333333333
MCOLN1	-0.285
NFIX	0.7501
CLEC14A	4.49383333333333
HIBCH	-0.00649999999999999
PLA2G5	1.15075
TIMM10	-0.706333333333333
MED17	0.3886
COL4A4	-0.725
TPP1	-0.1055
GJA3	-0.5165
TMPRSS5	-0.05525
AADACL3	0.395
DNMBP	1.469
ENPP5	0.998833333333333
NQO1	0.783
ZSCAN2	-0.61575
SEC24C	-1.21033333333333
GTF2A1L	-0.6275
AXIN2	3.7892
FAM33A	-1.17891666666667
C16orf13	0.163125
SPNS2	1.861
TAF1	-0.95525
AP1G2	-0.617833333333333
RBM42	-0.177833333333333
HCN2	-0.131666666666667
EFHB	-0.144833333333333
RUSC1	-0.0995
GRIK5	0.034
USP21	-0.321333333333333
ATAD3C	-0.50175
ORMDL2	0.20675
PRSS7	-3.06775
PSAT1	-0.77875
FLJ13195	0.0365
TBC1D1	0.299833333333333
IFNG	1.5655
OTOS	-0.416
ZNF773	-0.415666666666667
EMD	-0.77425
RETN	0.14075
CCL8	2.1925
APH1A	0.27975
COX18	1.384625
GTF2IRD2	0.2525
CCDC82	-0.523666666666667
PAFAH2	0.1685
NPEPL1	0.0654
RP11-114G1.1	0.5455
TP53INP1	0.616857142857143
ZNF300	0.669
FOXL2	-2.931
LARP2	0.85275
LATS1	-0.08075
HTR6	-0.4355
SPOCK2	0.779666666666667
RNF144B	1.48133333333333
HTATIP2	0.18025
MGC10334	-0.893666666666667
CENTA2	2.186
FGF2	-1.785
FXYD7	0.21825
PHYHIPL	-0.1435
GPR34	1.1845
DDX6	0.506666666666667
OR10W1	-0.2065
LHFPL1	-1.345
ZNF313	0.736642857142857
VPS28	0.2825
AP3M1	0.2501
AKR1CL2	0.464
TRAF4	-0.1045
OR2B11	0.052
C19orf12	0.402166666666667
AKAP9	0.177666666666667
C1orf62	-0.33225
SLC20A1	-0.7015
FAM112A	0.026
LDB2	0.52775
MRPS23	-0.30475
KLK5	-0.278375
SPTB	-0.116125
EFEMP2	-0.363
EFNB2	2.057125
PCM1	-0.720142857142857
NMNAT3	2.47125
TSG101	0.407833333333333
C8orf40	-1.75433333333333
NOB1	-0.871
ABHD3	-0.67925
GTF3C4	-0.162375
PIGN	0.147166666666667
GALNTL1	-3.58775
AEBP1	0.785875
OR9Q1	0.4295
ANKRD2	-0.556375
CCL28	-0.21975
TRIM38	0.786166666666667
TMCC1	0.84825
SMG5	-0.0625
LRRC7	null
NCAPD2	-1.7635
C6orf153	-0.6405
C1orf74	0.09375
OTUD6A	0.391
DCP2	-0.5425
TMEM24	0.34675
RPL18	0.265666666666667
TMEM177	0.87775
LRRC37A3	0.464
C1D	-1.14666666666667
LDHC	-1.76925
UBE4B	0.332
NIT1	-0.205125
BTN3A3	1.0785
RASD1	-1.1595
COMMD3	-0.34275
SHFM1	0.97225
BIRC8	0.214
DUT	-0.70825
C12orf51	0.3075
LRRC59	-0.0801666666666667
LY6H	0.11725
WDR22	-0.423
EDEM1	-0.283928571428571
ADH1A	1.065
PANX2	-0.9512
CYP11B1	0.2495
CDC73	-0.801
GPR172A	-0.0995
GSTM3	-1.99723076923077
KCNA5	-0.041875
SERAC1	-0.0465
NFATC2	-0.6175
ANAPC5	-0.1616
C15orf24	-0.2075
NFATC2IP	-0.692454545454545
TNRC6C	-0.2995
MGC102966	-2.923625
FGD5	1.13016666666667
MED9	-0.55875
RAB13	-0.363
C15orf49	-0.175
CRYGS	0.8823
C12orf53	-0.4239
LOC283693	-0.1885
COX6B2	1.5005
PHF14	0.2925
FAM3A	-0.6005
RPL13	-0.1228
PRDX2	0.0125
FLJ34047	-0.732
PRMT3	-0.58875
KCTD19	-1.327
TRIM10	0.2045
MGC26597	-0.2082
GCNT4	0.14375
GPRASP1	1.28325
CDKN1C	0.371416666666667
RHBDL2	2.0217
HSPH1	1.3605
AQP1	4.211375
COL17A1	4.1089
GFAP	0.16225
CDC16	0.17
KIAA1614	-0.3445
C6orf118	-0.0241666666666667
ZSWIM5	-1.0085
FAM83F	3.33475
LYNX1	-0.073875
SYNPR	-0.822333333333333
XG	0.222833333333333
PRSS16	2.190625
KIF13B	1.29614285714286
PCDH9	-0.713875
HIST1H2AH	-0.870666666666667
RBM18	-0.2455
ZNF626	-0.37775
HEXIM2	0.0878333333333333
ITFG1	-0.034
TUBG2	-1.6295
SFRS7	-0.261166666666667
C9orf14	-0.1125
EXTL1	-2.31675
GBP3	0.884833333333333
WDR5	-1.15
RARG	-0.706666666666667
MYO7A	-0.239125
CECR6	-0.32625
C13orf3	0.11975
SFRS18	-0.338
ACVR1B	0.148166666666667
PSMD1	-0.6284
C7orf31	0.764666666666667
ILVBL	-1.03975
IFNGR1	2.07525
RNF186	6.43525
NOL9	-0.9615
MAGEL2	0.31175
SLC29A2	-0.75225
NHSL1	2.1125
RBMX	-0.557
PSORS1C2	0.05725
RAD51L3	-0.319166666666667
LCN6	0.44475
ORAI2	-1.491375
BRUNOL6	-0.0444
OR4K5	-0.4415
CDC123	-0.26475
MSLN	1.58466666666667
WWTR1	-1.12783333333333
ZNF700	0.3445
COBL	0.07525
PPP1R16B	-0.08425
GAS7	-0.42
MDN1	-0.3725
HAAO	0.7745
C9orf68	2.10125
TNFAIP2	0.0285
FOXN1	-0.3315
hCG_2033311	0.6415
ATP6V0D2	0.5597
RPL41	0.715625
SLC38A1	0.9325
ARHGAP6	-0.972333333333333
ADAD2	-0.64
PHF20L1	0.0453125000000001
MCM3AP	-0.255333333333333
ST3GAL3	-1.01333333333333
SNX1	-0.642333333333333
ELF5	0.079
PARP3	-0.257
RBM8A	-0.206625
LINGO4	0.334
ITGA9	0.867833333333333
ZFR	0.3415
ACSL6	0.234625
FLJ20699	2.1654
DAOA	0.067
FABP4	1.33425
KCNB1	-1.06525
CANX	0.5723
SLC25A28	0.1675
ADIPOR2	0.40375
ECHDC2	0.777875
SMA4	-1.125
FRZB	2.914125
PABPC1	0.0131666666666666
DMRTB1	-0.15275
APOBEC3G	-0.227
CATSPER2	0.583
CUEDC1	-0.154166666666667
STARD9	-0.251
CLDN8	-0.00514285714285715
LOC23117	-0.594409090909091
E2F6	-1.26183333333333
TMEM126B	-0.715166666666667
DPY19L4	0.32225
GIMAP5	2.8575
NDUFA9	0.728166666666667
FAM77C	-4.4895
CTPS2	-0.62875
LOC51035	-0.194
WDSOF1	0.10825
EGLN3	0.181
PITX3	-0.1455
OR52E8	0.567
GRM4	-0.405
KLK1	0.759833333333333
GPM6B	-2.26275
RRAGD	-1.17833333333333
PAGE5	-2.711
UCHL5	-1.37733333333333
ULK3	-0.491833333333333
AIM2	2.11383333333333
PNO1	-1.17266666666667
OR2F2	0.345
GNAT2	-0.053
SIX1	-2.768
ST13	-0.0265
ZBTB44	0.456375
TIMP2	-0.809
ZMAT4	-4.15875
GTF2IRD1	0.0238333333333333
ZNF19	0.545833333333333
ZNF714	-1.146
RSC1A1	-0.63275
C9orf80	0.6815
PSMA8	0.2228
TMEM141	0.8705
COX4I1	0.887857142857143
CTAGE1	-0.496333333333333
DTWD1	-0.7425
HSD11B1	1.1495
KRT6B	5.019
ARID4B	0.770125
LHFPL3	-0.219666666666667
WWP2	0.21775
ZNF326	0.805166666666667
RGPD1	0.3325
CTSH	1.277
FASTKD1	0.876125
PAF1	-0.0291
TTC9C	-0.5055
IFT57	0.8663
PRSS36	0.395
IL20RB	-0.475
ZNF592	-0.5185
DCTD	-0.6825
CFP	1.25675
MFNG	-0.31975
JMJD2B	-0.19225
ALDH3B1	-0.54975
THSD4	-0.00249999999999999
KCNJ5	0.563
LMNA	-0.7075
TBCD	-0.62175
ZNF250	0.243666666666667
CASQ2	0.403
PEG10	-5.12875
PRAME	-4.03353333333333
NP	0.45675
TRIM59	0.562166666666667
ZNF12	-0.198125
XTP3TPA	0.25975
SIGLEC7	-0.2046
PANK4	-1.423
FAM70A	-1.093
SNED1	-0.72925
HIP1	-0.3358
RAET1E	-0.952666666666667
AMAC1L2	-0.258
AHNAK2	0.87025
TOE1	-1.25233333333333
RECQL4	-1.64525
SPRYD3	0.5625
DPAGT1	-0.2805
MAGED2	-1.0145
ANKRD55	-0.15475
TRPS1	-0.83275
DOK7	-2.87925
TFPI2	-7.95625
GTF2H3	-0.114333333333333
CYP4F11	0.262125
LHX2	-3.5195
ATG16L1	1.20083333333333
ASB12	0.399
C1orf116	3.8465
NF2	-0.24915
POM121	0.0317
PHYHD1	-0.2745
TXNDC17	1.0025
DKFZp779O175	-0.28225
NUP62	-0.127071428571429
MYO18B	-0.9618
PRAMEF1	-0.1195
TCBA1	0.315125
TMEM168	1.48075
FJX1	-0.0723333333333333
CLCF1	0.0375
SEPN1	-0.25075
IGSF2	0.1745
NUDCD1	0.342666666666667
TFF3	3.71666666666667
NDFIP1	0.615571428571429
CHCHD4	-0.553
TNR	-0.6965
CUTA	-0.3855
USP44	-2.503
DPP10	0.5798
IWS1	0.136833333333333
PCGF1	0.22375
SULT1C4	-0.119
NTF5	-0.40725
PTPN13	-0.905
SSTR5	-0.0195
SFRP1	-5.388125
IDH3B	-0.77475
SUOX	0.0876666666666667
TMCO5	0.0875
GOLT1B	-0.32075
MIB1	-0.879071428571429
PCDHGB1	0.236
SUSD1	0.18925
ICAM5	-3.595
PAPOLB	-0.17625
URM1	-0.2243
TMEM106B	0.2065
LRIG2	-0.489
SLC27A5	-1.2575
CLIC6	1.1694
ZNF420	-0.825166666666667
SCN9A	-0.7395
KIAA1909	-1.25366666666667
ELMOD1	-1.02525
PRKAG1	-0.2505
FAM64A	-0.861444444444444
EEF1G	-0.29815
SMAD5	0.32775
INCENP	-0.6375
WASF2	-2.1105
GARS	-0.3541
CDK10	-0.6345
HLX	0.173833333333333
MDM4	-0.81325
ZNRF1	-0.969428571428571
HHATL	-1.58016666666667
FAM21C	0.866
HIST2H3C	-1.04575
PFDN2	0.2745
ZNF200	0.2935
NDN	-0.1245
HBA2	-2.95733333333333
FBLN5	1.016125
PUM1	-0.356
TNNT1	-4.78666666666667
C19orf59	1.25583333333333
HNRPH2	0.772666666666667
RAB7A	0.228833333333333
PMS2	-0.36275
BIRC3	0.535833333333333
NRSN2	-0.78075
OR52K2	0.657333333333333
SPOCK1	0.302785714285714
H2AFY	0.80825
RXRB	-0.8885
ZNF638	-0.619166666666667
ANKRD45	0.44975
ACTN4	0.994166666666667
FXC1	1.4205
EIF2B5	0.079
VPS33A	-0.2145
PINK1	-0.077
FAM106A	0.066
SKIP	0.403357142857143
GAPDHS	-0.591333333333333
MUM1L1	-0.2785
PSTPIP1	1.35275
CNTNAP1	-1.6312
CYP26A1	-3.37475
APOL2	0.8683
TACC2	1.14775
COX7A2L	-0.256642857142857
HSD17B1	-0.2586875
ARRB2	0.01075
SLC7A6	0.6467
HSD17B10	-0.16225
RBJ	-0.214
NUP155	-1.49625
MRPL10	-0.480666666666667
CYCS	-0.00699999999999999
CCDC46	0.2565
TECTA	0.0885
GNAL	0.19075
LPO	0.589
PEBP4	0.288
DDX11	-0.88525
C18orf12	-0.325
TAF9B	-0.703833333333333
IMP4	-0.02775
RPA4	1.61383333333333
NDUFS1	-0.486
UPK1A	-0.8525
ARRDC2	0.841666666666667
C18orf20	0.156
AES	-0.135785714285714
CD2BP2	-1.24433333333333
C16orf54	0.0535
UGT2B17	1.845375
FGFR1	-1.47
CEACAM6	7.3675
CHRM5	-0.38175
CERK	0.128
AP3S2	0.587142857142857
ANKS4B	1.922
CLCNKA	-0.0278333333333333
ZNF208	-0.663166666666667
HLA-DRB5	5.255
CARKL	0.3965
