Hybridization REF	TCGA-AA-A00E-01A-01R-A002-07
KIAA1706	0.23875
CDK5R2	0.434
WAS	-0.223
C12orf60	-0.683
CCBL2	0.042
MADD	-0.4565
C5orf34	-0.37325
WDR42A	0.1202
KLF12	-1.632
HSPA1A	-1.30575
ITM2C	1.08775
DAPK2	1.39733333333333
LOC442590	-0.9075
SUMF2	0.2125
CENPA	-0.427153846153846
TMED5	0.712875
CDH6	-0.8719
BRP44	1.291
THG1L	-0.20575
GABRA2	0.44875
C14orf166	0.05325
MYL1	-1.50633333333333
TNFSF18	0.398
PAP2D	-1.31466666666667
PPIB	1.36125
KLHL4	-1.02516666666667
SFN	1.93283333333333
CCDC127	-0.22
FRAP1	-0.01025
GOLGA5	1.135
SDCCAG1	-0.14275
MGC21675	-0.0883333333333333
C10orf95	0.164
KIAA1345	-2.437
C1orf163	-0.7125
LACE1	0.0461666666666667
OR10K2	0.135
CENPN	-0.42756
TMED2	1.84975
UGT1A6	2.373
ANG	0.91575
U2AF1	0.096
CASC2	0.0225
NMT2	-0.714
OSGEPL1	-0.91425
DFNB31	-1.411
SLC6A20	2.841375
DKC1	0.16875
FXYD4	-0.63675
WDR64	-0.39975
MGC5590	0.988
CREBZF	0.3065
DAZ1	0.05825
PRPSAP1	-0.28725
GCHFR	1.4075
TTC7A	0.30125
LOC196993	0.301
UBD	3.61016666666667
S100A1	-1.37525
RPL6	-0.0596666666666667
DNAJB6	-0.4478
NAGS	1.3058
C2orf58	-0.4145
KERA	0.250666666666667
MT1X	-0.4214
UBE2B	0.6089
KEAP1	0.2175
MST1	-3.127125
OMA1	0.292
ABLIM2	1.45625
BCL2L13	0.167916666666667
JAZF1	-0.487333333333333
TMEM63B	0.7895
S100A8	1.9177
ARFIP2	0.73375
UROS	-0.373
KHDRBS2	-0.638
POLQ	-1.359875
SOAT1	-0.616
SPAG4	-2.9835
MRPS30	-0.775333333333333
LOC494141	0.102
OR2T11	0.039
ORAOV1	-0.232
ZNF184	0.658
TCEB3B	-0.9665
ADAM21	-0.119
GDPD1	0.28075
SPINLW1	0.157
PRR14	-0.243833333333333
KCTD9	-0.2937
NUDT3	-0.013
KIAA1822	-0.1184
HIST1H4K	0.3755
DFNA5	-2.14425
GABPA	0.9295
C14orf44	-0.59675
POLB	-0.11475
PTAR1	-0.07275
SEC31A	-0.7505
TRIM58	-1.8045
TAS2R14	-0.441
VPS8	0.343
H1F0	2.17516666666667
PRKCB1	-1.86866666666667
UGT2A1	0.3055
TOR1B	0.5355
LSS	-0.415166666666667
C2orf19	0.6575
HNRNPC	0.3795
TMEM100	-2.5795
LOC116349	-0.12275
OR51M1	0.5735
CCDC142	-1.77025
ISG15	1.3033125
ZCCHC14	0.487375
CREBL2	0.47675
TGDS	-0.352
DC2	-0.1955
CACNA2D3	-2.31342857142857
ZNF429	0.082375
LYPD6	0.0233333333333333
SUCLG1	0.292333333333333
OR51I1	-0.972
MAGEH1	-1.0495
PRPF40A	0.3165
SMR3A	0.765
SPINK2	-1.7565
THAP2	0.25275
NPY5R	-0.542625
IRF4	-1.567
SPESP1	-1.391
OR10S1	0.5
DTD1	0.03375
TUBE1	0.00825
DDX19A	-0.092
PDPN	-0.541875
TMEM34	0.319083333333333
MGAM	0.2055
COL3A1	4.67155555555556
GFM2	-0.3181
OR5A2	0.343
PSG9	-1.3855
ARHGEF11	-0.521833333333333
IVNS1ABP	0.411125
SIGIRR	0.25425
DUSP19	-1.124875
DNAJC14	0.0846
ACSS1	1.506375
IL1RAPL2	0.2705
C4orf30	-0.578
SEPT4	-0.15775
LANCL3	0.515
SPAG17	0.1874
PRDX3	-0.152625
HNF1A	0.5895
P4HA2	0.12
RFWD3	-0.246833333333333
MOV10	-0.455
DNAJA5	0.0297142857142857
LOC729440	-0.381
LOC200383	1.640375
SMC2	-0.1005
MIXL1	-1.2715
TMEM9	-0.47875
FAM86A	0.6865
ZNF174	0.1821
MYH14	-0.2525
CCR8	0.52075
VPS37C	0.763833333333333
GPATCH1	-0.0463333333333333
B3GNT8	2.5585
TBX4	-0.0785
CNR2	1.06333333333333
PCDH1	1.70825
C5orf29	1.598875
OCIAD2	2.23325
PLCG2	0.3045
KIAA0247	1.125
HRH3	0.582444444444444
CAPN13	-1.164875
CCR1	0.4527
MGC15523	0.510777777777778
UVRAG	-0.154166666666667
DNAJA2	0.574666666666667
ITGA2B	-0.863833333333333
CLDN5	2.570875
PTPRN2	1.07264285714286
ZNF512	-0.314833333333333
PSAP	0.86
CCDC140	-0.627
LRRC55	0.0445
CYP26C1	0.644
C8orf47	0.50425
LYN	0.812
DUSP6	2.26966666666667
TGFB3	0.960533333333333
ELK1	0.1985
PCDH11Y	-0.141
HGD	-1.01575
C17orf58	-0.43125
MYO3A	0.212
SERPINE2	-4.82333333333333
AARSD1	0.315
C14orf73	0.327
ADAM33	-0.39275
ZNF491	-0.081
MAPK6	-0.467666666666667
TCN1	5.22616666666667
SLC24A6	0.564
UBE2R2	0.151
H1FNT	0.239
TATDN2	-0.254166666666667
LILRB1	2.5685
P2RY5	-0.2575
NUCB2	1.6145
C2orf37	0.948
SNX27	-0.318833333333333
MTA3	-0.927875
FOXO4	-0.2595
ID4	-1.49633333333333
SOX5	-2.97283333333333
PXMP3	0.035625
OR52M1	-0.002
SFT2D3	0.26775
INA	-3.22733333333333
MCOLN1	0.269
NFIX	-0.1296
CLEC14A	4.22633333333333
HIBCH	0.0213333333333333
PLA2G5	-0.26
TIMM10	-0.3585
MED17	0.2203
COL4A4	-1.22
TPP1	0.648833333333333
GJA3	-0.748333333333333
TMPRSS5	-0.9985
AADACL3	0.1315
DNMBP	1.38675
ENPP5	0.785
NQO1	1.1233
ZSCAN2	-0.10875
SEC24C	-0.435833333333333
GTF2A1L	0.208
AXIN2	0.2937
FAM33A	-0.0935
C16orf13	-0.71
SPNS2	0.388
TAF1	-0.646
AP1G2	0.206833333333333
RBM42	-0.344833333333333
HCN2	0.187333333333333
EFHB	-0.248166666666667
RUSC1	-0.125833333333333
GRIK5	0.1455
USP21	-0.356166666666667
ATAD3C	-0.1445
ORMDL2	0.93025
PRSS7	-3.75975
PSAT1	0.1415
FLJ13195	-0.451
TBC1D1	0.5225
IFNG	4.143
OTOS	0.217
ZNF773	-0.0976666666666667
EMD	0.0375
RETN	1.18625
CCL8	4.734
APH1A	0.570125
COX18	1.38525
GTF2IRD2	-0.069
CCDC82	-0.571583333333333
PAFAH2	1.2214
NPEPL1	-0.9175
RP11-114G1.1	0.8065
TP53INP1	-0.542875
ZNF300	0.610833333333333
FOXL2	-3.34325
LARP2	1.50516666666667
LATS1	0.68575
HTR6	0.3105
SPOCK2	0.6565
RNF144B	0.574666666666667
HTATIP2	0.791125
MGC10334	-0.0875
CENTA2	1.8505
FGF2	-1.1065
FXYD7	0.046
PHYHIPL	-2.701
GPR34	3.354
DDX6	0.680333333333333
OR10W1	0.2005
LHFPL1	-0.905
ZNF313	-0.0325714285714286
VPS28	0.43425
AP3M1	0.0528
AKR1CL2	-1.38
TRAF4	0.621
OR2B11	0.137
C19orf12	0.422333333333333
AKAP9	0.487
C1orf62	0.832
SLC20A1	-0.3738
FAM112A	0.27475
LDB2	-0.373
MRPS23	-0.48825
KLK5	-0.500375
SPTB	-0.303444444444444
EFEMP2	-1.08475
EFNB2	2.837625
PCM1	-0.4415
NMNAT3	1.298625
TSG101	0.494333333333333
C8orf40	-0.307166666666667
NOB1	-0.85525
ABHD3	0.7095
GTF3C4	-0.175
PIGN	1.045
GALNTL1	-3.348
AEBP1	-0.25175
OR9Q1	0.367
ANKRD2	-0.4895
CCL28	-0.06275
TRIM38	0.830333333333333
TMCC1	-0.081
SMG5	-0.15
LRRC7	-0.662
NCAPD2	-0.935666666666667
C6orf153	-0.067
C1orf74	-0.3805
OTUD6A	0.5215
DCP2	-0.7115
TMEM24	0.699
RPL18	-0.315
TMEM177	-0.14475
LRRC37A3	0.4065
C1D	0.350166666666667
LDHC	-1.95575
UBE4B	-0.832833333333333
NIT1	0.06425
BTN3A3	0.802875
RASD1	-0.0105
COMMD3	0.0245
SHFM1	0.5
BIRC8	-0.05775
DUT	-1.951
C12orf51	0.3745
LRRC59	0.5585
LY6H	0.5195
WDR22	-0.35675
EDEM1	0.587857142857143
ADH1A	3.657
PANX2	-0.5389
CYP11B1	0.2875
CDC73	0.596
GPR172A	-0.02875
GSTM3	-1.06976923076923
KCNA5	-0.416875
SERAC1	1.7385
NFATC2	-0.0335
ANAPC5	-0.3646
C15orf24	0.4885
NFATC2IP	-0.137833333333333
TNRC6C	0.179
MGC102966	-3.40525
FGD5	0.405666666666667
MED9	-0.466
RAB13	-0.543166666666667
C15orf49	-0.031
CRYGS	-0.2687
C12orf53	-1.1988
LOC283693	-0.7445
COX6B2	0.289875
PHF14	0.059625
FAM3A	-0.583
RPL13	-0.645
PRDX2	-0.4976
FLJ34047	-1.84875
PRMT3	-0.53225
KCTD19	-1.7775
TRIM10	0.963
MGC26597	0.0438333333333334
GCNT4	-0.2115
GPRASP1	-0.7315
CDKN1C	-0.969
RHBDL2	1.9027
HSPH1	-1.4165
AQP1	1.5555
COL17A1	1.6279
GFAP	-0.080625
CDC16	-0.35725
KIAA1614	1.225
C6orf118	-0.0506
ZSWIM5	-1.11725
FAM83F	3.909
LYNX1	-0.3903125
SYNPR	-0.0565
XG	0.056
PRSS16	2.419375
KIF13B	1.17828571428571
PCDH9	-2.772875
HIST1H2AH	0.2535
RBM18	-0.09825
ZNF626	-0.869875
HEXIM2	-1.42966666666667
ITFG1	0.2575
TUBG2	-0.4025
SFRS7	0.0618333333333333
C9orf14	0.0515
EXTL1	-2.85125
GBP3	3.2415
WDR5	-0.40975
RARG	-0.8825
MYO7A	0.695375
CECR6	0.51825
C13orf3	-0.178375
SFRS18	-0.57325
ACVR1B	0.696833333333333
PSMD1	0.8745
C7orf31	-0.567833333333333
ILVBL	-1.42075
IFNGR1	1.094
RNF186	3.97925
NOL9	-0.4545
MAGEL2	-1.5095
SLC29A2	-0.16825
NHSL1	2.21525
RBMX	-0.402
PSORS1C2	0.167875
RAD51L3	-0.583416666666667
LCN6	0.62825
ORAI2	-1.146875
BRUNOL6	-0.2185
OR4K5	-0.009
CDC123	-0.169875
MSLN	-1.53916666666667
WWTR1	-2.676
ZNF700	0.5775
COBL	0.63175
PPP1R16B	0.450125
GAS7	-0.9166
MDN1	-0.676375
HAAO	-0.2185
C9orf68	1.8525
TNFAIP2	0.38725
FOXN1	0.715
hCG_2033311	-0.0495
ATP6V0D2	1.6202
RPL41	0.114125
SLC38A1	0.814
ARHGAP6	-1.96554545454545
ADAD2	-1.25975
PHF20L1	-0.092625
MCM3AP	-0.21
ST3GAL3	-1.69666666666667
SNX1	-0.413833333333333
ELF5	-0.017
PARP3	0.4035
RBM8A	-0.0205
LINGO4	0.3675
ITGA9	0.566833333333333
ZFR	-0.08225
ACSL6	-0.788125
FLJ20699	1.2067
DAOA	0.4115
FABP4	2.90425
KCNB1	-1.83875
CANX	1.1686
SLC25A28	0.493
ADIPOR2	0.28575
ECHDC2	0.063875
SMA4	-1.234
FRZB	1.19075
PABPC1	0.0531666666666667
DMRTB1	-0.032375
APOBEC3G	-0.276
CATSPER2	-0.00683333333333334
CUEDC1	-0.4315
STARD9	0.026875
CLDN8	1.865875
LOC23117	-1.06722727272727
E2F6	-0.0775
TMEM126B	-0.394
DPY19L4	-0.33625
GIMAP5	2.86016666666667
NDUFA9	0.803833333333333
FAM77C	-4.9315
CTPS2	1.04725
LOC51035	-0.54775
WDSOF1	-0.22575
EGLN3	1.256
PITX3	0.228666666666667
OR52E8	0.1135
GRM4	-0.2795
KLK1	2.75116666666667
GPM6B	-3.933125
RRAGD	-0.886666666666667
PAGE5	-3.8425
UCHL5	-0.308
ULK3	-0.8375
AIM2	2.3315
PNO1	0.0523333333333333
OR2F2	0.5285
GNAT2	0.6175
SIX1	-3.49575
ST13	-0.0379166666666666
ZBTB44	0.32725
TIMP2	-0.54475
ZMAT4	-4.41175
GTF2IRD1	-0.223
ZNF19	0.374666666666667
ZNF714	-1.14775
RSC1A1	0.2185
C9orf80	0.15625
PSMA8	0.547166666666667
TMEM141	1.52175
COX4I1	-0.0230714285714286
CTAGE1	0.552
DTWD1	-1.02275
HSD11B1	2.7625
KRT6B	2.424875
ARID4B	0.53575
LHFPL3	0.6605
WWP2	0.57025
ZNF326	0.618833333333333
RGPD1	-0.078
CTSH	0.2075
FASTKD1	-0.639375
PAF1	0.0351
TTC9C	-0.244
IFT57	-0.2429
PRSS36	-1.6725
IL20RB	-1.4565
ZNF592	0.360666666666667
DCTD	0.3054
CFP	1.4395
MFNG	-0.78925
JMJD2B	-0.837
ALDH3B1	-0.5685
THSD4	-1.43516666666667
KCNJ5	2.32533333333333
LMNA	0.288666666666667
TBCD	-0.275375
ZNF250	0.0211666666666667
CASQ2	0.162333333333333
PEG10	-4.78083333333333
PRAME	-5.8058
NP	1.20475
TRIM59	0.340166666666667
ZNF12	-0.3295
XTP3TPA	0.214
SIGLEC7	0.9873
PANK4	-0.23275
FAM70A	-2.15216666666667
SNED1	-1.836
HIP1	-0.4599
RAET1E	-1.32733333333333
AMAC1L2	-1.3355
AHNAK2	-1.04533333333333
TOE1	-0.2795
RECQL4	-1.7545
SPRYD3	0.3815
DPAGT1	0.2455
MAGED2	-0.8756
ANKRD55	-0.66375
TRPS1	-2.31933333333333
DOK7	-0.49
TFPI2	-5.7345
GTF2H3	0.0275
CYP4F11	1.58975
LHX2	-4.78616666666667
ATG16L1	1.00066666666667
ASB12	0.7505
C1orf116	3.5985
NF2	-0.07995
POM121	-0.5289
PHYHD1	-1.0463
TXNDC17	1.10433333333333
DKFZp779O175	-0.17175
NUP62	-0.304785714285714
MYO18B	-1.82983333333333
PRAMEF1	0.0765
TCBA1	2.00825
TMEM168	2.31925
FJX1	-1.09716666666667
CLCF1	0.01425
SEPN1	0.01
IGSF2	1.16
NUDCD1	-0.0166666666666667
TFF3	3.70683333333333
NDFIP1	0.424357142857143
CHCHD4	-0.15625
TNR	0.4295
CUTA	-0.229333333333333
USP44	-4.07025
DPP10	-0.4912
IWS1	0.35
PCGF1	0.0365
SULT1C4	-0.18
NTF5	-1.8965
PTPN13	1.0075
SSTR5	0.698
SFRP1	-4.0875
IDH3B	-0.705125
SUOX	-0.4845
TMCO5	0.3575
GOLT1B	0.15075
MIB1	0.387428571428571
PCDHGB1	0.4425
SUSD1	1.51625
ICAM5	-2.8705
PAPOLB	0.1965
URM1	-0.4135
TMEM106B	0.385833333333333
LRIG2	-0.34775
SLC27A5	0.0115
CLIC6	0.4536
ZNF420	0.119166666666667
SCN9A	-1.19055555555556
KIAA1909	-1.438
ELMOD1	-1.8035
PRKAG1	-0.2365
FAM64A	0.0901111111111111
EEF1G	-0.3664
SMAD5	0.69625
INCENP	-0.4405
WASF2	-1.478
GARS	0.1294
CDK10	-0.4722
HLX	-0.577833333333333
MDM4	-0.022875
ZNRF1	-1.68757142857143
HHATL	-1.8885
FAM21C	0.4329
HIST2H3C	-0.09025
PFDN2	0.043375
ZNF200	0.15825
NDN	-2.18025
HBA2	-2.54033333333333
FBLN5	0.21375
PUM1	0.355285714285714
TNNT1	-3.83066666666667
C19orf59	2.14766666666667
HNRPH2	0.695666666666667
RAB7A	0.296666666666667
PMS2	-0.45125
BIRC3	1.2975
NRSN2	-0.00924999999999998
OR52K2	0.474166666666667
SPOCK1	-1.166
H2AFY	0.73225
RXRB	-0.47325
ZNF638	0.413666666666667
ANKRD45	-0.023
ACTN4	0.984166666666667
FXC1	1.302
EIF2B5	-0.03275
VPS33A	0.36625
PINK1	0.689125
FAM106A	-0.4005
SKIP	0.3309375
GAPDHS	0.415
MUM1L1	-2.456
PSTPIP1	1.18775
CNTNAP1	-1.4783
CYP26A1	-4.54425
APOL2	0.8956
TACC2	1.393875
COX7A2L	-0.0531428571428571
HSD17B1	-0.2890625
ARRB2	0.5485
SLC7A6	0.3827
HSD17B10	0.38425
RBJ	0.00925
NUP155	-1.194
MRPL10	-0.722
CYCS	-0.169583333333333
CCDC46	0.111666666666667
TECTA	0.0685
GNAL	0.64125
LPO	-0.475
PEBP4	-0.13925
DDX11	-1.178
C18orf12	0.1265
TAF9B	-0.723083333333333
IMP4	0.1255
RPA4	-0.311
NDUFS1	-0.698
UPK1A	-0.750833333333333
ARRDC2	-0.1115
C18orf20	-0.492
AES	-0.289642857142857
CD2BP2	0.187333333333333
C16orf54	-0.0585
UGT2B17	3.8955
FGFR1	-2.39336363636364
CEACAM6	4.3063
CHRM5	-0.00500000000000002
CERK	0.421625
AP3S2	0.740428571428572
ANKS4B	2.67725
CLCNKA	-0.19
ZNF208	-0.535666666666667
HLA-DRB5	4.488
CARKL	-0.37025
GOT1	0.760166666666667
CASP6	1.13275
HOXA1	0.1255
RCL1	-0.56075
ZNF181	0.4105
RAB40B	0.721
MRPL38	0.084625
LRRN2	-0.31925
C3orf25	0.3305
OR5D14	-0.102
OR10AG1	0.4695
BET1L	0.3926
FRY	0.696
AK3L1	-2.89775
CSF3R	0.654833333333333
POLR3K	-0.470333333333333
ATG2B	0.692666666666667
EPS8	1.25016666666667
DARS	-0.211875
C10orf56	-0.992833333333333
DAD1	0.193916666666667
RIOK1	-0.00366666666666666
HERC2	-0.09025
HSD11B2	2.39016666666667
FAM96B	0.62
MGC13057	1.131375
BSN	-1.72575
CAND1	0.370666666666667
HCST	1.92125
ACTR10	0.0085
OR8D4	-0.00549999999999999
NASP	-0.934
COL9A2	0.995
LYZL1	-0.0305
GPC5	-3.08125
TBL3	-0.287
CENTD2	-0.4542
OR5AP2	0.55025
TLR1	1.698
LMO6	0.04925
ZIC2	-1.19625
CPNE5	1.09775
ZMYND15	1.983
FLJ22374	0.83125
CCDC106	-1.68075
PARP16	-0.55725
PDIA3	1.58325
C14orf126	0.3245
CECR2	-1.142
SFRS1	-0.3865
FIGLA	-0.094
DCP1A	0.304666666666667
MGC45800	-1.9373
TEKT1	0.2014
C10orf67	0.4045
CLN5	0.243125
NTN2L	0.029
GLE1L	0.108
CES2	0.632
GNAS	-0.582555555555555
DDX53	0.262
TSPAN13	2.772
MRPL52	-0.215
SPIRE2	0.44025
TAS2R39	0.587
SCUBE3	-0.285
UCRC	0.4875
CDKL3	-0.5895
KIAA1715	-0.8599
ZNF345	-0.44075
RTF1	0.1475
DHRS7	1.10225
RIPK4	-0.649833333333333
EXOSC2	-0.537333333333333
MS4A2	1.85775
FGF17	-0.27375
WDR59	-0.6935
EVI2A	-1.336
IL17RC	0.00166666666666666
HS3ST1	2.92225
ITGB1BP2	-1.3805
RBPJ	-0.680666666666667
GIMAP1	3.27
INE1	-0.621333333333333
ALDH18A1	0.728375
TPI1	-0.755125
GATA6	3.64825
CABP1	-0.209833333333333
ZNF484	-0.08325
DAPK3	-0.0955
GJB1	-0.201
PIN1	-0.401
SLC6A15	-3.70958333333333
CNO	-0.0365
RIN2	2.166875
FRRS1	0.457
CYorf15B	0.176625
DMRT3	-0.03475
ATAD1	-0.060125
OTUD4	0.652611111111111
ATOH8	-2.218
ZSCAN16	0.993625
ASCC1	-0.16275
OTUD3	0.702375
MGC33212	-1.14683333333333
YME1L1	0.359875
RP11-218C14.6	0.5745
PCBP4	-0.249
TNFRSF10A	2.60875
CDH10	-4.3912
KL	0.5315
SCP2	1.00633333333333
C9orf119	-0.1835
SON	0.32375
MAFK	0.203
SBNO2	-0.0005
SLC6A6	0.545166666666667
SC4MOL	0.695125
FAM35B	0.80175
PPP1R9A	1.151125
PDZRN3	0.366125
CXorf20	0.3335
C6orf126	0.29275
AVEN	0.70325
FLJ21075	-1.405
C14orf132	-2.73225
PCK2	-0.17375
GUCY2C	5.044
BARX2	1.262
PEX11G	0.3935
DAO	0.286333333333333
C10orf49	0.35125
EDNRA	0.836833333333333
PPP2R5A	1.5369
DDX39	-0.0118333333333333
SERF1A	0.31775
ASCIZ	0.4276
FNDC8	-0.15175
PTMS	-0.251
PHF7	0.79125
PIP4K2B	-0.275375
HHLA2	2.61125
BDH2	-1.1861
APOBEC2	-0.44475
PENK	-1.19816666666667
SMAD9	0.0075
MT3	-0.8025
RGL1	-0.721875
ATG10	-0.529875
DLGAP4	0.883833333333333
APPBP2	-1.27864285714286
BACE2	2.05007142857143
LOC339344	0.278166666666667
ZNF395	-0.7771875
HIST1H2BL	-1.71525
ZNF467	0.309375
SLC25A21	2.034
PALM2	-0.249666666666667
NSUN5C	-0.8535
IL5	0.3924
CLSTN2	-2.657
ANXA8L2	-3.287
PTGES	0.027625
GDAP1L1	-2.26783333333333
OPRK1	-1.27016666666667
WDR20	0.73975
C12orf4	0.4935
NUP88	0.695375
XRCC6BP1	-0.294166666666667
FCGBP	4.79342857142857
LEMD2	-0.049
NOMO1	0.4105
C10orf79	0.026375
ZNF79	0.9164
OCRL	0.2901
HSPA8	0.430375
DIDO1	-0.685166666666667
PLA2R1	0.00975000000000001
COG3	1.0411
NGDN	-0.71675
CBFA2T2	-0.16
PNOC	-0.431
PRRG1	1.0095
AGGF1	-0.052
DPF2	0.378
YIPF7	0.2925
TRPV5	-0.406
ZNF322B	0.611
MED12	-0.621666666666667
CARS	0.652
ABCC11	-1.16916666666667
C9orf25	-0.1435
MYH1	1.545
FRYL	0.835166666666667
AGTRAP	-0.11725
MMP27	0.4775
ZNF432	1.642625
OR8D1	0.265
OR13D1	0.2365
VWA1	0.464
STON1	-1.44775
IL5RA	0.26075
PERP	1.4223
C10orf107	-1.64316666666667
TNFSF12	0.55125
FN1	-2.069625
MTR	-0.876
PHLPPL	0.5965
ZNF425	-0.85375
DHFR	-0.079
PPP1R12A	0.09675
RSPO2	-1.224625
ZNF7	0.05975
ZNF583	-0.92925
TPMT	1.44933333333333
GPR132	0.994125
OR2T12	-0.27975
SERTAD2	0.3469
ATP1A1	-0.2914
FRMPD3	0.61275
ZNF672	-0.49925
PLXNB3	-0.85175
EML5	-0.337
FAIM3	-0.386
UBQLN2	0.897
SORCS2	-0.361
PRIM2	-0.8535
ACVR2A	1.61383333333333
YWHAZ	0.559333333333333
PGM2L1	-0.4475
GNAO1	0.132214285714286
RPL10	-0.6003
RPS6KA6	-1.2405
PFKL	-0.782
SH3D19	1.728125
AURKB	-0.751666666666667
ZC3H6	0.038
DISC1	0.0425
FLJ39660	-0.831333333333333
TMEM25	0.341125
OSBPL10	0.86775
CLTCL1	-1.87916666666667
ALG6	0.36325
CATSPER4	1.228
LRTM1	0.291
RRAD	-0.0438333333333333
TIPIN	-0.52625
CARD14	0.719625
RBM9	0.143333333333333
RASSF4	1.03625
SLC25A18	-0.9512
C6orf58	-0.198166666666667
IGHD	0.384
PLA2G6	-0.509
TPT1	0.63675
SEC63	-1.3951
CCDC113	0.2693
TDRD10	-0.19575
KIAA1666	0.011875
TOR1AIP1	0.223916666666667
SYTL4	0.8195
SPRR2F	-1.0375
CEBPD	1.54075
SNTG2	-1.35025
C20orf77	-0.06175
TAS2R49	0.2685
C6orf173	0.0765
SVEP1	-0.000800000000000006
PXN	-0.00435714285714285
VIL2	1.4935
C5orf21	-0.098
DIXDC1	-0.4695
GANAB	-0.153833333333333
PDSS1	0.4545
NGFR	-1.056375
ATP8B4	0.59825
BMP8A	-0.281
CCDC132	0.521666666666667
GNRH1	-1.16425
OR10T2	0.2115
PDGFD	-0.0681666666666667
OR6W1P	0.3005
HARS	0.122
KRT77	-0.251
AQP8	3.91825
ITGB1	0.5075
ZNF254	-0.2049
PAX1	0.341833333333333
PSMC4	0.0014
ANKRD22	6.207
PSMD8	0.217333333333333
HTR1E	-0.635333333333333
SOX10	-2.7511
OR5B2	0.422
RABGEF1	-0.0182142857142857
MAP1LC3B	0.28825
CYB5R4	0.79475
AGXT2L1	-3.03425
FLJ41603	1.054
TRAPPC2	-0.0588333333333333
FNTB	-0.324
FLJ14107	-0.384333333333333
AURKAIP1	-0.19225
DSE	1.35025
NFKBIZ	1.43466666666667
OSBPL3	0.2715
LOC130576	-2.64275
SLC39A9	0.96
LOC137886	-0.220166666666667
RHCE	-3.702
ATG7	0.634333333333333
FAM82A	1.06833333333333
FBN3	-0.1595
MCFD2	0.837
CASP14	-0.7705
EPS15	0.447
SFRS2B	1.15033333333333
C19orf47	-0.483
PLAC9	-2.5595
GPR23	-0.8145
BTNL3	4.17466666666667
RGS8	0.34
GNS	1.40275
ENO2	-1.82566666666667
CBX1	-0.4713
PEX26	0.0045
LRP5	-0.571333333333333
ADAMTSL4	-1.70066666666667
ARR3	0.626833333333333
MAP1A	-1.075
CD2	4.39125
NAV2	-1.54325
TMEM69	-0.41625
ATXN7	-1.18283333333333
CHN2	1.594
ZNF781	-0.473333333333333
HAS2	-3.35266666666667
KIAA0241	0.471
BIC	1.59275
MOBKL2A	-0.20425
CYP2C9	2.4605
CNOT7	0.0797857142857143
SFRS10	-0.01725
CST11	0.57675
FLJ37543	-1.424
NKAP	-0.443
RUNX1T1	1.02
EAF1	1.2046
IL4I1	2.9175
LRRC61	-0.533333333333333
PSIP1	0.210333333333333
SPRR4	-0.037
ZFP90	-1.206
AP2B1	1.31723076923077
SLC30A7	1.76391666666667
C7orf28A	0.0358333333333333
S100B	-2.03033333333333
BMP2	-0.41875
ESR1	-4.21375
ZFPL1	0.094
ARHGAP12	1.0195
LRRC19	4.82616666666667
ZNF767	-0.262833333333333
NACA	-0.4152
OLIG1	-2.73825
PRF1	2.38375
LST1	2.5875
SPATA9	-0.5076
CNFN	0.7375
CDK4	-0.0807
TCF15	-1.461
PARC	-0.359
PPM2C	0.976
LOC283345	-1.1005
FAM107B	0.79225
DMXL1	0.223625
RBM3	0.299375
HTR5A	-1.1155
SCFD1	0.266833333333333
EPHB3	2.824375
ROPN1L	-2.1425
RAMP3	-0.517
TSPYL5	-1.30145454545455
GAP43	-2.67
PAPD4	0.229375
PDE3A	-1.5765
TNFRSF10C	2.2165
JMJD5	-0.380333333333333
RASGEF1A	1.5511
C16orf65	0.268
HIPK3	0.108
XYLT2	-0.56325
XPOT	-1.4545
GAL3ST1	1.72975
DHCR7	-0.2625
AMIGO3	0.784833333333333
FGFR4	-0.533166666666667
CRAT	0.625375
PPP1R14D	2.2425
TRIM14	1.0329
TMPRSS11D	-0.245
SLC7A11	1.73992857142857
OR10H2	0.57175
PPM1E	-2.3819
DOCK4	-0.1605
FAM127A	-0.403125
ENOPH1	0.35425
SLC5A3	-0.1949
ZNF530	-1.151
NTS	-7.044
FRMD4A	-0.519875
BCL11B	-1.80783333333333
PRM1	-0.228
UQCC	-0.5578
S100A16	1.541
PLS3	0.005
WWOX	-0.154
CCDC23	0.0605
GTSE1	-1.00683333333333
GP2	4.774
FLJ32549	0.080125
CHIT1	3.66225
KLF9	-0.36875
RPS24	-0.2805
MIA	-2.57
FIGN	-1.4055
PYROXD1	1.926625
PCSK2	-0.111875
MRPL9	-0.354
RPL24	-0.4395
C12orf32	-1.311125
HIST1H2BE	-1.5595
RGS18	3.04125
LFNG	1.957375
RAB4B	0.272
FBXO25	0.930166666666667
TSPAN31	0.161333333333333
ARL8A	0.210714285714286
C10orf83	0.0517
OR51B6	0.4205
CNKSR2	-0.447
C1orf156	-0.6765
IBSP	2.2735
GFRA2	0.5326
ALKBH7	0.4917
NEK10	-1.16725
VN1R3	0.501833333333333
LOC91948	0.798
CPZ	-1.693
IHPK3	0.226833333333333
COL8A1	-0.0965
RBPJL	0.4685
OR10A4	0.09925
CASP8AP2	-0.53425
MMP12	7.7945
OR8B12	-0.0285
CDCA5	-0.7175
LIX1L	-2.07575
PEX11B	0.14475
GABRA1	0.149166666666667
HABP2	1.207
REEP1	-3.198
FBXO15	-1.52425
CD68	1.39475
WFDC9	0.118
GHDC	-0.434333333333333
SMARCA1	-2.5355
SPAST	0.4005
