Hybridization REF	TCGA-AA-A00W-01A-01R-A002-07
KIAA0090	0.299625
GRK5	0.5685
AP1S2	-3.5534
TMEM52	0.3725
CA11	-1.35775
OR4A15	0.449666666666667
ACBD3	0.5118
SPAG11B	0.402125
PRDM2	0.5552
FOXP3	0.2235
SMYD3	0.0175
LOC389199	0.102
LGI2	-0.747
NAPE-PLD	0.7923
ANKRD6	-0.6265
WDR45	-0.0953333333333333
SHROOM1	1.20775
PSCD3	-0.6755
PYY	0.4715
KCNC1	-2.177
ARHGEF9	0.8842
OR8J1	0.24025
GPR55	0.7735
NS3BP	-1.1515
C10orf22	0.894333333333333
NAT8L	-5.169
DUSP4	-1.82966666666667
FOXM1	-1.181
GRAMD2	2.3096
ZBTB48	0.00633333333333334
BUD31	-0.5155
PABPC5	-0.1915
CCDC41	0.34125
FBXO11	0.21425
C6orf148	-1.9555
RFXAP	1.27125
C6orf15	-0.0553333333333333
CDK8	0.962
C6orf70	0.016625
TESSP2	-0.38
ALG2	0.8535
PPP1R3D	1.10775
TPM3	0.479333333333333
SYT13	2.55125
EPB42	-0.761166666666667
CETN3	-0.3335
PRY	0.2365
NTHL1	-0.0495
POLR2B	0.188
RPS28	0.312583333333333
P2RX3	0.078
LYZL4	-0.09525
WBP4	0.4191
PMM1	-0.76925
C11orf79	0.088
CBLL1	-0.25175
IL1F10	0.143
VAX2	-1.629
SETDB1	-0.1625
LRAP	-2.4875
GCLM	-0.0228333333333333
CPEB3	1.2635
PPM1A	-0.0765625
INTS1	-0.74
CAMTA1	0.863666666666667
SAMSN1	-2.909
LOC158830	0.132
GMPPA	0.13125
AIPL1	0.65075
IL24	0.168
BDKRB1	-2.5655
MLF1	-0.0498
TAF12	-0.21175
ID1	1.555375
THADA	-0.0335
PIK3CB	0.58975
OR4N5	0.5965
TBC1D17	-0.673833333333333
COX8A	-0.079
CDCA4	-1.23975
C2orf44	-1.1875
ZNF534	-0.8395
IMMP1L	-0.1505
NIPSNAP3B	0.936625
FTMT	0.107375
PWP2	-0.145166666666667
MMP15	1.2842
DNAH11	-0.912
MTMR14	0.172125
DNAL4	-0.738
IPP	0.94525
TMEM59	0.514625
C1orf157	0.1085
RGS4	-2.56983333333333
DDX18	0.5365
SNX6	-0.39625
ZNHIT2	0.337
NCDN	-1.07416666666667
FLJ33534	0.1525
RAG1	-0.884571428571429
OR4D10	0.1095
PTPN5	-0.734666666666667
POMT1	-0.0945
LRRC8A	0.2579
CYP1A1	-1.82375
CAPN1	0.670166666666667
DDHD2	-0.612
GRIK2	-0.467
GNRHR	0.111
PPBP	2.494
HTR3A	-0.490375
SLITRK4	-4.66025
ANKRD49	0.443
BTF3	0.055
SARS	0.458
C13orf18	5.18633333333333
CACNB1	-0.233214285714286
QKI	-1.61654545454545
SETMAR	0.196
MAN2B1	-0.270833333333333
EML3	-0.52275
ACADL	-0.8242
OFD1	0.207375
DEFB114	0.2555
CGA	-3.8164
PEX16	0.390833333333333
LRRC10	-0.187
GNG12	0.9895
C1orf152	-0.448666666666667
CHRM1	0.1575
CD53	-1.653875
DBH	-0.86875
TFAP2B	-3.799125
HIST1H2BJ	-1.5565
FAM46D	0.2575
TMEM11	-0.029
C3orf32	-0.96575
PCCB	-0.621125
IPO13	0.18375
C6orf105	-1.374
COMMD5	-0.2065
SUV420H1	0.0823
LTBR	1.43975
ARHGAP15	-2.078375
HDHD2	-0.43525
TDRKH	-0.121833333333333
LOC401052	-0.133
PSG4	-1.05725
GNB4	-3.2479
SPATA4	-1.32825
SLC9A3	0.051
OSBP	0.743333333333334
NBPF3	-0.439666666666667
DOCK11	-0.5665
SLC39A5	1.71083333333333
PRR5	0.3575
C10orf63	0.9085
SMTNL2	-2.14925
ADRA1A	0.433
ASAH1	1.6297
DOM3Z	0.2776
GIPR	0.506833333333333
AHI1	0.867833333333333
NADSYN1	0.3685
RGS14	-0.9291
IL18BP	0.1867
RTN4RL1	-2.95083333333333
ARMC6	-0.31175
PSMD5	0.107666666666667
HK3	0.4375
OR4S1	-0.33175
RSU1	1.3524
MAD2L1	-0.256111111111111
EIF4A3	-0.11325
DLEC1	-0.0678333333333333
E4F1	-0.790333333333333
CHMP2B	1.1792
CAMSAP1	-0.322
RPS21	0.218833333333333
ARID5A	0.2365
UBE2N	0.5096
IGSF8	0.348166666666667
MAGEB6	-1.233
ACAD11	-1.3979
MGC4172	1.0855
LMO4	0.33
KLKB1	0.32225
HP	-1.345
HDAC3	-0.2755
SCHIP1	-2.13475
CLCA1	5.8125
OLFML2A	-0.47275
C1orf112	-1.0115
KIF19	0.821
HAPLN4	-0.1951
CXCR7	-0.877833333333333
GOT2	0.183
RAB38	-1.80475
DCX	-1.418
PPM1H	0.922
NFYC	-0.11275
KIN	-0.201625
ZNF228	0.93975
PLSCR4	1.83766666666667
HIG2	-0.992
FAM79B	0.589
C21orf86	-0.9007
KCNK10	0.494
ZNF738	-0.830375
FSTL5	-1.10116666666667
OR6A2	0.481
OTOA	0.429
EXOC1	1.00025
AHRR	-3.13375
PDAP1	-0.17825
C19orf6	-0.395
ZAN	0.19825
LY6G6E	0.5545
EIF4E2	0.091
C20orf198	0.09675
ZNF324	-0.38475
CYP3A5	4.52383333333333
ENTPD7	1.329
MBOAT5	-0.0246666666666667
GJB5	-2.19025
TTC13	0.78125
S100Z	-1.0875
KIAA0664	-0.566333333333333
PDGFRB	-0.04575
IL17D	-1.2945
OR56B4	0.0755
RDX	-5.09116666666667
SLC34A3	0.0165
IL28B	-0.5065
JUND	0.5095
CHRNB1	-1.217875
CAMK2B	-1.428
FETUB	-1.3645
CXorf23	1.442875
MRTO4	-0.351625
TTC3	0.331
NDUFB8	0.0686666666666667
EDG2	-2.17025
SEMA3G	-1.352
IL23A	-0.32425
GRHL1	0.1085
LOC441054	-4.959
WDR65	0.101625
PSTK	0.129
STOML3	1.6215
R3HDM2	0.4266
C5	-2.33675
SLC2A10	-0.786
C3orf22	0.024
PAQR3	0.344461538461538
ANKRD26	-0.157
HCRTR1	-0.0685
LOC399947	-0.889333333333333
PSD2	-0.0595
TIGD2	0.5735
SCRN1	-3.221375
COQ10A	-1.86075
DDI2	0.204
METTL7B	1.63216666666667
UCN2	0.027
FAM92A3	0.55975
WDR16	-0.4555
ZNF511	1.22166666666667
ZMYM5	0.075
POLR3G	-1.735
ZNF586	0.15575
C1orf49	-0.0175
TANK	0.619333333333333
RCAN1	0.0235
PELI3	-1.115
LIMD2	-1.51875
TMEM189	0.5675
NTN4	-1.5995
LOC151300	0.4335
CLEC2A	-2.3065
GPR135	-1.0965
DPYSL4	-4.03
JAK2	0.218166666666667
TSHZ1	0.332
TM9SF4	0.655125
ZNF264	0.167
SIRPG	1.27375
BICD1	-0.53025
HERC6	1.631
METTL5	0.125
CASP1	3.88
PRRT1	-1.3565
PLA2G4C	0.830833333333333
ICA1L	-0.466285714285714
TPTE2	0.2875
OTUD7A	0.361666666666667
AQP11	-0.97625
APOA2	-4.8152
KALRN	0.3692
SECTM1	-0.992583333333333
IFNAR1	0.48875
TALDO1	0.5055
RAB11FIP4	1.18541666666667
EIF5A	-1.0075
FAM49A	0.34375
NEGR1	-0.4042
YTHDC2	0.355
EHD2	-2.490375
NCF1	0.1199
SCRT2	0.2575
HOXA5	0.779
NUP133	-0.1645
FGF12	-2.1190625
SLMO2	1.53175
SNTA1	-1.997125
CACNG2	0.149625
GCM1	0.32925
ELF1	1.51866666666667
TLR5	0.11175
TCFL5	-0.293583333333333
RBMY2FP	-0.6535
LOC100125556	0.409375
FAM129B	-0.392375
MAP3K7IP1	-0.87875
NCK2	0.8515
OXA1L	-1.1965
FMO9P	0.184
ZSCAN12	0.2535
PSMD12	0.206
HSCB	-0.5885
CLDN10	-1.22125
MGC13053	-0.81
HPCAL4	-0.8615
ASZ1	-0.033
MEX3D	0.4205
NFAT5	0.6197
CSPG4LYP1	-0.518166666666667
FBXO3	0.3402
DVL1	-0.07
CMKLR1	1.277
TYMS	-2.5325
PEF1	0.558
ZNF750	-2.15616666666667
MCM5	-1.4375
MEGF11	-0.056
KCNK7	-0.0485
PTP4A3	1.361
C1QTNF2	-2.03916666666667
OR6S1	0.204
FAM122B	-0.11675
ZNF551	0.003875
HBQ1	-2.4405
GEMIN6	-0.20225
ARSK	-0.2465
RBP7	-1.11233333333333
CPNE9	0.63125
DSC1	1.069
LOC730112	-0.294
MAP2K4	-0.239
HS3ST5	-1.9245
EPB41L3	-1.862
TEKT2	-1.4885
CDKN2B	-1.06891666666667
ZNF480	-0.5125
MAP3K6	-1.0573
MAP6	-0.0136666666666667
HN1	0.9874
OR2L13	0.303
SLC16A11	0.053
FAM96A	0.111
APOL1	0.074
C5orf32	1.51225
RTP1	-0.5695
RNF175	-2.29625
ZBTB41	0.356
AHCTF1	-0.0726
SAE2	-0.0522
ITGA2	1.82708333333333
MME	-1.924
CCDC14	0.30275
MAST4	-0.274357142857143
KRT33B	-0.3875
KCTD2	-0.4425
WDR26	0.221333333333333
MFI2	-1.2355
NR4A3	0.20225
ARSA	0.241
UNKL	-0.6465
SULT6B1	-0.027
CCNA2	-1.015
SOX15	-0.2705
PPAPDC1B	-0.08425
C19orf44	-0.799
MCAT	0.164416666666667
ARID1B	0.01325
OR52N1	0.078
C12orf48	0.21525
MAGI1	0.335625
NIPA2	0.30425
GBX2	-1.9265
RSHL3	-0.04925
RAVER1	0.00483333333333333
C15orf17	-0.3875
SLC30A2	2.37075
ZNF518	0.61175
PCYT1B	-2.0055
C10orf114	-2.89225
EIF3H	0.37425
SLC25A39	0.0931666666666667
KIF1B	0.10575
AMOTL2	-0.4225
C6orf120	0.869625
PSRC1	-1.7155
PLA2G10	3.23025
KIF5C	-0.52575
MRPL37	-0.03
C17orf62	-0.537666666666667
C9orf135	-1.153
DUSP10	0.1278
CLCNKB	-0.086
PSMA5	0.491
C8orf53	-0.11975
AMPD3	0.9825
PIAS1	-0.5615
ADCYAP1R1	0.322
GYLTL1B	0.914
CDH20	0.108666666666667
FBXO7	-0.5615
TMEM134	-0.2645
FLJ14213	3.08866666666667
ZNF3	0.23625
LRRFIP1	0.15625
CNOT2	0.282
ABI3	0.9435
ALDH5A1	0.195083333333333
HNT	-0.768
SERPINA4	-2.4915
TK2	0.292833333333333
STMN1	-1.32411111111111
GUCA2A	1.02366666666667
GALNT10	0.582214285714286
DPP6	-0.95625
C9orf93	0.40425
PRELID2	1.738375
STK39	1.709625
SFTPA1	-0.53425
CKS2	-0.435222222222222
RHO	-0.094375
C20orf135	-0.038
XKR3	-2.2385
CR1	0.136125
RPS6KA2	1.02135714285714
C20orf112	1.4
MRPL22	-0.016
C4orf23	0.392833333333333
GADD45B	-0.23825
KLHDC1	-0.564833333333333
C2orf48	-1.532
ZNF287	-1.0045
DAAM2	-2.69375
DPPA2	-3.27366666666667
TCTN3	0.470333333333333
DNAJB11	-0.138625
FPR1	1.938
DEFB4	1.2265
PTCD2	-0.2926
SMOC2	2.1405
CABP7	-0.01975
SERPINB11	0.1945
MAGEF1	-0.28125
NDE1	0.1185
ITGA10	0.145
FSHB	0.013
ANXA2	0.438875
HORMAD2	-0.41275
HLCS	0.40425
MCF2L	1.51591666666667
FH	-0.266125
TBC1D24	0.67675
KIAA1505	2.0275
LGALS2	0.49525
CNBD1	-0.114
SYNPO2L	-0.563
PTPN23	-0.0318571428571429
C1orf183	-0.8405
MAGEA8	-3.36475
DGCR8	-0.799625
GSR	-0.2965
PAQR7	0.0405
ZNF676	-0.98475
CACNA1C	-0.2338
SP7	0.122
PDCD6	-0.00825
NRN1L	-1.595
BRI3BP	0.75475
KIAA1183	0.091
ASB4	0.166
CCL23	1.5718
OBSL1	-4.032
SLC12A7	1.169
KIAA0240	0.683125
CD1B	-3.715
FCGR2A	0.1205
MDC1	-0.7355
HTR1A	0.220166666666667
OCEL1	-0.49
ATP11B	1.1291875
FBXO34	1.352
PCDH12	2.0545
RPE	-0.28425
C17orf74	0.255
CSDC2	-0.0435
PET112L	-0.70025
TMBIM1	1.64975
P2RXL1	0.034
TCHP	-0.16725
TRMT1	-0.583333333333333
F2RL2	-0.855
LRRC32	1.41966666666667
IMPG2	0.435
BGLAP	-1.27375
LOC493869	-3.83858333333333
MRAS	-1.46525
SLC35F5	0.87575
CBWD1	0.627
AXL	-3.907125
ATP2C2	4.104
TELO2	-0.70525
PNPLA3	-2.76725
PCDHB14	0.5475
CD276	-0.72125
KRT80	-1.025
DUSP28	0.234
CSNK1E	-0.34175
SRP14	-0.196
KCNQ4	-0.24
KRT72	-0.223
CCDC117	-0.7335
C6orf89	0.0309444444444444
TUBB2B	-3.28733333333333
RTN4IP1	0.1125
CR1L	-4.40733333333333
CEND1	-0.1765
C12orf41	-0.3395
RNF31	-1.032
UBN1	-0.172833333333333
C17orf32	0.234375
SLC5A7	0.323333333333333
GPR92	2.11866666666667
ESAM	0.9416
CTNNA1	0.376
HRBL	0.955
CBX4	-0.37325
TMEM182	1.03925
SH3TC2	1.93233333333333
IL10	0.536
PXMP4	1.1535
RNF167	-0.3203
PAK7	-0.6134
ETV3	0.3925
ATPIF1	0.226833333333333
LOC554207	-2.44733333333333
OR8H1	0.5035
WDFY3	0.516375
DPM1	0.42425
GPSM1	-0.54
WDR92	-0.1612
LRP1	0.7795
ANKH	0.598875
THUMPD3	-0.26475
POLR1B	0.38625
OLFM4	7.42983333333333
RAD9B	0.5715
TSPY2	-3.3965
PAX6	-1.90766666666667
SCG2	-4.2125
SLC17A6	0.1545
FMO3	1.162375
PADI4	-0.338625
TUBB4	-1.0425
NLK	-0.43975
POU4F3	-0.23
SDF4	0.105
ITGBL1	-4.35716666666667
NETO1	-2.069125
TAP2	1.343875
ABBA-1	-0.582583333333333
GNAI1	-0.12975
VPS4B	0.268
NOPE	-1.2192
GALNT6	0.951666666666667
SESN1	1.27175
GBE1	-1.90633333333333
CLASP1	-0.19225
RASGEF1B	1.381875
ACOT11	2.27142857142857
AFAP1	0.929
OR2H2	0.2395
DPY19L2P1	-1.8805
DZIP1	-3.836
SEC22C	-0.974583333333333
GPR161	-2.38608333333333
RNF146	0.625
WDR74	-0.3355
GALP	-0.374
PURA	0.395
DNPEP	0.426416666666667
RP11-78J21.1	-0.22275
ERBB2	1.313875
FANCM	-1.58491666666667
NEO1	1.85433333333333
DDX3Y	-2.5566
RPS3A	0.34425
MXRA7	-2.16371428571429
LGALS3	1.2555
GLT8D1	-0.71825
CFL2	-3.56033333333333
UPB1	-0.33175
NAP1L5	-0.43025
CLDN14	2.48675
DHX38	-0.498
BTBD1	0.3225
TARS2	-0.2025
ABCF1	-0.4419
FCF1	-0.2165
LRRC49	0.999
GUCY1B2	-0.435
C1orf177	0.291166666666667
SMARCA4	-0.422642857142857
LRP8	-0.814666666666667
TAGLN3	-0.99675
MRPL14	-0.03525
TTRAP	1.16575
ZDHHC20	1.24325
NFE2L3	2.7105
KIAA1377	0.993875
PALMD	-1.1976
TMEM43	-0.3385
TTL	-0.712
STAT5B	-1.32816666666667
SSB	-0.24275
OR10H5	0.464
SLC22A13	-0.41875
AKAP3	-0.50975
TIMM23	0.002
OAS2	1.01041666666667
KIAA0423	0.04325
TRIM11	0.147333333333333
GLIS3	0.480125
TMEM50B	0.356833333333333
ARHGEF4	-1.9455
DEGS1	-2.17563636363636
TBL1XR1	0.782833333333333
G6PD	-1.727
SP140	0.936
MUC17	1.56378571428571
NUDC	-0.5296
DNAJC5B	0.697666666666667
SCARA3	-2.33666666666667
CPA3	3.00283333333333
BCAT2	-0.071125
MFN1	0.4107
NRG3	0.9815
SNX11	0.2035
PLEKHH1	0.717
GPR177	0.865833333333333
HCFC2	-0.798
TCAP	-1.18975
MOCOS	-0.69025
C14orf93	-0.339
PRDM10	-0.1095
SLC16A4	0.457583333333333
SRGAP1	-0.767166666666667
VIP	0.916
DUSP27	1.3085
LILRA1	0.029
MC2R	0.7275
MGC24103	-4.55375
MBTD1	-0.1025
FUT11	-1.50433333333333
USP33	0.4149
C15orf39	-1.05475
MAP3K12	-1.246375
PAAF1	-0.915833333333333
BARHL1	0.039
FLJ16165	0.09
PIWIL2	-0.872
SYNE1	-1.30227272727273
CMTM4	1.55975
TSPYL1	-0.1701
GUF1	0.486166666666667
TMEM157	0.7635
WDR44	0.674
HIST1H3C	-0.47025
DKFZp666G057	-0.4675
RNPEP	0.3655
GAS2L2	-0.000166666666666669
ADH4	-1.0225
GRPR	-0.427166666666667
FBXL17	0.07875
ZBTB10	0.459833333333333
Gcom1	0.614944444444445
HTRA1	-1.993
ZNF585A	0.338166666666667
SLC26A2	0.884
OTOP3	0.440666666666667
WISP1	0.342111111111111
ATP2B4	-2.25566666666667
FLJ10769	0.829
CRAMP1L	0.27375
CHST12	-1.89675
RAB22A	1.32916666666667
TARDBP	-0.188214285714286
STAU1	0.995
CRB3	2.42333333333333
MIG7	-2.073
CHMP1A	0.394166666666667
ZNF160	-0.081625
B3GALT6	0.148125
BARX1	-1.88916666666667
C6orf167	-0.4916875
NXNL1	0.3615
DHX29	-0.010125
HADHB	-0.2765
PLXNB2	0.164625
ILDR1	-0.7245
SLC15A3	0.50925
GAS2	-1.79733333333333
C20orf69	-0.483
NUMB	-0.33625
TNIP1	0.7135
MESP1	-1.35266666666667
PSKH1	0.0285
NSFL1C	-1.100625
RHOG	-0.24025
HEY1	-3.437
KNG1	-0.830125
ITGAX	0.1255
LIN9	-0.324
CANT1	1.280875
XRN1	0.281928571428571
CCDC96	-0.1032
HEATR6	-1.68983333333333
GNG7	-1.42933333333333
RUNX2	-0.598125
SOX1	0.1885
FCRL5	1.636
ZNF99	0.1875
FAM9A	1.0165
SNX22	0.465333333333333
MBNL3	-1.6355
ODC1	0.0707
ADORA2B	0.323666666666667
NR2F6	-0.12825
ZFYVE16	0.388888888888889
SYNJ2BP	0.4794
POLE	-0.809125
E2F2	-0.338
THRA	0.8365
PTGES2	-0.0731666666666667
HIP1R	0.957666666666667
TMUB1	-0.160333333333333
ENO3	-2.6695
RSPH10B	-0.0315
CXorf39	1.187125
IRGC	0.51425
GPR109B	-1.256
FLJ13305	-1.065
LCE3A	0.055
TNFRSF18	-1.99083333333333
DET1	-0.21625
TRPM3	-0.0131666666666667
C16orf79	-1.7845
FECH	-1.73966666666667
RAP2A	0.9405
CRIP1	-1.46466666666667
AZIN1	0.171
SLC7A7	1.44975
IL10RA	-0.3389
TMEM64	-2.30575
CDC42EP4	0.1995
C16orf58	-0.2635
ARG2	-1.66875
POU5F1P4	-2.36525
FAM62B	-0.21125
DNAH8	-2.6015
ASH2L	-0.208125
TSLP	-1.95183333333333
CNTNAP5	-0.2226
TMEM16C	-1.2145
IFNA14	-0.2405
SLC1A3	-2.95475
CABYR	-0.811
BCL7B	-0.3092
NUDT13	-0.866833333333333
C13orf28	-0.045
C1orf53	0.8855
ARL6IP4	0.1941
RPL35A	0.0945
EMR3	0.114
RAB40C	0.40825
SLC41A1	-0.483166666666667
LRCH1	1.5975
LY6G5B	-0.741
FAM124A	-0.947
MGC10981	-4.39633333333333
CLIP3	-1.4148
MAP4K2	-1.70333333333333
CHIC1	1.4265
SULF1	-0.496666666666667
C20orf30	-0.856071428571428
PRDM5	0.761625
ELOVL1	0.14775
C11orf48	-0.233125
SLC39A10	0.27275
KCNV1	2.37275
ACP1	0.619
ZMYM2	1.021125
B3GNT6	1.48766666666667
C9orf69	0.62025
C2orf15	1.894
C20orf166	0.3605
HSP90AA6P	-0.539
EDG7	-0.534
NEURL	0.21425
LPL	-1.802
CLEC2D	-0.723692307692308
GRRP1	0.308333333333333
CD8B	-3.9024
HIST1H3D	-1.684
SLC6A12	0.76925
FAM27L	-1.0965
CD84	-0.121
RASA1	1.037
PHKG1	-0.543
MAGEA11	-1.435
IMPA1	-0.2667
NPM3	0.40175
RARRES1	1.8955
SH3BP1	-0.018625
B3GNTL1	0.463
ARPC5L	0.516666666666667
KLHL26	0.17625
SIM2	2.029375
GJC1	0.162
C20orf194	-2.364
EXO1	-1.61325
SLC2A2	-2.75216666666667
LOC285074	-0.762
LRG1	1.7715
KIRREL	-0.5535
PIK3R1	0.849071428571429
C4orf34	-1.0995
MAF	-3.24744444444444
ADCY4	2.81166666666667
ZMIZ2	0.4061
SLC46A3	2.76433333333333
STAMBP	0.469666666666667
CCDC16	0.68625
MS4A12	3.1475
TCF20	0.68225
LRRC46	-0.6695
C20orf152	0.6665
MRPS6	-0.437375
ABCB11	0.184
KCNC2	-0.0948333333333333
CDH19	-3.4
C9orf123	0.8995
SSH3	0.745625
LDLRAD1	-3.5905
CCBE1	-1.439
ZNF135	-2.174
TAAR1	0.7225
WFDC12	0.274
CCDC42	-0.243833333333333
FLJ12529	-0.4065
PER1	-1.23616666666667
TIMM50	-0.307333333333333
SMARCAD1	-0.0475
FAM26C	0.2675
TP53TG3	-3.39133333333333
SH3RF1	2.3162
LMCD1	-0.47425
GPR63	-0.651
FLJ21986	-2.534375
AIFM3	3.13625
MICAL1	0.0695
BLZF1	0.378666666666667
IQCA	-1.74816666666667
PCDHGC3	0.1005
SAC	-0.03825
BCL6B	0.549333333333333
DDO	2.64825
MARCO	0.24125
DCHS1	0.140666666666667
C1orf170	-2.3995
CD200R1	0.522166666666667
C22orf15	-1.132
SEPT11	0.661166666666667
ADNP	0.636
UST	-3.2193
C13orf34	0.144
RFFL	0.964
APBA3	0.1275
C2orf60	0.174125
CUTL1	0.4136
PMS1	0.11075
ZNF689	-0.7185
EIF3E	0.249833333333333
IL9	0.2425
RPL31	0.035
LY9	0.155666666666667
ATP2B3	0.0855
KDELR2	0.165916666666667
TFCP2	0.704625
NLRP12	-0.86675
FLJ45422	0.6175
TLE4	-0.351
ZNF570	-0.3715
FLJ43806	1.48
TLK2	0.014125
CIR	0.77275
MARS2	2.103
COL24A1	-0.14
SDF2L1	-1.0185
HIBADH	-0.0045
IGFBP3	-3.74792857142857
C12orf23	-0.488875
PSPC1	-0.039
C20orf43	0.47875
TRAV20	-0.072
ARHGAP24	-0.169125
KIAA1975	-0.625125
C1QA	2.6975
DNTT	-4.72883333333333
C10orf6	-0.25325
C11orf41	-3.35425
HNRPF	0.570125
COL11A1	-0.628333333333333
UBAP2	0.247666666666667
CDKN2AIPNL	-0.6785
C20orf174	1.96275
SPRED2	0.534
PLA2G12A	0.793333333333333
ICEBERG	-2.072
SCN10A	0.4085
C11orf65	-0.43125
GBP5	3.34275
PITPNC1	-0.560833333333333
POU3F3	0.1145
NCOA7	2.93575
LIN7C	0.3519
LOC348840	-1.468
NKX2-2	-3.265
ANKRD13D	-0.4385
LOC123688	0.6155
FUT2	2.76716666666667
TAAR8	0.3475
FZD4	-0.604666666666667
PNMA3	-1.78383333333333
OR4L1	0.0505
WIT1	-2.8985
EXOC3L	0.87225
ATPBD4	0.3704
KRBA1	-4.5325
UBXD6	0.35725
HOXB7	0.897
C7orf23	0.3955
UNQ338	2.76075
STAB2	0.6455
CDC20B	0.39075
IRF9	0.6565
CENTG1	-0.851166666666667
TNPO2	-0.5715
MCPH1	0.576125
BMS1P5	-0.59
SLC26A7	0.21725
HIST1H3J	0.34125
C9orf3	0.1281
LBH	-0.013625
MYO1D	2.218125
PTDSS2	-0.6445
NFU1	0.66925
DEPDC4	-0.44125
WNT7B	-1.203
GLP2R	-0.266833333333333
SETD4	-0.4279
DYNLT3	0.0483
FKBP11	0.09
SESTD1	-0.108166666666667
FLII	-1.43325
RPS16	0.0835
CHPF	-0.76
CSNK2A1	-0.675
SUMO1P1	-0.15525
FKBP6	-0.997
ZNF214	0.67
TWIST1	-2.25583333333333
DDX56	-0.4295
TRAM1L1	0.9028
EPO	-3.4265
MRPS18B	-0.56175
ZNF682	-0.964666666666667
RPL14	0.2585
MAFF	0.793
LOC51136	-0.09225
LY96	-2.59225
DDX20	0.06
ABTB1	-0.132166666666667
ARL5A	0.8823
CCT6A	-0.329
HEPACAM	-1.7415
EHHADH	1.396
RBAK	0.399
CGB1	-0.22275
ITGB5	-0.9262
YIPF3	0.244
FKBP2	0.16575
NR1D1	0.4665
TMEM110	-0.7515
NEK2	-0.288166666666667
PRAMEF8	-3.6525
C20orf52	-0.052
PCDHGA3	-2.0395
VWA3B	-0.0845
NDUFA5	-0.19325
THAP9	0.31225
FLVCR2	-1.22783333333333
AP1S1	0.555875
SMAD6	-0.26325
SAV1	-0.65
SAT1	2.3305
ZNF251	0.719875
ADAMTS7	-0.1098
RPP38	0.641
C1orf211	-1.482
YPEL2	1.06085
RBMS1	-3.682
ZNF445	0.0116666666666667
NRXN2	0.578833333333333
PGBD4	0.314875
UGT2B28	-0.2135
WBSCR16	-0.6677
NLRC3	-0.21925
ASTL	0.1045
ST6GALNAC1	3.55725
ZADH2	0.35725
MLLT4	1.39325
ARL6	0.00433333333333333
MEF2C	-0.73075
CBFA2T3	-3.348
AFF3	-0.534461538461539
COG7	-0.3655
MYB	0.496833333333333
PLXNA3	0.128
XRCC2	-1.65533333333333
MMS19	-0.368375
ST8SIA5	-1.064625
CHPT1	0.621833333333333
KIAA1712	0.14525
OR6X1	0.259
ACTR3	1.1475
UGCG	-0.392833333333333
OR4P4	0.628
ZAP70	-3.0355
LPP	1.033375
ZNF485	1.0605
PTPRCAP	-0.63125
IL12RB1	0.4015
ATRX	0.1214
CHST8	-3.272625
C14orf109	-0.72775
ARV1	0.31675
NMB	-0.0138571428571429
COX5A	0.623
EIF6	0.75725
MPPED2	-2.39233333333333
SEMG1	-1.2845
CHRDL1	-0.571
TRAF3IP2	0.66125
WNK2	1.1145
LILRA4	0.668
LAMA2	2.05425
PXT1	0.165
RLBP1	-1.67875
CD300C	-0.4525
SLTM	0.23725
FLJ10404	-0.466625
APOBEC3D	-1.73283333333333
RENBP	-0.693
ATXN7L1	0.41675
NID1	-1.10825
TUBGCP3	0.382
ITIH5	0.0806666666666666
CCDC110	-0.151
C8A	-3.4695
MGC87042	0.06475
HOXC13	-3.91725
TFDP2	-0.4065
HCP5	2.174625
POLI	-1.60475
UCN	-1.61216666666667
ZNF764	-0.841666666666667
C8orf45	2.44025
FHL3	-2.1715
SPATA5L1	-0.0435
MMRN2	1.40516666666667
NDST1	-0.433166666666667
COL20A1	-0.470666666666667
ZNF248	-0.105666666666667
PELP1	-1.215
MBL2	-2.593
RNF41	0.67525
C5orf24	0.525125
THOC5	-0.791875
SERINC3	1.02741666666667
RP11-151A6.2	1.73625
CDCP2	0.60975
HIST1H2AA	-0.15375
C11orf75	0.838666666666667
FKBP7	-1.42575
DDOST	-0.0575
GPNMB	-4.51333333333333
TTF2	0.0405
KCNT1	-0.1225
SLC39A14	0.948625
NGRN	-0.3753
GPR137B	1.1905
MECP2	0.088125
PSMA1	0.28375
C16orf73	-5.15875
TMEM60	-0.580166666666667
CSN3	-0.4255
NOS1	0.146833333333333
RAB7L1	0.412833333333333
YBX2	-0.932
KIAA1166	-0.066625
FUBP3	0.096
ABCG1	0.686
ACACA	-0.412333333333333
ARL11	0.1276
ATOH1	0.6445
ODF1	0.229
CREB3L3	-1.16833333333333
TMEM127	0.531142857142857
DSCAML1	-0.3975
PLN	0.774166666666667
LYPLA1	0.745083333333333
PRDM9	-2.37575
SASP	-1.324
PLUNC	-0.00766666666666665
INTU	0.32775
HISPPD1	0.83775
LNPEP	0.0473333333333333
YARS2	0.053
APCDD1L	-2.2275
ZCCHC4	0.1736
FBXO22	-0.409
TTLL13	-0.491
ZNF669	0.301
PTGDR	1.7155
DDX27	1.064
KIAA0409	-0.00233333333333333
GJB6	-0.0285
ASB8	0.5575
PLP2	0.685166666666667
MEPE	0.18825
OR10J5	0.0695
KRT222P	-0.514666666666667
COQ7	0.0841666666666667
C1orf101	0.2635
RERG	-3.5607
CHMP5	0.370625
THAP11	-0.565875
ZNF43	-0.486166666666667
ZRANB3	-0.881833333333333
