Hybridization REF	TCGA-AA-A02F-01A-01R-A00A-07
TMEM141	1.4
COX4I1	0.738214285714286
CTAGE1	-0.3595
DTWD1	0.32875
HSD11B1	0.58375
KRT6B	3.6595
ARID4B	0.658625
LHFPL3	0.4695
WWP2	0.318916666666667
ZNF326	1.01066666666667
RGPD1	-0.2735
CTSH	0.145
FASTKD1	0.410625
PAF1	0.496
TTC9C	-0.79525
IFT57	0.4684
PRSS36	2.148
IL20RB	-2.019
ZNF592	0.0321666666666667
DCTD	-0.6775
CFP	0.82925
MFNG	-1.60175
JMJD2B	-1.02175
ALDH3B1	-0.8615
THSD4	0.315166666666667
KCNJ5	-0.108333333333333
LMNA	0.157166666666667
TBCD	-1.25075
ZNF250	0.498166666666667
CASQ2	0.492666666666667
PEG10	-4.75875
PRAME	-7.10026666666667
NP	1.094
TRIM59	-0.0525
ZNF12	-0.221
XTP3TPA	0.283
SIGLEC7	-1.2909
PANK4	-1.765
FAM70A	-2.2908
SNED1	-1.66525
HIP1	-0.0375
RAET1E	-0.740333333333333
AMAC1L2	-0.2125
AHNAK2	-0.73125
TOE1	-0.508166666666667
RECQL4	-0.674
SPRYD3	0.286
DPAGT1	-0.97675
MAGED2	-0.2159
ANKRD55	0.5185
TRPS1	-1.71933333333333
DOK7	-1.3745
TFPI2	-5.1045
GTF2H3	-0.36
CYP4F11	0.84775
LHX2	-5.56466666666667
ATG16L1	0.615
ASB12	0.5815
C1orf116	3.727875
NF2	-0.88025
POM121	0.098
PHYHD1	3.0387
TXNDC17	0.577833333333333
DKFZp779O175	0.144
NUP62	0.165857142857143
MYO18B	-1.44183333333333
PRAMEF1	-0.475
TCBA1	0.276857142857143
TMEM168	1.224
FJX1	-1.18866666666667
CLCF1	-0.802
SEPN1	-0.46625
IGSF2	0.118
NUDCD1	0.00883333333333331
TFF3	3.8495
NDFIP1	0.373571428571428
CHCHD4	0.4855
TNR	-0.6645
CUTA	-0.609833333333333
USP44	-3.083
DPP10	-0.1242
IWS1	0.160333333333333
PCGF1	-0.02725
SULT1C4	0.3345
NTF5	-1.45333333333333
PTPN13	-0.47
SSTR5	-0.181
SFRP1	-5.763
IDH3B	-0.828875
SUOX	0.614333333333333
TMCO5	0.54675
GOLT1B	-0.2085
MIB1	-1.23057142857143
PCDHGB1	-0.204
SUSD1	0.92525
ICAM5	-2.88183333333333
PAPOLB	0.106
URM1	0.1381
TMEM106B	-0.759666666666667
LRIG2	0.473
SLC27A5	-1.129
CLIC6	-0.4937
ZNF420	0.677666666666667
SCN9A	-0.64225
KIAA1909	-0.938
ELMOD1	-2.08333333333333
PRKAG1	-0.6555
FAM64A	-0.429111111111111
EEF1G	-0.75105
SMAD5	1.48
INCENP	-0.274
WASF2	-1.4885
GARS	-0.7601
CDK10	-0.6938
HLX	-0.502833333333333
MDM4	-0.25325
ZNRF1	-0.828642857142857
HHATL	-1.543
FAM21C	0.5736
HIST2H3C	-1.4355
PFDN2	0.496875
ZNF200	-0.439
NDN	-1.61525
HBA2	-2.40883333333333
FBLN5	0.293375
PUM1	-0.183071428571429
TNNT1	-4.58566666666667
C19orf59	1.21016666666667
HNRPH2	0.5735
RAB7A	0.294
PMS2	-0.628125
BIRC3	-0.569333333333333
NRSN2	-0.334375
OR52K2	0.521166666666667
SPOCK1	-1.74953846153846
H2AFY	0.9755
RXRB	-0.61075
ZNF638	-0.0946666666666667
ANKRD45	0.39975
ACTN4	1.391
FXC1	2.24025
EIF2B5	0.50325
VPS33A	-0.62225
PINK1	-0.852125
FAM106A	0.1375
SKIP	-0.154142857142857
GAPDHS	0.27425
MUM1L1	-2.06475
PSTPIP1	-0.288
CNTNAP1	-1.7079
CYP26A1	-3.04075
APOL2	-0.8419
TACC2	1.39775
COX7A2L	0.405428571428572
HSD17B1	-0.3058125
ARRB2	-0.3495
SLC7A6	0.7346
HSD17B10	0.08075
RBJ	-0.091
NUP155	-1.37325
MRPL10	-1.40883333333333
CYCS	-0.201333333333333
CCDC46	-0.369833333333333
TECTA	0.216
GNAL	-0.2125
LPO	-0.1005
PEBP4	-0.04025
DDX11	-0.85675
C18orf12	-0.2285
TAF9B	-1.088
IMP4	0.12175
RPA4	1.9525
NDUFS1	-0.37525
UPK1A	-0.704333333333333
ARRDC2	-0.382166666666667
C18orf20	0.8485
AES	-0.692214285714286
CD2BP2	-0.49
C16orf54	0.4495
UGT2B17	-1.40757142857143
FGFR1	-1.76986363636364
CEACAM6	6.7282
CHRM5	-0.54375
CERK	-0.68375
AP3S2	0.379571428571429
ANKS4B	1.764
CLCNKA	-0.138666666666667
ZNF208	-0.4172
HLA-DRB5	1.679
CARKL	-0.33775
GOT1	-0.215666666666667
CASP6	0.842625
HOXA1	-0.028
RCL1	0.44475
ZNF181	0.785833333333333
RAB40B	0.755
MRPL38	-0.266875
LRRN2	-0.4615
C3orf25	0.1065
OR5D14	-0.472
OR10AG1	1.56
BET1L	0.6024
FRY	3.6555
AK3L1	0.56825
CSF3R	-0.175333333333333
POLR3K	-0.205833333333333
ATG2B	0.935666666666667
EPS8	1.15716666666667
DARS	-0.165375
C10orf56	-0.866666666666667
DAD1	0.5955
RIOK1	-0.047
HERC2	-0.23925
HSD11B2	3.82766666666667
FAM96B	0.43825
MGC13057	-0.253714285714286
BSN	0.38325
CAND1	-0.274833333333333
HCST	-0.032
ACTR10	-0.469833333333333
OR8D4	-0.186
NASP	-0.6125
COL9A2	-0.533166666666667
LYZL1	-0.0535
GPC5	-1.612
TBL3	-1.0515
CENTD2	-0.931
OR5AP2	0.0285
TLR1	-0.93075
LMO6	0.18125
ZIC2	-3.343
CPNE5	0.962
ZMYND15	0.2385
FLJ22374	-0.04825
CCDC106	-0.75075
PARP16	-1.037
PDIA3	0.53225
C14orf126	-0.07325
CECR2	-0.2835
SFRS1	-0.117071428571429
FIGLA	0.532
DCP1A	0.774
MGC45800	-1.5036
TEKT1	-0.338333333333333
C10orf67	0.5855
CLN5	0.737375
NTN2L	-0.506
GLE1L	0.12175
CES2	2.0627
GNAS	-0.599352941176471
DDX53	0.2735
TSPAN13	1.13775
MRPL52	1.1553
SPIRE2	0.582875
TAS2R39	0.28675
SCUBE3	0.162
UCRC	-0.0434
CDKL3	-0.745
KIAA1715	-0.4886
ZNF345	1.63325
RTF1	0.355625
DHRS7	0.4105
RIPK4	-1.18466666666667
EXOSC2	0.160166666666667
MS4A2	-0.244
FGF17	-0.91375
WDR59	-0.18575
EVI2A	-3.31075
IL17RC	-0.726666666666667
HS3ST1	2.76275
ITGB1BP2	0.2655
RBPJ	-0.992166666666667
GIMAP1	1.7245
INE1	-0.071
ALDH18A1	0.066875
TPI1	-0.63725
GATA6	3.638
CABP1	0.322
ZNF484	0.6005
DAPK3	-0.536
GJB1	1.38716666666667
PIN1	-1.62575
SLC6A15	-2.50008333333333
CNO	-0.26225
RIN2	1.937
FRRS1	-0.6085
CYorf15B	-2.63814285714286
DMRT3	-0.141625
ATAD1	-4.122375
OTUD4	0.0471764705882353
ATOH8	-0.234
ZSCAN16	1.361375
ASCC1	-1.102
OTUD3	-0.03375
MGC33212	-1.06033333333333
YME1L1	0.415125
RP11-218C14.6	0.77125
PCBP4	0.8385
TNFRSF10A	2.19875
CDH10	-2.314
KL	1.484375
SCP2	0.5965
C9orf119	-0.028
SON	-0.675916666666667
MAFK	-0.623
SBNO2	-1.056
SLC6A6	2.00833333333333
SC4MOL	-0.19175
FAM35B	0.116625
PPP1R9A	1.175
PDZRN3	0.445125
CXorf20	-1.042
C6orf126	-0.868
AVEN	1.6125
FLJ21075	-0.412
C14orf132	-2.31925
PCK2	0.222875
GUCY2C	6.497
BARX2	-1.073
PEX11G	-0.085
DAO	-0.8435
C10orf49	0.762
EDNRA	0.223833333333333
PPP2R5A	1.0423
DDX39	-1.03166666666667
SERF1A	0.635
ASCIZ	0.1861
FNDC8	-0.174666666666667
PTMS	0.03625
PHF7	-0.078
PIP4K2B	-0.526125
HHLA2	0.37825
BDH2	0.0532
APOBEC2	-0.16875
PENK	-0.7466
SMAD9	0.66825
MT3	2.23575
RGL1	0.347
ATG10	-0.3475
DLGAP4	1.259
APPBP2	-1.79564285714286
BACE2	0.1555
LOC339344	0.077
ZNF395	0.4891875
HIST1H2BL	-0.7965
ZNF467	-0.510625
SLC25A21	1.44225
PALM2	-0.0125
NSUN5C	-0.1325
IL5	0.4119
CLSTN2	0.04325
ANXA8L2	-2.5625
PTGES	-0.0215
GDAP1L1	-1.83716666666667
OPRK1	-1.01933333333333
WDR20	0.682083333333333
C12orf4	0.234
NUP88	0.042
XRCC6BP1	0.551333333333333
FCGBP	0.166285714285714
LEMD2	0.42325
NOMO1	-1.03
C10orf79	0.48975
ZNF79	0.1377
OCRL	0.1861
HSPA8	-1.108625
DIDO1	0.304173913043478
PLA2R1	0.15875
COG3	1.2688
NGDN	0.80875
CBFA2T2	0.85725
PNOC	-2.8085
PRRG1	0.462333333333333
AGGF1	-0.208357142857143
DPF2	0.09925
YIPF7	-0.3535
TRPV5	0.18325
ZNF322B	0.78775
MED12	-0.666333333333333
CARS	-0.170666666666667
ABCC11	-0.676333333333333
C9orf25	-0.7865
MYH1	0.331
FRYL	0.383416666666667
AGTRAP	-1.73725
MMP27	0.071
ZNF432	0.2765
OR8D1	0.346
OR13D1	0.0806666666666667
VWA1	1.11425
STON1	-0.81475
IL5RA	0.233
PERP	2.1074
C10orf107	-1.3285
TNFSF12	0.76775
FN1	-1.06279166666667
MTR	-0.790333333333333
PHLPPL	0.293166666666667
ZNF425	0.02925
DHFR	-0.631611111111111
PPP1R12A	0.625375
RSPO2	-0.443625
ZNF7	-0.1705
ZNF583	-0.727
TPMT	0.432
GPR132	0.605875
OR2T12	-0.31775
SERTAD2	0.3847
ATP1A1	1.4845
FRMPD3	0.252
ZNF672	-0.4705
PLXNB3	-0.75875
EML5	0.395
FAIM3	0.048
UBQLN2	0.192
SORCS2	-0.87025
PRIM2	-0.596
ACVR2A	1.60583333333333
YWHAZ	0.861083333333333
PGM2L1	1.333625
GNAO1	-0.612923076923077
RPL10	-0.2451
RPS6KA6	0.761
PFKL	-0.663833333333333
SH3D19	1.704
AURKB	-0.611
ZC3H6	-0.888
DISC1	-0.275833333333333
FLJ39660	-0.127166666666667
TMEM25	-1.17575
OSBPL10	0.981375
CLTCL1	-1.989
ALG6	-0.2005
CATSPER4	1.418
LRTM1	0.645
RRAD	-0.225666666666667
TIPIN	-1.07475
CARD14	0.20275
RBM9	-1.10833333333333
RASSF4	-0.8105
SLC25A18	-0.3884
C6orf58	-0.967
IGHD	-0.028
PLA2G6	-0.7205
TPT1	1.271625
SEC63	-0.0101
CCDC113	0.2461
TDRD10	0.065375
KIAA1666	-1.697375
TOR1AIP1	0.211833333333333
SYTL4	-0.321666666666667
SPRR2F	-0.7615
CEBPD	1.32825
SNTG2	-1.64133333333333
C20orf77	0.740916666666667
TAS2R49	0.1355
C6orf173	1.444
SVEP1	-0.3551
PXN	0.394
VIL2	0.942083333333333
C5orf21	0.929416666666667
DIXDC1	-0.548625
GANAB	-1.0595
PDSS1	0.72175
NGFR	-0.665875
ATP8B4	0.349
BMP8A	0.839
CCDC132	-0.475083333333333
GNRH1	-0.1355
OR10T2	0.266666666666667
PDGFD	0.324666666666667
OR6W1P	0.5115
HARS	0.36725
KRT77	-0.871
AQP8	1.67125
ITGB1	0.2593
ZNF254	-0.5253
PAX1	-0.611166666666667
PSMC4	0.4088
ANKRD22	-0.26325
PSMD8	0.130666666666667
HTR1E	0.345
SOX10	-2.7314
OR5B2	-0.4775
RABGEF1	-0.489642857142857
MAP1LC3B	-1.1285
CYB5R4	1.08575
AGXT2L1	-2.4
FLJ41603	1.03933333333333
TRAPPC2	0.5145
FNTB	-0.0646
FLJ14107	0.179
AURKAIP1	-0.75525
DSE	0.11275
NFKBIZ	1.014
OSBPL3	-0.2895
LOC130576	-0.1215
SLC39A9	0.134
LOC137886	0.0244166666666667
RHCE	-4.3915
ATG7	0.644166666666667
FAM82A	0.96
FBN3	-0.5825
MCFD2	-0.5665
CASP14	-0.6315
EPS15	1.80741666666667
SFRS2B	0.419583333333333
C19orf47	-0.282
PLAC9	-1.74
GPR23	-0.905
BTNL3	1.629
RGS8	-1.4045
GNS	-0.9615
ENO2	-2.20916666666667
CBX1	-0.5246
PEX26	-0.143
LRP5	-0.425333333333333
ADAMTSL4	-2.44783333333333
ARR3	-0.692833333333333
MAP1A	-0.78925
CD2	0.30775
NAV2	0.5161875
TMEM69	0.095
ATXN7	0.217333333333333
CHN2	1.7755
ZNF781	-0.355
HAS2	-2.04916666666667
KIAA0241	0.779833333333333
BIC	-0.2035
MOBKL2A	-0.5175
CYP2C9	-0.4355
CNOT7	0.585857142857143
SFRS10	0.06325
CST11	0.14125
FLJ37543	-0.049
NKAP	-0.78525
RUNX1T1	1.4785
EAF1	0.9428
IL4I1	0.86875
LRRC61	-0.305
PSIP1	-0.21425
SPRR4	-0.042
ZFP90	0.301
AP2B1	-0.732846153846154
SLC30A7	1.34783333333333
C7orf28A	-0.350833333333333
S100B	-3.9845
BMP2	-0.600125
ESR1	-4.815
ZFPL1	-0.58375
ARHGAP12	1.424
LRRC19	4.162
ZNF767	0.0846666666666667
NACA	0.4616
OLIG1	-2.626375
PRF1	0.14
LST1	0.870166666666667
SPATA9	-0.1606
CNFN	-0.085
CDK4	0.1703
TCF15	-1.9085
PARC	-0.544
PPM2C	1.4605
LOC283345	-0.6265
FAM107B	-0.69175
DMXL1	0.048
RBM3	0.34975
HTR5A	-1.25866666666667
SCFD1	-0.244833333333333
EPHB3	3.607875
ROPN1L	-0.487
RAMP3	0.197
TSPYL5	-1.17127272727273
GAP43	-3.1255
PAPD4	-0.021625
PDE3A	0.466
TNFRSF10C	1.116
JMJD5	-0.403833333333333
RASGEF1A	1.9155
C16orf65	-0.211
HIPK3	0.576666666666667
XYLT2	-1.68075
XPOT	-0.670833333333333
GAL3ST1	1.904
DHCR7	-1.275
AMIGO3	-0.0873333333333333
FGFR4	0.3035
CRAT	1.28825
PPP1R14D	3.465
TRIM14	-0.1356
TMPRSS11D	-0.1495
SLC7A11	-0.715384615384615
OR10H2	0.0935
PPM1E	-0.6722
DOCK4	-1.021375
FAM127A	-1.060125
ENOPH1	-0.928
SLC5A3	-0.6413
ZNF530	0.1573
NTS	-7.31025
FRMD4A	-0.156142857142857
BCL11B	-1.15066666666667
PRM1	-0.0825
UQCC	0.6585
S100A16	0.9805
PLS3	0.2665
WWOX	0.099
CCDC23	0.65675
GTSE1	-1.023
GP2	2.911
FLJ32549	-0.37625
CHIT1	0.279
KLF9	-0.78475
RPS24	0.3601
MIA	-3.38425
FIGN	-0.372
PYROXD1	1.056875
PCSK2	-0.27425
MRPL9	0.27875
RPL24	0.953
C12orf32	-0.4915
HIST1H2BE	-0.91825
RGS18	0.587
LFNG	3.27325
RAB4B	-0.1066
FBXO25	0.4715
TSPAN31	0.294
ARL8A	0.395714285714286
C10orf83	-1.4449
OR51B6	0.2845
CNKSR2	0.1915
C1orf156	0.1285
IBSP	0.2485
GFRA2	-0.683666666666667
ALKBH7	-0.0261
NEK10	-0.88025
VN1R3	0.318166666666667
LOC91948	-0.473
CPZ	-1.48375
IHPK3	0.538
COL8A1	0.7455
RBPJL	0.361
OR10A4	-0.1265
CASP8AP2	-0.16325
MMP12	2.5815
OR8B12	-0.4975
CDCA5	-1.13316666666667
LIX1L	-1.78525
PEX11B	0.834
GABRA1	0.0268333333333333
HABP2	1.4735
REEP1	-0.0661666666666667
FBXO15	-1.79125
CD68	0.35925
WFDC9	0.432
GHDC	-0.396666666666667
SMARCA1	-1.09875
SPAST	0.308166666666667
PLXND1	-1.43525
MLCK	0.431
INTS5	-0.373833333333333
BSG	-0.00285714285714286
PARP8	0.886166666666667
TEAD4	-0.459833333333333
ZNF498	0.038875
TMEM89	1.33083333333333
DTX4	0.97075
TNRC6B	0.5206875
ARMC2	1.084875
FGFBP1	2.08733333333333
TIMM8A	-0.332833333333333
AJAP1	-2.5798
ZNF608	0.3455
SLC25A42	-0.810875
SYP	-0.3135
MMP11	1.99416666666667
USP40	-0.7577
C3orf62	-0.2095
MYO1E	0.896
LRFN4	1.0635
XCL1	-0.339833333333333
GPR155	-1.0655
VPS29	0.81975
CARHSP1	-0.426
ARHGAP20	-0.465
GREM2	0.864714285714286
CCDC102B	1.4155
ZNF577	0.672166666666667
HDDC2	-0.71775
SHC2	1.9862
NCOA5	0.784166666666667
INPPL1	-1.365
CHGB	-1.0735
IHH	4.1815
DDEF2	1.25675
DIAPH3	0.211333333333333
BUB3	-0.586666666666667
GGH	0.929888888888889
VPS35	0.6674
CNN2	1.86016666666667
ASNA1	-1.9635
WDTC1	-0.1365
AMAC1	0.589
HAS3	1.62
SLC1A6	-1.66316666666667
ZNF563	0.504
C1S	1.623
TCF7L1	-2.008
OR10Z1	0.4875
ME2	-0.918
C6orf151	0.20125
KPNA4	1.1923
GLO1	-0.69425
WDR61	-0.166333333333333
CD302	0.29475
SIRT7	-0.813333333333333
C11orf59	-0.498
PKIG	-1.26625
PPIL3	0.0625
CCDC74B	-2.182625
ZNF528	0.35775
EFNA5	1.0175
FCGRT	2.327
NOL4	0.5497
CCS	0.1795
LOC374491	-0.7585
MFSD7	1.365
ZNF555	-0.49225
LIMS3	-1.239
TSSC4	0.395333333333333
COL11A2	-0.6685
C1orf119	0.284166666666667
BPNT1	1.2305
CHRNA6	-0.324
C1orf173	-0.266
PLD2	-0.88375
ORC1L	-1.26575
SASH1	-0.555625
CDC14B	0.00849999999999999
RLBP1L1	0.274666666666667
LDLRAP1	-0.6596
NAT8B	-0.428166666666667
HHEX	-1.518
LGALS7	2.22175
PLCH1	1.215875
OR1M1	0.3665
PRAMEF16	0.19325
HECTD1	-0.306
C14orf39	0.075
TLN2	0.6431
HDAC4	-0.926142857142857
SYCP2L	-1.74
GLRA1	-1.2005
RPS6	0.641
hCG_1757335	-0.4685
KLHL1	-0.15
CTNNBIP1	-0.515
SCAND2	-0.0811
HMGN2	-0.369
YAF2	0.4235
BRPF1	-0.46725
LIAS	-1.7245
CTA-246H3.1	-5.10225
SAG	0.04575
C20orf10	0.339
HNRNPA2B1	-0.765666666666667
GADD45A	-0.7955
MSH4	0.3705
TMEM70	0.3275
HIST1H2AM	-0.43075
C19orf26	0.1305
C1orf50	0.35075
GNG3	-0.28375
FTO	-0.6315
CALCB	-0.4525
PPP3R1	0.9125
C15orf42	0.72175
CCNJ	0.88
GNAZ	-1.18146666666667
PSD	0.186166666666667
FAM57A	0.025
STIM2	-0.0933333333333333
DHX8	-0.13775
MOGAT3	0.605
UBE3B	0.977666666666667
PLAT	-0.698333333333333
C6orf206	-0.1805
COPE	-1.2789
EIF3A	0.3555
C1QL2	-0.1265
IQCE	-0.51675
KIAA0182	0.445166666666667
SLC22A7	-0.0721
PPFIA2	0.035
ADAMTS15	-0.27
ODZ1	-0.661
THBS4	-1.78433333333333
ARHGAP1	0.7465
B4GALNT3	-0.571666666666667
FCHO1	-0.851
LOC440456	-0.20025
HOXD10	3.312
CXCR3	1.19483333333333
CHI3L2	-3.035
SRPX2	0.80375
ZNF132	-0.612
UBAC2	0.712666666666667
RPL32P3	0.202
CBWD6	0.9
ST6GALNAC4	-0.393
KIAA0391	0.509833333333333
LOC388969	-1.4135
KRTAP5-8	0.679333333333333
ZNF786	0.5895
LYVE1	0.742166666666667
GPR144	-0.0705
APOH	-5.458125
TSC22D2	0.969666666666667
PLCD1	-0.5365
FLG2	-0.086
M-RIP	-0.6952
NDUFV1	-1.041
POLDIP2	-1.25216666666667
RAB3GAP2	0.280333333333333
RPSAP15	-0.32225
CLEC7A	0.701375
HSPA14	0.807
TAAR5	-0.2195
FAM132A	-0.1315
C2orf43	-0.02
OR10V1	-0.242
SELPLG	-1.7585
C1QTNF6	-0.933
OPCML	0.5218
DTYMK	-0.375
ALDH16A1	-0.2475
F13B	-0.681
MGC16169	-0.48275
KIRREL2	-0.650833333333333
C14orf32	0.78775
SLAIN2	0.1601
HSD3B2	0.191
AMMECR1L	0.5255
LRRC37B	-1.358
HMG20A	0.0765
C22orf27	0.1581
FBXL22	0.2435
AP1B1	-0.942833333333333
TNKS1BP1	0.08625
CD74	0.26425
HSPA12B	0.539166666666666
PLSCR1	1.73566666666667
SLC35E1	-1.56566666666667
FEZ1	-2.1125
APOD	-0.106875
C16orf44	0.2815
C1orf166	-1.2905
KCTD11	-0.421
NELF	-0.76675
SRP54	-0.565
MGC35361	0.35525
GPR35	2.0405
NRGN	-0.758625
SIGLEC12	-0.24125
SCN1B	-0.12725
IFNW1	-0.09
STAR	-5.11075
HLA-DQA2	0.3165
RNASEH2B	1.0955
TAAR2	0.088
VAMP5	-0.74
TUBA1C	-0.613785714285714
PIK3R2	-0.725375
ARD1A	-0.328
EBF2	-0.227
CAMSAP1L1	-0.35475
CYP3A43	-0.190333333333333
AKR1B1	-2.00025
KIAA1729	0.76275
KAL1	0.3349
CYBB	-1.485
UXS1	0.58075
LOC338579	-0.26025
C11orf45	-0.602
SHB	0.869125
IKZF4	0.94375
NDUFA1	0.787625
HSPE1	0.97125
C1orf215	-0.677
GPR113	-0.477333333333333
ZNF573	1.38325
TBX18	-2.677
GGTA1	1.5305
PCDHGA8	-0.3235
RPS6KL1	0.776875
DPP9	-0.392625
SLC43A2	0.769625
COPS3	-1.155
PMPCB	-0.105333333333333
HYLS1	-1.573
LSM8	0.401
PDE6B	-1.798
C10orf118	1.82455555555556
OR1C1	0.089
ZNF415	-2.3525
OR2F1	0.086
ZDHHC13	1.7225
FZD8	0.231
TCEA1	-1.0512
SUSD4	-1.68942857142857
C22orf24	-0.4115
TNFRSF14	-0.22275
TRIM28	0.115
FGF5	-0.702
CSPG5	0.026
RNF133	0.833
FKBP15	-0.416
BZW2	0.5125
NSMCE1	-0.02425
PTPRN	-0.617
TST	2.0905
POP1	-0.3815
RNF24	-1.58616666666667
SFRS4	-0.754125
REPS1	0.057
CD70	-2.93683333333333
PDXDC1	0.36875
SRC	1.9816
NTNG1	-1.89583333333333
SETD1B	0.8905
TINP1	0.6802
ZNF606	1.56966666666667
SSR1	0.2556875
RGNEF	0.102166666666667
NFS1	-0.451166666666667
CENTB5	-0.87175
CRMP1	-0.607
ADAM18	-0.0293333333333334
CCDC87	-0.374
LRRC8B	0.94225
CSNK1G1	-0.25725
MAFB	-1.15783333333333
C12orf45	1.659
C1orf54	2.09825
DPEP1	4.7975
FLJ13137	0.4615
C14orf118	0.0266666666666667
ANKRD19	-0.342833333333333
ABCA9	0.733625
TMEM87A	1.60288888888889
BBS5	1.1823
CYP17A1	-0.317
SCG3	-1.42166666666667
ESCO2	0.68625
GFER	0.376333333333333
NRIP2	-0.114833333333333
DDX59	-0.3205
RIC8B	-0.2076
TNNI1	-0.612
KTELC1	0.593083333333333
GPR85	-0.2486
SP3	0.57125
GOSR2	-0.458636363636364
DDX1	0.44725
DSCR9	-0.549
KIAA1984	-0.21575
FLRT3	-0.50775
RNPS1	0.137642857142857
ZNF772	0.999
SLC25A10	-0.131833333333333
ADAMTS3	-1.28155555555556
TBC1D7	-1.86575
PCYOX1L	-0.73325
LOC339745	0.6475
VPS54	0.345
PCDHB12	0.04625
C4orf6	-0.26075
CCL5	1.741125
PEX5	-0.237125
LENG1	-0.335666666666667
LOC51336	-1.28225
FLJ25371	0.147
WDR45L	-0.560333333333333
SPAG8	-0.3855
GUCA1C	0.348
LOX	-2.05683333333333
FIZ1	0.6695
BAG5	0.744916666666667
BUD13	-0.2785
MGC2752	-0.257375
IQSEC3	-0.10075
TGFBR3	-0.48075
CASP9	-2.371
PPA2	0.081
MED24	-1.431875
MAP3K7	-0.31
SRPR	-1.293625
C17orf81	-2.36725
RIPPLY1	0.22825
EID2	-0.1575
AKR1C1	-2.28766666666667
IMMP2L	0.138125
SPSB4	0.3985
BAG4	0.37825
ZNF32	0.9265
KLHL34	4.2535
BRD2	0.00399999999999998
IL32	1.735
FAM53B	-0.103
SLC7A1	1.07725
KAAG1	0.4375
CCDC54	0.326833333333333
PRKCQ	0.19275
TIRAP	0.08425
SPSB1	0.0863333333333334
USP36	0.31425
FLJ32569	1.0805
LYZ	-1.52825
TMEM186	0.783833333333333
TPM2	2.059
C9orf100	0.293666666666667
PPP1R11	0.6556
OLFML3	-0.9006
ELAVL1	-0.52475
DNAJC17	0.805166666666667
ABCA2	-1.4375
BNIP3L	-1.45775
ATP10D	0.0685
GALNT8	0.821666666666667
PRKCH	0.555
USP12	0.76275
STXBP1	-0.9493
LSM2	-0.378666666666667
ANKRD30A	-0.666
LAP3	-1.0485
C9orf40	-0.0966666666666667
KATNAL2	-2.0855
RG9MTD2	-0.389
PNPLA7	-0.34375
IDH1	0.112
C1orf57	-0.252
XRCC5	-0.884
TBRG4	0.381875
DCDC5	0.138333333333333
POU5F1	-3.965
RAB1A	0.693
KRTAP15-1	-0.14
INHA	-1.39516666666667
WDR90	-0.227875
MLL2	-0.210833333333333
FAM104B	-0.4535
SF3B14	0.824
STX1B	-0.003
SNX12	0.82275
KMO	-0.120166666666667
FAM100B	0.25325
CDRT15	-0.3225
RAB9A	-0.753
RUFY3	-0.211125
UBE2U	0.2802
NFKB1	0.9267
FBXO38	0.866625
VRK3	0.20275
TUBB8	-0.347
IFNA6	-0.0325
AYTL1	0.626
RBP3	-0.0396666666666667
MUC13	5.6005
C8orf30A	0.16
MFAP1	-0.56
NHLH1	0.155
CXorf34	-0.351
SP8	-1.2225
RNF151	-0.343
TDRD7	0.94875
KCND2	0.23225
FKBP9L	0.325
C17orf44	0.25225
TIMM17B	-0.3385
WIPF1	-1.5321
SNX15	-0.5489
IGF2R	0.2679
SBSN	-1.448
RBM15B	0.22675
AGBL5	-1.0795
APEX2	0.148
C17orf39	-0.6485
UBE3A	0.4534
SPANXC	-3.0665
TGFB1I1	-1.1795
RBM13	0.008
TOP2B	-0.206833333333333
NPVF	0.311
RIMS4	-1.69325
RAD54L2	0.501333333333333
RSPO3	2.7575
C2orf47	0.65375
TSPAN4	-2.64208333333333
DNAL1	-0.007
DKFZp761E198	-0.83425
NLE1	-0.74525
TPST1	-2.162
SREBF1	-1.24125
CLEC12B	-0.519
FUK	0.4655
IL21	-0.0775
LTK	0.0095
DKKL1	-0.931
EPAS1	0.3
UBTF	-0.0643
HIST2H2AB	-0.110727272727273
TMPRSS12	0.171875
KIAA0427	-0.454166666666667
CYP8B1	-0.9956
FPRL2	0.94525
LOC402573	-0.5185
HSDL2	0.899666666666667
SEMA6B	-0.8615
AKR1A1	1.26564285714286
CLTB	1.07575
NXT2	0.0126666666666667
HSPB7	-1.377
MLLT11	-2.8335
OLFM3	0.4244
SEC61B	0.69575
GPR139	-0.747
RRP15	0.42875
OR3A2	-0.6485
RSL1D1	0.0720000000000001
P2RX7	-2.28166666666667
PSME2	0.95375
ADNP2	-0.4155
RBM25	0.916166666666666
IFITM1	2.378
POLR2E	-1.18975
ZNF643	0.6795
ZBTB25	-0.859833333333333
SPTBN4	-0.331625
FBXO28	0.39925
CLEC10A	-0.2345
EPHA8	-0.465285714285714
BEST4	0.067
GAS6	-1.80816666666667
TSHR	-0.621
TMTC1	-1.37118181818182
GSTM2	-1.27816666666667
ETV1	-1.042125
ADAM11	-1.35183333333333
ERGIC2	-0.0511666666666666
ATP6V0E2	-1.24916666666667
HGFAC	-2.61716666666667
CTTNBP2NL	1.146
FLJ20628	-0.36025
MTCH2	1.101
BACH2	-1.10483333333333
AUTS2	1.44583333333333
FSD1L	1.28575
RPRM	-1.27883333333333
PPP2R3A	-0.412833333333333
BAT2	-0.94525
LPHN2	-0.607333333333333
MGC71993	-0.183333333333333
PPARGC1B	1.60975
CENPT	-0.27425
RNF123	-0.144
COL27A1	0.3457
