Hybridization REF	TCGA-AA-A01I-01A-02R-A00A-07
LRRC4	-1.0235
CS	0.410833333333333
N4BP2	-0.92675
IGFBP7	-0.00175
ZNF318	0.179333333333333
NDNL2	-0.001375
ZNF609	-0.450625
SIRT4	-1.37
EXOSC10	-0.47125
ECE2	0.358
OVGP1	2.5745
GTPBP3	0.001
PACS2	0.2605
C19orf36	-2.093
ARL4C	-2.268625
ATG4B	-0.42875
UBQLNL	-0.83175
RHOXF2B	-4.6705
PLEKHG2	-1.7125
GALR1	-0.7105
AQP4	0.6435
HDAC7A	-0.421666666666667
DCUN1D3	0.4805
OR8A1	-0.6145
CCRN4L	-0.059875
CBR4	0.6535
KIFC1	-0.182333333333333
SLC7A14	-0.9195
LHX5	0.0225
TRPC7	-0.5965
LPXN	1.0895
SERPINA1	-0.63175
RPS13	-0.3245
BPIL3	0.4305
PRKAA1	-0.1945
FADS2	-1.9775
ENAH	-1.0535625
PRO1768	0.418
APBA2BP	-0.16275
LIPH	4.11166666666667
C3orf33	0.19125
RCC2	0.0645
ALDH1A2	-3.2275
RNF103	1.721
AHCY	0.13575
ALG12	-0.575
CCL17	0.3705
ZNF543	-1.4005
ESRRG	1.0608
CNGA1	2.1725
RDH5	0.332333333333333
OTX1	-0.4368
PTGFR	-0.672666666666667
CDR2	0.058625
SELE	0.62925
NLGN2	-1.694
EXOSC9	-1.4415
ZNF566	-0.962666666666667
KLRC2	-4.5475
GPR12	0.4495
KIAA0196	-0.208
PDRG1	-0.52425
SSR3	-0.324142857142857
MSI1	0.048
CST9	0.0155
CC2D1A	0.134125
PLAGL1	0.990888888888889
ZNF778	-0.901
RNF2	0.19175
KLF6	0.650166666666667
THBD	-0.0278333333333333
tcag7.1314	0.6065
NR5A1	0.0416666666666667
ABCD2	0.18275
DNAJC7	0.118
CLEC4C	-0.0005
TM2D3	0.740875
CCDC4	-0.6025
PLAC2	-2.716
DCD	-0.0045
FAAH	2.025
POLA1	0.135
TM7SF2	-1.118625
FLJ39822	0.294833333333333
FLOT2	-0.847625
MAP4K1	-0.922
SRP68	-0.139375
C21orf74	0.3595
ARPC5	0.641875
LOC126075	0.30325
HECW2	-0.05425
ZDHHC4	-0.40325
ANKRD42	0.7321
PDE9A	0.769666666666667
ABCA8	-1.45275
NDUFS2	-0.30075
UBR5	-0.913875
BTBD16	2.0675
LOC554174	-0.112
ZNF20	-0.899
KIAA1843	0.9025
WDR17	-0.63125
C15orf33	-0.233
RNF113A	0.53975
CAMKK1	-0.2691
CLCN2	1.517
ANXA6	0.5065
LOC340069	-0.3535
EMID1	0.151125
DPM3	-0.528333333333333
ELA1	0.03
SLC25A13	-0.072
KRT24	0.27425
SMPD1	-0.0218333333333333
TH	0.070625
COL6A2	-2.03657142857143
ANKS1B	0.467333333333333
GPR126	-0.5581
ZC3H12A	1.54983333333333
TMEM47	-0.986666666666667
C2orf51	-0.405333333333333
C1orf88	1.03483333333333
HSF2BP	-1.2675
AKAP10	0.1065
RPAP3	-0.0975
KLHDC8B	-1.443625
STOM	-1.2375
MUPCDH	3.776875
C10orf72	-0.378166666666667
PLEKHA3	0.7675
TCP11L1	0.08975
CWF19L1	0.181
SPEF1	-0.303923076923077
YSK4	-0.7135
ELN	0.5653
SAMD8	0.796333333333333
MPI	-1.645
MEPCE	-0.996
ABCC3	2.291375
NANOGP1	-3.3495
KCNK17	-0.91375
HLA-DMB	4.21266666666667
RRAGA	-0.05525
ANGEL1	0.53725
RBM32B	0.4445
CPN1	-2.33825
MGC52282	0.1482
HLA-A	2.24216666666667
OR9G4	0.1085
EDNRB	-0.233
SCD	-0.337071428571429
C14orf80	-0.892
BAGE2	-1.2075
RABL4	0.0256666666666667
RCVRN	0.264
SHANK1	-0.2485
NLRP7	-3.32
CD226	0.5705
STAT3	0.07075
SYNJ2	-0.1426
TPCN2	-0.845833333333333
WDR36	-0.220583333333333
MBD4	-0.75375
ROBO1	-1.5454
ST3GAL6	-4.68466666666667
SLAMF8	1.70983333333333
ATN1	0.025
GPR141	0.5265
KRT36	-0.376
TPH1	0.362
DDX52	0.61025
ZSCAN29	0.316333333333333
TRPT1	-0.1885
DPEP3	0.45775
DENND4A	-1.364375
TSPAN16	0.1745
PTCHD2	-1.2735
LOC145814	-0.32875
CAP1	0.4995
EIF5A2	0.6607
NT5DC3	-0.204625
SEPT9	-0.791625
SEZ6L2	-1.927875
EGFLAM	1.63775
VPS11	-0.26425
NDUFB5	0.0936666666666667
CIDEA	-0.1875
IER5L	-1.22925
N6AMT1	1.474
FAM83C	-0.183
OXR1	0.07325
IRX1	-0.3725
DGKB	-0.0455
GCN5L2	-1.4115
MIR16	0.31275
FBXW9	-0.87875
WDR4	1.22716666666667
PDC	-0.9055
VPS33B	-0.28725
HEXB	0.92775
FLJ32214	0.58275
TCEB3	-0.93925
CRLF1	-5.74575
ABI3BP	-0.738
C8orf22	-3.27325
PYCR1	-1.0015
KIAA1706	2.967
CDK5R2	0.62575
WAS	-0.159
C12orf60	-1.6685
CCBL2	0.0435
MADD	-0.65875
C5orf34	-1.31
WDR42A	-0.161
KLF12	-0.9375
HSPA1A	-1.15275
ITM2C	0.334166666666667
DAPK2	3.60116666666667
LOC442590	-1.1955
SUMF2	-0.413875
CENPA	-0.149769230769231
TMED5	0.248
CDH6	-1.13055555555556
BRP44	1.4255
THG1L	0.63325
GABRA2	-0.00175
C14orf166	0.12825
MYL1	-1.03183333333333
TNFSF18	0.431
PAP2D	-0.812
PPIB	-0.57125
KLHL4	-0.59575
SFN	0.9545
CCDC127	-0.41275
FRAP1	-0.5825
GOLGA5	0.25825
SDCCAG1	-0.122375
MGC21675	-0.394833333333333
C10orf95	0.2
KIAA1345	-2.04783333333333
C1orf163	-0.9815
LACE1	0.981
OR10K2	0.2715
CENPN	-0.80152
TMED2	0.66525
UGT1A6	4.739
ANG	0.279
U2AF1	-0.534166666666667
CASC2	0.505
NMT2	-0.321166666666667
OSGEPL1	-0.24525
DFNB31	-0.7295
SLC6A20	3.01475
DKC1	0.31075
FXYD4	1.99575
WDR64	-1.08066666666667
MGC5590	0.6365
CREBZF	0.2075
DAZ1	-0.4415
PRPSAP1	-0.734
GCHFR	0.4075
TTC7A	-0.446625
LOC196993	-0.62275
UBD	4.88616666666667
S100A1	-1.294875
RPL6	0.705666666666667
DNAJB6	0.0304
NAGS	0.9512
C2orf58	-0.4435
KERA	0.272166666666667
MT1X	-0.737
UBE2B	0.888
KEAP1	0.17725
MST1	-2.9215
OMA1	0.7925
ABLIM2	2.678
BCL2L13	-0.0956666666666667
JAZF1	-1.86783333333333
TMEM63B	1.2615
S100A8	-1.0051
ARFIP2	-0.29575
UROS	-0.50025
KHDRBS2	-2.2385
POLQ	-1.478875
SOAT1	-1.0705
SPAG4	-1.85625
MRPS30	-0.270166666666667
LOC494141	-0.53325
OR2T11	0.148
ORAOV1	-0.5699
ZNF184	0.119666666666667
TCEB3B	0.526
ADAM21	0.178
GDPD1	0.4325
SPINLW1	0.03475
PRR14	-0.683333333333333
KCTD9	-0.1806
NUDT3	-0.005
KIAA1822	-0.2276
HIST1H4K	1.7185
DFNA5	-5.00225
GABPA	-0.1045
C14orf44	-1.4895
POLB	-0.217125
PTAR1	-0.62125
SEC31A	-0.1013
TRIM58	-0.77875
TAS2R14	-0.347
VPS8	-1.006375
H1F0	0.399666666666667
PRKCB1	-3.233
UGT2A1	0.408
TOR1B	-0.05225
LSS	-0.9125
C2orf19	0.1735
HNRNPC	0.287142857142857
TMEM100	-1.834
LOC116349	-1.87075
OR51M1	0.4055
CCDC142	-1.12875
ISG15	1.247
ZCCHC14	0.197
CREBL2	0.742
TGDS	-0.3605
DC2	-0.389
CACNA2D3	-1.91178571428571
ZNF429	-0.930625
LYPD6	0.451333333333333
SUCLG1	1.341
OR51I1	-0.2225
MAGEH1	-1.3785
PRPF40A	0.276
SMR3A	0.3435
SPINK2	-0.63175
THAP2	0.314125
NPY5R	0.064
IRF4	-2.038
SPESP1	-1.5645
OR10S1	-0.8525
DTD1	0.63125
TUBE1	1.307
DDX19A	0.3385
PDPN	-1.26
TMEM34	0.111916666666667
MGAM	0.35175
COL3A1	4.18138888888889
GFM2	-0.4388
OR5A2	0.0695
PSG9	-0.6145
ARHGEF11	-0.801333333333333
IVNS1ABP	0.2844375
SIGIRR	0.95025
DUSP19	-0.615875
DNAJC14	-0.3415
ACSS1	0.29925
IL1RAPL2	0.287
C4orf30	-1.134
SEPT4	-0.08275
LANCL3	0.425
SPAG17	-0.1422
PRDX3	0.095875
HNF1A	1.47225
P4HA2	-0.538125
RFWD3	-0.612333333333333
MOV10	-0.69575
DNAJA5	0.0232142857142857
LOC729440	0.08625
LOC200383	1.28028571428571
SMC2	-1.266
MIXL1	-0.914
TMEM9	-0.817
FAM86A	1.4465
ZNF174	-0.2479
MYH14	-0.364
CCR8	-0.508
VPS37C	-0.1665
GPATCH1	0.205166666666667
B3GNT8	3.633
TBX4	0.04725
CNR2	0.344833333333333
PCDH1	1.294
C5orf29	0.8685
OCIAD2	2.90225
PLCG2	-0.54325
KIAA0247	1.087375
HRH3	-0.133333333333333
CAPN13	2.9275
CCR1	-1.2019
MGC15523	-0.477833333333333
UVRAG	-0.4765
DNAJA2	0.2815
ITGA2B	-0.957166666666667
CLDN5	2.323375
PTPRN2	0.720928571428572
ZNF512	-1.53583333333333
PSAP	-0.0262857142857143
CCDC140	-0.624
LRRC55	-0.19675
CYP26C1	-0.2545
C8orf47	-0.47375
LYN	0.39075
DUSP6	0.967333333333333
TGFB3	-0.6896
ELK1	-0.2299
PCDH11Y	-0.056
HGD	-0.3275
C17orf58	-0.73125
MYO3A	0.152
SERPINE2	-1.76916666666667
AARSD1	0.60375
C14orf73	-1.28725
ADAM33	0.06225
ZNF491	-0.4755
MAPK6	-0.063
TCN1	5.23483333333333
SLC24A6	1.001
UBE2R2	-0.00875
H1FNT	0.38025
TATDN2	-0.4175
LILRB1	0.3315
P2RY5	-0.3015
NUCB2	-1.0765
C2orf37	0.68275
SNX27	-0.252166666666667
MTA3	-1.19025
FOXO4	0.4885
ID4	-1.96166666666667
SOX5	-2.69633333333333
PXMP3	0.74625
OR52M1	0.216
SFT2D3	-0.077875
INA	-2.71116666666667
MCOLN1	-0.567
NFIX	0.0012
CLEC14A	4.17383333333333
HIBCH	0.978833333333333
PLA2G5	0.161
TIMM10	-0.157666666666667
MED17	-0.1184
COL4A4	-0.561
TPP1	0.126
GJA3	-1.16216666666667
TMPRSS5	2.05625
AADACL3	0.159
DNMBP	1.1215
ENPP5	2.9795
NQO1	0.2368
ZSCAN2	0.117125
SEC24C	-1.399
GTF2A1L	-1.4955
AXIN2	3.0628
FAM33A	-0.517666666666667
C16orf13	-0.029875
SPNS2	1.97175
TAF1	0.08
AP1G2	-0.0416666666666667
RBM42	-0.364
HCN2	0.205666666666667
EFHB	-0.3265
RUSC1	-0.8495
GRIK5	0.469
USP21	-0.713166666666667
ATAD3C	-0.05
ORMDL2	1.141875
PRSS7	-2.1035
PSAT1	-0.01075
FLJ13195	-1.2955
TBC1D1	0.203666666666667
IFNG	1.86125
OTOS	-0.00850000000000003
ZNF773	-0.829333333333333
EMD	0.211
RETN	-0.2105
CCL8	1.1245
APH1A	-0.11625
COX18	1.26425
GTF2IRD2	0.14625
CCDC82	-0.691416666666667
PAFAH2	0.7798
NPEPL1	-0.4989
RP11-114G1.1	0.392
TP53INP1	-0.474625
ZNF300	-2.75966666666667
FOXL2	-2.21133333333333
LARP2	0.6565
LATS1	-0.18275
HTR6	-0.137
SPOCK2	0.300833333333333
RNF144B	1.14133333333333
HTATIP2	0.181125
MGC10334	-0.41625
CENTA2	1.6995
FGF2	-0.06525
FXYD7	0.4995
PHYHIPL	-2.336625
GPR34	1.16425
DDX6	-0.297
OR10W1	-0.1575
LHFPL1	-0.3105
ZNF313	0.240357142857143
VPS28	0.08725
AP3M1	-0.5934
AKR1CL2	-0.98775
TRAF4	-0.050125
OR2B11	0.4415
C19orf12	0.2315
AKAP9	-0.348333333333333
C1orf62	0.619
SLC20A1	-0.5446
FAM112A	-0.13925
LDB2	-0.172875
MRPS23	-0.33175
KLK5	-0.086625
SPTB	-0.3464
EFEMP2	-1.8865
EFNB2	2.707375
PCM1	-0.630071428571429
NMNAT3	2.6885
TSG101	1.0145
C8orf40	-0.240333333333333
NOB1	-0.61725
ABHD3	1.13875
GTF3C4	-0.86725
PIGN	1.17733333333333
GALNTL1	-3.381
AEBP1	-1.48225
OR9Q1	0.3175
ANKRD2	-0.327625
CCL28	-0.411
TRIM38	0.559166666666667
TMCC1	-0.0408333333333333
SMG5	0.05225
LRRC7	0.1845
NCAPD2	-1.30966666666667
C6orf153	-0.4995
C1orf74	-0.778
OTUD6A	0.2235
DCP2	-0.486
TMEM24	-0.64325
RPL18	0.108333333333333
TMEM177	0.5615
LRRC37A3	1.834
C1D	0.4725
LDHC	2.18875
UBE4B	0.0513333333333333
NIT1	0.113125
BTN3A3	0.753625
RASD1	-0.177625
COMMD3	0.03875
SHFM1	0.31375
BIRC8	0.17025
DUT	-0.23225
C12orf51	-0.042
LRRC59	0.138333333333333
LY6H	0.06
WDR22	-0.633166666666667
EDEM1	0.286428571428571
ADH1A	4.53
PANX2	-0.4491
CYP11B1	0.43075
CDC73	0.16975
GPR172A	-0.22225
GSTM3	-1.73253846153846
KCNA5	-0.160375
SERAC1	0.933666666666667
NFATC2	-0.117
ANAPC5	-0.0689
C15orf24	0.04825
NFATC2IP	-0.825083333333333
TNRC6C	-0.209
MGC102966	-2.37675
FGD5	-0.5055
MED9	-0.143
RAB13	-0.724333333333333
C15orf49	0.1075
CRYGS	0.2535
C12orf53	-0.9824
LOC283693	-0.4755
COX6B2	0.69
PHF14	0.2795
FAM3A	-0.552375
RPL13	-0.2818
PRDX2	-0.2191
FLJ34047	-1.308
PRMT3	0.192
KCTD19	-1.8085
TRIM10	0.7455
MGC26597	-0.748
GCNT4	-0.48075
GPRASP1	0.163
CDKN1C	-2.86316666666667
RHBDL2	2.8186
HSPH1	0.51575
AQP1	0.909625
COL17A1	3.0438
GFAP	0.73125
CDC16	-0.06
KIAA1614	0.0745
C6orf118	-0.952
ZSWIM5	0.964
FAM83F	4.8945
LYNX1	-0.510133333333333
SYNPR	2.79
XG	0.384666666666667
PRSS16	2.086375
KIF13B	1.86592857142857
PCDH9	-2.184125
HIST1H2AH	0.029
RBM18	-0.31575
ZNF626	-1.26175
HEXIM2	-0.574833333333333
ITFG1	-0.2835
TUBG2	-1.5005
SFRS7	0.00616666666666668
C9orf14	1.216
EXTL1	-2.23475
GBP3	2.542
WDR5	-0.8995
RARG	-0.190333333333333
MYO7A	0.8
CECR6	-0.77625
C13orf3	0.426125
SFRS18	-0.95725
ACVR1B	0.698666666666667
PSMD1	-0.168
C7orf31	0.4775
ILVBL	-0.562
IFNGR1	1.6095
RNF186	7.25725
NOL9	-0.16025
MAGEL2	-0.91025
SLC29A2	-0.281
NHSL1	1.8435
RBMX	-0.412
PSORS1C2	0.276125
RAD51L3	0.0178333333333333
LCN6	0.435
ORAI2	-1.735125
BRUNOL6	0.1347
OR4K5	-0.226
CDC123	-0.362
MSLN	-1.40966666666667
WWTR1	-0.484166666666667
ZNF700	-0.194833333333333
COBL	0.11875
PPP1R16B	-0.00262499999999999
GAS7	-1.8593
MDN1	-0.59725
HAAO	0.3705
C9orf68	1.621
TNFAIP2	1.002375
FOXN1	0.1
hCG_2033311	1.036
ATP6V0D2	0.3225
RPL41	1.245125
SLC38A1	1.546375
ARHGAP6	-1.3675
ADAD2	-0.591
PHF20L1	0.013875
MCM3AP	-0.0983333333333333
ST3GAL3	-1.2215
SNX1	-0.610166666666667
ELF5	-0.123666666666667
PARP3	-0.00049999999999998
RBM8A	-0.553125
LINGO4	0.1115
ITGA9	0.509
ZFR	-0.1595
ACSL6	3.802125
FLJ20699	1.8602
DAOA	0.1685
FABP4	0.641
KCNB1	-2.31625
CANX	0.1378
SLC25A28	-0.118166666666667
ADIPOR2	0.59725
ECHDC2	1.5395
SMA4	-2.22975
FRZB	2.37225
PABPC1	-0.720333333333333
DMRTB1	0.169142857142857
APOBEC3G	-0.93375
CATSPER2	0.760666666666667
CUEDC1	-0.154333333333333
STARD9	-1.50275
CLDN8	0.240625
LOC23117	-1.43686363636364
E2F6	-0.602777777777778
TMEM126B	-0.193833333333333
DPY19L4	0.12225
GIMAP5	2.48133333333333
NDUFA9	0.7955
FAM77C	-5.4185
CTPS2	1.89325
LOC51035	0.048375
WDSOF1	-0.50075
EGLN3	-0.296875
PITX3	0.401333333333333
OR52E8	-0.7495
GRM4	-0.05
KLK1	1.46566666666667
GPM6B	-3.7765
RRAGD	-1.75466666666667
PAGE5	-2.3185
UCHL5	-0.933666666666667
ULK3	-1.02683333333333
AIM2	3.564
PNO1	0.198833333333333
OR2F2	0.476
GNAT2	-0.9085
SIX1	-3.875
ST13	-0.135666666666667
ZBTB44	0.222125
TIMP2	-1.3835
ZMAT4	-4.54425
GTF2IRD1	0.448666666666667
ZNF19	0.121333333333333
ZNF714	-1.70275
RSC1A1	-0.249
C9orf80	-0.0855
PSMA8	0.8608
TMEM141	1.67625
COX4I1	0.326571428571429
CTAGE1	0.211166666666667
DTWD1	0.08
HSD11B1	0.45025
KRT6B	6.216
ARID4B	0.0305
LHFPL3	0.14575
WWP2	0.186166666666667
ZNF326	0.096
RGPD1	0.264
CTSH	1.06216666666667
FASTKD1	0.171375
PAF1	-0.3137
TTC9C	-0.2315
IFT57	0.0101
PRSS36	1.9125
IL20RB	-0.0945
ZNF592	-0.424166666666667
DCTD	0.0366
CFP	1.313
MFNG	-1.478
JMJD2B	-0.8385
ALDH3B1	-0.21125
THSD4	-0.711333333333333
KCNJ5	0.8296
LMNA	-0.782
TBCD	-0.455
ZNF250	-0.378333333333333
CASQ2	0.6922
PEG10	-5.124
PRAME	-6.6808
NP	0.93875
TRIM59	-0.113166666666667
ZNF12	-0.778875
XTP3TPA	-0.04925
SIGLEC7	-0.8056
PANK4	-1.08075
FAM70A	-3.37683333333333
SNED1	-2.14925
HIP1	-1.6028
RAET1E	-1.185
AMAC1L2	-0.4855
AHNAK2	0.704083333333333
TOE1	-0.657833333333333
RECQL4	-2.537
SPRYD3	0.3515
DPAGT1	-0.2155
MAGED2	-0.1149
ANKRD55	-0.3695
TRPS1	-2.82541666666667
DOK7	-0.25
TFPI2	-4.157
GTF2H3	0.6265
CYP4F11	2.367625
LHX2	-3.86266666666667
ATG16L1	1.28466666666667
ASB12	1.108
C1orf116	3.66275
NF2	-0.6229
POM121	-0.2917
PHYHD1	-0.8438
TXNDC17	0.6415
DKFZp779O175	-1.005
NUP62	-0.598142857142857
MYO18B	0.726833333333333
PRAMEF1	0.083
TCBA1	1.09975
TMEM168	1.4485
FJX1	-1.529
CLCF1	-0.064
SEPN1	-0.482625
IGSF2	0.1475
NUDCD1	-0.453666666666667
TFF3	4.544
NDFIP1	0.5695
CHCHD4	-0.29625
TNR	0.2255
CUTA	-0.285666666666667
USP44	-2.544
DPP10	0.291
IWS1	0.19
PCGF1	0.285
SULT1C4	-1.012
NTF5	-1.6265
PTPN13	0.715
SSTR5	0.268
SFRP1	-6.479625
IDH3B	0.0925
SUOX	0.757166666666667
TMCO5	-0.34175
GOLT1B	-0.11275
MIB1	-0.0311428571428571
PCDHGB1	0.178
SUSD1	1.70525
ICAM5	-2.7285
PAPOLB	0.04575
URM1	-0.4799
TMEM106B	0.525666666666667
LRIG2	-0.155
SLC27A5	-1.05925
CLIC6	0.0267
ZNF420	-1.07216666666667
SCN9A	-1.2456
KIAA1909	-0.85725
ELMOD1	-2.018
PRKAG1	-0.0535
FAM64A	-0.557
EEF1G	-0.1867
SMAD5	0.31075
INCENP	-0.13775
WASF2	-1.0045
GARS	-0.3234
CDK10	-0.8875
HLX	-1.275
MDM4	-0.00775
ZNRF1	-1.40642857142857
HHATL	-1.90033333333333
FAM21C	0.7431
HIST2H3C	-1.03375
PFDN2	0.3315
ZNF200	-0.4555
NDN	-2.256
HBA2	-3.24816666666667
FBLN5	-0.2435
PUM1	-0.0558571428571429
TNNT1	-5.09916666666667
C19orf59	-0.391166666666667
HNRPH2	1.20966666666667
RAB7A	0.116
PMS2	-0.983625
BIRC3	-0.342833333333333
NRSN2	-0.288375
OR52K2	0.1725
SPOCK1	-2.32578571428571
H2AFY	0.31125
RXRB	-0.78775
ZNF638	-0.4835
ANKRD45	-1.12266666666667
ACTN4	0.969833333333333
FXC1	1.13925
EIF2B5	-0.21825
VPS33A	0.56775
PINK1	0.21275
FAM106A	-0.836
SKIP	0.234666666666667
GAPDHS	0.103666666666667
MUM1L1	-1.038
PSTPIP1	0.341
CNTNAP1	-1.9273
CYP26A1	-3.9845
APOL2	-0.5055
TACC2	1.18125
COX7A2L	0.710071428571429
HSD17B1	-0.3275625
ARRB2	-0.145
SLC7A6	-0.1402
HSD17B10	-0.0575
RBJ	-0.8925
NUP155	-1.026
MRPL10	-0.468333333333333
CYCS	-1.07683333333333
CCDC46	0.242
TECTA	0.601
GNAL	-0.8865
LPO	-0.0025
PEBP4	-0.4535
DDX11	-1.639
C18orf12	0.225
TAF9B	-0.684
IMP4	1.18875
RPA4	1.19216666666667
NDUFS1	0.5205
UPK1A	-0.5025
ARRDC2	-0.144166666666667
C18orf20	0.894
AES	-0.627071428571429
CD2BP2	-0.533333333333333
C16orf54	-0.3455
UGT2B17	-1.11342857142857
FGFR1	-2.61927272727273
CEACAM6	7.9162
CHRM5	0.099
CERK	0.636
AP3S2	0.368928571428571
ANKS4B	2.34925
CLCNKA	0.00516666666666666
ZNF208	-1.21233333333333
HLA-DRB5	4.417
CARKL	-0.49975
GOT1	0.5875
CASP6	1.883875
HOXA1	-0.214
RCL1	0.119
ZNF181	-0.184333333333333
RAB40B	1.2985
MRPL38	0.656125
LRRN2	-1.82575
C3orf25	0.8775
OR5D14	-0.505
OR10AG1	0.8
BET1L	-0.0535
FRY	2.5635
AK3L1	-0.191
CSF3R	-0.193166666666667
POLR3K	-0.863333333333333
ATG2B	0.245333333333333
EPS8	1.50866666666667
DARS	-0.384125
C10orf56	-0.3865
DAD1	-0.119666666666667
RIOK1	-0.1475
HERC2	-0.21725
HSD11B2	3.11316666666667
FAM96B	0.1635
MGC13057	-0.15425
BSN	-0.667333333333333
CAND1	0.00533333333333333
HCST	1.02025
ACTR10	-0.016
OR8D4	0.3255
NASP	-1.8221
COL9A2	1.18333333333333
LYZL1	-1.1905
GPC5	-2.25675
TBL3	-1.634
CENTD2	-0.3875
OR5AP2	-0.14575
TLR1	-0.66425
LMO6	-0.243
ZIC2	-2.845375
CPNE5	0.562
ZMYND15	0.462
FLJ22374	0.54425
CCDC106	-1.05375
PARP16	-0.77075
PDIA3	0.3325
C14orf126	0.25175
CECR2	-0.278
SFRS1	-0.538928571428571
FIGLA	0.2455
DCP1A	0.2845
MGC45800	-1.3565
TEKT1	0.2032
C10orf67	-0.596
CLN5	1.05325
NTN2L	0.0735
GLE1L	-0.24925
CES2	0.612
GNAS	-2.16672222222222
DDX53	-1.445
TSPAN13	0.60675
MRPL52	0.4516
SPIRE2	0.619125
TAS2R39	0.3665
SCUBE3	0.225
UCRC	0.4931
CDKL3	-0.30075
KIAA1715	-0.1023
ZNF345	-1.09425
RTF1	-0.293375
DHRS7	0.51725
RIPK4	-0.864833333333333
EXOSC2	-1.03433333333333
MS4A2	0.12225
FGF17	-0.1515
WDR59	-0.421875
EVI2A	-2.97425
IL17RC	-0.581
HS3ST1	3.23675
ITGB1BP2	-0.22
RBPJ	-1.25966666666667
GIMAP1	2.333
INE1	-0.681333333333333
ALDH18A1	0.49925
TPI1	-0.892625
GATA6	3.38575
CABP1	-0.592166666666667
ZNF484	0.31875
DAPK3	0.005
GJB1	2.63341666666667
PIN1	-1.05975
SLC6A15	-2.72541666666667
CNO	-0.06175
RIN2	1.044625
FRRS1	-1.2315
CYorf15B	0.457125
DMRT3	0.038625
ATAD1	0.068875
OTUD4	0.117888888888889
ATOH8	-1.98475
ZSCAN16	1.561125
ASCC1	-0.3065
OTUD3	0.255
MGC33212	-1.52933333333333
YME1L1	-0.002
RP11-218C14.6	0.298
PCBP4	-0.01825
TNFRSF10A	1.459
CDH10	-3.19333333333333
KL	0.359
SCP2	0.433333333333333
C9orf119	-0.257875
SON	-0.698833333333333
MAFK	-0.0465
SBNO2	-0.59
SLC6A6	0.221333333333333
SC4MOL	0.662375
FAM35B	0.047875
PPP1R9A	1.267625
PDZRN3	0.50575
CXorf20	0.483
C6orf126	-0.96525
AVEN	1.14575
FLJ21075	-0.411
C14orf132	-2.742125
PCK2	0.482875
GUCY2C	7.4645
BARX2	-0.59925
PEX11G	0.1435
DAO	-0.586666666666667
C10orf49	0.97925
EDNRA	-0.0195
PPP2R5A	1.0448
DDX39	-0.690333333333333
SERF1A	0.7425
ASCIZ	0.0955
FNDC8	-0.1595
PTMS	-0.799125
PHF7	-0.677
PIP4K2B	-0.3145625
HHLA2	1.05925
BDH2	0.352444444444444
APOBEC2	0.03125
PENK	-1.3866
SMAD9	-0.295
MT3	-0.502
RGL1	-0.537125
ATG10	-0.387125
DLGAP4	0.257
APPBP2	-1.37707142857143
BACE2	1.30592857142857
LOC339344	0.105833333333333
ZNF395	-0.6703125
HIST1H2BL	-1.88475
ZNF467	-0.282875
SLC25A21	-1.02025
PALM2	-0.0965
NSUN5C	-0.96225
IL5	-0.1195
CLSTN2	-2.15075
ANXA8L2	-2.4945
PTGES	-0.937
GDAP1L1	-1.58133333333333
OPRK1	-0.631333333333333
WDR20	0.13125
C12orf4	0.326125
NUP88	0.522625
XRCC6BP1	0.455333333333333
FCGBP	3.34414285714286
LEMD2	0.0915
NOMO1	-1.2245
C10orf79	-0.357571428571429
ZNF79	0.1552
OCRL	1.2068
HSPA8	-0.383166666666667
DIDO1	-0.430083333333333
PLA2R1	0.653
COG3	0.6618
NGDN	-0.36975
CBFA2T2	0.310625
PNOC	-0.68125
PRRG1	0.975583333333333
AGGF1	-0.323928571428571
DPF2	-0.13675
YIPF7	0.1115
TRPV5	0.18775
ZNF322B	0.5805
MED12	-0.608666666666667
CARS	-0.0318333333333333
ABCC11	-0.540666666666667
C9orf25	-0.4265
MYH1	-0.823
FRYL	0.9575
AGTRAP	-0.688
MMP27	0.3435
ZNF432	-0.828875
OR8D1	-0.0445
OR13D1	0.2055
VWA1	1.4545
STON1	-2.01925
IL5RA	0.19125
PERP	1.9454
C10orf107	-0.863166666666667
TNFSF12	1.03475
FN1	-3.18679166666667
MTR	-1.2515
PHLPPL	-0.5615
ZNF425	-0.694
DHFR	-1.06866666666667
PPP1R12A	-0.046625
RSPO2	-1.40357142857143
ZNF7	-0.93075
ZNF583	-0.04825
TPMT	1.288
GPR132	0.676125
OR2T12	-0.5135
SERTAD2	-0.285
ATP1A1	1.6601
FRMPD3	0.6495
ZNF672	-0.75825
PLXNB3	-0.221875
EML5	-1.429
FAIM3	0.348
UBQLN2	1.29775
SORCS2	-0.1985
PRIM2	-0.5225
ACVR2A	1.05283333333333
YWHAZ	0.67775
PGM2L1	1.20225
GNAO1	0.169615384615385
RPL10	0.3421
RPS6KA6	-1.8015
PFKL	-0.261166666666667
SH3D19	2.83575
AURKB	-1.29483333333333
ZC3H6	0.415375
DISC1	0.0198333333333333
FLJ39660	-1.27816666666667
TMEM25	-2.213375
OSBPL10	0.4615
CLTCL1	-1.7405
ALG6	0.1265
CATSPER4	-0.002
LRTM1	0.0495
RRAD	-0.267666666666667
TIPIN	-0.87
CARD14	0.299125
RBM9	-0.529666666666667
RASSF4	-0.585
SLC25A18	-0.617
C6orf58	0.0413333333333334
IGHD	0.076
PLA2G6	-0.5925
TPT1	1.36625
SEC63	0.0718
