Hybridization REF	TCGA-AA-A02W-01A-01R-A00A-07
SH3BP1	-0.0815
B3GNTL1	0.6175
ARPC5L	-0.883333333333333
KLHL26	0.044
SIM2	2.49414285714286
GJC1	0.442
C20orf194	-1.737
EXO1	-2.0815
SLC2A2	-1.52366666666667
LOC285074	0.29375
LRG1	1.23
KIRREL	-0.8595
PIK3R1	0.281928571428571
C4orf34	-1.2195
MAF	-2.71322222222222
ADCY4	3.38816666666667
ZMIZ2	1.2831
SLC46A3	0.826666666666667
STAMBP	0.502833333333333
CCDC16	0.8885
MS4A12	0.3495
TCF20	1.0295
LRRC46	-0.031
C20orf152	0.31425
MRPS6	-0.757625
ABCB11	0.0505
KCNC2	0.1035
CDH19	-1.31366666666667
C9orf123	0.527833333333333
SSH3	0.710125
LDLRAD1	-2.3675
CCBE1	-0.95625
ZNF135	-1.263
TAAR1	0.479
WFDC12	0.175
CCDC42	-0.0253333333333333
FLJ12529	-0.10825
PER1	-1.2105
TIMM50	-0.349
SMARCAD1	-0.346
FAM26C	0.4795
TP53TG3	-1.46
SH3RF1	0.692
LMCD1	-0.30225
GPR63	0.0835
FLJ21986	-2.45925
AIFM3	3.38675
MICAL1	0.349333333333333
BLZF1	-0.323666666666667
IQCA	-1.234
PCDHGC3	-0.3795
SAC	0.33925
BCL6B	0.684666666666667
DDO	-0.607
MARCO	1.10225
DCHS1	0.7555
C1orf170	-1.43733333333333
CD200R1	0.121666666666667
C22orf15	-0.198
SEPT11	-0.119333333333333
ADNP	0.7865
UST	-2.5895
C13orf34	-0.275666666666667
RFFL	0.529857142857143
APBA3	-0.238
C2orf60	-0.04375
CUTL1	0.7261
PMS1	-0.29975
ZNF689	0.083
EIF3E	1.173
IL9	0.0694
RPL31	0.47325
LY9	0.0461666666666667
ATP2B3	-0.08775
KDELR2	0.11975
TFCP2	0.660875
NLRP12	-0.50625
FLJ45422	0.25125
TLE4	-1.0286
ZNF570	-0.173
FLJ43806	0.573
TLK2	-0.308
CIR	0.66425
MARS2	1.165
COL24A1	-0.9455
SDF2L1	-0.7655
HIBADH	-0.121
IGFBP3	-2.08964285714286
C12orf23	-0.634875
PSPC1	-0.2375
C20orf43	0.3925
TRAV20	0.114
ARHGAP24	-0.1945
KIAA1975	-1.09975
C1QA	3.3379
DNTT	-5.46083333333333
C10orf6	-0.974833333333333
C11orf41	-2.947375
HNRPF	-0.173
COL11A1	3.1895
UBAP2	0.658166666666667
CDKN2AIPNL	-0.9925
C20orf174	1.72275
SPRED2	0.32625
PLA2G12A	0.275333333333333
ICEBERG	-1.95566666666667
SCN10A	0.136
C11orf65	0.17325
GBP5	3.55125
PITPNC1	-1.03833333333333
POU3F3	0.7495
NCOA7	2.674625
LIN7C	-0.0465
LOC348840	-0.5515
NKX2-2	-2.31075
ANKRD13D	-0.191375
LOC123688	-0.71375
FUT2	2.90416666666667
TAAR8	0.3515
FZD4	-1.24016666666667
PNMA3	-1.50183333333333
OR4L1	0.156
WIT1	-2.23625
EXOC3L	1.0445
ATPBD4	0.1924
KRBA1	-1.1415
UBXD6	-1.268
HOXB7	1.99864285714286
C7orf23	0.059
UNQ338	1.30125
STAB2	0.19125
CDC20B	0.1705
IRF9	1.73025
CENTG1	-0.540333333333333
TNPO2	-0.6235
MCPH1	-1.144125
BMS1P5	-0.81775
SLC26A7	0.73325
HIST1H3J	0.0425
C9orf3	-0.1141
LBH	1.48075
MYO1D	1.833875
PTDSS2	0.43975
NFU1	0.84625
DEPDC4	-1.3575
WNT7B	-0.7627
GLP2R	-0.157666666666667
SETD4	-0.3521
DYNLT3	0.3283
FKBP11	-0.0376666666666667
SESTD1	-1.32833333333333
FLII	-0.6165
RPS16	0.1967
CHPF	0.261
CSNK2A1	0.661833333333333
SUMO1P1	-0.396
FKBP6	-0.371
ZNF214	1.51116666666667
TWIST1	-0.987666666666667
DDX56	-0.488333333333333
TRAM1L1	-0.5501
EPO	-3.0375
MRPS18B	0.211
ZNF682	-0.748833333333333
RPL14	0.652833333333333
MAFF	0.03175
LOC51136	-0.4555
LY96	-2.12025
DDX20	-0.2315
ABTB1	1.22483333333333
ARL5A	0.9208
CCT6A	-0.3685
HEPACAM	-1.6055
EHHADH	1.0825
RBAK	-0.1765
CGB1	-0.0315
ITGB5	-0.3661
YIPF3	0.6335
FKBP2	0.3455
NR1D1	-0.3351
TMEM110	-0.575
NEK2	-1.362
PRAMEF8	-3.02025
C20orf52	0.488833333333333
PCDHGA3	-0.9975
VWA3B	0.1415
NDUFA5	-0.362375
THAP9	-0.51525
FLVCR2	-0.567
AP1S1	0.752625
SMAD6	-1.12775
SAV1	0.132875
SAT1	1.502375
ZNF251	1.39875
ADAMTS7	0.2166
RPP38	0.26
C1orf211	-1.427
YPEL2	0.9555
RBMS1	-1.0455
ZNF445	-0.0438333333333333
NRXN2	0.899833333333333
PGBD4	0.00275
UGT2B28	-1.66925
WBSCR16	-0.5131
NLRC3	-0.178125
ASTL	0.05
ST6GALNAC1	2.53875
ZADH2	0.040875
MLLT4	1.25541666666667
ARL6	-0.835333333333333
MEF2C	-1.05975
CBFA2T3	-3.796
AFF3	-0.418285714285714
COG7	0.1405
MYB	0.1725
PLXNA3	0.4315
XRCC2	-0.813833333333333
MMS19	-0.712875
ST8SIA5	-1.082625
CHPT1	0.515333333333333
KIAA1712	-0.62875
OR6X1	0.4035
ACTR3	-0.048
UGCG	-1.4475
OR4P4	0.622
ZAP70	-3.2895
LPP	0.946
ZNF485	0.4615
PTPRCAP	-0.18275
IL12RB1	0.33325
ATRX	0.2405
CHST8	-2.619125
C14orf109	0.06325
ARV1	-1.0155
NMB	0.0742857142857143
COX5A	-1.13283333333333
EIF6	0.63425
MPPED2	-1.60183333333333
SEMG1	-1.2565
CHRDL1	0.392
TRAF3IP2	0.23
WNK2	1.411375
LILRA4	0.2295
LAMA2	1.50075
PXT1	0.0515
RLBP1	-3.02925
CD300C	-0.61275
SLTM	-0.1595
FLJ10404	-0.3309375
APOBEC3D	-0.760333333333333
RENBP	0.348
ATXN7L1	0.14475
NID1	-0.55925
TUBGCP3	0.1665
ITIH5	0.921888888888889
CCDC110	2.01575
C8A	-2.63575
MGC87042	-0.04975
HOXC13	-4.48975
TFDP2	-0.70675
HCP5	1.036125
POLI	-0.3805
UCN	0.202833333333333
ZNF764	0.160333333333333
C8orf45	1.84925
FHL3	-0.23275
SPATA5L1	-0.3845
MMRN2	1.36866666666667
NDST1	-0.485166666666667
COL20A1	-0.397666666666667
ZNF248	-0.492666666666667
PELP1	0.0526666666666667
MBL2	-2.6825
RNF41	0.586875
C5orf24	-0.028125
THOC5	-0.149625
SERINC3	0.634916666666667
RP11-151A6.2	0.56925
CDCP2	-0.085
HIST1H2AA	-0.07275
C11orf75	0.3665
FKBP7	-0.859
DDOST	-0.14475
GPNMB	-2.535
TTF2	-0.509333333333333
KCNT1	0.212833333333333
SLC39A14	-0.336125
NGRN	-0.3302
GPR137B	0.162
MECP2	0.021875
PSMA1	-0.108
C16orf73	-4.77225
TMEM60	0.229333333333333
CSN3	0.1875
NOS1	0.208
RAB7L1	-0.3745
YBX2	1.585
KIAA1166	0.154375
FUBP3	-0.5655
ABCG1	0.506
ACACA	-0.265166666666667
ARL11	2.4088
ATOH1	0.1965
ODF1	0.1095
CREB3L3	-1.4175
TMEM127	0.550428571428571
DSCAML1	-0.156
PLN	2.5155
LYPLA1	0.284833333333333
PRDM9	-1.57225
SASP	-1.79225
PLUNC	-0.023
INTU	-0.23925
HISPPD1	-0.613
LNPEP	-0.888
YARS2	-0.249666666666667
APCDD1L	-2.5405
ZCCHC4	-0.6289
FBXO22	-1.2625
TTLL13	-0.273
ZNF669	-0.577
PTGDR	0.9085
DDX27	1.11675
KIAA0409	0.125833333333333
GJB6	0.6295
ASB8	0.1605
PLP2	0.410833333333333
MEPE	-0.00474999999999999
OR10J5	0.334
KRT222P	-1.1455
COQ7	1.09333333333333
C1orf101	0.17275
RERG	0.7987
CHMP5	0.047375
THAP11	-0.551125
ZNF43	-0.477166666666667
ZRANB3	-0.530333333333333
KRT13	-0.8575
MRPL19	-0.538875
RBBP9	0.017625
SPATA17	-0.20575
BXDC5	-0.0208333333333333
PAFAH1B1	-1.08833333333333
MAGEE1	0.189
OSTF1	-0.10325
KIAA0323	0.832833333333333
TXNDC13	-0.380666666666667
CNTN4	-0.222875
LCE1B	null
UNQ501	-0.161
ZNF154	-0.376
C3orf64	-0.4195
SYT5	-0.0785
PON1	-0.1875
FLJ10357	0.155875
ATP4A	-0.2505
GNPDA1	-0.717833333333333
MGAT1	-0.239666666666667
C14orf121	0.86675
SLC35B2	0.38775
MIER3	-0.126333333333333
CHEK1	-0.907625
ZNF8	-0.402666666666667
TXNDC1	-0.355833333333333
CKB	1.0091
RTN3	0.174428571428571
FZD2	-2.81166666666667
PART1	0.355
PSMB6	-0.90425
PCDHB8	-1.4045
PHC3	0.9412
PPP1R8	-0.136666666666667
NOVA2	0.622166666666667
TNFRSF11B	0.058375
GOLPH3	1.25283333333333
UBLCP1	-0.66375
SUHW3	0.591
TTLL1	-0.56925
OPN4	0.2215
OR13G1	0.1155
ZPBP2	0.111166666666667
HSD17B11	1.04475
C9orf50	-0.5475
DHDDS	-0.256285714285714
CTSW	0.3661
NEFM	-2.58966666666667
MRPL28	-0.70025
SYN1	0.717833333333333
PIGV	0.2325
ZIM2	-1.18075
APBB1	-0.160333333333333
SND1	0.17425
C1orf123	-0.545166666666667
CHD3	-0.79675
BHLHB8	0.3375
RNASE2	-0.387
BCAP31	0.632875
SLC25A44	-0.239833333333333
CHD6	0.582
PIB5PA	0.806076923076923
SELS	0.201125
LOC541471	-1.34225
FAT2	0.0695
ZNF81	0.0025
OR4C16	0.228
FLJ10081	-0.0989
LRRC4	2.08925
CS	-0.747666666666667
N4BP2	-0.927875
IGFBP7	0.6625
ZNF318	0.511416666666667
NDNL2	0.087375
ZNF609	-0.88025
SIRT4	-1.04525
EXOSC10	-0.35075
ECE2	0.43175
OVGP1	2.6495
GTPBP3	-1.027
PACS2	0.6708
C19orf36	-1.30733333333333
ARL4C	-0.251125
ATG4B	-0.111125
UBQLNL	-0.37325
RHOXF2B	-4.6485
PLEKHG2	-1.3225
GALR1	-0.5535
AQP4	0.253666666666667
HDAC7A	-0.291
DCUN1D3	0.3955
OR8A1	-0.1945
CCRN4L	-0.58725
CBR4	-0.347666666666667
KIFC1	-0.575833333333333
SLC7A14	-0.914666666666667
LHX5	0.155
TRPC7	0.17
LPXN	-1.1735
SERPINA1	-3.019375
RPS13	0.3713
BPIL3	0.128
PRKAA1	-0.16725
FADS2	0.383
ENAH	0.24575
PRO1768	0.1955
APBA2BP	-0.21625
LIPH	3.07966666666667
C3orf33	-0.53525
RCC2	0.114142857142857
ALDH1A2	-3.6215
RNF103	1.58675
AHCY	0.853875
ALG12	-0.35
CCL17	1.11125
ZNF543	-1.626
ESRRG	-0.7955
CNGA1	1.76325
RDH5	1.54616666666667
OTX1	-0.9553
PTGFR	-1.2705
CDR2	1.33775
SELE	3.095
NLGN2	-1.6265
EXOSC9	-1.589
ZNF566	0.0523333333333333
KLRC2	-5.1475
GPR12	0.528
KIAA0196	1.10975
PDRG1	0.258
SSR3	-0.353071428571429
MSI1	-0.1605
CST9	-0.097
CC2D1A	-0.222125
PLAGL1	1.27138888888889
ZNF778	-0.9805
RNF2	-0.88575
KLF6	1.00983333333333
THBD	-0.0485
tcag7.1314	0.55875
NR5A1	-0.120166666666667
ABCD2	-0.04175
DNAJC7	0.6625
CLEC4C	0.022
TM2D3	0.41975
CCDC4	-1.0615
PLAC2	-2.68025
DCD	-0.2045
FAAH	1.51175
POLA1	0.558
TM7SF2	-0.429375
FLJ39822	5.28733333333333
FLOT2	-0.00875
MAP4K1	-0.651833333333333
SRP68	-0.238125
C21orf74	0.064
ARPC5	-0.37
LOC126075	0.25825
HECW2	-0.23325
ZDHHC4	0.09275
ANKRD42	0.2074
PDE9A	0.509666666666667
ABCA8	-0.2875
NDUFS2	-1.39175
UBR5	0.462125
BTBD16	0.95575
LOC554174	-0.525
ZNF20	0.3695
KIAA1843	-0.354
WDR17	-1.03971428571429
C15orf33	0.032
RNF113A	0.0725
CAMKK1	0.1592
CLCN2	1.34675
ANXA6	0.1955
LOC340069	0.491
EMID1	0.9165
DPM3	-0.496666666666667
ELA1	0.3055
SLC25A13	0.1121
KRT24	0.372
SMPD1	-1.09933333333333
TH	0.618875
COL6A2	-1.1605
ANKS1B	0.03725
GPR126	-2.828
ZC3H12A	1.00966666666667
TMEM47	-0.862666666666667
C2orf51	-0.0165
C1orf88	2.235
HSF2BP	-0.4845
AKAP10	0.328
RPAP3	-0.494
KLHDC8B	-0.577375
STOM	-1.9698
MUPCDH	2.912125
C10orf72	-0.493875
PLEKHA3	0.27525
TCP11L1	-1.26975
CWF19L1	-0.436
SPEF1	0.152538461538462
YSK4	0.05525
ELN	1.2064
SAMD8	-1.066
MPI	-1.43366666666667
MEPCE	0.0117
ABCC3	2.007625
NANOGP1	-3.7775
KCNK17	1.80875
HLA-DMB	2.9175
RRAGA	0.2915
ANGEL1	1.5355
RBM32B	0.117
CPN1	-1.73975
MGC52282	0.0548
HLA-A	1.22866666666667
OR9G4	0.0335
EDNRB	-1.529875
SCD	-0.941357142857143
C14orf80	-0.560833333333333
BAGE2	-0.606
RABL4	0.0816666666666667
RCVRN	-0.168
SHANK1	0.058
NLRP7	-3.647
CD226	0.26375
STAT3	0.01275
SYNJ2	-0.8348
TPCN2	-0.221833333333333
WDR36	-0.572666666666667
MBD4	-0.836
ROBO1	-1.0977
ST3GAL6	-4.8575
SLAMF8	1.95683333333333
ATN1	0.158166666666667
GPR141	0.205
KRT36	0.175
TPH1	0.1435
DDX52	0.6505
ZSCAN29	-0.0768333333333333
TRPT1	-0.104833333333333
DPEP3	0.5995
DENND4A	-1.462125
TSPAN16	-0.435
PTCHD2	-0.4395
LOC145814	-0.2375
CAP1	-0.0568333333333333
EIF5A2	-0.3836
NT5DC3	-0.1695
SEPT9	-0.37375
SEZ6L2	0.695875
EGFLAM	1.29175
VPS11	0.12775
NDUFB5	-0.281666666666667
CIDEA	0.204666666666667
IER5L	-0.727
N6AMT1	-0.93975
FAM83C	-0.331
OXR1	0.627833333333333
IRX1	-0.1625
DGKB	-0.501833333333333
GCN5L2	0.3315
MIR16	1.35675
FBXW9	-0.509
WDR4	-0.930166666666667
PDC	-0.3235
VPS33B	-0.72375
HEXB	-0.2065
FLJ32214	0.55825
TCEB3	-0.90875
CRLF1	-5.24775
ABI3BP	0.07725
C8orf22	-3.416
PYCR1	-0.33025
KIAA1706	1.3915
CDK5R2	0.442375
WAS	0.076
C12orf60	-1.622
CCBL2	-0.495
MADD	-0.0615
C5orf34	0.0225
WDR42A	0.2295
KLF12	-0.536
HSPA1A	0.41175
ITM2C	1.45691666666667
DAPK2	2.46116666666667
LOC442590	-0.033
SUMF2	0.0575
CENPA	-1.26453846153846
TMED5	-0.747625
CDH6	-0.9059
BRP44	0.849875
THG1L	-0.27675
GABRA2	0.053
C14orf166	-0.2425
MYL1	-1.68483333333333
TNFSF18	0.0375
PAP2D	-0.951666666666667
PPIB	-0.5195
KLHL4	-0.778625
SFN	0.352333333333333
CCDC127	0.72275
FRAP1	-0.811
GOLGA5	0.25425
SDCCAG1	0.213875
MGC21675	0.0101666666666667
C10orf95	-0.40675
KIAA1345	0.7045
C1orf163	-0.882
LACE1	-0.6045
OR10K2	-0.0645
CENPN	-2.1482
TMED2	0.53725
UGT1A6	1.6335
ANG	-0.1175
U2AF1	-0.653833333333333
CASC2	0.424333333333333
NMT2	-0.00166666666666665
OSGEPL1	0.130125
DFNB31	-0.606
SLC6A20	1.421375
DKC1	1.1075
FXYD4	0.41175
WDR64	0.24025
MGC5590	0.203
CREBZF	0.677166666666667
DAZ1	0.1975
PRPSAP1	-0.15775
GCHFR	-0.628
TTC7A	-0.838
LOC196993	0.28075
UBD	3.10833333333333
S100A1	-1.278875
RPL6	0.7475
DNAJB6	-0.1149
NAGS	0.8357
C2orf58	-0.0355
KERA	0.604833333333333
MT1X	-1.2294
UBE2B	0.1962
KEAP1	0.03625
MST1	-2.476875
OMA1	-0.0415
ABLIM2	2.0905
BCL2L13	-0.3675
JAZF1	-1.179
TMEM63B	0.675
S100A8	-0.8529
ARFIP2	0.9195
UROS	-0.39575
KHDRBS2	-2.007
POLQ	-0.525875
SOAT1	-1.43775
SPAG4	-0.80775
MRPS30	-0.184666666666667
LOC494141	-0.7775
OR2T11	0.4735
ORAOV1	-0.4257
ZNF184	-0.322166666666667
TCEB3B	-0.372
ADAM21	-0.183
GDPD1	-0.05125
SPINLW1	0.533
PRR14	0.3055
KCTD9	-2.1627
NUDT3	-0.10075
KIAA1822	0.0665
HIST1H4K	0.4745
DFNA5	-2.427
GABPA	-0.8655
C14orf44	-0.515
POLB	0.555125
PTAR1	-0.0225
SEC31A	0.1234
TRIM58	-1.94375
TAS2R14	-0.466
VPS8	0.312
H1F0	1.85
PRKCB1	-3.66883333333333
UGT2A1	0.2885
TOR1B	0.205
LSS	-1.16616666666667
C2orf19	0.119
HNRNPC	-0.215
TMEM100	-2.27333333333333
LOC116349	-0.2055
OR51M1	0.626
CCDC142	-0.2595
ISG15	-0.1679375
ZCCHC14	0.28625
CREBL2	0.534375
TGDS	-0.60825
DC2	-0.67175
CACNA2D3	-2.59078571428571
ZNF429	-0.1325
LYPD6	-0.0255
SUCLG1	0.657333333333333
OR51I1	-0.2255
MAGEH1	-0.53625
PRPF40A	-0.309
SMR3A	0.435
SPINK2	-2.046
THAP2	0.06075
NPY5R	-0.542625
IRF4	-2.389625
SPESP1	-2.12783333333333
OR10S1	0.266
DTD1	0.831
TUBE1	-0.4675
DDX19A	-1.2595
PDPN	-1.648125
TMEM34	0.245666666666667
MGAM	-0.755
COL3A1	4.53522222222222
GFM2	-0.6011
OR5A2	0.068
PSG9	-0.86
ARHGEF11	-0.571333333333333
IVNS1ABP	-0.6955
SIGIRR	1.087
DUSP19	-0.511625
DNAJC14	0.211
ACSS1	2.50475
IL1RAPL2	0.112
C4orf30	0.3795
SEPT4	0.33225
LANCL3	-1.93275
SPAG17	0.2045
PRDX3	-0.697625
HNF1A	1.597
P4HA2	-0.4965
RFWD3	-1.431
MOV10	-0.68625
DNAJA5	1.21928571428571
LOC729440	-0.36
LOC200383	1.058125
SMC2	-1.5355
MIXL1	-1.068
TMEM9	-0.10525
FAM86A	2.009
ZNF174	0.2427
MYH14	0.17525
CCR8	0.515
VPS37C	0.559333333333333
GPATCH1	0.0421666666666667
B3GNT8	3.483
TBX4	-0.1965
CNR2	0.249833333333333
PCDH1	1.14575
C5orf29	0.786125
OCIAD2	2.108
PLCG2	-1.31
KIAA0247	0.86225
HRH3	0.0582
CAPN13	2.8165
CCR1	-1.3189
MGC15523	0.123222222222222
UVRAG	-0.423833333333333
DNAJA2	-0.522
ITGA2B	-0.795333333333333
CLDN5	2.70375
PTPRN2	1.83428571428571
ZNF512	-0.973333333333333
PSAP	-0.299285714285714
CCDC140	-2.205
LRRC55	0.44075
CYP26C1	0.2285
C8orf47	6.1885
LYN	0.679375
DUSP6	1.40183333333333
TGFB3	-0.2896
ELK1	-0.155
PCDH11Y	0.282166666666667
HGD	-1.8935
C17orf58	-0.866
MYO3A	0.0625
SERPINE2	-3.57483333333333
AARSD1	0.17225
C14orf73	-0.81575
ADAM33	-0.0205
ZNF491	-0.2615
MAPK6	-1.5025
TCN1	3.58183333333333
SLC24A6	0.585
UBE2R2	0.48575
H1FNT	0.37425
TATDN2	0.6595
LILRB1	0.41975
P2RY5	0.52
NUCB2	-1.38125
C2orf37	-0.3005
SNX27	-0.0188333333333333
MTA3	-0.380625
FOXO4	0.48175
ID4	-0.893333333333333
SOX5	-2.9885
PXMP3	0.832
OR52M1	0.369
SFT2D3	0.31825
INA	-2.88933333333333
MCOLN1	-0.84925
NFIX	0.3944
CLEC14A	3.84966666666667
HIBCH	0.252666666666667
PLA2G5	1.0865
TIMM10	0.126833333333333
MED17	0.779
COL4A4	-1.392
TPP1	0.837166666666667
GJA3	-0.236
TMPRSS5	3.42
AADACL3	-0.076
DNMBP	1.19225
ENPP5	2.02366666666667
NQO1	-0.4313
ZSCAN2	-0.173125
SEC24C	-1.29533333333333
GTF2A1L	0.1965
AXIN2	3.4506
FAM33A	-1.61291666666667
C16orf13	0.39875
SPNS2	1.42725
TAF1	0.51275
AP1G2	0.679833333333333
RBM42	-0.143
HCN2	0.258
EFHB	0.0035
RUSC1	-0.497333333333333
GRIK5	0.408
USP21	-0.148166666666667
ATAD3C	0.35725
ORMDL2	0.47725
PRSS7	-2.97125
PSAT1	-1.2545
FLJ13195	-0.715
TBC1D1	-0.3145
IFNG	0.8875
OTOS	0.294166666666667
ZNF773	-0.374666666666667
EMD	0.426
RETN	-0.0735
CCL8	1.9265
APH1A	1.51625
COX18	0.41275
GTF2IRD2	-0.25625
CCDC82	0.232083333333333
PAFAH2	0.1268
NPEPL1	0.0491
RP11-114G1.1	0.3425
TP53INP1	0.905375
ZNF300	-2.60883333333333
FOXL2	-3.289
LARP2	0.125916666666667
LATS1	-0.05375
HTR6	0.351
SPOCK2	-0.0581666666666667
RNF144B	-0.409
HTATIP2	0.194625
MGC10334	-0.0736666666666667
CENTA2	0.418666666666667
FGF2	-2.1205
FXYD7	0.33025
PHYHIPL	-0.303375
GPR34	1.724
DDX6	-0.305833333333333
OR10W1	-0.08
LHFPL1	-1.428
ZNF313	0.508071428571429
VPS28	1.01625
AP3M1	-0.3235
AKR1CL2	-0.08275
TRAF4	0.432375
OR2B11	0.2405
C19orf12	-0.2075
AKAP9	0.351
C1orf62	0.6715
SLC20A1	-1.6869
FAM112A	0.0485
LDB2	-0.600875
MRPS23	-0.0985
KLK5	-0.025
SPTB	-0.3763
EFEMP2	-0.8845
EFNB2	2.293625
PCM1	-1.32185714285714
NMNAT3	2.537
TSG101	0.679666666666667
C8orf40	1.38783333333333
NOB1	-0.57325
ABHD3	-0.68875
GTF3C4	-0.806875
PIGN	0.52
GALNTL1	-2.8635
AEBP1	-0.3285
OR9Q1	0.4715
ANKRD2	-0.191125
CCL28	-0.72
TRIM38	0.2505
TMCC1	0.360583333333333
SMG5	0.1415
LRRC7	-0.144
NCAPD2	-0.9915
C6orf153	-1.0045
C1orf74	-0.12225
OTUD6A	0.3515
DCP2	-1.0915
TMEM24	-0.6
RPL18	0.271
TMEM177	0.61625
LRRC37A3	1.70275
C1D	-0.577
LDHC	-1.6925
UBE4B	0.239
NIT1	-0.419125
BTN3A3	-0.53925
RASD1	0.90475
COMMD3	-0.75175
SHFM1	0.23075
BIRC8	0.04725
DUT	-0.9875
C12orf51	0.205
LRRC59	-0.213666666666667
LY6H	-0.15925
WDR22	0.221583333333333
EDEM1	-0.311357142857143
ADH1A	4.9255
PANX2	-0.5163
CYP11B1	0.443
CDC73	-1.00525
GPR172A	0.92575
GSTM3	-0.474769230769231
KCNA5	-0.11425
SERAC1	0.393
NFATC2	0.056
ANAPC5	-0.0834
C15orf24	-0.6725
NFATC2IP	0.01925
TNRC6C	-0.1065
MGC102966	-3.045
FGD5	0.546666666666667
MED9	-0.16575
RAB13	-1.12066666666667
C15orf49	-0.1885
CRYGS	1.1871
C12orf53	-1.0929
LOC283693	-0.1755
COX6B2	0.00112499999999999
PHF14	0.07675
FAM3A	0.02625
RPL13	0.1921
PRDX2	-0.4788
FLJ34047	-1.71
PRMT3	0.29725
KCTD19	-1.2895
TRIM10	0.603166666666667
MGC26597	-0.4635
GCNT4	-0.135
GPRASP1	0.16725
CDKN1C	-0.18825
RHBDL2	0.8828
HSPH1	1.812
AQP1	3.2775
COL17A1	2.3308
GFAP	0.25275
CDC16	0.6235
KIAA1614	-0.337
C6orf118	-0.0381666666666667
ZSWIM5	0.6315
FAM83F	3.35625
LYNX1	-0.0194375
SYNPR	-0.0175
XG	1.36866666666667
PRSS16	1.596125
KIF13B	0.717785714285714
PCDH9	-1.73071428571429
HIST1H2AH	-1.00533333333333
RBM18	-1.1615
ZNF626	-1.061
HEXIM2	-0.5115
ITFG1	-0.3155
TUBG2	-1.43
SFRS7	-0.370583333333333
C9orf14	-0.105
EXTL1	-2.49425
GBP3	1.52133333333333
WDR5	-1.7215
RARG	0.351166666666667
MYO7A	0.835125
CECR6	-1.059
C13orf3	-0.16325
SFRS18	-0.390375
ACVR1B	0.7645
PSMD1	-0.5958
C7orf31	0.9435
ILVBL	-0.17175
IFNGR1	0.88375
RNF186	6.2815
NOL9	-0.28875
MAGEL2	-1.36025
SLC29A2	0.417
NHSL1	1.06875
RBMX	-0.014
PSORS1C2	0.38575
RAD51L3	-0.0858333333333334
LCN6	0.4535
ORAI2	-1.13575
BRUNOL6	-0.1116
OR4K5	0.1575
CDC123	-0.918125
MSLN	1.485
WWTR1	-2.564
ZNF700	-0.647833333333333
COBL	0.29225
PPP1R16B	-0.216125
GAS7	-1.1289
MDN1	0.155375
HAAO	0.7685
C9orf68	2.17325
TNFAIP2	0.231125
FOXN1	-0.0965
hCG_2033311	0.916833333333333
ATP6V0D2	-0.778111111111111
RPL41	0.525875
SLC38A1	0.697125
ARHGAP6	-1.164
ADAD2	-0.453
PHF20L1	0.8548125
MCM3AP	-0.3525
ST3GAL3	-0.669
SNX1	-0.494
ELF5	1.1975
PARP3	-0.3065
RBM8A	-0.6195
LINGO4	0.149
ITGA9	2.97733333333333
ZFR	0.998
ACSL6	2.617
FLJ20699	0.7295
DAOA	-0.73325
FABP4	1.4725
KCNB1	-1.78275
CANX	-0.2744
SLC25A28	-0.138666666666667
ADIPOR2	0.090125
ECHDC2	1.355
SMA4	-1.1005
FRZB	2.858875
PABPC1	1.47266666666667
DMRTB1	-0.103625
APOBEC3G	-1.46025
CATSPER2	0.553166666666667
CUEDC1	-0.0455
STARD9	-0.770375
CLDN8	0.142
LOC23117	0.366727272727273
E2F6	-0.6445
TMEM126B	-0.632333333333333
DPY19L4	1.01975
GIMAP5	1.97416666666667
NDUFA9	-0.211833333333333
FAM77C	-3.54
CTPS2	0.39275
LOC51035	0.121125
WDSOF1	0.4515
EGLN3	0.42925
PITX3	0.281833333333333
OR52E8	0.5805
GRM4	0.2955
KLK1	2.22333333333333
GPM6B	-2.476125
RRAGD	-2.70466666666667
PAGE5	-3.5985
UCHL5	-1.51766666666667
ULK3	-1.49283333333333
AIM2	-0.0738333333333334
PNO1	0.00716666666666667
OR2F2	0.739
GNAT2	-0.1835
SIX1	-3.87325
ST13	0.5225
ZBTB44	-0.07225
TIMP2	-1.8385
ZMAT4	-5.0945
GTF2IRD1	0.769833333333333
ZNF19	0.623166666666667
ZNF714	-0.7845
RSC1A1	-0.15025
C9orf80	-0.25275
PSMA8	-0.1225
TMEM141	1.3505
COX4I1	-0.293428571428571
CTAGE1	-0.0165
DTWD1	-0.83125
HSD11B1	0.535
KRT6B	1.52675
ARID4B	-0.01175
LHFPL3	0.25175
WWP2	-0.00641666666666668
ZNF326	0.32
RGPD1	-0.2785
CTSH	1.173
FASTKD1	-0.231625
PAF1	-0.5832
TTC9C	-0.47925
IFT57	1.2455
PRSS36	-0.849
IL20RB	0.967
ZNF592	-0.212666666666667
DCTD	-0.1375
CFP	0.78975
MFNG	-1.689
JMJD2B	-0.45325
ALDH3B1	-0.69325
THSD4	-0.74
KCNJ5	0.517
LMNA	-0.839
TBCD	-0.635375
ZNF250	1.76216666666667
CASQ2	1.02516666666667
PEG10	-4.27408333333333
PRAME	-4.07766666666667
NP	0.466
TRIM59	-0.2695
ZNF12	0.09325
XTP3TPA	0.31475
SIGLEC7	-1.0715
PANK4	-1.0475
FAM70A	-3.17633333333333
SNED1	-1.915
HIP1	-0.5545
RAET1E	-1.29266666666667
