Hybridization REF	TCGA-AA-A01G-01A-01R-A002-07
FKBP11	0.3785
SESTD1	-0.448166666666667
FLII	-1.57825
RPS16	1.4309
CHPF	-1.7395
CSNK2A1	-0.082
SUMO1P1	-0.07525
FKBP6	-1.1165
ZNF214	0.502166666666667
TWIST1	-1.56933333333333
DDX56	-1.18183333333333
TRAM1L1	0.6648
EPO	-2.99616666666667
MRPS18B	-0.1345
ZNF682	-2.30633333333333
RPL14	-0.0521666666666667
MAFF	-0.1575
LOC51136	-0.466
LY96	-2.052
DDX20	0.0155
ABTB1	-0.695166666666667
ARL5A	0.7456
CCT6A	-0.84475
HEPACAM	-1.5345
EHHADH	0.148166666666667
RBAK	-0.518333333333333
CGB1	0.4835
ITGB5	-1.3576
YIPF3	-0.6855
FKBP2	-0.1515
NR1D1	0.0595
TMEM110	-0.733
NEK2	-0.0621666666666667
PRAMEF8	-3.4705
C20orf52	0.146166666666667
PCDHGA3	-1.348
VWA3B	0.0193333333333334
NDUFA5	-0.38025
THAP9	-0.81275
FLVCR2	-0.191666666666667
AP1S1	0.19025
SMAD6	-0.601
SAV1	-0.2385
SAT1	1.1435
ZNF251	0.41
ADAMTS7	-0.1735
RPP38	0.43625
C1orf211	-0.939
YPEL2	0.8144
RBMS1	-2.92025
ZNF445	0.0293333333333333
NRXN2	-0.1425
PGBD4	0.16775
UGT2B28	-1.373
WBSCR16	-0.878
NLRC3	0.07175
ASTL	0.363
ST6GALNAC1	4.12475
ZADH2	0.33975
MLLT4	1.24625
ARL6	-0.267666666666667
MEF2C	-0.18325
CBFA2T3	-1.264
AFF3	-0.723769230769231
COG7	-0.3945
MYB	0.6205
PLXNA3	-0.165
XRCC2	-1.08783333333333
MMS19	-0.297
ST8SIA5	-1.25375
CHPT1	1.15616666666667
KIAA1712	-0.75575
OR6X1	1.0295
ACTR3	0.3745
UGCG	-0.314666666666667
OR4P4	-0.488
ZAP70	-3.03075
LPP	1.257125
ZNF485	0.13525
PTPRCAP	-0.56025
IL12RB1	0.54075
ATRX	-0.0717
CHST8	-3.07375
C14orf109	0.00275
ARV1	-0.6195
NMB	-0.215285714285714
COX5A	0.476166666666667
EIF6	0.372
MPPED2	-1.9635
SEMG1	1.167
CHRDL1	-0.3545
TRAF3IP2	0.32675
WNK2	1.25675
LILRA4	0.619166666666667
LAMA2	2.751
PXT1	-0.7965
RLBP1	-2.61225
CD300C	-1.514
SLTM	0.23625
FLJ10404	-0.429125
APOBEC3D	-2.1575
RENBP	-0.726333333333333
ATXN7L1	0.225875
NID1	-0.5715
TUBGCP3	0.013125
ITIH5	1.11388888888889
CCDC110	-1.1665
C8A	-3.5315
MGC87042	-0.0375
HOXC13	-3.885
TFDP2	-1.01925
HCP5	2.06525
POLI	-0.9095
UCN	-1.25233333333333
ZNF764	0.525833333333333
C8orf45	2.021
FHL3	-2.10475
SPATA5L1	-0.022
MMRN2	1.85533333333333
NDST1	-0.245666666666667
COL20A1	-0.382
ZNF248	-0.609166666666667
PELP1	-1.002
MBL2	-3.4765
RNF41	1.07625
C5orf24	0.77925
THOC5	-0.577285714285714
SERINC3	0.177333333333333
RP11-151A6.2	1.417
CDCP2	0.285
HIST1H2AA	0.40675
C11orf75	0.8305
FKBP7	-0.94075
DDOST	-0.365
GPNMB	-2.514
TTF2	-0.566166666666667
KCNT1	0.473166666666667
SLC39A14	0.1635
NGRN	-0.3918
GPR137B	0.79375
MECP2	-0.273875
PSMA1	-0.361
C16orf73	-5.136
TMEM60	-0.769166666666667
CSN3	0.5015
NOS1	0.314166666666667
RAB7L1	-0.289333333333333
YBX2	1.444
KIAA1166	0.082
FUBP3	-0.00133333333333333
ABCG1	1.049
ACACA	0.13
ARL11	0.9852
ATOH1	2.698
ODF1	-0.0295
CREB3L3	-0.305333333333333
TMEM127	0.745571428571429
DSCAML1	-0.57125
PLN	1.18316666666667
LYPLA1	0.789583333333333
PRDM9	-2.0835
SASP	-0.2195
PLUNC	0.3325
INTU	-0.286
HISPPD1	-0.3715
LNPEP	-0.0553333333333333
YARS2	0.3785
APCDD1L	-1.2345
ZCCHC4	-0.1613
FBXO22	-0.679333333333333
TTLL13	0.382
ZNF669	-0.653
PTGDR	2.312
DDX27	0.857
KIAA0409	-0.0678333333333333
GJB6	0.643
ASB8	0.61
PLP2	0.493333333333333
MEPE	0.217
OR10J5	0.0765
KRT222P	-0.4205
COQ7	0.551833333333333
C1orf101	0.05025
RERG	-3.0686
CHMP5	0.1085
THAP11	0.034
ZNF43	-1.50816666666667
ZRANB3	-0.484166666666667
KRT13	-0.982875
MRPL19	-0.191625
RBBP9	-0.050375
SPATA17	-0.186428571428571
BXDC5	0.469666666666667
PAFAH1B1	-0.853333333333333
MAGEE1	-1.07575
OSTF1	0.1605
KIAA0323	-0.0758333333333333
TXNDC13	0.111166666666667
CNTN4	0.885375
LCE1B	1.253
UNQ501	-0.7745
ZNF154	-0.24775
C3orf64	0.45575
SYT5	-0.217333333333333
PON1	0.385333333333333
FLJ10357	-0.972
ATP4A	-1.751
GNPDA1	-0.724166666666667
MGAT1	0.112833333333333
C14orf121	0.80225
SLC35B2	-0.60125
MIER3	1.11983333333333
CHEK1	-0.503875
ZNF8	0.9805
TXNDC1	0.0448333333333333
CKB	0.645
RTN3	0.405714285714286
FZD2	-1.16016666666667
PART1	-0.164
PSMB6	-1.09475
PCDHB8	-1.7255
PHC3	0.1851
PPP1R8	0.361166666666667
NOVA2	0.982833333333333
TNFRSF11B	-2.211875
GOLPH3	0.296166666666667
UBLCP1	-0.493
SUHW3	0.71325
TTLL1	-0.81825
OPN4	0.5495
OR13G1	-0.2335
ZPBP2	0.1194
HSD17B11	0.3135
C9orf50	-0.6845
DHDDS	-0.144142857142857
CTSW	0.8133
NEFM	-2.955
MRPL28	-0.812
SYN1	0.122666666666667
PIGV	-0.513833333333333
ZIM2	-1.52725
APBB1	-1.972
SND1	-0.379
C1orf123	-0.299333333333333
CHD3	-1.44075
BHLHB8	0.378
RNASE2	-0.5922
BCAP31	-0.261125
SLC25A44	0.0146666666666667
CHD6	0.0619
PIB5PA	1.40384615384615
SELS	0.34625
LOC541471	-1.1995
FAT2	-1.152
ZNF81	0.4285
OR4C16	-0.2465
FLJ10081	-0.6921
LRRC4	0.0035
CS	0.229333333333333
N4BP2	-0.1865
IGFBP7	-0.051
ZNF318	-0.263333333333333
NDNL2	0.091
ZNF609	0.032125
SIRT4	-1.33375
EXOSC10	-0.37175
ECE2	0.361166666666667
OVGP1	1.177
GTPBP3	-0.28175
PACS2	0.2966
C19orf36	-1.75883333333333
ARL4C	-1.88775
ATG4B	-0.446375
UBQLNL	-0.61425
RHOXF2B	-3.6605
PLEKHG2	-1.4765
GALR1	0.114
AQP4	0.288
HDAC7A	-0.510833333333333
DCUN1D3	0.7205
OR8A1	-0.041
CCRN4L	-0.28025
CBR4	-0.319666666666667
KIFC1	-0.109666666666667
SLC7A14	-1.69166666666667
LHX5	-0.0765
TRPC7	0.137
LPXN	-1.373
SERPINA1	-2.152875
RPS13	-0.1942
BPIL3	-0.205
PRKAA1	-1.087
FADS2	0.1354
ENAH	-0.2445625
PRO1768	-0.0805
APBA2BP	-0.9005
LIPH	3.40116666666667
C3orf33	-1.0005
RCC2	0.332785714285714
ALDH1A2	-3.5052
RNF103	1.41825
AHCY	0.51175
ALG12	-0.3405
CCL17	0.2535
ZNF543	1.33483333333333
ESRRG	1.7839
CNGA1	2.32975
RDH5	0.6765
OTX1	-0.0898
PTGFR	-1.98533333333333
CDR2	0.55625
SELE	3.3025
NLGN2	-2.5858
EXOSC9	-1.05425
ZNF566	0.945166666666667
KLRC2	-3.471
GPR12	0.4825
KIAA0196	-0.04825
PDRG1	0.057
SSR3	-0.189642857142857
MSI1	-0.5765
CST9	-0.2595
CC2D1A	0.177
PLAGL1	0.834944444444444
ZNF778	-0.68
RNF2	0.093125
KLF6	0.830333333333333
THBD	0.386166666666667
tcag7.1314	0.414
NR5A1	-0.210833333333333
ABCD2	-0.32725
DNAJC7	0.75
CLEC4C	-0.313
TM2D3	0.43875
CCDC4	-1.7585
PLAC2	-3.01075
DCD	0.4945
FAAH	1.41775
POLA1	0.441666666666667
TM7SF2	-0.46525
FLJ39822	0.348666666666667
FLOT2	-0.557375
MAP4K1	-1.2925
SRP68	0.412375
C21orf74	-0.165
ARPC5	0.288
LOC126075	-0.157
HECW2	-1.157
ZDHHC4	-1.0495
ANKRD42	0.6953
PDE9A	-0.650166666666667
ABCA8	-0.5175
NDUFS2	-0.991
UBR5	-0.196625
BTBD16	-0.39775
LOC554174	0.094
ZNF20	-0.1545
KIAA1843	0.17
WDR17	-0.683428571428571
C15orf33	-0.021
RNF113A	-0.07625
CAMKK1	-0.7063
CLCN2	1.85425
ANXA6	-1.716
LOC340069	0.2775
EMID1	0.694
DPM3	-0.681416666666667
ELA1	0.131
SLC25A13	0.1937
KRT24	-0.217
SMPD1	-1.13866666666667
TH	0.283375
COL6A2	-1.5195
ANKS1B	-0.256666666666667
GPR126	-0.933
ZC3H12A	1.17383333333333
TMEM47	-1.29766666666667
C2orf51	-0.499166666666667
C1orf88	0.241
HSF2BP	-1.05725
AKAP10	-0.74875
RPAP3	0.105
KLHDC8B	-1.9
STOM	-0.982
MUPCDH	3.95525
C10orf72	-0.863285714285714
PLEKHA3	0.547083333333333
TCP11L1	-0.912
CWF19L1	0.03575
SPEF1	-0.0371666666666667
YSK4	-1.11866666666667
ELN	0.3881
SAMD8	0.107666666666667
MPI	-1.33366666666667
MEPCE	-0.4684
ABCC3	1.75975
NANOGP1	-4.623
KCNK17	0.470625
HLA-DMB	3.102
RRAGA	-0.0805
ANGEL1	0.37875
RBM32B	-0.098
CPN1	-2.80775
MGC52282	0.3287
HLA-A	1.28166666666667
OR9G4	0.0435
EDNRB	-1.470875
SCD	-1.17307142857143
C14orf80	-0.167333333333333
BAGE2	-0.8605
RABL4	-0.591666666666667
RCVRN	-0.173
SHANK1	-0.219
NLRP7	-2.95875
CD226	0.49175
STAT3	0.562625
SYNJ2	0.1033
TPCN2	-0.528333333333333
WDR36	-0.186916666666667
MBD4	-0.40925
ROBO1	0.2826
ST3GAL6	-4.04725
SLAMF8	2.33816666666667
ATN1	0.101
GPR141	-0.113
KRT36	0.494
TPH1	0.048
DDX52	1.138
ZSCAN29	0.499833333333333
TRPT1	-0.777166666666667
DPEP3	0.5125
DENND4A	-0.702125
TSPAN16	-0.1035
PTCHD2	-0.504
LOC145814	-0.3215
CAP1	0.207166666666667
EIF5A2	0.6749
NT5DC3	-0.39125
SEPT9	-0.187
SEZ6L2	-0.857375
EGFLAM	2.33275
VPS11	-0.728375
NDUFB5	-0.380833333333333
CIDEA	0.11
IER5L	-0.85125
N6AMT1	0.71275
FAM83C	-0.100666666666667
OXR1	1.01233333333333
IRX1	-1.1495
DGKB	-0.6748
GCN5L2	-0.606
MIR16	0.983
FBXW9	-0.31
WDR4	0.481333333333333
PDC	-0.059
VPS33B	-0.56825
HEXB	-0.009
FLJ32214	0.46375
TCEB3	-0.84925
CRLF1	-5.2105
ABI3BP	-1.18175
C8orf22	-4.30875
PYCR1	-0.453625
KIAA1706	1.97775
CDK5R2	0.801875
WAS	-0.2185
C12orf60	-0.32575
CCBL2	0.06325
MADD	-0.82525
C5orf34	-1.29875
WDR42A	0.1055
KLF12	-1.058
HSPA1A	-2.90175
ITM2C	-0.0709166666666667
DAPK2	3.18016666666667
LOC442590	-1.45
SUMF2	-0.69175
CENPA	-0.285846153846154
TMED5	-0.033375
CDH6	-0.657
BRP44	1.900375
THG1L	0.37925
GABRA2	1.3765
C14orf166	-0.04925
MYL1	-1.83533333333333
TNFSF18	0.4345
PAP2D	-2.2775
PPIB	-0.6185
KLHL4	-0.776375
SFN	0.651166666666667
CCDC127	-0.57525
FRAP1	-0.246
GOLGA5	0.204
SDCCAG1	-0.121875
MGC21675	-0.0415
C10orf95	-0.456
KIAA1345	-1.23
C1orf163	-0.4165
LACE1	0.038
OR10K2	-0.2915
CENPN	-0.54912
TMED2	0.935
UGT1A6	4.825
ANG	-0.72025
U2AF1	-0.1455
CASC2	0.2465
NMT2	-0.595666666666667
OSGEPL1	-1.336
DFNB31	-1.6905
SLC6A20	3.676625
DKC1	0.48125
FXYD4	0.176
WDR64	-0.35
MGC5590	1.0905
CREBZF	0.278
DAZ1	-0.16225
PRPSAP1	-0.23825
GCHFR	0.1735
TTC7A	-0.624
LOC196993	0.02675
UBD	3.39933333333333
S100A1	-1.4035
RPL6	1.07783333333333
DNAJB6	-0.21805
NAGS	0.697
C2orf58	-0.2365
KERA	0.106666666666667
MT1X	-0.792
UBE2B	0.4893
KEAP1	-0.0795
MST1	-3.3895
OMA1	0.256
ABLIM2	2.03475
BCL2L13	-0.48975
JAZF1	-0.947833333333333
TMEM63B	0.534
S100A8	-0.0363
ARFIP2	0.0395
UROS	-0.22275
KHDRBS2	-1.5745
POLQ	-0.46675
SOAT1	-1.429
SPAG4	-2.55575
MRPS30	-1.04316666666667
LOC494141	-0.24425
OR2T11	0.669
ORAOV1	-0.5498
ZNF184	0.0976666666666667
TCEB3B	0.104333333333333
ADAM21	0.032
GDPD1	0.26225
SPINLW1	0.31775
PRR14	0.120666666666667
KCTD9	-0.913
NUDT3	-0.217
KIAA1822	-0.6641
HIST1H4K	0.741
DFNA5	-3.9965
GABPA	0.10125
C14orf44	-1.461
POLB	0.03325
PTAR1	-0.29
SEC31A	-0.0368
TRIM58	-0.9945
TAS2R14	-0.405
VPS8	-0.50075
H1F0	0.829833333333333
PRKCB1	-3.32883333333333
UGT2A1	0.3975
TOR1B	0.0175
LSS	-0.74725
C2orf19	0.4285
HNRNPC	0.333214285714286
TMEM100	-2.71116666666667
LOC116349	-1.481
OR51M1	0.112
CCDC142	-0.8675
ISG15	0.7040625
ZCCHC14	0.68525
CREBL2	0.252875
TGDS	-0.39275
DC2	-0.38125
CACNA2D3	-2.30621428571429
ZNF429	-0.989375
LYPD6	0.446
SUCLG1	0.5835
OR51I1	-1.3
MAGEH1	-1.37575
PRPF40A	0.191
SMR3A	0.554
SPINK2	0.19425
THAP2	-0.018625
NPY5R	-1.02675
IRF4	-2.655
SPESP1	-1.95583333333333
OR10S1	0.1565
DTD1	0.1995
TUBE1	0.1795
DDX19A	-0.3995
PDPN	-1.240125
TMEM34	0.86475
MGAM	0.57175
COL3A1	5.01672222222222
GFM2	-0.5233
OR5A2	0.2305
PSG9	-1.03125
ARHGEF11	-0.7405
IVNS1ABP	0.0584375
SIGIRR	0.775
DUSP19	-0.548625
DNAJC14	-0.0835
ACSS1	1.074375
IL1RAPL2	0.221
C4orf30	-0.33
SEPT4	0.0345
LANCL3	0.54925
SPAG17	0.0578333333333333
PRDX3	-0.07875
HNF1A	1.684
P4HA2	-1.150125
RFWD3	0.306333333333333
MOV10	-0.86075
DNAJA5	0.567571428571429
LOC729440	0.61725
LOC200383	0.656285714285714
SMC2	-0.9535
MIXL1	-1.8155
TMEM9	-0.5415
FAM86A	1.0185
ZNF174	0.2528
MYH14	1.0315
CCR8	0.827
VPS37C	0.064
GPATCH1	1.071
B3GNT8	4.119
TBX4	0.0225
CNR2	0.402
PCDH1	1.43225
C5orf29	0.303875
OCIAD2	1.93
PLCG2	-0.33375
KIAA0247	0.645375
HRH3	0.366
CAPN13	2.55975
CCR1	-1.0124
MGC15523	-0.0467777777777778
UVRAG	-0.548666666666667
DNAJA2	0.0183333333333333
ITGA2B	-1.17666666666667
CLDN5	2.951125
PTPRN2	-1.04135714285714
ZNF512	-0.764666666666667
PSAP	-0.828214285714286
CCDC140	null
LRRC55	-0.00825
CYP26C1	0.0775
C8orf47	3.7355
LYN	0.817875
DUSP6	0.469333333333333
TGFB3	0.199866666666667
ELK1	-0.6925
PCDH11Y	-0.856333333333333
HGD	-1.37725
C17orf58	-0.84825
MYO3A	0.4415
SERPINE2	-3.372
AARSD1	1.031
C14orf73	-1.55325
ADAM33	-0.33675
ZNF491	-0.675
MAPK6	-0.474833333333333
TCN1	1.38633333333333
SLC24A6	0.7045
UBE2R2	0.18475
H1FNT	0.214
TATDN2	0.2495
LILRB1	-0.2115
P2RY5	-0.265
NUCB2	-1.24825
C2orf37	0.8595
SNX27	0.1395
MTA3	-1.102
FOXO4	-0.19975
ID4	-0.3575
SOX5	-2.83666666666667
PXMP3	0.236
OR52M1	0.451
SFT2D3	0.055125
INA	-3.3735
MCOLN1	-1
NFIX	0.2282
CLEC14A	4.4945
HIBCH	-0.0125
PLA2G5	0.2645
TIMM10	-0.008
MED17	0.0647
COL4A4	-1.1475
TPP1	-0.504333333333333
GJA3	-1.76833333333333
TMPRSS5	-0.5945
AADACL3	0.16
DNMBP	1.243
ENPP5	1.116
NQO1	0.1708
ZSCAN2	-0.043125
SEC24C	-1.60133333333333
GTF2A1L	-0.625
AXIN2	4.0209
FAM33A	-0.148166666666667
C16orf13	0.499625
SPNS2	2.323
TAF1	0.226
AP1G2	-0.300166666666667
RBM42	0.795333333333333
HCN2	-0.130666666666667
EFHB	0.081
RUSC1	-0.663166666666667
GRIK5	0.313
USP21	-0.7245
ATAD3C	0.0845
ORMDL2	1.1785
PRSS7	-3.577
PSAT1	-0.006
FLJ13195	-1.54833333333333
TBC1D1	0.0973333333333333
IFNG	1.9665
OTOS	0.197166666666667
ZNF773	-0.968666666666667
EMD	0.0825
RETN	-0.283
CCL8	2.819
APH1A	0.2325
COX18	0.958125
GTF2IRD2	-0.16075
CCDC82	-0.741666666666667
PAFAH2	0.3135
NPEPL1	-0.9353
RP11-114G1.1	0.746
TP53INP1	-0.835625
ZNF300	-3.939
FOXL2	-3.315
LARP2	0.866333333333333
LATS1	0.4995
HTR6	0.292
SPOCK2	-0.432833333333333
RNF144B	0.389166666666667
HTATIP2	0.338
MGC10334	-0.141833333333333
CENTA2	0.811333333333333
FGF2	-2.23525
FXYD7	0.52575
PHYHIPL	-0.125875
GPR34	2.31975
DDX6	-0.0579999999999999
OR10W1	-0.129
LHFPL1	-0.4675
ZNF313	0.531214285714286
VPS28	0.25525
AP3M1	-0.2356
AKR1CL2	0.906
TRAF4	0.31575
OR2B11	0.445
C19orf12	0.776666666666667
AKAP9	-0.154666666666667
C1orf62	0.248
SLC20A1	-0.9739
FAM112A	0.74225
LDB2	-0.000374999999999995
MRPS23	-0.00825
KLK5	-0.49
SPTB	-0.699333333333333
EFEMP2	-1.43825
EFNB2	2.645625
PCM1	-1.21978571428571
NMNAT3	2.409125
TSG101	0.0586666666666667
C8orf40	-0.288166666666667
NOB1	-0.42925
ABHD3	0.578
GTF3C4	-0.296625
PIGN	1.179
GALNTL1	-3.286
AEBP1	-1.094375
OR9Q1	0.371
ANKRD2	-0.015125
CCL28	0.3375
TRIM38	0.227166666666667
TMCC1	-0.107
SMG5	0.46
LRRC7	-0.00600000000000001
NCAPD2	-0.691
C6orf153	-0.714
C1orf74	-0.26125
OTUD6A	0.6155
DCP2	-1.034
TMEM24	-0.31325
RPL18	0.8605
TMEM177	0.3225
LRRC37A3	0.987
C1D	-1.1255
LDHC	-0.0315
UBE4B	0.228333333333333
NIT1	-0.09625
BTN3A3	-0.040875
RASD1	0.207625
COMMD3	-0.297
SHFM1	0.391
BIRC8	0.2185
DUT	-0.415
C12orf51	1.0765
LRRC59	0.634333333333333
LY6H	-0.96425
WDR22	-0.0730833333333333
EDEM1	-0.178785714285714
ADH1A	4.713
PANX2	-0.4761
CYP11B1	0.2955
CDC73	-0.488
GPR172A	0.17975
GSTM3	-2.96684615384615
KCNA5	-0.031625
SERAC1	-0.342166666666667
NFATC2	-0.442
ANAPC5	0.168
C15orf24	-0.02175
NFATC2IP	-0.587333333333333
TNRC6C	-0.0953333333333333
MGC102966	-2.428
FGD5	-0.163
MED9	-0.941
RAB13	-0.861666666666667
C15orf49	1.0115
CRYGS	0.3047
C12orf53	-1.1916
LOC283693	-1.0285
COX6B2	1.092
PHF14	0.483625
FAM3A	-0.890875
RPL13	-0.0908
PRDX2	-0.4028
FLJ34047	-1.852
PRMT3	0.30875
KCTD19	-1.6355
TRIM10	0.716666666666667
MGC26597	-0.518666666666667
GCNT4	0.18
GPRASP1	-0.75025
CDKN1C	-1.42158333333333
RHBDL2	1.1903
HSPH1	1.65225
AQP1	1.69975
COL17A1	1.7822
GFAP	0.83425
CDC16	-0.314
KIAA1614	-0.5835
C6orf118	-0.0328333333333333
ZSWIM5	-0.21875
FAM83F	4.16275
LYNX1	-0.2655
SYNPR	2.269
XG	-0.276333333333333
PRSS16	1.530625
KIF13B	0.937928571428571
PCDH9	-3.35842857142857
HIST1H2AH	0.0143333333333333
RBM18	-0.2755
ZNF626	-0.960375
HEXIM2	-0.48
ITFG1	-0.2675
TUBG2	-1.066
SFRS7	-0.0665833333333333
C9orf14	0.513
EXTL1	-2.9815
GBP3	2.77966666666667
WDR5	-0.95875
RARG	-0.265333333333333
MYO7A	-0.719125
CECR6	-1.359
C13orf3	0.770375
SFRS18	-0.768625
ACVR1B	1.19866666666667
PSMD1	-0.2839
C7orf31	-0.054
ILVBL	-0.934
IFNGR1	1.2375
RNF186	6.27725
NOL9	-0.11875
MAGEL2	-1.75875
SLC29A2	-0.24775
NHSL1	1.76275
RBMX	-0.39
PSORS1C2	0.395
RAD51L3	0.171916666666667
LCN6	0.80625
ORAI2	-1.55825
BRUNOL6	0.1485
OR4K5	0.0905
CDC123	-0.108125
MSLN	-1.2925
WWTR1	-2.967
ZNF700	-0.371166666666667
COBL	0.132
PPP1R16B	-0.31375
GAS7	-1.498
MDN1	-0.645625
HAAO	0.4815
C9orf68	1.736
TNFAIP2	-0.336375
FOXN1	0.097
hCG_2033311	1.39
ATP6V0D2	0.2911
RPL41	1.50125
SLC38A1	1.417125
ARHGAP6	-1.61933333333333
ADAD2	-0.62175
PHF20L1	0.473
MCM3AP	-0.189166666666667
ST3GAL3	-1.40766666666667
SNX1	-0.569166666666667
ELF5	0.03975
PARP3	-0.57625
RBM8A	-0.4335
LINGO4	0.438
ITGA9	2.70983333333333
ZFR	0.09575
ACSL6	0.959625
FLJ20699	1.0943
DAOA	0.0866666666666667
FABP4	2.38033333333333
KCNB1	-1.91875
CANX	0.3003
SLC25A28	0.108333333333333
ADIPOR2	0.89475
ECHDC2	1.0465
SMA4	-0.97325
FRZB	2.556125
PABPC1	0.412
DMRTB1	-0.01925
APOBEC3G	-2.05775
CATSPER2	0.5785
CUEDC1	-0.227
STARD9	-0.958875
CLDN8	1.21375
LOC23117	-0.618863636363637
E2F6	-0.735222222222222
TMEM126B	-0.743833333333333
DPY19L4	0.4845
GIMAP5	2.3565
NDUFA9	0.718666666666667
FAM77C	-5.5085
CTPS2	-0.07125
LOC51035	-0.24875
WDSOF1	0.1605
EGLN3	-0.816625
PITX3	0.5415
OR52E8	0.498
GRM4	-0.0125
KLK1	2.141
GPM6B	-3.11675
RRAGD	-2.2715
PAGE5	-2.8365
UCHL5	-1.11616666666667
ULK3	-0.795833333333333
AIM2	2.69483333333333
PNO1	-0.288333333333333
OR2F2	0.609
GNAT2	-0.4165
SIX1	-2.83025
ST13	-0.2155
ZBTB44	0.1805
TIMP2	-2.07975
ZMAT4	-4.52125
GTF2IRD1	0.149
ZNF19	0.0296666666666667
ZNF714	-1.3125
RSC1A1	-0.37325
C9orf80	0.45575
PSMA8	0.4735
TMEM141	1.16175
COX4I1	0.485285714285714
CTAGE1	-0.00316666666666669
DTWD1	-0.826
HSD11B1	0.177
KRT6B	5.45675
ARID4B	0.305125
LHFPL3	1.60775
WWP2	0.145833333333333
ZNF326	0.5925
RGPD1	0.237
CTSH	0.662333333333333
FASTKD1	-0.049625
PAF1	0.1722
TTC9C	-0.074
IFT57	0.9923
PRSS36	2.1115
IL20RB	-1.531
ZNF592	0.0768333333333333
DCTD	-0.2731
CFP	1.53875
MFNG	-1.639125
JMJD2B	-0.73475
ALDH3B1	-0.581375
THSD4	-0.167333333333333
KCNJ5	0.332833333333333
LMNA	-1.14683333333333
TBCD	-0.4685
ZNF250	0.454333333333333
CASQ2	0.157
PEG10	-4.38425
PRAME	-5.28066666666667
NP	1.623
TRIM59	0.159
ZNF12	-0.250625
XTP3TPA	0.8075
SIGLEC7	-1.3866
PANK4	-1.33225
FAM70A	-3.3322
SNED1	-2.4145
HIP1	-0.7656
RAET1E	-1.57433333333333
AMAC1L2	-1.0715
AHNAK2	-1.89409090909091
TOE1	-0.7155
RECQL4	-1.21875
SPRYD3	0.45
DPAGT1	0.12875
MAGED2	-1.6974
ANKRD55	-1.0565
TRPS1	-1.2425
DOK7	-1.91325
TFPI2	-6.201
GTF2H3	0.431833333333333
CYP4F11	0.900875
LHX2	-4.52566666666667
ATG16L1	0.8405
ASB12	0.994
C1orf116	4.096875
NF2	-0.4127
POM121	-0.1325
PHYHD1	-0.8285
TXNDC17	-0.144333333333333
DKFZp779O175	-0.641
NUP62	0.557714285714286
MYO18B	-2.01333333333333
PRAMEF1	0.1585
TCBA1	1.646125
TMEM168	1.628
FJX1	-1.74916666666667
CLCF1	-0.3865
SEPN1	-0.4845
IGSF2	0.50425
NUDCD1	0.486
TFF3	3.79333333333333
NDFIP1	-0.0487857142857143
CHCHD4	-0.069
TNR	0.495
CUTA	-0.678
USP44	-4.38175
DPP10	-0.2095
IWS1	-0.1205
PCGF1	-0.1985
SULT1C4	0.0785
NTF5	-1.9685
PTPN13	-0.09975
SSTR5	0.3355
SFRP1	-5.145625
IDH3B	-0.3375
SUOX	0.1155
TMCO5	0.47775
GOLT1B	-0.5005
MIB1	-0.402642857142857
PCDHGB1	-0.4385
SUSD1	0.93175
ICAM5	-3.01733333333333
PAPOLB	0.2795
URM1	-0.2157
TMEM106B	-0.107
LRIG2	-0.322
SLC27A5	-0.35825
CLIC6	0.7056
ZNF420	0.958333333333333
SCN9A	-1.4921
KIAA1909	-1.2725
ELMOD1	-2.46033333333333
PRKAG1	-0.5465
FAM64A	-1.23866666666667
EEF1G	-0.29075
SMAD5	0.65275
INCENP	-0.2345
WASF2	-1.207
GARS	-0.5003
CDK10	-0.5152
HLX	-1.07483333333333
MDM4	-0.635
ZNRF1	-0.571071428571429
HHATL	-1.91183333333333
FAM21C	0.2395
HIST2H3C	-0.39875
PFDN2	0.514
ZNF200	-0.201
NDN	-2.242
HBA2	-1.6195
FBLN5	-0.519625
PUM1	0.0392142857142857
TNNT1	-4.14383333333333
C19orf59	0.1235
HNRPH2	0.0858333333333333
RAB7A	-0.212166666666667
PMS2	-1.05725
BIRC3	0.288166666666667
NRSN2	-0.289875
OR52K2	0.296
SPOCK1	-2.04285714285714
H2AFY	0.4335
RXRB	-1.39075
ZNF638	-0.283666666666667
ANKRD45	-0.2295
ACTN4	1.50516666666667
FXC1	1.7075
EIF2B5	-0.47125
VPS33A	-0.16875
PINK1	-0.22275
FAM106A	-0.1565
SKIP	-0.2840625
GAPDHS	0.06725
MUM1L1	-0.082
PSTPIP1	0.11675
CNTNAP1	-2.2321
CYP26A1	-3.44325
APOL2	-0.8169
TACC2	1.278875
COX7A2L	0.534714285714286
HSD17B1	-0.5015625
ARRB2	-0.49
SLC7A6	0.6126
HSD17B10	-0.3205
RBJ	0.087
NUP155	-1.62075
MRPL10	-0.037
CYCS	-0.136666666666667
CCDC46	-0.157333333333333
TECTA	0.242
GNAL	-1.1355
LPO	0.204
PEBP4	-0.5355
DDX11	-1.42275
C18orf12	0.4315
TAF9B	-0.783
IMP4	0.06225
RPA4	1.4565
NDUFS1	-0.55275
UPK1A	-0.9615
ARRDC2	-0.3515
C18orf20	-0.7115
AES	-0.470571428571429
CD2BP2	-0.899333333333333
C16orf54	0.189
UGT2B17	-2.5175
FGFR1	-2.71581818181818
CEACAM6	7.0688
CHRM5	0.04975
CERK	-0.469625
AP3S2	0.478928571428571
