Hybridization REF	TCGA-AA-A02R-01A-01R-A00A-07
E2F2	0.043875
THRA	0.292666666666667
PTGES2	-0.2805
HIP1R	0.797333333333333
TMUB1	-0.0961666666666667
ENO3	-2.53375
RSPH10B	-0.397
CXorf39	1.0705
IRGC	0.457
GPR109B	-0.07
FLJ13305	-0.157
LCE3A	0.7035
TNFRSF18	-0.541333333333333
DET1	-0.8165
TRPM3	-0.0725
C16orf79	-1.217
FECH	0.199333333333333
RAP2A	0.1685
CRIP1	2.742
AZIN1	-0.19325
SLC7A7	4.4505
IL10RA	1.1942
TMEM64	-1.27825
CDC42EP4	1.2827
C16orf58	-0.2811
ARG2	-1.93375
POU5F1P4	-5.44775
FAM62B	-0.017875
DNAH8	-2.2882
ASH2L	0.040875
TSLP	-2.68383333333333
CNTNAP5	-0.198166666666667
TMEM16C	-0.34225
IFNA14	0.0475
SLC1A3	1.198125
CABYR	-1.563
BCL7B	0.0868
NUDT13	-2.12116666666667
C13orf28	0.0365
C1orf53	0.80175
ARL6IP4	0.5094
RPL35A	0.10175
EMR3	2.30725
RAB40C	0.341833333333333
SLC41A1	-0.294666666666667
LRCH1	1.88125
LY6G5B	-0.0175
FAM124A	-0.104
MGC10981	3.08266666666667
CLIP3	-0.3214
MAP4K2	-2.00716666666667
CHIC1	0.00850000000000001
SULF1	3.7375
C20orf30	-0.773857142857143
PRDM5	0.07025
ELOVL1	-0.68675
C11orf48	-0.3555
SLC39A10	-0.63425
KCNV1	0.258
ACP1	-0.762
ZMYM2	-1.601
B3GNT6	0.264
C9orf69	0.87225
C2orf15	0.66125
C20orf166	0.2795
HSP90AA6P	-0.0335
EDG7	-0.567
NEURL	-1.919625
LPL	-1.39733333333333
CLEC2D	-0.151571428571429
GRRP1	1.03783333333333
CD8B	-2.4824
HIST1H3D	-0.8815
SLC6A12	1.405125
FAM27L	-0.096
CD84	2.8107
RASA1	0.2155
PHKG1	-0.7775
MAGEA11	-1.241
IMPA1	0.1143
NPM3	0.94375
RARRES1	5.137
SH3BP1	0.66425
B3GNTL1	0.268
ARPC5L	-0.2215
KLHL26	0.33175
SIM2	2.039375
GJC1	0.9405
C20orf194	-1.1075
EXO1	-0.411
SLC2A2	-2.01266666666667
LOC285074	-0.03425
LRG1	-0.50175
KIRREL	-0.927
PIK3R1	-0.118785714285714
C4orf34	-1.44925
MAF	-1.41311111111111
ADCY4	2.89866666666667
ZMIZ2	0.7446
SLC46A3	1.186
STAMBP	-0.0275
CCDC16	-0.6375
MS4A12	0.63
TCF20	1.004
LRRC46	-0.20475
C20orf152	0.285
MRPS6	-0.86225
ABCB11	0.3875
KCNC2	0.285833333333333
CDH19	-1.9885
C9orf123	0.103166666666667
SSH3	0.638625
LDLRAD1	-3.86725
CCBE1	-0.42875
ZNF135	-1.180375
TAAR1	0.7935
WFDC12	0.3655
CCDC42	1.927
FLJ12529	-0.0515
PER1	-0.945166666666667
TIMM50	0.127166666666667
SMARCAD1	-0.271
FAM26C	0.8765
TP53TG3	-2.77783333333333
SH3RF1	1.2128
LMCD1	0.145
GPR63	0.3015
FLJ21986	-2.55257142857143
AIFM3	-0.40125
MICAL1	-0.168666666666667
BLZF1	-0.5555
IQCA	-0.976333333333333
PCDHGC3	-0.084
SAC	-0.111333333333333
BCL6B	1.999
DDO	0.18375
MARCO	5.36375
DCHS1	-0.380666666666667
C1orf170	-1.07233333333333
CD200R1	1.324
C22orf15	0.0145
SEPT11	0.928
ADNP	0.22975
UST	1.6829
C13orf34	-0.3775
RFFL	0.0134285714285714
APBA3	0.241
C2orf60	0.014625
CUTL1	0.2815
PMS1	-0.34175
ZNF689	-1.5665
EIF3E	-0.438333333333333
IL9	-0.091
RPL31	0.053125
LY9	1.30966666666667
ATP2B3	0.539
KDELR2	-0.258958333333333
TFCP2	0.885125
NLRP12	-0.502625
FLJ45422	-1.16875
TLE4	0.7255
ZNF570	-0.8055
FLJ43806	0.1195
TLK2	-0.206875
CIR	0.4095
MARS2	1.8105
COL24A1	-1.45225
SDF2L1	-0.58
HIBADH	0.0133333333333333
IGFBP3	-2.07557142857143
C12orf23	-0.587875
PSPC1	0.08875
C20orf43	-0.757
TRAV20	0.452
ARHGAP24	-0.170625
KIAA1975	-0.41675
C1QA	4.4742
DNTT	-5.6292
C10orf6	-0.475416666666667
C11orf41	2.007625
HNRPF	0.51975
COL11A1	4.6515
UBAP2	0.280666666666667
CDKN2AIPNL	-1.113
C20orf174	3.92325
SPRED2	-0.09075
PLA2G12A	-0.319
ICEBERG	-1.77466666666667
SCN10A	0.8365
C11orf65	-0.226
GBP5	6.57925
PITPNC1	-0.1075
POU3F3	1.012
NCOA7	1.338
LIN7C	0.0222
LOC348840	-1.449
NKX2-2	-2.719
ANKRD13D	-0.269625
LOC123688	0.35375
FUT2	3.5165
TAAR8	1.375
FZD4	-1.25883333333333
PNMA3	-1.4875
OR4L1	0.525
WIT1	-2.7295
EXOC3L	1.858
ATPBD4	-0.0816
KRBA1	-3.76275
UBXD6	-0.1725
HOXB7	1.77564285714286
C7orf23	0.135
UNQ338	-0.92
STAB2	0.636
CDC20B	0.10025
IRF9	2.50825
CENTG1	0.759416666666667
TNPO2	-1.1665
MCPH1	0.002625
BMS1P5	-1.7925
SLC26A7	-0.02875
HIST1H3J	0.65225
C9orf3	0.242
LBH	1.135
MYO1D	1.93425
PTDSS2	-0.2765
NFU1	-0.48025
DEPDC4	-1.0965
WNT7B	-1.3583
GLP2R	-0.374
SETD4	-0.6369
DYNLT3	-1.3863
FKBP11	1.14916666666667
SESTD1	0.279333333333333
FLII	0.345
RPS16	0.3879
CHPF	0.0111666666666667
CSNK2A1	-0.273333333333333
SUMO1P1	-0.49575
FKBP6	-1.152
ZNF214	1.22616666666667
TWIST1	-1.60116666666667
DDX56	-0.2285
TRAM1L1	-0.8443
EPO	-3.366
MRPS18B	-0.0475
ZNF682	-2.52483333333333
RPL14	-0.049
MAFF	0.426
LOC51136	-0.450375
LY96	-0.19275
DDX20	0.3805
ABTB1	1.62166666666667
ARL5A	-0.1413
CCT6A	-0.749
HEPACAM	-1.59666666666667
EHHADH	-0.00216666666666667
RBAK	0.352333333333333
CGB1	-0.0665
ITGB5	-0.8758
YIPF3	0.22825
FKBP2	-0.0525
NR1D1	-0.5787
TMEM110	0.4875
NEK2	-0.476
PRAMEF8	-3.36275
C20orf52	-0.686833333333333
PCDHGA3	0.358
VWA3B	0.622
NDUFA5	-0.226
THAP9	-0.675
FLVCR2	1.60033333333333
AP1S1	1.40425
SMAD6	-0.9295
SAV1	0.213875
SAT1	0.68
ZNF251	0.003
ADAMTS7	0.4087
RPP38	0.56125
C1orf211	-1.892
YPEL2	0.149
RBMS1	-1.537
ZNF445	-0.287166666666667
NRXN2	0.187666666666667
PGBD4	-1.17525
UGT2B28	-0.20625
WBSCR16	-0.1495
NLRC3	0.827875
ASTL	0.727
ST6GALNAC1	0.6415
ZADH2	0.501375
MLLT4	-0.644
ARL6	-0.364666666666667
MEF2C	-1.528
CBFA2T3	-4.034
AFF3	-0.445571428571429
COG7	-0.4005
MYB	-1.46116666666667
PLXNA3	0.5425
XRCC2	-0.7765
MMS19	-0.164875
ST8SIA5	-1.52575
CHPT1	0.738
KIAA1712	-1.26175
OR6X1	1.126
ACTR3	0.02375
UGCG	-1.527
OR4P4	0.5255
ZAP70	-2.15025
LPP	0.82775
ZNF485	1.156
PTPRCAP	1.07725
IL12RB1	1.696
ATRX	-0.6508
CHST8	-3.05125
C14orf109	0.095
ARV1	-0.353
NMB	0.514428571428571
COX5A	0.117166666666667
EIF6	-0.17475
MPPED2	-2.28766666666667
SEMG1	3.092
CHRDL1	0.3155
TRAF3IP2	0.64325
WNK2	0.55325
LILRA4	2.3895
LAMA2	2.5735
PXT1	0.5695
RLBP1	-3.06275
CD300C	0.79675
SLTM	0.07225
FLJ10404	-0.63775
APOBEC3D	-1.557
RENBP	0.4395
ATXN7L1	0.142125
NID1	-1.03075
TUBGCP3	0.277375
ITIH5	0.661
CCDC110	-0.185
C8A	-2.81525
MGC87042	-1.31525
HOXC13	-2.76425
TFDP2	-0.45225
HCP5	2.789625
POLI	-1.19125
UCN	-1.01366666666667
ZNF764	-0.2725
C8orf45	-0.78975
FHL3	-0.452
SPATA5L1	0.54425
MMRN2	1.99716666666667
NDST1	0.291333333333333
COL20A1	-0.151833333333333
ZNF248	-0.8865
PELP1	0.0288333333333333
MBL2	-3.0725
RNF41	0.999375
C5orf24	0.8715
THOC5	-0.464
SERINC3	-1.05366666666667
RP11-151A6.2	1.40475
CDCP2	-0.32375
HIST1H2AA	0.2145
C11orf75	0.976166666666667
FKBP7	-1.42275
DDOST	-0.1015
GPNMB	1.66816666666667
TTF2	-0.430666666666667
KCNT1	0.551166666666667
SLC39A14	-0.148625
NGRN	-0.661
GPR137B	1.32225
MECP2	-0.1745
PSMA1	0.3495
C16orf73	-5.065
TMEM60	-0.0255
CSN3	0.1615
NOS1	0.4595
RAB7L1	0.156166666666667
YBX2	0.471
KIAA1166	-0.616875
FUBP3	-0.554833333333333
ABCG1	1.271
ACACA	-0.866833333333333
ARL11	0.5475
ATOH1	-0.0175
ODF1	-0.164333333333333
CREB3L3	-1.77633333333333
TMEM127	0.723357142857143
DSCAML1	1.62325
PLN	3.613
LYPLA1	-0.66275
PRDM9	-1.753
SASP	0.87375
PLUNC	0.381333333333333
INTU	0.2245
HISPPD1	-0.22825
LNPEP	0.216666666666667
YARS2	0.455666666666667
APCDD1L	-1.8645
ZCCHC4	-0.4018
FBXO22	-0.224666666666667
TTLL13	0.385
ZNF669	0.25
PTGDR	1.05725
DDX27	-0.4505
KIAA0409	-0.246166666666667
GJB6	-0.21825
ASB8	-0.33925
PLP2	-0.0195
MEPE	0.683666666666667
OR10J5	0.623
KRT222P	-0.308
COQ7	0.5605
C1orf101	0.07875
RERG	-2.0746
CHMP5	-0.02875
THAP11	-0.350125
ZNF43	-1.19466666666667
ZRANB3	-1.12
KRT13	-0.7695
MRPL19	0.373875
RBBP9	-0.151
SPATA17	-0.285
BXDC5	0.794166666666667
PAFAH1B1	-0.175916666666667
MAGEE1	-0.621
OSTF1	0.00375
KIAA0323	0.1525
TXNDC13	-0.419166666666667
CNTN4	0.254375
LCE1B	-1.106
UNQ501	-0.73375
ZNF154	-0.318
C3orf64	1.03025
SYT5	-0.0774
PON1	0.0546
FLJ10357	-0.561625
ATP4A	-0.595
GNPDA1	-0.440666666666667
MGAT1	0.806
C14orf121	1.05325
SLC35B2	-0.171
MIER3	0.497166666666667
CHEK1	-0.18475
ZNF8	0.939333333333333
TXNDC1	-0.419
CKB	-0.6133
RTN3	0.142357142857143
FZD2	-1.2305
PART1	-0.541625
PSMB6	-0.46075
PCDHB8	-0.4475
PHC3	-0.3059
PPP1R8	0.498166666666667
NOVA2	0.749833333333333
TNFRSF11B	-6.03925
GOLPH3	0.296333333333333
UBLCP1	-0.16275
SUHW3	-0.1955
TTLL1	-1.001
OPN4	0.486
OR13G1	0.851
ZPBP2	0.0918333333333333
HSD17B11	0.241875
C9orf50	-0.0625
DHDDS	-0.326428571428571
CTSW	2.5237
NEFM	-2.79533333333333
MRPL28	-0.309
SYN1	0.750666666666667
PIGV	-0.638
ZIM2	-1.10975
APBB1	-0.914666666666667
SND1	-0.444
C1orf123	-0.664
CHD3	-1.02725
BHLHB8	0.79625
RNASE2	0.814833333333334
BCAP31	-0.387375
SLC25A44	-0.0208333333333333
CHD6	-0.569
PIB5PA	1.11453846153846
SELS	0.758625
LOC541471	-0.809125
FAT2	0.0045
ZNF81	-0.301
OR4C16	-0.058
FLJ10081	-0.2281
LRRC4	-1.5215
CS	0.702
N4BP2	-0.831625
IGFBP7	0.5335
ZNF318	0.225416666666667
NDNL2	-0.07225
ZNF609	-0.5575
SIRT4	-1.567
EXOSC10	0.30675
ECE2	0.386583333333333
OVGP1	0.16975
GTPBP3	-0.47575
PACS2	0.3053
C19orf36	-1.28316666666667
ARL4C	0.65175
ATG4B	-0.393875
UBQLNL	-1.96025
RHOXF2B	-4.546
PLEKHG2	-1.128
GALR1	-1.606
AQP4	0.2824
HDAC7A	-0.173166666666667
DCUN1D3	0.54925
OR8A1	0.383
CCRN4L	0.711625
CBR4	-0.761333333333333
KIFC1	0.0191666666666667
SLC7A14	-1.51083333333333
LHX5	0.3015
TRPC7	0.322
LPXN	-0.252
SERPINA1	-2.050375
RPS13	-0.0347
BPIL3	0.1145
PRKAA1	-0.8305
FADS2	0.2811
ENAH	-1.0396875
PRO1768	-0.4555
APBA2BP	-1.329
LIPH	5.20216666666667
C3orf33	0.36675
RCC2	-0.892642857142857
ALDH1A2	-3.5884
RNF103	1.05925
AHCY	0.1395
ALG12	0.337
CCL17	2.697
ZNF543	1.31416666666667
ESRRG	-0.884
CNGA1	-0.5655
RDH5	-1.04083333333333
OTX1	0.4269
PTGFR	-1.28333333333333
CDR2	0.096375
SELE	5.922
NLGN2	-0.4985
EXOSC9	-0.1905
ZNF566	0.136333333333333
KLRC2	-3.92
GPR12	0.872
KIAA0196	-0.03825
PDRG1	-0.63425
SSR3	-0.376214285714286
MSI1	0.7045
CST9	-0.624
CC2D1A	-0.1895
PLAGL1	-0.793222222222222
ZNF778	-0.295
RNF2	0.487375
KLF6	1.76116666666667
THBD	0.349
tcag7.1314	1.611
NR5A1	-0.177333333333333
ABCD2	0.564
DNAJC7	0.15325
CLEC4C	0.00850000000000001
TM2D3	0.26075
CCDC4	-0.404
PLAC2	-2.98975
DCD	-0.6965
FAAH	1.294875
POLA1	-0.185333333333333
TM7SF2	-0.369375
FLJ39822	-1.08083333333333
FLOT2	0.624875
MAP4K1	-0.051
SRP68	0.029625
C21orf74	0.7125
ARPC5	0.17175
LOC126075	-0.42275
HECW2	-0.584625
ZDHHC4	-0.21425
ANKRD42	0.8548
PDE9A	-2.54983333333333
ABCA8	-1.06425
NDUFS2	-0.19225
UBR5	-1.355875
BTBD16	-2.0955
LOC554174	0.079
ZNF20	0.7145
KIAA1843	0.1905
WDR17	-1.41528571428571
C15orf33	-0.534
RNF113A	-1.5825
CAMKK1	-0.1673
CLCN2	0.472
ANXA6	0.1185
LOC340069	1.0765
EMID1	-0.41575
DPM3	-0.103166666666667
ELA1	-0.271
SLC25A13	-1.0673
KRT24	0.91725
SMPD1	-1.497
TH	0.243625
COL6A2	-0.959071428571429
ANKS1B	-0.344333333333333
GPR126	0.21
ZC3H12A	-0.644333333333333
TMEM47	-0.486833333333333
C2orf51	-0.129333333333333
C1orf88	0.058
HSF2BP	-1.73875
AKAP10	0.112
RPAP3	-0.1135
KLHDC8B	-0.806125
STOM	-0.4964
MUPCDH	1.964125
C10orf72	-0.392625
PLEKHA3	0.068
TCP11L1	-0.3265
CWF19L1	0.15725
SPEF1	0.013923076923077
YSK4	1.037
ELN	0.849
SAMD8	0.0975
MPI	-0.929166666666667
MEPCE	0.0354
ABCC3	1.724125
NANOGP1	-4.07
KCNK17	-0.9905
HLA-DMB	5.3205
RRAGA	-0.8805
ANGEL1	-0.27375
RBM32B	0.292
CPN1	-3.5665
MGC52282	-0.3353
HLA-A	1.50783333333333
OR9G4	0.242
EDNRB	-2.693375
SCD	-0.945642857142857
C14orf80	0.436333333333333
BAGE2	-1.2135
RABL4	-0.0918333333333333
RCVRN	-0.2685
SHANK1	0.203
NLRP7	-3.28975
CD226	1.35
STAT3	0.795625
SYNJ2	-1.4095
TPCN2	0.114166666666667
WDR36	0.215166666666667
MBD4	-0.905
ROBO1	-1.9313
ST3GAL6	-3.72675
SLAMF8	4.2105
ATN1	0.436666666666667
GPR141	0.84275
KRT36	0.7455
TPH1	-0.011
DDX52	-0.02525
ZSCAN29	0.343833333333333
TRPT1	-0.597
DPEP3	0.9175
DENND4A	-0.816375
TSPAN16	-0.5535
PTCHD2	-0.1025
LOC145814	-0.40975
CAP1	-1.17216666666667
EIF5A2	0.4915
NT5DC3	-0.7445
SEPT9	-0.57975
SEZ6L2	0.382875
EGFLAM	1.389
VPS11	0.35
NDUFB5	-0.484333333333333
CIDEA	0.212166666666667
IER5L	0.4965
N6AMT1	-0.53375
FAM83C	-0.1155
OXR1	-1.14591666666667
IRX1	-0.1635
DGKB	-0.389833333333333
GCN5L2	-1.461
MIR16	-0.527375
FBXW9	-0.26075
WDR4	-0.193833333333333
PDC	0.0195
VPS33B	-0.253
HEXB	0.52525
FLJ32214	0.734
TCEB3	-0.4145
CRLF1	-4.66525
ABI3BP	1.5045
C8orf22	-3.4215
PYCR1	-0.6055
KIAA1706	1.19725
CDK5R2	0.65975
WAS	0.821
C12orf60	-1.6005
CCBL2	0.42125
MADD	-0.3545
C5orf34	-1.53275
WDR42A	0.0875
KLF12	-0.569125
HSPA1A	-2.15325
ITM2C	0.786833333333333
DAPK2	0.723166666666667
LOC442590	-1.288
SUMF2	-0.24475
CENPA	-0.846461538461539
TMED5	-0.256875
CDH6	-1.7629
BRP44	-0.029125
THG1L	0.523
GABRA2	-3.0535
C14orf166	-0.49
MYL1	-1.33316666666667
TNFSF18	0.0805
PAP2D	-1.551
PPIB	0.0985
KLHL4	-1.18185714285714
SFN	1.7925
CCDC127	-0.37525
FRAP1	-0.31225
GOLGA5	0.3045
SDCCAG1	-0.06825
MGC21675	-0.201666666666667
C10orf95	-0.041
KIAA1345	-1.602
C1orf163	-0.574
LACE1	0.785333333333333
OR10K2	-0.0745
CENPN	-1.11776
TMED2	1.46
UGT1A6	-0.032
ANG	-0.60625
U2AF1	-0.633
CASC2	0.605666666666667
NMT2	0.246833333333333
OSGEPL1	-1.00425
DFNB31	-0.561
SLC6A20	3.016375
DKC1	0.3255
FXYD4	-0.795
WDR64	1.2125
MGC5590	0.675
CREBZF	-0.1995
DAZ1	0.2035
PRPSAP1	-0.1625
GCHFR	-0.14075
TTC7A	-0.602
LOC196993	0.126
UBD	6.4465
S100A1	-1.585875
RPL6	1.10883333333333
DNAJB6	-0.4675
NAGS	1.7764
C2orf58	-0.3475
KERA	0.487666666666667
MT1X	1.2219
UBE2B	0.7142
KEAP1	0.68525
MST1	-3.28825
OMA1	0.395
ABLIM2	1.995
BCL2L13	-0.186666666666667
JAZF1	-0.00766666666666667
TMEM63B	0.5385
S100A8	1.9779
ARFIP2	-0.17225
UROS	-0.02775
KHDRBS2	-2.821
POLQ	-1.73475
SOAT1	-0.148
SPAG4	-2.2885
MRPS30	0.0315
LOC494141	0.16425
OR2T11	0.715
ORAOV1	-0.6449
ZNF184	0.1775
TCEB3B	-0.158
ADAM21	-0.1685
GDPD1	-0.29975
SPINLW1	0.34175
PRR14	0.137166666666667
KCTD9	-0.6271
NUDT3	0.62075
KIAA1822	0.0782
HIST1H4K	-0.128
DFNA5	-2.03925
GABPA	0.02075
C14orf44	-1.45775
POLB	-0.499875
PTAR1	-0.9065
SEC31A	0.0646
TRIM58	-2.288
TAS2R14	0.343
VPS8	-0.280375
H1F0	-0.09
PRKCB1	-1.817
UGT2A1	0.316
TOR1B	-0.377
LSS	-0.821083333333333
C2orf19	0.346
HNRNPC	0.241928571428571
TMEM100	-1.958
LOC116349	-1.60225
OR51M1	1.279
CCDC142	-1.61425
ISG15	2.834
ZCCHC14	0.804125
CREBL2	0.286375
TGDS	-0.579
DC2	-0.5985
CACNA2D3	-2.82071428571429
ZNF429	-0.630125
LYPD6	0.680166666666667
SUCLG1	0.158
OR51I1	-0.075
MAGEH1	-1.013
PRPF40A	-0.7005
SMR3A	0.996
SPINK2	-2.82875
THAP2	-0.872625
NPY5R	-0.514571428571429
IRF4	-1.892125
SPESP1	-1.42983333333333
OR10S1	0.082
DTD1	-0.28975
TUBE1	-0.62125
DDX19A	-0.2315
PDPN	-0.98125
TMEM34	0.670416666666667
MGAM	-0.2985
COL3A1	5.13827777777778
GFM2	-0.1328
OR5A2	-0.1135
PSG9	-1.4
ARHGEF11	-0.3395
IVNS1ABP	-0.5574375
SIGIRR	0.893
DUSP19	-0.995
DNAJC14	0.4094
ACSS1	2.118625
IL1RAPL2	-0.094
C4orf30	-0.4825
SEPT4	1.20875
LANCL3	-3.34425
SPAG17	-0.201
PRDX3	0.291125
HNF1A	1.36225
P4HA2	-0.1055
RFWD3	0.171166666666667
MOV10	0.76025
DNAJA5	-0.401928571428571
LOC729440	-0.0865
LOC200383	0.31125
SMC2	0.09925
MIXL1	-1.14616666666667
TMEM9	-0.65825
FAM86A	0.859
ZNF174	0.5371
MYH14	-0.767
CCR8	0.67525
VPS37C	-0.347
GPATCH1	-0.4255
B3GNT8	2.125
TBX4	-0.587
CNR2	0.540666666666667
PCDH1	1.5595
C5orf29	1.065625
OCIAD2	1.72125
PLCG2	0.99675
KIAA0247	1.059375
HRH3	0.7066
CAPN13	-1.311625
CCR1	0.4546
MGC15523	-0.165
UVRAG	-0.381666666666667
DNAJA2	0.0343333333333333
ITGA2B	-0.604166666666667
CLDN5	2.929
PTPRN2	-0.602571428571429
ZNF512	0.139333333333333
PSAP	0.819642857142857
CCDC140	-3.2235
LRRC55	0.36775
CYP26C1	0.533
C8orf47	-2.594
LYN	0.580125
DUSP6	1.15433333333333
TGFB3	0.300733333333333
ELK1	0.3134
PCDH11Y	-0.203333333333333
HGD	-5.24375
C17orf58	-0.35375
MYO3A	0.345
SERPINE2	-5.735
AARSD1	-1.317
C14orf73	0.70475
ADAM33	0.293
ZNF491	-0.0505
MAPK6	-0.785166666666667
TCN1	-0.482
SLC24A6	1.228
UBE2R2	-0.64875
H1FNT	0.08425
TATDN2	-0.0115
LILRB1	3.1925
P2RY5	-0.34
NUCB2	-1.25475
C2orf37	0.234
SNX27	-0.128666666666667
MTA3	-1.269
FOXO4	-0.420625
ID4	0.149833333333333
SOX5	-3.3105
PXMP3	-0.33575
OR52M1	0.545
SFT2D3	-0.000125
INA	-3.44483333333333
MCOLN1	0.075
NFIX	0.085
CLEC14A	4.28766666666667
HIBCH	1.00966666666667
PLA2G5	0.90225
TIMM10	0.047
MED17	0.7866
COL4A4	-1.0225
TPP1	1.46966666666667
GJA3	1.958
TMPRSS5	-1.35225
AADACL3	0.5825
DNMBP	0.6325
ENPP5	0.9515
NQO1	-3.4945
ZSCAN2	-0.37575
SEC24C	-1.316
GTF2A1L	0.861
AXIN2	0.9926
FAM33A	-0.820833333333333
C16orf13	0.720875
SPNS2	0.8205
TAF1	-0.57875
AP1G2	-0.0321666666666667
RBM42	-0.137
HCN2	0.536
EFHB	-0.243
RUSC1	0.755166666666667
GRIK5	0.5575
USP21	-0.566166666666667
ATAD3C	0.1015
ORMDL2	0.938125
PRSS7	-3.62525
PSAT1	-0.7865
FLJ13195	-0.543166666666667
TBC1D1	-0.0526666666666667
IFNG	5.60425
OTOS	0.1725
ZNF773	0.160666666666667
EMD	0.29675
RETN	1.1495
CCL8	5.953
APH1A	1.865125
COX18	0.49525
GTF2IRD2	0.26
CCDC82	-0.61325
PAFAH2	0.1858
NPEPL1	-0.7085
RP11-114G1.1	0.4055
TP53INP1	-0.29
ZNF300	-2.7825
FOXL2	-4.16525
LARP2	0.589083333333333
LATS1	-0.26475
HTR6	0.3585
SPOCK2	1.05366666666667
RNF144B	1.30233333333333
HTATIP2	0.16875
MGC10334	0.238666666666667
CENTA2	2.06966666666667
FGF2	-2.23375
FXYD7	0.89325
PHYHIPL	-2.118375
GPR34	4.203
DDX6	-0.0111666666666666
OR10W1	0.131
LHFPL1	-0.8305
ZNF313	-0.249642857142857
VPS28	-0.177
AP3M1	0.3069
AKR1CL2	0.58925
TRAF4	-0.019
OR2B11	0.409
C19orf12	0.0198333333333333
AKAP9	-0.0896666666666667
C1orf62	0.0535000000000001
SLC20A1	-1.32
FAM112A	0.1995
LDB2	-0.60725
MRPS23	-0.68425
KLK5	-0.25275
SPTB	-0.1211
EFEMP2	-0.5235
EFNB2	3.329625
PCM1	-0.371214285714286
NMNAT3	2.097
TSG101	0.166833333333333
C8orf40	0.360666666666667
NOB1	-0.3535
ABHD3	-0.133
GTF3C4	0.438625
PIGN	0.312666666666667
GALNTL1	-3.4875
AEBP1	0.076
OR9Q1	0.289
ANKRD2	0.24725
CCL28	-3.9585
TRIM38	0.730166666666667
TMCC1	-0.44425
SMG5	0.03725
LRRC7	-0.482
NCAPD2	-0.755166666666667
C6orf153	-0.7955
C1orf74	-0.3655
OTUD6A	0.1345
DCP2	-0.772833333333333
TMEM24	-1.3035
RPL18	0.2505
TMEM177	0.42175
LRRC37A3	0.577
C1D	-0.342
LDHC	-2.4725
UBE4B	0.051
NIT1	-0.681875
BTN3A3	1.858875
RASD1	-2.592
COMMD3	-0.42175
SHFM1	-0.76175
BIRC8	0.1545
DUT	-0.23225
C12orf51	-0.4855
LRRC59	-0.0146666666666667
LY6H	0.1655
WDR22	-0.6905
EDEM1	-0.284142857142857
ADH1A	2.864
PANX2	-0.6827
CYP11B1	0.9455
CDC73	0.21725
GPR172A	-0.40425
GSTM3	-3.76569230769231
KCNA5	-0.668125
SERAC1	0.834
NFATC2	-0.3155
ANAPC5	-0.0732
C15orf24	-0.33975
NFATC2IP	0.0965833333333333
TNRC6C	0.00466666666666665
MGC102966	-2.30525
FGD5	0.110833333333333
MED9	-0.01925
RAB13	-0.8415
C15orf49	-0.0855
CRYGS	-0.955
C12orf53	-1.3318
LOC283693	-0.4665
COX6B2	1.295
PHF14	0.119875
FAM3A	-0.76625
RPL13	0.000699999999999978
PRDX2	0.6402
FLJ34047	-1.62625
PRMT3	-0.83825
KCTD19	-1.617
TRIM10	0.5445
MGC26597	0.0698333333333333
GCNT4	0.569
GPRASP1	-0.59525
CDKN1C	-0.49875
RHBDL2	0.9681
HSPH1	-0.13625
AQP1	1.88375
COL17A1	2.2056
GFAP	0.263125
CDC16	0.2085
KIAA1614	-0.294
C6orf118	-0.747
ZSWIM5	-1.33325
FAM83F	4.297
LYNX1	-0.3381875
SYNPR	-0.4575
XG	-0.397
PRSS16	1.721
KIF13B	1.2795
PCDH9	-1.841625
HIST1H2AH	-1.37533333333333
RBM18	-0.1965
ZNF626	-0.77325
HEXIM2	-0.569666666666667
ITFG1	-0.552
TUBG2	-1.4145
SFRS7	-0.0345833333333333
C9orf14	1.735
EXTL1	-2.97925
GBP3	2.81633333333333
WDR5	-0.2275
RARG	0.600333333333333
MYO7A	0.7695
CECR6	0.04625
C13orf3	-0.151375
SFRS18	-1.166875
ACVR1B	0.894833333333333
PSMD1	-0.1978
C7orf31	-0.5665
ILVBL	-0.97075
IFNGR1	1.623
RNF186	2.82225
NOL9	0.3245
MAGEL2	-1.59525
SLC29A2	0.3875
NHSL1	-0.4715
RBMX	-0.17
PSORS1C2	0.35025
RAD51L3	0.583666666666667
LCN6	0.7715
ORAI2	-2.1225
BRUNOL6	0.6298
OR4K5	0.2185
CDC123	-0.537625
MSLN	-2.21433333333333
WWTR1	-0.066
ZNF700	-0.387666666666667
COBL	0.71675
PPP1R16B	0.051125
GAS7	-0.5185
MDN1	-0.621375
HAAO	2.077
C9orf68	1.30975
TNFAIP2	0.319875
FOXN1	0.2685
hCG_2033311	1.992
ATP6V0D2	2.4618
RPL41	0.943625
SLC38A1	0.81425
ARHGAP6	-2.27916666666667
ADAD2	-0.71825
PHF20L1	-0.47925
MCM3AP	-0.208833333333333
ST3GAL3	-0.760833333333333
SNX1	0.145833333333333
ELF5	-0.447666666666667
PARP3	0.607125
RBM8A	-0.3674375
LINGO4	-0.1185
ITGA9	0.306833333333333
ZFR	-0.31275
ACSL6	-1.737125
FLJ20699	0.7635
DAOA	1.23375
FABP4	2.02125
KCNB1	-1.70175
CANX	0.3462
SLC25A28	1.2485
ADIPOR2	0.208125
ECHDC2	0.8915
SMA4	-2.417
FRZB	1.75625
PABPC1	-0.344833333333333
DMRTB1	0.279875
APOBEC3G	1.81075
CATSPER2	-0.343166666666667
CUEDC1	-1.36466666666667
