Hybridization REF	TCGA-AA-A00D-01A-01R-A002-07
VPS11	0.051125
NDUFB5	-0.192833333333333
CIDEA	0.1555
IER5L	-0.505
N6AMT1	-0.207
FAM83C	-0.304
OXR1	1.79333333333333
IRX1	-0.772
DGKB	1.75666666666667
GCN5L2	-0.5465
MIR16	1.13375
FBXW9	-0.36525
WDR4	0.557666666666667
PDC	0.215
VPS33B	-0.8775
HEXB	0.7965
FLJ32214	0.66575
TCEB3	-0.774
CRLF1	-5.1475
ABI3BP	1.169
C8orf22	-4.7295
PYCR1	-0.6925
KIAA1706	1.03775
CDK5R2	0.561625
WAS	0.66
C12orf60	-1.485
CCBL2	0.104
MADD	-0.2975
C5orf34	-0.8835
WDR42A	0.4007
KLF12	-1.0245
HSPA1A	-0.107
ITM2C	-0.74075
DAPK2	1.60483333333333
LOC442590	-0.1785
SUMF2	-0.200125
CENPA	-0.488230769230769
TMED5	0.030875
CDH6	-1.0058
BRP44	0.522125
THG1L	0.04475
GABRA2	0.46825
C14orf166	0.00125
MYL1	-1.69183333333333
TNFSF18	0.119
PAP2D	-1.7425
PPIB	-0.79025
KLHL4	-0.693625
SFN	0.9895
CCDC127	-0.10275
FRAP1	-0.2395
GOLGA5	0.8845
SDCCAG1	0.128875
MGC21675	0.275
C10orf95	-0.57825
KIAA1345	-1.66383333333333
C1orf163	-0.195
LACE1	0.226666666666667
OR10K2	-0.135
CENPN	-0.8506
TMED2	0.49425
UGT1A6	1.14
ANG	-0.946
U2AF1	-0.192333333333333
CASC2	0.164666666666667
NMT2	-0.466666666666667
OSGEPL1	-1.094875
DFNB31	-1.476
SLC6A20	2.251875
DKC1	1.04225
FXYD4	-0.05325
WDR64	0.3115
MGC5590	0.549
CREBZF	0.1735
DAZ1	0.2685
PRPSAP1	-0.51475
GCHFR	-0.768
TTC7A	0.105625
LOC196993	0.23825
UBD	4.80366666666667
S100A1	-1.571125
RPL6	0.091
DNAJB6	-0.0177
NAGS	1.4969
C2orf58	-0.4065
KERA	0.1015
MT1X	-1.2425
UBE2B	0.4416
KEAP1	0.10625
MST1	-3.09425
OMA1	0.031
ABLIM2	3.11025
BCL2L13	-0.204416666666667
JAZF1	-0.855166666666667
TMEM63B	0.15
S100A8	1.7972
ARFIP2	0.1165
UROS	-0.1065
KHDRBS2	-0.8375
POLQ	-0.95425
SOAT1	-1.29825
SPAG4	-1.09475
MRPS30	-0.9225
LOC494141	-0.26075
OR2T11	0.2435
ORAOV1	-0.3868
ZNF184	-0.2345
TCEB3B	0.08
ADAM21	-0.835
GDPD1	-0.19625
SPINLW1	0.084
PRR14	0.089
KCTD9	-0.651
NUDT3	0.0665
KIAA1822	-0.1091
HIST1H4K	0.2555
DFNA5	-2.44875
GABPA	0.39675
C14orf44	-0.66375
POLB	1.208
PTAR1	-0.90825
SEC31A	0.3723
TRIM58	-2.412
TAS2R14	-0.229
VPS8	0.00687499999999999
H1F0	1.2825
PRKCB1	-1.27083333333333
UGT2A1	0.3705
TOR1B	-0.09725
LSS	-1.31608333333333
C2orf19	0.479
HNRNPC	0.380928571428571
TMEM100	-1.661
LOC116349	-0.87475
OR51M1	-0.2065
CCDC142	-0.98675
ISG15	1.9310625
ZCCHC14	0.188875
CREBL2	0.6985
TGDS	0.1575
DC2	-0.22375
CACNA2D3	-2.1665
ZNF429	-0.97925
LYPD6	-1.06766666666667
SUCLG1	0.2215
OR51I1	-1.6035
MAGEH1	-0.362
PRPF40A	0.2285
SMR3A	1.8865
SPINK2	-0.16625
THAP2	-0.08275
NPY5R	-1.29425
IRF4	-0.560375
SPESP1	-1.9645
OR10S1	0.182
DTD1	-1.472
TUBE1	-0.7075
DDX19A	-0.4215
PDPN	-0.03
TMEM34	0.392166666666667
MGAM	0.357
COL3A1	4.98761111111111
GFM2	-0.1876
OR5A2	0.174
PSG9	-1.855
ARHGEF11	-0.302833333333333
IVNS1ABP	0.07975
SIGIRR	0.55625
DUSP19	-0.793875
DNAJC14	0.199
ACSS1	0.767875
IL1RAPL2	-0.17
C4orf30	0.46975
SEPT4	0.56125
LANCL3	-1.0985
SPAG17	-0.262
PRDX3	-0.633375
HNF1A	1.10475
P4HA2	-0.49375
RFWD3	-0.297333333333333
MOV10	0.215
DNAJA5	0.2965
LOC729440	0.03675
LOC200383	0.461625
SMC2	-0.9515
MIXL1	-1.44883333333333
TMEM9	-0.396
FAM86A	0.7775
ZNF174	0.0152
MYH14	0.51625
CCR8	1.30125
VPS37C	0.0971666666666667
GPATCH1	0.325
B3GNT8	3.387
TBX4	1.1555
CNR2	1.00783333333333
PCDH1	1.39925
C5orf29	1.920125
OCIAD2	2.24775
PLCG2	1.61175
KIAA0247	1.303375
HRH3	0.1787
CAPN13	1.600625
CCR1	0.3432
MGC15523	-0.104722222222222
UVRAG	0.0763333333333333
DNAJA2	-0.00216666666666667
ITGA2B	-1.088
CLDN5	3.2665
PTPRN2	-0.844357142857143
ZNF512	-0.230166666666667
PSAP	0.856928571428571
CCDC140	-0.364
LRRC55	0.1825
CYP26C1	0.1615
C8orf47	1.21925
LYN	2.236
DUSP6	1.161
TGFB3	1.27946666666667
ELK1	0.1272
PCDH11Y	-0.245166666666667
HGD	-1.1065
C17orf58	-0.61075
MYO3A	0.962
SERPINE2	-3.1755
AARSD1	0.0885
C14orf73	0.425
ADAM33	-0.17075
ZNF491	0.129
MAPK6	-1.00666666666667
TCN1	4.495
SLC24A6	0.5265
UBE2R2	0.5445
H1FNT	0.0845
TATDN2	0.242833333333333
LILRB1	2.4045
P2RY5	0.763
NUCB2	-0.587
C2orf37	0.083
SNX27	0.237833333333333
MTA3	-0.816
FOXO4	0.033375
ID4	1.0225
SOX5	-2.77483333333333
PXMP3	1.437
OR52M1	0.1325
SFT2D3	0.317125
INA	-3.692
MCOLN1	0.36275
NFIX	0.8426
CLEC14A	4.62116666666667
HIBCH	0.114
PLA2G5	1.00675
TIMM10	-0.3905
MED17	0.295
COL4A4	-0.076
TPP1	1.059
GJA3	-1.102
TMPRSS5	-0.6285
AADACL3	0.308
DNMBP	1.13725
ENPP5	-1.59533333333333
NQO1	0.2304
ZSCAN2	-0.890125
SEC24C	-0.845833333333333
GTF2A1L	0.368
AXIN2	3.648
FAM33A	-1.19041666666667
C16orf13	-0.075375
SPNS2	1.8515
TAF1	0.34275
AP1G2	0.546
RBM42	0.4895
HCN2	0.0155
EFHB	-0.87
RUSC1	-0.2405
GRIK5	0.11
USP21	-0.061
ATAD3C	0.00925
ORMDL2	0.519125
PRSS7	-3.644
PSAT1	-1.0825
FLJ13195	-0.538666666666667
TBC1D1	0.671166666666667
IFNG	5.44025
OTOS	0.0625
ZNF773	-1.7325
EMD	0.48625
RETN	1.0515
CCL8	4.109
APH1A	0.63875
COX18	0.624625
GTF2IRD2	0.00849999999999999
CCDC82	-0.259833333333333
PAFAH2	0.731
NPEPL1	0.1641
RP11-114G1.1	0.5835
TP53INP1	0.613625
ZNF300	-1.0185
FOXL2	-4.08175
LARP2	0.639666666666667
LATS1	0.01325
HTR6	0.572
SPOCK2	1.63333333333333
RNF144B	0.561833333333333
HTATIP2	0.580125
MGC10334	0.183833333333333
CENTA2	2.09016666666667
FGF2	-1.98175
FXYD7	0.31175
PHYHIPL	-2.644625
GPR34	3.85175
DDX6	0.261166666666667
OR10W1	0.099
LHFPL1	-1.303
ZNF313	0.153285714285714
VPS28	1.303
AP3M1	-0.1482
AKR1CL2	1.5025
TRAF4	-0.037375
OR2B11	0.115
C19orf12	0.493333333333333
AKAP9	0.0506666666666667
C1orf62	-0.283333333333333
SLC20A1	-1.3346
FAM112A	0.36625
LDB2	0.3105
MRPS23	-0.5475
KLK5	-0.288125
SPTB	-0.3853
EFEMP2	-0.6295
EFNB2	3.42725
PCM1	-0.234357142857143
NMNAT3	2.775
TSG101	0.447166666666667
C8orf40	0.9785
NOB1	-0.60125
ABHD3	-0.93975
GTF3C4	-0.157875
PIGN	0.115
GALNTL1	-3.83625
AEBP1	0.6575
OR9Q1	0.5325
ANKRD2	-0.286375
CCL28	0.76475
TRIM38	1.367
TMCC1	-0.159416666666667
SMG5	0.2175
LRRC7	-0.404
NCAPD2	-1.1705
C6orf153	-0.49875
C1orf74	0.02125
OTUD6A	0.1865
DCP2	-0.7405
TMEM24	-0.28975
RPL18	-0.0123333333333333
TMEM177	0.236
LRRC37A3	-0.30825
C1D	-0.698833333333333
LDHC	-3.0135
UBE4B	-0.0266666666666667
NIT1	-0.13225
BTN3A3	1.74675
RASD1	-0.59825
COMMD3	0.14675
SHFM1	0.2535
BIRC8	0.3925
DUT	-1.103
C12orf51	0.5205
LRRC59	-0.0458333333333333
LY6H	-0.116
WDR22	0.316833333333333
EDEM1	0.0604285714285714
ADH1A	1.124
PANX2	-0.822
CYP11B1	0.22825
CDC73	-0.1205
GPR172A	0.6785
GSTM3	0.152076923076923
KCNA5	-0.10675
SERAC1	1.45316666666667
NFATC2	0.9705
ANAPC5	-0.1784
C15orf24	-0.63375
NFATC2IP	-0.0784166666666667
TNRC6C	0.04
MGC102966	-3.661375
FGD5	0.725
MED9	-0.66525
RAB13	-0.455166666666667
C15orf49	0.0895
CRYGS	0.2041
C12orf53	-1.3657
LOC283693	-0.8455
COX6B2	0.574125
PHF14	0.312
FAM3A	0.576875
RPL13	0.005
PRDX2	-0.0227
FLJ34047	-1.83575
PRMT3	0.50125
KCTD19	-2.1875
TRIM10	0.731
MGC26597	-0.496
GCNT4	0.691
GPRASP1	-0.39725
CDKN1C	-0.514333333333333
RHBDL2	1.7621
HSPH1	1.7065
AQP1	2.359
COL17A1	3.304
GFAP	0.320875
CDC16	0.95125
KIAA1614	-0.3505
C6orf118	-0.2672
ZSWIM5	0.0475
FAM83F	3.88275
LYNX1	-0.0619999999999999
SYNPR	-0.39775
XG	0.263
PRSS16	1.556
KIF13B	0.825285714285714
PCDH9	-2.083875
HIST1H2AH	-0.407833333333333
RBM18	0.06175
ZNF626	-1.134375
HEXIM2	-0.715
ITFG1	-0.295
TUBG2	-1.299
SFRS7	-0.151166666666667
C9orf14	0.0125
EXTL1	-3.1725
GBP3	2.53616666666667
WDR5	-0.354
RARG	0.0235
MYO7A	0.774
CECR6	-0.41375
C13orf3	0.752125
SFRS18	-0.561125
ACVR1B	1.0955
PSMD1	-0.0272
C7orf31	0.363333333333333
ILVBL	-0.49875
IFNGR1	1.944
RNF186	5.434
NOL9	-0.056
MAGEL2	-1.445
SLC29A2	-0.258
NHSL1	0.91725
RBMX	0.053
PSORS1C2	0.44025
RAD51L3	-0.1705
LCN6	0.55775
ORAI2	-1.13425
BRUNOL6	0.2781
OR4K5	-0.0365
CDC123	-0.34625
MSLN	2.0085
WWTR1	-2.424
ZNF700	-0.266666666666667
COBL	0.656
PPP1R16B	0.889375
GAS7	0.0272
MDN1	-0.44575
HAAO	0.2075
C9orf68	2.9695
TNFAIP2	1.5805
FOXN1	0.1965
hCG_2033311	0.579166666666667
ATP6V0D2	1.369
RPL41	-0.03375
SLC38A1	0.030625
ARHGAP6	-1.4635
ADAD2	-1.418
PHF20L1	1.0084375
MCM3AP	-0.0365
ST3GAL3	-1.1795
SNX1	-0.4345
ELF5	1.467
PARP3	0.744125
RBM8A	-0.4708125
LINGO4	-0.047
ITGA9	2.6255
ZFR	0.34325
ACSL6	1.879375
FLJ20699	0.8687
DAOA	0.510666666666667
FABP4	2.37575
KCNB1	-2.353
CANX	0.4161
SLC25A28	0.610333333333333
ADIPOR2	-0.02
ECHDC2	1.27375
SMA4	-2.556
FRZB	2.793375
PABPC1	1.71166666666667
DMRTB1	0.246714285714286
APOBEC3G	0.99175
CATSPER2	-0.621333333333333
CUEDC1	0.192
STARD9	-0.933625
CLDN8	0.123375
LOC23117	-0.727454545454545
E2F6	-0.136722222222222
TMEM126B	-0.619
DPY19L4	1.16175
GIMAP5	3.00416666666667
NDUFA9	0.386833333333333
FAM77C	-5.6775
CTPS2	0.57875
LOC51035	0.046625
WDSOF1	0.91325
EGLN3	0.530375
PITX3	0.285833333333333
OR52E8	-0.1495
GRM4	-0.1235
KLK1	3.0105
GPM6B	-3.377625
RRAGD	-0.815833333333333
PAGE5	-3.285
UCHL5	-0.886
ULK3	-1.29833333333333
AIM2	4.60116666666667
PNO1	-0.144166666666667
OR2F2	0.509
GNAT2	0.0675
SIX1	-2.9085
ST13	0.56625
ZBTB44	0.43625
TIMP2	-0.445
ZMAT4	-4.75625
GTF2IRD1	0.835333333333333
ZNF19	0.827833333333333
ZNF714	-1.051
RSC1A1	0.34
C9orf80	0.03175
PSMA8	0.1978
TMEM141	0.96975
COX4I1	0.0021428571428571
CTAGE1	0.895833333333333
DTWD1	-1.603
HSD11B1	2.97725
KRT6B	3.591375
ARID4B	0.486125
LHFPL3	0.453
WWP2	0.651416666666667
ZNF326	0.376333333333333
RGPD1	-0.9315
CTSH	0.849833333333333
FASTKD1	-0.409375
PAF1	-0.0592
TTC9C	-0.067
IFT57	0.936
PRSS36	-2.1585
IL20RB	-1.979
ZNF592	-0.655
DCTD	0.4056
CFP	2.11475
MFNG	-0.44775
JMJD2B	-0.7425
ALDH3B1	0.282625
THSD4	-1.4525
KCNJ5	2.172
LMNA	-0.223166666666667
TBCD	0.00525
ZNF250	1.35116666666667
CASQ2	0.437666666666667
PEG10	-4.65008333333333
PRAME	-4.44106666666667
NP	1.20275
TRIM59	0.0448333333333333
ZNF12	0.313375
XTP3TPA	0.19425
SIGLEC7	0.0983
PANK4	-0.64175
FAM70A	-3.227
SNED1	-0.772
HIP1	-0.2534
RAET1E	-0.932833333333333
AMAC1L2	-0.8025
AHNAK2	-1.09291666666667
TOE1	-0.629833333333333
RECQL4	-0.92475
SPRYD3	0.57175
DPAGT1	-0.12625
MAGED2	-0.3719
ANKRD55	0.09375
TRPS1	-1.4325
DOK7	-0.13275
TFPI2	-6.22125
GTF2H3	-0.0045
CYP4F11	0.577375
LHX2	-4.39016666666667
ATG16L1	0.7155
ASB12	-0.103
C1orf116	3.479125
NF2	-0.2896
POM121	0.0656
PHYHD1	-0.5469
TXNDC17	-0.305833333333333
DKFZp779O175	-0.653
NUP62	-0.0572142857142857
MYO18B	-2.05183333333333
PRAMEF1	0.3825
TCBA1	2.697375
TMEM168	0.84375
FJX1	-1.493
CLCF1	-1.06
SEPN1	0.423375
IGSF2	1.15875
NUDCD1	1.14883333333333
TFF3	2.575
NDFIP1	0.725142857142857
CHCHD4	-0.16675
TNR	0.412
CUTA	0.470166666666667
USP44	-4.1645
DPP10	0.00616666666666668
IWS1	-0.0596666666666667
PCGF1	0.0165
SULT1C4	2.6295
NTF5	-1.23525
PTPN13	0.3015
SSTR5	0.5455
SFRP1	-4.986125
IDH3B	-1.345
SUOX	0.069
TMCO5	0.80125
GOLT1B	-0.37225
MIB1	-0.821571428571429
PCDHGB1	-0.279
SUSD1	1.0595
ICAM5	-3.03366666666667
PAPOLB	0.04975
URM1	-0.2006
TMEM106B	-0.015
LRIG2	-0.6235
SLC27A5	0.387
CLIC6	1.1751
ZNF420	0.570166666666667
SCN9A	-1.1811
KIAA1909	-1.75025
ELMOD1	-1.7215
PRKAG1	-0.2225
FAM64A	-1.25955555555556
EEF1G	-0.0152
SMAD5	1.09725
INCENP	-0.06075
WASF2	-0.6785
GARS	0.0261
CDK10	-0.4399
HLX	0.0203333333333333
MDM4	-0.772125
ZNRF1	-0.867714285714286
HHATL	-2.208
FAM21C	0.9823
HIST2H3C	-0.51675
PFDN2	-0.33475
ZNF200	-0.219
NDN	-1.32125
HBA2	-2.059
FBLN5	0.941625
PUM1	0.533
TNNT1	-3.83933333333333
C19orf59	2.17133333333333
HNRPH2	1.30116666666667
RAB7A	0.419
PMS2	-0.061625
BIRC3	1.46483333333333
NRSN2	-0.74225
OR52K2	0.493
SPOCK1	-0.632714285714286
H2AFY	1.32175
RXRB	-0.3575
ZNF638	0.280666666666667
ANKRD45	-0.64575
ACTN4	1.39433333333333
FXC1	0.78325
EIF2B5	0.0255
VPS33A	-0.05425
PINK1	0.5175
FAM106A	-0.159
SKIP	0.269666666666667
GAPDHS	-0.0255
MUM1L1	-2.581
PSTPIP1	1.799
CNTNAP1	-2.0963
CYP26A1	-4.60875
APOL2	1.0689
TACC2	0.70125
COX7A2L	-0.406928571428571
HSD17B1	-0.500125
ARRB2	0.38275
SLC7A6	0.1208
HSD17B10	0.23925
RBJ	-0.155
NUP155	-1.19
MRPL10	-0.624
CYCS	-0.417916666666667
CCDC46	0.884666666666667
TECTA	-0.2005
GNAL	1.2125
LPO	-0.1565
PEBP4	-0.21075
DDX11	-1.408
C18orf12	0.4785
TAF9B	-0.521166666666667
IMP4	0.07675
RPA4	1.19366666666667
NDUFS1	-0.19575
UPK1A	-0.671833333333333
ARRDC2	0.6455
C18orf20	0.828
AES	-0.162142857142857
CD2BP2	-0.00366666666666667
C16orf54	0.4795
UGT2B17	-0.046375
FGFR1	-1.71727272727273
CEACAM6	4.9519
CHRM5	0.565
CERK	0.1905
AP3S2	-0.663285714285714
ANKS4B	2.07025
CLCNKA	-0.483333333333333
ZNF208	-1.30866666666667
HLA-DRB5	4.051
CARKL	-0.9935
GOT1	0.165166666666667
CASP6	1.4075
HOXA1	-0.86
RCL1	0.10925
ZNF181	0.340333333333333
RAB40B	2.039
MRPL38	0.140375
LRRN2	-1.26975
C3orf25	-0.38
OR5D14	1.59
OR10AG1	-0.4645
BET1L	0.0791
FRY	2.01725
AK3L1	-1.49925
CSF3R	1.609
POLR3K	-0.784166666666667
ATG2B	0.870833333333333
EPS8	1.93433333333333
DARS	-0.263625
C10orf56	-0.340166666666667
DAD1	0.0356666666666667
RIOK1	-0.246833333333333
HERC2	-1.047
HSD11B2	2.31816666666667
FAM96B	-0.061
MGC13057	-1.237875
BSN	-1.06175
CAND1	0.0353333333333333
HCST	2.40125
ACTR10	0.128333333333333
OR8D4	0.053
NASP	-1.0188
COL9A2	1.50466666666667
LYZL1	0.344
GPC5	-2.52125
TBL3	-0.35
CENTD2	0.0919
OR5AP2	0.66575
TLR1	1.90325
LMO6	0.50225
ZIC2	-2.9775
CPNE5	2.05525
ZMYND15	2.3095
FLJ22374	0.72
CCDC106	-1.5925
PARP16	-1.17225
PDIA3	-0.08775
C14orf126	0.14275
CECR2	-1.5935
SFRS1	-0.576857142857143
FIGLA	0.305
DCP1A	-0.108833333333333
MGC45800	-2.0446
TEKT1	0.0845
C10orf67	0.79
CLN5	1.271625
NTN2L	0.254
GLE1L	0.056
CES2	0.0429
GNAS	-0.545555555555556
DDX53	0.0705
TSPAN13	0.7735
MRPL52	0.18
SPIRE2	0.2305
TAS2R39	0.318
SCUBE3	-0.63975
UCRC	0.205
CDKL3	-0.19
KIAA1715	-0.5537
ZNF345	-0.3725
RTF1	-0.47
DHRS7	0.46725
RIPK4	-0.478333333333333
EXOSC2	-0.921666666666667
MS4A2	3.04225
FGF17	0.6575
WDR59	-0.230875
EVI2A	-0.9325
IL17RC	-0.2525
HS3ST1	3.328
ITGB1BP2	-1.198
RBPJ	-0.581
GIMAP1	3.5675
INE1	-0.135833333333333
ALDH18A1	1.332125
TPI1	-1.215875
GATA6	3.3205
CABP1	0.482666666666667
ZNF484	0.29325
DAPK3	0.072
GJB1	1.08116666666667
PIN1	-0.348875
SLC6A15	-3.86772727272727
CNO	0.1385
RIN2	1.237125
FRRS1	0.4725
CYorf15B	3.035
DMRT3	0.039
ATAD1	0.024375
OTUD4	0.680833333333333
ATOH8	-1.66275
ZSCAN16	0.62125
ASCC1	-0.08025
OTUD3	0.37625
MGC33212	-0.511833333333333
YME1L1	0.154875
RP11-218C14.6	0.231
PCBP4	-0.1875
TNFRSF10A	1.697
CDH10	-3.987
KL	1.10925
SCP2	0.81675
C9orf119	-0.323375
SON	0.0799166666666667
MAFK	-0.286
SBNO2	-0.471
SLC6A6	0.558333333333333
SC4MOL	-0.9415
FAM35B	0.24825
PPP1R9A	0.032875
PDZRN3	0.55725
CXorf20	0.8995
C6orf126	-0.19425
AVEN	0.032
FLJ21075	0.0625
C14orf132	-1.89275
PCK2	0.23175
GUCY2C	5.5365
BARX2	0.48725
PEX11G	0.771
DAO	-0.827166666666666
C10orf49	-0.24575
EDNRA	0.858166666666667
PPP2R5A	0.9373
DDX39	-0.376666666666667
SERF1A	-1.16875
ASCIZ	0.1325
FNDC8	0.13975
PTMS	-0.236125
PHF7	-0.064
PIP4K2B	-0.551875
HHLA2	2.94825
BDH2	0.00719999999999999
APOBEC2	-0.90825
PENK	-0.684833333333333
SMAD9	-1.745
MT3	-1.18375
RGL1	0.41175
ATG10	-0.701625
DLGAP4	1.02033333333333
APPBP2	-1.24571428571429
BACE2	2.15735714285714
LOC339344	0.301
ZNF395	-0.7815625
HIST1H2BL	-1.2695
ZNF467	-0.248625
SLC25A21	-0.65075
PALM2	-0.198833333333333
NSUN5C	-0.533
IL5	0.1129
CLSTN2	-1.93
ANXA8L2	-3.027
PTGES	0.670875
GDAP1L1	-2.286
OPRK1	-1.29733333333333
WDR20	0.629333333333333
C12orf4	0.06775
NUP88	-0.6085
XRCC6BP1	-0.363833333333333
FCGBP	1.22278571428571
LEMD2	0.184
NOMO1	-0.31775
C10orf79	0.21175
ZNF79	0.243
OCRL	0.1879
HSPA8	0.320583333333333
DIDO1	-0.043375
PLA2R1	1.3485
COG3	1.1885
NGDN	-0.18375
CBFA2T2	0.527625
PNOC	1.06575
PRRG1	1.11316666666667
AGGF1	-0.00464285714285716
DPF2	0.45625
YIPF7	0.5075
TRPV5	0.585
ZNF322B	0.14925
MED12	-0.505333333333333
CARS	0.259833333333333
ABCC11	-0.921166666666667
C9orf25	-0.061
MYH1	-0.551
FRYL	0.711583333333333
AGTRAP	0.14875
MMP27	0.3065
ZNF432	-0.2355
OR8D1	0.159
OR13D1	-0.0135
VWA1	1.72725
STON1	-0.6225
IL5RA	0.11
PERP	1.991
C10orf107	-1.73216666666667
TNFSF12	1.0165
FN1	-2.326375
MTR	-0.355833333333333
PHLPPL	-0.0211666666666667
ZNF425	0.0535
DHFR	-0.324
PPP1R12A	0.31925
RSPO2	-0.728625
ZNF7	0.734
ZNF583	-0.777
TPMT	-0.261333333333333
GPR132	1.445
OR2T12	-0.464
SERTAD2	-0.6849
ATP1A1	1.0631
FRMPD3	1.02025
ZNF672	-0.309
PLXNB3	-0.492125
EML5	0.4875
FAIM3	-0.429
UBQLN2	0.69
SORCS2	0.56725
PRIM2	-0.8905
ACVR2A	1.03866666666667
YWHAZ	1.45491666666667
PGM2L1	0.55325
GNAO1	-0.0481428571428572
RPL10	0.4442
RPS6KA6	-0.0685
PFKL	-0.688666666666667
SH3D19	1.90875
AURKB	-1.6325
ZC3H6	0.372625
DISC1	0.505833333333333
FLJ39660	-1.27183333333333
TMEM25	-0.756375
OSBPL10	1.016375
CLTCL1	-1.334
ALG6	0.0955
CATSPER4	1.2135
LRTM1	-0.279
RRAD	0.187
TIPIN	-1.786
CARD14	1.459625
RBM9	0.1635
RASSF4	2.03425
SLC25A18	-0.701666666666667
C6orf58	-0.452333333333333
IGHD	0.976
PLA2G6	0.005
TPT1	1.184375
SEC63	0.5596
CCDC113	0.3708
TDRD10	0.23
KIAA1666	-0.82725
TOR1AIP1	0.109416666666667
SYTL4	0.117333333333333
SPRR2F	-1.5945
CEBPD	3.44175
SNTG2	-1.13675
C20orf77	0.618916666666667
TAS2R49	0.782
C6orf173	0.255166666666667
SVEP1	0.2348
PXN	-0.572285714285714
VIL2	0.816083333333333
C5orf21	0.45625
DIXDC1	-0.17475
GANAB	-0.572833333333333
PDSS1	0.79575
NGFR	-1.505
ATP8B4	1.28975
BMP8A	-0.4065
CCDC132	0.136083333333333
GNRH1	-1.27725
OR10T2	0.13775
PDGFD	0.8305
OR6W1P	0.004
HARS	0.00566666666666667
KRT77	-0.216
AQP8	-0.58625
ITGB1	0.2885
ZNF254	-1.737
PAX1	0.094
PSMC4	-0.3161
ANKRD22	6.6085
PSMD8	-0.1305
HTR1E	-1.18316666666667
SOX10	-2.9969
OR5B2	0.715
RABGEF1	-0.510214285714286
MAP1LC3B	0.369
CYB5R4	1.76575
AGXT2L1	-4.00675
FLJ41603	2.10433333333333
TRAPPC2	0.587833333333333
FNTB	-0.3714
FLJ14107	-0.6295
AURKAIP1	0.02475
DSE	1.29625
NFKBIZ	2.34683333333333
OSBPL3	0.692333333333333
LOC130576	-1.2135
SLC39A9	0.4445
LOC137886	0.958083333333333
RHCE	-3.8545
ATG7	0.347666666666667
FAM82A	1.369
FBN3	-0.3365
MCFD2	-0.446666666666667
CASP14	0.081
EPS15	0.426833333333333
SFRS2B	0.910666666666667
C19orf47	-0.362
PLAC9	-1.1555
GPR23	-1.0365
BTNL3	3.72166666666667
RGS8	-0.3095
GNS	0.68875
ENO2	-2.86716666666667
CBX1	-0.4754
PEX26	0.453
LRP5	0.2065
ADAMTSL4	-1.97066666666667
ARR3	0.2015
MAP1A	-1.055
CD2	5.4475
NAV2	-0.2923125
TMEM69	-0.344
ATXN7	-0.816166666666667
CHN2	0.565
ZNF781	-1.02933333333333
HAS2	-3.54966666666667
KIAA0241	-0.07
BIC	2.4455
MOBKL2A	-0.17725
CYP2C9	3.069
CNOT7	-0.193642857142857
SFRS10	-0.27075
CST11	0.0713333333333333
FLJ37543	0.0835
NKAP	-0.20625
RUNX1T1	2.72425
EAF1	0.4363
IL4I1	3.022
LRRC61	0.1305
PSIP1	-1.00358333333333
SPRR4	-0.6925
ZFP90	0.543666666666667
AP2B1	0.462615384615385
SLC30A7	0.623166666666667
C7orf28A	-0.1075
S100B	-1.56033333333333
BMP2	-2.1605
ESR1	-3.84008333333333
ZFPL1	0.21675
ARHGAP12	0.696
LRRC19	2.60583333333333
ZNF767	-0.0796666666666667
NACA	-0.3824
OLIG1	-2.715625
PRF1	3.29175
LST1	3.01966666666667
SPATA9	-0.1466
CNFN	0.11
CDK4	0.0217
TCF15	-1.2465
PARC	0.1795
PPM2C	2.879
LOC283345	0.1
FAM107B	-0.925
DMXL1	-0.161875
RBM3	0.521375
HTR5A	-1.78333333333333
SCFD1	0.291166666666667
EPHB3	2.8545
ROPN1L	-1.48583333333333
RAMP3	0.494
TSPYL5	-0.557909090909091
GAP43	-2.875
PAPD4	0.323
PDE3A	-1.3655
TNFRSF10C	0.8305
JMJD5	-0.124833333333333
RASGEF1A	2.7086
C16orf65	-0.00759999999999998
HIPK3	0.0716666666666667
XYLT2	-0.088
XPOT	-0.841666666666667
GAL3ST1	0.689
DHCR7	-1.3775
AMIGO3	-0.330166666666667
FGFR4	0.278333333333333
CRAT	1.2545
PPP1R14D	3.815
TRIM14	1.0424
TMPRSS11D	-0.684
SLC7A11	-1.03707142857143
OR10H2	0.6005
PPM1E	-2.0662
DOCK4	0.47825
FAM127A	-0.271125
ENOPH1	0.4105
SLC5A3	-0.3562
ZNF530	-0.9919
NTS	-6.3985
FRMD4A	0.024125
BCL11B	-0.2015
PRM1	-0.23025
UQCC	-0.1146
S100A16	0.665166666666667
PLS3	0.88375
WWOX	-0.422642857142857
CCDC23	0.58375
GTSE1	-0.741666666666667
GP2	-0.5565
FLJ32549	0.493125
CHIT1	3.36025
KLF9	-0.130375
RPS24	0.1046
MIA	-1.834
FIGN	-1.28625
PYROXD1	-0.181875
PCSK2	-0.56675
MRPL9	-0.4915
RPL24	0.025875
C12orf32	-0.769
HIST1H2BE	-1.37075
RGS18	3.341
LFNG	1.665875
RAB4B	0.8002
FBXO25	0.198666666666667
TSPAN31	0.551833333333333
ARL8A	0.369
C10orf83	-0.274
OR51B6	0.2135
CNKSR2	0.1655
C1orf156	-0.405
IBSP	0.1995
GFRA2	0.8618
ALKBH7	0.6096
NEK10	-0.31575
VN1R3	-0.0688333333333333
LOC91948	-0.298
CPZ	-0.771
