Hybridization REF	TCGA-AA-A02J-01A-01R-A00A-07
OTOP3	0.322833333333333
WISP1	0.182888888888889
ATP2B4	-2.11416666666667
FLJ10769	0.33525
CRAMP1L	-0.11375
CHST12	-0.7445
RAB22A	0.864
TARDBP	-0.110428571428571
STAU1	0.3895
CRB3	2.80716666666667
MIG7	0.44975
CHMP1A	0.3435
ZNF160	-0.591375
B3GALT6	0.4855
BARX1	-3.07983333333333
C6orf167	-0.7065
NXNL1	0.376
DHX29	-0.041625
HADHB	-1.03425
PLXNB2	0.4055
ILDR1	-0.95275
SLC15A3	-0.093
GAS2	1.38816666666667
C20orf69	-0.7505
NUMB	0.29625
TNIP1	0.3885
MESP1	-1.093
PSKH1	0.14
NSFL1C	0.46975
RHOG	-0.22125
HEY1	-3.24533333333333
KNG1	-0.086375
ITGAX	0.0626
LIN9	-0.0996666666666667
CANT1	0.77025
XRN1	-0.315357142857143
CCDC96	0.184
HEATR6	-1.878
GNG7	-1.67016666666667
RUNX2	-0.35
SOX1	0.0315
FCRL5	0.1815
ZNF99	-0.136875
FAM9A	1.0725
SNX22	0.636833333333333
MBNL3	-1.6535
ODC1	0.6997
ADORA2B	-0.0495
NR2F6	0.2085
ZFYVE16	-0.573777777777778
SYNJ2BP	0.1064
POLE	-0.555125
E2F2	-0.57375
THRA	0.402833333333333
PTGES2	-0.3285
HIP1R	0.855666666666667
TMUB1	0.534666666666667
ENO3	-2.626
RSPH10B	-0.171
CXorf39	1.695375
IRGC	0.43525
GPR109B	-1.146
FLJ13305	-1.353
LCE3A	0.375
TNFRSF18	-1.79683333333333
DET1	0.1935
TRPM3	0.874333333333333
C16orf79	-0.7655
FECH	-2.40533333333333
RAP2A	0.191666666666667
CRIP1	0.3375
AZIN1	1.139375
SLC7A7	2.6515
IL10RA	-0.8881
TMEM64	-3.27275
CDC42EP4	0.4879
C16orf58	-0.1621
ARG2	-1.20325
POU5F1P4	-2.17525
FAM62B	-0.253375
DNAH8	-2.9762
ASH2L	-0.459625
TSLP	-4.71683333333333
CNTNAP5	-0.317333333333333
TMEM16C	-0.851
IFNA14	0.8155
SLC1A3	-2.74425
CABYR	-1.6405
BCL7B	-0.0446
NUDT13	-0.7145
C13orf28	0.21725
C1orf53	0.941
ARL6IP4	0.3612
RPL35A	0.08525
EMR3	-0.30575
RAB40C	0.4805
SLC41A1	-0.537
LRCH1	-0.22175
LY6G5B	-0.2675
FAM124A	-1.05
MGC10981	-4.34216666666667
CLIP3	-1.1313
MAP4K2	-1.69216666666667
CHIC1	0.43175
SULF1	0.637166666666667
C20orf30	0.161285714285714
PRDM5	0.8685
ELOVL1	0.10425
C11orf48	-0.1395
SLC39A10	-0.24625
KCNV1	0.2205
ACP1	-0.6345
ZMYM2	-0.9795
B3GNT6	1.13233333333333
C9orf69	1.055
C2orf15	1.2675
C20orf166	-0.071
HSP90AA6P	-0.7415
EDG7	-0.4115
NEURL	1.334125
LPL	-1.71933333333333
CLEC2D	-1.02721428571429
GRRP1	0.3705
CD8B	-4.4999
HIST1H3D	-0.943166666666667
SLC6A12	0.19725
FAM27L	0.0125
CD84	-0.7948
RASA1	-0.27
PHKG1	-0.1145
MAGEA11	-1.3385
IMPA1	0.6323
NPM3	1.16675
RARRES1	3.83325
SH3BP1	0.404875
B3GNTL1	-0.279
ARPC5L	0.177
KLHL26	0.1045
SIM2	2.3055
GJC1	0.5215
C20orf194	-2.67
EXO1	-1.07375
SLC2A2	-1.77366666666667
LOC285074	-1.01675
LRG1	1.81175
KIRREL	-0.8045
PIK3R1	0.668214285714286
C4orf34	-0.63025
MAF	-3.94027777777778
ADCY4	2.62916666666667
ZMIZ2	1.288
SLC46A3	1.27633333333333
STAMBP	-0.0311666666666667
CCDC16	0.80575
MS4A12	1.314
TCF20	1.4965
LRRC46	-0.1435
C20orf152	0.173
MRPS6	-0.560875
ABCB11	-0.571
KCNC2	0.154166666666667
CDH19	-2.95183333333333
C9orf123	0.0565
SSH3	0.278875
LDLRAD1	-2.63
CCBE1	-1.11725
ZNF135	-1.932875
TAAR1	0.034
WFDC12	0.311
CCDC42	-0.767
FLJ12529	-0.4875
PER1	-1.67366666666667
TIMM50	0.178
SMARCAD1	-0.376166666666667
FAM26C	0.5505
TP53TG3	-2.75066666666667
SH3RF1	1.7401
LMCD1	0.92725
GPR63	0.148
FLJ21986	-3.03375
AIFM3	1.9605
MICAL1	0.117166666666667
BLZF1	-0.372
IQCA	-1.76783333333333
PCDHGC3	-0.6035
SAC	0.226
BCL6B	0.634833333333333
DDO	-0.75875
MARCO	1.123
DCHS1	0.477833333333333
C1orf170	-1.6555
CD200R1	-0.242
C22orf15	-0.0975
SEPT11	0.726833333333333
ADNP	0.47625
UST	-3.4667
C13orf34	-0.537333333333333
RFFL	1.16142857142857
APBA3	0.056
C2orf60	-0.13375
CUTL1	0.5884
PMS1	-0.57125
ZNF689	-0.2085
EIF3E	1.01966666666667
IL9	-0.364166666666667
RPL31	0.060625
LY9	-0.527666666666667
ATP2B3	0.569
KDELR2	0.929583333333333
TFCP2	0.891625
NLRP12	-0.9535
FLJ45422	-0.621
TLE4	-2.2253
ZNF570	-0.6775
FLJ43806	0.1195
TLK2	-0.699875
CIR	0.441
MARS2	1.553
COL24A1	-0.8735
SDF2L1	-0.241
HIBADH	0.7985
IGFBP3	-3.34014285714286
C12orf23	-1.21875
PSPC1	-0.3675
C20orf43	0.14
TRAV20	0.2345
ARHGAP24	-0.956625
KIAA1975	-1.212375
C1QA	2.6935
DNTT	-5.665
C10orf6	-0.322833333333333
C11orf41	-2.460125
HNRPF	0.566375
COL11A1	1.86433333333333
UBAP2	0.222
CDKN2AIPNL	-0.8045
C20orf174	0.82075
SPRED2	0.391333333333333
PLA2G12A	0.518666666666667
ICEBERG	-1.824
SCN10A	0.145
C11orf65	-0.13125
GBP5	1.958
PITPNC1	-1.57783333333333
POU3F3	0.176
NCOA7	2.56725
LIN7C	0.6066
LOC348840	-1.2275
NKX2-2	-2.35725
ANKRD13D	-0.6215
LOC123688	0.935
FUT2	3.46116666666667
TAAR8	0.2945
FZD4	-0.8415
PNMA3	-1.89916666666667
OR4L1	0.2495
WIT1	-2.66775
EXOC3L	1.1275
ATPBD4	0.7002
KRBA1	-4.45425
UBXD6	-1.08825
HOXB7	0.545714285714286
C7orf23	0.4445
UNQ338	2.17125
STAB2	0.77625
CDC20B	0.214
IRF9	0.61625
CENTG1	-0.614083333333333
TNPO2	-0.8595
MCPH1	0.15425
BMS1P5	-1.52325
SLC26A7	1.10425
HIST1H3J	0.63875
C9orf3	0.0703
LBH	0.82975
MYO1D	1.97625
PTDSS2	-0.09675
NFU1	1.08775
DEPDC4	-0.89325
WNT7B	-0.8774
GLP2R	-0.437
SETD4	-0.3026
DYNLT3	0.2135
FKBP11	0.0495
SESTD1	-0.808666666666667
FLII	-1.50525
RPS16	0.5209
CHPF	-0.366
CSNK2A1	0.650166666666667
SUMO1P1	0.0635
FKBP6	-0.5715
ZNF214	1.19266666666667
TWIST1	-1.59266666666667
DDX56	-0.320666666666667
TRAM1L1	-0.7825
EPO	-3.21483333333333
MRPS18B	0.183
ZNF682	-1.26316666666667
RPL14	0.110666666666667
MAFF	0.8545
LOC51136	-0.450625
LY96	-3.4075
DDX20	-0.00325
ABTB1	-0.0371666666666667
ARL5A	0.3014
CCT6A	-0.074
HEPACAM	-1.5315
EHHADH	0.535833333333333
RBAK	-0.225666666666667
CGB1	0.0165
ITGB5	-0.6487
YIPF3	0.09375
FKBP2	-0.231
NR1D1	0.1468
TMEM110	-0.4645
NEK2	-0.113833333333333
PRAMEF8	-2.9915
C20orf52	0.725
PCDHGA3	-2.35
VWA3B	-0.41325
NDUFA5	-0.310125
THAP9	0.347
FLVCR2	-0.875
AP1S1	1.1785
SMAD6	-0.43375
SAV1	-0.504
SAT1	2.669
ZNF251	1.3115
ADAMTS7	-0.1888
RPP38	0.76325
C1orf211	-0.103
YPEL2	0.49015
RBMS1	-1.80975
ZNF445	-0.121833333333333
NRXN2	1.49716666666667
PGBD4	-0.383875
UGT2B28	-0.4565
WBSCR16	-0.2947
NLRC3	-0.915875
ASTL	0.35425
ST6GALNAC1	2.564
ZADH2	-0.07325
MLLT4	1.348
ARL6	-0.729333333333333
MEF2C	-2.20075
CBFA2T3	-3.147
AFF3	-0.612642857142857
COG7	-0.203
MYB	0.0271666666666667
PLXNA3	0.082
XRCC2	-0.1715
MMS19	-0.458375
ST8SIA5	-1.110125
CHPT1	0.723666666666667
KIAA1712	-0.181875
OR6X1	0.6185
ACTR3	0.256
UGCG	-1.037
OR4P4	0.483
ZAP70	-3.887
LPP	0.494625
ZNF485	0.764
PTPRCAP	-0.72125
IL12RB1	0.29025
ATRX	0.3685
CHST8	-3.055375
C14orf109	0.319
ARV1	-0.6755
NMB	0.222571428571429
COX5A	0.4175
EIF6	0.54375
MPPED2	-2.0515
SEMG1	-0.933
CHRDL1	0.2575
TRAF3IP2	0.367
WNK2	1.323625
LILRA4	0.106166666666667
LAMA2	0.77225
PXT1	0.644
RLBP1	-2.22675
CD300C	-0.879
SLTM	0.154
FLJ10404	-0.5003125
APOBEC3D	-0.944166666666667
RENBP	-0.0343333333333333
ATXN7L1	0.596875
NID1	-0.746
TUBGCP3	-0.01875
ITIH5	0.644555555555555
CCDC110	2.10275
C8A	-2.5185
MGC87042	1.35
HOXC13	-4.8885
TFDP2	-0.67375
HCP5	1.084125
POLI	-1.20925
UCN	-0.904666666666667
ZNF764	0.304166666666667
C8orf45	2.45025
FHL3	-1.134
SPATA5L1	0.32575
MMRN2	1.21666666666667
NDST1	-0.0276666666666667
COL20A1	-0.571333333333333
ZNF248	-0.722166666666667
PELP1	-0.646666666666667
MBL2	-2.074
RNF41	0.304
C5orf24	0.035875
THOC5	-0.479428571428571
SERINC3	0.213416666666667
RP11-151A6.2	2.086
CDCP2	0.31525
HIST1H2AA	0.33225
C11orf75	1.00883333333333
FKBP7	-1.84325
DDOST	-0.8595
GPNMB	-4.2055
TTF2	-0.416833333333333
KCNT1	0.4
SLC39A14	-0.097375
NGRN	-0.4056
GPR137B	-0.57275
MECP2	0.3405
PSMA1	-0.33925
C16orf73	-4.866
TMEM60	0.224666666666667
CSN3	0.159
NOS1	0.637166666666667
RAB7L1	-0.0538333333333333
YBX2	0.7845
KIAA1166	0.596125
FUBP3	0.206166666666667
ABCG1	1.8425
ACACA	-0.271166666666667
ARL11	1.8014
ATOH1	1.9215
ODF1	0.238
CREB3L3	-0.135166666666667
TMEM127	0.532785714285714
DSCAML1	-0.08975
PLN	0.719833333333333
LYPLA1	1.19091666666667
PRDM9	-1.92825
SASP	-2.03075
PLUNC	0.084
INTU	-0.289
HISPPD1	-0.3305
LNPEP	-0.615666666666667
YARS2	-0.626
APCDD1L	-2.4195
ZCCHC4	0.0356
FBXO22	-0.464333333333333
TTLL13	0.2045
ZNF669	-0.541
PTGDR	0.75475
DDX27	1.11475
KIAA0409	0.559666666666667
GJB6	0.2165
ASB8	0.1765
PLP2	0.920166666666667
MEPE	0.543333333333333
OR10J5	0.251
KRT222P	-0.7335
COQ7	0.136666666666667
C1orf101	-0.21725
RERG	-3.0765
CHMP5	0.292875
THAP11	-0.26325
ZNF43	-0.568666666666667
ZRANB3	-0.233666666666667
KRT13	-0.42075
MRPL19	-0.4615
RBBP9	0.53225
SPATA17	0.812
BXDC5	-0.167333333333333
PAFAH1B1	-1.00775
MAGEE1	1.28
OSTF1	0.50425
KIAA0323	0.42825
TXNDC13	-0.244666666666667
CNTN4	-0.032375
LCE1B	0.4025
UNQ501	-0.3535
ZNF154	-0.98475
C3orf64	0.238
SYT5	-0.2084
PON1	0.278333333333333
FLJ10357	-0.250375
ATP4A	-0.6215
GNPDA1	-0.565833333333333
MGAT1	0.0865
C14orf121	0.24225
SLC35B2	0.13375
MIER3	-0.133166666666667
CHEK1	-0.216125
ZNF8	-1.62766666666667
TXNDC1	-0.229166666666667
CKB	2.6503
RTN3	-0.087
FZD2	-3.66683333333333
PART1	0.1905
PSMB6	-1.076
PCDHB8	-1.2245
PHC3	0.179
PPP1R8	-0.75
NOVA2	0.837666666666667
TNFRSF11B	-2.514125
GOLPH3	0.634833333333333
UBLCP1	-0.56175
SUHW3	0.65375
TTLL1	-0.7115
OPN4	0.37
OR13G1	0.2835
ZPBP2	-0.22475
HSD17B11	0.876375
C9orf50	-0.5525
DHDDS	-0.707
CTSW	0.3001
NEFM	-3.00133333333333
MRPL28	-1.0185
SYN1	0.408166666666667
PIGV	-0.375333333333333
ZIM2	0.836
APBB1	-0.739666666666667
SND1	0.19025
C1orf123	-0.126833333333333
CHD3	-1.99275
BHLHB8	0.3945
RNASE2	-0.774166666666667
BCAP31	0.873
SLC25A44	-0.0925
CHD6	-0.5135
PIB5PA	1.22461538461538
SELS	0.8345
LOC541471	-1.697375
FAT2	-0.0505
ZNF81	0.1
OR4C16	-0.1155
FLJ10081	-0.7949
LRRC4	-0.95425
CS	-0.0276666666666667
N4BP2	-1.168875
IGFBP7	-0.74
ZNF318	0.04475
NDNL2	0.521
ZNF609	-0.4505
SIRT4	-0.75675
EXOSC10	-0.287
ECE2	0.50825
OVGP1	1.80925
GTPBP3	-0.648
PACS2	0.3224
C19orf36	-1.48333333333333
ARL4C	-2.726125
ATG4B	-0.20325
UBQLNL	-1.63875
RHOXF2B	-4.7075
PLEKHG2	-1.1605
GALR1	-0.1735
AQP4	0.497333333333333
HDAC7A	-0.725333333333333
DCUN1D3	0.15875
OR8A1	-0.0215
CCRN4L	-0.18875
CBR4	0.168166666666667
KIFC1	-0.00400000000000001
SLC7A14	-1.98716666666667
LHX5	0.109
TRPC7	0.355
LPXN	-1.67975
SERPINA1	-1.13275
RPS13	-0.2082
BPIL3	-0.323
PRKAA1	-0.0375
FADS2	-2.1227
ENAH	-0.4121875
PRO1768	0.3495
APBA2BP	-0.16825
LIPH	3.72483333333333
C3orf33	-0.15675
RCC2	-0.858
ALDH1A2	-3.49855555555556
RNF103	1.88225
AHCY	1.12525
ALG12	-0.1175
CCL17	-0.34325
ZNF543	-1.154
ESRRG	-0.3738
CNGA1	2.4225
RDH5	0.802666666666667
OTX1	-1.4768
PTGFR	-1.1964
CDR2	0.516375
SELE	3.776
NLGN2	-2.32966666666667
EXOSC9	-0.85575
ZNF566	-0.395
KLRC2	-5.4975
GPR12	0.772
KIAA0196	0.7705
PDRG1	0.16925
SSR3	-0.491214285714286
MSI1	0.549
CST9	0.279
CC2D1A	0.398
PLAGL1	1.0265
ZNF778	-0.596
RNF2	-0.648125
KLF6	1.34633333333333
THBD	-0.757166666666667
tcag7.1314	0.93825
NR5A1	-0.0753333333333333
ABCD2	-0.350333333333333
DNAJC7	0.10925
CLEC4C	-0.0165
TM2D3	0.3785
CCDC4	-0.3085
PLAC2	-2.93175
DCD	0.048
FAAH	1.62825
POLA1	1.05016666666667
TM7SF2	0.061125
FLJ39822	3.799
FLOT2	-0.397625
MAP4K1	-0.759666666666667
SRP68	-0.231
C21orf74	-0.096
ARPC5	-0.3165
LOC126075	0.365
HECW2	-0.6785
ZDHHC4	0.464
ANKRD42	0.6111
PDE9A	2.01933333333333
ABCA8	-1.22625
NDUFS2	-1.05625
UBR5	0.787625
BTBD16	1.349
LOC554174	1.491
ZNF20	0.086
KIAA1843	-0.8295
WDR17	-0.185625
C15orf33	-0.061
RNF113A	0.4285
CAMKK1	-0.9588
CLCN2	2.0635
ANXA6	-1.5005
LOC340069	0.795
EMID1	1.18225
DPM3	-0.171416666666667
ELA1	0.464
SLC25A13	0.4094
KRT24	0.3215
SMPD1	-0.604833333333333
TH	0.393
COL6A2	-2.06692857142857
ANKS1B	0.296666666666667
GPR126	-1.3299
ZC3H12A	2.63116666666667
TMEM47	-2.13833333333333
C2orf51	-0.18
C1orf88	1.03
HSF2BP	0.125
AKAP10	-0.85775
RPAP3	0.06
KLHDC8B	-1.835125
STOM	-2.122
MUPCDH	4.081625
C10orf72	-0.53675
PLEKHA3	0.5655
TCP11L1	-0.54525
CWF19L1	0.27075
SPEF1	0.0467692307692308
YSK4	0.02175
ELN	0.7427
SAMD8	-0.00933333333333333
MPI	-0.406666666666667
MEPCE	0.3307
ABCC3	1.563875
NANOGP1	-2.443
KCNK17	1.213625
HLA-DMB	1.91883333333333
RRAGA	0.064
ANGEL1	0.87625
RBM32B	0.442
CPN1	-0.51675
MGC52282	0.3141
HLA-A	0.3715
OR9G4	0.3685
EDNRB	-2.124
SCD	0.0581428571428571
C14orf80	-0.196833333333333
BAGE2	-1.0545
RABL4	0.4585
RCVRN	-0.684
SHANK1	-0.036
NLRP7	-3.977
CD226	0.31975
STAT3	0.1699375
SYNJ2	-0.0985
TPCN2	-0.259666666666667
WDR36	-0.662083333333333
MBD4	-0.77325
ROBO1	-1.196
ST3GAL6	-5.694
SLAMF8	0.963166666666667
ATN1	-0.0175
GPR141	0.158
KRT36	0.3685
TPH1	0.173
DDX52	0.35425
ZSCAN29	0.458333333333333
TRPT1	-0.341166666666667
DPEP3	0.59275
DENND4A	-0.9255
TSPAN16	-1.1225
PTCHD2	-0.28
LOC145814	-0.15075
CAP1	-0.347166666666667
EIF5A2	0.4562
NT5DC3	-0.60125
SEPT9	-0.412875
SEZ6L2	-0.114
EGFLAM	1.49725
VPS11	-0.42525
NDUFB5	-0.0638333333333333
CIDEA	0.422
IER5L	-0.3775
N6AMT1	0.51125
FAM83C	-0.3115
OXR1	0.64225
IRX1	-0.14
DGKB	-0.441
GCN5L2	-0.5425
MIR16	0.17275
FBXW9	-0.2355
WDR4	0.567833333333333
PDC	-0.388
VPS33B	-0.39525
HEXB	0.5445
FLJ32214	0.43275
TCEB3	-1.2505
CRLF1	-5.0285
ABI3BP	-1.44575
C8orf22	-3.34575
PYCR1	-0.5745
KIAA1706	1.89275
CDK5R2	0.4565
WAS	0.17
C12orf60	-1.44975
CCBL2	-0.205
MADD	-0.5185
C5orf34	-0.34
WDR42A	0.3513
KLF12	-3.282
HSPA1A	-3.498
ITM2C	-0.184416666666667
DAPK2	4.04666666666667
LOC442590	-0.6125
SUMF2	-0.024375
CENPA	-0.105923076923077
TMED5	0.354125
CDH6	-1.155
BRP44	1.726375
THG1L	0.35925
GABRA2	0.343
C14orf166	-0.315
MYL1	-1.42916666666667
TNFSF18	0.3545
PAP2D	-1.25866666666667
PPIB	-0.7635
KLHL4	-0.801375
SFN	0.0208333333333333
CCDC127	-0.04475
FRAP1	-0.498
GOLGA5	0.13875
SDCCAG1	-0.293625
MGC21675	0.181833333333333
C10orf95	-0.63875
KIAA1345	-0.138166666666667
C1orf163	-0.618
LACE1	-0.19
OR10K2	0.4455
CENPN	-0.53232
TMED2	0.62425
UGT1A6	2.788
ANG	0.2745
U2AF1	-0.0821666666666667
CASC2	0.779333333333334
NMT2	0.602833333333333
OSGEPL1	-0.82825
DFNB31	-0.626
SLC6A20	0.701375
DKC1	0.90075
FXYD4	-0.5655
WDR64	0.25325
MGC5590	0.482
CREBZF	0.555666666666667
DAZ1	-0.1515
PRPSAP1	-0.77275
GCHFR	0.9635
TTC7A	-0.8635
LOC196993	-0.1655
UBD	2.16033333333333
S100A1	-0.750375
RPL6	0.462666666666667
DNAJB6	-0.0455
NAGS	-0.2999
C2orf58	0.545
KERA	0.464
MT1X	-1.0088
UBE2B	0.451
KEAP1	-0.009
MST1	-3.111125
OMA1	0.428
ABLIM2	2.36125
BCL2L13	0.0576666666666667
JAZF1	-2.59383333333333
TMEM63B	0.978
S100A8	-0.6773
ARFIP2	0.2295
UROS	0.2535
KHDRBS2	-2.4445
POLQ	-0.42975
SOAT1	-0.88925
SPAG4	-0.43
MRPS30	-0.593833333333333
LOC494141	-0.61025
OR2T11	0.3505
ORAOV1	-0.6201
ZNF184	-0.3245
TCEB3B	-0.618
ADAM21	0.218
GDPD1	0.15675
SPINLW1	0.09725
PRR14	-0.079
KCTD9	-1.4976
NUDT3	0.0855
KIAA1822	-0.1444
HIST1H4K	0.545
DFNA5	-5.2135
GABPA	0.10325
C14orf44	-0.92675
POLB	-0.728625
PTAR1	-0.5105
SEC31A	-0.2312
TRIM58	-2.22775
TAS2R14	-1.426
VPS8	-0.53275
H1F0	1.79683333333333
PRKCB1	-5.8835
UGT2A1	0.4975
TOR1B	0.14425
LSS	-0.788333333333333
C2orf19	0.312
HNRNPC	0.241642857142857
TMEM100	-2.781
LOC116349	-1.015
OR51M1	0.365
CCDC142	-0.693
ISG15	-0.795875
ZCCHC14	0.33825
CREBL2	-0.0515
TGDS	-1.0535
DC2	-0.463
CACNA2D3	-2.886
ZNF429	-0.372875
LYPD6	1.09866666666667
SUCLG1	0.85
OR51I1	-0.294
MAGEH1	-1.64825
PRPF40A	-0.3785
SMR3A	0.533
SPINK2	-2.0365
THAP2	-0.322125
NPY5R	-0.300625
IRF4	-3.445125
SPESP1	-2.49083333333333
OR10S1	0.271
DTD1	0.9815
TUBE1	0.1285
DDX19A	-0.124
PDPN	-2.540375
TMEM34	0.406333333333333
MGAM	0.42775
COL3A1	4.15266666666667
GFM2	-0.3842
OR5A2	0.163
PSG9	-2.10625
ARHGEF11	-0.426333333333333
IVNS1ABP	-0.6263125
SIGIRR	0.54175
DUSP19	-0.14775
DNAJC14	-0.1212
ACSS1	1.29675
IL1RAPL2	-0.065
C4orf30	-0.74575
SEPT4	-0.465
LANCL3	-2.238
SPAG17	0.1315
PRDX3	-0.09225
HNF1A	1.54575
P4HA2	0.421875
RFWD3	-0.397833333333333
MOV10	-0.044
DNAJA5	-0.1085
LOC729440	0.4275
LOC200383	1.308875
SMC2	-0.88825
MIXL1	-1.02216666666667
TMEM9	-0.026
FAM86A	1.629
ZNF174	0.1118
MYH14	-0.35575
CCR8	0.78825
VPS37C	0.174333333333333
GPATCH1	0.126333333333333
B3GNT8	3.3885
TBX4	2.0145
CNR2	0.431666666666667
PCDH1	1.719
C5orf29	0.113625
OCIAD2	1.874
PLCG2	-2.55675
KIAA0247	1.005125
HRH3	0.2738
CAPN13	3.451
CCR1	-2.0302
MGC15523	-0.210888888888889
UVRAG	-0.247333333333333
DNAJA2	-0.203
ITGA2B	-0.969166666666667
CLDN5	2.323875
PTPRN2	1.52621428571429
ZNF512	-1.65183333333333
PSAP	-0.369857142857143
CCDC140	-3.9395
LRRC55	0.27475
CYP26C1	-0.092
C8orf47	4.684
LYN	0.700875
DUSP6	0.309
TGFB3	-0.7802
ELK1	0.1377
PCDH11Y	-0.550333333333333
HGD	-1.804
C17orf58	-0.118
MYO3A	-0.13
SERPINE2	-3.90766666666667
AARSD1	-0.498375
C14orf73	-1.0255
ADAM33	0.0045
ZNF491	-0.7295
MAPK6	-0.1405
TCN1	1.29583333333333
SLC24A6	-0.379
UBE2R2	-0.08075
H1FNT	0.25625
TATDN2	0.0936666666666667
LILRB1	0.1375
P2RY5	-0.581
NUCB2	-1.30175
C2orf37	0.6015
SNX27	-0.164666666666667
MTA3	-0.21075
FOXO4	0.117625
ID4	-0.685166666666667
SOX5	-3.11683333333333
PXMP3	1.189
OR52M1	0.4395
SFT2D3	0.77375
INA	-3.00666666666667
MCOLN1	-0.749
NFIX	-0.0646
CLEC14A	3.80783333333333
HIBCH	0.3255
PLA2G5	-0.065
TIMM10	-0.0553333333333333
MED17	0.2241
COL4A4	-2.2595
TPP1	0.331333333333333
GJA3	-1.31433333333333
TMPRSS5	3.29825
AADACL3	0.5335
DNMBP	1.585
ENPP5	2.04283333333333
NQO1	-0.5208
ZSCAN2	0.174875
SEC24C	-1.3895
GTF2A1L	-1.2335
AXIN2	3.5969
FAM33A	-0.154083333333333
C16orf13	0.60875
SPNS2	1.74325
TAF1	0.17275
AP1G2	0.403166666666667
RBM42	-0.159833333333333
HCN2	-0.0545
EFHB	0.689666666666667
RUSC1	-0.2225
GRIK5	0.726
USP21	-0.317333333333333
ATAD3C	0.1665
ORMDL2	0.4155
PRSS7	-3.2895
PSAT1	-0.01075
FLJ13195	-0.199166666666667
TBC1D1	-0.228333333333333
IFNG	0.313
OTOS	0.1725
ZNF773	-1.09316666666667
EMD	1.04575
RETN	-0.186
CCL8	0.262
APH1A	0.533875
COX18	0.915625
GTF2IRD2	1.0045
CCDC82	-0.69875
PAFAH2	-0.0236
NPEPL1	-0.2079
RP11-114G1.1	0.675
TP53INP1	-0.311375
ZNF300	-0.9505
FOXL2	-3.343
LARP2	0.717166666666667
LATS1	-0.32525
HTR6	0.635
SPOCK2	-0.929166666666667
RNF144B	-1.22083333333333
HTATIP2	-0.211
MGC10334	-0.180916666666667
CENTA2	-0.0371666666666667
FGF2	-3.384
FXYD7	0.61325
PHYHIPL	0.618375
GPR34	0.86525
DDX6	-0.470166666666667
OR10W1	0.2675
LHFPL1	-3.6515
ZNF313	0.766071428571429
VPS28	0.8175
AP3M1	-0.0778
AKR1CL2	1.8005
TRAF4	0.532875
OR2B11	0.397
C19orf12	0.382666666666667
AKAP9	0.2405
C1orf62	-0.08625
SLC20A1	-1.5607
FAM112A	0.37025
LDB2	-0.671
MRPS23	-0.2145
KLK5	-0.0655
SPTB	-0.4812
EFEMP2	-2.0795
EFNB2	1.79175
PCM1	-1.64678571428571
NMNAT3	2.70325
TSG101	0.353166666666667
C8orf40	0.395
NOB1	-0.12875
ABHD3	-0.417
GTF3C4	-0.25425
PIGN	0.454
GALNTL1	-3.384
AEBP1	-1.811
OR9Q1	0.529
ANKRD2	0.185
CCL28	-0.6645
TRIM38	-0.323166666666667
TMCC1	0.51
SMG5	0.314
LRRC7	-0.0475
NCAPD2	-0.8145
C6orf153	-0.82575
C1orf74	-0.0715
OTUD6A	0.3925
DCP2	-0.931666666666667
TMEM24	-0.23775
RPL18	0.551666666666667
TMEM177	0.2515
LRRC37A3	1.00125
C1D	-0.855
LDHC	1.8465
UBE4B	0.0358333333333333
NIT1	-0.24
BTN3A3	-1.1765
RASD1	1.28625
COMMD3	-0.33225
SHFM1	0.80075
BIRC8	0.5615
DUT	-0.309
C12orf51	-0.6385
LRRC59	-0.0281666666666667
LY6H	-0.403
WDR22	-0.585
EDEM1	-0.2885
ADH1A	2.5575
PANX2	-0.6691
CYP11B1	0.713
CDC73	-0.272
GPR172A	0.95125
GSTM3	0.547
KCNA5	0.18025
SERAC1	-0.119166666666667
NFATC2	0.475
ANAPC5	-0.5153
C15orf24	-0.00374999999999999
NFATC2IP	-0.642
TNRC6C	-0.0648333333333333
MGC102966	-3.333
FGD5	-0.7005
MED9	-0.772
RAB13	-1.1015
C15orf49	0.9005
CRYGS	0.0874
C12orf53	-1.5497
LOC283693	-0.1355
COX6B2	0.40575
PHF14	0.861
FAM3A	0.479125
RPL13	0.1537
PRDX2	-0.2958
FLJ34047	-1.7595
PRMT3	0.566
KCTD19	-1.5555
TRIM10	0.842333333333333
MGC26597	-0.529333333333333
GCNT4	-0.20875
GPRASP1	-0.46225
CDKN1C	-0.626166666666667
RHBDL2	2.846
HSPH1	0.5825
AQP1	2.95975
COL17A1	0.7492
GFAP	0.678625
CDC16	-0.3535
KIAA1614	-0.373
C6orf118	-0.226166666666667
ZSWIM5	1.536
FAM83F	4.158
LYNX1	0.676625
SYNPR	2.90375
XG	1.04066666666667
PRSS16	1.49625
KIF13B	0.925928571428571
PCDH9	-2.84357142857143
HIST1H2AH	0.585666666666667
RBM18	-0.343
ZNF626	-1.11825
HEXIM2	-0.431833333333333
ITFG1	-0.13
TUBG2	-1.177
SFRS7	-0.185666666666667
C9orf14	0.3335
EXTL1	-2.66775
GBP3	-0.8895
WDR5	-0.74875
RARG	-0.500333333333333
MYO7A	0.644125
CECR6	-1.294
C13orf3	0.243375
SFRS18	-1.287625
ACVR1B	0.762166666666667
PSMD1	-0.3398
C7orf31	0.352666666666667
ILVBL	0.1215
IFNGR1	1.0755
RNF186	6.68425
