Hybridization REF	TCGA-AA-A00R-01A-01R-A002-07
TANK	-0.0598333333333333
RCAN1	-0.507166666666667
PELI3	0.591833333333333
LIMD2	0.0349166666666667
TMEM189	-0.0665
NTN4	-1.978125
LOC151300	-1.0555
CLEC2A	-1.7705
GPR135	-0.3085
DPYSL4	-2.758
JAK2	2.44333333333333
TSHZ1	0.705166666666667
TM9SF4	-0.075
ZNF264	0.6515
SIRPG	3.05325
BICD1	0.09
HERC6	2.36383333333333
METTL5	-0.71
CASP1	4.6135
PRRT1	-0.586166666666667
PLA2G4C	1.05716666666667
ICA1L	-0.161214285714286
TPTE2	-0.113666666666667
OTUD7A	0.514
AQP11	0.1835
APOA2	-4.772
KALRN	-0.2328
SECTM1	1
IFNAR1	0.39525
TALDO1	0.187625
RAB11FIP4	0.697416666666667
EIF5A	1.4715
FAM49A	2.679
NEGR1	-0.953333333333333
YTHDC2	0.99925
EHD2	-0.765875
NCF1	3.1875
SCRT2	0.566
HOXA5	-1.74716666666667
NUP133	-1.067
FGF12	-1.6435625
SLMO2	0.02225
SNTA1	0.11575
CACNG2	-0.168875
GCM1	0.09375
ELF1	0.295333333333333
TLR5	1.505
TCFL5	-0.647083333333333
RBMY2FP	-0.9365
LOC100125556	0.033
FAM129B	-0.149125
MAP3K7IP1	-0.3325
NCK2	0.145
OXA1L	-0.7375
FMO9P	-0.604
ZSCAN12	-0.91175
PSMD12	-0.0214166666666667
HSCB	0.0935
CLDN10	-4.17875
MGC13053	-0.505
HPCAL4	-0.420333333333333
ASZ1	-1.1115
MEX3D	1.16616666666667
NFAT5	0.1599
CSPG4LYP1	-0.767333333333333
FBXO3	-0.0249
DVL1	-0.343333333333333
CMKLR1	4.03033333333333
TYMS	0.02325
PEF1	0.69875
ZNF750	-2.3188
MCM5	0.3245
MEGF11	-0.7135
KCNK7	0.0505
PTP4A3	-0.773
C1QTNF2	-1.51583333333333
OR6S1	-0.133
FAM122B	-0.8135
ZNF551	0.291125
HBQ1	-2.9635
GEMIN6	-0.0895
ARSK	0.27975
RBP7	1.28
CPNE9	0.3545
DSC1	0.7935
LOC730112	0.5275
MAP2K4	0.556125
HS3ST5	-1.447
EPB41L3	0.98875
TEKT2	-1.863
CDKN2B	-0.796666666666667
ZNF480	-2.1405
MAP3K6	0.2618
MAP6	0.663333333333333
HN1	0.39
OR2L13	0.862666666666667
SLC16A11	0.11675
FAM96A	0.0185
APOL1	2.677
C5orf32	2.082
RTP1	-0.3436
RNF175	-1.04275
ZBTB41	0.46825
AHCTF1	0.3194
SAE2	-0.419
ITGA2	-0.0615
MME	-1.90933333333333
CCDC14	-0.7935
MAST4	-0.625857142857143
KRT33B	-0.56
KCTD2	0.0156666666666667
WDR26	-0.353083333333333
MFI2	0.48325
NR4A3	0.353
ARSA	0.37225
UNKL	-1.5655
SULT6B1	0.2615
CCNA2	0.0375
SOX15	-0.46
PPAPDC1B	0.76625
C19orf44	-0.458
MCAT	1.06483333333333
ARID1B	0.334
OR52N1	0.746
C12orf48	0.0915
MAGI1	-0.19125
NIPA2	0.095
GBX2	-1.99375
RSHL3	0.21875
RAVER1	0.441666666666667
C15orf17	-0.54025
SLC30A2	1.690125
ZNF518	0.5355
PCYT1B	-2.55375
C10orf114	-2.281
EIF3H	0.380916666666667
SLC25A39	0.265833333333333
KIF1B	-0.283125
AMOTL2	-0.7905
C6orf120	-0.1
PSRC1	-0.146
PLA2G10	2.436125
KIF5C	-0.29975
MRPL37	0.1945
C17orf62	-0.194666666666667
C9orf135	-1.90883333333333
DUSP10	-0.6743
CLCNKB	0.054
PSMA5	0.584375
C8orf53	0.42825
AMPD3	1.20016666666667
PIAS1	0.49525
ADCYAP1R1	0.1875
GYLTL1B	0.74475
CDH20	0.4386
FBXO7	0.28925
TMEM134	-0.354333333333333
FLJ14213	2.34833333333333
ZNF3	-0.46225
LRRFIP1	-0.132583333333333
CNOT2	0.0611666666666667
ABI3	3.36975
ALDH5A1	1.43516666666667
HNT	1.6364
SERPINA4	-3.465
TK2	0.525416666666667
STMN1	-0.0765555555555556
GUCA2A	0.358333333333333
GALNT10	0.458571428571429
DPP6	-0.8701
C9orf93	0.7445
PRELID2	1.702625
STK39	1.310125
SFTPA1	-0.819
CKS2	0.198888888888889
RHO	-0.13125
C20orf135	-0.02275
XKR3	-2.564
CR1	1.299875
RPS6KA2	0.438928571428571
C20orf112	0.78475
MRPL22	-0.09325
C4orf23	0.539666666666667
GADD45B	-0.4875
KLHDC1	0.341
C2orf48	-1.176
ZNF287	-0.126
DAAM2	-2.5445
DPPA2	-3.29533333333333
TCTN3	0.206833333333333
DNAJB11	0.203625
FPR1	3.56675
DEFB4	0.7865
PTCD2	-1.4444
SMOC2	2.367
CABP7	-0.00900000000000002
SERPINB11	-0.99925
MAGEF1	-0.496
NDE1	-0.707166666666667
ITGA10	0.305
FSHB	0.922
ANXA2	0.730375
HORMAD2	-0.249333333333333
HLCS	1.02825
MCF2L	0.573833333333333
FH	-0.23425
TBC1D24	0.85625
KIAA1505	1.07975
LGALS2	2.39575
CNBD1	-0.846
SYNPO2L	-0.0085
PTPN23	-0.0203571428571429
C1orf183	0.200166666666667
MAGEA8	-3.931
DGCR8	0.36925
GSR	1.12475
PAQR7	1.06675
ZNF676	-1.219
CACNA1C	-0.5156
SP7	-0.08
PDCD6	-0.4415
NRN1L	-1.174
BRI3BP	0.6445
KIAA1183	0.3685
ASB4	0.23575
CCL23	2.3847
OBSL1	-3.63825
SLC12A7	0.620333333333333
KIAA0240	0.599875
CD1B	-2.84883333333333
FCGR2A	2.106375
MDC1	-0.777
HTR1A	0.0583333333333333
OCEL1	-0.59175
ATP11B	0.5575625
FBXO34	0.9955
PCDH12	2.854
RPE	-0.06425
C17orf74	0.11
CSDC2	0.100333333333333
PET112L	0.274
TMBIM1	1.158875
P2RXL1	0.3355
TCHP	0.1025
TRMT1	-0.478666666666667
F2RL2	-0.594333333333333
LRRC32	1.95033333333333
IMPG2	0.4375
BGLAP	-0.10525
LOC493869	-3.02225
MRAS	1.305375
SLC35F5	-0.348
CBWD1	-0.2205
AXL	-2.420125
ATP2C2	3.32725
TELO2	-0.547
PNPLA3	-3.6885
PCDHB14	-2.13875
CD276	-0.09425
KRT80	-2.6045
DUSP28	0.163
CSNK1E	-1.26466666666667
SRP14	-0.1885
KCNQ4	0.378
KRT72	0.323666666666667
CCDC117	0.64675
C6orf89	-0.614666666666667
TUBB2B	-2.893
RTN4IP1	0.22225
CR1L	-3.037
CEND1	0.443125
C12orf41	-0.274833333333333
RNF31	0.05075
UBN1	-0.0848333333333334
C17orf32	0.2145
SLC5A7	-0.0126666666666667
GPR92	2.37916666666667
ESAM	1.6892
CTNNA1	0.355333333333333
HRBL	0.1516
CBX4	-0.453
TMEM182	-0.78625
SH3TC2	-0.2985
IL10	1.19766666666667
PXMP4	0.692
RNF167	-0.0414
PAK7	-0.505333333333333
ETV3	-0.551
ATPIF1	-0.047
LOC554207	-1.925
OR8H1	-0.0675
WDFY3	0.391625
DPM1	-1.21675
GPSM1	0.534
WDR92	-0.6061
LRP1	-0.1885
ANKH	0.2235
THUMPD3	-0.4235
POLR1B	0.268
OLFM4	5.711
RAD9B	1.33475
TSPY2	-3.6625
PAX6	-0.300166666666667
SCG2	-3.655
SLC17A6	-0.37375
FMO3	1.64725
PADI4	0.133125
TUBB4	-1.1397
NLK	-0.2735
POU4F3	-0.6395
SDF4	0.39725
ITGBL1	-1.534
NETO1	-2.747
TAP2	1.52525
ABBA-1	0.000833333333333325
GNAI1	-1.65975
VPS4B	0.728
NOPE	-0.4177
GALNT6	-0.1595
SESN1	-0.577375
GBE1	-1.53733333333333
CLASP1	0.062
RASGEF1B	2.036375
ACOT11	0.628428571428571
AFAP1	0.0435
OR2H2	0.51825
DPY19L2P1	-0.94
DZIP1	-3.03475
SEC22C	-0.5095
GPR161	-1.00325
RNF146	0.4365
WDR74	-0.38125
GALP	-0.3765
PURA	0.32875
DNPEP	0.562166666666667
RP11-78J21.1	-0.25275
ERBB2	1.252625
FANCM	-0.22275
NEO1	2.0915
DDX3Y	-4.888
RPS3A	-0.19975
MXRA7	-0.583714285714286
LGALS3	1.40533333333333
GLT8D1	-0.63675
CFL2	-1.38016666666667
UPB1	0.012
NAP1L5	-1.596
CLDN14	1.572
DHX38	-0.27475
BTBD1	0.077
TARS2	-0.0625
ABCF1	-0.7273
FCF1	-0.05
LRRC49	-0.4885
GUCY1B2	-2.304
C1orf177	0.887
SMARCA4	-0.626785714285714
LRP8	-0.734
TAGLN3	-1.26975
MRPL14	-0.039
TTRAP	-0.127
ZDHHC20	1.511
NFE2L3	1.99275
KIAA1377	-0.507375
PALMD	-0.4587
TMEM43	0.5785
TTL	-0.396875
STAT5B	-0.485333333333333
SSB	-1.303625
OR10H5	-0.263
SLC22A13	0.23225
AKAP3	0.1805
TIMM23	0.139166666666667
OAS2	2.92966666666667
KIAA0423	-0.1415
TRIM11	-0.000166666666666671
GLIS3	0.546625
TMEM50B	0.538166666666667
ARHGEF4	-2.24
DEGS1	-0.436363636363636
TBL1XR1	1.03836666666667
G6PD	-1.969
SP140	3.2074
MUC17	1.36257142857143
NUDC	-0.2003
DNAJC5B	3.32866666666667
SCARA3	-2.687
CPA3	3.18616666666667
BCAT2	0.31225
MFN1	-0.1425
NRG3	0.276
SNX11	0.17775
PLEKHH1	1.10433333333333
GPR177	-1.55833333333333
HCFC2	-0.22625
TCAP	-0.31825
MOCOS	-0.67175
C14orf93	-0.565
PRDM10	0.0383333333333333
SLC16A4	-1.63141666666667
SRGAP1	-1.31883333333333
VIP	1.6355
DUSP27	-1.24966666666667
LILRA1	1.4959
MC2R	0.543
MGC24103	-2.2975
MBTD1	0.0055
FUT11	-0.299
USP33	0.4957
C15orf39	0.047
MAP3K12	-0.62225
PAAF1	-0.541
BARHL1	-0.0105
FLJ16165	-0.02
PIWIL2	-2.37525
SYNE1	-0.357545454545455
CMTM4	1.447625
TSPYL1	-0.0323
GUF1	0.711
TMEM157	0.438
WDR44	0.78825
HIST1H3C	-0.1675
DKFZp666G057	-1.63525
RNPEP	0.52
GAS2L2	-0.5504
ADH4	-4.83425
GRPR	-0.117666666666667
FBXL17	0.641
ZBTB10	-0.0454166666666667
Gcom1	0.0698888888888889
HTRA1	0.1056
ZNF585A	-0.563333333333333
SLC26A2	-0.213142857142857
OTOP3	0.326333333333333
WISP1	2.01722222222222
ATP2B4	-0.979583333333333
FLJ10769	0.17675
CRAMP1L	0.806625
CHST12	-0.27075
RAB22A	-0.0959166666666667
TARDBP	0.136642857142857
STAU1	0.06525
CRB3	2.54083333333333
MIG7	-0.32475
CHMP1A	0.3135
ZNF160	0.079875
B3GALT6	-0.097875
BARX1	-2.19183333333333
C6orf167	0.3223125
NXNL1	0.1765
DHX29	0.135375
HADHB	-0.50525
PLXNB2	0.43475
ILDR1	-0.583
SLC15A3	3.21725
GAS2	-4.34316666666667
C20orf69	-0.68
NUMB	0.20725
TNIP1	1.28125
MESP1	0.927666666666667
PSKH1	-0.0855
NSFL1C	-0.41525
RHOG	0.217
HEY1	-3.7765
KNG1	-2.45075
ITGAX	2.4757
LIN9	0.271166666666667
CANT1	1.015625
XRN1	1.162
CCDC96	0.0877
HEATR6	-1.41516666666667
GNG7	0.0596666666666667
RUNX2	0.3556875
SOX1	1.62466666666667
FCRL5	2.9566
ZNF99	-0.013125
FAM9A	0.118
SNX22	0.641333333333333
MBNL3	-0.954
ODC1	-0.6787
ADORA2B	1.2155
NR2F6	-0.23625
ZFYVE16	-0.470166666666667
SYNJ2BP	0.8457
POLE	-0.074375
E2F2	0.299
THRA	0.0168333333333333
PTGES2	-0.0588333333333333
HIP1R	0.497
TMUB1	0.348833333333333
ENO3	-2.36975
RSPH10B	-1.5835
CXorf39	1.279
IRGC	0.36075
GPR109B	1.38225
FLJ13305	1.075
LCE3A	0.1205
TNFRSF18	1.85283333333333
DET1	-0.83775
TRPM3	-0.581
C16orf79	-1.207
FECH	0.368
RAP2A	0.0588333333333333
CRIP1	1.95716666666667
AZIN1	-0.04175
SLC7A7	3.98775
IL10RA	1.6984
TMEM64	-0.137
CDC42EP4	1.0219
C16orf58	-0.3158
ARG2	-1.30725
POU5F1P4	-3.7585
FAM62B	-0.177625
DNAH8	-1.9088
ASH2L	0.484125
TSLP	-4.77383333333333
CNTNAP5	-0.9625
TMEM16C	-0.786
IFNA14	0.971
SLC1A3	0.630375
CABYR	-2.77675
BCL7B	-0.1062
NUDT13	-0.920166666666667
C13orf28	0.000750000000000015
C1orf53	0.07575
ARL6IP4	0.0534
RPL35A	-0.493
EMR3	1.8745
RAB40C	0.45425
SLC41A1	-0.300333333333333
LRCH1	1.383
LY6G5B	-0.611
FAM124A	0.376785714285714
MGC10981	-4.2625
CLIP3	-0.7698
MAP4K2	-2.34616666666667
CHIC1	-1.66
SULF1	2.99866666666667
C20orf30	-0.903
PRDM5	0.749375
ELOVL1	-0.21025
C11orf48	-0.289625
SLC39A10	0.00850000000000001
KCNV1	-0.21675
ACP1	-0.5785
ZMYM2	-0.924
B3GNT6	-0.0263333333333334
C9orf69	0.668
C2orf15	-0.17325
C20orf166	0.5975
HSP90AA6P	0.273
EDG7	-0.6755
NEURL	-1.50725
LPL	-2.79633333333333
CLEC2D	0.648642857142857
GRRP1	1.61966666666667
CD8B	-1.813
HIST1H3D	-0.799666666666667
SLC6A12	0.81925
FAM27L	-0.0875
CD84	3.1614
RASA1	-0.381
PHKG1	-0.3035
MAGEA11	-1.843
IMPA1	1.711
NPM3	0.4835
RARRES1	5.80625
SH3BP1	0.787125
B3GNTL1	-0.324
ARPC5L	-0.204166666666667
KLHL26	0.25025
SIM2	1.049
GJC1	0.4935
C20orf194	-0.948
EXO1	-0.69775
SLC2A2	-3.203
LOC285074	-1.15775
LRG1	1.70275
KIRREL	0.1265
PIK3R1	0.027
C4orf34	-1.55475
MAF	-1.73411111111111
ADCY4	3.71083333333333
ZMIZ2	0.6752
SLC46A3	2.10966666666667
STAMBP	-0.262333333333333
CCDC16	0.40175
MS4A12	-0.1725
TCF20	1.00975
LRRC46	-0.86975
C20orf152	0.14325
MRPS6	-0.365
ABCB11	0.0635
KCNC2	0.168
CDH19	-1.72816666666667
C9orf123	-0.156
SSH3	-0.29025
LDLRAD1	-4.296
CCBE1	-0.347
ZNF135	-1.608
TAAR1	1.179
WFDC12	1.1735
CCDC42	2.37116666666667
FLJ12529	-0.06175
PER1	-0.981166666666667
TIMM50	0.0406666666666666
SMARCAD1	-0.413333333333333
FAM26C	0.8425
TP53TG3	-3.4075
SH3RF1	1.1284
LMCD1	-0.45875
GPR63	0.7155
FLJ21986	-2.938
AIFM3	-1.7945
MICAL1	-0.401666666666667
BLZF1	0.0543333333333333
IQCA	-0.522
PCDHGC3	-1.057
SAC	-0.01725
BCL6B	1.73483333333333
DDO	-0.539
MARCO	3.936
DCHS1	-0.291833333333333
C1orf170	-2.35133333333333
CD200R1	1.67416666666667
C22orf15	-0.842
SEPT11	0.936
ADNP	-1.02675
UST	-2.4402
C13orf34	0.0203333333333334
RFFL	1.00128571428571
APBA3	0.3515
C2orf60	0.03375
CUTL1	-0.3346
PMS1	-0.384625
ZNF689	-0.847
EIF3E	0.0951666666666667
IL9	0.285833333333333
RPL31	-0.469625
LY9	1.27583333333333
ATP2B3	-0.271
KDELR2	0.5225
TFCP2	0.713625
NLRP12	-0.0655
FLJ45422	-0.42475
TLE4	-1.6013
ZNF570	-1.528
FLJ43806	-0.098
TLK2	0.089375
CIR	0.47875
MARS2	1.106
COL24A1	-0.35775
SDF2L1	0.5085
HIBADH	-0.281166666666667
IGFBP3	-2.46878571428571
C12orf23	-0.4545
PSPC1	0.217
C20orf43	-0.45175
TRAV20	0.1595
ARHGAP24	0.025375
KIAA1975	-1.4955
C1QA	3.9503
DNTT	-4.8055
C10orf6	0.368916666666667
C11orf41	-1.804125
HNRPF	0.6405
COL11A1	3.8005
UBAP2	0.558666666666667
CDKN2AIPNL	-1.439
C20orf174	4.866
SPRED2	-0.52575
PLA2G12A	0.440666666666667
ICEBERG	-1.66166666666667
SCN10A	0.299
C11orf65	-0.14025
GBP5	5.66325
PITPNC1	0.195166666666667
POU3F3	0.4055
NCOA7	3.72075
LIN7C	0.6938
LOC348840	0.268
NKX2-2	-3.14633333333333
ANKRD13D	-0.416875
LOC123688	0.51075
FUT2	3.4655
TAAR8	0.536
FZD4	-1.56816666666667
PNMA3	-0.3315
OR4L1	0.324
WIT1	0.11675
EXOC3L	2.59675
ATPBD4	0.3391
KRBA1	-1.143
UBXD6	0.60525
HOXB7	0.0623571428571429
C7orf23	-0.184
UNQ338	0.72175
STAB2	1.347
CDC20B	0.129
IRF9	2.25025
CENTG1	0.997833333333333
TNPO2	-0.9755
MCPH1	0.847375
BMS1P5	-0.86025
SLC26A7	0.07525
HIST1H3J	-0.04025
C9orf3	-0.6351
LBH	1.346875
MYO1D	1.774375
PTDSS2	-0.46025
NFU1	0.93325
DEPDC4	-1.42075
WNT7B	-0.1963
GLP2R	-0.776666666666667
SETD4	-0.5556
DYNLT3	-1.2926
FKBP11	-0.2065
SESTD1	1.004
FLII	-0.177
RPS16	0.2468
CHPF	-0.611
CSNK2A1	-0.194333333333333
SUMO1P1	-0.22475
FKBP6	-1.824
ZNF214	0.5275
TWIST1	-1.23683333333333
DDX56	-0.3155
TRAM1L1	-1.2912
EPO	-3.10583333333333
MRPS18B	-0.07825
ZNF682	-1.00716666666667
RPL14	-0.118666666666667
MAFF	0.69025
LOC51136	-0.40725
LY96	-0.04475
DDX20	0.0455
ABTB1	0.849666666666667
ARL5A	0.6554
CCT6A	-0.257
HEPACAM	-1.854
EHHADH	-0.299833333333333
RBAK	1.0325
CGB1	-0.16075
ITGB5	-1.2208
YIPF3	-0.29375
FKBP2	0.37775
NR1D1	-1.2645
TMEM110	-0.0315
NEK2	0.0646666666666667
PRAMEF8	-3.72975
C20orf52	-0.644
PCDHGA3	-1.278
VWA3B	0.54825
NDUFA5	0.063875
THAP9	-0.201
FLVCR2	2.47133333333333
AP1S1	0.300875
SMAD6	-1.1295
SAV1	0.364625
SAT1	2.48625
ZNF251	0.118875
ADAMTS7	0.5055
RPP38	0.26925
C1orf211	-0.7805
YPEL2	0.59555
RBMS1	-1.68575
ZNF445	-0.0385
NRXN2	-0.4585
PGBD4	0.148
UGT2B28	0.063
WBSCR16	-0.0919
NLRC3	1.7795
ASTL	0.48875
ST6GALNAC1	1.79075
ZADH2	0.57975
MLLT4	0.35225
ARL6	-0.343833333333333
MEF2C	-0.50575
CBFA2T3	-1.6845
AFF3	-0.385357142857143
COG7	-0.595166666666667
MYB	0.1585
PLXNA3	-0.081
XRCC2	-0.521833333333333
MMS19	-0.4785
ST8SIA5	-0.86375
CHPT1	-0.237666666666667
KIAA1712	0.20925
OR6X1	1.039
ACTR3	0.897875
UGCG	-0.678166666666667
OR4P4	-0.0735
ZAP70	-0.9015
LPP	1.35075
ZNF485	0.29925
PTPRCAP	1.3285
IL12RB1	2.0175
ATRX	-0.5604
CHST8	-2.503125
C14orf109	-0.135
ARV1	-0.87875
NMB	0.106142857142857
COX5A	0.363
EIF6	-0.46425
MPPED2	-1.7435
SEMG1	4.455
CHRDL1	-0.012
TRAF3IP2	0.89475
WNK2	0.188625
LILRA4	2.82066666666667
LAMA2	1.96475
PXT1	0.248
RLBP1	-2.55325
CD300C	0.84975
SLTM	0.319625
FLJ10404	0.0525625
APOBEC3D	-1.933
RENBP	0.573166666666667
ATXN7L1	0.280875
NID1	-0.69325
TUBGCP3	0.05175
ITIH5	0.828333333333333
CCDC110	2.04075
C8A	-3.8735
MGC87042	0.278
HOXC13	-4.14125
TFDP2	-0.0935
HCP5	1.558625
POLI	-1.111
UCN	-0.694666666666667
ZNF764	0.1495
C8orf45	-1.5335
FHL3	-0.68925
SPATA5L1	0.74575
MMRN2	2.52783333333333
NDST1	0.163666666666667
COL20A1	-0.894
ZNF248	-0.345166666666667
PELP1	-0.0433333333333333
MBL2	-2.96466666666667
RNF41	0.412375
C5orf24	0.41225
THOC5	-0.322875
SERINC3	-0.72825
RP11-151A6.2	1.26725
CDCP2	0.6175
HIST1H2AA	-0.13675
C11orf75	1.21416666666667
FKBP7	-1.1785
DDOST	-0.496
GPNMB	0.463333333333333
TTF2	0.377166666666667
KCNT1	-0.072
SLC39A14	0.994428571428571
NGRN	-0.1108
GPR137B	1.1635
MECP2	0.0435
PSMA1	0.533
C16orf73	-5.80475
TMEM60	-0.532833333333333
CSN3	-0.692
NOS1	0.422166666666667
RAB7L1	0.601
YBX2	-0.426
KIAA1166	-1.522875
FUBP3	-0.5225
ABCG1	0.0455
ACACA	-0.178083333333333
ARL11	0.8488
ATOH1	0.8135
ODF1	-0.4104
CREB3L3	-1.60733333333333
TMEM127	0.643785714285714
DSCAML1	-0.70225
PLN	2.561
LYPLA1	0.192916666666667
PRDM9	-1.9315
SASP	-0.30825
PLUNC	0.576166666666667
INTU	0.2165
HISPPD1	0.0035
LNPEP	1.05766666666667
YARS2	-0.280666666666667
APCDD1L	-1.741
ZCCHC4	-0.0124
FBXO22	-0.569833333333333
TTLL13	0.667
ZNF669	0.614666666666667
PTGDR	3.2045
DDX27	-0.99175
KIAA0409	-0.00683333333333333
GJB6	1.10275
ASB8	0.1
PLP2	0.506166666666667
MEPE	0.58875
OR10J5	-0.858
KRT222P	0.0935
COQ7	1.02916666666667
C1orf101	0.289333333333333
RERG	-1.9973
CHMP5	-0.073
THAP11	-0.282375
ZNF43	-0.0515
ZRANB3	-0.662
KRT13	-2.26225
MRPL19	-0.298125
RBBP9	-0.2075
SPATA17	-0.74575
BXDC5	0.351833333333333
PAFAH1B1	0.254416666666667
MAGEE1	-0.52225
OSTF1	0.59525
KIAA0323	0.287166666666667
TXNDC13	0.0405
CNTN4	0.01775
LCE1B	0.2105
UNQ501	-0.30675
ZNF154	-0.71725
C3orf64	0.57825
SYT5	-0.2075
PON1	0.1955
FLJ10357	0.0725
ATP4A	-1.6795
GNPDA1	-0.180833333333333
MGAT1	0.908666666666667
C14orf121	0.27525
SLC35B2	-0.4685
MIER3	0.168
CHEK1	-0.45675
ZNF8	0.200833333333333
TXNDC1	0.1475
CKB	-0.5229
RTN3	0.227714285714286
FZD2	-1.75166666666667
PART1	-0.692625
PSMB6	0.2315
PCDHB8	-2.292
PHC3	0.7009
PPP1R8	0.732
NOVA2	1.14633333333333
TNFRSF11B	-4.971375
GOLPH3	0.239666666666667
UBLCP1	-0.409
SUHW3	-0.40025
TTLL1	-1.7165
OPN4	0.303
OR13G1	-0.1405
ZPBP2	0.477666666666667
HSD17B11	0.68875
C9orf50	-0.656
DHDDS	-0.0305714285714286
CTSW	3.1373
NEFM	-2.77516666666667
MRPL28	-0.0115
SYN1	0.0273333333333333
PIGV	-0.0905
ZIM2	-1.71575
APBB1	-1.30416666666667
SND1	-0.1365
C1orf123	-0.294
CHD3	-1.16975
BHLHB8	0.607
RNASE2	-0.1745
BCAP31	0.903
SLC25A44	0.0163333333333333
CHD6	-0.4611
PIB5PA	0.607153846153846
SELS	0.8215
LOC541471	-0.715125
FAT2	-0.3915
ZNF81	1.126
OR4C16	-0.0425
FLJ10081	0.0071
LRRC4	0.252
CS	0.372833333333333
N4BP2	-0.60825
IGFBP7	0.15475
ZNF318	0.8
NDNL2	0.470875
ZNF609	-0.440125
SIRT4	-1.25725
EXOSC10	0.23575
ECE2	0.246583333333333
OVGP1	0.96775
GTPBP3	0.12275
PACS2	0.1794
C19orf36	-1.84066666666667
ARL4C	-0.369625
ATG4B	-0.44975
UBQLNL	-1.48225
RHOXF2B	-4.027
PLEKHG2	-0.0835
GALR1	-0.8535
AQP4	-0.152
HDAC7A	-0.684833333333333
DCUN1D3	0.41
OR8A1	-1.25
CCRN4L	0.55225
CBR4	0.135333333333333
KIFC1	0.686166666666667
SLC7A14	-2.08966666666667
LHX5	-0.466
TRPC7	-0.001
LPXN	0.45725
SERPINA1	-2.535
RPS13	-0.4785
BPIL3	0.659
PRKAA1	-0.71725
FADS2	-0.4056
ENAH	-2.075875
PRO1768	-0.5025
APBA2BP	-0.955
LIPH	4.31483333333333
C3orf33	0.2595
RCC2	-0.350928571428571
ALDH1A2	-3.5796
RNF103	0.828
AHCY	-0.234
ALG12	0.088
CCL17	2.78525
ZNF543	-1.37316666666667
ESRRG	-0.922888888888889
CNGA1	-0.70425
RDH5	-0.680333333333333
OTX1	0.421
PTGFR	-1.276
CDR2	0.182
SELE	5.28175
NLGN2	-1.02083333333333
EXOSC9	-0.17375
ZNF566	0.274333333333333
KLRC2	-0.181
GPR12	0.882
KIAA0196	0.39425
PDRG1	-0.621
SSR3	-0.226214285714286
MSI1	0.5595
CST9	-0.192
CC2D1A	-0.0625
PLAGL1	0.648277777777778
ZNF778	0.148
RNF2	0.20925
KLF6	1.402
THBD	0.980166666666667
tcag7.1314	1.44725
NR5A1	-0.231666666666667
ABCD2	1.47
DNAJC7	-0.072
CLEC4C	0.562
TM2D3	-0.251875
CCDC4	-0.4805
PLAC2	-3.8195
DCD	0.195
FAAH	0.860625
POLA1	0.51
TM7SF2	-1.452625
FLJ39822	0.211166666666667
FLOT2	0.33375
MAP4K1	0.642166666666667
SRP68	0.401875
C21orf74	-0.1015
ARPC5	0.877714285714286
LOC126075	-0.4105
HECW2	0.1095
ZDHHC4	-0.37175
ANKRD42	0.375
PDE9A	-2.04666666666667
ABCA8	-1.2295
NDUFS2	-0.1425
UBR5	-0.036
BTBD16	-2.953
LOC554174	-0.053
ZNF20	0.265
KIAA1843	0.2195
WDR17	-0.525142857142857
C15orf33	-1.0425
RNF113A	-0.01725
CAMKK1	-0.1017
CLCN2	-0.41425
ANXA6	-0.688
LOC340069	0.087
EMID1	-1.021875
DPM3	-0.281666666666667
ELA1	0.025
SLC25A13	-0.3039
KRT24	0.75325
SMPD1	-1.14083333333333
TH	-0.114625
COL6A2	-1.15814285714286
ANKS1B	0.03175
GPR126	-0.3804
ZC3H12A	2.11416666666667
TMEM47	-1.0095
C2orf51	-0.6908
C1orf88	-0.596833333333333
HSF2BP	-0.8735
AKAP10	0.47775
RPAP3	-0.529
KLHDC8B	-0.493375
STOM	-0.5981
MUPCDH	2.0085
C10orf72	-0.47275
PLEKHA3	0.293916666666667
TCP11L1	-0.14
CWF19L1	0.574625
SPEF1	0.177
YSK4	-0.3965
ELN	0.3953
SAMD8	0.373833333333333
MPI	-1.22216666666667
MEPCE	-0.2532
ABCC3	0.47025
NANOGP1	-4.9585
KCNK17	0.591
HLA-DMB	4.5305
RRAGA	-1.1465
ANGEL1	0.60675
RBM32B	-0.352
CPN1	-3.7275
MGC52282	0.2499
HLA-A	0.939666666666667
OR9G4	0.5285
EDNRB	-2.285125
SCD	-3.90964285714286
C14orf80	0.248666666666667
BAGE2	-0.2665
RABL4	-0.0158333333333333
RCVRN	-0.00700000000000001
SHANK1	0.009
NLRP7	-2.1145
CD226	2.8955
STAT3	1.4494375
SYNJ2	-0.6193
TPCN2	-0.2205
WDR36	0.0623333333333334
MBD4	-0.27975
ROBO1	0.8871
ST3GAL6	-3.31725
SLAMF8	4.00316666666667
ATN1	-0.0783333333333334
GPR141	1.15425
KRT36	0.3165
TPH1	-0.0755
DDX52	0.43925
ZSCAN29	0.218333333333333
TRPT1	-0.933666666666667
DPEP3	0.7805
DENND4A	0.46325
TSPAN16	-0.257
PTCHD2	-0.374
LOC145814	-0.59525
CAP1	0.595666666666667
EIF5A2	1.8311
NT5DC3	0.37825
SEPT9	-0.3865
SEZ6L2	-0.863
EGFLAM	2.29025
VPS11	-0.309875
NDUFB5	-0.305833333333333
CIDEA	0.4425
IER5L	-1.3305
N6AMT1	-0.4645
FAM83C	-0.65775
