Hybridization REF	TCGA-C8-A12U-01A-11R-A115-07
OVGP1	0.31575
GTPBP3	-0.59825
PACS2	0.2662
C19orf36	-1.191
ARL4C	-1.765625
ATG4B	-0.089
UBQLNL	-0.0245
RHOXF2B	-3.934
PLEKHG2	-1.587
GALR1	-0.6935
AQP4	-0.0196666666666667
HDAC7A	-1.17666666666667
DCUN1D3	0.43775
OR8A1	-0.014
CCRN4L	0.956375
CBR4	-0.188333333333333
KIFC1	-1.16816666666667
SLC7A14	-1.09
LHX5	-0.0675
TRPC7	0.0255
LPXN	-0.78625
SERPINA1	-2.46325
RPS13	-0.0401
BPIL3	-0.0535
PRKAA1	-1.508
FADS2	1.7427
ENAH	-0.2315
PRO1768	-0.464
APBA2BP	1.08825
LIPH	1.359
C3orf33	-0.4115
RCC2	0.7155
ALDH1A2	-3.5023
RNF103	1.975
AHCY	-0.029375
ALG12	0.4535
CCL17	1.635
ZNF543	0.949666666666667
ESRRG	1.3198
CNGA1	-0.1165
RDH5	-0.765166666666667
OTX1	-0.4167
PTGFR	-1.2805
CDR2	1.241875
SELE	3.65
NLGN2	-0.947333333333333
EXOSC9	-0.27375
ZNF566	0.574666666666667
KLRC2	-1.8925
GPR12	0.5175
KIAA0196	0.623
PDRG1	-0.0685
SSR3	-0.187214285714286
MSI1	0.0555
CST9	0.121
CC2D1A	0.20775
PLAGL1	-1.24044444444444
ZNF778	0.1835
RNF2	-0.759875
KLF6	0.9445
THBD	0.688833333333333
tcag7.1314	1.2615
NR5A1	-0.131333333333333
ABCD2	0.469
DNAJC7	-2.127
CLEC4C	1.1235
TM2D3	0.134875
CCDC4	-0.416
PLAC2	0.39475
DCD	-0.282
FAAH	2.42675
POLA1	0.112166666666667
TM7SF2	1.2465
FLJ39822	-1.45616666666667
FLOT2	-0.431875
MAP4K1	-0.0666666666666667
SRP68	0.945625
C21orf74	0.1165
ARPC5	0.6085
LOC126075	0.90275
HECW2	0.4365
ZDHHC4	-1.719
ANKRD42	0.8107
PDE9A	-1.106
ABCA8	-0.58725
NDUFS2	0.41775
UBR5	-0.226
BTBD16	-2.59775
LOC554174	0.474
ZNF20	0.664
KIAA1843	0.426
WDR17	1.089
C15orf33	0.07
RNF113A	0.16075
CAMKK1	-1.3859
CLCN2	-0.631
ANXA6	-0.1845
LOC340069	0.624
EMID1	-0.637
DPM3	0.3615
ELA1	0.2725
SLC25A13	-0.5209
KRT24	1.03775
SMPD1	-1.06833333333333
TH	0.277
COL6A2	-0.899
ANKS1B	2.30425
GPR126	-3.2482
ZC3H12A	0.261166666666667
TMEM47	-0.45
C2orf51	0.031
C1orf88	2.4445
HSF2BP	0.89525
AKAP10	-0.024
RPAP3	-0.692
KLHDC8B	0.543375
STOM	1.0577
MUPCDH	0.113875
C10orf72	-0.474375
PLEKHA3	0.05425
TCP11L1	0.468
CWF19L1	-0.522625
SPEF1	1.28269230769231
YSK4	0.827
ELN	0.1631
SAMD8	-0.0116666666666667
MPI	-0.652666666666667
MEPCE	0.2926
ABCC3	-2.848625
NANOGP1	-3.538
KCNK17	0.692125
HLA-DMB	4.19166666666667
RRAGA	-0.1845
ANGEL1	0.12825
RBM32B	0.313
CPN1	-2.94225
MGC52282	-0.0106
HLA-A	2.72416666666667
OR9G4	0.518
EDNRB	-0.88925
SCD	0.361928571428571
C14orf80	0.425166666666667
BAGE2	0.152
RABL4	1.8005
RCVRN	-0.4435
SHANK1	0.1615
NLRP7	-2.6635
CD226	1.38725
STAT3	-0.1195625
SYNJ2	0.0955
TPCN2	-0.346333333333333
WDR36	-0.6335
MBD4	0.02025
ROBO1	-1.7043
ST3GAL6	-3.63075
SLAMF8	3.358
ATN1	0.115
GPR141	0.55825
KRT36	0.582
TPH1	-0.6405
DDX52	0.066
ZSCAN29	0.206
TRPT1	-0.0621666666666667
DPEP3	0.481
DENND4A	-0.37475
TSPAN16	-0.4345
PTCHD2	0.3285
LOC145814	0.17725
CAP1	0.390333333333333
EIF5A2	0.0286
NT5DC3	-1.883
SEPT9	0.05625
SEZ6L2	-1.7405
EGFLAM	1.9675
VPS11	-0.158125
NDUFB5	0.364
CIDEA	0.0771666666666667
IER5L	1.01325
N6AMT1	-0.68575
FAM83C	-0.321
OXR1	1.42641666666667
IRX1	-0.142
DGKB	-1.13733333333333
GCN5L2	-1.27575
MIR16	0.318125
FBXW9	-0.41225
WDR4	-0.4555
PDC	-0.179
VPS33B	0.0525
HEXB	-0.2035
FLJ32214	0.17975
TCEB3	-0.51525
CRLF1	-3.8435
ABI3BP	0.76475
C8orf22	-3.585
PYCR1	0.6995
KIAA1706	0.478
CDK5R2	0.2975
WAS	0.545
C12orf60	-1.03625
CCBL2	0.67975
MADD	-0.20375
C5orf34	-0.595
WDR42A	1.294
KLF12	-0.379375
HSPA1A	1.764
ITM2C	-2.243
DAPK2	0.4705
LOC442590	-0.497
SUMF2	-1.046
CENPA	-0.733846153846154
TMED5	-0.0015
CDH6	-1.3288
BRP44	2.322875
THG1L	-0.66325
GABRA2	-2.2325
C14orf166	0.1245
MYL1	-1.566
TNFSF18	-0.181
PAP2D	-1.453
PPIB	0.211
KLHL4	-0.637375
SFN	1.12133333333333
CCDC127	-0.00975
FRAP1	0.3235
GOLGA5	1.12775
SDCCAG1	0.54175
MGC21675	-0.0416666666666666
C10orf95	-0.187
KIAA1345	0.714
C1orf163	-0.564
LACE1	-0.2625
OR10K2	0.1445
CENPN	-1.22804
TMED2	-0.09575
UGT1A6	-0.426
ANG	-2.32
U2AF1	-0.912333333333333
CASC2	0.682666666666667
NMT2	-1.013
OSGEPL1	0.169625
DFNB31	-0.132
SLC6A20	0.594375
DKC1	-0.50725
FXYD4	-0.50375
WDR64	0.12375
MGC5590	0.4145
CREBZF	0.211333333333333
DAZ1	-0.26825
PRPSAP1	1.3515
GCHFR	0.000749999999999999
TTC7A	-1.072625
LOC196993	1.99
UBD	3.20366666666667
S100A1	-1.22925
RPL6	-0.874
DNAJB6	0.82835
NAGS	-0.2991
C2orf58	0.5225
KERA	-0.0901666666666667
MT1X	0.5248
UBE2B	0.3872
KEAP1	0.075
MST1	-3.141
OMA1	0.3545
ABLIM2	0.71175
BCL2L13	-0.49325
JAZF1	-0.206833333333333
TMEM63B	0.9875
S100A8	1.5452
ARFIP2	0.75475
UROS	0.08925
KHDRBS2	1.3615
POLQ	-1.411375
SOAT1	-2.17925
SPAG4	-0.0625
MRPS30	-0.518333333333333
LOC494141	-0.396
OR2T11	0.6705
ORAOV1	-0.9633
ZNF184	0.134166666666667
TCEB3B	0.339333333333333
ADAM21	0.9525
GDPD1	2.2645
SPINLW1	0.3665
PRR14	0.328833333333333
KCTD9	-0.0967
NUDT3	0.52
KIAA1822	0.0915
HIST1H4K	-2.0595
DFNA5	-2.9915
GABPA	-0.7265
C14orf44	-0.416
POLB	-0.455625
PTAR1	-1.00925
SEC31A	0.402
TRIM58	-2.73275
TAS2R14	-1.154
VPS8	0.54825
H1F0	1.08316666666667
PRKCB1	-2.13566666666667
UGT2A1	0.443
TOR1B	0.6115
LSS	-0.778333333333333
C2orf19	0.2875
HNRNPC	0.830214285714286
TMEM100	-2.95733333333333
LOC116349	0.27875
OR51M1	0.2665
CCDC142	-0.5725
ISG15	3.770375
ZCCHC14	0.887625
CREBL2	0.22825
TGDS	-1.324
DC2	-0.36925
CACNA2D3	-2.47871428571429
ZNF429	0.643625
LYPD6	0.692833333333333
SUCLG1	0.303666666666667
OR51I1	-0.4415
MAGEH1	1.435
PRPF40A	0.538
SMR3A	0.446
SPINK2	-1.23725
THAP2	2.126125
NPY5R	-0.743125
IRF4	-1.64375
SPESP1	2.34516666666667
OR10S1	0.3325
DTD1	-0.624
TUBE1	-0.7095
DDX19A	-0.323
PDPN	-3.545625
TMEM34	0.10325
MGAM	0.203
COL3A1	4.02983333333333
GFM2	-0.1016
OR5A2	0.3015
PSG9	-0.916
ARHGEF11	-0.655
IVNS1ABP	-1.3543125
SIGIRR	0.91225
DUSP19	1.041625
DNAJC14	-0.1357
ACSS1	1.120125
IL1RAPL2	0.2285
C4orf30	-0.7355
SEPT4	1.0545
LANCL3	-1.94175
SPAG17	0.0433333333333333
PRDX3	0.0905
HNF1A	-1.646
P4HA2	-0.806375
RFWD3	-0.662
MOV10	-0.69225
DNAJA5	0.191785714285714
LOC729440	-0.687
LOC200383	1.847875
SMC2	-0.9195
MIXL1	-1.11416666666667
TMEM9	-0.39325
FAM86A	1.2025
ZNF174	0.5729
MYH14	-0.7865
CCR8	0.38375
VPS37C	0.793166666666667
GPATCH1	0.221333333333333
B3GNT8	0.4605
TBX4	-0.22325
CNR2	0.509
PCDH1	1.7205
C5orf29	1.625375
OCIAD2	2.04
PLCG2	0.59225
KIAA0247	1.1655
HRH3	0.1472
CAPN13	4.02025
CCR1	-0.3256
MGC15523	-0.0278888888888889
UVRAG	-0.1035
DNAJA2	0.446833333333333
ITGA2B	-0.388333333333333
CLDN5	2.543875
PTPRN2	-1.06078571428571
ZNF512	-0.478333333333333
PSAP	0.109642857142857
CCDC140	-1.7225
LRRC55	0.1295
CYP26C1	0.201
C8orf47	-1.66775
LYN	0.338125
DUSP6	-2.1705
TGFB3	0.995
ELK1	-0.5183
PCDH11Y	-0.2235
HGD	-1.13325
C17orf58	0.8755
MYO3A	0.065
SERPINE2	-5.44316666666667
AARSD1	-0.928875
C14orf73	-1.38475
ADAM33	-0.20225
ZNF491	-0.052
MAPK6	-1.45716666666667
TCN1	5.4235
SLC24A6	0.038
UBE2R2	0.17925
H1FNT	0.2055
TATDN2	0.164166666666667
LILRB1	2.04725
P2RY5	0.2285
NUCB2	1.976
C2orf37	0.87575
SNX27	0.648833333333333
MTA3	0.272
FOXO4	0.370125
ID4	-2.308
SOX5	-2.14683333333333
PXMP3	1.774
OR52M1	0.02
SFT2D3	0.218875
INA	-3.11
MCOLN1	1.119
NFIX	-1.8611
CLEC14A	4.83733333333333
HIBCH	-0.886333333333333
PLA2G5	0.22975
TIMM10	0.165333333333333
MED17	0.3265
COL4A4	-0.4605
TPP1	0.608166666666667
GJA3	-1.3895
TMPRSS5	-1.48375
AADACL3	0.308
DNMBP	-0.06775
ENPP5	2.36766666666667
NQO1	0.6323
ZSCAN2	0.482375
SEC24C	-0.573666666666667
GTF2A1L	-1.3685
AXIN2	-0.6345
FAM33A	-0.280083333333333
C16orf13	0.80625
SPNS2	0.17225
TAF1	0.2435
AP1G2	0.889666666666667
RBM42	0.937833333333333
HCN2	-0.109
EFHB	0.8075
RUSC1	0.936333333333333
GRIK5	0.1545
USP21	0.262
ATAD3C	-0.2075
ORMDL2	0.640875
PRSS7	-3.35825
PSAT1	-6.14075
FLJ13195	-0.820166666666667
TBC1D1	-0.219333333333333
IFNG	4.9325
OTOS	0.2735
ZNF773	0.312333333333333
EMD	-0.90825
RETN	-0.35425
CCL8	4.3885
APH1A	-1.543125
COX18	0.900625
GTF2IRD2	-0.00375
CCDC82	-2.55691666666667
PAFAH2	0.3996
NPEPL1	-0.7502
RP11-114G1.1	1.192
TP53INP1	0.17725
ZNF300	-2.93933333333333
FOXL2	-3.38625
LARP2	-0.0544166666666667
LATS1	0.364
HTR6	0.5315
SPOCK2	0.5575
RNF144B	1.60066666666667
HTATIP2	1.830125
MGC10334	0.178166666666667
CENTA2	1.64433333333333
FGF2	-3.3595
FXYD7	0.064
PHYHIPL	-2.3105
GPR34	2.84425
DDX6	0.299333333333333
OR10W1	0.249
LHFPL1	0.9855
ZNF313	0.307642857142857
VPS28	1.334
AP3M1	-0.3575
AKR1CL2	-1.24975
TRAF4	-0.146375
OR2B11	0.455
C19orf12	0.101333333333333
AKAP9	0.173666666666667
C1orf62	0.361
SLC20A1	-0.8515
FAM112A	0.1835
LDB2	-0.048875
MRPS23	0.6455
KLK5	0.230875
SPTB	-0.6389
EFEMP2	-1.39525
EFNB2	1.7895
PCM1	-0.252071428571429
NMNAT3	-1.594875
TSG101	1.564
C8orf40	-0.0478333333333333
NOB1	-0.88875
ABHD3	-0.02275
GTF3C4	-0.0515
PIGN	0.379833333333333
GALNTL1	-0.7255
AEBP1	0.0445
OR9Q1	0.6535
ANKRD2	-0.309125
CCL28	0.04525
TRIM38	0.674833333333333
TMCC1	0.23475
SMG5	-0.037
LRRC7	-0.3325
NCAPD2	-1.54466666666667
C6orf153	0.09325
C1orf74	1.104
OTUD6A	0.3185
DCP2	-0.706333333333333
TMEM24	-0.5075
RPL18	-0.562
TMEM177	-0.497
LRRC37A3	0.7945
C1D	0.279
LDHC	1.7
UBE4B	0.258833333333333
NIT1	1.621625
BTN3A3	0.74275
RASD1	-0.54025
COMMD3	0.50725
SHFM1	0.31625
BIRC8	0.16725
DUT	0.035
C12orf51	0.8455
LRRC59	0.440666666666667
LY6H	0.3615
WDR22	0.87225
EDEM1	-0.0696428571428571
ADH1A	0.764
PANX2	0.1304
CYP11B1	0.50825
CDC73	-0.49975
GPR172A	0.77225
GSTM3	2.53607692307692
KCNA5	-0.16975
SERAC1	-0.0571666666666667
NFATC2	0.352
ANAPC5	-0.634
C15orf24	0.1525
NFATC2IP	-0.4625
TNRC6C	0.558166666666667
MGC102966	-2.572625
FGD5	-0.418833333333333
MED9	-0.741
RAB13	-0.569833333333333
C15orf49	0.297
CRYGS	0.0315
C12orf53	-1.3224
LOC283693	0.2105
COX6B2	-0.725875
PHF14	0.376375
FAM3A	-0.44975
RPL13	-1.1434
PRDX2	0.6153
FLJ34047	-1.63625
PRMT3	0.514
KCTD19	-1.1325
TRIM10	-0.3765
MGC26597	0.27
GCNT4	0.124
GPRASP1	-0.29125
CDKN1C	-2.28475
RHBDL2	-1.772
HSPH1	0.5255
AQP1	2.475125
COL17A1	-2.2719
GFAP	0.12225
CDC16	-0.878
KIAA1614	-0.1865
C6orf118	-1.0675
ZSWIM5	1.0845
FAM83F	3.46525
LYNX1	0.9174375
SYNPR	-0.8835
XG	1.27566666666667
PRSS16	-3.4135
KIF13B	-0.551428571428571
PCDH9	-1.86575
HIST1H2AH	3.17166666666667
RBM18	0.3085
ZNF626	1.34625
HEXIM2	1.10633333333333
ITFG1	0.064
TUBG2	-0.6285
SFRS7	0.147416666666667
C9orf14	0.1605
EXTL1	-0.16875
GBP3	3.72816666666667
WDR5	0.05425
RARG	0.613166666666667
MYO7A	0.19375
CECR6	-0.99225
C13orf3	-0.630625
SFRS18	-1.13
ACVR1B	0.277166666666667
PSMD1	0.9591
C7orf31	-0.3695
ILVBL	-0.0375
IFNGR1	0.263
RNF186	-0.2625
NOL9	-0.23525
MAGEL2	-1.50425
SLC29A2	-0.36725
NHSL1	-0.85675
RBMX	-0.379
PSORS1C2	0.19675
RAD51L3	-0.292333333333333
LCN6	0.93775
ORAI2	-0.6715
BRUNOL6	0.2315
OR4K5	0.1475
CDC123	-0.458875
MSLN	-1.971
WWTR1	-2.57166666666667
ZNF700	-0.142
COBL	0.473
PPP1R16B	0.237875
GAS7	-0.9943
MDN1	-0.812
HAAO	0.077
C9orf68	1.79675
TNFAIP2	0.911625
FOXN1	-0.084
hCG_2033311	-0.1305
ATP6V0D2	-0.2808
RPL41	-0.46275
SLC38A1	0.09775
ARHGAP6	-1.75225
ADAD2	-0.65375
PHF20L1	1.2465625
MCM3AP	-0.445833333333333
ST3GAL3	-0.737833333333333
SNX1	0.760833333333333
ELF5	0.3335
PARP3	-0.0115
RBM8A	-0.4768125
LINGO4	0.001
ITGA9	-0.184666666666667
ZFR	0.19825
ACSL6	-0.1085
FLJ20699	-1.0674
DAOA	-0.0815
FABP4	2.75725
KCNB1	0.2445
CANX	0.1185
SLC25A28	0.0065
ADIPOR2	1.71575
ECHDC2	0.8715
SMA4	0.97625
FRZB	2.3895
PABPC1	0.163
DMRTB1	-0.127875
APOBEC3G	0.22125
CATSPER2	-1.02466666666667
CUEDC1	1.276
STARD9	-2.04875
CLDN8	1.4165
LOC23117	-0.606090909090909
E2F6	-0.5125
TMEM126B	-1.278
DPY19L4	0.8625
GIMAP5	3.20316666666667
NDUFA9	-0.435333333333333
FAM77C	1.1785
CTPS2	0.832
LOC51035	-0.362625
WDSOF1	0.3205
EGLN3	-2.246375
PITX3	0.229833333333333
OR52E8	-0.0935
GRM4	0.582
KLK1	-2.30616666666667
GPM6B	-3.01575
RRAGD	-0.892
PAGE5	-3.67475
UCHL5	-1.233
ULK3	0.162333333333333
AIM2	2.061
PNO1	-0.314
OR2F2	0.1575
GNAT2	-1.027
SIX1	-1.09075
ST13	0.241666666666667
ZBTB44	-0.149125
TIMP2	-0.6275
ZMAT4	-4.32875
GTF2IRD1	-1.105
ZNF19	1.07616666666667
ZNF714	0.469
RSC1A1	0.45825
C9orf80	0.9625
PSMA8	0.357166666666667
TMEM141	1.20575
COX4I1	0.470285714285714
CTAGE1	1.03183333333333
DTWD1	-0.92125
HSD11B1	2.14325
KRT6B	2.111875
ARID4B	0.913375
LHFPL3	-0.059
WWP2	0.00766666666666666
ZNF326	0.0233333333333333
RGPD1	0.7075
CTSH	2.56666666666667
FASTKD1	-0.378625
PAF1	0.8881
TTC9C	0.23525
IFT57	0.9089
PRSS36	-0.388
IL20RB	-2.356
ZNF592	-0.202
DCTD	-1.1449
CFP	1.2975
MFNG	-0.92025
JMJD2B	0.75275
ALDH3B1	-0.759375
THSD4	1.81283333333333
KCNJ5	2.155
LMNA	-0.552833333333333
TBCD	1.026375
ZNF250	0.458333333333333
CASQ2	0.526333333333333
PEG10	-3.56408333333333
PRAME	-3.88973333333333
NP	1.070625
TRIM59	0.61
ZNF12	0.067625
XTP3TPA	0.919
SIGLEC7	0.5558
PANK4	-0.019
FAM70A	-2.24816666666667
SNED1	-0.44275
HIP1	0.8867
RAET1E	-1.43083333333333
AMAC1L2	-0.742
AHNAK2	-2.15658333333333
TOE1	-0.967
RECQL4	-0.66925
SPRYD3	0.396
DPAGT1	-0.093
MAGED2	1.5172
ANKRD55	-0.31275
TRPS1	1.4425
DOK7	-2.736
TFPI2	3.06575
GTF2H3	-0.674166666666667
CYP4F11	2.3505
LHX2	-0.0861666666666667
ATG16L1	1.76666666666667
ASB12	-0.08
C1orf116	-0.688
NF2	-1.15355
POM121	-0.9302
PHYHD1	-0.8454
TXNDC17	0.320333333333333
DKFZp779O175	0.6515
NUP62	-0.472357142857143
MYO18B	-1.1525
PRAMEF1	-0.254
TCBA1	-0.01225
TMEM168	0.69875
FJX1	-1.41316666666667
CLCF1	-1.70625
SEPN1	0.4865
IGSF2	1.73675
NUDCD1	0.0775
TFF3	2.567
NDFIP1	0.123571428571429
CHCHD4	0.3775
TNR	-0.046
CUTA	-0.165
USP44	-4.17175
DPP10	-0.5245
IWS1	0.583333333333333
PCGF1	1.3405
SULT1C4	-0.4975
NTF5	-1.774
PTPN13	-1.80075
SSTR5	0.1465
SFRP1	-5.28475
IDH3B	-0.14775
SUOX	0.632
TMCO5	0.37775
GOLT1B	-1.483
MIB1	1.04857142857143
PCDHGB1	1.166
SUSD1	-0.00475000000000001
ICAM5	-3.0345
PAPOLB	0.47225
URM1	0.2128
TMEM106B	0.124833333333333
LRIG2	-0.948
SLC27A5	-1.90675
CLIC6	-1.8551
ZNF420	1.4105
SCN9A	-1.7634
KIAA1909	-1.14475
ELMOD1	-2.361
PRKAG1	-0.5225
FAM64A	0.174
EEF1G	-1.334
SMAD5	0.61475
INCENP	-2.2795
WASF2	-1.598
GARS	-1.1548
CDK10	-0.8042
HLX	-0.514333333333333
MDM4	-0.68575
ZNRF1	-0.577
HHATL	-1.36033333333333
FAM21C	0.0236
HIST2H3C	2.225
PFDN2	1.16
ZNF200	0.5565
NDN	-2.5335
HBA2	-2.42916666666667
FBLN5	-0.3665
PUM1	0.133214285714286
TNNT1	-1.69233333333333
C19orf59	-0.632
HNRPH2	0.755833333333333
RAB7A	0.4
PMS2	-0.31725
BIRC3	0.1415
NRSN2	0.94375
OR52K2	0.172333333333333
SPOCK1	-1.67692857142857
H2AFY	0.97
RXRB	-1.2985
ZNF638	0.479666666666667
ANKRD45	0.0815
ACTN4	0.041
FXC1	-0.08625
EIF2B5	-0.01875
VPS33A	-0.139
PINK1	-0.05375
FAM106A	0.5755
SKIP	0.3301875
GAPDHS	0.0175
MUM1L1	1.62175
PSTPIP1	1.29725
CNTNAP1	-1.7398
CYP26A1	-3.7595
APOL2	0.7178
TACC2	-0.0345
COX7A2L	0.494714285714286
HSD17B1	0.02725
ARRB2	-0.1035
SLC7A6	-0.3508
HSD17B10	1.028
RBJ	-0.0495
NUP155	-1.16775
MRPL10	-0.863666666666667
CYCS	-0.603833333333333
CCDC46	-0.635333333333333
TECTA	0.34
GNAL	-0.93475
LPO	0.6495
PEBP4	0.0005
DDX11	-2.6035
C18orf12	0.27
TAF9B	0.347083333333333
IMP4	1.4585
RPA4	-0.991333333333333
NDUFS1	-0.104
UPK1A	-0.245166666666667
ARRDC2	-0.0316666666666667
C18orf20	-0.1055
AES	0.2595
CD2BP2	0.42
C16orf54	0.8835
UGT2B17	0.36325
FGFR1	-1.55268181818182
CEACAM6	-0.9337
CHRM5	0.188
CERK	-1.254
AP3S2	0.765214285714286
ANKS4B	-0.51675
CLCNKA	0.035
ZNF208	1.29983333333333
HLA-DRB5	3.7015
CARKL	-0.294
GOT1	-0.102833333333333
CASP6	0.868875
HOXA1	-0.559
RCL1	-0.818
ZNF181	0.4015
RAB40B	0.3255
MRPL38	1.558875
LRRN2	-0.655
C3orf25	0.538
OR5D14	0.15
OR10AG1	-0.0345
BET1L	-0.0055
FRY	2.841
AK3L1	-1.62475
CSF3R	1.00516666666667
POLR3K	0.572
ATG2B	0.3255
EPS8	-0.504
DARS	-0.7965
C10orf56	-1.52783333333333
DAD1	0.916833333333333
RIOK1	-0.0416666666666667
HERC2	-0.81075
HSD11B2	0.430166666666667
FAM96B	0.30325
MGC13057	-2.37975
BSN	0.13225
CAND1	1.5485
HCST	2.2015
ACTR10	0.892
OR8D4	0.3635
NASP	-0.9139
COL9A2	0.598
LYZL1	-0.1595
GPC5	-2.79725
TBL3	0.207333333333333
CENTD2	-0.1939
OR5AP2	0.02975
TLR1	1.626
LMO6	0.25975
ZIC2	-1.41625
CPNE5	0.52825
ZMYND15	0.752
FLJ22374	0.5015
CCDC106	-0.64575
PARP16	0.8325
PDIA3	0.80225
C14orf126	0.109
CECR2	0.7805
SFRS1	-0.292
FIGLA	0.035
DCP1A	-0.123333333333333
MGC45800	-1.8984
TEKT1	1.63183333333333
C10orf67	0.328
CLN5	-0.127125
NTN2L	0.1185
GLE1L	0.1035
CES2	-0.4153
GNAS	0.211777777777778
DDX53	-0.6775
TSPAN13	1.701
MRPL52	0.3394
SPIRE2	0.153125
TAS2R39	0.44325
SCUBE3	-0.20225
UCRC	0.5556
CDKL3	0.35675
KIAA1715	-0.5558
ZNF345	0.973
RTF1	-0.17475
DHRS7	0.43375
RIPK4	-1.91483333333333
EXOSC2	-0.696333333333333
MS4A2	3.9945
FGF17	-0.0385
WDR59	-0.675625
EVI2A	-1.357
IL17RC	0.760333333333333
HS3ST1	2.16475
ITGB1BP2	-0.9855
RBPJ	-0.480166666666667
GIMAP1	3.4395
INE1	-0.904333333333333
ALDH18A1	-0.849375
TPI1	-1.106
GATA6	-0.2455
CABP1	-0.8795
ZNF484	0.65875
DAPK3	0.434
GJB1	-2.39333333333333
PIN1	-0.134125
SLC6A15	-3.23208333333333
CNO	0.60825
RIN2	-0.488875
FRRS1	0.898
CYorf15B	-3.887875
DMRT3	1.31375
ATAD1	-0.25975
OTUD4	0.023
ATOH8	-2.08425
ZSCAN16	0.85325
ASCC1	-0.015
OTUD3	0.14375
MGC33212	0.745333333333333
YME1L1	0.06425
RP11-218C14.6	0.06575
PCBP4	0.332
TNFRSF10A	0.69875
CDH10	-3.66133333333333
KL	1.06525
SCP2	0.130583333333333
C9orf119	0.585375
SON	1.28225
MAFK	-0.0385
SBNO2	0.492
SLC6A6	0.0451666666666667
SC4MOL	0.02225
FAM35B	0.17175
PPP1R9A	-0.08925
PDZRN3	-0.261625
CXorf20	0.0265
C6orf126	2.21225
AVEN	-0.661
FLJ21075	-1.2945
C14orf132	-1.454
PCK2	0.626
GUCY2C	-0.2565
BARX2	0.2705
PEX11G	1.8735
DAO	-0.645
C10orf49	0.05975
EDNRA	1.2415
PPP2R5A	1.6286
DDX39	0.7455
SERF1A	1.30725
ASCIZ	0.2355
FNDC8	-0.0475
PTMS	-1.273875
PHF7	0.93325
PIP4K2B	-0.095125
HHLA2	0.2275
BDH2	0.893
APOBEC2	-0.52925
PENK	-1.14816666666667
SMAD9	-2.039
MT3	-0.37925
RGL1	-0.49325
ATG10	-0.743
DLGAP4	1.2885
APPBP2	0.337714285714286
BACE2	-1.99885714285714
LOC339344	0.2255
ZNF395	-1.575875
HIST1H2BL	2.0595
ZNF467	0.754
SLC25A21	-1.15025
PALM2	-0.778833333333333
NSUN5C	-0.5255
IL5	2.0081
CLSTN2	-0.8675
ANXA8L2	-2.0665
PTGES	1.356875
GDAP1L1	-1.95
OPRK1	-1.04583333333333
WDR20	0.482
C12orf4	0.1515
NUP88	-0.030875
XRCC6BP1	-0.376333333333333
FCGBP	-0.681714285714286
LEMD2	-0.42075
NOMO1	0.44675
C10orf79	0.937625
ZNF79	1.7598
OCRL	-0.0911
HSPA8	-0.21525
DIDO1	0.168666666666667
PLA2R1	0.725
COG3	-0.1391
NGDN	0.3965
CBFA2T2	0.240875
PNOC	-1.039
PRRG1	1.44966666666667
AGGF1	0.464285714285714
DPF2	0.444
YIPF7	0.73
TRPV5	-0.0545
ZNF322B	0.80625
MED12	0.345833333333333
CARS	-0.786333333333333
ABCC11	3.31983333333333
C9orf25	0.4515
MYH1	0.1255
FRYL	1.21516666666667
AGTRAP	1.585
MMP27	0.2215
ZNF432	-0.086875
OR8D1	0.0235
OR13D1	0.1365
VWA1	1.29725
STON1	-2.26625
IL5RA	0.4
PERP	-0.0277
C10orf107	-1.11983333333333
TNFSF12	1.319
FN1	-1.6255
MTR	-0.243833333333333
PHLPPL	0.0496666666666667
ZNF425	0.81925
DHFR	-0.7005
PPP1R12A	0.1585
RSPO2	-2.095
ZNF7	0.19175
ZNF583	0.589
TPMT	-0.5355
GPR132	0.718125
OR2T12	-0.29625
SERTAD2	0.6768
ATP1A1	-1.0985
FRMPD3	1.50075
ZNF672	0.33525
PLXNB3	1.549375
EML5	-0.316
FAIM3	0.517
UBQLN2	0.64325
SORCS2	-1.538
PRIM2	-1.106
ACVR2A	0.131166666666667
YWHAZ	1.67041666666667
PGM2L1	0.05575
GNAO1	0.728142857142857
RPL10	-0.1773
RPS6KA6	1.811
PFKL	-0.410166666666667
SH3D19	-1.795625
AURKB	-1.58533333333333
ZC3H6	1.0805
DISC1	-0.0266666666666667
FLJ39660	-0.803833333333333
TMEM25	1.357375
OSBPL10	-0.144625
CLTCL1	-1.215
ALG6	0.09
CATSPER4	0.4465
LRTM1	-0.343
RRAD	-0.406833333333333
TIPIN	-1.124
CARD14	2.2815
RBM9	-0.468833333333333
RASSF4	0.591
SLC25A18	-0.6145
C6orf58	-0.333833333333333
IGHD	0.1825
PLA2G6	-0.0515
TPT1	-0.343375
SEC63	0.5812
CCDC113	1.0842
TDRD10	-0.104125
KIAA1666	-0.180375
TOR1AIP1	-0.37
SYTL4	1.64283333333333
SPRR2F	-0.6685
CEBPD	3.81375
SNTG2	-1.7585
C20orf77	0.40625
TAS2R49	-1.347
C6orf173	-0.511333333333333
SVEP1	-0.5944
PXN	-0.693214285714286
VIL2	0.573833333333333
C5orf21	0.80975
DIXDC1	0.172
GANAB	-0.437333333333333
PDSS1	-0.49575
NGFR	-0.931375
ATP8B4	0.66725
BMP8A	-0.547
CCDC132	0.00299999999999999
GNRH1	-1.43
OR10T2	0.01425
PDGFD	0.988333333333333
