Hybridization REF	TCGA-AR-A0TX-01A-11R-A084-07
SNX22	0.401166666666667
MBNL3	-1.54733333333333
ODC1	-1.8731
ADORA2B	-3.821
NR2F6	0.87875
ZFYVE16	0.563055555555556
SYNJ2BP	0.5063
POLE	-1.45625
E2F2	-0.728
THRA	2.34083333333333
PTGES2	-0.6095
HIP1R	0.8785
TMUB1	-0.732166666666667
ENO3	-2.4945
RSPH10B	-0.5675
CXorf39	0.21975
IRGC	0.11925
GPR109B	1.49425
FLJ13305	-0.6605
LCE3A	-0.3575
TNFRSF18	-0.540666666666667
DET1	-0.967
TRPM3	-0.32675
C16orf79	-1.582
FECH	0.486
RAP2A	0.236833333333333
CRIP1	3.71066666666667
AZIN1	-0.65675
SLC7A7	4.01925
IL10RA	1.8536
TMEM64	-1.331
CDC42EP4	1.349
C16orf58	-0.1824
ARG2	-1.536
POU5F1P4	-5.26575
FAM62B	0.206625
DNAH8	-0.8824
ASH2L	-0.77825
TSLP	-3.51566666666667
CNTNAP5	-0.02075
TMEM16C	0.58425
IFNA14	-0.962
SLC1A3	1.61025
CABYR	1.046
BCL7B	0.0837
NUDT13	-1.63883333333333
C13orf28	0.295
C1orf53	-1.83125
ARL6IP4	-0.4725
RPL35A	-0.3005
EMR3	0.09525
RAB40C	1.01741666666667
SLC41A1	-0.133333333333333
LRCH1	0.21825
LY6G5B	-0.7975
FAM124A	-0.401785714285714
MGC10981	-4.57266666666667
CLIP3	0.1989
MAP4K2	-0.8755
CHIC1	-0.3025
SULF1	3.57216666666667
C20orf30	-0.134571428571429
PRDM5	-1.137125
ELOVL1	0.25425
C11orf48	-0.711375
SLC39A10	-0.81675
KCNV1	-1.0195
ACP1	0.167833333333333
ZMYM2	-0.161875
B3GNT6	-0.0478333333333333
C9orf69	0.28025
C2orf15	0.98275
C20orf166	0.046
HSP90AA6P	-0.5845
EDG7	-0.249
NEURL	-1.243125
LPL	2.3955
CLEC2D	0.505285714285714
GRRP1	1.8505
CD8B	-1.7346
HIST1H3D	-0.374333333333333
SLC6A12	0.946
FAM27L	-0.0975
CD84	2.8874
RASA1	0.801
PHKG1	0.203
MAGEA11	-1.583
IMPA1	-0.9368
NPM3	-1.37575
RARRES1	4.61475
SH3BP1	0.174625
B3GNTL1	-0.8625
ARPC5L	-0.0435
KLHL26	0.5725
SIM2	-2.519
GJC1	0.1085
C20orf194	0.052
EXO1	-2.06325
SLC2A2	-2.96383333333333
LOC285074	-1.03175
LRG1	1.59
KIRREL	-0.435
PIK3R1	2.43721428571429
C4orf34	2.606
MAF	-0.907444444444444
ADCY4	3.95833333333333
ZMIZ2	0.399
SLC46A3	2.19883333333333
STAMBP	0.394333333333333
CCDC16	2.68225
MS4A12	0.394
TCF20	0.44625
LRRC46	0.61625
C20orf152	0.59075
MRPS6	-0.17975
ABCB11	0.414
KCNC2	0.5345
CDH19	-3.3956
C9orf123	-0.355
SSH3	0.10925
LDLRAD1	-0.51825
CCBE1	-0.42675
ZNF135	1.606625
TAAR1	0.153
WFDC12	-0.0655
CCDC42	0.0556666666666667
FLJ12529	-0.15775
PER1	-0.381
TIMM50	-1.0195
SMARCAD1	0.0881666666666667
FAM26C	0.267
TP53TG3	-3.20833333333333
SH3RF1	1.8738
LMCD1	1.6275
GPR63	-0.922
FLJ21986	-2.722625
AIFM3	0.18775
MICAL1	0.104
BLZF1	0.631833333333333
IQCA	1.74716666666667
PCDHGC3	0.2235
SAC	-0.07075
BCL6B	2.2925
DDO	1.7995
MARCO	3.9875
DCHS1	0.2465
C1orf170	1.39716666666667
CD200R1	2.4835
C22orf15	-0.8445
SEPT11	0.425666666666667
ADNP	1.74675
UST	0.7588
C13orf34	-1.4455
RFFL	3.03535714285714
APBA3	0.32
C2orf60	-0.320625
CUTL1	0.0991
PMS1	-0.34775
ZNF689	-0.3455
EIF3E	-0.672666666666667
IL9	0.115666666666667
RPL31	0.089375
LY9	1.86816666666667
ATP2B3	-0.094
KDELR2	0.624
TFCP2	0.24975
NLRP12	0.049875
FLJ45422	-0.6335
TLE4	-0.1594
ZNF570	0.9285
FLJ43806	-0.62
TLK2	-0.8765
CIR	0.2475
MARS2	0.507
COL24A1	0.6585
SDF2L1	-0.6695
HIBADH	-0.281666666666667
IGFBP3	-1.92478571428571
C12orf23	0.6095
PSPC1	0.4715
C20orf43	0.90875
TRAV20	0.814
ARHGAP24	1.320125
KIAA1975	-1.324375
C1QA	3.7431
DNTT	-5.30683333333333
C10orf6	-0.17775
C11orf41	-1.0465
HNRPF	0.20525
COL11A1	5.986
UBAP2	-0.623
CDKN2AIPNL	-1.007
C20orf174	5.15175
SPRED2	2.01825
PLA2G12A	0.453333333333333
ICEBERG	-2.11633333333333
SCN10A	0.214
C11orf65	-0.39775
GBP5	5.5715
PITPNC1	-0.313833333333333
POU3F3	0.3595
NCOA7	0.563875
LIN7C	0.635
LOC348840	-0.5585
NKX2-2	2.408
ANKRD13D	0.032
LOC123688	-0.838
FUT2	2.13316666666667
TAAR8	0.578
FZD4	1.0075
PNMA3	0.515833333333333
OR4L1	0.1685
WIT1	-1.63175
EXOC3L	2.1765
ATPBD4	-0.8037
KRBA1	0.2735
UBXD6	-0.966
HOXB7	-1.04414285714286
C7orf23	-0.4075
UNQ338	0.4395
STAB2	1.49625
CDC20B	-0.089
IRF9	2.453
CENTG1	0.475
TNPO2	-1.133
MCPH1	0.183625
BMS1P5	-1.4495
SLC26A7	2.4365
HIST1H3J	0.11025
C9orf3	0.0289
LBH	0.88725
MYO1D	2.68925
PTDSS2	-0.67675
NFU1	-0.12475
DEPDC4	-2.32225
WNT7B	1.1135
GLP2R	-0.314666666666667
SETD4	-0.2536
DYNLT3	-0.4618
FKBP11	-0.109166666666667
SESTD1	0.422
FLII	0.812
RPS16	-0.9273
CHPF	0.865833333333333
CSNK2A1	-0.294166666666667
SUMO1P1	0.33775
FKBP6	-1.39
ZNF214	0.506666666666667
TWIST1	0.522833333333333
DDX56	-0.845833333333333
TRAM1L1	1.9105
EPO	-1.15433333333333
MRPS18B	-0.8495
ZNF682	-0.388
RPL14	-1.385
MAFF	-1.131
LOC51136	-0.97075
LY96	0.262
DDX20	-1.00975
ABTB1	0.3985
ARL5A	0.0912
CCT6A	-1.07375
HEPACAM	-0.331
EHHADH	0.00933333333333333
RBAK	-0.0201666666666667
CGB1	-0.106
ITGB5	1.6476
YIPF3	0.7845
FKBP2	-0.02375
NR1D1	0.2226
TMEM110	0.609
NEK2	-1.69666666666667
PRAMEF8	-3.70325
C20orf52	-0.3275
PCDHGA3	-0.8805
VWA3B	-0.00299999999999999
NDUFA5	0.2255
THAP9	1.18075
FLVCR2	1.46166666666667
AP1S1	-0.100875
SMAD6	0.02725
SAV1	0.153625
SAT1	1.46175
ZNF251	0.292125
ADAMTS7	0.3776
RPP38	0.432
C1orf211	-1.176
YPEL2	1.1207
RBMS1	0.181
ZNF445	-0.5985
NRXN2	0.230666666666667
PGBD4	-0.54525
UGT2B28	2.92625
WBSCR16	-0.5542
NLRC3	1.2115
ASTL	0.065
ST6GALNAC1	0.1395
ZADH2	-0.11875
MLLT4	0.159583333333333
ARL6	0.323666666666667
MEF2C	0.39025
CBFA2T3	0.061
AFF3	0.506642857142857
COG7	-0.481666666666667
MYB	-0.465666666666667
PLXNA3	0.084
XRCC2	-2.32416666666667
MMS19	-0.751125
ST8SIA5	-0.79475
CHPT1	-1.56583333333333
KIAA1712	-0.00749999999999998
OR6X1	2.001
ACTR3	0.8695
UGCG	-0.0136666666666667
OR4P4	0.9365
ZAP70	-1.501
LPP	0.7685
ZNF485	0.69075
PTPRCAP	0.926
IL12RB1	1.066
ATRX	0.0638
CHST8	1.41875
C14orf109	0.62675
ARV1	0.1535
NMB	-0.751714285714286
COX5A	-1.18516666666667
EIF6	-1.1745
MPPED2	-1.08616666666667
SEMG1	-1.453
CHRDL1	1.625
TRAF3IP2	2.00225
WNK2	0.278625
LILRA4	4.019
LAMA2	4.67975
PXT1	0.4255
RLBP1	-3.474
CD300C	1.37975
SLTM	-0.281125
FLJ10404	-0.291125
APOBEC3D	-0.0375
RENBP	0.9875
ATXN7L1	0.03675
NID1	0.42375
TUBGCP3	-1.2425
ITIH5	1.32405555555556
CCDC110	2.551
C8A	-3.316
MGC87042	-1.7815
HOXC13	1.28775
TFDP2	-0.3345
HCP5	2.212875
POLI	0.0825
UCN	-0.947833333333333
ZNF764	1.03116666666667
C8orf45	0.442
FHL3	-0.28725
SPATA5L1	-1.33225
MMRN2	2.866
NDST1	0.980166666666667
COL20A1	-0.345166666666667
ZNF248	-0.4145
PELP1	-1.2665
MBL2	-3.14916666666667
RNF41	1.3005
C5orf24	0.11075
THOC5	-0.403875
SERINC3	0.04
RP11-151A6.2	-0.79575
CDCP2	-0.1555
HIST1H2AA	0.398
C11orf75	0.447666666666667
FKBP7	-0.08325
DDOST	0.3455
GPNMB	1.797
TTF2	-1.518
KCNT1	-0.00300000000000001
SLC39A14	-0.928375
NGRN	-0.2321
GPR137B	2.79525
MECP2	0.057875
PSMA1	-0.06525
C16orf73	-5.7745
TMEM60	-0.288666666666667
CSN3	0.2955
NOS1	0.145333333333333
RAB7L1	0.769
YBX2	-0.629
KIAA1166	-0.7225
FUBP3	0.0728333333333333
ABCG1	2.347
ACACA	-0.25425
ARL11	0.883
ATOH1	-0.7465
ODF1	-0.267666666666667
CREB3L3	-1.10766666666667
TMEM127	1.52671428571429
DSCAML1	1.1715
PLN	2.3655
LYPLA1	0.590916666666667
PRDM9	-2.17425
SASP	0.5485
PLUNC	1.65533333333333
INTU	-0.7685
HISPPD1	-0.188
LNPEP	0.493833333333333
YARS2	-0.358833333333333
APCDD1L	-2.046
ZCCHC4	-0.2679
FBXO22	-0.841166666666667
TTLL13	-0.102
ZNF669	0.742666666666667
PTGDR	2.7995
DDX27	1.7185
KIAA0409	-0.902166666666667
GJB6	0.9685
ASB8	1.61125
PLP2	-0.762166666666667
MEPE	0.61425
OR10J5	-0.415
KRT222P	0.78725
COQ7	0.568333333333333
C1orf101	1.07475
RERG	0.1024
CHMP5	0.158375
THAP11	0.33375
ZNF43	1.34716666666667
ZRANB3	-1.18366666666667
KRT13	-1.18475
MRPL19	-0.152625
RBBP9	0.346875
SPATA17	0.9625
BXDC5	0.290833333333333
PAFAH1B1	-0.483666666666667
MAGEE1	0.41225
OSTF1	0.46375
KIAA0323	0.153666666666667
TXNDC13	0.6625
CNTN4	0.454
LCE1B	-0.0645
UNQ501	1.256
ZNF154	0.49
C3orf64	0.43075
SYT5	-0.1616
PON1	0.00566666666666671
FLJ10357	-0.174625
ATP4A	-1.8225
GNPDA1	0.0871666666666667
MGAT1	1.39283333333333
C14orf121	0.4515
SLC35B2	0.06325
MIER3	0.281
CHEK1	-2.550625
ZNF8	-0.0436666666666667
TXNDC1	-0.3615
CKB	-0.2569
RTN3	0.352428571428571
FZD2	-1.3265
PART1	2.617
PSMB6	-0.9015
PCDHB8	-0.783
PHC3	0.557
PPP1R8	-0.306833333333333
NOVA2	1.60416666666667
TNFRSF11B	-4.651875
GOLPH3	0.9345
UBLCP1	0.14625
SUHW3	-1.2245
TTLL1	0.56025
OPN4	0.273
OR13G1	0.118
ZPBP2	-0.000199999999999978
HSD17B11	-0.912375
C9orf50	-0.4745
DHDDS	0.496571428571428
CTSW	2.7595
NEFM	-3.35583333333333
MRPL28	-0.30625
SYN1	0.175
PIGV	-0.261166666666667
ZIM2	-1.4475
APBB1	0.139666666666667
SND1	-0.14725
C1orf123	-0.0591666666666667
CHD3	-0.13125
BHLHB8	0.17075
RNASE2	0.104666666666667
BCAP31	0.294625
SLC25A44	0.324666666666667
CHD6	-0.6438
PIB5PA	3.40461538461539
SELS	-0.102625
LOC541471	-0.6035
FAT2	-1.571
ZNF81	0.4135
OR4C16	0.671
FLJ10081	-0.0106
LRRC4	1.9445
CS	0.133666666666667
N4BP2	-0.853125
IGFBP7	1.76075
ZNF318	0.126166666666667
NDNL2	0.342875
ZNF609	-0.08375
SIRT4	-0.23975
EXOSC10	0.3175
ECE2	-0.169583333333333
OVGP1	0.63775
GTPBP3	-1.5435
PACS2	0.5909
C19orf36	0.199
ARL4C	-0.200375
ATG4B	-0.11275
UBQLNL	1.37725
RHOXF2B	-3.9765
PLEKHG2	-0.869
GALR1	-0.983
AQP4	-0.3285
HDAC7A	0.170333333333333
DCUN1D3	1.05325
OR8A1	-1.017
CCRN4L	-0.15775
CBR4	-0.1795
KIFC1	-1.41866666666667
SLC7A14	-1.36166666666667
LHX5	0.2925
TRPC7	-0.131
LPXN	0.4765
SERPINA1	-2.075375
RPS13	-0.7664
BPIL3	-0.2535
PRKAA1	-0.5475
FADS2	0.8295
ENAH	0.4169375
PRO1768	-0.031
APBA2BP	0.3735
LIPH	2.6895
C3orf33	-2.16725
RCC2	0.597214285714286
ALDH1A2	-3.198
RNF103	3.16925
AHCY	0.444125
ALG12	1.573
CCL17	2.61225
ZNF543	0.981333333333333
ESRRG	2.318
CNGA1	1.6685
RDH5	0.453
OTX1	-0.5684
PTGFR	-1.0915
CDR2	0.4715
SELE	5.3045
NLGN2	-0.947833333333333
EXOSC9	-0.753
ZNF566	0.332166666666667
KLRC2	-2.89
GPR12	0.3195
KIAA0196	0.564
PDRG1	-0.21025
SSR3	-0.732214285714286
MSI1	-0.715
CST9	-0.868
CC2D1A	-0.226625
PLAGL1	-0.231055555555556
ZNF778	0.6525
RNF2	0.034
KLF6	0.505
THBD	2.0295
tcag7.1314	0.868
NR5A1	-0.211166666666667
ABCD2	1.2405
DNAJC7	-2.66375
CLEC4C	1.932
TM2D3	-0.067875
CCDC4	-1.071
PLAC2	1.21125
DCD	1.1165
FAAH	1.11175
POLA1	-1.20083333333333
TM7SF2	2.3805
FLJ39822	-0.8795
FLOT2	-0.119625
MAP4K1	0.6515
SRP68	0.2795
C21orf74	-0.0835
ARPC5	0.126375
LOC126075	1.56975
HECW2	0.67125
ZDHHC4	-0.38175
ANKRD42	0.9147
PDE9A	-0.790166666666667
ABCA8	2.0335
NDUFS2	-0.221
UBR5	-0.788875
BTBD16	-2.4585
LOC554174	0.007
ZNF20	1.3675
KIAA1843	0.5805
WDR17	-1.046625
C15orf33	0.2
RNF113A	-0.3175
CAMKK1	-0.1013
CLCN2	-0.85725
ANXA6	-1.1605
LOC340069	0.0425
EMID1	1.1665
DPM3	-0.9595
ELA1	0.00700000000000001
SLC25A13	-0.9588
KRT24	2.3025
SMPD1	0.692166666666667
TH	-0.2
COL6A2	0.714857142857143
ANKS1B	0.626
GPR126	-1.5908
ZC3H12A	0.494
TMEM47	0.6475
C2orf51	-0.2175
C1orf88	1.37416666666667
HSF2BP	-0.552
AKAP10	-0.09975
RPAP3	0.262
KLHDC8B	0.3845
STOM	1.2656
MUPCDH	0.021
C10orf72	0.0471428571428571
PLEKHA3	0.4905
TCP11L1	-0.258
CWF19L1	0.084
SPEF1	1.56169230769231
YSK4	1.625
ELN	1.9095
SAMD8	0.2625
MPI	-1.74066666666667
MEPCE	0.4433
ABCC3	-0.75125
NANOGP1	-3.99
KCNK17	-0.3875
HLA-DMB	4.9165
RRAGA	0.94175
ANGEL1	-0.7715
RBM32B	0.164
CPN1	-3.5935
MGC52282	-0.2352
HLA-A	2.58483333333333
OR9G4	0.3295
EDNRB	-0.68775
SCD	-1.10214285714286
C14orf80	-0.359166666666667
BAGE2	-0.1495
RABL4	0.978833333333333
RCVRN	0.218
SHANK1	-0.118
NLRP7	-1.704
CD226	2.1375
STAT3	0.65975
SYNJ2	-0.9945
TPCN2	-0.143
WDR36	-0.83025
MBD4	0.08325
ROBO1	-1.1201
ST3GAL6	-1.93625
SLAMF8	4.126
ATN1	0.219666666666667
GPR141	0.4525
KRT36	-0.0895
TPH1	-0.0965
DDX52	1.21075
ZSCAN29	-0.5055
TRPT1	0.5005
DPEP3	0.81525
DENND4A	-0.80425
TSPAN16	-1.814
PTCHD2	0.669
LOC145814	-1.33225
CAP1	0.7695
EIF5A2	-0.3315
NT5DC3	-1.626125
SEPT9	0.483625
SEZ6L2	0.159875
EGFLAM	3.2415
VPS11	0.29925
NDUFB5	-0.0936666666666667
CIDEA	4.33816666666667
IER5L	0.8895
N6AMT1	-0.0265
FAM83C	-0.1645
OXR1	-0.244333333333333
IRX1	-0.5085
DGKB	-0.752833333333333
GCN5L2	-2.3005
MIR16	2.395125
FBXW9	0.0375
WDR4	-1.80616666666667
PDC	0.1615
VPS33B	-0.70825
HEXB	0.1705
FLJ32214	0.3535
TCEB3	-0.84275
CRLF1	-3.02325
ABI3BP	2.91525
C8orf22	-4.563
PYCR1	0.832
KIAA1706	0.63625
CDK5R2	0.238875
WAS	0.6775
C12orf60	-1.36425
CCBL2	0.085
MADD	-0.0665
C5orf34	-1.633
WDR42A	0.652
KLF12	-0.465625
HSPA1A	1.4
ITM2C	-0.8465
DAPK2	1.18416666666667
LOC442590	-0.161
SUMF2	0.45825
CENPA	-0.987615384615385
TMED5	-0.088875
CDH6	-0.6067
BRP44	1.248125
THG1L	-0.84525
GABRA2	-2.8765
C14orf166	-0.2985
MYL1	-2.304
TNFSF18	0.142
PAP2D	-1.44666666666667
PPIB	-0.8215
KLHL4	-0.2725
SFN	-2.976
CCDC127	0.356
FRAP1	0.588
GOLGA5	1.02225
SDCCAG1	-0.26
MGC21675	0.031
C10orf95	-1.7295
KIAA1345	-0.777166666666667
C1orf163	-0.973
LACE1	-0.625
OR10K2	0.406
CENPN	-1.83316
TMED2	0.729
UGT1A6	-1.247
ANG	-0.8585
U2AF1	-0.861166666666667
CASC2	-0.0646666666666667
NMT2	-0.595
OSGEPL1	-0.42325
DFNB31	-0.302
SLC6A20	-0.048375
DKC1	-1.1015
FXYD4	-1.202
WDR64	0.4545
MGC5590	0.3455
CREBZF	-0.209833333333333
DAZ1	0.06025
PRPSAP1	0.0435
GCHFR	0.09225
TTC7A	-0.014375
LOC196993	0.44175
UBD	3.204
S100A1	-1.219
RPL6	-0.6495
DNAJB6	0.3345
NAGS	-0.8057
C2orf58	-0.1255
KERA	1.23233333333333
MT1X	-0.1598
UBE2B	0.8172
KEAP1	0.22525
MST1	-3.805375
OMA1	0.1135
ABLIM2	1.6345
BCL2L13	-0.42925
JAZF1	0.0141666666666667
TMEM63B	1.19
S100A8	1.1241
ARFIP2	0.27925
UROS	0.76075
KHDRBS2	-0.209
POLQ	-2.478875
SOAT1	0.22525
SPAG4	-2.566
MRPS30	-1.23233333333333
LOC494141	-0.30775
OR2T11	0.272
ORAOV1	-0.7747
ZNF184	-0.0346666666666667
TCEB3B	-0.1055
ADAM21	0.1935
GDPD1	-0.3735
SPINLW1	-0.027
PRR14	0.665333333333333
KCTD9	-1.585
NUDT3	-0.152
KIAA1822	0.8262
HIST1H4K	0.659
DFNA5	-1.60525
GABPA	0.0075
C14orf44	1.1025
POLB	3.3605
PTAR1	-0.489
SEC31A	0.7596
TRIM58	-2.3635
TAS2R14	-0.712
VPS8	0.921
H1F0	0.656666666666667
PRKCB1	-0.914666666666667
UGT2A1	0.367
TOR1B	0.29875
LSS	-0.451083333333333
C2orf19	0.1685
HNRNPC	-0.156571428571429
TMEM100	-0.347833333333333
LOC116349	-0.541
OR51M1	0.0525
CCDC142	-0.5945
ISG15	0.5471875
ZCCHC14	0.72375
CREBL2	0.9785
TGDS	-1.84525
DC2	0.122
CACNA2D3	-1.69114285714286
ZNF429	-0.087125
LYPD6	-0.7345
SUCLG1	0.648833333333333
OR51I1	-1.4255
MAGEH1	1.99925
PRPF40A	-0.543
SMR3A	0.9805
SPINK2	-0.66125
THAP2	0.07125
NPY5R	-0.076625
IRF4	-0.24875
SPESP1	-1.76683333333333
OR10S1	0.00700000000000001
DTD1	-1.131
TUBE1	-0.3275
DDX19A	-0.06
PDPN	-0.813625
TMEM34	1.096
MGAM	0.2155
COL3A1	5.88994444444444
GFM2	-0.1704
OR5A2	-0.2975
PSG9	-1.059
ARHGEF11	0.490666666666667
IVNS1ABP	-0.432125
SIGIRR	-0.43725
DUSP19	-1.03025
DNAJC14	0.6738
ACSS1	2.63775
IL1RAPL2	1.104
C4orf30	-0.35675
SEPT4	1.82125
LANCL3	-1.99525
SPAG17	2.35016666666667
PRDX3	0.21775
HNF1A	-1.980875
P4HA2	0.0355
RFWD3	-1.24716666666667
MOV10	-0.27525
DNAJA5	0.638357142857143
LOC729440	-0.06225
LOC200383	1.1155
SMC2	-1.58875
MIXL1	-1.18783333333333
TMEM9	-0.19725
FAM86A	1.8135
ZNF174	0.711
MYH14	-0.92925
CCR8	0.388
VPS37C	1.22433333333333
GPATCH1	0.178666666666667
B3GNT8	2.477
TBX4	-0.296
CNR2	1.26166666666667
PCDH1	1.80725
C5orf29	4.4775
OCIAD2	1.44075
PLCG2	1.3655
KIAA0247	2.17375
HRH3	0.5046
CAPN13	4.80325
CCR1	-0.1718
MGC15523	0.0178888888888889
UVRAG	0.621333333333333
DNAJA2	0.0508333333333333
ITGA2B	-0.908166666666667
CLDN5	3.617
PTPRN2	1.11028571428571
ZNF512	0.663166666666667
PSAP	1.85307142857143
CCDC140	-1.078
LRRC55	0.05675
CYP26C1	0.3645
C8orf47	-0.9885
LYN	0.107375
DUSP6	0.2285
TGFB3	4.22193333333333
ELK1	0.138
PCDH11Y	-0.555166666666667
HGD	0.4745
C17orf58	1.92975
MYO3A	0.654
SERPINE2	-2.69833333333333
AARSD1	-1.178375
C14orf73	-0.9935
ADAM33	-0.03925
ZNF491	0.7655
MAPK6	-0.815166666666667
TCN1	-0.9305
SLC24A6	0.4895
UBE2R2	0.64225
H1FNT	0.34875
TATDN2	-0.307166666666667
LILRB1	2.637
P2RY5	1.265
NUCB2	0.52525
C2orf37	0.33075
SNX27	0.634666666666667
MTA3	0.788625
FOXO4	0.438
ID4	-0.4245
SOX5	-1.8305
PXMP3	0.609625
OR52M1	-0.293
SFT2D3	0.29225
INA	-3.45
MCOLN1	0.76375
NFIX	0.0224
CLEC14A	5.209
HIBCH	0.859
PLA2G5	1.5465
TIMM10	-0.611666666666667
MED17	0.5537
COL4A4	1.023
TPP1	0.422
GJA3	-1.60166666666667
TMPRSS5	-1.74325
AADACL3	0.292
DNMBP	-0.25025
ENPP5	3.80833333333333
NQO1	1.2647
ZSCAN2	-0.752375
SEC24C	0.373
GTF2A1L	-0.2485
AXIN2	-0.1463
FAM33A	-2.15033333333333
C16orf13	-0.51975
SPNS2	1.99175
TAF1	-0.32325
AP1G2	-0.397833333333333
RBM42	-0.467666666666667
HCN2	0.264
EFHB	-1.133
RUSC1	0.115833333333333
GRIK5	-0.133
USP21	0.0603333333333333
ATAD3C	-0.015
ORMDL2	0.69425
PRSS7	-3.1915
PSAT1	-3.80975
FLJ13195	-0.176333333333333
TBC1D1	0.866333333333333
IFNG	5.13925
OTOS	0.0441666666666667
ZNF773	-0.403
EMD	-1.74775
RETN	-0.40075
CCL8	4.6685
APH1A	-0.643
COX18	-0.133125
GTF2IRD2	-0.3585
CCDC82	-1.13691666666667
PAFAH2	0.9518
NPEPL1	-0.2619
RP11-114G1.1	0.9905
TP53INP1	1.528
ZNF300	-0.3985
FOXL2	-3.7435
LARP2	0.36625
LATS1	0.233
HTR6	0.208
SPOCK2	1.5875
RNF144B	3.31783333333333
HTATIP2	-0.891375
MGC10334	0.340583333333333
CENTA2	2.43
FGF2	-1.25925
FXYD7	0.0045
PHYHIPL	-2.577125
GPR34	5.60425
DDX6	0.0403333333333333
OR10W1	0.215
LHFPL1	-0.6065
ZNF313	2.36914285714286
VPS28	0.306
AP3M1	0.753
AKR1CL2	0.17625
TRAF4	0.4595
OR2B11	-0.0225
C19orf12	0.603166666666667
AKAP9	0.536166666666667
C1orf62	0.558666666666667
SLC20A1	-0.5349
FAM112A	1.19375
LDB2	1.043875
MRPS23	-1.51025
KLK5	-0.144875
SPTB	-0.0626
EFEMP2	0.5305
EFNB2	1.601625
PCM1	-0.579714285714286
NMNAT3	0.72325
TSG101	0.4305
C8orf40	-0.00383333333333333
NOB1	-1.25775
ABHD3	0.5345
GTF3C4	0.376625
PIGN	0.739
GALNTL1	0.1505
AEBP1	2.03175
OR9Q1	0.1705
ANKRD2	-0.56625
CCL28	-3.03325
TRIM38	0.9465
TMCC1	0.248166666666667
SMG5	-0.4425
LRRC7	-1.386
NCAPD2	-1.29983333333333
C6orf153	-0.5775
C1orf74	0.6485
OTUD6A	0.00750000000000001
DCP2	-0.486
TMEM24	1.109
RPL18	-0.0443333333333334
TMEM177	-0.2865
LRRC37A3	-0.24475
C1D	0.898
LDHC	-0.02225
UBE4B	-0.015
NIT1	0.26225
BTN3A3	2.01875
RASD1	3.452875
COMMD3	0.239
SHFM1	-0.2815
BIRC8	0.0925
DUT	-2.0785
C12orf51	-0.496
LRRC59	-1.33333333333333
LY6H	1.18225
WDR22	0.839166666666667
EDEM1	-0.176428571428571
ADH1A	3.5385
PANX2	0.6568
CYP11B1	0.408
CDC73	-0.3555
GPR172A	0.4975
GSTM3	1.72323076923077
KCNA5	0.773875
SERAC1	1.49683333333333
NFATC2	0.923
ANAPC5	-1.1494
C15orf24	-0.49475
NFATC2IP	-0.448583333333333
TNRC6C	1.5945
MGC102966	-3.329375
FGD5	1.808
MED9	0.24925
RAB13	-0.0591666666666667
C15orf49	0.0355
CRYGS	-0.3603
C12orf53	-1.6045
LOC283693	-0.714
COX6B2	-0.310375
PHF14	0.04225
FAM3A	-0.27
RPL13	-0.2729
PRDX2	0.6088
FLJ34047	-1.81175
PRMT3	-0.45
KCTD19	-1.9585
TRIM10	-0.740166666666667
MGC26597	-1.32766666666667
GCNT4	-0.0295
GPRASP1	-0.004
CDKN1C	0.0796666666666667
RHBDL2	1.5331
HSPH1	1.29525
AQP1	3.11275
COL17A1	-1.703
GFAP	-0.412375
CDC16	-0.72775
KIAA1614	0.1275
C6orf118	-0.733333333333333
ZSWIM5	-2.24
FAM83F	3.36025
LYNX1	0.274375
SYNPR	-0.342
XG	3.2065
PRSS16	-1.518
KIF13B	1.0635
PCDH9	-0.57925
HIST1H2AH	0.8265
RBM18	-0.31975
ZNF626	1.223625
HEXIM2	-0.719
ITFG1	-0.0275
TUBG2	-0.992
SFRS7	-0.02575
C9orf14	-0.7385
EXTL1	-1.695
GBP3	2.04166666666667
WDR5	-0.9905
RARG	0.331333333333333
MYO7A	0.637
CECR6	-0.35275
C13orf3	-0.73375
SFRS18	-1.735125
ACVR1B	0.4565
PSMD1	-0.0079
C7orf31	-0.283166666666667
ILVBL	0.01275
IFNGR1	2.21875
RNF186	0.051
NOL9	-0.98525
MAGEL2	0.43225
SLC29A2	-0.98825
NHSL1	0.20825
RBMX	-0.626
PSORS1C2	0.286625
RAD51L3	1.13725
LCN6	1.58625
ORAI2	0.36225
BRUNOL6	-0.222
OR4K5	-0.2785
CDC123	-0.530875
MSLN	-2.60616666666667
WWTR1	-1.03116666666667
ZNF700	-0.105333333333333
COBL	0.50875
PPP1R16B	1.225125
GAS7	0.7521
MDN1	-0.5735
HAAO	0.293
C9orf68	0.65175
TNFAIP2	1.556375
FOXN1	0.7925
hCG_2033311	-0.656333333333333
ATP6V0D2	0.1157
RPL41	0.08575
SLC38A1	2.097125
ARHGAP6	-1.42333333333333
ADAD2	-0.82225
PHF20L1	-0.000875000000000001
MCM3AP	0.006
ST3GAL3	-1.2635
SNX1	-0.300666666666667
ELF5	4.10425
PARP3	-0.66875
RBM8A	-0.627
LINGO4	0.541
ITGA9	0.3895
ZFR	-0.02075
ACSL6	-0.105
FLJ20699	-0.4523
DAOA	0.195
FABP4	6.36525
KCNB1	0.15975
CANX	0.6704
SLC25A28	0.561333333333333
ADIPOR2	-0.2655
ECHDC2	1.071625
SMA4	1.3995
FRZB	2.971125
PABPC1	-0.253833333333333
DMRTB1	-0.489375
