Hybridization REF	TCGA-AN-A0XV-01A-11R-A109-07
AKR1CL2	-0.30775
TRAF4	-0.322625
OR2B11	0.32
C19orf12	0.381
AKAP9	0.660333333333333
C1orf62	0.0115
SLC20A1	-1.2072
FAM112A	-0.03275
LDB2	1.64275
MRPS23	-0.983
KLK5	0.7635
SPTB	-0.2194
EFEMP2	0.52075
EFNB2	0.842625
PCM1	-0.578785714285714
NMNAT3	2.206125
TSG101	0.723166666666667
C8orf40	0.840666666666667
NOB1	-0.5405
ABHD3	-0.0895
GTF3C4	-0.073
PIGN	0.950333333333333
GALNTL1	0.43925
AEBP1	2.52625
OR9Q1	0.3455
ANKRD2	-0.142125
CCL28	-2.4255
TRIM38	0.615833333333333
TMCC1	0.480416666666667
SMG5	-0.60025
LRRC7	-1.3595
NCAPD2	-1.916
C6orf153	-0.51075
C1orf74	-0.121
OTUD6A	0.279
DCP2	-0.9485
TMEM24	0.52375
RPL18	0.0611666666666667
TMEM177	-0.5345
LRRC37A3	0.4645
C1D	-0.214166666666667
LDHC	1.22225
UBE4B	-0.0353333333333333
NIT1	0.577375
BTN3A3	1.20825
RASD1	2.382
COMMD3	0.351
SHFM1	-0.975
BIRC8	0.04775
DUT	-0.4735
C12orf51	-0.0195
LRRC59	-0.537666666666667
LY6H	1.22
WDR22	0.497166666666667
EDEM1	-0.156571428571429
ADH1A	3.2985
PANX2	-0.1481
CYP11B1	0.18825
CDC73	-0.52325
GPR172A	-0.91425
GSTM3	1.63130769230769
KCNA5	0.357625
SERAC1	0.797
NFATC2	0.1245
ANAPC5	-0.1098
C15orf24	0.10875
NFATC2IP	-0.653666666666667
TNRC6C	0.616666666666667
MGC102966	-1.057625
FGD5	1.24016666666667
MED9	0.37525
RAB13	0.5005
C15orf49	0.46
CRYGS	0.0042
C12orf53	-0.5791
LOC283693	-0.139
COX6B2	-0.32025
PHF14	-0.286125
FAM3A	-0.609375
RPL13	0.5587
PRDX2	0.3439
FLJ34047	-0.96125
PRMT3	-0.42425
KCTD19	-0.7555
TRIM10	-0.191833333333333
MGC26597	-0.2
GCNT4	-0.122
GPRASP1	0.74625
CDKN1C	0.246833333333333
RHBDL2	0.6427
HSPH1	-1.4795
AQP1	3.5875
COL17A1	0.8011
GFAP	0.543375
CDC16	-0.27075
KIAA1614	-0.0125
C6orf118	-0.2788
ZSWIM5	-0.44625
FAM83F	3.41975
LYNX1	0.2886875
SYNPR	0.041
XG	3.73633333333333
PRSS16	0.966
KIF13B	0.878142857142857
PCDH9	-1.197125
HIST1H2AH	1.19033333333333
RBM18	-0.437
ZNF626	0.388
HEXIM2	0.360166666666667
ITFG1	0.344
TUBG2	-1.1225
SFRS7	-0.351333333333333
C9orf14	0.4895
EXTL1	-1.2995
GBP3	2.13183333333333
WDR5	-1.5595
RARG	0.1575
MYO7A	-0.10975
CECR6	-0.71725
C13orf3	-2.22925
SFRS18	-0.79775
ACVR1B	0.168166666666667
PSMD1	-0.1831
C7orf31	0.0693333333333333
ILVBL	-0.157
IFNGR1	1.21175
RNF186	0.35575
NOL9	-1.07225
MAGEL2	0.15075
SLC29A2	-0.21525
NHSL1	-1.33825
RBMX	-0.2995
PSORS1C2	0.148375
RAD51L3	-0.183166666666667
LCN6	1.765
ORAI2	-1.017375
BRUNOL6	0.3161
OR4K5	0.024
CDC123	-0.754375
MSLN	-1.7125
WWTR1	-0.2205
ZNF700	-0.0645
COBL	0.2115
PPP1R16B	0.190125
GAS7	0.0525
MDN1	-0.593875
HAAO	0.0525
C9orf68	0.96925
TNFAIP2	0.579375
FOXN1	0.119
hCG_2033311	0.485833333333333
ATP6V0D2	0.1821
RPL41	0.4625
SLC38A1	1.727375
ARHGAP6	-0.352916666666667
ADAD2	-0.0275
PHF20L1	-0.5899375
MCM3AP	-0.0148333333333333
ST3GAL3	-0.2935
SNX1	0.5785
ELF5	1.80625
PARP3	0.281625
RBM8A	-0.5619375
LINGO4	0.0355
ITGA9	0.729
ZFR	0.11325
ACSL6	-0.132875
FLJ20699	0.853
DAOA	-0.3325
FABP4	4.589
KCNB1	-0.30925
CANX	0.4415
SLC25A28	0.842
ADIPOR2	0.234625
ECHDC2	2.0065
SMA4	1.61675
FRZB	3.11125
PABPC1	0.527833333333333
DMRTB1	0.112375
APOBEC3G	0.16325
CATSPER2	-0.225666666666667
CUEDC1	1.14533333333333
STARD9	-0.328375
CLDN8	3.69375
LOC23117	-0.549590909090909
E2F6	-0.517222222222222
TMEM126B	-0.711666666666667
DPY19L4	2.196
GIMAP5	2.9025
NDUFA9	-0.319666666666667
FAM77C	1.897
CTPS2	1.2385
LOC51035	0.2595
WDSOF1	-0.299
EGLN3	-0.452375
PITX3	0.3475
OR52E8	0.2175
GRM4	-0.0145
KLK1	-0.957166666666667
GPM6B	-1.634875
RRAGD	-0.297333333333333
PAGE5	-2.2
UCHL5	-1.55616666666667
ULK3	-0.0146666666666667
AIM2	0.8805
PNO1	-0.984833333333333
OR2F2	0.5105
GNAT2	0.1265
SIX1	2.66925
ST13	0.2935
ZBTB44	0.398875
TIMP2	0.29125
ZMAT4	-2.04325
GTF2IRD1	0.212166666666667
ZNF19	1.32716666666667
ZNF714	-0.67
RSC1A1	0.5745
C9orf80	-0.53875
PSMA8	0.0913333333333333
TMEM141	0.35475
COX4I1	-0.2805
CTAGE1	0.620166666666667
DTWD1	-0.90175
HSD11B1	2.06475
KRT6B	2.203625
ARID4B	0.242875
LHFPL3	0.01575
WWP2	0.617416666666667
ZNF326	-0.848833333333333
RGPD1	-0.428
CTSH	1.07
FASTKD1	-0.84125
PAF1	0.7134
TTC9C	-0.44675
IFT57	0.1051
PRSS36	2.055
IL20RB	-2.68
ZNF592	-0.2325
DCTD	0.2137
CFP	1.3725
MFNG	-0.083375
JMJD2B	0.938
ALDH3B1	-1.164375
THSD4	2.2015
KCNJ5	1.58516666666667
LMNA	0.472
TBCD	0.44525
ZNF250	-0.565666666666667
CASQ2	1.439
PEG10	-3.45483333333333
PRAME	-5.27473333333333
NP	0.07425
TRIM59	0.087
ZNF12	-0.0775
XTP3TPA	-0.4075
SIGLEC7	-0.6233
PANK4	-0.42025
FAM70A	-1.48333333333333
SNED1	0.50325
HIP1	0.2709
RAET1E	2.4145
AMAC1L2	-0.9835
AHNAK2	1.37616666666667
TOE1	-0.890333333333333
RECQL4	-2.45925
SPRYD3	0.7365
DPAGT1	-0.0955
MAGED2	2.7172
ANKRD55	0.5
TRPS1	4.50716666666667
DOK7	-1.10275
TFPI2	-6.615
GTF2H3	-0.798666666666667
CYP4F11	-0.4885
LHX2	-2.985
ATG16L1	0.965333333333333
ASB12	0.5975
C1orf116	2.236625
NF2	-0.6596
POM121	-0.6971
PHYHD1	2.7673
TXNDC17	-0.409166666666667
DKFZp779O175	-0.24875
NUP62	-0.422642857142857
MYO18B	-0.552166666666667
PRAMEF1	0.0115
TCBA1	0.388875
TMEM168	0.58625
FJX1	-0.1525
CLCF1	0.4795
SEPN1	0.198875
IGSF2	0.6365
NUDCD1	-0.561666666666667
TFF3	2.36483333333333
NDFIP1	0.872
CHCHD4	-0.58525
TNR	0.0595
CUTA	0.628666666666667
USP44	-3.10225
DPP10	-0.135
IWS1	-0.393166666666667
PCGF1	0.04875
SULT1C4	-0.188
NTF5	0.133
PTPN13	0.2425
SSTR5	0.414
SFRP1	-0.418875
IDH3B	-0.334875
SUOX	1.06866666666667
TMCO5	0.26275
GOLT1B	-0.5675
MIB1	-0.205785714285714
PCDHGB1	0.0815
SUSD1	-0.34
ICAM5	-2.6865
PAPOLB	0.3285
URM1	-0.2966
TMEM106B	-0.0983333333333333
LRIG2	-0.42375
SLC27A5	0.2095
CLIC6	4.0562
ZNF420	-0.175833333333333
SCN9A	-1.2249
KIAA1909	-0.01675
ELMOD1	-0.48
PRKAG1	0.7935
FAM64A	-1.34155555555556
EEF1G	-0.3364
SMAD5	-0.28775
INCENP	-1.89825
WASF2	-1.1615
GARS	-0.7749
CDK10	-0.1375
HLX	0.384333333333333
MDM4	-0.443375
ZNRF1	-0.526428571428571
HHATL	-0.629666666666667
FAM21C	1.0632
HIST2H3C	-0.389
PFDN2	-0.42025
ZNF200	-0.8865
NDN	0.10475
HBA2	-1.98766666666667
FBLN5	1.962
PUM1	-0.0605
TNNT1	0.517166666666667
C19orf59	-0.341333333333333
HNRPH2	1.15066666666667
RAB7A	0.328
PMS2	-0.570375
BIRC3	-0.210833333333333
NRSN2	0.269
OR52K2	0.259166666666667
SPOCK1	0.265214285714286
H2AFY	0.5445
RXRB	-0.02025
ZNF638	0.145666666666667
ANKRD45	0.49675
ACTN4	0.338333333333333
FXC1	-0.054
EIF2B5	0.65875
VPS33A	-0.19675
PINK1	0.5855
FAM106A	0.3405
SKIP	0.691375
GAPDHS	0.2935
MUM1L1	3.12825
PSTPIP1	1.213
CNTNAP1	-0.9911
CYP26A1	-0.7315
APOL2	0.3422
TACC2	1.009
COX7A2L	-0.000428571428571402
HSD17B1	0.3349375
ARRB2	0.132
SLC7A6	-0.0641
HSD17B10	-0.116
RBJ	-0.1585
NUP155	-1.766
MRPL10	-0.337833333333333
CYCS	-1.148
CCDC46	0.0211666666666667
TECTA	0.1225
GNAL	-0.50325
LPO	-0.2395
PEBP4	1.49175
DDX11	-1.6055
C18orf12	0.358
TAF9B	-0.142166666666667
IMP4	0.3925
RPA4	0.138333333333333
NDUFS1	-0.66875
UPK1A	-0.454666666666667
ARRDC2	0.785333333333333
C18orf20	0.2435
AES	0.067
CD2BP2	0.3135
C16orf54	0.477
UGT2B17	-1.563625
FGFR1	-0.634181818181818
CEACAM6	2.7783
CHRM5	0.1175
CERK	-0.376875
AP3S2	0.5835
ANKS4B	-0.46325
CLCNKA	0.156166666666667
ZNF208	-0.062
HLA-DRB5	3.9585
CARKL	0.07675
GOT1	0.396333333333333
CASP6	0.855625
HOXA1	-0.4025
RCL1	-0.64825
ZNF181	0.882
RAB40B	0.5745
MRPL38	0.43
LRRN2	1.156
C3orf25	0.453
OR5D14	0.2395
OR10AG1	-0.0355
BET1L	0.3799
FRY	3.293
AK3L1	-0.47
CSF3R	0.207333333333333
POLR3K	-0.548
ATG2B	0.727333333333333
EPS8	-0.3465
DARS	-0.33625
C10orf56	0.555666666666667
DAD1	0.156916666666667
RIOK1	-0.721166666666667
HERC2	0.0795
HSD11B2	1.33983333333333
FAM96B	-0.44175
MGC13057	-1.02375
BSN	-0.172
CAND1	-0.126
HCST	1.48725
ACTR10	0.484666666666667
OR8D4	0.66
NASP	-1.156
COL9A2	0.803166666666667
LYZL1	0.1485
GPC5	-1.48425
TBL3	-0.393666666666667
CENTD2	0.3512
OR5AP2	0.2605
TLR1	2.1035
LMO6	-0.09175
ZIC2	-1.0495
CPNE5	1.4935
ZMYND15	0.8545
FLJ22374	-0.19025
CCDC106	0.28925
PARP16	0.188
PDIA3	0.77675
C14orf126	-0.96
CECR2	0.6185
SFRS1	-0.720928571428571
FIGLA	0.2715
DCP1A	-0.684833333333333
MGC45800	-1.1782
TEKT1	-0.0225
C10orf67	-1.531
CLN5	0.380125
NTN2L	0.079
GLE1L	-0.228
CES2	-0.1391
GNAS	0.0557222222222222
DDX53	-0.004
TSPAN13	2.14725
MRPL52	-0.3553
SPIRE2	0.025
TAS2R39	0.177
SCUBE3	0.099
UCRC	0.5317
CDKL3	-0.15425
KIAA1715	-0.1296
ZNF345	0.447
RTF1	0.07775
DHRS7	0.78075
RIPK4	-1.443
EXOSC2	-1.6635
MS4A2	2.77525
FGF17	0.24375
WDR59	-0.313625
EVI2A	-0.40225
IL17RC	1.14016666666667
HS3ST1	2.761
ITGB1BP2	-1.3535
RBPJ	-0.723833333333333
GIMAP1	3.8325
INE1	-0.707
ALDH18A1	-0.0105
TPI1	-1.492625
GATA6	1.469
CABP1	-0.621333333333333
ZNF484	0.25325
DAPK3	0.5335
GJB1	1.12983333333333
PIN1	-0.254
SLC6A15	-2.6885
CNO	0.07625
RIN2	2.097125
FRRS1	0.252
CYorf15B	-2.957
DMRT3	1.31875
ATAD1	-0.141875
OTUD4	-0.198055555555556
ATOH8	-0.778
ZSCAN16	1.195
ASCC1	0.05375
OTUD3	-0.233
MGC33212	-0.575833333333333
YME1L1	-0.16475
RP11-218C14.6	0.19575
PCBP4	-0.3095
TNFRSF10A	0.02175
CDH10	-2.0015
KL	1.80975
SCP2	0.69575
C9orf119	0.385375
SON	0.0411666666666667
MAFK	-0.003
SBNO2	0.0295
SLC6A6	-0.224916666666667
SC4MOL	-0.4005
FAM35B	0.614625
PPP1R9A	1.0495
PDZRN3	0.768
CXorf20	-0.196
C6orf126	1.29025
AVEN	-0.0925
FLJ21075	-1.511
C14orf132	-0.73025
PCK2	0.380375
GUCY2C	-0.1565
BARX2	0.25925
PEX11G	1.6895
DAO	-0.376666666666667
C10orf49	0.20025
EDNRA	1.70433333333333
PPP2R5A	1.3162
DDX39	-0.47
SERF1A	-0.20875
ASCIZ	0.3443
FNDC8	0.21775
PTMS	-0.0669999999999999
PHF7	1.55775
PIP4K2B	-0.0724375
HHLA2	-0.38525
BDH2	1.0394
APOBEC2	0.10975
PENK	1.59416666666667
SMAD9	-1.009
MT3	-0.496
RGL1	0.232375
ATG10	-1.07325
DLGAP4	-0.175166666666667
APPBP2	-0.695714285714286
BACE2	-1.013
LOC339344	0.507666666666667
ZNF395	-0.6150625
HIST1H2BL	0.5425
ZNF467	0.453
SLC25A21	-0.64925
PALM2	-0.227166666666667
NSUN5C	-0.4385
IL5	-0.254777777777778
CLSTN2	1.99725
ANXA8L2	0.56575
PTGES	0.442375
GDAP1L1	-1.59766666666667
OPRK1	-0.644
WDR20	0.29575
C12orf4	-0.34
NUP88	-0.951125
XRCC6BP1	-0.487166666666667
FCGBP	0.956214285714286
LEMD2	0.031
NOMO1	-0.66025
C10orf79	1.06675
ZNF79	0.244
OCRL	0.0104
HSPA8	-0.614958333333333
DIDO1	-0.0442083333333334
PLA2R1	0.988
COG3	0.2551
NGDN	-0.8265
CBFA2T2	-0.215875
PNOC	-0.006
PRRG1	-0.102833333333333
AGGF1	-0.284071428571429
DPF2	0.67275
YIPF7	-0.0635
TRPV5	-0.03475
ZNF322B	0.3985
MED12	-0.178333333333333
CARS	-0.110833333333333
ABCC11	3.96166666666667
C9orf25	0.2525
MYH1	-0.484
FRYL	0.116166666666667
AGTRAP	-0.00375
MMP27	1.503
ZNF432	-0.06625
OR8D1	0.2115
OR13D1	-0.00675000000000001
VWA1	1.886
STON1	0.3155
IL5RA	0.10825
PERP	0.9077
C10orf107	-0.429333333333333
TNFSF12	2.32525
FN1	0.49275
MTR	-0.522166666666667
PHLPPL	0.531166666666667
ZNF425	0.77425
DHFR	-1.72583333333333
PPP1R12A	-0.090625
RSPO2	-0.354
ZNF7	-0.748
ZNF583	-0.425
TPMT	-1.34083333333333
GPR132	0.465125
OR2T12	-0.0355
SERTAD2	-0.0138
ATP1A1	0.3093
FRMPD3	0.225
ZNF672	-0.12825
PLXNB3	0.207
EML5	-0.115
FAIM3	0.0485
UBQLN2	0.17
SORCS2	2.11725
PRIM2	-1.4145
ACVR2A	0.650166666666667
YWHAZ	0.606666666666667
PGM2L1	0.422125
GNAO1	0.0815714285714286
RPL10	0.2989
RPS6KA6	-0.00149999999999999
PFKL	-0.531833333333333
SH3D19	0.776375
AURKB	-2.34033333333333
ZC3H6	0.6235
DISC1	0.00516666666666666
FLJ39660	-2.30716666666667
TMEM25	3.28275
OSBPL10	-0.141
CLTCL1	-1.51416666666667
ALG6	0.10325
CATSPER4	0.559
LRTM1	0.2065
RRAD	1.7175
TIPIN	-1.70725
CARD14	0.990875
RBM9	-0.176166666666667
RASSF4	-0.42825
SLC25A18	-0.322166666666667
C6orf58	-0.2925
IGHD	0.3175
PLA2G6	0.2675
TPT1	0.421
SEC63	0.4869
CCDC113	0.4583
TDRD10	0.95325
KIAA1666	-0.98325
TOR1AIP1	0.30125
SYTL4	1.37283333333333
SPRR2F	-0.478
CEBPD	2.8525
SNTG2	1.3455
C20orf77	-0.541
TAS2R49	-0.181
C6orf173	-1.65483333333333
SVEP1	0.9741
PXN	-0.491571428571428
VIL2	0.830416666666667
C5orf21	0.35475
DIXDC1	0.62375
GANAB	-0.334666666666667
PDSS1	-1.28
NGFR	0.6215
ATP8B4	0.894
BMP8A	0.818
CCDC132	-0.0495
GNRH1	-1.343
OR10T2	-0.0445
PDGFD	3.07016666666667
OR6W1P	0.6745
HARS	-0.0290833333333333
KRT77	0.0125
AQP8	0.02
ITGB1	0.2708
ZNF254	0.4226
PAX1	-0.00233333333333334
PSMC4	-0.1809
ANKRD22	2.69075
PSMD8	0.335333333333333
HTR1E	-0.0251666666666667
SOX10	-1.9926
OR5B2	0.432
RABGEF1	-0.263285714285714
MAP1LC3B	0.63325
CYB5R4	0.501
AGXT2L1	-1.45925
FLJ41603	2.25766666666667
TRAPPC2	0.560666666666667
FNTB	0.4556
FLJ14107	-0.657166666666667
AURKAIP1	0.283
DSE	1.54225
NFKBIZ	-1.04183333333333
OSBPL3	-1.097
LOC130576	1.3455
SLC39A9	0.903833333333333
LOC137886	-0.04325
RHCE	-2.7635
ATG7	0.798833333333333
FAM82A	0.975666666666667
FBN3	-0.2325
MCFD2	-1.35966666666667
CASP14	0.1275
EPS15	0.633
SFRS2B	1.09033333333333
C19orf47	-0.0315
PLAC9	1.4525
GPR23	-0.526
BTNL3	-0.04
RGS8	-0.0395
GNS	0.623875
ENO2	-1.7265
CBX1	-0.4498
PEX26	0.141
LRP5	-0.440166666666667
ADAMTSL4	-2.16483333333333
ARR3	-0.103666666666667
MAP1A	-0.263
CD2	3.72875
NAV2	-0.815375
TMEM69	0.0795
ATXN7	-0.462333333333333
CHN2	-0.381166666666667
ZNF781	0.288
HAS2	-2.93033333333333
KIAA0241	-0.971666666666667
BIC	1.24425
MOBKL2A	0.10325
CYP2C9	0.5855
CNOT7	-0.980714285714286
SFRS10	-0.846
CST11	0.15975
FLJ37543	0.2215
NKAP	-0.895
RUNX1T1	3.5125
EAF1	-0.1291
IL4I1	2.36975
LRRC61	-0.352666666666667
PSIP1	-1.61666666666667
SPRR4	0.21
ZFP90	0.605666666666667
AP2B1	0.588461538461538
SLC30A7	0.59275
C7orf28A	-0.277166666666667
S100B	-2.39833333333333
BMP2	-1.816625
ESR1	4.59366666666667
ZFPL1	0.18125
ARHGAP12	0.7855
LRRC19	-0.277166666666667
ZNF767	0.176166666666667
NACA	0.1243
OLIG1	-2.265375
PRF1	1.04125
LST1	2.332
SPATA9	-0.466166666666667
CNFN	0.908
CDK4	-0.4677
TCF15	-1.26683333333333
PARC	-0.06375
PPM2C	2.719
LOC283345	-0.023
FAM107B	1.389
DMXL1	0.049
RBM3	0.528125
HTR5A	-0.402333333333333
SCFD1	-0.294333333333333
EPHB3	2.047625
ROPN1L	-0.119666666666667
RAMP3	1.04475
TSPYL5	0.249545454545455
GAP43	-1.8715
PAPD4	-0.14825
PDE3A	-1.03675
TNFRSF10C	1.1945
JMJD5	0.0303333333333333
RASGEF1A	1.5572
C16orf65	-0.0108
HIPK3	0.4135
XYLT2	-0.09975
XPOT	-0.894
GAL3ST1	-0.8665
DHCR7	-0.7265
AMIGO3	0.280333333333333
FGFR4	-2.2855
CRAT	0.5915
PPP1R14D	0.0305
TRIM14	0.0217
TMPRSS11D	-0.145
SLC7A11	-2.11642857142857
OR10H2	0.28225
PPM1E	0.0326
DOCK4	0.176
FAM127A	0.410125
ENOPH1	0.156
SLC5A3	-0.6944
ZNF530	-0.0413
NTS	-6.3365
FRMD4A	-0.148
BCL11B	-2.2905
PRM1	-0.053
UQCC	-0.1939
S100A16	0.738833333333333
PLS3	0.261
WWOX	0.0257142857142857
CCDC23	-0.261
GTSE1	-2.46616666666667
GP2	2.633
FLJ32549	0.340375
CHIT1	2.38875
KLF9	0.757625
RPS24	0.1633
MIA	-1.8465
FIGN	-0.6655
PYROXD1	0.435875
PCSK2	-0.186375
MRPL9	-0.769
RPL24	-0.34175
C12orf32	-1.34375
HIST1H2BE	0.5335
RGS18	1.97475
LFNG	1.801125
RAB4B	-0.4546
FBXO25	0.684833333333333
TSPAN31	0.868166666666667
ARL8A	0.1615
C10orf83	0.0541
OR51B6	0.3055
CNKSR2	-0.0925
C1orf156	-1.033
IBSP	0.253
GFRA2	0.8137
ALKBH7	0.5841
NEK10	2.48225
VN1R3	0.202666666666667
LOC91948	-2.371
CPZ	-0.38625
IHPK3	0.0453333333333333
COL8A1	1.231
RBPJL	-0.0745
OR10A4	-0.116
CASP8AP2	-0.489375
MMP12	0.778833333333333
OR8B12	0.0865
CDCA5	-2.34666666666667
LIX1L	-1.11775
PEX11B	0.900125
GABRA1	0.208333333333333
HABP2	0.236
REEP1	1.72366666666667
FBXO15	2.30675
CD68	-0.10375
WFDC9	0.00799999999999999
GHDC	0.349666666666667
SMARCA1	-1.53675
SPAST	-0.2375
PLXND1	-0.435666666666667
MLCK	-0.47
INTS5	0.0995
BSG	-0.523642857142857
PARP8	-0.494333333333333
TEAD4	-0.634166666666667
ZNF498	-0.501375
TMEM89	0.435333333333333
DTX4	-0.064875
TNRC6B	0.252875
ARMC2	-0.146125
FGFBP1	-1.9655
TIMM8A	-1.37583333333333
AJAP1	-2.0227
ZNF608	-0.288
SLC25A42	-0.20975
SYP	-0.263333333333333
MMP11	3.25833333333333
USP40	0.3925
C3orf62	0.268833333333333
MYO1E	-0.1682
LRFN4	-1.123
XCL1	0.664666666666667
GPR155	0.70925
VPS29	-0.25325
CARHSP1	-0.848
ARHGAP20	0.5085
GREM2	1.12528571428571
CCDC102B	1.852
ZNF577	-0.0116666666666667
HDDC2	-0.564625
SHC2	1.0256
NCOA5	0.603833333333333
INPPL1	-0.617
CHGB	-2.2143
IHH	0.079
DDEF2	-0.155
DIAPH3	-2.1107619047619
BUB3	0.00566666666666665
GGH	-2.96588888888889
VPS35	0.7584
CNN2	0.427166666666667
ASNA1	0.00425
WDTC1	0.469
AMAC1	-0.104
HAS3	-0.439666666666667
SLC1A6	-1.29216666666667
ZNF563	0.3785
C1S	4.189
TCF7L1	0.311875
OR10Z1	0.042
ME2	-0.364
C6orf151	-1.226625
KPNA4	-0.4129
GLO1	-0.054375
WDR61	-0.164333333333333
CD302	1.8065
SIRT7	-0.144
C11orf59	0.35875
PKIG	1.06875
PPIL3	-0.5355
CCDC74B	0.3325
ZNF528	-0.14975
EFNA5	-0.3975
FCGRT	2.382
NOL4	0.353222222222222
CCS	0.336
LOC374491	-0.2745
MFSD7	3.0265
ZNF555	0.02575
LIMS3	0.072
TSSC4	0.565833333333333
COL11A2	-0.87
C1orf119	1.29833333333333
BPNT1	-0.578875
CHRNA6	0.305
C1orf173	1.0418
PLD2	0.705
ORC1L	-3.424
SASH1	2.144875
CDC14B	-0.4185
RLBP1L1	0.57425
LDLRAP1	-0.1018
NAT8B	-0.180666666666667
HHEX	-1.8745
LGALS7	1.4975
PLCH1	1.0285
OR1M1	0.6685
PRAMEF16	-0.30675
HECTD1	-0.4015
C14orf39	1.231
TLN2	-0.292
HDAC4	-1.19642857142857
SYCP2L	-2.0995
GLRA1	-0.27
RPS6	0.336875
hCG_1757335	-0.659
KLHL1	0.564
CTNNBIP1	0.876
SCAND2	-0.1091
HMGN2	-0.0257
YAF2	-0.0855
BRPF1	0.00175
LIAS	-0.05525
CTA-246H3.1	-0.83625
SAG	1.12
C20orf10	0.708
HNRNPA2B1	-1.1635
GADD45A	-1.11016666666667
MSH4	0.5565
TMEM70	0.119
HIST1H2AM	1.08875
C19orf26	0.2015
C1orf50	0.031
GNG3	0.7085
FTO	0.97475
CALCB	-0.3325
PPP3R1	-0.378875
C15orf42	-2.619375
CCNJ	-1.3645
GNAZ	0.431666666666667
PSD	0.2315
FAM57A	-0.563
STIM2	0.5815
DHX8	0.213
MOGAT3	-0.257
UBE3B	0.814333333333333
PLAT	0.587833333333333
C6orf206	0.9475
COPE	-0.1552
EIF3A	0.213875
C1QL2	0.444
IQCE	0.27625
KIAA0182	0.574
SLC22A7	0.1783
PPFIA2	0.7015
ADAMTS15	0.504
ODZ1	1.518
THBS4	3.35766666666667
ARHGAP1	0.95975
B4GALNT3	0.0988333333333333
FCHO1	-0.5735
LOC440456	0.17575
HOXD10	0.700666666666667
CXCR3	2.06333333333333
CHI3L2	0.3215
SRPX2	1.73675
ZNF132	0.607
UBAC2	-0.132
RPL32P3	-0.0105
CBWD6	-0.076
ST6GALNAC4	-0.193
KIAA0391	0.213333333333333
LOC388969	0.10725
KRTAP5-8	1.22966666666667
ZNF786	-0.061
LYVE1	2.65933333333333
GPR144	0.09975
APOH	-4.756375
TSC22D2	-0.0883333333333333
PLCD1	-0.03075
FLG2	-0.1665
M-RIP	0.08
NDUFV1	-0.54275
POLDIP2	0.134333333333333
RAB3GAP2	-0.463166666666667
RPSAP15	-0.6045
CLEC7A	0.3605
HSPA14	-0.573
TAAR5	0.1825
FAM132A	-0.47275
C2orf43	-0.64075
OR10V1	-0.058
SELPLG	0.08675
C1QTNF6	0.601
OPCML	0.2862
DTYMK	-1.0855
ALDH16A1	0.2535
F13B	-1.2835
MGC16169	1.34725
KIRREL2	-1.13066666666667
C14orf32	-0.69775
SLAIN2	0.9851
HSD3B2	-0.0595
AMMECR1L	0.1342
LRRC37B	-0.282
HMG20A	-0.617
C22orf27	0.133
FBXL22	0.282
AP1B1	0.604333333333333
TNKS1BP1	0.88925
CD74	3.041
HSPA12B	2.1085
PLSCR1	0.501833333333333
SLC35E1	-0.710166666666667
FEZ1	-1.344
APOD	2.563875
C16orf44	0.084
C1orf166	0.0535
KCTD11	0.24325
NELF	-1.235
SRP54	0.0971666666666667
MGC35361	0.02575
GPR35	-1.14
NRGN	-0.997625
SIGLEC12	0.10325
SCN1B	-0.19775
IFNW1	1.124
STAR	-4.57625
HLA-DQA2	2.3395
RNASEH2B	-1.401
TAAR2	0.019
VAMP5	0.698
TUBA1C	-1.1125
PIK3R2	-0.56275
ARD1A	-0.258333333333333
EBF2	0.460333333333333
CAMSAP1L1	0.43025
CYP3A43	0.471
AKR1B1	-2.00775
KIAA1729	-0.4165
KAL1	1.6123
CYBB	0.248
UXS1	-0.0265
LOC338579	0.6345
C11orf45	-0.06325
SHB	0.701625
IKZF4	0.18325
NDUFA1	-0.4605
HSPE1	-1.45975
C1orf215	0.09375
GPR113	-0.0483333333333333
ZNF573	0.01475
TBX18	0.8115
GGTA1	4.05425
PCDHGA8	0.683
RPS6KL1	0.2195
DPP9	-0.7555
SLC43A2	0.15225
COPS3	-0.8715
PMPCB	0.0843333333333333
HYLS1	0.0995
LSM8	-1.4665
PDE6B	1.844625
C10orf118	1.353
OR1C1	0.7305
ZNF415	1.0845
OR2F1	-0.19975
ZDHHC13	-0.011625
FZD8	-0.7854
TCEA1	-0.1928
SUSD4	-0.30525
C22orf24	-0.2055
TNFRSF14	0.6685
TRIM28	-0.808666666666667
FGF5	-1.84533333333333
CSPG5	-0.257333333333333
RNF133	0.27225
FKBP15	0.1875
BZW2	-0.575
NSMCE1	0.20675
PTPRN	-0.4
TST	0.997875
POP1	-0.714
RNF24	-0.796833333333333
SFRS4	-0.594625
REPS1	-0.2725
CD70	-1.83733333333333
PDXDC1	0.209375
SRC	-0.1318
NTNG1	-1.29383333333333
SETD1B	0.38025
TINP1	0.1526
ZNF606	0.8655
SSR1	0.247
RGNEF	0.525333333333333
NFS1	-0.3405
CENTB5	-0.708666666666667
CRMP1	-0.9045
ADAM18	0.114666666666667
CCDC87	1.05933333333333
LRRC8B	-0.42725
CSNK1G1	-0.27625
MAFB	2.74566666666667
C12orf45	-0.58275
C1orf54	1.96275
DPEP1	0.296166666666667
FLJ13137	0.597
C14orf118	0.217166666666667
ANKRD19	-0.18375
ABCA9	2.5519
