Hybridization REF	TCGA-B6-A0RM-01A-11R-A084-07
ZCCHC14	-0.622625
CREBL2	0.773875
TGDS	-1.0575
DC2	-0.70225
CACNA2D3	-0.712214285714286
ZNF429	-0.54175
LYPD6	1.08883333333333
SUCLG1	-0.0638333333333333
OR51I1	-1.2805
MAGEH1	1.683
PRPF40A	0.034
SMR3A	0.2735
SPINK2	-1.92225
THAP2	0.647875
NPY5R	1.4795
IRF4	-2.48775
SPESP1	-2.04583333333333
OR10S1	0.5725
DTD1	-2.6845
TUBE1	-0.38875
DDX19A	-1.4715
PDPN	-0.858625
TMEM34	0.466333333333333
MGAM	-0.01275
COL3A1	5.14416666666667
GFM2	-0.2717
OR5A2	0.149
PSG9	-0.85425
ARHGEF11	-0.1515
IVNS1ABP	-1.1135625
SIGIRR	1.54075
DUSP19	-0.672875
DNAJC14	0.4749
ACSS1	0.0875
IL1RAPL2	0.2365
C4orf30	0.42225
SEPT4	1.822
LANCL3	-2.791
SPAG17	1.04483333333333
PRDX3	0.508625
HNF1A	-1.1315
P4HA2	-0.70475
RFWD3	-1.536
MOV10	-0.98425
DNAJA5	0.37
LOC729440	0.09425
LOC200383	0.162875
SMC2	-1.5875
MIXL1	-1.18183333333333
TMEM9	0.00650000000000002
FAM86A	1.254
ZNF174	1.0007
MYH14	-0.65225
CCR8	0.06025
VPS37C	1.1415
GPATCH1	0.478666666666667
B3GNT8	1.672
TBX4	-0.29675
CNR2	0.225333333333333
PCDH1	1.45975
C5orf29	2.685
OCIAD2	1.2625
PLCG2	-0.08225
KIAA0247	1.896125
HRH3	0.00440000000000001
CAPN13	4.7725
CCR1	-1.1924
MGC15523	-0.580777777777778
UVRAG	-0.3195
DNAJA2	0.937166666666667
ITGA2B	-0.736
CLDN5	2.918625
PTPRN2	-0.442285714285714
ZNF512	0.192333333333333
PSAP	0.156
CCDC140	-0.659
LRRC55	-0.22725
CYP26C1	-0.785
C8orf47	-1.343
LYN	-0.495125
DUSP6	-0.36
TGFB3	3.9084
ELK1	-0.5659
PCDH11Y	0.0181666666666666
HGD	-0.4655
C17orf58	1.53875
MYO3A	-0.087
SERPINE2	-4.72
AARSD1	0.98275
C14orf73	-2.015
ADAM33	-0.6195
ZNF491	-0.409
MAPK6	-1.03366666666667
TCN1	-1.31816666666667
SLC24A6	0.3055
UBE2R2	0.678
H1FNT	-0.04575
TATDN2	0.0705
LILRB1	0.7845
P2RY5	0.312
NUCB2	-0.08775
C2orf37	0.88425
SNX27	0.31
MTA3	-0.00425
FOXO4	0.243125
ID4	-1.90883333333333
SOX5	1.24116666666667
PXMP3	2.238125
OR52M1	0.033
SFT2D3	0.361625
INA	-3.63083333333333
MCOLN1	0.00975
NFIX	0.605
CLEC14A	4.56133333333333
HIBCH	-0.53
PLA2G5	0.3515
TIMM10	-0.530166666666667
MED17	0.3439
COL4A4	1.2465
TPP1	-0.1055
GJA3	-1.988
TMPRSS5	-1.0845
AADACL3	0.4285
DNMBP	-0.57
ENPP5	2.159
NQO1	-0.3232
ZSCAN2	0.286875
SEC24C	-0.033
GTF2A1L	-1.1805
AXIN2	0.5958
FAM33A	-1.93666666666667
C16orf13	0.40625
SPNS2	0.24975
TAF1	0.0845
AP1G2	-0.107
RBM42	0.065
HCN2	-0.0486666666666667
EFHB	1.2245
RUSC1	-0.441833333333333
GRIK5	0.099
USP21	-0.0881666666666667
ATAD3C	0.15
ORMDL2	1.163625
PRSS7	-2.1525
PSAT1	-6.0365
FLJ13195	-0.666666666666667
TBC1D1	-1.09783333333333
IFNG	1.05425
OTOS	1.21016666666667
ZNF773	0.0281666666666667
EMD	-1.149
RETN	-0.687
CCL8	3.0185
APH1A	-0.94825
COX18	-0.499875
GTF2IRD2	-0.6385
CCDC82	-2.40758333333333
PAFAH2	0.1891
NPEPL1	-0.4064
RP11-114G1.1	0.5305
TP53INP1	4.33925
ZNF300	-0.951666666666667
FOXL2	-3.1255
LARP2	0.43
LATS1	0.71025
HTR6	-0.127
SPOCK2	-0.870333333333333
RNF144B	2.87516666666667
HTATIP2	-0.772125
MGC10334	0.168166666666667
CENTA2	1.24533333333333
FGF2	-2.61325
FXYD7	-0.06175
PHYHIPL	-1.771375
GPR34	3.947
DDX6	0.165833333333333
OR10W1	0.581
LHFPL1	0.3615
ZNF313	-0.448142857142857
VPS28	2.0975
AP3M1	0.0169
AKR1CL2	-0.6325
TRAF4	-0.01625
OR2B11	0.605
C19orf12	0.178166666666667
AKAP9	0.902333333333333
C1orf62	0.191
SLC20A1	-0.8302
FAM112A	0.0885
LDB2	-0.2315
MRPS23	-0.5975
KLK5	-0.2815
SPTB	1.3425
EFEMP2	-0.57525
EFNB2	1.609
PCM1	0.105428571428571
NMNAT3	3.038625
TSG101	1.06066666666667
C8orf40	1.64466666666667
NOB1	-1.53225
ABHD3	-0.39275
GTF3C4	-0.204875
PIGN	0.624833333333333
GALNTL1	0.058
AEBP1	0.839
OR9Q1	0.321
ANKRD2	2.227
CCL28	-3.84125
TRIM38	0.273833333333333
TMCC1	0.796916666666667
SMG5	0.0115
LRRC7	-0.677
NCAPD2	-1.65166666666667
C6orf153	-0.91125
C1orf74	-0.29775
OTUD6A	0.294
DCP2	-0.240166666666667
TMEM24	-0.368
RPL18	0.0666666666666667
TMEM177	-0.33425
LRRC37A3	0.90425
C1D	0.117666666666667
LDHC	-2.68225
UBE4B	0.322333333333333
NIT1	0.094125
BTN3A3	-0.199
RASD1	2.3845
COMMD3	0.6895
SHFM1	-0.77125
BIRC8	-0.1845
DUT	-0.42675
C12orf51	1.3505
LRRC59	-0.9215
LY6H	-0.2325
WDR22	0.832666666666667
EDEM1	0.867428571428571
ADH1A	1.834
PANX2	-0.3675
CYP11B1	0.3125
CDC73	-0.789
GPR172A	0.5505
GSTM3	3.82669230769231
KCNA5	-0.222
SERAC1	0.274333333333333
NFATC2	0.243
ANAPC5	-0.7868
C15orf24	0.01275
NFATC2IP	-0.09975
TNRC6C	0.634833333333333
MGC102966	-3.479
FGD5	-0.278333333333333
MED9	0.56975
RAB13	0.191666666666667
C15orf49	0.059
CRYGS	-0.239
C12orf53	-0.9135
LOC283693	-0.5555
COX6B2	-0.637875
PHF14	0.165625
FAM3A	-0.620125
RPL13	-0.549
PRDX2	0.2022
FLJ34047	-1.04875
PRMT3	0.03325
KCTD19	-1.8185
TRIM10	-0.6835
MGC26597	-0.158
GCNT4	1.095
GPRASP1	-0.0225
CDKN1C	-0.667833333333333
RHBDL2	0.2567
HSPH1	0.95775
AQP1	2.652125
COL17A1	-3.3419
GFAP	0.09275
CDC16	0.0725
KIAA1614	-0.4245
C6orf118	-0.214666666666667
ZSWIM5	-0.329
FAM83F	3.287
LYNX1	0.642
SYNPR	-0.7555
XG	2.48083333333333
PRSS16	0.66425
KIF13B	1.363
PCDH9	0.00250000000000002
HIST1H2AH	0.909666666666667
RBM18	-0.302
ZNF626	0.475875
HEXIM2	0.784666666666667
ITFG1	1.0775
TUBG2	-0.7995
SFRS7	-0.281333333333333
C9orf14	0.2135
EXTL1	-0.10025
GBP3	1.545
WDR5	-1.67325
RARG	0.9825
MYO7A	-1.0755
CECR6	-0.49625
C13orf3	-1.511875
SFRS18	-0.375375
ACVR1B	0.7045
PSMD1	0.0209
C7orf31	-0.525833333333333
ILVBL	-0.781
IFNGR1	0.65575
RNF186	0.1195
NOL9	-0.8865
MAGEL2	-0.659
SLC29A2	-0.3645
NHSL1	-1.61525
RBMX	-0.54
PSORS1C2	0.40625
RAD51L3	-0.316
LCN6	0.32775
ORAI2	-1.21125
BRUNOL6	0.2771
OR4K5	-0.104
CDC123	-0.75475
MSLN	-2.20466666666667
WWTR1	-1.15566666666667
ZNF700	-0.519666666666667
COBL	-0.287
PPP1R16B	-0.169375
GAS7	-0.3922
MDN1	-0.185875
HAAO	-0.5695
C9orf68	1.2075
TNFAIP2	1.317625
FOXN1	0.123
hCG_2033311	0.160333333333333
ATP6V0D2	-0.408
RPL41	0.580375
SLC38A1	2.480625
ARHGAP6	-1.09316666666667
ADAD2	-0.84625
PHF20L1	1.0724375
MCM3AP	0.525166666666667
ST3GAL3	-0.544333333333333
SNX1	0.569
ELF5	-0.268
PARP3	-0.055875
RBM8A	-0.8078125
LINGO4	0.3225
ITGA9	0.799333333333333
ZFR	0.3695
ACSL6	-0.761125
FLJ20699	0.4923
DAOA	0.057
FABP4	3.74825
KCNB1	-0.22325
CANX	0.2361
SLC25A28	0.505666666666667
ADIPOR2	0.67575
ECHDC2	1.237
SMA4	-0.44
FRZB	1.999125
PABPC1	1.1525
DMRTB1	0.0501428571428571
APOBEC3G	-1.604
CATSPER2	-0.815
CUEDC1	0.470666666666667
STARD9	-1.5705
CLDN8	0.37525
LOC23117	-0.0999545454545454
E2F6	-0.319833333333333
TMEM126B	-0.703333333333333
DPY19L4	1.22475
GIMAP5	2.229
NDUFA9	-0.736166666666667
FAM77C	-2.6295
CTPS2	0.24475
LOC51035	0.085375
WDSOF1	0.198
EGLN3	-0.903125
PITX3	0.513166666666667
OR52E8	0.2865
GRM4	0.634
KLK1	-3.15383333333333
GPM6B	-3.189
RRAGD	0.172666666666667
PAGE5	-3.75775
UCHL5	-1.8745
ULK3	-0.1065
AIM2	-0.543833333333333
PNO1	-0.562666666666667
OR2F2	0.2415
GNAT2	-0.029
SIX1	1.66225
ST13	0.873333333333334
ZBTB44	0.683125
TIMP2	-1.5135
ZMAT4	-3.8295
GTF2IRD1	0.299833333333333
ZNF19	0.369666666666667
ZNF714	0.019
RSC1A1	0.90175
C9orf80	0.3995
PSMA8	0.3915
TMEM141	0.95125
COX4I1	-1.10821428571429
CTAGE1	0.0208333333333333
DTWD1	-0.467
HSD11B1	-0.3645
KRT6B	-1.729
ARID4B	0.775875
LHFPL3	-0.389
WWP2	-0.28575
ZNF326	0.167166666666667
RGPD1	-0.451
CTSH	0.650666666666667
FASTKD1	-0.604
PAF1	0.6402
TTC9C	-0.4475
IFT57	0.8027
PRSS36	0.014
IL20RB	-2.5155
ZNF592	0.0745
DCTD	-0.2256
CFP	0.95725
MFNG	-1.156875
JMJD2B	1.922
ALDH3B1	-0.096125
THSD4	2.76
KCNJ5	1.946
LMNA	-0.6555
TBCD	-0.01425
ZNF250	1.671
CASQ2	5.40666666666667
PEG10	-4.38016666666667
PRAME	-5.24073333333333
NP	-0.22625
TRIM59	-0.233666666666667
ZNF12	0.270625
XTP3TPA	0.5005
SIGLEC7	-0.851
PANK4	-0.281
FAM70A	-2.01333333333333
SNED1	0.36125
HIP1	0.6756
RAET1E	-0.680833333333333
AMAC1L2	-1.0875
AHNAK2	-1.05825
TOE1	-0.5915
RECQL4	-1.04125
SPRYD3	0.814
DPAGT1	-0.4565
MAGED2	2.8356
ANKRD55	-0.692
TRPS1	6.56683333333333
DOK7	2.4485
TFPI2	-7.91675
GTF2H3	-0.157166666666667
CYP4F11	-2.170375
LHX2	-4.843
ATG16L1	1.233
ASB12	1.641
C1orf116	-1.451625
NF2	-0.2376
POM121	-0.826
PHYHD1	3.0136
TXNDC17	-0.474666666666667
DKFZp779O175	-0.0785
NUP62	-0.213642857142857
MYO18B	3.6885
PRAMEF1	-0.0195
TCBA1	0.7855
TMEM168	0.188
FJX1	0.69
CLCF1	-1.315
SEPN1	0.2795
IGSF2	0.16375
NUDCD1	0.189833333333333
TFF3	1.195
NDFIP1	0.978571428571429
CHCHD4	-0.321
TNR	0.073
CUTA	0.435666666666667
USP44	-3.838
DPP10	0.403166666666667
IWS1	-0.282833333333333
PCGF1	-0.35775
SULT1C4	-0.123
NTF5	0.51175
PTPN13	2.76475
SSTR5	0.1205
SFRP1	-4.146
IDH3B	-0.7365
SUOX	1.39716666666667
TMCO5	0.27225
GOLT1B	-1.05725
MIB1	0.375357142857143
PCDHGB1	-0.2965
SUSD1	-0.551
ICAM5	-2.9245
PAPOLB	-0.1095
URM1	-0.6141
TMEM106B	-0.3105
LRIG2	-0.71575
SLC27A5	0.10275
CLIC6	4.7459
ZNF420	1.34033333333333
SCN9A	-1.134
KIAA1909	-0.5315
ELMOD1	-0.8205
PRKAG1	0.154
FAM64A	-2.18111111111111
EEF1G	-0.1593
SMAD5	0.967
INCENP	-2.282
WASF2	-0.8605
GARS	-1.312
CDK10	-1.1234
HLX	-1.08833333333333
MDM4	-0.58975
ZNRF1	-0.0843571428571429
HHATL	3.11916666666667
FAM21C	0.8916
HIST2H3C	0.12225
PFDN2	-0.16325
ZNF200	-0.3495
NDN	-1.49725
HBA2	-2.78366666666667
FBLN5	0.669
PUM1	0.503571428571429
TNNT1	3.283
C19orf59	-0.637333333333333
HNRPH2	0.9735
RAB7A	0.158833333333333
PMS2	-0.4015
BIRC3	-2.00833333333333
NRSN2	0.14625
OR52K2	0.262166666666667
SPOCK1	-1.19364285714286
H2AFY	1.1245
RXRB	-0.172
ZNF638	0.410166666666667
ANKRD45	-0.516
ACTN4	-0.2075
FXC1	0.486
EIF2B5	0.689
VPS33A	-0.907
PINK1	0.881875
FAM106A	0.2265
SKIP	0.965125
GAPDHS	0.379
MUM1L1	4.50475
PSTPIP1	-0.107
CNTNAP1	-1.6579
CYP26A1	-3.2105
APOL2	0.1943
TACC2	1.128125
COX7A2L	0.213571428571429
HSD17B1	0.5230625
ARRB2	0.599
SLC7A6	-0.9758
HSD17B10	-0.35775
RBJ	0.01725
NUP155	-1.859
MRPL10	-0.521333333333333
CYCS	-1.18633333333333
CCDC46	-0.355
TECTA	0.956
GNAL	-0.99475
LPO	-0.2415
PEBP4	3.80625
DDX11	-2.0605
C18orf12	0.169
TAF9B	-0.340583333333333
IMP4	-0.37325
RPA4	0.4125
NDUFS1	-0.30825
UPK1A	-1.189
ARRDC2	0.181
C18orf20	0.0105
AES	0.631
CD2BP2	0.3515
C16orf54	-0.006
UGT2B17	4.802
FGFR1	0.119590909090909
CEACAM6	-3.1514
CHRM5	-0.0245
CERK	-1.12125
AP3S2	0.566
ANKS4B	-2.061
CLCNKA	0.149
ZNF208	-0.00650000000000001
HLA-DRB5	3.0355
CARKL	0.299
GOT1	-0.0135
CASP6	0.580125
HOXA1	-0.6945
RCL1	-0.5335
ZNF181	1.1495
RAB40B	0.963
MRPL38	-0.028875
LRRN2	1.8955
C3orf25	0.2405
OR5D14	0.5595
OR10AG1	0.0635
BET1L	0.428
FRY	4.79875
AK3L1	0.01925
CSF3R	3.49483333333333
POLR3K	0.729
ATG2B	0.883666666666667
EPS8	0.236666666666667
DARS	-0.598125
C10orf56	-0.00633333333333333
DAD1	0.0315833333333333
RIOK1	-0.367666666666667
HERC2	0.12275
HSD11B2	1.35466666666667
FAM96B	-0.60025
MGC13057	-1.40475
BSN	0.80625
CAND1	-0.186666666666667
HCST	1.598
ACTR10	0.329833333333333
OR8D4	0.477
NASP	-1.3645
COL9A2	0.604166666666667
LYZL1	3.019
GPC5	-3.2415
TBL3	-0.21
CENTD2	0.1088
OR5AP2	0.03925
TLR1	0.45175
LMO6	-0.42475
ZIC2	-3.302375
CPNE5	0.299
ZMYND15	0.37275
FLJ22374	-1.84675
CCDC106	0.78875
PARP16	-0.131
PDIA3	0.13875
C14orf126	-0.343
CECR2	-0.4135
SFRS1	-0.490642857142857
FIGLA	0.481
DCP1A	-0.200166666666667
MGC45800	-1.4239
TEKT1	0.545333333333333
C10orf67	-0.2175
CLN5	1.2315
NTN2L	0.0435
GLE1L	0.01025
CES2	-0.465
GNAS	-0.151055555555556
DDX53	0.4105
TSPAN13	2.27875
MRPL52	-0.3321
SPIRE2	-0.593375
TAS2R39	0.18425
SCUBE3	-0.37
UCRC	0.9601
CDKL3	0.533
KIAA1715	-0.4801
ZNF345	1.27725
RTF1	0.37325
DHRS7	0.73025
RIPK4	-1.48366666666667
EXOSC2	-1.2605
MS4A2	4.04775
FGF17	0.31075
WDR59	-0.777625
EVI2A	-1.5885
IL17RC	0.0636666666666667
HS3ST1	1.2635
ITGB1BP2	0.4635
RBPJ	-0.7795
GIMAP1	2.4845
INE1	-0.769666666666667
ALDH18A1	1.417375
TPI1	-1.8675
GATA6	-2.558
CABP1	-0.722666666666667
ZNF484	0.06975
DAPK3	-0.0255
GJB1	-3.19216666666667
PIN1	-0.5405
SLC6A15	-3.0435
CNO	0.1855
RIN2	2.244125
FRRS1	-0.51
CYorf15B	-3.57775
DMRT3	0.471875
ATAD1	-0.286125
OTUD4	0.298388888888889
ATOH8	-1.532
ZSCAN16	1.015875
ASCC1	-0.54025
OTUD3	0.51375
MGC33212	0.461
YME1L1	0.119125
RP11-218C14.6	0.574
PCBP4	-0.498
TNFRSF10A	-0.8955
CDH10	-3.47983333333333
KL	2.377875
SCP2	0.382916666666667
C9orf119	1.0115
SON	0.199416666666667
MAFK	-0.2575
SBNO2	-0.4755
SLC6A6	-0.0203333333333333
SC4MOL	-1.076875
FAM35B	1.422375
PPP1R9A	0.990375
PDZRN3	-0.10825
CXorf20	0.0955
C6orf126	-0.18975
AVEN	-1.16175
FLJ21075	-1.055
C14orf132	0.09275
PCK2	-0.223
GUCY2C	0.191
BARX2	1.525
PEX11G	1.6705
DAO	-1.10283333333333
C10orf49	0.0495
EDNRA	2.051
PPP2R5A	0.8108
DDX39	-0.919666666666667
SERF1A	-0.02075
ASCIZ	-0.2842
FNDC8	-0.1105
PTMS	-0.527
PHF7	0.528
PIP4K2B	0.0375
HHLA2	0.11525
BDH2	0.2483
APOBEC2	5.79575
PENK	0.0643333333333333
SMAD9	-1.184
MT3	-0.43925
RGL1	-0.55325
ATG10	-1.419
DLGAP4	0.644666666666667
APPBP2	-0.548857142857143
BACE2	-0.534928571428572
LOC339344	0.192666666666667
ZNF395	-0.2731875
HIST1H2BL	-0.47425
ZNF467	0.475
SLC25A21	-0.957
PALM2	0.0606666666666667
NSUN5C	-0.843
IL5	-0.1411
CLSTN2	3.296
ANXA8L2	-2.80725
PTGES	0.415375
GDAP1L1	-2.35066666666667
OPRK1	-0.9205
WDR20	0.851666666666667
C12orf4	-0.40675
NUP88	-0.098125
XRCC6BP1	-1.04833333333333
FCGBP	1.36085714285714
LEMD2	0.4675
NOMO1	-0.1085
C10orf79	1.551125
ZNF79	0.8802
OCRL	0.6491
HSPA8	-0.280541666666667
DIDO1	-0.203666666666667
PLA2R1	0.87925
COG3	0.3826
NGDN	-0.23425
CBFA2T2	0.48275
PNOC	-2.855
PRRG1	-0.95325
AGGF1	0.0441428571428571
DPF2	-1.14425
YIPF7	3.918
TRPV5	0.14725
ZNF322B	0.772
MED12	-0.447
CARS	-0.447833333333333
ABCC11	5.401
C9orf25	0.4455
MYH1	5.8455
FRYL	1.18058333333333
AGTRAP	0.36525
MMP27	-0.133
ZNF432	-0.090125
OR8D1	-0.006
OR13D1	-0.047
VWA1	1.43725
STON1	-1.5915
IL5RA	-0.0205
PERP	-0.8634
C10orf107	0.152
TNFSF12	1.4185
FN1	0.876416666666667
MTR	-0.370666666666667
PHLPPL	-0.448833333333333
ZNF425	1.189
DHFR	-2.17905555555556
PPP1R12A	0.22725
RSPO2	-1.82325
ZNF7	1.32575
ZNF583	0.063
TPMT	-2.10333333333333
GPR132	0.560625
OR2T12	-0.01575
SERTAD2	0.1541
ATP1A1	-0.5814
FRMPD3	0.344
ZNF672	-0.174
PLXNB3	-0.1805
EML5	1.1725
FAIM3	-0.08
UBQLN2	0.25625
SORCS2	0.7155
PRIM2	-1.738
ACVR2A	0.0936666666666667
YWHAZ	0.796416666666667
PGM2L1	-0.074375
GNAO1	-0.048
RPL10	-0.2066
RPS6KA6	0.219
PFKL	-0.679166666666667
SH3D19	0.41775
AURKB	-2.47933333333333
ZC3H6	1.27775
DISC1	-0.866666666666667
FLJ39660	-2.49166666666667
TMEM25	3.5065
OSBPL10	-0.170875
CLTCL1	-0.190166666666667
ALG6	-0.4735
CATSPER4	1.0725
LRTM1	0.1455
RRAD	4.94266666666667
TIPIN	-2.19275
CARD14	1.5235
RBM9	0.0535
RASSF4	0.04075
SLC25A18	-1.07316666666667
C6orf58	-0.444666666666667
IGHD	0.269
PLA2G6	-0.0605
TPT1	0.95375
SEC63	0.4238
CCDC113	-0.5479
TDRD10	0.239875
KIAA1666	-1.4505
TOR1AIP1	0.42425
SYTL4	1.95383333333333
SPRR2F	-1.4475
CEBPD	4.27925
SNTG2	-1.1275
C20orf77	-0.00891666666666665
TAS2R49	0.053
C6orf173	-2.14033333333333
SVEP1	0.685
PXN	-1.05607142857143
VIL2	1.56216666666667
C5orf21	0.769166666666667
DIXDC1	0.143875
GANAB	-0.624
PDSS1	-1.07175
NGFR	-0.508875
ATP8B4	1.20025
BMP8A	0.4885
CCDC132	-0.0314166666666667
GNRH1	-1.85025
OR10T2	0.1075
PDGFD	2.87783333333333
OR6W1P	0.0725
HARS	-0.334666666666667
KRT77	0.2635
AQP8	1.311
ITGB1	0.2047
ZNF254	0.2434
PAX1	-0.142166666666667
PSMC4	-0.5001
ANKRD22	1.97175
PSMD8	0.258666666666667
HTR1E	-0.991
SOX10	-2.7809
OR5B2	0.2215
RABGEF1	-0.634571428571428
MAP1LC3B	-0.3915
CYB5R4	-0.4315
AGXT2L1	-2.24125
FLJ41603	3.06916666666667
TRAPPC2	0.922333333333333
FNTB	0.0886
FLJ14107	-1.0185
AURKAIP1	0.295
DSE	0.70775
NFKBIZ	-1.3055
OSBPL3	-1.18083333333333
LOC130576	3.058
SLC39A9	1.0135
LOC137886	1.18958333333333
RHCE	-1.9335
ATG7	-0.118666666666667
FAM82A	0.314666666666667
FBN3	-0.297
MCFD2	-1.39016666666667
CASP14	-0.1185
EPS15	0.681583333333333
SFRS2B	0.991083333333333
C19orf47	2.532
PLAC9	-0.069
GPR23	-0.709
BTNL3	0.129
RGS8	-0.002
GNS	0.133375
ENO2	-2.16116666666667
CBX1	0.8037
PEX26	0.19
LRP5	-0.0345
ADAMTSL4	-1.73516666666667
ARR3	-0.1555
MAP1A	-0.206
CD2	2.6955
NAV2	-0.069875
TMEM69	-0.262
ATXN7	-0.792833333333333
CHN2	-0.841166666666667
ZNF781	-0.509833333333333
HAS2	-4.0555
KIAA0241	-0.988166666666667
BIC	0.34775
MOBKL2A	-0.337
CYP2C9	0.8015
CNOT7	-0.417928571428571
SFRS10	-0.605
CST11	2.4475
FLJ37543	0.642
NKAP	-1.1795
RUNX1T1	2.09525
EAF1	0.0583
IL4I1	1.86725
LRRC61	0.624333333333333
PSIP1	-0.593416666666667
SPRR4	-0.1205
ZFP90	-0.281166666666667
AP2B1	0.291923076923077
SLC30A7	0.528416666666667
C7orf28A	-0.0226666666666667
S100B	-3.59333333333333
BMP2	-1.85125
ESR1	5.65091666666667
ZFPL1	-0.208
ARHGAP12	0.2185
LRRC19	0.0526666666666667
ZNF767	-0.3145
NACA	0.2421
OLIG1	-2.083375
PRF1	0.683
LST1	2.50616666666667
SPATA9	-0.831666666666667
CNFN	-0.056
CDK4	-1.0624
TCF15	-1.453
PARC	0.104
PPM2C	2.739
LOC283345	-0.0625
FAM107B	0.39225
DMXL1	0.27625
RBM3	-0.0265
HTR5A	-1.28633333333333
SCFD1	-0.509833333333333
EPHB3	1.682125
ROPN1L	-0.538666666666667
RAMP3	-0.15775
TSPYL5	3.37236363636364
GAP43	-3.2405
PAPD4	0.2705
PDE3A	-1.35675
TNFRSF10C	-0.48325
JMJD5	-0.0196666666666667
RASGEF1A	1.2422
C16orf65	-0.272833333333333
HIPK3	0.801666666666667
XYLT2	-0.3955
XPOT	-1.18233333333333
GAL3ST1	-0.52575
DHCR7	-2.07525
AMIGO3	-0.268
FGFR4	-2.28816666666667
CRAT	1.093625
PPP1R14D	0.6255
TRIM14	1.12
TMPRSS11D	0.1505
SLC7A11	-2.60828571428571
OR10H2	0.281
PPM1E	-0.1808
DOCK4	-0.695375
FAM127A	-0.0055
ENOPH1	0.3645
SLC5A3	-0.7571
ZNF530	-0.4085
NTS	-6.06275
FRMD4A	0.1805
BCL11B	-3.62666666666667
PRM1	-0.30775
UQCC	-0.1281
S100A16	-0.194833333333333
PLS3	-1.38875
WWOX	-1.13214285714286
CCDC23	0.29725
GTSE1	-2.35033333333333
GP2	1.728
FLJ32549	0.312
CHIT1	4.152
KLF9	-0.310625
RPS24	0.6232
MIA	-4.383
FIGN	-0.74075
PYROXD1	-0.3455
PCSK2	-0.41275
MRPL9	-0.92375
RPL24	0.018375
C12orf32	-1.334625
HIST1H2BE	-0.52625
RGS18	1.8125
LFNG	2.32475
RAB4B	-0.6194
FBXO25	-0.0596666666666667
TSPAN31	0.851333333333333
ARL8A	0.533142857142857
C10orf83	-0.2518
OR51B6	-0.3795
CNKSR2	0.13
C1orf156	1.47925
IBSP	0.745
GFRA2	-0.2411
ALKBH7	0.7788
NEK10	0.2195
VN1R3	0.249666666666667
LOC91948	-0.045
CPZ	-3.18
IHPK3	4.89716666666667
COL8A1	0.87625
RBPJL	-0.0805
OR10A4	0.24075
CASP8AP2	-0.1615
MMP12	-1.3285
OR8B12	0.087
CDCA5	-2.0775
LIX1L	-2.06
PEX11B	0.751625
GABRA1	0.339666666666667
HABP2	0.324
REEP1	1.1895
FBXO15	2.33425
CD68	0.13525
WFDC9	0.044
GHDC	0.252166666666667
SMARCA1	0.43125
SPAST	-0.0525
PLXND1	0.0698333333333333
MLCK	-0.0675
INTS5	0.217833333333333
BSG	-1.14764285714286
PARP8	0.766166666666667
TEAD4	-0.588166666666667
ZNF498	-0.544875
TMEM89	-0.69
DTX4	1.17175
TNRC6B	0.7109375
ARMC2	-0.665625
FGFBP1	-3.54333333333333
TIMM8A	-1.6725
AJAP1	-2.4983
ZNF608	-1.23875
SLC25A42	-0.5405
SYP	-0.336166666666667
MMP11	3.52133333333333
USP40	0.628
C3orf62	0.2755
MYO1E	-1.1013
LRFN4	-1.0995
XCL1	-0.156
GPR155	-0.785625
VPS29	-0.116625
CARHSP1	-0.66025
ARHGAP20	0.191333333333333
GREM2	0.56
CCDC102B	0.844
ZNF577	0.019
HDDC2	-0.7155
SHC2	0.5197
NCOA5	0.902833333333333
INPPL1	-0.829
CHGB	3.1935
IHH	-0.128
DDEF2	-0.165333333333333
DIAPH3	-1.97085714285714
BUB3	0.1175
GGH	0.682777777777778
VPS35	0.7685
CNN2	-0.58425
ASNA1	-0.65575
WDTC1	0.694
AMAC1	-1.0795
HAS3	-1.98533333333333
SLC1A6	-1.66033333333333
ZNF563	0.4915
C1S	1.70325
TCF7L1	-1.482875
OR10Z1	0.815
ME2	-1.5826
C6orf151	-0.427375
KPNA4	0.0143
GLO1	-0.329875
WDR61	-0.210333333333333
CD302	1.4055
SIRT7	-0.514666666666667
C11orf59	0.2835
PKIG	0.9535
PPIL3	-0.49225
CCDC74B	1.81225
ZNF528	-0.0305
EFNA5	-0.4485
FCGRT	1.335
NOL4	-0.2676
CCS	-0.23225
LOC374491	0.64475
MFSD7	3.21
ZNF555	0.196
LIMS3	-1.55
TSSC4	0.890166666666667
COL11A2	-1.3135
C1orf119	1.61383333333333
BPNT1	-0.88
CHRNA6	0.999
C1orf173	2.4077
PLD2	0.4265
ORC1L	-3.246
SASH1	2.284125
CDC14B	-1.473375
RLBP1L1	0.30625
LDLRAP1	0.1005
NAT8B	-0.466166666666667
HHEX	-3.077
LGALS7	1.28225
PLCH1	-1.354625
OR1M1	0.4985
PRAMEF16	-0.18975
HECTD1	-0.254
C14orf39	0.5285
TLN2	1.1366
HDAC4	-1.26835714285714
SYCP2L	-2.32875
GLRA1	0.4185
RPS6	-0.083875
hCG_1757335	0.1435
KLHL1	-1.1325
CTNNBIP1	1.02483333333333
SCAND2	-0.3156
HMGN2	0.2405
YAF2	-0.3455
BRPF1	0.042
LIAS	-0.31225
CTA-246H3.1	-3.25525
SAG	4.08425
C20orf10	0.16525
HNRNPA2B1	-0.656166666666667
GADD45A	0.125833333333333
