Hybridization REF	TCGA-AN-A0AS-01A-11R-A00Z-07
NQO1	1.8
ZSCAN2	0.10275
SEC24C	1.10833333333333
GTF2A1L	0.9005
AXIN2	0.4486
FAM33A	-1.553
C16orf13	0.04175
SPNS2	0.53475
TAF1	-0.677
AP1G2	-0.612166666666667
RBM42	0.4245
HCN2	0.729
EFHB	0.997833333333333
RUSC1	0.3345
GRIK5	0.726
USP21	-0.117833333333333
ATAD3C	1.0895
ORMDL2	0.71225
PRSS7	-3.3855
PSAT1	-4.61125
FLJ13195	-2.14683333333333
TBC1D1	0.0518333333333333
IFNG	0.454
OTOS	0.573166666666667
ZNF773	0.147833333333333
EMD	0.06075
RETN	-0.361
CCL8	3.9775
APH1A	-0.18375
COX18	-1.179375
GTF2IRD2	-0.289
CCDC82	-1.035
PAFAH2	0.4633
NPEPL1	-1.198
RP11-114G1.1	0.5755
TP53INP1	1.35725
ZNF300	-2.03516666666667
FOXL2	-2.57375
LARP2	0.934
LATS1	-0.114
HTR6	0.4895
SPOCK2	0.0698333333333333
RNF144B	2.25366666666667
HTATIP2	0.07925
MGC10334	1.0015
CENTA2	3.33616666666667
FGF2	-3.90575
FXYD7	0.58375
PHYHIPL	-2.379125
GPR34	4.272
DDX6	-0.6595
OR10W1	0.387
LHFPL1	-0.7745
ZNF313	-0.313928571428571
VPS28	1.21475
AP3M1	-0.0451
AKR1CL2	-0.008
TRAF4	0.412125
OR2B11	0.498
C19orf12	0.186666666666667
AKAP9	-0.392666666666667
C1orf62	-0.019
SLC20A1	-1.127
FAM112A	0.40575
LDB2	0.031875
MRPS23	-1.23875
KLK5	-0.194875
SPTB	-0.5299
EFEMP2	2.27675
EFNB2	-0.484625
PCM1	-1.40035714285714
NMNAT3	0.875875
TSG101	0.482333333333333
C8orf40	-0.996333333333333
NOB1	-0.7405
ABHD3	-1.4805
GTF3C4	-0.001875
PIGN	0.0741666666666667
GALNTL1	-0.74675
AEBP1	3.691625
OR9Q1	0.4635
ANKRD2	0.653125
CCL28	-3.28175
TRIM38	0.356
TMCC1	0.486083333333333
SMG5	0.54575
LRRC7	-0.269
NCAPD2	-1.8925
C6orf153	-0.8995
C1orf74	0.103
OTUD6A	0.331
DCP2	-0.700833333333333
TMEM24	1.067
RPL18	0.3815
TMEM177	-0.9585
LRRC37A3	-0.6235
C1D	-1.05983333333333
LDHC	-0.96925
UBE4B	0.381
NIT1	0.282625
BTN3A3	0.100625
RASD1	1.454125
COMMD3	0.195
SHFM1	-0.3545
BIRC8	0.74675
DUT	-1.40825
C12orf51	-0.1415
LRRC59	-0.0866666666666667
LY6H	1.64175
WDR22	0.562916666666667
EDEM1	0.84
ADH1A	4.584
PANX2	1.0546
CYP11B1	0.3045
CDC73	-0.394
GPR172A	1.77425
GSTM3	-0.756230769230769
KCNA5	-0.6135
SERAC1	-0.212833333333333
NFATC2	-0.068
ANAPC5	-1.2185
C15orf24	0.0945
NFATC2IP	-0.657166666666667
TNRC6C	0.219
MGC102966	-3.102875
FGD5	1.35116666666667
MED9	0.03425
RAB13	-0.245833333333333
C15orf49	-0.213
CRYGS	-0.8224
C12orf53	-0.144
LOC283693	-0.901
COX6B2	-0.465375
PHF14	-0.731375
FAM3A	-0.20525
RPL13	0.2902
PRDX2	-0.5645
FLJ34047	-1.651
PRMT3	-0.86875
KCTD19	-1.6515
TRIM10	-0.327833333333333
MGC26597	-0.161
GCNT4	0.0625
GPRASP1	0.93725
CDKN1C	-0.160916666666667
RHBDL2	1.7114
HSPH1	0.70425
AQP1	2.40875
COL17A1	-3.4581
GFAP	0.201
CDC16	-0.01375
KIAA1614	0.4255
C6orf118	-0.479
ZSWIM5	-1.11125
FAM83F	4.715
LYNX1	2.1290625
SYNPR	-0.202
XG	4.3645
PRSS16	1.432
KIF13B	0.351357142857143
PCDH9	-1.329375
HIST1H2AH	1.1885
RBM18	-0.5835
ZNF626	0.408625
HEXIM2	-0.445166666666667
ITFG1	0.075
TUBG2	-1.344
SFRS7	-0.713666666666667
C9orf14	-0.348
EXTL1	-1.073
GBP3	1.97733333333333
WDR5	-1.0905
RARG	0.225333333333333
MYO7A	0.221875
CECR6	-1.42125
C13orf3	-1.077875
SFRS18	-1.030125
ACVR1B	0.826666666666667
PSMD1	-0.7054
C7orf31	-0.37
ILVBL	-1.403
IFNGR1	0.8685
RNF186	-0.24275
NOL9	-0.54675
MAGEL2	1.276
SLC29A2	0.519
NHSL1	-0.979
RBMX	-1.78
PSORS1C2	0.5085
RAD51L3	-0.742916666666667
LCN6	0.17725
ORAI2	-0.351375
BRUNOL6	-0.047
OR4K5	0.1635
CDC123	-0.691
MSLN	3.00983333333333
WWTR1	1.02116666666667
ZNF700	-1.4785
COBL	0.327
PPP1R16B	-0.137428571428571
GAS7	-0.0189
MDN1	-0.989125
HAAO	0.5575
C9orf68	-0.60325
TNFAIP2	2.46225
FOXN1	0.3275
hCG_2033311	-0.175333333333333
ATP6V0D2	3.687
RPL41	1.53025
SLC38A1	1.000375
ARHGAP6	-0.90275
ADAD2	-0.53325
PHF20L1	1.05725
MCM3AP	0.449
ST3GAL3	-0.480333333333333
SNX1	0.153166666666667
ELF5	-0.8635
PARP3	-0.33925
RBM8A	-0.4418125
LINGO4	0.109
ITGA9	-0.2515
ZFR	-0.19525
ACSL6	-1.032375
FLJ20699	0.3811
DAOA	0.3705
FABP4	4.42175
KCNB1	-1.11325
CANX	0.6869
SLC25A28	0.3425
ADIPOR2	-0.050125
ECHDC2	1.46025
SMA4	0.48
FRZB	3.033375
PABPC1	0.658
DMRTB1	0.052125
APOBEC3G	-1.0465
CATSPER2	-1.16866666666667
CUEDC1	0.907166666666667
STARD9	-0.653625
CLDN8	0.274625
LOC23117	-1.34231818181818
E2F6	-1.12427777777778
TMEM126B	-1.20483333333333
DPY19L4	0.285
GIMAP5	2.71233333333333
NDUFA9	-0.827833333333333
FAM77C	-1.566
CTPS2	0.6865
LOC51035	0.229375
WDSOF1	-0.22175
EGLN3	3.170375
PITX3	0.992
OR52E8	0.7535
GRM4	0.5865
KLK1	-2.35333333333333
GPM6B	-1.599
RRAGD	0.6475
PAGE5	-3.39575
UCHL5	-1.227
ULK3	-1.01616666666667
AIM2	-0.5805
PNO1	-0.9945
OR2F2	1.191
GNAT2	-1.471
SIX1	2.379
ST13	0.387083333333333
ZBTB44	-0.233125
TIMP2	0.75775
ZMAT4	-2.849
GTF2IRD1	0.455666666666667
ZNF19	0.1535
ZNF714	-1.6495
RSC1A1	0.3385
C9orf80	-0.244
PSMA8	0.864666666666667
TMEM141	0.0435
COX4I1	-0.792
CTAGE1	0.453666666666667
DTWD1	-1.00175
HSD11B1	0.893
KRT6B	-1.583125
ARID4B	0.69925
LHFPL3	0.295
WWP2	0.729833333333333
ZNF326	-0.5105
RGPD1	-0.7945
CTSH	0.471
FASTKD1	-1.6735
PAF1	0.7378
TTC9C	-0.241
IFT57	0.0291
PRSS36	-0.709
IL20RB	-1.1205
ZNF592	0.212833333333333
DCTD	-0.5163
CFP	-0.04575
MFNG	-0.733
JMJD2B	0.58625
ALDH3B1	0.067
THSD4	-0.1685
KCNJ5	2.92833333333333
LMNA	0.603333333333333
TBCD	-0.090125
ZNF250	0.722166666666667
CASQ2	-0.477666666666667
PEG10	-4.20833333333333
PRAME	-1.11326666666667
NP	0.078875
TRIM59	0.594666666666667
ZNF12	0.213125
XTP3TPA	0.30575
SIGLEC7	1.1089
PANK4	-0.419
FAM70A	-1.596
SNED1	0.59
HIP1	-0.2488
RAET1E	-1.37433333333333
AMAC1L2	0.118
AHNAK2	1.41816666666667
TOE1	-1.02783333333333
RECQL4	-0.8865
SPRYD3	1.4715
DPAGT1	0.7985
MAGED2	1.1588
ANKRD55	-0.922
TRPS1	5.09775
DOK7	0.87175
TFPI2	-4.8145
GTF2H3	-1.12083333333333
CYP4F11	-1.47025
LHX2	-4.8905
ATG16L1	0.635333333333333
ASB12	0.321
C1orf116	4.941125
NF2	0.0788
POM121	-0.7268
PHYHD1	0.5818
TXNDC17	-0.888
DKFZp779O175	0.012
NUP62	-0.0910714285714286
MYO18B	-1.931
PRAMEF1	0.206
TCBA1	0.9275
TMEM168	-0.62775
FJX1	0.394
CLCF1	-0.17225
SEPN1	0.668
IGSF2	-0.2105
NUDCD1	0.322
TFF3	2.2005
NDFIP1	0.629928571428571
CHCHD4	-0.3105
TNR	0.455
CUTA	-0.008
USP44	-4.5635
DPP10	-0.5045
IWS1	-0.378333333333333
PCGF1	-0.18525
SULT1C4	-1.051
NTF5	-0.896
PTPN13	-1.3865
SSTR5	0.54
SFRP1	-4.706125
IDH3B	-1.0185
SUOX	0.808833333333333
TMCO5	0.11475
GOLT1B	-0.61225
MIB1	-0.5055
PCDHGB1	0.3815
SUSD1	0.49725
ICAM5	-2.67433333333333
PAPOLB	-0.05575
URM1	-0.4906
TMEM106B	-0.673
LRIG2	-0.219
SLC27A5	-1.4085
CLIC6	2.3237
ZNF420	0.123333333333333
SCN9A	-2.03388888888889
KIAA1909	0.28025
ELMOD1	-1.49575
PRKAG1	0.0995
FAM64A	-2.20933333333333
EEF1G	0.21195
SMAD5	-0.30425
INCENP	-2.402
WASF2	0.293
GARS	-0.5815
CDK10	-0.24
HLX	0.981166666666667
MDM4	-0.013875
ZNRF1	-0.897
HHATL	-1.73433333333333
FAM21C	0.5628
HIST2H3C	-0.64725
PFDN2	0.24525
ZNF200	-0.4915
NDN	0.0705
HBA2	-2.05883333333333
FBLN5	1.5095
PUM1	0.210928571428571
TNNT1	-0.911333333333333
C19orf59	1.23166666666667
HNRPH2	0.661333333333333
RAB7A	0.590833333333333
PMS2	-0.620125
BIRC3	-2.74883333333333
NRSN2	0.839875
OR52K2	0.870666666666667
SPOCK1	1.9255
H2AFY	0.35975
RXRB	0.225
ZNF638	-0.681166666666667
ANKRD45	-0.95125
ACTN4	-0.176333333333333
FXC1	0.57075
EIF2B5	-0.04925
VPS33A	-1.098
PINK1	0.467875
FAM106A	-0.6305
SKIP	0.39375
GAPDHS	0.29475
MUM1L1	2.41775
PSTPIP1	1.51625
CNTNAP1	-1.2128
CYP26A1	-2.5605
APOL2	0.6848
TACC2	0.92625
COX7A2L	-0.209928571428571
HSD17B1	1.5346875
ARRB2	0.123
SLC7A6	-0.2443
HSD17B10	-0.706
RBJ	0.14525
NUP155	-1.43575
MRPL10	-0.668
CYCS	-0.7135
CCDC46	-0.368333333333333
TECTA	0.222
GNAL	-0.2725
LPO	-0.1535
PEBP4	0.6715
DDX11	-1.468
C18orf12	0.8125
TAF9B	-0.5285
IMP4	0.3325
RPA4	1.23666666666667
NDUFS1	-0.7825
UPK1A	-1.05583333333333
ARRDC2	-0.018
C18orf20	0.234
AES	0.0747142857142857
CD2BP2	0.638666666666667
C16orf54	-0.251
UGT2B17	-2.93925
FGFR1	0.345681818181818
CEACAM6	3.6411
CHRM5	0.188
CERK	0.48325
AP3S2	0.345571428571429
ANKS4B	-1.57725
CLCNKA	0.433833333333333
ZNF208	-0.964666666666667
HLA-DRB5	4.9965
CARKL	-0.67625
GOT1	-0.115
CASP6	-0.665625
HOXA1	-0.536
RCL1	0.2965
ZNF181	0.138166666666667
RAB40B	1.1965
MRPL38	-0.17175
LRRN2	2.56175
C3orf25	0.146
OR5D14	0.4665
OR10AG1	-0.058
BET1L	1.5994
FRY	3.599
AK3L1	-0.2785
CSF3R	2.25866666666667
POLR3K	-1.11983333333333
ATG2B	0.799666666666667
EPS8	0.329333333333333
DARS	-0.573875
C10orf56	0.967166666666667
DAD1	0.37
RIOK1	-0.577333333333333
HERC2	-0.15925
HSD11B2	0.0306666666666667
FAM96B	-0.233
MGC13057	-2.011625
BSN	-0.77825
CAND1	0.461166666666667
HCST	2.0545
ACTR10	-0.411833333333333
OR8D4	-0.0265
NASP	-2.1479
COL9A2	0.0865
LYZL1	1.203
GPC5	-2.70225
TBL3	-0.123333333333333
CENTD2	1.2088
OR5AP2	0.103
TLR1	2.3245
LMO6	-0.1825
ZIC2	-1.4305
CPNE5	0.58575
ZMYND15	1.3655
FLJ22374	-0.76225
CCDC106	0.392
PARP16	-0.828
PDIA3	0.59325
C14orf126	0.000749999999999973
CECR2	0.8835
SFRS1	-0.649
FIGLA	-0.0815
DCP1A	0.685666666666667
MGC45800	-1.2546
TEKT1	0.147
C10orf67	-0.4685
CLN5	0.993375
NTN2L	0.6075
GLE1L	-0.03475
CES2	-0.0892
GNAS	-1.04933333333333
DDX53	-0.5755
TSPAN13	1.93625
MRPL52	-0.7663
SPIRE2	0.295875
TAS2R39	0.133
SCUBE3	0.03875
UCRC	0.2349
CDKL3	-0.52625
KIAA1715	-0.6715
ZNF345	0.055
RTF1	0.082
DHRS7	0.29925
RIPK4	0.617
EXOSC2	-1.21966666666667
MS4A2	3.54475
FGF17	0.06025
WDR59	-0.4925
EVI2A	0.26
IL17RC	0.0418333333333333
HS3ST1	1.8615
ITGB1BP2	-1.067
RBPJ	-1.05366666666667
GIMAP1	2.303
INE1	-0.831166666666667
ALDH18A1	-0.097375
TPI1	-0.963625
GATA6	0.88375
CABP1	-0.689
ZNF484	-0.10225
DAPK3	1.339
GJB1	-1.66858333333333
PIN1	-0.770375
SLC6A15	-3.46025
CNO	-0.91925
RIN2	3.748875
FRRS1	-0.3115
CYorf15B	-3.101375
DMRT3	2.64575
ATAD1	-0.60675
OTUD4	0.0538333333333333
ATOH8	-1.4535
ZSCAN16	0.64975
ASCC1	-0.1225
OTUD3	-0.013125
MGC33212	-1.7925
YME1L1	0.192125
RP11-218C14.6	-0.08375
PCBP4	0.00375
TNFRSF10A	-0.244
CDH10	-4.007
KL	1.622375
SCP2	0.117083333333333
C9orf119	0.414125
SON	-0.414166666666667
MAFK	0.8375
SBNO2	1.188
SLC6A6	0.179333333333333
SC4MOL	-0.701125
FAM35B	-0.221
PPP1R9A	-1.5935
PDZRN3	0.642375
CXorf20	0.4825
C6orf126	1.366
AVEN	0.0275
FLJ21075	-1.5655
C14orf132	0.635625
PCK2	-0.527875
GUCY2C	0.0055
BARX2	0.0845
PEX11G	0.6625
DAO	-0.66
C10orf49	0.53275
EDNRA	2.41666666666667
PPP2R5A	1.1956
DDX39	-0.973333333333333
SERF1A	-0.289
ASCIZ	0.3392
FNDC8	0.05875
PTMS	0.57575
PHF7	0.552
PIP4K2B	-0.1508125
HHLA2	0.089
BDH2	-0.2289
APOBEC2	-0.78575
PENK	-0.699
SMAD9	-1.167
MT3	1.2465
RGL1	0.31075
ATG10	-1.580875
DLGAP4	0.100666666666667
APPBP2	-1.13328571428571
BACE2	0.500142857142857
LOC339344	0.642
ZNF395	0.2809375
HIST1H2BL	0.39925
ZNF467	1.0955
SLC25A21	-2.14725
PALM2	0.349666666666667
NSUN5C	-1.10325
IL5	0.2268
CLSTN2	1.45475
ANXA8L2	-2.13125
PTGES	1.973375
GDAP1L1	-1.94283333333333
OPRK1	-0.718833333333333
WDR20	1.6255
C12orf4	0.023
NUP88	-1.12925
XRCC6BP1	-1.61816666666667
FCGBP	2.10214285714286
LEMD2	0.10475
NOMO1	-1.10925
C10orf79	0.30025
ZNF79	1.1881
OCRL	0.4686
HSPA8	-0.917416666666667
DIDO1	-0.136875
PLA2R1	1.3
COG3	1.4724
NGDN	-0.304
CBFA2T2	0.26925
PNOC	-1.5165
PRRG1	-0.398
AGGF1	-0.512714285714286
DPF2	0.4055
YIPF7	0.8185
TRPV5	-0.00825000000000001
ZNF322B	0.37275
MED12	0.271333333333333
CARS	-0.3545
ABCC11	-0.470166666666667
C9orf25	0.4525
MYH1	-0.2815
FRYL	-0.15225
AGTRAP	-0.12475
MMP27	1.007
ZNF432	-0.435
OR8D1	0.052
OR13D1	0.0296666666666667
VWA1	3.2785
STON1	0.53525
IL5RA	-0.15275
PERP	-0.2967
C10orf107	-1.21
TNFSF12	2.577
FN1	1.69783333333333
MTR	-1.28766666666667
PHLPPL	-0.0228333333333333
ZNF425	0.05425
DHFR	-1.592
PPP1R12A	-0.651375
RSPO2	-1.47025
ZNF7	0.85925
ZNF583	-0.18525
TPMT	-1.39183333333333
GPR132	0.993125
OR2T12	-0.192
SERTAD2	0.1369
ATP1A1	0.2108
FRMPD3	1.09075
ZNF672	-0.00225
PLXNB3	0.307125
EML5	-0.3925
FAIM3	1.936
UBQLN2	0.7895
SORCS2	2.762
PRIM2	-1.762
ACVR2A	0.758666666666667
YWHAZ	0.592083333333333
PGM2L1	0.535
GNAO1	-0.144923076923077
RPL10	0.6649
RPS6KA6	-1.098
PFKL	-0.206833333333333
SH3D19	-0.02025
AURKB	-2.18483333333333
ZC3H6	0.413
DISC1	-0.402
FLJ39660	-3.509
TMEM25	2.5445
OSBPL10	-0.0015
CLTCL1	-0.27
ALG6	-1.52775
CATSPER4	-0.2345
LRTM1	0.634
RRAD	0.8765
TIPIN	-2.43475
CARD14	0.95525
RBM9	-0.283333333333333
RASSF4	0.05925
SLC25A18	-0.134666666666667
C6orf58	-0.805166666666667
IGHD	0.517
PLA2G6	-0.3155
TPT1	1.9385
SEC63	0.4086
CCDC113	-0.0258
TDRD10	0.802875
KIAA1666	-0.59175
TOR1AIP1	0.440583333333333
SYTL4	0.661
SPRR2F	-1.1935
CEBPD	4.29875
SNTG2	-1.86875
C20orf77	0.14575
TAS2R49	-0.8425
C6orf173	-2.362
SVEP1	0.5748
PXN	-0.732357142857143
VIL2	0.5645
C5orf21	0.223583333333333
DIXDC1	0.246875
GANAB	-0.408666666666667
PDSS1	-1.949
NGFR	-0.7855
ATP8B4	0.4395
BMP8A	0.497
CCDC132	-1.03666666666667
GNRH1	-1.345
OR10T2	-0.341
PDGFD	1.885
OR6W1P	0.4445
HARS	-0.1635
KRT77	0.2355
AQP8	0.1605
ITGB1	0.6465
ZNF254	-0.8989
PAX1	0.302666666666667
PSMC4	-0.3378
ANKRD22	0.571
PSMD8	-0.1145
HTR1E	-0.561
SOX10	-2.2283
OR5B2	1.008
RABGEF1	-0.864857142857143
MAP1LC3B	-0.365
CYB5R4	0.54875
AGXT2L1	-2.77575
FLJ41603	2.0385
TRAPPC2	0.8545
FNTB	0.1169
FLJ14107	-0.939333333333333
AURKAIP1	-0.06725
DSE	2.6675
NFKBIZ	-0.966
OSBPL3	-1.20283333333333
LOC130576	-0.69225
SLC39A9	0.528333333333333
LOC137886	0.8965
RHCE	-1.8625
ATG7	0.625333333333333
FAM82A	0.149333333333333
FBN3	0.688
MCFD2	-0.511
CASP14	-0.078
EPS15	0.529416666666667
SFRS2B	0.644
C19orf47	0.6625
PLAC9	0.5515
GPR23	-0.6745
BTNL3	0.246166666666667
RGS8	0.7065
GNS	1.478375
ENO2	-0.646666666666667
CBX1	-0.7404
PEX26	1.06
LRP5	-0.253333333333333
ADAMTSL4	-1.42666666666667
ARR3	-0.0386666666666667
MAP1A	0.515
CD2	2.4345
NAV2	-0.6133125
TMEM69	-0.76075
ATXN7	0.0628333333333333
CHN2	0.343
ZNF781	-1.0535
HAS2	-3.46666666666667
KIAA0241	-0.261666666666667
BIC	1.88875
MOBKL2A	0.232
CYP2C9	-0.1155
CNOT7	-0.764857142857143
SFRS10	-0.798
CST11	-0.1885
FLJ37543	0.18
NKAP	-0.5215
RUNX1T1	2.69975
EAF1	0.4094
IL4I1	4.22975
LRRC61	-0.609666666666667
PSIP1	-1.46308333333333
SPRR4	-0.1245
ZFP90	-0.295833333333333
AP2B1	-0.387230769230769
SLC30A7	1.10975
C7orf28A	-0.149
S100B	-3.78833333333333
BMP2	-2.507625
ESR1	2.422
ZFPL1	1.2345
ARHGAP12	0.39
LRRC19	0.0983333333333333
ZNF767	-1.15766666666667
NACA	0.8334
OLIG1	-2.0165
PRF1	0.5375
LST1	2.902
SPATA9	-0.4965
CNFN	1.457
CDK4	-0.4554
TCF15	-1.51933333333333
PARC	-0.49875
PPM2C	1.18025
LOC283345	-0.978
FAM107B	0.78
DMXL1	-0.586125
RBM3	0.611
HTR5A	-1.38016666666667
SCFD1	0.048
EPHB3	2.613875
ROPN1L	-1.33766666666667
RAMP3	-1.18175
TSPYL5	0.618636363636364
GAP43	-2.967
PAPD4	-0.82725
PDE3A	-1.40375
TNFRSF10C	0.20575
JMJD5	0.179333333333333
RASGEF1A	0.038
C16orf65	0.165833333333333
HIPK3	0.681166666666667
XYLT2	-0.4385
XPOT	-0.550166666666667
GAL3ST1	-0.11175
DHCR7	-0.097
AMIGO3	0.677333333333333
FGFR4	-1.978
CRAT	0.61125
PPP1R14D	2.4665
TRIM14	0.1494
TMPRSS11D	-0.026
SLC7A11	-3.04335714285714
OR10H2	0.6945
PPM1E	-1.6576
DOCK4	0.541875
FAM127A	-0.305
ENOPH1	-0.7205
SLC5A3	0.4091
ZNF530	-0.215
NTS	-6.5845
FRMD4A	0.5435
BCL11B	-3.67466666666667
PRM1	0.069
UQCC	0.3224
S100A16	1.10866666666667
PLS3	-0.12125
WWOX	0.514642857142857
CCDC23	0.66525
GTSE1	-1.2435
GP2	2.4715
FLJ32549	0.059125
CHIT1	4.154
KLF9	0.1585
RPS24	0.8883
MIA	-3.90575
FIGN	-1.75975
PYROXD1	-0.081
PCSK2	-0.30875
MRPL9	-0.64725
RPL24	0.567875
C12orf32	-1.072375
HIST1H2BE	0.328
RGS18	0.31425
LFNG	2.83525
RAB4B	-0.4226
FBXO25	-0.00216666666666666
TSPAN31	1.32966666666667
ARL8A	1.73985714285714
C10orf83	-1.0126
OR51B6	-0.1155
CNKSR2	0.359
C1orf156	0.64875
IBSP	2.4985
GFRA2	-0.0053
ALKBH7	0.953
NEK10	0.6965
VN1R3	0.4045
LOC91948	-0.789
CPZ	-0.217
IHPK3	0.0325
COL8A1	1.54575
RBPJL	0.081
OR10A4	0.3015
CASP8AP2	-0.80525
MMP12	4.55866666666667
OR8B12	0.000499999999999999
CDCA5	-1.83983333333333
LIX1L	-0.84925
PEX11B	1.109375
GABRA1	0.3965
HABP2	-0.7095
REEP1	-1.57266666666667
FBXO15	1.52275
CD68	2.2425
WFDC9	0.214
GHDC	0.2215
SMARCA1	0.14375
SPAST	-0.714333333333333
PLXND1	0.651083333333333
MLCK	-0.875
INTS5	0.777666666666667
BSG	-0.533642857142857
PARP8	0.0696666666666667
TEAD4	0.241166666666667
ZNF498	-0.337875
TMEM89	-0.116333333333333
DTX4	2.59775
TNRC6B	0.527
ARMC2	-0.9385
FGFBP1	-3.359
TIMM8A	-0.880666666666667
AJAP1	-1.8091
ZNF608	0.1685
SLC25A42	-0.0430000000000001
SYP	-0.517333333333333
MMP11	4.44716666666667
USP40	0.118
C3orf62	-0.365666666666667
MYO1E	0.085
LRFN4	0.57625
XCL1	-0.524333333333333
GPR155	-0.212625
VPS29	-0.788125
CARHSP1	-0.33875
ARHGAP20	0.182333333333333
GREM2	-0.593928571428571
CCDC102B	1.6095
ZNF577	-0.0291666666666667
HDDC2	-0.5345
SHC2	0.5288
NCOA5	0.677
INPPL1	0.836
CHGB	-3.4572
IHH	0.3995
DDEF2	-0.755416666666667
DIAPH3	-2.79566666666667
BUB3	0.889333333333333
GGH	0.152888888888889
VPS35	0.2637
CNN2	1.34308333333333
ASNA1	-0.519
WDTC1	0.64225
AMAC1	0.496
HAS3	-0.716166666666667
SLC1A6	-1.167
ZNF563	-1.117
C1S	3.91925
TCF7L1	-1.047125
OR10Z1	0.6405
ME2	-0.662
C6orf151	-0.74925
KPNA4	0.0843
GLO1	-1.09275
WDR61	-1.1585
CD302	0.1215
SIRT7	0.175666666666667
C11orf59	0.99075
PKIG	0.019
PPIL3	-1.7725
CCDC74B	-1.174375
ZNF528	-0.40625
EFNA5	1.2205
FCGRT	1.36825
NOL4	-0.1629
CCS	0.86025
LOC374491	-0.61675
MFSD7	3.87
ZNF555	0.5875
LIMS3	0.01125
TSSC4	1.2405
COL11A2	-0.7865
C1orf119	0.984666666666667
BPNT1	-0.852125
CHRNA6	0.997
C1orf173	-0.1055
PLD2	0.69175
ORC1L	-3.235
SASH1	1.8765
CDC14B	-1.05025
RLBP1L1	0.382
LDLRAP1	0.6785
NAT8B	0.476166666666667
HHEX	-2.3
LGALS7	-1.44725
PLCH1	-1.016
OR1M1	-0.016
PRAMEF16	-0.17675
HECTD1	-0.684
C14orf39	-0.1505
TLN2	0.2661
HDAC4	-0.496714285714286
SYCP2L	-3.31075
GLRA1	-0.319
RPS6	1.639875
hCG_1757335	0.3135
KLHL1	-0.7355
CTNNBIP1	0.896833333333333
SCAND2	-0.4604
HMGN2	-0.4499
YAF2	0.10125
BRPF1	0.65775
LIAS	-1.357
CTA-246H3.1	-2.96425
SAG	0.207
C20orf10	-0.14825
HNRNPA2B1	-1.88683333333333
GADD45A	-2.47583333333333
MSH4	-0.2505
TMEM70	0.34
HIST1H2AM	0.827625
C19orf26	0.547333333333333
C1orf50	0.43025
GNG3	-0.112
FTO	-0.29925
CALCB	-2.158
PPP3R1	-0.58075
C15orf42	-2.07125
CCNJ	-0.68175
GNAZ	0.7088
PSD	0.1925
FAM57A	-0.742
STIM2	-0.581833333333333
DHX8	-0.2375
MOGAT3	-0.00599999999999998
UBE3B	0.334833333333333
PLAT	0.352833333333333
C6orf206	0.8845
COPE	0.348
EIF3A	-0.1155
C1QL2	0.1825
IQCE	0.805333333333333
KIAA0182	0.11575
SLC22A7	0.1372
PPFIA2	0.471
ADAMTS15	0.408
ODZ1	-0.21
THBS4	3.72833333333333
ARHGAP1	1.303875
B4GALNT3	-0.662666666666667
FCHO1	-1.6545
LOC440456	0.41825
HOXD10	-0.0508333333333333
CXCR3	0.377166666666667
CHI3L2	-0.569875
SRPX2	2.9075
ZNF132	1.40316666666667
UBAC2	0.503333333333333
RPL32P3	-0.1625
CBWD6	-0.559
ST6GALNAC4	1.8435
KIAA0391	-0.661333333333333
LOC388969	0.31425
KRTAP5-8	-0.343333333333333
ZNF786	-0.364
LYVE1	1.3715
GPR144	0.387
APOH	-5.08
TSC22D2	0.441666666666667
PLCD1	0.39425
FLG2	0.2865
M-RIP	0.4513
NDUFV1	-0.314
POLDIP2	-0.2865
RAB3GAP2	0.352833333333333
RPSAP15	-0.049
CLEC7A	0.901875
HSPA14	-1.15125
TAAR5	0.70875
FAM132A	-0.3765
C2orf43	-0.83375
OR10V1	0.3535
SELPLG	0.97675
C1QTNF6	1.06616666666667
OPCML	3.0166
DTYMK	-1.3135
ALDH16A1	-0.63675
F13B	-1.3975
MGC16169	-0.72275
KIRREL2	-1.267
C14orf32	-0.0553333333333333
SLAIN2	0.6722
HSD3B2	0.04
AMMECR1L	0.104
LRRC37B	-0.8155
HMG20A	-0.679666666666667
C22orf27	0.5899
FBXL22	0.6525
AP1B1	0.959833333333333
TNKS1BP1	1.64625
CD74	3.99575
HSPA12B	2.44333333333333
PLSCR1	0.582833333333333
SLC35E1	-0.143
FEZ1	-0.63225
APOD	0.941875
C16orf44	0.5085
C1orf166	0.7575
KCTD11	1.0105
NELF	-0.4685
SRP54	0.240333333333333
MGC35361	-1.107
GPR35	-1.4005
NRGN	-0.786
SIGLEC12	0.76075
SCN1B	-0.43425
IFNW1	0.391
STAR	-4.981
HLA-DQA2	1.52383333333333
RNASEH2B	-1.087
TAAR2	0.5775
VAMP5	0.506666666666667
TUBA1C	-1.29585714285714
PIK3R2	-0.56225
ARD1A	-0.1235
EBF2	0.7205
CAMSAP1L1	0.55675
CYP3A43	0.3805
AKR1B1	-1.24675
KIAA1729	-1.0065
KAL1	0.489
CYBB	1.288375
UXS1	-0.59525
LOC338579	0.382
C11orf45	0.6695
SHB	2.51775
IKZF4	0.4265
NDUFA1	-0.647875
HSPE1	-0.93725
C1orf215	-0.05725
GPR113	-0.0583333333333333
ZNF573	0.464
TBX18	0.927
GGTA1	4.2695
PCDHGA8	0.3545
RPS6KL1	-0.110875
DPP9	-0.206125
