Hybridization REF	TCGA-E2-A15D-01A-11R-A115-07
CHPT1	-0.713
KIAA1712	-0.985625
OR6X1	1.019
ACTR3	-0.340375
UGCG	1.38333333333333
OR4P4	-0.1235
ZAP70	-2.4125
LPP	0.68325
ZNF485	-0.7065
PTPRCAP	0.00575000000000001
IL12RB1	0.23
ATRX	-0.1526
CHST8	-1.939625
C14orf109	-0.43275
ARV1	0.79475
NMB	0.245428571428571
COX5A	-1.037
EIF6	-0.73475
MPPED2	-0.0985
SEMG1	-2.066
CHRDL1	1.6845
TRAF3IP2	0.6355
WNK2	-1.001
LILRA4	2.25
LAMA2	4.635
PXT1	-0.4785
RLBP1	-3.3205
CD300C	0.14925
SLTM	0.658125
FLJ10404	0.0780625
APOBEC3D	-2.3845
RENBP	0.191
ATXN7L1	0.837625
NID1	0.0615
TUBGCP3	-0.5905
ITIH5	2.50188888888889
CCDC110	2.03075
C8A	-3.27925
MGC87042	-1.164
HOXC13	2.626
TFDP2	-1.73825
HCP5	0.945875
POLI	1.00225
UCN	1.07266666666667
ZNF764	0.7925
C8orf45	-0.746
FHL3	-0.10625
SPATA5L1	-0.18275
MMRN2	3.3735
NDST1	1.04666666666667
COL20A1	-0.2405
ZNF248	-0.404333333333333
PELP1	-0.1255
MBL2	-2.4695
RNF41	0.26775
C5orf24	-0.217625
THOC5	-0.602875
SERINC3	0.183333333333333
RP11-151A6.2	0.50675
CDCP2	-0.1235
HIST1H2AA	0.47125
C11orf75	-0.331166666666667
FKBP7	-0.6575
DDOST	-0.559
GPNMB	0.409
TTF2	-2.08966666666667
KCNT1	0.522333333333333
SLC39A14	-0.54975
NGRN	0.8399
GPR137B	1.60875
MECP2	0.069875
PSMA1	-0.8105
C16orf73	-5.5805
TMEM60	0.662166666666667
CSN3	-0.1765
NOS1	-0.361833333333333
RAB7L1	1.24683333333333
YBX2	0.252
KIAA1166	-1.05925
FUBP3	-0.129166666666667
ABCG1	1.6845
ACACA	-1.01558333333333
ARL11	2.0699
ATOH1	1.19
ODF1	0.311
CREB3L3	-2.13116666666667
TMEM127	1.03928571428571
DSCAML1	-0.6375
PLN	1.7765
LYPLA1	-1.21525
PRDM9	-3.06375
SASP	0.36775
PLUNC	-0.136
INTU	1.041
HISPPD1	-0.587
LNPEP	0.263333333333333
YARS2	-0.732666666666667
APCDD1L	-1.815
ZCCHC4	-0.6819
FBXO22	-0.4895
TTLL13	0.1095
ZNF669	-0.434166666666667
PTGDR	2.7415
DDX27	-0.18575
KIAA0409	0.0258333333333333
GJB6	-0.02125
ASB8	0.71925
PLP2	-0.0763333333333333
MEPE	0.5165
OR10J5	-0.022
KRT222P	2.7675
COQ7	0.381
C1orf101	3.234
RERG	2.982
CHMP5	0.29525
THAP11	-0.52625
ZNF43	-0.194333333333333
ZRANB3	-0.967833333333333
KRT13	-0.968875
MRPL19	-0.917375
RBBP9	-0.279875
SPATA17	1.73025
BXDC5	-0.182333333333333
PAFAH1B1	-0.16275
MAGEE1	-0.44275
OSTF1	-0.623
KIAA0323	0.338833333333333
TXNDC13	0.3525
CNTN4	2.90325
LCE1B	0.955
UNQ501	1.497
ZNF154	-0.408
C3orf64	-0.1585
SYT5	-0.3387
PON1	-0.00760000000000001
FLJ10357	-0.0835
ATP4A	-1.0595
GNPDA1	-0.318333333333333
MGAT1	0.552
C14orf121	-0.0915
SLC35B2	-0.198
MIER3	0.1245
CHEK1	-4.46575
ZNF8	0.1995
TXNDC1	-0.947333333333333
CKB	-0.4439
RTN3	-0.0897142857142857
FZD2	-0.428166666666667
PART1	-0.6095
PSMB6	-0.55425
PCDHB8	-1.166
PHC3	0.1633
PPP1R8	-0.695666666666667
NOVA2	2.16483333333333
TNFRSF11B	-2.138125
GOLPH3	0.683666666666667
UBLCP1	-0.8595
SUHW3	-1.21825
TTLL1	1.745
OPN4	0.291
OR13G1	0.6475
ZPBP2	0.099
HSD17B11	-1.65175
C9orf50	0.767
DHDDS	0.160642857142857
CTSW	1.3227
NEFM	-1.8635
MRPL28	0.07725
SYN1	0.768
PIGV	0.135833333333333
ZIM2	-0.9945
APBB1	0.557
SND1	0.0235
C1orf123	0.330833333333333
CHD3	0.09475
BHLHB8	-0.05075
RNASE2	-0.514666666666667
BCAP31	0.094375
SLC25A44	0.940333333333333
CHD6	-0.2495
PIB5PA	2.77876923076923
SELS	0.42825
LOC541471	0.025625
FAT2	-0.545
ZNF81	-1.4535
OR4C16	0.8755
FLJ10081	0.1222
LRRC4	0.14675
CS	-0.895666666666667
N4BP2	-1.26975
IGFBP7	2.22925
ZNF318	0.2235
NDNL2	0.58225
ZNF609	0.867
SIRT4	-0.4245
EXOSC10	0.1905
ECE2	-0.167583333333333
OVGP1	2.76775
GTPBP3	-0.56025
PACS2	0.7446
C19orf36	0.737
ARL4C	-1.0795
ATG4B	-0.28325
UBQLNL	-0.162
RHOXF2B	-3.872
PLEKHG2	-0.261
GALR1	-0.6675
AQP4	0.146166666666667
HDAC7A	0.364
DCUN1D3	0.40525
OR8A1	-0.752
CCRN4L	-0.10825
CBR4	0.288333333333333
KIFC1	-3.3945
SLC7A14	-1.94966666666667
LHX5	0.582
TRPC7	0.1365
LPXN	-1.01125
SERPINA1	-2.7555
RPS13	-0.5061
BPIL3	-0.8405
PRKAA1	-2.11625
FADS2	-1.8473
ENAH	0.7796875
PRO1768	0.344
APBA2BP	-0.426
LIPH	1.694
C3orf33	-0.63975
RCC2	-0.501285714285714
ALDH1A2	-3.9324
RNF103	1.826
AHCY	-0.57275
ALG12	0.4925
CCL17	1.88475
ZNF543	0.725833333333333
ESRRG	0.2971
CNGA1	0.86575
RDH5	2.05866666666667
OTX1	-0.5692
PTGFR	-1.8532
CDR2	0.826125
SELE	5.86775
NLGN2	-0.0101666666666667
EXOSC9	-1.376
ZNF566	-0.159833333333333
KLRC2	-4.753
GPR12	0.6625
KIAA0196	0.6295
PDRG1	-0.793
SSR3	-1.28257142857143
MSI1	-0.2815
CST9	-1.7365
CC2D1A	-0.028625
PLAGL1	-0.330611111111111
ZNF778	-0.4045
RNF2	0.066
KLF6	1.03966666666667
THBD	2.51433333333333
tcag7.1314	1.62575
NR5A1	-0.480833333333333
ABCD2	1.4445
DNAJC7	-1.51225
CLEC4C	0.318
TM2D3	0.740125
CCDC4	-2.304
PLAC2	-0.3575
DCD	6.827
FAAH	2.043375
POLA1	-1.20616666666667
TM7SF2	0.367
FLJ39822	3.04383333333333
FLOT2	0.182125
MAP4K1	-0.4135
SRP68	0.02575
C21orf74	-0.2925
ARPC5	0.369875
LOC126075	1.93275
HECW2	0.511
ZDHHC4	0.08025
ANKRD42	1.2685
PDE9A	-1.00316666666667
ABCA8	2.73675
NDUFS2	1.25525
UBR5	-0.240625
BTBD16	-2.48675
LOC554174	null
ZNF20	0.9865
KIAA1843	0.167
WDR17	0.108
C15orf33	0.9905
RNF113A	-0.52775
CAMKK1	0.4091
CLCN2	-0.01225
ANXA6	0.008
LOC340069	-0.526
EMID1	-0.38575
DPM3	0.618083333333333
ELA1	-0.8895
SLC25A13	-0.7633
KRT24	0.00374999999999998
SMPD1	0.0748333333333333
TH	0.1505
COL6A2	0.817
ANKS1B	1.66975
GPR126	-1.4226
ZC3H12A	-0.0388333333333334
TMEM47	0.1865
C2orf51	-0.528666666666667
C1orf88	3.4655
HSF2BP	0.686
AKAP10	0.14275
RPAP3	-0.4015
KLHDC8B	0.65275
STOM	2.37
MUPCDH	1.719
C10orf72	-0.3175
PLEKHA3	0.538333333333333
TCP11L1	-1.09025
CWF19L1	-0.18625
SPEF1	2.38246153846154
YSK4	2.62975
ELN	2.9799
SAMD8	-0.146333333333333
MPI	-0.7205
MEPCE	0.4934
ABCC3	0.203125
NANOGP1	-4.5465
KCNK17	1.089375
HLA-DMB	3.8515
RRAGA	0.56075
ANGEL1	0.52125
RBM32B	-0.123
CPN1	-3.00175
MGC52282	-0.3369
HLA-A	0.670916666666667
OR9G4	0.1935
EDNRB	-1.90625
SCD	-2.0105
C14orf80	-0.2765
BAGE2	0.294
RABL4	1.27633333333333
RCVRN	-1.0055
SHANK1	0.101
NLRP7	-3.339
CD226	0.738
STAT3	1.467875
SYNJ2	-0.6438
TPCN2	-0.111666666666667
WDR36	-1.06541666666667
MBD4	-0.38
ROBO1	-1.1423
ST3GAL6	-3.1675
SLAMF8	3.10733333333333
ATN1	0.256666666666667
GPR141	0.4315
KRT36	0.3875
TPH1	-0.213
DDX52	-0.6625
ZSCAN29	0.280166666666667
TRPT1	-0.424666666666667
DPEP3	0.27325
DENND4A	-0.42775
TSPAN16	-0.169
PTCHD2	0.786
LOC145814	0.38375
CAP1	0.224666666666667
EIF5A2	-1.3489
NT5DC3	-0.814875
SEPT9	-0.54025
SEZ6L2	0.00475
EGFLAM	3.357
VPS11	0.73275
NDUFB5	-0.857666666666667
CIDEA	4.14216666666667
IER5L	0.6065
N6AMT1	0.37075
FAM83C	-0.5415
OXR1	0.381
IRX1	-0.727
DGKB	-0.8565
GCN5L2	-0.55325
MIR16	0.97525
FBXW9	0.062
WDR4	-1.95366666666667
PDC	-0.468
VPS33B	0.0685
HEXB	-0.48625
FLJ32214	-0.00174999999999999
TCEB3	-0.95225
CRLF1	-1.76525
ABI3BP	1.8865
C8orf22	-4.188
PYCR1	-0.16125
KIAA1706	0.51675
CDK5R2	0.415875
WAS	0.167
C12orf60	-0.7045
CCBL2	-0.7185
MADD	0.33825
C5orf34	-2.6865
WDR42A	1.4948
KLF12	-0.089
HSPA1A	2.51925
ITM2C	-2.1555
DAPK2	2.44016666666667
LOC442590	1.2985
SUMF2	0.99775
CENPA	-4.13892307692308
TMED5	-0.785125
CDH6	-0.5587
BRP44	0.854125
THG1L	-0.5325
GABRA2	-2.53375
C14orf166	-0.516
MYL1	-3.5395
TNFSF18	-0.2955
PAP2D	-0.257666666666667
PPIB	-0.31725
KLHL4	-0.8355
SFN	0.0655
CCDC127	0.6265
FRAP1	-0.361
GOLGA5	0.82675
SDCCAG1	-0.23325
MGC21675	0.15
C10orf95	-0.647
KIAA1345	0.317833333333333
C1orf163	-1.0605
LACE1	-0.444666666666667
OR10K2	0.321
CENPN	-3.3896
TMED2	0.4865
UGT1A6	-1.9705
ANG	-0.03325
U2AF1	-1.12083333333333
CASC2	0.909666666666667
NMT2	-0.9585
OSGEPL1	-0.016625
DFNB31	0.0495
SLC6A20	-0.0595714285714286
DKC1	-1.42175
FXYD4	-1.63975
WDR64	0.91325
MGC5590	0.24
CREBZF	-0.163666666666667
DAZ1	-0.18525
PRPSAP1	-0.48925
GCHFR	-0.76
TTC7A	-0.80475
LOC196993	-0.452
UBD	2.28583333333333
S100A1	0.68025
RPL6	0.0418333333333333
DNAJB6	0.90355
NAGS	1.678
C2orf58	-0.169
KERA	1.20133333333333
MT1X	-0.8615
UBE2B	0.2428
KEAP1	0.39975
MST1	-1.8335
OMA1	0.803
ABLIM2	1.74675
BCL2L13	0.0900833333333333
JAZF1	-0.4305
TMEM63B	1.0245
S100A8	1.5724
ARFIP2	1.051
UROS	0.18375
KHDRBS2	2.068
POLQ	-3.587
SOAT1	-1.1235
SPAG4	-1.3375
MRPS30	-0.4015
LOC494141	-1.09375
OR2T11	0.336
ORAOV1	-1.0628
ZNF184	-0.229166666666667
TCEB3B	-0.1155
ADAM21	0.1
GDPD1	-0.20025
SPINLW1	0.28075
PRR14	1.00666666666667
KCTD9	-0.9382
NUDT3	0.16675
KIAA1822	0.2876
HIST1H4K	0.106
DFNA5	-2.18175
GABPA	-0.59475
C14orf44	0.5065
POLB	-0.079
PTAR1	-0.60625
SEC31A	0.9054
TRIM58	0.41075
TAS2R14	-0.7815
VPS8	0.71575
H1F0	0.264666666666667
PRKCB1	-2.81666666666667
UGT2A1	0.4155
TOR1B	-0.5465
LSS	-1.265
C2orf19	0.4015
HNRNPC	0.554571428571429
TMEM100	-0.770333333333333
LOC116349	-0.95025
OR51M1	-1.4105
CCDC142	-0.545
ISG15	-0.11775
ZCCHC14	-0.09025
CREBL2	0.7375
TGDS	-1.713
DC2	-0.96675
CACNA2D3	-1.87907142857143
ZNF429	-0.29075
LYPD6	0.992333333333333
SUCLG1	-0.267333333333333
OR51I1	-1.114
MAGEH1	0.868
PRPF40A	-0.4745
SMR3A	0.079
SPINK2	-2.141
THAP2	0.919125
NPY5R	-0.437125
IRF4	-2.21325
SPESP1	-1.15383333333333
OR10S1	-0.4335
DTD1	-0.96975
TUBE1	-0.61975
DDX19A	-1.518
PDPN	-1.6155
TMEM34	0.314833333333333
MGAM	0.13175
COL3A1	5.38916666666667
GFM2	-0.752
OR5A2	0.379
PSG9	-3.0705
ARHGEF11	0.927
IVNS1ABP	-0.922375
SIGIRR	1.54
DUSP19	0.074375
DNAJC14	0.5003
ACSS1	-0.393375
IL1RAPL2	-0.49
C4orf30	-0.80225
SEPT4	2.5985
LANCL3	-2.44525
SPAG17	4.5895
PRDX3	0.223375
HNF1A	-1.76325
P4HA2	-0.491375
RFWD3	-1.66066666666667
MOV10	-0.2305
DNAJA5	0.557785714285714
LOC729440	0.41075
LOC200383	2.55775
SMC2	-2.13475
MIXL1	-1.1095
TMEM9	0.99575
FAM86A	1.373
ZNF174	1.0461
MYH14	-0.55925
CCR8	0.02725
VPS37C	0.705166666666667
GPATCH1	0.197166666666667
B3GNT8	2.775
TBX4	-0.75525
CNR2	0.2915
PCDH1	1.51325
C5orf29	4.326125
OCIAD2	0.545
PLCG2	0.51875
KIAA0247	2.546
HRH3	-0.3375
CAPN13	4.182375
CCR1	-1.4307
MGC15523	0.00911111111111108
UVRAG	0.392333333333333
DNAJA2	-1.03183333333333
ITGA2B	-0.883666666666667
CLDN5	3.560625
PTPRN2	-2.05078571428571
ZNF512	-0.0145
PSAP	0.663071428571429
CCDC140	-1.313
LRRC55	-0.01875
CYP26C1	0.4345
C8orf47	-2.0065
LYN	-0.313125
DUSP6	-0.548666666666667
TGFB3	3.186
ELK1	-0.4982
PCDH11Y	-0.581833333333333
HGD	-3.537
C17orf58	0.1205
MYO3A	1.0775
SERPINE2	-2.60916666666667
AARSD1	-0.982625
C14orf73	-1.1495
ADAM33	-0.1545
ZNF491	0.929
MAPK6	-1.01733333333333
TCN1	3.61516666666667
SLC24A6	1.34
UBE2R2	0.12875
H1FNT	0.145
TATDN2	0.190166666666667
LILRB1	1.2805
P2RY5	1.3215
NUCB2	-0.3475
C2orf37	-0.187
SNX27	1.13216666666667
MTA3	0.8505
FOXO4	0.64125
ID4	0.4945
SOX5	-1.8985
PXMP3	0.505125
OR52M1	-0.034
SFT2D3	0.294375
INA	-3.86833333333333
MCOLN1	0.6455
NFIX	-0.1178
CLEC14A	5.52433333333333
HIBCH	-0.346333333333333
PLA2G5	1.69125
TIMM10	-0.540833333333333
MED17	0.1177
COL4A4	-0.8085
TPP1	0.7735
GJA3	-1.24383333333333
TMPRSS5	-1.174
AADACL3	0.1175
DNMBP	-0.7475
ENPP5	1.74816666666667
NQO1	-1.5723
ZSCAN2	-0.54475
SEC24C	-0.0135
GTF2A1L	1.4665
AXIN2	0.3354
FAM33A	-2.51891666666667
C16orf13	0.406875
SPNS2	1.22625
TAF1	-0.1785
AP1G2	0.145333333333333
RBM42	-0.924666666666667
HCN2	0.668833333333333
EFHB	1.69266666666667
RUSC1	1.17133333333333
GRIK5	0.082
USP21	1.26116666666667
ATAD3C	0.945
ORMDL2	0.041625
PRSS7	-3.80825
PSAT1	-5.06025
FLJ13195	-0.848333333333333
TBC1D1	-0.245666666666667
IFNG	2.8085
OTOS	0.319666666666667
ZNF773	-1.5095
EMD	-1.49975
RETN	-0.0945
CCL8	3.4875
APH1A	1.058625
COX18	-0.14125
GTF2IRD2	0.3825
CCDC82	-1.86383333333333
PAFAH2	1.1893
NPEPL1	-0.4487
RP11-114G1.1	0.894
TP53INP1	2.110125
ZNF300	-1.80966666666667
FOXL2	-3.39325
LARP2	0.160833333333333
LATS1	0.47075
HTR6	0.3545
SPOCK2	0.176166666666667
RNF144B	4.7395
HTATIP2	-0.660625
MGC10334	0.437416666666667
CENTA2	2.07566666666667
FGF2	-1.81725
FXYD7	0.326
PHYHIPL	-2.833875
GPR34	4.5045
DDX6	-0.559666666666667
OR10W1	-0.178
LHFPL1	-1.0555
ZNF313	-0.936428571428571
VPS28	1.574
AP3M1	0.1743
AKR1CL2	-0.23075
TRAF4	-0.662
OR2B11	0.523
C19orf12	0.578833333333333
AKAP9	0.825333333333333
C1orf62	-0.32575
SLC20A1	-1.1307
FAM112A	0.4165
LDB2	1.053625
MRPS23	-1.2945
KLK5	-0.300875
SPTB	-0.6164
EFEMP2	0.733
EFNB2	1.09225
PCM1	1.00907142857143
NMNAT3	2.589625
TSG101	0.412666666666667
C8orf40	0.549666666666667
NOB1	-1.663
ABHD3	0.70475
GTF3C4	-0.461
PIGN	1.354
GALNTL1	2.94525
AEBP1	2.492625
OR9Q1	0.4005
ANKRD2	-0.267
CCL28	-2.908
TRIM38	0.776
TMCC1	-0.0545833333333334
SMG5	0.45575
LRRC7	-0.6445
NCAPD2	-2.21566666666667
C6orf153	-0.59
C1orf74	0.27475
OTUD6A	-0.2695
DCP2	-0.979166666666667
TMEM24	0.944
RPL18	-0.2055
TMEM177	-0.934
LRRC37A3	1.455
C1D	-0.0578333333333333
LDHC	-0.24225
UBE4B	0.312333333333333
NIT1	0.60525
BTN3A3	0.71525
RASD1	2.086875
COMMD3	0.462
SHFM1	-0.2335
BIRC8	0.539
DUT	0.7185
C12orf51	-0.1055
LRRC59	-1.39316666666667
LY6H	1.619
WDR22	0.4235
EDEM1	0.0306428571428571
ADH1A	3.56
PANX2	-0.5453
CYP11B1	0.37275
CDC73	0.2795
GPR172A	0.2985
GSTM3	0.849076923076923
KCNA5	-0.20525
SERAC1	-0.173
NFATC2	-0.1825
ANAPC5	-0.5838
C15orf24	0.09175
NFATC2IP	0.00858333333333333
TNRC6C	0.731333333333333
MGC102966	-2.2075
FGD5	1.746
MED9	0.2535
RAB13	0.8485
C15orf49	0.475
CRYGS	0.3105
C12orf53	-0.7902
LOC283693	-0.129
COX6B2	2.580375
PHF14	-0.062
FAM3A	-0.311875
RPL13	-0.1656
PRDX2	-0.0486
FLJ34047	-3.14975
PRMT3	-0.9295
KCTD19	-1.8165
TRIM10	-0.5745
MGC26597	-1.2188
GCNT4	-0.19875
GPRASP1	0.62475
CDKN1C	-0.0281666666666667
RHBDL2	1.642
HSPH1	0.3225
AQP1	3.466125
COL17A1	-2.0329
GFAP	-0.0761250000000001
CDC16	-0.03625
KIAA1614	0.2615
C6orf118	4.22016666666667
ZSWIM5	-0.21125
FAM83F	3.0625
LYNX1	0.52475
SYNPR	-0.72
XG	4.16866666666667
PRSS16	1.01425
KIF13B	2.16478571428571
PCDH9	0.7955
HIST1H2AH	0.649833333333333
RBM18	-0.96325
ZNF626	-0.51175
HEXIM2	0.918833333333333
ITFG1	-0.9575
TUBG2	-1.0325
SFRS7	-0.9905
C9orf14	-0.2025
EXTL1	-1.44475
GBP3	2.2545
WDR5	-1.57675
RARG	0.666666666666667
MYO7A	-0.813875
CECR6	-0.7145
C13orf3	-2.7745
SFRS18	-0.54125
ACVR1B	0.2075
PSMD1	-0.6277
C7orf31	0.248
ILVBL	-0.20275
IFNGR1	0.987
RNF186	-1.213
NOL9	-0.9885
MAGEL2	0.45925
SLC29A2	-0.196
NHSL1	-0.6305
RBMX	-0.698
PSORS1C2	0.04525
RAD51L3	-0.0134166666666667
LCN6	1.5905
ORAI2	0.514875
BRUNOL6	0.8139
OR4K5	-0.0845
CDC123	-0.98825
MSLN	-1.83633333333333
WWTR1	-1.57783333333333
ZNF700	-0.586166666666667
COBL	-0.44
PPP1R16B	0.6045
GAS7	0.1265
MDN1	-0.61125
HAAO	0.141
C9orf68	4.02725
TNFAIP2	1.131375
FOXN1	0.5985
hCG_2033311	0.0138333333333333
ATP6V0D2	-0.3074
RPL41	0.112125
SLC38A1	0.5075
ARHGAP6	-0.9775
ADAD2	0.8005
PHF20L1	0.246625
MCM3AP	0.3215
ST3GAL3	-0.471
SNX1	0.954833333333333
ELF5	2.0765
PARP3	0.887875
RBM8A	0.0486875
LINGO4	0.0805
ITGA9	1.34566666666667
ZFR	-0.2165
ACSL6	1.212625
FLJ20699	0.8462
DAOA	0.387
FABP4	6.287
KCNB1	-0.14225
CANX	-0.2285
SLC25A28	0.295
ADIPOR2	1.952125
ECHDC2	2.402
SMA4	2.61475
FRZB	3.396875
PABPC1	0.114666666666667
DMRTB1	-0.679
APOBEC3G	-0.11575
CATSPER2	-0.636666666666667
CUEDC1	0.766666666666667
STARD9	-0.451
CLDN8	3.3965
LOC23117	0.289727272727273
E2F6	-0.546777777777778
TMEM126B	-1.54366666666667
DPY19L4	0.6655
GIMAP5	3.25133333333333
NDUFA9	-0.708833333333333
FAM77C	-0.7795
CTPS2	0.3725
LOC51035	0.108
WDSOF1	-1.214
EGLN3	-0.943625
PITX3	0.464166666666667
OR52E8	-0.107
GRM4	0.0125
KLK1	-2.67033333333333
GPM6B	-2.1475
RRAGD	-0.795666666666667
PAGE5	-3.81125
UCHL5	-1.11766666666667
ULK3	0.579166666666667
AIM2	-0.0543333333333333
PNO1	-1.08316666666667
OR2F2	0.066
GNAT2	-1.1035
SIX1	0.37075
ST13	0.216666666666667
ZBTB44	-0.03175
TIMP2	-0.285
ZMAT4	2.412
GTF2IRD1	0.494666666666667
ZNF19	0.9025
ZNF714	-1.10625
RSC1A1	-0.027
C9orf80	-0.518
PSMA8	0.0265
TMEM141	1.073
COX4I1	-0.840642857142857
CTAGE1	0.658333333333333
DTWD1	-0.61625
HSD11B1	2.05825
KRT6B	0.725625
ARID4B	1.5135
LHFPL3	-0.125
WWP2	-0.0988333333333333
ZNF326	-0.636
RGPD1	-1.0785
CTSH	0.0466666666666667
FASTKD1	-1.076625
PAF1	0.8279
TTC9C	-0.6625
IFT57	0.857
PRSS36	0.47
IL20RB	-2.1465
ZNF592	0.772666666666667
DCTD	-0.2537
CFP	1.10025
MFNG	-0.111875
JMJD2B	0.484
ALDH3B1	-1.396625
THSD4	1.5345
KCNJ5	2.26633333333333
LMNA	0.696
TBCD	0.274875
ZNF250	0.530166666666667
CASQ2	1.58116666666667
PEG10	-0.60175
PRAME	-5.22506666666667
NP	-0.549125
TRIM59	-0.815333333333333
ZNF12	0.36775
XTP3TPA	0.29625
SIGLEC7	-0.8469
PANK4	-0.223
FAM70A	-3.96816666666667
SNED1	1.20175
HIP1	0.5109
RAET1E	-0.487833333333333
AMAC1L2	0.764
AHNAK2	0.35675
TOE1	-0.891
RECQL4	-1.591
SPRYD3	1.01225
DPAGT1	-0.27375
MAGED2	1.3389
ANKRD55	-0.573
TRPS1	4.82183333333333
DOK7	-0.8285
TFPI2	-6.02825
GTF2H3	-1.44233333333333
CYP4F11	0.456625
LHX2	-4.42416666666667
ATG16L1	0.128666666666667
ASB12	0.269
C1orf116	1.99725
NF2	-0.37025
POM121	-0.4241
PHYHD1	2.7273
TXNDC17	-0.561333333333333
DKFZp779O175	0.37175
NUP62	-0.409
MYO18B	-0.0598333333333333
PRAMEF1	-0.61
TCBA1	0.71775
TMEM168	1.16425
FJX1	0.6175
CLCF1	-1.17825
SEPN1	0.3605
IGSF2	0.5635
NUDCD1	-0.828666666666667
TFF3	2.3655
NDFIP1	0.985714285714286
CHCHD4	-0.54275
TNR	0.1195
CUTA	0.3565
USP44	-3.8015
DPP10	-1.346
IWS1	-0.344666666666667
PCGF1	0.152
SULT1C4	-0.1655
NTF5	2.87825
PTPN13	2.45325
SSTR5	0.1475
SFRP1	-1.681125
IDH3B	-0.884125
SUOX	1.03716666666667
TMCO5	0.02125
GOLT1B	-1.01975
MIB1	0.542857142857143
PCDHGB1	-0.131
SUSD1	-0.724
ICAM5	-3.45316666666667
PAPOLB	-0.26275
URM1	-0.2681
TMEM106B	0.6865
LRIG2	-0.65625
SLC27A5	-0.19075
CLIC6	5.7332
ZNF420	0.599666666666667
SCN9A	-1.68977777777778
KIAA1909	1.32475
ELMOD1	-0.847
PRKAG1	-0.59
FAM64A	-3.31411111111111
EEF1G	-0.15715
SMAD5	-0.94325
INCENP	-3.13725
WASF2	-0.885
GARS	-1.3504
CDK10	-0.5559
HLX	0.203333333333333
MDM4	0.537375
ZNRF1	-1.42114285714286
HHATL	-1.19716666666667
FAM21C	0.762
HIST2H3C	-0.67125
PFDN2	0.1
ZNF200	-0.0515
NDN	-0.0405
HBA2	-2.11316666666667
FBLN5	1.67825
PUM1	0.351428571428571
TNNT1	0.0486666666666667
C19orf59	-0.680166666666667
HNRPH2	0.863
RAB7A	0.4355
PMS2	-0.17675
BIRC3	-0.674666666666667
NRSN2	0.59275
OR52K2	-0.150666666666667
SPOCK1	0.719142857142857
H2AFY	0.28925
RXRB	0.3605
ZNF638	-0.136166666666667
ANKRD45	-0.12975
ACTN4	0.05
FXC1	-0.15325
EIF2B5	0.19475
VPS33A	-0.644
PINK1	0.416625
FAM106A	1.2585
SKIP	0.712
GAPDHS	-0.18525
MUM1L1	4.0015
PSTPIP1	1.2135
CNTNAP1	-0.8891
CYP26A1	-1.068
APOL2	0.6628
TACC2	0.984875
COX7A2L	-0.601357142857143
HSD17B1	0.5271875
ARRB2	-0.23075
SLC7A6	-0.7226
HSD17B10	-0.29225
RBJ	0.52975
NUP155	-2.1725
MRPL10	-0.7045
CYCS	-1.47683333333333
CCDC46	0.778333333333333
TECTA	0.4365
GNAL	-0.5865
LPO	-0.0345
PEBP4	2.34575
DDX11	-1.75575
C18orf12	0.286
TAF9B	-0.0525
IMP4	-0.10925
RPA4	0.762666666666667
NDUFS1	-1.2
UPK1A	1.246
ARRDC2	0.713333333333333
C18orf20	0.8275
AES	0.519428571428571
CD2BP2	0.955833333333333
C16orf54	-0.7725
UGT2B17	-3.482375
FGFR1	0.609090909090909
CEACAM6	3.2511
CHRM5	0.68075
CERK	-1.2365
AP3S2	0.894071428571429
ANKS4B	-1.446
CLCNKA	0.0513333333333333
ZNF208	-0.182833333333333
HLA-DRB5	4.493
CARKL	0.138
GOT1	-0.9745
CASP6	0.873125
HOXA1	-0.6645
RCL1	-0.37225
ZNF181	0.611
RAB40B	0.574
MRPL38	0.19025
LRRN2	1.21825
C3orf25	1.731
OR5D14	0.032
OR10AG1	-0.004
BET1L	0.13
FRY	4.4255
AK3L1	-1.6255
CSF3R	1.26166666666667
POLR3K	-0.523
ATG2B	0.480333333333333
EPS8	0.0465
DARS	-0.79775
C10orf56	0.973833333333333
DAD1	-0.35425
RIOK1	-1.20833333333333
HERC2	0.0515
HSD11B2	0.316
FAM96B	-1.20725
MGC13057	-2.433875
BSN	-0.50625
CAND1	-0.1705
HCST	2.097
ACTR10	0.031
OR8D4	0.00399999999999999
NASP	-1.6764
COL9A2	-0.0883333333333333
LYZL1	-0.6155
GPC5	-3.47225
TBL3	0.257666666666667
CENTD2	0.6314
OR5AP2	0.7635
TLR1	1.1465
LMO6	-0.1525
ZIC2	-0.893625
CPNE5	0.355
ZMYND15	1.808
FLJ22374	0.022
CCDC106	0.94325
PARP16	0.3045
PDIA3	0.04225
C14orf126	-1.008
CECR2	-0.9135
SFRS1	-1.00085714285714
FIGLA	0.2165
DCP1A	-0.2625
MGC45800	-1.8129
TEKT1	4.2945
C10orf67	1.0565
CLN5	1.096375
NTN2L	0.088
GLE1L	-0.02025
CES2	-0.4293
GNAS	-0.219277777777778
DDX53	-0.801
TSPAN13	1.831
MRPL52	-0.906
SPIRE2	-0.769
TAS2R39	-0.3605
SCUBE3	0.45475
UCRC	0.2055
CDKL3	0.26925
KIAA1715	-0.9626
ZNF345	0.573
RTF1	0.5595
DHRS7	0.1445
RIPK4	-3.1275
EXOSC2	-1.75216666666667
MS4A2	2.70425
