Hybridization REF	TCGA-A8-A07E-01A-11R-A034-07
HRBL	-0.0092
CBX4	0.1315
TMEM182	-0.48225
SH3TC2	-0.610333333333333
IL10	1.00766666666667
PXMP4	-1.478
RNF167	-0.4536
PAK7	0.147833333333333
ETV3	-0.012
ATPIF1	-0.345333333333333
LOC554207	-1.8725
OR8H1	0.0625
WDFY3	0.769375
DPM1	-1.0905
GPSM1	0.5275
WDR92	-0.4557
LRP1	0.954
ANKH	0.161
THUMPD3	-0.9505
POLR1B	-0.88125
OLFM4	2.58116666666667
RAD9B	0.263
TSPY2	-3.0785
PAX6	-0.9145
SCG2	-0.6605
SLC17A6	-0.14175
FMO3	2.55275
PADI4	-0.119125
TUBB4	-0.138
NLK	-1.14325
POU4F3	-0.4675
SDF4	0.1235
ITGBL1	3.175
NETO1	-1.388375
TAP2	0.425875
ABBA-1	-0.0274166666666666
GNAI1	0.37225
VPS4B	1.14725
NOPE	0.8189
GALNT6	2.7235
SESN1	0.62475
GBE1	-1.78911111111111
CLASP1	0.048
RASGEF1B	1.09875
ACOT11	-0.0179285714285714
AFAP1	1.3955
OR2H2	0.211
DPY19L2P1	-0.83775
DZIP1	-1.19375
SEC22C	0.0363333333333333
GPR161	0.500416666666667
RNF146	0.764
WDR74	-0.953125
GALP	-0.4065
PURA	1.0745
DNPEP	0.780333333333333
RP11-78J21.1	-0.44975
ERBB2	1.223125
FANCM	-0.73825
NEO1	1.2545
DDX3Y	-5.245
RPS3A	-0.1035
MXRA7	0.457928571428571
LGALS3	-0.310166666666667
GLT8D1	0.251
CFL2	-1.16716666666667
UPB1	0.0605
NAP1L5	0.24325
CLDN14	-0.11875
DHX38	-0.68425
BTBD1	0.22925
TARS2	-0.403833333333333
ABCF1	-0.24
FCF1	0.537
LRRC49	0.382
GUCY1B2	-0.757
C1orf177	-0.131
SMARCA4	0.495214285714286
LRP8	-2.25383333333333
TAGLN3	-0.64975
MRPL14	-0.66075
TTRAP	0.19875
ZDHHC20	1.0825
NFE2L3	-1.94925
KIAA1377	0.981
PALMD	1.9667
TMEM43	0.36
TTL	-0.561875
STAT5B	-1.18216666666667
SSB	-0.820875
OR10H5	-0.132
SLC22A13	-0.853
AKAP3	-0.5245
TIMM23	0.5145
OAS2	1.80458333333333
KIAA0423	0.83925
TRIM11	1.06233333333333
GLIS3	1.66575
TMEM50B	0.749333333333333
ARHGEF4	-0.256125
DEGS1	0.168636363636364
TBL1XR1	1.31996666666667
G6PD	-2.44225
SP140	0.3213
MUC17	0.0929285714285715
NUDC	-0.4351
DNAJC5B	0.2465
SCARA3	-0.449833333333333
CPA3	6.58716666666667
BCAT2	-0.05825
MFN1	-0.0508
NRG3	0.8825
SNX11	0.27325
PLEKHH1	-0.440166666666667
GPR177	0.223166666666667
HCFC2	0.79325
TCAP	-0.7285
MOCOS	-1.997
C14orf93	-0.25725
PRDM10	-0.4075
SLC16A4	-0.73825
SRGAP1	0.624833333333333
VIP	1.12175
DUSP27	1.37533333333333
LILRA1	0.8389
MC2R	-0.056
MGC24103	-1.5795
MBTD1	-2.8475
FUT11	0.0401666666666667
USP33	0.2787
C15orf39	0.01425
MAP3K12	-0.075125
PAAF1	-1.4165
BARHL1	-0.151
FLJ16165	0.1085
PIWIL2	-2.84325
SYNE1	0.616666666666667
CMTM4	0.649125
TSPYL1	0.9113
GUF1	-0.750333333333333
TMEM157	0.9725
WDR44	0.18325
HIST1H3C	-0.18075
DKFZp666G057	1.15575
RNPEP	0.87675
GAS2L2	0.541333333333333
ADH4	-4.93375
GRPR	3.55416666666667
FBXL17	0.6655
ZBTB10	0.603583333333333
Gcom1	0.747555555555556
HTRA1	2.4857
ZNF585A	-0.445
SLC26A2	0.809071428571429
OTOP3	0.103
WISP1	3.59366666666667
ATP2B4	0.169916666666667
FLJ10769	0.56025
CRAMP1L	0.062375
CHST12	-0.5845
RAB22A	0.25625
TARDBP	0.0517142857142857
STAU1	0.0405
CRB3	1.96533333333333
MIG7	-0.33425
CHMP1A	-0.179
ZNF160	-0.0765
B3GALT6	0.5985
BARX1	-1.82016666666667
C6orf167	-1.374125
NXNL1	0.601
DHX29	0.4025
HADHB	-0.11775
PLXNB2	0.518625
ILDR1	-1.44025
SLC15A3	2.39075
GAS2	-3.94933333333333
C20orf69	-0.24525
NUMB	-0.11975
TNIP1	0.024375
MESP1	1.51416666666667
PSKH1	-0.202
NSFL1C	-0.167125
RHOG	0.205
HEY1	-0.956333333333333
KNG1	-2.005875
ITGAX	1.0357
LIN9	-0.186
CANT1	1.29175
XRN1	0.319714285714286
CCDC96	1.70275
HEATR6	-0.911666666666667
GNG7	0.08425
RUNX2	1.269375
SOX1	0.114833333333333
FCRL5	0.0359
ZNF99	0.492125
FAM9A	0.741
SNX22	0.164666666666667
MBNL3	-2.0645
ODC1	-1.1104
ADORA2B	-2.297
NR2F6	0.267
ZFYVE16	0.2635
SYNJ2BP	0.8239
POLE	-0.97925
E2F2	-0.5605
THRA	0.0206666666666667
PTGES2	-1.0355
HIP1R	1.03433333333333
TMUB1	-0.893166666666667
ENO3	-2.4195
RSPH10B	-0.033
CXorf39	0.73125
IRGC	0.0875
GPR109B	-0.248
FLJ13305	-1.1605
LCE3A	-0.0895
TNFRSF18	-0.448666666666667
DET1	-0.26675
TRPM3	-0.00809090909090909
C16orf79	-1.515
FECH	-0.0616666666666667
RAP2A	0.920666666666667
CRIP1	2.88116666666667
AZIN1	-0.175
SLC7A7	3.31875
IL10RA	1.0135
TMEM64	-2.19625
CDC42EP4	0.6304
C16orf58	-0.6267
ARG2	-2.88725
POU5F1P4	-5.37
FAM62B	-0.356625
DNAH8	-2.4767
ASH2L	-0.23025
TSLP	-3.321
CNTNAP5	-0.6992
TMEM16C	4.16075
IFNA14	-0.0999999999999999
SLC1A3	0.73775
CABYR	0.29275
BCL7B	-0.1434
NUDT13	-1.2955
C13orf28	-0.08075
C1orf53	0.479
ARL6IP4	0.4417
RPL35A	-0.2965
EMR3	-0.2305
RAB40C	0.567
SLC41A1	0.0478333333333333
LRCH1	0.29975
LY6G5B	-1.099
FAM124A	0.0473571428571429
MGC10981	-4.27633333333333
CLIP3	0.7488
MAP4K2	-0.435833333333333
CHIC1	0.073
SULF1	3.96883333333333
C20orf30	-0.211785714285714
PRDM5	-0.592125
ELOVL1	0.43375
C11orf48	-0.626125
SLC39A10	-0.2325
KCNV1	-0.354666666666667
ACP1	-0.4675
ZMYM2	-0.22625
B3GNT6	-0.0625
C9orf69	0.70625
C2orf15	0.82975
C20orf166	-0.3775
HSP90AA6P	-0.6865
EDG7	-1.308
NEURL	2.550125
LPL	1.7655
CLEC2D	-0.225928571428571
GRRP1	2.42833333333333
CD8B	-2.3914
HIST1H3D	-1.082
SLC6A12	0.341125
FAM27L	-0.454
CD84	1.8657
RASA1	0.5465
PHKG1	0.119
MAGEA11	-1.916
IMPA1	-0.9278
NPM3	-2.00125
RARRES1	2.2625
SH3BP1	0.027125
B3GNTL1	-0.5375
ARPC5L	0.253
KLHL26	0.1835
SIM2	0.5975
GJC1	0.2815
C20orf194	0.35825
EXO1	-1.895
SLC2A2	-2.365
LOC285074	-1.041
LRG1	1.14175
KIRREL	0.659
PIK3R1	1.5015
C4orf34	1.8805
MAF	-0.0198888888888889
ADCY4	4.036
ZMIZ2	0.5002
SLC46A3	0.858833333333333
STAMBP	-0.570333333333333
CCDC16	0.506
MS4A12	0.476
TCF20	-0.1745
LRRC46	0.24425
C20orf152	0.692
MRPS6	-0.054125
ABCB11	0.362
KCNC2	0.0232
CDH19	0.723833333333333
C9orf123	0.0421666666666667
SSH3	0.647125
LDLRAD1	-2.2705
CCBE1	0.4855
ZNF135	1.47425
TAAR1	0.1605
WFDC12	-0.2955
CCDC42	0.276833333333333
FLJ12529	-1.08325
PER1	-0.0768333333333333
TIMM50	-0.331833333333333
SMARCAD1	-0.543
FAM26C	0.24
TP53TG3	-2.15883333333333
SH3RF1	1.508
LMCD1	2.93
GPR63	-0.5815
FLJ21986	-1.6275
AIFM3	-1.34775
MICAL1	0.0356666666666667
BLZF1	0.983333333333333
IQCA	1.6815
PCDHGC3	0.335
SAC	-0.1425
BCL6B	3.60533333333333
DDO	-0.961
MARCO	3.8435
DCHS1	1.82966666666667
C1orf170	0.178166666666667
CD200R1	2.12883333333333
C22orf15	-0.491
SEPT11	1.1595
ADNP	0.17325
UST	0.6766
C13orf34	-0.659666666666667
RFFL	-0.00107142857142857
APBA3	-0.162
C2orf60	-0.529125
CUTL1	0.00820000000000002
PMS1	-0.94675
ZNF689	0.394
EIF3E	-1.13416666666667
IL9	-0.5424
RPL31	-0.917375
LY9	0.667166666666667
ATP2B3	-0.32925
KDELR2	0.95375
TFCP2	0.088
NLRP12	0.448625
FLJ45422	-0.23175
TLE4	-0.0167
ZNF570	-0.16
FLJ43806	-0.0355
TLK2	-0.259625
CIR	0.69475
MARS2	-0.071
COL24A1	0.162
SDF2L1	-0.4945
HIBADH	-0.875833333333333
IGFBP3	-1.24814285714286
C12orf23	1.5535
PSPC1	-0.2985
C20orf43	0.2115
TRAV20	0.536
ARHGAP24	1.7505
KIAA1975	-1.145625
C1QA	3.5701
DNTT	-4.67783333333333
C10orf6	0.064
C11orf41	0.40025
HNRPF	0.774125
COL11A1	6.055
UBAP2	-0.337
CDKN2AIPNL	-1.7595
C20orf174	4.2075
SPRED2	0.402
PLA2G12A	-0.407333333333333
ICEBERG	-0.6655
SCN10A	0.6425
C11orf65	-1.2135
GBP5	4.322
PITPNC1	-0.530666666666667
POU3F3	0.699
NCOA7	0.46675
LIN7C	0.2023
LOC348840	-1.312
NKX2-2	0.79775
ANKRD13D	-0.27
LOC123688	0.29025
FUT2	2.28883333333333
TAAR8	0.461
FZD4	1.47666666666667
PNMA3	-0.0361666666666667
OR4L1	0.197
WIT1	-2.48775
EXOC3L	1.85975
ATPBD4	-0.3025
KRBA1	-0.6155
UBXD6	-0.081
HOXB7	0.423
C7orf23	-0.417
UNQ338	2.16925
STAB2	2.36325
CDC20B	1.608
IRF9	1.78125
CENTG1	0.454916666666667
TNPO2	-1.376
MCPH1	-0.191
BMS1P5	-1.40875
SLC26A7	0.62225
HIST1H3J	0.95025
C9orf3	0.3844
LBH	1.38575
MYO1D	1.08875
PTDSS2	-1.30325
NFU1	-0.11175
DEPDC4	-1.939
WNT7B	1.2023
GLP2R	-1.02916666666667
SETD4	-0.5824
DYNLT3	-0.3909
FKBP11	-0.888666666666667
SESTD1	0.614833333333333
FLII	0.10325
RPS16	-0.2002
CHPF	0.00833333333333333
CSNK2A1	-0.232166666666667
SUMO1P1	0.07875
FKBP6	-0.779
ZNF214	-0.114833333333333
TWIST1	1.57283333333333
DDX56	-0.529
TRAM1L1	1.777
EPO	-2.71733333333333
MRPS18B	-0.933
ZNF682	0.118666666666667
RPL14	-0.2135
MAFF	0.05275
LOC51136	-0.982125
LY96	0.6485
DDX20	-0.0515
ABTB1	0.382666666666667
ARL5A	0.4847
CCT6A	-1.00675
HEPACAM	-0.821833333333333
EHHADH	-0.423166666666667
RBAK	0.436666666666667
CGB1	5.56
ITGB5	1.5886
YIPF3	0.37675
FKBP2	-0.41375
NR1D1	0.6428
TMEM110	0.2805
NEK2	-0.521166666666667
PRAMEF8	-3.51225
C20orf52	-0.677
PCDHGA3	-0.9945
VWA3B	-0.49525
NDUFA5	-0.04075
THAP9	-0.5405
FLVCR2	-0.2065
AP1S1	-1.4695
SMAD6	-0.62575
SAV1	0.3905
SAT1	1.429875
ZNF251	0.244
ADAMTS7	0.1061
RPP38	1.56425
C1orf211	-1.338
YPEL2	1.7485
RBMS1	0.794
ZNF445	-0.0325
NRXN2	0.471333333333333
PGBD4	-0.48825
UGT2B28	5.7685
WBSCR16	-0.5977
NLRC3	0.7235
ASTL	0.14375
ST6GALNAC1	-1.9835
ZADH2	-0.225875
MLLT4	0.0923333333333333
ARL6	0.162666666666667
MEF2C	1.03375
CBFA2T3	-0.0835
AFF3	2.16192857142857
COG7	-0.3195
MYB	-0.275
PLXNA3	0.148
XRCC2	-1.53566666666667
MMS19	-0.284875
ST8SIA5	-0.606
CHPT1	-0.978
KIAA1712	-1.73125
OR6X1	-0.5075
ACTR3	0.81625
UGCG	0.573333333333333
OR4P4	0.863
ZAP70	-2.62425
LPP	1.588875
ZNF485	-0.15075
PTPRCAP	0.37275
IL12RB1	0.19075
ATRX	0.3824
CHST8	1.525
C14orf109	0.554
ARV1	0.4215
NMB	-0.603714285714286
COX5A	-0.819666666666667
EIF6	-0.68
MPPED2	-0.00733333333333332
SEMG1	-2.4405
CHRDL1	2.4635
TRAF3IP2	1.462
WNK2	-0.119875
LILRA4	2.21316666666667
LAMA2	5.45825
PXT1	-0.0635
RLBP1	-2.64333333333333
CD300C	0.72225
SLTM	-0.215875
FLJ10404	0.1756875
APOBEC3D	-1.20766666666667
RENBP	0.429666666666667
ATXN7L1	0.544375
NID1	0.8735
TUBGCP3	-0.553875
ITIH5	2.07361111111111
CCDC110	0.8435
C8A	-3.0445
MGC87042	0.359
HOXC13	1.58425
TFDP2	-1.27025
HCP5	0.954
POLI	0.09075
UCN	-1.4725
ZNF764	0.475666666666667
C8orf45	-1.6865
FHL3	0.134
SPATA5L1	-0.304
MMRN2	3.15116666666667
NDST1	0.878166666666667
COL20A1	-0.2265
ZNF248	-0.825333333333333
PELP1	-0.980333333333333
MBL2	-2.166
RNF41	0.496625
C5orf24	0.556375
THOC5	-0.60575
SERINC3	0.4315
RP11-151A6.2	0.7095
CDCP2	-0.7565
HIST1H2AA	-0.27475
C11orf75	0.670166666666667
FKBP7	0.672
DDOST	-0.17125
GPNMB	1.43566666666667
TTF2	-1.4665
KCNT1	-0.0836666666666667
SLC39A14	-0.284875
NGRN	0.3649
GPR137B	1.55375
MECP2	-0.0755
PSMA1	-0.13425
C16orf73	-5.4835
TMEM60	-0.384
CSN3	-0.416
NOS1	-0.0041666666666667
RAB7L1	0.0466666666666667
YBX2	-1.164
KIAA1166	-0.178
FUBP3	0.194666666666667
ABCG1	1.0055
ACACA	-0.842166666666667
ARL11	0.1988
ATOH1	-0.1855
ODF1	0.648666666666667
CREB3L3	-1.97116666666667
TMEM127	1.29207142857143
DSCAML1	0.23775
PLN	3.45216666666667
LYPLA1	0.68675
PRDM9	-1.93
SASP	-0.0995
PLUNC	-0.156666666666667
INTU	-0.71825
HISPPD1	-0.323
LNPEP	0.344
YARS2	-0.657333333333333
APCDD1L	-1.2645
ZCCHC4	-0.9017
FBXO22	-0.824333333333333
TTLL13	-0.8495
ZNF669	0.453333333333333
PTGDR	2.80175
DDX27	-0.27275
KIAA0409	-0.685666666666667
GJB6	4.314
ASB8	0.6915
PLP2	0.115666666666667
MEPE	-0.09425
OR10J5	0.103
KRT222P	1.7585
COQ7	-0.027
C1orf101	0.708
RERG	1.5528
CHMP5	0.377
THAP11	-0.07
ZNF43	0.570833333333333
ZRANB3	-0.8125
KRT13	-0.047
MRPL19	-0.399375
RBBP9	0.071
SPATA17	1.0725
BXDC5	0.267333333333333
PAFAH1B1	-0.197083333333333
MAGEE1	0.07975
OSTF1	0.707
KIAA0323	0.214583333333333
TXNDC13	0.223833333333333
CNTN4	1.06475
LCE1B	-0.067
UNQ501	-0.304
ZNF154	0.50075
C3orf64	0.59925
SYT5	-0.00810000000000002
PON1	1.11983333333333
FLJ10357	0.19675
ATP4A	-1.962
GNPDA1	-0.618166666666667
MGAT1	1.22666666666667
C14orf121	-0.20125
SLC35B2	0.05975
MIER3	0.545333333333333
CHEK1	-2.83075
ZNF8	-0.0656666666666667
TXNDC1	-0.5025
CKB	-0.9263
RTN3	0.427142857142857
FZD2	-1.011
PART1	-0.49375
PSMB6	-0.612
PCDHB8	-0.5405
PHC3	0.4512
PPP1R8	-0.2075
NOVA2	2.34783333333333
TNFRSF11B	-2.800875
GOLPH3	0.972166666666667
UBLCP1	-0.5525
SUHW3	-0.9295
TTLL1	0.1605
OPN4	0.551
OR13G1	0.3255
ZPBP2	-0.165833333333333
HSD17B11	-1.034625
C9orf50	-0.026
DHDDS	0.166428571428571
CTSW	1.5355
NEFM	-2.53233333333333
MRPL28	-1.09475
SYN1	0.546
PIGV	-0.8685
ZIM2	-0.86525
APBB1	-0.0603333333333333
SND1	-0.4825
C1orf123	0.311833333333333
CHD3	-0.73875
BHLHB8	-0.09175
RNASE2	0.189333333333333
BCAP31	0.109375
SLC25A44	0.686666666666667
CHD6	-0.3005
PIB5PA	0.860846153846154
SELS	0.419125
LOC541471	0.21025
FAT2	1.491
ZNF81	0.302
OR4C16	0.7505
FLJ10081	-0.5472
LRRC4	2.25475
CS	-0.0413333333333333
N4BP2	-0.477875
IGFBP7	3.0025
ZNF318	0.05075
NDNL2	0.61375
ZNF609	0.63975
SIRT4	-0.16825
EXOSC10	0.12975
ECE2	-0.0834166666666667
OVGP1	1.60325
GTPBP3	-0.7285
PACS2	0.5818
C19orf36	-0.47
ARL4C	0.04225
ATG4B	-0.247375
UBQLNL	-0.735
RHOXF2B	-3.914
PLEKHG2	-0.0455
GALR1	-0.4395
AQP4	-0.0458
HDAC7A	0.359
DCUN1D3	0.37475
OR8A1	-0.3135
CCRN4L	-0.072375
CBR4	-0.715333333333333
KIFC1	-1.60716666666667
SLC7A14	-1.133
LHX5	-0.282
TRPC7	0.1465
LPXN	-0.17825
SERPINA1	-3.043
RPS13	-0.3808
BPIL3	0.3525
PRKAA1	-0.526
FADS2	1.0558
ENAH	0.600375
PRO1768	0.5545
APBA2BP	-0.95225
LIPH	1.4075
C3orf33	-0.827
RCC2	0.230142857142857
ALDH1A2	-3.0799
RNF103	1.9175
AHCY	-0.683
ALG12	0.1545
CCL17	2.38425
ZNF543	1.16866666666667
ESRRG	1.237
CNGA1	1.27125
RDH5	0.0611666666666667
OTX1	-0.2705
PTGFR	1.53033333333333
CDR2	0.186875
SELE	4.124
NLGN2	-0.829666666666667
EXOSC9	-1.22825
ZNF566	0.129333333333333
KLRC2	-4.9205
GPR12	0.7105
KIAA0196	0.3635
PDRG1	-0.66525
SSR3	-0.661214285714286
MSI1	-1.1195
CST9	-0.2005
CC2D1A	-0.398
PLAGL1	0.109555555555556
ZNF778	-0.0265
RNF2	0.731
KLF6	1.32933333333333
THBD	2.95883333333333
tcag7.1314	-0.0725
NR5A1	-0.0693333333333333
ABCD2	-0.0845
DNAJC7	-2.507
CLEC4C	1.001
TM2D3	0.616625
CCDC4	-0.6745
PLAC2	1.4675
DCD	8.798
FAAH	1.52375
POLA1	-0.364166666666667
TM7SF2	-0.446875
FLJ39822	-0.4985
FLOT2	-0.631625
MAP4K1	-0.473833333333333
SRP68	-0.46775
C21orf74	-0.1085
ARPC5	1.0175
LOC126075	1.1665
HECW2	0.915625
ZDHHC4	-0.58125
ANKRD42	1.2143
PDE9A	0.0841666666666667
ABCA8	3.82675
NDUFS2	-0.0625
UBR5	-0.469125
BTBD16	-2.61575
LOC554174	0.1365
ZNF20	0.9465
KIAA1843	0.302
WDR17	-0.950875
C15orf33	0.308
RNF113A	-0.128
CAMKK1	-0.4927
CLCN2	-0.83525
ANXA6	-1.0935
LOC340069	-0.0215
EMID1	0.43725
DPM3	-0.514
ELA1	-0.241
SLC25A13	-0.8967
KRT24	-0.1445
SMPD1	0.0956666666666667
TH	-0.031
COL6A2	1.9195
ANKS1B	0.70875
GPR126	-2.0564
ZC3H12A	1.28516666666667
TMEM47	1.178
C2orf51	-0.492
C1orf88	2.02633333333333
HSF2BP	0.081
AKAP10	-0.46175
RPAP3	-0.564
KLHDC8B	0.502375
STOM	0.7333
MUPCDH	-0.0985
C10orf72	0.211
PLEKHA3	0.676083333333333
TCP11L1	0.123
CWF19L1	0.16775
SPEF1	1.09253846153846
YSK4	1.60575
ELN	3.2729
SAMD8	0.433166666666667
MPI	-1.57216666666667
MEPCE	0.0914
ABCC3	-2.24825
NANOGP1	-3.808
KCNK17	1.1735
HLA-DMB	4.24283333333333
RRAGA	1.1585
ANGEL1	-0.91625
RBM32B	0.1525
CPN1	-3.2845
MGC52282	-0.0163
HLA-A	1.19233333333333
OR9G4	-0.034
EDNRB	-0.045625
SCD	-1.34928571428571
C14orf80	-0.276833333333333
BAGE2	0.0635
RABL4	0.407666666666667
RCVRN	0.849
SHANK1	-0.3275
NLRP7	-3.67075
CD226	1.4615
STAT3	0.82025
SYNJ2	-0.233
TPCN2	0.586666666666667
WDR36	-0.769916666666667
MBD4	-0.154
ROBO1	-0.2229
ST3GAL6	-2.4375
SLAMF8	3.062
ATN1	0.246666666666667
GPR141	0.455
KRT36	0.1585
TPH1	0.485
DDX52	-0.7155
ZSCAN29	0.0376666666666667
TRPT1	-0.256833333333333
DPEP3	0.16425
DENND4A	-0.833875
TSPAN16	-0.984
PTCHD2	-0.767
LOC145814	-0.887
CAP1	1.38516666666667
EIF5A2	0.0701
NT5DC3	-1.08525
SEPT9	-0.6625
SEZ6L2	0.19075
EGFLAM	3.94375
VPS11	0.071125
NDUFB5	-0.298333333333333
CIDEA	3.36366666666667
IER5L	0.61325
N6AMT1	0.11075
FAM83C	-0.115
OXR1	0.389583333333333
IRX1	0.02
DGKB	-0.559833333333333
GCN5L2	-2.39225
MIR16	0.47025
FBXW9	0.22325
WDR4	-1.28133333333333
PDC	-0.055
VPS33B	-0.266
HEXB	-0.0795
FLJ32214	0.57325
TCEB3	-0.241
CRLF1	-2.69925
ABI3BP	3.9025
C8orf22	-4.103
PYCR1	-0.497875
KIAA1706	0.8225
CDK5R2	0.4135
WAS	0.103
C12orf60	-2.03425
CCBL2	-0.172625
MADD	0.0155
C5orf34	-1.6265
WDR42A	0.742
KLF12	0.3895
HSPA1A	1.05575
ITM2C	-1.77916666666667
DAPK2	1.19
LOC442590	0.199
SUMF2	0.0975
CENPA	-1.54792307692308
TMED5	-0.267
CDH6	0.3359
BRP44	1.511625
THG1L	-0.41725
GABRA2	-1.391
C14orf166	-0.05725
MYL1	-1.45883333333333
TNFSF18	-0.0775
PAP2D	-0.941333333333333
PPIB	-0.01025
KLHL4	-0.130375
SFN	-0.0915
CCDC127	0.0845
FRAP1	-0.2245
GOLGA5	1.01925
SDCCAG1	-0.209625
MGC21675	0.0405
C10orf95	-0.689
KIAA1345	-1.15216666666667
C1orf163	-0.884
LACE1	-0.405
OR10K2	0.0825
CENPN	-1.79884
TMED2	1.1
UGT1A6	-1.1615
ANG	-0.478
U2AF1	-0.557666666666667
CASC2	0.349666666666667
NMT2	0.878166666666667
OSGEPL1	0.112875
DFNB31	-1.287
SLC6A20	0.36575
DKC1	-0.80025
FXYD4	-1.102
WDR64	-0.4805
MGC5590	0.478
CREBZF	0.136166666666667
DAZ1	-0.2585
PRPSAP1	-0.8115
GCHFR	-0.9415
TTC7A	0.012625
LOC196993	0.83575
UBD	0.4585
S100A1	-0.257125
RPL6	0.266333333333333
DNAJB6	0.3756
NAGS	0.4057
C2orf58	0.0215
KERA	1.2425
MT1X	-0.3756
UBE2B	0.882
KEAP1	0.31675
MST1	-3.620875
OMA1	-0.3655
ABLIM2	2.06625
BCL2L13	-0.7855
JAZF1	0.486
TMEM63B	0.327
S100A8	1.4857
ARFIP2	0.13625
UROS	0.3955
KHDRBS2	-0.2265
POLQ	-2.253625
SOAT1	-0.4115
SPAG4	-3.2645
MRPS30	-1.38583333333333
LOC494141	0.01775
OR2T11	0.384
ORAOV1	0.2201
ZNF184	0.185333333333333
TCEB3B	-0.0946
ADAM21	0.55
GDPD1	-0.21375
SPINLW1	-0.6175
PRR14	-0.071
KCTD9	-0.8319
NUDT3	0.30475
KIAA1822	0.9065
HIST1H4K	1.199
DFNA5	-1.9645
GABPA	0.2295
C14orf44	0.5595
POLB	1.055375
PTAR1	-0.4475
SEC31A	0.7589
TRIM58	-0.284
TAS2R14	-0.4905
VPS8	0.041875
H1F0	0.462
PRKCB1	-1.94883333333333
UGT2A1	1.355
TOR1B	0.1095
LSS	-1.07166666666667
C2orf19	0.397
HNRNPC	0.237642857142857
TMEM100	0.0998333333333333
LOC116349	-0.539
OR51M1	0.1425
CCDC142	-1.668
ISG15	1.6215
ZCCHC14	0.2215
CREBL2	0.768875
TGDS	-1.5405
DC2	-0.13575
CACNA2D3	-0.986428571428571
ZNF429	-0.517
LYPD6	-0.0905
SUCLG1	-0.316333333333333
OR51I1	-0.802
MAGEH1	2.04675
PRPF40A	0.1425
SMR3A	0.379
SPINK2	1.863
THAP2	0.40375
NPY5R	0.01925
IRF4	-2.554875
SPESP1	-1.59316666666667
OR10S1	0.592
DTD1	-0.276
TUBE1	-0.93275
DDX19A	-0.779
PDPN	-0.165875
TMEM34	-0.200583333333333
MGAM	0.74125
COL3A1	6.05105555555556
GFM2	-0.6598
OR5A2	0.4485
PSG9	-1.47933333333333
ARHGEF11	0.275833333333333
IVNS1ABP	-0.5564375
SIGIRR	0.372
DUSP19	-0.342125
DNAJC14	0.1601
ACSS1	0.601375
IL1RAPL2	0.087
C4orf30	-0.355
SEPT4	3.1615
LANCL3	-1.992
SPAG17	1.29066666666667
PRDX3	-0.1135
HNF1A	-1.336625
P4HA2	0.36875
RFWD3	-1.3015
MOV10	-0.256
DNAJA5	0.229571428571429
LOC729440	0.1465
LOC200383	0.388875
SMC2	-1.13975
MIXL1	-1.30033333333333
TMEM9	-0.06075
FAM86A	0.7405
ZNF174	0.1855
MYH14	-1.55725
CCR8	0.0785
VPS37C	0.3235
GPATCH1	-0.124
B3GNT8	2.4235
TBX4	-0.1855
CNR2	0.612666666666667
PCDH1	1.6465
C5orf29	3.70575
OCIAD2	0.8675
PLCG2	0.80125
KIAA0247	2.0605
HRH3	0.187
CAPN13	3.8395
CCR1	0.4045
MGC15523	-0.230611111111111
UVRAG	0.0343333333333333
DNAJA2	-0.259333333333333
ITGA2B	-0.936166666666667
CLDN5	3.96275
PTPRN2	-0.942
ZNF512	-0.419333333333333
PSAP	0.954571428571429
CCDC140	0.833
LRRC55	0.248666666666667
CYP26C1	0.602
C8orf47	0.92825
LYN	0.210625
DUSP6	0.0365
TGFB3	3.62226666666667
ELK1	-0.165
PCDH11Y	-0.4275
HGD	-0.7615
C17orf58	0.56175
MYO3A	0.4795
SERPINE2	-1.63283333333333
AARSD1	-1.11825
C14orf73	-1.83975
ADAM33	0.35225
ZNF491	0.621
MAPK6	-0.323
TCN1	1.355
SLC24A6	1.2135
UBE2R2	0.6625
H1FNT	0.568
TATDN2	0.428166666666667
LILRB1	1.76075
P2RY5	1.6545
NUCB2	0.29225
C2orf37	0.06325
SNX27	0.4145
MTA3	0.440625
FOXO4	-0.05525
ID4	1.25516666666667
SOX5	-2.24066666666667
PXMP3	0.311
OR52M1	-0.1415
SFT2D3	0.288125
INA	-2.84066666666667
MCOLN1	0.81775
NFIX	0.9978
CLEC14A	5.91933333333333
HIBCH	-0.2665
PLA2G5	2.4015
TIMM10	-0.3445
MED17	2.0951
COL4A4	1.314
TPP1	0.360166666666667
GJA3	-0.899333333333333
TMPRSS5	-1.1805
AADACL3	0.315
DNMBP	-0.19
ENPP5	3.1055
NQO1	-0.7494
ZSCAN2	-0.18375
SEC24C	0.738333333333333
GTF2A1L	0.939
AXIN2	-0.7661
FAM33A	-0.753
C16orf13	-0.464625
SPNS2	1.065
TAF1	-0.17725
AP1G2	-0.487833333333333
RBM42	-0.236166666666667
HCN2	0.5265
EFHB	0.5755
RUSC1	0.895
GRIK5	0.0905
USP21	-0.2505
ATAD3C	0.171
ORMDL2	0.72175
PRSS7	-3.207
PSAT1	-5.11875
FLJ13195	-1.10233333333333
TBC1D1	0.346333333333333
IFNG	1.9475
OTOS	0.102833333333333
ZNF773	-0.1915
EMD	-1.459
RETN	0.96375
CCL8	4.862
APH1A	-0.848625
COX18	-0.12125
GTF2IRD2	0.89175
CCDC82	-0.862833333333333
