Hybridization REF	TCGA-AN-A0FY-01A-11R-A034-07
COG7	0.192833333333333
MYB	1.02633333333333
PLXNA3	1.049
XRCC2	-1.71366666666667
MMS19	-0.199875
ST8SIA5	-0.990875
CHPT1	0.725
KIAA1712	-0.132
OR6X1	-0.215
ACTR3	0.107
UGCG	2.81533333333333
OR4P4	1.036
ZAP70	-3.09125
LPP	1.07825
ZNF485	-0.4455
PTPRCAP	-0.416
IL12RB1	0.1745
ATRX	0.1359
CHST8	-2.074125
C14orf109	-0.837
ARV1	-0.201
NMB	-0.144714285714286
COX5A	-1.25566666666667
EIF6	-0.138
MPPED2	1.406
SEMG1	-1.75
CHRDL1	0.1585
TRAF3IP2	0.20675
WNK2	-0.609625
LILRA4	2.1205
LAMA2	3.7525
PXT1	0.347
RLBP1	-2.61575
CD300C	-0.0275
SLTM	-0.29575
FLJ10404	-0.0323124999999999
APOBEC3D	-3.12183333333333
RENBP	0.593333333333333
ATXN7L1	-0.23625
NID1	0.03
TUBGCP3	0.408375
ITIH5	0.922555555555556
CCDC110	1.66975
C8A	-3.27075
MGC87042	-2.411
HOXC13	2.362
TFDP2	-1.23975
HCP5	1.189875
POLI	0.893
UCN	-0.1885
ZNF764	0.483333333333333
C8orf45	0.20525
FHL3	-0.28525
SPATA5L1	-0.65075
MMRN2	2.40966666666667
NDST1	-0.0901666666666667
COL20A1	-0.129166666666667
ZNF248	0.248833333333333
PELP1	-0.413166666666667
MBL2	-3.16333333333333
RNF41	0.564375
C5orf24	0.191125
THOC5	-0.742625
SERINC3	1.8365
RP11-151A6.2	-0.6495
CDCP2	0.23
HIST1H2AA	-0.0195
C11orf75	0.0948333333333333
FKBP7	0.06575
DDOST	-0.6335
GPNMB	0.963166666666667
TTF2	-0.998833333333333
KCNT1	-0.143666666666667
SLC39A14	-1.087
NGRN	-0.2898
GPR137B	1.8775
MECP2	0.203625
PSMA1	-0.0305
C16orf73	-5.80775
TMEM60	-0.551166666666667
CSN3	0.604
NOS1	0.3445
RAB7L1	-1.38733333333333
YBX2	0.0105
KIAA1166	-0.8155
FUBP3	0.364166666666667
ABCG1	2.4525
ACACA	-1.08883333333333
ARL11	0.2945
ATOH1	0.0825
ODF1	0.154666666666667
CREB3L3	-1.73916666666667
TMEM127	1.112
DSCAML1	4.3905
PLN	1.65116666666667
LYPLA1	0.0438333333333333
PRDM9	-1.78725
SASP	0.64425
PLUNC	0.428333333333333
INTU	0.02275
HISPPD1	-0.215
LNPEP	-0.245
YARS2	-0.470833333333333
APCDD1L	0.5755
ZCCHC4	-0.4027
FBXO22	-1.3125
TTLL13	-0.878
ZNF669	-1.22116666666667
PTGDR	1.88225
DDX27	2.5245
KIAA0409	0.0565
GJB6	0.02525
ASB8	0.812
PLP2	0.763833333333333
MEPE	-0.41875
OR10J5	0.33
KRT222P	-0.20175
COQ7	0.1925
C1orf101	0.6245
RERG	3.0685
CHMP5	1.035
THAP11	0.5205
ZNF43	-0.762666666666666
ZRANB3	-1.433
KRT13	0.909625
MRPL19	-0.96
RBBP9	1.067125
SPATA17	0.536
BXDC5	0.463166666666667
PAFAH1B1	-0.552333333333333
MAGEE1	0.47075
OSTF1	-0.1925
KIAA0323	-0.0931666666666667
TXNDC13	-1.29266666666667
CNTN4	2.955125
LCE1B	0.505
UNQ501	-0.01425
ZNF154	0.858
C3orf64	-0.5855
SYT5	-0.099
PON1	-0.357833333333333
FLJ10357	-0.101625
ATP4A	-1.176
GNPDA1	-0.770166666666667
MGAT1	0.853666666666667
C14orf121	0.6885
SLC35B2	-0.23275
MIER3	0.471833333333333
CHEK1	-0.190875
ZNF8	0.989333333333333
TXNDC1	0.0435
CKB	-0.4808
RTN3	1.197
FZD2	-0.71
PART1	-0.378
PSMB6	-0.66275
PCDHB8	-1.928
PHC3	-0.8465
PPP1R8	0.6705
NOVA2	1.3045
TNFRSF11B	-3.37675
GOLPH3	0.891833333333333
UBLCP1	-1.2475
SUHW3	-1.251
TTLL1	0.83625
OPN4	0.5175
OR13G1	-0.263
ZPBP2	-0.2115
HSD17B11	-2.355375
C9orf50	0.419
DHDDS	0.188642857142857
CTSW	0.283
NEFM	-2.233
MRPL28	-0.5175
SYN1	0.749333333333333
PIGV	-0.456666666666667
ZIM2	4.13225
APBB1	1.354
SND1	-0.71025
C1orf123	-0.324333333333333
CHD3	-0.0665
BHLHB8	0.11275
RNASE2	-0.2325
BCAP31	-0.067625
SLC25A44	0.054
CHD6	-0.1497
PIB5PA	2.35130769230769
SELS	-0.151375
LOC541471	-0.0805
FAT2	-0.426
ZNF81	0.206
OR4C16	0.184
FLJ10081	0.0604
LRRC4	0.58575
CS	-0.460833333333333
N4BP2	1.267125
IGFBP7	1.68875
ZNF318	0.50875
NDNL2	-0.382625
ZNF609	-0.27725
SIRT4	-0.55075
EXOSC10	0.29825
ECE2	-0.164416666666667
OVGP1	1.5665
GTPBP3	-0.72725
PACS2	0.4726
C19orf36	-0.5345
ARL4C	-0.67675
ATG4B	0.162375
UBQLNL	-1.16875
RHOXF2B	-3.5515
PLEKHG2	0.1875
GALR1	-0.7505
AQP4	0.0624
HDAC7A	0.405166666666667
DCUN1D3	0.26325
OR8A1	0.04
CCRN4L	-0.00262500000000001
CBR4	-0.9525
KIFC1	-0.295666666666667
SLC7A14	-1.712
LHX5	-0.49
TRPC7	0.2625
LPXN	-0.95375
SERPINA1	-3.0745
RPS13	0.1616
BPIL3	-0.3555
PRKAA1	-2.53275
FADS2	-0.1878
ENAH	-0.070125
PRO1768	-0.3675
APBA2BP	-0.46575
LIPH	0.994
C3orf33	-2.7325
RCC2	0.441214285714286
ALDH1A2	-3.3159
RNF103	1.7295
AHCY	-0.588875
ALG12	0.081
CCL17	1.6875
ZNF543	1.97666666666667
ESRRG	0.4275
CNGA1	-0.0005
RDH5	-0.2005
OTX1	0.3716
PTGFR	-2.00933333333333
CDR2	-0.129375
SELE	2.65675
NLGN2	-0.487833333333333
EXOSC9	-0.75675
ZNF566	0.560333333333333
KLRC2	-4.774
GPR12	0.497
KIAA0196	0.62525
PDRG1	0.74675
SSR3	-0.944285714285715
MSI1	-0.047
CST9	4.0785
CC2D1A	0.04175
PLAGL1	-0.650555555555556
ZNF778	1.028
RNF2	0.216875
KLF6	1.039
THBD	0.641
tcag7.1314	-0.54375
NR5A1	-0.0413333333333333
ABCD2	-0.47225
DNAJC7	-1.075
CLEC4C	0.3575
TM2D3	-0.034375
CCDC4	-0.871
PLAC2	2.6215
DCD	0.2585
FAAH	0.842625
POLA1	0.2535
TM7SF2	-2.2795
FLJ39822	-0.863166666666667
FLOT2	0.602125
MAP4K1	-0.9985
SRP68	-0.0115
C21orf74	0.1635
ARPC5	0.466
LOC126075	0.719
HECW2	-0.056375
ZDHHC4	-0.8465
ANKRD42	0.1807
PDE9A	-1.45133333333333
ABCA8	-0.21925
NDUFS2	-0.28225
UBR5	0.526625
BTBD16	-3.26675
LOC554174	0.4785
ZNF20	0.95
KIAA1843	-0.497
WDR17	-0.610125
C15orf33	-0.679
RNF113A	-0.18925
CAMKK1	-0.9091
CLCN2	-0.56825
ANXA6	-0.5985
LOC340069	0.3555
EMID1	1.272375
DPM3	-0.811916666666667
ELA1	0.0255
SLC25A13	-1.1847
KRT24	-0.15775
SMPD1	-0.251833333333333
TH	0.598
COL6A2	1.31414285714286
ANKS1B	1.294
GPR126	-2.2388
ZC3H12A	0.427833333333333
TMEM47	0.198166666666667
C2orf51	-0.1775
C1orf88	2.81516666666667
HSF2BP	0.48725
AKAP10	-0.4375
RPAP3	0.1245
KLHDC8B	0.491875
STOM	0.6355
MUPCDH	1.545
C10orf72	-0.392625
PLEKHA3	0.65375
TCP11L1	-0.0065
CWF19L1	0.029
SPEF1	0.183538461538462
YSK4	0.278
ELN	1.2603
SAMD8	-0.2725
MPI	-1.658
MEPCE	0.4593
ABCC3	-0.306
NANOGP1	-3.088
KCNK17	0.040875
HLA-DMB	4.0075
RRAGA	0.9285
ANGEL1	-0.9005
RBM32B	0.0325
CPN1	-3.09775
MGC52282	-0.2841
HLA-A	0.9265
OR9G4	0.2765
EDNRB	-2.379
SCD	-0.655642857142857
C14orf80	-0.901
BAGE2	-0.625
RABL4	0.589
RCVRN	0.1775
SHANK1	-0.039
NLRP7	-2.272
CD226	0.34875
STAT3	0.195375
SYNJ2	0.3023
TPCN2	0.145166666666667
WDR36	-1.31725
MBD4	0.328
ROBO1	-1.1778
ST3GAL6	-3.44225
SLAMF8	3.63066666666667
ATN1	0.488666666666667
GPR141	-0.02675
KRT36	-0.4625
TPH1	-0.014
DDX52	-0.84725
ZSCAN29	-0.521166666666667
TRPT1	-0.398
DPEP3	0.409
DENND4A	-1.020125
TSPAN16	-0.298
PTCHD2	0.467
LOC145814	-0.668
CAP1	0.430166666666667
EIF5A2	-0.5599
NT5DC3	-0.551625
SEPT9	-0.3545
SEZ6L2	0.09525
EGFLAM	3.54425
VPS11	1.033625
NDUFB5	-0.978166666666667
CIDEA	3.39583333333333
IER5L	0.54075
N6AMT1	-0.2245
FAM83C	0.042
OXR1	0.97425
IRX1	-0.2425
DGKB	-1.09266666666667
GCN5L2	-1.9505
MIR16	-0.041125
FBXW9	0.3715
WDR4	-0.887
PDC	-0.2535
VPS33B	-0.65075
HEXB	-0.97225
FLJ32214	0.6515
TCEB3	-0.275
CRLF1	-4.41525
ABI3BP	0.00199999999999999
C8orf22	-4.18225
PYCR1	-0.687875
KIAA1706	0.8275
CDK5R2	0.599375
WAS	0.062
C12orf60	-1.01375
CCBL2	-0.168
MADD	0.24775
C5orf34	-0.75575
WDR42A	-0.2112
KLF12	1.95975
HSPA1A	2.34
ITM2C	-1.893
DAPK2	2.343
LOC442590	1.696
SUMF2	-0.129375
CENPA	-0.866153846153846
TMED5	-0.652
CDH6	-1.1851
BRP44	0.13525
THG1L	-0.699
GABRA2	-2.9345
C14orf166	-0.591
MYL1	-1.88633333333333
TNFSF18	-0.0325
PAP2D	-1.66016666666667
PPIB	-1.14475
KLHL4	-0.276857142857143
SFN	0.296833333333333
CCDC127	0.7065
FRAP1	-0.185
GOLGA5	0.101
SDCCAG1	-0.44725
MGC21675	0.211
C10orf95	-0.53175
KIAA1345	0.0798333333333333
C1orf163	-0.8295
LACE1	-0.0366666666666667
OR10K2	1.4325
CENPN	-1.19204
TMED2	0.36075
UGT1A6	-2.0315
ANG	-1.14675
U2AF1	-0.469833333333333
CASC2	0.461333333333333
NMT2	-0.4205
OSGEPL1	-0.763125
DFNB31	-1.163
SLC6A20	-0.321125
DKC1	-0.29225
FXYD4	-1.16525
WDR64	-0.23
MGC5590	0.2575
CREBZF	0.828666666666667
DAZ1	-0.1985
PRPSAP1	-0.448
GCHFR	-1.01325
TTC7A	-0.4395
LOC196993	0.7065
UBD	-0.143666666666667
S100A1	-1.12025
RPL6	-0.253
DNAJB6	1.1054
NAGS	0.234
C2orf58	-0.365
KERA	0.8045
MT1X	0.8172
UBE2B	0.8884
KEAP1	0.64725
MST1	-2.305625
OMA1	0.5045
ABLIM2	2.896
BCL2L13	-0.8235
JAZF1	-0.781666666666667
TMEM63B	0.994
S100A8	-0.3684
ARFIP2	0.54825
UROS	-0.2135
KHDRBS2	-1.139
POLQ	-1.434
SOAT1	-1.57975
SPAG4	-2.35325
MRPS30	-1.29316666666667
LOC494141	0.5765
OR2T11	0.424
ORAOV1	0.1522
ZNF184	0.562666666666667
TCEB3B	0.156
ADAM21	-0.504
GDPD1	-0.7455
SPINLW1	-0.4005
PRR14	0.372833333333333
KCTD9	-1.0522
NUDT3	0.04675
KIAA1822	0.7682
HIST1H4K	-0.218
DFNA5	-2.5015
GABPA	-0.34625
C14orf44	-0.16275
POLB	0.483625
PTAR1	-0.99175
SEC31A	0.3449
TRIM58	-2.2285
TAS2R14	0.3685
VPS8	-0.616375
H1F0	0.538333333333333
PRKCB1	-3.65066666666667
UGT2A1	0.332
TOR1B	-0.02225
LSS	-1.12975
C2orf19	0.00700000000000001
HNRNPC	0.320357142857143
TMEM100	-1.71033333333333
LOC116349	-1.19575
OR51M1	0.0755
CCDC142	-0.65275
ISG15	1.5999375
ZCCHC14	0.567125
CREBL2	0.36725
TGDS	-0.65625
DC2	-0.338
CACNA2D3	-0.719214285714286
ZNF429	-1.91575
LYPD6	1.83533333333333
SUCLG1	-0.303833333333333
OR51I1	-1.5935
MAGEH1	1.04025
PRPF40A	0.1165
SMR3A	0.4515
SPINK2	-2.008
THAP2	0.935375
NPY5R	-1.027375
IRF4	-3.134125
SPESP1	-2.22333333333333
OR10S1	0.304
DTD1	-0.0105
TUBE1	-0.65325
DDX19A	-0.5415
PDPN	-0.55125
TMEM34	-0.269833333333333
MGAM	-0.451
COL3A1	6.22777777777778
GFM2	-0.6302
OR5A2	0.242
PSG9	-0.7295
ARHGEF11	-0.389166666666667
IVNS1ABP	0.168875
SIGIRR	1.6575
DUSP19	-0.62625
DNAJC14	0.2031
ACSS1	1.393875
IL1RAPL2	0.066
C4orf30	-0.01525
SEPT4	2.107
LANCL3	-2.31325
SPAG17	-0.170666666666667
PRDX3	-0.584
HNF1A	-1.54325
P4HA2	-0.4295
RFWD3	-0.117833333333333
MOV10	-0.76275
DNAJA5	1.03478571428571
LOC729440	0.107
LOC200383	-0.00525000000000002
SMC2	-0.987
MIXL1	-1.4085
TMEM9	-0.17475
FAM86A	0.4365
ZNF174	0.0843
MYH14	-0.48625
CCR8	0.57125
VPS37C	0.968833333333333
GPATCH1	1.07416666666667
B3GNT8	3.0165
TBX4	-0.46525
CNR2	0.187666666666667
PCDH1	1.16575
C5orf29	2.80025
OCIAD2	1.7045
PLCG2	1.26325
KIAA0247	2.20075
HRH3	0.1044
CAPN13	3.53575
CCR1	-0.4879
MGC15523	0.294388888888889
UVRAG	0.0313333333333333
DNAJA2	0.3145
ITGA2B	0.167833333333333
CLDN5	3.042625
PTPRN2	-1.19828571428571
ZNF512	-0.253333333333333
PSAP	0.402
CCDC140	-0.619
LRRC55	-0.666
CYP26C1	0.5095
C8orf47	-1.27375
LYN	-0.494625
DUSP6	-1.58666666666667
TGFB3	2.719
ELK1	-0.5846
PCDH11Y	0.114166666666667
HGD	-3.9795
C17orf58	1.58125
MYO3A	0.0815
SERPINE2	-4.136
AARSD1	0.0365
C14orf73	-2.29325
ADAM33	-0.4365
ZNF491	-0.3345
MAPK6	-2.0565
TCN1	0.1455
SLC24A6	0.763
UBE2R2	0.9245
H1FNT	0.221
TATDN2	0.0826666666666667
LILRB1	1.29625
P2RY5	-0.358
NUCB2	0.3285
C2orf37	0.29875
SNX27	0.598
MTA3	-0.186625
FOXO4	0.385375
ID4	0.145666666666667
SOX5	-1.74366666666667
PXMP3	1.09425
OR52M1	0.1515
SFT2D3	-0.39275
INA	-2.9955
MCOLN1	0.88075
NFIX	0.6176
CLEC14A	4.8945
HIBCH	-0.584166666666667
PLA2G5	1.24325
TIMM10	-0.220666666666667
MED17	0.2095
COL4A4	-0.3445
TPP1	0.0601666666666667
GJA3	-1.8205
TMPRSS5	-0.535
AADACL3	0.7405
DNMBP	-0.07825
ENPP5	2.38433333333333
NQO1	-0.2567
ZSCAN2	-0.98625
SEC24C	-0.644833333333333
GTF2A1L	1.6375
AXIN2	-0.2353
FAM33A	-1.80641666666667
C16orf13	0.063
SPNS2	0.95925
TAF1	-0.08225
AP1G2	-0.3435
RBM42	0.145166666666667
HCN2	0.327666666666667
EFHB	-0.9125
RUSC1	0.302333333333333
GRIK5	0.204
USP21	-0.152666666666667
ATAD3C	1.26725
ORMDL2	0.569125
PRSS7	-3.0445
PSAT1	-4.5035
FLJ13195	-0.829666666666667
TBC1D1	0.700333333333333
IFNG	1.3045
OTOS	0.326333333333333
ZNF773	0.879333333333333
EMD	-0.44525
RETN	0.299
CCL8	4.3605
APH1A	-0.99225
COX18	-1.468
GTF2IRD2	0.32275
CCDC82	-1.70475
PAFAH2	0.2385
NPEPL1	1.1861
RP11-114G1.1	0.662
TP53INP1	1.439375
ZNF300	0.724666666666667
FOXL2	-2.965
LARP2	0.47625
LATS1	0.18175
HTR6	-0.04
SPOCK2	1.21683333333333
RNF144B	1.92616666666667
HTATIP2	-0.9615
MGC10334	0.485416666666667
CENTA2	2.12666666666667
FGF2	-2.82325
FXYD7	0.133
PHYHIPL	-2.072125
GPR34	3.78575
DDX6	0.0583333333333333
OR10W1	0.2045
LHFPL1	-1.0255
ZNF313	1.5935
VPS28	1.20625
AP3M1	-0.3615
AKR1CL2	-0.83275
TRAF4	0.922625
OR2B11	0.487
C19orf12	0.202
AKAP9	-0.0705
C1orf62	-0.03475
SLC20A1	-0.7726
FAM112A	-0.4235
LDB2	0.49525
MRPS23	-1.3205
KLK5	0.057625
SPTB	-0.533
EFEMP2	1.03575
EFNB2	2.10775
PCM1	-0.687785714285714
NMNAT3	3.048625
TSG101	1.54483333333333
C8orf40	0.397666666666667
NOB1	-0.8625
ABHD3	-0.11125
GTF3C4	-0.023625
PIGN	0.341
GALNTL1	3.43825
AEBP1	2.584125
OR9Q1	0.79
ANKRD2	-0.00700000000000005
CCL28	-0.41975
TRIM38	-0.479166666666667
TMCC1	0.150083333333333
SMG5	1.125
LRRC7	-0.789
NCAPD2	-1.099
C6orf153	-0.32975
C1orf74	0.3725
OTUD6A	0.089
DCP2	-0.0345
TMEM24	1.16125
RPL18	-0.396
TMEM177	-0.337
LRRC37A3	0.5775
C1D	-1.11216666666667
LDHC	0.16675
UBE4B	0.971
NIT1	0.02425
BTN3A3	-0.179875
RASD1	0.713375
COMMD3	0.48275
SHFM1	-0.7725
BIRC8	0.4185
DUT	-1.0395
C12orf51	0.935
LRRC59	-0.737666666666667
LY6H	0.77825
WDR22	0.568083333333333
EDEM1	-0.129071428571429
ADH1A	3.4505
PANX2	-0.0615
CYP11B1	0.5265
CDC73	0.04225
GPR172A	0.4005
GSTM3	-0.337461538461538
KCNA5	-0.319
SERAC1	0.843333333333333
NFATC2	0.738
ANAPC5	-0.2625
C15orf24	-0.4625
NFATC2IP	-0.9545
TNRC6C	0.419333333333333
MGC102966	-1.961
FGD5	1.1395
MED9	-0.07375
RAB13	0.235833333333333
C15orf49	-0.162
CRYGS	-0.1871
C12orf53	-0.8281
LOC283693	-0.951
COX6B2	2.486125
PHF14	-0.6835
FAM3A	-0.164125
RPL13	-0.1438
PRDX2	0.1242
FLJ34047	-1.54775
PRMT3	-0.0785
KCTD19	-1.73
TRIM10	-0.718333333333333
MGC26597	-0.571666666666667
GCNT4	-0.07675
GPRASP1	-0.11275
CDKN1C	1.14641666666667
RHBDL2	1.2984
HSPH1	-0.002
AQP1	2.570125
COL17A1	-1.4362
GFAP	0.063
CDC16	0.247
KIAA1614	1.1735
C6orf118	-0.787
ZSWIM5	-0.16075
FAM83F	2.11725
LYNX1	1.249125
SYNPR	-0.7965
XG	3.44083333333333
PRSS16	-1.990875
KIF13B	-0.113285714285714
PCDH9	-1.528125
HIST1H2AH	-0.5715
RBM18	-0.69225
ZNF626	0.059
HEXIM2	-0.603666666666667
ITFG1	0.3305
TUBG2	-1.3425
SFRS7	-0.03675
C9orf14	0.9895
EXTL1	-0.6605
GBP3	-1.8565
WDR5	-0.92075
RARG	0.452166666666667
MYO7A	-0.0475
CECR6	0.4085
C13orf3	-0.181
SFRS18	0.273625
ACVR1B	0.58
PSMD1	-0.5074
C7orf31	-1.067
ILVBL	-1.005
IFNGR1	0.80425
RNF186	-0.794
NOL9	-0.2955
MAGEL2	1.2045
SLC29A2	0.01625
NHSL1	-0.33025
RBMX	-0.562
PSORS1C2	0.4835
RAD51L3	-0.00375000000000001
LCN6	0.7285
ORAI2	-1.23375
BRUNOL6	-0.2426
OR4K5	0.1415
CDC123	-0.721
MSLN	2.801
WWTR1	-0.3505
ZNF700	-0.023
COBL	-0.351
PPP1R16B	-0.307875
GAS7	0.596
MDN1	-0.26
HAAO	-0.05
C9orf68	0.1155
TNFAIP2	0.855625
FOXN1	-0.2615
hCG_2033311	-0.368
ATP6V0D2	0.7838
RPL41	0.317375
SLC38A1	0.704125
ARHGAP6	-1.52416666666667
ADAD2	-0.04725
PHF20L1	0.8199375
MCM3AP	0.969833333333333
ST3GAL3	-0.602333333333333
SNX1	-0.687166666666667
ELF5	2.3265
PARP3	-0.379375
RBM8A	-0.2461875
LINGO4	0.415
ITGA9	0.964333333333333
ZFR	-0.0755
ACSL6	-0.606625
FLJ20699	-1.0543
DAOA	0.36325
FABP4	6.4135
KCNB1	-0.31425
CANX	-0.2084
SLC25A28	0.614
ADIPOR2	0.41925
ECHDC2	-1.070875
SMA4	0.532
FRZB	3.285625
PABPC1	-0.128333333333333
DMRTB1	0.00375000000000001
APOBEC3G	-1.69025
CATSPER2	-0.0616666666666666
CUEDC1	-0.213166666666667
STARD9	-0.5
CLDN8	1.3555
LOC23117	0.399772727272727
E2F6	-0.187555555555556
TMEM126B	-0.2905
DPY19L4	1.19
GIMAP5	2.793
NDUFA9	-0.0331666666666667
FAM77C	3.275
CTPS2	0.23775
LOC51035	0.3
WDSOF1	0.0655
EGLN3	-0.0585
PITX3	0.5145
OR52E8	0.204
GRM4	1.752
KLK1	-2.86683333333333
GPM6B	-0.9875
RRAGD	-1.30616666666667
PAGE5	-2.98775
UCHL5	-1.61316666666667
ULK3	-0.3705
AIM2	-0.24
PNO1	-0.721833333333333
OR2F2	0.2885
GNAT2	-0.532
SIX1	2.687
ST13	-0.252
ZBTB44	0.830375
TIMP2	-0.4305
ZMAT4	3.02825
GTF2IRD1	0.900166666666667
ZNF19	-0.129166666666667
ZNF714	-1.5195
RSC1A1	0.38475
C9orf80	-0.0175
PSMA8	1.85666666666667
TMEM141	-0.03525
COX4I1	0.0975
CTAGE1	-0.2525
DTWD1	-1.1855
HSD11B1	1.7445
KRT6B	1.30475
ARID4B	0.87825
LHFPL3	-0.378
WWP2	0.3865
ZNF326	0.379666666666667
RGPD1	-0.0795
CTSH	-0.313333333333333
FASTKD1	-0.756625
PAF1	0.3761
TTC9C	-0.11475
IFT57	-0.2416
PRSS36	0.242
IL20RB	-1.1445
ZNF592	0.0573333333333333
DCTD	-1.2697
CFP	1.295
MFNG	-1.13025
JMJD2B	1.0535
ALDH3B1	-1.105375
THSD4	1.92633333333333
KCNJ5	2.11383333333333
LMNA	0.244333333333333
TBCD	0.223125
ZNF250	1.0935
CASQ2	0.210833333333333
PEG10	-3.74341666666667
PRAME	-0.897333333333333
NP	0.084375
TRIM59	0.250333333333333
ZNF12	-0.673625
XTP3TPA	-0.24325
SIGLEC7	-0.1952
PANK4	-0.0235
FAM70A	-2.74483333333333
SNED1	0.29375
HIP1	0.3839
RAET1E	-1.65116666666667
AMAC1L2	-0.8555
AHNAK2	-0.693916666666667
TOE1	-0.356333333333333
RECQL4	-0.04175
SPRYD3	0.803
DPAGT1	-0.08275
MAGED2	2.444
ANKRD55	-0.5745
TRPS1	5.68658333333333
DOK7	2.053
TFPI2	-7.43425
GTF2H3	-0.770166666666667
CYP4F11	-1.65925
LHX2	-3.74333333333333
ATG16L1	-0.1905
ASB12	0.0455
C1orf116	-0.767
NF2	-0.6434
POM121	-0.3676
PHYHD1	2.81
TXNDC17	0.0268333333333333
DKFZp779O175	-0.17475
NUP62	0.873
MYO18B	-1.55833333333333
PRAMEF1	-0.0945
TCBA1	0.095625
TMEM168	-0.21725
FJX1	1.93366666666667
CLCF1	-0.2625
SEPN1	-0.018125
IGSF2	-0.164
NUDCD1	-0.164666666666667
TFF3	2.473
NDFIP1	-0.00507142857142857
CHCHD4	-0.4215
TNR	0.368
CUTA	0.479666666666667
USP44	-3.89025
DPP10	-0.124
IWS1	-0.691666666666667
PCGF1	-0.53375
SULT1C4	1.7295
NTF5	-1.14525
PTPN13	0.9405
SSTR5	1.611
SFRP1	-3.15375
IDH3B	-0.852
SUOX	0.555666666666667
TMCO5	0.45625
GOLT1B	-0.96625
MIB1	0.692142857142857
PCDHGB1	-0.342
SUSD1	-0.7695
ICAM5	-1.79716666666667
PAPOLB	-0.17175
URM1	-0.4116
TMEM106B	-0.905666666666667
LRIG2	-0.45875
SLC27A5	0.43625
CLIC6	5.7535
ZNF420	0.185333333333333
SCN9A	-1.8471
KIAA1909	3.118
ELMOD1	-2.6395
PRKAG1	-0.415
FAM64A	0.0221111111111111
EEF1G	0.11945
SMAD5	-0.46425
INCENP	-1.4175
WASF2	-0.0355
GARS	-0.7333
CDK10	-0.3656
HLX	-0.222333333333333
MDM4	-0.738875
ZNRF1	0.287142857142857
HHATL	-1.70616666666667
FAM21C	0.7124
HIST2H3C	-1.03375
PFDN2	-0.038
ZNF200	-0.31525
NDN	-0.3305
HBA2	-2.7815
FBLN5	1.33675
PUM1	0.256357142857143
TNNT1	-3.0085
C19orf59	0.730833333333333
HNRPH2	0.064
RAB7A	-0.0985
PMS2	-0.54
BIRC3	-1.96516666666667
NRSN2	0.2285
OR52K2	0.0131666666666667
SPOCK1	0.343285714285714
H2AFY	0.5005
RXRB	-0.294
ZNF638	-0.255833333333333
ANKRD45	-0.6965
ACTN4	0.472833333333333
FXC1	0.88225
EIF2B5	-0.573
VPS33A	-0.704
PINK1	0.871
FAM106A	-0.534
SKIP	0.5243125
GAPDHS	0.2475
MUM1L1	5.091
PSTPIP1	0.53875
CNTNAP1	-1.6167
CYP26A1	-1.14775
APOL2	-0.4854
TACC2	0.966
COX7A2L	0.0578571428571429
HSD17B1	1.9600625
ARRB2	0.1965
SLC7A6	0.1187
HSD17B10	-0.31025
RBJ	-0.23525
NUP155	-1.036
MRPL10	-1.21383333333333
CYCS	-1.63108333333333
CCDC46	-0.712833333333333
TECTA	0.247
GNAL	-0.8635
LPO	0.0455
PEBP4	0.8015
DDX11	-0.92475
C18orf12	0.4295
TAF9B	-0.247083333333333
IMP4	-0.47475
RPA4	0.380166666666667
NDUFS1	-0.57275
UPK1A	-0.957
ARRDC2	-0.195833333333333
C18orf20	0.1125
AES	-0.158214285714286
CD2BP2	-0.449
C16orf54	-0.532
UGT2B17	-3.22525
FGFR1	0.138863636363636
CEACAM6	1.9367
CHRM5	0.41975
CERK	-1.135
AP3S2	-0.154642857142857
ANKS4B	-1.64525
CLCNKA	-0.311333333333333
ZNF208	-0.690166666666667
HLA-DRB5	5.0305
CARKL	-0.21975
GOT1	-0.0421666666666667
CASP6	0.18325
HOXA1	-0.682
RCL1	1.032
ZNF181	0.750666666666667
RAB40B	1.3145
MRPL38	0.18525
LRRN2	1.7585
C3orf25	0.7245
OR5D14	0.4555
OR10AG1	-0.128
BET1L	0.405
FRY	2.144
AK3L1	-0.16325
CSF3R	2.99416666666667
POLR3K	-0.438666666666667
ATG2B	-0.0411666666666666
EPS8	0.3055
DARS	-0.25025
C10orf56	0.3145
DAD1	-0.1755
RIOK1	-0.0503333333333333
HERC2	-0.28275
HSD11B2	1.4665
FAM96B	0.1575
MGC13057	-2.447625
BSN	2.085
CAND1	-0.0401666666666667
HCST	1.65925
ACTR10	0.308666666666667
OR8D4	0.0935
NASP	-1.1308
COL9A2	0.269
LYZL1	1.2235
GPC5	-2.58325
TBL3	-0.663666666666667
CENTD2	0.6703
OR5AP2	0.159
TLR1	0.9895
LMO6	-0.29925
ZIC2	-3.925125
CPNE5	0.506
ZMYND15	0.61
FLJ22374	-0.8905
CCDC106	1.003
PARP16	-0.75775
PDIA3	-0.54775
C14orf126	-0.4375
CECR2	0.241
SFRS1	-0.4125
FIGLA	1.4175
DCP1A	0.11
MGC45800	-1.8178
TEKT1	-0.172166666666667
C10orf67	-1.052
CLN5	0.415875
NTN2L	0.1805
GLE1L	-0.306
CES2	0.1443
GNAS	2.36877777777778
DDX53	0.2905
TSPAN13	1.9785
MRPL52	-0.4261
SPIRE2	0.25725
TAS2R39	0.65975
SCUBE3	-0.45475
UCRC	0.0911
CDKL3	0.149
