Hybridization REF	TCGA-AO-A12H-01A-11R-A115-07
OR4N5	-1.2355
TBC1D17	-0.125833333333333
COX8A	-0.48625
CDCA4	-0.865
C2orf44	-0.12475
ZNF534	-0.53425
IMMP1L	-0.1205
NIPSNAP3B	0.762625
FTMT	0.256875
PWP2	-0.434333333333333
MMP15	-0.122
DNAH11	-1.6335
MTMR14	-0.384875
DNAL4	1.491
IPP	1.252
TMEM59	1.115375
C1orf157	0.6495
RGS4	-1.01
DDX18	-0.8805
SNX6	-0.22525
ZNHIT2	0.714
NCDN	0.894166666666667
FLJ33534	0.74875
RAG1	-2.30985714285714
OR4D10	0.502
PTPN5	-1.21416666666667
POMT1	0.428625
LRRC8A	-0.3658
CYP1A1	-1.33325
CAPN1	0.605666666666667
DDHD2	0.013875
GRIK2	-0.13175
GNRHR	-0.68725
PPBP	-0.1895
HTR3A	-0.625375
SLITRK4	-0.543
ANKRD49	0.044
BTF3	-0.125
SARS	0.372
C13orf18	-0.000333333333333357
CACNB1	-0.0831428571428571
QKI	-0.7345
SETMAR	0.6185
MAN2B1	0.724833333333333
EML3	-0.51575
ACADL	-0.742833333333333
OFD1	0.518
DEFB114	0.19
CGA	3.9461
PEX16	0.143833333333333
LRRC10	-0.2095
GNG12	-0.5295
C1orf152	-0.551666666666667
CHRM1	0.462
CD53	-0.17975
DBH	-1.15675
TFAP2B	-3.632625
HIST1H2BJ	-0.147166666666667
FAM46D	-0.2965
TMEM11	0.323
C3orf32	-1.96175
PCCB	-0.373
IPO13	0.2735
C6orf105	-6.2625
COMMD5	0.376
SUV420H1	0.5033
LTBR	1.2915
ARHGAP15	-1.030875
HDHD2	1.5335
TDRKH	-0.664166666666667
LOC401052	2.22
PSG4	-1.10125
GNB4	-1.8888
SPATA4	2.61825
SLC9A3	-1.3195
OSBP	1.09416666666667
NBPF3	0.453833333333333
DOCK11	-1.13
SLC39A5	-1.74666666666667
PRR5	-0.1338
C10orf63	1.32225
SMTNL2	-2.30675
ADRA1A	0.71775
ASAH1	2.148
DOM3Z	0.4535
GIPR	0.268833333333333
AHI1	0.672583333333333
NADSYN1	0.4255
RGS14	-0.5593
IL18BP	0.7227
RTN4RL1	2.62058333333333
ARMC6	-0.275
PSMD5	-0.024
HK3	1.1247
OR4S1	1.27125
RSU1	0.0433
MAD2L1	-2.11811111111111
EIF4A3	-0.16875
DLEC1	1.28066666666667
E4F1	0.306166666666667
CHMP2B	0.7985
CAMSAP1	-0.298
RPS21	-1.48883333333333
ARID5A	0.41625
UBE2N	0.1944
IGSF8	1.0765
MAGEB6	-1.6715
ACAD11	-1.011
MGC4172	-0.21225
LMO4	0.86675
KLKB1	0.414
HP	0.491
HDAC3	-0.45
SCHIP1	-0.16425
CLCA1	-0.478
OLFML2A	0.867125
C1orf112	-2.113
KIF19	-0.0275833333333333
HAPLN4	-0.2112
CXCR7	0.002
GOT2	0.9539
RAB38	-2.89975
DCX	-0.8715
PPM1H	1.30633333333333
NFYC	-0.156833333333333
KIN	0.27
ZNF228	1.8625
PLSCR4	1.39216666666667
HIG2	-1.19625
FAM79B	6.7365
C21orf86	-0.4537
KCNK10	0.2655
ZNF738	-0.266625
FSTL5	-1.03725
OR6A2	0.384
OTOA	1.2025
EXOC1	0.121625
AHRR	-3.026875
PDAP1	-1.44425
C19orf6	0.13375
ZAN	0.35075
LY6G6E	0.4295
EIF4E2	-1.1675
C20orf198	-0.03075
ZNF324	0.4385
CYP3A5	-3.87566666666667
ENTPD7	1.04766666666667
MBOAT5	-0.393833333333333
GJB5	0.20375
TTC13	-0.1765
S100Z	-1.02116666666667
KIAA0664	-0.4905
PDGFRB	1.35883333333333
IL17D	0.48825
OR56B4	0.118
RDX	-1.47083333333333
SLC34A3	-0.2965
IL28B	0.227
JUND	0.9625
CHRNB1	0.411625
CAMK2B	3.7335
FETUB	-1.57275
CXorf23	1.4335
MRTO4	-0.6595
TTC3	1.5174
NDUFB8	0.0865
EDG2	-0.39125
SEMA3G	0.96575
IL23A	-1.80275
GRHL1	0.0437
LOC441054	-1.604
WDR65	2.31428571428571
PSTK	0.68975
STOML3	-0.818666666666667
R3HDM2	0.6262
C5	-1.348
SLC2A10	1.0895
C3orf22	0.0945
PAQR3	-1.129
ANKRD26	1.05016666666667
HCRTR1	0.1315
LOC399947	-0.757666666666667
PSD2	0.37325
TIGD2	-0.00833333333333333
SCRN1	-0.1555
COQ10A	-0.11025
DDI2	0.2105
METTL7B	0.0625
UCN2	-0.1355
FAM92A3	-0.1745
WDR16	0.5395
ZNF511	0.135333333333333
ZMYM5	0.0645
POLR3G	-2.943
ZNF586	0.3455
C1orf49	0.398
TANK	-0.0155
RCAN1	-1.74083333333333
PELI3	1.38866666666667
LIMD2	-0.576666666666667
TMEM189	-0.495
NTN4	1.800125
LOC151300	-0.4415
CLEC2A	-1.634
GPR135	1.351375
DPYSL4	0.2698
JAK2	0.913833333333333
TSHZ1	1.6485
TM9SF4	-0.232
ZNF264	0.9375
SIRPG	-0.423375
BICD1	0.22875
HERC6	2.99466666666667
METTL5	-0.301
CASP1	0.0855
PRRT1	-0.330333333333333
PLA2G4C	3.42533333333333
ICA1L	1.90464285714286
TPTE2	0.4655
OTUD7A	-0.0225
AQP11	1.38525
APOA2	-3.8914
KALRN	-0.5348
SECTM1	0.903083333333333
IFNAR1	0.23475
TALDO1	-0.1405
RAB11FIP4	1.29916666666667
EIF5A	-1.615
FAM49A	0.8255
NEGR1	1.03883333333333
YTHDC2	0.60325
EHD2	-1.288625
NCF1	2.1376
SCRT2	-1.5315
HOXA5	-1.99833333333333
NUP133	-0.7215
FGF12	6.1929375
SLMO2	-1.045375
SNTA1	0.53975
CACNG2	-0.324125
GCM1	1.00025
ELF1	1.75466666666667
TLR5	2.6355
TCFL5	-1.05575
RBMY2FP	-0.4965
LOC100125556	0.3075
FAM129B	-0.89875
MAP3K7IP1	0.51
NCK2	0.648
OXA1L	-0.91025
FMO9P	0.5895
ZSCAN12	0.79325
PSMD12	-0.572666666666667
HSCB	0.74275
CLDN10	-3.449
MGC13053	-0.762
HPCAL4	-1.2752
ASZ1	-0.4635
MEX3D	-0.309333333333333
NFAT5	0.2828
CSPG4LYP1	-0.225833333333333
FBXO3	0.7381
DVL1	0.442
CMKLR1	1.82833333333333
TYMS	-2.715875
PEF1	0.9735
ZNF750	0.930333333333333
MCM5	-1.5041
MEGF11	-1.69775
KCNK7	-0.231
PTP4A3	0.855
C1QTNF2	-1.57633333333333
OR6S1	0.6085
FAM122B	-1.902
ZNF551	-0.18425
HBQ1	-0.6965
GEMIN6	-0.25425
ARSK	-2.3525
RBP7	1.418
CPNE9	-0.13775
DSC1	0.193
LOC730112	-0.5675
MAP2K4	1.737625
HS3ST5	-1.363
EPB41L3	0.944
TEKT2	-0.43375
CDKN2B	0.897583333333333
ZNF480	-0.0635
MAP3K6	-0.077
MAP6	3.83316666666667
HN1	-0.3991
OR2L13	0.531
SLC16A11	1.25125
FAM96A	-0.91275
APOL1	0.7495
C5orf32	-0.437
RTP1	-1.075
RNF175	-0.507
ZBTB41	1.155625
AHCTF1	0.2556
SAE2	-0.0423
ITGA2	-0.236583333333333
MME	-2.74183333333333
CCDC14	-1.171
MAST4	2.5625
KRT33B	-0.335
KCTD2	0.330333333333333
WDR26	0.51075
MFI2	1.051375
NR4A3	-0.861625
ARSA	1.98875
UNKL	-0.0323333333333333
SULT6B1	0.0585
CCNA2	-3.1425
SOX15	-0.26
PPAPDC1B	1.0525
C19orf44	0.0235
MCAT	-0.207416666666667
ARID1B	0.20125
OR52N1	0.249
C12orf48	-1.687
MAGI1	0.631125
NIPA2	-0.88
GBX2	-1.4115
RSHL3	1.862375
RAVER1	-0.4795
C15orf17	0.425
SLC30A2	1.345625
ZNF518	0.02325
PCYT1B	-1.71625
C10orf114	1.513
EIF3H	-0.159
SLC25A39	-0.367
KIF1B	-0.323375
AMOTL2	0.387
C6orf120	0.405875
PSRC1	-1.51375
PLA2G10	-0.684125
KIF5C	-0.13475
MRPL37	-0.496
C17orf62	-0.214833333333333
C9orf135	5.29216666666667
DUSP10	0.0575
CLCNKB	0.371
PSMA5	-0.83625
C8orf53	0.58325
AMPD3	2.0025
PIAS1	0.222
ADCYAP1R1	0.076
GYLTL1B	-0.787
CDH20	0.0881666666666667
FBXO7	-0.02575
TMEM134	0.381833333333333
FLJ14213	1.4285
ZNF3	-0.0075
LRRFIP1	0.402583333333333
CNOT2	0.955083333333333
ABI3	2.3175
ALDH5A1	1.16841666666667
HNT	1.54
SERPINA4	-2.43375
TK2	0.84425
STMN1	-2.18355555555556
GUCA2A	0.1196
GALNT10	0.2465
DPP6	-0.76135
C9orf93	1.395375
PRELID2	-0.595625
STK39	1.48775
SFTPA1	-2.188
CKS2	-2.14722222222222
RHO	0.049375
C20orf135	0.01925
XKR3	-1.794
CR1	0.740125
RPS6KA2	0.750071428571429
C20orf112	1.6865
MRPL22	-0.384
C4orf23	1.76216666666667
GADD45B	2.75525
KLHDC1	2.00533333333333
C2orf48	-2.1975
ZNF287	2.279
DAAM2	0.4975
DPPA2	-3.23666666666667
TCTN3	0.370166666666667
DNAJB11	-0.649125
FPR1	2.934
DEFB4	0.419
PTCD2	-0.4159
SMOC2	5.83616666666667
CABP7	1.59775
SERPINB11	0.5285
MAGEF1	1.4565
NDE1	-0.0386666666666667
ITGA10	0.454
FSHB	-1.8365
ANXA2	-0.156625
HORMAD2	-0.18125
HLCS	1.09225
MCF2L	2.1745
FH	-1.17875
TBC1D24	1.64225
KIAA1505	1.05975
LGALS2	-2.44275
CNBD1	0.1915
SYNPO2L	0.7595
PTPN23	0.378214285714286
C1orf183	-0.962666666666667
MAGEA8	-3.26075
DGCR8	-1.04125
GSR	-0.638
PAQR7	1.15925
ZNF676	0.66575
CACNA1C	-0.0469
SP7	0.561
PDCD6	0.31575
NRN1L	-0.1355
BRI3BP	0.314083333333333
KIAA1183	0.963
ASB4	0.08975
CCL23	0.0983
OBSL1	-0.0235
SLC12A7	1.12183333333333
KIAA0240	2.281
CD1B	-3.64216666666667
FCGR2A	1.197
MDC1	-1.04925
HTR1A	0.0465
OCEL1	-0.00725
ATP11B	-0.585625
FBXO34	0.427666666666667
PCDH12	3.87933333333333
RPE	-1.5325
C17orf74	-0.2215
CSDC2	0.205166666666667
PET112L	0.19
TMBIM1	0.2705
P2RXL1	-0.61975
TCHP	-0.399
TRMT1	-1.0825
F2RL2	-1.6724
LRRC32	2.045
IMPG2	0.4125
BGLAP	0.18475
LOC493869	-3.49166666666667
MRAS	1.308625
SLC35F5	0.861
CBWD1	0.4005
AXL	-2.785125
ATP2C2	3.34125
TELO2	-0.79375
PNPLA3	-5.07025
PCDHB14	1.01825
CD276	0.463
KRT80	-2.735
DUSP28	0.9455
CSNK1E	0.389333333333333
SRP14	1.085
KCNQ4	-0.1385
KRT72	0.1175
CCDC117	0.862125
C6orf89	0.738555555555556
TUBB2B	-3.34283333333333
RTN4IP1	-1.02275
CR1L	-4.13216666666667
CEND1	-0.197125
C12orf41	-0.35
RNF31	0.0455
UBN1	0.202333333333333
C17orf32	0.662
SLC5A7	0.069
GPR92	1.839
ESAM	2.5881
CTNNA1	-0.0925833333333333
HRBL	0.7368
CBX4	1.50475
TMEM182	-0.039
SH3TC2	-2.0165
IL10	0.8425
PXMP4	0.51
RNF167	0.3861
PAK7	-0.025
ETV3	-0.5965
ATPIF1	0.484
LOC554207	-1.38366666666667
OR8H1	0.319
WDFY3	1.86025
DPM1	-1.23825
GPSM1	-0.629
WDR92	0.047
LRP1	-0.4235
ANKH	-1.4765
THUMPD3	-1.07775
POLR1B	-0.66525
OLFM4	0.6062
RAD9B	2.1285
TSPY2	-2.8495
PAX6	-1.69333333333333
SCG2	-3.759125
SLC17A6	-0.130333333333333
FMO3	3.56375
PADI4	-0.0416249999999999
TUBB4	-0.7544
NLK	-0.169
POU4F3	-0.25
SDF4	0.29575
ITGBL1	1.83066666666667
NETO1	-1.993125
TAP2	-0.380125
ABBA-1	-0.802083333333333
GNAI1	-1.5125
VPS4B	0.6875
NOPE	-1.0672
GALNT6	3.22483333333333
SESN1	0.593375
GBE1	-1.80533333333333
CLASP1	-1.79
RASGEF1B	0.66725
ACOT11	0.888
AFAP1	0.70625
OR2H2	0.30475
DPY19L2P1	0.097
DZIP1	-3.50475
SEC22C	0.0813333333333333
GPR161	-1.39175
RNF146	0.2015
WDR74	-1.235
GALP	0.0395
PURA	1.57825
DNPEP	0.704083333333333
RP11-78J21.1	-1.15725
ERBB2	1.936125
FANCM	-0.614166666666667
NEO1	0.904833333333333
DDX3Y	-5.2081
RPS3A	0.143125
MXRA7	0.285642857142857
LGALS3	-3.0665
GLT8D1	0.8255
CFL2	-1.46266666666667
UPB1	0.03075
NAP1L5	0.839
CLDN14	-2.06525
DHX38	-0.4855
BTBD1	0.211
TARS2	0.530333333333333
ABCF1	-0.6242
FCF1	-0.1045
LRRC49	0.6315
GUCY1B2	-2.874
C1orf177	0.569
SMARCA4	-0.241142857142857
LRP8	-2.2025
TAGLN3	-1.81125
MRPL14	-0.51875
TTRAP	-0.38725
ZDHHC20	-0.00825
NFE2L3	-2.38775
KIAA1377	3.32025
PALMD	0.2792
TMEM43	-0.47025
TTL	-1.557625
STAT5B	-0.425833333333333
SSB	-0.464
OR10H5	0.722
SLC22A13	-0.24175
AKAP3	-0.82975
TIMM23	-0.221
OAS2	2.16033333333333
KIAA0423	1.19275
TRIM11	0.684833333333333
GLIS3	1.202125
TMEM50B	0.0703333333333333
ARHGEF4	0.6285
DEGS1	-0.243
TBL1XR1	0.165666666666667
G6PD	-1.7665
SP140	0.0031
MUC17	-0.213307692307692
NUDC	-0.1645
DNAJC5B	0.295166666666667
SCARA3	-0.727666666666667
CPA3	6.0275
BCAT2	0.75525
MFN1	-0.7389
NRG3	-0.288
SNX11	0.70325
PLEKHH1	-0.505166666666667
GPR177	-1.68
HCFC2	0.538
TCAP	-1.2135
MOCOS	-2.16325
C14orf93	-0.133
PRDM10	0.232333333333333
SLC16A4	0.183416666666667
SRGAP1	1.3645
VIP	0.4115
DUSP27	2.1635
LILRA1	1.766
MC2R	0.3665
MGC24103	-2.96025
MBTD1	-1.669
FUT11	-0.521666666666667
USP33	2.0403
C15orf39	-1.34925
MAP3K12	0.47825
PAAF1	-0.690166666666667
BARHL1	0.065
FLJ16165	-0.103
PIWIL2	-2.19025
SYNE1	-0.226166666666667
CMTM4	0.433875
TSPYL1	1.8535
GUF1	0.355666666666667
TMEM157	2.3885
WDR44	0.08675
HIST1H3C	-0.298
DKFZp666G057	3.522
RNPEP	0.893
GAS2L2	0.00150000000000001
ADH4	-5.21225
GRPR	0.149166666666667
FBXL17	-1.26325
ZBTB10	-0.187333333333333
Gcom1	0.619333333333333
HTRA1	1.019
ZNF585A	0.2545
SLC26A2	0.122285714285714
OTOP3	0.4595
WISP1	1.05844444444444
ATP2B4	-0.708333333333333
FLJ10769	2.41375
CRAMP1L	0.392875
CHST12	-0.79975
RAB22A	0.0796666666666667
TARDBP	-0.357785714285714
STAU1	-0.161
CRB3	1.72583333333333
MIG7	-1.10925
CHMP1A	0.0681666666666667
ZNF160	0.53625
B3GALT6	0.242375
BARX1	-2.668
C6orf167	-1.2423125
NXNL1	0.74
DHX29	0.40725
HADHB	-0.044
PLXNB2	0.7535
ILDR1	-0.7975
SLC15A3	1.77975
GAS2	-3.00866666666667
C20orf69	-0.09125
NUMB	-0.0135
TNIP1	-0.007625
MESP1	0.966333333333333
PSKH1	0.133
NSFL1C	0.038125
RHOG	-0.094
HEY1	-2.33416666666667
KNG1	-1.964
ITGAX	1.7948
LIN9	-1.02933333333333
CANT1	1.599375
XRN1	0.236285714285714
CCDC96	1.7218
HEATR6	-0.465833333333333
GNG7	0.444583333333333
RUNX2	0.3965
SOX1	-0.7605
FCRL5	-0.1532
ZNF99	1.422875
FAM9A	0.4415
SNX22	0.560333333333333
MBNL3	-3.27966666666667
ODC1	-1.7975
ADORA2B	-3.08366666666667
NR2F6	0.31975
ZFYVE16	0.546333333333333
SYNJ2BP	0.8766
POLE	-1.25475
E2F2	-1.29125
THRA	1.845
PTGES2	-0.714166666666667
HIP1R	0.17
TMUB1	-0.2925
ENO3	-2.3145
RSPH10B	0.933
CXorf39	0.664125
IRGC	-0.088
GPR109B	-0.31975
FLJ13305	-0.373
LCE3A	-0.6955
TNFRSF18	-0.262833333333333
DET1	0.38975
TRPM3	-0.603583333333333
C16orf79	-1.3455
FECH	-0.0615
RAP2A	-0.308166666666667
CRIP1	2.19016666666667
AZIN1	-0.4845
SLC7A7	3.23375
IL10RA	0.6664
TMEM64	-4.106
CDC42EP4	1.0536
C16orf58	-0.1339
ARG2	-1.73
POU5F1P4	-4.4775
FAM62B	0.143375
DNAH8	-2.1384
ASH2L	0.098375
TSLP	-4.65916666666667
CNTNAP5	-0.3178
TMEM16C	-1.1655
IFNA14	0.7715
SLC1A3	0.1955
CABYR	3.2355
BCL7B	-0.1296
NUDT13	-1.4585
C13orf28	0.766
C1orf53	0.35375
ARL6IP4	0.4028
RPL35A	0.10025
EMR3	0.887
RAB40C	0.503833333333333
SLC41A1	0.00216666666666667
LRCH1	0.32375
LY6G5B	-1.1295
FAM124A	-0.439428571428571
MGC10981	-4.11316666666667
CLIP3	0.0149
MAP4K2	0.0503333333333333
CHIC1	0.887
SULF1	1.78433333333333
C20orf30	0.134928571428571
PRDM5	0.137875
ELOVL1	0.069
C11orf48	-0.387
SLC39A10	0.02025
KCNV1	0.15075
ACP1	-1.50266666666667
ZMYM2	0.773625
B3GNT6	-0.0801666666666667
C9orf69	-0.28975
C2orf15	1.98575
C20orf166	0.9665
HSP90AA6P	-0.6035
EDG7	-1.197
NEURL	3.45275
LPL	-0.437333333333333
CLEC2D	0.175142857142857
GRRP1	1.90366666666667
CD8B	-3.4971
HIST1H3D	-0.949833333333333
SLC6A12	1.021
FAM27L	0.1045
CD84	1.7111
RASA1	-0.07
PHKG1	-0.395
MAGEA11	-2.1255
IMPA1	-1.0749
NPM3	-2.2895
RARRES1	0.22575
SH3BP1	0.070375
B3GNTL1	-0.281
ARPC5L	0.0361666666666667
KLHL26	1.32275
SIM2	-2.8135
GJC1	-0.1435
C20orf194	0.025
EXO1	-3.2775
SLC2A2	-2.4674
LOC285074	-0.3015
LRG1	1.049
KIRREL	-0.545
PIK3R1	0.583642857142857
C4orf34	1.757
MAF	-2.11783333333333
ADCY4	3.74883333333333
ZMIZ2	0.212
SLC46A3	2.6805
STAMBP	-0.133333333333333
CCDC16	0.54275
MS4A12	0.022
TCF20	0.483
LRRC46	1.304
C20orf152	-0.000499999999999987
MRPS6	-1.05425
ABCB11	0.1895
KCNC2	5.048
CDH19	-3.06216666666667
C9orf123	0.456166666666667
SSH3	1.165375
LDLRAD1	-1.731
CCBE1	-0.7645
ZNF135	2.109375
TAAR1	1.838
WFDC12	0.4965
CCDC42	0.413833333333333
FLJ12529	0.22125
PER1	0.280333333333333
TIMM50	-1.01283333333333
SMARCAD1	-1.0095
FAM26C	2.7395
TP53TG3	-1.39016666666667
SH3RF1	2.8706
LMCD1	1.40425
GPR63	-0.1115
FLJ21986	-2.883
AIFM3	0.1095
MICAL1	0.183666666666667
BLZF1	0.944833333333333
IQCA	0.530166666666667
PCDHGC3	-0.276
SAC	0.32675
BCL6B	2.36716666666667
DDO	2.15525
MARCO	0.12025
DCHS1	0.473
C1orf170	0.957833333333333
CD200R1	0.890333333333333
C22orf15	-0.5095
SEPT11	-0.514333333333333
ADNP	0.4675
UST	-2.7818
C13orf34	-1.5765
RFFL	0.569642857142857
APBA3	-0.197
C2orf60	-0.511375
CUTL1	0.1605
PMS1	-1.232
ZNF689	1.7445
EIF3E	-0.254833333333333
IL9	0.373
RPL31	-0.5625
LY9	0.00333333333333332
ATP2B3	0.389
KDELR2	-0.0917083333333333
TFCP2	0.503
NLRP12	0.4335
FLJ45422	0.0495
TLE4	-1.9658
ZNF570	0.5065
FLJ43806	-0.505
TLK2	-0.009875
CIR	1.117
MARS2	-0.016
COL24A1	1.8505
SDF2L1	-0.2265
HIBADH	-0.250333333333333
IGFBP3	-2.47342857142857
C12orf23	0.25975
PSPC1	0.30025
C20orf43	-0.20825
TRAV20	0.516
ARHGAP24	0.636125
KIAA1975	-0.857125
C1QA	3.318
DNTT	-5.061
C10orf6	0.60925
C11orf41	-1.6345
HNRPF	0.138
COL11A1	5.33516666666667
UBAP2	0.370833333333333
CDKN2AIPNL	-0.916
C20orf174	1.86225
SPRED2	-0.37825
PLA2G12A	0.944
ICEBERG	-2.9715
SCN10A	-1.0035
C11orf65	0.65575
GBP5	3.69925
PITPNC1	-2.27416666666667
POU3F3	-0.984
NCOA7	-1.67525
LIN7C	0.1286
LOC348840	-0.5805
NKX2-2	-3.06825
ANKRD13D	0.0845
LOC123688	-0.93475
FUT2	2.691
TAAR8	0.504
FZD4	0.43425
PNMA3	-1.48683333333333
OR4L1	0.2435
WIT1	-2.07375
EXOC3L	1.9965
ATPBD4	-0.0164
KRBA1	-0.889
UBXD6	0.16575
HOXB7	-1.33864285714286
C7orf23	-1.1845
UNQ338	-1.075
STAB2	0.26525
CDC20B	0.432
IRF9	2.4275
CENTG1	0.16625
TNPO2	-0.90225
MCPH1	0.789375
BMS1P5	-0.57275
SLC26A7	0.6695
HIST1H3J	0.64025
C9orf3	-0.83
LBH	0.377875
MYO1D	0.5295
PTDSS2	-0.027
NFU1	1.38625
DEPDC4	-2.22675
WNT7B	0.6014
GLP2R	-0.175
SETD4	-0.438
DYNLT3	-0.7721
FKBP11	-0.7765
SESTD1	0.174666666666667
FLII	0.10475
RPS16	-0.8245
CHPF	0.518333333333333
CSNK2A1	-0.283166666666667
SUMO1P1	-0.056
FKBP6	-0.84
ZNF214	2.46466666666667
TWIST1	-0.956333333333333
DDX56	-0.825
TRAM1L1	2.785
EPO	-2.97466666666667
MRPS18B	-0.08225
ZNF682	0.497666666666667
RPL14	0.704166666666667
MAFF	0.3775
LOC51136	-0.39825
LY96	-0.5855
DDX20	0.0375
ABTB1	1.16583333333333
ARL5A	-0.0334
CCT6A	-1.18275
HEPACAM	-1.48883333333333
EHHADH	-1.96316666666667
RBAK	1.04916666666667
CGB1	2.697
ITGB5	0.5687
YIPF3	0.13075
FKBP2	0.64675
NR1D1	-1.2258
TMEM110	0.395
NEK2	-2.8575
PRAMEF8	-3.14125
C20orf52	-1.264
PCDHGA3	0.71
VWA3B	-0.5985
NDUFA5	0.076125
THAP9	0.17925
FLVCR2	0.210333333333333
AP1S1	-1.445375
SMAD6	-0.77375
SAV1	0.174625
SAT1	1.595125
ZNF251	1.327625
ADAMTS7	-0.1593
RPP38	0.3125
C1orf211	-1.1395
YPEL2	1.53355
RBMS1	-1.4985
ZNF445	-0.378833333333333
NRXN2	0.798
PGBD4	-0.121875
UGT2B28	-3.20325
WBSCR16	-0.451
NLRC3	0.698
ASTL	0.25
ST6GALNAC1	-2.91
ZADH2	0.783625
MLLT4	3.12933333333333
ARL6	0.183166666666667
MEF2C	0.57525
CBFA2T3	1.4205
AFF3	3.156
COG7	0.407666666666667
MYB	0.917833333333333
PLXNA3	-0.098
XRCC2	-2.3895
MMS19	-0.790125
ST8SIA5	-0.371375
CHPT1	-0.899166666666667
KIAA1712	0.027875
OR6X1	0.309
ACTR3	-0.48925
UGCG	1.98316666666667
OR4P4	0.521
ZAP70	-3.3895
LPP	1.032625
ZNF485	1.25975
PTPRCAP	-1.191
IL12RB1	0.4095
ATRX	0.496
CHST8	1.45275
C14orf109	-0.31925
ARV1	0.39775
NMB	-2.11828571428571
COX5A	-1.0555
EIF6	-0.89925
MPPED2	0.5195
SEMG1	-1.39
CHRDL1	-0.9375
TRAF3IP2	0.6785
WNK2	0.068
LILRA4	1.17533333333333
LAMA2	2.132
PXT1	0.3885
RLBP1	-2.7855
CD300C	0.5215
SLTM	0.60525
FLJ10404	-0.4428125
APOBEC3D	-2.39683333333333
RENBP	0.224833333333333
ATXN7L1	1.02925
NID1	0.348
TUBGCP3	-0.93125
ITIH5	0.606117647058823
CCDC110	3.32525
C8A	-2.931
MGC87042	-3.19325
HOXC13	-3.183
TFDP2	-0.585
HCP5	2.10175
POLI	1.585
UCN	-0.4175
ZNF764	0.607166666666667
C8orf45	1.5495
FHL3	-0.80725
SPATA5L1	-0.76075
MMRN2	2.93533333333333
NDST1	0.347666666666667
COL20A1	-0.390666666666667
ZNF248	0.403166666666667
PELP1	0.325666666666667
MBL2	-3.05033333333333
RNF41	0.441875
C5orf24	0.625875
THOC5	-0.985625
SERINC3	0.688166666666667
RP11-151A6.2	0.06425
CDCP2	-0.11825
HIST1H2AA	0.6035
C11orf75	-0.442666666666667
FKBP7	-1.0045
DDOST	-0.1135
GPNMB	-0.201833333333333
TTF2	-1.299
KCNT1	-0.127
SLC39A14	-0.518875
NGRN	0.7172
GPR137B	1.0055
MECP2	0.7365
PSMA1	-0.28
C16orf73	-5.248
TMEM60	0.0763333333333333
CSN3	0.7745
NOS1	0.416833333333333
RAB7L1	-1.64066666666667
YBX2	-0.8265
KIAA1166	1.073
FUBP3	-0.06
ABCG1	2.302
ACACA	-0.0816666666666667
ARL11	1.7082
ATOH1	-0.049
ODF1	-0.186833333333333
CREB3L3	-1.93333333333333
TMEM127	1.3025
DSCAML1	1.794
PLN	3.614
LYPLA1	-0.664
PRDM9	-1.931
SASP	-0.5815
PLUNC	0.378166666666667
INTU	0.85875
HISPPD1	-0.15125
LNPEP	-0.3765
YARS2	-0.5155
APCDD1L	-2.2265
ZCCHC4	0.0243
FBXO22	-0.302666666666667
TTLL13	0.0395
ZNF669	0.453166666666667
PTGDR	1.18325
DDX27	-0.116
KIAA0409	-0.287
GJB6	-0.30025
ASB8	1.58875
PLP2	-0.18
MEPE	-0.13075
OR10J5	-0.205
KRT222P	3.7145
COQ7	0.141666666666667
C1orf101	2.446
RERG	4.6864
CHMP5	0.717125
THAP11	0.03425
ZNF43	1.29216666666667
ZRANB3	-0.0475
KRT13	0.618625
MRPL19	-0.438125
RBBP9	0.076375
SPATA17	3.507625
BXDC5	0.221666666666667
PAFAH1B1	-0.189833333333333
MAGEE1	1.3515
OSTF1	-0.06825
KIAA0323	0.077
TXNDC13	1.00166666666667
CNTN4	1.25175
LCE1B	0.987
UNQ501	-0.369
ZNF154	0.99525
C3orf64	1.105
SYT5	0.1492
PON1	-0.0966666666666667
FLJ10357	-0.81425
ATP4A	-1.8625
GNPDA1	-1.27033333333333
MGAT1	0.174
C14orf121	0.35975
SLC35B2	-0.3315
MIER3	-0.0873333333333333
CHEK1	-3.75025
ZNF8	-0.5025
TXNDC1	-1.0215
CKB	-0.5208
RTN3	-0.0820714285714286
FZD2	-1.2175
PART1	-1.112
PSMB6	-0.52375
PCDHB8	1.4955
PHC3	1.15
PPP1R8	-0.880333333333333
NOVA2	2.2925
TNFRSF11B	-4.636875
GOLPH3	0.7845
UBLCP1	-0.21125
SUHW3	-1.6095
TTLL1	1.047
OPN4	0.3505
OR13G1	0.683
ZPBP2	0.451
HSD17B11	-2.173
C9orf50	-0.0925
DHDDS	-0.119428571428571
CTSW	0.1157
NEFM	-2.298
MRPL28	-0.88625
SYN1	-0.0793333333333333
PIGV	1.04066666666667
ZIM2	-1.35825
APBB1	0.5625
SND1	-0.0875
C1orf123	0.551666666666667
CHD3	0.231
BHLHB8	-0.0325
RNASE2	0.333666666666667
BCAP31	0.735
SLC25A44	0.407333333333333
CHD6	0.6618
PIB5PA	3.20023076923077
SELS	0.195875
LOC541471	-1.03275
FAT2	-0.7045
ZNF81	0.0325
OR4C16	0.0805
FLJ10081	0.7508
LRRC4	3.46675
CS	-0.507166666666667
N4BP2	0.238375
IGFBP7	1.948
ZNF318	0.321583333333333
