Hybridization REF	TCGA-B6-A0IH-01A-11R-A115-07
MYO3A	-0.104
SERPINE2	-3.18016666666667
AARSD1	-1.35825
C14orf73	-1.1275
ADAM33	0.715
ZNF491	0.0595
MAPK6	-1.30166666666667
TCN1	2.98133333333333
SLC24A6	0.4195
UBE2R2	0.75975
H1FNT	-0.077
TATDN2	-0.341666666666667
LILRB1	1.26275
P2RY5	2.6715
NUCB2	0.55825
C2orf37	0.20525
SNX27	2.07333333333333
MTA3	0.35175
FOXO4	0.725875
ID4	2.46683333333333
SOX5	-1.9885
PXMP3	0.998
OR52M1	-0.027
SFT2D3	0.565875
INA	-3.29883333333333
MCOLN1	0.403
NFIX	1.1311
CLEC14A	6.51033333333333
HIBCH	0.416333333333333
PLA2G5	1.0335
TIMM10	0.158666666666667
MED17	0.2445
COL4A4	-0.0015
TPP1	1.142
GJA3	-1.43083333333333
TMPRSS5	-0.87975
AADACL3	0.186
DNMBP	-0.4655
ENPP5	5.00016666666667
NQO1	-0.7685
ZSCAN2	-1.237375
SEC24C	-0.453166666666667
GTF2A1L	-0.9035
AXIN2	0.5567
FAM33A	-2.13091666666667
C16orf13	-1.212625
SPNS2	1.6185
TAF1	0.3485
AP1G2	-0.9515
RBM42	0.476
HCN2	-0.586
EFHB	1.58933333333333
RUSC1	-0.687166666666667
GRIK5	0.1335
USP21	0.708833333333333
ATAD3C	-0.2555
ORMDL2	0.7785
PRSS7	-3.54775
PSAT1	-4.192
FLJ13195	-0.395
TBC1D1	-0.0263333333333333
IFNG	1.5275
OTOS	0.1705
ZNF773	0.836
EMD	-1.51075
RETN	1.61825
CCL8	4.4325
APH1A	0.26025
COX18	-0.453
GTF2IRD2	-0.7825
CCDC82	-0.763583333333333
PAFAH2	0.234
NPEPL1	-1.4161
RP11-114G1.1	1.002
TP53INP1	1.13375
ZNF300	-1.1775
FOXL2	-3.749
LARP2	-0.331416666666667
LATS1	0.75025
HTR6	0.0005
SPOCK2	0.683333333333333
RNF144B	2.96566666666667
HTATIP2	-0.414125
MGC10334	-0.27525
CENTA2	1.98783333333333
FGF2	0.3635
FXYD7	0.1845
PHYHIPL	-2.029875
GPR34	4.679
DDX6	-0.138666666666667
OR10W1	0.026
LHFPL1	-0.7545
ZNF313	-0.0419285714285714
VPS28	0.90975
AP3M1	0.00390000000000002
AKR1CL2	0.497
TRAF4	-1.453375
OR2B11	0.1885
C19orf12	1.085
AKAP9	0.8375
C1orf62	-0.0975
SLC20A1	-1.3644
FAM112A	0.108
LDB2	2.49
MRPS23	-1.22475
KLK5	1.765125
SPTB	-0.276
EFEMP2	0.72325
EFNB2	1.811625
PCM1	1.441
NMNAT3	2.0575
TSG101	0.743333333333333
C8orf40	1.345
NOB1	-1.485
ABHD3	-0.647
GTF3C4	-0.02175
PIGN	1.29316666666667
GALNTL1	1.40725
AEBP1	2.104125
OR9Q1	0.164
ANKRD2	-0.2385
CCL28	0.9505
TRIM38	0.938
TMCC1	0.122333333333333
SMG5	-0.535
LRRC7	-0.316
NCAPD2	-2.201
C6orf153	-0.56075
C1orf74	-0.0965
OTUD6A	0.148
DCP2	-0.808333333333333
TMEM24	0.70025
RPL18	0.408333333333333
TMEM177	-0.68925
LRRC37A3	1.55675
C1D	-0.535333333333333
LDHC	-0.981
UBE4B	-0.3855
NIT1	0.433625
BTN3A3	0.848375
RASD1	1.85975
COMMD3	1.1055
SHFM1	0.3015
BIRC8	-0.3145
DUT	-0.98175
C12orf51	0.9935
LRRC59	-1.577
LY6H	1.30825
WDR22	0.767083333333333
EDEM1	-0.706357142857143
ADH1A	3.9185
PANX2	-0.202
CYP11B1	0.60325
CDC73	0.30275
GPR172A	-0.53775
GSTM3	-0.503461538461539
KCNA5	-0.061125
SERAC1	0.572333333333333
NFATC2	0.58
ANAPC5	-0.9558
C15orf24	-0.20475
NFATC2IP	-0.697333333333333
TNRC6C	0.056
MGC102966	-0.087
FGD5	2.21216666666667
MED9	-0.2685
RAB13	1.20566666666667
C15orf49	0.078
CRYGS	0.3359
C12orf53	-0.3126
LOC283693	-0.3575
COX6B2	0.309125
PHF14	0.666875
FAM3A	-0.633875
RPL13	0.2095
PRDX2	-0.4545
FLJ34047	-1.86225
PRMT3	-0.81975
KCTD19	-1.1015
TRIM10	-1.04266666666667
MGC26597	-1.5335
GCNT4	-0.02525
GPRASP1	2.238
CDKN1C	0.34175
RHBDL2	1.3899
HSPH1	-0.45725
AQP1	4.455375
COL17A1	3.1107
GFAP	0.04875
CDC16	-0.31075
KIAA1614	0.135
C6orf118	0.548
ZSWIM5	-1.617
FAM83F	2.91325
LYNX1	0.7349375
SYNPR	-0.47625
XG	3.51283333333333
PRSS16	1.84675
KIF13B	1.8795
PCDH9	-1.436375
HIST1H2AH	-0.499166666666667
RBM18	-0.66175
ZNF626	1.043125
HEXIM2	-1.01
ITFG1	-0.25
TUBG2	-1.785
SFRS7	-0.427833333333333
C9orf14	2.169
EXTL1	-1.34125
GBP3	1.4795
WDR5	-1.81525
RARG	0.0951666666666667
MYO7A	-0.612
CECR6	0.3525
C13orf3	-2.9565
SFRS18	0.556625
ACVR1B	-0.0828333333333333
PSMD1	0.1888
C7orf31	0.762833333333333
ILVBL	-0.906
IFNGR1	2.21875
RNF186	3.724
NOL9	-1.26225
MAGEL2	1.82275
SLC29A2	-0.43825
NHSL1	-0.39125
RBMX	-0.445
PSORS1C2	0.0345
RAD51L3	-0.778333333333333
LCN6	2.42225
ORAI2	-0.618875
BRUNOL6	0.3417
OR4K5	0.0525
CDC123	-0.436875
MSLN	-2.07833333333333
WWTR1	-0.587166666666667
ZNF700	0.535833333333333
COBL	-0.12425
PPP1R16B	0.562
GAS7	0.6499
MDN1	-1.142625
HAAO	0.9255
C9orf68	2.956
TNFAIP2	0.09675
FOXN1	-0.0395
hCG_2033311	-1.113
ATP6V0D2	-0.3682
RPL41	0.774875
SLC38A1	0.553625
ARHGAP6	-0.703166666666667
ADAD2	0.8135
PHF20L1	0.30725
MCM3AP	0.0195
ST3GAL3	-0.264
SNX1	-0.258333333333333
ELF5	3.28825
PARP3	-0.250625
RBM8A	-0.5069375
LINGO4	0.1365
ITGA9	1.48266666666667
ZFR	-0.21775
ACSL6	0.216428571428571
FLJ20699	-0.5283
DAOA	-0.1265
FABP4	5.177
KCNB1	0.28875
CANX	0.1194
SLC25A28	0.0503333333333333
ADIPOR2	-0.284625
ECHDC2	1.77675
SMA4	-0.70875
FRZB	4.17975
PABPC1	0.478666666666667
DMRTB1	-0.166
APOBEC3G	0.713
CATSPER2	-0.632166666666667
CUEDC1	0.438333333333333
STARD9	-0.132875
CLDN8	4.60625
LOC23117	-0.197863636363636
E2F6	-0.953111111111111
TMEM126B	-0.545833333333333
DPY19L4	0.19625
GIMAP5	3.78066666666667
NDUFA9	-0.614333333333333
FAM77C	-2.992
CTPS2	0.264
LOC51035	0.044
WDSOF1	-0.74525
EGLN3	-0.93675
PITX3	-0.1785
OR52E8	0.158
GRM4	0.857
KLK1	-2.2285
GPM6B	0.739
RRAGD	-0.499833333333333
PAGE5	-2.8435
UCHL5	-0.4965
ULK3	-1.50733333333333
AIM2	1.61116666666667
PNO1	-0.901333333333333
OR2F2	0.4835
GNAT2	-0.573
SIX1	3.25925
ST13	0.343166666666667
ZBTB44	0.40425
TIMP2	-0.07225
ZMAT4	-1.525
GTF2IRD1	-0.0778333333333334
ZNF19	0.681166666666667
ZNF714	-0.1645
RSC1A1	-0.337
C9orf80	0.3105
PSMA8	1.3385
TMEM141	0.248
COX4I1	-0.531571428571429
CTAGE1	-0.184833333333333
DTWD1	-0.9655
HSD11B1	2.276
KRT6B	3.009
ARID4B	1.628125
LHFPL3	-0.0735
WWP2	0.185833333333333
ZNF326	-0.157833333333333
RGPD1	-0.811
CTSH	1.53083333333333
FASTKD1	-0.824625
PAF1	0.2558
TTC9C	-0.6495
IFT57	0.9996
PRSS36	-0.207
IL20RB	-2.5055
ZNF592	-0.577333333333333
DCTD	-0.2112
CFP	2.76975
MFNG	0.777
JMJD2B	0.46
ALDH3B1	-1.48025
THSD4	1.088
KCNJ5	2.016
LMNA	-0.2955
TBCD	-0.779625
ZNF250	0.433666666666667
CASQ2	2.1495
PEG10	-3.45333333333333
PRAME	-5.64506666666667
NP	-1.057375
TRIM59	-1.02883333333333
ZNF12	1.056125
XTP3TPA	-0.2555
SIGLEC7	-0.3483
PANK4	-1.5065
FAM70A	-0.915833333333333
SNED1	0.25525
HIP1	0.2692
RAET1E	0.112666666666667
AMAC1L2	0.826
AHNAK2	0.399416666666667
TOE1	-0.815
RECQL4	-2.2325
SPRYD3	0.1695
DPAGT1	-0.3065
MAGED2	0.6833
ANKRD55	-0.1765
TRPS1	4.58641666666667
DOK7	-2.971
TFPI2	-3.34525
GTF2H3	-1.3085
CYP4F11	0.551
LHX2	-3.969
ATG16L1	0.613
ASB12	0.5515
C1orf116	3.8675
NF2	-0.95905
POM121	-0.5466
PHYHD1	2.4251
TXNDC17	-0.766166666666667
DKFZp779O175	0.39
NUP62	-0.295928571428571
MYO18B	-1.24633333333333
PRAMEF1	-0.2805
TCBA1	1.111
TMEM168	1.628
FJX1	0.487666666666667
CLCF1	-0.97525
SEPN1	0.738375
IGSF2	-0.01475
NUDCD1	-0.0573333333333333
TFF3	0.0641666666666666
NDFIP1	1.42792857142857
CHCHD4	-0.89975
TNR	0.263
CUTA	0.0375
USP44	-2.92525
DPP10	1.45816666666667
IWS1	-0.00266666666666667
PCGF1	0.187
SULT1C4	0.0855
NTF5	2.37725
PTPN13	1.0435
SSTR5	-0.0405
SFRP1	1.345625
IDH3B	-1.04225
SUOX	0.940833333333333
TMCO5	0.40075
GOLT1B	-0.6575
MIB1	0.515214285714286
PCDHGB1	0.0545
SUSD1	0.71275
ICAM5	-3.24366666666667
PAPOLB	-0.10975
URM1	-0.1905
TMEM106B	1.13116666666667
LRIG2	-0.6115
SLC27A5	-1.62375
CLIC6	6.129
ZNF420	2.2215
SCN9A	-0.9457
KIAA1909	1.05175
ELMOD1	-1.73825
PRKAG1	-1.4345
FAM64A	-3.60888888888889
EEF1G	-0.1365
SMAD5	0.67275
INCENP	-1.5715
WASF2	-1.7485
GARS	-1.0754
CDK10	-1.0789
HLX	0.0393333333333333
MDM4	0.942125
ZNRF1	-0.572285714285714
HHATL	-1.58183333333333
FAM21C	0.1909
HIST2H3C	-0.5195
PFDN2	-0.197125
ZNF200	-0.08875
NDN	0.768
HBA2	-0.472
FBLN5	2.66125
PUM1	0.633928571428571
TNNT1	-4.42783333333333
C19orf59	0.1185
HNRPH2	0.936166666666667
RAB7A	-0.0138333333333333
PMS2	-0.19975
BIRC3	-0.247333333333333
NRSN2	0.186625
OR52K2	0.279333333333333
SPOCK1	0.579214285714286
H2AFY	-0.00125
RXRB	-0.80375
ZNF638	0.133666666666667
ANKRD45	0.8025
ACTN4	-0.2045
FXC1	0.63325
EIF2B5	-0.42975
VPS33A	-0.525
PINK1	0.48525
FAM106A	0.4085
SKIP	0.9565625
GAPDHS	0.136666666666667
MUM1L1	3.918
PSTPIP1	1.17
CNTNAP1	-1.1546
CYP26A1	-2.001
APOL2	0.2626
TACC2	1.016
COX7A2L	-0.290214285714286
HSD17B1	-0.0645625
ARRB2	-0.518
SLC7A6	-0.8499
HSD17B10	-0.8295
RBJ	0.3025
NUP155	-2.18575
MRPL10	-1.223
CYCS	-1.55383333333333
CCDC46	1.53
TECTA	0.4855
GNAL	-0.27475
LPO	-0.0535
PEBP4	3.05275
DDX11	-2.164
C18orf12	0.178
TAF9B	0.363333333333333
IMP4	-0.25225
RPA4	0.866833333333333
NDUFS1	-0.582
UPK1A	-0.668666666666667
ARRDC2	0.293833333333333
C18orf20	-0.5855
AES	0.715071428571428
CD2BP2	-0.212833333333333
C16orf54	0.289
UGT2B17	-0.715125
FGFR1	-0.124090909090909
CEACAM6	-2.0335
CHRM5	0.3655
CERK	-1.068625
AP3S2	-0.325142857142857
ANKS4B	-0.8875
CLCNKA	0.404166666666667
ZNF208	1.12733333333333
HLA-DRB5	4.958
CARKL	-0.73775
GOT1	-1.0635
CASP6	0.7375
HOXA1	-0.242
RCL1	0.12375
ZNF181	1.33583333333333
RAB40B	1.206
MRPL38	-0.904
LRRN2	2.6395
C3orf25	0.333
OR5D14	0.407
OR10AG1	-0.1125
BET1L	0.4649
FRY	4.48075
AK3L1	-1.45125
CSF3R	1.55866666666667
POLR3K	-1.04
ATG2B	0.256
EPS8	0.5445
DARS	-0.66425
C10orf56	1.50383333333333
DAD1	0.0415833333333333
RIOK1	-0.337166666666667
HERC2	-0.8865
HSD11B2	-0.262166666666667
FAM96B	-1.59075
MGC13057	0.194875
BSN	-0.2595
CAND1	-0.406333333333333
HCST	2.534
ACTR10	0.4175
OR8D4	0.7815
NASP	-1.845
COL9A2	0.294833333333333
LYZL1	0.0415
GPC5	-1.161
TBL3	-0.992833333333333
CENTD2	-0.4079
OR5AP2	0.026
TLR1	2.3795
LMO6	-0.62825
ZIC2	-2.6895
CPNE5	1.408
ZMYND15	1.568
FLJ22374	0.04725
CCDC106	-0.15925
PARP16	-0.612
PDIA3	0.112
C14orf126	-0.04575
CECR2	-1.1585
SFRS1	-1.76335714285714
FIGLA	0.5985
DCP1A	0.325333333333333
MGC45800	-1.3917
TEKT1	0.387833333333333
C10orf67	-0.011
CLN5	1.31775
NTN2L	-0.2185
GLE1L	-0.59925
CES2	-0.4212
GNAS	0.506277777777778
DDX53	0.0305
TSPAN13	2.51
MRPL52	-1.0107
SPIRE2	-0.819375
TAS2R39	0.229
SCUBE3	0.531
UCRC	-0.0131
CDKL3	0.54625
KIAA1715	-0.8337
ZNF345	1.98525
RTF1	-0.53775
DHRS7	1.1365
RIPK4	-0.845666666666667
EXOSC2	-1.12683333333333
MS4A2	3.416
FGF17	-0.19775
WDR59	-0.59425
EVI2A	-0.15875
IL17RC	0.1865
HS3ST1	2.51475
ITGB1BP2	-1.2095
RBPJ	-0.438333333333333
GIMAP1	4.481
INE1	-0.494333333333333
ALDH18A1	-0.208875
TPI1	-2.11225
GATA6	1.29375
CABP1	-0.402333333333333
ZNF484	0.351
DAPK3	-0.01
GJB1	-2.21925
PIN1	-0.510375
SLC6A15	-3.32866666666667
CNO	-0.177
RIN2	2.587
FRRS1	-0.165
CYorf15B	-3.312375
DMRT3	2.522875
ATAD1	0.0525
OTUD4	-0.286666666666667
ATOH8	-1.00525
ZSCAN16	1.06175
ASCC1	-0.23
OTUD3	0.729875
MGC33212	0.327833333333333
YME1L1	0.22625
RP11-218C14.6	-0.18525
PCBP4	-0.0645
TNFRSF10A	0.50425
CDH10	-2.0535
KL	3.678375
SCP2	0.520083333333333
C9orf119	0.0365
SON	0.870583333333333
MAFK	-0.538
SBNO2	0.0195
SLC6A6	-0.935916666666667
SC4MOL	-1.816875
FAM35B	0.657875
PPP1R9A	1.781
PDZRN3	1.36725
CXorf20	0.5175
C6orf126	0.35625
AVEN	-0.82675
FLJ21075	-1.1775
C14orf132	1.4155
PCK2	-1.431875
GUCY2C	-0.3765
BARX2	0.59825
PEX11G	0.912
DAO	-0.869666666666666
C10orf49	0.518
EDNRA	2.87833333333333
PPP2R5A	1.5504
DDX39	-1.6475
SERF1A	-0.2105
ASCIZ	0.3389
FNDC8	-0.37725
PTMS	-0.2325
PHF7	0.16025
PIP4K2B	-0.1035625
HHLA2	0.1385
BDH2	0.8426
APOBEC2	-0.40425
PENK	1.46916666666667
SMAD9	0.725
MT3	-0.83925
RGL1	1.45075
ATG10	-0.7055
DLGAP4	1.09766666666667
APPBP2	-0.665785714285714
BACE2	1.26328571428571
LOC339344	-0.524333333333333
ZNF395	0.5794375
HIST1H2BL	-1.30425
ZNF467	0.1945
SLC25A21	-1.279
PALM2	-0.2045
NSUN5C	-1.4445
IL5	-0.2714
CLSTN2	2.4015
ANXA8L2	-0.18
PTGES	1.03825
GDAP1L1	-1.68966666666667
OPRK1	-0.670166666666667
WDR20	0.558
C12orf4	0.79775
NUP88	-0.894125
XRCC6BP1	-1.071
FCGBP	1.48285714285714
LEMD2	-0.089
NOMO1	-0.77575
C10orf79	2.249
ZNF79	0.3801
OCRL	0.00449999999999999
HSPA8	-0.695708333333333
DIDO1	0.291666666666667
PLA2R1	3.1405
COG3	-0.1078
NGDN	-0.4585
CBFA2T2	0.817125
PNOC	1.128
PRRG1	0.6695
AGGF1	0.0151428571428572
DPF2	-0.402
YIPF7	0.544
TRPV5	0.29425
ZNF322B	1.036
MED12	-0.281
CARS	-0.869
ABCC11	1.40433333333333
C9orf25	0.078
MYH1	1.242
FRYL	0.1715
AGTRAP	-0.21825
MMP27	1.837
ZNF432	0.616
OR8D1	0.391
OR13D1	0.21225
VWA1	1.8175
STON1	1.503
IL5RA	-0.1645
PERP	0.8195
C10orf107	1.00333333333333
TNFSF12	2.40375
FN1	-0.62625
MTR	0.508
PHLPPL	-0.508
ZNF425	1.062
DHFR	-2.78111111111111
PPP1R12A	0.520875
RSPO2	-1.989625
ZNF7	0.46575
ZNF583	0.7325
TPMT	-0.75
GPR132	0.5935
OR2T12	-0.24325
SERTAD2	0.0891
ATP1A1	-0.541
FRMPD3	0.557
ZNF672	0.31275
PLXNB3	0.058875
EML5	0.3595
FAIM3	0.406
UBQLN2	0.843
SORCS2	2.9725
PRIM2	-1.762
ACVR2A	1.24716666666667
YWHAZ	-0.134333333333333
PGM2L1	1.08325
GNAO1	-0.0149285714285714
RPL10	-0.3101
RPS6KA6	0.635
PFKL	-1.187
SH3D19	1.13425
AURKB	-3.68416666666667
ZC3H6	1.783
DISC1	0.411166666666667
FLJ39660	-1.64516666666667
TMEM25	2.50975
OSBPL10	0.00975000000000001
CLTCL1	-1.676
ALG6	-0.404
CATSPER4	0.5025
LRTM1	-0.271
RRAD	1.56866666666667
TIPIN	-2.37625
CARD14	0.3715
RBM9	0.104833333333333
RASSF4	0.77325
SLC25A18	-0.398666666666667
C6orf58	0.151166666666667
IGHD	-0.039
PLA2G6	-0.429
TPT1	1.21475
SEC63	1.0172
CCDC113	0.0898
TDRD10	1.627625
KIAA1666	-1.244
TOR1AIP1	0.708583333333333
SYTL4	1.1375
SPRR2F	-0.708
CEBPD	2.67825
SNTG2	1.64775
C20orf77	-0.0295
TAS2R49	-0.65
C6orf173	-1.525
SVEP1	1.3629
PXN	-0.688571428571429
VIL2	0.213166666666667
C5orf21	1.79625
DIXDC1	0.59775
GANAB	-0.468833333333333
PDSS1	-0.865
NGFR	1.302125
ATP8B4	1.96825
BMP8A	0.967
CCDC132	0.857416666666667
GNRH1	-0.55975
OR10T2	-0.48075
PDGFD	3.12066666666667
OR6W1P	-0.00149999999999999
HARS	-0.738416666666667
KRT77	-0.24
AQP8	-0.21475
ITGB1	1.2674
ZNF254	1.1193
PAX1	-0.0936666666666667
PSMC4	-0.9782
ANKRD22	3.0545
PSMD8	-0.472333333333333
HTR1E	-0.916833333333333
SOX10	-1.4446
OR5B2	0.4085
RABGEF1	-0.339214285714286
MAP1LC3B	0.322
CYB5R4	0.6085
AGXT2L1	-3.49675
FLJ41603	2.49733333333333
TRAPPC2	0.833166666666667
FNTB	0.0629
FLJ14107	-0.421333333333333
AURKAIP1	-0.502
DSE	1.87025
NFKBIZ	-1.75116666666667
OSBPL3	-0.741833333333333
LOC130576	1.10975
SLC39A9	0.533833333333333
LOC137886	0.447666666666667
RHCE	-1.7835
ATG7	-0.249333333333333
FAM82A	1.3965
FBN3	-0.454
MCFD2	-1.20433333333333
CASP14	-0.269
EPS15	0.606083333333333
SFRS2B	1.26125
C19orf47	0.036
PLAC9	2.711
GPR23	0.768
BTNL3	0.103666666666667
RGS8	-0.6095
GNS	0.66
ENO2	-2.89366666666667
CBX1	0.8816
PEX26	-0.1265
LRP5	-0.8495
ADAMTSL4	-0.940333333333333
ARR3	0.169
MAP1A	0.1655
CD2	5.22275
NAV2	-0.552625
TMEM69	-0.8645
ATXN7	0.0115
CHN2	-0.2075
ZNF781	0.728
HAS2	-2.8015
KIAA0241	-1.84016666666667
BIC	2.0075
MOBKL2A	0.0675
CYP2C9	1.301
CNOT7	0.613357142857143
SFRS10	-0.54325
CST11	-0.12825
FLJ37543	0.819
NKAP	-1.0945
RUNX1T1	4.9395
EAF1	-0.5222
IL4I1	2.63625
LRRC61	0.0728333333333333
PSIP1	-0.860583333333333
SPRR4	-0.6215
ZFP90	0.753333333333333
AP2B1	-1.28261538461538
SLC30A7	0.4195
C7orf28A	0.127666666666667
S100B	-0.978
BMP2	-0.308375
ESR1	3.15675
ZFPL1	-0.1985
ARHGAP12	0.73675
LRRC19	0.9055
ZNF767	-0.716833333333333
NACA	0.5262
OLIG1	-2.6125
PRF1	1.40925
LST1	3.28183333333333
SPATA9	-0.5925
CNFN	0.5405
CDK4	-0.6378
TCF15	-1.1575
PARC	0.44225
PPM2C	3.2215
LOC283345	-0.7685
FAM107B	0.7625
DMXL1	0.201375
RBM3	0.460375
HTR5A	-1.10633333333333
SCFD1	-0.0588333333333333
EPHB3	1.699625
ROPN1L	0.592833333333333
RAMP3	1.5125
TSPYL5	3.47018181818182
GAP43	-2.1765
PAPD4	0.06375
PDE3A	-1.7785
TNFRSF10C	1.953
JMJD5	-0.416
RASGEF1A	1.294
C16orf65	0.185833333333333
HIPK3	0.687333333333333
XYLT2	0.131
XPOT	-1.70683333333333
GAL3ST1	-1.4545
DHCR7	-2.29525
AMIGO3	-0.181666666666667
FGFR4	-2.638
CRAT	1.004125
PPP1R14D	-0.2525
TRIM14	0.6617
TMPRSS11D	-0.3565
SLC7A11	-2.9765
OR10H2	0.18675
PPM1E	-1.4833
DOCK4	0.634375
FAM127A	-0.00125
ENOPH1	-0.46275
SLC5A3	-0.2702
ZNF530	0.3602
NTS	-6.57425
FRMD4A	0.35375
BCL11B	-1.80766666666667
PRM1	-0.27525
UQCC	-0.4921
S100A16	-0.439833333333333
PLS3	0.59775
WWOX	-0.467214285714286
CCDC23	0.8375
GTSE1	-3.4015
GP2	3.131
FLJ32549	-0.051375
CHIT1	0.48475
KLF9	1.315375
RPS24	0.6983
MIA	0.64525
FIGN	-0.8625
PYROXD1	1.05575
PCSK2	-0.0495
MRPL9	0.2985
RPL24	0.37125
C12orf32	-1.277125
HIST1H2BE	-1.3205
RGS18	3.56375
LFNG	0.702875
RAB4B	0.4422
FBXO25	1.46033333333333
TSPAN31	1.22683333333333
ARL8A	0.625571428571429
C10orf83	0.0447
OR51B6	-0.096
CNKSR2	-0.00933333333333332
C1orf156	1.72425
IBSP	0.727
GFRA2	0.3753
ALKBH7	0.7447
NEK10	2.9175
VN1R3	-0.0265
LOC91948	-0.3735
CPZ	0.91475
IHPK3	-0.0673333333333333
COL8A1	0.872
RBPJL	0.1415
OR10A4	0.08525
CASP8AP2	-0.000250000000000004
MMP12	-1.13866666666667
OR8B12	0.3545
CDCA5	-3.7515
LIX1L	-0.633
PEX11B	1.092875
GABRA1	0.155333333333333
HABP2	-0.169
REEP1	0.3625
FBXO15	2.95975
CD68	-0.02175
WFDC9	0.0205
GHDC	0.3115
SMARCA1	0.9975
SPAST	-0.0635
PLXND1	0.323583333333333
MLCK	-0.7665
INTS5	-0.2465
BSG	-0.928428571428571
PARP8	0.365
TEAD4	-1.37983333333333
ZNF498	0.1485
TMEM89	-0.462666666666667
DTX4	0.42625
TNRC6B	0.9640625
ARMC2	0.022
FGFBP1	-2.64083333333333
TIMM8A	-1.62066666666667
AJAP1	-2.0758
ZNF608	1.38525
SLC25A42	-0.6245
SYP	-0.0561666666666667
MMP11	2.06233333333333
USP40	0.8687
C3orf62	-0.163166666666667
MYO1E	-0.0825
LRFN4	-1.6545
XCL1	1.74316666666667
GPR155	1.212375
VPS29	-0.313125
CARHSP1	-2.3205
ARHGAP20	1.21933333333333
GREM2	2.30357142857143
CCDC102B	3.69075
ZNF577	1.44766666666667
HDDC2	-0.16725
SHC2	2.3115
NCOA5	0.820333333333333
INPPL1	-1.3985
CHGB	-2.4377
IHH	-0.2035
DDEF2	-0.875083333333333
DIAPH3	-3.65557142857143
BUB3	-0.896
GGH	0.521444444444444
VPS35	-0.1747
CNN2	1.06691666666667
ASNA1	-0.73625
WDTC1	0.30825
AMAC1	1.1465
HAS3	-1.45316666666667
SLC1A6	-1.47333333333333
ZNF563	0.4935
C1S	4.38275
TCF7L1	1.962625
OR10Z1	0.8045
ME2	-0.7821
C6orf151	-0.415625
KPNA4	-0.2759
GLO1	-0.58975
WDR61	-0.439333333333333
CD302	2.38725
SIRT7	-1.12233333333333
C11orf59	0.13
PKIG	0.50825
PPIL3	-0.37525
CCDC74B	0.05425
ZNF528	0.8325
EFNA5	0.022
FCGRT	1.71475
NOL4	1.3194
CCS	-0.41125
LOC374491	-0.0595
MFSD7	3.0795
ZNF555	0.708
LIMS3	1.42075
TSSC4	0.232166666666667
COL11A2	0.053
C1orf119	0.748
BPNT1	0.324375
CHRNA6	0.337
C1orf173	0.5247
PLD2	0.3255
ORC1L	-4.1235
SASH1	2.017625
CDC14B	-0.09525
RLBP1L1	0.3735
LDLRAP1	-0.7424
NAT8B	-0.0608333333333333
HHEX	-1.161
LGALS7	1.77325
PLCH1	-1.089125
OR1M1	-0.0385
PRAMEF16	-0.494
HECTD1	-0.208
C14orf39	0.9985
TLN2	0.2393
HDAC4	-0.780571428571429
SYCP2L	-2.64325
GLRA1	0.0155
RPS6	0.54175
hCG_1757335	-0.222
KLHL1	-0.287
CTNNBIP1	0.724666666666667
SCAND2	-0.6299
HMGN2	-0.55
YAF2	-0.326
BRPF1	-0.44925
LIAS	-0.86825
CTA-246H3.1	-0.35075
SAG	2.23925
C20orf10	0.50325
HNRNPA2B1	-0.813
GADD45A	-0.478666666666667
MSH4	0.8055
TMEM70	-0.013
HIST1H2AM	-1.55525
C19orf26	-0.136
C1orf50	-0.2115
GNG3	-0.361
FTO	0.74775
CALCB	-0.5245
PPP3R1	-0.494875
C15orf42	-4.548375
CCNJ	-0.015
GNAZ	0.731733333333333
PSD	0.2435
FAM57A	-0.6595
STIM2	0.844166666666667
DHX8	0.18175
MOGAT3	-0.3855
UBE3B	0.906
PLAT	0.932333333333333
C6orf206	0.936
COPE	-0.7448
EIF3A	-0.213375
C1QL2	1.08525
IQCE	0.3285
KIAA0182	-0.837583333333333
SLC22A7	-0.1751
PPFIA2	0.8285
ADAMTS15	0.225
ODZ1	-0.494
THBS4	3.0865
ARHGAP1	0.868375
B4GALNT3	-0.501833333333333
FCHO1	-1.3755
LOC440456	-0.06325
HOXD10	2.64366666666667
CXCR3	3.0085
CHI3L2	0.1175
SRPX2	1.03875
ZNF132	0.722
UBAC2	-0.314833333333333
RPL32P3	0.1325
CBWD6	0.7885
ST6GALNAC4	-1.018
KIAA0391	-0.0255
LOC388969	-1.505
KRTAP5-8	0.0971666666666667
ZNF786	0.2885
LYVE1	2.45916666666667
GPR144	-0.1495
APOH	-6.213875
TSC22D2	0.0516666666666667
PLCD1	-0.25075
FLG2	1.083
M-RIP	-0.8986
NDUFV1	-1.257
POLDIP2	-0.886666666666667
RAB3GAP2	1.60966666666667
RPSAP15	-1.01475
CLEC7A	1.18825
HSPA14	0.21425
TAAR5	0.0485
FAM132A	1.21125
C2orf43	-0.99
OR10V1	0.215
SELPLG	0.58775
C1QTNF6	0.4585
OPCML	0.5274
DTYMK	-0.833
ALDH16A1	-0.457125
F13B	-1.5005
MGC16169	0.66375
KIRREL2	-1.498
C14orf32	0.12425
SLAIN2	0.7206
HSD3B2	0.401
AMMECR1L	-0.0421
LRRC37B	-0.357
HMG20A	-0.457
C22orf27	0.2721
FBXL22	0.744
AP1B1	-1.37633333333333
TNKS1BP1	1.27825
CD74	4.69025
HSPA12B	2.67033333333333
PLSCR1	1.0885
SLC35E1	-0.279666666666667
FEZ1	-1.2605
