Hybridization REF	TCGA-A2-A04P-01A-31R-A034-07
CHST8	-1.6
C14orf109	-1.3145
ARV1	0.0105
NMB	0.26
COX5A	-1.10783333333333
EIF6	-0.3465
MPPED2	-1.60533333333333
SEMG1	-1.3165
CHRDL1	2.0655
TRAF3IP2	-0.58775
WNK2	0.8275
LILRA4	1.88766666666667
LAMA2	1.8185
PXT1	-0.563
RLBP1	-2.2035
CD300C	-0.6195
SLTM	-1.035375
FLJ10404	0.7965625
APOBEC3D	-1.9645
RENBP	0.313166666666667
ATXN7L1	0.632875
NID1	-0.0225
TUBGCP3	-1.097125
ITIH5	0.137222222222222
CCDC110	0.57775
C8A	-2.57475
MGC87042	-1.82925
HOXC13	0.72925
TFDP2	-1.462
HCP5	1.738
POLI	-1.0075
UCN	-0.9495
ZNF764	0.370666666666667
C8orf45	0.933
FHL3	0.50025
SPATA5L1	-1.706
MMRN2	2.70066666666667
NDST1	1.129
COL20A1	0.197833333333333
ZNF248	0.2775
PELP1	0.381666666666667
MBL2	-2.33333333333333
RNF41	-0.659625
C5orf24	0.808
THOC5	-0.752375
SERINC3	-1.61116666666667
RP11-151A6.2	-0.2325
CDCP2	-0.353
HIST1H2AA	0.145
C11orf75	1.26083333333333
FKBP7	0.841
DDOST	-0.99375
GPNMB	1.238
TTF2	-0.5
KCNT1	0.462666666666667
SLC39A14	-2.1605
NGRN	-0.4927
GPR137B	-0.09625
MECP2	0.8755
PSMA1	-1.326
C16orf73	-4.82325
TMEM60	-0.579
CSN3	6.1885
NOS1	0.624833333333333
RAB7L1	-1.003
YBX2	2.034
KIAA1166	0.193
FUBP3	-1.30366666666667
ABCG1	-0.0285
ACACA	-0.508083333333333
ARL11	0.448
ATOH1	-0.404
ODF1	-0.0701666666666667
CREB3L3	-1.67166666666667
TMEM127	1.026
DSCAML1	-0.708
PLN	3.46983333333333
LYPLA1	-2.13841666666667
PRDM9	-1.52125
SASP	0.7655
PLUNC	-0.117666666666667
INTU	0.187
HISPPD1	-1.3775
LNPEP	-0.530833333333333
YARS2	-0.248333333333333
APCDD1L	1.5885
ZCCHC4	-2.0088
FBXO22	-2.17616666666667
TTLL13	-0.1795
ZNF669	-0.386833333333333
PTGDR	1.9945
DDX27	-0.85025
KIAA0409	-1.16733333333333
GJB6	0.153
ASB8	-0.308
PLP2	-0.314166666666667
MEPE	-0.0785
OR10J5	-0.27
KRT222P	-0.22
COQ7	0.320833333333333
C1orf101	0.3015
RERG	1.6655
CHMP5	-0.81
THAP11	-1.272875
ZNF43	2.0925
ZRANB3	-1.39233333333333
KRT13	2.2235
MRPL19	-0.404375
RBBP9	-0.257
SPATA17	-0.172875
BXDC5	-1.29966666666667
PAFAH1B1	-1.15391666666667
MAGEE1	-0.202
OSTF1	1.002
KIAA0323	-0.0164166666666667
TXNDC13	0.646
CNTN4	1.483125
LCE1B	-0.006
UNQ501	-0.883
ZNF154	-0.7455
C3orf64	-0.58825
SYT5	0.2822
PON1	0.618333333333333
FLJ10357	-0.129625
ATP4A	-0.43
GNPDA1	-1.71766666666667
MGAT1	1.31066666666667
C14orf121	0.6815
SLC35B2	-0.20725
MIER3	-0.975
CHEK1	-2.231625
ZNF8	0.925166666666667
TXNDC1	-2.05933333333333
CKB	-0.8382
RTN3	0.270285714285714
FZD2	-0.861833333333333
PART1	1.443875
PSMB6	-1.2005
PCDHB8	-0.2605
PHC3	-0.3869
PPP1R8	0.239333333333333
NOVA2	2.21566666666667
TNFRSF11B	-2.22325
GOLPH3	0.330666666666667
UBLCP1	-0.35225
SUHW3	-0.09925
TTLL1	0.718
OPN4	0.2775
OR13G1	-0.0295
ZPBP2	0.410333333333333
HSD17B11	-2.177125
C9orf50	0
DHDDS	-0.134642857142857
CTSW	0.6777
NEFM	-2.67633333333333
MRPL28	-0.3895
SYN1	1.512
PIGV	-0.643333333333333
ZIM2	1.76425
APBB1	-0.627166666666667
SND1	-0.02875
C1orf123	-0.2205
CHD3	-0.591
BHLHB8	0.99375
RNASE2	-0.0333333333333333
BCAP31	-0.1365
SLC25A44	0.288666666666667
CHD6	0.2192
PIB5PA	-0.398846153846154
SELS	-0.550875
LOC541471	0.781125
FAT2	1.806
ZNF81	-0.1845
OR4C16	0.87
FLJ10081	-0.3689
LRRC4	2.795
CS	-1.25683333333333
N4BP2	-2.035125
IGFBP7	2.10925
ZNF318	0.101416666666667
NDNL2	0.702
ZNF609	-1.37575
SIRT4	-0.62425
EXOSC10	-0.6455
ECE2	0.632416666666667
OVGP1	0.46375
GTPBP3	1.305
PACS2	0.8744
C19orf36	-1.29333333333333
ARL4C	0.512
ATG4B	0.420375
UBQLNL	-0.0555
RHOXF2B	-3.174
PLEKHG2	-0.414
GALR1	-0.8165
AQP4	0.0611666666666667
HDAC7A	0.439333333333333
DCUN1D3	1.1005
OR8A1	-0.132
CCRN4L	2.183375
CBR4	-0.5055
KIFC1	0.249
SLC7A14	-1.361
LHX5	-0.844
TRPC7	-0.7275
LPXN	0.13025
SERPINA1	-2.505375
RPS13	-0.4335
BPIL3	0.0985
PRKAA1	-0.5475
FADS2	1.2848
ENAH	1.27775
PRO1768	-0.6625
APBA2BP	-1.70975
LIPH	0.6465
C3orf33	-1.56375
RCC2	0.906928571428572
ALDH1A2	-3.2862
RNF103	0.881
AHCY	-1.850875
ALG12	1.029
CCL17	3.10525
ZNF543	0.506333333333333
ESRRG	1.7919
CNGA1	3.50525
RDH5	-0.400833333333333
OTX1	2.4377
PTGFR	0.239166666666667
CDR2	0.414875
SELE	6.03125
NLGN2	-1.51866666666667
EXOSC9	-0.09475
ZNF566	-0.119
KLRC2	-4.1045
GPR12	0.8805
KIAA0196	-1.13275
PDRG1	-0.37075
SSR3	-0.520142857142857
MSI1	-0.2185
CST9	0.0925
CC2D1A	0.85675
PLAGL1	2.27661111111111
ZNF778	0.87
RNF2	-0.32275
KLF6	1.37133333333333
THBD	1.72183333333333
tcag7.1314	1.16275
NR5A1	0.619166666666667
ABCD2	0.45225
DNAJC7	-1.00625
CLEC4C	0.433
TM2D3	-0.566125
CCDC4	0.0515
PLAC2	-1.486
DCD	10.4765
FAAH	0.52275
POLA1	0.00283333333333334
TM7SF2	-0.178625
FLJ39822	-1.01716666666667
FLOT2	-0.498
MAP4K1	-0.100666666666667
SRP68	0.309125
C21orf74	0.437
ARPC5	0.6565
LOC126075	0.75275
HECW2	0.01925
ZDHHC4	-2.32975
ANKRD42	0.0900000000000001
PDE9A	1.30966666666667
ABCA8	-0.2105
NDUFS2	-2.47675
UBR5	-0.82075
BTBD16	-1.78425
LOC554174	0.4615
ZNF20	-0.9675
KIAA1843	0.149
WDR17	-0.892125
C15orf33	-1.8075
RNF113A	-0.08875
CAMKK1	-0.1033
CLCN2	0.1745
ANXA6	0.178
LOC340069	0.603
EMID1	0.011
DPM3	0.7445
ELA1	0.4635
SLC25A13	0.2954
KRT24	-0.30725
SMPD1	-0.824666666666667
TH	0.28375
COL6A2	0.29
ANKS1B	1.23325
GPR126	0.2946
ZC3H12A	1.015
TMEM47	0.569666666666667
C2orf51	0.0925
C1orf88	1.4455
HSF2BP	-1.09275
AKAP10	-0.895
RPAP3	-1.873
KLHDC8B	-0.9795
STOM	-0.4459
MUPCDH	0.65475
C10orf72	-0.75875
PLEKHA3	-0.396333333333333
TCP11L1	0.3065
CWF19L1	-0.784375
SPEF1	0.623538461538461
YSK4	0.10425
ELN	2.3516
SAMD8	0.598333333333333
MPI	-1.458
MEPCE	0.00319999999999999
ABCC3	-2.624625
NANOGP1	-0.368
KCNK17	-1.053
HLA-DMB	4.11716666666667
RRAGA	-0.1495
ANGEL1	0.512
RBM32B	0.3385
CPN1	-2.91275
MGC52282	0.4468
HLA-A	1.34766666666667
OR9G4	0.271
EDNRB	-1.386875
SCD	-2.07457142857143
C14orf80	0.236666666666667
BAGE2	1.322
RABL4	1.516
RCVRN	0.2215
SHANK1	-0.143
NLRP7	-2.47725
CD226	0.59575
STAT3	0.739625
SYNJ2	1.2876
TPCN2	0.3865
WDR36	-1.73125
MBD4	-0.11775
ROBO1	-0.1333
ST3GAL6	-2.9735
SLAMF8	2.56833333333333
ATN1	1.686
GPR141	0.43625
KRT36	-0.1905
TPH1	1.498
DDX52	-0.38325
ZSCAN29	0.1465
TRPT1	0.0426666666666667
DPEP3	1.185
DENND4A	-1.4415
TSPAN16	-0.3955
PTCHD2	-1.037
LOC145814	-0.538
CAP1	0.106833333333333
EIF5A2	-0.132
NT5DC3	-2.29125
SEPT9	0.60925
SEZ6L2	0.68625
EGFLAM	2.445
VPS11	-0.3395
NDUFB5	-1.42866666666667
CIDEA	2.46833333333333
IER5L	2.9075
N6AMT1	-1.1775
FAM83C	-0.28725
OXR1	0.223916666666667
IRX1	0.3895
DGKB	0.616166666666667
GCN5L2	-1.49725
MIR16	0.752125
FBXW9	-1.58575
WDR4	-1.45566666666667
PDC	0.2995
VPS33B	-0.72475
HEXB	-1.41175
FLJ32214	1.674
TCEB3	-0.4215
CRLF1	-2.268
ABI3BP	1.21825
C8orf22	-3.51375
PYCR1	-0.307
KIAA1706	0.206
CDK5R2	1.221875
WAS	0.8855
C12orf60	-0.18875
CCBL2	-1.24175
MADD	-0.5115
C5orf34	-1.2725
WDR42A	-0.0377
KLF12	-0.091875
HSPA1A	0.7095
ITM2C	-1.05141666666667
DAPK2	3.0925
LOC442590	0.193
SUMF2	0.770875
CENPA	-0.607
TMED5	-1.83425
CDH6	-1.0562
BRP44	0.722875
THG1L	-0.63925
GABRA2	-2.75266666666667
C14orf166	-0.51375
MYL1	-1.28133333333333
TNFSF18	-0.6055
PAP2D	-1.95766666666667
PPIB	-0.1215
KLHL4	-0.53525
SFN	0.708333333333333
CCDC127	0.7215
FRAP1	-0.7635
GOLGA5	0.77375
SDCCAG1	0.279375
MGC21675	0.6435
C10orf95	0.401
KIAA1345	-0.125
C1orf163	-0.5135
LACE1	-0.290333333333333
OR10K2	0.036
CENPN	-0.67656
TMED2	-1.5695
UGT1A6	-0.861
ANG	0.33775
U2AF1	-0.1805
CASC2	0.172666666666667
NMT2	-0.901166666666667
OSGEPL1	-1.638125
DFNB31	-0.6685
SLC6A20	0.3665
DKC1	-0.88225
FXYD4	-0.43375
WDR64	0.9835
MGC5590	0.558
CREBZF	-2.047
DAZ1	-0.17125
PRPSAP1	0.14975
GCHFR	-1.77325
TTC7A	0.994
LOC196993	0.33375
UBD	1.72133333333333
S100A1	2.28975
RPL6	-0.0331666666666667
DNAJB6	-0.5113
NAGS	-0.6887
C2orf58	0.47
KERA	0.472166666666667
MT1X	-0.6856
UBE2B	-0.9537
KEAP1	-0.18575
MST1	-2.766125
OMA1	-0.2905
ABLIM2	0.687
BCL2L13	-0.4155
JAZF1	-0.133666666666667
TMEM63B	1.7245
S100A8	3.1833
ARFIP2	0.2185
UROS	-0.68225
KHDRBS2	-0.9705
POLQ	-0.814375
SOAT1	-1.0085
SPAG4	-2.0505
MRPS30	-2.08416666666667
LOC494141	-0.88125
OR2T11	0.714
ORAOV1	0.1825
ZNF184	-0.379833333333333
TCEB3B	-0.1858
ADAM21	0.053
GDPD1	-0.73975
SPINLW1	0.39575
PRR14	0.733166666666667
KCTD9	-2.0499
NUDT3	1.38475
KIAA1822	1.0511
HIST1H4K	2.8765
DFNA5	-2.565
GABPA	0.27
C14orf44	-1.20575
POLB	-0.678125
PTAR1	0.048
SEC31A	1.4039
TRIM58	-2.09175
TAS2R14	-0.763
VPS8	-0.501125
H1F0	1.087
PRKCB1	-2.30016666666667
UGT2A1	0.79
TOR1B	-0.7605
LSS	-1.1455
C2orf19	-0.0195
HNRNPC	0.635928571428572
TMEM100	-1.44066666666667
LOC116349	0.327
OR51M1	0.5445
CCDC142	0.005
ISG15	3.1268125
ZCCHC14	1.9865
CREBL2	-0.8145
TGDS	-2.28575
DC2	-0.92075
CACNA2D3	-1.55492857142857
ZNF429	0.5115
LYPD6	-1.17333333333333
SUCLG1	-0.891833333333333
OR51I1	-0.1965
MAGEH1	0.57775
PRPF40A	0.302
SMR3A	0.88
SPINK2	1.167
THAP2	-0.32775
NPY5R	1.388875
IRF4	-1.32
SPESP1	-1.57266666666667
OR10S1	0.415
DTD1	-0.43425
TUBE1	-2.5165
DDX19A	-1.334
PDPN	-1.43725
TMEM34	0.509
MGAM	0.408
COL3A1	5.83994444444444
GFM2	-1.1712
OR5A2	-0.1535
PSG9	-1.55425
ARHGEF11	-0.361
IVNS1ABP	0.0935625
SIGIRR	0.62925
DUSP19	-0.583875
DNAJC14	-0.4598
ACSS1	-0.7775
IL1RAPL2	0.1515
C4orf30	-0.9165
SEPT4	2.17
LANCL3	0.42425
SPAG17	0.987
PRDX3	-2.80875
HNF1A	-0.877125
P4HA2	-1.403125
RFWD3	-0.884333333333333
MOV10	-0.0705
DNAJA5	0.00414285714285715
LOC729440	0.3495
LOC200383	0.127625
SMC2	-3.052
MIXL1	-0.8685
TMEM9	-0.99175
FAM86A	0.8685
ZNF174	-0.3209
MYH14	-0.107
CCR8	0.543
VPS37C	0.351666666666667
GPATCH1	1.299
B3GNT8	2.511
TBX4	-0.38725
CNR2	1.0935
PCDH1	1.21825
C5orf29	2.887375
OCIAD2	1.64675
PLCG2	3.30175
KIAA0247	1.2345
HRH3	0.5124
CAPN13	0.190125
CCR1	-0.2676
MGC15523	0.599444444444444
UVRAG	-0.174333333333333
DNAJA2	-0.644166666666667
ITGA2B	-0.658333333333333
CLDN5	3.985
PTPRN2	-2.49771428571429
ZNF512	-0.727166666666667
PSAP	-0.581642857142857
CCDC140	-0.855
LRRC55	-0.15775
CYP26C1	0.4845
C8orf47	3.59475
LYN	1.324125
DUSP6	-0.340666666666667
TGFB3	2.6356
ELK1	-0.1483
PCDH11Y	0.6495
HGD	-0.8675
C17orf58	-0.38175
MYO3A	0.961
SERPINE2	-4.07866666666667
AARSD1	-1.351875
C14orf73	-1.0625
ADAM33	-0.03
ZNF491	-0.599
MAPK6	-1.6225
TCN1	2.19516666666667
SLC24A6	1.502
UBE2R2	1.0885
H1FNT	2.3415
TATDN2	1.37983333333333
LILRB1	1.28725
P2RY5	1.0555
NUCB2	0.86125
C2orf37	1.053
SNX27	0.799
MTA3	0.446125
FOXO4	-0.07775
ID4	3.032
SOX5	-1.40833333333333
PXMP3	-0.812625
OR52M1	1.017
SFT2D3	-0.625125
INA	-2.05366666666667
MCOLN1	0.005
NFIX	2.5448
CLEC14A	5.50516666666667
HIBCH	-0.577166666666667
PLA2G5	0.65525
TIMM10	-0.764333333333333
MED17	-0.7783
COL4A4	1.795
TPP1	-0.5925
GJA3	-1.02816666666667
TMPRSS5	0.0125
AADACL3	0.772
DNMBP	-1.04375
ENPP5	1.92366666666667
NQO1	-4.103
ZSCAN2	0.102875
SEC24C	-0.765166666666667
GTF2A1L	-0.751
AXIN2	-1.0075
FAM33A	-1.106
C16orf13	0.572
SPNS2	2.295
TAF1	-0.7025
AP1G2	-0.1215
RBM42	1.75516666666667
HCN2	1.4175
EFHB	-0.106166666666667
RUSC1	-0.0428333333333333
GRIK5	0.21
USP21	-0.315166666666667
ATAD3C	1.73425
ORMDL2	-0.127125
PRSS7	-2.92025
PSAT1	-1.627
FLJ13195	-2.15366666666667
TBC1D1	0.766
IFNG	1.5805
OTOS	0.767166666666667
ZNF773	-0.279666666666667
EMD	-0.55475
RETN	-0.1995
CCL8	4.664
APH1A	-1.337875
COX18	-0.20075
GTF2IRD2	1.326
CCDC82	-1.4485
PAFAH2	-0.9727
NPEPL1	-0.458
RP11-114G1.1	-0.7265
TP53INP1	-0.21175
ZNF300	0.827833333333333
FOXL2	-3.57875
LARP2	0.760083333333333
LATS1	-0.04175
HTR6	0.413
SPOCK2	0.777833333333333
RNF144B	2.69633333333333
HTATIP2	-0.15925
MGC10334	1.19458333333333
CENTA2	2.34066666666667
FGF2	-2.41975
FXYD7	0.1205
PHYHIPL	-1.21475
GPR34	2.05125
DDX6	0.385333333333333
OR10W1	0.058
LHFPL1	-0.1035
ZNF313	-0.965214285714286
VPS28	1.3705
AP3M1	-1.6875
AKR1CL2	0.9185
TRAF4	0.36375
OR2B11	0.8785
C19orf12	0.866666666666667
AKAP9	-0.321
C1orf62	-0.432
SLC20A1	-2.1425
FAM112A	0.97125
LDB2	1.106625
MRPS23	-2.91275
KLK5	4.113625
SPTB	0.0135
EFEMP2	-0.14725
EFNB2	1.21975
PCM1	-1.54757142857143
NMNAT3	0.29425
TSG101	0.112333333333333
C8orf40	-0.8005
NOB1	-1.74875
ABHD3	-1.85275
GTF3C4	-0.3595
PIGN	0.208666666666667
GALNTL1	0.50575
AEBP1	1.842625
OR9Q1	0.533
ANKRD2	0.539125
CCL28	3.599
TRIM38	1.54533333333333
TMCC1	-0.30575
SMG5	0.68975
LRRC7	-0.634
NCAPD2	-0.436833333333333
C6orf153	-0.2385
C1orf74	-0.689
OTUD6A	0.83
DCP2	-1.08816666666667
TMEM24	0.0435
RPL18	-0.5015
TMEM177	-0.09575
LRRC37A3	-0.031
C1D	-1.29616666666667
LDHC	0.74775
UBE4B	0.0513333333333333
NIT1	-0.050125
BTN3A3	0.201
RASD1	2.7505
COMMD3	-0.042
SHFM1	1.2705
BIRC8	0.37175
DUT	0.0455
C12orf51	0.7535
LRRC59	0.307666666666667
LY6H	-0.15525
WDR22	0.45475
EDEM1	0.134071428571429
ADH1A	2.8185
PANX2	0.2967
CYP11B1	0.99325
CDC73	-1.368
GPR172A	1.2325
GSTM3	-0.342615384615385
KCNA5	-0.076875
SERAC1	1.12366666666667
NFATC2	0.431
ANAPC5	-0.1372
C15orf24	-0.82625
NFATC2IP	-0.889
TNRC6C	0.351333333333333
MGC102966	-0.14425
FGD5	0.677
MED9	0.39875
RAB13	0.0516666666666667
C15orf49	0.0905
CRYGS	-0.5151
C12orf53	-0.6593
LOC283693	-0.364
COX6B2	-0.621875
PHF14	-0.29
FAM3A	0.18575
RPL13	0.7094
PRDX2	-0.5875
FLJ34047	-1.64575
PRMT3	-1.23975
KCTD19	-0.9925
TRIM10	0.00400000000000004
MGC26597	0.2238
GCNT4	0.261
GPRASP1	0.0155
CDKN1C	-0.754833333333333
RHBDL2	1.9951
HSPH1	-0.14675
AQP1	3.5775
COL17A1	-2.1353
GFAP	-0.107
CDC16	-1.4495
KIAA1614	0.153
C6orf118	-0.0456
ZSWIM5	-2.09275
FAM83F	3.9825
LYNX1	2.398875
SYNPR	-0.66175
XG	3.44783333333333
PRSS16	2.292
KIF13B	-0.133571428571429
PCDH9	-0.422625
HIST1H2AH	1.92716666666667
RBM18	-0.615
ZNF626	0.240625
HEXIM2	-0.244166666666667
ITFG1	-1.5805
TUBG2	-1.5875
SFRS7	-0.539
C9orf14	1.214
EXTL1	-0.4065
GBP3	1.9975
WDR5	-1.13975
RARG	0.996166666666667
MYO7A	-0.3235
CECR6	0.46975
C13orf3	0.343125
SFRS18	0.737375
ACVR1B	1.0275
PSMD1	-0.8923
C7orf31	-0.373
ILVBL	-0.3585
IFNGR1	2.355
RNF186	-0.05175
NOL9	0.1405
MAGEL2	0.08975
SLC29A2	-0.2725
NHSL1	1.08875
RBMX	0.053
PSORS1C2	0.962875
RAD51L3	-0.937916666666667
LCN6	0.58075
ORAI2	-1.217875
BRUNOL6	0.2265
OR4K5	0.2555
CDC123	-1.30575
MSLN	3.0545
WWTR1	0.744666666666667
ZNF700	-1.2025
COBL	0.733
PPP1R16B	0.427625
GAS7	-0.4986
MDN1	-1.219
HAAO	0.531
C9orf68	0.80375
TNFAIP2	1.3865
FOXN1	-0.0005
hCG_2033311	-0.263166666666667
ATP6V0D2	-0.7279
RPL41	-0.88125
SLC38A1	-0.321875
ARHGAP6	-1.07058333333333
ADAD2	0.5555
PHF20L1	0.5476875
MCM3AP	0.2745
ST3GAL3	0.352333333333333
SNX1	-0.831333333333333
ELF5	6.78075
PARP3	-1.938375
RBM8A	0.4660625
LINGO4	0.956
ITGA9	0.495666666666667
ZFR	-0.09775
ACSL6	-0.53125
FLJ20699	0.3485
DAOA	-0.94975
FABP4	4.531
KCNB1	-1.21125
CANX	-0.9085
SLC25A28	0.9265
ADIPOR2	-0.288625
ECHDC2	1.2885
SMA4	-1.6855
FRZB	3.51425
PABPC1	0.232333333333333
DMRTB1	-0.586625
APOBEC3G	-0.573
CATSPER2	-0.780166666666667
CUEDC1	0.263
STARD9	-1.554125
CLDN8	4.593625
LOC23117	-0.0133181818181818
E2F6	-1.40661111111111
TMEM126B	-1.942
DPY19L4	-0.575
GIMAP5	3.3945
NDUFA9	-1.3335
FAM77C	-3.559
CTPS2	-1.119
LOC51035	0.155375
WDSOF1	-1.7225
EGLN3	-1.7385
PITX3	1.586
OR52E8	0.44
GRM4	0.0885
KLK1	-2.05316666666667
GPM6B	0.832
RRAGD	2.1185
PAGE5	-3.1445
UCHL5	-1.538
ULK3	-0.728333333333333
AIM2	2.99216666666667
PNO1	-1.83833333333333
OR2F2	0.34
GNAT2	-1.49
SIX1	2.8565
ST13	-1.90925
ZBTB44	0.963
TIMP2	-0.2975
ZMAT4	-3.897
GTF2IRD1	-0.295166666666667
ZNF19	-0.114666666666667
ZNF714	0.72225
RSC1A1	0.55125
C9orf80	-0.1425
PSMA8	1.85683333333333
TMEM141	-0.39
COX4I1	1.01271428571429
CTAGE1	-0.671833333333333
DTWD1	-1.7215
HSD11B1	2.2775
KRT6B	5.063625
ARID4B	0.0705
LHFPL3	-0.03075
WWP2	0.0855
ZNF326	-0.223166666666667
RGPD1	-0.9175
CTSH	-0.0905
FASTKD1	-1.912625
PAF1	0.8165
TTC9C	-0.26975
IFT57	0.0877000000000001
PRSS36	-1.3465
IL20RB	-0.764
ZNF592	0.534333333333333
DCTD	-2.088
CFP	2.39175
MFNG	-0.376
JMJD2B	0.2375
ALDH3B1	-0.84225
THSD4	-0.574666666666667
KCNJ5	1.801
LMNA	-0.0871666666666667
TBCD	0.213125
ZNF250	1.3105
CASQ2	0.901
PEG10	-0.819916666666667
PRAME	-1.2496
NP	0.972625
TRIM59	-0.0645
ZNF12	-0.097
XTP3TPA	-2.03775
SIGLEC7	-0.6608
PANK4	-0.175
FAM70A	-1.4055
SNED1	-1.1915
HIP1	0.3808
RAET1E	-1.1735
AMAC1L2	-0.909
AHNAK2	-1.40908333333333
TOE1	-0.915833333333333
RECQL4	0.99525
SPRYD3	0.77575
DPAGT1	-1.467
MAGED2	-0.3424
ANKRD55	-0.20525
TRPS1	1.72066666666667
DOK7	-1.9475
TFPI2	-5.44475
GTF2H3	-1.46016666666667
CYP4F11	-0.992125
LHX2	-3.28766666666667
ATG16L1	0.1055
ASB12	-0.3065
C1orf116	3.60775
NF2	0.1911
POM121	0.032
PHYHD1	-0.2592
TXNDC17	-0.239
DKFZp779O175	0.4435
NUP62	0.71
MYO18B	-1.73583333333333
PRAMEF1	0.245
TCBA1	0.375875
TMEM168	0.85025
FJX1	1.2995
CLCF1	-0.70425
SEPN1	0.52175
IGSF2	1.34275
NUDCD1	-1.215
TFF3	-1.05416666666667
NDFIP1	-0.156857142857143
CHCHD4	-1.329
TNR	1.5445
CUTA	0.748666666666667
USP44	-2.74025
DPP10	-0.306333333333333
IWS1	-0.143166666666667
PCGF1	0.484
SULT1C4	-0.6795
NTF5	-1.042
PTPN13	-1.64025
SSTR5	-0.213
SFRP1	1.6925
IDH3B	-1.113
SUOX	0.0876666666666667
TMCO5	0.76225
GOLT1B	-0.1355
MIB1	-0.0742142857142857
PCDHGB1	0.678
SUSD1	-1.757
ICAM5	-2.50483333333333
PAPOLB	0.00924999999999999
URM1	-0.4829
TMEM106B	-0.0381666666666667
LRIG2	0.09125
SLC27A5	-0.2915
CLIC6	2.1032
ZNF420	-0.829333333333333
SCN9A	-1.0366
KIAA1909	3.63675
ELMOD1	-2.64025
PRKAG1	-1.69175
FAM64A	-1.49166666666667
EEF1G	-1.13745
SMAD5	1.3115
INCENP	-0.2625
WASF2	-1.503
GARS	-1.525
CDK10	-0.4391
HLX	0.554333333333333
MDM4	0.422375
ZNRF1	-0.8015
HHATL	-1.54466666666667
FAM21C	1.1286
HIST2H3C	0.4805
PFDN2	1.325125
ZNF200	-1.421
NDN	-0.747
HBA2	-2.3315
FBLN5	3.63425
PUM1	0.155642857142857
TNNT1	-3.9615
C19orf59	-0.385666666666667
HNRPH2	-0.419333333333333
RAB7A	-0.1555
PMS2	-0.264625
BIRC3	0.830166666666667
NRSN2	1.72625
OR52K2	0.226166666666667
SPOCK1	-0.882571428571429
H2AFY	0.5425
RXRB	-0.8925
ZNF638	-0.0848333333333334
ANKRD45	0.0595
ACTN4	1.44616666666667
FXC1	-0.37775
EIF2B5	-0.70375
VPS33A	-0.92525
PINK1	0.022875
FAM106A	0.058
SKIP	1.24125
GAPDHS	0.128
MUM1L1	-0.24625
PSTPIP1	1.33775
CNTNAP1	-1.3222
CYP26A1	-3.644
APOL2	0.2493
TACC2	0.7135
COX7A2L	-1.09807142857143
HSD17B1	0.7309375
ARRB2	-0.0925
SLC7A6	-0.4202
HSD17B10	-0.13525
RBJ	0.00599999999999999
NUP155	-1.985
MRPL10	-1.58916666666667
CYCS	-2.24191666666667
CCDC46	0.541166666666667
TECTA	1.689
GNAL	-0.2575
LPO	0.482
PEBP4	0.31075
DDX11	-0.6645
C18orf12	1.1515
TAF9B	-1.04341666666667
IMP4	-0.3
RPA4	2.42733333333333
NDUFS1	-1.3885
UPK1A	-0.917166666666667
ARRDC2	2.22016666666667
C18orf20	-0.4085
AES	0.614857142857143
CD2BP2	-1.35066666666667
C16orf54	0.014
UGT2B17	1.825
FGFR1	-1.26590909090909
CEACAM6	1.4153
CHRM5	0.1745
CERK	-0.989125
AP3S2	0.532785714285714
ANKS4B	-1.03675
CLCNKA	-0.0648333333333333
ZNF208	0.368833333333333
HLA-DRB5	5.4425
CARKL	-0.20225
GOT1	-0.491333333333333
CASP6	1.01325
HOXA1	-0.653
RCL1	-0.84475
ZNF181	-0.410666666666667
RAB40B	1.897
MRPL38	0.547375
LRRN2	1.35725
C3orf25	0.84
OR5D14	0.3415
OR10AG1	0.7015
BET1L	-0.1824
FRY	3.16325
AK3L1	1.454
CSF3R	0.5705
POLR3K	-2.073
ATG2B	0.118666666666667
EPS8	0.214833333333333
DARS	-0.71225
C10orf56	-0.328166666666667
DAD1	0.0166666666666667
RIOK1	0.0173333333333333
HERC2	-0.5745
HSD11B2	3.05933333333333
FAM96B	-0.675
MGC13057	0.662125
BSN	-0.62525
CAND1	-1.44333333333333
HCST	2.64775
ACTR10	-1.9195
OR8D4	0.7045
NASP	-0.5247
COL9A2	1.68883333333333
LYZL1	-0.148
GPC5	-2.58875
TBL3	-0.747333333333333
CENTD2	-0.147
OR5AP2	0.2585
TLR1	2.91
LMO6	0.16025
ZIC2	-3.75675
CPNE5	1.477
ZMYND15	2.499
FLJ22374	-1.05725
CCDC106	0.719
PARP16	-0.709
PDIA3	0.34975
C14orf126	-0.21725
CECR2	0.2225
SFRS1	-1.04107142857143
FIGLA	0.6575
DCP1A	-0.221666666666667
MGC45800	-1.8324
TEKT1	0.186666666666667
C10orf67	-0.5625
CLN5	-1.53925
NTN2L	0.7075
GLE1L	-1.47525
CES2	-1.0876
GNAS	0.621444444444444
DDX53	0.3935
TSPAN13	-0.09725
MRPL52	0.4587
SPIRE2	1.163625
TAS2R39	0.799
SCUBE3	0.62425
UCRC	0.3426
CDKL3	-1.7785
KIAA1715	-1.6653
ZNF345	1.56525
RTF1	-0.726375
DHRS7	-0.3845
RIPK4	-0.1735
EXOSC2	-1.265
MS4A2	-0.81375
FGF17	-0.03675
WDR59	-0.7205
EVI2A	-1.27275
IL17RC	2.785
HS3ST1	2.71125
ITGB1BP2	-0.389
RBPJ	-1.282
GIMAP1	3.425
INE1	-0.0701666666666667
