Hybridization REF	TCGA-B6-A0WV-01A-11R-A109-07
CD226	0.678
STAT3	1.0479375
SYNJ2	-0.2965
TPCN2	0.918
WDR36	-0.326333333333333
MBD4	0.3815
ROBO1	-1.4242
ST3GAL6	-4.2595
SLAMF8	2.35216666666667
ATN1	0.213666666666667
GPR141	0.27925
KRT36	0.552
TPH1	-0.34
DDX52	-0.92525
ZSCAN29	-0.206833333333333
TRPT1	0.310166666666667
DPEP3	0.586
DENND4A	-0.758375
TSPAN16	-0.522
PTCHD2	0.541
LOC145814	-1.07725
CAP1	0.445666666666667
EIF5A2	0.1713
NT5DC3	-0.587625
SEPT9	0.525375
SEZ6L2	1.31875
EGFLAM	2.678
VPS11	0.0985
NDUFB5	-0.5845
CIDEA	3.554
IER5L	-0.04175
N6AMT1	0.60925
FAM83C	-0.449
OXR1	0.175666666666667
IRX1	-0.0565
DGKB	-0.251333333333333
GCN5L2	-1.002
MIR16	0.627375
FBXW9	0.9725
WDR4	-1.013
PDC	-0.1195
VPS33B	-0.65425
HEXB	-1.19925
FLJ32214	0.29325
TCEB3	-1.17
CRLF1	-2.6095
ABI3BP	1.17625
C8orf22	-4.01
PYCR1	-0.13625
KIAA1706	0.887
CDK5R2	0.412375
WAS	-0.168
C12orf60	0.45775
CCBL2	0.034
MADD	0.49975
C5orf34	-1.39475
WDR42A	0.9914
KLF12	-0.110125
HSPA1A	1.70175
ITM2C	-2.52858333333333
DAPK2	1.88283333333333
LOC442590	0.405
SUMF2	-0.294375
CENPA	-1.32261538461538
TMED5	-0.476
CDH6	-0.9339
BRP44	1.054875
THG1L	-0.4175
GABRA2	-1.89675
C14orf166	0.297
MYL1	-1.47016666666667
TNFSF18	-0.9435
PAP2D	-0.774666666666667
PPIB	-0.68625
KLHL4	-0.52975
SFN	0.333
CCDC127	0.7035
FRAP1	-0.12525
GOLGA5	-0.174
SDCCAG1	-0.182125
MGC21675	-0.236666666666667
C10orf95	-0.41925
KIAA1345	0.108333333333333
C1orf163	-1.2485
LACE1	-0.722666666666667
OR10K2	-0.3865
CENPN	-1.51764
TMED2	0.9365
UGT1A6	-2.2965
ANG	0.095
U2AF1	-1.52766666666667
CASC2	1.01083333333333
NMT2	-0.9405
OSGEPL1	0.16425
DFNB31	-0.937
SLC6A20	0.769428571428571
DKC1	-0.6745
FXYD4	-1.06775
WDR64	0.15
MGC5590	1.3355
CREBZF	0.415666666666667
DAZ1	-0.53075
PRPSAP1	0.16675
GCHFR	-1.572
TTC7A	-0.823
LOC196993	1.57275
UBD	-1.20983333333333
S100A1	-0.439
RPL6	0.493666666666667
DNAJB6	0.66195
NAGS	0.0965
C2orf58	0.202
KERA	0.694
MT1X	-0.3303
UBE2B	0.8611
KEAP1	0.0865
MST1	-3.23575
OMA1	0.324
ABLIM2	1.905
BCL2L13	0.586
JAZF1	0.0928333333333333
TMEM63B	0.3985
S100A8	-1.2944
ARFIP2	1.182
UROS	1.19075
KHDRBS2	-2.0045
POLQ	-1.79875
SOAT1	-2.343
SPAG4	0.94675
MRPS30	-0.2255
LOC494141	-0.6175
OR2T11	0.8305
ORAOV1	0.4469
ZNF184	-0.467666666666667
TCEB3B	-0.209833333333333
ADAM21	0.5005
GDPD1	0.57875
SPINLW1	0.42075
PRR14	-0.048
KCTD9	-0.8192
NUDT3	-0.6205
KIAA1822	0.5981
HIST1H4K	1.7025
DFNA5	-2.671
GABPA	-0.3605
C14orf44	0.74125
POLB	0.127625
PTAR1	-0.4985
SEC31A	0.5782
TRIM58	-2.805
TAS2R14	-0.3615
VPS8	1.079125
H1F0	1.36466666666667
PRKCB1	-4.72316666666667
UGT2A1	0.259
TOR1B	0.102
LSS	-0.339583333333333
C2orf19	0.037
HNRNPC	0.0718571428571429
TMEM100	-1.87833333333333
LOC116349	0.90225
OR51M1	-0.083
CCDC142	-0.894
ISG15	1.9124375
ZCCHC14	0.554625
CREBL2	1.102
TGDS	-2.16925
DC2	-0.911
CACNA2D3	-1.87707142857143
ZNF429	-0.994125
LYPD6	1.86116666666667
SUCLG1	0.248
OR51I1	-1.572
MAGEH1	1.92575
PRPF40A	-0.667
SMR3A	0.2555
SPINK2	-0.583
THAP2	0.794125
NPY5R	0.527875
IRF4	-3.35825
SPESP1	-2.34616666666667
OR10S1	0.643
DTD1	0.31275
TUBE1	-0.81825
DDX19A	-0.486
PDPN	-1.75175
TMEM34	0.3605
MGAM	-0.789
COL3A1	5.24194444444444
GFM2	-0.3233
OR5A2	0.505
PSG9	-1.39025
ARHGEF11	-0.0543333333333334
IVNS1ABP	-1.0524375
SIGIRR	1.274
DUSP19	-0.128875
DNAJC14	0.8214
ACSS1	0.334
IL1RAPL2	0.5415
C4orf30	-0.564
SEPT4	1.51975
LANCL3	-3.12775
SPAG17	3.38533333333333
PRDX3	0.44175
HNF1A	-1.6025
P4HA2	-0.40875
RFWD3	-0.664166666666667
MOV10	-0.41275
DNAJA5	0.708214285714286
LOC729440	0.41075
LOC200383	2.7075
SMC2	-1.2865
MIXL1	-1.47483333333333
TMEM9	0.4605
FAM86A	1.2335
ZNF174	0.6104
MYH14	-0.21275
CCR8	0.013
VPS37C	1.09633333333333
GPATCH1	-0.0906666666666667
B3GNT8	1.5465
TBX4	0.06575
CNR2	0.297833333333333
PCDH1	1.73125
C5orf29	1.664
OCIAD2	0.889
PLCG2	-0.16275
KIAA0247	1.954875
HRH3	0.1605
CAPN13	3.788625
CCR1	-1.7609
MGC15523	-0.157833333333333
UVRAG	-0.184833333333333
DNAJA2	0.493
ITGA2B	-0.9875
CLDN5	2.977625
PTPRN2	-1.43971428571429
ZNF512	0.382333333333333
PSAP	0.732142857142857
CCDC140	-1.88
LRRC55	-0.3325
CYP26C1	-0.1485
C8orf47	-0.92225
LYN	-1.19425
DUSP6	-1.94
TGFB3	2.11233333333333
ELK1	-0.303
PCDH11Y	-1.03233333333333
HGD	-3.36575
C17orf58	0.711
MYO3A	-0.057
SERPINE2	-5.72733333333333
AARSD1	-0.234
C14orf73	-2.544
ADAM33	-0.44
ZNF491	0.9285
MAPK6	-1.17833333333333
TCN1	2.056
SLC24A6	0.756
UBE2R2	-0.2235
H1FNT	0.50675
TATDN2	0.265
LILRB1	0.10025
P2RY5	0.0945
NUCB2	0.74425
C2orf37	0.666
SNX27	0.492833333333333
MTA3	0.157125
FOXO4	0.282625
ID4	-0.539666666666667
SOX5	-1.53633333333333
PXMP3	0.473
OR52M1	-0.15
SFT2D3	0.348125
INA	-3.5115
MCOLN1	0.69825
NFIX	0.9575
CLEC14A	4.188
HIBCH	0.284833333333333
PLA2G5	0.75925
TIMM10	0.544
MED17	-0.4877
COL4A4	-2.3905
TPP1	0.934333333333333
GJA3	-1.4555
TMPRSS5	-1.6025
AADACL3	0.9055
DNMBP	0.35825
ENPP5	3.89
NQO1	-0.0719
ZSCAN2	0.189875
SEC24C	0.400166666666667
GTF2A1L	-0.0165
AXIN2	-0.8272
FAM33A	-0.8155
C16orf13	0.150125
SPNS2	0.51825
TAF1	0.2765
AP1G2	0.658333333333333
RBM42	0.261166666666667
HCN2	0.06
EFHB	0.435333333333333
RUSC1	0.536
GRIK5	-0.0645
USP21	0.0101666666666667
ATAD3C	0.456
ORMDL2	1.202125
PRSS7	-3.62875
PSAT1	-2.44375
FLJ13195	0.0776666666666667
TBC1D1	-0.4525
IFNG	0.89975
OTOS	1.30233333333333
ZNF773	0.583833333333333
EMD	0.0095
RETN	-0.36675
CCL8	1.9225
APH1A	-0.6345
COX18	-0.458625
GTF2IRD2	0.46725
CCDC82	-2.62608333333333
PAFAH2	1.2728
NPEPL1	0.2023
RP11-114G1.1	1.173
TP53INP1	1.461875
ZNF300	-0.445333333333333
FOXL2	-3.132
LARP2	0.118
LATS1	0.4095
HTR6	1.0105
SPOCK2	-1.51716666666667
RNF144B	2.256
HTATIP2	-0.76825
MGC10334	0.585
CENTA2	0.873166666666667
FGF2	-0.16425
FXYD7	-0.1945
PHYHIPL	-2.47525
GPR34	2.55975
DDX6	-0.720166666666667
OR10W1	1.0825
LHFPL1	-0.05
ZNF313	0.297
VPS28	0.89375
AP3M1	1.1654
AKR1CL2	-1.474
TRAF4	-0.16975
OR2B11	0.2435
C19orf12	-0.154
AKAP9	0.866
C1orf62	0.0105
SLC20A1	-0.7505
FAM112A	0.07025
LDB2	-0.1735
MRPS23	0.3365
KLK5	2.267375
SPTB	-0.8232
EFEMP2	-0.308
EFNB2	0.33225
PCM1	-0.368428571428571
NMNAT3	-1.22025
TSG101	0.471166666666667
C8orf40	0.2145
NOB1	-1.24325
ABHD3	-1.38025
GTF3C4	0.00937499999999998
PIGN	1.06383333333333
GALNTL1	0.748
AEBP1	1.7205
OR9Q1	0.796
ANKRD2	0.1625
CCL28	-2.00725
TRIM38	-0.282333333333333
TMCC1	0.721416666666667
SMG5	0.37575
LRRC7	-0.7455
NCAPD2	-1.41
C6orf153	-0.6745
C1orf74	0.545
OTUD6A	0.936
DCP2	-0.321666666666667
TMEM24	-0.656
RPL18	0.0765
TMEM177	-0.434
LRRC37A3	0.851
C1D	-0.162333333333333
LDHC	-1.4845
UBE4B	-0.0305
NIT1	0.4625
BTN3A3	-0.612375
RASD1	-0.3085
COMMD3	0.35275
SHFM1	-0.6425
BIRC8	-0.54925
DUT	-1.52925
C12orf51	0.608
LRRC59	-0.2785
LY6H	0.67375
WDR22	1.23516666666667
EDEM1	-0.204357142857143
ADH1A	3.223
PANX2	-0.3903
CYP11B1	0.588
CDC73	-0.31075
GPR172A	-0.09
GSTM3	1.45407692307692
KCNA5	-0.118625
SERAC1	0.3875
NFATC2	0.00449999999999999
ANAPC5	0.1554
C15orf24	-0.64475
NFATC2IP	-0.38325
TNRC6C	0.685166666666667
MGC102966	-1.04025
FGD5	-0.268833333333333
MED9	-0.1355
RAB13	0.123666666666667
C15orf49	-0.2125
CRYGS	0.5269
C12orf53	-0.9996
LOC283693	-0.835
COX6B2	-0.409875
PHF14	-0.251125
FAM3A	0.478875
RPL13	-0.2815
PRDX2	0.6993
FLJ34047	-2.06075
PRMT3	0.23325
KCTD19	-2.272
TRIM10	-1.12
MGC26597	-0.734666666666667
GCNT4	-0.11375
GPRASP1	-0.36
CDKN1C	-1.24758333333333
RHBDL2	1.6686
HSPH1	-0.183
AQP1	2.150125
COL17A1	0.7022
GFAP	0.08075
CDC16	0.8875
KIAA1614	-0.6565
C6orf118	-0.341
ZSWIM5	-0.34475
FAM83F	3.64475
LYNX1	0.2785
SYNPR	-0.755
XG	2.21283333333333
PRSS16	-2.852125
KIF13B	0.3695
PCDH9	-2.295
HIST1H2AH	2.05683333333333
RBM18	-0.57575
ZNF626	-1.154
HEXIM2	1.25516666666667
ITFG1	0.06
TUBG2	-0.091
SFRS7	0.129333333333333
C9orf14	-0.6165
EXTL1	0.571
GBP3	1.02066666666667
WDR5	-0.8605
RARG	0.978833333333333
MYO7A	-0.857625
CECR6	0.211
C13orf3	-1.792625
SFRS18	-1.821875
ACVR1B	0.318333333333333
PSMD1	0.1029
C7orf31	0.0713333333333333
ILVBL	0.64175
IFNGR1	-0.1585
RNF186	0.93775
NOL9	-0.774
MAGEL2	-0.015
SLC29A2	-0.60425
NHSL1	-2.21625
RBMX	-0.3055
PSORS1C2	0.36475
RAD51L3	0.0428333333333333
LCN6	1.119
ORAI2	-0.21925
BRUNOL6	-0.4959
OR4K5	-0.0455
CDC123	-0.659125
MSLN	-2.78283333333333
WWTR1	-1.2495
ZNF700	0.219166666666667
COBL	0.58975
PPP1R16B	-0.467625
GAS7	-0.97
MDN1	-0.79925
HAAO	-0.7635
C9orf68	0.46625
TNFAIP2	0.75675
FOXN1	0.7375
hCG_2033311	0.473833333333333
ATP6V0D2	0.1901
RPL41	0.79275
SLC38A1	1.671125
ARHGAP6	-1.85675
ADAD2	-0.6515
PHF20L1	0.4565
MCM3AP	0.0766666666666667
ST3GAL3	-0.726333333333333
SNX1	0.238833333333333
ELF5	2.76425
PARP3	0.719625
RBM8A	-0.541625
LINGO4	0.3555
ITGA9	0.365333333333333
ZFR	0.24225
ACSL6	1.23575
FLJ20699	-0.2374
DAOA	-0.2045
FABP4	5.60875
KCNB1	-1.81725
CANX	0.5655
SLC25A28	0.454166666666667
ADIPOR2	2.24675
ECHDC2	1.793375
SMA4	0.1905
FRZB	1.592625
PABPC1	-0.9805
DMRTB1	-0.2435
APOBEC3G	1.033
CATSPER2	-0.703333333333333
CUEDC1	1.89316666666667
STARD9	-1.401
CLDN8	4.330125
LOC23117	-0.746863636363636
E2F6	-0.166888888888889
TMEM126B	-0.0613333333333333
DPY19L4	0.03675
GIMAP5	1.43233333333333
NDUFA9	-0.211666666666667
FAM77C	4.6145
CTPS2	1.42325
LOC51035	0.321625
WDSOF1	-1.10425
EGLN3	-1.05025
PITX3	0.385666666666667
OR52E8	0.364
GRM4	0.092
KLK1	-3.19166666666667
GPM6B	-2.676625
RRAGD	-0.673333333333333
PAGE5	-3.219
UCHL5	-2.18516666666667
ULK3	-1.17516666666667
AIM2	-1.537
PNO1	-0.634333333333333
OR2F2	0.3395
GNAT2	-0.277
SIX1	1.935
ST13	1.10891666666667
ZBTB44	-0.756625
TIMP2	0.23375
ZMAT4	-3.57625
GTF2IRD1	0.094
ZNF19	1.52616666666667
ZNF714	-1.8445
RSC1A1	-0.183
C9orf80	-0.38675
PSMA8	-0.2025
TMEM141	1.23175
COX4I1	-0.022
CTAGE1	0.794
DTWD1	-1.7805
HSD11B1	0.99025
KRT6B	3.951875
ARID4B	0.643125
LHFPL3	-0.58225
WWP2	0.534583333333333
ZNF326	-0.421666666666667
RGPD1	-0.52
CTSH	0.466
FASTKD1	-1.05025
PAF1	0.8125
TTC9C	0.05075
IFT57	1.3729
PRSS36	-0.9715
IL20RB	-2.288
ZNF592	-0.804166666666667
DCTD	-0.2936
CFP	0.79675
MFNG	-1.8365
JMJD2B	1.18725
ALDH3B1	-0.23675
THSD4	1.79116666666667
KCNJ5	1.757
LMNA	0.391333333333333
TBCD	1.304625
ZNF250	-0.0935
CASQ2	0.790833333333333
PEG10	-4.7395
PRAME	-5.8538
NP	0.100125
TRIM59	-0.275
ZNF12	0.343875
XTP3TPA	0.4505
SIGLEC7	-1.1961
PANK4	-0.43175
FAM70A	-2.76116666666667
SNED1	-0.45075
HIP1	0.79
RAET1E	-0.4815
AMAC1L2	-1.0235
AHNAK2	-0.631833333333333
TOE1	-1.11616666666667
RECQL4	-1.54975
SPRYD3	0.81575
DPAGT1	-0.7245
MAGED2	3.3431
ANKRD55	-1.2765
TRPS1	4.24225
DOK7	-0.87025
TFPI2	-8.6795
GTF2H3	-0.825666666666667
CYP4F11	-0.18525
LHX2	-0.875166666666667
ATG16L1	1.3205
ASB12	1.459
C1orf116	1.80025
NF2	0.20895
POM121	-0.4259
PHYHD1	1.2697
TXNDC17	-0.805833333333333
DKFZp779O175	0.05425
NUP62	-0.0185714285714286
MYO18B	-1.70066666666667
PRAMEF1	0.444
TCBA1	0.194625
TMEM168	0.70175
FJX1	-0.0891666666666667
CLCF1	0.328
SEPN1	0.380125
IGSF2	0.857
NUDCD1	-0.9
TFF3	1.982
NDFIP1	1.15578571428571
CHCHD4	-0.6635
TNR	0.373
CUTA	-0.0403333333333333
USP44	-4.43275
DPP10	-0.586
IWS1	-0.0511666666666667
PCGF1	0.11875
SULT1C4	2.113
NTF5	0.4525
PTPN13	0.47925
SSTR5	-0.2215
SFRP1	-2.113375
IDH3B	0.530625
SUOX	1.41916666666667
TMCO5	0.62625
GOLT1B	-0.45625
MIB1	-0.146285714285714
PCDHGB1	0.861
SUSD1	-1.543
ICAM5	-3.45366666666667
PAPOLB	0.3885
URM1	0.23
TMEM106B	0.525166666666667
LRIG2	-1.21125
SLC27A5	-0.08
CLIC6	-0.4765
ZNF420	0.7025
SCN9A	-1.879
KIAA1909	-0.9445
ELMOD1	-1.81075
PRKAG1	0.5805
FAM64A	-0.943888888888889
EEF1G	-0.0708
SMAD5	0.43575
INCENP	-1.58175
WASF2	-1.3935
GARS	-0.5092
CDK10	-0.3265
HLX	-0.897666666666667
MDM4	-0.88
ZNRF1	0.126
HHATL	-1.98316666666667
FAM21C	0.4606
HIST2H3C	0.753
PFDN2	-0.152
ZNF200	-0.15
NDN	-1.4715
HBA2	-3.0915
FBLN5	0.30525
PUM1	-0.203285714285714
TNNT1	0.550333333333333
C19orf59	-0.117
HNRPH2	1.06016666666667
RAB7A	0.567833333333333
PMS2	-0.095
BIRC3	-1.824
NRSN2	0.771
OR52K2	0.336333333333333
SPOCK1	0.0211428571428571
H2AFY	1.0745
RXRB	-0.24
ZNF638	0.0123333333333333
ANKRD45	0.99
ACTN4	0.3875
FXC1	0.91575
EIF2B5	0.278
VPS33A	0.00675
PINK1	0.281625
FAM106A	-0.4355
SKIP	0.701125
GAPDHS	1.02775
MUM1L1	3.8365
PSTPIP1	-0.42575
CNTNAP1	-1.8279
CYP26A1	-2.11375
APOL2	0.4331
TACC2	0.6355
COX7A2L	0.367285714285714
HSD17B1	0.3956875
ARRB2	-0.605
SLC7A6	-0.3793
HSD17B10	0.61825
RBJ	0.17225
NUP155	-1.0815
MRPL10	0.255666666666667
CYCS	-1.11208333333333
CCDC46	0.127666666666667
TECTA	0.27
GNAL	-0.92125
LPO	0.298
PEBP4	0.218
DDX11	-2.0115
C18orf12	0.403
TAF9B	0.7585
IMP4	0.34575
RPA4	-1.51066666666667
NDUFS1	-0.88875
UPK1A	1.65416666666667
ARRDC2	0.0893333333333333
C18orf20	0.525
AES	0.255714285714286
CD2BP2	0.752166666666667
C16orf54	0.3155
UGT2B17	-0.4665
FGFR1	-0.953409090909091
CEACAM6	1.9184
CHRM5	0.295
CERK	-0.690125
AP3S2	0.386142857142857
ANKS4B	-1.599
CLCNKA	-0.2455
ZNF208	-0.810166666666667
HLA-DRB5	3.9605
CARKL	0.3215
GOT1	0.464
CASP6	0.61075
HOXA1	-0.9765
RCL1	-0.9075
ZNF181	0.875333333333333
RAB40B	0.501
MRPL38	0.55525
LRRN2	2.039
C3orf25	1.777
OR5D14	0.8055
OR10AG1	-1.8745
BET1L	0.861
FRY	3.34475
AK3L1	-0.16225
CSF3R	0.813666666666667
POLR3K	-0.639333333333333
ATG2B	0.0163333333333333
EPS8	0.7435
DARS	-0.4595
C10orf56	-0.164333333333333
DAD1	0.760416666666667
RIOK1	-0.980666666666667
HERC2	-0.665
HSD11B2	2.56666666666667
FAM96B	-0.03625
MGC13057	-1.629
BSN	1.428
CAND1	0.5945
HCST	0.84525
ACTR10	0.992
OR8D4	0.2385
NASP	-1.4878
COL9A2	-0.124166666666667
LYZL1	0.3
GPC5	-3.36575
TBL3	-0.210333333333333
CENTD2	-0.0999
OR5AP2	-0.4305
TLR1	0.37125
LMO6	0.02075
ZIC2	-1.19975
CPNE5	-0.46825
ZMYND15	1.02075
FLJ22374	-0.64975
CCDC106	0.34825
PARP16	-0.2645
PDIA3	-0.4835
C14orf126	0.00299999999999999
CECR2	0.625
SFRS1	-0.234571428571429
FIGLA	0.347
DCP1A	-0.407
MGC45800	-1.8464
TEKT1	1.40016666666667
C10orf67	0.827
CLN5	0.6825
NTN2L	-0.0395
GLE1L	0.283
CES2	0.5357
GNAS	1.07316666666667
DDX53	-0.499
TSPAN13	3.125
MRPL52	-0.1165
SPIRE2	-0.030625
TAS2R39	0.933
SCUBE3	0.05725
UCRC	0.8592
CDKL3	0.31225
KIAA1715	0.5456
ZNF345	0.6065
RTF1	-0.305125
DHRS7	1.4585
RIPK4	-1.26383333333333
EXOSC2	-1.50333333333333
MS4A2	-0.06175
FGF17	-0.37175
WDR59	-0.298625
EVI2A	-3.49275
IL17RC	1.51966666666667
HS3ST1	0.80525
ITGB1BP2	-1.5115
RBPJ	-1.00816666666667
GIMAP1	1.7625
INE1	-1.14666666666667
ALDH18A1	0.01725
TPI1	-0.86225
GATA6	0.80075
CABP1	-0.5085
ZNF484	0.574
DAPK3	0.907
GJB1	-1.7125
PIN1	0.106
SLC6A15	-3.64283333333333
CNO	-0.15425
RIN2	2.668625
FRRS1	0.2625
CYorf15B	-4.290125
DMRT3	0.61025
ATAD1	0.0805
OTUD4	-0.390888888888889
ATOH8	-2.4975
ZSCAN16	0.698
ASCC1	0.541
OTUD3	-0.3405
MGC33212	0.242833333333333
YME1L1	-0.074875
RP11-218C14.6	-0.1205
PCBP4	-0.06375
TNFRSF10A	-0.50425
CDH10	-4.202
KL	0.763285714285714
SCP2	0.38175
C9orf119	0.549125
SON	0.219
MAFK	-0.312
SBNO2	0.3845
SLC6A6	-0.734166666666667
SC4MOL	0.43425
FAM35B	0.997
PPP1R9A	-0.7285
PDZRN3	0.05675
CXorf20	0.344
C6orf126	2.022
AVEN	-0.6055
FLJ21075	-1.633
C14orf132	-1.491625
PCK2	0.64425
GUCY2C	0.082
BARX2	1.027
PEX11G	2.083
DAO	-0.8995
C10orf49	0.3155
EDNRA	1.68183333333333
PPP2R5A	1.3078
DDX39	-0.258
SERF1A	-0.525
ASCIZ	0.4493
FNDC8	0.5305
PTMS	0.09975
PHF7	1.438
PIP4K2B	-0.2091875
HHLA2	0.73325
BDH2	0.7704
APOBEC2	-0.974
PENK	0.455166666666667
SMAD9	-2.3425
MT3	0.2335
RGL1	-0.67775
ATG10	-0.50675
DLGAP4	0.936333333333333
APPBP2	-0.182857142857143
BACE2	-1.85664285714286
LOC339344	0.353
ZNF395	-0.741
HIST1H2BL	0.2975
ZNF467	0.815
SLC25A21	-1.7315
PALM2	-0.2225
NSUN5C	-0.6945
IL5	0.6007
CLSTN2	4.34975
ANXA8L2	0.748
PTGES	0.308
GDAP1L1	-2.2015
OPRK1	-0.373
WDR20	0.1455
C12orf4	0.5295
NUP88	-1.092375
XRCC6BP1	-0.452
FCGBP	0.576571428571429
LEMD2	-0.09075
NOMO1	-0.4225
C10orf79	2.57925
ZNF79	1.204
OCRL	0.7468
HSPA8	0.248958333333333
DIDO1	0.584708333333333
PLA2R1	1.54125
COG3	0.1314
NGDN	-0.33175
CBFA2T2	0.473375
PNOC	-3.3765
PRRG1	0.0116666666666667
AGGF1	-0.5535
DPF2	0.22
YIPF7	0.8255
TRPV5	-0.386
ZNF322B	0.38575
MED12	0.144666666666667
CARS	0.3875
ABCC11	3.60066666666667
C9orf25	0.136
MYH1	-0.8
FRYL	0.475333333333333
AGTRAP	0.4835
MMP27	1.653
ZNF432	-0.075125
OR8D1	0.343
OR13D1	0.04225
VWA1	1.89725
STON1	-1.28775
IL5RA	-0.02725
PERP	0.0442
C10orf107	0.0341666666666667
TNFSF12	0.61925
FN1	0.242708333333333
MTR	-0.590333333333333
PHLPPL	0.713666666666667
ZNF425	1.92175
DHFR	-1.68544444444444
PPP1R12A	-0.012625
RSPO2	-1.69075
ZNF7	0.232
ZNF583	0.834
TPMT	-1.75483333333333
GPR132	-0.3935
OR2T12	-0.761
SERTAD2	-0.0198
ATP1A1	-0.3635
FRMPD3	1.152
ZNF672	0.114
PLXNB3	0.899
EML5	0.5155
FAIM3	-0.561
UBQLN2	0.418
SORCS2	1.663
PRIM2	-1.116
ACVR2A	-0.0463333333333333
YWHAZ	0.412666666666667
PGM2L1	-0.02025
GNAO1	0.663714285714286
RPL10	0.682
RPS6KA6	1.8155
PFKL	-0.320833333333333
SH3D19	-0.0805
AURKB	-2.36766666666667
ZC3H6	0.4595
DISC1	-1.019
FLJ39660	-1.86066666666667
TMEM25	1.989625
OSBPL10	0.143375
CLTCL1	-0.590166666666667
ALG6	-0.015
CATSPER4	1.3
LRTM1	0.5245
RRAD	0.973666666666667
TIPIN	-2.42425
CARD14	1.8555
RBM9	-0.0306666666666667
RASSF4	-1.28025
SLC25A18	0.183166666666667
C6orf58	-0.954166666666667
IGHD	0.0695
PLA2G6	-0.301
TPT1	-0.1785
SEC63	0.1832
CCDC113	0.9436
TDRD10	-0.300875
KIAA1666	0.48725
TOR1AIP1	0.07375
SYTL4	2.15133333333333
SPRR2F	-1.3115
CEBPD	0.32175
SNTG2	-1.52225
C20orf77	0.452583333333333
TAS2R49	-0.3825
C6orf173	-1.74116666666667
SVEP1	-0.3363
PXN	0.0865
VIL2	1.27841666666667
C5orf21	0.464416666666667
DIXDC1	0.500625
GANAB	-0.397
PDSS1	-1.4455
NGFR	0.600875
ATP8B4	0.269
BMP8A	-0.2055
CCDC132	0.3325
GNRH1	-1.2525
OR10T2	0.027
PDGFD	1.39816666666667
OR6W1P	0.1565
HARS	0.439916666666667
KRT77	0.25
AQP8	-0.333
ITGB1	0.2922
ZNF254	-0.6045
PAX1	0.2215
PSMC4	0.2735
ANKRD22	4.5115
PSMD8	0.769166666666667
HTR1E	-0.394
SOX10	-2.5102
OR5B2	null
RABGEF1	-0.251928571428572
MAP1LC3B	0.34125
CYB5R4	0.814
AGXT2L1	0.092
FLJ41603	1.935
TRAPPC2	0.747166666666667
FNTB	1.0572
FLJ14107	-0.920833333333333
AURKAIP1	0.237
DSE	0.05375
NFKBIZ	-0.499833333333333
OSBPL3	-2.17183333333333
LOC130576	2.38975
SLC39A9	1.45
LOC137886	0.30675
RHCE	-2.459
ATG7	0.834833333333333
FAM82A	-0.1395
FBN3	-0.3385
MCFD2	-1.00316666666667
CASP14	0.474
EPS15	0.501666666666667
SFRS2B	0.69975
C19orf47	0.3105
PLAC9	-0.0995
GPR23	-1.334
BTNL3	0.186
RGS8	0.319
GNS	1.62825
ENO2	-0.884666666666667
CBX1	-0.0501
PEX26	0.683
LRP5	-0.0293333333333333
ADAMTSL4	-3.36633333333333
ARR3	0.360833333333333
MAP1A	-0.65
CD2	1.719
NAV2	-1.728375
TMEM69	-0.467
ATXN7	-0.554333333333333
CHN2	-0.413333333333333
ZNF781	-1.50216666666667
HAS2	-3.92466666666667
KIAA0241	-0.806666666666667
BIC	0.0635
MOBKL2A	0.29175
CYP2C9	1.187
CNOT7	-0.549642857142857
SFRS10	-0.67375
CST11	1.80725
FLJ37543	-2.0425
NKAP	0.03325
RUNX1T1	1.32875
EAF1	0.6711
IL4I1	1.21075
LRRC61	-0.469666666666667
PSIP1	-1.30783333333333
SPRR4	-0.531
ZFP90	0.6835
AP2B1	-0.135923076923077
SLC30A7	0.50975
C7orf28A	-0.0953333333333333
S100B	-3.41116666666667
BMP2	-3.653375
ESR1	4.9255
ZFPL1	0.47425
ARHGAP12	0.82525
LRRC19	-0.592833333333333
ZNF767	-0.515166666666667
NACA	0.0756
OLIG1	-3.201625
PRF1	0.19325
LST1	1.4015
SPATA9	-0.653166666666667
CNFN	0.8885
CDK4	-0.2632
TCF15	-2.48916666666667
PARC	-0.07325
PPM2C	0.49325
LOC283345	-0.284
FAM107B	0.152
DMXL1	0.989375
RBM3	1.13525
HTR5A	-0.947833333333333
SCFD1	-0.444333333333333
EPHB3	2.04425
ROPN1L	2.3335
RAMP3	1.86025
TSPYL5	-0.366545454545455
GAP43	-3.259
PAPD4	-0.306625
PDE3A	-1.96475
TNFRSF10C	1.3015
JMJD5	-0.278
RASGEF1A	0.525
C16orf65	-0.0986666666666667
HIPK3	0.556666666666667
XYLT2	1.633
XPOT	-1.17166666666667
GAL3ST1	-1.95475
DHCR7	-0.6335
AMIGO3	0.384333333333333
FGFR4	-2.77516666666667
CRAT	-0.090125
PPP1R14D	0.7915
TRIM14	0.4485
TMPRSS11D	0.356
SLC7A11	-1.75135714285714
OR10H2	0.483
PPM1E	0.0809
DOCK4	-0.28
FAM127A	0.878625
ENOPH1	0.272
SLC5A3	-1.3819
ZNF530	0.3296
NTS	-7.2135
FRMD4A	-0.092625
BCL11B	-4.10433333333333
PRM1	-0.021
UQCC	0.4198
S100A16	1.446
PLS3	-0.07475
WWOX	1.09742857142857
CCDC23	-0.56625
GTSE1	-0.933833333333333
GP2	3.677
FLJ32549	0.6875
