Hybridization REF	TCGA-A2-A0ER-01A-21R-A034-07
SMPD1	0.717666666666667
TH	-0.123625
COL6A2	-0.288857142857143
ANKS1B	0.4625
GPR126	-3.7493
ZC3H12A	0.379
TMEM47	-0.298166666666667
C2orf51	-0.715666666666667
C1orf88	3.07583333333333
HSF2BP	0.27225
AKAP10	1.07275
RPAP3	-0.277
KLHDC8B	0.89525
STOM	1.1217
MUPCDH	-0.563125
C10orf72	-1.19357142857143
PLEKHA3	1.34883333333333
TCP11L1	0.3065
CWF19L1	-0.530875
SPEF1	0.133769230769231
YSK4	0.606666666666667
ELN	1.4112
SAMD8	0.611
MPI	-0.976333333333333
MEPCE	-0.4064
ABCC3	0.267375
NANOGP1	-2.723
KCNK17	4.44625
HLA-DMB	4.10083333333333
RRAGA	0.93675
ANGEL1	-0.0985
RBM32B	-0.2745
CPN1	-2.55875
MGC52282	-0.875555555555556
HLA-A	1.05575
OR9G4	0.4075
EDNRB	-1.3115
SCD	-0.667
C14orf80	-0.6055
BAGE2	-0.001
RABL4	1.5035
RCVRN	-0.0745
SHANK1	0.039
NLRP7	-3.0645
CD226	1.22975
STAT3	0.880625
SYNJ2	-0.593222222222222
TPCN2	1.01766666666667
WDR36	-0.690916666666667
MBD4	-0.43725
ROBO1	-1.5047
ST3GAL6	-3.18225
SLAMF8	2.49866666666667
ATN1	0.36
GPR141	0.52375
KRT36	-0.2355
TPH1	0.208
DDX52	-0.075
ZSCAN29	0.159333333333333
TRPT1	-0.448166666666667
DPEP3	-0.0465
DENND4A	-0.035875
TSPAN16	-1.103
PTCHD2	0.14
LOC145814	-1.69325
CAP1	0.472333333333333
EIF5A2	-1.6601
NT5DC3	-0.742375
SEPT9	-0.315625
SEZ6L2	1.45575
EGFLAM	2.593
VPS11	-0.21175
NDUFB5	0.340333333333333
CIDEA	2.64133333333333
IER5L	0.00550000000000001
N6AMT1	0.226
FAM83C	-0.625
OXR1	0.877166666666667
IRX1	0.3885
DGKB	-0.212333333333333
GCN5L2	-2.41875
MIR16	0.26275
FBXW9	-0.12575
WDR4	-1.62233333333333
PDC	-0.203
VPS33B	-0.53075
HEXB	-0.29525
FLJ32214	0.70425
TCEB3	-0.99575
CRLF1	-3.385
ABI3BP	1.95525
C8orf22	-3.89325
PYCR1	-0.454125
KIAA1706	-0.1125
CDK5R2	0.6115
WAS	0.4455
C12orf60	-0.669
CCBL2	0.688625
MADD	0.87225
C5orf34	-0.70925
WDR42A	0.519
KLF12	-0.95075
HSPA1A	1.7825
ITM2C	-2.33991666666667
DAPK2	3.2235
LOC442590	-1.513
SUMF2	-0.3705
CENPA	-1.36915384615385
TMED5	-0.005625
CDH6	-1.504
BRP44	1.56225
THG1L	-1.881
GABRA2	-0.69625
C14orf166	-0.12675
MYL1	-1.1272
TNFSF18	0.826
PAP2D	-1.88783333333333
PPIB	-0.42325
KLHL4	-0.474714285714286
SFN	0.183333333333333
CCDC127	0.6615
FRAP1	-0.04175
GOLGA5	1.5595
SDCCAG1	0.05175
MGC21675	0.0815
C10orf95	-0.258
KIAA1345	-0.687666666666667
C1orf163	-1.147
LACE1	-0.585166666666667
OR10K2	-0.543
CENPN	-1.79812
TMED2	1.9615
UGT1A6	-1.602
ANG	0.16125
U2AF1	-0.613833333333333
CASC2	0.771666666666667
NMT2	-0.351
OSGEPL1	0.08575
DFNB31	-0.601
SLC6A20	-0.536625
DKC1	-1.35375
FXYD4	-0.8155
WDR64	-0.512
MGC5590	0.2775
CREBZF	-0.2575
DAZ1	0.58425
PRPSAP1	0.17825
GCHFR	-0.92575
TTC7A	-1.059125
LOC196993	1.19575
UBD	-0.0841666666666667
S100A1	-0.692
RPL6	0.236166666666667
DNAJB6	0.9741
NAGS	2.1307
C2orf58	-0.8525
KERA	0.9575
MT1X	-0.4109
UBE2B	1.5056
KEAP1	0.148
MST1	-3.280125
OMA1	0.5875
ABLIM2	3.1695
BCL2L13	0.1815
JAZF1	0.448666666666667
TMEM63B	0.321
S100A8	-0.5669
ARFIP2	1.724
UROS	0.233
KHDRBS2	-0.3555
POLQ	-2.57925
SOAT1	-1.16425
SPAG4	-1.31175
MRPS30	2.08783333333333
LOC494141	-0.951
OR2T11	1.527
ORAOV1	1.8095
ZNF184	0.263333333333333
TCEB3B	1.0388
ADAM21	0.339
GDPD1	0.03475
SPINLW1	1.5455
PRR14	-0.5795
KCTD9	-0.2863
NUDT3	-0.112
KIAA1822	-0.8306
HIST1H4K	1.8735
DFNA5	-2.6335
GABPA	0.09525
C14orf44	1.3015
POLB	2.552625
PTAR1	-0.371
SEC31A	0.3842
TRIM58	-0.63975
TAS2R14	-0.347
VPS8	0.349
H1F0	1.27183333333333
PRKCB1	-3.5355
UGT2A1	0.1165
TOR1B	-0.1095
LSS	-0.87375
C2orf19	0.459
HNRNPC	0.337142857142857
TMEM100	-1.092
LOC116349	-0.76825
OR51M1	0.037
CCDC142	-1.92
ISG15	1.516375
ZCCHC14	0.204375
CREBL2	1.287
TGDS	-1.48825
DC2	-0.259
CACNA2D3	-1.01471428571429
ZNF429	0.00462500000000002
LYPD6	2.19766666666667
SUCLG1	-0.111
OR51I1	-1.4245
MAGEH1	1.76
PRPF40A	-0.2275
SMR3A	0.6775
SPINK2	-0.64275
THAP2	0.4865
NPY5R	2.85125
IRF4	-2.63825
SPESP1	-1.93483333333333
OR10S1	0.1875
DTD1	-1.32
TUBE1	-1.18425
DDX19A	-0.3075
PDPN	-1.637875
TMEM34	0.0445833333333333
MGAM	0.186
COL3A1	5.00861111111111
GFM2	-0.6032
OR5A2	0.4625
PSG9	0.41025
ARHGEF11	-0.479833333333333
IVNS1ABP	-0.8952
SIGIRR	1.41475
DUSP19	-1.161625
DNAJC14	-0.3065
ACSS1	-0.214625
IL1RAPL2	0.1345
C4orf30	-0.31675
SEPT4	2.37525
LANCL3	-2.346
SPAG17	2.0605
PRDX3	0.3835
HNF1A	-1.265625
P4HA2	-0.677
RFWD3	-0.5645
MOV10	-0.6425
DNAJA5	0.882214285714286
LOC729440	0.07175
LOC200383	0.319285714285714
SMC2	-1.21425
MIXL1	-0.866833333333333
TMEM9	0.957
FAM86A	1.4345
ZNF174	0.3844
MYH14	-1.231
CCR8	-0.4975
VPS37C	0.0645
GPATCH1	0.1522
B3GNT8	2.5725
TBX4	-0.30225
CNR2	-0.00583333333333333
PCDH1	1.19375
C5orf29	4.260625
OCIAD2	1.24075
PLCG2	2.585
KIAA0247	1.643
HRH3	-0.328375
CAPN13	3.4195
CCR1	-0.2516
MGC15523	-0.172833333333333
UVRAG	2.04583333333333
DNAJA2	-0.1695
ITGA2B	-0.729333333333333
CLDN5	2.941375
PTPRN2	1.89964285714286
ZNF512	-0.378333333333333
PSAP	0.869857142857143
CCDC140	-2.351
LRRC55	0.01175
CYP26C1	-0.2905
C8orf47	-0.82175
LYN	-0.221
DUSP6	0.0751666666666667
TGFB3	3.05813333333333
ELK1	-0.4093
PCDH11Y	-0.3608
HGD	-0.65825
C17orf58	1.17025
MYO3A	0.2555
SERPINE2	-4.45
AARSD1	-0.141125
C14orf73	-1.12275
ADAM33	-0.2035
ZNF491	0.0335
MAPK6	-0.604666666666667
TCN1	1.746
SLC24A6	0.6095
UBE2R2	0.6165
H1FNT	0.5235
TATDN2	0.0478333333333333
LILRB1	1.72325
P2RY5	0.7295
NUCB2	2.2765
C2orf37	0.9395
SNX27	0.173166666666667
MTA3	0.42875
FOXO4	0.101857142857143
ID4	-0.509166666666667
SOX5	-0.163666666666667
PXMP3	1.4485
OR52M1	0.1165
SFT2D3	-0.129375
INA	-2.35933333333333
MCOLN1	0.62325
NFIX	0.3927
CLEC14A	5.2045
HIBCH	-0.356
PLA2G5	0.72425
TIMM10	-1.4075
MED17	-0.4518
COL4A4	-0.2945
TPP1	0.326666666666667
GJA3	-1.49933333333333
TMPRSS5	-1.57575
AADACL3	0.29
DNMBP	-0.45775
ENPP5	4.80233333333333
NQO1	-2.0244
ZSCAN2	-0.196375
SEC24C	0.3055
GTF2A1L	-0.2295
AXIN2	-0.024
FAM33A	-1.03008333333333
C16orf13	-0.320625
SPNS2	0.52725
TAF1	0.15775
AP1G2	-0.536
RBM42	0.625166666666667
HCN2	-0.162333333333333
EFHB	1.75133333333333
RUSC1	0.109
GRIK5	0.229
USP21	-0.2055
ATAD3C	0.4385
ORMDL2	1.162875
PRSS7	-2.34775
PSAT1	-5.85075
FLJ13195	0.128
TBC1D1	-0.203833333333333
IFNG	0.19475
OTOS	0.0471666666666667
ZNF773	0.469
EMD	-0.66275
RETN	-0.10075
CCL8	3.3245
APH1A	-0.679625
COX18	-0.4125
GTF2IRD2	0.624
CCDC82	-1.89775
PAFAH2	0.653
NPEPL1	-0.9559
RP11-114G1.1	0.952
TP53INP1	0.4145
ZNF300	-2.7085
FOXL2	-3.40833333333333
LARP2	0.9025
LATS1	0.20225
HTR6	-0.092
SPOCK2	-0.3095
RNF144B	2.09366666666667
HTATIP2	-0.4075
MGC10334	0.0958333333333333
CENTA2	1.70166666666667
FGF2	0.217
FXYD7	0.47675
PHYHIPL	-1.70875
GPR34	5.5005
DDX6	-0.33
OR10W1	2.2905
LHFPL1	-0.6625
ZNF313	-0.6635
VPS28	0.975
AP3M1	0.2014
AKR1CL2	-0.6615
TRAF4	-0.10025
OR2B11	0.327
C19orf12	-0.225333333333333
AKAP9	0.892666666666667
C1orf62	0.09925
SLC20A1	-0.9916
FAM112A	-1.71025
LDB2	0.334875
MRPS23	-0.67875
KLK5	0.592875
SPTB	-0.4116
EFEMP2	-0.44975
EFNB2	0.751375
PCM1	-0.184428571428571
NMNAT3	2.7935
TSG101	1.6815
C8orf40	0.87
NOB1	-1.457
ABHD3	-0.023
GTF3C4	-0.332
PIGN	0.8915
GALNTL1	2.577
AEBP1	0.694625
OR9Q1	0.276
ANKRD2	-0.111125
CCL28	-0.458
TRIM38	0.231833333333333
TMCC1	0.15075
SMG5	-0.777
LRRC7	0.162
NCAPD2	-1.655
C6orf153	-0.17625
C1orf74	-0.10675
OTUD6A	-0.38
DCP2	-0.160666666666667
TMEM24	-0.52975
RPL18	-0.0291666666666667
TMEM177	-0.46225
LRRC37A3	-0.23325
C1D	-0.313333333333333
LDHC	-1.35675
UBE4B	-0.0883333333333333
NIT1	0.203571428571429
BTN3A3	-0.3335
RASD1	4.0155
COMMD3	0.3875
SHFM1	-0.87375
BIRC8	-0.185
DUT	-0.687
C12orf51	1.182
LRRC59	-0.359833333333333
LY6H	0.5805
WDR22	0.673166666666667
EDEM1	0.269142857142857
ADH1A	3.2165
PANX2	0.1173
CYP11B1	0.03175
CDC73	-0.24275
GPR172A	-0.03525
GSTM3	3.51153846153846
KCNA5	0.05325
SERAC1	1.4195
NFATC2	-1.2275
ANAPC5	0.4691
C15orf24	0.67325
NFATC2IP	-0.181166666666667
TNRC6C	0.753833333333333
MGC102966	-1.816375
FGD5	0.236833333333333
MED9	0.4255
RAB13	0.663
C15orf49	0.6835
CRYGS	-1.1982
C12orf53	-1.6384
LOC283693	-0.727
COX6B2	-0.401125
PHF14	-0.663428571428571
FAM3A	-0.245125
RPL13	-0.7533
PRDX2	0.6415
FLJ34047	-0.71425
PRMT3	-0.19775
KCTD19	-2.183
TRIM10	-0.879333333333333
MGC26597	-0.131666666666667
GCNT4	0.5145
GPRASP1	0.299
CDKN1C	-1.73208333333333
RHBDL2	0.8594
HSPH1	0.00225000000000001
AQP1	2.75125
COL17A1	-0.0689
GFAP	0.112875
CDC16	0.0995
KIAA1614	-1.1275
C6orf118	-0.12
ZSWIM5	-0.44875
FAM83F	3.7305
LYNX1	-0.0211875000000001
SYNPR	-1.08566666666667
XG	1.82416666666667
PRSS16	-0.298375
KIF13B	1.14857142857143
PCDH9	-1.51675
HIST1H2AH	0.7545
RBM18	-0.57125
ZNF626	0.608125
HEXIM2	1.01766666666667
ITFG1	0.6485
TUBG2	-0.5145
SFRS7	-0.137333333333333
C9orf14	1.3775
EXTL1	0.16025
GBP3	-1.997
WDR5	-1.4425
RARG	0.781666666666667
MYO7A	1.579625
CECR6	1.646
C13orf3	-1.17
SFRS18	-1.451125
ACVR1B	0.1925
PSMD1	0.007
C7orf31	-0.910666666666667
ILVBL	-0.21125
IFNGR1	0.958
RNF186	-0.045
NOL9	-1.21375
MAGEL2	-0.404
SLC29A2	-0.281
NHSL1	-1.604
RBMX	-0.917
PSORS1C2	0.51125
RAD51L3	-0.0226666666666667
LCN6	0.70925
ORAI2	-0.298
BRUNOL6	-0.188
OR4K5	0
CDC123	-0.4595
MSLN	-1.97166666666667
WWTR1	-1.09766666666667
ZNF700	-0.435833333333333
COBL	0.85525
PPP1R16B	0.127875
GAS7	-0.3102
MDN1	-0.92825
HAAO	-0.273
C9orf68	0.3575
TNFAIP2	0.511625
FOXN1	0.2745
hCG_2033311	0.404166666666667
ATP6V0D2	-0.506777777777778
RPL41	0.6835
SLC38A1	1.285875
ARHGAP6	-1.64818181818182
ADAD2	-0.14
PHF20L1	-0.1675625
MCM3AP	0.193
ST3GAL3	-0.936
SNX1	0.226
ELF5	0.00875000000000001
PARP3	0.738375
RBM8A	-0.9186875
LINGO4	0.3105
ITGA9	0.5215
ZFR	0.316
ACSL6	-0.14725
FLJ20699	0.551
DAOA	-0.05425
FABP4	5.191
KCNB1	-0.93075
CANX	0.5407
SLC25A28	0.0723333333333333
ADIPOR2	0.206125
ECHDC2	1.8535
SMA4	-1.0735
FRZB	2.387375
PABPC1	-1.1015
DMRTB1	-0.540166666666667
APOBEC3G	0.59775
CATSPER2	-0.299666666666667
CUEDC1	0.9895
STARD9	-1.8015
CLDN8	3.618875
LOC23117	-1.64559090909091
E2F6	-0.544166666666667
TMEM126B	-0.999833333333333
DPY19L4	0.65725
GIMAP5	2.63766666666667
NDUFA9	-0.295666666666667
FAM77C	2.8485
CTPS2	0.325
LOC51035	-0.545625
WDSOF1	-1.373
EGLN3	-1.205375
PITX3	0.316333333333333
OR52E8	-0.7785
GRM4	0.493
KLK1	-2.35966666666667
GPM6B	-3.339375
RRAGD	-2.226
PAGE5	-4.4865
UCHL5	-1.446
ULK3	-0.535833333333333
AIM2	-0.0573333333333333
PNO1	-0.865666666666667
OR2F2	-0.7145
GNAT2	-1.8875
SIX1	1.092
ST13	0.781833333333333
ZBTB44	-0.170875
TIMP2	0.84775
ZMAT4	-3.08625
GTF2IRD1	-0.405
ZNF19	0.960333333333333
ZNF714	-0.15125
RSC1A1	-0.18225
C9orf80	0.08425
PSMA8	0.771666666666667
TMEM141	0.49
COX4I1	-0.260142857142857
CTAGE1	0.507
DTWD1	-0.3325
HSD11B1	1.76775
KRT6B	1.846375
ARID4B	0.85375
LHFPL3	-0.1135
WWP2	0.408916666666667
ZNF326	0.1155
RGPD1	-0.6495
CTSH	0.866833333333333
FASTKD1	-0.56275
PAF1	0.9049
TTC9C	-0.92425
IFT57	0.7505
PRSS36	-1.5895
IL20RB	-3.4785
ZNF592	-0.0436666666666667
DCTD	0.2738
CFP	1.3785
MFNG	-0.74125
JMJD2B	1.44375
ALDH3B1	0.57475
THSD4	3.69766666666667
KCNJ5	1.985
LMNA	0.8515
TBCD	0.556875
ZNF250	0.5235
CASQ2	1.42833333333333
PEG10	-4.57158333333333
PRAME	-5.41486666666667
NP	-0.5305
TRIM59	-1.1495
ZNF12	0.07025
XTP3TPA	-0.163
SIGLEC7	-0.0953
PANK4	0.0255
FAM70A	-2.2605
SNED1	1.177
HIP1	0.8134
RAET1E	-1.668
AMAC1L2	-0.964
AHNAK2	-0.497666666666667
TOE1	-0.8875
RECQL4	-1.479
SPRYD3	0.92725
DPAGT1	-1.5105
MAGED2	2.5208
ANKRD55	-0.1255
TRPS1	4.99333333333333
DOK7	1.67325
TFPI2	-6.74275
GTF2H3	-0.502
CYP4F11	-0.112375
LHX2	-4.6635
ATG16L1	0.540166666666667
ASB12	0.2545
C1orf116	0.746625
NF2	-0.34735
POM121	-0.9816
PHYHD1	2.3097
TXNDC17	-0.1055
DKFZp779O175	-0.853333333333333
NUP62	-0.28
MYO18B	-1.1125
PRAMEF1	0.0305
TCBA1	0.12175
TMEM168	0.571
FJX1	-0.689333333333333
CLCF1	0.245
SEPN1	0.869875
IGSF2	0.6795
NUDCD1	-0.744666666666667
TFF3	3.80233333333333
NDFIP1	1.40285714285714
CHCHD4	-0.62275
TNR	-2.111
CUTA	0.788333333333333
USP44	-3.212
DPP10	-1.094
IWS1	-0.154666666666667
PCGF1	0.52775
SULT1C4	0.267
NTF5	-0.00699999999999999
PTPN13	0.50125
SSTR5	0.5365
SFRP1	-2.178125
IDH3B	-0.545875
SUOX	1.026
TMCO5	-0.08025
GOLT1B	-0.203
MIB1	0.576714285714286
PCDHGB1	-0.5445
SUSD1	0.73375
ICAM5	-2.76266666666667
PAPOLB	0.546
URM1	-0.6157
TMEM106B	0.156833333333333
LRIG2	-1.0765
SLC27A5	0.19075
CLIC6	1.3925
ZNF420	0.714
SCN9A	-1.567
KIAA1909	0.288
ELMOD1	-3.793
PRKAG1	0.29625
FAM64A	-0.349555555555556
EEF1G	-1.05725
SMAD5	0.02225
INCENP	-1.881
WASF2	-0.678
GARS	-1.31
CDK10	-1.0873
HLX	-0.806166666666667
MDM4	-1.067125
ZNRF1	-0.269857142857143
HHATL	-1.69766666666667
FAM21C	0.5819
HIST2H3C	-0.47125
PFDN2	-0.3505
ZNF200	-0.355
NDN	-1.5865
HBA2	-1.613
FBLN5	0.933625
PUM1	0.326928571428571
TNNT1	-2.163
C19orf59	-0.391333333333333
HNRPH2	0.761333333333333
RAB7A	0.680666666666667
PMS2	-0.550875
BIRC3	-1.114
NRSN2	0.300375
OR52K2	0.469166666666667
SPOCK1	-0.734071428571428
H2AFY	0.5125
RXRB	-0.09325
ZNF638	0.2955
ANKRD45	-0.68
ACTN4	0.311833333333333
FXC1	0.88225
EIF2B5	-0.30025
VPS33A	-0.17375
PINK1	0.760375
FAM106A	-1.111
SKIP	0.958
GAPDHS	0.52175
MUM1L1	3.18825
PSTPIP1	0.27725
CNTNAP1	-1.7234
CYP26A1	-3.5345
APOL2	-0.00500000000000002
TACC2	0.697857142857143
COX7A2L	0.172071428571429
HSD17B1	0.8238125
ARRB2	0.02925
SLC7A6	-0.7071
HSD17B10	0.22025
RBJ	0.3275
NUP155	-1.3915
MRPL10	-0.562833333333333
CYCS	-1.50291666666667
CCDC46	-0.7515
TECTA	0.4195
GNAL	-0.54625
LPO	0.3505
PEBP4	4.62825
DDX11	-2.336
C18orf12	0.483
TAF9B	0.111666666666667
IMP4	-0.407
RPA4	-0.882166666666667
NDUFS1	-0.06125
UPK1A	-1.00733333333333
ARRDC2	-0.3215
C18orf20	-0.711
AES	0.626142857142857
CD2BP2	0.0465
C16orf54	-0.022
UGT2B17	-1.773375
FGFR1	1.49645454545455
CEACAM6	4.0037
CHRM5	-1.2125
CERK	-1.12325
AP3S2	0.442285714285714
ANKS4B	-1.10075
CLCNKA	0.159833333333333
ZNF208	0.780333333333333
HLA-DRB5	4.784
CARKL	1.00925
GOT1	-0.0213333333333333
CASP6	0.82975
HOXA1	-0.5085
RCL1	-1.501
ZNF181	0.877833333333333
RAB40B	0.8755
MRPL38	-0.392125
LRRN2	2.7565
C3orf25	0.7325
OR5D14	0.6265
OR10AG1	1.1615
BET1L	0.8992
FRY	4.4865
AK3L1	0.11925
CSF3R	1.204
POLR3K	-0.237166666666667
ATG2B	1.05183333333333
EPS8	0.0353333333333334
DARS	-0.857625
C10orf56	-0.173166666666667
DAD1	0.389666666666667
RIOK1	-0.602333333333333
HERC2	-0.031
HSD11B2	1.08983333333333
FAM96B	-0.4395
MGC13057	-1.566
BSN	0.51675
CAND1	-0.184666666666667
HCST	1.71225
ACTR10	0.6685
OR8D4	0.427
NASP	-1.7435
COL9A2	2.2305
LYZL1	1.8305
GPC5	-2.37
TBL3	-0.434833333333333
CENTD2	-0.6831
OR5AP2	0.8915
TLR1	1.71275
LMO6	-0.54725
ZIC2	-3.354625
CPNE5	1.50825
ZMYND15	1.4675
FLJ22374	-1.94375
CCDC106	1.03925
PARP16	-0.2305
PDIA3	0.4665
C14orf126	0.8585
CECR2	1.1025
SFRS1	-1.05061538461538
FIGLA	-0.914
DCP1A	0.0458333333333333
MGC45800	-1.6813
TEKT1	-0.208
C10orf67	0.7725
CLN5	0.99
NTN2L	-0.048
GLE1L	-0.016
CES2	0.147
GNAS	0.0768333333333333
DDX53	-2.158
TSPAN13	3.79975
MRPL52	-0.4576
SPIRE2	0.01075
TAS2R39	0.09675
SCUBE3	1.5455
UCRC	0.6053
CDKL3	0.7205
KIAA1715	0.0759
ZNF345	0.99075
RTF1	0.3275
DHRS7	1.22775
RIPK4	-1.95016666666667
EXOSC2	-1.50233333333333
MS4A2	3.238
FGF17	-0.1995
WDR59	-0.59325
EVI2A	-1.54175
IL17RC	0.601
HS3ST1	1.962
ITGB1BP2	-2.0345
RBPJ	-0.8025
GIMAP1	2.8305
INE1	-1.38333333333333
ALDH18A1	0.314125
TPI1	-1.549625
GATA6	-0.34975
CABP1	-1.0934
ZNF484	0.207
DAPK3	0.0345
GJB1	-2.72575
PIN1	0.32475
SLC6A15	-3.38675
CNO	-0.32775
RIN2	1.719
FRRS1	-0.335
CYorf15B	-2.614625
DMRT3	0.951625
ATAD1	0.265375
OTUD4	-0.531666666666667
ATOH8	-2.08625
ZSCAN16	0.91175
ASCC1	0.04225
OTUD3	0.548875
MGC33212	0.453
YME1L1	0.183
RP11-218C14.6	1.155
PCBP4	0.24375
TNFRSF10A	-0.72625
CDH10	-3.0815
KL	1.33514285714286
SCP2	0.964333333333333
C9orf119	0.200625
SON	0.0990833333333334
MAFK	-0.8565
SBNO2	-0.5265
SLC6A6	0.0621666666666667
SC4MOL	-0.778375
FAM35B	0.8715
PPP1R9A	1.420375
PDZRN3	-0.0125
CXorf20	3.401
C6orf126	1.105
AVEN	-1.0345
FLJ21075	-3.6355
C14orf132	-1.150875
PCK2	0.2145
GUCY2C	0.962
BARX2	0.5045
PEX11G	1.81
DAO	-1.01016666666667
C10orf49	-0.61125
EDNRA	0.856
PPP2R5A	1.9356
DDX39	-0.938
SERF1A	-0.229
ASCIZ	0.4368
FNDC8	-0.42275
PTMS	0.038625
PHF7	1.512
PIP4K2B	-0.1775
HHLA2	0.08625
BDH2	0.236444444444444
APOBEC2	-0.73775
PENK	1.85133333333333
SMAD9	-1.81925
MT3	-0.49975
RGL1	-0.919
ATG10	-0.905375
DLGAP4	0.3305
APPBP2	-0.377214285714286
BACE2	-1.58564285714286
LOC339344	0.162166666666667
ZNF395	-0.7535625
HIST1H2BL	-0.89625
ZNF467	0.675125
SLC25A21	-0.783
PALM2	-0.0176666666666667
NSUN5C	-0.94075
IL5	-0.909555555555556
CLSTN2	4.2735
ANXA8L2	-2.22275
PTGES	1.212
GDAP1L1	-1.75566666666667
OPRK1	-1.8505
WDR20	0.527
C12orf4	0.131625
NUP88	-0.10125
XRCC6BP1	-0.601
FCGBP	2.14392857142857
LEMD2	0.3635
NOMO1	-0.33525
C10orf79	1.747
ZNF79	0.5999
OCRL	0.7021
HSPA8	-0.537708333333333
DIDO1	-0.180666666666667
PLA2R1	2.11866666666667
COG3	0.3732
NGDN	-0.5095
CBFA2T2	0.12925
PNOC	-1.529
PRRG1	-1.16375
AGGF1	0.317714285714286
DPF2	0.50075
YIPF7	0.531
TRPV5	0.947
ZNF322B	0.82075
MED12	-0.322166666666667
CARS	0.023
ABCC11	4.463
C9orf25	-0.0285
MYH1	0.437
FRYL	0.111416666666667
AGTRAP	0.23375
MMP27	0.323
ZNF432	-0.10925
OR8D1	0.537
OR13D1	0.596
VWA1	1.2615
STON1	-1.1475
IL5RA	-0.102
PERP	-0.5529
C10orf107	-0.3215
TNFSF12	2.63475
FN1	-0.936708333333333
MTR	-0.232666666666667
PHLPPL	0.691333333333333
ZNF425	1.52025
DHFR	-1.25761111111111
PPP1R12A	0.27525
RSPO2	-1.16433333333333
ZNF7	-0.2455
ZNF583	-0.697
TPMT	-0.668333333333333
GPR132	0.866
OR2T12	-0.26025
SERTAD2	0.3731
ATP1A1	0.4172
FRMPD3	0.8635
ZNF672	-0.40275
PLXNB3	-0.080375
EML5	1.0525
FAIM3	-0.2175
UBQLN2	-0.0495
SORCS2	2.0195
PRIM2	-1.7285
ACVR2A	0.0591666666666667
YWHAZ	0.103916666666667
PGM2L1	-0.125
GNAO1	1.61585714285714
RPL10	-0.2325
RPS6KA6	0.874
PFKL	-0.413833333333333
SH3D19	-0.050125
AURKB	-2.28483333333333
ZC3H6	1.175875
DISC1	-0.512166666666667
FLJ39660	-2.749
TMEM25	2.55675
OSBPL10	0.70825
CLTCL1	-1.587
ALG6	-1.44275
CATSPER4	-1.7685
LRTM1	-0.4175
RRAD	1.093
TIPIN	-1.82475
CARD14	0.63975
RBM9	0.132666666666667
RASSF4	-0.5995
SLC25A18	0.368
C6orf58	-0.6048
IGHD	0.228
PLA2G6	-0.091
TPT1	0.896125
SEC63	0.774
CCDC113	0.7181
TDRD10	0.10575
KIAA1666	0.272375
TOR1AIP1	0.686916666666667
SYTL4	1.91116666666667
SPRR2F	-1.4695
CEBPD	2.80725
SNTG2	0.03725
C20orf77	-0.15275
TAS2R49	-0.5485
C6orf173	-1.32966666666667
SVEP1	-0.418
PXN	-1.18607142857143
VIL2	2.02266666666667
C5orf21	0.455333333333333
DIXDC1	0.150125
GANAB	-0.993833333333333
PDSS1	-1.68875
NGFR	0.51825
ATP8B4	2.833
BMP8A	-1.33
CCDC132	-0.281166666666667
GNRH1	-1.91075
OR10T2	-0.94075
PDGFD	1.19016666666667
OR6W1P	-0.4645
HARS	-0.05775
KRT77	-0.724
AQP8	-0.22575
ITGB1	0.4323
ZNF254	1.3202
PAX1	1.18383333333333
PSMC4	-0.044
ANKRD22	3.0455
PSMD8	0.405833333333333
HTR1E	-0.347833333333333
SOX10	-2.0318
OR5B2	1.894
RABGEF1	-0.508642857142857
MAP1LC3B	0.43975
CYB5R4	0.44225
AGXT2L1	-2.66475
FLJ41603	0.849333333333333
TRAPPC2	0.7555
FNTB	0.0135
FLJ14107	-1.18733333333333
AURKAIP1	0.2295
DSE	1.21375
NFKBIZ	-2.262
OSBPL3	-2.57216666666667
LOC130576	3.177
SLC39A9	0.817
LOC137886	0.0181666666666667
RHCE	-2.718
ATG7	0.3685
FAM82A	0.888666666666667
FBN3	-0.3185
MCFD2	-0.514833333333333
CASP14	0.6155
EPS15	0.786333333333333
SFRS2B	-0.25375
C19orf47	0.1135
PLAC9	0.348
GPR23	-1.11
BTNL3	-0.5185
RGS8	0.4205
GNS	1.103125
ENO2	-0.2295
CBX1	0.1914
PEX26	0.2485
LRP5	-0.179833333333333
ADAMTSL4	-2.247
ARR3	-0.168833333333333
MAP1A	-0.665
CD2	3.22925
NAV2	0.0769375
TMEM69	-0.93475
ATXN7	-1.17833333333333
CHN2	-0.419666666666667
ZNF781	-1.74966666666667
HAS2	-3.384
KIAA0241	-0.579833333333333
BIC	0.2405
MOBKL2A	0.0325
CYP2C9	-0.1875
CNOT7	-0.602428571428572
SFRS10	-0.72175
CST11	1.8535
FLJ37543	1.7325
NKAP	-0.58175
RUNX1T1	2.16675
EAF1	0.3284
IL4I1	2.34025
LRRC61	0.166
PSIP1	-0.612
SPRR4	0.884
ZFP90	0.881666666666667
AP2B1	0.701461538461539
SLC30A7	0.87925
C7orf28A	0.523333333333333
S100B	-3.13266666666667
BMP2	-3.03425
ESR1	4.58658333333333
ZFPL1	0.2695
ARHGAP12	0.67975
LRRC19	0.243
ZNF767	-1.08316666666667
NACA	0.0577
OLIG1	-2.691
PRF1	-0.42725
LST1	2.72333333333333
SPATA9	-0.791833333333333
CNFN	0.557
CDK4	-1.0714
