Hybridization REF	TCGA-A7-A0CH-11A-32R-A089-07
HRBL	0.198
CBX4	-1.36725
TMEM182	0.17825
SH3TC2	0.318666666666667
IL10	1.73433333333333
PXMP4	1.3085
RNF167	-0.3549
PAK7	3.8395
ETV3	-0.022
ATPIF1	-0.488166666666667
LOC554207	-1.39883333333333
OR8H1	0.05675
WDFY3	1.32871428571429
DPM1	-1.0645
GPSM1	-0.015
WDR92	-0.00239999999999999
LRP1	1.39333333333333
ANKH	-0.15275
THUMPD3	-1.159
POLR1B	-1.2285
OLFM4	5.57283333333333
RAD9B	0.455
TSPY2	-3.5725
PAX6	-1.13516666666667
SCG2	-3.41925
SLC17A6	-0.358
FMO3	3.73875
PADI4	0.410875
TUBB4	-0.5022
NLK	-1.0415
POU4F3	-1.3795
SDF4	-0.4525
ITGBL1	1.377
NETO1	-2.36425
TAP2	-0.396875
ABBA-1	-0.489583333333333
GNAI1	2.2445
VPS4B	0.6735
NOPE	-0.3554
GALNT6	0.906
SESN1	1.36925
GBE1	0.00777777777777778
CLASP1	-0.133
RASGEF1B	1.404625
ACOT11	0.275
AFAP1	0.553
OR2H2	-0.01975
DPY19L2P1	-0.78875
DZIP1	-1.5255
SEC22C	-0.015
GPR161	-0.262333333333333
RNF146	0.084
WDR74	-1.169875
GALP	0.043
PURA	1.701
DNPEP	0.212833333333333
RP11-78J21.1	-1.49375
ERBB2	1.481125
FANCM	-0.477333333333333
NEO1	0.804
DDX3Y	-5.3439
RPS3A	0.743
MXRA7	1.06521428571429
LGALS3	0.9705
GLT8D1	0.112
CFL2	0.236333333333333
UPB1	0.01025
NAP1L5	0.528625
CLDN14	-0.3225
DHX38	-0.56025
BTBD1	0.18075
TARS2	-0.477
ABCF1	-0.5318
FCF1	-0.686333333333334
LRRC49	0.5275
GUCY1B2	-2.988
C1orf177	0.596
SMARCA4	-0.859214285714286
LRP8	-3.70866666666667
TAGLN3	-1.601
MRPL14	-0.92625
TTRAP	-0.002
ZDHHC20	0.23775
NFE2L3	-1.68275
KIAA1377	2.146625
PALMD	4.119
TMEM43	0.6445
TTL	-1.41075
STAT5B	-1.02983333333333
SSB	-0.616625
OR10H5	0.1285
SLC22A13	-0.85675
AKAP3	-0.14175
TIMM23	-0.022
OAS2	0.9655
KIAA0423	0.3975
TRIM11	-0.0315
GLIS3	1.175
TMEM50B	0.84
ARHGEF4	0.253375
DEGS1	-0.142909090909091
TBL1XR1	0.8968
G6PD	-1.55625
SP140	1.0443
MUC17	0.0892142857142857
NUDC	-0.5748
DNAJC5B	1.77966666666667
SCARA3	-0.102166666666667
CPA3	6.23166666666667
BCAT2	-0.479875
MFN1	-0.8924
NRG3	-0.627
SNX11	0.09175
PLEKHH1	-1.06933333333333
GPR177	-0.4815
HCFC2	0.682
TCAP	-0.587
MOCOS	-2.00175
C14orf93	0.04125
PRDM10	0.093
SLC16A4	0.87625
SRGAP1	-0.1005
VIP	1.8135
DUSP27	1.1135
LILRA1	1.5596
MC2R	-0.00599999999999999
MGC24103	-0.7625
MBTD1	-1.9735
FUT11	-0.646666666666667
USP33	0.5971
C15orf39	-0.9215
MAP3K12	0.09275
PAAF1	-0.875
BARHL1	-0.1485
FLJ16165	0.1255
PIWIL2	-0.77325
SYNE1	1.92933333333333
CMTM4	0.114625
TSPYL1	0.7701
GUF1	-0.8125
TMEM157	1.1695
WDR44	0.5235
HIST1H3C	-0.35125
DKFZp666G057	0.929
RNPEP	-0.555
GAS2L2	2.213
ADH4	-1.002
GRPR	2.38233333333333
FBXL17	0.742
ZBTB10	0.256166666666667
Gcom1	1.50622222222222
HTRA1	2.275
ZNF585A	0.067
SLC26A2	0.549214285714286
OTOP3	0.338666666666667
WISP1	-0.869777777777778
ATP2B4	0.35925
FLJ10769	0.48875
CRAMP1L	-0.185125
CHST12	-0.06675
RAB22A	0.145833333333333
TARDBP	-0.269428571428572
STAU1	-0.32975
CRB3	0.927666666666667
MIG7	-0.588
CHMP1A	-0.8655
ZNF160	-0.36375
B3GALT6	-0.178625
BARX1	-2.63783333333333
C6orf167	-2.2706875
NXNL1	0.3455
DHX29	0.403875
HADHB	0.445
PLXNB2	0.3605
ILDR1	-0.3795
SLC15A3	2.955
GAS2	-1.2285
C20orf69	0.538
NUMB	0.25725
TNIP1	0.664375
MESP1	1.84416666666667
PSKH1	0.042
NSFL1C	-0.046625
RHOG	-0.0625
HEY1	-0.657833333333333
KNG1	-2.239625
ITGAX	2.1664
LIN9	-1.48333333333333
CANT1	-0.75725
XRN1	0.546928571428572
CCDC96	1.4792
HEATR6	-1.40133333333333
GNG7	0.942916666666667
RUNX2	0.2728125
SOX1	0.225
FCRL5	1.8355
ZNF99	-0.362125
FAM9A	-0.4005
SNX22	-0.357666666666667
MBNL3	-1.306
ODC1	-1.6711
ADORA2B	-2.04516666666667
NR2F6	-0.47175
ZFYVE16	-0.0861111111111111
SYNJ2BP	0.9161
POLE	-1.66025
E2F2	-2.100375
THRA	1.3435
PTGES2	-1.39483333333333
HIP1R	0.624166666666667
TMUB1	-0.890166666666667
ENO3	-2.39425
RSPH10B	0.043
CXorf39	0.092125
IRGC	0.0125
GPR109B	3.3375
FLJ13305	-0.9135
LCE3A	-0.1665
TNFRSF18	-1.18533333333333
DET1	0.3335
TRPM3	-0.0429166666666667
C16orf79	-2.032
FECH	-0.561333333333333
RAP2A	0.269666666666667
CRIP1	2.2435
AZIN1	-0.82725
SLC7A7	3.793
IL10RA	1.5864
TMEM64	-1.6135
CDC42EP4	1.2142
C16orf58	-0.8064
ARG2	-2.8145
POU5F1P4	-5.027
FAM62B	-0.15875
DNAH8	-1.9119
ASH2L	-0.2645
TSLP	-0.115833333333333
CNTNAP5	0.225
TMEM16C	2.539
IFNA14	0.335
SLC1A3	2.08175
CABYR	0.6175
BCL7B	-0.0345
NUDT13	-0.515833333333333
C13orf28	0.0435
C1orf53	-0.0215
ARL6IP4	0.3003
RPL35A	0.3775
EMR3	0.88
RAB40C	-0.129333333333333
SLC41A1	-0.00500000000000001
LRCH1	0.248
LY6G5B	-1.064
FAM124A	0.385428571428571
MGC10981	-4.40983333333333
CLIP3	0.6107
MAP4K2	-0.412
CHIC1	0.7655
SULF1	1.60483333333333
C20orf30	0.257714285714286
PRDM5	0.0685
ELOVL1	-0.448
C11orf48	-1.111375
SLC39A10	-0.7065
KCNV1	-0.1475
ACP1	-0.8715
ZMYM2	0.045375
B3GNT6	-0.184
C9orf69	0.0615
C2orf15	-0.0015
C20orf166	-0.377
HSP90AA6P	-1.505
EDG7	-1.1255
NEURL	-1.71475
LPL	6.334
CLEC2D	-0.239214285714286
GRRP1	3.08033333333333
CD8B	-3.1942
HIST1H3D	-0.837166666666667
SLC6A12	0.665
FAM27L	-0.2355
CD84	2.1189
RASA1	-0.1755
PHKG1	-0.0005
MAGEA11	-2.1055
IMPA1	-1.1371
NPM3	-1.256
RARRES1	4.89575
SH3BP1	-0.337625
B3GNTL1	-0.729
ARPC5L	-0.662666666666667
KLHL26	0.10075
SIM2	-2.3215
GJC1	-0.021
C20orf194	1.39925
EXO1	-3.72225
SLC2A2	-2.51533333333333
LOC285074	-0.8375
LRG1	1.345
KIRREL	0.771
PIK3R1	2.16228571428571
C4orf34	0.81975
MAF	0.652944444444445
ADCY4	4.73183333333333
ZMIZ2	-0.0859
SLC46A3	2.0185
STAMBP	-0.617333333333333
CCDC16	0.496
MS4A12	0.00349999999999998
TCF20	-0.67025
LRRC46	0.5725
C20orf152	0.55375
MRPS6	-0.047875
ABCB11	0.563
KCNC2	3.24516666666667
CDH19	-0.732166666666667
C9orf123	0.675333333333333
SSH3	0.38175
LDLRAD1	-0.41525
CCBE1	1.10575
ZNF135	1.16025
TAAR1	-0.339
WFDC12	-0.0345
CCDC42	0.247333333333333
FLJ12529	-1.02775
PER1	1.31933333333333
TIMM50	-0.856666666666667
SMARCAD1	-0.677833333333333
FAM26C	-0.349
TP53TG3	-1.2965
SH3RF1	1.2904
LMCD1	2.72225
GPR63	-0.689
FLJ21986	-0.313
AIFM3	-1.0955
MICAL1	-0.317166666666667
BLZF1	0.432833333333333
IQCA	2.42666666666667
PCDHGC3	0.0885
SAC	1.64925
BCL6B	2.969
DDO	1.33025
MARCO	4.84625
DCHS1	1.62766666666667
C1orf170	-1.08583333333333
CD200R1	1.7015
C22orf15	-0.712
SEPT11	0.103666666666667
ADNP	-0.5375
UST	0.8214
C13orf34	-1.0335
RFFL	0.402785714285714
APBA3	-0.8635
C2orf60	-0.845875
CUTL1	-0.3223
PMS1	-0.917
ZNF689	0.156
EIF3E	-0.291333333333333
IL9	-0.0634
RPL31	0.251
LY9	0.752333333333333
ATP2B3	0.01575
KDELR2	0.209083333333333
TFCP2	-0.108125
NLRP12	-0.099875
FLJ45422	-0.13075
TLE4	0.3945
ZNF570	-0.134
FLJ43806	-0.7245
TLK2	-0.886875
CIR	0.87275
MARS2	-0.8375
COL24A1	0.11375
SDF2L1	-1.559
HIBADH	0.397166666666667
IGFBP3	-1.17885714285714
C12orf23	0.315125
PSPC1	-0.5305
C20orf43	-0.02825
TRAV20	0.4185
ARHGAP24	2.30025
KIAA1975	-1.128
C1QA	3.8914
DNTT	-4.56816666666667
C10orf6	-0.404666666666667
C11orf41	-0.606375
HNRPF	-0.230125
COL11A1	0.259833333333333
UBAP2	-0.973
CDKN2AIPNL	-1.4315
C20orf174	3.69725
SPRED2	-0.313
PLA2G12A	-0.0118333333333333
ICEBERG	-1.309
SCN10A	0.4415
C11orf65	-0.03675
GBP5	4.07425
PITPNC1	-1.04066666666667
POU3F3	1.3995
NCOA7	0.9435
LIN7C	-0.2133
LOC348840	-1.056
NKX2-2	-2.88025
ANKRD13D	-0.45825
LOC123688	0.66475
FUT2	1.02
TAAR8	0.418
FZD4	1.81841666666667
PNMA3	-0.0831666666666667
OR4L1	0.1195
WIT1	-3.0425
EXOC3L	1.41875
ATPBD4	-0.0383
KRBA1	-0.68875
UBXD6	0.03425
HOXB7	0.1945
C7orf23	-0.455
UNQ338	4.355
STAB2	1.844
CDC20B	0.177
IRF9	1.18575
CENTG1	0.642083333333333
TNPO2	-1.48025
MCPH1	0.2485
BMS1P5	-0.9155
SLC26A7	0.97825
HIST1H3J	0.23875
C9orf3	0.3166
LBH	1.442875
MYO1D	-0.0736250000000001
PTDSS2	0.024
NFU1	1.27975
DEPDC4	-1.76975
WNT7B	0.7728
GLP2R	-0.650333333333333
SETD4	-0.7827
DYNLT3	-0.5077
FKBP11	-0.610333333333333
SESTD1	2.01383333333333
FLII	0.498
RPS16	0.4125
CHPF	-1.371
CSNK2A1	-0.9085
SUMO1P1	-0.464
FKBP6	-0.8305
ZNF214	0.912833333333333
TWIST1	1.56833333333333
DDX56	-1.33266666666667
TRAM1L1	1.9161
EPO	-2.59366666666667
MRPS18B	-0.10425
ZNF682	-0.629666666666667
RPL14	-0.185666666666667
MAFF	1.13175
LOC51136	-0.401625
LY96	1.4885
DDX20	-0.45475
ABTB1	1.13066666666667
ARL5A	0.5051
CCT6A	-1.66275
HEPACAM	1.09483333333333
EHHADH	0.0658333333333333
RBAK	0.155666666666667
CGB1	4.89825
ITGB5	1.3021
YIPF3	-0.339
FKBP2	0.166
NR1D1	-0.417
TMEM110	-0.092
NEK2	-3.95
PRAMEF8	-3.3275
C20orf52	-0.794666666666667
PCDHGA3	0.0905
VWA3B	-0.071
NDUFA5	0.00924999999999999
THAP9	-0.538
FLVCR2	-0.4995
AP1S1	-2.149875
SMAD6	-0.02325
SAV1	0.96825
SAT1	1.023875
ZNF251	0.23275
ADAMTS7	0.0164
RPP38	-0.30175
C1orf211	-2.354
YPEL2	1.56055
RBMS1	0.83975
ZNF445	-0.43
NRXN2	0.708333333333333
PGBD4	0.26425
UGT2B28	5.14375
WBSCR16	-0.4022
NLRC3	0.462875
ASTL	-0.023
ST6GALNAC1	-0.49075
ZADH2	-0.40475
MLLT4	0.50725
ARL6	-0.242
MEF2C	2.02
CBFA2T3	-0.593
AFF3	0.758928571428571
COG7	-0.333833333333333
MYB	-0.7595
PLXNA3	-0.6195
XRCC2	-2.18316666666667
MMS19	-0.73475
ST8SIA5	-1.047125
CHPT1	0.4665
KIAA1712	-0.89375
OR6X1	1.102
ACTR3	-0.581875
UGCG	1.49966666666667
OR4P4	0.409
ZAP70	-2.7545
LPP	1.760875
ZNF485	-0.6915
PTPRCAP	0.27425
IL12RB1	0.2855
ATRX	0.1868
CHST8	1.06575
C14orf109	0.09175
ARV1	-0.08175
NMB	3.17642857142857
COX5A	-0.865833333333333
EIF6	-0.83475
MPPED2	2.33133333333333
SEMG1	-0.916
CHRDL1	3.4295
TRAF3IP2	0.83225
WNK2	-0.4265
LILRA4	2.7355
LAMA2	5.55375
PXT1	0.446
RLBP1	-3.342
CD300C	0.94
SLTM	-0.213
FLJ10404	-0.0245625
APOBEC3D	-3.38283333333333
RENBP	0.755
ATXN7L1	0.253
NID1	0.46425
TUBGCP3	-0.950625
ITIH5	4.47311111111111
CCDC110	2.30675
C8A	-2.9675
MGC87042	0.58175
HOXC13	-2.133
TFDP2	-1.247
HCP5	1.582
POLI	0.638
UCN	-1.78666666666667
ZNF764	-0.616
C8orf45	0.6305
FHL3	-0.9435
SPATA5L1	-1.21725
MMRN2	4.066
NDST1	0.6665
COL20A1	-0.410333333333333
ZNF248	-0.215166666666667
PELP1	-0.554333333333333
MBL2	-2.90366666666667
RNF41	0.306125
C5orf24	0.4455
THOC5	-0.376
SERINC3	1.0715
RP11-151A6.2	0.982
CDCP2	-0.02225
HIST1H2AA	-0.1075
C11orf75	0.540666666666667
FKBP7	-0.0405
DDOST	-0.564
GPNMB	2.3265
TTF2	-2.1715
KCNT1	-0.159
SLC39A14	-1.22575
NGRN	0.2943
GPR137B	2.50675
MECP2	0.306
PSMA1	-0.34575
C16orf73	-5.1535
TMEM60	0.126166666666667
CSN3	1.0525
NOS1	0.18
RAB7L1	0.197833333333333
YBX2	-0.334
KIAA1166	0.01075
FUBP3	-1.06466666666667
ABCG1	0.871
ACACA	-0.171166666666667
ARL11	0.5239
ATOH1	-0.188
ODF1	0.061
CREB3L3	-2.21316666666667
TMEM127	1.1135
DSCAML1	1.5125
PLN	3.6005
LYPLA1	-0.886083333333333
PRDM9	-2.37075
SASP	1.27175
PLUNC	0.242833333333333
INTU	0.72325
HISPPD1	-0.591
LNPEP	0.1585
YARS2	-0.8995
APCDD1L	-0.854
ZCCHC4	-0.61
FBXO22	-1.1965
TTLL13	0.0945
ZNF669	-0.107
PTGDR	3.873
DDX27	-0.4985
KIAA0409	-0.401
GJB6	0.81925
ASB8	0.42925
PLP2	-0.448333333333333
MEPE	0.023
OR10J5	-0.024
KRT222P	2.5255
COQ7	0.139333333333333
C1orf101	1.76725
RERG	3.0319
CHMP5	0.368
THAP11	-0.09975
ZNF43	-0.816833333333333
ZRANB3	-1.1305
KRT13	4.4135
MRPL19	-0.511
RBBP9	-0.383875
SPATA17	0.5755
BXDC5	-0.122
PAFAH1B1	-0.487916666666666
MAGEE1	1.2005
OSTF1	0.617
KIAA0323	-0.231583333333333
TXNDC13	0.498
CNTN4	1.991
LCE1B	0.3205
UNQ501	0.3825
ZNF154	0.0055
C3orf64	1.34925
SYT5	-0.19
PON1	0.551333333333333
FLJ10357	0.74025
ATP4A	-0.8085
GNPDA1	-0.699666666666667
MGAT1	1.3615
C14orf121	0.13575
SLC35B2	-0.71675
MIER3	0.057
CHEK1	-4.71775
ZNF8	-0.727333333333333
TXNDC1	-0.528833333333333
CKB	-1.1168
RTN3	0.730071428571429
FZD2	-1.85
PART1	0.191625
PSMB6	-0.4655
PCDHB8	-0.109
PHC3	0.1238
PPP1R8	-1.17083333333333
NOVA2	2.0345
TNFRSF11B	-1.66175
GOLPH3	0.4745
UBLCP1	-0.2195
SUHW3	-1.096
TTLL1	0.96425
OPN4	0.189
OR13G1	-0.0855
ZPBP2	0.4352
HSD17B11	0.52425
C9orf50	0.0545
DHDDS	1.12214285714286
CTSW	1.0311
NEFM	-1.8075
MRPL28	-0.94575
SYN1	0.240666666666667
PIGV	0.513666666666667
ZIM2	0.0585
APBB1	0.816333333333333
SND1	-0.585
C1orf123	0.455166666666667
CHD3	-1.446
BHLHB8	-0.105
RNASE2	-0.1425
BCAP31	0.692
SLC25A44	0.12
CHD6	-0.0067
PIB5PA	1.15684615384615
SELS	0.270375
LOC541471	-0.25975
FAT2	3.3975
ZNF81	-0.2515
OR4C16	0.3815
FLJ10081	-0.0879
LRRC4	1.16675
CS	-1.19383333333333
N4BP2	0.435
IGFBP7	1.793
ZNF318	-0.0525
NDNL2	0.603875
ZNF609	0.41125
SIRT4	0.48225
EXOSC10	-0.4065
ECE2	-0.517666666666667
OVGP1	0.47325
GTPBP3	-1.214
PACS2	0.3893
C19orf36	-0.485833333333333
ARL4C	-0.478
ATG4B	-0.59
UBQLNL	1.62975
RHOXF2B	-3.4665
PLEKHG2	-0.9035
GALR1	0.935
AQP4	0.4645
HDAC7A	0.414666666666667
DCUN1D3	1.77175
OR8A1	0.1465
CCRN4L	-0.849625
CBR4	-0.172333333333333
KIFC1	-3.54383333333333
SLC7A14	-1.39183333333333
LHX5	-0.3915
TRPC7	-0.8325
LPXN	-0.413
SERPINA1	-1.851875
RPS13	0.2267
BPIL3	0.1475
PRKAA1	-0.85625
FADS2	0.0405
ENAH	0.5639375
PRO1768	-0.2675
APBA2BP	-0.97675
LIPH	2.29933333333333
C3orf33	-0.0475
RCC2	-1.23314285714286
ALDH1A2	-2.1465
RNF103	1.74625
AHCY	-1.5545
ALG12	0.1935
CCL17	1.63875
ZNF543	1.02733333333333
ESRRG	2.6101
CNGA1	2.1665
RDH5	3.43183333333333
OTX1	-1.3646
PTGFR	1.36316666666667
CDR2	-0.467375
SELE	4.10775
NLGN2	-0.875
EXOSC9	-0.95
ZNF566	0.357333333333333
KLRC2	-4.1715
GPR12	0.4755
KIAA0196	0.2775
PDRG1	-1.26575
SSR3	-0.601357142857143
MSI1	-1.076
CST9	2.2515
CC2D1A	-0.35
PLAGL1	0.327333333333333
ZNF778	-0.501
RNF2	0.18975
KLF6	2.6165
THBD	3.15883333333333
tcag7.1314	1.449
NR5A1	-0.1035
ABCD2	3.1225
DNAJC7	-2.23675
CLEC4C	1.7485
TM2D3	0.664625
CCDC4	-0.7935
PLAC2	-1.8875
DCD	7.762
FAAH	0.7865
POLA1	-0.936
TM7SF2	0.011
FLJ39822	-0.00249999999999999
FLOT2	-0.174
MAP4K1	-0.210666666666667
SRP68	-0.46025
C21orf74	-1.084
ARPC5	0.09775
LOC126075	1.682
HECW2	0.36925
ZDHHC4	-0.2865
ANKRD42	1.3004
PDE9A	0.434833333333333
ABCA8	4.73425
NDUFS2	-0.28775
UBR5	-0.747875
BTBD16	-2.6065
LOC554174	-0.699
ZNF20	0.357
KIAA1843	-0.323
WDR17	-0.21975
C15orf33	0.592
RNF113A	-0.552
CAMKK1	-0.7884
CLCN2	-1.484
ANXA6	0.2
LOC340069	-0.3235
EMID1	0.143
DPM3	-0.567083333333333
ELA1	-0.0695
SLC25A13	-0.6093
KRT24	0.0255
SMPD1	0.2905
TH	-0.03825
COL6A2	1.47014285714286
ANKS1B	1.046
GPR126	-1.7176
ZC3H12A	0.21
TMEM47	1.66733333333333
C2orf51	-0.457333333333333
C1orf88	2.4615
HSF2BP	-0.784
AKAP10	0.40375
RPAP3	-1.122
KLHDC8B	1.131875
STOM	1.0273
MUPCDH	0.0245
C10orf72	0.338125
PLEKHA3	0.473
TCP11L1	-0.28225
CWF19L1	-0.182125
SPEF1	0.683538461538461
YSK4	-0.16825
ELN	2.875
SAMD8	0.3775
MPI	-1.0335
MEPCE	-0.1438
ABCC3	0.503375
NANOGP1	0.9465
KCNK17	2.8135
HLA-DMB	4.43983333333333
RRAGA	1.115
ANGEL1	-0.2385
RBM32B	0.208
CPN1	-3.22725
MGC52282	-0.1743
HLA-A	1.55966666666667
OR9G4	-0.1565
EDNRB	1.71
SCD	1.03664285714286
C14orf80	-1.41366666666667
BAGE2	-0.667
RABL4	0.605833333333333
RCVRN	0.667
SHANK1	-0.4005
NLRP7	-3.34925
CD226	0.38025
STAT3	0.6209375
SYNJ2	-0.8257
TPCN2	-0.531333333333333
WDR36	-0.709
MBD4	-0.14875
ROBO1	-0.8374
ST3GAL6	-2.188
SLAMF8	2.52183333333333
ATN1	0.221
GPR141	-0.316
KRT36	0.6985
TPH1	0.14
DDX52	-0.35025
ZSCAN29	-0.150833333333333
TRPT1	-0.237166666666667
DPEP3	0.5395
DENND4A	-0.248125
TSPAN16	-0.2495
PTCHD2	-0.5205
LOC145814	-1.14125
CAP1	0.0488333333333333
EIF5A2	0.0555
NT5DC3	-0.849875
SEPT9	-0.856
SEZ6L2	-0.538125
EGFLAM	4.564
VPS11	0.661625
NDUFB5	0.110166666666667
CIDEA	5.07633333333333
IER5L	-1.20375
N6AMT1	-0.07075
FAM83C	-0.66025
OXR1	1.1435
IRX1	1.689
DGKB	-0.186166666666667
GCN5L2	-2.06025
MIR16	0.3735
FBXW9	-0.63075
WDR4	-2.57883333333333
PDC	0.9685
VPS33B	-0.60425
HEXB	0.3455
FLJ32214	-0.31175
TCEB3	-1.077
CRLF1	-3.71675
ABI3BP	3.7295
C8orf22	-3.606
PYCR1	-2.1145
KIAA1706	2.54425
CDK5R2	0.2715
WAS	0.3035
C12orf60	-1.00975
CCBL2	0.207625
MADD	-0.14225
C5orf34	-2.40275
WDR42A	0.6118
KLF12	0.638375
HSPA1A	1.37925
ITM2C	-1.392
DAPK2	2.629
LOC442590	1.3995
SUMF2	0.53
CENPA	-4.088
TMED5	0.20925
CDH6	-0.1735
BRP44	0.831125
THG1L	-0.9655
GABRA2	0.6855
C14orf166	-0.1345
MYL1	-1.591
TNFSF18	0.1185
PAP2D	-1.781
PPIB	-0.492
KLHL4	0.064625
SFN	-0.948166666666667
CCDC127	0.421
FRAP1	-0.464
GOLGA5	0.6065
SDCCAG1	0.287375
MGC21675	0.014
C10orf95	-1.3205
KIAA1345	0.3305
C1orf163	-1.4305
LACE1	-0.144
OR10K2	-0.222
CENPN	-2.73612
TMED2	-0.3165
UGT1A6	0.4695
ANG	0.4705
U2AF1	-1.556
CASC2	0.235166666666667
NMT2	1.96166666666667
OSGEPL1	-0.244875
DFNB31	-1.7755
SLC6A20	0.05375
DKC1	-1.39425
FXYD4	-1.10025
WDR64	0.7145
MGC5590	0.467
CREBZF	-0.6745
DAZ1	-0.22925
PRPSAP1	-0.19525
GCHFR	-1.014
TTC7A	-0.411625
LOC196993	1.4835
UBD	2.1745
S100A1	0.686125
RPL6	0.308166666666667
DNAJB6	0.18135
NAGS	0.4997
C2orf58	0.207
KERA	1.21416666666667
MT1X	0.375
UBE2B	1.3344
KEAP1	0.16325
MST1	-2.86225
OMA1	0.2075
ABLIM2	2.1595
BCL2L13	-0.23425
JAZF1	1.01316666666667
TMEM63B	-0.0255
S100A8	2.3392
ARFIP2	0.0445
UROS	0.1295
KHDRBS2	1.044
POLQ	-3.751125
SOAT1	-1.095
SPAG4	-2.1365
MRPS30	-0.984666666666667
LOC494141	-0.1785
OR2T11	-0.0405
ORAOV1	-0.7121
ZNF184	-0.379333333333333
TCEB3B	0.440833333333333
ADAM21	-0.2755
GDPD1	-0.5485
SPINLW1	0.13875
PRR14	-0.189
KCTD9	0.5507
NUDT3	-0.2835
KIAA1822	0.6227
HIST1H4K	0.211
DFNA5	-0.93075
GABPA	-0.391
C14orf44	0.314
POLB	0.169125
PTAR1	0.00675000000000001
SEC31A	0.5846
TRIM58	-1.34575
TAS2R14	-0.36
VPS8	0.154875
H1F0	-0.164
PRKCB1	-1.32616666666667
UGT2A1	0.1175
TOR1B	-0.50625
LSS	-1.408
C2orf19	0.3975
HNRNPC	-0.536214285714286
TMEM100	3.52333333333333
LOC116349	-0.16175
OR51M1	0.351
CCDC142	-1.059
ISG15	-0.085125
ZCCHC14	0.037
CREBL2	1.708875
TGDS	-1.092
DC2	-0.57575
CACNA2D3	-0.223071428571429
ZNF429	-0.86725
LYPD6	0.7475
SUCLG1	0.317
OR51I1	-1.1915
MAGEH1	1.89025
PRPF40A	-0.0705
SMR3A	0.7245
SPINK2	0.40675
THAP2	0.46525
NPY5R	4.15525
IRF4	-1.33125
SPESP1	0.307833333333333
OR10S1	0.2915
DTD1	-0.34025
TUBE1	-0.823
DDX19A	-1.021
PDPN	-0.376875
TMEM34	0.8775
MGAM	1.31925
COL3A1	5.13816666666667
GFM2	-0.9582
OR5A2	0.7005
PSG9	-1.24475
ARHGEF11	-0.110666666666667
IVNS1ABP	-0.3148125
SIGIRR	0.6215
DUSP19	-0.139375
DNAJC14	-0.7381
ACSS1	-0.230875
IL1RAPL2	0.5445
C4orf30	-0.673
SEPT4	2.5975
LANCL3	-2.20525
SPAG17	2.53
PRDX3	-0.169
HNF1A	-2.092875
P4HA2	-1.070625
RFWD3	-1.548
MOV10	-0.8985
DNAJA5	0.734857142857143
LOC729440	0.04475
LOC200383	0.85825
SMC2	-3.00425
MIXL1	-1.44633333333333
TMEM9	-0.38
FAM86A	0.23
ZNF174	-0.0136
MYH14	-0.645
CCR8	0.241
VPS37C	0.645
GPATCH1	0.107666666666667
B3GNT8	2.584
TBX4	-0.51575
CNR2	1.15316666666667
PCDH1	1.441
C5orf29	3.393625
OCIAD2	0.03475
PLCG2	2.1875
KIAA0247	1.299375
HRH3	-0.251777777777778
CAPN13	3.051125
CCR1	0.5124
MGC15523	0.294444444444445
UVRAG	0.5115
DNAJA2	-0.100666666666667
ITGA2B	-1.24933333333333
CLDN5	4.943125
PTPRN2	-1.035
ZNF512	-0.029
PSAP	0.658071428571429
CCDC140	-0.551
LRRC55	0.26725
CYP26C1	-0.209
C8orf47	1.9365
LYN	0.234
DUSP6	1.8845
TGFB3	2.4408
ELK1	-1.3279
PCDH11Y	0.331
HGD	-0.9715
C17orf58	0.89475
MYO3A	0.1905
SERPINE2	-4.3005
AARSD1	-0.927875
C14orf73	-1.72725
ADAM33	1.226
ZNF491	-0.157
MAPK6	-1.3865
TCN1	6.12333333333333
SLC24A6	1.3585
UBE2R2	0.588
H1FNT	0.3225
TATDN2	-0.197333333333333
LILRB1	1.965
P2RY5	2.192
NUCB2	0.98575
C2orf37	-0.6675
SNX27	0.215333333333333
MTA3	0.1395
FOXO4	0.6825
ID4	3.19683333333333
SOX5	0.4455
PXMP3	0.619
OR52M1	-0.1985
SFT2D3	-0.000499999999999987
INA	-2.94783333333333
MCOLN1	0.56075
NFIX	1.6587
CLEC14A	6.43283333333333
HIBCH	0.484166666666667
PLA2G5	2.327
TIMM10	-0.489166666666667
MED17	-0.1646
COL4A4	1.2025
TPP1	0.3115
GJA3	-2.19583333333333
TMPRSS5	-0.1665
AADACL3	0.14
DNMBP	-0.439
ENPP5	3.09483333333333
NQO1	0.2992
ZSCAN2	-0.5155
SEC24C	-0.349333333333333
GTF2A1L	1.504
AXIN2	0.1089
FAM33A	-1.72383333333333
C16orf13	-0.895625
SPNS2	1.4585
TAF1	0.227
AP1G2	-1.0885
RBM42	0.232166666666667
HCN2	0.212166666666667
EFHB	-0.3565
RUSC1	-1.06516666666667
GRIK5	0.029
USP21	-0.8265
ATAD3C	0.46275
ORMDL2	0.616125
PRSS7	-4.1775
PSAT1	-3.21325
FLJ13195	-0.815666666666667
TBC1D1	0.382833333333333
IFNG	1.3975
OTOS	0.148666666666667
ZNF773	0.0986666666666666
EMD	-1.531
RETN	1.10075
CCL8	4.92
APH1A	-0.211625
COX18	-0.559
GTF2IRD2	0.093
CCDC82	-0.11225
PAFAH2	0.0556
NPEPL1	-0.632
RP11-114G1.1	-0.1195
TP53INP1	0.7555
ZNF300	-0.672166666666667
FOXL2	-4.46325
LARP2	-0.04375
