Hybridization REF	TCGA-AN-A0XW-01A-11R-A109-07
TSPAN16	0.0385
PTCHD2	-0.122
LOC145814	-0.90425
CAP1	1.28716666666667
EIF5A2	0.314333333333333
NT5DC3	-0.767875
SEPT9	-0.772625
SEZ6L2	-0.798625
EGFLAM	2.9705
VPS11	0.227
NDUFB5	-0.546333333333333
CIDEA	0.273
IER5L	0.79975
N6AMT1	0.5885
FAM83C	-0.28325
OXR1	0.0948333333333333
IRX1	0.059
DGKB	-0.162666666666667
GCN5L2	-1.5235
MIR16	0.405625
FBXW9	-0.01775
WDR4	-1.64333333333333
PDC	0.26
VPS33B	-0.06575
HEXB	0.0465
FLJ32214	0.96625
TCEB3	-1.10225
CRLF1	-3.432
ABI3BP	1.3595
C8orf22	-3.93675
PYCR1	-0.779
KIAA1706	0.62025
CDK5R2	0.537375
WAS	0.923
C12orf60	0.05025
CCBL2	-0.602875
MADD	-0.081
C5orf34	-1.431
WDR42A	0.0783
KLF12	-0.34325
HSPA1A	2.279
ITM2C	-0.916166666666667
DAPK2	1.22316666666667
LOC442590	-0.5425
SUMF2	-1.125875
CENPA	-1.16407692307692
TMED5	-0.73425
CDH6	-0.5439
BRP44	0.966125
THG1L	-0.23025
GABRA2	-2.686
C14orf166	-0.23875
MYL1	-1.507
TNFSF18	0.0005
PAP2D	-1.736
PPIB	0.0045
KLHL4	-0.610875
SFN	0.766
CCDC127	0.464
FRAP1	0.002
GOLGA5	0.6145
SDCCAG1	-0.230875
MGC21675	-0.6375
C10orf95	-1.53975
KIAA1345	0.900166666666667
C1orf163	-1.3825
LACE1	-0.5875
OR10K2	-0.1995
CENPN	-1.70572
TMED2	0.43175
UGT1A6	-0.472
ANG	-0.69775
U2AF1	-1.23016666666667
CASC2	0.434833333333333
NMT2	-0.649666666666667
OSGEPL1	-0.289
DFNB31	-1.1095
SLC6A20	0.389125
DKC1	-1.21875
FXYD4	-0.547
WDR64	0.34675
MGC5590	0.3015
CREBZF	-1.01733333333333
DAZ1	-0.045
PRPSAP1	-0.22075
GCHFR	-0.46225
TTC7A	-0.37725
LOC196993	1.67425
UBD	3.4895
S100A1	-0.4935
RPL6	0.232666666666667
DNAJB6	0.3175
NAGS	0.395
C2orf58	0.2185
KERA	2.20366666666667
MT1X	0.1902
UBE2B	0.5082
KEAP1	0.49675
MST1	-3.039375
OMA1	0.191
ABLIM2	1.21325
BCL2L13	0.20675
JAZF1	1.01716666666667
TMEM63B	0.727
S100A8	0.5917
ARFIP2	0.5185
UROS	0.19025
KHDRBS2	0.34
POLQ	-2.210875
SOAT1	0.136
SPAG4	-1.2505
MRPS30	1.4445
LOC494141	-0.71175
OR2T11	0.797
ORAOV1	-0.059
ZNF184	0.0365
TCEB3B	0.176166666666667
ADAM21	1.3725
GDPD1	1.7405
SPINLW1	-0.046
PRR14	0.303666666666667
KCTD9	-0.5858
NUDT3	0.39525
KIAA1822	1.409
HIST1H4K	1.65
DFNA5	-1.077
GABPA	-0.446
C14orf44	0.86225
POLB	0.742375
PTAR1	-0.247
SEC31A	1.112
TRIM58	0.2935
TAS2R14	-0.404
VPS8	1.105875
H1F0	1.0615
PRKCB1	-1.71933333333333
UGT2A1	0.296
TOR1B	0.1685
LSS	-0.761416666666667
C2orf19	0.246
HNRNPC	0.249071428571429
TMEM100	-2.75433333333333
LOC116349	-0.66
OR51M1	0.4895
CCDC142	-1.59275
ISG15	1.99275
ZCCHC14	0.279
CREBL2	1.14525
TGDS	-1.45225
DC2	-0.7185
CACNA2D3	-0.0803571428571428
ZNF429	-1.10475
LYPD6	1.83033333333333
SUCLG1	-0.0015
OR51I1	-0.6115
MAGEH1	1.69625
PRPF40A	-0.922
SMR3A	0.869
SPINK2	-0.269
THAP2	1.31925
NPY5R	-0.902625
IRF4	-1.050625
SPESP1	1.46083333333333
OR10S1	0.7425
DTD1	-0.9565
TUBE1	-0.9535
DDX19A	-0.838
PDPN	0.666125
TMEM34	-0.19075
MGAM	2.043
COL3A1	5.86055555555556
GFM2	-0.2145
OR5A2	1.436
PSG9	-1.1585
ARHGEF11	0.163
IVNS1ABP	-0.1014375
SIGIRR	0.68925
DUSP19	0.31275
DNAJC14	0.0487
ACSS1	-0.864
IL1RAPL2	0.5005
C4orf30	-0.82475
SEPT4	2.6655
LANCL3	-1.90975
SPAG17	1.19283333333333
PRDX3	-0.664625
HNF1A	-1.49075
P4HA2	0.14975
RFWD3	-0.671666666666667
MOV10	-0.374
DNAJA5	0.371928571428571
LOC729440	0.21075
LOC200383	1.305125
SMC2	-1.45025
MIXL1	-1.29366666666667
TMEM9	0.90675
FAM86A	0.39
ZNF174	0.1378
MYH14	-0.932
CCR8	0.93875
VPS37C	0.554333333333333
GPATCH1	0.514833333333333
B3GNT8	1.635
TBX4	0.012
CNR2	0.575166666666667
PCDH1	0.74225
C5orf29	3.15575
OCIAD2	1.36775
PLCG2	1.0195
KIAA0247	1.9175
HRH3	0.5643
CAPN13	4.3845
CCR1	-0.286
MGC15523	-0.4
UVRAG	0.168166666666667
DNAJA2	0.0615
ITGA2B	-0.861666666666667
CLDN5	3.064
PTPRN2	-1.31514285714286
ZNF512	0.452666666666667
PSAP	1.06714285714286
CCDC140	-1.0715
LRRC55	0.11475
CYP26C1	1.083
C8orf47	-0.8705
LYN	0.4365
DUSP6	0.3335
TGFB3	3.27113333333333
ELK1	-0.4783
PCDH11Y	-0.139666666666667
HGD	0.65875
C17orf58	-0.489
MYO3A	0.31
SERPINE2	-4.50266666666667
AARSD1	-0.674375
C14orf73	-2.0115
ADAM33	0.0355
ZNF491	0.931
MAPK6	-0.0945
TCN1	3.02766666666667
SLC24A6	0.9075
UBE2R2	-0.09875
H1FNT	0.2385
TATDN2	-0.0556666666666667
LILRB1	2.12575
P2RY5	1.4065
NUCB2	0.12475
C2orf37	0.5125
SNX27	0.404833333333333
MTA3	0.00875
FOXO4	0.092375
ID4	0.5455
SOX5	-1.48083333333333
PXMP3	0.652625
OR52M1	-0.1415
SFT2D3	0.27
INA	-2.818
MCOLN1	0.5475
NFIX	0.0265
CLEC14A	4.59716666666667
HIBCH	-0.494166666666667
PLA2G5	2.61375
TIMM10	-0.187833333333333
MED17	-0.1648
COL4A4	-0.312
TPP1	1.30716666666667
GJA3	-1.0495
TMPRSS5	-1.97925
AADACL3	0.7225
DNMBP	-0.39975
ENPP5	4.81833333333333
NQO1	0.6188
ZSCAN2	-0.0205
SEC24C	-0.636833333333333
GTF2A1L	2.194
AXIN2	-0.4704
FAM33A	0.96425
C16orf13	0.227875
SPNS2	0.54475
TAF1	-0.04175
AP1G2	0.0328333333333333
RBM42	0.3945
HCN2	0.4
EFHB	-0.39
RUSC1	1.207
GRIK5	0.177
USP21	-0.0736666666666667
ATAD3C	0.49525
ORMDL2	0.824625
PRSS7	-3.1245
PSAT1	-5.018
FLJ13195	-0.767
TBC1D1	0.254
IFNG	5.25775
OTOS	0.4585
ZNF773	-0.1135
EMD	-1.141
RETN	0.11825
CCL8	5.12
APH1A	-0.55975
COX18	-0.2405
GTF2IRD2	0.59875
CCDC82	-1.036
PAFAH2	0.7743
NPEPL1	-0.7446
RP11-114G1.1	0.638
TP53INP1	1.405125
ZNF300	-1.31933333333333
FOXL2	-3.02725
LARP2	-0.481833333333333
LATS1	-0.25525
HTR6	0.534
SPOCK2	1.2095
RNF144B	2.78283333333333
HTATIP2	-0.00175000000000001
MGC10334	0.352333333333333
CENTA2	2.9895
FGF2	-1.33375
FXYD7	0.37475
PHYHIPL	-1.732
GPR34	5.23325
DDX6	-0.6035
OR10W1	0.3915
LHFPL1	-0.3255
ZNF313	-0.558857142857143
VPS28	0.87425
AP3M1	-0.1244
AKR1CL2	-0.8135
TRAF4	-0.25425
OR2B11	0.3965
C19orf12	0.4925
AKAP9	0.4805
C1orf62	0.12375
SLC20A1	-0.6514
FAM112A	0.95875
LDB2	1.092875
MRPS23	0.55375
KLK5	2.63525
SPTB	-0.3137
EFEMP2	1.217
EFNB2	0.878125
PCM1	0.148214285714286
NMNAT3	2.92425
TSG101	0.372333333333333
C8orf40	-0.182
NOB1	-1.192
ABHD3	0.014
GTF3C4	-0.5965
PIGN	1.43216666666667
GALNTL1	0.80375
AEBP1	2.9265
OR9Q1	0.7535
ANKRD2	0.12875
CCL28	-3.65675
TRIM38	1.03283333333333
TMCC1	0.57775
SMG5	-0.5425
LRRC7	-0.828
NCAPD2	-1.34133333333333
C6orf153	-0.4935
C1orf74	-0.0935
OTUD6A	0.402
DCP2	-0.274
TMEM24	-0.50075
RPL18	0.297333333333333
TMEM177	-0.83725
LRRC37A3	1.02675
C1D	-0.675666666666667
LDHC	-2.2225
UBE4B	-0.0258333333333333
NIT1	0.3205
BTN3A3	2.091375
RASD1	1.101125
COMMD3	1.502
SHFM1	0.1755
BIRC8	0.472
DUT	-0.85275
C12orf51	-0.2225
LRRC59	0.448333333333333
LY6H	-0.1635
WDR22	0.370333333333333
EDEM1	-0.110214285714286
ADH1A	0.822
PANX2	0.1979
CYP11B1	0.34575
CDC73	0.36125
GPR172A	-0.3735
GSTM3	0.738846153846154
KCNA5	0.415875
SERAC1	0.561333333333333
NFATC2	0.4125
ANAPC5	-0.1689
C15orf24	0.305
NFATC2IP	-0.840916666666667
TNRC6C	0.2825
MGC102966	0.443625
FGD5	1.06483333333333
MED9	0.2055
RAB13	-0.0195
C15orf49	-0.1935
CRYGS	0.3981
C12orf53	-1.0142
LOC283693	-0.65
COX6B2	0.265875
PHF14	-0.54875
FAM3A	-0.421125
RPL13	-0.2376
PRDX2	0.5833
FLJ34047	-1.2365
PRMT3	-0.97525
KCTD19	-1.7175
TRIM10	-0.643833333333333
MGC26597	-0.0215
GCNT4	0.1215
GPRASP1	1.94525
CDKN1C	0.212
RHBDL2	1.0034
HSPH1	-0.045
AQP1	2.348625
COL17A1	1.2918
GFAP	0.32275
CDC16	0.503
KIAA1614	0.045
C6orf118	-0.00466666666666667
ZSWIM5	-2.38225
FAM83F	2.62325
LYNX1	0.5596875
SYNPR	-0.2425
XG	3.94016666666667
PRSS16	1.373625
KIF13B	0.911714285714286
PCDH9	-2.26975
HIST1H2AH	0.958
RBM18	-0.32075
ZNF626	-0.428625
HEXIM2	0.200833333333333
ITFG1	-0.1285
TUBG2	-1.1515
SFRS7	-0.186666666666667
C9orf14	-0.384
EXTL1	-0.56875
GBP3	2.281
WDR5	-0.8495
RARG	0.401666666666667
MYO7A	1.05325
CECR6	0.365
C13orf3	-1.5745
SFRS18	-0.57225
ACVR1B	0.3075
PSMD1	0.1982
C7orf31	0.220333333333333
ILVBL	0.398
IFNGR1	0.92175
RNF186	0.122
NOL9	-1.238
MAGEL2	1.11525
SLC29A2	-0.836
NHSL1	-1.49825
RBMX	0.1585
PSORS1C2	0.46325
RAD51L3	-0.266083333333333
LCN6	0.71475
ORAI2	-1.0745
BRUNOL6	0.0297
OR4K5	0.1005
CDC123	-0.649375
MSLN	-2.37383333333333
WWTR1	-0.8105
ZNF700	0.022
COBL	0.3205
PPP1R16B	0.896875
GAS7	0.9119
MDN1	-1.191875
HAAO	0.3455
C9orf68	0.183
TNFAIP2	1.36175
FOXN1	0.265
hCG_2033311	0.583166666666667
ATP6V0D2	0.5856
RPL41	0.388375
SLC38A1	0.15775
ARHGAP6	-0.950416666666667
ADAD2	-0.2145
PHF20L1	0.2045
MCM3AP	-0.117333333333333
ST3GAL3	-0.161166666666667
SNX1	0.449333333333333
ELF5	-0.41025
PARP3	0.269
RBM8A	-0.1905
LINGO4	0.6085
ITGA9	0.461833333333333
ZFR	0.0375
ACSL6	0.693
FLJ20699	-0.4046
DAOA	0.82375
FABP4	1.15825
KCNB1	-1.9135
CANX	0.3443
SLC25A28	0.3985
ADIPOR2	0.407625
ECHDC2	1.1955
SMA4	0.15575
FRZB	4.0635
PABPC1	-0.0763333333333333
DMRTB1	-0.060625
APOBEC3G	1.7405
CATSPER2	-1.12583333333333
CUEDC1	1.138
STARD9	-1.0035
CLDN8	3.113625
LOC23117	-1.23195454545455
E2F6	-0.129944444444444
TMEM126B	-0.987
DPY19L4	0.38975
GIMAP5	3.14516666666667
NDUFA9	-0.361166666666667
FAM77C	1.3315
CTPS2	0.125
LOC51035	-0.24425
WDSOF1	-1.00775
EGLN3	0.644625
PITX3	0.563333333333333
OR52E8	0.1105
GRM4	0.0835
KLK1	-2.73366666666667
GPM6B	-1.011125
RRAGD	-0.628666666666667
PAGE5	-3.062
UCHL5	-0.934166666666667
ULK3	-0.187333333333333
AIM2	3.29116666666667
PNO1	-0.9225
OR2F2	0.3035
GNAT2	-0.5545
SIX1	-2.246
ST13	0.41775
ZBTB44	-0.572875
TIMP2	0.88775
ZMAT4	1.29975
GTF2IRD1	-0.285666666666667
ZNF19	0.8515
ZNF714	-0.8085
RSC1A1	-0.06
C9orf80	-0.1575
PSMA8	-0.470166666666667
TMEM141	-0.13175
COX4I1	-0.024
CTAGE1	0.755166666666667
DTWD1	-0.513
HSD11B1	2.05775
KRT6B	4.25
ARID4B	1.247125
LHFPL3	0.358
WWP2	0.140583333333333
ZNF326	-0.817
RGPD1	-1.194
CTSH	1.25366666666667
FASTKD1	-0.857
PAF1	0.9211
TTC9C	-0.27175
IFT57	0.6979
PRSS36	0.283
IL20RB	-2.131
ZNF592	-0.192166666666667
DCTD	-0.5418
CFP	0.8455
MFNG	-0.069
JMJD2B	0.42125
ALDH3B1	0.089875
THSD4	1.29766666666667
KCNJ5	3.24533333333333
LMNA	0.500666666666667
TBCD	0.09125
ZNF250	0.489833333333333
CASQ2	0.644
PEG10	-3.3125
PRAME	-5.2682
NP	-0.093625
TRIM59	0.831166666666667
ZNF12	-0.277875
XTP3TPA	-0.2835
SIGLEC7	0.9326
PANK4	-0.29225
FAM70A	-0.476666666666667
SNED1	0.15275
HIP1	0.2188
RAET1E	0.042
AMAC1L2	-1.056
AHNAK2	0.3255
TOE1	-0.673833333333333
RECQL4	-1.44475
SPRYD3	0.5145
DPAGT1	-0.6975
MAGED2	2.5321
ANKRD55	0.30925
TRPS1	3.47341666666667
DOK7	-0.80875
TFPI2	-4.17725
GTF2H3	-1.40316666666667
CYP4F11	0.565125
LHX2	-2.5635
ATG16L1	0.828
ASB12	-0.199
C1orf116	3.12825
NF2	-0.63945
POM121	-1.0395
PHYHD1	1.168
TXNDC17	-0.639666666666667
DKFZp779O175	0.0825
NUP62	0.2215
MYO18B	-0.6445
PRAMEF1	0.0905
TCBA1	0.275875
TMEM168	0.468
FJX1	-0.101166666666667
CLCF1	1.91225
SEPN1	0.365875
IGSF2	1.986
NUDCD1	-0.695166666666667
TFF3	3.83066666666667
NDFIP1	0.990357142857143
CHCHD4	-0.714
TNR	0.529
CUTA	0.728666666666667
USP44	-4.10825
DPP10	0.359666666666667
IWS1	0.081
PCGF1	0.31725
SULT1C4	0.754
NTF5	1.127
PTPN13	0.9695
SSTR5	1.168
SFRP1	-2.83175
IDH3B	-0.679625
SUOX	0.348333333333333
TMCO5	0.0155
GOLT1B	0.24025
MIB1	0.458142857142857
PCDHGB1	0.4265
SUSD1	0.45775
ICAM5	-2.99283333333333
PAPOLB	-0.02375
URM1	-0.0528
TMEM106B	0.287666666666667
LRIG2	-1.2935
SLC27A5	0.20275
CLIC6	1.3898
ZNF420	0.9365
SCN9A	-0.7349
KIAA1909	-0.45425
ELMOD1	-1.35825
PRKAG1	0.185
FAM64A	-1.49633333333333
EEF1G	-0.81495
SMAD5	-0.10375
INCENP	-1.66525
WASF2	-1.2785
GARS	-0.5787
CDK10	-0.4145
HLX	0.540666666666667
MDM4	-0.176125
ZNRF1	0.0757142857142857
HHATL	-1.6285
FAM21C	0.8109
HIST2H3C	-0.32225
PFDN2	0.3565
ZNF200	-0.87925
NDN	0.32625
HBA2	-2.73883333333333
FBLN5	2.332125
PUM1	0.0179285714285714
TNNT1	0.842166666666667
C19orf59	-0.105
HNRPH2	0.281666666666667
RAB7A	0.583166666666667
PMS2	-0.24975
BIRC3	0.206
NRSN2	0.144625
OR52K2	0.395333333333333
SPOCK1	0.732785714285714
H2AFY	0.57325
RXRB	-0.2625
ZNF638	0.360666666666667
ANKRD45	-0.07675
ACTN4	0.649833333333333
FXC1	-0.20925
EIF2B5	-0.0665
VPS33A	-0.4145
PINK1	0.115
FAM106A	-0.8245
SKIP	0.448375
GAPDHS	0.125
MUM1L1	4.58675
PSTPIP1	2.394
CNTNAP1	-0.9862
CYP26A1	1.945
APOL2	1.4753
TACC2	-0.197375
COX7A2L	0.126142857142857
HSD17B1	0.6540625
ARRB2	0.432
SLC7A6	-0.3798
HSD17B10	0.28375
RBJ	-0.341
NUP155	-1.346
MRPL10	0.564333333333333
CYCS	-1.18408333333333
CCDC46	0.330333333333333
TECTA	0.5995
GNAL	-0.3
LPO	0.453
PEBP4	1.64425
DDX11	-2.17825
C18orf12	0.47
TAF9B	-0.2425
IMP4	0.2455
RPA4	-1.62716666666667
NDUFS1	-1.066
UPK1A	-0.518333333333333
ARRDC2	0.778166666666667
C18orf20	0.4385
AES	0.106285714285714
CD2BP2	0.269
C16orf54	0.538
UGT2B17	0.1175
FGFR1	-0.736090909090909
CEACAM6	3.6793
CHRM5	0.2745
CERK	-1.042
AP3S2	0.317071428571429
ANKS4B	-1.44375
CLCNKA	0.1845
ZNF208	-0.496
HLA-DRB5	4.276
CARKL	-0.95225
GOT1	-0.525833333333333
CASP6	0.457375
HOXA1	-0.6385
RCL1	-0.82175
ZNF181	1.1725
RAB40B	0.0045
MRPL38	-0.091875
LRRN2	3.7555
C3orf25	0.326
OR5D14	-0.365
OR10AG1	0.0615
BET1L	0.4827
FRY	2.3525
AK3L1	-1.02675
CSF3R	1.33616666666667
POLR3K	-1.1305
ATG2B	0.898333333333333
EPS8	-0.349833333333333
DARS	-0.574
C10orf56	0.508166666666667
DAD1	0.0509166666666667
RIOK1	-0.998
HERC2	-0.196
HSD11B2	0.276666666666667
FAM96B	0.42025
MGC13057	-1.528625
BSN	-0.2965
CAND1	0.217666666666667
HCST	2.46775
ACTR10	0.600333333333333
OR8D4	0.0515
NASP	-1.5436
COL9A2	-0.131333333333333
LYZL1	0.3635
GPC5	-1.929
TBL3	-0.742833333333333
CENTD2	0.3101
OR5AP2	-0.13975
TLR1	2.79475
LMO6	-0.36125
ZIC2	-3.7185
CPNE5	1.02175
ZMYND15	1.74775
FLJ22374	-0.173666666666667
CCDC106	0.69925
PARP16	0.48675
PDIA3	0.0445
C14orf126	-0.4225
CECR2	-0.7825
SFRS1	-0.402785714285714
FIGLA	0.285
DCP1A	-0.456333333333333
MGC45800	-0.025
TEKT1	0.792833333333333
C10orf67	0.261
CLN5	0.780625
NTN2L	0.1195
GLE1L	-0.3955
CES2	-0.4681
GNAS	0.854555555555555
DDX53	-0.672
TSPAN13	2.29075
MRPL52	-0.4903
SPIRE2	-0.688375
TAS2R39	0.4165
SCUBE3	0.80425
UCRC	0.5555
CDKL3	0.0415
KIAA1715	0.1494
ZNF345	0.4465
RTF1	0.006125
DHRS7	1.03075
RIPK4	-2.93283333333333
EXOSC2	-1.64416666666667
MS4A2	3.819
FGF17	0.1075
WDR59	-0.380375
EVI2A	0.3705
IL17RC	0.656166666666667
HS3ST1	3.0975
ITGB1BP2	-1.5815
RBPJ	-0.442
GIMAP1	4.2435
INE1	-1.42033333333333
ALDH18A1	-0.188125
TPI1	-1.52725
GATA6	0.446
CABP1	-0.582
ZNF484	0.56525
DAPK3	0.372
GJB1	-2.99775
PIN1	0.265
SLC6A15	-3.34633333333333
CNO	-0.225
RIN2	2.011625
FRRS1	0.8095
CYorf15B	-3.714125
DMRT3	1.263
ATAD1	-0.780375
OTUD4	-0.363833333333333
ATOH8	-2.0795
ZSCAN16	0.859625
ASCC1	-0.3335
OTUD3	-0.256875
MGC33212	0.0948333333333333
YME1L1	0.11275
RP11-218C14.6	0.39225
PCBP4	-0.0325
TNFRSF10A	-0.108
CDH10	0.411
KL	1.900875
SCP2	0.564333333333333
C9orf119	0.37625
SON	0.0563333333333333
MAFK	-0.3095
SBNO2	0.7005
SLC6A6	0.388833333333333
SC4MOL	-0.317875
FAM35B	-0.002625
PPP1R9A	1.34975
PDZRN3	1.203375
CXorf20	1.139
C6orf126	2.03325
AVEN	0.27875
FLJ21075	-1.142
C14orf132	-0.07
PCK2	-0.951
GUCY2C	0.602
BARX2	-1.1065
PEX11G	1.3725
DAO	-0.732166666666667
C10orf49	-0.43425
EDNRA	3.55683333333333
PPP2R5A	1.0604
DDX39	0.509
SERF1A	0.20275
ASCIZ	0.5381
FNDC8	0.0585
PTMS	0.644625
PHF7	0.57175
PIP4K2B	-0.0501874999999999
HHLA2	0.1805
BDH2	0.2669
APOBEC2	-0.50475
PENK	0.147166666666667
SMAD9	-1.57725
MT3	-0.12575
RGL1	0.569375
ATG10	-1.04775
DLGAP4	0.329833333333333
APPBP2	0.733428571428571
BACE2	-0.281071428571429
LOC339344	0.767166666666667
ZNF395	-0.8844375
HIST1H2BL	0.15475
ZNF467	0.971375
SLC25A21	-0.017
PALM2	-0.232333333333333
NSUN5C	-1.104
IL5	0.4942
CLSTN2	4.195
ANXA8L2	1.01225
PTGES	-0.619125
GDAP1L1	-0.260833333333333
OPRK1	-0.448166666666667
WDR20	0.345
C12orf4	0.226875
NUP88	-1.102625
XRCC6BP1	-0.477333333333333
FCGBP	1.40721428571429
LEMD2	0.0295
NOMO1	-0.81725
C10orf79	1.2405
ZNF79	0.8272
OCRL	0.1359
HSPA8	-0.033625
DIDO1	-0.664666666666667
PLA2R1	2.18075
COG3	0.1945
NGDN	-0.879
CBFA2T2	-0.26725
PNOC	0.16825
PRRG1	0.15275
AGGF1	-0.332
DPF2	-0.1305
YIPF7	0.1635
TRPV5	0.0215
ZNF322B	0.61875
MED12	-0.102
CARS	-0.138
ABCC11	4.0545
C9orf25	0.3935
MYH1	0.3335
FRYL	0.0975833333333333
AGTRAP	0.50325
MMP27	3.2635
ZNF432	0.118125
OR8D1	0.494
OR13D1	0.29225
VWA1	1.39225
STON1	0.47675
IL5RA	0.37725
PERP	0.144
C10orf107	1.419
TNFSF12	2.50225
FN1	1.39641666666667
MTR	-0.119166666666667
PHLPPL	0.0131666666666667
ZNF425	0.519
DHFR	-0.767111111111111
PPP1R12A	0.42125
RSPO2	-1.582
ZNF7	-0.2885
ZNF583	0.632
TPMT	-0.941833333333333
GPR132	1.360625
OR2T12	-0.6005
SERTAD2	-0.3779
ATP1A1	-0.4857
FRMPD3	0.85075
ZNF672	0.60375
PLXNB3	0.580375
EML5	0.702
FAIM3	1.021
UBQLN2	0.65125
SORCS2	2.232
PRIM2	-0.9955
ACVR2A	1.199
YWHAZ	0.298
PGM2L1	1.333
GNAO1	0.00921428571428569
RPL10	0.2572
RPS6KA6	1.0535
PFKL	-0.520833333333333
SH3D19	0.389625
AURKB	-2.28066666666667
ZC3H6	-0.147625
DISC1	0.301333333333333
FLJ39660	-1.62666666666667
TMEM25	1.75825
OSBPL10	-0.191875
CLTCL1	-1.01483333333333
ALG6	-0.19325
CATSPER4	0.3125
LRTM1	-0.929
RRAD	1.62683333333333
TIPIN	-1.86475
CARD14	-0.00262500000000002
RBM9	0.0968333333333333
RASSF4	1.7815
SLC25A18	0.63
C6orf58	-0.5596
IGHD	0.559
PLA2G6	-0.0265
TPT1	0.484125
SEC63	-0.3754
CCDC113	0.1397
TDRD10	0.424625
KIAA1666	-0.500125
TOR1AIP1	0.996833333333333
SYTL4	0.455166666666667
SPRR2F	-0.8885
CEBPD	2.13925
SNTG2	0.4695
C20orf77	-0.662333333333333
TAS2R49	-0.2785
C6orf173	-1.58416666666667
SVEP1	0.7993
PXN	-1.04471428571429
VIL2	0.306916666666667
C5orf21	0.861833333333333
DIXDC1	0.455125
GANAB	-1.27233333333333
PDSS1	-0.7365
NGFR	0.00799999999999999
ATP8B4	1.7535
BMP8A	-0.033
CCDC132	0.0530833333333333
GNRH1	-0.751
OR10T2	-0.1105
PDGFD	2.84466666666667
OR6W1P	0.0745
HARS	0.039
KRT77	0.0695
AQP8	0.124
ITGB1	0.4199
ZNF254	-0.0867
PAX1	0.1475
PSMC4	0.6427
ANKRD22	5.42125
PSMD8	0.725166666666667
HTR1E	0.370833333333333
SOX10	-2.4807
OR5B2	1.201
RABGEF1	-0.508785714285714
MAP1LC3B	0.6145
CYB5R4	0.926
AGXT2L1	-1.12425
FLJ41603	0.612166666666667
TRAPPC2	0.592333333333333
FNTB	0.6839
FLJ14107	-1.10683333333333
AURKAIP1	0.27425
DSE	2.41975
NFKBIZ	-1.42333333333333
OSBPL3	-0.795166666666667
LOC130576	1.55275
SLC39A9	0.5095
LOC137886	0.802333333333333
RHCE	-2.379
ATG7	0.802333333333333
FAM82A	1.054
FBN3	-0.092
MCFD2	-1.16983333333333
CASP14	0.5395
EPS15	0.896333333333333
SFRS2B	0.2235
C19orf47	0.195
PLAC9	1.7105
GPR23	-0.55
BTNL3	0.518333333333333
RGS8	0.6445
GNS	0.57075
ENO2	-1.15333333333333
CBX1	1.3719
PEX26	-0.0185
LRP5	-0.468833333333333
ADAMTSL4	-2.14466666666667
ARR3	-0.0896666666666667
MAP1A	0.6945
CD2	5.7765
NAV2	-0.27175
TMEM69	-0.012
ATXN7	-0.9275
CHN2	-0.229166666666667
ZNF781	0.315166666666667
HAS2	-2.9095
KIAA0241	-0.665833333333333
BIC	2.36875
MOBKL2A	0.60125
CYP2C9	0.764
CNOT7	-0.105857142857143
SFRS10	-0.943
CST11	0.466
FLJ37543	0.3925
NKAP	-0.741
RUNX1T1	3.3225
EAF1	0.0705
IL4I1	3.41525
LRRC61	0.0693333333333333
PSIP1	-1.80041666666667
SPRR4	-0.146
ZFP90	0.6565
AP2B1	-0.0106923076923077
SLC30A7	0.0975
C7orf28A	0.048
S100B	-2.739
BMP2	-2.143
ESR1	2.18433333333333
ZFPL1	-0.23775
ARHGAP12	0.3465
LRRC19	0.0118333333333333
ZNF767	-0.605666666666667
NACA	-0.1387
OLIG1	-2.359875
PRF1	2.6765
LST1	3.4275
SPATA9	0.129333333333333
CNFN	1.5825
CDK4	-0.394
TCF15	-2.382
PARC	0.335
PPM2C	0.646
LOC283345	0.227
FAM107B	0.6165
DMXL1	-0.204875
RBM3	0.171
HTR5A	-0.942833333333333
SCFD1	-0.346166666666667
EPHB3	1.9925
ROPN1L	0.2475
RAMP3	0.511
TSPYL5	0.394636363636364
GAP43	-2.012
PAPD4	-0.074625
PDE3A	-1.20175
TNFRSF10C	0.784
JMJD5	-0.4565
RASGEF1A	0.5481
C16orf65	-0.125666666666667
HIPK3	0.2385
XYLT2	1.5355
XPOT	-1.2825
GAL3ST1	-2.025
DHCR7	1.37175
AMIGO3	0.520166666666667
FGFR4	-0.787666666666667
CRAT	1.149
PPP1R14D	0.1845
TRIM14	0.3957
TMPRSS11D	0.175
SLC7A11	-1.96514285714286
OR10H2	0.54925
PPM1E	-1.0415
DOCK4	0.917875
FAM127A	0.76025
ENOPH1	-0.1015
SLC5A3	0.3993
ZNF530	-0.0653
NTS	-6.62325
FRMD4A	0.184375
BCL11B	-1.84266666666667
PRM1	-0.08525
UQCC	-0.8385
S100A16	2.12733333333333
PLS3	0.6515
WWOX	0.593714285714286
CCDC23	1.0255
GTSE1	-1.24666666666667
GP2	1.567
FLJ32549	0.385375
CHIT1	2.154
KLF9	0.493875
RPS24	-0.4792
MIA	-0.944
FIGN	-0.93675
PYROXD1	0.199625
PCSK2	0.592
MRPL9	-0.20775
RPL24	-0.323875
C12orf32	-0.96825
HIST1H2BE	0.1535
RGS18	3.84325
LFNG	2.137625
RAB4B	0.8231
FBXO25	0.7495
TSPAN31	0.162166666666667
ARL8A	1.30064285714286
C10orf83	-0.0817
OR51B6	0.1885
CNKSR2	-0.61425
C1orf156	0.018
