Hybridization REF	TCGA-E2-A10B-01A-11R-A10J-07
FUT2	1.8265
TAAR8	0.1745
FZD4	-0.0289166666666667
PNMA3	0.0735
OR4L1	0.11
WIT1	-1.7575
EXOC3L	1.11325
ATPBD4	-0.8185
KRBA1	-0.255
UBXD6	0.13675
HOXB7	-0.147071428571429
C7orf23	-0.9925
UNQ338	0.30625
STAB2	0.66825
CDC20B	1.3235
IRF9	2.24375
CENTG1	0.115083333333333
TNPO2	-0.68525
MCPH1	-0.14625
BMS1P5	-1.93525
SLC26A7	0.28625
HIST1H3J	0.53
C9orf3	0.5822
LBH	1.131
MYO1D	0.6595
PTDSS2	-0.5305
NFU1	0.13125
DEPDC4	-0.13675
WNT7B	1.1288
GLP2R	-0.3235
SETD4	0.2968
DYNLT3	-0.4384
FKBP11	-0.968833333333333
SESTD1	1.28916666666667
FLII	0.3365
RPS16	-0.3252
CHPF	0.105833333333333
CSNK2A1	0.0893333333333333
SUMO1P1	-0.1025
FKBP6	-0.3135
ZNF214	0.665666666666667
TWIST1	0.0588333333333333
DDX56	-0.447
TRAM1L1	1.9259
EPO	-2.15183333333333
MRPS18B	-0.72175
ZNF682	0.436166666666667
RPL14	-0.341166666666667
MAFF	-1.24575
LOC51136	-0.729375
LY96	0.075
DDX20	-0.10925
ABTB1	0.597333333333333
ARL5A	-0.0716
CCT6A	-1.29625
HEPACAM	-0.7295
EHHADH	-0.603333333333333
RBAK	0.309
CGB1	0.19425
ITGB5	1.4804
YIPF3	-0.18625
FKBP2	0.42275
NR1D1	-0.9199
TMEM110	1.1905
NEK2	-0.789
PRAMEF8	-3.099
C20orf52	-0.135166666666667
PCDHGA3	-0.8155
VWA3B	0.21625
NDUFA5	0.47675
THAP9	-0.276
FLVCR2	-0.5415
AP1S1	-1.7115
SMAD6	-0.557
SAV1	-0.094875
SAT1	0.340625
ZNF251	-0.225625
ADAMTS7	0.3373
RPP38	0.00825
C1orf211	-1.516
YPEL2	1.15765
RBMS1	-0.411
ZNF445	0.04
NRXN2	0.246666666666667
PGBD4	0.00425
UGT2B28	0.574
WBSCR16	-0.571
NLRC3	0.41225
ASTL	0.17525
ST6GALNAC1	-2.8155
ZADH2	0.22375
MLLT4	0.609083333333333
ARL6	0.231166666666667
MEF2C	0.6685
CBFA2T3	0.041
AFF3	0.976928571428571
COG7	0.7915
MYB	-0.00683333333333333
PLXNA3	0.1725
XRCC2	-1.25266666666667
MMS19	-0.4415
ST8SIA5	-0.692
CHPT1	0.358
KIAA1712	-1.183625
OR6X1	0.0735
ACTR3	-0.272625
UGCG	1.19366666666667
OR4P4	0.5905
ZAP70	-2.85875
LPP	0.506
ZNF485	0.5545
PTPRCAP	-0.00725000000000001
IL12RB1	0.34675
ATRX	0.1842
CHST8	1.25175
C14orf109	0.214
ARV1	0.89175
NMB	-0.562857142857143
COX5A	-0.540833333333333
EIF6	-0.0865
MPPED2	-0.251333333333333
SEMG1	-0.503
CHRDL1	0.4135
TRAF3IP2	0.88725
WNK2	0.68
LILRA4	1.9285
LAMA2	3.6135
PXT1	-0.065
RLBP1	-2.8585
CD300C	0.492
SLTM	-0.18175
FLJ10404	0.16
APOBEC3D	-1.21683333333333
RENBP	0.141833333333333
ATXN7L1	0.720875
NID1	-0.1465
TUBGCP3	-0.97275
ITIH5	0.579833333333333
CCDC110	0.48375
C8A	-2.4725
MGC87042	-1.03625
HOXC13	1.19525
TFDP2	-1.18825
HCP5	1.64225
POLI	0.52025
UCN	-0.4235
ZNF764	0.694833333333333
C8orf45	0.18375
FHL3	-0.76225
SPATA5L1	-0.5955
MMRN2	2.26033333333333
NDST1	0.770166666666667
COL20A1	0.1225
ZNF248	-0.547833333333333
PELP1	-0.199166666666667
MBL2	-1.63916666666667
RNF41	0.760625
C5orf24	0.82525
THOC5	-0.384625
SERINC3	1.22258333333333
RP11-151A6.2	-0.14275
CDCP2	0.018
HIST1H2AA	0.08025
C11orf75	0.248833333333333
FKBP7	0.01725
DDOST	-0.252
GPNMB	0.886333333333333
TTF2	-1.488
KCNT1	-0.0085
SLC39A14	-0.7275
NGRN	0.5466
GPR137B	2.05975
MECP2	-0.04925
PSMA1	-0.7415
C16orf73	-4.43875
TMEM60	-0.133833333333333
CSN3	0.066
NOS1	0.305666666666667
RAB7L1	0.2585
YBX2	-1.3025
KIAA1166	-0.85075
FUBP3	0.434
ABCG1	1.585
ACACA	-0.29725
ARL11	0.1483
ATOH1	-0.5385
ODF1	0.0445
CREB3L3	-1.35583333333333
TMEM127	0.927785714285714
DSCAML1	1.18275
PLN	1.92566666666667
LYPLA1	-0.477583333333333
PRDM9	-1.26675
SASP	0.15675
PLUNC	0.143333333333333
INTU	-0.0765
HISPPD1	0.33075
LNPEP	0.557166666666667
YARS2	-0.194166666666667
APCDD1L	-1.381
ZCCHC4	-0.673
FBXO22	-0.629333333333333
TTLL13	0.013
ZNF669	0.422166666666667
PTGDR	1.3105
DDX27	0.275
KIAA0409	-0.0655
GJB6	0.38175
ASB8	1.43825
PLP2	-0.769666666666667
MEPE	0.18125
OR10J5	-0.271
KRT222P	1.41725
COQ7	0.974333333333333
C1orf101	0.28025
RERG	4.2776
CHMP5	0.871625
THAP11	0.35575
ZNF43	0.4425
ZRANB3	-0.8005
KRT13	0.070125
MRPL19	-0.579875
RBBP9	0.38425
SPATA17	1.234875
BXDC5	0.165833333333333
PAFAH1B1	-0.157
MAGEE1	-0.17875
OSTF1	0.71925
KIAA0323	-0.359
TXNDC13	0.3185
CNTN4	1.65175
LCE1B	0.1275
UNQ501	1.75875
ZNF154	0.81925
C3orf64	-0.067
SYT5	0.3028
PON1	0.315166666666667
FLJ10357	-0.019125
ATP4A	-0.3425
GNPDA1	-0.0653333333333333
MGAT1	1.0035
C14orf121	0.29025
SLC35B2	-0.3985
MIER3	0.398
CHEK1	-2.1515
ZNF8	0.297166666666667
TXNDC1	-0.136
CKB	0.1417
RTN3	-0.0991428571428572
FZD2	-0.0518333333333333
PART1	-0.06125
PSMB6	-0.348
PCDHB8	-1.0595
PHC3	-0.1731
PPP1R8	-0.4905
NOVA2	1.03966666666667
TNFRSF11B	-3.284375
GOLPH3	0.873
UBLCP1	-0.51375
SUHW3	-1.67125
TTLL1	1.36275
OPN4	0.6905
OR13G1	0.0885
ZPBP2	0.0805
HSD17B11	-1.7755
C9orf50	0.142
DHDDS	0.141071428571429
CTSW	0.4664
NEFM	-0.985833333333333
MRPL28	0.00925
SYN1	0.8265
PIGV	0.0106666666666667
ZIM2	-0.8275
APBB1	0.893
SND1	-0.109
C1orf123	-0.174
CHD3	0.04175
BHLHB8	0.22225
RNASE2	0.114
BCAP31	0.515625
SLC25A44	0.829666666666667
CHD6	0.2492
PIB5PA	2.05292307692308
SELS	0.139875
LOC541471	-0.305375
FAT2	0.1165
ZNF81	-0.0605
OR4C16	-0.029
FLJ10081	0.2991
LRRC4	0.54575
CS	0.286
N4BP2	-0.16975
IGFBP7	2.05225
ZNF318	0.0865
NDNL2	0.470875
ZNF609	0.833375
SIRT4	0.3305
EXOSC10	-0.50625
ECE2	-0.13375
OVGP1	2.03175
GTPBP3	-0.43925
PACS2	0.3874
C19orf36	0.847166666666667
ARL4C	-0.187375
ATG4B	-0.301
UBQLNL	-0.6085
RHOXF2B	-3.4815
PLEKHG2	-1.3975
GALR1	-0.046
AQP4	0.237333333333333
HDAC7A	0.550333333333333
DCUN1D3	0.3285
OR8A1	-0.0965
CCRN4L	-0.162
CBR4	-0.298833333333333
KIFC1	-2.248
SLC7A14	-0.871833333333333
LHX5	-0.161
TRPC7	-0.488
LPXN	-0.62325
SERPINA1	-2.054125
RPS13	-0.8154
BPIL3	0.1605
PRKAA1	-1.33975
FADS2	1.9315
ENAH	0.2868125
PRO1768	-0.339
APBA2BP	1.40075
LIPH	1.16683333333333
C3orf33	-0.32425
RCC2	-0.0942857142857143
ALDH1A2	-2.8274
RNF103	1.913
AHCY	-0.197
ALG12	0.312
CCL17	1.48675
ZNF543	1.13166666666667
ESRRG	1.7679
CNGA1	-0.574
RDH5	-0.850666666666667
OTX1	0.0442
PTGFR	-0.763666666666667
CDR2	0.409875
SELE	2.4865
NLGN2	-0.358833333333333
EXOSC9	-1.07275
ZNF566	0.192
KLRC2	-4.498
GPR12	0.616
KIAA0196	0.02775
PDRG1	0.764
SSR3	-0.858071428571429
MSI1	-0.7675
CST9	0.656
CC2D1A	0.358625
PLAGL1	-0.549277777777778
ZNF778	-0.3875
RNF2	0.817375
KLF6	0.488
THBD	1.40833333333333
tcag7.1314	0.7595
NR5A1	-0.305166666666667
ABCD2	-0.03175
DNAJC7	-1.98375
CLEC4C	0.1725
TM2D3	0.40275
CCDC4	-0.3935
PLAC2	0.25225
DCD	1.1565
FAAH	1.56375
POLA1	-0.626833333333333
TM7SF2	-0.497125
FLJ39822	0.00883333333333334
FLOT2	-0.31975
MAP4K1	-0.3695
SRP68	-0.25275
C21orf74	-0.086
ARPC5	0.708875
LOC126075	1.74475
HECW2	0.0395
ZDHHC4	-0.31525
ANKRD42	1.7254
PDE9A	0.461166666666667
ABCA8	0.64175
NDUFS2	1.11725
UBR5	-0.637875
BTBD16	-2.501
LOC554174	0.126
ZNF20	0.8945
KIAA1843	0.014
WDR17	-0.307875
C15orf33	0.1765
RNF113A	-0.23825
CAMKK1	-0.1702
CLCN2	0.044
ANXA6	-1.575
LOC340069	0.194
EMID1	1.288125
DPM3	0.0985
ELA1	0.0135
SLC25A13	-1.2193
KRT24	-0.15375
SMPD1	0.623833333333333
TH	-0.13725
COL6A2	1.03121428571429
ANKS1B	1.60175
GPR126	-3.1616
ZC3H12A	-0.0733333333333333
TMEM47	0.0665
C2orf51	-0.146
C1orf88	1.8305
HSF2BP	0.784
AKAP10	0.0915
RPAP3	0.2675
KLHDC8B	0.0945
STOM	-0.4122
MUPCDH	-0.064375
C10orf72	0.176375
PLEKHA3	0.539583333333333
TCP11L1	-0.307
CWF19L1	-0.206625
SPEF1	2.12246153846154
YSK4	0.74725
ELN	1.5597
SAMD8	0.249333333333333
MPI	-1.06316666666667
MEPCE	0.0485
ABCC3	-1.76375
NANOGP1	-3.224
KCNK17	0.207125
HLA-DMB	4.149
RRAGA	1.706
ANGEL1	-0.89525
RBM32B	0.078
CPN1	-2.7785
MGC52282	-0.2147
HLA-A	2.0505
OR9G4	0.0005
EDNRB	-1.529375
SCD	-1.66428571428571
C14orf80	-0.865833333333333
BAGE2	-0.2155
RABL4	1.00516666666667
RCVRN	0.459
SHANK1	-0.126
NLRP7	-2.81475
CD226	0.5265
STAT3	1.17325
SYNJ2	-0.9026
TPCN2	-0.278666666666667
WDR36	-0.773583333333333
MBD4	0.094
ROBO1	-0.6172
ST3GAL6	-3.0125
SLAMF8	2.31116666666667
ATN1	0.591166666666667
GPR141	0.4115
KRT36	-0.247
TPH1	1.1915
DDX52	-0.0175
ZSCAN29	0.186333333333333
TRPT1	-0.0776666666666667
DPEP3	0.18175
DENND4A	-0.87025
TSPAN16	0.1795
PTCHD2	0.6185
LOC145814	-0.6185
CAP1	0.0518333333333333
EIF5A2	-0.8474
NT5DC3	-0.8395
SEPT9	-0.60925
SEZ6L2	1.63975
EGFLAM	2.9295
VPS11	0.716375
NDUFB5	-0.215
CIDEA	3.45766666666667
IER5L	0.42875
N6AMT1	1.5055
FAM83C	-0.136
OXR1	0.122583333333333
IRX1	-0.1155
DGKB	-0.016
GCN5L2	-1.465
MIR16	0.6655
FBXW9	0.63
WDR4	-1.23033333333333
PDC	0.037
VPS33B	-0.3215
HEXB	0.18925
FLJ32214	0.57625
TCEB3	-0.51575
CRLF1	-2.962
ABI3BP	0.85625
C8orf22	-3.414
PYCR1	-0.6525
KIAA1706	0.887
CDK5R2	0.487625
WAS	0.0185
C12orf60	0.54475
CCBL2	-0.7915
MADD	0.2485
C5orf34	-0.88
WDR42A	0.9089
KLF12	-0.46175
HSPA1A	2.6845
ITM2C	-1.409
DAPK2	2.40666666666667
LOC442590	0.0415
SUMF2	0.167875
CENPA	-2.61992307692308
TMED5	-0.7165
CDH6	-0.897
BRP44	1.370375
THG1L	0.10425
GABRA2	-1.1645
C14orf166	-0.0605
MYL1	-1.21633333333333
TNFSF18	0.2135
PAP2D	-0.696166666666667
PPIB	-0.81175
KLHL4	-0.340625
SFN	-0.558
CCDC127	0.85475
FRAP1	-0.456
GOLGA5	0.6805
SDCCAG1	-0.17425
MGC21675	-0.165666666666667
C10orf95	-0.48175
KIAA1345	-0.159666666666667
C1orf163	-1.0935
LACE1	-0.379
OR10K2	-0.2765
CENPN	-1.68984
TMED2	1.0765
UGT1A6	-1.2085
ANG	-0.261
U2AF1	-0.2895
CASC2	-0.506
NMT2	-0.895833333333333
OSGEPL1	-0.358625
DFNB31	-0.509
SLC6A20	-0.025
DKC1	-1.15375
FXYD4	-0.67925
WDR64	0.07575
MGC5590	0.066
CREBZF	-0.708333333333333
DAZ1	-0.19825
PRPSAP1	-0.86625
GCHFR	-0.85475
TTC7A	-1.040625
LOC196993	0.525
UBD	1.26483333333333
S100A1	0.25475
RPL6	-0.103
DNAJB6	0.51725
NAGS	0.2916
C2orf58	0.167
KERA	0.886666666666667
MT1X	-0.7402
UBE2B	1.6136
KEAP1	0.81675
MST1	-2.992125
OMA1	0.665
ABLIM2	1.126
BCL2L13	-0.431833333333333
JAZF1	-0.100166666666667
TMEM63B	0.6425
S100A8	-0.2726
ARFIP2	0.35025
UROS	0.206
KHDRBS2	0.2235
POLQ	-2.492875
SOAT1	-0.22475
SPAG4	-1.6775
MRPS30	0.882333333333333
LOC494141	-0.2095
OR2T11	0.2325
ORAOV1	-0.7958
ZNF184	-0.0173333333333333
TCEB3B	0.200333333333333
ADAM21	-0.2535
GDPD1	0.31225
SPINLW1	-0.11975
PRR14	0.6725
KCTD9	-0.1263
NUDT3	0.22375
KIAA1822	0.9369
HIST1H4K	0.538
DFNA5	-2.25525
GABPA	0.5735
C14orf44	0.63475
POLB	0.5745
PTAR1	-0.52975
SEC31A	0.199
TRIM58	-0.011
TAS2R14	-1.052
VPS8	0.1505
H1F0	0.519833333333333
PRKCB1	-2.6455
UGT2A1	0.299
TOR1B	0.29125
LSS	-0.993
C2orf19	0.2035
HNRNPC	0.138785714285714
TMEM100	-0.688833333333333
LOC116349	0.8095
OR51M1	0.1895
CCDC142	-0.9705
ISG15	2.7506875
ZCCHC14	-0.15625
CREBL2	1.0005
TGDS	-1.6145
DC2	-0.077
CACNA2D3	-0.218857142857143
ZNF429	-0.472
LYPD6	0.792333333333333
SUCLG1	-0.348666666666667
OR51I1	-0.908
MAGEH1	1.2825
PRPF40A	-0.262
SMR3A	0.295
SPINK2	-0.0515
THAP2	0.29075
NPY5R	-0.359625
IRF4	-2.162375
SPESP1	1.818
OR10S1	0.376
DTD1	-1.08375
TUBE1	-0.81225
DDX19A	-0.6595
PDPN	-0.773625
TMEM34	-0.0625833333333333
MGAM	1.8065
COL3A1	5.44883333333333
GFM2	0.1962
OR5A2	0.091
PSG9	-0.70375
ARHGEF11	0.538666666666667
IVNS1ABP	-0.548125
SIGIRR	1.07825
DUSP19	-0.361875
DNAJC14	0.2679
ACSS1	1.522125
IL1RAPL2	0.482
C4orf30	-0.55175
SEPT4	1.639
LANCL3	-1.76475
SPAG17	1.316
PRDX3	-0.417875
HNF1A	-1.4415
P4HA2	0.763375
RFWD3	-0.926666666666666
MOV10	-0.6075
DNAJA5	1.44435714285714
LOC729440	0.4995
LOC200383	0.37425
SMC2	-1.724
MIXL1	-0.838
TMEM9	1.06825
FAM86A	1.3835
ZNF174	1.2421
MYH14	-0.703
CCR8	0.32875
VPS37C	0.792333333333333
GPATCH1	0.785166666666667
B3GNT8	2.852
TBX4	-0.233
CNR2	0.0581666666666667
PCDH1	1.23125
C5orf29	2.6965
OCIAD2	0.877
PLCG2	0.69875
KIAA0247	1.41475
HRH3	0.1782
CAPN13	4.286
CCR1	-0.00579999999999999
MGC15523	-0.300944444444444
UVRAG	0.255
DNAJA2	0.00699999999999999
ITGA2B	-0.6165
CLDN5	3.004375
PTPRN2	1.53678571428571
ZNF512	-0.194666666666667
PSAP	0.863642857142857
CCDC140	0.0435
LRRC55	-0.0195
CYP26C1	0.215
C8orf47	0.2605
LYN	-0.117
DUSP6	-0.296333333333333
TGFB3	2.73913333333333
ELK1	-0.3132
PCDH11Y	-0.0318333333333333
HGD	-3.78775
C17orf58	0.12725
MYO3A	0.2755
SERPINE2	-3.16966666666667
AARSD1	-0.553375
C14orf73	-1.13825
ADAM33	-0.083
ZNF491	0.2815
MAPK6	-1.33816666666667
TCN1	3.03166666666667
SLC24A6	0.8685
UBE2R2	1.149
H1FNT	0.11225
TATDN2	0.2045
LILRB1	1.08175
P2RY5	0.9165
NUCB2	1.17625
C2orf37	0.30875
SNX27	0.756666666666667
MTA3	0.696
FOXO4	0.451875
ID4	0.452333333333333
SOX5	-0.125833333333333
PXMP3	0.227625
OR52M1	-0.173
SFT2D3	-0.27075
INA	-2.83983333333333
MCOLN1	0.90825
NFIX	0.9345
CLEC14A	4.293
HIBCH	-0.00783333333333333
PLA2G5	0.987
TIMM10	-0.0405
MED17	-0.2269
COL4A4	0.6125
TPP1	0.212833333333333
GJA3	-0.888166666666667
TMPRSS5	-0.769
AADACL3	0.2825
DNMBP	-0.4595
ENPP5	4.9715
NQO1	0.1267
ZSCAN2	-0.713
SEC24C	-0.283166666666667
GTF2A1L	0.028
AXIN2	-0.1279
FAM33A	-1.44825
C16orf13	0.43275
SPNS2	0.57775
TAF1	0.29825
AP1G2	-0.6065
RBM42	0.721666666666667
HCN2	0.9005
EFHB	1.03566666666667
RUSC1	0.5925
GRIK5	0.0875
USP21	0.0756666666666667
ATAD3C	0.3425
ORMDL2	1.331875
PRSS7	-2.0905
PSAT1	-5.481
FLJ13195	-0.678833333333333
TBC1D1	0.350333333333333
IFNG	1.011
OTOS	0.281833333333333
ZNF773	0.381666666666667
EMD	-1.27075
RETN	0.17225
CCL8	2.806
APH1A	-0.57675
COX18	-0.849875
GTF2IRD2	0.1375
CCDC82	-1.884
PAFAH2	0.4599
NPEPL1	-0.178
RP11-114G1.1	0.179
TP53INP1	1.47925
ZNF300	-0.142666666666667
FOXL2	-2.8665
LARP2	-0.06775
LATS1	0.311
HTR6	-0.2845
SPOCK2	0.236166666666667
RNF144B	2.02666666666667
HTATIP2	-1.081
MGC10334	0.0475833333333334
CENTA2	2.38883333333333
FGF2	-2.1095
FXYD7	0.239
PHYHIPL	-1.317375
GPR34	3.90975
DDX6	-0.135833333333333
OR10W1	0.058
LHFPL1	-0.503
ZNF313	-0.574857142857143
VPS28	0.55325
AP3M1	-0.3555
AKR1CL2	-0.843
TRAF4	-0.461875
OR2B11	0.1915
C19orf12	0.0515
AKAP9	0.6375
C1orf62	-0.03375
SLC20A1	-1.3015
FAM112A	0.23425
LDB2	0.77625
MRPS23	-0.8075
KLK5	1.4175
SPTB	-0.4725
EFEMP2	0.86425
EFNB2	0.21275
PCM1	1.51342857142857
NMNAT3	2.288625
TSG101	0.657166666666667
C8orf40	-0.182
NOB1	-1.3895
ABHD3	0.6855
GTF3C4	0.339125
PIGN	0.988666666666667
GALNTL1	0.39775
AEBP1	2.392125
OR9Q1	0.4255
ANKRD2	-0.203125
CCL28	-2.571
TRIM38	1.23683333333333
TMCC1	0.07075
SMG5	0.017
LRRC7	-0.3095
NCAPD2	-1.51716666666667
C6orf153	-0.61625
C1orf74	0.6105
OTUD6A	0.2235
DCP2	-0.614833333333333
TMEM24	0.84975
RPL18	-0.1765
TMEM177	-0.686
LRRC37A3	-0.1775
C1D	-0.503666666666667
LDHC	-1.52925
UBE4B	-0.642
NIT1	0.61675
BTN3A3	0.537375
RASD1	0.422875
COMMD3	1.44375
SHFM1	0.078
BIRC8	0.0555
DUT	-0.741
C12orf51	1.1455
LRRC59	-0.964166666666667
LY6H	1.22275
WDR22	0.46625
EDEM1	-0.199428571428571
ADH1A	3.137
PANX2	-0.0276
CYP11B1	-0.209
CDC73	-0.32625
GPR172A	-0.248
GSTM3	1.02792307692308
KCNA5	-0.19525
SERAC1	0.2115
NFATC2	0.0945
ANAPC5	0.1115
C15orf24	0.362
NFATC2IP	0.133333333333333
TNRC6C	0.427333333333333
MGC102966	-0.813875
FGD5	2.73066666666667
MED9	0.113
RAB13	0.630666666666667
C15orf49	0.032
CRYGS	-0.9171
C12orf53	-0.4949
LOC283693	-0.516
COX6B2	-0.407875
PHF14	-0.108625
FAM3A	-0.738875
RPL13	-0.4518
PRDX2	0.4652
FLJ34047	-0.67275
PRMT3	-0.72075
KCTD19	-0.9235
TRIM10	-0.5505
MGC26597	-0.4725
GCNT4	0.27475
GPRASP1	-0.06075
CDKN1C	-0.2495
RHBDL2	1.3914
HSPH1	0.75325
AQP1	3.033375
COL17A1	-0.5695
GFAP	0.222375
CDC16	-0.443
KIAA1614	0.0655
C6orf118	0.390166666666667
ZSWIM5	-1.69475
FAM83F	3.2585
LYNX1	0.0985
SYNPR	-0.25725
XG	2.74933333333333
PRSS16	0.245375
KIF13B	1.87742857142857
PCDH9	-0.762125
HIST1H2AH	1.94333333333333
RBM18	-0.03825
ZNF626	0.244125
HEXIM2	0.214333333333333
ITFG1	-0.022
TUBG2	-0.6525
SFRS7	-0.218833333333333
C9orf14	0.337
EXTL1	-0.6935
GBP3	2.24333333333333
WDR5	-0.78425
RARG	0.629666666666667
MYO7A	0.2755
CECR6	0.79625
C13orf3	-1.84775
SFRS18	-0.77075
ACVR1B	0.263333333333333
PSMD1	0.2751
C7orf31	-0.528166666666667
ILVBL	-0.18525
IFNGR1	1.1185
RNF186	0.457
NOL9	-0.936
MAGEL2	0.66875
SLC29A2	-0.47625
NHSL1	-1.49125
RBMX	-0.9755
PSORS1C2	0.33275
RAD51L3	-0.0565833333333333
LCN6	0.4175
ORAI2	0.2335
BRUNOL6	-0.0632
OR4K5	-0.127
CDC123	-0.685125
MSLN	-1.577
WWTR1	-1.0885
ZNF700	-0.375
COBL	0.16025
PPP1R16B	-0.052875
GAS7	0.2408
MDN1	-1.158125
HAAO	-0.0355
C9orf68	1.819
TNFAIP2	0.87825
FOXN1	0.487
hCG_2033311	0.2515
ATP6V0D2	0.4182
RPL41	0.742875
SLC38A1	-0.192375
ARHGAP6	-1.03033333333333
ADAD2	-0.39975
PHF20L1	-0.04125
MCM3AP	1.06
ST3GAL3	-1.09016666666667
SNX1	1.13683333333333
ELF5	1.03575
PARP3	0.9085
RBM8A	0.0110625
LINGO4	0.366
ITGA9	0.100666666666667
ZFR	0.12325
ACSL6	0.183625
FLJ20699	0.05
DAOA	0.3225
FABP4	4.33225
KCNB1	0.57025
CANX	0.659
SLC25A28	0.642
ADIPOR2	2.68075
ECHDC2	1.542
SMA4	2.26425
FRZB	2.25125
PABPC1	-1.06733333333333
DMRTB1	-0.06375
APOBEC3G	0.174
CATSPER2	-0.502666666666667
CUEDC1	0.9145
STARD9	-1.152625
CLDN8	1.325375
LOC23117	-0.739909090909091
E2F6	-1.02583333333333
TMEM126B	-0.767333333333333
DPY19L4	0.36725
GIMAP5	2.71783333333333
NDUFA9	0.550833333333333
FAM77C	1.2685
CTPS2	0.49975
LOC51035	1.124625
WDSOF1	-0.94775
EGLN3	0.056875
PITX3	0.5825
OR52E8	0.1575
GRM4	0.9675
KLK1	-2.436
GPM6B	-0.8645
RRAGD	-0.745166666666667
PAGE5	-2.67825
UCHL5	-1.82483333333333
ULK3	-0.302666666666667
AIM2	0.446833333333333
PNO1	-0.948666666666667
OR2F2	0.049
GNAT2	-0.4085
SIX1	-1.579
ST13	-0.156666666666667
ZBTB44	0.16525
TIMP2	-0.07375
ZMAT4	0.397
GTF2IRD1	0.00216666666666667
ZNF19	0.670333333333333
ZNF714	-0.8515
RSC1A1	0.14475
C9orf80	0.2735
PSMA8	-0.340833333333333
TMEM141	1.0085
COX4I1	0.00578571428571426
CTAGE1	0.00600000000000001
DTWD1	-0.53975
HSD11B1	1.68975
KRT6B	3.76525
ARID4B	0.972875
LHFPL3	-0.0115
WWP2	0.7085
ZNF326	0.1685
RGPD1	-0.551
CTSH	-0.0491666666666667
FASTKD1	-0.59525
PAF1	1.042
TTC9C	-0.573
IFT57	0.457
PRSS36	0.7895
IL20RB	-2.139
ZNF592	-0.1195
DCTD	-0.3087
CFP	1.081
MFNG	-0.216875
JMJD2B	2.02425
ALDH3B1	-0.89575
THSD4	1.375
KCNJ5	2.014
LMNA	-0.362166666666667
TBCD	0.53475
ZNF250	-0.257666666666667
CASQ2	0.655333333333333
PEG10	-3.88891666666667
PRAME	-5.12486666666667
NP	-0.485375
TRIM59	0.0291666666666667
ZNF12	0.321875
XTP3TPA	1.25625
SIGLEC7	-0.0802
PANK4	-0.4495
FAM70A	-1.1375
SNED1	0.157
HIP1	0.7618
RAET1E	-0.903
AMAC1L2	-0.7415
AHNAK2	0.04
TOE1	-0.619666666666667
RECQL4	-1.82725
SPRYD3	1.00425
DPAGT1	-0.41075
MAGED2	2.8861
ANKRD55	0.0095
TRPS1	4.56916666666667
DOK7	0.5215
TFPI2	-5.576
GTF2H3	-0.392333333333333
CYP4F11	1.941
LHX2	-0.336833333333333
ATG16L1	0.283833333333333
ASB12	0.3775
C1orf116	2.632125
NF2	-0.3998
POM121	-0.5182
PHYHD1	1.6017
TXNDC17	0.131
DKFZp779O175	0.00850000000000001
NUP62	0.165
MYO18B	0.403
PRAMEF1	-0.197
TCBA1	0.197125
TMEM168	0.457
FJX1	0.96
CLCF1	-0.61975
SEPN1	0.087625
IGSF2	0.35325
NUDCD1	-1.2925
TFF3	3.16183333333333
NDFIP1	1.28535714285714
CHCHD4	-0.406
TNR	0.2205
CUTA	0.0203333333333333
USP44	-3.40525
DPP10	0.00933333333333334
IWS1	-0.340166666666667
PCGF1	-0.41425
SULT1C4	-0.338
NTF5	0.8285
PTPN13	-1.318
SSTR5	0.397
SFRP1	-1.681875
IDH3B	0.02875
SUOX	2.32116666666667
TMCO5	0.1825
GOLT1B	-0.688
MIB1	-0.1165
PCDHGB1	-0.041
SUSD1	-0.01875
ICAM5	-2.823
PAPOLB	-0.0805
URM1	-0.0493
TMEM106B	0.286166666666667
LRIG2	-1.04875
SLC27A5	-0.528
CLIC6	2.8794
ZNF420	1.4255
SCN9A	-0.973
KIAA1909	0.3375
ELMOD1	-0.8415
PRKAG1	0.49225
FAM64A	-1.16022222222222
EEF1G	-0.23065
SMAD5	1.1435
INCENP	-1.9505
WASF2	-1.2095
GARS	-1.1719
CDK10	-0.5335
HLX	0.928
MDM4	-0.280125
ZNRF1	-0.707642857142857
HHATL	-1.7105
FAM21C	0.887
HIST2H3C	-0.30925
PFDN2	0.0967499999999999
ZNF200	0.156
NDN	-0.36675
HBA2	-2.49
FBLN5	1.227875
PUM1	0.102857142857143
TNNT1	1.46066666666667
C19orf59	0.212166666666667
HNRPH2	0.498333333333333
RAB7A	-0.197166666666667
PMS2	-0.384375
BIRC3	-0.3685
NRSN2	0.646375
OR52K2	0.213666666666667
SPOCK1	0.510214285714286
H2AFY	1.8295
RXRB	-0.3425
ZNF638	-0.4575
ANKRD45	-0.27625
ACTN4	-0.246166666666667
FXC1	0.684
EIF2B5	0.139
VPS33A	0.064
PINK1	0.67575
FAM106A	-0.016
SKIP	0.4913125
GAPDHS	-0.0525
MUM1L1	3.25025
PSTPIP1	1.1195
CNTNAP1	-1.0008
CYP26A1	0.72325
APOL2	0.0442
TACC2	0.3615
COX7A2L	-0.371
HSD17B1	0.55175
ARRB2	0.06075
SLC7A6	-0.766
HSD17B10	-0.177
RBJ	-0.2635
NUP155	-1.068
MRPL10	-0.432166666666667
CYCS	-1.32975
CCDC46	-0.18
TECTA	0.3195
GNAL	-0.55925
LPO	-0.5405
PEBP4	0.512
