Hybridization REF	TCGA-AR-A0TV-01A-21R-A084-07
OR8A1	-0.4395
CCRN4L	1.6915
CBR4	-0.2635
KIFC1	-0.759333333333333
SLC7A14	-1.18666666666667
LHX5	0.2045
TRPC7	-0.3595
LPXN	-0.23575
SERPINA1	-1.5195
RPS13	-1.5666
BPIL3	0.349
PRKAA1	-0.79875
FADS2	0.8159
ENAH	-0.1578125
PRO1768	0.5
APBA2BP	1.0665
LIPH	2.7795
C3orf33	-0.21875
RCC2	-0.148
ALDH1A2	-3.1902
RNF103	2.1875
AHCY	0.8745
ALG12	1.357
CCL17	2.768
ZNF543	1.13283333333333
ESRRG	-1.1789
CNGA1	-1.15375
RDH5	-1.60116666666667
OTX1	-0.0672
PTGFR	-0.943666666666667
CDR2	1.074625
SELE	4.61675
NLGN2	-0.455333333333333
EXOSC9	-0.48775
ZNF566	0.773833333333333
KLRC2	-3.978
GPR12	0.406
KIAA0196	2.4995
PDRG1	0.15925
SSR3	0.285428571428571
MSI1	-0.9095
CST9	1.356
CC2D1A	0.175
PLAGL1	-1.11366666666667
ZNF778	-0.561
RNF2	-0.2785
KLF6	0.922833333333333
THBD	1.13466666666667
tcag7.1314	1.2935
NR5A1	-0.201666666666667
ABCD2	0.332
DNAJC7	-1.948
CLEC4C	0.5055
TM2D3	0.5115
CCDC4	-0.6185
PLAC2	-2.8035
DCD	-0.0295
FAAH	1.826125
POLA1	-0.462833333333333
TM7SF2	-1.365875
FLJ39822	-1.47083333333333
FLOT2	0.38675
MAP4K1	0.804833333333333
SRP68	0.294375
C21orf74	0.2585
ARPC5	-0.293
LOC126075	1.12775
HECW2	0.763875
ZDHHC4	-0.26825
ANKRD42	0.9146
PDE9A	-1.73016666666667
ABCA8	-0.72525
NDUFS2	-0.30875
UBR5	1.77675
BTBD16	-3.119
LOC554174	0.084
ZNF20	0.959
KIAA1843	0.6175
WDR17	1.215125
C15orf33	0.4565
RNF113A	-0.65975
CAMKK1	1.1458
CLCN2	-0.068
ANXA6	-1.727
LOC340069	0.663
EMID1	0.03525
DPM3	0.00266666666666668
ELA1	-0.119
SLC25A13	-1.9712
KRT24	1.16625
SMPD1	-0.181
TH	0.046
COL6A2	-0.91
ANKS1B	1.3775
GPR126	-4.2091
ZC3H12A	0.323666666666667
TMEM47	-1.1735
C2orf51	-0.368333333333333
C1orf88	2.879
HSF2BP	2.05425
AKAP10	0.7965
RPAP3	-0.3545
KLHDC8B	1.517625
STOM	2.5401
MUPCDH	-0.161375
C10orf72	-0.18375
PLEKHA3	0.95825
TCP11L1	-0.26475
CWF19L1	0.154875
SPEF1	1.19723076923077
YSK4	1.11925
ELN	0.46
SAMD8	0.439833333333333
MPI	-0.547333333333333
MEPCE	-1.1368
ABCC3	-2.130125
NANOGP1	-3.866
KCNK17	0.70025
HLA-DMB	4.4265
RRAGA	-0.04275
ANGEL1	-0.0045
RBM32B	0.0905
CPN1	-3.35625
MGC52282	-0.0689
HLA-A	2.16041666666667
OR9G4	0.0815
EDNRB	-2.030625
SCD	-0.297714285714286
C14orf80	-0.945666666666667
BAGE2	-0.7835
RABL4	2.29233333333333
RCVRN	-1.7375
SHANK1	-0.3155
NLRP7	-3.123
CD226	1.209
STAT3	0.988
SYNJ2	0.7034
TPCN2	0.0785
WDR36	-1.53683333333333
MBD4	-0.41875
ROBO1	-1.7051
ST3GAL6	-3.32
SLAMF8	3.885
ATN1	0.293833333333333
GPR141	0.986
KRT36	0.1745
TPH1	0.1925
DDX52	0.18225
ZSCAN29	0.236166666666667
TRPT1	-1.02283333333333
DPEP3	0.46725
DENND4A	0.22975
TSPAN16	0.0815
PTCHD2	0.0705
LOC145814	-0.78125
CAP1	0.270166666666667
EIF5A2	-2.6093
NT5DC3	-0.461
SEPT9	-0.768625
SEZ6L2	-2.873625
EGFLAM	2.00175
VPS11	0.148875
NDUFB5	-0.231833333333333
CIDEA	0.192666666666667
IER5L	-1.329
N6AMT1	-0.34125
FAM83C	-0.55425
OXR1	3.55991666666667
IRX1	-0.3525
DGKB	-0.6515
GCN5L2	-0.614
MIR16	0.893125
FBXW9	-0.47
WDR4	-0.961333333333333
PDC	-0.5625
VPS33B	-0.6195
HEXB	-0.498
FLJ32214	0.5595
TCEB3	-0.2605
CRLF1	-5.5185
ABI3BP	1.86725
C8orf22	-4.2375
PYCR1	0.287875
KIAA1706	1.967
CDK5R2	0.334375
WAS	0.2875
C12orf60	-0.05725
CCBL2	0.223125
MADD	-1.03425
C5orf34	-0.088
WDR42A	0.8061
KLF12	-1.822125
HSPA1A	3.07625
ITM2C	-1.9215
DAPK2	2.31
LOC442590	0.005
SUMF2	-0.143875
CENPA	-1.12861538461538
TMED5	0.240625
CDH6	-1.3298
BRP44	1.426625
THG1L	-1.72875
GABRA2	-2.038
C14orf166	-0.94575
MYL1	-1.7505
TNFSF18	-0.0655
PAP2D	-1.01416666666667
PPIB	-0.37075
KLHL4	-0.50425
SFN	0.38
CCDC127	1.18925
FRAP1	0.40425
GOLGA5	0.28775
SDCCAG1	0.892
MGC21675	-0.353666666666667
C10orf95	-0.36925
KIAA1345	-0.138666666666667
C1orf163	-0.516
LACE1	0.065
OR10K2	0.49
CENPN	-2.00256
TMED2	1.4
UGT1A6	-1.572
ANG	-0.547
U2AF1	-0.941833333333333
CASC2	1.21
NMT2	-0.490333333333333
OSGEPL1	0.1425
DFNB31	-0.0495
SLC6A20	0.78025
DKC1	-0.4315
FXYD4	-0.93275
WDR64	0.21725
MGC5590	0.3675
CREBZF	-0.238833333333333
DAZ1	0.0575
PRPSAP1	0.568
GCHFR	-1.73975
TTC7A	-0.419125
LOC196993	1.2255
UBD	2.47166666666667
S100A1	-0.654625
RPL6	-0.152333333333333
DNAJB6	-0.0486
NAGS	0.4185
C2orf58	0.857
KERA	0.406333333333333
MT1X	0.035
UBE2B	0.4455
KEAP1	0.86875
MST1	-2.6205
OMA1	0.969
ABLIM2	1.3905
BCL2L13	0.931083333333333
JAZF1	0.6105
TMEM63B	1.0165
S100A8	0.4549
ARFIP2	0.0825
UROS	0.03375
KHDRBS2	-0.988
POLQ	-1.88525
SOAT1	0.0435
SPAG4	-2.2205
MRPS30	1.754
LOC494141	0.415
OR2T11	0.7675
ORAOV1	1.2284
ZNF184	0.356166666666667
TCEB3B	-0.355
ADAM21	-0.6475
GDPD1	1.115
SPINLW1	0.3325
PRR14	0.399333333333333
KCTD9	-1.419
NUDT3	1.13525
KIAA1822	0.1207
HIST1H4K	-1.966
DFNA5	-1.78425
GABPA	0.71725
C14orf44	0.3985
POLB	-0.184125
PTAR1	-0.139
SEC31A	0.4828
TRIM58	-2.08275
TAS2R14	0.135
VPS8	0.942625
H1F0	2.28783333333333
PRKCB1	-1.4505
UGT2A1	0.166
TOR1B	0.8295
LSS	-0.304833333333333
C2orf19	0.354
HNRNPC	-0.240857142857143
TMEM100	-3.34616666666667
LOC116349	1.90375
OR51M1	0.332
CCDC142	-0.311
ISG15	3.30625
ZCCHC14	-0.573375
CREBL2	1.885875
TGDS	-2.148
DC2	-0.06025
CACNA2D3	-2.24528571428571
ZNF429	-0.0795
LYPD6	1.95316666666667
SUCLG1	0.127
OR51I1	-1.26
MAGEH1	2.56125
PRPF40A	-1.116
SMR3A	0.265
SPINK2	-1.73725
THAP2	0.830125
NPY5R	1.238625
IRF4	-1.181875
SPESP1	3.24716666666667
OR10S1	0.0595
DTD1	-0.56225
TUBE1	-0.03375
DDX19A	-0.985
PDPN	-2.356625
TMEM34	0.597166666666667
MGAM	0.1595
COL3A1	4.60316666666667
GFM2	-0.7507
OR5A2	0.4445
PSG9	-1.23
ARHGEF11	0.66
IVNS1ABP	-0.8013125
SIGIRR	0.10075
DUSP19	-0.669625
DNAJC14	0.7782
ACSS1	2.098125
IL1RAPL2	0.2015
C4orf30	0.389
SEPT4	1.2005
LANCL3	-2.41525
SPAG17	5.37716666666667
PRDX3	0.520375
HNF1A	-1.895625
P4HA2	-1.255875
RFWD3	-0.954833333333333
MOV10	0.3655
DNAJA5	1.57742857142857
LOC729440	0.2275
LOC200383	0.31175
SMC2	-1.44725
MIXL1	-1.26216666666667
TMEM9	1.235
FAM86A	2.184
ZNF174	1.0668
MYH14	-0.55875
CCR8	0.95575
VPS37C	0.623833333333333
GPATCH1	-0.102333333333333
B3GNT8	0.9855
TBX4	-0.00549999999999999
CNR2	0.402666666666667
PCDH1	-0.47775
C5orf29	2.464
OCIAD2	2.0605
PLCG2	0.47675
KIAA0247	1.286
HRH3	-0.0484
CAPN13	2.386625
CCR1	0.2173
MGC15523	-0.599833333333333
UVRAG	0.976833333333333
DNAJA2	-0.1945
ITGA2B	0.0291666666666667
CLDN5	2.5745
PTPRN2	-0.657714285714286
ZNF512	0.679
PSAP	1.66207142857143
CCDC140	-0.774
LRRC55	-0.037
CYP26C1	0.0635
C8orf47	-1.72175
LYN	0.311625
DUSP6	-1.35066666666667
TGFB3	1.92666666666667
ELK1	0.5317
PCDH11Y	-0.1655
HGD	-4.57925
C17orf58	1.6725
MYO3A	0.6925
SERPINE2	-5.16033333333333
AARSD1	-0.228875
C14orf73	-0.73375
ADAM33	-0.43275
ZNF491	0.4375
MAPK6	-1.2295
TCN1	-1.3975
SLC24A6	0.07
UBE2R2	0.06425
H1FNT	0.40475
TATDN2	0.569833333333333
LILRB1	2.509
P2RY5	0.384
NUCB2	2.137
C2orf37	0.969
SNX27	0.341833333333333
MTA3	0.058875
FOXO4	0.514375
ID4	-2.16116666666667
SOX5	-2.9735
PXMP3	2.719125
OR52M1	-0.302
SFT2D3	0.397875
INA	-3.49466666666667
MCOLN1	0.722
NFIX	0.9423
CLEC14A	4.69233333333333
HIBCH	-0.571833333333333
PLA2G5	0.583
TIMM10	-0.825666666666667
MED17	0.3168
COL4A4	-0.1405
TPP1	0.174833333333333
GJA3	-1.76
TMPRSS5	-2.0415
AADACL3	0.4595
DNMBP	-2.571
ENPP5	4.56866666666667
NQO1	-0.5422
ZSCAN2	-0.47325
SEC24C	-0.0218333333333333
GTF2A1L	-0.087
AXIN2	-1.0448
FAM33A	-0.333583333333333
C16orf13	0.515
SPNS2	0.617
TAF1	-0.13625
AP1G2	-0.519333333333333
RBM42	-0.0101666666666667
HCN2	0.214666666666667
EFHB	1.195
RUSC1	-0.236166666666667
GRIK5	0.0605
USP21	-0.0706666666666667
ATAD3C	0.084
ORMDL2	0.980625
PRSS7	-2.8715
PSAT1	-5.8625
FLJ13195	-1.47866666666667
TBC1D1	-0.699833333333333
IFNG	3.6525
OTOS	0.0786666666666667
ZNF773	0.482166666666667
EMD	-0.7635
RETN	-0.13075
CCL8	4.298
APH1A	0.241
COX18	0.647
GTF2IRD2	-1.2565
CCDC82	-2.28058333333333
PAFAH2	1.9712
NPEPL1	-0.2203
RP11-114G1.1	0.5795
TP53INP1	3.7705
ZNF300	-0.816166666666667
FOXL2	-4.316
LARP2	1.0615
LATS1	0.86575
HTR6	0.1925
SPOCK2	0.798833333333333
RNF144B	3.417
HTATIP2	-0.63675
MGC10334	0.22625
CENTA2	1.986
FGF2	-3.3115
FXYD7	0.25475
PHYHIPL	-2.168375
GPR34	4.58075
DDX6	0.199166666666667
OR10W1	0.184
LHFPL1	-1.5275
ZNF313	0.263214285714286
VPS28	0.69525
AP3M1	0.3629
AKR1CL2	-1.63725
TRAF4	-0.397375
OR2B11	0.335
C19orf12	1.009
AKAP9	-0.4685
C1orf62	-0.071
SLC20A1	-0.4759
FAM112A	0.424
LDB2	0.121625
MRPS23	0.06675
KLK5	-0.4705
SPTB	-0.5077
EFEMP2	1.57725
EFNB2	-0.2025
PCM1	0.709142857142857
NMNAT3	2.33225
TSG101	0.120166666666667
C8orf40	-0.1145
NOB1	-1.95125
ABHD3	-0.8145
GTF3C4	-0.520125
PIGN	0.324666666666667
GALNTL1	-1.3585
AEBP1	0.646375
OR9Q1	0.435
ANKRD2	-0.327125
CCL28	-1.7775
TRIM38	1.08016666666667
TMCC1	0.950416666666667
SMG5	-0.462
LRRC7	-1.06
NCAPD2	-1.38483333333333
C6orf153	-0.2515
C1orf74	-0.341
OTUD6A	0.21
DCP2	-1.1005
TMEM24	-0.133
RPL18	-0.185166666666667
TMEM177	-0.658
LRRC37A3	1.01975
C1D	-0.7525
LDHC	-2.445
UBE4B	0.486
NIT1	0.384375
BTN3A3	1.8025
RASD1	3.7855
COMMD3	0.3495
SHFM1	-0.83975
BIRC8	0.2925
DUT	-0.91075
C12orf51	0.5725
LRRC59	-0.223833333333333
LY6H	0.077
WDR22	0.107
EDEM1	0.502928571428572
ADH1A	0.1095
PANX2	1.3865
CYP11B1	0.43225
CDC73	-0.7955
GPR172A	-0.36025
GSTM3	-0.606923076923077
KCNA5	-0.041
SERAC1	1.86466666666667
NFATC2	0.6895
ANAPC5	-0.3901
C15orf24	0.05125
NFATC2IP	0.390416666666667
TNRC6C	0.708
MGC102966	-3.777625
FGD5	0.823333333333333
MED9	0.59925
RAB13	0.501166666666667
C15orf49	0.275
CRYGS	-0.7632
C12orf53	-0.1167
LOC283693	-0.754
COX6B2	-0.725875
PHF14	-0.29825
FAM3A	-0.02
RPL13	-0.8012
PRDX2	0.3276
FLJ34047	-1.8835
PRMT3	-0.81425
KCTD19	-1.8545
TRIM10	-0.566666666666667
MGC26597	0.0276666666666667
GCNT4	0.16025
GPRASP1	0.622
CDKN1C	-0.312916666666667
RHBDL2	1.1876
HSPH1	-0.607
AQP1	2.04025
COL17A1	-2.857
GFAP	0.04075
CDC16	-0.34925
KIAA1614	0.953
C6orf118	-0.446666666666667
ZSWIM5	1.26925
FAM83F	3.85975
LYNX1	1.6433125
SYNPR	-1.27675
XG	1.6975
PRSS16	1.273375
KIF13B	1.199
PCDH9	-2.67275
HIST1H2AH	1.44766666666667
RBM18	-0.7355
ZNF626	0.0639999999999999
HEXIM2	-0.105166666666667
ITFG1	-0.5085
TUBG2	-0.2855
SFRS7	-0.09575
C9orf14	0.019
EXTL1	-0.28575
GBP3	2.15266666666667
WDR5	0.04375
RARG	-0.0381666666666667
MYO7A	0.389375
CECR6	0.07025
C13orf3	-1.071
SFRS18	-1.181625
ACVR1B	0.3895
PSMD1	-0.0081
C7orf31	0.784833333333333
ILVBL	-0.62375
IFNGR1	1.0735
RNF186	-0.138
NOL9	-0.8915
MAGEL2	-1.6705
SLC29A2	-0.49325
NHSL1	-3.08075
RBMX	-0.478
PSORS1C2	0.211625
RAD51L3	0.576916666666667
LCN6	0.7895
ORAI2	-0.264
BRUNOL6	0.1542
OR4K5	-0.0965
CDC123	-0.34
MSLN	-0.345166666666667
WWTR1	-1.30416666666667
ZNF700	-0.290333333333333
COBL	-1.00125
PPP1R16B	0.272875
GAS7	-0.481
MDN1	0.217125
HAAO	-0.2575
C9orf68	1.19
TNFAIP2	0.662
FOXN1	0.668
hCG_2033311	-0.671166666666667
ATP6V0D2	1.3676
RPL41	0.17425
SLC38A1	1.3405
ARHGAP6	-1.634
ADAD2	-0.362
PHF20L1	0.092125
MCM3AP	0.517333333333333
ST3GAL3	0.3825
SNX1	1.00783333333333
ELF5	-0.36275
PARP3	0.803125
RBM8A	-0.88475
LINGO4	0.1705
ITGA9	0.408333333333333
ZFR	0.5085
ACSL6	-0.12275
FLJ20699	1.0822
DAOA	-0.29825
FABP4	1.906
KCNB1	-1.35775
CANX	0.8788
SLC25A28	0.656833333333333
ADIPOR2	0.85375
ECHDC2	1.926125
SMA4	0.954
FRZB	2.1125
PABPC1	1.96766666666667
DMRTB1	-0.232875
APOBEC3G	1.372
CATSPER2	-0.532666666666667
CUEDC1	1.724
STARD9	-1.51325
CLDN8	1.955
LOC23117	-0.533954545454545
E2F6	0.118055555555556
TMEM126B	-1.1585
DPY19L4	2.43175
GIMAP5	3.18383333333333
NDUFA9	-0.438166666666667
FAM77C	-1.883
CTPS2	0.42875
LOC51035	-1.06125
WDSOF1	1.4045
EGLN3	-2.146
PITX3	0.274333333333333
OR52E8	0.1465
GRM4	0.239
KLK1	-3.184
GPM6B	-3.037125
RRAGD	-1.25716666666667
PAGE5	-4.00125
UCHL5	-1.82683333333333
ULK3	-0.38
AIM2	2.49983333333333
PNO1	-0.952666666666667
OR2F2	0.181
GNAT2	0.049
SIX1	-3.39425
ST13	1.24291666666667
ZBTB44	0.404
TIMP2	-0.195
ZMAT4	-0.716
GTF2IRD1	-0.208
ZNF19	0.7205
ZNF714	0.28975
RSC1A1	0.4695
C9orf80	0.277
PSMA8	0.467833333333333
TMEM141	0.81925
COX4I1	-0.950214285714286
CTAGE1	1.0105
DTWD1	-0.95225
HSD11B1	3.20625
KRT6B	-1.2775
ARID4B	1.169
LHFPL3	0.2585
WWP2	0.138416666666667
ZNF326	-0.0755
RGPD1	-0.414
CTSH	1.4825
FASTKD1	-0.3805
PAF1	0.674
TTC9C	-0.93225
IFT57	1.2084
PRSS36	0.663
IL20RB	-2.6555
ZNF592	0.0786666666666667
DCTD	0.9175
CFP	1.31175
MFNG	-0.3965
JMJD2B	-0.02775
ALDH3B1	0.6305
THSD4	2.50033333333333
KCNJ5	2.76233333333333
LMNA	-0.646833333333333
TBCD	0.02225
ZNF250	-0.429666666666667
CASQ2	0.676833333333333
PEG10	-4.21708333333333
PRAME	1.52273333333333
NP	0.051
TRIM59	0.387833333333333
ZNF12	-0.8145
XTP3TPA	0.6995
SIGLEC7	0.5695
PANK4	0.513
FAM70A	-1.67566666666667
SNED1	-0.97325
HIP1	0.0153
RAET1E	-0.196
AMAC1L2	-1.7005
AHNAK2	-1.79733333333333
TOE1	-0.528833333333333
RECQL4	-1.697
SPRYD3	1.141
DPAGT1	-0.5495
MAGED2	2.4329
ANKRD55	0.3015
TRPS1	4.64891666666667
DOK7	1.24725
TFPI2	-7.4765
GTF2H3	-0.0858333333333333
CYP4F11	0.05675
LHX2	-2.0105
ATG16L1	0.27
ASB12	0.1525
C1orf116	2.641
NF2	1.40665
POM121	-0.9352
PHYHD1	2.5005
TXNDC17	-0.178333333333333
DKFZp779O175	0.0475
NUP62	-0.142571428571429
MYO18B	2.93766666666667
PRAMEF1	-0.084
TCBA1	-0.01875
TMEM168	0.74275
FJX1	-2.05816666666667
CLCF1	-2.141
SEPN1	0.603625
IGSF2	0.47525
NUDCD1	0.363833333333333
TFF3	0.736
NDFIP1	0.745214285714286
CHCHD4	-0.06825
TNR	0.099
CUTA	0.7975
USP44	-4.42525
DPP10	-0.164
IWS1	-0.486166666666667
PCGF1	0.24275
SULT1C4	0.845
NTF5	2.4655
PTPN13	1.8025
SSTR5	0.531
SFRP1	-5.3915
IDH3B	-1.718375
SUOX	0.986333333333334
TMCO5	0.10325
GOLT1B	-0.255
MIB1	-0.450285714285714
PCDHGB1	-0.2425
SUSD1	0.15825
ICAM5	-3.4655
PAPOLB	0.03025
URM1	0.0393
TMEM106B	-0.559833333333333
LRIG2	-1.1565
SLC27A5	-0.1815
CLIC6	-0.2059
ZNF420	0.57
SCN9A	-1.67744444444444
KIAA1909	-1.49775
ELMOD1	-2.28125
PRKAG1	1.03975
FAM64A	-0.167555555555556
EEF1G	-1.1563
SMAD5	0.1915
INCENP	-2.3935
WASF2	-0.494
GARS	-0.5611
CDK10	-1.1566
HLX	0.0855
MDM4	-1.35125
ZNRF1	-1.62785714285714
HHATL	-2.07316666666667
FAM21C	0.6095
HIST2H3C	-0.33675
PFDN2	-0.633875
ZNF200	-0.44975
NDN	-2.545
HBA2	-2.99916666666667
FBLN5	-0.197625
PUM1	0.447285714285714
TNNT1	1.379
C19orf59	-0.0255
HNRPH2	0.958833333333333
RAB7A	0.526833333333333
PMS2	-0.819
BIRC3	0.228
NRSN2	0.511625
OR52K2	0.408
SPOCK1	-2.41107142857143
H2AFY	0.38925
RXRB	0.79225
ZNF638	0.828666666666667
ANKRD45	0.03925
ACTN4	-0.104833333333333
FXC1	-0.67225
EIF2B5	0.8995
VPS33A	-0.43775
PINK1	1.10125
FAM106A	-0.4975
SKIP	0.7910625
GAPDHS	0.153
MUM1L1	-1.67775
PSTPIP1	1.019
CNTNAP1	-1.9997
CYP26A1	-3.19275
APOL2	1.6866
TACC2	1.027125
COX7A2L	0.431214285714286
HSD17B1	0.3319375
ARRB2	0.57075
SLC7A6	-0.91
HSD17B10	0.09825
RBJ	0.081
NUP155	-0.86
MRPL10	-0.494333333333333
CYCS	-0.166416666666667
CCDC46	1.29833333333333
TECTA	0.308
GNAL	-0.394
LPO	-0.061
PEBP4	-0.2505
DDX11	-1.70725
C18orf12	0.1095
TAF9B	0.297416666666667
IMP4	-0.197
RPA4	-1.02816666666667
NDUFS1	-0.9065
UPK1A	-0.841
ARRDC2	0.0226666666666667
C18orf20	0.257
AES	0.187571428571429
CD2BP2	1.24
C16orf54	0.48
UGT2B17	-2.41475
FGFR1	-1.82181818181818
CEACAM6	-2.6891
CHRM5	0.25825
CERK	-0.737
AP3S2	0.826928571428571
ANKS4B	-0.99125
CLCNKA	0.0873333333333333
ZNF208	0.140166666666667
HLA-DRB5	4.5645
CARKL	-0.9095
GOT1	0.0166666666666667
CASP6	0.5915
HOXA1	-0.464
RCL1	-0.6995
ZNF181	1.048
RAB40B	0.517
MRPL38	0.242875
LRRN2	1.43225
C3orf25	1.0755
OR5D14	-0.1515
OR10AG1	-0.6445
BET1L	-0.01
FRY	3.6275
AK3L1	-2.81
CSF3R	1.155
POLR3K	0.5075
ATG2B	0.545166666666667
EPS8	0.6515
DARS	-0.8305
C10orf56	-0.902666666666667
DAD1	0.3665
RIOK1	0.484333333333333
HERC2	-0.0995
HSD11B2	0.964666666666667
FAM96B	-0.91625
MGC13057	-1.788875
BSN	1.0315
CAND1	-0.0221666666666667
HCST	2.0855
ACTR10	-0.363666666666667
OR8D4	0.382
NASP	-1.3613
COL9A2	2.09433333333333
LYZL1	2.99
GPC5	-2.314
TBL3	0.0688333333333333
CENTD2	-0.1173
OR5AP2	0.3445
TLR1	2.08275
LMO6	-0.33275
ZIC2	-3.459625
CPNE5	0.92125
ZMYND15	0.82025
FLJ22374	1.94675
CCDC106	0.7055
PARP16	-0.08425
PDIA3	1.0355
C14orf126	0.474
CECR2	1.3845
SFRS1	-0.716071428571429
FIGLA	0.2565
DCP1A	-0.435333333333333
MGC45800	-1.7404
TEKT1	-0.1555
C10orf67	0.6815
CLN5	1.057
NTN2L	-0.0145
GLE1L	0.6655
CES2	-0.4788
GNAS	-0.777666666666667
DDX53	-0.2465
TSPAN13	2.8205
MRPL52	-0.6633
SPIRE2	-0.603
TAS2R39	-0.00175000000000002
SCUBE3	0.40725
UCRC	1.6197
CDKL3	-0.128
KIAA1715	-0.2816
ZNF345	0.92325
RTF1	0.285875
DHRS7	0.64225
RIPK4	-1.3125
EXOSC2	-0.8375
MS4A2	0.0755
FGF17	-0.1945
WDR59	-0.961
EVI2A	-0.09875
IL17RC	1.26083333333333
HS3ST1	0.96475
ITGB1BP2	-1.9695
RBPJ	-0.537833333333333
GIMAP1	3.432
INE1	-0.925833333333333
ALDH18A1	1.032
TPI1	-1.731625
GATA6	-1.469
CABP1	-0.2785
ZNF484	0.325
DAPK3	0.344
GJB1	0.15325
PIN1	0.349875
SLC6A15	-3.57341666666667
CNO	0.22075
RIN2	1.670625
FRRS1	-1.1875
CYorf15B	-3.7745
DMRT3	0.700375
ATAD1	-0.63325
OTUD4	0.277333333333333
ATOH8	-2.6155
ZSCAN16	1.192
ASCC1	0.19975
OTUD3	0.36525
MGC33212	1.10433333333333
YME1L1	0.21225
RP11-218C14.6	0.16025
PCBP4	-0.26975
TNFRSF10A	0.42825
CDH10	-3.67433333333333
KL	0.859
SCP2	0.767083333333333
C9orf119	0.936375
SON	0.746666666666667
MAFK	-0.137
SBNO2	-0.0635
SLC6A6	0.12025
SC4MOL	-0.104
FAM35B	0.292625
PPP1R9A	1.0205
PDZRN3	-0.172375
CXorf20	0.477
C6orf126	-0.56125
AVEN	-0.82
FLJ21075	-1.392
C14orf132	-3.419625
PCK2	-0.048875
GUCY2C	0.305
BARX2	-0.18
PEX11G	1.453
DAO	-0.672333333333333
C10orf49	0.0246666666666667
EDNRA	0.519333333333333
PPP2R5A	1.4909
DDX39	-0.951166666666667
SERF1A	-0.79875
ASCIZ	-0.2961
FNDC8	0.05225
PTMS	0.439375
PHF7	1.90925
PIP4K2B	0.679125
HHLA2	-0.0775
BDH2	-1.1355
APOBEC2	-0.0485
PENK	-1.40133333333333
SMAD9	-1.807
MT3	3.99425
RGL1	-0.75
ATG10	-0.70075
DLGAP4	0.7865
APPBP2	-0.206785714285714
BACE2	-0.812214285714286
LOC339344	0.457
ZNF395	-0.57125
HIST1H2BL	-1.177
ZNF467	-0.00275
SLC25A21	-2.87
PALM2	-0.905666666666667
NSUN5C	-1.543
IL5	0.8592
CLSTN2	-0.69275
ANXA8L2	-2.98675
PTGES	0.54775
GDAP1L1	-2.26616666666667
OPRK1	-1.1255
WDR20	0.219416666666667
C12orf4	0.212375
NUP88	-0.388125
XRCC6BP1	0.101
FCGBP	1.24442857142857
LEMD2	0.9705
NOMO1	0.968
C10orf79	0.82775
ZNF79	0.6001
OCRL	1.1448
HSPA8	0.011875
DIDO1	0.31525
PLA2R1	0.5355
COG3	0.1913
NGDN	-0.29675
CBFA2T2	0.649875
PNOC	-0.20425
PRRG1	0.0120833333333333
AGGF1	-0.853714285714286
DPF2	-1.2675
YIPF7	-0.0615
TRPV5	0.28675
ZNF322B	0.71725
MED12	0.546833333333333
CARS	-0.0891666666666667
ABCC11	-0.5355
C9orf25	0.239
MYH1	0.507
FRYL	1.313
AGTRAP	0.64775
MMP27	0.754
ZNF432	0.298375
OR8D1	0.193
OR13D1	0.04
VWA1	1.58325
STON1	-0.8045
IL5RA	0.04225
PERP	-4.2291
C10orf107	-0.444666666666667
TNFSF12	2.36775
FN1	-1.178
MTR	-0.555666666666667
PHLPPL	-0.116
ZNF425	-0.2945
DHFR	-1.78638888888889
PPP1R12A	0.11025
RSPO2	-1.769375
ZNF7	-0.23225
ZNF583	0.78175
TPMT	0.378
GPR132	1.1985
OR2T12	-0.239
SERTAD2	-1.8163
ATP1A1	-0.8415
FRMPD3	0.504
ZNF672	0.30025
PLXNB3	0.444625
EML5	0.1715
FAIM3	0.76
UBQLN2	1.05825
SORCS2	-0.9135
PRIM2	-1.023
ACVR2A	-0.096
YWHAZ	2.59933333333333
PGM2L1	-0.70025
GNAO1	-0.312285714285714
RPL10	-0.236
RPS6KA6	-0.43
PFKL	-0.425833333333333
SH3D19	0.80625
AURKB	-1.28916666666667
ZC3H6	0.54475
DISC1	-0.354
FLJ39660	-2.2915
TMEM25	2.62075
OSBPL10	1.08475
CLTCL1	-2.488
ALG6	0.5285
CATSPER4	0.658
LRTM1	0.3985
RRAD	-0.138166666666667
TIPIN	-1.67325
CARD14	1.045875
RBM9	0.341166666666667
RASSF4	1.22925
SLC25A18	-0.452666666666667
C6orf58	-0.769333333333333
IGHD	0.0805
PLA2G6	0.0355
TPT1	-0.732625
SEC63	1.4118
CCDC113	0.6417
TDRD10	-0.05725
KIAA1666	0.420875
TOR1AIP1	0.60125
SYTL4	0.545666666666667
SPRR2F	-1.521
CEBPD	0.71975
SNTG2	-1.40925
C20orf77	0.670166666666667
TAS2R49	-0.4385
C6orf173	-1.05433333333333
SVEP1	-0.3859
PXN	-0.598857142857143
VIL2	1.6295
C5orf21	-0.188583333333333
DIXDC1	0.401375
GANAB	-0.889
PDSS1	-0.994
NGFR	-0.881
ATP8B4	1.15875
BMP8A	-0.6455
CCDC132	-0.519666666666667
GNRH1	-2.59725
OR10T2	-0.204
PDGFD	1.48766666666667
OR6W1P	0.269
HARS	-0.863333333333333
KRT77	0.46
AQP8	-0.2635
ITGB1	0.0342
ZNF254	-0.3574
PAX1	0.2255
PSMC4	-0.0072
ANKRD22	4.90575
