Hybridization REF	TCGA-AN-A0FV-01A-11R-A00Z-07
NF2	-0.2308
POM121	-0.7083
PHYHD1	2.5931
TXNDC17	0.316333333333333
DKFZp779O175	-0.65175
NUP62	-0.271285714285714
MYO18B	-0.983833333333333
PRAMEF1	0.054
TCBA1	0.916625
TMEM168	0.7805
FJX1	-0.601833333333333
CLCF1	-1.45575
SEPN1	0.367375
IGSF2	0.94575
NUDCD1	-0.481833333333333
TFF3	-0.300666666666667
NDFIP1	-0.0670714285714286
CHCHD4	-0.73425
TNR	0.1345
CUTA	-0.151
USP44	-4.2225
DPP10	-0.460333333333333
IWS1	-0.489833333333333
PCGF1	0.15125
SULT1C4	-0.3015
NTF5	2.03925
PTPN13	-0.1205
SSTR5	0.3595
SFRP1	-2.887875
IDH3B	-0.575
SUOX	1.022
TMCO5	0.411
GOLT1B	-0.65575
MIB1	0.122857142857143
PCDHGB1	0.667
SUSD1	0.51375
ICAM5	-2.90083333333333
PAPOLB	0.04625
URM1	0.1566
TMEM106B	0.9975
LRIG2	-1.31175
SLC27A5	-1.298
CLIC6	0.3606
ZNF420	-0.105166666666667
SCN9A	-1.2695
KIAA1909	-0.573
ELMOD1	-2.0125
PRKAG1	0.32075
FAM64A	-1.83622222222222
EEF1G	-0.5315
SMAD5	0.7195
INCENP	-2.28975
WASF2	-0.9875
GARS	-0.2997
CDK10	-0.1155
HLX	0.7895
MDM4	-0.16975
ZNRF1	-0.312928571428571
HHATL	-0.771166666666667
FAM21C	0.6568
HIST2H3C	0.47
PFDN2	0.311375
ZNF200	0.6255
NDN	-0.075
HBA2	-2.712
FBLN5	1.43075
PUM1	-0.037
TNNT1	-0.242166666666667
C19orf59	0.377333333333333
HNRPH2	0.804666666666667
RAB7A	0.759166666666667
PMS2	-0.8955
BIRC3	-2.2485
NRSN2	0.897125
OR52K2	0.463833333333333
SPOCK1	1.41214285714286
H2AFY	0.9215
RXRB	-0.855
ZNF638	0.432833333333333
ANKRD45	0.45925
ACTN4	-0.2795
FXC1	-0.05175
EIF2B5	0.157
VPS33A	-0.2045
PINK1	0.428
FAM106A	0.354
SKIP	0.7191875
GAPDHS	0.05725
MUM1L1	1.637
PSTPIP1	0.05275
CNTNAP1	-1.5688
CYP26A1	-2.22025
APOL2	0.3576
TACC2	-0.031875
COX7A2L	0.388571428571429
HSD17B1	0.14675
ARRB2	-0.20825
SLC7A6	-0.4755
HSD17B10	0.1545
RBJ	0.071
NUP155	-1.48575
MRPL10	-0.5625
CYCS	-0.78025
CCDC46	-0.251
TECTA	-0.338
GNAL	-0.808
LPO	1.429
PEBP4	0.817
DDX11	-2.14875
C18orf12	0.421
TAF9B	-0.245583333333333
IMP4	-0.21975
RPA4	-1.9465
NDUFS1	-0.3165
UPK1A	-0.468
ARRDC2	-0.502833333333333
C18orf20	0.3795
AES	-0.00592857142857142
CD2BP2	0.366833333333333
C16orf54	0.3725
UGT2B17	-1.822875
FGFR1	-0.365136363636364
CEACAM6	6.1677
CHRM5	0.247
CERK	-0.117625
AP3S2	0.291928571428571
ANKS4B	-1.32025
CLCNKA	0.725666666666667
ZNF208	-0.9055
HLA-DRB5	2.604
CARKL	-1.162
GOT1	-0.145166666666667
CASP6	1.07225
HOXA1	-0.5385
RCL1	-1.3315
ZNF181	-0.120333333333333
RAB40B	0.663
MRPL38	0.300875
LRRN2	1.17675
C3orf25	0.7555
OR5D14	0.3915
OR10AG1	0.2855
BET1L	0.4264
FRY	4.28375
AK3L1	0.48075
CSF3R	0.431166666666667
POLR3K	-0.3305
ATG2B	0.854333333333333
EPS8	-0.139833333333333
DARS	-0.39275
C10orf56	0.601
DAD1	0.662666666666667
RIOK1	-0.885166666666667
HERC2	-0.43425
HSD11B2	1.13016666666667
FAM96B	0.2045
MGC13057	-2.199
BSN	-0.17025
CAND1	-0.279166666666667
HCST	0.72275
ACTR10	0.546
OR8D4	0.2915
NASP	-2.1005
COL9A2	1.45066666666667
LYZL1	-0.8405
GPC5	-2.488
TBL3	-0.468
CENTD2	0.207
OR5AP2	-0.049
TLR1	1.94525
LMO6	-0.06475
ZIC2	-1.061625
CPNE5	0.5945
ZMYND15	0.37125
FLJ22374	-0.8605
CCDC106	0.27475
PARP16	-0.44775
PDIA3	0.09725
C14orf126	-0.362
CECR2	1.444
SFRS1	-0.770071428571429
FIGLA	-0.359
DCP1A	0.152333333333333
MGC45800	-1.2777
TEKT1	-0.0751666666666667
C10orf67	-0.4255
CLN5	0.97
NTN2L	0.3
GLE1L	-0.06475
CES2	-0.1221
GNAS	0.0437777777777778
DDX53	0.0295
TSPAN13	2.042
MRPL52	-0.5542
SPIRE2	0.2015
TAS2R39	0.56375
SCUBE3	0.27325
UCRC	0.9644
CDKL3	0.1555
KIAA1715	-0.4608
ZNF345	-0.06575
RTF1	-0.291625
DHRS7	0.09025
RIPK4	-2.6025
EXOSC2	-1.10483333333333
MS4A2	2.2865
FGF17	0.03175
WDR59	-0.286625
EVI2A	-1.0515
IL17RC	1.2575
HS3ST1	2.0385
ITGB1BP2	-0.9325
RBPJ	-1.50816666666667
GIMAP1	2.367
INE1	-1.1715
ALDH18A1	0.57675
TPI1	-0.91925
GATA6	0.94225
CABP1	-0.737833333333333
ZNF484	0.44425
DAPK3	0.698
GJB1	-2.61441666666667
PIN1	-0.445875
SLC6A15	-3.68591666666667
CNO	-1.34
RIN2	2.36125
FRRS1	1.696
CYorf15B	-3.56175
DMRT3	0.652625
ATAD1	-0.10075
OTUD4	0.378444444444444
ATOH8	-2.02525
ZSCAN16	0.6605
ASCC1	0.176
OTUD3	0.242375
MGC33212	1.09983333333333
YME1L1	-0.471125
RP11-218C14.6	1.09
PCBP4	1.24425
TNFRSF10A	-0.158
CDH10	0.779166666666667
KL	0.969875
SCP2	-0.0273333333333333
C9orf119	0.467625
SON	-0.564833333333333
MAFK	0.097
SBNO2	0.628
SLC6A6	-0.382416666666667
SC4MOL	1.21075
FAM35B	-0.348625
PPP1R9A	0.7365
PDZRN3	0.23125
CXorf20	0.159
C6orf126	2.35175
AVEN	0.03025
FLJ21075	-2.481
C14orf132	-0.5655
PCK2	-0.015625
GUCY2C	-0.0655
BARX2	0.09825
PEX11G	1.5225
DAO	-0.7175
C10orf49	0.521
EDNRA	2.72716666666667
PPP2R5A	1.4722
DDX39	-0.5795
SERF1A	-0.32475
ASCIZ	0.4582
FNDC8	0.17
PTMS	0.164
PHF7	0.43775
PIP4K2B	1.7548125
HHLA2	0.211
BDH2	0.3753
APOBEC2	-0.6175
PENK	-0.846666666666667
SMAD9	0.198
MT3	0.66275
RGL1	-0.189125
ATG10	-0.604625
DLGAP4	1.5835
APPBP2	-0.881214285714286
BACE2	0.0938571428571428
LOC339344	0.671
ZNF395	-0.5946875
HIST1H2BL	-0.17975
ZNF467	1.350125
SLC25A21	-2.19625
PALM2	0.1096
NSUN5C	-1.10475
IL5	0.5971
CLSTN2	0.67575
ANXA8L2	0.131
PTGES	1.53225
GDAP1L1	-1.99666666666667
OPRK1	-1.13883333333333
WDR20	0.409
C12orf4	0.10675
NUP88	-0.68275
XRCC6BP1	-0.512666666666667
FCGBP	0.915785714285714
LEMD2	-0.392
NOMO1	0.202
C10orf79	1.290125
ZNF79	0.8469
OCRL	0.2176
HSPA8	-0.0785833333333333
DIDO1	-0.891541666666666
PLA2R1	1.26325
COG3	0.4764
NGDN	-0.34525
CBFA2T2	-0.191
PNOC	-1.1065
PRRG1	1.03975
AGGF1	-0.119
DPF2	0.06275
YIPF7	0.181
TRPV5	0.3595
ZNF322B	0.6565
MED12	-0.153166666666667
CARS	0.127666666666667
ABCC11	4.9565
C9orf25	0.3475
MYH1	0.075
FRYL	-0.462166666666667
AGTRAP	0.6645
MMP27	0.519
ZNF432	-0.91425
OR8D1	0.0735
OR13D1	0.22075
VWA1	1.2325
STON1	0.3875
IL5RA	-0.10025
PERP	1.7618
C10orf107	-0.0113333333333334
TNFSF12	1.9245
FN1	1.46333333333333
MTR	-0.269166666666667
PHLPPL	0.095
ZNF425	-0.806
DHFR	-1.38144444444444
PPP1R12A	0.41175
RSPO2	-2.68914285714286
ZNF7	0.0825
ZNF583	-0.49825
TPMT	-1.50183333333333
GPR132	0.27125
OR2T12	0.079
SERTAD2	0.2812
ATP1A1	0.8495
FRMPD3	1.06975
ZNF672	0.214
PLXNB3	1.678375
EML5	0.5085
FAIM3	-0.3775
UBQLN2	1.46175
SORCS2	1.94725
PRIM2	-1.2495
ACVR2A	1.2015
YWHAZ	0.3655
PGM2L1	0.726875
GNAO1	1.83814285714286
RPL10	-0.1024
RPS6KA6	1.42
PFKL	-0.354
SH3D19	0.203875
AURKB	-1.85366666666667
ZC3H6	-0.579875
DISC1	0.876833333333333
FLJ39660	-2.55383333333333
TMEM25	1.19175
OSBPL10	0.715125
CLTCL1	1.723
ALG6	-0.63375
CATSPER4	0.7165
LRTM1	0.339
RRAD	1.14183333333333
TIPIN	-1.7925
CARD14	1.737375
RBM9	0.573333333333333
RASSF4	0.73075
SLC25A18	3.0045
C6orf58	2.2395
IGHD	0.3595
PLA2G6	-0.2025
TPT1	0.76375
SEC63	0.3605
CCDC113	1.3878
TDRD10	-0.25
KIAA1666	-0.5875
TOR1AIP1	0.248666666666667
SYTL4	0.25
SPRR2F	-0.965
CEBPD	1.9815
SNTG2	-1.9835
C20orf77	-0.332
TAS2R49	-0.7585
C6orf173	-1.635
SVEP1	0.1057
PXN	-0.493071428571429
VIL2	1.33183333333333
C5orf21	1.11041666666667
DIXDC1	0.195125
GANAB	-0.551666666666667
PDSS1	-1.63
NGFR	1.03825
ATP8B4	0.28475
BMP8A	1.244
CCDC132	-0.441916666666667
GNRH1	-1.95775
OR10T2	0.4845
PDGFD	2.31
OR6W1P	0.3855
HARS	-0.0965833333333333
KRT77	-0.256
AQP8	0.0895
ITGB1	0.4931
ZNF254	-0.5506
PAX1	0.277833333333333
PSMC4	-0.4416
ANKRD22	3.1915
PSMD8	0.111
HTR1E	0.734666666666667
SOX10	-2.1047
OR5B2	0.892
RABGEF1	-1.253
MAP1LC3B	0.45075
CYB5R4	0.87125
AGXT2L1	-3.159
FLJ41603	1.89083333333333
TRAPPC2	0.9775
FNTB	-0.0532
FLJ14107	-1.17816666666667
AURKAIP1	0.288
DSE	1.77525
NFKBIZ	1.244
OSBPL3	-2.12683333333333
LOC130576	-1.22825
SLC39A9	0.837333333333333
LOC137886	0.0425833333333333
RHCE	-2.9075
ATG7	0.980666666666667
FAM82A	-0.375166666666667
FBN3	0.175
MCFD2	-0.905166666666667
CASP14	0.1645
EPS15	0.339416666666667
SFRS2B	-0.342166666666667
C19orf47	0.368
PLAC9	-0.528
GPR23	-0.3725
BTNL3	0.0168333333333333
RGS8	-0.398
GNS	0.088625
ENO2	-1.80116666666667
CBX1	0.5454
PEX26	0.454
LRP5	-1.28
ADAMTSL4	-1.70133333333333
ARR3	0.312166666666667
MAP1A	0.026
CD2	0.70975
NAV2	-1.001125
TMEM69	-0.74725
ATXN7	-0.977
CHN2	0.845166666666667
ZNF781	0.083
HAS2	-3.31083333333333
KIAA0241	0.0855
BIC	0.30275
MOBKL2A	-0.15175
CYP2C9	0.3595
CNOT7	0.0355
SFRS10	-0.56425
CST11	0.60475
FLJ37543	0.45
NKAP	0.4965
RUNX1T1	4.137
EAF1	0.4895
IL4I1	2.322
LRRC61	-0.143
PSIP1	-2.59641666666667
SPRR4	-0.041
ZFP90	0.1045
AP2B1	-0.299692307692308
SLC30A7	0.928583333333333
C7orf28A	-0.185666666666667
S100B	-3.70933333333333
BMP2	-2.233
ESR1	-1.21458333333333
ZFPL1	0.4285
ARHGAP12	-0.03525
LRRC19	-0.413
ZNF767	-0.918833333333334
NACA	-0.1736
OLIG1	0.384625
PRF1	0.2215
LST1	1.6995
SPATA9	-0.979333333333333
CNFN	0.754
CDK4	-0.0897
TCF15	-1.01483333333333
PARC	-0.55925
PPM2C	2.61525
LOC283345	-0.288
FAM107B	-0.07075
DMXL1	-0.147375
RBM3	0.6645
HTR5A	-1.67966666666667
SCFD1	-0.401666666666667
EPHB3	2.9095
ROPN1L	0.249166666666667
RAMP3	-1.20725
TSPYL5	2.92472727272727
GAP43	-2.5635
PAPD4	-0.5875
PDE3A	-1.76525
TNFRSF10C	0.177
JMJD5	-0.0195
RASGEF1A	3.5363
C16orf65	-0.313
HIPK3	-0.0166666666666667
XYLT2	-0.914
XPOT	-1.25416666666667
GAL3ST1	1.488
DHCR7	0.004
AMIGO3	0.4775
FGFR4	1.73
CRAT	3.247625
PPP1R14D	0.1595
TRIM14	0.8076
TMPRSS11D	-0.285
SLC7A11	-2.62257142857143
OR10H2	0.413
PPM1E	-1.5716
DOCK4	0.40325
FAM127A	1.336375
ENOPH1	-0.72175
SLC5A3	0.8394
ZNF530	-0.6211
NTS	-6.27475
FRMD4A	0.318125
BCL11B	-4.0165
PRM1	-0.16775
UQCC	0.0518
S100A16	1.88016666666667
PLS3	-0.0995
WWOX	-0.0451428571428571
CCDC23	-0.12225
GTSE1	-1.17266666666667
GP2	4.805
FLJ32549	0.965625
CHIT1	0.79425
KLF9	1.88225
RPS24	-0.3331
MIA	-2.37925
FIGN	-0.9605
PYROXD1	0.18
PCSK2	-0.346375
MRPL9	-0.11425
RPL24	0.425
C12orf32	-1.642375
HIST1H2BE	-0.207
RGS18	0.93525
LFNG	3.111375
RAB4B	0.0246
FBXO25	0.476833333333333
TSPAN31	0.919166666666666
ARL8A	0.962785714285714
C10orf83	-0.3628
OR51B6	0.0615
CNKSR2	-0.01975
C1orf156	0.427
IBSP	3.4025
GFRA2	0.2257
ALKBH7	0.7479
NEK10	-0.31975
VN1R3	0.139
LOC91948	-0.239
CPZ	-0.12075
IHPK3	0.682
COL8A1	1.81025
RBPJL	-0.2745
OR10A4	0.22225
CASP8AP2	-1.105875
MMP12	-0.1465
OR8B12	0.2195
CDCA5	-1.63266666666667
LIX1L	-1.396
PEX11B	1.009375
GABRA1	0.321833333333333
HABP2	-0.1565
REEP1	3.90183333333333
FBXO15	1.989
CD68	0.64675
WFDC9	0.397
GHDC	0.731833333333333
SMARCA1	-1.98625
SPAST	-0.201166666666667
PLXND1	0.123333333333333
MLCK	-0.727
INTS5	0.454333333333333
BSG	-0.0842142857142857
PARP8	1.75233333333333
TEAD4	-0.236166666666667
ZNF498	-1.098875
TMEM89	-0.38
DTX4	1.613375
TNRC6B	0.2505625
ARMC2	0.00549999999999999
FGFBP1	-3.7975
TIMM8A	-1.39583333333333
AJAP1	-2.0159
ZNF608	-0.74425
SLC25A42	-0.61
SYP	0.630666666666667
MMP11	3.87966666666667
USP40	1.2172
C3orf62	0.478333333333333
MYO1E	-0.6071
LRFN4	0.28025
XCL1	-0.982833333333333
GPR155	1.6585
VPS29	-0.210125
CARHSP1	-0.02225
ARHGAP20	0.289166666666667
GREM2	0.587357142857143
CCDC102B	2.1665
ZNF577	-2
HDDC2	-0.35525
SHC2	2.2118
NCOA5	1.12716666666667
INPPL1	-0.322
CHGB	-2.7322
IHH	0.0655
DDEF2	-0.511083333333333
DIAPH3	-1.53990476190476
BUB3	0.731666666666667
GGH	-0.789777777777778
VPS35	1.0198
CNN2	0.509583333333333
ASNA1	-0.3395
WDTC1	0.74475
AMAC1	1.116
HAS3	-0.713666666666667
SLC1A6	-1.60366666666667
ZNF563	0.2885
C1S	2.6625
TCF7L1	0.177875
OR10Z1	0.497
ME2	-1.2173
C6orf151	-0.9115
KPNA4	0.6128
GLO1	-0.94475
WDR61	-0.296166666666667
CD302	0.4535
SIRT7	0.363
C11orf59	0.488
PKIG	-1.246
PPIL3	-0.93925
CCDC74B	-0.901125
ZNF528	-1.4485
EFNA5	0.0265
FCGRT	1.32475
NOL4	-0.0075
CCS	-0.28325
LOC374491	-0.7035
MFSD7	2.8735
ZNF555	0.6
LIMS3	-0.6045
TSSC4	0.9415
COL11A2	-1.324
C1orf119	-0.0276666666666667
BPNT1	-0.817125
CHRNA6	0.653
C1orf173	-0.0553
PLD2	0.4825
ORC1L	-3.09675
SASH1	1.430375
CDC14B	-1.229875
RLBP1L1	0.000750000000000008
LDLRAP1	0.8394
NAT8B	-0.068
HHEX	-3.694
LGALS7	1.06375
PLCH1	1.61375
OR1M1	-0.1585
PRAMEF16	-0.1045
HECTD1	-0.309
C14orf39	0.412
TLN2	0.3538
HDAC4	-0.9285
SYCP2L	-1.35775
GLRA1	0.066
RPS6	-0.57025
hCG_1757335	-1.1485
KLHL1	-1.1555
CTNNBIP1	0.783666666666667
SCAND2	-1.3325
HMGN2	-0.4516
YAF2	0.3655
BRPF1	0.03575
LIAS	-1.4715
CTA-246H3.1	-3.18725
SAG	1.58375
C20orf10	0.315
HNRNPA2B1	-1.40366666666667
GADD45A	-1.7085
MSH4	0.988
TMEM70	-0.29425
HIST1H2AM	1.401125
C19orf26	0.232666666666667
C1orf50	-0.83675
GNG3	-0.21425
FTO	0.108
CALCB	-1.2785
PPP3R1	-0.065875
C15orf42	-2.917625
CCNJ	-0.6045
GNAZ	1.3414
PSD	0.131666666666667
FAM57A	-0.91425
STIM2	-0.371833333333333
DHX8	0.04525
MOGAT3	-0.28325
UBE3B	0.984333333333333
PLAT	0.8395
C6orf206	0.8775
COPE	-0.3885
EIF3A	0.266125
C1QL2	0.04425
IQCE	0.324833333333333
KIAA0182	0.597833333333333
SLC22A7	-0.0225
PPFIA2	2.0705
ADAMTS15	0.4305
ODZ1	0.739
THBS4	0.346
ARHGAP1	1.31725
B4GALNT3	-0.0918333333333333
FCHO1	-0.544
LOC440456	0.38725
HOXD10	0.461833333333333
CXCR3	-0.366166666666667
CHI3L2	1.115125
SRPX2	2.22725
ZNF132	0.0966666666666667
UBAC2	0.711833333333333
RPL32P3	-0.474
CBWD6	-0.2065
ST6GALNAC4	-0.5725
KIAA0391	0.242166666666667
LOC388969	0.0505
KRTAP5-8	-0.0853333333333333
ZNF786	-0.40675
LYVE1	0.828
GPR144	0.13875
APOH	-5.164
TSC22D2	0.127333333333333
PLCD1	1.01875
FLG2	-0.065
M-RIP	0.097
NDUFV1	-0.3175
POLDIP2	0.553333333333333
RAB3GAP2	0.7465
RPSAP15	-0.78475
CLEC7A	0.66625
HSPA14	-0.62225
TAAR5	0.446
FAM132A	-0.10025
C2orf43	0.42125
OR10V1	0.4035
SELPLG	-0.31625
C1QTNF6	0.4565
OPCML	2.0276
DTYMK	-0.8655
ALDH16A1	-0.415125
F13B	-1.088
MGC16169	0.8995
KIRREL2	-1.67166666666667
C14orf32	0.697583333333333
SLAIN2	0.1135
HSD3B2	-0.213
AMMECR1L	-0.0191
LRRC37B	-1.0135
HMG20A	-0.530333333333333
C22orf27	0.8092
FBXL22	0.67
AP1B1	1.006
TNKS1BP1	1.678
CD74	2.428
HSPA12B	2.896
PLSCR1	0.489666666666667
SLC35E1	0.185833333333333
FEZ1	-1.144
APOD	5.431375
C16orf44	0.17925
C1orf166	0.178
KCTD11	0.57475
NELF	-1.08675
SRP54	0.169833333333333
MGC35361	0.0195
GPR35	-1.22
NRGN	-0.9865
SIGLEC12	-0.22975
SCN1B	-0.16675
IFNW1	-0.8245
STAR	-5.26075
HLA-DQA2	4.01183333333333
RNASEH2B	-1.257
TAAR2	0.142
VAMP5	0.00366666666666667
TUBA1C	-0.800428571428571
PIK3R2	0.297125
ARD1A	0.136666666666667
EBF2	1.188
CAMSAP1L1	0.816
CYP3A43	0.56325
AKR1B1	-2.34125
KIAA1729	-1.55025
KAL1	1.0927
CYBB	-0.533
UXS1	-1.0295
LOC338579	-0.1205
C11orf45	0.879
SHB	1.49525
IKZF4	-0.12225
NDUFA1	0.88
HSPE1	0.08975
C1orf215	-0.181
GPR113	-0.207833333333333
ZNF573	-0.378
TBX18	0.509
GGTA1	4.058
PCDHGA8	0.229
RPS6KL1	0.616125
DPP9	-0.791625
SLC43A2	0.44525
COPS3	-0.60925
PMPCB	-0.310833333333333
HYLS1	-1.2355
LSM8	-0.68
PDE6B	-1.515875
C10orf118	1.347
OR1C1	0.368666666666667
ZNF415	-0.53625
OR2F1	0.535
ZDHHC13	0.567
FZD8	-1.4442
TCEA1	-0.6388
SUSD4	0.539625
C22orf24	-0.2995
TNFRSF14	-1.3285
TRIM28	-0.496333333333333
FGF5	-1.76525
CSPG5	-0.0851666666666667
RNF133	0.04975
FKBP15	0.89925
BZW2	0.1615
NSMCE1	0.485
PTPRN	-0.2775
TST	0.544875
POP1	-0.2755
RNF24	0.895
SFRS4	-0.455
REPS1	-0.43575
CD70	-1.769
PDXDC1	0.354625
SRC	-0.1272
NTNG1	-0.965
SETD1B	0.5875
TINP1	-0.6864
ZNF606	-1.42366666666667
SSR1	0.195
RGNEF	-0.568166666666667
NFS1	-0.49
CENTB5	-0.246833333333333
CRMP1	-1.024
ADAM18	0.935
CCDC87	2.62483333333333
LRRC8B	0.87525
CSNK1G1	0.0555833333333333
MAFB	3.05033333333333
C12orf45	-0.353
C1orf54	1.79025
DPEP1	0.155166666666667
FLJ13137	0.3765
C14orf118	-0.675666666666667
ANKRD19	-0.15925
ABCA9	0.2418
TMEM87A	0.2898
BBS5	0.3477
CYP17A1	0.1845
SCG3	-3.67433333333333
ESCO2	-2.04975
GFER	0.911
NRIP2	-0.582333333333333
DDX59	0.2635
RIC8B	0.1654
TNNI1	-0.1705
KTELC1	-0.6115
GPR85	0.0158333333333333
SP3	0.6015
GOSR2	-0.8435
DDX1	0.0965
DSCR9	-1.563
KIAA1984	-1.10375
FLRT3	1.87775
RNPS1	-0.238857142857143
ZNF772	0.119
SLC25A10	0.942
ADAMTS3	-1.0967
TBC1D7	-1.442
PCYOX1L	-0.89725
LOC339745	0.407375
VPS54	-0.538875
PCDHB12	0.908875
C4orf6	-0.44025
CCL5	1.463375
PEX5	-0.71
LENG1	0.0298333333333333
LOC51336	-2.15075
FLJ25371	-0.0525
WDR45L	0.509
SPAG8	0.236166666666667
GUCA1C	0.52
LOX	-0.813666666666667
FIZ1	0.213
BAG5	0.830333333333333
BUD13	-1.39883333333333
MGC2752	0.276625
IQSEC3	0.380125
TGFBR3	-1.522
CASP9	-1.202375
PPA2	0.921125
MED24	2.8105
MAP3K7	0.0815
SRPR	-1.0385
C17orf81	-1.077
RIPPLY1	1.67475
EID2	0.6605
AKR1C1	-0.939833333333333
IMMP2L	0.27475
SPSB4	0.2035
BAG4	-0.757
ZNF32	0.9705
KLHL34	0.48525
BRD2	-0.972875
IL32	-0.299
FAM53B	0.651166666666667
SLC7A1	-0.06875
KAAG1	0.144
CCDC54	0.184
PRKCQ	-2.61125
TIRAP	-0.42675
SPSB1	1.27266666666667
USP36	0.52625
FLJ32569	0.229
LYZ	-2.32075
TMEM186	0.4295
TPM2	1.33066666666667
C9orf100	-0.472666666666667
PPP1R11	0.7229
OLFML3	2.4047
ELAVL1	-0.30275
DNAJC17	0.912833333333333
ABCA2	0.5595
BNIP3L	-0.000249999999999994
ATP10D	0.988
GALNT8	-0.467333333333333
PRKCH	2.338
USP12	0.14225
STXBP1	-0.5475
LSM2	-0.9195
ANKRD30A	3.989
LAP3	-0.48675
C9orf40	-1.969
KATNAL2	-1.85866666666667
RG9MTD2	0.358
PNPLA7	1.07525
IDH1	0.4285
C1orf57	0.22925
XRCC5	0.2489
TBRG4	-0.617625
DCDC5	0.314166666666667
POU5F1	-4.3175
RAB1A	0.505857142857143
KRTAP15-1	0.245
INHA	0.4505
WDR90	-0.313125
MLL2	0.224666666666667
FAM104B	0.8805
SF3B14	0.14125
STX1B	-0.146
SNX12	0.52775
KMO	3.71933333333333
FAM100B	-0.301
CDRT15	-0.3615
RAB9A	1.0505
RUFY3	0.246
UBE2U	0.0695
NFKB1	2.0402
FBXO38	0.14125
VRK3	0.3865
TUBB8	-0.3235
IFNA6	-0.035
AYTL1	-0.407166666666667
RBP3	0.342833333333333
MUC13	-1.782
C8orf30A	-0.13
MFAP1	-0.8575
NHLH1	0.8255
CXorf34	-1.083
SP8	-4.2645
RNF151	0.00683333333333333
TDRD7	0.9985
KCND2	3.83125
FKBP9L	-0.366
C17orf44	1.1825
TIMM17B	0.7795
WIPF1	0.0503
SNX15	-0.3506
IGF2R	0.2944
SBSN	-0.3975
RBM15B	0.4455
AGBL5	-1.00441666666667
APEX2	0.22525
C17orf39	-1.59775
UBE3A	0.221
SPANXC	-2.2985
TGFB1I1	0.897
RBM13	-0.691
TOP2B	0.0156666666666667
NPVF	0.1885
RIMS4	-1.25375
RAD54L2	0.236333333333333
RSPO3	2.42033333333333
C2orf47	0.1585
TSPAN4	-0.52775
DNAL1	-0.3475
DKFZp761E198	-0.294875
NLE1	-1.53275
TPST1	-0.722
SREBF1	2.21275
CLEC12B	0.0335
FUK	0.33775
IL21	-0.18
LTK	-2.3635
DKKL1	-0.9035
EPAS1	-0.922375
UBTF	-0.0924
HIST2H2AB	0.21725
TMPRSS12	0.225142857142857
KIAA0427	0.4805
CYP8B1	-0.675333333333333
FPRL2	3.907
LOC402573	-0.3995
HSDL2	-0.646833333333333
SEMA6B	1.14716666666667
AKR1A1	0.984071428571428
CLTB	0.764416666666667
NXT2	-0.0281666666666667
HSPB7	0.143
MLLT11	-1.2625
OLFM3	-0.0322
SEC61B	0.668
GPR139	-0.305
RRP15	0.039125
OR3A2	-0.233
RSL1D1	0.221
P2RX7	-1.68983333333333
PSME2	-0.2505
ADNP2	0.2425
RBM25	0.0201666666666667
IFITM1	-0.4245
POLR2E	-0.41625
ZNF643	-1.9005
ZBTB25	-1.40016666666667
SPTBN4	0.3805
FBXO28	0.03575
CLEC10A	0.0935
EPHA8	0.41775
BEST4	-0.482
GAS6	0.567666666666667
TSHR	-0.86425
TMTC1	-1.949
GSTM2	-1.0835
ETV1	-0.33375
ADAM11	-0.8865
ERGIC2	-0.255333333333333
ATP6V0E2	0.851666666666667
HGFAC	-2.37883333333333
CTTNBP2NL	0.4225
FLJ20628	-0.29675
MTCH2	0.6755
BACH2	-0.755166666666667
AUTS2	0.9685
FSD1L	0.23525
RPRM	-2.17033333333333
PPP2R3A	1.0915
BAT2	-1.12075
LPHN2	-0.678
MGC71993	0.1935
PPARGC1B	1.33575
CENPT	-1.30475
RNF123	0.0928333333333333
COL27A1	-1.0787
ZP2	0.9195
C2orf21	0.96
CCDC78	-1.60425
MCM8	-0.739
PHLDB2	0.116125
PLAUR	-0.15925
HDPY-30	-0.4755
BMP5	-3.17275
MUM1	-0.266
FAM62C	-1.8255
MID2	0.9945
SYT16	-0.4465
ISG20L1	-1.0975
C2orf40	2.80325
SRRM2	-0.3895
FCRL1	-0.12675
C1orf90	0.286333333333333
MEP1B	0.0845
PCSK7	-0.298
PBX2	-0.3215
CENTB1	-0.333333333333333
GLT6D1	0.111
HGS	0.292416666666667
WDR51B	-0.462
KCNJ8	1.45625
NOL10	-0.205375
EDEM3	0.5285
TCOF1	-1.62683333333333
SLC16A1	-1.6125
SF3B3	-0.262125
NUDT21	-0.6035
ZNF235	0.028
KIAA0644	3.94925
ERC1	1.321
NKIRAS2	0.5095
TRMT5	-0.7535
PPP1R7	0.2
C14orf177	0.0825
HTRA4	0.6525
FAM139A	-0.141666666666667
C16orf30	4.656
C10orf32	0.838125
VCX2	-0.7455
MGC27016	-0.384
LARP5	0.000500000000000005
THNSL2	-1.09333333333333
TRADD	-0.114666666666667
C1QTNF1	1.288625
C1orf43	0.3598
AS3MT	-2.868
SCARF1	1.0315
PHF23	-0.013
B3GNT2	1.91
FNBP1	0.10175
ZNF780A	-0.4925
MAGEB2	-2.853
FANCG	-1.32825
EYA2	1.084
ZNF471	0.567375
C14orf153	-0.155
BCL2L14	-0.7065
EFS	2.27916666666667
CKAP4	1.38016666666667
ZNF224	-0.5386
ZNF652	-1.14625
TMEM4	-0.5145
SCN3B	0.427875
OAT	1.43575
