Hybridization REF	TCGA-B6-A0WW-01A-11R-A109-07
ID4	-0.7995
SOX5	-2.08033333333333
PXMP3	1.5415
OR52M1	0.0985
SFT2D3	0.374
INA	-3.299
MCOLN1	1.27775
NFIX	0.4534
CLEC14A	4.99166666666667
HIBCH	0.1215
PLA2G5	1.9695
TIMM10	0.116333333333333
MED17	-0.424
COL4A4	-0.4275
TPP1	0.416333333333333
GJA3	-1.01883333333333
TMPRSS5	-1.9895
AADACL3	0.48
DNMBP	0.1495
ENPP5	4.04966666666667
NQO1	-0.8567
ZSCAN2	0.4265
SEC24C	0.136666666666667
GTF2A1L	-0.618
AXIN2	-0.6597
FAM33A	-1.59116666666667
C16orf13	0.535625
SPNS2	0.34
TAF1	0.069
AP1G2	-0.137666666666667
RBM42	0.151166666666667
HCN2	0.782833333333333
EFHB	-0.0756666666666667
RUSC1	0.828833333333333
GRIK5	-0.048
USP21	0.567333333333333
ATAD3C	0.58975
ORMDL2	1.54075
PRSS7	-2.79
PSAT1	-5.73375
FLJ13195	0.1645
TBC1D1	-0.286833333333333
IFNG	1.544
OTOS	0.502833333333333
ZNF773	0.641333333333333
EMD	-1.233
RETN	-0.13075
CCL8	3.6495
APH1A	-0.046125
COX18	0.132125
GTF2IRD2	-0.265
CCDC82	-2.573
PAFAH2	0.8197
NPEPL1	-0.2801
RP11-114G1.1	0.854
TP53INP1	2.886875
ZNF300	-2.5335
FOXL2	-2.38025
LARP2	0.197833333333333
LATS1	0.15025
HTR6	0.6125
SPOCK2	-0.657666666666667
RNF144B	2.878
HTATIP2	-2.113125
MGC10334	0.229
CENTA2	1.98333333333333
FGF2	-2.12575
FXYD7	0.53775
PHYHIPL	-2.28871428571429
GPR34	2.89675
DDX6	0.1155
OR10W1	0.5225
LHFPL1	-0.5105
ZNF313	-0.685357142857143
VPS28	2.32825
AP3M1	0.8197
AKR1CL2	0.26925
TRAF4	-0.711375
OR2B11	0.4205
C19orf12	0.440833333333333
AKAP9	0.716333333333333
C1orf62	0.50425
SLC20A1	-1.1249
FAM112A	0.07625
LDB2	0.511625
MRPS23	-0.67675
KLK5	0.742
SPTB	-0.3896
EFEMP2	0.4795
EFNB2	1.34
PCM1	-0.423571428571428
NMNAT3	2.226875
TSG101	-0.209333333333333
C8orf40	1.59516666666667
NOB1	-1.90375
ABHD3	-0.7325
GTF3C4	-0.275125
PIGN	0.831166666666667
GALNTL1	1.41975
AEBP1	2.53775
OR9Q1	1.2515
ANKRD2	-0.098
CCL28	-0.45875
TRIM38	1.22766666666667
TMCC1	0.605416666666667
SMG5	0.278
LRRC7	-0.441
NCAPD2	-1.875
C6orf153	-0.1235
C1orf74	0.68275
OTUD6A	0.2405
DCP2	-0.3065
TMEM24	0.15275
RPL18	-0.666166666666667
TMEM177	-0.5505
LRRC37A3	1.2865
C1D	-0.103833333333333
LDHC	-1.59
UBE4B	-0.460666666666667
NIT1	0.85125
BTN3A3	0.7055
RASD1	0.042125
COMMD3	0.226
SHFM1	-0.26125
BIRC8	0.29025
DUT	-0.65225
C12orf51	1.0555
LRRC59	-0.5895
LY6H	0.75775
WDR22	0.683916666666667
EDEM1	0.0123571428571428
ADH1A	0.8595
PANX2	-0.3523
CYP11B1	0.18475
CDC73	0.2215
GPR172A	0.94375
GSTM3	1.03430769230769
KCNA5	0.48375
SERAC1	0.695166666666667
NFATC2	-0.1505
ANAPC5	-0.3928
C15orf24	0.32875
NFATC2IP	-0.887666666666667
TNRC6C	0.616
MGC102966	-2.020375
FGD5	0.483
MED9	0.43975
RAB13	0.583333333333333
C15orf49	0.0495
CRYGS	-0.3702
C12orf53	-0.8462
LOC283693	-0.715
COX6B2	-0.653375
PHF14	-0.476125
FAM3A	0.237875
RPL13	-0.9673
PRDX2	0.4453
FLJ34047	-1.21725
PRMT3	-1.42625
KCTD19	-1.889
TRIM10	-0.616833333333333
MGC26597	-0.0858333333333333
GCNT4	0.0165
GPRASP1	-0.76
CDKN1C	-0.42975
RHBDL2	0.9266
HSPH1	0.592
AQP1	2.722
COL17A1	-1.0841
GFAP	0.16625
CDC16	-0.3345
KIAA1614	-0.017
C6orf118	-0.0483333333333333
ZSWIM5	-0.24175
FAM83F	3.27025
LYNX1	0.1633125
SYNPR	-0.18
XG	2.88566666666667
PRSS16	-3.124875
KIF13B	1.22942857142857
PCDH9	-1.51775
HIST1H2AH	1.80316666666667
RBM18	-0.1735
ZNF626	-0.15625
HEXIM2	0.933166666666667
ITFG1	-0.564
TUBG2	-0.538
SFRS7	-0.270666666666667
C9orf14	0.001
EXTL1	-0.894
GBP3	2.23183333333333
WDR5	-0.7205
RARG	0.225666666666667
MYO7A	-0.585875
CECR6	-1.01325
C13orf3	-1.89425
SFRS18	-1.435
ACVR1B	0.266666666666667
PSMD1	0.2231
C7orf31	-1.23516666666667
ILVBL	0.1085
IFNGR1	0.93325
RNF186	0.3055
NOL9	-1.5665
MAGEL2	0.433
SLC29A2	-1.0425
NHSL1	-1.63125
RBMX	-0.464
PSORS1C2	0.601125
RAD51L3	0.453416666666667
LCN6	0.20525
ORAI2	-1.370375
BRUNOL6	-0.2413
OR4K5	0.047
CDC123	-0.613375
MSLN	-2.10433333333333
WWTR1	-0.210666666666667
ZNF700	-0.588166666666667
COBL	0.085
PPP1R16B	-0.20925
GAS7	-0.191
MDN1	-0.852125
HAAO	-0.902
C9orf68	0.93175
TNFAIP2	0.1145
FOXN1	0.2035
hCG_2033311	0.3865
ATP6V0D2	0.3558
RPL41	0.595125
SLC38A1	1.637375
ARHGAP6	-1.10408333333333
ADAD2	-0.53225
PHF20L1	0.867125
MCM3AP	-0.2205
ST3GAL3	-0.601666666666667
SNX1	1.20066666666667
ELF5	1.94975
PARP3	-0.396875
RBM8A	-0.2500625
LINGO4	0.5365
ITGA9	0.807
ZFR	0.432
ACSL6	0.243625
FLJ20699	-0.0885
DAOA	0.09575
FABP4	2.33075
KCNB1	-1.41025
CANX	0.4194
SLC25A28	0.598666666666667
ADIPOR2	3.6765
ECHDC2	1.4335
SMA4	2.9095
FRZB	2.798375
PABPC1	0.401
DMRTB1	0.02475
APOBEC3G	0.2275
CATSPER2	-1.54833333333333
CUEDC1	0.988666666666667
STARD9	-1.917
CLDN8	1.627
LOC23117	-1.58168181818182
E2F6	-0.545111111111111
TMEM126B	-1.71
DPY19L4	1.61775
GIMAP5	2.19666666666667
NDUFA9	-0.416
FAM77C	-0.981
CTPS2	1.23425
LOC51035	0.155125
WDSOF1	-0.36425
EGLN3	-0.90225
PITX3	0.733666666666667
OR52E8	0.236
GRM4	-0.146
KLK1	-2.81033333333333
GPM6B	-1.271
RRAGD	-0.497833333333333
PAGE5	-3.21475
UCHL5	-1.25183333333333
ULK3	-0.479333333333333
AIM2	1.00583333333333
PNO1	-0.246166666666667
OR2F2	-0.0805
GNAT2	-1.022
SIX1	3.39775
ST13	-0.1095
ZBTB44	-0.246375
TIMP2	0.54325
ZMAT4	-0.854
GTF2IRD1	-0.184166666666667
ZNF19	0.542666666666667
ZNF714	-1.227
RSC1A1	0.13
C9orf80	0.182
PSMA8	0.0853333333333333
TMEM141	1.88225
COX4I1	-0.727214285714286
CTAGE1	1.039
DTWD1	-1.42325
HSD11B1	-0.52475
KRT6B	3.277875
ARID4B	1.436625
LHFPL3	-0.039
WWP2	-1.45216666666667
ZNF326	-0.749
RGPD1	-0.2665
CTSH	1.80616666666667
FASTKD1	-0.733
PAF1	0.918
TTC9C	0.151
IFT57	0.3544
PRSS36	-1.2065
IL20RB	-1.383
ZNF592	0.117333333333333
DCTD	0.1082
CFP	-0.06875
MFNG	-1.25925
JMJD2B	0.43
ALDH3B1	-0.200375
THSD4	2.22
KCNJ5	2.05666666666667
LMNA	0.665166666666667
TBCD	0.2705
ZNF250	1.17233333333333
CASQ2	1.48666666666667
PEG10	-2.78666666666667
PRAME	-1.50173333333333
NP	-0.111875
TRIM59	-0.0835
ZNF12	-0.06225
XTP3TPA	0.02275
SIGLEC7	-0.2667
PANK4	-0.74825
FAM70A	-1.78366666666667
SNED1	0.13625
HIP1	0.6632
RAET1E	-0.0886666666666667
AMAC1L2	-0.83
AHNAK2	0.791416666666667
TOE1	-1.0235
RECQL4	-1.252
SPRYD3	0.985
DPAGT1	-0.40175
MAGED2	1.9083
ANKRD55	0.0405
TRPS1	3.78541666666667
DOK7	-0.732
TFPI2	-7.6025
GTF2H3	-0.29
CYP4F11	0.25525
LHX2	-1.28583333333333
ATG16L1	2.40466666666667
ASB12	0.52
C1orf116	3.68275
NF2	-1.11055
POM121	-0.8295
PHYHD1	-0.7009
TXNDC17	0.120833333333333
DKFZp779O175	0.06675
NUP62	0.0592142857142857
MYO18B	1.2085
PRAMEF1	0.1005
TCBA1	0.341375
TMEM168	0.5125
FJX1	-0.814333333333333
CLCF1	-0.23125
SEPN1	-0.199625
IGSF2	0.05575
NUDCD1	0.277833333333333
TFF3	3.54816666666667
NDFIP1	1.82235714285714
CHCHD4	-1.4205
TNR	0.6995
CUTA	0.6905
USP44	-3.67425
DPP10	-0.149833333333333
IWS1	-0.294166666666667
PCGF1	0.06525
SULT1C4	0.469
NTF5	-1.0415
PTPN13	1.44325
SSTR5	0.8805
SFRP1	-3.111875
IDH3B	-0.525625
SUOX	1.31583333333333
TMCO5	0.04675
GOLT1B	-0.1835
MIB1	-0.236714285714286
PCDHGB1	1.2485
SUSD1	0.27225
ICAM5	-3.2365
PAPOLB	0.06675
URM1	0.1335
TMEM106B	0.4325
LRIG2	-1.208
SLC27A5	-1.01325
CLIC6	-0.5257
ZNF420	0.448
SCN9A	-1.0903
KIAA1909	-0.68975
ELMOD1	-1.37
PRKAG1	0.3275
FAM64A	-1.428
EEF1G	-0.5473
SMAD5	1.05375
INCENP	-1.6305
WASF2	-2.342
GARS	-0.7516
CDK10	-0.9124
HLX	0.438833333333333
MDM4	0.387375
ZNRF1	-0.935928571428571
HHATL	-1.72883333333333
FAM21C	0.8333
HIST2H3C	0.04625
PFDN2	0.808375
ZNF200	-0.97775
NDN	-0.615
HBA2	-2.32516666666667
FBLN5	1.309875
PUM1	-0.241071428571429
TNNT1	-1.13766666666667
C19orf59	-0.2485
HNRPH2	0.423333333333333
RAB7A	0.7085
PMS2	-0.23825
BIRC3	-2.05033333333333
NRSN2	0.938125
OR52K2	0.377
SPOCK1	0.675571428571428
H2AFY	1.09575
RXRB	0.082
ZNF638	0.544166666666667
ANKRD45	0.236
ACTN4	0.6395
FXC1	0.232
EIF2B5	0.36675
VPS33A	0.078
PINK1	0.032375
FAM106A	0.4165
SKIP	0.7645
GAPDHS	0.1115
MUM1L1	3.255
PSTPIP1	0.53675
CNTNAP1	-1.6752
CYP26A1	-1.28075
APOL2	0.4541
TACC2	1.35275
COX7A2L	0.443857142857143
HSD17B1	0.32675
ARRB2	-0.66375
SLC7A6	-0.5917
HSD17B10	0.21475
RBJ	-0.000750000000000001
NUP155	-1.18175
MRPL10	-0.367333333333333
CYCS	-1.46483333333333
CCDC46	-0.071
TECTA	0.669
GNAL	-0.4875
LPO	-0.259
PEBP4	0.5505
DDX11	-2.5105
C18orf12	0.6065
TAF9B	-0.39525
IMP4	0.457
RPA4	-0.356666666666667
NDUFS1	-0.53575
UPK1A	-0.569
ARRDC2	-0.1695
C18orf20	0.0595000000000001
AES	-0.138428571428571
CD2BP2	0.676333333333333
C16orf54	-0.134
UGT2B17	2.992
FGFR1	-0.343545454545455
CEACAM6	4.4358
CHRM5	0.08625
CERK	-1.348625
AP3S2	0.870928571428571
ANKS4B	-1.2745
CLCNKA	0.14
ZNF208	-0.517
HLA-DRB5	4.4165
CARKL	-0.007
GOT1	0.0776666666666667
CASP6	1.42
HOXA1	-0.4605
RCL1	-1.712
ZNF181	0.639833333333333
RAB40B	-0.2305
MRPL38	0.255
LRRN2	2.38075
C3orf25	1.115
OR5D14	0.5445
OR10AG1	0.709
BET1L	-0.1966
FRY	2.66675
AK3L1	-1.71975
CSF3R	0.975166666666667
POLR3K	-0.448166666666667
ATG2B	0.808166666666667
EPS8	0.897166666666667
DARS	-0.65575
C10orf56	0.0815
DAD1	0.609833333333333
RIOK1	-0.384166666666667
HERC2	-0.35375
HSD11B2	1.16633333333333
FAM96B	-0.6245
MGC13057	-1.71225
BSN	-0.51325
CAND1	0.413833333333333
HCST	1.521
ACTR10	0.718666666666667
OR8D4	0.1715
NASP	-2.4906
COL9A2	0.353333333333333
LYZL1	-0.202
GPC5	-1.993
TBL3	-0.209833333333333
CENTD2	-0.297
OR5AP2	-0.01975
TLR1	2.12725
LMO6	-0.13375
ZIC2	-1.371125
CPNE5	0.3495
ZMYND15	0.736
FLJ22374	-1.0025
CCDC106	0.0995
PARP16	0.13
PDIA3	1.028
C14orf126	-0.5765
CECR2	-0.207
SFRS1	-0.608142857142857
FIGLA	-0.2745
DCP1A	-0.959833333333333
MGC45800	-1.5509
TEKT1	-0.237666666666667
C10orf67	-0.584
CLN5	1.680875
NTN2L	0.2815
GLE1L	-0.2815
CES2	-0.8974
GNAS	-0.355722222222222
DDX53	0.328
TSPAN13	3.77775
MRPL52	-0.2363
SPIRE2	-0.28775
TAS2R39	0.53425
SCUBE3	2.5465
UCRC	0.4449
CDKL3	0.629
KIAA1715	0.0216
ZNF345	0.78775
RTF1	0.4355
DHRS7	1.7805
RIPK4	-2.15383333333333
EXOSC2	-1.333
MS4A2	2.9025
FGF17	0.30275
WDR59	-0.923625
EVI2A	-1.62625
IL17RC	0.638166666666667
HS3ST1	1.833
ITGB1BP2	-1.8475
RBPJ	-0.419833333333333
GIMAP1	3.0205
INE1	-0.638166666666667
ALDH18A1	1.012
TPI1	-1.549125
GATA6	-0.04725
CABP1	-0.323666666666667
ZNF484	0.8405
DAPK3	0.8945
GJB1	-2.13425
PIN1	0.076625
SLC6A15	-3.54916666666667
CNO	0.21575
RIN2	2.0625
FRRS1	0.4805
CYorf15B	-3.5125
DMRT3	0.806375
ATAD1	0.0445
OTUD4	0.0506666666666667
ATOH8	-2.0675
ZSCAN16	1.131625
ASCC1	0.214
OTUD3	0.036375
MGC33212	-0.1145
YME1L1	0.21025
RP11-218C14.6	0.00824999999999999
PCBP4	-0.189
TNFRSF10A	0.13375
CDH10	-2.92583333333333
KL	1.081875
SCP2	-0.234
C9orf119	0.505125
SON	-0.158583333333333
MAFK	0.0165
SBNO2	0.479
SLC6A6	-0.322916666666667
SC4MOL	0.368875
FAM35B	0.598875
PPP1R9A	1.270875
PDZRN3	0.362625
CXorf20	0.5105
C6orf126	1.3425
AVEN	-0.27625
FLJ21075	-1.1885
C14orf132	-0.942625
PCK2	-0.486375
GUCY2C	-0.3585
BARX2	0.243
PEX11G	1.668
DAO	-0.611333333333333
C10orf49	0.096
EDNRA	2.35983333333333
PPP2R5A	2.0328
DDX39	0.0075
SERF1A	0.35
ASCIZ	0.1819
FNDC8	-0.15225
PTMS	0.518125
PHF7	0.1185
PIP4K2B	0.020875
HHLA2	0.08975
BDH2	0.4728
APOBEC2	-0.2455
PENK	-0.532666666666667
SMAD9	-1.871
MT3	0.40575
RGL1	-0.45875
ATG10	-0.009375
DLGAP4	0.632333333333333
APPBP2	-0.672142857142857
BACE2	-0.129214285714286
LOC339344	0.918333333333333
ZNF395	-1.22075
HIST1H2BL	0.60025
ZNF467	1.305
SLC25A21	-0.68425
PALM2	-0.188
NSUN5C	-1.112
IL5	0.2532
CLSTN2	2.39125
ANXA8L2	-0.7345
PTGES	1.282875
GDAP1L1	-2.21266666666667
OPRK1	-0.678333333333333
WDR20	0.3275
C12orf4	0.392
NUP88	-0.689
XRCC6BP1	-0.869
FCGBP	0.0206428571428571
LEMD2	0.8305
NOMO1	-0.4135
C10orf79	0.2245
ZNF79	1.2522
OCRL	0.7089
HSPA8	-0.0782083333333333
DIDO1	-0.0577083333333332
PLA2R1	1.3225
COG3	0.192
NGDN	-0.669
CBFA2T2	0.059
PNOC	-1.6505
PRRG1	-0.83425
AGGF1	-0.0625
DPF2	-0.19775
YIPF7	0.203
TRPV5	-0.09375
ZNF322B	1.2715
MED12	0.411666666666667
CARS	-0.834833333333333
ABCC11	0.3665
C9orf25	0.3625
MYH1	-0.2165
FRYL	0.474416666666667
AGTRAP	-0.07425
MMP27	0.4475
ZNF432	0.173375
OR8D1	0.157
OR13D1	0.3075
VWA1	1.6215
STON1	0.262
IL5RA	0.55875
PERP	1.0007
C10orf107	-0.7845
TNFSF12	2.5045
FN1	0.787166666666666
MTR	-0.504333333333333
PHLPPL	-0.172
ZNF425	0.83475
DHFR	-1.75855555555556
PPP1R12A	0.068
RSPO2	-1.132125
ZNF7	0.91725
ZNF583	0.61875
TPMT	-0.807166666666667
GPR132	0.5025
OR2T12	-0.68375
SERTAD2	0.2742
ATP1A1	-0.5999
FRMPD3	1.0755
ZNF672	1.091
PLXNB3	0.23575
EML5	-0.048
FAIM3	0.5505
UBQLN2	0.7045
SORCS2	1.4115
PRIM2	-1.6235
ACVR2A	0.859
YWHAZ	1.28233333333333
PGM2L1	0.621375
GNAO1	0.147928571428571
RPL10	-0.5621
RPS6KA6	0.6605
PFKL	-0.474333333333333
SH3D19	0.506
AURKB	-2.04716666666667
ZC3H6	0.648375
DISC1	-0.474
FLJ39660	-2.41783333333333
TMEM25	2.67725
OSBPL10	-0.01775
CLTCL1	-0.668333333333333
ALG6	-0.50275
CATSPER4	0.171
LRTM1	-0.8665
RRAD	0.633166666666667
TIPIN	-2.24125
CARD14	1.854125
RBM9	-0.338666666666667
RASSF4	0.4915
SLC25A18	-0.485166666666667
C6orf58	-0.708666666666667
IGHD	0.2285
PLA2G6	-0.5075
TPT1	-0.51325
SEC63	0.8934
CCDC113	-0.2186
TDRD10	0.075125
KIAA1666	0.73825
TOR1AIP1	1.15416666666667
SYTL4	1.09266666666667
SPRR2F	-1.0305
CEBPD	3.09775
SNTG2	-1.1215
C20orf77	-0.00291666666666672
TAS2R49	-0.2945
C6orf173	-1.8915
SVEP1	0.3593
PXN	-0.425571428571429
VIL2	1.36583333333333
C5orf21	0.8755
DIXDC1	0.282125
GANAB	-0.762833333333333
PDSS1	-1.32075
NGFR	-0.72725
ATP8B4	0.3615
BMP8A	-0.698
CCDC132	0.224666666666667
GNRH1	-2.50225
OR10T2	0.07325
PDGFD	2.76566666666667
OR6W1P	0.304
HARS	-0.1155
KRT77	-0.106
AQP8	0.0435
ITGB1	0.531
ZNF254	-0.7461
PAX1	0.183666666666667
PSMC4	0.0831
ANKRD22	4.74925
PSMD8	0.5475
HTR1E	-0.226
SOX10	-2.6482
OR5B2	0.4015
RABGEF1	-0.422142857142857
MAP1LC3B	-0.27075
CYB5R4	0.40775
AGXT2L1	-2.6905
FLJ41603	1.40916666666667
TRAPPC2	0.692333333333333
FNTB	0.7182
FLJ14107	-0.9845
AURKAIP1	0.02725
DSE	1.2415
NFKBIZ	-0.5295
OSBPL3	-2.16916666666667
LOC130576	2.5025
SLC39A9	1.64283333333333
LOC137886	0.5035
RHCE	-2.655
ATG7	-0.089
FAM82A	-0.00799999999999999
FBN3	-0.231
MCFD2	-1.24133333333333
CASP14	0.0725
EPS15	0.18575
SFRS2B	0.233666666666667
C19orf47	0.1555
PLAC9	0.007
GPR23	-0.6865
BTNL3	0.0826666666666667
RGS8	0.3375
GNS	1.13625
ENO2	-1.95366666666667
CBX1	0.4666
PEX26	1.0295
LRP5	0.2035
ADAMTSL4	-2.61433333333333
ARR3	-0.0306666666666667
MAP1A	-0.4475
CD2	3.14575
NAV2	-1.3839375
TMEM69	-0.9035
ATXN7	-0.583
CHN2	-0.622166666666667
ZNF781	-0.806833333333333
HAS2	-3.62533333333333
KIAA0241	-0.491666666666667
BIC	0.5935
MOBKL2A	0.10525
CYP2C9	0.5115
CNOT7	-0.627
SFRS10	-1.0405
CST11	0.2105
FLJ37543	-0.394
NKAP	-0.2765
RUNX1T1	2.4
EAF1	-0.0664
IL4I1	2.549
LRRC61	0.281833333333333
PSIP1	-2.92608333333333
SPRR4	-0.152
ZFP90	-0.117
AP2B1	-0.340692307692308
SLC30A7	0.298333333333333
C7orf28A	-0.442666666666667
S100B	-4.21266666666667
BMP2	-2.424875
ESR1	4.709
ZFPL1	0.2125
ARHGAP12	0.26025
LRRC19	-0.301833333333333
ZNF767	-0.900833333333333
NACA	-0.3672
OLIG1	-2.7395
PRF1	0.7405
LST1	2.1085
SPATA9	-0.435333333333333
CNFN	1.3495
CDK4	-0.5941
TCF15	-1.92516666666667
PARC	0.156
PPM2C	2.2085
LOC283345	0.186
FAM107B	1.12875
DMXL1	0.71325
RBM3	-0.5955
HTR5A	-1.07516666666667
SCFD1	-0.433666666666667
EPHB3	2.14475
ROPN1L	0.0803333333333333
RAMP3	-0.13875
TSPYL5	3.11754545454545
GAP43	-2.5995
PAPD4	-0.1555
PDE3A	-1.3145
TNFRSF10C	0.60525
JMJD5	-0.1115
RASGEF1A	-0.9205
C16orf65	-0.221
HIPK3	-0.253333333333333
XYLT2	0.3675
XPOT	-1.15366666666667
GAL3ST1	-2.3485
DHCR7	2.678
AMIGO3	0.251833333333333
FGFR4	-1.92183333333333
CRAT	1.28125
PPP1R14D	0.4045
TRIM14	1.2631
TMPRSS11D	-0.1915
SLC7A11	-2.21057142857143
OR10H2	0.42075
PPM1E	-1.2113
DOCK4	-0.082625
FAM127A	0.591125
ENOPH1	0.5165
SLC5A3	-0.2511
ZNF530	0.1252
NTS	-6.765
FRMD4A	0.434125
BCL11B	-3.77666666666667
PRM1	0.171
UQCC	-0.00930000000000001
S100A16	1.51516666666667
PLS3	-0.85075
WWOX	-0.201214285714286
CCDC23	-0.39225
GTSE1	-2.2465
GP2	4.4205
FLJ32549	0.527375
CHIT1	0.756
KLF9	0.11525
RPS24	0.0104
MIA	-3.0105
FIGN	-0.25575
PYROXD1	-0.085125
PCSK2	0.694125
MRPL9	0.67125
RPL24	-0.078625
C12orf32	-0.657375
HIST1H2BE	0.4835
RGS18	1.91025
LFNG	0.671125
RAB4B	0.5517
FBXO25	0.654666666666667
TSPAN31	1.37916666666667
ARL8A	1.37535714285714
C10orf83	0.5045
OR51B6	0.221
CNKSR2	-0.126
C1orf156	0.62675
IBSP	1.2455
GFRA2	0.2581
ALKBH7	0.8692
NEK10	0.7285
VN1R3	0.0266666666666667
LOC91948	0.263
CPZ	-0.3295
IHPK3	0.528166666666667
COL8A1	1.46825
RBPJL	-0.4595
OR10A4	0.22875
CASP8AP2	-0.761625
MMP12	-1.15133333333333
OR8B12	0.082
CDCA5	-2.04916666666667
LIX1L	-1.42475
PEX11B	1.518
GABRA1	0.583333333333333
HABP2	0.9055
REEP1	1.616
FBXO15	1.35875
CD68	0.42975
WFDC9	0.328
GHDC	0.87
SMARCA1	-0.33075
SPAST	0.387833333333333
PLXND1	-0.06975
MLCK	-1.0645
INTS5	0.4115
BSG	-0.458285714285714
PARP8	1.04983333333333
TEAD4	-2.15633333333333
ZNF498	-0.387875
TMEM89	-0.285333333333333
DTX4	-0.1355
TNRC6B	-0.030625
ARMC2	0.128
FGFBP1	-2.80433333333333
TIMM8A	-1.46166666666667
AJAP1	-2.2304
ZNF608	-0.92925
SLC25A42	-0.37875
SYP	0.012
MMP11	3.09766666666667
USP40	0.6834
C3orf62	-0.197333333333333
MYO1E	-0.9417
LRFN4	-0.3
XCL1	0.1125
GPR155	1.016875
VPS29	-0.412875
CARHSP1	-1.91975
ARHGAP20	0.217666666666667
GREM2	-0.408071428571429
CCDC102B	1.526
ZNF577	-0.263
HDDC2	-1.063625
SHC2	2.1188
NCOA5	1.21466666666667
INPPL1	-0.9675
CHGB	-2.8458
IHH	-0.171
DDEF2	-0.00216666666666668
DIAPH3	-2.17128571428571
BUB3	0.159666666666667
GGH	-2.63566666666667
VPS35	-0.0554
CNN2	0.369333333333333
ASNA1	0.17025
WDTC1	0.49
AMAC1	-0.2935
HAS3	-2.06616666666667
SLC1A6	-1.81
ZNF563	0.0145
C1S	3.217
TCF7L1	1.509125
OR10Z1	0.207
ME2	-0.5319
C6orf151	-0.62625
KPNA4	0.2885
GLO1	0.47175
WDR61	0.125166666666667
CD302	0.30675
SIRT7	-0.1455
C11orf59	0.10575
PKIG	0.42325
PPIL3	-0.886
CCDC74B	0.815625
ZNF528	0.90125
EFNA5	-0.0275
FCGRT	1.976
NOL4	0.1254
CCS	0.20175
LOC374491	-0.87725
MFSD7	3.2095
ZNF555	-0.05625
LIMS3	-1.805
TSSC4	0.500833333333333
COL11A2	-1.2135
C1orf119	-0.0186666666666667
BPNT1	1.13525
CHRNA6	1.4155
C1orf173	0.2106
PLD2	0.49375
ORC1L	-3.61875
SASH1	0.489125
CDC14B	-1.243125
RLBP1L1	0.3415
LDLRAP1	-0.6158
NAT8B	-0.193833333333333
HHEX	-2.2945
LGALS7	0.51975
PLCH1	1.6715
OR1M1	0.3775
PRAMEF16	0.07925
HECTD1	0.159
C14orf39	0.186
TLN2	0.6543
HDAC4	-1.19792857142857
SYCP2L	-3.5235
GLRA1	0.344
RPS6	-1.275
hCG_1757335	-1.215
KLHL1	-0.2205
CTNNBIP1	-0.3615
SCAND2	-0.5025
HMGN2	-0.7727
YAF2	-0.32175
BRPF1	-0.35875
LIAS	-0.57075
CTA-246H3.1	-3.12475
SAG	3.19575
C20orf10	-0.06375
HNRNPA2B1	-0.964
GADD45A	-2.382
MSH4	0.51
TMEM70	1.13925
HIST1H2AM	0.52675
C19orf26	0.00266666666666666
C1orf50	-0.361
GNG3	0.09275
FTO	-0.2095
CALCB	-1.216
PPP3R1	0.183125
C15orf42	-2.6505
CCNJ	-0.56325
GNAZ	0.966933333333333
PSD	0.1635
FAM57A	-0.73425
STIM2	0.390333333333333
DHX8	0.7315
MOGAT3	-0.19525
UBE3B	1.2385
PLAT	0.426666666666667
C6orf206	0.4685
COPE	-0.0266
EIF3A	0.525125
C1QL2	0.13775
IQCE	0.273916666666667
KIAA0182	-0.804166666666667
SLC22A7	0.028
PPFIA2	0.246
ADAMTS15	-0.028
ODZ1	-0.4945
THBS4	2.02683333333333
ARHGAP1	0.527875
B4GALNT3	-0.048
FCHO1	-2.6805
LOC440456	0.3305
HOXD10	0.875333333333333
CXCR3	1.6355
CHI3L2	-2.754375
SRPX2	2.4185
ZNF132	0.9305
UBAC2	0.893833333333333
RPL32P3	-0.388
CBWD6	0.332
ST6GALNAC4	-0.277
KIAA0391	0.669166666666667
LOC388969	1.03725
KRTAP5-8	-0.7105
ZNF786	0.32625
LYVE1	1.26766666666667
GPR144	-0.1155
APOH	-5.899625
TSC22D2	0.502666666666667
PLCD1	-1.17325
FLG2	-0.1435
M-RIP	0.0895
NDUFV1	0.4365
POLDIP2	0.3275
RAB3GAP2	0.830333333333333
RPSAP15	-1.95025
CLEC7A	0.85325
HSPA14	-0.3705
TAAR5	0.39125
FAM132A	-0.65125
C2orf43	0.0545
OR10V1	-0.1335
SELPLG	0.1025
C1QTNF6	0.470166666666667
OPCML	0.5507
DTYMK	-0.6665
ALDH16A1	0.730875
F13B	-1.1705
MGC16169	1.44675
KIRREL2	-1.29883333333333
C14orf32	-0.497416666666667
SLAIN2	1.3438
HSD3B2	-0.0695
AMMECR1L	0.5613
LRRC37B	0.2615
HMG20A	-0.27
C22orf27	-0.6062
FBXL22	0.4105
AP1B1	-0.139166666666667
TNKS1BP1	1.024
CD74	2.476
HSPA12B	1.5865
PLSCR1	0.7315
SLC35E1	0.2845
FEZ1	-1.6525
APOD	2.688125
C16orf44	-0.3225
C1orf166	-0.116
KCTD11	0.19225
NELF	-1.0655
SRP54	0.297
MGC35361	0.479
GPR35	-0.769
NRGN	-1.1155
SIGLEC12	0.13075
SCN1B	-0.16625
IFNW1	-0.271
STAR	-5.458
HLA-DQA2	1.75983333333333
RNASEH2B	-2.64275
TAAR2	0.064
VAMP5	0.379833333333333
