Hybridization REF	TCGA-C8-A12W-01A-11R-A115-07
PLSCR4	1.88133333333333
HIG2	0.9405
FAM79B	1.724
C21orf86	0.0633
KCNK10	0.41725
ZNF738	-0.98225
FSTL5	-1.20116666666667
OR6A2	-0.095
OTOA	1.58366666666667
EXOC1	0.193125
AHRR	-3.800875
PDAP1	-1.47108333333333
C19orf6	-0.56525
ZAN	0.84625
LY6G6E	0.2565
EIF4E2	-0.195
C20orf198	1.76225
ZNF324	0.3065
CYP3A5	-4.3365
ENTPD7	0.932166666666667
MBOAT5	0.19
GJB5	-1.5085
TTC13	-0.6345
S100Z	-1.30083333333333
KIAA0664	-0.245
PDGFRB	2.33716666666667
IL17D	-0.70275
OR56B4	-0.4275
RDX	-1.514
SLC34A3	0.8955
IL28B	0.116
JUND	1.01725
CHRNB1	0.565625
CAMK2B	0.25575
FETUB	-1.94575
CXorf23	0.5115
MRTO4	-0.83175
TTC3	0.2283
NDUFB8	-0.429166666666667
EDG2	-0.69775
SEMA3G	0.90775
IL23A	-2.05825
GRHL1	0.0882
LOC441054	-0.7745
WDR65	0.698375
PSTK	-0.71675
STOML3	-0.09
R3HDM2	-0.3077
C5	-3.17725
SLC2A10	1.35783333333333
C3orf22	0.75525
PAQR3	-0.969307692307692
ANKRD26	-0.51625
HCRTR1	-0.0135
LOC399947	-0.0336666666666667
PSD2	-1.01025
TIGD2	-0.803166666666667
SCRN1	0.04925
COQ10A	-1.068
DDI2	-0.375
METTL7B	-0.8405
UCN2	1.173
FAM92A3	-0.4985
WDR16	1.46525
ZNF511	-0.179833333333333
ZMYM5	-0.844
POLR3G	-3.03225
ZNF586	-0.06475
C1orf49	0.525166666666667
TANK	0.104666666666667
RCAN1	-0.862
PELI3	0.485333333333333
LIMD2	-0.05825
TMEM189	-0.0795
NTN4	-0.496875
LOC151300	-0.175
CLEC2A	-1.1895
GPR135	-0.011
DPYSL4	-2.4954
JAK2	-0.307666666666667
TSHZ1	0.185666666666667
TM9SF4	-0.008875
ZNF264	0.8855
SIRPG	1.883
BICD1	-0.3885
HERC6	0.2265
METTL5	-1.023
CASP1	0.50675
PRRT1	0.4115
PLA2G4C	2.2335
ICA1L	-1.03442857142857
TPTE2	-0.156166666666667
OTUD7A	2.05116666666667
AQP11	-0.78825
APOA2	-3.6537
KALRN	-0.8432
SECTM1	0.245166666666667
IFNAR1	0.0475
TALDO1	-0.248125
RAB11FIP4	-0.25125
EIF5A	0.063
FAM49A	2.27225
NEGR1	-0.609666666666667
YTHDC2	-0.31575
EHD2	0.834625
NCF1	2.8185
SCRT2	2.386
HOXA5	-0.711
NUP133	-0.149
FGF12	0.2949375
SLMO2	0.869125
SNTA1	-0.961875
CACNG2	0.20925
GCM1	0.604125
ELF1	0.437166666666667
TLR5	3.35725
TCFL5	-0.59725
RBMY2FP	-1.686
LOC100125556	0.732625
FAM129B	0.494875
MAP3K7IP1	0.796375
NCK2	-0.243
OXA1L	0.09025
FMO9P	0.525
ZSCAN12	-0.693
PSMD12	-0.00100000000000001
HSCB	0.735
CLDN10	-2.46475
MGC13053	0.108
HPCAL4	-0.8
ASZ1	-1.443
MEX3D	0.482416666666667
NFAT5	-0.5494
CSPG4LYP1	0.0821666666666667
FBXO3	0.2385
DVL1	-0.6405
CMKLR1	1.90066666666667
TYMS	-1.568625
PEF1	0.32575
ZNF750	1.44883333333333
MCM5	0.4768
MEGF11	-0.8855
KCNK7	0.266
PTP4A3	-0.0845
C1QTNF2	-1.35416666666667
OR6S1	-0.0995
FAM122B	-1.616
ZNF551	-0.9235
HBQ1	-2.3665
GEMIN6	0.34575
ARSK	-0.61375
RBP7	4.1075
CPNE9	0.7035
DSC1	1.0765
LOC730112	-0.4635
MAP2K4	0.531875
HS3ST5	-1.083
EPB41L3	-0.85525
TEKT2	3.25375
CDKN2B	0.88875
ZNF480	-0.5405
MAP3K6	0.3785
MAP6	1.25533333333333
HN1	0.2638
OR2L13	0.5682
SLC16A11	0.57425
FAM96A	-0.2975
APOL1	0.31275
C5orf32	0.3165
RTP1	-0.439
RNF175	-0.4755
ZBTB41	1.285875
AHCTF1	0.0877
SAE2	-0.7589
ITGA2	0.459
MME	-0.110333333333333
CCDC14	-2.48075
MAST4	0.553357142857143
KRT33B	-0.6615
KCTD2	-0.156
WDR26	0.146166666666667
MFI2	0.25875
NR4A3	-0.196625
ARSA	1.74825
UNKL	0.0888333333333334
SULT6B1	0.6465
CCNA2	-1.7615
SOX15	2.1385
PPAPDC1B	1.67558333333333
C19orf44	0.117
MCAT	1.60158333333333
ARID1B	0.0395
OR52N1	1.497
C12orf48	-0.7705
MAGI1	0.6275
NIPA2	-0.346
GBX2	-1.89875
RSHL3	0.095
RAVER1	0.573333333333333
C15orf17	-0.66525
SLC30A2	1.90775
ZNF518	-0.08075
PCYT1B	-1.047
C10orf114	0.47475
EIF3H	0.799666666666667
SLC25A39	0.109666666666667
KIF1B	-0.29325
AMOTL2	-0.065
C6orf120	0.1115
PSRC1	-1.87625
PLA2G10	3.275125
KIF5C	0.30225
MRPL37	-0.853
C17orf62	0.436333333333333
C9orf135	-1.489
DUSP10	0.3909
CLCNKB	0.3955
PSMA5	-0.39125
C8orf53	1.48325
AMPD3	0.714
PIAS1	-0.478
ADCYAP1R1	0.0015
GYLTL1B	0.1215
CDH20	0.00166666666666666
FBXO7	0.19525
TMEM134	1.54233333333333
FLJ14213	1.2365
ZNF3	-0.986
LRRFIP1	0.242125
CNOT2	0.0653333333333334
ABI3	2.7995
ALDH5A1	-0.575416666666667
HNT	3.7186
SERPINA4	-2.58466666666667
TK2	0.217916666666667
STMN1	-1.21722222222222
GUCA2A	-0.432833333333333
GALNT10	0.646571428571428
DPP6	-0.67975
C9orf93	0.037125
PRELID2	-1.1315
STK39	0.041875
SFTPA1	-0.9305
CKS2	-0.675444444444445
RHO	-0.193625
C20orf135	0.56375
XKR3	-3.599
CR1	-0.1645
RPS6KA2	1.01742857142857
C20orf112	0.26625
MRPL22	0.07225
C4orf23	0.1105
GADD45B	1.27325
KLHDC1	0.8805
C2orf48	-3.0175
ZNF287	1.182
DAAM2	-1.196
DPPA2	-3.885
TCTN3	0.052
DNAJB11	-0.362
FPR1	4.446
DEFB4	0.0735
PTCD2	-1.3318
SMOC2	4.97633333333333
CABP7	0.05275
SERPINB11	-0.137
MAGEF1	0.18775
NDE1	0.252
ITGA10	0.458
FSHB	0.3105
ANXA2	0.369625
HORMAD2	0.194
HLCS	0.014
MCF2L	1.20566666666667
FH	0.010375
TBC1D24	0.2955
KIAA1505	0.6325
LGALS2	-3.2415
CNBD1	0.771
SYNPO2L	0.0885
PTPN23	0.414785714285714
C1orf183	-0.622
MAGEA8	-1.9765
DGCR8	-1.512
GSR	-0.91225
PAQR7	0.24175
ZNF676	-0.6065
CACNA1C	-0.0581
SP7	0.861
PDCD6	-1.31175
NRN1L	-0.8825
BRI3BP	0.53925
KIAA1183	0.7675
ASB4	1.39125
CCL23	1.8029
OBSL1	-1.736875
SLC12A7	-0.0823333333333333
KIAA0240	0.9325
CD1B	-3.70733333333333
FCGR2A	2.24225
MDC1	-0.8335
HTR1A	0.114
OCEL1	0.35525
ATP11B	-1.710625
FBXO34	0.171
PCDH12	3.434
RPE	-0.4315
C17orf74	0.395
CSDC2	2.32333333333333
PET112L	0.4755
TMBIM1	0.081875
P2RXL1	0.0515
TCHP	-0.62075
TRMT1	-1.13233333333333
F2RL2	1.30483333333333
LRRC32	3.5675
IMPG2	0.301
BGLAP	-0.18525
LOC493869	-0.174416666666667
MRAS	1.792875
SLC35F5	0.20175
CBWD1	-0.107
AXL	-1.306
ATP2C2	1.23575
TELO2	0.22175
PNPLA3	1.093
PCDHB14	1.04625
CD276	0.56875
KRT80	-0.259125
DUSP28	-0.2975
CSNK1E	-0.442333333333333
SRP14	0.831
KCNQ4	-0.1055
KRT72	-0.0203333333333333
CCDC117	1.609625
C6orf89	-0.292777777777778
TUBB2B	-3.974
RTN4IP1	-0.79075
CR1L	-3.2755
CEND1	0.318625
C12orf41	-0.6125
RNF31	0.3505
UBN1	0.349333333333333
C17orf32	1.33825
SLC5A7	0.206333333333333
GPR92	1.5755
ESAM	2.736
CTNNA1	0.641
HRBL	-0.1654
CBX4	1.044
TMEM182	-0.324
SH3TC2	-1.89883333333333
IL10	1.06733333333333
PXMP4	2.1725
RNF167	0.6355
PAK7	0.396333333333333
ETV3	-0.439
ATPIF1	-0.338
LOC554207	-1.07883333333333
OR8H1	-0.51725
WDFY3	0.69675
DPM1	0.4175
GPSM1	-0.7975
WDR92	-0.134
LRP1	0.7925
ANKH	0.317625
THUMPD3	-1.19925
POLR1B	-0.74625
OLFM4	3.74833333333333
RAD9B	0.67875
TSPY2	-4.016
PAX6	-3.34016666666667
SCG2	-3.526875
SLC17A6	0.167
FMO3	3.96775
PADI4	0.532571428571429
TUBB4	-0.3713
NLK	-0.076
POU4F3	-0.5315
SDF4	-0.2315
ITGBL1	3.38883333333333
NETO1	-2.18525
TAP2	0.0425
ABBA-1	0.614833333333333
GNAI1	-0.32825
VPS4B	0.2855
NOPE	-0.3549
GALNT6	3.04383333333333
SESN1	-1.093
GBE1	-1.83744444444444
CLASP1	0.06125
RASGEF1B	0.7345
ACOT11	-0.337857142857143
AFAP1	1.35775
OR2H2	-0.0175
DPY19L2P1	-1.53825
DZIP1	-1.717
SEC22C	-0.0668333333333333
GPR161	-0.517416666666667
RNF146	-0.37125
WDR74	-0.439125
GALP	0.0375
PURA	0.9385
DNPEP	-0.119833333333333
RP11-78J21.1	-1.84225
ERBB2	1.636375
FANCM	-0.209333333333333
NEO1	-0.0653333333333333
DDX3Y	-5.0467
RPS3A	-0.1025
MXRA7	0.205071428571429
LGALS3	0.0131666666666667
GLT8D1	-0.24525
CFL2	-1.05166666666667
UPB1	0.43125
NAP1L5	-0.361875
CLDN14	1.41525
DHX38	-0.21075
BTBD1	-0.32925
TARS2	0.322333333333333
ABCF1	-0.4185
FCF1	0.254833333333333
LRRC49	-0.476
GUCY1B2	-1.3425
C1orf177	-0.2175
SMARCA4	-1.0335
LRP8	-2.97316666666667
TAGLN3	-1.5665
MRPL14	0.15825
TTRAP	0.15125
ZDHHC20	1.12675
NFE2L3	-1.429
KIAA1377	0.465875
PALMD	-0.2113
TMEM43	-0.1805
TTL	-0.930875
STAT5B	-0.7275
SSB	-0.413375
OR10H5	-0.4325
SLC22A13	-1.2335
AKAP3	1.26275
TIMM23	-0.352333333333333
OAS2	1.885
KIAA0423	0.76
TRIM11	0.499333333333333
GLIS3	1.694375
TMEM50B	1.23483333333333
ARHGEF4	-1.6055
DEGS1	-0.317
TBL1XR1	0.716766666666666
G6PD	-0.344
SP140	1.1723
MUC17	0.0844615384615384
NUDC	-0.3263
DNAJC5B	4.34983333333333
SCARA3	-0.879666666666667
CPA3	7.26766666666667
BCAT2	-0.013125
MFN1	-0.0195
NRG3	0.246
SNX11	-0.065
PLEKHH1	-1.0145
GPR177	-1.57133333333333
HCFC2	0.2315
TCAP	0.3885
MOCOS	-2.40475
C14orf93	-0.1195
PRDM10	0.251833333333333
SLC16A4	-0.283
SRGAP1	-0.304666666666667
VIP	0.146666666666667
DUSP27	0.0201666666666666
LILRA1	1.3431
MC2R	0.438
MGC24103	-2.279
MBTD1	-2.3835
FUT11	-0.193
USP33	-0.5091
C15orf39	-0.529
MAP3K12	-0.0835
PAAF1	-1.779
BARHL1	0.2615
FLJ16165	0.01
PIWIL2	-2.9125
SYNE1	0.608
CMTM4	0.59125
TSPYL1	0.0753
GUF1	-0.467333333333333
TMEM157	1.48
WDR44	0.55075
HIST1H3C	0.45275
DKFZp666G057	0.96275
RNPEP	0.0145
GAS2L2	-0.0838333333333333
ADH4	-5.208
GRPR	4.91066666666667
FBXL17	2.01675
ZBTB10	1.75058333333333
Gcom1	0.569722222222222
HTRA1	2.1373
ZNF585A	-0.0976666666666666
SLC26A2	-0.339214285714286
OTOP3	0.254666666666667
WISP1	2.734
ATP2B4	-0.692166666666667
FLJ10769	0.304
CRAMP1L	-0.186
CHST12	-0.33475
RAB22A	1.20991666666667
TARDBP	-0.364714285714286
STAU1	0.23025
CRB3	2.0355
MIG7	-0.53825
CHMP1A	0.226666666666667
ZNF160	-0.43
B3GALT6	0.0085
BARX1	-1.79033333333333
C6orf167	-1.6216875
NXNL1	0.4575
DHX29	-0.2025
HADHB	-0.7175
PLXNB2	1.666875
ILDR1	-1.5315
SLC15A3	3.53425
GAS2	-3.5955
C20orf69	-0.3245
NUMB	-0.4405
TNIP1	-0.192125
MESP1	2.22916666666667
PSKH1	0.5365
NSFL1C	0.239375
RHOG	0.39525
HEY1	-1.9105
KNG1	-2.424875
ITGAX	3.0208
LIN9	-0.567666666666667
CANT1	1.36475
XRN1	0.2075
CCDC96	1.5821
HEATR6	-1.4955
GNG7	0.224916666666667
RUNX2	1.905125
SOX1	-3.70074341541719e-17
FCRL5	2.1877
ZNF99	-0.433125
FAM9A	0.252
SNX22	0.659
MBNL3	-2.25
ODC1	-2.7499
ADORA2B	-1.70583333333333
NR2F6	0.10425
ZFYVE16	0.124611111111111
SYNJ2BP	0.4014
POLE	-0.556125
E2F2	-0.847
THRA	-0.0956666666666667
PTGES2	-0.456833333333333
HIP1R	-0.197166666666667
TMUB1	-0.576666666666667
ENO3	-2.562
RSPH10B	-2.4955
CXorf39	1.1665
IRGC	0.1905
GPR109B	-0.7475
FLJ13305	-0.049
LCE3A	-0.2455
TNFRSF18	0.132
DET1	0.89175
TRPM3	-0.640333333333333
C16orf79	-1.7455
FECH	-1.11416666666667
RAP2A	0.0273333333333333
CRIP1	3.40383333333333
AZIN1	0.7345
SLC7A7	4.15725
IL10RA	0.9539
TMEM64	-3.3605
CDC42EP4	1.6287
C16orf58	0.5591
ARG2	-2.20825
POU5F1P4	-4.56825
FAM62B	-0.75125
DNAH8	-1.9669
ASH2L	1.251375
TSLP	-3.19466666666667
CNTNAP5	-0.58
TMEM16C	-1.49375
IFNA14	0.3395
SLC1A3	1.483375
CABYR	0.58825
BCL7B	-0.6552
NUDT13	-0.947833333333333
C13orf28	0.421666666666667
C1orf53	-0.096
ARL6IP4	-0.2685
RPL35A	-0.44925
EMR3	0.6665
RAB40C	0.618
SLC41A1	-1.5816
LRCH1	0.26475
LY6G5B	-0.635
FAM124A	-0.638076923076923
MGC10981	-3.105
CLIP3	0.7996
MAP4K2	-0.444333333333333
CHIC1	-1.24125
SULF1	5.18616666666667
C20orf30	-0.0235
PRDM5	-0.878
ELOVL1	0.24375
C11orf48	-0.138125
SLC39A10	-0.54675
KCNV1	-0.0365
ACP1	-0.9545
ZMYM2	-0.914
B3GNT6	0.3902
C9orf69	-0.47325
C2orf15	0.98525
C20orf166	1.4655
HSP90AA6P	0.1265
EDG7	-1.3945
NEURL	0.43175
LPL	1.66966666666667
CLEC2D	-0.2605
GRRP1	1.20133333333333
CD8B	-3.2484
HIST1H3D	1.87616666666667
SLC6A12	1.5955
FAM27L	-0.0705
CD84	3.0437
RASA1	-0.214
PHKG1	0.0035
MAGEA11	-2.286
IMPA1	-0.6361
NPM3	-1.1755
RARRES1	4.77225
SH3BP1	0.530875
B3GNTL1	0.4245
ARPC5L	-0.460666666666667
KLHL26	0.02975
SIM2	1.247625
GJC1	0.7335
C20orf194	0.043
EXO1	-1.11225
SLC2A2	-3.24533333333333
LOC285074	-1.36425
LRG1	-2.5825
KIRREL	0.09
PIK3R1	0.138785714285714
C4orf34	1.49475
MAF	-0.411055555555556
ADCY4	3.2865
ZMIZ2	0.3893
SLC46A3	1.9825
STAMBP	-0.240833333333333
CCDC16	0.83575
MS4A12	-0.5635
TCF20	0.4965
LRRC46	2.80925
C20orf152	0.55325
MRPS6	-0.228625
ABCB11	-0.0105
KCNC2	0.699
CDH19	-3.328
C9orf123	0.00799999999999999
SSH3	1.872625
LDLRAD1	-1.5045
CCBE1	-0.7905
ZNF135	0.11975
TAAR1	0.4715
WFDC12	0.1645
CCDC42	0.256166666666667
FLJ12529	-0.7395
PER1	-0.348166666666667
TIMM50	0.229
SMARCAD1	-0.451
FAM26C	-0.323
TP53TG3	-2.56116666666667
SH3RF1	1.8383
LMCD1	1.97475
GPR63	-0.928
FLJ21986	-2.26575
AIFM3	0.6155
MICAL1	-0.6915
BLZF1	0.1415
IQCA	0.830833333333333
PCDHGC3	-0.4725
SAC	0.583
BCL6B	2.072
DDO	-0.74825
MARCO	2.374
DCHS1	1.51116666666667
C1orf170	0.459833333333333
CD200R1	0.0753333333333333
C22orf15	-0.332
SEPT11	0.596666666666667
ADNP	0.1795
UST	-0.6031
C13orf34	-1.20383333333333
RFFL	0.334642857142857
APBA3	-0.329
C2orf60	-0.669375
CUTL1	0.101
PMS1	-0.985875
ZNF689	3.1275
EIF3E	-0.032
IL9	-0.2712
RPL31	-0.37925
LY9	1.12916666666667
ATP2B3	0.06725
KDELR2	-0.148833333333333
TFCP2	-0.39525
NLRP12	2.187375
FLJ45422	-0.34875
TLE4	-0.9669
ZNF570	-0.0245
FLJ43806	-0.806
TLK2	-0.460375
CIR	0.10175
MARS2	-0.4745
COL24A1	0.24225
SDF2L1	0.3935
HIBADH	-0.651166666666667
IGFBP3	-2.47278571428571
C12orf23	0.378125
PSPC1	0.26575
C20orf43	0.70225
TRAV20	-0.5425
ARHGAP24	0.875125
KIAA1975	0.437125
C1QA	4.1526
DNTT	-4.7945
C10orf6	-0.48525
C11orf41	1.076125
HNRPF	0.308375
COL11A1	7.204
UBAP2	-0.568833333333333
CDKN2AIPNL	-1.3235
C20orf174	3.37675
SPRED2	0.07325
PLA2G12A	0.0178333333333333
ICEBERG	-2.189
SCN10A	-0.5755
C11orf65	0.876
GBP5	5.125
PITPNC1	-1.0805
POU3F3	2.3985
NCOA7	-1.225
LIN7C	0.0559
LOC348840	-0.287
NKX2-2	-2.946
ANKRD13D	1.002375
LOC123688	0.28875
FUT2	1.89483333333333
TAAR8	0.4155
FZD4	-0.291333333333333
PNMA3	-1.48966666666667
OR4L1	0.563
WIT1	-1.63975
EXOC3L	1.88925
ATPBD4	0.3182
KRBA1	-1.52
UBXD6	-0.61025
HOXB7	0.213142857142857
C7orf23	-0.929
UNQ338	-0.233
STAB2	0.2415
CDC20B	-0.07425
IRF9	2.43725
CENTG1	0.767583333333333
TNPO2	-0.74275
MCPH1	-0.275
BMS1P5	-2.67925
SLC26A7	1.3965
HIST1H3J	1.5565
C9orf3	0.3413
LBH	1.547625
MYO1D	1.288125
PTDSS2	-0.1185
NFU1	0.49875
DEPDC4	-0.307
WNT7B	1.3382
GLP2R	-0.19
SETD4	-0.3534
DYNLT3	-0.5302
FKBP11	0.674666666666667
SESTD1	0.0131666666666667
FLII	0.12525
RPS16	0.2771
CHPF	0.511833333333333
CSNK2A1	-0.193
SUMO1P1	-0.20125
FKBP6	-0.656
ZNF214	-0.828333333333333
TWIST1	0.539166666666667
DDX56	-0.610166666666667
TRAM1L1	0.7112
EPO	-0.191833333333333
MRPS18B	0.338
ZNF682	-0.8645
RPL14	-0.418333333333333
MAFF	-0.446
LOC51136	0.181875
LY96	1.3315
DDX20	-0.5965
ABTB1	0.152
ARL5A	0.2088
CCT6A	-0.93175
HEPACAM	-1.6695
EHHADH	-1.0585
RBAK	0.057
CGB1	-0.114
ITGB5	0.6128
YIPF3	1.2505
FKBP2	0.62125
NR1D1	-0.5925
TMEM110	1.282
NEK2	-0.1675
PRAMEF8	-3.12475
C20orf52	0.6185
PCDHGA3	-1.1505
VWA3B	0.0302499999999999
NDUFA5	0.307375
THAP9	-0.7405
FLVCR2	-0.016
AP1S1	-1.638125
SMAD6	-0.9955
SAV1	0.04925
SAT1	0.796125
ZNF251	0.699
ADAMTS7	0.6002
RPP38	0.652
C1orf211	0.008
YPEL2	0.3653
RBMS1	-0.54275
ZNF445	0.046
NRXN2	1.02183333333333
PGBD4	0.120875
UGT2B28	-1.7515
WBSCR16	-0.877
NLRC3	0.151625
ASTL	0.189
ST6GALNAC1	-3.0835
ZADH2	-1.102375
MLLT4	0.313
ARL6	-0.0016666666666667
MEF2C	0.63225
CBFA2T3	0.455
AFF3	0.714071428571429
COG7	0.557166666666667
MYB	-1.142
PLXNA3	0.8495
XRCC2	-1.83016666666667
MMS19	-0.3625
ST8SIA5	-1.139875
CHPT1	0.0998333333333333
KIAA1712	0.06425
OR6X1	1.536
ACTR3	-0.135875
UGCG	2.31483333333333
OR4P4	0.5095
ZAP70	-3.12625
LPP	0.6585
ZNF485	-0.373
PTPRCAP	0.82475
IL12RB1	0.662
ATRX	-0.319
CHST8	-2.125375
C14orf109	0.6735
ARV1	-0.0855
NMB	-0.933571428571428
COX5A	-0.0275
EIF6	0.14875
MPPED2	-0.914666666666667
SEMG1	-1.4205
CHRDL1	0.252
TRAF3IP2	-0.40175
WNK2	0.032125
LILRA4	3.02316666666667
LAMA2	4.17125
PXT1	1.38
RLBP1	-4.41475
CD300C	1.1135
SLTM	-0.346375
FLJ10404	-0.547266666666667
APOBEC3D	-1.2825
RENBP	1.6025
ATXN7L1	-0.133875
NID1	0.82625
TUBGCP3	-1.222
ITIH5	0.223823529411765
CCDC110	2.97075
C8A	-2.68075
MGC87042	-0.38225
HOXC13	-0.4155
TFDP2	-1.8165
HCP5	1.000875
POLI	-0.5385
UCN	-1.86
ZNF764	0.568666666666667
C8orf45	1.9165
FHL3	-0.05525
SPATA5L1	-0.10725
MMRN2	3.1035
NDST1	0.465
COL20A1	-0.492166666666667
ZNF248	-0.483833333333333
PELP1	0.661666666666667
MBL2	-3.31116666666667
RNF41	0.593
C5orf24	0.437625
THOC5	-0.069
SERINC3	0.668333333333333
RP11-151A6.2	0.49825
CDCP2	0.53125
HIST1H2AA	1.18675
C11orf75	0.585666666666667
FKBP7	0.34125
DDOST	-0.648
GPNMB	1.71016666666667
TTF2	-2.11083333333333
KCNT1	0.742666666666667
SLC39A14	-1.41525
NGRN	0.0903
GPR137B	2.96575
MECP2	-0.019375
PSMA1	-0.416
C16orf73	-5.2005
TMEM60	0.165
CSN3	0.458
NOS1	0.292333333333333
RAB7L1	-0.8365
YBX2	0.9135
KIAA1166	-0.745
FUBP3	-0.952333333333333
ABCG1	2.254
ACACA	0.393166666666667
ARL11	1.3238
ATOH1	0.6
ODF1	0.5346
CREB3L3	-1.28566666666667
TMEM127	1.31735714285714
DSCAML1	0.845
PLN	4.37283333333333
LYPLA1	2.13575
PRDM9	-2.021
SASP	-0.75
PLUNC	0.142833333333333
INTU	0.01675
HISPPD1	0.07375
LNPEP	-0.1695
YARS2	0.693666666666667
APCDD1L	-1.095
ZCCHC4	-0.4353
FBXO22	-0.325333333333333
TTLL13	-0.742
ZNF669	-0.910333333333333
PTGDR	2.58925
DDX27	0.42975
KIAA0409	-0.206
GJB6	0.146
ASB8	1.86975
PLP2	0.197
MEPE	-0.34675
OR10J5	0.1085
KRT222P	0.29525
COQ7	0.403833333333333
C1orf101	0.6435
RERG	3.7686
CHMP5	0.377125
THAP11	0.531875
ZNF43	-0.293666666666667
ZRANB3	-1.16
KRT13	3.0175
MRPL19	-0.272
RBBP9	0.926875
SPATA17	1.124
BXDC5	-0.285333333333333
PAFAH1B1	0.36675
MAGEE1	0.981
OSTF1	-0.0535
KIAA0323	-0.179166666666667
TXNDC13	-0.612333333333333
CNTN4	2.232875
LCE1B	0.6165
UNQ501	0.6525
ZNF154	-0.21475
C3orf64	0.1055
SYT5	-0.1176
PON1	-0.2632
FLJ10357	-0.301875
ATP4A	-2.2715
GNPDA1	-0.9615
MGAT1	0.703
C14orf121	0.70125
SLC35B2	-0.539
MIER3	0.316
CHEK1	-1.458375
ZNF8	0.0155
TXNDC1	-0.5255
CKB	-0.5335
RTN3	0.563571428571429
FZD2	-0.206166666666667
PART1	-0.837125
PSMB6	0.55275
PCDHB8	-0.6655
PHC3	-0.4127
PPP1R8	-0.389
NOVA2	2.3555
TNFRSF11B	-3.826875
GOLPH3	-0.487166666666667
UBLCP1	-0.385
SUHW3	-1.406
TTLL1	0.91775
OPN4	0.768
OR13G1	0.1445
ZPBP2	1.1808
HSD17B11	-0.993
C9orf50	0.343
DHDDS	0.302142857142857
CTSW	0.0749
NEFM	-1.61483333333333
MRPL28	-0.325
SYN1	1.14016666666667
PIGV	0.323333333333333
ZIM2	1.6205
APBB1	-0.4045
SND1	-1.0565
C1orf123	-0.152833333333333
CHD3	-0.12725
BHLHB8	0.43975
RNASE2	0.0973333333333333
BCAP31	0.109375
SLC25A44	0.002
CHD6	0.7757
PIB5PA	2.05015384615385
SELS	0.7415
LOC541471	-0.447875
FAT2	0.0525
ZNF81	0.756
OR4C16	-0.314
FLJ10081	-0.6294
LRRC4	2.12125
CS	-0.428
N4BP2	1.104625
IGFBP7	2.049
ZNF318	-0.223583333333333
NDNL2	-0.138875
ZNF609	0.664625
SIRT4	-0.08175
EXOSC10	-0.64525
ECE2	0.27675
OVGP1	-0.722
GTPBP3	-1.24425
PACS2	-0.6233
C19orf36	-1.02916666666667
ARL4C	-0.413125
ATG4B	-0.42625
UBQLNL	-1.51525
RHOXF2B	-4.054
PLEKHG2	-0.78
GALR1	-0.9365
AQP4	0.0678333333333333
HDAC7A	0.150333333333333
DCUN1D3	0.1855
OR8A1	0.1265
CCRN4L	0.710375
CBR4	-0.562333333333333
KIFC1	-1.62083333333333
SLC7A14	-2.1
LHX5	-1.404
TRPC7	0.2175
LPXN	-0.541
SERPINA1	-1.4565
RPS13	-0.7921
BPIL3	-0.15
PRKAA1	-1.12375
FADS2	2.1397
ENAH	0.2118125
PRO1768	0.151
APBA2BP	-0.58275
LIPH	1.14816666666667
C3orf33	-1.80925
RCC2	0.318857142857143
ALDH1A2	-3.7384
RNF103	1.464
AHCY	-1.103375
ALG12	1.816
CCL17	1.66025
ZNF543	0.540166666666667
ESRRG	-1.2518
CNGA1	-1.2445
RDH5	-1.51133333333333
OTX1	-0.000100000000000001
PTGFR	-1.1085
CDR2	-0.46725
SELE	3.7135
NLGN2	0.018
EXOSC9	-1.1215
ZNF566	0.2045
KLRC2	-3.607
GPR12	0.931
KIAA0196	0.89025
PDRG1	0.09
SSR3	-0.207714285714286
MSI1	0.2625
CST9	4.2425
CC2D1A	-0.167875
PLAGL1	-0.487444444444445
ZNF778	0.2585
RNF2	-0.4755
KLF6	0.592
THBD	0.962666666666667
tcag7.1314	-0.079
NR5A1	0.069
ABCD2	-0.05525
DNAJC7	-1.8115
CLEC4C	0.212
TM2D3	0.39125
CCDC4	-0.1255
PLAC2	2.626
DCD	0.244
FAAH	1.812125
POLA1	-0.464666666666667
TM7SF2	0.172875
FLJ39822	-0.874
FLOT2	0.63475
MAP4K1	-0.0326666666666667
SRP68	-0.1355
C21orf74	null
ARPC5	-0.015375
LOC126075	1.43975
HECW2	0.239
ZDHHC4	-0.229
ANKRD42	1.2837
PDE9A	-1.6475
ABCA8	-0.113
NDUFS2	-0.0125
UBR5	-0.855375
BTBD16	-3.484
LOC554174	-0.613
ZNF20	-0.007
KIAA1843	-1.076
WDR17	-0.930666666666667
C15orf33	-0.3995
RNF113A	-0.8435
CAMKK1	-0.7115
CLCN2	-1.15075
ANXA6	-0.3025
LOC340069	-0.165
EMID1	2.120625
DPM3	0.119583333333333
ELA1	-0.343
SLC25A13	-0.8256
KRT24	-0.00733333333333338
SMPD1	-0.350666666666667
TH	2.756375
COL6A2	1.57164285714286
ANKS1B	1.96025
GPR126	-1.4269
ZC3H12A	-0.508333333333333
TMEM47	0.404833333333333
C2orf51	-0.792166666666667
C1orf88	3.29466666666667
HSF2BP	1.49475
AKAP10	0.1925
RPAP3	1.0915
KLHDC8B	1.136125
STOM	0.4936
MUPCDH	0.130875
C10orf72	-0.120142857142857
PLEKHA3	0.0908333333333333
TCP11L1	0.03575
