Hybridization REF	TCGA-B6-A0X7-01A-11R-A10J-07
LANCL3	-1.67175
SPAG17	0.795166666666667
PRDX3	-0.2685
HNF1A	-1.593375
P4HA2	-0.735875
RFWD3	-1.4245
MOV10	-0.1905
DNAJA5	0.718214285714286
LOC729440	0.43875
LOC200383	0.648375
SMC2	-2.19975
MIXL1	-1.17233333333333
TMEM9	0.15975
FAM86A	0.8015
ZNF174	0.3561
MYH14	-0.353
CCR8	0.35575
VPS37C	1.2055
GPATCH1	0.575333333333333
B3GNT8	2.0025
TBX4	-0.39
CNR2	0.114666666666667
PCDH1	1.4095
C5orf29	1.987125
OCIAD2	0.5735
PLCG2	0.599
KIAA0247	1.799
HRH3	0.0326
CAPN13	3.91475
CCR1	-0.9283
MGC15523	-0.0403333333333333
UVRAG	0.1345
DNAJA2	-1.115
ITGA2B	-0.792333333333333
CLDN5	3.9305
PTPRN2	-1.60114285714286
ZNF512	0.443833333333333
PSAP	0.383928571428571
CCDC140	-0.7645
LRRC55	0.1
CYP26C1	0.233
C8orf47	-0.49025
LYN	-0.34875
DUSP6	0.828
TGFB3	3.97026666666667
ELK1	-0.5155
PCDH11Y	-0.2045
HGD	-1.71025
C17orf58	1.02575
MYO3A	0.2885
SERPINE2	-4.24583333333333
AARSD1	-0.646125
C14orf73	-1.6055
ADAM33	0.2605
ZNF491	-0.1535
MAPK6	-1.21366666666667
TCN1	2.26433333333333
SLC24A6	0.9585
UBE2R2	0.58025
H1FNT	0.15825
TATDN2	0.151666666666667
LILRB1	0.1775
P2RY5	2.063
NUCB2	0.613
C2orf37	-0.19
SNX27	0.825833333333333
MTA3	0.443125
FOXO4	0.54725
ID4	0.699
SOX5	-1.64766666666667
PXMP3	1.1525
OR52M1	-0.2055
SFT2D3	0.121
INA	-2.841
MCOLN1	0.45525
NFIX	0.75
CLEC14A	5.39833333333333
HIBCH	-0.514333333333333
PLA2G5	1.24525
TIMM10	-0.689666666666667
MED17	-0.6771
COL4A4	-0.36
TPP1	-0.320833333333333
GJA3	-0.966833333333333
TMPRSS5	-1.0445
AADACL3	0.1315
DNMBP	0.26725
ENPP5	3.812
NQO1	-0.5261
ZSCAN2	-0.756125
SEC24C	-0.0526666666666666
GTF2A1L	-0.01
AXIN2	-0.3721
FAM33A	-1.86725
C16orf13	-0.47725
SPNS2	1.11225
TAF1	0.405
AP1G2	0.088
RBM42	0.594666666666667
HCN2	0.7885
EFHB	1.56466666666667
RUSC1	-0.3275
GRIK5	0.065
USP21	0.301833333333333
ATAD3C	0.6205
ORMDL2	0.61325
PRSS7	-2.09675
PSAT1	-5.04175
FLJ13195	-1.03316666666667
TBC1D1	-0.193666666666667
IFNG	0.5705
OTOS	0.1105
ZNF773	0.337166666666667
EMD	-1.45575
RETN	0.0885
CCL8	1.9215
APH1A	-0.44825
COX18	-0.546
GTF2IRD2	-0.23025
CCDC82	-1.60841666666667
PAFAH2	0.6659
NPEPL1	-0.8186
RP11-114G1.1	0.0135
TP53INP1	2.93325
ZNF300	-1.28616666666667
FOXL2	-2.5965
LARP2	-0.276666666666667
LATS1	0.175
HTR6	0.0175
SPOCK2	-0.903166666666667
RNF144B	2.91716666666667
HTATIP2	-1.061625
MGC10334	0.02975
CENTA2	1.3805
FGF2	-0.5225
FXYD7	0.099
PHYHIPL	-1.529875
GPR34	2.599
DDX6	-0.416
OR10W1	-0.0335
LHFPL1	-0.511
ZNF313	-0.653571428571429
VPS28	1.56625
AP3M1	0.0164
AKR1CL2	-0.82625
TRAF4	-0.583625
OR2B11	0.246
C19orf12	0.0861666666666667
AKAP9	0.292333333333333
C1orf62	-0.1795
SLC20A1	-0.4528
FAM112A	0.26175
LDB2	1.44825
MRPS23	-1.1065
KLK5	1.733125
SPTB	0.0263
EFEMP2	0.8215
EFNB2	1.6075
PCM1	0.220285714285714
NMNAT3	3.17525
TSG101	0.403166666666667
C8orf40	1.41883333333333
NOB1	-1.43475
ABHD3	-0.42
GTF3C4	-0.818
PIGN	0.972
GALNTL1	1.9285
AEBP1	2.31425
OR9Q1	0.015
ANKRD2	-0.01775
CCL28	-1.13475
TRIM38	0.7765
TMCC1	0.31925
SMG5	0.1275
LRRC7	-0.148
NCAPD2	-1.63133333333333
C6orf153	-0.68625
C1orf74	0.25925
OTUD6A	0.2555
DCP2	-0.208
TMEM24	-0.91675
RPL18	-0.085
TMEM177	0.0695
LRRC37A3	1.288
C1D	-0.198666666666667
LDHC	-2.00225
UBE4B	0.204333333333333
NIT1	0.2735
BTN3A3	0.496375
RASD1	1.388875
COMMD3	0.22425
SHFM1	-0.37675
BIRC8	0.0775
DUT	-0.7285
C12orf51	1.176
LRRC59	-1.01566666666667
LY6H	0.86775
WDR22	0.986833333333333
EDEM1	0.107857142857143
ADH1A	3.6395
PANX2	-0.3767
CYP11B1	0.2585
CDC73	-0.749
GPR172A	0.12525
GSTM3	2.46184615384615
KCNA5	0.09675
SERAC1	-0.260166666666667
NFATC2	0.057
ANAPC5	-0.4586
C15orf24	-0.096
NFATC2IP	-0.579
TNRC6C	0.19
MGC102966	-0.578625
FGD5	0.858666666666667
MED9	-0.2515
RAB13	0.9455
C15orf49	-0.432
CRYGS	0.7494
C12orf53	-0.2519
LOC283693	-0.085
COX6B2	-0.27475
PHF14	-0.13225
FAM3A	-0.683
RPL13	-0.064
PRDX2	-0.5541
FLJ34047	-0.8425
PRMT3	-0.942
KCTD19	-1.196
TRIM10	-0.512333333333333
MGC26597	-0.143333333333333
GCNT4	-0.2685
GPRASP1	1.39
CDKN1C	0.102583333333333
RHBDL2	0.9969
HSPH1	-0.9675
AQP1	4.153875
COL17A1	0.7254
GFAP	0.158625
CDC16	0.06025
KIAA1614	0.193
C6orf118	-0.3205
ZSWIM5	-0.78575
FAM83F	2.736
LYNX1	0.139
SYNPR	-0.1905
XG	2.58566666666667
PRSS16	0.58725
KIF13B	1.09928571428571
PCDH9	-0.533375
HIST1H2AH	-0.3705
RBM18	-1.194
ZNF626	0.272875
HEXIM2	0.477
ITFG1	-0.6245
TUBG2	-1.171
SFRS7	-0.386666666666667
C9orf14	0.49
EXTL1	1.2155
GBP3	1.8895
WDR5	-2.03725
RARG	0.450666666666667
MYO7A	-0.598
CECR6	-0.84525
C13orf3	-2.2955
SFRS18	0.88875
ACVR1B	0.1415
PSMD1	-0.1727
C7orf31	0.486
ILVBL	-0.109
IFNGR1	0.80025
RNF186	0.576
NOL9	-1.081
MAGEL2	1.54175
SLC29A2	-0.5735
NHSL1	-1.22325
RBMX	-0.6025
PSORS1C2	0.125
RAD51L3	-0.648333333333333
LCN6	1.3445
ORAI2	-0.56025
BRUNOL6	0.0449
OR4K5	-0.248
CDC123	-0.779375
MSLN	-2.1115
WWTR1	-0.896666666666667
ZNF700	-0.0495
COBL	-0.257
PPP1R16B	0.400375
GAS7	0.902
MDN1	-0.73525
HAAO	-0.076
C9orf68	0.601
TNFAIP2	0.249125
FOXN1	-0.3275
hCG_2033311	0.32
ATP6V0D2	-0.2328
RPL41	0.845625
SLC38A1	1.800625
ARHGAP6	-0.750083333333333
ADAD2	-0.92325
PHF20L1	0.5176875
MCM3AP	0.451166666666667
ST3GAL3	0.0995
SNX1	0.121666666666667
ELF5	0.2255
PARP3	-0.01075
RBM8A	-0.6000625
LINGO4	-0.0165
ITGA9	0.835833333333333
ZFR	0.01275
ACSL6	-0.532125
FLJ20699	0.5217
DAOA	0.3805
FABP4	5.95325
KCNB1	0.1475
CANX	-0.2376
SLC25A28	0.3965
ADIPOR2	-0.070875
ECHDC2	1.536625
SMA4	0.29075
FRZB	3.15575
PABPC1	0.8385
DMRTB1	-0.026125
APOBEC3G	-0.70025
CATSPER2	0.462333333333333
CUEDC1	1.31483333333333
STARD9	-0.34575
CLDN8	4.12275
LOC23117	-0.414818181818182
E2F6	-0.579277777777778
TMEM126B	-1.31933333333333
DPY19L4	0.998
GIMAP5	3.11783333333333
NDUFA9	-0.8865
FAM77C	-0.931
CTPS2	-0.727
LOC51035	0.05375
WDSOF1	-0.28525
EGLN3	-1.173125
PITX3	0.606833333333333
OR52E8	0.0475
GRM4	0.4645
KLK1	-1.7585
GPM6B	-1.702
RRAGD	-1.14366666666667
PAGE5	-2.90825
UCHL5	-1.59266666666667
ULK3	-0.6545
AIM2	0.306833333333333
PNO1	-1.1425
OR2F2	-0.028
GNAT2	-0.00700000000000001
SIX1	1.6675
ST13	0.00975000000000002
ZBTB44	-0.181
TIMP2	-0.352
ZMAT4	-2.518
GTF2IRD1	-0.250833333333333
ZNF19	0.525333333333333
ZNF714	-0.454
RSC1A1	0.47225
C9orf80	0.0805
PSMA8	0.0846666666666667
TMEM141	0.36275
COX4I1	-0.637714285714286
CTAGE1	-0.0371666666666667
DTWD1	-0.89
HSD11B1	1.331
KRT6B	3.07675
ARID4B	1.39175
LHFPL3	0.104
WWP2	-0.209916666666667
ZNF326	-0.5885
RGPD1	-0.2945
CTSH	1.22516666666667
FASTKD1	-0.5255
PAF1	0.6992
TTC9C	-0.74425
IFT57	0.6064
PRSS36	0.434
IL20RB	-1.2635
ZNF592	-0.3115
DCTD	-0.1393
CFP	0.9545
MFNG	0.018375
JMJD2B	2.034
ALDH3B1	-1.3135
THSD4	2.0455
KCNJ5	0.883666666666667
LMNA	0.02
TBCD	0.057375
ZNF250	0.508
CASQ2	1.63966666666667
PEG10	0.50375
PRAME	-3.9066
NP	-0.689625
TRIM59	0.114166666666667
ZNF12	0.775375
XTP3TPA	-0.45275
SIGLEC7	-0.894
PANK4	-0.735
FAM70A	-1.77983333333333
SNED1	-0.472
HIP1	0.3747
RAET1E	0.6325
AMAC1L2	-0.268
AHNAK2	0.241416666666667
TOE1	-0.681833333333333
RECQL4	-1.673
SPRYD3	0.622
DPAGT1	-0.987
MAGED2	1.9673
ANKRD55	-0.2085
TRPS1	4.89608333333333
DOK7	-1.3935
TFPI2	-5.88525
GTF2H3	-0.975
CYP4F11	0.32575
LHX2	-4.0745
ATG16L1	1.04583333333333
ASB12	0.072
C1orf116	2.8395
NF2	-0.17285
POM121	-0.3098
PHYHD1	3.0521
TXNDC17	-1.15866666666667
DKFZp779O175	0.0875
NUP62	-0.191428571428571
MYO18B	-0.4655
PRAMEF1	-0.1505
TCBA1	0.225625
TMEM168	1.14675
FJX1	0.327833333333333
CLCF1	-0.985
SEPN1	0.467
IGSF2	0.035
NUDCD1	-0.261166666666667
TFF3	0.793
NDFIP1	1.0675
CHCHD4	-0.7515
TNR	-0.255
CUTA	0.0665
USP44	-3.5075
DPP10	0.497166666666667
IWS1	-0.601666666666667
PCGF1	-0.194
SULT1C4	-0.0615
NTF5	0.424
PTPN13	1.6925
SSTR5	-0.135
SFRP1	-0.169125
IDH3B	-1.030125
SUOX	1.31383333333333
TMCO5	0.29475
GOLT1B	-1.057
MIB1	0.227285714285714
PCDHGB1	-0.067
SUSD1	-0.312
ICAM5	-2.64766666666667
PAPOLB	-0.03725
URM1	-0.5395
TMEM106B	0.174
LRIG2	-0.56275
SLC27A5	-0.50475
CLIC6	3.7422
ZNF420	0.721166666666667
SCN9A	-1.2494
KIAA1909	0.69175
ELMOD1	-0.83625
PRKAG1	0.05975
FAM64A	-2.94022222222222
EEF1G	-0.0952
SMAD5	1.2465
INCENP	-2.53475
WASF2	-0.77
GARS	-0.8572
CDK10	-0.8835
HLX	0.267166666666667
MDM4	0.9125
ZNRF1	-0.446571428571429
HHATL	-1.5365
FAM21C	0.8957
HIST2H3C	-0.355
PFDN2	-0.053375
ZNF200	-0.46875
NDN	0.22275
HBA2	-1.02016666666667
FBLN5	1.78325
PUM1	0.956
TNNT1	-3.6985
C19orf59	-0.120166666666667
HNRPH2	0.560333333333333
RAB7A	-0.0741666666666667
PMS2	-0.261
BIRC3	-1.79266666666667
NRSN2	0.235625
OR52K2	0.214666666666667
SPOCK1	-0.0176428571428571
H2AFY	0.67475
RXRB	-0.165
ZNF638	0.188666666666667
ANKRD45	-0.11025
ACTN4	-0.444833333333333
FXC1	-0.0475
EIF2B5	-0.083
VPS33A	-0.63425
PINK1	0.5045
FAM106A	0.367
SKIP	0.4848125
GAPDHS	0.12325
MUM1L1	4.6655
PSTPIP1	-0.09025
CNTNAP1	-1.3789
CYP26A1	-0.37725
APOL2	-0.0635
TACC2	0.413
COX7A2L	-0.0547142857142857
HSD17B1	0.31
ARRB2	-0.6335
SLC7A6	-1.1656
HSD17B10	-0.85025
RBJ	0.12175
NUP155	-1.93975
MRPL10	-0.692833333333333
CYCS	-1.23141666666667
CCDC46	0.124
TECTA	0.2625
GNAL	-0.5
LPO	-0.3545
PEBP4	1.2065
DDX11	-1.82675
C18orf12	0.1645
TAF9B	0.0893333333333333
IMP4	-0.33375
RPA4	0.872833333333333
NDUFS1	-0.859
UPK1A	-0.908333333333333
ARRDC2	-0.0351666666666667
C18orf20	-0.08
AES	0.677142857142857
CD2BP2	-0.4405
C16orf54	-0.3645
UGT2B17	-1.90825
FGFR1	-0.447863636363636
CEACAM6	-0.8907
CHRM5	0.22725
CERK	-1.556375
AP3S2	0.431285714285714
ANKS4B	-1.43625
CLCNKA	-0.0696666666666667
ZNF208	-0.3365
HLA-DRB5	4.784
CARKL	-0.743
GOT1	-0.378
CASP6	0.975375
HOXA1	-0.441
RCL1	-0.066
ZNF181	1.10266666666667
RAB40B	1.0615
MRPL38	-0.30475
LRRN2	2.285
C3orf25	-0.079
OR5D14	0.0785
OR10AG1	0.1005
BET1L	-0.1427
FRY	4.419
AK3L1	-0.66925
CSF3R	1.08016666666667
POLR3K	-0.661666666666667
ATG2B	0.513666666666667
EPS8	0.134
DARS	-0.467625
C10orf56	1.53416666666667
DAD1	0.12125
RIOK1	-0.350833333333333
HERC2	-0.0565
HSD11B2	0.817833333333333
FAM96B	-1.28975
MGC13057	-1.04025
BSN	-0.11125
CAND1	-0.5455
HCST	1.21575
ACTR10	0.187333333333333
OR8D4	0.104
NASP	-1.7725
COL9A2	0.808166666666667
LYZL1	-0.055
GPC5	-1.3605
TBL3	-0.937666666666667
CENTD2	0.5208
OR5AP2	0.33675
TLR1	1.383
LMO6	-0.46525
ZIC2	-3.3335
CPNE5	0.598
ZMYND15	0.63725
FLJ22374	-0.424
CCDC106	0.48175
PARP16	0.2485
PDIA3	0.7115
C14orf126	-0.25975
CECR2	-0.7995
SFRS1	-0.837714285714286
FIGLA	0.106
DCP1A	0.2945
MGC45800	0.0857
TEKT1	-0.00283333333333333
C10orf67	-0.1575
CLN5	1.5855
NTN2L	-0.0835
GLE1L	-0.90625
CES2	-0.1612
GNAS	-0.145777777777778
DDX53	0.3655
TSPAN13	2.37225
MRPL52	-0.2885
SPIRE2	-0.7295
TAS2R39	0.11625
SCUBE3	-0.056
UCRC	0.3784
CDKL3	0.343
KIAA1715	-0.6941
ZNF345	1.365
RTF1	-0.076
DHRS7	0.6675
RIPK4	-2.26233333333333
EXOSC2	-1.39466666666667
MS4A2	3.3915
FGF17	-0.24125
WDR59	-0.53025
EVI2A	-1.05075
IL17RC	0.843666666666667
HS3ST1	1.30275
ITGB1BP2	-1.265
RBPJ	-0.757
GIMAP1	3.5525
INE1	0.0478333333333333
ALDH18A1	0.620125
TPI1	-1.66675
GATA6	0.77575
CABP1	-0.3005
ZNF484	0.29775
DAPK3	-0.004
GJB1	-2.38058333333333
PIN1	-0.503875
SLC6A15	-2.9845
CNO	-0.458
RIN2	1.699875
FRRS1	-0.6175
CYorf15B	-2.998875
DMRT3	0.812
ATAD1	-0.382375
OTUD4	-0.189833333333333
ATOH8	-1.10575
ZSCAN16	0.993875
ASCC1	-0.5335
OTUD3	0.397125
MGC33212	-0.201333333333333
YME1L1	-0.304875
RP11-218C14.6	0.2305
PCBP4	-0.0365
TNFRSF10A	-0.99
CDH10	-1.7585
KL	1.482125
SCP2	-0.14625
C9orf119	0.48675
SON	-0.0320833333333333
MAFK	-0.3335
SBNO2	-0.3615
SLC6A6	-0.731166666666667
SC4MOL	-0.8475
FAM35B	0.30775
PPP1R9A	1.321625
PDZRN3	0.752125
CXorf20	0.1475
C6orf126	0.579
AVEN	-1.00875
FLJ21075	-0.978
C14orf132	1.233625
PCK2	-0.489625
GUCY2C	-0.0535
BARX2	-0.5715
PEX11G	1.3365
DAO	-0.503166666666667
C10orf49	0.1195
EDNRA	2.72
PPP2R5A	1.3904
DDX39	-1.802
SERF1A	0.01875
ASCIZ	0.0537
FNDC8	-0.083
PTMS	0.19775
PHF7	0.6575
PIP4K2B	-0.060625
HHLA2	-0.06375
BDH2	0.8059
APOBEC2	-0.32525
PENK	-0.2715
SMAD9	-0.3635
MT3	-0.5945
RGL1	0.366875
ATG10	-0.657
DLGAP4	0.832333333333333
APPBP2	-0.639285714285714
BACE2	0.8845
LOC339344	0.875333333333333
ZNF395	0.0671875
HIST1H2BL	-1.19375
ZNF467	1.397875
SLC25A21	-0.68875
PALM2	-0.1735
NSUN5C	-1.13675
IL5	0.0749
CLSTN2	3.44075
ANXA8L2	-0.26475
PTGES	0.540125
GDAP1L1	-1.73933333333333
OPRK1	-0.639833333333333
WDR20	0.52
C12orf4	0.152875
NUP88	-1.384875
XRCC6BP1	-0.91
FCGBP	1.58221428571429
LEMD2	0.14775
NOMO1	-0.8425
C10orf79	0.760875
ZNF79	0.3907
OCRL	0.4763
HSPA8	-0.805083333333333
DIDO1	-0.146041666666667
PLA2R1	1.296
COG3	0.5404
NGDN	-0.3705
CBFA2T2	0.76425
PNOC	-1.62225
PRRG1	-0.152333333333333
AGGF1	-0.202285714285714
DPF2	-0.07775
YIPF7	-0.0255
TRPV5	0.42575
ZNF322B	0.6875
MED12	-0.0311666666666667
CARS	-1.43583333333333
ABCC11	1.41616666666667
C9orf25	0.0315
MYH1	0.107
FRYL	0.465166666666667
AGTRAP	0.10025
MMP27	1.3225
ZNF432	0.316
OR8D1	-0.1095
OR13D1	-0.0875
VWA1	1.70375
STON1	0.19775
IL5RA	-0.10425
PERP	0.8628
C10orf107	-0.218333333333333
TNFSF12	2.451
FN1	0.348791666666667
MTR	-0.026
PHLPPL	-0.537
ZNF425	0.768
DHFR	-1.89505555555556
PPP1R12A	0.236875
RSPO2	-1.038125
ZNF7	0.69625
ZNF583	0.5245
TPMT	-1.0335
GPR132	0.1285
OR2T12	-0.20625
SERTAD2	0.0981
ATP1A1	0.5379
FRMPD3	0.17275
ZNF672	0.5005
PLXNB3	0.177
EML5	0.465
FAIM3	0.061
UBQLN2	0.8865
SORCS2	2.848
PRIM2	-2.016
ACVR2A	0.342166666666667
YWHAZ	0.35025
PGM2L1	1.4875
GNAO1	0.0396428571428571
RPL10	-0.1436
RPS6KA6	0.215
PFKL	-0.671166666666667
SH3D19	0.82325
AURKB	-2.90716666666667
ZC3H6	2.03575
DISC1	-0.244666666666667
FLJ39660	-2.19866666666667
TMEM25	2.160875
OSBPL10	-0.588375
CLTCL1	-1.7175
ALG6	-0.8425
CATSPER4	0.7215
LRTM1	-0.2565
RRAD	1.6495
TIPIN	-2.02775
CARD14	2.092625
RBM9	0.478666666666667
RASSF4	-0.084
SLC25A18	-0.4585
C6orf58	-0.0886666666666667
IGHD	0.0815
PLA2G6	-0.0725
TPT1	0.803875
SEC63	0.9041
CCDC113	-0.1867
TDRD10	0.538
KIAA1666	-1.82375
TOR1AIP1	0.436166666666667
SYTL4	0.990833333333333
SPRR2F	-1.0575
CEBPD	1.7675
SNTG2	0.50425
C20orf77	0.43675
TAS2R49	-0.054
C6orf173	-2.13166666666667
SVEP1	0.6247
PXN	-0.179428571428571
VIL2	0.9
C5orf21	1.92225
DIXDC1	0.121625
GANAB	-0.753833333333333
PDSS1	-1.13875
NGFR	0.551125
ATP8B4	0.7705
BMP8A	1.0715
CCDC132	-0.0570833333333333
GNRH1	-0.6495
OR10T2	-0.2475
PDGFD	3.28133333333333
OR6W1P	0.00950000000000001
HARS	-0.327916666666667
KRT77	-0.3145
AQP8	-0.11125
ITGB1	0.3225
ZNF254	0.1309
PAX1	-0.1125
PSMC4	-0.8292
ANKRD22	2.0215
PSMD8	-0.251333333333333
HTR1E	-0.803666666666667
SOX10	-1.8099
OR5B2	0.14
RABGEF1	-0.704857142857143
MAP1LC3B	-0.59425
CYB5R4	0.42475
AGXT2L1	0.3105
FLJ41603	3.15
TRAPPC2	0.498166666666667
FNTB	0.4184
FLJ14107	-0.777666666666667
AURKAIP1	-0.06425
DSE	1.33625
NFKBIZ	-0.6585
OSBPL3	-1.50033333333333
LOC130576	1.87675
SLC39A9	1.0525
LOC137886	0.422166666666667
RHCE	-3.02
ATG7	0.083
FAM82A	0.7995
FBN3	-0.118
MCFD2	-1.2845
CASP14	0.1605
EPS15	0.26475
SFRS2B	0.37475
C19orf47	-0.0085
PLAC9	2.7645
GPR23	0.2405
BTNL3	-0.347166666666667
RGS8	0.0225
GNS	-0.212
ENO2	-2.4555
CBX1	0.8618
PEX26	0.1175
LRP5	-0.768
ADAMTSL4	-1.70416666666667
ARR3	-0.123333333333333
MAP1A	-0.15775
CD2	2.1045
NAV2	0.0988125
TMEM69	-0.26625
ATXN7	0.3395
CHN2	0.403666666666667
ZNF781	0.00633333333333333
HAS2	-3.467
KIAA0241	-1.86466666666667
BIC	0.3185
MOBKL2A	-0.05475
CYP2C9	0.446
CNOT7	-0.395142857142857
SFRS10	-0.63875
CST11	0.2755
FLJ37543	0.1275
NKAP	-1.13325
RUNX1T1	4.11575
EAF1	-0.3292
IL4I1	1.5995
LRRC61	-0.201666666666667
PSIP1	-1.48466666666667
SPRR4	0.1895
ZFP90	0.788166666666667
AP2B1	-0.930461538461538
SLC30A7	-0.265833333333333
C7orf28A	-0.328166666666667
S100B	-1.6025
BMP2	-1.1825
ESR1	3.7495
ZFPL1	-0.01075
ARHGAP12	0.61025
LRRC19	-0.113166666666667
ZNF767	-0.3925
NACA	0.4756
OLIG1	-2.27775
PRF1	0.23425
LST1	1.94433333333333
SPATA9	-0.282333333333333
CNFN	0.4915
CDK4	-0.7601
TCF15	-0.903166666666667
PARC	0.9135
PPM2C	3.37175
LOC283345	-0.285
FAM107B	-0.2935
DMXL1	0.4005
RBM3	0.601875
HTR5A	-0.774333333333333
SCFD1	-0.265333333333333
EPHB3	2.410375
ROPN1L	-0.9255
RAMP3	1.3765
TSPYL5	0.602272727272727
GAP43	-1.9065
PAPD4	0.065375
PDE3A	-0.89925
TNFRSF10C	0.28325
JMJD5	-0.225
RASGEF1A	-0.5829
C16orf65	0.114166666666667
HIPK3	0.0858333333333333
XYLT2	0.09475
XPOT	-1.63783333333333
GAL3ST1	-1.71825
DHCR7	-1.5055
AMIGO3	-0.0175
FGFR4	-1.575
CRAT	1.11825
PPP1R14D	-0.249
TRIM14	0.5815
TMPRSS11D	-0.083
SLC7A11	-1.50692857142857
OR10H2	0.202
PPM1E	-1.056
DOCK4	0.091625
FAM127A	0.00712500000000001
ENOPH1	-0.766
SLC5A3	-0.1414
ZNF530	-0.0755
NTS	-5.70575
FRMD4A	0.718375
BCL11B	-3.32033333333333
PRM1	-0.27475
UQCC	-0.4609
S100A16	0.863
PLS3	-0.4225
WWOX	-0.762571428571429
CCDC23	0.4915
GTSE1	-2.46716666666667
GP2	4.377
FLJ32549	-0.059875
CHIT1	2.5075
KLF9	0.65925
RPS24	0.8899
MIA	-1.469
FIGN	-0.0785
PYROXD1	0.310125
PCSK2	-0.037625
MRPL9	-0.126
RPL24	0.476625
C12orf32	-1.15525
HIST1H2BE	-1.33625
RGS18	1.06725
LFNG	1.266875
RAB4B	-0.1395
FBXO25	0.215833333333333
TSPAN31	0.438166666666667
ARL8A	0.773571428571429
C10orf83	0.1187
OR51B6	-0.1355
CNKSR2	-0.18875
C1orf156	1.347
IBSP	1.2845
GFRA2	0.1642
ALKBH7	0.7291
NEK10	1.2345
VN1R3	0.225
LOC91948	0.089
CPZ	0.24475
IHPK3	-0.00650000000000001
COL8A1	1.5675
RBPJL	0.013
OR10A4	-0.015
CASP8AP2	-0.481625
MMP12	0.179833333333333
OR8B12	0.306
CDCA5	-2.9345
LIX1L	-1.36725
PEX11B	0.0635
GABRA1	0.117666666666667
HABP2	0.187
REEP1	2.47516666666667
FBXO15	1.53825
CD68	-0.16475
WFDC9	0.129
GHDC	0.671666666666667
SMARCA1	0.30625
SPAST	-0.251666666666667
PLXND1	0.0520833333333333
MLCK	-0.2545
INTS5	-0.173333333333333
BSG	-0.781571428571429
PARP8	0.551166666666667
TEAD4	-1.19683333333333
ZNF498	-0.435125
TMEM89	-0.2035
DTX4	0.03975
TNRC6B	1.3100625
ARMC2	0.45025
FGFBP1	-2.831
TIMM8A	-1.76133333333333
AJAP1	-2.1391
ZNF608	0.57025
SLC25A42	-0.406
SYP	-0.0888333333333334
MMP11	3.34333333333333
USP40	0.5887
C3orf62	0.196666666666667
MYO1E	-1.2066
LRFN4	-1.62175
XCL1	-0.0373333333333333
GPR155	0.784875
VPS29	-0.663
CARHSP1	-2.11875
ARHGAP20	0.6905
GREM2	1.02814285714286
CCDC102B	2.35925
ZNF577	1.392
HDDC2	-0.236375
SHC2	1.3736
NCOA5	0.334833333333333
INPPL1	-1.363
CHGB	-2.0325
IHH	0.073
DDEF2	-0.99475
DIAPH3	-2.71533333333333
BUB3	-0.723083333333333
GGH	-1.56866666666667
VPS35	-0.241
CNN2	0.828333333333333
ASNA1	-0.6
WDTC1	0.37025
AMAC1	0.345
HAS3	-1.6245
SLC1A6	-1.27316666666667
ZNF563	0.5185
C1S	3.5955
TCF7L1	1.682
OR10Z1	0.3355
ME2	-1.3364
C6orf151	-0.464
KPNA4	-0.5926
GLO1	-0.565125
WDR61	-0.107833333333333
CD302	1.38825
SIRT7	-0.3735
C11orf59	0.44475
PKIG	0.0075
PPIL3	-0.13775
CCDC74B	1.433
ZNF528	1.527
EFNA5	-0.25
FCGRT	1.73
NOL4	0.4195
CCS	-0.147
LOC374491	-0.126
MFSD7	3.1625
ZNF555	0.60925
LIMS3	-0.12925
TSSC4	0.245
COL11A2	-0.7815
C1orf119	1.30983333333333
BPNT1	-0.524875
CHRNA6	0.8975
C1orf173	0.4009
PLD2	0.069
ORC1L	-4.30025
SASH1	2.061375
CDC14B	-0.375875
RLBP1L1	0.01475
LDLRAP1	-0.1823
NAT8B	0.0583333333333333
HHEX	-2.406
LGALS7	1.42125
PLCH1	-0.664125
OR1M1	-0.397
PRAMEF16	-0.05125
HECTD1	-0.4155
C14orf39	1.397
TLN2	1.0171
HDAC4	-0.994214285714286
SYCP2L	-1.99575
GLRA1	-0.069
RPS6	0.582
hCG_1757335	-1.2985
KLHL1	-0.1615
CTNNBIP1	0.982166666666667
SCAND2	-0.3517
HMGN2	-0.0767
YAF2	-0.649
BRPF1	0.082
LIAS	0.041
CTA-246H3.1	-2.126
SAG	0.9755
C20orf10	0.15175
HNRNPA2B1	-1.63733333333333
GADD45A	-1.57766666666667
MSH4	0.152
TMEM70	-0.54825
HIST1H2AM	-1.324
C19orf26	0.0241666666666667
C1orf50	-0.0555
GNG3	-0.10625
FTO	-0.10875
CALCB	-1.554
PPP3R1	-0.83175
C15orf42	-3.391125
CCNJ	-0.4685
GNAZ	0.300733333333333
PSD	-0.0988333333333333
FAM57A	-1.26775
STIM2	0.244833333333333
DHX8	0.1635
MOGAT3	-0.6835
UBE3B	1.24633333333333
PLAT	0.259
C6orf206	0.573
COPE	-0.6718
EIF3A	0.466875
C1QL2	-0.249
IQCE	-0.296083333333333
KIAA0182	-0.638833333333333
SLC22A7	-0.2138
PPFIA2	0.8055
ADAMTS15	0.207
ODZ1	-0.633
THBS4	4.29133333333333
ARHGAP1	0.757625
B4GALNT3	-0.0105
FCHO1	-2.7
LOC440456	0.000249999999999993
HOXD10	1.162
CXCR3	0.6685
CHI3L2	0.64025
SRPX2	1.85075
ZNF132	0.349666666666667
