Hybridization REF	TCGA-AN-A0AT-01A-11R-A034-07
ZNF511	-0.107333333333333
ZMYM5	0.696875
POLR3G	-1.178
ZNF586	0.59175
C1orf49	0.6305
TANK	0.541166666666667
RCAN1	0.171666666666667
PELI3	1.097
LIMD2	0.0460833333333333
TMEM189	-0.0205
NTN4	-2.638875
LOC151300	0.363
CLEC2A	-2.601
GPR135	-0.560875
DPYSL4	-2.1998
JAK2	-0.451666666666667
TSHZ1	0.125
TM9SF4	-0.6685
ZNF264	1.057
SIRPG	1.832
BICD1	0.07775
HERC6	1.97783333333333
METTL5	0.1455
CASP1	0.06325
PRRT1	-0.471333333333333
PLA2G4C	2.42083333333333
ICA1L	1.56378571428571
TPTE2	-0.3032
OTUD7A	0.7685
AQP11	-1.09375
APOA2	-4.3003
KALRN	0.3236
SECTM1	-0.332
IFNAR1	0.06
TALDO1	0.508125
RAB11FIP4	-2.46833333333333
EIF5A	-1.5155
FAM49A	2.1875
NEGR1	-0.00266666666666663
YTHDC2	-0.174875
EHD2	-1.474125
NCF1	2.6534
SCRT2	1.1925
HOXA5	-1.06333333333333
NUP133	-0.67
FGF12	-0.8755
SLMO2	0.341375
SNTA1	0.026625
CACNG2	0.0935
GCM1	0.398375
ELF1	-0.413833333333333
TLR5	2.6045
TCFL5	0.0970833333333333
RBMY2FP	-1.554
LOC100125556	0.1305
FAM129B	-0.138875
MAP3K7IP1	-0.06375
NCK2	0.7445
OXA1L	-0.67375
FMO9P	0.317
ZSCAN12	0.315
PSMD12	-0.202583333333333
HSCB	-0.11675
CLDN10	-3.611
MGC13053	0.09275
HPCAL4	-0.668833333333333
ASZ1	-0.2885
MEX3D	0.213416666666667
NFAT5	-0.1382
CSPG4LYP1	-0.2825
FBXO3	1.0389
DVL1	0.0338333333333333
CMKLR1	2.8685
TYMS	-0.46275
PEF1	1.15575
ZNF750	2.57883333333333
MCM5	0.2673
MEGF11	-0.052
KCNK7	0.378
PTP4A3	0.5
C1QTNF2	-1.6745
OR6S1	0.975
FAM122B	-0.52075
ZNF551	0.21875
HBQ1	-1.904
GEMIN6	0.20375
ARSK	-0.6655
RBP7	4.08883333333333
CPNE9	0.48275
DSC1	3.219
LOC730112	-0.624
MAP2K4	-0.0785
HS3ST5	-1.9725
EPB41L3	-1.64475
TEKT2	1.23725
CDKN2B	-2.48075
ZNF480	-1.044
MAP3K6	0.9779
MAP6	2.72
HN1	0.6048
OR2L13	0.378833333333333
SLC16A11	0.308
FAM96A	0.18875
APOL1	-0.557
C5orf32	-0.5635
RTP1	-0.269166666666667
RNF175	1.336875
ZBTB41	1.151875
AHCTF1	-0.0898
SAE2	0.5105
ITGA2	-0.79325
MME	-0.393666666666667
CCDC14	0.10775
MAST4	-0.630285714285714
KRT33B	-0.9435
KCTD2	0.296
WDR26	-0.603333333333333
MFI2	0.3555
NR4A3	0.097625
ARSA	0.60325
UNKL	-0.074
SULT6B1	0.4875
CCNA2	0.411333333333333
SOX15	-0.215
PPAPDC1B	-1.21466666666667
C19orf44	-0.122
MCAT	0.779083333333333
ARID1B	0.436125
OR52N1	0.027
C12orf48	0.4135
MAGI1	-0.983625
NIPA2	-0.273
GBX2	-2.07
RSHL3	-0.362
RAVER1	0.370666666666667
C15orf17	-0.65125
SLC30A2	1.693375
ZNF518	-0.50225
PCYT1B	1.87725
C10orf114	-0.9865
EIF3H	0.721666666666667
SLC25A39	-0.5585
KIF1B	0.1345
AMOTL2	-1.12325
C6orf120	0.8995
PSRC1	-0.61775
PLA2G10	-0.493375
KIF5C	-0.704875
MRPL37	-0.268
C17orf62	-0.111333333333333
C9orf135	0.734666666666667
DUSP10	-1.0668
CLCNKB	0.3375
PSMA5	0.28425
C8orf53	0.63775
AMPD3	1.39
PIAS1	-0.27575
ADCYAP1R1	0.273
GYLTL1B	2.09025
CDH20	0.407833333333333
FBXO7	0.0615
TMEM134	0.391
FLJ14213	-0.0361666666666667
ZNF3	-0.79425
LRRFIP1	0.139291666666667
CNOT2	-0.4135
ABI3	2.12125
ALDH5A1	1.12216666666667
HNT	0.9057
SERPINA4	-3.21675
TK2	0.0865833333333333
STMN1	0.246333333333333
GUCA2A	-0.00766666666666667
GALNT10	0.259928571428571
DPP6	-0.98155
C9orf93	0.198875
PRELID2	-1.235625
STK39	-0.52375
SFTPA1	-0.97425
CKS2	-0.0726666666666667
RHO	0.20175
C20orf135	0.00325
XKR3	-2.188
CR1	0.558
RPS6KA2	-0.848
C20orf112	0.98525
MRPL22	0.29275
C4orf23	-0.147666666666667
GADD45B	-0.066
KLHDC1	-0.0605
C2orf48	-1.442
ZNF287	0.6735
DAAM2	-1.50875
DPPA2	0.974833333333333
TCTN3	0.1815
DNAJB11	0.0972499999999999
FPR1	3.753
DEFB4	0.0255
PTCD2	-1.2424
SMOC2	2.45016666666667
CABP7	1.5765
SERPINB11	0.02825
MAGEF1	0.9
NDE1	-0.488333333333333
ITGA10	1.244
FSHB	-0.1375
ANXA2	1.39525
HORMAD2	0.31675
HLCS	0.66775
MCF2L	0.248916666666667
FH	0.200875
TBC1D24	2.0595
KIAA1505	0.67575
LGALS2	-0.999
CNBD1	0.168
SYNPO2L	-1.07675
PTPN23	0.771928571428571
C1orf183	-0.587166666666667
MAGEA8	-3.10525
DGCR8	-1.147625
GSR	-1.08125
PAQR7	0.83125
ZNF676	-1.25625
CACNA1C	-1.0953
SP7	-0.371
PDCD6	-1.27275
NRN1L	-1.1695
BRI3BP	0.315416666666667
KIAA1183	1.7015
ASB4	-0.01225
CCL23	1.3434
OBSL1	-0.350375
SLC12A7	0.672
KIAA0240	0.771
CD1B	-2.2815
FCGR2A	1.5315
MDC1	0.1515
HTR1A	0.302166666666667
OCEL1	-1.376
ATP11B	0.9141875
FBXO34	0.166166666666667
PCDH12	2.757
RPE	0.999
C17orf74	0.1715
CSDC2	0.0158333333333333
PET112L	-0.251
TMBIM1	0.8625
P2RXL1	-0.1415
TCHP	-0.2815
TRMT1	-0.74
F2RL2	-2.65741666666667
LRRC32	1.79666666666667
IMPG2	0.5065
BGLAP	-0.91275
LOC493869	-1.05058333333333
MRAS	1.7885
SLC35F5	0.66625
CBWD1	0.4225
AXL	-2.68175
ATP2C2	-1.26775
TELO2	-0.055
PNPLA3	-0.7535
PCDHB14	0.1835
CD276	1.116
KRT80	0.121125
DUSP28	-0.1395
CSNK1E	-0.4805
SRP14	-0.374
KCNQ4	0.9345
KRT72	-0.067
CCDC117	0.946125
C6orf89	0.584777777777778
TUBB2B	-0.301
RTN4IP1	-0.08775
CR1L	-3.11283333333333
CEND1	0.351125
C12orf41	-0.560333333333333
RNF31	0.497
UBN1	0.173166666666667
C17orf32	1.083625
SLC5A7	-0.14775
GPR92	0.821166666666667
ESAM	1.7486
CTNNA1	0.113666666666667
HRBL	-0.9107
CBX4	-0.5365
TMEM182	0.97525
SH3TC2	-0.924
IL10	0.776833333333333
PXMP4	0.5725
RNF167	-0.5369
PAK7	0.31
ETV3	0.3185
ATPIF1	-1.29216666666667
LOC554207	-2.26466666666667
OR8H1	0.52625
WDFY3	0.46675
DPM1	-0.4435
GPSM1	-0.3965
WDR92	0.2511
LRP1	0.1365
ANKH	-1.033875
THUMPD3	0.05275
POLR1B	0.848
OLFM4	1.90116666666667
RAD9B	0.86275
TSPY2	-3.726
PAX6	-0.978333333333333
SCG2	-3.915125
SLC17A6	0.42675
FMO3	2.648875
PADI4	0.229166666666667
TUBB4	0.2686
NLK	0.733
POU4F3	0.54
SDF4	-0.2605
ITGBL1	0.032
NETO1	-1.810625
TAP2	0.22775
ABBA-1	0.607416666666667
GNAI1	0.378
VPS4B	1.0305
NOPE	-0.3392
GALNT6	-0.0948333333333333
SESN1	-0.515125
GBE1	-2.08211111111111
CLASP1	0.26225
RASGEF1B	2.250375
ACOT11	0.224
AFAP1	0.5855
OR2H2	0.3985
DPY19L2P1	0.70925
DZIP1	0.0655
SEC22C	1.14116666666667
GPR161	0.997916666666667
RNF146	0.988
WDR74	0.240625
GALP	0.204
PURA	-0.02825
DNPEP	0.450166666666667
RP11-78J21.1	-0.86925
ERBB2	0.396875
FANCM	-0.4265
NEO1	1.11033333333333
DDX3Y	-4.9915
RPS3A	0.109375
MXRA7	0.304357142857143
LGALS3	-0.414833333333333
GLT8D1	-0.74925
CFL2	-1.19883333333333
UPB1	0.14275
NAP1L5	-0.26225
CLDN14	-0.47725
DHX38	-0.1795
BTBD1	0.361
TARS2	0.0968333333333333
ABCF1	0.6666
FCF1	0.452666666666667
LRRC49	1.37325
GUCY1B2	-1.536
C1orf177	0.918333333333333
SMARCA4	-2.30192857142857
LRP8	-0.858
TAGLN3	0.65825
MRPL14	0.21825
TTRAP	0.42875
ZDHHC20	2.56425
NFE2L3	-0.04025
KIAA1377	-0.304375
PALMD	0.3328
TMEM43	0.22775
TTL	0.5565
STAT5B	-0.351
SSB	-0.14825
OR10H5	0.4405
SLC22A13	-0.39625
AKAP3	-0.60575
TIMM23	0.758333333333333
OAS2	1.17066666666667
KIAA0423	0.67425
TRIM11	-0.463833333333333
GLIS3	0.74325
TMEM50B	0.931333333333333
ARHGEF4	0.387875
DEGS1	-1.06963636363636
TBL1XR1	0.730933333333333
G6PD	-1.493
SP140	0.5728
MUC17	0.206357142857143
NUDC	0.3986
DNAJC5B	3.22433333333333
SCARA3	-2.22866666666667
CPA3	3.11333333333333
BCAT2	-0.168875
MFN1	0.229
NRG3	0.42
SNX11	0.7305
PLEKHH1	-0.203166666666667
GPR177	-2.52966666666667
HCFC2	1.13625
TCAP	-0.59525
MOCOS	0.42275
C14orf93	0.05575
PRDM10	-0.611666666666667
SLC16A4	0.29975
SRGAP1	-1.2815
VIP	0.07475
DUSP27	1.207
LILRA1	0.4502
MC2R	0.1265
MGC24103	-3.3395
MBTD1	-1.959
FUT11	-0.108333333333333
USP33	-0.3668
C15orf39	-0.1155
MAP3K12	-0.9895
PAAF1	-1.043
BARHL1	0.3685
FLJ16165	0.1045
PIWIL2	-3.137
SYNE1	0.128
CMTM4	1.973
TSPYL1	0.0495
GUF1	1.38233333333333
TMEM157	-0.7195
WDR44	-0.2485
HIST1H3C	-0.051
DKFZp666G057	0.316
RNPEP	1.128
GAS2L2	-0.3195
ADH4	-5.2485
GRPR	-0.495666666666667
FBXL17	0.6185
ZBTB10	0.995666666666667
Gcom1	-0.1055
HTRA1	-0.8338
ZNF585A	0.0386666666666667
SLC26A2	1.46628571428571
OTOP3	0.591833333333333
WISP1	1.12844444444444
ATP2B4	-0.467916666666667
FLJ10769	-0.244
CRAMP1L	-0.13825
CHST12	-0.7495
RAB22A	0.183666666666667
TARDBP	-0.415571428571429
STAU1	0.10575
CRB3	2.32433333333333
MIG7	0.157
CHMP1A	0.715833333333333
ZNF160	0.2475
B3GALT6	0.57775
BARX1	-1.2345
C6orf167	0.2961875
NXNL1	0.712
DHX29	-0.1205
HADHB	-0.362
PLXNB2	0.014875
ILDR1	-1.79925
SLC15A3	2.26725
GAS2	-0.631166666666667
C20orf69	-0.8025
NUMB	0.145
TNIP1	1.219875
MESP1	1.7235
PSKH1	0.3165
NSFL1C	-0.48925
RHOG	0.4995
HEY1	-2.5295
KNG1	-2.3075
ITGAX	1.8499
LIN9	-0.784
CANT1	0.297125
XRN1	-0.654285714285714
CCDC96	0.2569
HEATR6	-0.684166666666667
GNG7	0.915
RUNX2	0.797875
SOX1	0.418166666666667
FCRL5	2.3495
ZNF99	-0.500125
FAM9A	2.7175
SNX22	1.51733333333333
MBNL3	-0.799333333333333
ODC1	0.2533
ADORA2B	-0.401666666666667
NR2F6	-0.689
ZFYVE16	-0.800944444444444
SYNJ2BP	0.6201
POLE	-0.336625
E2F2	0.55725
THRA	-0.333
PTGES2	-0.4085
HIP1R	-0.234
TMUB1	-1.1175
ENO3	-1.6915
RSPH10B	0.57
CXorf39	0.9925
IRGC	0.54825
GPR109B	-0.49075
FLJ13305	-0.692
LCE3A	0.1145
TNFRSF18	-0.0503333333333333
DET1	0.9135
TRPM3	-0.253583333333333
C16orf79	-1.1725
FECH	0.920833333333333
RAP2A	0.5555
CRIP1	1.75966666666667
AZIN1	0.002875
SLC7A7	3.69075
IL10RA	0.7879
TMEM64	-1.54825
CDC42EP4	0.5346
C16orf58	0.1144
ARG2	-0.66075
POU5F1P4	-4.601
FAM62B	-0.855125
DNAH8	-2.0503
ASH2L	-0.380125
TSLP	-2.51033333333333
CNTNAP5	-0.273
TMEM16C	0.0705
IFNA14	0.256
SLC1A3	0.882125
CABYR	1.9035
BCL7B	0.4361
NUDT13	-1.94733333333333
C13orf28	0.02775
C1orf53	1.266
ARL6IP4	-0.6402
RPL35A	-1.0195
EMR3	0.287
RAB40C	0.385916666666667
SLC41A1	0.3385
LRCH1	0.1435
LY6G5B	-0.3775
FAM124A	0.134928571428571
MGC10981	-4.1005
CLIP3	0.9078
MAP4K2	0.0936666666666667
CHIC1	-0.3925
SULF1	3.48366666666667
C20orf30	-0.506
PRDM5	0.035
ELOVL1	0.3385
C11orf48	-0.478375
SLC39A10	-0.39425
KCNV1	2.9015
ACP1	-0.784166666666667
ZMYM2	-0.144875
B3GNT6	-0.432833333333333
C9orf69	0.6605
C2orf15	1.98275
C20orf166	0.398
HSP90AA6P	0.655
EDG7	-0.8435
NEURL	1.684125
LPL	1.62266666666667
CLEC2D	-0.548642857142857
GRRP1	1.51616666666667
CD8B	-2.7093
HIST1H3D	-0.296
SLC6A12	0.042
FAM27L	0.1835
CD84	1.5992
RASA1	-0.4355
PHKG1	-0.236
MAGEA11	1.5185
IMPA1	-0.7019
NPM3	-0.37325
RARRES1	3.123
SH3BP1	0.8525
B3GNTL1	-0.093
ARPC5L	0.181833333333333
KLHL26	-0.39225
SIM2	-1.509875
GJC1	0.5505
C20orf194	-0.179
EXO1	-0.10575
SLC2A2	-2.65066666666667
LOC285074	-0.17725
LRG1	-2.74125
KIRREL	0.2685
PIK3R1	0.599142857142857
C4orf34	-1.07825
MAF	-1.99344444444444
ADCY4	2.86533333333333
ZMIZ2	1.2982
SLC46A3	0.8355
STAMBP	-0.165833333333333
CCDC16	-0.28175
MS4A12	0.5595
TCF20	0.668
LRRC46	0.458
C20orf152	1.614
MRPS6	0.00924999999999999
ABCB11	-0.602
KCNC2	-0.2045
CDH19	4.833
C9orf123	-0.0153333333333333
SSH3	0.468
LDLRAD1	-3.9605
CCBE1	-0.54325
ZNF135	2.1555
TAAR1	0.2225
WFDC12	-0.0205
CCDC42	0.1365
FLJ12529	-0.12175
PER1	-0.610333333333333
TIMM50	-0.151833333333333
SMARCAD1	-0.206
FAM26C	0.74
TP53TG3	-3.16033333333333
SH3RF1	0.2565
LMCD1	0.62425
GPR63	1.7125
FLJ21986	-2.881625
AIFM3	-0.87375
MICAL1	-0.0626666666666667
BLZF1	0.2365
IQCA	-0.8385
PCDHGC3	0.1315
SAC	0.7675
BCL6B	1.739
DDO	-1.79775
MARCO	4.57225
DCHS1	0.919
C1orf170	-0.0185
CD200R1	0.9775
C22orf15	-0.6665
SEPT11	0.745833333333333
ADNP	-0.5365
UST	0.0402
C13orf34	-0.662
RFFL	0.0797857142857143
APBA3	0.5235
C2orf60	0.391875
CUTL1	-0.7874
PMS1	-0.1
ZNF689	0.3405
EIF3E	-0.2965
IL9	-0.0766666666666667
RPL31	0.154375
LY9	0.596833333333333
ATP2B3	0.559
KDELR2	0.587375
TFCP2	0.071375
NLRP12	-0.089875
FLJ45422	0.7125
TLE4	-0.3523
ZNF570	0.78
FLJ43806	-0.8625
TLK2	0.365375
CIR	0.5235
MARS2	1.214
COL24A1	0.407
SDF2L1	-0.6165
HIBADH	-0.653666666666667
IGFBP3	-0.903357142857143
C12orf23	0.4445
PSPC1	0.18825
C20orf43	0.1775
TRAV20	0.4195
ARHGAP24	-0.170125
KIAA1975	-0.54425
C1QA	3.5709
DNTT	-4.51416666666667
C10orf6	-0.28575
C11orf41	1.1955
HNRPF	0.28825
COL11A1	4.66316666666667
UBAP2	-0.7845
CDKN2AIPNL	-1.479
C20orf174	3.8285
SPRED2	-0.326
PLA2G12A	-0.265666666666667
ICEBERG	-2.3815
SCN10A	-0.1055
C11orf65	-0.1455
GBP5	5.22525
PITPNC1	-0.885
POU3F3	0.688
NCOA7	1.913
LIN7C	1.0656
LOC348840	-2.322
NKX2-2	-2.82975
ANKRD13D	0.135375
LOC123688	0.76725
FUT2	1.32883333333333
TAAR8	0.602
FZD4	-1.29758333333333
PNMA3	1.56866666666667
OR4L1	0.441
WIT1	-2.7165
EXOC3L	1.2475
ATPBD4	-0.4608
KRBA1	-1.12075
UBXD6	-1.721
HOXB7	-1.33421428571429
C7orf23	-0.858
UNQ338	2.43
STAB2	0.7225
CDC20B	0.34125
IRF9	1.293
CENTG1	0.270666666666667
TNPO2	-0.717
MCPH1	-0.268625
BMS1P5	-1.21375
SLC26A7	0.368
HIST1H3J	-0.1645
C9orf3	-0.0761
LBH	1.00475
MYO1D	0.908375
PTDSS2	-0.18075
NFU1	0.47575
DEPDC4	0.1935
WNT7B	-0.4986
GLP2R	-0.545833333333333
SETD4	0.1237
DYNLT3	-0.1955
FKBP11	-1.64833333333333
SESTD1	1.065
FLII	0.07925
RPS16	-0.2181
CHPF	0.0185
CSNK2A1	-0.352666666666667
SUMO1P1	0.93625
FKBP6	-0.889
ZNF214	1.22716666666667
TWIST1	0.474
DDX56	-0.1635
TRAM1L1	1.9737
EPO	-3.3675
MRPS18B	0.4145
ZNF682	-1.12
RPL14	0.8455
MAFF	0.90825
LOC51136	-0.626375
LY96	-0.55025
DDX20	0.165
ABTB1	0.157166666666667
ARL5A	-0.2365
CCT6A	-0.12975
HEPACAM	-1.5975
EHHADH	0.209333333333333
RBAK	0.239666666666667
CGB1	0.22875
ITGB5	-0.0403
YIPF3	0.0665
FKBP2	0.291
NR1D1	-1.0205
TMEM110	-0.016
NEK2	-0.576333333333333
PRAMEF8	-3.43775
C20orf52	0.714166666666667
PCDHGA3	-0.5395
VWA3B	0.44675
NDUFA5	0.316625
THAP9	0.4785
FLVCR2	0.214166666666667
AP1S1	-1.229375
SMAD6	-0.6505
SAV1	1.715625
SAT1	1.68875
ZNF251	0.382875
ADAMTS7	0.1565
RPP38	0.73575
C1orf211	-1.2885
YPEL2	0.185
RBMS1	0.40825
ZNF445	0.170166666666667
NRXN2	-0.170333333333333
PGBD4	-0.658875
UGT2B28	-2.867
WBSCR16	-0.0904
NLRC3	0.6505
ASTL	0.2095
ST6GALNAC1	-3.80125
ZADH2	0.047
MLLT4	2.0735
ARL6	0.804833333333333
MEF2C	-0.529
CBFA2T3	-3.0885
AFF3	-0.328071428571429
COG7	-0.456
MYB	-2.3795
PLXNA3	0.477
XRCC2	-0.874166666666667
MMS19	-0.582625
ST8SIA5	-0.210625
CHPT1	0.970666666666667
KIAA1712	-0.799125
OR6X1	0.5465
ACTR3	0.39025
UGCG	-0.451166666666667
OR4P4	0.2855
ZAP70	-1.45275
LPP	1.295125
ZNF485	0.6575
PTPRCAP	0.37825
IL12RB1	0.67575
ATRX	0.0367
CHST8	-2.659375
C14orf109	0.06775
ARV1	-0.043
NMB	1.609
COX5A	0.328833333333333
EIF6	0.1985
MPPED2	1.605
SEMG1	-1.724
CHRDL1	2.0155
TRAF3IP2	0.36525
WNK2	0.783125
LILRA4	2.119
LAMA2	2.73775
PXT1	0.9045
RLBP1	0.234
CD300C	0.22125
SLTM	-0.253625
FLJ10404	-0.684
APOBEC3D	0.276833333333333
RENBP	0.202166666666667
ATXN7L1	-0.178625
NID1	-0.57
TUBGCP3	-0.4985
ITIH5	-0.142666666666667
CCDC110	2.11325
C8A	-3.31375
MGC87042	-0.81175
HOXC13	-1.43525
TFDP2	-0.75225
HCP5	1.55525
POLI	-0.0015
UCN	-0.851333333333333
ZNF764	-0.035
C8orf45	2.3345
FHL3	0.3935
SPATA5L1	-0.799
MMRN2	2.13233333333333
NDST1	0.950833333333333
COL20A1	-0.1905
ZNF248	-0.483
PELP1	-0.305666666666667
MBL2	-2.75866666666667
RNF41	-0.573125
C5orf24	-0.264125
THOC5	0.536625
SERINC3	0.28775
RP11-151A6.2	-0.40175
CDCP2	-0.1015
HIST1H2AA	0.14325
C11orf75	0.432166666666667
FKBP7	0.04525
DDOST	-0.44125
GPNMB	-0.0445
TTF2	0.0536666666666667
KCNT1	0.4985
SLC39A14	0.885875
NGRN	1.247
GPR137B	1.6495
MECP2	-0.283375
PSMA1	0.65275
C16orf73	-5.535
TMEM60	0.2515
CSN3	0.0155
NOS1	0.557333333333333
RAB7L1	0.694
YBX2	0.053
KIAA1166	-0.84175
FUBP3	-0.316666666666667
ABCG1	0.571
ACACA	0.18475
ARL11	0.7499
ATOH1	0.209
ODF1	-0.118166666666667
CREB3L3	-1.984
TMEM127	1.15521428571429
DSCAML1	-0.54375
PLN	1.11166666666667
LYPLA1	-0.0870833333333333
PRDM9	-2.09233333333333
SASP	0.7075
PLUNC	0.410333333333333
INTU	1.24875
HISPPD1	-0.92325
LNPEP	0.455833333333333
YARS2	0.0541666666666666
APCDD1L	-1.1335
ZCCHC4	-1.0201
FBXO22	-0.114833333333333
TTLL13	-0.5345
ZNF669	0.113
PTGDR	2.45925
DDX27	0.54875
KIAA0409	0.382666666666667
GJB6	3.96325
ASB8	-0.295
PLP2	0.636333333333333
MEPE	-0.576
OR10J5	0.5415
KRT222P	-0.50075
COQ7	-0.433
C1orf101	1.3645
RERG	-0.665
CHMP5	-0.291625
THAP11	0.72375
ZNF43	-0.930333333333333
ZRANB3	-0.979833333333333
KRT13	2.955
MRPL19	0.45975
RBBP9	0.20875
SPATA17	0.429
BXDC5	-0.567333333333333
PAFAH1B1	-0.328166666666667
MAGEE1	0.71575
OSTF1	0.6615
KIAA0323	0.02625
TXNDC13	0.864666666666667
CNTN4	-0.071625
LCE1B	-0.7965
UNQ501	0.866
ZNF154	0.054
C3orf64	0.19425
SYT5	-0.1752
PON1	-0.643666666666667
FLJ10357	-0.354625
ATP4A	-1.0335
GNPDA1	-1.017
MGAT1	0.275833333333333
C14orf121	0.4355
SLC35B2	-0.11475
MIER3	-0.407833333333333
CHEK1	-0.849375
ZNF8	1.1795
TXNDC1	0.0363333333333333
CKB	-1.0561
RTN3	0.608285714285714
FZD2	-1.59133333333333
PART1	0.754375
PSMB6	-0.805
PCDHB8	-1.603
PHC3	-0.2579
PPP1R8	0.644833333333333
NOVA2	1.5335
TNFRSF11B	-2.818875
GOLPH3	-0.1435
UBLCP1	0.06125
SUHW3	0.617
TTLL1	0.79725
OPN4	0.228
OR13G1	-0.1095
ZPBP2	-0.0561666666666667
HSD17B11	-2.188875
C9orf50	0.891
DHDDS	0.403285714285714
CTSW	1.3802
NEFM	-3.25033333333333
MRPL28	0.20825
SYN1	0.456
PIGV	0.303166666666667
ZIM2	-1.59275
APBB1	0.0321666666666667
SND1	-0.33025
C1orf123	-0.517833333333333
CHD3	-1.0175
BHLHB8	0.38725
RNASE2	0.352666666666667
BCAP31	-0.2485
SLC25A44	-0.448666666666667
CHD6	-0.2019
PIB5PA	-0.527615384615385
SELS	1.05925
LOC541471	-0.034875
FAT2	1.18
ZNF81	-0.071
OR4C16	0.4885
FLJ10081	-0.1911
LRRC4	0.1265
CS	-0.1
N4BP2	-1.337
IGFBP7	0.791
ZNF318	0.191666666666667
NDNL2	-0.097875
ZNF609	-0.050125
SIRT4	-1.72375
EXOSC10	-0.658
ECE2	1.08441666666667
OVGP1	0.268
GTPBP3	-0.82675
PACS2	0.6925
C19orf36	-1.16066666666667
ARL4C	0.30575
ATG4B	-0.732625
UBQLNL	-1.487
RHOXF2B	-3.502
PLEKHG2	-0.864
GALR1	-1.1185
AQP4	0.121166666666667
HDAC7A	-1.0155
DCUN1D3	0.26125
OR8A1	0.9775
CCRN4L	0.7735
CBR4	-0.453666666666667
KIFC1	-0.0196666666666667
SLC7A14	-1.69483333333333
LHX5	0.454
TRPC7	0.212
LPXN	-0.4435
SERPINA1	-2.21375
RPS13	0.7591
BPIL3	-0.2815
PRKAA1	-0.23625
FADS2	1.0974
ENAH	-1.0824375
PRO1768	-0.202
APBA2BP	-1.083
LIPH	1.37716666666667
C3orf33	-0.345
RCC2	-0.118428571428571
ALDH1A2	-3.5142
RNF103	0.89
AHCY	0.476625
ALG12	-0.2605
CCL17	3.1025
ZNF543	1.25516666666667
ESRRG	0.197
CNGA1	1.22725
RDH5	-0.788833333333333
OTX1	0.3195
PTGFR	0.8005
CDR2	-0.6885
SELE	3.6575
NLGN2	-1.73283333333333
EXOSC9	-0.78325
ZNF566	0.00583333333333334
KLRC2	-3.7855
GPR12	0.851
KIAA0196	-0.171
PDRG1	0.1795
SSR3	-0.446785714285714
MSI1	0.1215
CST9	-0.78
CC2D1A	-0.06975
PLAGL1	0.0733333333333333
ZNF778	0.6265
RNF2	0.9805
KLF6	0.819
THBD	0.430666666666667
tcag7.1314	1.68275
NR5A1	-0.093
ABCD2	0.02
DNAJC7	-1.52675
CLEC4C	0.971
TM2D3	1.401875
CCDC4	-0.2245
PLAC2	-0.1305
DCD	6.8875
FAAH	0.212375
POLA1	0.141833333333333
TM7SF2	-2.354
FLJ39822	-1.95116666666667
FLOT2	0.46
MAP4K1	-0.2295
SRP68	0.337875
C21orf74	0.7675
ARPC5	0.62875
LOC126075	-0.019
HECW2	0.49525
ZDHHC4	0.0705
ANKRD42	0.62
PDE9A	-1.078
ABCA8	-1.88825
NDUFS2	-0.05575
UBR5	-0.6805
BTBD16	-3.1055
LOC554174	0.2045
ZNF20	0.9175
KIAA1843	-0.247
WDR17	0.17475
C15orf33	0.284
RNF113A	-0.51125
CAMKK1	-0.8729
CLCN2	0.14175
ANXA6	-0.528
LOC340069	0.7405
EMID1	0.82425
DPM3	-0.933333333333333
ELA1	-0.199
SLC25A13	-0.4774
KRT24	0.0995
SMPD1	-0.639666666666667
TH	0.0835
COL6A2	-0.0397857142857143
ANKS1B	1.63425
GPR126	-1.5565
ZC3H12A	1.58183333333333
TMEM47	1.06533333333333
C2orf51	0.310166666666667
C1orf88	2.96333333333333
HSF2BP	2.35625
AKAP10	-1.002
RPAP3	-0.403
KLHDC8B	-0.576875
STOM	-0.5448
MUPCDH	0.111875
C10orf72	-0.951625
PLEKHA3	1.16741666666667
TCP11L1	1.6515
CWF19L1	-0.22875
SPEF1	0.733461538461538
YSK4	-0.078
ELN	1.5848
SAMD8	0.899833333333333
MPI	-0.4075
MEPCE	-0.3962
ABCC3	-1.6595
NANOGP1	-3.5025
KCNK17	4.206875
HLA-DMB	4.02883333333333
RRAGA	0.4835
ANGEL1	0.48525
RBM32B	-0.161
CPN1	-3.2635
MGC52282	0.0365
HLA-A	1.16016666666667
OR9G4	0.787
EDNRB	-3.232125
SCD	-0.498785714285714
C14orf80	0.344833333333333
BAGE2	-1.4915
RABL4	0.277
RCVRN	-0.407
SHANK1	0.1075
NLRP7	-2.377
CD226	1.0795
STAT3	0.8200625
SYNJ2	-1.555
TPCN2	0.813
WDR36	-0.9045
MBD4	-0.822
ROBO1	-0.6002
ST3GAL6	-0.74275
SLAMF8	3.851
ATN1	0.277666666666667
GPR141	-0.04025
KRT36	0.084
TPH1	0.1315
DDX52	-0.2315
ZSCAN29	0.1855
TRPT1	-0.319166666666667
DPEP3	1.5215
DENND4A	-0.862875
TSPAN16	-0.438
PTCHD2	-1.653
LOC145814	1.9005
CAP1	0.717166666666667
EIF5A2	1.3904
NT5DC3	-0.30475
SEPT9	-1.037
SEZ6L2	-0.711
EGFLAM	2.36225
VPS11	-0.318875
NDUFB5	-0.0711666666666667
CIDEA	2.494
IER5L	0.1705
N6AMT1	0.34275
FAM83C	-0.0405
OXR1	0.504833333333333
IRX1	2.136
DGKB	-1.13283333333333
GCN5L2	-1.25025
MIR16	-0.53625
