Hybridization REF	TCGA-C8-A12Z-01A-11R-A115-07
DNPEP	0.274333333333333
RP11-78J21.1	-0.49325
ERBB2	5.249625
FANCM	-1.69158333333333
NEO1	1.22816666666667
DDX3Y	-4.8295
RPS3A	0.563125
MXRA7	0.157642857142857
LGALS3	0.248333333333333
GLT8D1	-0.26925
CFL2	-2.06216666666667
UPB1	0.34225
NAP1L5	-1.046375
CLDN14	1.0725
DHX38	-1.18025
BTBD1	-0.507
TARS2	0.5745
ABCF1	-0.0632
FCF1	0.419
LRRC49	0.3915
GUCY1B2	-2.0875
C1orf177	1.1575
SMARCA4	-1.09878571428571
LRP8	-2.02466666666667
TAGLN3	-1.3155
MRPL14	-0.045
TTRAP	-0.1555
ZDHHC20	1.6935
NFE2L3	-3.0755
KIAA1377	1.153
PALMD	1.2152
TMEM43	0.06275
TTL	-1.17725
STAT5B	-1.574
SSB	-1.030875
OR10H5	0.3305
SLC22A13	-1.144
AKAP3	-0.39675
TIMM23	0.2385
OAS2	1.41933333333333
KIAA0423	0.5645
TRIM11	1.241
GLIS3	1.739625
TMEM50B	1.2365
ARHGEF4	-0.72975
DEGS1	2.23627272727273
TBL1XR1	1.0661
G6PD	-0.693
SP140	-0.4415
MUC17	-0.029
NUDC	-0.6022
DNAJC5B	1.90833333333333
SCARA3	-0.0563333333333333
CPA3	5.751
BCAT2	0.146
MFN1	0.3751
NRG3	0.135
SNX11	-0.8705
PLEKHH1	-0.852333333333333
GPR177	-0.711
HCFC2	0.2455
TCAP	3.43475
MOCOS	-1.9125
C14orf93	-0.11675
PRDM10	-0.117166666666667
SLC16A4	-0.3065
SRGAP1	0.0461666666666667
VIP	0.09425
DUSP27	0.151333333333333
LILRA1	0.2324
MC2R	0.4865
MGC24103	-1.57975
MBTD1	-3.0965
FUT11	-0.1635
USP33	0.3363
C15orf39	0.255
MAP3K12	0.389375
PAAF1	-0.664
BARHL1	0.169
FLJ16165	0.7075
PIWIL2	-2.8785
SYNE1	-0.445166666666667
CMTM4	1.035625
TSPYL1	0.6066
GUF1	-0.727
TMEM157	1.367
WDR44	-0.293
HIST1H3C	-0.734
DKFZp666G057	2.654
RNPEP	-0.00175
GAS2L2	1.65683333333333
ADH4	-4.6605
GRPR	-0.915
FBXL17	0.9945
ZBTB10	0.830083333333334
Gcom1	0.288722222222222
HTRA1	1.6549
ZNF585A	-0.368333333333333
SLC26A2	-0.817357142857143
OTOP3	0.349
WISP1	2.68377777777778
ATP2B4	-0.260666666666667
FLJ10769	0.425
CRAMP1L	-0.278125
CHST12	-0.3945
RAB22A	0.558166666666667
TARDBP	-0.393
STAU1	0.31575
CRB3	2.65933333333333
MIG7	-0.457
CHMP1A	-0.289833333333333
ZNF160	-0.398
B3GALT6	0.13075
BARX1	2.666
C6orf167	-1.94925
NXNL1	0.268
DHX29	1.050375
HADHB	-0.397
PLXNB2	1.436
ILDR1	-2.19725
SLC15A3	2.22125
GAS2	-3.4315
C20orf69	-0.333
NUMB	0.14975
TNIP1	0.286125
MESP1	1.5185
PSKH1	-0.0725
NSFL1C	0.089625
RHOG	0.38825
HEY1	-2.04733333333333
KNG1	-2.276375
ITGAX	1.604
LIN9	0.0681666666666667
CANT1	0.869375
XRN1	-0.447142857142857
CCDC96	1.8147
HEATR6	-0.892666666666667
GNG7	0.0384166666666667
RUNX2	1.4618125
SOX1	0.133333333333333
FCRL5	0.5509
ZNF99	0.132625
FAM9A	2.079
SNX22	1.23216666666667
MBNL3	-2.3
ODC1	-1.3953
ADORA2B	-2.1705
NR2F6	0.61225
ZFYVE16	0.427222222222222
SYNJ2BP	0.2468
POLE	-1.12
E2F2	-0.9545
THRA	1.97616666666667
PTGES2	-0.420166666666667
HIP1R	0.424333333333333
TMUB1	-0.263833333333333
ENO3	-1.861
RSPH10B	0.346
CXorf39	1.24975
IRGC	0.63775
GPR109B	0.619
FLJ13305	-1.657
LCE3A	0.6825
TNFRSF18	-0.157166666666667
DET1	0.67475
TRPM3	-0.219666666666667
C16orf79	-1.9375
FECH	-0.820333333333333
RAP2A	0.144333333333333
CRIP1	3.125
AZIN1	0.95775
SLC7A7	2.74
IL10RA	0.0646
TMEM64	-2.7465
CDC42EP4	0.7242
C16orf58	0.6459
ARG2	-1.92925
POU5F1P4	-4.466
FAM62B	-0.263125
DNAH8	-2.6669
ASH2L	-0.6005
TSLP	-4.64516666666667
CNTNAP5	0.213
TMEM16C	0.06475
IFNA14	0.8115
SLC1A3	-0.5355
CABYR	-0.1325
BCL7B	0.0286
NUDT13	-3.73533333333333
C13orf28	0.10825
C1orf53	1.02575
ARL6IP4	-0.4834
RPL35A	0.39175
EMR3	0.473
RAB40C	0.59425
SLC41A1	-0.351833333333333
LRCH1	-0.631
LY6G5B	-0.986
FAM124A	0.385714285714286
MGC10981	-3.968
CLIP3	0.2175
MAP4K2	0.205833333333333
CHIC1	-0.351
SULF1	3.76466666666667
C20orf30	-0.240714285714286
PRDM5	-1.329625
ELOVL1	-0.05925
C11orf48	-0.743
SLC39A10	-0.68875
KCNV1	0.09475
ACP1	-0.723666666666667
ZMYM2	-0.81875
B3GNT6	-0.1048
C9orf69	0.0325
C2orf15	-0.24575
C20orf166	-0.4035
HSP90AA6P	-0.5295
EDG7	-0.4585
NEURL	-0.369125
LPL	0.0173333333333333
CLEC2D	-0.422285714285714
GRRP1	1.22316666666667
CD8B	-3.3445
HIST1H3D	-0.295333333333333
SLC6A12	0.3485
FAM27L	0.092
CD84	1.4958
RASA1	-0.0825
PHKG1	-0.328
MAGEA11	-1.3325
IMPA1	-0.7626
NPM3	-0.47125
RARRES1	6.12775
SH3BP1	0.202125
B3GNTL1	-0.991
ARPC5L	0.489833333333333
KLHL26	0.44425
SIM2	-1.643
GJC1	0.734
C20orf194	-0.696
EXO1	-1.20225
SLC2A2	-2.72866666666667
LOC285074	-1.50625
LRG1	2.99425
KIRREL	-1.028
PIK3R1	2.18135714285714
C4orf34	1.14825
MAF	-0.922444444444444
ADCY4	3.4835
ZMIZ2	0.254
SLC46A3	1.21133333333333
STAMBP	0.2085
CCDC16	-0.09725
MS4A12	0.2585
TCF20	-0.0485
LRRC46	2.187
C20orf152	0.39525
MRPS6	-0.598875
ABCB11	-0.2605
KCNC2	0.143
CDH19	-2.907
C9orf123	0.341666666666667
SSH3	1.84425
LDLRAD1	2.6075
CCBE1	-0.99375
ZNF135	-1.469375
TAAR1	0.152
WFDC12	0.991
CCDC42	-0.305833333333333
FLJ12529	-0.71675
PER1	-1.37783333333333
TIMM50	-0.724833333333333
SMARCAD1	-0.1105
FAM26C	0.367
TP53TG3	-2.70433333333333
SH3RF1	2.3855
LMCD1	2.1385
GPR63	0.0015
FLJ21986	-3.170875
AIFM3	0.915
MICAL1	-0.678333333333333
BLZF1	1.05516666666667
IQCA	1.21
PCDHGC3	-0.8175
SAC	0.229
BCL6B	1.83066666666667
DDO	0.251
MARCO	2.92025
DCHS1	1.494
C1orf170	1.19833333333333
CD200R1	0.1265
C22orf15	-0.163
SEPT11	-0.536166666666667
ADNP	0.09575
UST	0.5243
C13orf34	-0.770166666666667
RFFL	-0.267642857142857
APBA3	-0.1065
C2orf60	-0.505625
CUTL1	-0.106
PMS1	-0.591
ZNF689	-0.6645
EIF3E	0.0763333333333333
IL9	0.110333333333333
RPL31	-0.261375
LY9	-0.345
ATP2B3	2.11375
KDELR2	1.27066666666667
TFCP2	0.403125
NLRP12	0.816625
FLJ45422	-1.10275
TLE4	-1.2037
ZNF570	0.0575
FLJ43806	-0.5685
TLK2	-0.0525
CIR	0.60325
MARS2	0.1105
COL24A1	0.75375
SDF2L1	0.089
HIBADH	-0.359666666666667
IGFBP3	-2.71714285714286
C12orf23	1.314375
PSPC1	0.00125
C20orf43	-0.31275
TRAV20	-0.4325
ARHGAP24	0.171
KIAA1975	-0.693625
C1QA	3.1878
DNTT	-5.03716666666667
C10orf6	-0.453333333333333
C11orf41	0.356875
HNRPF	1.06275
COL11A1	6.81966666666667
UBAP2	0.589833333333333
CDKN2AIPNL	-1.4215
C20orf174	1.42025
SPRED2	0.94625
PLA2G12A	0.531333333333333
ICEBERG	-2.85666666666667
SCN10A	0.1865
C11orf65	1.71675
GBP5	3.676
PITPNC1	-1.94916666666667
POU3F3	1.6
NCOA7	2.42625
LIN7C	0.4235
LOC348840	-1.073
NKX2-2	3.37875
ANKRD13D	0.00737499999999999
LOC123688	0.5135
FUT2	2.12116666666667
TAAR8	0.4055
FZD4	0.1105
PNMA3	0.231
OR4L1	0.3525
WIT1	1.3965
EXOC3L	1.13025
ATPBD4	-0.6597
KRBA1	0.1875
UBXD6	-0.062
HOXB7	0.3075
C7orf23	-0.8285
UNQ338	1.132
STAB2	1.58225
CDC20B	1.00425
IRF9	1.391
CENTG1	0.0761666666666667
TNPO2	-1.52625
MCPH1	0.283
BMS1P5	-2.54475
SLC26A7	0.8885
HIST1H3J	1.1735
C9orf3	-0.000400000000000006
LBH	0.6725
MYO1D	0.446875
PTDSS2	-0.22125
NFU1	-0.14775
DEPDC4	-2.23725
WNT7B	1.5313
GLP2R	-0.346833333333333
SETD4	0.0616
DYNLT3	-0.4203
FKBP11	0.227
SESTD1	0.075
FLII	-0.4295
RPS16	-0.6723
CHPF	0.892833333333333
CSNK2A1	-0.0128333333333333
SUMO1P1	0.212
FKBP6	-1.2015
ZNF214	1.99566666666667
TWIST1	0.00583333333333333
DDX56	-0.485166666666667
TRAM1L1	2.3523
EPO	2.72083333333333
MRPS18B	-0.2085
ZNF682	0.3005
RPL14	-0.326833333333333
MAFF	-0.38225
LOC51136	-0.4885
LY96	-0.62475
DDX20	-0.5085
ABTB1	0.561
ARL5A	-0.1429
CCT6A	-0.9725
HEPACAM	-1.329
EHHADH	-0.2495
RBAK	-0.671333333333333
CGB1	0.13075
ITGB5	1.1097
YIPF3	1.44225
FKBP2	0.213
NR1D1	1.4396
TMEM110	1.3795
NEK2	0.103333333333333
PRAMEF8	-2.9065
C20orf52	-0.0975
PCDHGA3	-0.568
VWA3B	0.527666666666667
NDUFA5	-0.8075
THAP9	0.1915
FLVCR2	-0.389333333333333
AP1S1	-1.400625
SMAD6	-1.2055
SAV1	0.646125
SAT1	0.139625
ZNF251	0.5155
ADAMTS7	0.5696
RPP38	0.34375
C1orf211	0.152
YPEL2	2.82265
RBMS1	-0.63
ZNF445	-0.433333333333333
NRXN2	0.593
PGBD4	-0.410125
UGT2B28	-1.22525
WBSCR16	-0.7651
NLRC3	0.000625000000000056
ASTL	0.5895
ST6GALNAC1	-2.07175
ZADH2	-0.86025
MLLT4	0.365416666666667
ARL6	0.684
MEF2C	-1.17275
CBFA2T3	-0.913
AFF3	-0.803928571428571
COG7	0.341333333333333
MYB	-1.14733333333333
PLXNA3	0.1135
XRCC2	-2.29066666666667
MMS19	-0.289
ST8SIA5	-1.448375
CHPT1	-0.854333333333333
KIAA1712	0.23725
OR6X1	0.567
ACTR3	1.22925
UGCG	-0.3385
OR4P4	1.5505
ZAP70	-3.24475
LPP	0.81725
ZNF485	0.79425
PTPRCAP	-0.7375
IL12RB1	0.36025
ATRX	-0.1827
CHST8	-0.723875
C14orf109	1.07125
ARV1	1.541
NMB	-0.195714285714286
COX5A	-0.134666666666667
EIF6	-0.13675
MPPED2	-1.91866666666667
SEMG1	-1.452
CHRDL1	-0.662
TRAF3IP2	1.622
WNK2	0.034
LILRA4	1.025
LAMA2	3.4905
PXT1	0.325
RLBP1	-3.30375
CD300C	-0.076
SLTM	0.2305
FLJ10404	-1.019125
APOBEC3D	-3.56566666666667
RENBP	1.04516666666667
ATXN7L1	-0.392875
NID1	0.2975
TUBGCP3	-0.0645
ITIH5	0.3835
CCDC110	2.948
C8A	-2.592
MGC87042	-1.139
HOXC13	0.89825
TFDP2	-0.838
HCP5	1.395625
POLI	-0.778
UCN	-0.145666666666667
ZNF764	0.0668333333333333
C8orf45	0.03275
FHL3	-0.7435
SPATA5L1	0.449
MMRN2	3.36616666666667
NDST1	1.43566666666667
COL20A1	0.0458333333333334
ZNF248	-1.10766666666667
PELP1	-0.645833333333333
MBL2	-3.41516666666667
RNF41	1.55125
C5orf24	0.17075
THOC5	-0.550625
SERINC3	0.21575
RP11-151A6.2	1.071
CDCP2	-0.163
HIST1H2AA	0.92475
C11orf75	0.0476666666666667
FKBP7	0.81325
DDOST	-0.93325
GPNMB	0.7445
TTF2	-1.44533333333333
KCNT1	0.5058
SLC39A14	-0.740625
NGRN	0.1681
GPR137B	4.0025
MECP2	0.327375
PSMA1	-0.33175
C16orf73	-5.5055
TMEM60	-0.336
CSN3	1.046
NOS1	0.628833333333333
RAB7L1	-0.223666666666667
YBX2	0.542
KIAA1166	0.081625
FUBP3	0.852
ABCG1	2.402
ACACA	0.0885
ARL11	1.8232
ATOH1	0.5995
ODF1	-0.026
CREB3L3	-2.11366666666667
TMEM127	1.38764285714286
DSCAML1	-0.044
PLN	1.69366666666667
LYPLA1	-0.0599166666666667
PRDM9	-2.6565
SASP	-0.08625
PLUNC	0.2535
INTU	0.16375
HISPPD1	-0.33
LNPEP	1.31316666666667
YARS2	-0.725833333333333
APCDD1L	-1.0525
ZCCHC4	-1.0716
FBXO22	0.4165
TTLL13	0.3135
ZNF669	-0.179666666666667
PTGDR	1.96725
DDX27	-0.289
KIAA0409	0.1155
GJB6	0.131
ASB8	0.23625
PLP2	0.284
MEPE	0.567
OR10J5	1.0465
KRT222P	3.0795
COQ7	0.357833333333333
C1orf101	1.66775
RERG	-0.0553
CHMP5	0.186375
THAP11	-0.530875
ZNF43	0.104333333333333
ZRANB3	-0.598833333333333
KRT13	4.332625
MRPL19	0.57575
RBBP9	-0.431125
SPATA17	1.78625
BXDC5	-0.394166666666667
PAFAH1B1	-0.497916666666667
MAGEE1	0.289
OSTF1	0.444
KIAA0323	0.468
TXNDC13	-0.101333333333333
CNTN4	1.1385
LCE1B	1.0575
UNQ501	-0.083
ZNF154	-0.75925
C3orf64	0.105
SYT5	-0.175111111111111
PON1	-0.0228333333333333
FLJ10357	0.088875
ATP4A	-1.882
GNPDA1	-0.629166666666667
MGAT1	0.593166666666667
C14orf121	0.14825
SLC35B2	-0.3495
MIER3	0.766833333333333
CHEK1	-2.7085
ZNF8	0.2845
TXNDC1	-0.6675
CKB	-1.3503
RTN3	0.6225
FZD2	-0.421333333333333
PART1	0.356125
PSMB6	-0.9575
PCDHB8	0.3205
PHC3	0.609
PPP1R8	-1.26883333333333
NOVA2	2.17383333333333
TNFRSF11B	-4.32975
GOLPH3	0.617333333333333
UBLCP1	-0.303
SUHW3	-1.003
TTLL1	1.5625
OPN4	0.895
OR13G1	0.52
ZPBP2	0.534666666666667
HSD17B11	-2.576125
C9orf50	0.0595
DHDDS	-0.254785714285714
CTSW	0.7728
NEFM	-2.6675
MRPL28	-0.9275
SYN1	0.738
PIGV	0.161
ZIM2	-0.302
APBB1	0.3575
SND1	-0.66
C1orf123	0.286
CHD3	-0.7575
BHLHB8	0.81175
RNASE2	-0.0743333333333334
BCAP31	0.01625
SLC25A44	0.690833333333333
CHD6	-1.124
PIB5PA	2.35215384615385
SELS	0.745125
LOC541471	0.95275
FAT2	-0.8635
ZNF81	-0.341
OR4C16	0.475
FLJ10081	-0.7526
LRRC4	0.19525
CS	0.669333333333333
N4BP2	-2.125875
IGFBP7	0.92825
ZNF318	-0.413333333333333
NDNL2	0.66425
ZNF609	0.24925
SIRT4	0.67825
EXOSC10	-0.85225
ECE2	0.629333333333333
OVGP1	2.43475
GTPBP3	-0.96625
PACS2	0.5465
C19orf36	-0.067
ARL4C	-0.866375
ATG4B	-0.402375
UBQLNL	1.0785
RHOXF2B	-3.896
PLEKHG2	-0.656
GALR1	-0.681
AQP4	-0.188333333333333
HDAC7A	-0.146833333333333
DCUN1D3	0.14325
OR8A1	-0.445
CCRN4L	0.162
CBR4	0.214333333333333
KIFC1	-1.70166666666667
SLC7A14	-1.59183333333333
LHX5	0.452
TRPC7	0.767
LPXN	-0.99625
SERPINA1	-2.127125
RPS13	0.00830000000000003
BPIL3	1.146
PRKAA1	-0.358
FADS2	1.1774
ENAH	1.801125
PRO1768	-0.043
APBA2BP	0.69725
LIPH	2.79583333333333
C3orf33	-0.4775
RCC2	-0.0762142857142857
ALDH1A2	-3.3883
RNF103	2.24325
AHCY	-0.313125
ALG12	1.016
CCL17	2.764
ZNF543	0.339333333333333
ESRRG	2.246
CNGA1	1.32825
RDH5	1.114
OTX1	-0.6652
PTGFR	-2.09816666666667
CDR2	0.821875
SELE	5.35075
NLGN2	-0.9045
EXOSC9	-0.9335
ZNF566	-0.9228
KLRC2	-4.3295
GPR12	0.7925
KIAA0196	2.05025
PDRG1	-0.2405
SSR3	0.230142857142857
MSI1	0.2875
CST9	-1.219
CC2D1A	-0.542125
PLAGL1	-0.833722222222222
ZNF778	-0.1095
RNF2	0.02825
KLF6	0.310666666666667
THBD	0.774166666666667
tcag7.1314	-0.49225
NR5A1	-0.364666666666667
ABCD2	-0.43
DNAJC7	-1.532
CLEC4C	-0.1865
TM2D3	0.328625
CCDC4	-3.4195
PLAC2	0.64
DCD	5.9735
FAAH	1.640375
POLA1	-0.446333333333333
TM7SF2	0.747625
FLJ39822	-1.68133333333333
FLOT2	-0.845625
MAP4K1	-0.737833333333333
SRP68	-0.173875
C21orf74	-0.161
ARPC5	0.14225
LOC126075	1.60225
HECW2	0.398125
ZDHHC4	-0.1085
ANKRD42	1.9709
PDE9A	0.612166666666667
ABCA8	0.1105
NDUFS2	0.36125
UBR5	-0.111
BTBD16	-1.54
LOC554174	0.3825
ZNF20	-0.644
KIAA1843	0.59
WDR17	-0.98325
C15orf33	1.1505
RNF113A	-0.29925
CAMKK1	-0.5369
CLCN2	-0.83775
ANXA6	-0.1175
LOC340069	0.4755
EMID1	1.020625
DPM3	0.539833333333333
ELA1	0.475
SLC25A13	-1.3176
KRT24	5.8045
SMPD1	0.687833333333333
TH	0.312875
COL6A2	1.36314285714286
ANKS1B	0.894
GPR126	-2.5194
ZC3H12A	-0.188
TMEM47	-0.256333333333333
C2orf51	-0.3455
C1orf88	2.254
HSF2BP	1.40725
AKAP10	-0.51775
RPAP3	-0.301
KLHDC8B	0.360875
STOM	1.5268
MUPCDH	-0.07425
C10orf72	-0.650875
PLEKHA3	0.72075
TCP11L1	0.28775
CWF19L1	-0.18725
SPEF1	1.87984615384615
YSK4	0.42625
ELN	0.9216
SAMD8	0.8525
MPI	-0.3125
MEPCE	0.3221
ABCC3	-0.243125
NANOGP1	-3.2645
KCNK17	0.3265
HLA-DMB	3.93783333333333
RRAGA	0.9035
ANGEL1	-1.00275
RBM32B	0.0665
CPN1	-2.776
MGC52282	-0.3559
HLA-A	0.82025
OR9G4	0.4705
EDNRB	-1.8735
SCD	2.18264285714286
C14orf80	0.0956666666666667
BAGE2	-0.875
RABL4	1.75266666666667
RCVRN	-0.9865
SHANK1	0.254
NLRP7	-3.1915
CD226	0.46625
STAT3	1.267375
SYNJ2	-0.9905
TPCN2	0.314833333333333
WDR36	-0.2885
MBD4	-0.4695
ROBO1	-0.8213
ST3GAL6	-2.9875
SLAMF8	2.9955
ATN1	0.625666666666667
GPR141	-0.30375
KRT36	0.2285
TPH1	0.0005
DDX52	-1.127
ZSCAN29	0.684666666666667
TRPT1	0.162666666666667
DPEP3	0.988
DENND4A	-0.761625
TSPAN16	-0.3505
PTCHD2	-0.123
LOC145814	-0.13
CAP1	0.265666666666667
EIF5A2	-0.6267
NT5DC3	-1.3635
SEPT9	-1.206875
SEZ6L2	0.522625
EGFLAM	3.37475
VPS11	0.405
NDUFB5	0.203333333333333
CIDEA	0.273833333333333
IER5L	0.61025
N6AMT1	0.56225
FAM83C	-0.53925
OXR1	0.207
IRX1	-0.45
DGKB	-0.3622
GCN5L2	-1.30775
MIR16	-0.056875
FBXW9	-0.4905
WDR4	-0.7525
PDC	0.106
VPS33B	-0.30125
HEXB	-0.46725
FLJ32214	0.362
TCEB3	-0.49925
CRLF1	-0.7465
ABI3BP	-0.0185
C8orf22	-3.6135
PYCR1	-0.053375
KIAA1706	0.0875
CDK5R2	0.612875
WAS	0.4205
C12orf60	-0.57025
CCBL2	-0.414875
MADD	-0.5095
C5orf34	-1.4625
WDR42A	1.2172
KLF12	-0.575
HSPA1A	0.871
ITM2C	-1.689
DAPK2	2.042
LOC442590	-1.422
SUMF2	-0.321
CENPA	-1.21553846153846
TMED5	-0.774125
CDH6	-0.8568
BRP44	1.058125
THG1L	-1.0615
GABRA2	-3.46933333333333
C14orf166	-0.3015
MYL1	-1.773
TNFSF18	1.165
PAP2D	-0.418333333333333
PPIB	-0.22525
KLHL4	-0.718125
SFN	-0.309166666666667
CCDC127	0.6685
FRAP1	-0.699
GOLGA5	1.89525
SDCCAG1	-0.47775
MGC21675	-0.0941666666666667
C10orf95	0.53125
KIAA1345	-0.708666666666667
C1orf163	-0.7455
LACE1	-0.51
OR10K2	-0.2285
CENPN	-2.03516
TMED2	1.267
UGT1A6	-0.8015
ANG	-1.19675
U2AF1	-0.465666666666667
CASC2	0.2095
NMT2	-0.863666666666667
OSGEPL1	0.5665
DFNB31	-0.9465
SLC6A20	2.317625
DKC1	-0.8745
FXYD4	-0.61175
WDR64	-0.15175
MGC5590	0.938
CREBZF	0.431
DAZ1	-0.38825
PRPSAP1	-1.422
GCHFR	0.2455
TTC7A	-0.650375
LOC196993	0.853
UBD	1.7925
S100A1	1.6445
RPL6	0.179833333333333
DNAJB6	0.14395
NAGS	-0.2055
C2orf58	0.517
KERA	0.467333333333333
MT1X	-0.2957
UBE2B	0.5
KEAP1	-0.55025
MST1	-3.367125
OMA1	1.257
ABLIM2	0.399
BCL2L13	0.1545
JAZF1	0.504166666666667
TMEM63B	1.1525
S100A8	5.8074
ARFIP2	2.0345
UROS	0.9865
KHDRBS2	-2.322
POLQ	-2.5495
SOAT1	-1.92825
SPAG4	0.83425
MRPS30	-1.003
LOC494141	-0.05525
OR2T11	0.6885
ORAOV1	-0.8758
ZNF184	-0.000499999999999998
TCEB3B	0.110166666666667
ADAM21	1.3975
GDPD1	1.542
SPINLW1	-0.202
PRR14	0.5965
KCTD9	-1.3874
NUDT3	0.475
KIAA1822	1.401
HIST1H4K	2.856
DFNA5	-1.71225
GABPA	0.59125
C14orf44	0.016
POLB	0.116625
PTAR1	-1.4165
SEC31A	1.4521
TRIM58	0.32625
TAS2R14	-1.182
VPS8	-0.06
H1F0	1.4105
PRKCB1	-4.1975
UGT2A1	0.5575
TOR1B	0.2285
LSS	-0.57125
C2orf19	-0.1405
HNRNPC	1.1535
TMEM100	-2.4135
LOC116349	0.5365
OR51M1	-0.3875
CCDC142	-0.0045
ISG15	0.42475
ZCCHC14	0.374125
CREBL2	0.159625
TGDS	-1.16675
DC2	0.1855
CACNA2D3	-2.51492857142857
ZNF429	-0.354
LYPD6	-2.1165
SUCLG1	0.135166666666667
OR51I1	-0.7725
MAGEH1	1.8395
PRPF40A	-0.511
SMR3A	0.951
SPINK2	-1.0915
THAP2	1.073625
NPY5R	-1.74175
IRF4	-2.77475
SPESP1	2.70483333333333
OR10S1	0.1775
DTD1	-0.6995
TUBE1	-0.597
DDX19A	-1.3855
PDPN	-0.559375
TMEM34	0.847416666666667
MGAM	0.2625
COL3A1	5.52061111111111
GFM2	-0.1722
OR5A2	-0.2215
PSG9	-1.162
ARHGEF11	0.0586666666666666
IVNS1ABP	-0.290375
SIGIRR	0.9
DUSP19	-0.842
DNAJC14	0.5869
ACSS1	0.30375
IL1RAPL2	0.1795
C4orf30	-2.12025
SEPT4	1.27075
LANCL3	-2.319
SPAG17	0.150166666666667
PRDX3	-0.5595
HNF1A	-1.37775
P4HA2	0.135
RFWD3	-1.78333333333333
MOV10	-0.665
DNAJA5	0.593
LOC729440	-0.51625
LOC200383	1.196625
SMC2	-1.24075
MIXL1	-0.677
TMEM9	0.32375
FAM86A	1.7905
ZNF174	-0.3986
MYH14	-1.07325
CCR8	-0.57575
VPS37C	1.1235
GPATCH1	-0.7085
B3GNT8	2.3565
TBX4	-1.12475
CNR2	0.555666666666667
PCDH1	2.38025
C5orf29	2.045
OCIAD2	0.6995
PLCG2	-0.71075
KIAA0247	2.170875
HRH3	0.0292222222222222
CAPN13	4.193625
CCR1	-1.0815
MGC15523	-0.500941176470588
UVRAG	-0.0735
DNAJA2	0.0413333333333333
ITGA2B	-0.355
CLDN5	2.916625
PTPRN2	-1.94314285714286
ZNF512	-0.1135
PSAP	0.422214285714286
CCDC140	-1.888
LRRC55	0.249
CYP26C1	0.823
C8orf47	-2.22925
LYN	-0.366125
DUSP6	-0.5985
TGFB3	3.5326
ELK1	-0.7157
PCDH11Y	-0.564666666666667
HGD	-2.90175
C17orf58	-1.46275
MYO3A	0.6355
SERPINE2	-4.93716666666667
AARSD1	-1.194
C14orf73	-1.159
ADAM33	0.33275
ZNF491	0.119
MAPK6	-0.0716666666666667
TCN1	2.81466666666667
SLC24A6	0.1275
UBE2R2	0.41175
H1FNT	-0.05425
TATDN2	-0.274166666666667
LILRB1	1.1515
P2RY5	0.305
NUCB2	1.23775
C2orf37	0.7345
SNX27	1.42583333333333
MTA3	1.239
FOXO4	0.378625
ID4	0.502
SOX5	-3.291
PXMP3	0.445125
OR52M1	0.685
SFT2D3	0.89275
INA	-3.47166666666667
MCOLN1	0.4605
NFIX	-0.562
CLEC14A	5.09166666666667
HIBCH	-0.997166666666667
PLA2G5	1.55175
TIMM10	-0.115666666666667
MED17	0.5111
COL4A4	-2.5985
TPP1	1.675
GJA3	-1.06683333333333
TMPRSS5	-1.714
AADACL3	0.631
DNMBP	-0.66275
ENPP5	3.25716666666667
NQO1	-0.3151
ZSCAN2	0.63875
SEC24C	0.0338333333333333
GTF2A1L	-0.033
AXIN2	-0.8999
FAM33A	-0.748333333333333
C16orf13	1.13175
SPNS2	1.49025
TAF1	-0.94325
AP1G2	0.00883333333333332
RBM42	-0.339333333333333
HCN2	0.534333333333333
EFHB	-0.254333333333333
RUSC1	0.997833333333333
GRIK5	0.689
USP21	0.941333333333333
ATAD3C	0.69275
ORMDL2	2.1825
PRSS7	-3.47825
PSAT1	-4.08425
FLJ13195	-1.05483333333333
TBC1D1	-0.9135
IFNG	0.795
OTOS	0.408333333333333
ZNF773	-2.2905
EMD	-1.50475
RETN	-0.112
CCL8	3.7075
APH1A	-0.000249999999999986
COX18	0.278625
GTF2IRD2	-0.22375
CCDC82	-2.32125
PAFAH2	0.1196
NPEPL1	-1.2335
RP11-114G1.1	1.3215
TP53INP1	2.301625
ZNF300	-1.53083333333333
FOXL2	-2.934
LARP2	0.308916666666667
LATS1	0.0805
HTR6	0.4215
SPOCK2	-0.796333333333333
RNF144B	3.36216666666667
HTATIP2	-1.11475
MGC10334	0.313333333333333
CENTA2	1.79683333333333
FGF2	-3.75375
FXYD7	0.52025
PHYHIPL	-2.346125
GPR34	3.509
DDX6	-0.0896666666666667
OR10W1	0.0845
LHFPL1	-2.0325
ZNF313	-0.0782857142857143
VPS28	0.72675
AP3M1	-0.00109999999999997
AKR1CL2	0.30425
TRAF4	-1.2715
OR2B11	0.481
C19orf12	-0.0983333333333333
AKAP9	0.306333333333333
C1orf62	-0.1845
SLC20A1	-0.6837
FAM112A	0.4825
LDB2	0.4085
MRPS23	-0.5365
KLK5	2.4325
SPTB	-0.6762
EFEMP2	0.42775
EFNB2	0.650375
PCM1	-1.24635714285714
NMNAT3	-0.313625
TSG101	0.361833333333333
C8orf40	-0.0713333333333333
NOB1	-1.60775
ABHD3	-2.09075
GTF3C4	0.808875
PIGN	0.0616666666666667
GALNTL1	-0.53925
AEBP1	2.04975
OR9Q1	1.0215
ANKRD2	0.232625
CCL28	-1.645
TRIM38	0.649666666666667
TMCC1	0.4395
SMG5	0.0595
LRRC7	-0.026
