Hybridization REF	TCGA-A7-A0CD-01A-11R-A00Z-07
C3orf25	0.455
OR5D14	0.285
OR10AG1	0.114
BET1L	0.9739
FRY	2.715
AK3L1	-0.2955
CSF3R	0.334833333333333
POLR3K	-0.3255
ATG2B	0.6065
EPS8	-0.722666666666667
DARS	-0.553125
C10orf56	-0.154666666666667
DAD1	0.396916666666667
RIOK1	-0.318833333333333
HERC2	-0.02675
HSD11B2	1.51133333333333
FAM96B	-0.957
MGC13057	-2.29257142857143
BSN	0.63875
CAND1	0.231333333333333
HCST	0.966
ACTR10	0.269666666666667
OR8D4	-0.137
NASP	-1.9023
COL9A2	1.62383333333333
LYZL1	0.295
GPC5	-3.177
TBL3	0.140166666666667
CENTD2	0.6947
OR5AP2	0.161666666666667
TLR1	1.7365
LMO6	-0.066
ZIC2	-1.33125
CPNE5	0.65925
ZMYND15	0.427
FLJ22374	-1.7735
CCDC106	0.47275
PARP16	0.52325
PDIA3	0.182
C14orf126	-0.1785
CECR2	-1.964
SFRS1	-0.405928571428571
FIGLA	-0.3055
DCP1A	0.00549999999999999
MGC45800	-1.8523
TEKT1	0.6462
C10orf67	0.073
CLN5	1.26975
NTN2L	0.366
GLE1L	-0.16075
CES2	-0.5492
GNAS	-0.717722222222222
DDX53	-0.268
TSPAN13	3.423
MRPL52	-0.8653
SPIRE2	0.122
TAS2R39	0.47775
SCUBE3	-0.24625
UCRC	0.9643
CDKL3	0.4845
KIAA1715	0.1338
ZNF345	1.7835
RTF1	0.112625
DHRS7	1.413
RIPK4	-4.65583333333333
EXOSC2	-1.26016666666667
MS4A2	4.216
FGF17	-0.502666666666667
WDR59	-1.07642857142857
EVI2A	-1.5455
IL17RC	1.24216666666667
HS3ST1	2.17525
ITGB1BP2	-2.788
RBPJ	-1.01266666666667
GIMAP1	3.031
INE1	-0.861166666666667
ALDH18A1	0.829125
TPI1	-1.90925
GATA6	0.88
CABP1	-0.4356
ZNF484	0.6235
DAPK3	0.628
GJB1	-3.1485
PIN1	-0.0185
SLC6A15	-4.16975
CNO	-0.062
RIN2	2.277875
FRRS1	-0.8525
CYorf15B	-3.494375
DMRT3	1.164875
ATAD1	-0.055375
OTUD4	0.105055555555556
ATOH8	-2.1125
ZSCAN16	1.822625
ASCC1	-0.404
OTUD3	0.524875
MGC33212	0.494333333333333
YME1L1	-0.3265
RP11-218C14.6	0.835
PCBP4	-0.14175
TNFRSF10A	1.024
CDH10	-3.7035
KL	0.842285714285714
SCP2	1.12283333333333
C9orf119	-0.10775
SON	0.0185
MAFK	-0.039
SBNO2	-0.095
SLC6A6	-0.663583333333333
SC4MOL	0.110375
FAM35B	0.271125
PPP1R9A	1.384625
PDZRN3	0.568
CXorf20	1.213
C6orf126	1.24525
AVEN	-1.40025
FLJ21075	-2.295
C14orf132	0.308375
PCK2	-0.430875
GUCY2C	-0.151
BARX2	0.26775
PEX11G	1.9705
DAO	-1.5582
C10orf49	0.207
EDNRA	1.81433333333333
PPP2R5A	1.4605
DDX39	-0.984833333333333
SERF1A	-0.229
ASCIZ	-0.0276
FNDC8	0.376
PTMS	0.2975
PHF7	1.83975
PIP4K2B	0.5404375
HHLA2	0.25675
BDH2	0.6012
APOBEC2	-0.621
PENK	-0.939166666666667
SMAD9	-1.83775
MT3	-0.51
RGL1	-0.786875
ATG10	-0.911375
DLGAP4	0.394333333333333
APPBP2	0.472571428571428
BACE2	-2.18657142857143
LOC339344	0.735
ZNF395	0.62975
HIST1H2BL	1.47325
ZNF467	0.856125
SLC25A21	-0.65275
PALM2	-0.623666666666667
NSUN5C	-1.362
IL5	0.6454
CLSTN2	4.81075
ANXA8L2	-2.4275
PTGES	2.833625
GDAP1L1	-2.3655
OPRK1	-1.163
WDR20	0.348666666666667
C12orf4	0.170375
NUP88	-1.3305
XRCC6BP1	-0.465666666666667
FCGBP	2.06114285714286
LEMD2	0.85825
NOMO1	-0.58
C10orf79	1.55475
ZNF79	1.1015
OCRL	0.9842
HSPA8	-0.36675
DIDO1	-0.0797916666666667
PLA2R1	2.01925
COG3	0.1308
NGDN	-0.7255
CBFA2T2	0.286875
PNOC	-2.066
PRRG1	-0.00283333333333335
AGGF1	0.132928571428571
DPF2	0.315
YIPF7	0.1025
TRPV5	0.5985
ZNF322B	2.19125
MED12	-0.126166666666667
CARS	-0.489333333333333
ABCC11	3.1745
C9orf25	0.101
MYH1	0.9435
FRYL	-0.0738333333333333
AGTRAP	0.2075
MMP27	1.4875
ZNF432	0.6885
OR8D1	0.0375
OR13D1	-0.221
VWA1	1.199
STON1	-0.6365
IL5RA	-0.02625
PERP	-0.8037
C10orf107	-0.993666666666667
TNFSF12	1.86375
FN1	-0.340375
MTR	-0.327333333333333
PHLPPL	0.126
ZNF425	-0.3505
DHFR	-0.856722222222222
PPP1R12A	0.641
RSPO2	-1.43028571428571
ZNF7	0.20075
ZNF583	1.202
TPMT	-0.431166666666667
GPR132	0.320375
OR2T12	-0.4535
SERTAD2	0.9507
ATP1A1	-0.2322
FRMPD3	0.75175
ZNF672	0.39925
PLXNB3	-0.34025
EML5	1.1565
FAIM3	-0.6255
UBQLN2	1.548
SORCS2	1.1035
PRIM2	-0.829
ACVR2A	-0.173833333333333
YWHAZ	0.43575
PGM2L1	0.118
GNAO1	0.175142857142857
RPL10	-0.0858
RPS6KA6	1.681
PFKL	-0.889333333333333
SH3D19	0.536375
AURKB	-2.82283333333333
ZC3H6	0.941
DISC1	-0.593666666666667
FLJ39660	-3.16583333333333
TMEM25	3.074625
OSBPL10	0.190625
CLTCL1	-2.38466666666667
ALG6	0.2465
CATSPER4	0.8345
LRTM1	-0.0905
RRAD	0.602
TIPIN	-1.48825
CARD14	0.461875
RBM9	0.324166666666667
RASSF4	-0.73725
SLC25A18	-1.23466666666667
C6orf58	0.196333333333333
IGHD	0.0675
PLA2G6	0.1455
TPT1	0.147625
SEC63	0.1806
CCDC113	-0.0284
TDRD10	-0.20475
KIAA1666	-0.11925
TOR1AIP1	0.906166666666667
SYTL4	2.82383333333333
SPRR2F	-1.578
CEBPD	2.013
SNTG2	-1.53525
C20orf77	-0.0965833333333333
TAS2R49	0.333
C6orf173	-2.45766666666667
SVEP1	0.0503
PXN	-0.365642857142857
VIL2	1.036
C5orf21	1.749
DIXDC1	0.7505
GANAB	-0.536333333333333
PDSS1	-2.0455
NGFR	-1.29875
ATP8B4	1.167
BMP8A	-0.742
CCDC132	-0.798916666666666
GNRH1	-1.28175
OR10T2	-0.17075
PDGFD	3.6235
OR6W1P	0.4425
HARS	-0.24825
KRT77	-0.305
AQP8	0.262
ITGB1	-0.2034
ZNF254	0.9142
PAX1	0.197833333333333
PSMC4	-0.1762
ANKRD22	2.0015
PSMD8	0.3195
HTR1E	-0.829666666666667
SOX10	-2.4318
OR5B2	1.127
RABGEF1	-1.385
MAP1LC3B	-0.52
CYB5R4	0.498
AGXT2L1	-0.48075
FLJ41603	0.4915
TRAPPC2	0.651833333333333
FNTB	0.1512
FLJ14107	-0.682166666666667
AURKAIP1	-0.11225
DSE	0.53225
NFKBIZ	-2.00216666666667
OSBPL3	-2.66416666666667
LOC130576	3.38375
SLC39A9	0.998833333333333
LOC137886	0.435916666666667
RHCE	-3.481
ATG7	0.6785
FAM82A	0.597833333333333
FBN3	0.079
MCFD2	-1.05166666666667
CASP14	0.585
EPS15	0.819916666666667
SFRS2B	0.742416666666667
C19orf47	0.2195
PLAC9	0.4625
GPR23	-0.853
BTNL3	-0.3606
RGS8	0.673
GNS	1.3775
ENO2	-1.38533333333333
CBX1	0.9502
PEX26	1.16
LRP5	-0.524166666666667
ADAMTSL4	-2.3375
ARR3	-0.0448333333333333
MAP1A	-0.65175
CD2	1.85275
NAV2	-0.308125
TMEM69	-0.5495
ATXN7	-0.966
CHN2	-0.8058
ZNF781	-0.358833333333333
HAS2	-4.06783333333333
KIAA0241	-1.66883333333333
BIC	0.2655
MOBKL2A	0.41225
CYP2C9	1.011
CNOT7	0.562571428571429
SFRS10	-0.48875
CST11	2.82
FLJ37543	-0.2615
NKAP	-0.8385
RUNX1T1	2.40825
EAF1	0.9414
IL4I1	1.001
LRRC61	-0.00899999999999999
PSIP1	-1.33025
SPRR4	0.1565
ZFP90	0.695833333333333
AP2B1	0.934769230769231
SLC30A7	0.724
C7orf28A	-0.739
S100B	-2.06366666666667
BMP2	-2.53025
ESR1	4.62858333333333
ZFPL1	0.1595
ARHGAP12	-0.51
LRRC19	0.00380000000000005
ZNF767	-1.20216666666667
NACA	0.247
OLIG1	-3.150875
PRF1	0.62625
LST1	2.16716666666667
SPATA9	-0.944666666666667
CNFN	0.754
CDK4	-0.5671
TCF15	-1.306
PARC	0.70425
PPM2C	1.86725
LOC283345	-0.742
FAM107B	1.5395
DMXL1	0.54775
RBM3	0.784125
HTR5A	-1.17916666666667
SCFD1	-0.804333333333333
EPHB3	2.44975
ROPN1L	-0.246
RAMP3	0.5715
TSPYL5	0.203272727272727
GAP43	-3.0415
PAPD4	-0.30175
PDE3A	-1.2135
TNFRSF10C	-0.21475
JMJD5	-0.196333333333333
RASGEF1A	1.3466
C16orf65	-0.0706666666666667
HIPK3	0.847
XYLT2	1.1845
XPOT	-1.5435
GAL3ST1	-2.335
DHCR7	-0.61475
AMIGO3	0.0168333333333333
FGFR4	-1.95016666666667
CRAT	1.744
PPP1R14D	0.7915
TRIM14	0.4551
TMPRSS11D	0.5595
SLC7A11	-2.61928571428571
OR10H2	0.56325
PPM1E	-1.5697
DOCK4	-0.11125
FAM127A	-0.416375
ENOPH1	-0.3595
SLC5A3	-0.2962
ZNF530	1.1894
NTS	-6.081
FRMD4A	0.16375
BCL11B	-4.26766666666667
PRM1	-0.689
UQCC	0.0037
S100A16	1.65133333333333
PLS3	-0.43525
WWOX	-1.40242857142857
CCDC23	0.1165
GTSE1	-1.7165
GP2	4.363
FLJ32549	1.24425
CHIT1	1.509
KLF9	-1.435
RPS24	0.2463
MIA	-3.2925
FIGN	-2.35425
PYROXD1	0.789
PCSK2	-0.148142857142857
MRPL9	-0.11025
RPL24	0.281125
C12orf32	-0.46625
HIST1H2BE	1.4645
RGS18	1.78525
LFNG	2.3995
RAB4B	0.278333333333333
FBXO25	1.55866666666667
TSPAN31	0.839666666666667
ARL8A	0.5175
C10orf83	-0.4797
OR51B6	-0.979
CNKSR2	0.46925
C1orf156	0.661
IBSP	0.322
GFRA2	0.1131
ALKBH7	1.0689
NEK10	-0.52075
VN1R3	0.2795
LOC91948	0.527
CPZ	-1.124
IHPK3	-0.118
COL8A1	1.185
RBPJL	0.2595
OR10A4	-0.09825
CASP8AP2	-1.305125
MMP12	0.653833333333333
OR8B12	-0.139
CDCA5	-1.943
LIX1L	-1.81825
PEX11B	1.492375
GABRA1	0.2755
HABP2	-0.1055
REEP1	3.08233333333333
FBXO15	1.62025
CD68	0.01325
WFDC9	0.5455
GHDC	1.4925
SMARCA1	0.96
SPAST	-0.209666666666667
PLXND1	-0.406833333333333
MLCK	-1.2765
INTS5	0.414166666666667
BSG	-0.883071428571429
PARP8	-1.40733333333333
TEAD4	-1.084
ZNF498	-0.701625
TMEM89	-0.649166666666667
DTX4	-0.270625
TNRC6B	0.5345
ARMC2	0.02525
FGFBP1	-3.926
TIMM8A	-0.583833333333333
AJAP1	-2.2141
ZNF608	-1.835
SLC25A42	-0.609
SYP	-0.3625
MMP11	3.24716666666667
USP40	0.6603
C3orf62	0.557833333333333
MYO1E	0.1072
LRFN4	0.18175
XCL1	0.266333333333333
GPR155	-0.698625
VPS29	0.15575
CARHSP1	-0.66325
ARHGAP20	0.0705
GREM2	-1.35542857142857
CCDC102B	2.06075
ZNF577	1.68883333333333
HDDC2	-0.7885
SHC2	0.2767
NCOA5	0.521333333333333
INPPL1	-0.461
CHGB	-2.8937
IHH	0.144
DDEF2	-0.0446666666666666
DIAPH3	-2.42138095238095
BUB3	0.381666666666667
GGH	-1.79377777777778
VPS35	0.0612
CNN2	-0.385583333333333
ASNA1	-0.1595
WDTC1	0.653
AMAC1	0.5915
HAS3	-2.55616666666667
SLC1A6	-2.36033333333333
ZNF563	-0.7455
C1S	1.96025
TCF7L1	2.668875
OR10Z1	1.1845
ME2	-0.4842
C6orf151	-0.50225
KPNA4	-0.0611
GLO1	0.808875
WDR61	-0.213666666666667
CD302	0.84225
SIRT7	0.656833333333333
C11orf59	0.632
PKIG	-1.20525
PPIL3	-0.0885
CCDC74B	2.51575
ZNF528	1.25575
EFNA5	-0.289
FCGRT	2.162
NOL4	0.1076
CCS	-0.09325
LOC374491	-1.00775
MFSD7	3.257
ZNF555	0.416
LIMS3	-1.26275
TSSC4	0.706
COL11A2	-1.62
C1orf119	0.9225
BPNT1	-0.547125
CHRNA6	0.59
C1orf173	0.7632
PLD2	-0.0865
ORC1L	-3.255
SASH1	0.046375
CDC14B	-0.220875
RLBP1L1	-0.076
LDLRAP1	0.726
NAT8B	-0.588666666666667
HHEX	-1.5365
LGALS7	-1.79825
PLCH1	-1.804
OR1M1	-0.036
PRAMEF16	-0.278
HECTD1	-0.601
C14orf39	0.349
TLN2	1.0547
HDAC4	-1.81914285714286
SYCP2L	-3.09
GLRA1	0.2015
RPS6	0.2035
hCG_1757335	-0.1365
KLHL1	-0.8285
CTNNBIP1	0.0806666666666667
SCAND2	-0.1767
HMGN2	-0.2763
YAF2	0.96025
BRPF1	0.044
LIAS	-0.61275
CTA-246H3.1	-1.65425
SAG	1.40575
C20orf10	0.56
HNRNPA2B1	-1.45716666666667
GADD45A	-1.02433333333333
MSH4	1.166
TMEM70	-0.19
HIST1H2AM	0.603625
C19orf26	-0.285666666666667
C1orf50	-0.17825
GNG3	-0.3765
FTO	-0.617
CALCB	-1.531
PPP3R1	-1.17825
C15orf42	-2.833125
CCNJ	-0.9565
GNAZ	-0.4948
PSD	0.291
FAM57A	-0.7095
STIM2	-0.3775
DHX8	0.713
MOGAT3	-0.15125
UBE3B	1.33566666666667
PLAT	1.98783333333333
C6orf206	0.3905
COPE	-0.3948
EIF3A	0.474375
C1QL2	-0.209
IQCE	-0.161833333333333
KIAA0182	-0.212666666666667
SLC22A7	0.0948
PPFIA2	-0.6855
ADAMTS15	2.54
ODZ1	-0.181
THBS4	1.70683333333333
ARHGAP1	0.89025
B4GALNT3	0.1975
FCHO1	-2.8345
LOC440456	0.3815
HOXD10	0.267333333333333
CXCR3	0.499
CHI3L2	-2.714125
SRPX2	1.43275
ZNF132	0.408166666666667
UBAC2	-0.328
RPL32P3	-0.27
CBWD6	-0.2105
ST6GALNAC4	-0.667
KIAA0391	-0.000666666666666672
LOC388969	-0.264
KRTAP5-8	0.855166666666667
ZNF786	-0.67875
LYVE1	1.1345
GPR144	0.061
APOH	-5.08025
TSC22D2	0.3715
PLCD1	0.21575
FLG2	0.6635
M-RIP	-0.5688
NDUFV1	-0.5985
POLDIP2	0.700333333333333
RAB3GAP2	0.306166666666667
RPSAP15	-0.28975
CLEC7A	0.594125
HSPA14	-1.131
TAAR5	0.3475
FAM132A	-0.947
C2orf43	-0.9215
OR10V1	-0.0185
SELPLG	-0.69425
C1QTNF6	-0.165666666666667
OPCML	0.7594
DTYMK	-0.876
ALDH16A1	-0.343125
F13B	-0.989
MGC16169	1.24775
KIRREL2	-2.3695
C14orf32	0.0669166666666667
SLAIN2	0.7103
HSD3B2	0.2985
AMMECR1L	0.3494
LRRC37B	-1.1975
HMG20A	-0.4885
C22orf27	0.1581
FBXL22	0.4065
AP1B1	0.449833333333333
TNKS1BP1	1.39625
CD74	2.89575
HSPA12B	1.684
PLSCR1	1.45166666666667
SLC35E1	0.0726666666666667
FEZ1	-2.35425
APOD	1.957
C16orf44	-0.39275
C1orf166	0.2825
KCTD11	0.05975
NELF	-1.27325
SRP54	-0.0861666666666667
MGC35361	-0.56825
GPR35	-1.8885
NRGN	0.205875
SIGLEC12	-0.2795
SCN1B	0.486
IFNW1	-0.5985
STAR	-5.52675
HLA-DQA2	3.17516666666667
RNASEH2B	-0.873
TAAR2	0.3615
VAMP5	-0.2055
TUBA1C	-0.865714285714286
PIK3R2	-0.155625
ARD1A	-0.593666666666667
EBF2	0.943
CAMSAP1L1	-0.4725
CYP3A43	0.48575
AKR1B1	-2.433
KIAA1729	-0.33925
KAL1	2.3054
CYBB	0.00449999999999999
UXS1	0.83375
LOC338579	-0.118
C11orf45	1.36325
SHB	-0.1535
IKZF4	0.01925
NDUFA1	-0.17925
HSPE1	-1.32625
C1orf215	-0.65425
GPR113	-0.425
ZNF573	0.8395
TBX18	-0.247
GGTA1	4.60225
PCDHGA8	null
RPS6KL1	-0.29375
DPP9	-0.220875
SLC43A2	0.501
COPS3	-1.4495
PMPCB	-1.22733333333333
HYLS1	0.568
LSM8	-1.946
PDE6B	0.49225
C10orf118	1.62422222222222
OR1C1	0.905166666666667
ZNF415	1.17775
OR2F1	0.4355
ZDHHC13	0.414875
FZD8	-0.166
TCEA1	-0.1124
SUSD4	-1.21125
C22orf24	-0.24
TNFRSF14	-0.0595
TRIM28	-0.339833333333333
FGF5	-1.733875
CSPG5	-0.199666666666667
RNF133	1
FKBP15	0.264
BZW2	-0.33175
NSMCE1	0.53575
PTPRN	-0.43375
TST	0.438
POP1	-1.126
RNF24	-0.985333333333333
SFRS4	-0.372
REPS1	-0.83175
CD70	-3.18083333333333
PDXDC1	0.056875
SRC	-0.3516
NTNG1	-1.2815
SETD1B	0.40325
TINP1	0.7728
ZNF606	1.834
SSR1	0.8470625
RGNEF	0.251
NFS1	-0.356
CENTB5	-0.870833333333333
CRMP1	-1.16716666666667
ADAM18	0.64525
CCDC87	2.30533333333333
LRRC8B	0.12075
CSNK1G1	0.0815
MAFB	2.22966666666667
C12orf45	-0.39575
C1orf54	1.567
DPEP1	-0.478166666666667
FLJ13137	-0.6905
C14orf118	0.279166666666667
ANKRD19	0.124166666666667
ABCA9	0.6222
TMEM87A	0.8766
BBS5	0.6848
CYP17A1	-0.01125
SCG3	-3.46616666666667
ESCO2	-1.665
GFER	0.718
NRIP2	0.0173333333333334
DDX59	0.692166666666667
RIC8B	0.5241
TNNI1	-0.3375
KTELC1	-0.23675
GPR85	-0.558
SP3	0.6915
GOSR2	1.16425
DDX1	-0.12975
DSCR9	-1.52
KIAA1984	-1.707875
FLRT3	-2.48175
RNPS1	-0.824
ZNF772	1.9595
SLC25A10	0.09
ADAMTS3	-1.3344
TBC1D7	-1.74575
PCYOX1L	-1.17075
LOC339745	1.382
VPS54	-0.828125
PCDHB12	0.567
C4orf6	-1.22075
CCL5	1.993625
PEX5	0.007875
LENG1	0.807166666666667
LOC51336	-2.47375
FLJ25371	0.2395
WDR45L	0.358666666666667
SPAG8	-0.861166666666667
GUCA1C	0.186
LOX	-2.60116666666667
FIZ1	0.78
BAG5	0.48975
BUD13	0.155666666666667
MGC2752	0.13025
IQSEC3	0.202571428571429
TGFBR3	-0.82275
CASP9	-1.111375
PPA2	0.41925
MED24	0.24375
MAP3K7	-0.576
SRPR	-0.041125
C17orf81	-0.09725
RIPPLY1	-0.35575
EID2	0.0655
AKR1C1	-2.70433333333333
IMMP2L	0.2005
SPSB4	-0.1755
BAG4	-0.093625
ZNF32	1.47683333333333
KLHL34	0.5285
BRD2	0.52075
IL32	-1.28616666666667
FAM53B	0.0508333333333333
SLC7A1	-1.244
KAAG1	0.0495
CCDC54	0.307833333333333
PRKCQ	-2.50975
TIRAP	1.008875
SPSB1	0.7385
USP36	-0.19525
FLJ32569	0.0825
LYZ	-1.881125
TMEM186	0.3505
TPM2	-0.725
C9orf100	-1.14633333333333
PPP1R11	1.2127
OLFML3	0.9825
ELAVL1	-0.268666666666667
DNAJC17	0.522333333333333
ABCA2	-0.5045
BNIP3L	0.380375
ATP10D	1.395
GALNT8	-1.13516666666667
PRKCH	2.89675
USP12	-0.69875
STXBP1	-2.27022222222222
LSM2	-0.244666666666667
ANKRD30A	0.955
LAP3	0.19225
C9orf40	-1.55483333333333
KATNAL2	-0.978166666666667
RG9MTD2	1.0925
PNPLA7	1.2905
IDH1	-0.7345
C1orf57	0.744
XRCC5	0.2022
TBRG4	-1.677375
DCDC5	2.01833333333333
POU5F1	-4.3085
RAB1A	0.522357142857143
KRTAP15-1	0.437
INHA	-1.2115
WDR90	-0.583
MLL2	0.2945
FAM104B	0.437
SF3B14	-0.62475
STX1B	-1.6805
SNX12	-0.84225
KMO	0.069
FAM100B	0.0395
CDRT15	0.0975
RAB9A	-0.160333333333333
RUFY3	0.53
UBE2U	-0.150166666666667
NFKB1	0.696
FBXO38	0.79275
VRK3	0.7775
TUBB8	-0.3455
IFNA6	-0.381
AYTL1	-1.61416666666667
RBP3	0.447833333333333
MUC13	0.13575
C8orf30A	-0.2655
MFAP1	0.374
NHLH1	0.413
CXorf34	-0.444
SP8	-4.325
RNF151	0.390166666666667
TDRD7	0.9525
KCND2	6.244
FKBP9L	-0.2915
C17orf44	1.504875
TIMM17B	-0.4655
WIPF1	-0.4201
SNX15	0.1569
IGF2R	0.0338
SBSN	-1.1505
RBM15B	0.64575
AGBL5	-0.50475
APEX2	0.49725
C17orf39	-1.962
UBE3A	0.616
SPANXC	-2.4045
TGFB1I1	-0.366
RBM13	-0.66125
TOP2B	0.331
NPVF	0.449
RIMS4	-0.311125
RAD54L2	-0.035
RSPO3	2.4515
C2orf47	-0.1565
TSPAN4	0.0931666666666667
DNAL1	-0.97625
DKFZp761E198	0.58025
NLE1	0.2585
TPST1	-1.89575
SREBF1	2.02925
CLEC12B	-0.0355
FUK	-0.03675
IL21	-0.657
LTK	-2.56025
DKKL1	0.203
EPAS1	-0.095125
UBTF	0.7695
HIST2H2AB	-0.456833333333333
TMPRSS12	0.39425
KIAA0427	0.237333333333333
CYP8B1	-0.998666666666666
FPRL2	2.35775
LOC402573	-0.771
HSDL2	-0.0438333333333333
SEMA6B	-0.393666666666667
AKR1A1	0.383
CLTB	0.415666666666667
NXT2	0.3835
HSPB7	-0.284
MLLT11	-3.025
OLFM3	0.367
SEC61B	-0.232083333333333
GPR139	-1.459
RRP15	-0.323125
OR3A2	-0.824
RSL1D1	0.3976875
P2RX7	-0.605666666666667
PSME2	-0.58375
ADNP2	0.51275
RBM25	0.224416666666667
IFITM1	1.87625
POLR2E	-0.483
ZNF643	-1.071
ZBTB25	-1.33116666666667
SPTBN4	1.052875
FBXO28	0.12475
CLEC10A	0.61175
EPHA8	0.184875
BEST4	-0.3165
GAS6	0.250333333333333
TSHR	-0.0435
TMTC1	1.19845454545455
GSTM2	0.7295
ETV1	-2.25725
ADAM11	-1.272
ERGIC2	0.0665
ATP6V0E2	0.630166666666667
HGFAC	-2.47816666666667
CTTNBP2NL	0.6935
FLJ20628	-0.53025
MTCH2	-0.00374999999999998
BACH2	-1.4155
AUTS2	1.8485
FSD1L	0.78775
RPRM	-3.02716666666667
PPP2R3A	1.15116666666667
BAT2	-0.0765
LPHN2	-0.3915
MGC71993	-0.347666666666667
PPARGC1B	-1.01175
CENPT	-1.23325
RNF123	-0.169666666666667
COL27A1	-1.0218
ZP2	-0.1865
C2orf21	0.4225
CCDC78	-2.56075
MCM8	-1.63466666666667
PHLDB2	0.939875
PLAUR	-1.697375
HDPY-30	-0.543
BMP5	-2.39925
MUM1	-0.32525
FAM62C	-1.3995
MID2	1.79783333333333
SYT16	-0.315
ISG20L1	-0.8488
C2orf40	2.30425
SRRM2	0.0908571428571428
FCRL1	0.20275
C1orf90	1.145
MEP1B	-0.5985
PCSK7	-0.17
PBX2	0.336
CENTB1	-0.4825
GLT6D1	0.0705
HGS	0.240583333333333
WDR51B	0.398
KCNJ8	0.65575
NOL10	-0.561125
EDEM3	1.259375
TCOF1	-0.711833333333333
SLC16A1	-3.72366666666667
SF3B3	-1.34575
NUDT21	-1.10375
ZNF235	1.4325
KIAA0644	2.117
ERC1	0.7541875
NKIRAS2	0.0105
TRMT5	-0.3
PPP1R7	-0.45375
C14orf177	0.489
HTRA4	0.1415
FAM139A	-0.8555
C16orf30	4.572
C10orf32	1.2715
VCX2	-5.19025
MGC27016	0.448333333333333
LARP5	0.0966666666666667
THNSL2	1.71716666666667
TRADD	-0.425666666666667
C1QTNF1	0.80625
C1orf43	0.7006
AS3MT	0.48625
SCARF1	1.4895
PHF23	-0.006625
B3GNT2	1.127
FNBP1	-2.54775
ZNF780A	0.447
MAGEB2	-2.799
FANCG	-1.36625
EYA2	-0.523166666666667
ZNF471	3.002875
C14orf153	-0.396833333333333
BCL2L14	0.86975
EFS	1.54216666666667
CKAP4	0.03
ZNF224	0.4346
ZNF652	1.19775
TMEM4	-0.275125
SCN3B	0.42525
OAT	0.72525
DRD1	0.745625
IQGAP2	0.606666666666667
CDYL	-0.899333333333333
PFN3	0.44775
ANKS1A	0.7165
COBLL1	0.345333333333333
C2orf55	2.75666666666667
PRCP	2.164
TMEM130	-0.0955
SPINK1	-0.449
NDUFB1	0.0635
DIO3	-0.23325
PRTG	-1.6355
PVRL1	0.39125
CNTD2	2.078
MYL4	-2.89333333333333
SLC17A1	0.296
RGMB	0.7742
TAF5L	-0.29
FAM27E1	-3.1545
CCDC59	-1.015
MED20	0.9675
CHMP4A	-0.649875
FBXL12	-0.218
TOMM20	0.49475
ZNF364	1.21275
COL22A1	0.714
C13orf8	-0.7865
TBC1D14	0.0971428571428571
MRPS35	0.523625
LOC51057	0.056
MSC	-0.452666666666667
CILP	4.61683333333333
ATXN7L2	-0.94475
BTLA	0.9564
SEC23B	0.308
RDH13	0.18025
C17orf63	0.3805
TIA1	-1.86616666666667
RHOXF1	1.19716666666667
SPAR	0.185166666666667
SPTLC1	-0.076625
HMGB3	-0.543230769230769
TOPBP1	-0.651333333333333
NAT8	-2.7925
KLF11	0.5915
HOMER3	-0.0755
KCNAB3	-1.28025
C9orf85	-1.1765
HCG3	0.134375
MGC34821	0.425
PHLDA3	1.1245
ODF3	0.525166666666667
KLHDC4	-0.494166666666667
GABARAP	0.132
AGR3	4.61825
EXOC5	-0.314375
AADACL2	-0.588
LOC91893	0.801166666666667
RPL36A	0.2615
SLCO1B3	-1.07766666666667
PTPDC1	-0.2255
DUSP7	0.0975
NRP1	-0.282076923076923
VSTM2L	-0.904666666666667
PLEK	1.1365
NLRP3	1.6155
TUSC5	0.18475
GPR3	0.309666666666667
RAB8B	-0.893625
UBE2E3	-3.18925
RC3H1	1.8105
MED29	1.13933333333333
CCDC50	-0.371375
C20orf111	0.687666666666667
PRDX6	-0.5585
TETRAN	0.16175
BCAN	-0.904333333333333
SMPD4	-0.5328125
AKAP7	-0.3365
ZNF500	0.138666666666667
FGF11	-0.7856
FLJ11151	0.2365
FARSB	-0.506833333333333
MARCH10	-0.1535
ACYP2	-0.028
HTATIP	0.729
CLDN4	0.6125
GRM8	1.7075
SLC22A18	0.5335
RNF141	1.39541666666667
GRK6	-0.599
VPS26A	0.3557
PIGZ	-0.29775
LYSMD4	-1.7475
CRLS1	-0.623833333333333
KIAA0562	-0.1152
WFDC5	0.226
TTTY12	0.5085
MGC16824	-1.238875
FLJ25476	0.159666666666667
WDR8	-0.3245
SEPT5	0.0615
PROK2	-1.6425
RPGRIP1	0.491
MTHFR	-0.516045454545455
NEURL2	-0.2385
TRIM60	0.766
DACH1	6.21375
PLK3	-0.6905
UBE2F	-0.77925
ATP5I	-0.112
TMEM28	-0.47525
MRPS34	-0.24475
LOC129293	-2.08325
DAP3	0.199
KRT28	0.224
PHF3	1.1995
RASL10B	-1.81433333333333
DVL2	-0.782833333333333
OSTalpha	-2.3935
DICER1	0.778125
ARMCX5	0.97225
AMN1	1.81725
SSBP4	-0.719333333333333
CAPZA2	-1.17675
IFNA2	0.2975
XIRP1	-0.0865
CYFIP1	0.7205
MAP1D	-1.15225
NPAS1	-0.1835
MFAP3	0.69125
TRPV6	0.3825
SOCS6	1.4655
TAF7L	-0.54575
