Hybridization REF	TCGA-A2-A0SV-01A-11R-A084-07
PLA2G12A	0.00566666666666667
ICEBERG	-1.52016666666667
SCN10A	0.0785
C11orf65	0.78275
GBP5	5.0035
PITPNC1	-1.4805
POU3F3	-0.156
NCOA7	-0.071875
LIN7C	0.32
LOC348840	-1.5215
NKX2-2	-0.85625
ANKRD13D	-0.051625
LOC123688	-0.23725
FUT2	1.20783333333333
TAAR8	0.2755
FZD4	-0.736583333333333
PNMA3	-1.07433333333333
OR4L1	0.5115
WIT1	1.35175
EXOC3L	1.6815
ATPBD4	0.2923
KRBA1	-0.75975
UBXD6	-0.73025
HOXB7	-0.193214285714286
C7orf23	-0.487
UNQ338	0.02
STAB2	0.612
CDC20B	2.53075
IRF9	2.30025
CENTG1	0.350083333333333
TNPO2	-0.7515
MCPH1	-0.18075
BMS1P5	-2.2465
SLC26A7	-0.06375
HIST1H3J	0.62175
C9orf3	0.6644
LBH	1.099375
MYO1D	1.33875
PTDSS2	-0.10525
NFU1	-0.10775
DEPDC4	-0.25
WNT7B	1.8282
GLP2R	-0.319333333333333
SETD4	0.6592
DYNLT3	-0.1626
FKBP11	-1.20716666666667
SESTD1	0.1095
FLII	0.188
RPS16	-0.8062
CHPF	0.314833333333333
CSNK2A1	0.2005
SUMO1P1	0.12475
FKBP6	-0.542
ZNF214	0.485833333333333
TWIST1	1.45533333333333
DDX56	-0.257833333333333
TRAM1L1	1.8272
EPO	0.935833333333333
MRPS18B	0.095
ZNF682	-0.534333333333333
RPL14	-0.389
MAFF	0.142
LOC51136	-0.0325
LY96	0.583
DDX20	-0.55775
ABTB1	0.263
ARL5A	-0.1861
CCT6A	-0.684
HEPACAM	-1.64283333333333
EHHADH	-1.29883333333333
RBAK	-0.702
CGB1	0.247
ITGB5	1.131
YIPF3	0.30475
FKBP2	-0.068
NR1D1	-0.5316
TMEM110	0.9865
NEK2	0.6945
PRAMEF8	-3.1575
C20orf52	-0.2325
PCDHGA3	-0.1245
VWA3B	0.07375
NDUFA5	-0.247875
THAP9	0.03175
FLVCR2	1.009
AP1S1	-0.488125
SMAD6	-1.00875
SAV1	0.028
SAT1	1.933375
ZNF251	1.512
ADAMTS7	-0.2105
RPP38	0.31975
C1orf211	0.329
YPEL2	-0.00684999999999999
RBMS1	-0.352
ZNF445	-0.347333333333333
NRXN2	-0.0468333333333333
PGBD4	-0.519625
UGT2B28	-2.81675
WBSCR16	-0.6151
NLRC3	0.235
ASTL	0.40425
ST6GALNAC1	-3.80925
ZADH2	-0.3245
MLLT4	-0.585916666666667
ARL6	1.03916666666667
MEF2C	-0.24675
CBFA2T3	-0.3805
AFF3	-0.281642857142857
COG7	0.108333333333333
MYB	-2.38583333333333
PLXNA3	0.253
XRCC2	-1.39216666666667
MMS19	-0.757875
ST8SIA5	-1.238125
CHPT1	-1.42533333333333
KIAA1712	0.00287500000000004
OR6X1	0.478
ACTR3	0.8
UGCG	1.95333333333333
OR4P4	0.441
ZAP70	-3.1285
LPP	1.032625
ZNF485	-0.427
PTPRCAP	-0.459
IL12RB1	0.6005
ATRX	-0.00970000000000001
CHST8	-1.617125
C14orf109	-0.09725
ARV1	1.17775
NMB	0.399428571428571
COX5A	-0.396333333333333
EIF6	-0.44475
MPPED2	-0.837833333333334
SEMG1	-1.826
CHRDL1	-0.1275
TRAF3IP2	0.43775
WNK2	-0.224125
LILRA4	2.836
LAMA2	3.18575
PXT1	0.966
RLBP1	-2.81225
CD300C	1.67125
SLTM	-0.027125
FLJ10404	0.0716875
APOBEC3D	-0.931833333333333
RENBP	1.27083333333333
ATXN7L1	0.65275
NID1	0.40175
TUBGCP3	-1.2145
ITIH5	0.0324444444444444
CCDC110	2.31075
C8A	-2.85175
MGC87042	1.608
HOXC13	2.842
TFDP2	-0.99275
HCP5	2.437625
POLI	-0.433
UCN	0.0705
ZNF764	0.499333333333333
C8orf45	3.0675
FHL3	-0.4915
SPATA5L1	-0.3465
MMRN2	1.9995
NDST1	0.3665
COL20A1	0.0103333333333333
ZNF248	-0.232833333333333
PELP1	-0.658833333333333
MBL2	-2.4
RNF41	0.361375
C5orf24	0.1305
THOC5	-0.294
SERINC3	0.349
RP11-151A6.2	1.17775
CDCP2	-0.08625
HIST1H2AA	0.88075
C11orf75	0.5445
FKBP7	0.09575
DDOST	-0.2835
GPNMB	2.14866666666667
TTF2	-1.2635
KCNT1	-0.220166666666667
SLC39A14	-0.39775
NGRN	0.3248
GPR137B	3.06425
MECP2	-0.02575
PSMA1	-0.1
C16orf73	-4.66725
TMEM60	-0.64
CSN3	-0.936
NOS1	0.3355
RAB7L1	1.37666666666667
YBX2	0.533
KIAA1166	-0.873625
FUBP3	0.589
ABCG1	2.3775
ACACA	0.19375
ARL11	1.2364
ATOH1	-0.44
ODF1	0.0296
CREB3L3	-1.67866666666667
TMEM127	1.0925
DSCAML1	2.2975
PLN	1.15133333333333
LYPLA1	1.38475
PRDM9	-1.80825
SASP	-1.45875
PLUNC	0.235
INTU	0.177
HISPPD1	-0.011
LNPEP	0.904166666666667
YARS2	-0.485166666666667
APCDD1L	-1.2795
ZCCHC4	-0.384
FBXO22	-0.215
TTLL13	-0.3055
ZNF669	0.0221666666666667
PTGDR	1.7445
DDX27	0.35475
KIAA0409	0.414166666666667
GJB6	0.20325
ASB8	0.9345
PLP2	0.736
MEPE	0.3405
OR10J5	0.295
KRT222P	0.60375
COQ7	0.103166666666667
C1orf101	0.643
RERG	0.2397
CHMP5	0.440375
THAP11	0.124125
ZNF43	-0.415833333333333
ZRANB3	-0.207166666666667
KRT13	-1.211875
MRPL19	-0.978125
RBBP9	0.48625
SPATA17	1.841375
BXDC5	0.514
PAFAH1B1	-0.321
MAGEE1	0.00725000000000001
OSTF1	0.64925
KIAA0323	-0.50775
TXNDC13	-0.9525
CNTN4	4.150375
LCE1B	-0.553
UNQ501	1.0395
ZNF154	-0.04625
C3orf64	0.2955
SYT5	-0.1464
PON1	0.104166666666667
FLJ10357	-0.2725
ATP4A	-1.0865
GNPDA1	0.0971666666666667
MGAT1	1.42233333333333
C14orf121	-0.0965
SLC35B2	-0.082
MIER3	0.773333333333333
CHEK1	-1.015
ZNF8	-0.545833333333333
TXNDC1	-0.567
CKB	-0.3726
RTN3	1.00957142857143
FZD2	-0.256833333333333
PART1	-0.537625
PSMB6	-0.00625
PCDHB8	-0.365
PHC3	0.1528
PPP1R8	0.272333333333333
NOVA2	1.3935
TNFRSF11B	-3.139875
GOLPH3	-0.00483333333333333
UBLCP1	-0.36325
SUHW3	-1.574
TTLL1	1.66475
OPN4	0.561
OR13G1	-0.3305
ZPBP2	0.523
HSD17B11	-1.56925
C9orf50	0.371
DHDDS	0.152357142857143
CTSW	1.0736
NEFM	-2.39433333333333
MRPL28	-0.49025
SYN1	-0.0425
PIGV	0.480166666666667
ZIM2	-0.92425
APBB1	-0.122333333333333
SND1	-0.1075
C1orf123	0.016
CHD3	-1.094
BHLHB8	0.20625
RNASE2	0.131166666666667
BCAP31	0.411
SLC25A44	0.572833333333333
CHD6	-0.7311
PIB5PA	2.00607692307692
SELS	0.80525
LOC541471	0.677375
FAT2	-0.5905
ZNF81	0.4465
OR4C16	0.387
FLJ10081	0.116
LRRC4	1.29675
CS	-0.460333333333333
N4BP2	-1.34875
IGFBP7	1.9955
ZNF318	-0.327
NDNL2	0.334875
ZNF609	0.27225
SIRT4	-0.92025
EXOSC10	-0.17475
ECE2	0.340583333333333
OVGP1	2.31325
GTPBP3	-0.38525
PACS2	0.1723
C19orf36	0.2435
ARL4C	0.766125
ATG4B	-0.419
UBQLNL	0.6885
RHOXF2B	-3.6595
PLEKHG2	-0.6885
GALR1	-0.608
AQP4	0.169666666666667
HDAC7A	-0.0483333333333333
DCUN1D3	0.08975
OR8A1	0.289
CCRN4L	0.02475
CBR4	-0.3795
KIFC1	-1.244
SLC7A14	-1.41833333333333
LHX5	-0.887
TRPC7	-0.2275
LPXN	0.19825
SERPINA1	-0.81875
RPS13	-0.6609
BPIL3	0.5765
PRKAA1	-1.974
FADS2	1.89
ENAH	1.344
PRO1768	-0.556
APBA2BP	-0.12125
LIPH	1.321
C3orf33	-0.502
RCC2	-0.0852857142857143
ALDH1A2	-3.1992
RNF103	1.02675
AHCY	0.1805
ALG12	0.663
CCL17	0.5585
ZNF543	0.635666666666667
ESRRG	0.569
CNGA1	-0.654
RDH5	-0.868333333333333
OTX1	-0.7998
PTGFR	-2.01016666666667
CDR2	0.288625
SELE	3.243
NLGN2	-0.704166666666667
EXOSC9	-0.75475
ZNF566	0.110333333333333
KLRC2	-3.482
GPR12	0.4565
KIAA0196	1.252
PDRG1	-0.0935
SSR3	-0.201071428571429
MSI1	-0.1
CST9	-0.0185
CC2D1A	0.068625
PLAGL1	-0.352388888888889
ZNF778	0.7405
RNF2	0.54825
KLF6	2.39
THBD	2.09216666666667
tcag7.1314	1.0575
NR5A1	-0.0968333333333333
ABCD2	-0.996
DNAJC7	-1.1065
CLEC4C	0.356
TM2D3	0.388375
CCDC4	-0.6685
PLAC2	-0.852
DCD	0.3385
FAAH	1.683375
POLA1	-0.5085
TM7SF2	1.58025
FLJ39822	-0.8665
FLOT2	0.0505
MAP4K1	-0.543
SRP68	0.2825
C21orf74	-0.1245
ARPC5	0.501375
LOC126075	1.78575
HECW2	0.23025
ZDHHC4	-0.0695
ANKRD42	1.0994
PDE9A	-1.498
ABCA8	-0.0385
NDUFS2	0.59525
UBR5	0.8985
BTBD16	-2.91975
LOC554174	-0.081
ZNF20	0.238
KIAA1843	0.55
WDR17	-0.431125
C15orf33	-0.6795
RNF113A	-0.554
CAMKK1	-0.31
CLCN2	-0.36625
ANXA6	-0.175
LOC340069	0.0005
EMID1	-0.049625
DPM3	0.166166666666667
ELA1	-0.162
SLC25A13	-0.6388
KRT24	0.30875
SMPD1	0.198333333333333
TH	-0.027625
COL6A2	1.21914285714286
ANKS1B	0.64825
GPR126	-0.0547
ZC3H12A	1.71283333333333
TMEM47	0.8285
C2orf51	-0.0848333333333333
C1orf88	3.94083333333333
HSF2BP	1.50675
AKAP10	-0.33125
RPAP3	0.1385
KLHDC8B	1.152
STOM	1.8727
MUPCDH	-0.035
C10orf72	-0.0466249999999999
PLEKHA3	0.661916666666667
TCP11L1	0.648
CWF19L1	-0.440625
SPEF1	2.20830769230769
YSK4	2.36925
ELN	1.3937
SAMD8	0.206166666666667
MPI	-1.268
MEPCE	0.102
ABCC3	-0.250375
NANOGP1	-3.532
KCNK17	-0.615
HLA-DMB	4.525
RRAGA	0.22425
ANGEL1	-0.45725
RBM32B	0.035
CPN1	-3.12275
MGC52282	-0.4427
HLA-A	2.23716666666667
OR9G4	0.348
EDNRB	-1.695
SCD	-0.420071428571429
C14orf80	-0.761166666666667
BAGE2	-0.5115
RABL4	1.01966666666667
RCVRN	-0.094
SHANK1	-0.2495
NLRP7	-3.992
CD226	1.0255
STAT3	1.37275
SYNJ2	-0.9756
TPCN2	-0.13
WDR36	-0.882416666666667
MBD4	0.17875
ROBO1	-0.2635
ST3GAL6	-2.26175
SLAMF8	4.13616666666667
ATN1	0.172666666666667
GPR141	0.76925
KRT36	0.217
TPH1	0.732
DDX52	0.1695
ZSCAN29	-0.0898333333333333
TRPT1	0.0865
DPEP3	0.74025
DENND4A	-0.811625
TSPAN16	-0.081
PTCHD2	0.337
LOC145814	-0.825
CAP1	0.747666666666667
EIF5A2	-0.2768
NT5DC3	-1.033125
SEPT9	-0.588125
SEZ6L2	0.396875
EGFLAM	2.568
VPS11	0.524625
NDUFB5	-0.0515
CIDEA	0.798
IER5L	0.8285
N6AMT1	2.16525
FAM83C	-0.087
OXR1	0.487
IRX1	1.879
DGKB	-0.6025
GCN5L2	-0.5635
MIR16	0.7005
FBXW9	0.7275
WDR4	0.266666666666667
PDC	-0.2415
VPS33B	-0.20775
HEXB	0.5645
FLJ32214	0.3655
TCEB3	-0.45375
CRLF1	-4.02675
ABI3BP	0.41425
C8orf22	-3.9855
PYCR1	0.107125
KIAA1706	0.762
CDK5R2	0.316875
WAS	0.3995
C12orf60	-0.4915
CCBL2	-0.30275
MADD	0.13425
C5orf34	-1.10125
WDR42A	1.3097
KLF12	-0.866875
HSPA1A	1.8445
ITM2C	-1.98358333333333
DAPK2	2.42216666666667
LOC442590	0.5075
SUMF2	0.059125
CENPA	-1.23515384615385
TMED5	-0.2995
CDH6	-0.5523
BRP44	0.927375
THG1L	-0.26125
GABRA2	-2.20166666666667
C14orf166	-0.81725
MYL1	-1.642
TNFSF18	0.0575
PAP2D	-1.42316666666667
PPIB	-0.38775
KLHL4	-0.238125
SFN	0.314166666666667
CCDC127	0.8
FRAP1	-0.1835
GOLGA5	0.31075
SDCCAG1	-1.002875
MGC21675	-0.0446666666666667
C10orf95	-0.52625
KIAA1345	0.193166666666667
C1orf163	-0.7445
LACE1	-0.214166666666667
OR10K2	0.263
CENPN	-0.68104
TMED2	0.4675
UGT1A6	-1.285
ANG	-0.7475
U2AF1	0.1095
CASC2	0.5365
NMT2	-0.812166666666667
OSGEPL1	0.273
DFNB31	-0.328
SLC6A20	0.051
DKC1	-0.49525
FXYD4	-0.74975
WDR64	0.71875
MGC5590	0.5165
CREBZF	0.408833333333333
DAZ1	-0.26075
PRPSAP1	-0.4625
GCHFR	0.26625
TTC7A	-0.062375
LOC196993	0.588
UBD	-0.319333333333333
S100A1	0.068
RPL6	-0.670166666666667
DNAJB6	0.8668
NAGS	0.2534
C2orf58	0.2165
KERA	1.18033333333333
MT1X	-0.0613
UBE2B	0.7998
KEAP1	0.4215
MST1	-2.905
OMA1	0.9615
ABLIM2	1.29675
BCL2L13	0.108083333333333
JAZF1	0.427833333333333
TMEM63B	0.9205
S100A8	3.5325
ARFIP2	0.57025
UROS	0.44225
KHDRBS2	-1.773
POLQ	-1.569375
SOAT1	0.12375
SPAG4	-1.635
MRPS30	-0.9865
LOC494141	-0.2085
OR2T11	0.3815
ORAOV1	-0.0552
ZNF184	-0.697666666666667
TCEB3B	-0.187166666666667
ADAM21	-0.005
GDPD1	-0.7185
SPINLW1	0.20675
PRR14	0.3195
KCTD9	-0.5082
NUDT3	-0.3375
KIAA1822	1.0357
HIST1H4K	0.019
DFNA5	-0.84725
GABPA	0.68575
C14orf44	0.05775
POLB	-0.67475
PTAR1	-0.71875
SEC31A	0.6558
TRIM58	0.0955
TAS2R14	-0.5625
VPS8	0.496875
H1F0	1.02
PRKCB1	-2.6575
UGT2A1	0.566
TOR1B	0.765
LSS	-0.06925
C2orf19	0.5635
HNRNPC	0.206357142857143
TMEM100	-2.52483333333333
LOC116349	0.186
OR51M1	0.4865
CCDC142	-1.0735
ISG15	3.809875
ZCCHC14	0.5925
CREBL2	0.687125
TGDS	-2.06275
DC2	-0.62125
CACNA2D3	-1.75914285714286
ZNF429	-0.969
LYPD6	0.250166666666667
SUCLG1	-0.282
OR51I1	-1.055
MAGEH1	1.5585
PRPF40A	-0.3865
SMR3A	0.481
SPINK2	-1.82175
THAP2	0.37025
NPY5R	-0.5945
IRF4	-2.33125
SPESP1	1.4
OR10S1	0.529
DTD1	-0.114
TUBE1	-1.239
DDX19A	-0.239
PDPN	0.263375
TMEM34	-0.03
MGAM	0.515
COL3A1	5.78927777777778
GFM2	0.2677
OR5A2	0.6095
PSG9	-0.69425
ARHGEF11	0.708666666666667
IVNS1ABP	-0.2973125
SIGIRR	1.53725
DUSP19	-0.34075
DNAJC14	0.2475
ACSS1	0.369625
IL1RAPL2	0.466
C4orf30	-0.91975
SEPT4	1.691
LANCL3	-2.47275
SPAG17	2.25966666666667
PRDX3	-0.07125
HNF1A	-1.43675
P4HA2	0.739
RFWD3	-0.741
MOV10	-0.1175
DNAJA5	1.14207142857143
LOC729440	0.2675
LOC200383	1.0415
SMC2	-1.21375
MIXL1	-1.4335
TMEM9	1.058
FAM86A	1.4515
ZNF174	0.2252
MYH14	-0.74175
CCR8	1.5385
VPS37C	1.33783333333333
GPATCH1	-0.211166666666667
B3GNT8	2.585
TBX4	-0.26225
CNR2	0.116
PCDH1	1.10575
C5orf29	2.10925
OCIAD2	0.84
PLCG2	0.7255
KIAA0247	1.695625
HRH3	-0.0251
CAPN13	3.780375
CCR1	0.1765
MGC15523	-0.211888888888889
UVRAG	0.409833333333333
DNAJA2	0.19
ITGA2B	-0.776
CLDN5	3.059375
PTPRN2	-1.95385714285714
ZNF512	0.314333333333333
PSAP	1.50171428571429
CCDC140	-0.6975
LRRC55	-0.00475
CYP26C1	0.251
C8orf47	0.45225
LYN	0.455625
DUSP6	-1.31216666666667
TGFB3	2.884
ELK1	0.0676
PCDH11Y	-0.434333333333333
HGD	-1.1785
C17orf58	0.9335
MYO3A	0.056
SERPINE2	-4.27416666666667
AARSD1	-0.597125
C14orf73	-1.79675
ADAM33	-0.19175
ZNF491	0.0845
MAPK6	-1.029
TCN1	-0.8885
SLC24A6	0.575
UBE2R2	-0.34425
H1FNT	0.38425
TATDN2	0.574333333333333
LILRB1	2.6725
P2RY5	0.5295
NUCB2	0.12275
C2orf37	0.46875
SNX27	0.9595
MTA3	-0.13125
FOXO4	-0.018125
ID4	-0.0593333333333333
SOX5	-2.29616666666667
PXMP3	1.301125
OR52M1	0.1605
SFT2D3	-0.149125
INA	-2.93283333333333
MCOLN1	1.336
NFIX	0.2075
CLEC14A	4.431
HIBCH	0.525166666666667
PLA2G5	1.444
TIMM10	0.000333333333333334
MED17	0.2339
COL4A4	-0.246
TPP1	1.34
GJA3	-1.54016666666667
TMPRSS5	-1.53525
AADACL3	0.3865
DNMBP	-1.83825
ENPP5	2.39666666666667
NQO1	1.411
ZSCAN2	-0.884375
SEC24C	-0.515166666666667
GTF2A1L	0.862
AXIN2	-0.4988
FAM33A	-0.505166666666667
C16orf13	0.398875
SPNS2	0.846
TAF1	-0.54525
AP1G2	-0.805166666666667
RBM42	-0.336666666666667
HCN2	0.225666666666667
EFHB	2.37033333333333
RUSC1	0.808
GRIK5	0.2535
USP21	-0.0571666666666667
ATAD3C	0.08625
ORMDL2	1.009375
PRSS7	-2.9395
PSAT1	-5.92025
FLJ13195	-0.734833333333333
TBC1D1	0.0226666666666667
IFNG	0.637
OTOS	0.132166666666667
ZNF773	-0.339833333333333
EMD	-0.78325
RETN	0.317
CCL8	5.098
APH1A	-0.64525
COX18	-0.357375
GTF2IRD2	0.771
CCDC82	-1.2575
PAFAH2	0.9932
NPEPL1	1.4124
RP11-114G1.1	0.5845
TP53INP1	1.2565
ZNF300	-2.12783333333333
FOXL2	-3.1625
LARP2	-0.0055
LATS1	-0.1975
HTR6	0.139
SPOCK2	0.453
RNF144B	3.14366666666667
HTATIP2	0.251
MGC10334	-0.24175
CENTA2	3.2865
FGF2	-3.10125
FXYD7	0.17475
PHYHIPL	-2.29125
GPR34	4.448
DDX6	-0.134333333333333
OR10W1	0.2735
LHFPL1	-1.3145
ZNF313	-0.0341428571428571
VPS28	2.014
AP3M1	-0.2031
AKR1CL2	1.00125
TRAF4	-0.003875
OR2B11	0.523
C19orf12	0.505166666666667
AKAP9	0.194666666666667
C1orf62	0.174
SLC20A1	-0.6536
FAM112A	0.74775
LDB2	0.56525
MRPS23	0.2835
KLK5	-0.1425
SPTB	-0.4987
EFEMP2	1.00975
EFNB2	-0.145
PCM1	-0.559357142857143
NMNAT3	1.659875
TSG101	0.724666666666667
C8orf40	-0.1925
NOB1	-1.23375
ABHD3	-1.33275
GTF3C4	0.000500000000000004
PIGN	0.455666666666667
GALNTL1	-1.2575
AEBP1	2.58775
OR9Q1	0.4105
ANKRD2	0.046125
CCL28	-2.3575
TRIM38	0.8855
TMCC1	0.48275
SMG5	0.06575
LRRC7	-0.7245
NCAPD2	-1.27333333333333
C6orf153	-0.321
C1orf74	0.6365
OTUD6A	-0.1225
DCP2	-0.893833333333333
TMEM24	1.603
RPL18	-0.637166666666667
TMEM177	-0.4475
LRRC37A3	-0.035
C1D	-0.666166666666667
LDHC	2.22375
UBE4B	-0.322833333333333
NIT1	0.66175
BTN3A3	1.139
RASD1	2.403625
COMMD3	0.99675
SHFM1	0.13675
BIRC8	0.0935
DUT	-0.21925
C12orf51	-0.4505
LRRC59	-0.445
LY6H	1.121
WDR22	-0.321
EDEM1	0.0590714285714286
ADH1A	3.663
PANX2	0.1952
CYP11B1	0.475
CDC73	0.2355
GPR172A	1.097
GSTM3	-1.27646153846154
KCNA5	-0.198125
SERAC1	-0.0515
NFATC2	0.129
ANAPC5	-0.9465
C15orf24	0.4905
NFATC2IP	-0.113166666666667
TNRC6C	0.115333333333333
MGC102966	-3.304
FGD5	1.69833333333333
MED9	-0.5445
RAB13	0.539333333333333
C15orf49	0.4705
CRYGS	-0.726
C12orf53	-1.1398
LOC283693	-0.499
COX6B2	-0.3845
PHF14	-0.201
FAM3A	-0.36425
RPL13	-0.4179
PRDX2	0.4746
FLJ34047	-1.49
PRMT3	0.082
KCTD19	-1.652
TRIM10	-0.659666666666667
MGC26597	-0.249666666666667
GCNT4	0.141
GPRASP1	-0.82975
CDKN1C	-1.45366666666667
RHBDL2	1.4967
HSPH1	0.45025
AQP1	2.25575
COL17A1	-3.1821
GFAP	-0.00575000000000002
CDC16	-0.452
KIAA1614	0.1175
C6orf118	-0.235666666666667
ZSWIM5	-1.3725
FAM83F	3.9365
LYNX1	1.60725
SYNPR	-0.6805
XG	3.82116666666667
PRSS16	-2.54275
KIF13B	0.626428571428571
PCDH9	-1.616375
HIST1H2AH	0.728833333333333
RBM18	0.15225
ZNF626	0.138
HEXIM2	0.448166666666667
ITFG1	0.165
TUBG2	-0.1405
SFRS7	-0.179916666666667
C9orf14	0.7095
EXTL1	-0.83925
GBP3	2.346
WDR5	0.03325
RARG	0.371833333333333
MYO7A	0.427
CECR6	-1.429
C13orf3	-1.1845
SFRS18	-1.813375
ACVR1B	0.298333333333333
PSMD1	0.3626
C7orf31	-0.888666666666667
ILVBL	-0.08725
IFNGR1	1.058
RNF186	-0.2945
NOL9	-0.72825
MAGEL2	0.47425
SLC29A2	-0.041
NHSL1	-1.4775
RBMX	-0.969
PSORS1C2	0.454125
RAD51L3	-0.128
LCN6	0.30925
ORAI2	-0.592625
BRUNOL6	-0.1815
OR4K5	-0.0375
CDC123	0.011125
MSLN	-2.2015
WWTR1	-0.705833333333333
ZNF700	-0.509
COBL	-0.575
PPP1R16B	-0.044375
GAS7	0.2289
MDN1	-1.101375
HAAO	0.1415
C9orf68	0.11275
TNFAIP2	1.562
FOXN1	0.611
hCG_2033311	-0.2555
ATP6V0D2	1.5621
RPL41	0.335875
SLC38A1	0.9735
ARHGAP6	-1.1395
ADAD2	-0.1815
PHF20L1	0.857375
MCM3AP	0.586666666666667
ST3GAL3	-1.01983333333333
SNX1	0.419833333333333
ELF5	3.965
PARP3	0.69675
RBM8A	0.0534375
LINGO4	0.7635
ITGA9	0.146666666666667
ZFR	-0.62475
ACSL6	0.711125
FLJ20699	0.2803
DAOA	-0.66125
FABP4	3.40875
KCNB1	-1.211
CANX	1.3863
SLC25A28	0.297166666666667
ADIPOR2	0.198125
ECHDC2	1.084125
SMA4	0.78825
FRZB	2.70475
PABPC1	0.554166666666667
DMRTB1	-0.1365
APOBEC3G	0.2655
CATSPER2	-0.553833333333333
CUEDC1	0.393166666666667
STARD9	-0.9655
CLDN8	4.524
LOC23117	-1.23363636363636
E2F6	-0.452166666666667
TMEM126B	-0.3785
DPY19L4	0.45075
GIMAP5	2.87216666666667
NDUFA9	0.154166666666667
FAM77C	-0.284
CTPS2	1.40725
LOC51035	-0.082875
WDSOF1	0.7065
EGLN3	0.835625
PITX3	0.294333333333333
OR52E8	0.9125
GRM4	0.1635
KLK1	-2.74883333333333
GPM6B	-0.539625
RRAGD	0.205
PAGE5	-3.322
UCHL5	-0.772333333333333
ULK3	-0.124666666666667
AIM2	1.9825
PNO1	-0.460666666666667
OR2F2	0.017
GNAT2	-0.216
SIX1	-0.03025
ST13	0.6795
ZBTB44	-0.118625
TIMP2	0.91125
ZMAT4	3.94075
GTF2IRD1	0.514833333333333
ZNF19	0.882166666666667
ZNF714	-1.15525
RSC1A1	-0.0315
C9orf80	0.1355
PSMA8	0.197333333333333
TMEM141	1.31525
COX4I1	0.161785714285714
CTAGE1	0.422666666666667
DTWD1	-0.76125
HSD11B1	0.9425
KRT6B	0.466625
ARID4B	1.236875
LHFPL3	0.0455
WWP2	0.921916666666667
ZNF326	-0.559333333333333
RGPD1	-1.079
CTSH	1.19316666666667
FASTKD1	-0.6875
PAF1	0.1879
TTC9C	0.209
IFT57	0.5446
PRSS36	0.325
IL20RB	-1.805
ZNF592	-0.0973333333333333
DCTD	-0.2151
CFP	0.6315
MFNG	-0.48625
JMJD2B	0.4945
ALDH3B1	-0.646125
THSD4	0.3985
KCNJ5	3.73366666666667
LMNA	0.115333333333333
TBCD	0.3315
ZNF250	0.801
CASQ2	0.208
PEG10	-4.24158333333333
PRAME	-1.568
NP	0.321875
TRIM59	0.505
ZNF12	-0.57575
XTP3TPA	1.22925
SIGLEC7	1.1984
PANK4	-0.55025
FAM70A	-1.30816666666667
SNED1	0.5465
HIP1	0.2879
RAET1E	-0.324666666666667
AMAC1L2	-1.258
AHNAK2	-0.0611666666666667
TOE1	-0.974333333333333
RECQL4	-0.196
SPRYD3	0.906
DPAGT1	0.40175
MAGED2	0.7684
ANKRD55	-0.4275
TRPS1	5.38366666666667
DOK7	-0.259
TFPI2	-8.1045
GTF2H3	-0.914
CYP4F11	-0.02925
LHX2	-1.99733333333333
ATG16L1	0.224833333333333
ASB12	0.78
C1orf116	3.242625
NF2	-1.6678
POM121	-0.5135
PHYHD1	2.1599
TXNDC17	-0.327333333333333
DKFZp779O175	-0.44725
NUP62	-0.0554285714285714
MYO18B	-1.27533333333333
PRAMEF1	-0.0415
TCBA1	0.48325
TMEM168	0.01775
FJX1	0.7145
CLCF1	-1.13
SEPN1	-0.029
IGSF2	0.2945
NUDCD1	0.5485
TFF3	2.3835
NDFIP1	1.08535714285714
CHCHD4	0.8435
TNR	0.7265
CUTA	0.389666666666667
USP44	-4.10275
DPP10	-0.2605
IWS1	-0.0991666666666667
PCGF1	0.0785
SULT1C4	-0.3715
NTF5	-0.28325
PTPN13	0.67625
SSTR5	0.93
SFRP1	-4.38775
IDH3B	0.269
SUOX	0.780666666666667
TMCO5	0.87675
GOLT1B	-0.10725
MIB1	-1.08778571428571
PCDHGB1	0.503
SUSD1	0.12675
ICAM5	-3.0595
PAPOLB	0.02625
URM1	-0.2194
TMEM106B	-0.132833333333333
LRIG2	-0.814
SLC27A5	0.73975
CLIC6	0.9529
ZNF420	0.508
SCN9A	-1.8147
KIAA1909	-1.27075
ELMOD1	-1.46175
PRKAG1	0.76825
FAM64A	-0.62
EEF1G	-0.3154
SMAD5	-0.2935
INCENP	-1.97725
WASF2	-0.9425
GARS	-0.6646
CDK10	-0.4647
HLX	0.3305
MDM4	-0.31575
ZNRF1	-0.220285714285714
HHATL	-1.81216666666667
FAM21C	0.2404
HIST2H3C	-0.11725
PFDN2	0.580125
ZNF200	-0.47275
NDN	-0.10825
HBA2	-2.8905
FBLN5	1.771125
PUM1	-0.137142857142857
TNNT1	-1.06683333333333
C19orf59	1.21166666666667
HNRPH2	0.3735
RAB7A	0.801833333333333
PMS2	0.026625
BIRC3	-0.199333333333333
NRSN2	0.373625
OR52K2	0.4625
SPOCK1	-0.0614285714285715
H2AFY	0.701
RXRB	-0.18075
ZNF638	-0.3385
ANKRD45	0.52525
ACTN4	-0.386333333333333
FXC1	1.0615
EIF2B5	0.27825
VPS33A	-0.57925
PINK1	0.09
FAM106A	-0.1395
SKIP	0.1045625
GAPDHS	0.0255
MUM1L1	2.87075
PSTPIP1	1.5145
CNTNAP1	-0.6185
CYP26A1	-3.7135
APOL2	0.7846
TACC2	0.565625
