Hybridization REF	TCGA-A2-A0CS-01A-11R-A115-07
RARG	0.662333333333333
MYO7A	-0.34325
CECR6	0.44625
C13orf3	-2.469625
SFRS18	-0.99375
ACVR1B	0.1275
PSMD1	-0.1707
C7orf31	0.775166666666667
ILVBL	-0.222
IFNGR1	1.48575
RNF186	-0.404
NOL9	-1.15975
MAGEL2	1.5005
SLC29A2	-0.57125
NHSL1	-1.87775
RBMX	-0.2085
PSORS1C2	0.24425
RAD51L3	-0.32475
LCN6	0.96875
ORAI2	-1.132125
BRUNOL6	0.2848
OR4K5	0.4325
CDC123	-1.225375
MSLN	-2.014
WWTR1	-0.545333333333333
ZNF700	0.187
COBL	0.39125
PPP1R16B	-0.54375
GAS7	0.901
MDN1	-1.252125
HAAO	0.867
C9orf68	1.91475
TNFAIP2	1.03675
FOXN1	-0.323
hCG_2033311	0.290166666666667
ATP6V0D2	1.1496
RPL41	0.453125
SLC38A1	2.027375
ARHGAP6	-1.661
ADAD2	-1.15475
PHF20L1	0.1065625
MCM3AP	-0.369166666666667
ST3GAL3	-0.605333333333333
SNX1	1.03216666666667
ELF5	3.13675
PARP3	0.876625
RBM8A	-0.698375
LINGO4	-0.1855
ITGA9	0.541666666666667
ZFR	0.10325
ACSL6	-0.106875
FLJ20699	-0.7575
DAOA	0.2125
FABP4	2.54325
KCNB1	-0.73175
CANX	0.1231
SLC25A28	0.315333333333333
ADIPOR2	1.855375
ECHDC2	0.922875
SMA4	3.23175
FRZB	3.317875
PABPC1	-0.622666666666667
DMRTB1	0.028625
APOBEC3G	-0.7115
CATSPER2	-1.76333333333333
CUEDC1	0.990666666666667
STARD9	-1.698
CLDN8	5.452
LOC23117	-1.43009090909091
E2F6	-1.30561111111111
TMEM126B	-0.7325
DPY19L4	0.2855
GIMAP5	2.54316666666667
NDUFA9	-0.455166666666667
FAM77C	1.5335
CTPS2	0.86525
LOC51035	0.23425
WDSOF1	-1.2445
EGLN3	0.639375
PITX3	-0.024
OR52E8	0.41
GRM4	0.326
KLK1	-2.23666666666667
GPM6B	0.281875
RRAGD	-1.09866666666667
PAGE5	-3.25825
UCHL5	-0.747
ULK3	-1.2655
AIM2	0.186333333333333
PNO1	-1.19433333333333
OR2F2	0.7895
GNAT2	-0.8545
SIX1	0.44525
ST13	0.179666666666667
ZBTB44	0.61375
TIMP2	0.706
ZMAT4	1.175
GTF2IRD1	-0.268666666666667
ZNF19	1.16216666666667
ZNF714	0.3595
RSC1A1	0.09525
C9orf80	0.47925
PSMA8	0.0686666666666666
TMEM141	0.88
COX4I1	-0.938928571428571
CTAGE1	0.677833333333333
DTWD1	-0.77325
HSD11B1	-1.46025
KRT6B	0.05225
ARID4B	1.165
LHFPL3	0.33975
WWP2	0.07425
ZNF326	-0.354166666666667
RGPD1	-1.6195
CTSH	0.346333333333333
FASTKD1	-1.080375
PAF1	0.6616
TTC9C	-0.0265
IFT57	0.8709
PRSS36	0.5045
IL20RB	-1.4305
ZNF592	-0.301
DCTD	-0.6871
CFP	2.641
MFNG	-0.66625
JMJD2B	1.69625
ALDH3B1	-0.966625
THSD4	2.24216666666667
KCNJ5	2.188
LMNA	0.288
TBCD	-0.848375
ZNF250	0.741
CASQ2	0.209166666666667
PEG10	1.16283333333333
PRAME	-3.20293333333333
NP	-0.095125
TRIM59	0.679666666666667
ZNF12	0.518
XTP3TPA	-0.5495
SIGLEC7	0.4536
PANK4	-1.05725
FAM70A	-1.404
SNED1	0.55775
HIP1	1.3646
RAET1E	-0.947833333333333
AMAC1L2	-1.2245
AHNAK2	0.778416666666667
TOE1	-1.8035
RECQL4	-2.29375
SPRYD3	1.35125
DPAGT1	-0.11725
MAGED2	1.9607
ANKRD55	2.4285
TRPS1	4.05533333333333
DOK7	-0.699
TFPI2	-7.89575
GTF2H3	-0.0983333333333333
CYP4F11	1.3015
LHX2	-4.134
ATG16L1	0.510333333333333
ASB12	0.521
C1orf116	4.2495
NF2	-1.08155
POM121	-0.7099
PHYHD1	2.8161
TXNDC17	0.889166666666667
DKFZp779O175	-0.19275
NUP62	-0.228571428571429
MYO18B	-1.39916666666667
PRAMEF1	0.001
TCBA1	-0.38825
TMEM168	0.66275
FJX1	0.668833333333333
CLCF1	0.22625
SEPN1	0.7235
IGSF2	1.02525
NUDCD1	-0.481166666666667
TFF3	1.70416666666667
NDFIP1	1.80335714285714
CHCHD4	-0.20275
TNR	0.317
CUTA	0.027
USP44	-3.71725
DPP10	-0.425333333333333
IWS1	-0.198
PCGF1	1.3045
SULT1C4	-0.7345
NTF5	-1.356
PTPN13	1.145
SSTR5	0.405
SFRP1	-3.5325
IDH3B	-1.034875
SUOX	1.641
TMCO5	0.6565
GOLT1B	-0.15575
MIB1	1.26992857142857
PCDHGB1	0.565
SUSD1	0.82175
ICAM5	-3.75783333333333
PAPOLB	-0.11425
URM1	0.2692
TMEM106B	1.14683333333333
LRIG2	-1.1165
SLC27A5	-0.12125
CLIC6	5.3419
ZNF420	1.73466666666667
SCN9A	-1.3317
KIAA1909	1.13575
ELMOD1	-1.746
PRKAG1	-0.10225
FAM64A	-2.90555555555556
EEF1G	-0.8386
SMAD5	1.75225
INCENP	-1.3505
WASF2	-2.4825
GARS	-0.8629
CDK10	-1.4556
HLX	-0.446333333333333
MDM4	-0.152375
ZNRF1	-1.24992857142857
HHATL	-1.6155
FAM21C	-0.5809
HIST2H3C	-0.41675
PFDN2	-0.138625
ZNF200	-0.1615
NDN	-0.0095
HBA2	-2.14583333333333
FBLN5	2.35525
PUM1	0.3865
TNNT1	-2.98683333333333
C19orf59	-0.918
HNRPH2	1.72683333333333
RAB7A	0.594
PMS2	-0.157375
BIRC3	0.860833333333333
NRSN2	0.926875
OR52K2	0.510166666666667
SPOCK1	0.0567857142857143
H2AFY	0.81975
RXRB	-0.93475
ZNF638	0.277333333333333
ANKRD45	-0.32475
ACTN4	0.321
FXC1	-0.01675
EIF2B5	-0.342
VPS33A	-0.28775
PINK1	0.065625
FAM106A	-0.254
SKIP	0.920666666666667
GAPDHS	0.136666666666667
MUM1L1	2.03075
PSTPIP1	0.6455
CNTNAP1	-1.3762
CYP26A1	1.134
APOL2	0.6207
TACC2	0.604875
COX7A2L	-0.519285714285714
HSD17B1	0.053125
ARRB2	-0.2105
SLC7A6	-0.8337
HSD17B10	0.17775
RBJ	-0.24875
NUP155	-1.724
MRPL10	-0.591333333333333
CYCS	-1.09983333333333
CCDC46	0.629833333333333
TECTA	-0.2755
GNAL	0.083
LPO	0.1575
PEBP4	2.0355
DDX11	-2.11825
C18orf12	0.3315
TAF9B	-0.0606666666666667
IMP4	-0.02825
RPA4	-1.81333333333333
NDUFS1	-0.63725
UPK1A	-1.011
ARRDC2	0.0433333333333333
C18orf20	-0.6255
AES	0.5355
CD2BP2	-0.118666666666667
C16orf54	0.3775
UGT2B17	2.0245
FGFR1	-0.340818181818182
CEACAM6	1.7354
CHRM5	0.31575
CERK	-1.83375
AP3S2	0.211714285714286
ANKS4B	-0.697
CLCNKA	0.0546666666666667
ZNF208	1.00916666666667
HLA-DRB5	4.539
CARKL	0.90075
GOT1	-0.274166666666667
CASP6	0.732125
HOXA1	-0.2125
RCL1	-0.057
ZNF181	1.35516666666667
RAB40B	1.3575
MRPL38	-0.30325
LRRN2	3.38075
C3orf25	2.0815
OR5D14	0.3335
OR10AG1	-1.1695
BET1L	0.7494
FRY	4.5255
AK3L1	-0.73025
CSF3R	1.02533333333333
POLR3K	-0.103166666666667
ATG2B	1.2115
EPS8	-0.764333333333333
DARS	-0.904125
C10orf56	0.190833333333333
DAD1	0.601083333333333
RIOK1	-0.733833333333333
HERC2	-0.63575
HSD11B2	1.37983333333333
FAM96B	-1.4275
MGC13057	-2.73425
BSN	0.832
CAND1	0.032
HCST	1.842
ACTR10	0.353333333333333
OR8D4	1.1495
NASP	-2.1765
COL9A2	0.784833333333333
LYZL1	-1.273
GPC5	-2.63375
TBL3	-0.101666666666667
CENTD2	-0.4936
OR5AP2	0.7585
TLR1	2.17575
LMO6	0.3265
ZIC2	-3.9205
CPNE5	-0.05675
ZMYND15	1.85975
FLJ22374	-0.13825
CCDC106	0.83425
PARP16	0.19625
PDIA3	0.87475
C14orf126	0.08075
CECR2	-1.281
SFRS1	-1.285
FIGLA	0.338
DCP1A	0.0928333333333333
MGC45800	-1.2505
TEKT1	3.23766666666667
C10orf67	0.272
CLN5	0.771375
NTN2L	-0.2025
GLE1L	0.089
CES2	-0.1961
GNAS	0.910055555555556
DDX53	-0.3785
TSPAN13	2.531
MRPL52	-0.1363
SPIRE2	-0.492625
TAS2R39	0.49175
SCUBE3	1.08875
UCRC	0.3669
CDKL3	0.38175
KIAA1715	-0.1231
ZNF345	1.5825
RTF1	0.23825
DHRS7	1.246
RIPK4	-1.19166666666667
EXOSC2	-1.32516666666667
MS4A2	4.03575
FGF17	0.095
WDR59	-1.1505
EVI2A	-1.05325
IL17RC	0.740333333333333
HS3ST1	1.78825
ITGB1BP2	-1.1025
RBPJ	-1.19116666666667
GIMAP1	2.8505
INE1	-1.21433333333333
ALDH18A1	0.10175
TPI1	-1.76075
GATA6	-0.1895
CABP1	-0.2675
ZNF484	1.3455
DAPK3	-0.176
GJB1	-2.56641666666667
PIN1	-0.2035
SLC6A15	-3.85708333333333
CNO	-0.735
RIN2	2.785125
FRRS1	0.22
CYorf15B	-3.30333333333333
DMRT3	0.0488571428571429
ATAD1	0.11175
OTUD4	-0.345444444444444
ATOH8	-2.244
ZSCAN16	1.023375
ASCC1	-0.20525
OTUD3	0.279125
MGC33212	0.473833333333333
YME1L1	-0.10925
RP11-218C14.6	0.595
PCBP4	-0.19125
TNFRSF10A	0.68575
CDH10	-3.62783333333333
KL	1.1835
SCP2	0.741666666666667
C9orf119	0.49425
SON	0.469916666666667
MAFK	-0.309
SBNO2	0.2565
SLC6A6	-0.123666666666667
SC4MOL	-2.21275
FAM35B	0.235375
PPP1R9A	1.8855
PDZRN3	1.94375
CXorf20	-0.126
C6orf126	1.82225
AVEN	-0.50225
FLJ21075	-1.472
C14orf132	-1.840375
PCK2	-0.3145
GUCY2C	-0.586
BARX2	0.97575
PEX11G	1.769
DAO	-0.900166666666667
C10orf49	0.45475
EDNRA	3.11933333333333
PPP2R5A	1.3663
DDX39	-0.951
SERF1A	0.73825
ASCIZ	0.1613
FNDC8	-0.3375
PTMS	0.290875
PHF7	1.0555
PIP4K2B	0.38425
HHLA2	0.123
BDH2	0.3496
APOBEC2	-0.369
PENK	-0.174333333333333
SMAD9	-1.014
MT3	-0.35175
RGL1	0.343875
ATG10	-1.091625
DLGAP4	1.30066666666667
APPBP2	-0.634785714285714
BACE2	-0.245
LOC339344	-0.853333333333333
ZNF395	0.2169375
HIST1H2BL	-0.20025
ZNF467	-0.748125
SLC25A21	-0.9855
PALM2	-0.236666666666667
NSUN5C	-1.5885
IL5	-0.288111111111111
CLSTN2	4.64525
ANXA8L2	-1.748
PTGES	2.41225
GDAP1L1	-2.10216666666667
OPRK1	-0.789833333333333
WDR20	0.751333333333333
C12orf4	0.018375
NUP88	-0.0685
XRCC6BP1	-0.692
FCGBP	4.23264285714286
LEMD2	-0.3095
NOMO1	-0.257
C10orf79	2.711125
ZNF79	1.0399
OCRL	0.4425
HSPA8	-1.01083333333333
DIDO1	-0.0774583333333333
PLA2R1	2.12075
COG3	-0.6823
NGDN	-0.2155
CBFA2T2	0.2745
PNOC	-2.95975
PRRG1	-0.303416666666667
AGGF1	0.322928571428571
DPF2	0.04925
YIPF7	-0.18
TRPV5	-0.32425
ZNF322B	1.168
MED12	-0.0903333333333333
CARS	-0.711
ABCC11	4.1455
C9orf25	0.3475
MYH1	0.663
FRYL	-0.0713333333333333
AGTRAP	0.361
MMP27	2.577
ZNF432	0.045875
OR8D1	0.415
OR13D1	0.34725
VWA1	1.7515
STON1	0.7975
IL5RA	0.37325
PERP	1.1849
C10orf107	2.36816666666667
TNFSF12	2.18625
FN1	0.816083333333333
MTR	0.274666666666667
PHLPPL	-0.414
ZNF425	0.6265
DHFR	-2.36394444444444
PPP1R12A	0.794375
RSPO2	-2.47475
ZNF7	-0.07925
ZNF583	1.16
TPMT	-0.607
GPR132	0.88975
OR2T12	-0.4505
SERTAD2	0.4195
ATP1A1	-0.8687
FRMPD3	1.064
ZNF672	0.2955
PLXNB3	0.458
EML5	0.366
FAIM3	-0.2735
UBQLN2	1.131
SORCS2	1.63875
PRIM2	-1.7805
ACVR2A	0.858166666666667
YWHAZ	-0.00133333333333332
PGM2L1	1.369375
GNAO1	0.438857142857143
RPL10	-0.4304
RPS6KA6	0.8785
PFKL	-1.725
SH3D19	0.750625
AURKB	-3.08233333333333
ZC3H6	1.916625
DISC1	0.0301666666666667
FLJ39660	-3.08216666666667
TMEM25	3.1075
OSBPL10	1.078625
CLTCL1	-1.70166666666667
ALG6	-1.18525
CATSPER4	0.2665
LRTM1	-0.3135
RRAD	3.1865
TIPIN	-2.38025
CARD14	1.541125
RBM9	0.35
RASSF4	0.9785
SLC25A18	0.0746666666666667
C6orf58	-0.215666666666667
IGHD	0.3895
PLA2G6	-0.278
TPT1	1.03375
SEC63	0.5303
CCDC113	1.0368
TDRD10	-0.157875
KIAA1666	-0.850125
TOR1AIP1	0.5185
SYTL4	1.82283333333333
SPRR2F	-1.2975
CEBPD	3.144
SNTG2	1.536
C20orf77	-0.47775
TAS2R49	-0.789
C6orf173	-2.18616666666667
SVEP1	0.3501
PXN	-1.03835714285714
VIL2	1.2025
C5orf21	1.65425
DIXDC1	0.761375
GANAB	-0.103833333333333
PDSS1	-1.218
NGFR	-0.9195
ATP8B4	2.046
BMP8A	0.2375
CCDC132	0.532666666666667
GNRH1	-2.32925
OR10T2	0.03625
PDGFD	2.713
OR6W1P	0.483
HARS	-0.375166666666667
KRT77	0.11
AQP8	0.584
ITGB1	0.2024
ZNF254	0.9679
PAX1	0.0525
PSMC4	0.3294
ANKRD22	1.77
PSMD8	0.0788333333333334
HTR1E	-1.24433333333333
SOX10	-2.6096
OR5B2	-0.2535
RABGEF1	-0.520071428571429
MAP1LC3B	0.28175
CYB5R4	0.12975
AGXT2L1	-0.97875
FLJ41603	2.47533333333333
TRAPPC2	0.5585
FNTB	0.1828
FLJ14107	-0.787666666666667
AURKAIP1	0.181
DSE	1.8765
NFKBIZ	1.00166666666667
OSBPL3	-1.15466666666667
LOC130576	-0.2765
SLC39A9	1.089
LOC137886	0.271583333333333
RHCE	-3.458
ATG7	0.488333333333333
FAM82A	0.677166666666667
FBN3	-0.4255
MCFD2	-0.872
CASP14	-0.2445
EPS15	0.90375
SFRS2B	0.727
C19orf47	0.5045
PLAC9	1.677
GPR23	-0.2285
BTNL3	-0.431833333333333
RGS8	-0.424
GNS	0.772875
ENO2	-1.91033333333333
CBX1	1.3106
PEX26	-0.0685
LRP5	-0.650166666666667
ADAMTSL4	-1.05783333333333
ARR3	0.0808333333333333
MAP1A	0.362
CD2	3.36225
NAV2	-1.242
TMEM69	-0.212
ATXN7	-1.18966666666667
CHN2	0.424666666666667
ZNF781	0.1205
HAS2	-3.34733333333333
KIAA0241	-0.7125
BIC	1.51475
MOBKL2A	0.70025
CYP2C9	0.254
CNOT7	0.3115
SFRS10	-0.895
CST11	0.42075
FLJ37543	-0.5115
NKAP	-0.84775
RUNX1T1	3.66275
EAF1	0.8831
IL4I1	2.9435
LRRC61	0.0665
PSIP1	-2.06016666666667
SPRR4	0.3205
ZFP90	1.43983333333333
AP2B1	-0.321769230769231
SLC30A7	0.247333333333333
C7orf28A	-0.2355
S100B	0.427833333333333
BMP2	-1.779625
ESR1	4.52125
ZFPL1	0.24575
ARHGAP12	0.78425
LRRC19	0.0298
ZNF767	-1.16916666666667
NACA	0.0248
OLIG1	-2.5365
PRF1	-0.059
LST1	3.35183333333333
SPATA9	-0.321833333333333
CNFN	1.0135
CDK4	-0.0786
TCF15	-1.50916666666667
PARC	-0.03825
PPM2C	2.859
LOC283345	0.5495
FAM107B	2.4685
DMXL1	0.336125
RBM3	0.6335
HTR5A	-1.64633333333333
SCFD1	0.137666666666667
EPHB3	1.370875
ROPN1L	3.95916666666667
RAMP3	-0.4805
TSPYL5	3.09
GAP43	-2.739
PAPD4	-0.2665
PDE3A	-1.92725
TNFRSF10C	2.2175
JMJD5	-0.416666666666667
RASGEF1A	2.1923
C16orf65	-0.426166666666667
HIPK3	-0.355
XYLT2	0.37775
XPOT	-0.976333333333333
GAL3ST1	-2.0555
DHCR7	-0.5325
AMIGO3	0.697166666666667
FGFR4	-2.7145
CRAT	2.40675
PPP1R14D	0.257
TRIM14	0.8274
TMPRSS11D	-0.3975
SLC7A11	-2.22821428571429
OR10H2	0.275
PPM1E	-1.23433333333333
DOCK4	0.58375
FAM127A	0.185375
ENOPH1	-0.5325
SLC5A3	1.9974
ZNF530	0.4789
NTS	-6.90375
FRMD4A	-0.175625
BCL11B	-4.08983333333333
PRM1	-0.38475
UQCC	-0.2357
S100A16	1.35083333333333
PLS3	-0.14425
WWOX	-1.13564285714286
CCDC23	0.363
GTSE1	-2.6615
GP2	4.8015
FLJ32549	0.84675
CHIT1	2.9855
KLF9	0.935625
RPS24	0.4415
MIA	-2.3815
FIGN	-0.40125
PYROXD1	0.8235
PCSK2	-0.734285714285714
MRPL9	0.053
RPL24	0.539625
C12orf32	-0.6245
HIST1H2BE	-0.29
RGS18	1.9115
LFNG	0.66
RAB4B	1.0384
FBXO25	1.35483333333333
TSPAN31	1.39983333333333
ARL8A	0.573071428571429
C10orf83	0.1471
OR51B6	0.189
CNKSR2	-0.03975
C1orf156	-0.039
IBSP	3.9805
GFRA2	0.2541
ALKBH7	1.1336
NEK10	4.2945
VN1R3	0.221
LOC91948	0.2295
CPZ	0.50225
IHPK3	0.257
COL8A1	1.23675
RBPJL	0.346
OR10A4	0.21525
CASP8AP2	-0.34775
MMP12	0.879666666666667
OR8B12	-0.017
CDCA5	-3.0185
LIX1L	-1.2135
PEX11B	1.6925
GABRA1	0.152666666666667
HABP2	0.082
REEP1	3.46316666666667
FBXO15	3.35925
CD68	0.6355
WFDC9	0.3285
GHDC	2.05733333333333
SMARCA1	1.4605
SPAST	0.227666666666667
PLXND1	-0.79925
MLCK	-1.11
INTS5	-0.239
BSG	-0.692571428571429
PARP8	1.42266666666667
TEAD4	-1.29366666666667
ZNF498	0.191625
TMEM89	-0.388333333333333
DTX4	0.07975
TNRC6B	0.1025625
ARMC2	0.93075
FGFBP1	-4.02583333333333
TIMM8A	-1.316
AJAP1	-2.2231
ZNF608	-0.19375
SLC25A42	-0.449
SYP	1.18233333333333
MMP11	3.40366666666667
USP40	0.467
C3orf62	0.570833333333333
MYO1E	-0.3166
LRFN4	-0.45775
XCL1	-0.355833333333333
GPR155	1.171625
VPS29	0.45825
CARHSP1	-0.83075
ARHGAP20	0.686666666666667
GREM2	-0.406785714285714
CCDC102B	1.56625
ZNF577	0.599666666666667
HDDC2	-1.3365
SHC2	1.9258
NCOA5	1.07883333333333
INPPL1	-1.878
CHGB	-3.4947
IHH	0.694
DDEF2	-0.638333333333333
DIAPH3	-2.44980952380952
BUB3	-0.0126666666666667
GGH	-2.13833333333333
VPS35	0.2807
CNN2	0.631416666666667
ASNA1	0.0835
WDTC1	0.575
AMAC1	0.99
HAS3	-2.28516666666667
SLC1A6	-1.383
ZNF563	0.1495
C1S	3.757
TCF7L1	1.591875
OR10Z1	0.668
ME2	-0.4802
C6orf151	-0.826125
KPNA4	0.2146
GLO1	-0.8945
WDR61	-0.355
CD302	2.01075
SIRT7	-0.93
C11orf59	0.24575
PKIG	1.0045
PPIL3	-0.7195
CCDC74B	0.9875
ZNF528	0.691
EFNA5	-0.4065
FCGRT	1.583
NOL4	1.0757
CCS	-0.165
LOC374491	-0.81525
MFSD7	3.804
ZNF555	0.72525
LIMS3	-0.724
TSSC4	0.182333333333333
COL11A2	-1.444
C1orf119	0.358166666666667
BPNT1	0.52
CHRNA6	1.789
C1orf173	3.5431
PLD2	0.50275
ORC1L	-4.12125
SASH1	2.28275
CDC14B	0.545
RLBP1L1	-0.23325
LDLRAP1	-0.9819
NAT8B	0.0735
HHEX	-0.739
LGALS7	0.03425
PLCH1	-1.090625
OR1M1	0.4615
PRAMEF16	-0.616
HECTD1	-0.5415
C14orf39	0.118
TLN2	0.7667
HDAC4	-1.92528571428571
SYCP2L	-4.238
GLRA1	0.245
RPS6	-0.197625
hCG_1757335	-0.355
KLHL1	6.4125
CTNNBIP1	0.613
SCAND2	-1.0674
HMGN2	-0.9132
YAF2	0.87775
BRPF1	-0.606
LIAS	-1.478
CTA-246H3.1	-4.20525
SAG	3.0935
C20orf10	0.97875
HNRNPA2B1	-0.882666666666667
GADD45A	-1.05183333333333
MSH4	0.433
TMEM70	0.241
HIST1H2AM	0.053875
C19orf26	0.0958333333333334
C1orf50	-0.47375
GNG3	0.4995
FTO	1.27675
CALCB	-1.6575
PPP3R1	-0.73825
C15orf42	-3.6815
CCNJ	-0.83175
GNAZ	0.0278
PSD	0.118166666666667
FAM57A	-0.133
STIM2	0.755
DHX8	0.70825
MOGAT3	-0.23675
UBE3B	1.3755
PLAT	3.5925
C6orf206	2.338
COPE	0.6919
EIF3A	0.0538750000000001
C1QL2	-0.19225
IQCE	0.28475
KIAA0182	-0.390583333333333
SLC22A7	-0.2357
PPFIA2	-0.266
ADAMTS15	0.6585
ODZ1	-0.7755
THBS4	3.85333333333333
ARHGAP1	0.760875
B4GALNT3	-0.324333333333333
FCHO1	-1.9925
LOC440456	0.26725
HOXD10	1.84883333333333
CXCR3	1.246
CHI3L2	1.849375
SRPX2	2.163
ZNF132	1.21066666666667
UBAC2	-0.699333333333333
RPL32P3	-0.0765
CBWD6	0.209
ST6GALNAC4	-0.8265
KIAA0391	0.527666666666667
LOC388969	-1.46475
KRTAP5-8	0.388166666666667
ZNF786	0.5545
LYVE1	2.1335
GPR144	0.176
APOH	-5.931
TSC22D2	0.0318333333333333
PLCD1	0.10625
FLG2	0.814
M-RIP	-0.7591
NDUFV1	-1.163
POLDIP2	-0.383166666666667
RAB3GAP2	1.192
RPSAP15	-0.84825
CLEC7A	0.621125
HSPA14	-0.914
TAAR5	0.3605
FAM132A	0.6055
C2orf43	-0.2475
OR10V1	0.6015
SELPLG	0.60725
C1QTNF6	1.56166666666667
OPCML	1.9912
DTYMK	-1.003
ALDH16A1	0.490875
F13B	-1.5405
MGC16169	0.26075
KIRREL2	-1.04333333333333
C14orf32	0.05075
SLAIN2	0.7474
HSD3B2	0.6935
AMMECR1L	-0.3549
LRRC37B	0.0875
HMG20A	-0.0591666666666667
C22orf27	-0.0634
FBXL22	0.02
AP1B1	-0.822333333333333
TNKS1BP1	1.57025
CD74	4.776
HSPA12B	2.03766666666667
PLSCR1	0.8885
SLC35E1	-0.167166666666667
FEZ1	-1.249
APOD	3.213
C16orf44	-0.116
C1orf166	-0.9015
KCTD11	0.3155
NELF	-1.4895
SRP54	-0.0201666666666667
MGC35361	0.72875
GPR35	-1.8345
NRGN	-1.078875
SIGLEC12	0.33625
SCN1B	-0.00900000000000001
IFNW1	0.801
STAR	-2.812
HLA-DQA2	5.25833333333333
RNASEH2B	-0.4615
TAAR2	0.2855
VAMP5	0.0685
TUBA1C	-1.23735714285714
PIK3R2	-0.211125
ARD1A	-0.0978333333333334
EBF2	0.263666666666667
CAMSAP1L1	0.51525
CYP3A43	-0.0285
AKR1B1	-2.34
KIAA1729	0.55225
KAL1	1.4706
CYBB	1.133625
UXS1	-0.748
LOC338579	0.5925
C11orf45	2.46825
SHB	0.937125
IKZF4	0.415125
NDUFA1	1.17525
HSPE1	-0.278
C1orf215	-0.06675
GPR113	-0.5265
ZNF573	0.37375
TBX18	0.6325
GGTA1	6.3315
PCDHGA8	-0.1125
RPS6KL1	-0.111
DPP9	-0.57575
SLC43A2	1.752625
COPS3	-0.81875
PMPCB	-0.388166666666667
HYLS1	0.277
LSM8	-0.154166666666667
PDE6B	1.427375
C10orf118	2.3755
OR1C1	0.482666666666667
ZNF415	1.39725
OR2F1	0.01125
ZDHHC13	0.385375
FZD8	-0.2982
TCEA1	0.1708
SUSD4	0.193875
C22orf24	0.39
TNFRSF14	-0.21375
TRIM28	-0.298833333333333
FGF5	-1.56525
CSPG5	-0.653
RNF133	0.76175
FKBP15	0.16275
BZW2	-1.1335
NSMCE1	0.599
PTPRN	-0.2795
TST	0.8885
POP1	-1.3455
RNF24	0.159333333333333
SFRS4	-0.07625
REPS1	-0.4375
CD70	-1.5485
PDXDC1	0.247875
SRC	0.1221
NTNG1	0.000333333333333338
SETD1B	0.603
TINP1	-0.0822
ZNF606	2.16683333333333
SSR1	0.794375
RGNEF	0.1295
NFS1	-0.0976666666666667
CENTB5	-1.61783333333333
CRMP1	-1.97733333333333
ADAM18	0.304666666666667
CCDC87	2.09583333333333
LRRC8B	-0.15225
CSNK1G1	0.263583333333333
MAFB	2.803
C12orf45	-0.20675
C1orf54	1.66075
DPEP1	-0.079
FLJ13137	0.752
C14orf118	0.317166666666667
ANKRD19	-0.31275
ABCA9	0.5566
TMEM87A	1.1047
BBS5	0.7021
CYP17A1	-0.1705
SCG3	-3.22533333333333
ESCO2	-1.932
GFER	0.487833333333333
NRIP2	-0.435
DDX59	0.551666666666667
RIC8B	0.3665
TNNI1	-0.2175
KTELC1	0.00491666666666665
GPR85	0.403166666666667
SP3	0.498625
GOSR2	-0.00716666666666668
DDX1	-0.0395
DSCR9	-0.5525
KIAA1984	-1.388375
FLRT3	4.69375
RNPS1	-0.579142857142857
ZNF772	1.5085
SLC25A10	-0.7
ADAMTS3	-1.4505
TBC1D7	-1.62125
PCYOX1L	0.74775
LOC339745	1.58975
VPS54	-0.36825
PCDHB12	1.09075
C4orf6	-0.56275
CCL5	1.61525
PEX5	-0.848375
LENG1	0.4375
LOC51336	-2.3585
FLJ25371	-0.3845
WDR45L	0.0316666666666667
SPAG8	1.841
GUCA1C	0.3335
LOX	0.385666666666667
FIZ1	1.04
BAG5	0.530916666666667
BUD13	-0.172666666666667
MGC2752	0.851125
IQSEC3	0.252375
TGFBR3	1.666
CASP9	-0.48975
PPA2	-0.111875
MED24	-0.78875
MAP3K7	0.2685
SRPR	0.5815
C17orf81	-1.48775
RIPPLY1	0.0195
EID2	0.28375
AKR1C1	-4.0155
IMMP2L	-0.12975
SPSB4	0.2135
BAG4	0.99925
ZNF32	1.72633333333333
KLHL34	1.5745
BRD2	-0.887
IL32	1.42783333333333
FAM53B	-0.147833333333333
SLC7A1	-1.247875
KAAG1	0.7905
CCDC54	0.450333333333333
PRKCQ	-2.4395
TIRAP	0.507
SPSB1	1.609
USP36	-0.2705
FLJ32569	0.1345
LYZ	0.123125
TMEM186	-0.0916666666666667
TPM2	0.289
C9orf100	-0.9425
PPP1R11	0.1853
OLFML3	1.4405
ELAVL1	-0.0263333333333333
DNAJC17	1.61516666666667
ABCA2	-0.35575
BNIP3L	1.025875
ATP10D	3.263
GALNT8	-0.959
PRKCH	2.3725
USP12	-0.115
STXBP1	-1.447
LSM2	-0.846666666666667
ANKRD30A	4.8465
LAP3	-0.02875
C9orf40	-1.56183333333333
KATNAL2	0.6095
RG9MTD2	0.68225
PNPLA7	0.67475
IDH1	-0.615
C1orf57	0.657
XRCC5	-0.469
TBRG4	-1.222125
DCDC5	2.48716666666667
POU5F1	-4.81875
RAB1A	0.480642857142857
KRTAP15-1	-0.333
INHA	-1.4265
WDR90	-1.447875
MLL2	0.338166666666667
FAM104B	0.701
SF3B14	-0.64975
STX1B	0.2265
SNX12	0.119
KMO	1.64533333333333
FAM100B	-0.71325
CDRT15	0.9775
RAB9A	0.27
RUFY3	-0.048125
UBE2U	0.1055
NFKB1	1.677
FBXO38	0.99075
VRK3	0.20625
TUBB8	-0.2935
IFNA6	0.3285
