Hybridization REF	TCGA-A8-A09M-01A-11R-A00Z-07
B3GALT6	0.284125
BARX1	-2.0145
C6orf167	-1.88925
NXNL1	0.483
DHX29	0.31
HADHB	0.19425
PLXNB2	0.181375
ILDR1	-0.60575
SLC15A3	3.23825
GAS2	-3.60466666666667
C20orf69	-0.3885
NUMB	-0.70375
TNIP1	-0.239375
MESP1	0.696833333333333
PSKH1	-0.1865
NSFL1C	-0.03425
RHOG	-0.34825
HEY1	-0.932
KNG1	-1.307
ITGAX	2.4735
LIN9	-0.7255
CANT1	1.515
XRN1	0.6345
CCDC96	1.1617
HEATR6	-0.306
GNG7	-0.0695
RUNX2	1.20375
SOX1	0.868166666666667
FCRL5	1.4706
ZNF99	-0.181875
FAM9A	0.4905
SNX22	1.58283333333333
MBNL3	-2.3595
ODC1	-1.7305
ADORA2B	-3.19833333333333
NR2F6	0.7735
ZFYVE16	-0.142777777777778
SYNJ2BP	0.5748
POLE	-0.761875
E2F2	-0.801125
THRA	0.831666666666667
PTGES2	-0.4415
HIP1R	-0.0698333333333333
TMUB1	-0.322166666666667
ENO3	-2.13975
RSPH10B	0.408
CXorf39	0.644375
IRGC	0.00425000000000003
GPR109B	-1.60075
FLJ13305	-0.451
LCE3A	0.025
TNFRSF18	1.95866666666667
DET1	1.58675
TRPM3	-0.208
C16orf79	-0.866
FECH	0.07
RAP2A	-0.0866666666666667
CRIP1	2.84266666666667
AZIN1	0.531625
SLC7A7	4.05225
IL10RA	1.5085
TMEM64	-0.711
CDC42EP4	1.0749
C16orf58	-0.099
ARG2	-4.09825
POU5F1P4	-4.03625
FAM62B	-0.356375
DNAH8	-2.075
ASH2L	-0.239625
TSLP	-3.19133333333333
CNTNAP5	0.2985
TMEM16C	-0.34625
IFNA14	0.3885
SLC1A3	1.22325
CABYR	1.30075
BCL7B	-0.1143
NUDT13	-0.777333333333333
C13orf28	0.28175
C1orf53	1.473
ARL6IP4	0.1903
RPL35A	0.60775
EMR3	0.03525
RAB40C	0.77925
SLC41A1	0.2645
LRCH1	-0.4685
LY6G5B	-0.5025
FAM124A	-0.510285714285714
MGC10981	-3.57383333333333
CLIP3	-0.5099
MAP4K2	-0.0685
CHIC1	0.307
SULF1	3.50166666666667
C20orf30	0.116357142857143
PRDM5	-0.961875
ELOVL1	0.0835
C11orf48	-0.306
SLC39A10	-0.44675
KCNV1	0.99725
ACP1	-0.297333333333333
ZMYM2	0.1195
B3GNT6	0.160333333333333
C9orf69	-0.78875
C2orf15	1.5975
C20orf166	0.7575
HSP90AA6P	-0.5985
EDG7	-0.7795
NEURL	1.249875
LPL	-0.284166666666667
CLEC2D	0.165571428571429
GRRP1	1.34533333333333
CD8B	-2.7184
HIST1H3D	0.816333333333333
SLC6A12	1.091625
FAM27L	0.1655
CD84	2.2913
RASA1	-1.049
PHKG1	-0.781
MAGEA11	-1.281
IMPA1	-0.5613
NPM3	-1.57025
RARRES1	2.89125
SH3BP1	0.26475
B3GNTL1	0.737
ARPC5L	-0.3555
KLHL26	-0.022
SIM2	-1.96525
GJC1	0.5715
C20orf194	0.447
EXO1	-2.03475
SLC2A2	-2.52616666666667
LOC285074	0.48075
LRG1	2.941
KIRREL	-0.3125
PIK3R1	0.533071428571429
C4orf34	1.44925
MAF	-1.52611111111111
ADCY4	3.1985
ZMIZ2	0.2229
SLC46A3	1.78316666666667
STAMBP	0.192833333333333
CCDC16	0.43725
MS4A12	0.2695
TCF20	-0.05875
LRRC46	1.80425
C20orf152	0.562
MRPS6	-0.658875
ABCB11	-0.0245
KCNC2	1.52683333333333
CDH19	-2.73683333333333
C9orf123	-0.205833333333333
SSH3	0.98925
LDLRAD1	0.0675
CCBE1	-1.59475
ZNF135	1.633875
TAAR1	0.432
WFDC12	0.1125
CCDC42	-0.00383333333333335
FLJ12529	-1.15075
PER1	-1.3885
TIMM50	-0.707
SMARCAD1	0.278333333333333
FAM26C	0.3845
TP53TG3	-1.139
SH3RF1	1.4509
LMCD1	2.16425
GPR63	-0.3775
FLJ21986	-2.193875
AIFM3	1.1375
MICAL1	-0.239333333333333
BLZF1	1.06466666666667
IQCA	3.75183333333333
PCDHGC3	-1.3815
SAC	1.037
BCL6B	1.87483333333333
DDO	-0.034
MARCO	4.3265
DCHS1	0.8955
C1orf170	0.213666666666667
CD200R1	0.932166666666667
C22orf15	-0.1275
SEPT11	-0.8765
ADNP	0.53425
UST	0.4663
C13orf34	-0.5875
RFFL	0.7725
APBA3	-0.1725
C2orf60	0.2085
CUTL1	-0.4616
PMS1	-0.79175
ZNF689	0.134
EIF3E	0.298166666666667
IL9	0.262833333333333
RPL31	-0.30825
LY9	0.3055
ATP2B3	-0.09925
KDELR2	0.099
TFCP2	0.335125
NLRP12	-0.081625
FLJ45422	0.2655
TLE4	-1.5865
ZNF570	-0.5075
FLJ43806	-0.335
TLK2	-0.084375
CIR	1.09775
MARS2	-0.5745
COL24A1	0.2175
SDF2L1	0.4865
HIBADH	-0.281
IGFBP3	-2.33385714285714
C12orf23	0.903125
PSPC1	-0.4665
C20orf43	0.65325
TRAV20	0.139
ARHGAP24	-0.3975
KIAA1975	0.33275
C1QA	4.0113
DNTT	-3.957
C10orf6	-0.226333333333333
C11orf41	-0.039125
HNRPF	-0.009875
COL11A1	6.17033333333333
UBAP2	-0.970833333333333
CDKN2AIPNL	-1.178
C20orf174	3.36325
SPRED2	-0.6395
PLA2G12A	0.494333333333333
ICEBERG	-1.85783333333333
SCN10A	0.6315
C11orf65	0.4075
GBP5	5.75675
PITPNC1	-2.40916666666667
POU3F3	1.6475
NCOA7	-0.466875
LIN7C	-0.0187
LOC348840	-0.853
NKX2-2	-2.42275
ANKRD13D	0.52075
LOC123688	1.4575
FUT2	0.700833333333333
TAAR8	0.3185
FZD4	-0.506833333333333
PNMA3	-1.15816666666667
OR4L1	0.5665
WIT1	-2.068
EXOC3L	1.79225
ATPBD4	-0.2118
KRBA1	0.229
UBXD6	0.8565
HOXB7	0.161928571428571
C7orf23	-1.4105
UNQ338	-0.6195
STAB2	0.545
CDC20B	0.15925
IRF9	2.6495
CENTG1	-0.23475
TNPO2	-0.28375
MCPH1	-0.40225
BMS1P5	0.3015
SLC26A7	0.14375
HIST1H3J	0.58575
C9orf3	0.2211
LBH	0.892375
MYO1D	0.14275
PTDSS2	-0.10275
NFU1	0.50775
DEPDC4	-1.5675
WNT7B	1.724
GLP2R	-0.222666666666667
SETD4	0.0662
DYNLT3	-0.2117
FKBP11	-0.254666666666667
SESTD1	0.193166666666667
FLII	-0.56925
RPS16	-0.2669
CHPF	-0.0338333333333333
CSNK2A1	-0.450833333333333
SUMO1P1	0.212
FKBP6	-0.85
ZNF214	-1.30083333333333
TWIST1	-0.821333333333333
DDX56	-0.535666666666667
TRAM1L1	2.941
EPO	-2.40366666666667
MRPS18B	-0.595
ZNF682	-0.526333333333333
RPL14	-0.853333333333333
MAFF	-1.0055
LOC51136	-0.120125
LY96	0.86225
DDX20	-0.3885
ABTB1	0.855333333333333
ARL5A	-0.2937
CCT6A	-0.9195
HEPACAM	-1.2245
EHHADH	-1.2615
RBAK	-0.181166666666667
CGB1	0.01575
ITGB5	0.2059
YIPF3	-0.6745
FKBP2	0.372
NR1D1	-1.0032
TMEM110	0.0885
NEK2	-1.43233333333333
PRAMEF8	-2.83625
C20orf52	0.259833333333333
PCDHGA3	-1.32
VWA3B	0.034
NDUFA5	0.4665
THAP9	-0.59875
FLVCR2	0.632666666666667
AP1S1	-1.145875
SMAD6	-0.50475
SAV1	0.0265
SAT1	0.999375
ZNF251	1.343
ADAMTS7	0.201
RPP38	0.03875
C1orf211	-1.8915
YPEL2	1.7439
RBMS1	-1.15925
ZNF445	-0.317166666666667
NRXN2	-0.00916666666666665
PGBD4	0.00937499999999998
UGT2B28	-2.59175
WBSCR16	-0.3471
NLRC3	0.9825
ASTL	0.46675
ST6GALNAC1	-2.8025
ZADH2	-0.495
MLLT4	1.8205
ARL6	0.521
MEF2C	0.60425
CBFA2T3	-2.044
AFF3	2.52785714285714
COG7	0.282833333333333
MYB	0.933333333333333
PLXNA3	0.347
XRCC2	-0.931
MMS19	-0.48225
ST8SIA5	-0.607625
CHPT1	-0.5005
KIAA1712	-0.1095
OR6X1	0.2585
ACTR3	-1.118
UGCG	1.441
OR4P4	0.2015
ZAP70	-2.32075
LPP	0.84675
ZNF485	0.20925
PTPRCAP	0.007
IL12RB1	1.00775
ATRX	-0.4826
CHST8	0.6185
C14orf109	0.03625
ARV1	0.89275
NMB	-1.49357142857143
COX5A	0.178333333333333
EIF6	-0.2025
MPPED2	-1.57516666666667
SEMG1	-0.9905
CHRDL1	-0.5645
TRAF3IP2	0.565
WNK2	-0.244375
LILRA4	3.2455
LAMA2	3.241
PXT1	0.296
RLBP1	-2.30425
CD300C	0.7465
SLTM	0.193625
FLJ10404	-0.0371875
APOBEC3D	-1.62066666666667
RENBP	0.141166666666667
ATXN7L1	0.050375
NID1	-1.14175
TUBGCP3	-0.582875
ITIH5	-0.5025
CCDC110	3.20675
C8A	-2.64625
MGC87042	-0.23925
HOXC13	1.63275
TFDP2	-0.621
HCP5	2.281375
POLI	0.78825
UCN	-0.745333333333333
ZNF764	0.797833333333333
C8orf45	1.30275
FHL3	-1.844
SPATA5L1	-0.6195
MMRN2	3.084
NDST1	0.701166666666667
COL20A1	-0.252
ZNF248	-0.168666666666667
PELP1	-0.399333333333333
MBL2	-2.76933333333333
RNF41	0.106125
C5orf24	0.255125
THOC5	-0.09025
SERINC3	0.973166666666667
RP11-151A6.2	1.37675
CDCP2	-0.018
HIST1H2AA	0.828
C11orf75	0.185666666666667
FKBP7	-0.7655
DDOST	-0.098
GPNMB	1.38683333333333
TTF2	-1.1425
KCNT1	-0.142666666666667
SLC39A14	-1.272625
NGRN	2.2815
GPR137B	1.792
MECP2	-0.224375
PSMA1	0.54375
C16orf73	-4.51075
TMEM60	0.874333333333333
CSN3	0.408
NOS1	0.454666666666667
RAB7L1	0.245333333333333
YBX2	0.0475
KIAA1166	-0.60325
FUBP3	-1.03483333333333
ABCG1	2.218
ACACA	-0.120166666666667
ARL11	1.5766
ATOH1	-0.26
ODF1	0.139333333333333
CREB3L3	-1.67533333333333
TMEM127	1.24471428571429
DSCAML1	2.02025
PLN	1.49066666666667
LYPLA1	-0.502416666666667
PRDM9	-2.24475
SASP	-0.3925
PLUNC	0.1355
INTU	1.301
HISPPD1	-0.5675
LNPEP	-0.1865
YARS2	-0.534166666666667
APCDD1L	-1.8655
ZCCHC4	-0.6343
FBXO22	0.402666666666667
TTLL13	0.1645
ZNF669	-0.3225
PTGDR	2.019
DDX27	0.46225
KIAA0409	0.0898333333333333
GJB6	-0.189
ASB8	1.36875
PLP2	0.0546666666666667
MEPE	0.562
OR10J5	-0.1495
KRT222P	1.08525
COQ7	1.0195
C1orf101	0.64975
RERG	3.897
CHMP5	0.70825
THAP11	-0.103125
ZNF43	-1.15183333333333
ZRANB3	-0.978333333333333
KRT13	-1.49925
MRPL19	-0.23775
RBBP9	-0.779875
SPATA17	1.6425
BXDC5	0.601833333333333
PAFAH1B1	-0.44675
MAGEE1	0.73825
OSTF1	0.2745
KIAA0323	0.352333333333333
TXNDC13	0.314666666666667
CNTN4	0.735
LCE1B	0.1125
UNQ501	1.184
ZNF154	-0.6955
C3orf64	-1.01625
SYT5	-0.2148
PON1	1.4905
FLJ10357	-0.5855
ATP4A	-0.9875
GNPDA1	-0.4865
MGAT1	1.16166666666667
C14orf121	0.713
SLC35B2	-0.18275
MIER3	-0.475666666666667
CHEK1	-2.28225
ZNF8	-0.447
TXNDC1	-1.07366666666667
CKB	-1.9791
RTN3	0.774071428571429
FZD2	-0.3065
PART1	-0.439625
PSMB6	-0.2685
PCDHB8	-0.6305
PHC3	0.2598
PPP1R8	-0.919166666666667
NOVA2	0.895166666666667
TNFRSF11B	-3.99825
GOLPH3	0.504166666666667
UBLCP1	-0.7915
SUHW3	-0.8835
TTLL1	0.755
OPN4	0.154
OR13G1	0.516
ZPBP2	0.243666666666667
HSD17B11	-1.865
C9orf50	0.2485
DHDDS	-0.0139285714285714
CTSW	1.4687
NEFM	-2.722
MRPL28	-0.2055
SYN1	0.65
PIGV	0.154166666666667
ZIM2	-0.95075
APBB1	0.414
SND1	0.1885
C1orf123	-0.7135
CHD3	-0.15675
BHLHB8	0.30675
RNASE2	0.434833333333333
BCAP31	0.656125
SLC25A44	0.377
CHD6	1.5371
PIB5PA	3.11138461538462
SELS	2.06825
LOC541471	-0.551375
FAT2	-0.7805
ZNF81	0.3005
OR4C16	0.1235
FLJ10081	0.7542
LRRC4	0.4355
CS	-0.828833333333333
N4BP2	0.324125
IGFBP7	1.111
ZNF318	0.0856666666666667
NDNL2	0.323125
ZNF609	0.4365
SIRT4	-0.296
EXOSC10	-0.994
ECE2	0.0291666666666667
OVGP1	1.6015
GTPBP3	0.47
PACS2	0.276
C19orf36	-0.915666666666667
ARL4C	-0.618625
ATG4B	-0.756125
UBQLNL	0.67225
RHOXF2B	-3.161
PLEKHG2	-1.692
GALR1	-1.13
AQP4	0.0903333333333333
HDAC7A	0.315833333333333
DCUN1D3	0.46575
OR8A1	0.1065
CCRN4L	0.45175
CBR4	0.272166666666667
KIFC1	-2.259
SLC7A14	-1.33966666666667
LHX5	-0.084
TRPC7	-0.3635
LPXN	-0.302
SERPINA1	-1.697375
RPS13	-0.4649
BPIL3	-0.1235
PRKAA1	-1.95
FADS2	0.3557
ENAH	-0.138
PRO1768	-0.1225
APBA2BP	0.319
LIPH	2.6095
C3orf33	0.6595
RCC2	-0.717857142857143
ALDH1A2	-3.4162
RNF103	2.297
AHCY	0.12125
ALG12	0.2765
CCL17	2.34425
ZNF543	1.24683333333333
ESRRG	1.5765
CNGA1	0.1715
RDH5	-1.35066666666667
OTX1	-0.3709
PTGFR	-1.68833333333333
CDR2	-0.319625
SELE	3.43175
NLGN2	-1.31866666666667
EXOSC9	0.11075
ZNF566	0.087
KLRC2	-3.1455
GPR12	0.9885
KIAA0196	1.60825
PDRG1	0.5425
SSR3	0.302928571428571
MSI1	-0.1635
CST9	1.114
CC2D1A	-0.07075
PLAGL1	-1.19216666666667
ZNF778	-0.1665
RNF2	0.002
KLF6	0.810666666666667
THBD	0.511833333333333
tcag7.1314	2.63925
NR5A1	-0.406166666666667
ABCD2	-0.23
DNAJC7	-2.039
CLEC4C	0.1875
TM2D3	1.38125
CCDC4	-0.4815
PLAC2	-2.5355
DCD	-0.2465
FAAH	1.384
POLA1	-0.936833333333333
TM7SF2	0.374875
FLJ39822	-0.3225
FLOT2	-0.374875
MAP4K1	-0.476666666666667
SRP68	0.813
C21orf74	0.371
ARPC5	0.268875
LOC126075	1.51475
HECW2	-0.66225
ZDHHC4	-0.1135
ANKRD42	1.0903
PDE9A	-1.3265
ABCA8	-1.08475
NDUFS2	-0.113
UBR5	-0.04775
BTBD16	-2.8955
LOC554174	-0.019
ZNF20	0.84
KIAA1843	0.4565
WDR17	1.00375
C15orf33	-0.903
RNF113A	-0.099
CAMKK1	0.0955999999999999
CLCN2	0.034
ANXA6	-1.658
LOC340069	1.375
EMID1	1.1585
DPM3	-0.603083333333333
ELA1	-0.194
SLC25A13	-0.6222
KRT24	0.75325
SMPD1	-0.324
TH	-0.2345
COL6A2	-0.6145
ANKS1B	1.73975
GPR126	-2.7309
ZC3H12A	1.40283333333333
TMEM47	-0.5155
C2orf51	-0.355333333333333
C1orf88	3.46933333333333
HSF2BP	0.319
AKAP10	-0.82875
RPAP3	-0.437
KLHDC8B	1.009875
STOM	0.1904
MUPCDH	0.185125
C10orf72	0.120375
PLEKHA3	0.5935
TCP11L1	0.00174999999999999
CWF19L1	-0.051
SPEF1	1.47707692307692
YSK4	0.0125
ELN	0.4849
SAMD8	0.242833333333333
MPI	0.449666666666667
MEPCE	-0.4435
ABCC3	-1.056875
NANOGP1	-3.138
KCNK17	0.04125
HLA-DMB	4.972
RRAGA	0.434
ANGEL1	-0.88925
RBM32B	-0.243
CPN1	-3.239
MGC52282	-0.2855
HLA-A	1.53541666666667
OR9G4	0.2445
EDNRB	-2.15
SCD	0.308428571428571
C14orf80	-0.852
BAGE2	0.077
RABL4	1.26683333333333
RCVRN	-0.538
SHANK1	0.1515
NLRP7	-2.37825
CD226	1.19875
STAT3	0.4445
SYNJ2	-0.0639
TPCN2	0.171333333333333
WDR36	-1.31125
MBD4	0.40275
ROBO1	-2.0355
ST3GAL6	-2.54675
SLAMF8	3.60666666666667
ATN1	0.138
GPR141	0.057
KRT36	0.168
TPH1	0.7025
DDX52	0.21775
ZSCAN29	0.198333333333333
TRPT1	-0.434166666666667
DPEP3	0.23175
DENND4A	-0.495375
TSPAN16	0.075
PTCHD2	-0.4895
LOC145814	-0.386
CAP1	-0.289666666666667
EIF5A2	-0.6162
NT5DC3	-0.96
SEPT9	0.39
SEZ6L2	-2.334875
EGFLAM	2.5205
VPS11	0.48225
NDUFB5	0.0808333333333333
CIDEA	0.586833333333333
IER5L	-0.0735
N6AMT1	0.74425
FAM83C	-0.00425
OXR1	0.798833333333334
IRX1	-0.1505
DGKB	-0.548333333333333
GCN5L2	-0.4805
MIR16	0.328125
FBXW9	0.441
WDR4	-1.33583333333333
PDC	0.43
VPS33B	0.5675
HEXB	-0.20225
FLJ32214	0.596
TCEB3	-0.82925
CRLF1	-4.45425
ABI3BP	-0.4915
C8orf22	-3.113
PYCR1	-0.14975
KIAA1706	0.6635
CDK5R2	0.94825
WAS	-0.123
C12orf60	2.48075
CCBL2	-0.3035
MADD	0.21625
C5orf34	-2.0745
WDR42A	0.572
KLF12	0.18975
HSPA1A	2.7645
ITM2C	-1.37541666666667
DAPK2	2.74533333333333
LOC442590	0.4425
SUMF2	-0.2395
CENPA	-2.12753846153846
TMED5	0.386875
CDH6	-1.5614
BRP44	1.867625
THG1L	0.19625
GABRA2	-1.743
C14orf166	0.26325
MYL1	-1.713
TNFSF18	0.25
PAP2D	-1.59216666666667
PPIB	0.188
KLHL4	-1.056125
SFN	0.0346666666666667
CCDC127	0.61575
FRAP1	-1.10875
GOLGA5	0.5775
SDCCAG1	0.628375
MGC21675	0.32
C10orf95	-0.85775
KIAA1345	-0.921666666666667
C1orf163	-0.354
LACE1	-0.4865
OR10K2	-0.2195
CENPN	-1.8386
TMED2	-0.0425
UGT1A6	-1.4435
ANG	-1.27475
U2AF1	-1.2015
CASC2	-0.369333333333333
NMT2	-1.782
OSGEPL1	0.055
DFNB31	-1.369
SLC6A20	0.4315
DKC1	-0.5295
FXYD4	-1.534
WDR64	-0.037
MGC5590	0.1645
CREBZF	-0.3805
DAZ1	0.3235
PRPSAP1	0.218
GCHFR	-0.651
TTC7A	-0.66175
LOC196993	2.29875
UBD	2.93016666666667
S100A1	-1.110125
RPL6	0.132333333333333
DNAJB6	0.40115
NAGS	0.3983
C2orf58	0.143
KERA	0.610333333333333
MT1X	-0.91
UBE2B	0.9123
KEAP1	0.61025
MST1	-2.203875
OMA1	1.0015
ABLIM2	1.28775
BCL2L13	-0.365083333333333
JAZF1	-0.8395
TMEM63B	0.9315
S100A8	0.4158
ARFIP2	0.46175
UROS	0.72275
KHDRBS2	-0.7125
POLQ	-1.307625
SOAT1	-0.763
SPAG4	-1.0395
MRPS30	1.44116666666667
LOC494141	-1.01225
OR2T11	0.9365
ORAOV1	0.0533
ZNF184	-0.675
TCEB3B	0.204666666666667
ADAM21	-0.8195
GDPD1	1.40675
SPINLW1	0.45175
PRR14	-0.115333333333333
KCTD9	-0.2767
NUDT3	0.195
KIAA1822	0.1421
HIST1H4K	2.084
DFNA5	-1.8585
GABPA	-0.28425
C14orf44	-0.1855
POLB	0.4305
PTAR1	-0.54375
SEC31A	0.2931
TRIM58	0.06375
TAS2R14	-0.361
VPS8	0.7415
H1F0	-0.125666666666667
PRKCB1	-1.68783333333333
UGT2A1	0.487
TOR1B	0.2105
LSS	-1.80858333333333
C2orf19	0.2275
HNRNPC	-0.0430714285714286
TMEM100	-2.68383333333333
LOC116349	0.56875
OR51M1	0.5735
CCDC142	-0.3375
ISG15	2.59225
ZCCHC14	-0.49775
CREBL2	1.19575
TGDS	-0.72925
DC2	0.99175
CACNA2D3	-1.41221428571429
ZNF429	-1.284625
LYPD6	-0.307
SUCLG1	0.097
OR51I1	-1.3635
MAGEH1	2.7215
PRPF40A	-0.485
SMR3A	1.0565
SPINK2	-0.7735
THAP2	0.152625
NPY5R	-0.634
IRF4	-0.989875
SPESP1	-2.35316666666667
OR10S1	0.7045
DTD1	-1.3265
TUBE1	-1.482
DDX19A	-1.274
PDPN	-1.6135
TMEM34	0.12975
MGAM	-0.0855
COL3A1	5.32611111111111
GFM2	-0.6804
OR5A2	0.459
PSG9	-2.262
ARHGEF11	-0.219833333333333
IVNS1ABP	-1.0748125
SIGIRR	1.1525
DUSP19	-0.4935
DNAJC14	0.3586
ACSS1	0.986125
IL1RAPL2	0.6295
C4orf30	-0.4585
SEPT4	1.70125
LANCL3	-2.471
SPAG17	3.148
PRDX3	-0.199
HNF1A	-1.372
P4HA2	-0.73875
RFWD3	-1.76183333333333
MOV10	0.8965
DNAJA5	0.181857142857143
LOC729440	-0.376
LOC200383	0.678625
SMC2	-2.12875
MIXL1	-1.24833333333333
TMEM9	0.99
FAM86A	1.7205
ZNF174	0.9206
MYH14	-0.35575
CCR8	0.6825
VPS37C	1.61533333333333
GPATCH1	0.518833333333333
B3GNT8	3.0805
TBX4	-0.50975
CNR2	0.438666666666667
PCDH1	1.09025
C5orf29	2.97625
OCIAD2	1.821
PLCG2	0.68175
KIAA0247	1.583
HRH3	-0.1458
CAPN13	4.4135
CCR1	0.1749
MGC15523	0.415722222222222
UVRAG	0.0716666666666667
DNAJA2	0.1645
ITGA2B	-0.4275
CLDN5	3.428125
PTPRN2	-2.11628571428571
ZNF512	-0.117666666666667
PSAP	0.888571428571429
CCDC140	-1.1125
LRRC55	0.39575
CYP26C1	0.4655
C8orf47	-0.2905
LYN	-0.011375
DUSP6	-1.52783333333333
TGFB3	2.4532
ELK1	0.0435
PCDH11Y	-0.0695
HGD	-0.53875
C17orf58	1.70775
MYO3A	-0.392
SERPINE2	-4.6205
AARSD1	-0.695
C14orf73	-1.5665
ADAM33	-0.32825
ZNF491	-0.00850000000000001
MAPK6	-2.04866666666667
TCN1	-1.1505
SLC24A6	0.7065
UBE2R2	0.06175
H1FNT	0.34775
TATDN2	0.266166666666667
LILRB1	2.004
P2RY5	1.01
NUCB2	1.92725
C2orf37	0.595
SNX27	-0.1075
MTA3	0.436875
FOXO4	-0.478875
ID4	-2.20816666666667
SOX5	-1.21316666666667
PXMP3	1.2145
OR52M1	0.2305
SFT2D3	0.076
INA	-3.29683333333333
MCOLN1	0.5905
NFIX	0.4285
CLEC14A	4.975
HIBCH	0.3495
PLA2G5	0.53725
TIMM10	0.0683333333333333
MED17	-0.4497
COL4A4	1.0995
TPP1	-0.197166666666667
GJA3	-1.37116666666667
TMPRSS5	-1.43575
AADACL3	0.5895
DNMBP	-0.9595
ENPP5	3.85533333333333
NQO1	-2.2454
ZSCAN2	0.286375
SEC24C	-0.418833333333333
GTF2A1L	-1.0265
AXIN2	-0.0957
FAM33A	-0.448833333333333
C16orf13	-0.421875
SPNS2	0.8375
TAF1	-0.419
AP1G2	0.2475
RBM42	-0.449333333333333
HCN2	0.686
EFHB	-0.768166666666667
RUSC1	-0.113166666666667
GRIK5	0.17
USP21	-1.08266666666667
ATAD3C	0.46975
ORMDL2	1.6145
PRSS7	-3.02825
PSAT1	-3.88875
FLJ13195	-0.1695
TBC1D1	0.358666666666667
IFNG	3.37275
OTOS	0.185166666666667
ZNF773	-0.239666666666667
EMD	-1.4715
RETN	0.494
CCL8	5.056
APH1A	0.943
COX18	0.194375
GTF2IRD2	-0.0755
CCDC82	-1.82408333333333
PAFAH2	0.8148
NPEPL1	0.5019
RP11-114G1.1	-0.7505
TP53INP1	1.045375
ZNF300	-1.7775
FOXL2	-3.0145
LARP2	1.07116666666667
LATS1	-0.68
HTR6	0.041
SPOCK2	1.29266666666667
RNF144B	1.78216666666667
HTATIP2	-0.76675
MGC10334	-0.177166666666667
CENTA2	2.89466666666667
FGF2	-2.59225
FXYD7	0.156
PHYHIPL	-2.406625
GPR34	4.43075
DDX6	0.161666666666667
OR10W1	0.5245
LHFPL1	-1.216
ZNF313	0.329714285714286
VPS28	1.36175
AP3M1	0.1285
AKR1CL2	0.884
TRAF4	-0.325625
OR2B11	0.8215
C19orf12	0.550833333333333
AKAP9	0.430333333333333
C1orf62	0.09625
SLC20A1	-1.0598
FAM112A	0.36975
LDB2	0.0675
MRPS23	0.67775
KLK5	-0.469
SPTB	-0.5457
EFEMP2	-0.0135
EFNB2	-0.771
PCM1	0.556928571428571
NMNAT3	2.691
TSG101	1.0275
C8orf40	0.243333333333333
NOB1	-1.8335
ABHD3	-0.68175
GTF3C4	-0.666125
PIGN	0.524
GALNTL1	-1.0485
AEBP1	1.52625
OR9Q1	0.667
ANKRD2	0.196
CCL28	-1.897
TRIM38	0.659333333333333
TMCC1	0.419
SMG5	0.1125
LRRC7	-1.0645
NCAPD2	-1.63483333333333
C6orf153	-0.13
C1orf74	0.53675
OTUD6A	0.322
DCP2	-0.616
TMEM24	0.03725
RPL18	-0.5205
TMEM177	-0.22775
LRRC37A3	1.42525
C1D	-0.874833333333333
LDHC	-1.6355
UBE4B	0.0906666666666667
NIT1	0.566875
BTN3A3	0.693375
RASD1	-0.684125
COMMD3	0.4975
SHFM1	0.54275
BIRC8	0.6115
DUT	-0.909
C12orf51	2.2465
LRRC59	0.339
LY6H	0.57075
WDR22	0.277583333333333
EDEM1	0.522428571428571
ADH1A	0.58
PANX2	0.7673
CYP11B1	0.3965
CDC73	-1.02175
GPR172A	0.82225
GSTM3	0.520076923076923
KCNA5	-0.08975
SERAC1	0.234
NFATC2	0.452
ANAPC5	-0.4272
C15orf24	0.45225
NFATC2IP	-0.813666666666667
TNRC6C	0.729
MGC102966	-3.273125
FGD5	0.0793333333333334
MED9	-0.00399999999999999
RAB13	-0.00683333333333333
C15orf49	-0.4755
CRYGS	0.6307
C12orf53	-1.162
LOC283693	-0.6415
COX6B2	-0.515625
PHF14	-0.157
FAM3A	-0.419875
RPL13	-1.0478
PRDX2	-0.0454
FLJ34047	-1.49325
PRMT3	-0.9225
KCTD19	-1.6315
TRIM10	-0.453333333333333
MGC26597	-0.2205
GCNT4	-0.51875
GPRASP1	0.2575
CDKN1C	-1.14383333333333
RHBDL2	1.0696
HSPH1	0.0025
AQP1	2.344
COL17A1	-2.7146
GFAP	0.26775
CDC16	0.56525
KIAA1614	-0.0755
C6orf118	0.116333333333333
ZSWIM5	-0.28625
FAM83F	3.53175
LYNX1	2.4375
SYNPR	-0.332
XG	2.49916666666667
PRSS16	-0.90975
KIF13B	0.324857142857143
PCDH9	-2.0565
HIST1H2AH	2.1625
RBM18	-0.3655
ZNF626	0.1495
HEXIM2	0.537333333333333
ITFG1	0.248
TUBG2	-0.394
SFRS7	0.0421666666666667
C9orf14	0.478
EXTL1	-0.7605
GBP3	3.294
WDR5	-0.79075
RARG	-0.166833333333333
MYO7A	0.051375
CECR6	-0.942
C13orf3	-1.616
SFRS18	-0.89375
ACVR1B	0.249333333333333
PSMD1	-0.8037
C7orf31	-0.0846666666666667
ILVBL	-0.82725
IFNGR1	1.136
RNF186	0.2685
NOL9	-0.86975
MAGEL2	-0.58675
SLC29A2	-0.04625
NHSL1	-2.279
RBMX	-1.101
PSORS1C2	0.30975
RAD51L3	0.443583333333333
LCN6	0.57675
ORAI2	0.0855
BRUNOL6	0.5477
OR4K5	0.1135
CDC123	-0.564625
MSLN	-2.683
WWTR1	-2.09116666666667
ZNF700	-0.8265
COBL	-0.3065
PPP1R16B	0.205
