Hybridization REF	TCGA-A8-A07L-01A-11R-A040-07
ZNF200	-0.148
NDN	-0.73675
HBA2	-2.9285
FBLN5	0.98175
PUM1	-0.8065
TNNT1	0.865833333333333
C19orf59	-0.880333333333333
HNRPH2	-0.0985
RAB7A	1.1485
PMS2	-0.40975
BIRC3	-2.25033333333333
NRSN2	0.31875
OR52K2	0.4375
SPOCK1	0.230214285714286
H2AFY	0.82025
RXRB	0.37725
ZNF638	0.028
ANKRD45	-0.407
ACTN4	0.0163333333333333
FXC1	1.26025
EIF2B5	0.6465
VPS33A	0.04325
PINK1	0.668125
FAM106A	-1.4385
SKIP	0.542625
GAPDHS	0.089
MUM1L1	1.68125
PSTPIP1	-0.5735
CNTNAP1	-1.9282
CYP26A1	-2.7255
APOL2	-0.5542
TACC2	-0.211875
COX7A2L	0.159357142857143
HSD17B1	0.2000625
ARRB2	-0.00925
SLC7A6	-0.361
HSD17B10	0.1855
RBJ	0.0555
NUP155	-1.1485
MRPL10	-0.2695
CYCS	-1.83758333333333
CCDC46	0.608166666666667
TECTA	-0.013
GNAL	0.86075
LPO	0.3415
PEBP4	0.83
DDX11	-1.32975
C18orf12	0.3155
TAF9B	-0.492916666666667
IMP4	0.20475
RPA4	-0.520666666666667
NDUFS1	-0.09875
UPK1A	-0.8745
ARRDC2	0.847666666666667
C18orf20	-0.4475
AES	-0.514071428571429
CD2BP2	0.345666666666667
C16orf54	0.1895
UGT2B17	-1.116875
FGFR1	2.15645454545455
CEACAM6	-1.7475
CHRM5	0.01375
CERK	-0.268
AP3S2	0.709785714285714
ANKS4B	-1.567
CLCNKA	0.514
ZNF208	-0.373666666666667
HLA-DRB5	4.311
CARKL	1.079
GOT1	-0.344166666666667
CASP6	-0.21025
HOXA1	-0.5885
RCL1	-0.46125
ZNF181	0.575666666666667
RAB40B	2.4165
MRPL38	0.53925
LRRN2	1.58675
C3orf25	0.363
OR5D14	0.2055
OR10AG1	0.297
BET1L	0.6128
FRY	2.36425
AK3L1	0.09075
CSF3R	0.782
POLR3K	0.3905
ATG2B	-0.0961666666666667
EPS8	0.1215
DARS	-0.82275
C10orf56	0.0995
DAD1	-0.662333333333333
RIOK1	-0.5275
HERC2	-0.145
HSD11B2	1.055
FAM96B	-0.39525
MGC13057	-1.832
BSN	1.72525
CAND1	0.176833333333333
HCST	0.7365
ACTR10	0.441166666666667
OR8D4	0.388
NASP	-1.1579
COL9A2	2.76833333333333
LYZL1	0.5225
GPC5	-0.9585
TBL3	-0.162166666666667
CENTD2	0.3034
OR5AP2	0.6725
TLR1	0.915
LMO6	-0.0315
ZIC2	-2.5205
CPNE5	0.34475
ZMYND15	0.7805
FLJ22374	-0.84825
CCDC106	0.73775
PARP16	-0.0305
PDIA3	0.082
C14orf126	-0.4585
CECR2	1.223
SFRS1	-0.244214285714286
FIGLA	-0.004
DCP1A	-0.642
MGC45800	-0.1216
TEKT1	2.26033333333333
C10orf67	-0.874
CLN5	0.1555
NTN2L	0.269
GLE1L	0.449
CES2	-0.9471
GNAS	-0.255
DDX53	-0.1745
TSPAN13	2.557
MRPL52	-1.1097
SPIRE2	-0.076375
TAS2R39	0.3435
SCUBE3	0.431
UCRC	0.1231
CDKL3	0.12275
KIAA1715	-0.4375
ZNF345	0.60675
RTF1	-0.29275
DHRS7	0.3755
RIPK4	-1.92483333333333
EXOSC2	-0.203166666666667
MS4A2	1.98
FGF17	-0.498
WDR59	-1.1965
EVI2A	-1.52975
IL17RC	1.21333333333333
HS3ST1	2.192
ITGB1BP2	-1.3525
RBPJ	-0.627666666666667
GIMAP1	2.6345
INE1	-1.44433333333333
ALDH18A1	0.159625
TPI1	-0.109
GATA6	0.491
CABP1	-0.6705
ZNF484	-0.1605
DAPK3	-0.1325
GJB1	-3.34766666666667
PIN1	-0.262625
SLC6A15	-3.64183333333333
CNO	0.9295
RIN2	1.486375
FRRS1	-0.536
CYorf15B	-3.78757142857143
DMRT3	1.16475
ATAD1	-0.027
OTUD4	-0.25
ATOH8	-1.965
ZSCAN16	1.348625
ASCC1	-0.58875
OTUD3	-0.531375
MGC33212	0.154666666666667
YME1L1	-0.718125
RP11-218C14.6	0.35225
PCBP4	-0.27925
TNFRSF10A	-0.29875
CDH10	-2.40166666666667
KL	2.2775
SCP2	0.831083333333333
C9orf119	0.46625
SON	-0.547833333333333
MAFK	0.382
SBNO2	0.35
SLC6A6	-0.42025
SC4MOL	-0.4855
FAM35B	0.283
PPP1R9A	0.919
PDZRN3	0.295625
CXorf20	-0.4185
C6orf126	1.2705
AVEN	-0.3475
FLJ21075	-2.3955
C14orf132	-0.075375
PCK2	-1.426375
GUCY2C	-0.0195
BARX2	0.5315
PEX11G	0.394
DAO	-1.23883333333333
C10orf49	-0.0475
EDNRA	2.26633333333333
PPP2R5A	-0.1125
DDX39	-0.538166666666667
SERF1A	0.34025
ASCIZ	-0.2509
FNDC8	0.071
PTMS	0.493125
PHF7	-0.83375
PIP4K2B	0.3066875
HHLA2	-0.19
BDH2	-0.5721
APOBEC2	-0.52575
PENK	-0.4525
SMAD9	-1.1415
MT3	-0.83325
RGL1	-0.426625
ATG10	-1.137875
DLGAP4	0.121666666666667
APPBP2	-0.638142857142857
BACE2	-1.47942857142857
LOC339344	0.6965
ZNF395	-1.072375
HIST1H2BL	0.24075
ZNF467	0.9635
SLC25A21	-2.03425
PALM2	-0.696666666666667
NSUN5C	-0.0295
IL5	-0.1528
CLSTN2	3.685
ANXA8L2	-1.7015
PTGES	2.131125
GDAP1L1	-2.24183333333333
OPRK1	-0.783
WDR20	-0.00983333333333333
C12orf4	1.3955
NUP88	-0.499125
XRCC6BP1	-0.635666666666667
FCGBP	-0.230785714285714
LEMD2	0.719
NOMO1	-0.3875
C10orf79	0.50825
ZNF79	1.2178
OCRL	0.7047
HSPA8	0.0487083333333334
DIDO1	0.64
PLA2R1	1.02125
COG3	0.1349
NGDN	-1.06825
CBFA2T2	0.85175
PNOC	-2.74175
PRRG1	-0.0653333333333333
AGGF1	0.110357142857143
DPF2	1.05075
YIPF7	0.0535
TRPV5	0.28975
ZNF322B	0.7105
MED12	0.105333333333333
CARS	0.527666666666667
ABCC11	-0.632833333333333
C9orf25	0.2505
MYH1	1.174
FRYL	0.0266666666666667
AGTRAP	-0.5645
MMP27	-0.0935
ZNF432	0.10625
OR8D1	0.148
OR13D1	0.433
VWA1	1.04475
STON1	0.61325
IL5RA	-0.32075
PERP	0.1775
C10orf107	-0.4615
TNFSF12	1.674
FN1	0.534666666666667
MTR	-1.36233333333333
PHLPPL	1.06666666666667
ZNF425	-0.000499999999999997
DHFR	-0.690944444444444
PPP1R12A	-0.079875
RSPO2	-1.90175
ZNF7	0.1715
ZNF583	0.8585
TPMT	-2.10133333333333
GPR132	0.00199999999999999
OR2T12	-0.66025
SERTAD2	-0.1041
ATP1A1	-0.447
FRMPD3	1.04525
ZNF672	-0.5785
PLXNB3	0.2005
EML5	0.3075
FAIM3	2.008
UBQLN2	0.4075
SORCS2	2.115
PRIM2	-0.711
ACVR2A	0.5445
YWHAZ	1.72425
PGM2L1	0.16075
GNAO1	0.00478571428571427
RPL10	-0.468
RPS6KA6	1.061
PFKL	-0.534
SH3D19	1.236125
AURKB	-0.744
ZC3H6	0.398
DISC1	-0.404666666666667
FLJ39660	-2.0295
TMEM25	2.17075
OSBPL10	0.631875
CLTCL1	-0.485333333333333
ALG6	-0.221
CATSPER4	0.468
LRTM1	-0.085
RRAD	-0.478666666666667
TIPIN	-0.96225
CARD14	1.504125
RBM9	-0.934666666666667
RASSF4	-1.1995
SLC25A18	0.885666666666667
C6orf58	-0.529666666666667
IGHD	0.1675
PLA2G6	-0.485
TPT1	-0.364
SEC63	-0.5933
CCDC113	-0.7659
TDRD10	0.31375
KIAA1666	1.518875
TOR1AIP1	0.50475
SYTL4	1.78666666666667
SPRR2F	-1.6115
CEBPD	2.61175
SNTG2	-1.39125
C20orf77	0.230833333333333
TAS2R49	-1.1315
C6orf173	-0.535333333333333
SVEP1	0.4045
PXN	-0.468928571428571
VIL2	1.78833333333333
C5orf21	0.471583333333333
DIXDC1	-0.310625
GANAB	-0.406833333333333
PDSS1	-1.563
NGFR	-0.41825
ATP8B4	-0.04725
BMP8A	-0.986
CCDC132	-0.287916666666667
GNRH1	-2.082
OR10T2	-0.6295
PDGFD	3.85866666666667
OR6W1P	0.07
HARS	0.108
KRT77	0.292
AQP8	-0.02525
ITGB1	-0.0459
ZNF254	-0.6476
PAX1	0.146833333333333
PSMC4	0.2963
ANKRD22	3.697
PSMD8	0.378833333333333
HTR1E	-0.0121666666666667
SOX10	-2.7011
OR5B2	-0.021
RABGEF1	-0.301428571428571
MAP1LC3B	-0.933
CYB5R4	0.11675
AGXT2L1	-2.50675
FLJ41603	1.7465
TRAPPC2	1.1515
FNTB	0.1062
FLJ14107	-1.0845
AURKAIP1	-0.02525
DSE	0.8835
NFKBIZ	-2.0995
OSBPL3	-1.3945
LOC130576	1.491
SLC39A9	0.1825
LOC137886	0.301583333333333
RHCE	-3.6185
ATG7	0.5975
FAM82A	0.119333333333333
FBN3	-0.255
MCFD2	-0.787
CASP14	-0.1665
EPS15	0.538416666666667
SFRS2B	-0.3275
C19orf47	0.547
PLAC9	0.284
GPR23	-0.8005
BTNL3	0.268833333333333
RGS8	0.509
GNS	0.8285
ENO2	-2.30733333333333
CBX1	-0.3971
PEX26	1.089
LRP5	-0.777
ADAMTSL4	-2.64366666666667
ARR3	-0.147333333333333
MAP1A	-0.03575
CD2	2.14675
NAV2	-2.1088125
TMEM69	-0.50825
ATXN7	-0.973
CHN2	-0.312
ZNF781	-0.865833333333333
HAS2	-3.9025
KIAA0241	-0.0796666666666667
BIC	0.74
MOBKL2A	-0.299
CYP2C9	0.26
CNOT7	0.420714285714286
SFRS10	-0.09475
CST11	0.62925
FLJ37543	1.3555
NKAP	-0.03875
RUNX1T1	2.193
EAF1	0.62
IL4I1	2.05525
LRRC61	0.836833333333333
PSIP1	-1.13575
SPRR4	0.6765
ZFP90	-0.598166666666667
AP2B1	-0.611846153846154
SLC30A7	0.364416666666667
C7orf28A	0.508666666666667
S100B	-4.05816666666667
BMP2	-3.630875
ESR1	5.78758333333333
ZFPL1	0.48
ARHGAP12	-0.307
LRRC19	-0.123
ZNF767	-0.254166666666667
NACA	0.3015
OLIG1	-2.91325
PRF1	0.55525
LST1	1.86383333333333
SPATA9	-0.157
CNFN	0.5185
CDK4	-0.0361
TCF15	-1.21666666666667
PARC	-0.34475
PPM2C	1.89875
LOC283345	-0.107
FAM107B	-0.07625
DMXL1	-0.224625
RBM3	0.606125
HTR5A	-0.904
SCFD1	-0.917833333333333
EPHB3	2.27675
ROPN1L	1.28116666666667
RAMP3	0.232
TSPYL5	-0.208454545454545
GAP43	-3.567
PAPD4	-0.109375
PDE3A	-1.55925
TNFRSF10C	-0.6775
JMJD5	-0.279
RASGEF1A	1.2412
C16orf65	-0.0626666666666667
HIPK3	0.464333333333333
XYLT2	0.50275
XPOT	-0.613833333333333
GAL3ST1	-2.0595
DHCR7	-0.79425
AMIGO3	0.283833333333333
FGFR4	-0.927833333333333
CRAT	0.538625
PPP1R14D	-0.463
TRIM14	0.4517
TMPRSS11D	0.132
SLC7A11	-1.9645
OR10H2	0.3835
PPM1E	-1.5142
DOCK4	-0.00812499999999997
FAM127A	0.11425
ENOPH1	0.27825
SLC5A3	-0.595
ZNF530	0.3873
NTS	-6.88675
FRMD4A	-0.018625
BCL11B	-3.95133333333333
PRM1	-0.37525
UQCC	-0.4998
S100A16	-0.414166666666667
PLS3	-0.213
WWOX	-0.211928571428571
CCDC23	0.42725
GTSE1	-1.24633333333333
GP2	0.8635
FLJ32549	0.6325
CHIT1	0.7465
KLF9	-0.36325
RPS24	0.2547
MIA	-3.802
FIGN	0.49275
PYROXD1	0.432125
PCSK2	-0.478625
MRPL9	0.57625
RPL24	0.337625
C12orf32	0.06
HIST1H2BE	0.07775
RGS18	1.60925
LFNG	0.80075
RAB4B	0.2913
FBXO25	1.58216666666667
TSPAN31	0.646333333333333
ARL8A	1.44642857142857
C10orf83	0.1086
OR51B6	0.21
CNKSR2	-0.1365
C1orf156	1.187
IBSP	2.665
GFRA2	0.0773
ALKBH7	0.3715
NEK10	-0.2
VN1R3	0.246166666666667
LOC91948	-0.1605
CPZ	-0.4255
IHPK3	0.2415
COL8A1	0.83075
RBPJL	0.403
OR10A4	0.03325
CASP8AP2	-1.240125
MMP12	-1.9935
OR8B12	0.1305
CDCA5	-0.351166666666667
LIX1L	-1.8215
PEX11B	0.74425
GABRA1	0.0436666666666667
HABP2	0.6015
REEP1	1.934
FBXO15	2.02625
CD68	0.34825
WFDC9	0.3915
GHDC	-1.18683333333333
SMARCA1	-0.799
SPAST	0.450333333333333
PLXND1	0.554833333333333
MLCK	0.2295
INTS5	0.382333333333333
BSG	-1.34735714285714
PARP8	0.516333333333333
TEAD4	0.929666666666667
ZNF498	0.0195
TMEM89	-0.310333333333333
DTX4	0.499625
TNRC6B	-0.18575
ARMC2	-0.891
FGFBP1	-3.45666666666667
TIMM8A	-0.468166666666667
AJAP1	-2.3229
ZNF608	-2.10125
SLC25A42	-0.4775
SYP	-0.346833333333333
MMP11	3.40183333333333
USP40	0.0964
C3orf62	0.671666666666667
MYO1E	-0.3126
LRFN4	0.30525
XCL1	-0.577333333333333
GPR155	-0.16675
VPS29	0.517125
CARHSP1	-0.9445
ARHGAP20	0.152666666666667
GREM2	-0.673428571428571
CCDC102B	2.254
ZNF577	0.770166666666667
HDDC2	0.408
SHC2	-0.1967
NCOA5	0.987166666666667
INPPL1	0.071
CHGB	-3.131
IHH	-0.0695
DDEF2	0.42875
DIAPH3	-2.03728571428571
BUB3	-0.598666666666667
GGH	0.150666666666667
VPS35	-0.226
CNN2	-0.319416666666667
ASNA1	-0.41975
WDTC1	0.47625
AMAC1	0.033
HAS3	-1.43733333333333
SLC1A6	-1.5905
ZNF563	-0.7865
C1S	2.35775
TCF7L1	-0.605125
OR10Z1	0.7115
ME2	-1.0049
C6orf151	-0.997125
KPNA4	0.5405
GLO1	0.02575
WDR61	0.2685
CD302	2.0585
SIRT7	0.634333333333333
C11orf59	0.30325
PKIG	0.563
PPIL3	-0.3885
CCDC74B	0.474875
ZNF528	-0.17025
EFNA5	-0.1355
FCGRT	2.12725
NOL4	2.742
CCS	-0.1715
LOC374491	0.6945
MFSD7	2.907
ZNF555	-0.103
LIMS3	-1.49025
TSSC4	1.216
COL11A2	-1.253
C1orf119	0.882333333333333
BPNT1	-1.38425
CHRNA6	1.256
C1orf173	0.2694
PLD2	0.25575
ORC1L	-1.748
SASH1	1.668375
CDC14B	-0.825875
RLBP1L1	0.3275
LDLRAP1	1.3997
NAT8B	-0.573666666666667
HHEX	-1.513
LGALS7	-0.348
PLCH1	1.564625
OR1M1	0.0335
PRAMEF16	-0.63525
HECTD1	-0.877
C14orf39	-0.7235
TLN2	-0.282
HDAC4	-1.47335714285714
SYCP2L	-3.485
GLRA1	0.2695
RPS6	-0.722
hCG_1757335	-0.6515
KLHL1	-1.334
CTNNBIP1	-0.4425
SCAND2	-0.613
HMGN2	-0.0502
YAF2	-0.1
BRPF1	0.503
LIAS	-0.88425
CTA-246H3.1	-3.6455
SAG	1.469
C20orf10	-0.01575
HNRNPA2B1	-0.976166666666667
GADD45A	-1.74933333333333
MSH4	-0.069
TMEM70	0.7115
HIST1H2AM	0.784125
C19orf26	0.207166666666667
C1orf50	-0.10775
GNG3	-0.72875
FTO	-0.78775
CALCB	0.0085
PPP3R1	0.051125
C15orf42	-0.86125
CCNJ	0.37875
GNAZ	1.24986666666667
PSD	-0.210333333333333
FAM57A	-0.82475
STIM2	0.453166666666667
DHX8	0.01675
MOGAT3	-0.629
UBE3B	0.817166666666667
PLAT	-0.329666666666667
C6orf206	0.609
COPE	0.0521
EIF3A	0.32225
C1QL2	-0.13575
IQCE	0.578416666666667
KIAA0182	0.360333333333333
SLC22A7	-0.411
PPFIA2	-0.186
ADAMTS15	0.9095
ODZ1	-0.518
THBS4	2.84466666666667
ARHGAP1	0.898375
B4GALNT3	0.3135
FCHO1	-2.854
LOC440456	0.24175
HOXD10	0.332166666666667
CXCR3	1.06383333333333
CHI3L2	-3.37825
SRPX2	2.04625
ZNF132	0.183333333333333
UBAC2	-0.5605
RPL32P3	-0.6165
CBWD6	0.175
ST6GALNAC4	0.45
KIAA0391	-0.598166666666667
LOC388969	0.5535
KRTAP5-8	0.532333333333333
ZNF786	0.0935
LYVE1	1.21066666666667
GPR144	-0.16
APOH	-5.435875
TSC22D2	0.302166666666667
PLCD1	-0.892
FLG2	0.533
M-RIP	0.1419
NDUFV1	-0.56175
POLDIP2	0.663833333333333
RAB3GAP2	-0.799166666666667
RPSAP15	-0.20125
CLEC7A	0.88025
HSPA14	-0.615
TAAR5	0.36425
FAM132A	-1.12575
C2orf43	-0.30425
OR10V1	0.583
SELPLG	-0.25575
C1QTNF6	0.324666666666667
OPCML	0.5076
DTYMK	-0.579
ALDH16A1	0.413875
F13B	-1.0465
MGC16169	-0.31575
KIRREL2	-1.4255
C14orf32	-0.0899166666666667
SLAIN2	0.8999
HSD3B2	-0.477
AMMECR1L	0.3056
LRRC37B	-0.4385
HMG20A	-0.615666666666667
C22orf27	0.8088
FBXL22	0.9095
AP1B1	0.145666666666667
TNKS1BP1	1.00525
CD74	3.2435
HSPA12B	2.10483333333333
PLSCR1	0.131166666666667
SLC35E1	0.169
FEZ1	-1.648
APOD	2.745375
C16orf44	-0.5355
C1orf166	0.7045
KCTD11	0.10075
NELF	0.17975
SRP54	-1.162
MGC35361	0.8425
GPR35	-1.3495
NRGN	-0.9525
SIGLEC12	0.123
SCN1B	0.06425
IFNW1	1.149
STAR	-3.62575
HLA-DQA2	2.967
RNASEH2B	-0.68475
TAAR2	0.212
VAMP5	0.257833333333333
TUBA1C	-0.557285714285714
PIK3R2	0.40775
ARD1A	-0.212666666666667
EBF2	0.4865
CAMSAP1L1	0.78075
CYP3A43	0.32325
AKR1B1	-2.1935
KIAA1729	0.425875
KAL1	0.8794
CYBB	0.184
UXS1	-0.28425
LOC338579	0.2965
C11orf45	1.82275
SHB	1.035375
IKZF4	0.09175
NDUFA1	-0.33275
HSPE1	-0.28675
C1orf215	-0.48075
GPR113	-0.293333333333333
ZNF573	0.333
TBX18	0.437
GGTA1	4.78275
PCDHGA8	-0.2215
RPS6KL1	-0.158
DPP9	0.8715
SLC43A2	-0.17225
COPS3	-0.66575
PMPCB	-0.2295
HYLS1	-0.086
LSM8	-0.483166666666667
PDE6B	-0.723125
C10orf118	0.8189
OR1C1	0.322166666666667
ZNF415	0.97475
OR2F1	-0.03475
ZDHHC13	1.776375
FZD8	-0.8079
TCEA1	0.388
SUSD4	1.573625
C22orf24	-0.188
TNFRSF14	-0.70725
TRIM28	0.152333333333333
FGF5	-2.165375
CSPG5	1.44666666666667
RNF133	0.1965
FKBP15	1.2685
BZW2	-0.901
NSMCE1	-0.104
PTPRN	-0.5565
TST	-0.8385
POP1	0.4725
RNF24	-1.148
SFRS4	-1.660875
REPS1	-0.15575
CD70	-3.12466666666667
PDXDC1	0.160875
SRC	0.2808
NTNG1	-2.45133333333333
SETD1B	0.51275
TINP1	-0.1339
ZNF606	1.23216666666667
SSR1	0.27025
RGNEF	0.326333333333333
NFS1	0.0271666666666667
CENTB5	-1.12208333333333
CRMP1	0.547
ADAM18	0.39775
CCDC87	2.72516666666667
LRRC8B	-0.24025
CSNK1G1	-0.28
MAFB	2.22766666666667
C12orf45	-0.2055
C1orf54	1.60975
DPEP1	-0.5135
FLJ13137	1.014
C14orf118	-0.3175
ANKRD19	0.186
ABCA9	1.1096
TMEM87A	1.2986
BBS5	0.9592
CYP17A1	-0.243
SCG3	-3.56966666666667
ESCO2	-1.08525
GFER	0.702
NRIP2	-0.239833333333333
DDX59	1.06766666666667
RIC8B	-0.0467
TNNI1	-0.1365
KTELC1	0.0656666666666667
GPR85	0.144333333333333
SP3	0.647
GOSR2	0.41725
DDX1	0.00325
DSCR9	-1.436
KIAA1984	-0.96925
FLRT3	-2.8515
RNPS1	-0.353642857142857
ZNF772	0.7625
SLC25A10	1.327
ADAMTS3	-0.6994
TBC1D7	-0.809
PCYOX1L	-0.80625
LOC339745	1.512
VPS54	-0.211
PCDHB12	0.331875
C4orf6	-0.905
CCL5	1.494625
PEX5	0.019125
LENG1	1.048
LOC51336	-1.98175
FLJ25371	-0.1865
WDR45L	2.77833333333333
SPAG8	0.219666666666667
GUCA1C	-0.1735
LOX	-2.0065
FIZ1	0.8455
BAG5	-0.173916666666667
BUD13	-0.692333333333333
MGC2752	0.21925
IQSEC3	0.103125
TGFBR3	-2.1855
CASP9	-1.608125
PPA2	-0.494625
MED24	-0.054875
MAP3K7	-0.884
SRPR	-0.52425
C17orf81	-1.581
RIPPLY1	0.35475
EID2	0.11075
AKR1C1	-4.036
IMMP2L	-0.576125
SPSB4	0.501
BAG4	2.47175
ZNF32	1.22983333333333
KLHL34	0.44025
BRD2	0.263875
IL32	-0.8845
FAM53B	0.2645
SLC7A1	-0.619
KAAG1	0.097
CCDC54	0.00100000000000001
PRKCQ	-3.11425
TIRAP	0.72
SPSB1	0.762833333333333
USP36	0.04625
FLJ32569	-0.838
LYZ	-1.568375
TMEM186	0.490833333333333
TPM2	0.114166666666667
C9orf100	0.406166666666667
PPP1R11	0.8875
OLFML3	1.3254
ELAVL1	-0.574083333333333
DNAJC17	-0.221333333333333
ABCA2	0.6915
BNIP3L	-1.66225
ATP10D	1.1715
GALNT8	-0.824
PRKCH	1.62475
USP12	-0.68125
STXBP1	-0.9112
LSM2	-0.246166666666667
ANKRD30A	-1.172
LAP3	0.66475
C9orf40	-0.638666666666667
KATNAL2	0.615166666666667
RG9MTD2	0.05575
PNPLA7	0.92175
IDH1	-0.085
C1orf57	-0.95575
XRCC5	0.4264
TBRG4	-0.616
DCDC5	0.629833333333333
POU5F1	-4.67025
RAB1A	0.865214285714286
KRTAP15-1	0.2455
INHA	-1.35866666666667
WDR90	-0.3795
MLL2	0.308
FAM104B	0.1225
SF3B14	-0.295
STX1B	-0.2085
SNX12	-0.04025
KMO	0.526
FAM100B	0.598
CDRT15	1.3845
RAB9A	-0.387833333333333
RUFY3	0.221875
UBE2U	-0.0661666666666667
NFKB1	0.2879
FBXO38	-0.233125
VRK3	0.27525
TUBB8	0.079
IFNA6	0.435
AYTL1	-0.579833333333333
RBP3	0.350428571428571
MUC13	1.11975
C8orf30A	0.375
MFAP1	0.235
NHLH1	0.61675
CXorf34	-0.16075
SP8	-3.42
RNF151	0.257166666666667
TDRD7	0.436
KCND2	3.488
FKBP9L	-0.0531666666666667
C17orf44	1.298125
TIMM17B	0.077
WIPF1	0.1768
SNX15	-0.0355
IGF2R	-0.3093
SBSN	-0.9785
RBM15B	0.36225
AGBL5	0.443583333333333
APEX2	0.50125
C17orf39	-0.7985
UBE3A	-0.5348
SPANXC	-3.002
TGFB1I1	0.242
RBM13	-1.39725
TOP2B	-0.182166666666667
NPVF	-0.475
RIMS4	2.417625
RAD54L2	-0.514666666666667
RSPO3	1.71133333333333
C2orf47	0.0455
TSPAN4	0.211416666666667
DNAL1	-0.04775
DKFZp761E198	0.120125
NLE1	-0.488
TPST1	-0.1125
SREBF1	0.403625
CLEC12B	-0.559
FUK	0.5945
IL21	-0.0385
LTK	-2.426
DKKL1	-1.28375
EPAS1	0.16025
UBTF	0.0869
HIST2H2AB	0.640333333333333
TMPRSS12	-0.268
KIAA0427	0.552166666666667
CYP8B1	-0.990333333333333
FPRL2	3.451
LOC402573	-1.23725
HSDL2	1.144
SEMA6B	-0.0906666666666667
AKR1A1	0.285285714285714
CLTB	0.716333333333333
NXT2	0.401166666666667
HSPB7	-1.193
MLLT11	-1.67633333333333
OLFM3	-0.519
SEC61B	0.30275
GPR139	-0.52
RRP15	-0.989875
OR3A2	-0.2355
RSL1D1	-0.2359375
P2RX7	-1.28133333333333
PSME2	-0.273
ADNP2	0.0435
RBM25	-0.713583333333333
IFITM1	-0.08075
POLR2E	-0.465
ZNF643	-0.4685
ZBTB25	-1.9655
SPTBN4	0.2635
FBXO28	-0.31975
CLEC10A	1.308
EPHA8	0.139125
BEST4	-0.73
GAS6	-0.161333333333333
TSHR	-0.925
TMTC1	-2.51895454545455
GSTM2	-0.549833333333333
ETV1	-1.23275
ADAM11	-0.841833333333333
ERGIC2	-0.107333333333333
ATP6V0E2	1.412
HGFAC	-2.56416666666667
CTTNBP2NL	0.2625
FLJ20628	0.24625
MTCH2	0.18225
BACH2	-0.964333333333333
AUTS2	1.35583333333333
FSD1L	1.02775
RPRM	-1.6835
PPP2R3A	1.06316666666667
BAT2	-0.415125
LPHN2	0.2905
MGC71993	0.0486666666666667
PPARGC1B	-1.0525
CENPT	-1.228625
RNF123	0.414666666666667
COL27A1	-1.1182
ZP2	-0.115
C2orf21	-0.3255
CCDC78	-0.30625
MCM8	-2.07016666666667
PHLDB2	-0.74375
PLAUR	-1.017875
HDPY-30	-0.22225
BMP5	-3.057
MUM1	-0.063
FAM62C	0.568
MID2	1.34466666666667
SYT16	-1.7825
ISG20L1	0.0884
C2orf40	2.587
SRRM2	0.161428571428571
FCRL1	0.245875
C1orf90	1.074
MEP1B	-0.277
PCSK7	-0.154
PBX2	-0.00850000000000001
CENTB1	-0.589833333333333
GLT6D1	0.1275
HGS	0.5195
WDR51B	0.16425
KCNJ8	1.447
NOL10	0.212
EDEM3	0.892
TCOF1	-0.619333333333333
SLC16A1	-2.52566666666667
SF3B3	-0.4845
NUDT21	-1.240875
ZNF235	0.4275
KIAA0644	3.21775
ERC1	0.814125
NKIRAS2	0.648
TRMT5	-0.25575
PPP1R7	-0.1735
C14orf177	0.145
HTRA4	1.01275
FAM139A	-0.1325
C16orf30	4.7615
C10orf32	1.153375
VCX2	-4.11025
MGC27016	0.334833333333333
LARP5	0.588833333333333
THNSL2	1.76016666666667
TRADD	-0.333833333333333
C1QTNF1	0.502875
C1orf43	1.5818
AS3MT	-0.88175
SCARF1	1.2735
PHF23	-0.071875
B3GNT2	0.948833333333333
FNBP1	-0.513
ZNF780A	0.2585
MAGEB2	-2.70975
FANCG	0.71025
EYA2	4.03666666666667
ZNF471	-0.00337499999999999
C14orf153	-0.827666666666667
BCL2L14	-0.66425
EFS	1.134
CKAP4	-0.1555
ZNF224	-0.2591
ZNF652	-0.7375
TMEM4	0.106625
SCN3B	0.567375
OAT	-0.167
DRD1	-0.214875
IQGAP2	-0.994
CDYL	0.0138333333333333
PFN3	0.38325
ANKS1A	0.42975
COBLL1	0.4865
C2orf55	2.29916666666667
PRCP	1.23325
TMEM130	-0.15975
SPINK1	-1.79375
NDUFB1	1.181
DIO3	-0.616
PRTG	-1.047
PVRL1	0.499125
CNTD2	2.828
MYL4	-2.86016666666667
SLC17A1	0.02375
RGMB	0.0501
TAF5L	-0.436
FAM27E1	-2.351
CCDC59	0.01825
MED20	0.0751666666666667
CHMP4A	-0.45525
FBXL12	-0.975166666666667
TOMM20	-0.967
ZNF364	-0.1115
COL22A1	0.90075
C13orf8	-1.0145
TBC1D14	1.12564285714286
MRPS35	0.251375
LOC51057	0.7215
MSC	-0.111166666666667
CILP	5.44566666666667
ATXN7L2	-0.2185
BTLA	0.542333333333333
SEC23B	-0.3325
RDH13	0.41325
C17orf63	0.290166666666667
TIA1	-1.1625
RHOXF1	-0.0371666666666667
SPAR	0.548
SPTLC1	0.301375
HMGB3	-0.511923076923077
TOPBP1	-0.0693333333333333
NAT8	-2.5005
KLF11	0.35325
HOMER3	-0.120166666666667
KCNAB3	-0.70225
C9orf85	-0.9205
HCG3	0.144375
MGC34821	0.6435
PHLDA3	1.68225
ODF3	0.4475
KLHDC4	0.350333333333333
