Hybridization REF	TCGA-B6-A0IE-01A-11R-A034-07
TCF20	0.69225
LRRC46	0.63
C20orf152	-0.21575
MRPS6	-0.6075
ABCB11	-0.565
KCNC2	1.90816666666667
CDH19	-2.72183333333333
C9orf123	0.2095
SSH3	0.728375
LDLRAD1	-3.623
CCBE1	-1.28666666666667
ZNF135	1.326125
TAAR1	-0.738
WFDC12	-0.14
CCDC42	-0.5686
FLJ12529	-0.3955
PER1	-0.6916
TIMM50	-0.308666666666667
SMARCAD1	-0.3205
FAM26C	-0.572
TP53TG3	-1.24683333333333
SH3RF1	1.3949
LMCD1	0.842
GPR63	-0.162
FLJ21986	-1.752125
AIFM3	-0.5335
MICAL1	-1.18366666666667
BLZF1	0.434333333333333
IQCA	0.876
PCDHGC3	-0.858
SAC	0.44475
BCL6B	1.6325
DDO	-0.26625
MARCO	-0.03575
DCHS1	0.929666666666667
C1orf170	0.659833333333333
CD200R1	0.372
C22orf15	0.502
SEPT11	0.342333333333333
ADNP	0.32675
UST	0.6601
C13orf34	-1.3485
RFFL	0.764071428571429
APBA3	-0.381
C2orf60	-0.910875
CUTL1	0.3791
PMS1	-0.901375
ZNF689	2.833
EIF3E	-0.291833333333333
IL9	0.677
RPL31	-0.053125
LY9	-0.512
ATP2B3	0.131
KDELR2	1.063375
TFCP2	0.54475
NLRP12	-1.301625
FLJ45422	0.527
TLE4	-1.1491
ZNF570	-0.22
FLJ43806	-2.3095
TLK2	0.053625
CIR	1.108
MARS2	-0.569
COL24A1	0.47675
SDF2L1	0.2245
HIBADH	-1.007
IGFBP3	-2.08535714285714
C12orf23	0.885625
PSPC1	-0.69925
C20orf43	1.145
TRAV20	-0.652
ARHGAP24	-0.17
KIAA1975	-0.632875
C1QA	3.304
DNTT	-3.71416666666667
C10orf6	-0.887583333333333
C11orf41	-1.232375
HNRPF	1.065875
COL11A1	2.27
UBAP2	0.0611666666666667
CDKN2AIPNL	-0.3855
C20orf174	0.388
SPRED2	-0.9555
PLA2G12A	0.993
ICEBERG	-1.25
SCN10A	-1.318
C11orf65	0.55375
GBP5	2.3835
PITPNC1	-0.612333333333333
POU3F3	1.7915
NCOA7	-0.8645
LIN7C	-0.8905
LOC348840	-1.641
NKX2-2	-2.03525
ANKRD13D	-0.31875
LOC123688	-0.49625
FUT2	1.87616666666667
TAAR8	0.6375
FZD4	-0.142
PNMA3	-0.0731666666666667
OR4L1	0.965
WIT1	-2.071
EXOC3L	1.16225
ATPBD4	-0.3274
KRBA1	-0.6325
UBXD6	-0.00375000000000001
HOXB7	-0.00671428571428566
C7orf23	-0.353
UNQ338	0.92275
STAB2	-0.368
CDC20B	0.18
IRF9	1.14475
CENTG1	1.06366666666667
TNPO2	-0.64625
MCPH1	-0.133625
BMS1P5	-0.33575
SLC26A7	1.121
HIST1H3J	1.7545
C9orf3	-0.322
LBH	1.35425
MYO1D	-0.0735
PTDSS2	-0.157
NFU1	-0.1755
DEPDC4	-1.7845
WNT7B	0.2234
GLP2R	-0.500166666666667
SETD4	-0.1761
DYNLT3	-0.7618
FKBP11	0.213833333333333
SESTD1	0.137333333333333
FLII	-1.41175
RPS16	-0.3451
CHPF	-0.5925
CSNK2A1	0.722833333333333
SUMO1P1	-0.17425
FKBP6	-0.2665
ZNF214	-0.612
TWIST1	-0.120333333333333
DDX56	-1.1215
TRAM1L1	0.9203
EPO	-2.86716666666667
MRPS18B	-0.2615
ZNF682	-0.327666666666667
RPL14	-1.02966666666667
MAFF	-0.96975
LOC51136	-0.311375
LY96	0.15125
DDX20	0.1395
ABTB1	0.483333333333333
ARL5A	0.4155
CCT6A	-0.8375
HEPACAM	-1.41816666666667
EHHADH	-0.135166666666667
RBAK	0.0625
CGB1	4.9005
ITGB5	0.0999
YIPF3	-0.0735
FKBP2	1.16125
NR1D1	-0.6647
TMEM110	-2.4605
NEK2	-0.920333333333333
PRAMEF8	-2.2795
C20orf52	-0.3575
PCDHGA3	-1.135
VWA3B	1.0005
NDUFA5	-0.245625
THAP9	-0.4385
FLVCR2	-1.06966666666667
AP1S1	-1.09575
SMAD6	-1.56225
SAV1	0.718375
SAT1	-0.935375
ZNF251	0.134625
ADAMTS7	-0.3244
RPP38	0.882
C1orf211	-1.66
YPEL2	1.1563
RBMS1	-0.41275
ZNF445	0.00180000000000002
NRXN2	1.46116666666667
PGBD4	1.00171428571429
UGT2B28	-2.40975
WBSCR16	-0.67
NLRC3	-0.072875
ASTL	0.4475
ST6GALNAC1	-3.46775
ZADH2	0.114125
MLLT4	0.124916666666667
ARL6	-0.9805
MEF2C	-0.29575
CBFA2T3	0.5915
AFF3	1.53471428571429
COG7	0.614833333333333
MYB	1.299
PLXNA3	0.3745
XRCC2	-1.6445
MMS19	-1.276
ST8SIA5	-0.962142857142857
CHPT1	0.231
KIAA1712	-0.61875
OR6X1	2.942
ACTR3	-0.390625
UGCG	1.621
OR4P4	-0.243
ZAP70	-3.04275
LPP	1.17025
ZNF485	0.65825
PTPRCAP	0.4725
IL12RB1	0.6085
ATRX	-0.8379
CHST8	0.131375
C14orf109	0.3
ARV1	-0.63225
NMB	0.466714285714286
COX5A	-0.852833333333333
EIF6	0.83475
MPPED2	0.297166666666667
SEMG1	-0.4185
CHRDL1	1.3265
TRAF3IP2	1.26775
WNK2	-0.366714285714286
LILRA4	0.905666666666667
LAMA2	5.17675
PXT1	0.283
RLBP1	-2.22175
CD300C	-1.403
SLTM	-0.638
FLJ10404	-0.0960000000000001
APOBEC3D	-1.8755
RENBP	-0.394333333333333
ATXN7L1	0.36225
NID1	-0.34875
TUBGCP3	-1.145375
ITIH5	1.48586666666667
CCDC110	3.51925
C8A	-2.98775
MGC87042	-0.703
HOXC13	2.14725
TFDP2	-1.02375
HCP5	0.5175
POLI	0.8145
UCN	-2.11266666666667
ZNF764	1.051
C8orf45	1.23075
FHL3	-0.585
SPATA5L1	-0.265
MMRN2	2.96033333333333
NDST1	-0.263166666666667
COL20A1	0.327833333333333
ZNF248	-1.073
PELP1	-0.550833333333333
MBL2	-2.34416666666667
RNF41	-0.188
C5orf24	-0.307375
THOC5	0.00787500000000001
SERINC3	0.491833333333333
RP11-151A6.2	-0.575
CDCP2	0.54
HIST1H2AA	0.30425
C11orf75	0.812833333333333
FKBP7	0.26575
DDOST	-0.1495
GPNMB	-0.175333333333333
TTF2	-1.15533333333333
KCNT1	-0.168333333333333
SLC39A14	-1.19142857142857
NGRN	0.6188
GPR137B	1.27525
MECP2	0.539625
PSMA1	-1.257
C16orf73	-4.5905
TMEM60	0.0323333333333333
CSN3	-0.302
NOS1	0.358
RAB7L1	-1.4165
YBX2	0.851
KIAA1166	0.4005
FUBP3	-0.195833333333333
ABCG1	1.07
ACACA	0.0330833333333334
ARL11	-0.0252
ATOH1	-0.14
ODF1	0.4378
CREB3L3	-2.202
TMEM127	0.938285714285714
DSCAML1	0.17975
PLN	0.560333333333333
LYPLA1	-1.62933333333333
PRDM9	-2.1725
SASP	0.45525
PLUNC	-0.114
INTU	0.57175
HISPPD1	-1.04925
LNPEP	-0.943666666666667
YARS2	-0.907833333333333
APCDD1L	-1.128
ZCCHC4	-0.629
FBXO22	-0.947333333333333
TTLL13	-0.725
ZNF669	-0.112833333333333
PTGDR	1.17775
DDX27	0.93075
KIAA0409	-1.00933333333333
GJB6	-0.899333333333333
ASB8	0.51325
PLP2	-0.295166666666667
MEPE	1.302
OR10J5	0.773
KRT222P	0.4525
COQ7	0.355833333333333
C1orf101	0.3825
RERG	3.5681
CHMP5	-0.90725
THAP11	-0.114625
ZNF43	-0.323666666666667
ZRANB3	-1.056
KRT13	0.537
MRPL19	-0.526875
RBBP9	0.227
SPATA17	1.95271428571429
BXDC5	-0.182
PAFAH1B1	-1.6445
MAGEE1	0.76875
OSTF1	0.484
KIAA0323	0.225583333333333
TXNDC13	0.299166666666667
CNTN4	1.04457142857143
LCE1B	1.268
UNQ501	-0.52475
ZNF154	-0.354
C3orf64	-0.30675
SYT5	0.6541
PON1	-1.254
FLJ10357	-0.06075
ATP4A	-1.1
GNPDA1	-1.46616666666667
MGAT1	0.0516666666666667
C14orf121	0.6955
SLC35B2	-0.444
MIER3	-0.0726666666666667
CHEK1	-0.76
ZNF8	-0.0966666666666666
TXNDC1	-0.310333333333333
CKB	-1.8396
RTN3	1.54414285714286
FZD2	-0.461166666666667
PART1	0.347285714285714
PSMB6	-1.65175
PCDHB8	-0.264
PHC3	-0.4832
PPP1R8	-0.0946666666666667
NOVA2	1.9465
TNFRSF11B	-3.376875
GOLPH3	0.782
UBLCP1	-1.93175
SUHW3	-0.32325
TTLL1	1.1075
OPN4	0.6035
OR13G1	0.4565
ZPBP2	-0.2018
HSD17B11	-2.1885
C9orf50	0.544
DHDDS	-0.340214285714286
CTSW	0.1399
NEFM	-2.34516666666667
MRPL28	-0.6665
SYN1	0.739833333333333
PIGV	0.6885
ZIM2	-0.50825
APBB1	-0.401833333333333
SND1	-0.1155
C1orf123	-0.298833333333333
CHD3	-1.39775
BHLHB8	0.16325
RNASE2	-0.350666666666667
BCAP31	0.27575
SLC25A44	0.378666666666667
CHD6	0.8866
PIB5PA	0.956615384615385
SELS	0.75025
LOC541471	0.494
FAT2	1.095
ZNF81	-0.556
OR4C16	-0.5115
FLJ10081	-0.0438
LRRC4	0.8955
CS	-0.728166666666667
N4BP2	0.902125
IGFBP7	1.347
ZNF318	-0.392
NDNL2	-0.168125
ZNF609	0.2325
SIRT4	0.03225
EXOSC10	-0.2535
ECE2	1.00066666666667
OVGP1	-0.336
GTPBP3	0.133
PACS2	-0.4273
C19orf36	-1.60566666666667
ARL4C	-2.272375
ATG4B	0.17325
UBQLNL	3.13225
RHOXF2B	-3.0455
PLEKHG2	-1.4885
GALR1	-0.097
AQP4	0.5285
HDAC7A	-0.149666666666667
DCUN1D3	1.00725
OR8A1	-0.3505
CCRN4L	0.76575
CBR4	0.301333333333333
KIFC1	-1.47016666666667
SLC7A14	-1.90316666666667
LHX5	null
TRPC7	-0.471
LPXN	-1.16225
SERPINA1	-2.07457142857143
RPS13	-1.066
BPIL3	0.365
PRKAA1	-1.4105
FADS2	-1.2928
ENAH	0.162
PRO1768	1.569
APBA2BP	-0.90225
LIPH	1.29133333333333
C3orf33	-0.62025
RCC2	0.769214285714286
ALDH1A2	-2.22733333333333
RNF103	2.7985
AHCY	-0.9005
ALG12	0.759
CCL17	0.7455
ZNF543	1.41983333333333
ESRRG	1.4496
CNGA1	1.40775
RDH5	-1.03983333333333
OTX1	0.2688
PTGFR	-0.416
CDR2	0.060625
SELE	3.005
NLGN2	-1.36716666666667
EXOSC9	-1.14875
ZNF566	-0.322666666666667
KLRC2	-4.254
GPR12	1.0665
KIAA0196	0.76075
PDRG1	1.47125
SSR3	0.0545
MSI1	-0.722
CST9	0.621
CC2D1A	-0.574875
PLAGL1	-0.426222222222222
ZNF778	0.6665
RNF2	0.653125
KLF6	0.581833333333333
THBD	0.561333333333333
tcag7.1314	-0.56175
NR5A1	0.342333333333333
ABCD2	-0.165333333333333
DNAJC7	-1.42675
CLEC4C	-1.5655
TM2D3	-0.550375
CCDC4	-0.7575
PLAC2	-0.55
DCD	-0.567
FAAH	0.779875
POLA1	0.0315
TM7SF2	0.670125
FLJ39822	-1.34416666666667
FLOT2	-0.50025
MAP4K1	-1.25916666666667
SRP68	0.4555
C21orf74	-3.032
ARPC5	0.409875
LOC126075	-0.2315
HECW2	-0.103875
ZDHHC4	-0.71725
ANKRD42	1.1034
PDE9A	-1.177
ABCA8	0.88875
NDUFS2	-0.937
UBR5	0.257125
BTBD16	-1.535
LOC554174	1.097
ZNF20	0.937
KIAA1843	-2.156
WDR17	-0.485875
C15orf33	0.1805
RNF113A	-0.142
CAMKK1	-1.2458
CLCN2	-0.7665
ANXA6	-1.6545
LOC340069	1.0235
EMID1	-0.00700000000000001
DPM3	0.503
ELA1	0.566
SLC25A13	-1.0819
KRT24	-0.1895
SMPD1	-1.42733333333333
TH	0.304285714285714
COL6A2	0.189785714285714
ANKS1B	1.98725
GPR126	-1.5895
ZC3H12A	0.347833333333333
TMEM47	-0.187833333333333
C2orf51	-0.158166666666667
C1orf88	1.706
HSF2BP	0.41675
AKAP10	-1.059
RPAP3	-1.294
KLHDC8B	-0.19875
STOM	-0.7165
MUPCDH	-0.00800000000000002
C10orf72	-0.4055
PLEKHA3	0.29525
TCP11L1	-1.46575
CWF19L1	-0.904375
SPEF1	0.840363636363636
YSK4	-0.0764999999999998
ELN	2.6664
SAMD8	0.0561666666666667
MPI	-0.935166666666667
MEPCE	0.1563
ABCC3	-1.063125
NANOGP1	-3.041
KCNK17	0.087625
HLA-DMB	3.47383333333333
RRAGA	0.286
ANGEL1	0.5215
RBM32B	0.5615
CPN1	-2.71875
MGC52282	-0.878111111111111
HLA-A	0.11525
OR9G4	0.47
EDNRB	-0.729875
SCD	-2.60153846153846
C14orf80	0.473166666666667
BAGE2	-0.631
RABL4	0.602166666666667
RCVRN	null
SHANK1	-0.8815
NLRP7	-1.462
CD226	0.11
STAT3	0.0476875
SYNJ2	-0.7385
TPCN2	0.0446666666666667
WDR36	-1.64291666666667
MBD4	0.28875
ROBO1	-1.16277777777778
ST3GAL6	-3.0835
SLAMF8	0.378
ATN1	0.760833333333333
GPR141	-0.383
KRT36	0.1905
TPH1	-0.815
DDX52	0.22125
ZSCAN29	0.335
TRPT1	0.138166666666667
DPEP3	0.190666666666667
DENND4A	-2.214125
TSPAN16	0.243
PTCHD2	-0.5805
LOC145814	-0.47075
CAP1	-0.347166666666667
EIF5A2	-1.6893
NT5DC3	-0.596125
SEPT9	-0.618375
SEZ6L2	1.033375
EGFLAM	3.7885
VPS11	0.545375
NDUFB5	-1.151
CIDEA	1.3105
IER5L	0.831
N6AMT1	-0.1625
FAM83C	-1.85133333333333
OXR1	1.7645
IRX1	0.467
DGKB	-0.318666666666667
GCN5L2	-1.96025
MIR16	0.60625
FBXW9	-1.114
WDR4	-1.06666666666667
PDC	-0.0595
VPS33B	-0.58775
HEXB	-1.64875
FLJ32214	0.8345
TCEB3	-0.5815
CRLF1	-3.01925
ABI3BP	0.3625
C8orf22	-2.9015
PYCR1	-1.2435
KIAA1706	1.05375
CDK5R2	1.13175
WAS	-0.607
C12orf60	0.12325
CCBL2	-0.65675
MADD	-0.832
C5orf34	-2.14225
WDR42A	-0.3743
KLF12	-0.351125
HSPA1A	1.9275
ITM2C	-1.17491666666667
DAPK2	0.9535
LOC442590	-0.0335
SUMF2	0.318875
CENPA	-1.62753846153846
TMED5	-0.208375
CDH6	-0.8345
BRP44	1.160875
THG1L	-0.4935
GABRA2	-3.102
C14orf166	-0.03175
MYL1	-0.9002
TNFSF18	1.498
PAP2D	-1.3855
PPIB	-0.13
KLHL4	-0.335875
SFN	0.397
CCDC127	1.12975
FRAP1	-0.5275
GOLGA5	1.0065
SDCCAG1	0.042125
MGC21675	0.181833333333333
C10orf95	-0.21025
KIAA1345	0.326
C1orf163	0.134
LACE1	-1.0415
OR10K2	0.5455
CENPN	-1.1658
TMED2	0.17125
UGT1A6	-1.0805
ANG	0.49175
U2AF1	-1.041
CASC2	-0.0188
NMT2	-0.7165
OSGEPL1	-0.634625
DFNB31	-1.3645
SLC6A20	-0.268875
DKC1	-0.52275
FXYD4	0.122333333333333
WDR64	0.952
MGC5590	1.0335
CREBZF	-1.01083333333333
DAZ1	0.042
PRPSAP1	-0.058
GCHFR	-1.09775
TTC7A	-0.558125
LOC196993	0.64475
UBD	-0.912333333333334
S100A1	-1.295375
RPL6	0.332666666666667
DNAJB6	0.3395
NAGS	0.5728
C2orf58	1.249
KERA	0.287333333333333
MT1X	1.2683
UBE2B	-0.3821
KEAP1	-0.06475
MST1	-3.006375
OMA1	0.629
ABLIM2	0.5195
BCL2L13	-0.20375
JAZF1	0.324833333333333
TMEM63B	0.188
S100A8	-1.1827
ARFIP2	0.54625
UROS	-1.71025
KHDRBS2	-2.344
POLQ	-1.708
SOAT1	-2.39125
SPAG4	-1.36875
MRPS30	-1.26066666666667
LOC494141	-0.619
OR2T11	0.249
ORAOV1	0.0876999999999999
ZNF184	0.689
TCEB3B	0.920833333333333
ADAM21	0.4375
GDPD1	-0.1685
SPINLW1	-0.196666666666667
PRR14	0.439
KCTD9	-0.2092
NUDT3	0.6645
KIAA1822	0.2818
HIST1H4K	2.4535
DFNA5	-2.822
GABPA	-1.076
C14orf44	-1.2215
POLB	-0.088375
PTAR1	-0.52575
SEC31A	1.3248
TRIM58	0.1455
TAS2R14	-0.1435
VPS8	-0.863375
H1F0	1.5775
PRKCB1	-3.31216666666667
UGT2A1	0.4615
TOR1B	0.3725
LSS	-1.8625
C2orf19	-0.499
HNRNPC	0.731
TMEM100	-1.24433333333333
LOC116349	0.637
OR51M1	0.354
CCDC142	-0.13075
ISG15	0.8443125
ZCCHC14	0.661375
CREBL2	0.488
TGDS	-1.4785
DC2	0.52575
CACNA2D3	-1.98607692307692
ZNF429	-0.5845
LYPD6	2.15766666666667
SUCLG1	-0.941666666666667
OR51I1	-0.039
MAGEH1	2.05025
PRPF40A	0.2255
SMR3A	2.4105
SPINK2	3.09325
THAP2	0.172875
NPY5R	-0.380714285714286
IRF4	-1.120375
SPESP1	-1.18033333333333
OR10S1	0.6415
DTD1	-1.54275
TUBE1	-1.5885
DDX19A	-0.941
PDPN	-1.500875
TMEM34	0.713666666666667
MGAM	-0.639666666666667
COL3A1	5.34466666666667
GFM2	-0.7454
OR5A2	0.2705
PSG9	-1.54475
ARHGEF11	-1.064
IVNS1ABP	-0.5553125
SIGIRR	1.8145
DUSP19	-0.147125
DNAJC14	-0.6651
ACSS1	-0.803375
IL1RAPL2	0.6225
C4orf30	-0.599
SEPT4	1.693
LANCL3	-3.5085
SPAG17	1.6462
PRDX3	-1.661
HNF1A	-0.92225
P4HA2	-1.15725
RFWD3	0.218
MOV10	-0.93475
DNAJA5	-0.0334285714285715
LOC729440	0.10125
LOC200383	0.7278
SMC2	-2.14275
MIXL1	-0.7535
TMEM9	-0.4465
FAM86A	1.8875
ZNF174	0.807333333333333
MYH14	-0.87325
CCR8	0.555
VPS37C	1.519
GPATCH1	1.15083333333333
B3GNT8	2.739
TBX4	-0.11
CNR2	0.235
PCDH1	0.4635
C5orf29	2.6862
OCIAD2	0.72825
PLCG2	0.77225
KIAA0247	1.87725
HRH3	0.3041
CAPN13	3.573375
CCR1	-1.4227
MGC15523	-0.172705882352941
UVRAG	-0.369
DNAJA2	0.402833333333333
ITGA2B	-0.555166666666667
CLDN5	3.222625
PTPRN2	-2.30884615384615
ZNF512	-0.843
PSAP	-0.0103571428571429
CCDC140	-0.959
LRRC55	-0.954
CYP26C1	-0.182
C8orf47	0.6555
LYN	-0.801625
DUSP6	-0.8955
TGFB3	3.682
ELK1	-0.7948
PCDH11Y	0.3154
HGD	0.77625
C17orf58	1.87275
MYO3A	-0.965
SERPINE2	-3.46116666666667
AARSD1	-1.0365
C14orf73	-1.7725
ADAM33	0.67325
ZNF491	-1.8755
MAPK6	-1.73033333333333
TCN1	0.639333333333333
SLC24A6	0.975
UBE2R2	0.35475
H1FNT	-0.047
TATDN2	-0.3885
LILRB1	1.261
P2RY5	1.221
NUCB2	1.038
C2orf37	0.50725
SNX27	0.344166666666667
MTA3	-0.1875
FOXO4	0.461
ID4	0.2795
SOX5	-2.5272
PXMP3	1.673875
OR52M1	0.4235
SFT2D3	-0.133875
INA	-2.2885
MCOLN1	-0.4145
NFIX	0.3316
CLEC14A	6.127
HIBCH	-0.553833333333333
PLA2G5	0.8655
TIMM10	-0.0546666666666667
MED17	0.4927
COL4A4	-0.523
TPP1	0.142666666666667
GJA3	-1.8976
TMPRSS5	-1.075
AADACL3	0.3215
DNMBP	-0.188
ENPP5	5.0155
NQO1	-0.3686
ZSCAN2	0.82125
SEC24C	-0.0848333333333333
GTF2A1L	-0.1505
AXIN2	-0.1683
FAM33A	-1.18933333333333
C16orf13	0.273875
SPNS2	0.75325
TAF1	-0.48775
AP1G2	-0.556333333333333
RBM42	0.210666666666667
HCN2	0.418333333333333
EFHB	0.4124
RUSC1	-0.4305
GRIK5	0.9025
USP21	0.332166666666667
ATAD3C	0.8765
ORMDL2	1.01775
PRSS7	-3.08625
PSAT1	-4.25225
FLJ13195	-1.86416666666667
TBC1D1	-0.913166666666667
IFNG	0.81025
OTOS	0.815833333333333
ZNF773	0.0696666666666667
EMD	-1.624
RETN	0.01275
CCL8	2.694
APH1A	-0.781375
COX18	-0.8265
GTF2IRD2	-0.11625
CCDC82	-2.43208333333333
PAFAH2	0.2535
NPEPL1	-0.0518
RP11-114G1.1	0.319
TP53INP1	1.074875
ZNF300	-1.565
FOXL2	-2.948
LARP2	0.663
LATS1	0.0325
HTR6	-0.029
SPOCK2	0.128666666666667
RNF144B	3.4698
HTATIP2	-1.044875
MGC10334	0.34875
CENTA2	1.266
FGF2	-1.4585
FXYD7	0.24325
PHYHIPL	-1.733375
GPR34	2.48425
DDX6	0.9975
OR10W1	0.188
LHFPL1	-0.34
ZNF313	0.316785714285714
VPS28	1.092
AP3M1	-0.6715
AKR1CL2	1.36925
TRAF4	-0.589125
OR2B11	1.0505
C19orf12	0.421166666666667
AKAP9	-0.591833333333333
C1orf62	-0.659333333333333
SLC20A1	-1.9356
FAM112A	0.316333333333333
LDB2	1.115875
MRPS23	-0.4015
KLK5	0.58175
SPTB	-0.7079
EFEMP2	-0.77025
EFNB2	0.70525
PCM1	0.241071428571429
NMNAT3	2.27075
TSG101	-0.1995
C8orf40	0.1405
NOB1	-0.56725
ABHD3	-1.129
GTF3C4	0.5915
PIGN	1.7025
GALNTL1	3.25975
AEBP1	1.106125
OR9Q1	0.578
ANKRD2	-0.21525
CCL28	0.47475
TRIM38	-0.453
TMCC1	0.442083333333333
SMG5	1.33125
LRRC7	0.849
NCAPD2	-1.5425
C6orf153	-0.05175
C1orf74	0.63725
OTUD6A	-0.5565
DCP2	-0.530666666666667
TMEM24	0.44675
RPL18	-0.508
TMEM177	0.26225
LRRC37A3	0.58625
C1D	-1.06683333333333
LDHC	0.12825
UBE4B	0.784833333333333
NIT1	0.247142857142857
BTN3A3	-0.2815
RASD1	0.131125
COMMD3	-0.3875
SHFM1	0.6015
BIRC8	0.62475
DUT	-0.256
C12orf51	0.9295
LRRC59	0.3905
LY6H	-0.27175
WDR22	0.424166666666667
EDEM1	-0.431071428571429
ADH1A	3.0555
PANX2	0.5239
CYP11B1	1.37425
CDC73	-0.273
GPR172A	0.9675
GSTM3	3.86276923076923
KCNA5	-0.86675
SERAC1	-0.449166666666667
NFATC2	-0.837
ANAPC5	-0.227333333333333
C15orf24	-0.04175
NFATC2IP	-0.7815
TNRC6C	0.34
MGC102966	-0.680375
FGD5	0.1445
MED9	-0.10325
RAB13	0.2555
C15orf49	null
CRYGS	-0.1239
C12orf53	-0.452777777777778
LOC283693	-0.8275
COX6B2	0.2945
PHF14	-0.036125
FAM3A	-0.550875
RPL13	0.6294
PRDX2	0.2213
FLJ34047	-2.92625
PRMT3	-1.75125
KCTD19	-1.459
TRIM10	-0.0492
MGC26597	-0.940666666666667
GCNT4	-0.5025
GPRASP1	1.5905
CDKN1C	-0.06025
RHBDL2	0.5308
HSPH1	-0.3795
AQP1	3.5355
COL17A1	1.8636
GFAP	0.427125
CDC16	-1.13225
KIAA1614	-0.8165
C6orf118	-0.03425
ZSWIM5	-1.35475
FAM83F	4.21325
LYNX1	0.887375
SYNPR	-0.597
XG	2.8365
PRSS16	-0.392
KIF13B	0.955642857142857
PCDH9	-2.80775
HIST1H2AH	1.82533333333333
RBM18	-0.50025
ZNF626	0.987875
HEXIM2	-0.203333333333333
ITFG1	-0.109
TUBG2	-1.401
SFRS7	-0.59775
C9orf14	-0.243
EXTL1	-1.606
GBP3	1.29866666666667
WDR5	-1.08175
RARG	0.663
MYO7A	-0.649125
CECR6	-0.37975
C13orf3	-1.30775
SFRS18	-0.576
ACVR1B	0.6435
PSMD1	-0.3784
C7orf31	-0.39125
ILVBL	-0.57525
IFNGR1	0.808
RNF186	2.93533333333333
NOL9	-0.30275
MAGEL2	0.54825
SLC29A2	0.08925
NHSL1	-0.82675
RBMX	-0.659
PSORS1C2	0.563625
RAD51L3	-0.595833333333333
LCN6	-0.10575
ORAI2	-1.29775
BRUNOL6	-0.0574000000000001
OR4K5	0.464
CDC123	-0.818625
MSLN	-2.86
WWTR1	-0.235166666666667
ZNF700	-0.6355
COBL	1.09875
PPP1R16B	0.354625
GAS7	0.5893
MDN1	-1.31725
HAAO	0.375
C9orf68	-1.53825
TNFAIP2	-0.150375
FOXN1	-1.5645
hCG_2033311	0.914833333333333
ATP6V0D2	-0.770555555555555
RPL41	0.8945
SLC38A1	1.502375
ARHGAP6	-1.00625
ADAD2	0.14575
PHF20L1	0.2783125
MCM3AP	-0.0413333333333333
ST3GAL3	-0.395833333333333
SNX1	-0.665
ELF5	1.50425
PARP3	-1.999625
RBM8A	0.0110625
LINGO4	0.0305
ITGA9	-0.292666666666667
ZFR	0.014
ACSL6	-1.55271428571429
FLJ20699	0.2418
DAOA	3.118
FABP4	4.77125
KCNB1	-1.01925
CANX	-0.5767
SLC25A28	-0.109
ADIPOR2	1.33825
ECHDC2	1.4755
SMA4	-0.413
FRZB	4.003625
PABPC1	0.531333333333333
DMRTB1	-0.446
APOBEC3G	-1.02525
CATSPER2	-1.15783333333333
CUEDC1	0.182333333333333
STARD9	-0.8205
CLDN8	4.40375
LOC23117	-0.481681818181818
E2F6	-0.664111111111111
TMEM126B	-0.583666666666667
DPY19L4	0.2585
GIMAP5	3.327
NDUFA9	-1.2785
FAM77C	2.145
CTPS2	-0.10225
LOC51035	0.459625
WDSOF1	-0.2845
EGLN3	0.703125
PITX3	0.953333333333333
OR52E8	1.437
GRM4	-0.4575
KLK1	-1.8785
GPM6B	-0.5345
RRAGD	-1.7035
PAGE5	-1.872
UCHL5	-0.946666666666667
ULK3	-0.572666666666667
AIM2	-0.316833333333333
PNO1	-0.897
OR2F2	1.123
GNAT2	-2.033
SIX1	4.30575
ST13	-0.305166666666667
ZBTB44	1.265625
TIMP2	-1.24375
ZMAT4	-2.13575
GTF2IRD1	0.234
ZNF19	2.1765
ZNF714	-1.70625
RSC1A1	0.8105
C9orf80	-0.21575
PSMA8	-0.08625
TMEM141	0.436
COX4I1	-0.0403571428571429
CTAGE1	-0.441
DTWD1	-0.6805
HSD11B1	1.39575
KRT6B	2.186875
ARID4B	0.60225
LHFPL3	0.76125
WWP2	0.00075000000000001
ZNF326	-0.937333333333333
RGPD1	-1.097
CTSH	0.740833333333333
FASTKD1	-2.60628571428571
PAF1	0.1002
TTC9C	0.04275
IFT57	0.1379
PRSS36	-1.741
IL20RB	-1.621
ZNF592	0.326666666666667
DCTD	-0.9609
CFP	0.671
MFNG	-0.441625
JMJD2B	1.598
ALDH3B1	-1.6095
THSD4	2.04083333333333
KCNJ5	1.787
LMNA	-0.205333333333333
TBCD	-1.146875
ZNF250	1.74383333333333
CASQ2	2.4952
PEG10	-3.72025
PRAME	-4.66753333333333
NP	0.066
TRIM59	-1.67116666666667
ZNF12	0.294125
XTP3TPA	-0.84725
SIGLEC7	-1.232
PANK4	-1.26975
FAM70A	-2.13766666666667
SNED1	-0.74875
HIP1	0.969
RAET1E	2.30083333333333
AMAC1L2	-0.517
AHNAK2	-1.43091666666667
TOE1	-0.887666666666667
RECQL4	-0.1015
SPRYD3	1.2645
DPAGT1	-0.06975
MAGED2	2.1162
ANKRD55	-0.11375
TRPS1	3.96066666666667
DOK7	0.64375
TFPI2	-3.72575
GTF2H3	-0.430833333333333
CYP4F11	-1.058125
LHX2	-3.45333333333333
ATG16L1	0.476166666666667
ASB12	-0.94
C1orf116	3.12175
NF2	-0.65595
POM121	-0.8149
