Hybridization REF	TCGA-B6-A0RN-01A-12R-A084-07
NLRC3	-0.346
ASTL	0.13175
ST6GALNAC1	-3.52875
ZADH2	0.393625
MLLT4	-2.20533333333333
ARL6	0.250166666666667
MEF2C	0.38175
CBFA2T3	-3.452
AFF3	1.41142857142857
COG7	0.477833333333333
MYB	0.658
PLXNA3	0.00949999999999999
XRCC2	-2.78966666666667
MMS19	-0.39575
ST8SIA5	-1.293875
CHPT1	-1.0015
KIAA1712	-0.138125
OR6X1	0.6
ACTR3	-0.043625
UGCG	3.73883333333333
OR4P4	0.246
ZAP70	-3.884
LPP	1.282
ZNF485	0.331
PTPRCAP	-0.76875
IL12RB1	0.27825
ATRX	0.4292
CHST8	-0.372625
C14orf109	-0.42325
ARV1	1.2615
NMB	-1.99642857142857
COX5A	-1.30566666666667
EIF6	-0.6
MPPED2	-0.223166666666667
SEMG1	-1.584
CHRDL1	-0.031
TRAF3IP2	0.7245
WNK2	-0.59575
LILRA4	1.597
LAMA2	4.9795
PXT1	-0.538
RLBP1	-2.60175
CD300C	0.04975
SLTM	-0.07075
FLJ10404	-0.00987499999999997
APOBEC3D	-3.0355
RENBP	-0.319
ATXN7L1	0.472375
NID1	0.61925
TUBGCP3	-0.795875
ITIH5	0.555777777777778
CCDC110	1.981
C8A	-3.17125
MGC87042	-0.92625
HOXC13	3.09075
TFDP2	-0.6095
HCP5	0.979
POLI	0.7565
UCN	0.0713333333333333
ZNF764	0.812666666666667
C8orf45	-0.37825
FHL3	-0.462
SPATA5L1	-0.97825
MMRN2	2.35933333333333
NDST1	1.17783333333333
COL20A1	0.224
ZNF248	-0.0978333333333333
PELP1	-0.368
MBL2	-2.62683333333333
RNF41	0.664125
C5orf24	0.967375
THOC5	-0.837875
SERINC3	0.333416666666667
RP11-151A6.2	0.32175
CDCP2	-0.1775
HIST1H2AA	0.42375
C11orf75	-0.398
FKBP7	0.481
DDOST	-0.1805
GPNMB	0.0768333333333333
TTF2	-1.81233333333333
KCNT1	-0.06
SLC39A14	-0.4695
NGRN	0.8479
GPR137B	2.22575
MECP2	0.088625
PSMA1	-0.73275
C16orf73	-5.918
TMEM60	0.009
CSN3	0.4275
NOS1	0.425166666666667
RAB7L1	1.1245
YBX2	-0.748
KIAA1166	-0.839625
FUBP3	0.107333333333333
ABCG1	2.318
ACACA	-0.746666666666667
ARL11	-0.2336
ATOH1	-0.41
ODF1	0.274666666666667
CREB3L3	-1.67883333333333
TMEM127	1.21078571428571
DSCAML1	-0.77025
PLN	3.72366666666667
LYPLA1	-0.552416666666667
PRDM9	-1.5505
SASP	-0.08025
PLUNC	0.100333333333333
INTU	0.9095
HISPPD1	-0.11675
LNPEP	-0.0311666666666667
YARS2	-0.500166666666667
APCDD1L	-1.22
ZCCHC4	-0.28
FBXO22	-0.480166666666667
TTLL13	-0.425
ZNF669	0.703166666666667
PTGDR	1.81775
DDX27	-0.6335
KIAA0409	-0.344166666666667
GJB6	-0.199
ASB8	0.89525
PLP2	-0.891333333333333
MEPE	0.00275
OR10J5	0.0425
KRT222P	2.523
COQ7	0.7025
C1orf101	1.79675
RERG	3.444
CHMP5	0.493125
THAP11	0.06475
ZNF43	0.894666666666667
ZRANB3	-0.645666666666667
KRT13	-1.38625
MRPL19	-0.845625
RBBP9	0.3795
SPATA17	1.75325
BXDC5	0.266333333333333
PAFAH1B1	-0.205333333333333
MAGEE1	0.52825
OSTF1	-0.5295
KIAA0323	-0.855
TXNDC13	0.245
CNTN4	2.898375
LCE1B	-0.5275
UNQ501	0.28525
ZNF154	0.0920000000000001
C3orf64	-0.02475
SYT5	-0.2888
PON1	0.484166666666667
FLJ10357	-0.133875
ATP4A	-0.6775
GNPDA1	0.211333333333333
MGAT1	0.745833333333333
C14orf121	-0.23475
SLC35B2	0.04325
MIER3	0.129166666666667
CHEK1	-4.42925
ZNF8	0.472333333333333
TXNDC1	-0.624166666666667
CKB	-1.3463
RTN3	0.148
FZD2	-0.125
PART1	-0.62225
PSMB6	-0.865
PCDHB8	-1.358
PHC3	0.2067
PPP1R8	0.144166666666667
NOVA2	1.43816666666667
TNFRSF11B	-1.62475
GOLPH3	0.737166666666667
UBLCP1	-0.2985
SUHW3	-0.7915
TTLL1	1.111
OPN4	-0.1445
OR13G1	0.1745
ZPBP2	0.675166666666667
HSD17B11	-1.59975
C9orf50	0.5455
DHDDS	-0.0313571428571428
CTSW	0.5533
NEFM	-0.813166666666667
MRPL28	-0.30225
SYN1	1.17816666666667
PIGV	0.600333333333333
ZIM2	-0.93275
APBB1	1.02916666666667
SND1	-0.376
C1orf123	0.00783333333333333
CHD3	0.23675
BHLHB8	0.37175
RNASE2	-0.817166666666667
BCAP31	-0.35075
SLC25A44	0.974
CHD6	0.227
PIB5PA	2.37869230769231
SELS	-0.055
LOC541471	0.009625
FAT2	-0.679
ZNF81	-0.115
OR4C16	0.313
FLJ10081	0.3076
LRRC4	0.31775
CS	-0.626
N4BP2	-0.1605
IGFBP7	1.725
ZNF318	-0.09875
NDNL2	0.570125
ZNF609	0.49625
SIRT4	-0.12725
EXOSC10	-0.41875
ECE2	-0.195083333333333
OVGP1	1.71425
GTPBP3	-0.765
PACS2	0.3314
C19orf36	-0.430333333333333
ARL4C	-0.472625
ATG4B	-0.53525
UBQLNL	0.427
RHOXF2B	-3.983
PLEKHG2	-1.1355
GALR1	-0.356
AQP4	0.201
HDAC7A	0.161
DCUN1D3	0.60925
OR8A1	-0.115
CCRN4L	0.157125
CBR4	0.321
KIFC1	-3.462
SLC7A14	-1.60066666666667
LHX5	0.2785
TRPC7	0.023
LPXN	-1.53075
SERPINA1	-3.288875
RPS13	-0.3361
BPIL3	0.321
PRKAA1	-1.06425
FADS2	-0.5722
ENAH	1.3176875
PRO1768	0.0005
APBA2BP	-0.3085
LIPH	2.1395
C3orf33	-0.60675
RCC2	-0.333142857142857
ALDH1A2	-3.2703
RNF103	2.10475
AHCY	-0.806625
ALG12	-0.22
CCL17	0.78575
ZNF543	1.379
ESRRG	2.5466
CNGA1	0.25125
RDH5	-1.14233333333333
OTX1	0.1637
PTGFR	-1.36183333333333
CDR2	0.700875
SELE	3.96825
NLGN2	-0.607166666666667
EXOSC9	-1.23275
ZNF566	0.637666666666667
KLRC2	-5.399
GPR12	0.9495
KIAA0196	-0.00975
PDRG1	-0.205
SSR3	-0.648285714285714
MSI1	-0.887
CST9	-0.132
CC2D1A	-0.41725
PLAGL1	-0.416277777777778
ZNF778	-0.319
RNF2	1.409875
KLF6	1.262
THBD	1.7245
tcag7.1314	1.539
NR5A1	-0.0756666666666667
ABCD2	0.12875
DNAJC7	-2.1205
CLEC4C	0.441
TM2D3	0.462625
CCDC4	-0.8965
PLAC2	-2.9765
DCD	-0.33
FAAH	1.815375
POLA1	-0.573
TM7SF2	-0.861125
FLJ39822	-0.0435
FLOT2	-0.278625
MAP4K1	-1.17233333333333
SRP68	-0.271375
C21orf74	-0.582
ARPC5	0.465125
LOC126075	1.743
HECW2	0.274375
ZDHHC4	-0.68725
ANKRD42	1.3912
PDE9A	-0.283
ABCA8	1.33725
NDUFS2	0.536
UBR5	-0.334125
BTBD16	-3.29925
LOC554174	0.1975
ZNF20	1.514
KIAA1843	-0.1555
WDR17	0.083125
C15orf33	1.005
RNF113A	-0.5155
CAMKK1	0.1777
CLCN2	-0.69025
ANXA6	-0.8405
LOC340069	-0.4345
EMID1	0.342625
DPM3	-0.430666666666667
ELA1	0.413
SLC25A13	-1.2277
KRT24	-0.254
SMPD1	0.0495
TH	-0.26175
COL6A2	1.11714285714286
ANKS1B	2.38825
GPR126	-3.8176
ZC3H12A	-1.095
TMEM47	0.355
C2orf51	-0.537833333333333
C1orf88	3.03116666666667
HSF2BP	0.7395
AKAP10	0.53875
RPAP3	-0.234
KLHDC8B	0.51125
STOM	2.554
MUPCDH	-0.04125
C10orf72	0.26025
PLEKHA3	0.84075
TCP11L1	-0.14425
CWF19L1	0.10725
SPEF1	2.20692307692308
YSK4	0.168666666666667
ELN	3.7812
SAMD8	0.313
MPI	-1.22383333333333
MEPCE	0.1759
ABCC3	-1.3145
NANOGP1	-3.9515
KCNK17	-0.848125
HLA-DMB	4.04733333333333
RRAGA	0.996
ANGEL1	0.5165
RBM32B	0.0155
CPN1	-3.1015
MGC52282	-0.6703
HLA-A	0.7365
OR9G4	0.017
EDNRB	-1.59525
SCD	-1.18014285714286
C14orf80	-1.00416666666667
BAGE2	0.1955
RABL4	0.501833333333333
RCVRN	-0.2125
SHANK1	-0.6205
NLRP7	-3.207
CD226	0.482
STAT3	1.5341875
SYNJ2	-0.9477
TPCN2	-0.388
WDR36	-1.00066666666667
MBD4	-0.3645
ROBO1	-0.8727
ST3GAL6	-3.351
SLAMF8	1.72183333333333
ATN1	0.718
GPR141	0.83725
KRT36	0.081
TPH1	0.449
DDX52	0.129
ZSCAN29	0.132666666666667
TRPT1	-0.471666666666667
DPEP3	0.30775
DENND4A	-0.339375
TSPAN16	-0.3275
PTCHD2	0.1735
LOC145814	-1.03125
CAP1	0.459166666666667
EIF5A2	-0.329
NT5DC3	-0.992375
SEPT9	-1.128125
SEZ6L2	0.91775
EGFLAM	3.19225
VPS11	1.02875
NDUFB5	-0.624333333333333
CIDEA	3.55166666666667
IER5L	0.61975
N6AMT1	0.3645
FAM83C	-0.85775
OXR1	0.783166666666667
IRX1	-0.422
DGKB	-0.601666666666667
GCN5L2	-2.092
MIR16	1.4935
FBXW9	-0.1345
WDR4	-2.10966666666667
PDC	-0.525
VPS33B	-0.4655
HEXB	-0.71275
FLJ32214	1.33425
TCEB3	-0.804
CRLF1	-3.524
ABI3BP	1.394
C8orf22	-4.59
PYCR1	-0.43125
KIAA1706	-0.50625
CDK5R2	0.774875
WAS	-0.189
C12orf60	-0.82025
CCBL2	0.246375
MADD	-0.17925
C5orf34	-1.75325
WDR42A	1.3567
KLF12	0.078625
HSPA1A	1.706
ITM2C	-1.55291666666667
DAPK2	1.8475
LOC442590	0.9055
SUMF2	-0.16475
CENPA	-4.23061538461539
TMED5	-0.644375
CDH6	-0.8851
BRP44	1.115375
THG1L	-0.46325
GABRA2	-2.52175
C14orf166	-0.35375
MYL1	-1.205
TNFSF18	-0.057
PAP2D	-1.10933333333333
PPIB	-0.47675
KLHL4	-0.429125
SFN	-0.403666666666667
CCDC127	0.72275
FRAP1	-0.25925
GOLGA5	0.55025
SDCCAG1	0.07575
MGC21675	0.231166666666667
C10orf95	-0.6505
KIAA1345	0.733333333333333
C1orf163	-0.556
LACE1	-0.322166666666667
OR10K2	-0.273
CENPN	-3.53492
TMED2	0.69625
UGT1A6	-2.131
ANG	-1.19725
U2AF1	-1.36816666666667
CASC2	1.054
NMT2	-1.69333333333333
OSGEPL1	0.64525
DFNB31	-0.7095
SLC6A20	-0.068375
DKC1	-1.0225
FXYD4	-1.18675
WDR64	0.04925
MGC5590	-0.0425
CREBZF	0.207166666666667
DAZ1	-0.4595
PRPSAP1	-0.388
GCHFR	-1.31775
TTC7A	-1.437625
LOC196993	0.3375
UBD	-0.252666666666667
S100A1	1.2005
RPL6	0.444833333333333
DNAJB6	0.37785
NAGS	1.0137
C2orf58	-0.4685
KERA	3.2865
MT1X	-1.1927
UBE2B	0.6181
KEAP1	0.406
MST1	-3.34275
OMA1	0.7325
ABLIM2	0.99525
BCL2L13	-0.668833333333333
JAZF1	0.089
TMEM63B	0.774
S100A8	-2.4332
ARFIP2	1.02
UROS	0.547
KHDRBS2	1.2585
POLQ	-4.024125
SOAT1	-1.2815
SPAG4	-2.4985
MRPS30	1.9845
LOC494141	-0.77225
OR2T11	0.4025
ORAOV1	-1.0916
ZNF184	0.0883333333333333
TCEB3B	-0.00116666666666667
ADAM21	1.0495
GDPD1	0.65075
SPINLW1	0.55575
PRR14	0.254333333333333
KCTD9	-0.9061
NUDT3	1.15425
KIAA1822	1.097
HIST1H4K	0.422
DFNA5	-2.753
GABPA	0.18375
C14orf44	0.782
POLB	0.5355
PTAR1	-0.1045
SEC31A	0.9713
TRIM58	1.68975
TAS2R14	-0.1105
VPS8	0.50025
H1F0	-0.027
PRKCB1	-3.71933333333333
UGT2A1	0.3065
TOR1B	-0.1375
LSS	-1.5725
C2orf19	0.494
HNRNPC	0.384857142857143
TMEM100	-1.8375
LOC116349	-0.546
OR51M1	0.41
CCDC142	-1.09375
ISG15	-0.500125
ZCCHC14	-0.654375
CREBL2	1.063375
TGDS	-1.38125
DC2	-0.3225
CACNA2D3	-1.72642857142857
ZNF429	-0.08375
LYPD6	2.029
SUCLG1	-0.226833333333333
OR51I1	-0.931
MAGEH1	1.7775
PRPF40A	-0.416
SMR3A	0.301
SPINK2	-1.052
THAP2	0.9835
NPY5R	-0.82875
IRF4	-2.590875
SPESP1	-1.59266666666667
OR10S1	0.496
DTD1	-0.74275
TUBE1	-0.61075
DDX19A	-1.214
PDPN	-0.0285
TMEM34	0.80775
MGAM	1.0035
COL3A1	6.42577777777778
GFM2	-0.4686
OR5A2	-0.049
PSG9	-1.04333333333333
ARHGEF11	0.541166666666667
IVNS1ABP	-0.950375
SIGIRR	0.5565
DUSP19	0.173125
DNAJC14	0.7195
ACSS1	-0.7665
IL1RAPL2	0.3615
C4orf30	0.13925
SEPT4	1.9005
LANCL3	-2.326
SPAG17	2.74033333333333
PRDX3	0.01975
HNF1A	-1.4255
P4HA2	-0.260375
RFWD3	-1.71366666666667
MOV10	-0.49925
DNAJA5	0.515714285714286
LOC729440	0.26575
LOC200383	1.477375
SMC2	-2.46675
MIXL1	-1.21166666666667
TMEM9	0.6345
FAM86A	1.2465
ZNF174	1.2107
MYH14	-0.949
CCR8	0.24475
VPS37C	1.09166666666667
GPATCH1	0.317166666666667
B3GNT8	3.0865
TBX4	-0.294
CNR2	0.585666666666667
PCDH1	2.2625
C5orf29	3.619
OCIAD2	0.73575
PLCG2	-0.37325
KIAA0247	2.655625
HRH3	-0.0653
CAPN13	4.780125
CCR1	-1.8173
MGC15523	-0.16
UVRAG	0.385833333333333
DNAJA2	-0.448
ITGA2B	-0.922333333333333
CLDN5	3.254375
PTPRN2	-2.46521428571429
ZNF512	0.285833333333333
PSAP	0.2895
CCDC140	-0.457
LRRC55	0.14875
CYP26C1	0.5285
C8orf47	-1.4985
LYN	-0.4035
DUSP6	0.701166666666666
TGFB3	4.11093333333333
ELK1	0.2136
PCDH11Y	-0.443666666666667
HGD	-3.3425
C17orf58	0.937
MYO3A	0.8865
SERPINE2	-4.0505
AARSD1	-1.18225
C14orf73	-1.87175
ADAM33	-0.05925
ZNF491	1.067
MAPK6	-0.747333333333333
TCN1	1.90233333333333
SLC24A6	1.0005
UBE2R2	0.3295
H1FNT	0.92475
TATDN2	-0.0953333333333333
LILRB1	0.77425
P2RY5	1.2355
NUCB2	-0.18625
C2orf37	0.77075
SNX27	1.48333333333333
MTA3	0.745125
FOXO4	0.753125
ID4	-0.634333333333333
SOX5	-1.97666666666667
PXMP3	0.763875
OR52M1	-0.2215
SFT2D3	0.637125
INA	-3.11916666666667
MCOLN1	0.24125
NFIX	0.0821
CLEC14A	5.14816666666667
HIBCH	-0.413666666666667
PLA2G5	1.8635
TIMM10	-0.4535
MED17	0.5584
COL4A4	-1.641
TPP1	0.0451666666666667
GJA3	-0.985833333333333
TMPRSS5	-1.65325
AADACL3	0.6395
DNMBP	-0.1065
ENPP5	3.28666666666667
NQO1	-1.1467
ZSCAN2	-0.273
SEC24C	0.104
GTF2A1L	0.1005
AXIN2	0.1109
FAM33A	-1.94591666666667
C16orf13	0.0845
SPNS2	0.24275
TAF1	0.074
AP1G2	-0.222333333333333
RBM42	-0.324666666666667
HCN2	1.07566666666667
EFHB	1.87083333333333
RUSC1	0.3865
GRIK5	0.13
USP21	0.685333333333333
ATAD3C	1.068
ORMDL2	0.087
PRSS7	-2.79625
PSAT1	-6.03625
FLJ13195	-0.261333333333333
TBC1D1	-0.0918333333333333
IFNG	0.91775
OTOS	0.4405
ZNF773	1.19516666666667
EMD	-1.469
RETN	-0.97275
CCL8	1.6345
APH1A	-0.368875
COX18	-0.4035
GTF2IRD2	-0.383
CCDC82	-1.98658333333333
PAFAH2	1.3204
NPEPL1	-1.3584
RP11-114G1.1	0.754
TP53INP1	1.949625
ZNF300	-1.803
FOXL2	-3.05175
LARP2	0.0286666666666666
LATS1	0.5465
HTR6	0.0815
SPOCK2	-0.597
RNF144B	4.043
HTATIP2	-1.549
MGC10334	0.353
CENTA2	1.042
FGF2	-1.95775
FXYD7	0.1375
PHYHIPL	-1.74425
GPR34	4.24825
DDX6	0.288833333333333
OR10W1	-0.171
LHFPL1	0.807
ZNF313	-0.865214285714286
VPS28	0.68575
AP3M1	0.0728
AKR1CL2	-0.72125
TRAF4	-0.066625
OR2B11	0.34
C19orf12	0.408
AKAP9	0.6475
C1orf62	-0.1955
SLC20A1	-1.0915
FAM112A	0.548
LDB2	0.362625
MRPS23	-0.8855
KLK5	-0.454
SPTB	-0.3777
EFEMP2	1.06075
EFNB2	1.279875
PCM1	1.06421428571429
NMNAT3	3.17775
TSG101	0.922166666666667
C8orf40	-0.0795
NOB1	-1.61525
ABHD3	-0.848
GTF3C4	0.353875
PIGN	1.42533333333333
GALNTL1	2.73975
AEBP1	2.61775
OR9Q1	0.32
ANKRD2	-0.164
CCL28	-3.89075
TRIM38	0.795666666666667
TMCC1	0.27
SMG5	-0.27625
LRRC7	-0.7505
NCAPD2	-2.161
C6orf153	-0.763
C1orf74	0.64975
OTUD6A	0.425
DCP2	-0.5215
TMEM24	0.363
RPL18	-0.191166666666667
TMEM177	0.11875
LRRC37A3	0.87775
C1D	-0.377833333333333
LDHC	-1.88325
UBE4B	-0.0178333333333333
NIT1	0.515
BTN3A3	0.185125
RASD1	2.47125
COMMD3	0.9925
SHFM1	-0.7645
BIRC8	0.6265
DUT	-0.721
C12orf51	0.4915
LRRC59	-1.42383333333333
LY6H	1.2085
WDR22	0.721583333333333
EDEM1	0.219571428571429
ADH1A	3.444
PANX2	-0.543
CYP11B1	0.53075
CDC73	0.1155
GPR172A	-0.51575
GSTM3	1.53261538461538
KCNA5	-0.254125
SERAC1	0.848166666666667
NFATC2	-0.9485
ANAPC5	-0.6294
C15orf24	-0.2135
NFATC2IP	-0.14075
TNRC6C	0.663166666666667
MGC102966	-2.893875
FGD5	1.27933333333333
MED9	0.33875
RAB13	0.95
C15orf49	-0.4185
CRYGS	-0.7567
C12orf53	-0.9003
LOC283693	-0.694
COX6B2	0.256
PHF14	0.313625
FAM3A	-0.63525
RPL13	-0.6118
PRDX2	-0.3506
FLJ34047	-1.62675
PRMT3	-0.17525
KCTD19	-2.238
TRIM10	-0.893666666666666
MGC26597	-0.7435
GCNT4	-0.12875
GPRASP1	0.41475
CDKN1C	-0.36825
RHBDL2	1.2594
HSPH1	-0.6115
AQP1	2.87575
COL17A1	-2.2853
GFAP	0.265
CDC16	-0.10775
KIAA1614	0.259
C6orf118	0.336
ZSWIM5	0.17625
FAM83F	2.4925
LYNX1	0.3358125
SYNPR	-0.096
XG	3.40833333333333
PRSS16	0.787375
KIF13B	2.42964285714286
PCDH9	-0.591125
HIST1H2AH	0.259333333333333
RBM18	-0.95525
ZNF626	0.75325
HEXIM2	0.5655
ITFG1	-1.1795
TUBG2	-0.946
SFRS7	-0.437666666666667
C9orf14	0.675
EXTL1	-0.19275
GBP3	-1.67
WDR5	-2.02275
RARG	0.339833333333333
MYO7A	-1.235625
CECR6	-1.10425
C13orf3	-2.87975
SFRS18	-0.71775
ACVR1B	0.446333333333333
PSMD1	-0.7415
C7orf31	-0.4585
ILVBL	-0.73475
IFNGR1	1.19075
RNF186	-0.14575
NOL9	-0.89425
MAGEL2	1.99425
SLC29A2	-0.59875
NHSL1	-0.59625
RBMX	-0.0725
PSORS1C2	0.51025
RAD51L3	-0.188416666666667
LCN6	1.468
ORAI2	-0.577875
BRUNOL6	-0.0207
OR4K5	-0.335
CDC123	-0.729
MSLN	-2.6225
WWTR1	-0.615333333333333
ZNF700	-0.653
COBL	-0.73425
PPP1R16B	-0.282375
GAS7	0.5701
MDN1	-0.695125
HAAO	0.1805
C9orf68	3.33425
TNFAIP2	0.392625
FOXN1	0.1765
hCG_2033311	-0.1285
ATP6V0D2	-0.271333333333333
RPL41	0.679625
SLC38A1	1.034625
ARHGAP6	-1.0825
ADAD2	-0.68825
PHF20L1	0.3848125
MCM3AP	0.310333333333333
ST3GAL3	-0.640666666666667
SNX1	0.688166666666667
ELF5	0.91875
PARP3	0.542875
RBM8A	-0.2215
LINGO4	0.4785
ITGA9	0.23
ZFR	0.3125
ACSL6	-0.74275
FLJ20699	-0.2325
DAOA	-0.00600000000000001
FABP4	4.81975
KCNB1	-1.60625
CANX	0.0735
SLC25A28	0.144
ADIPOR2	0.119625
ECHDC2	1.699
SMA4	0.323
FRZB	4.520125
PABPC1	-0.3335
DMRTB1	-0.034625
APOBEC3G	-1.61475
CATSPER2	-0.708
CUEDC1	1.65516666666667
STARD9	-1.482375
CLDN8	4.05475
LOC23117	-1.20722727272727
E2F6	-0.212277777777778
TMEM126B	-0.749166666666667
DPY19L4	0.69225
GIMAP5	2.728
NDUFA9	-0.773833333333333
FAM77C	0.9385
CTPS2	0.31075
LOC51035	-0.06725
WDSOF1	-0.98725
EGLN3	-0.037375
PITX3	1.08166666666667
OR52E8	0.001
GRM4	0.957
KLK1	-2.45583333333333
GPM6B	-0.70225
RRAGD	-2.24933333333333
PAGE5	-4.2465
UCHL5	-1.05716666666667
ULK3	-0.6655
AIM2	-0.1235
PNO1	-0.659166666666667
OR2F2	0.4265
GNAT2	-1.2065
SIX1	-0.57625
ST13	-0.406083333333333
ZBTB44	0.300375
TIMP2	-0.25825
ZMAT4	-2.8415
GTF2IRD1	0.0528333333333333
ZNF19	1.009
ZNF714	-0.09675
RSC1A1	0.2115
C9orf80	0.20175
PSMA8	0.145333333333333
TMEM141	0.87225
COX4I1	-0.982785714285714
CTAGE1	0.103333333333333
DTWD1	-0.6615
HSD11B1	-0.08025
KRT6B	-0.63425
ARID4B	1.777125
LHFPL3	0.293
WWP2	-0.273166666666667
ZNF326	-0.3855
RGPD1	-1.247
CTSH	0.460833333333333
FASTKD1	-1.184
PAF1	0.7295
TTC9C	-0.60075
IFT57	0.3291
PRSS36	0.282
IL20RB	-2.945
ZNF592	0.114166666666667
DCTD	-0.1634
CFP	0.979
MFNG	-1.07075
JMJD2B	1.639
ALDH3B1	-1.98075
THSD4	2.29833333333333
KCNJ5	1.89016666666667
LMNA	0.095
TBCD	-0.22275
ZNF250	0.370833333333333
CASQ2	0.948333333333333
PEG10	1.33
PRAME	-5.89686666666667
NP	-1.19075
TRIM59	0.772166666666667
ZNF12	0.822625
XTP3TPA	0.0435
SIGLEC7	-0.9862
PANK4	-0.6245
FAM70A	-1.17133333333333
SNED1	0.16175
HIP1	0.5773
RAET1E	-0.735
AMAC1L2	-0.795
AHNAK2	0.450916666666667
TOE1	-0.873333333333333
RECQL4	-3.046
SPRYD3	1.01175
DPAGT1	-0.326
MAGED2	2.1522
ANKRD55	-0.607
TRPS1	5.09683333333333
DOK7	0.1085
TFPI2	-6.44475
GTF2H3	-0.721333333333333
CYP4F11	0.077125
LHX2	-4.73733333333333
ATG16L1	0.471666666666667
ASB12	-0.517
C1orf116	2.055125
NF2	-0.66465
POM121	-0.8109
PHYHD1	3.029
TXNDC17	-0.5475
DKFZp779O175	-0.23725
NUP62	-0.273071428571429
MYO18B	-1.06616666666667
PRAMEF1	0.4285
TCBA1	0.76975
TMEM168	1.24225
FJX1	1.208
CLCF1	-1.0625
SEPN1	0.158375
IGSF2	0.258
NUDCD1	-0.587
TFF3	1.50383333333333
NDFIP1	1.19871428571429
CHCHD4	-0.69425
TNR	0.3205
CUTA	0.105833333333333
USP44	-3.8005
DPP10	0.595833333333333
IWS1	-0.541666666666667
PCGF1	0.15375
SULT1C4	0.8905
NTF5	-1.1795
PTPN13	1.9755
SSTR5	0.517
SFRP1	-3.20125
IDH3B	-1.375875
SUOX	1.90216666666667
TMCO5	0.356
GOLT1B	-0.674
MIB1	0.819642857142857
PCDHGB1	-0.5495
SUSD1	-0.54
ICAM5	-3.22316666666667
PAPOLB	0.2415
URM1	-0.28
TMEM106B	0.758333333333333
LRIG2	0.03375
SLC27A5	-0.9745
CLIC6	4.906
ZNF420	1.62616666666667
SCN9A	-1.86033333333333
KIAA1909	0.98225
ELMOD1	-2.304
PRKAG1	0.52025
FAM64A	-2.94311111111111
EEF1G	-0.19605
SMAD5	1.66775
INCENP	-3.059
WASF2	-0.823
GARS	-1.0942
CDK10	-1.2103
HLX	-0.1735
MDM4	0.1365
ZNRF1	-1.41821428571429
HHATL	-2.33066666666667
FAM21C	1.1402
HIST2H3C	-0.40925
PFDN2	0.216875
ZNF200	-0.055
NDN	0.043
HBA2	-2.193
FBLN5	2.197875
PUM1	0.742714285714286
TNNT1	-4.79433333333333
C19orf59	-1.492
HNRPH2	1.33383333333333
RAB7A	0.217166666666667
PMS2	-0.2335
BIRC3	-1.9895
NRSN2	0.84375
OR52K2	0.492833333333333
SPOCK1	-0.195785714285714
H2AFY	0.24975
RXRB	0.26375
ZNF638	0.250833333333333
ANKRD45	-0.3405
ACTN4	-0.164666666666667
FXC1	0.81775
EIF2B5	0.324
VPS33A	-0.25025
PINK1	0.37325
FAM106A	0.177
SKIP	1.0736875
GAPDHS	0.28825
MUM1L1	4.60275
PSTPIP1	-0.32075
CNTNAP1	-1.1642
CYP26A1	0.36825
APOL2	-0.4015
TACC2	0.8435
COX7A2L	0.0292857142857142
HSD17B1	1.065125
ARRB2	-0.6115
SLC7A6	-1.3203
HSD17B10	-0.891
RBJ	0.021
NUP155	-1.931
MRPL10	-0.53
CYCS	-2.12091666666667
CCDC46	-0.2935
TECTA	0.2145
GNAL	-0.7935
LPO	-0.6305
PEBP4	3.70925
DDX11	-2.39575
C18orf12	0.7035
TAF9B	0.16925
IMP4	-0.239
RPA4	-1.29416666666667
NDUFS1	-0.8665
UPK1A	-0.705833333333333
ARRDC2	-0.416333333333333
C18orf20	0.3375
AES	0.597857142857143
CD2BP2	0.865833333333333
C16orf54	-0.2205
UGT2B17	-2.603875
FGFR1	-0.0929545454545455
CEACAM6	-2.5845
CHRM5	0.29375
CERK	-1.636
AP3S2	0.485785714285714
ANKS4B	-1.35825
CLCNKA	-0.228
ZNF208	0.722
HLA-DRB5	4.7835
CARKL	0.21325
GOT1	-0.674166666666667
CASP6	1.225125
HOXA1	-0.4835
RCL1	0.11025
ZNF181	1.09516666666667
RAB40B	1.3015
MRPL38	-0.086875
LRRN2	2.1055
C3orf25	0.8095
OR5D14	-0.0985
OR10AG1	0.674
BET1L	0.4789
FRY	4.2455
AK3L1	-0.97625
CSF3R	2.24833333333333
POLR3K	-0.101833333333333
ATG2B	0.729333333333333
EPS8	0.105333333333333
DARS	-0.39
C10orf56	0.843833333333333
DAD1	-0.0191666666666667
RIOK1	-0.9845
HERC2	-0.40525
HSD11B2	-0.6505
FAM96B	-1.15725
MGC13057	-1.536375
BSN	-0.07275
CAND1	0.015
HCST	1.44025
ACTR10	0.257666666666667
OR8D4	0.068
NASP	-2.274
COL9A2	-0.159
LYZL1	-0.4395
GPC5	-2.84133333333333
TBL3	-0.1905
CENTD2	0.382
OR5AP2	0.36475
TLR1	1.10525
LMO6	-0.11825
ZIC2	-3.929125
CPNE5	0.6145
ZMYND15	0.86975
FLJ22374	-1.25025
CCDC106	0.60875
PARP16	0.0695
PDIA3	0.3295
C14orf126	-0.13925
CECR2	-0.677
SFRS1	-0.6695
FIGLA	0.124
DCP1A	0.0973333333333333
MGC45800	-1.3212
TEKT1	0.212
C10orf67	-0.8135
CLN5	1.450875
NTN2L	0.3525
GLE1L	-0.1265
CES2	-0.8854
