Hybridization REF	TCGA-AQ-A04J-01A-02R-A034-07
ZNF184	0.193166666666667
TCEB3B	-0.124
ADAM21	-0.521
GDPD1	0.14625
SPINLW1	0.5175
PRR14	0.332166666666667
KCTD9	0.3317
NUDT3	0.89475
KIAA1822	0.9473
HIST1H4K	1.273
DFNA5	-1.24325
GABPA	0.11025
C14orf44	-0.35575
POLB	0.00362499999999998
PTAR1	-0.00724999999999999
SEC31A	1.0245
TRIM58	-1.56125
TAS2R14	-0.0715
VPS8	0.144125
H1F0	-1.017
PRKCB1	-0.458833333333333
UGT2A1	0.3815
TOR1B	-1.21375
LSS	-0.70925
C2orf19	-0.003
HNRNPC	0.258571428571429
TMEM100	1.35833333333333
LOC116349	-0.48925
OR51M1	0.17
CCDC142	-0.6815
ISG15	1.8793125
ZCCHC14	0.304
CREBL2	0.794875
TGDS	-0.62025
DC2	0.576
CACNA2D3	-0.618071428571429
ZNF429	-0.59375
LYPD6	-1.25416666666667
SUCLG1	-0.104166666666667
OR51I1	-0.6495
MAGEH1	1.20675
PRPF40A	0.244
SMR3A	1.029
SPINK2	2.276
THAP2	0.6045
NPY5R	1.900375
IRF4	-0.788875
SPESP1	-0.311666666666667
OR10S1	0.183
DTD1	-0.9385
TUBE1	-0.796
DDX19A	-0.995
PDPN	-1.346375
TMEM34	0.288
MGAM	0.967
COL3A1	5.52372222222222
GFM2	-1.0727
OR5A2	0.403
PSG9	-1.66575
ARHGEF11	0.323666666666667
IVNS1ABP	0.15175
SIGIRR	-0.014
DUSP19	-0.0685
DNAJC14	-0.2136
ACSS1	0.0985
IL1RAPL2	0.0415
C4orf30	-0.585
SEPT4	3.0485
LANCL3	-1.70525
SPAG17	0.5305
PRDX3	-0.991125
HNF1A	-1.671125
P4HA2	-0.81
RFWD3	-0.219666666666667
MOV10	-0.25025
DNAJA5	0.503
LOC729440	-0.01325
LOC200383	0.137625
SMC2	-1.39225
MIXL1	-1.30616666666667
TMEM9	0.40475
FAM86A	0.794
ZNF174	0.0899
MYH14	-0.3805
CCR8	0.622
VPS37C	-0.277333333333333
GPATCH1	0.4075
B3GNT8	2.0955
TBX4	1.174
CNR2	2.0745
PCDH1	1.13425
C5orf29	4.865375
OCIAD2	0.3855
PLCG2	2.71225
KIAA0247	1.251
HRH3	0.0453
CAPN13	1.24975
CCR1	0.058
MGC15523	0.403666666666667
UVRAG	0.5195
DNAJA2	-0.0403333333333333
ITGA2B	-0.674666666666667
CLDN5	4.00175
PTPRN2	-1.50921428571429
ZNF512	0.260333333333333
PSAP	0.238142857142857
CCDC140	-0.266
LRRC55	-0.15675
CYP26C1	0.4075
C8orf47	2.71575
LYN	1.124
DUSP6	-0.0273333333333333
TGFB3	2.19133333333333
ELK1	-0.2425
PCDH11Y	0.281333333333333
HGD	-2.66775
C17orf58	-1.71975
MYO3A	0.253
SERPINE2	-3.09366666666667
AARSD1	-1.121625
C14orf73	-1.29375
ADAM33	-0.18525
ZNF491	-0.2595
MAPK6	-1.25883333333333
TCN1	1.915
SLC24A6	0.475
UBE2R2	1.11625
H1FNT	0.628
TATDN2	0.858666666666667
LILRB1	2.626
P2RY5	1.3345
NUCB2	0.2705
C2orf37	0.127
SNX27	0.7435
MTA3	-0.248375
FOXO4	-0.0625
ID4	2.69133333333333
SOX5	-1.1795
PXMP3	0.55
OR52M1	0.28
SFT2D3	-0.01175
INA	-2.24633333333333
MCOLN1	0.391
NFIX	1.9165
CLEC14A	5.82183333333333
HIBCH	-0.091
PLA2G5	2.3905
TIMM10	-0.132833333333333
MED17	0.5418
COL4A4	1.3005
TPP1	0.291333333333333
GJA3	-0.659333333333333
TMPRSS5	0.57925
AADACL3	0.22
DNMBP	-1.1835
ENPP5	2.33083333333333
NQO1	-1.6813
ZSCAN2	-0.027375
SEC24C	-0.457166666666667
GTF2A1L	0.9515
AXIN2	-0.9464
FAM33A	-0.632
C16orf13	-0.147125
SPNS2	1.59925
TAF1	-0.077
AP1G2	-0.226333333333333
RBM42	0.442333333333333
HCN2	0.934666666666667
EFHB	0.142333333333333
RUSC1	-0.109333333333333
GRIK5	0.3085
USP21	0.5395
ATAD3C	1.106
ORMDL2	-0.269125
PRSS7	-3.4685
PSAT1	-0.61275
FLJ13195	-1.28933333333333
TBC1D1	1.1285
IFNG	1.4995
OTOS	1.081
ZNF773	0.8035
EMD	-1.6695
RETN	-0.0905
CCL8	3.62
APH1A	-1.101375
COX18	-0.33875
GTF2IRD2	0.37775
CCDC82	-0.787
PAFAH2	-0.6306
NPEPL1	-0.7889
RP11-114G1.1	0.457
TP53INP1	0.735125
ZNF300	-0.445166666666667
FOXL2	-2.98475
LARP2	0.21675
LATS1	0.24825
HTR6	-0.204
SPOCK2	2.15916666666667
RNF144B	2.42316666666667
HTATIP2	-0.34575
MGC10334	0.671166666666667
CENTA2	2.1925
FGF2	-0.25725
FXYD7	0.1535
PHYHIPL	-1.272125
GPR34	4.83525
DDX6	-0.054
OR10W1	-0.0495
LHFPL1	-0.101
ZNF313	-0.596714285714286
VPS28	0.52475
AP3M1	-0.5704
AKR1CL2	0.20625
TRAF4	-0.232
OR2B11	0.2365
C19orf12	0.554166666666667
AKAP9	0.214
C1orf62	0.0466666666666667
SLC20A1	-1.6783
FAM112A	0.51825
LDB2	1.302125
MRPS23	-0.78275
KLK5	5.01925
SPTB	-0.1362
EFEMP2	1.0485
EFNB2	1.69675
PCM1	-0.599642857142857
NMNAT3	0.63425
TSG101	0.1155
C8orf40	0.0501666666666667
NOB1	-0.47775
ABHD3	-1.024
GTF3C4	-0.79875
PIGN	-0.55
GALNTL1	-0.43725
AEBP1	1.795125
OR9Q1	-0.037
ANKRD2	-0.510375
CCL28	0.312
TRIM38	1.61466666666667
TMCC1	0.041
SMG5	0.0145
LRRC7	-0.163
NCAPD2	-0.176666666666667
C6orf153	0.047
C1orf74	0.65925
OTUD6A	0.249
DCP2	-0.960166666666667
TMEM24	-0.893
RPL18	-0.243666666666667
TMEM177	0.4185
LRRC37A3	0.0615
C1D	-0.299
LDHC	0.348
UBE4B	0.0498333333333333
NIT1	0.154125
BTN3A3	1.434375
RASD1	3.715125
COMMD3	-0.08675
SHFM1	0.628
BIRC8	0.162
DUT	-0.58275
C12orf51	0.3475
LRRC59	-0.494
LY6H	0.909
WDR22	0.33225
EDEM1	0.2265
ADH1A	3.2045
PANX2	-0.2998
CYP11B1	0.7765
CDC73	0.1815
GPR172A	0.51425
GSTM3	-0.879615384615385
KCNA5	1.614625
SERAC1	0.0346666666666667
NFATC2	0.657
ANAPC5	-0.7457
C15orf24	-0.55925
NFATC2IP	-0.361666666666667
TNRC6C	0.4335
MGC102966	1.956875
FGD5	1.67316666666667
MED9	0.0315
RAB13	0.329833333333333
C15orf49	1.084
CRYGS	-0.7496
C12orf53	-1.1275
LOC283693	-0.7365
COX6B2	-0.323
PHF14	0.0365
FAM3A	-0.409125
RPL13	-0.3303
PRDX2	-0.4558
FLJ34047	-1.53375
PRMT3	-0.785
KCTD19	-1.6145
TRIM10	0.099
MGC26597	-0.313166666666667
GCNT4	0.48975
GPRASP1	1.3355
CDKN1C	-0.190666666666667
RHBDL2	2.3066
HSPH1	0.26675
AQP1	3.878375
COL17A1	1.8501
GFAP	-0.173875
CDC16	0.546
KIAA1614	0.551
C6orf118	-0.0871666666666667
ZSWIM5	-1.8065
FAM83F	3.8365
LYNX1	1.7215625
SYNPR	-0.834666666666667
XG	3.38833333333333
PRSS16	1.0745
KIF13B	0.141428571428571
PCDH9	-0.574
HIST1H2AH	1.3115
RBM18	-1.0055
ZNF626	-0.538625
HEXIM2	-0.8595
ITFG1	-0.0175
TUBG2	-1.2915
SFRS7	-0.219583333333333
C9orf14	1.368
EXTL1	-0.02025
GBP3	1.3305
WDR5	-0.9505
RARG	0.713666666666667
MYO7A	0.10975
CECR6	1.56125
C13orf3	-0.770875
SFRS18	0.5555
ACVR1B	0.0906666666666667
PSMD1	-1.0402
C7orf31	0.242
ILVBL	-0.49475
IFNGR1	2.0695
RNF186	2.68525
NOL9	0.244
MAGEL2	-0.3935
SLC29A2	-0.728
NHSL1	-0.775
RBMX	-0.208
PSORS1C2	0.908625
RAD51L3	-0.363166666666667
LCN6	1.335
ORAI2	-0.768125
BRUNOL6	-0.3186
OR4K5	-0.185
CDC123	-0.306125
MSLN	2.8915
WWTR1	0.8945
ZNF700	-0.555333333333333
COBL	0.404
PPP1R16B	0.757125
GAS7	-0.1079
MDN1	-0.09625
HAAO	0.598
C9orf68	-0.302
TNFAIP2	1.267625
FOXN1	-0.5385
hCG_2033311	0.0585
ATP6V0D2	-0.4132
RPL41	-0.311625
SLC38A1	0.4605
ARHGAP6	-1.04475
ADAD2	0.403
PHF20L1	0.8569375
MCM3AP	0.093
ST3GAL3	-1.23466666666667
SNX1	0.537
ELF5	6.26575
PARP3	-0.493625
RBM8A	0.2769375
LINGO4	0.1855
ITGA9	1.17183333333333
ZFR	0.38425
ACSL6	0.9015
FLJ20699	-0.3862
DAOA	-0.36675
FABP4	4.62225
KCNB1	1.799
CANX	0.134
SLC25A28	0.544666666666667
ADIPOR2	0.22175
ECHDC2	1.63225
SMA4	-0.32775
FRZB	4.1455
PABPC1	0.268166666666667
DMRTB1	-0.29375
APOBEC3G	0.734
CATSPER2	-1.5325
CUEDC1	1.1025
STARD9	-1.132125
CLDN8	5.506875
LOC23117	-0.495136363636364
E2F6	-0.495111111111111
TMEM126B	-1.01916666666667
DPY19L4	0.9485
GIMAP5	3.76233333333333
NDUFA9	0.0708333333333333
FAM77C	-3.421
CTPS2	0.5945
LOC51035	-0.02025
WDSOF1	-0.81025
EGLN3	-0.878375
PITX3	0.791333333333333
OR52E8	-0.463
GRM4	-0.2015
KLK1	-1.56716666666667
GPM6B	1.501375
RRAGD	1.40566666666667
PAGE5	-3.3005
UCHL5	-0.507333333333333
ULK3	-0.354333333333333
AIM2	2.63116666666667
PNO1	-0.717
OR2F2	0.22
GNAT2	-0.022
SIX1	1.60125
ST13	0.0754166666666666
ZBTB44	0.453875
TIMP2	0.277
ZMAT4	-2.865
GTF2IRD1	-0.506833333333333
ZNF19	0.268
ZNF714	-0.58225
RSC1A1	0.0695
C9orf80	-1.63225
PSMA8	0.998
TMEM141	-0.83525
COX4I1	-0.100714285714286
CTAGE1	0.0898333333333333
DTWD1	-1.05725
HSD11B1	2.242
KRT6B	5.23675
ARID4B	0.84875
LHFPL3	0.30975
WWP2	0.49925
ZNF326	0.107833333333333
RGPD1	-0.727
CTSH	1.28016666666667
FASTKD1	-1.0055
PAF1	0.5564
TTC9C	-0.24125
IFT57	0.1078
PRSS36	-0.562
IL20RB	0.133
ZNF592	0.284166666666667
DCTD	-0.5522
CFP	2.73125
MFNG	0.791
JMJD2B	-0.5
ALDH3B1	-0.932
THSD4	-0.755833333333333
KCNJ5	2.149
LMNA	0.4695
TBCD	0.18575
ZNF250	0.656
CASQ2	1.6555
PEG10	-1.46566666666667
PRAME	-0.736866666666667
NP	0.49825
TRIM59	-0.360166666666667
ZNF12	0.4725
XTP3TPA	-0.197
SIGLEC7	0.4265
PANK4	0.197
FAM70A	-1.65766666666667
SNED1	-0.75025
HIP1	0.2326
RAET1E	-0.835833333333333
AMAC1L2	0.132
AHNAK2	-1.05366666666667
TOE1	-0.508
RECQL4	-0.478
SPRYD3	0.3715
DPAGT1	-0.80825
MAGED2	0.2133
ANKRD55	1.6245
TRPS1	3.52875
DOK7	-1.672
TFPI2	-5.87
GTF2H3	-1.3675
CYP4F11	-0.674
LHX2	-0.722666666666667
ATG16L1	-0.2435
ASB12	0.122
C1orf116	4.191875
NF2	-0.2387
POM121	0.0444
PHYHD1	0.5614
TXNDC17	-0.476166666666667
DKFZp779O175	-0.8825
NUP62	0.388714285714286
MYO18B	-1.765
PRAMEF1	-0.1955
TCBA1	1.09075
TMEM168	0.03675
FJX1	1.14716666666667
CLCF1	-0.53675
SEPN1	0.480125
IGSF2	0.86275
NUDCD1	-0.245333333333333
TFF3	-1.452
NDFIP1	0.0137142857142857
CHCHD4	-0.382
TNR	0.3395
CUTA	0.583833333333333
USP44	-3.52975
DPP10	0.4905
IWS1	-0.678166666666667
PCGF1	0.4105
SULT1C4	0.7705
NTF5	3.02275
PTPN13	-0.00225
SSTR5	0.189
SFRP1	3.270375
IDH3B	-0.94925
SUOX	0.226
TMCO5	0.802
GOLT1B	-0.01575
MIB1	0.240214285714286
PCDHGB1	0.3265
SUSD1	-0.435
ICAM5	-3.06983333333333
PAPOLB	0.2805
URM1	-0.7372
TMEM106B	0.0675
LRIG2	-0.5575
SLC27A5	-2.1345
CLIC6	0.1526
ZNF420	0.643
SCN9A	-0.9649
KIAA1909	2.02575
ELMOD1	-1.803
PRKAG1	-1.032
FAM64A	-0.81
EEF1G	0.01905
SMAD5	0.26625
INCENP	-1.423
WASF2	-1.112
GARS	-0.3926
CDK10	-0.4708
HLX	0.805
MDM4	-0.86025
ZNRF1	-0.328428571428571
HHATL	-2.3895
FAM21C	0.6585
HIST2H3C	0.321
PFDN2	0.324
ZNF200	-0.226
NDN	-0.8015
HBA2	-2.381
FBLN5	2.32425
PUM1	-0.766071428571429
TNNT1	-3.858
C19orf59	-0.195166666666667
HNRPH2	0.222
RAB7A	0.342666666666667
PMS2	-0.159875
BIRC3	1.64583333333333
NRSN2	0.584
OR52K2	0.131666666666667
SPOCK1	-0.584
H2AFY	0.6485
RXRB	0.294
ZNF638	0.320333333333333
ANKRD45	0.9375
ACTN4	0.596333333333333
FXC1	-0.238
EIF2B5	-0.42775
VPS33A	-1.18725
PINK1	0.262
FAM106A	0.5305
SKIP	1.799125
GAPDHS	-0.11825
MUM1L1	0.76775
PSTPIP1	1.68425
CNTNAP1	-1.6576
CYP26A1	-2.70225
APOL2	0.1596
TACC2	0.784625
COX7A2L	-0.337071428571429
HSD17B1	0.7231875
ARRB2	0.08225
SLC7A6	-0.557
HSD17B10	-0.34225
RBJ	-0.13975
NUP155	-0.7765
MRPL10	-1.03333333333333
CYCS	-1.15733333333333
CCDC46	0.304166666666667
TECTA	-0.1275
GNAL	0.816
LPO	0.582
PEBP4	0.819
DDX11	0.09
C18orf12	0.5955
TAF9B	-0.93675
IMP4	-0.636
RPA4	1.30816666666667
NDUFS1	-0.43625
UPK1A	-1.1645
ARRDC2	1.404
C18orf20	0.225
AES	0.0939285714285715
CD2BP2	-0.4475
C16orf54	0.1545
UGT2B17	-0.753
FGFR1	-0.0145454545454545
CEACAM6	0.0457
CHRM5	0.558
CERK	-0.376
AP3S2	-0.0575714285714286
ANKS4B	-1.928
CLCNKA	0.205333333333333
ZNF208	-0.729833333333333
HLA-DRB5	4.6925
CARKL	-0.5065
GOT1	-0.3915
CASP6	1.07975
HOXA1	-0.958
RCL1	0.25725
ZNF181	0.117833333333333
RAB40B	1.9545
MRPL38	-0.1475
LRRN2	1.22825
C3orf25	0.1285
OR5D14	0.274
OR10AG1	0.634
BET1L	-0.1849
FRY	3.1025
AK3L1	-0.35425
CSF3R	0.655
POLR3K	-1.01033333333333
ATG2B	-0.344666666666667
EPS8	0.915666666666667
DARS	-0.821
C10orf56	-0.095
DAD1	0.41225
RIOK1	0.153833333333333
HERC2	-0.246
HSD11B2	0.9915
FAM96B	0.05175
MGC13057	0.7945
BSN	-0.61725
CAND1	-0.118333333333333
HCST	2.54975
ACTR10	-0.381833333333333
OR8D4	0.4445
NASP	-0.7107
COL9A2	1.175
LYZL1	-0.676
GPC5	-2.8905
TBL3	-0.298833333333333
CENTD2	0.1102
OR5AP2	-0.4165
TLR1	2.584
LMO6	-0.42575
ZIC2	-3.958125
CPNE5	1.795
ZMYND15	1.7605
FLJ22374	0.34425
CCDC106	0.214
PARP16	-0.183
PDIA3	0.03175
C14orf126	0.33925
CECR2	-0.1565
SFRS1	-0.458785714285714
FIGLA	2.334
DCP1A	-0.427
MGC45800	-1.9628
TEKT1	-0.259
C10orf67	0.608
CLN5	0.4885
NTN2L	0.064
GLE1L	-1.06175
CES2	-0.2425
GNAS	0.954777777777778
DDX53	0.4555
TSPAN13	0.70825
MRPL52	-0.2676
SPIRE2	0.16575
TAS2R39	0.0285
SCUBE3	1.279
UCRC	0.3348
CDKL3	-0.7605
KIAA1715	-0.2658
ZNF345	0.76325
RTF1	-0.408
DHRS7	0.1805
RIPK4	-0.1965
EXOSC2	-1.58233333333333
MS4A2	1.5335
FGF17	-0.2745
WDR59	-0.386625
EVI2A	-0.02675
IL17RC	1.67716666666667
HS3ST1	2.713
ITGB1BP2	0.153
RBPJ	-0.781
GIMAP1	4.18
INE1	-0.178333333333333
ALDH18A1	0.294875
TPI1	-0.5845
GATA6	2.00425
CABP1	-0.180833333333333
ZNF484	-0.226
DAPK3	0.3815
GJB1	-2.66216666666667
PIN1	-0.324125
SLC6A15	-4.20766666666667
CNO	-0.65075
RIN2	1.4895
FRRS1	-0.073
CYorf15B	-3.47825
DMRT3	2.448875
ATAD1	-1.785375
OTUD4	0.432222222222222
ATOH8	-0.79075
ZSCAN16	0.37225
ASCC1	-0.2825
OTUD3	0.1725
MGC33212	-0.485
YME1L1	0.1875
RP11-218C14.6	0.06675
PCBP4	0.46325
TNFRSF10A	0.45475
CDH10	-3.95266666666667
KL	1.80725
SCP2	0.101333333333333
C9orf119	-0.1625
SON	0.30525
MAFK	-0.33
SBNO2	0.1365
SLC6A6	0.267
SC4MOL	-0.929625
FAM35B	-1.543
PPP1R9A	1.42375
PDZRN3	0.614125
CXorf20	0.649
C6orf126	1.34575
AVEN	0.1235
FLJ21075	-2.463
C14orf132	-1.1265
PCK2	-0.354625
GUCY2C	0.8665
BARX2	0.58175
PEX11G	-0.0895
DAO	-0.901833333333333
C10orf49	-0.0335
EDNRA	2.94966666666667
PPP2R5A	0.6946
DDX39	-0.182666666666667
SERF1A	-0.417
ASCIZ	0.5844
FNDC8	0.4335
PTMS	0.7705
PHF7	-0.689
PIP4K2B	-0.6105625
HHLA2	0.09175
BDH2	0.5424
APOBEC2	0.082
PENK	-0.624
SMAD9	-0.073
MT3	0.709
RGL1	1.247125
ATG10	-1.077875
DLGAP4	0.795833333333333
APPBP2	-0.8145
BACE2	1.01435714285714
LOC339344	0.9325
ZNF395	0.308125
HIST1H2BL	0.722
ZNF467	1.098875
SLC25A21	-2.04775
PALM2	0.0842
NSUN5C	-0.74575
IL5	0.0506
CLSTN2	-0.18275
ANXA8L2	3.15625
PTGES	0.870375
GDAP1L1	-2.568
OPRK1	0.567833333333333
WDR20	-0.560583333333333
C12orf4	0.4455
NUP88	-0.6675
XRCC6BP1	-0.8575
FCGBP	2.69235714285714
LEMD2	0.20625
NOMO1	0.133
C10orf79	-0.153
ZNF79	-0.0569
OCRL	0.1303
HSPA8	-0.491125
DIDO1	-0.0466666666666667
PLA2R1	1.87425
COG3	0.7176
NGDN	-0.2225
CBFA2T2	-0.07525
PNOC	1.441
PRRG1	0.744333333333333
AGGF1	-0.669571428571428
DPF2	0.55675
YIPF7	0.523
TRPV5	0.3375
ZNF322B	0.62825
MED12	0.478333333333333
CARS	-0.669666666666667
ABCC11	-0.566
C9orf25	0.33
MYH1	0.7515
FRYL	0.08525
AGTRAP	0.172
MMP27	0.0355
ZNF432	-0.184125
OR8D1	-0.067
OR13D1	0.029
VWA1	2.556
STON1	0.8245
IL5RA	-0.05175
PERP	1.1641
C10orf107	-0.845333333333333
TNFSF12	1.77375
FN1	-0.134416666666667
MTR	-0.403666666666667
PHLPPL	-0.201333333333333
ZNF425	-0.197
DHFR	-1.21616666666667
PPP1R12A	0.09275
RSPO2	-1.299375
ZNF7	0.5325
ZNF583	-0.47025
TPMT	-0.796666666666667
GPR132	1.83425
OR2T12	-0.367
SERTAD2	0.4895
ATP1A1	0.2733
FRMPD3	0.131
ZNF672	0.55475
PLXNB3	1.008375
EML5	-0.654
FAIM3	1.7565
UBQLN2	1.11575
SORCS2	1.004
PRIM2	-1.8265
ACVR2A	1.08916666666667
YWHAZ	0.31925
PGM2L1	0.90625
GNAO1	0.158928571428571
RPL10	-0.1316
RPS6KA6	-0.973
PFKL	0.2035
SH3D19	0.384875
AURKB	-1.89816666666667
ZC3H6	0.953625
DISC1	0.4415
FLJ39660	-1.69533333333333
TMEM25	0.86575
OSBPL10	-0.264
CLTCL1	-1.58466666666667
ALG6	0.52225
CATSPER4	0.179
LRTM1	0.059
RRAD	2.06783333333333
TIPIN	-1.00675
CARD14	0.746125
RBM9	0.462166666666667
RASSF4	1.6735
SLC25A18	-0.423666666666667
C6orf58	-0.335166666666667
IGHD	1.2035
PLA2G6	-0.1415
TPT1	0.785125
SEC63	1.7385
CCDC113	-0.4906
TDRD10	0.708375
KIAA1666	-0.5295
TOR1AIP1	0.794833333333333
SYTL4	-0.403666666666667
SPRR2F	-0.4555
CEBPD	3.76925
SNTG2	1.7715
C20orf77	-0.59125
TAS2R49	-0.3525
C6orf173	2.44433333333333
SVEP1	0.852
PXN	-0.879642857142857
VIL2	0.93575
C5orf21	0.421583333333333
DIXDC1	0.045875
GANAB	-0.629333333333333
PDSS1	0.009
NGFR	1.70775
ATP8B4	1.1695
BMP8A	-0.001
CCDC132	-0.510666666666667
GNRH1	-0.4835
OR10T2	0.05575
PDGFD	2.52016666666667
OR6W1P	-0.206
HARS	-0.6815
KRT77	0.1645
AQP8	-0.44675
ITGB1	1.0244
ZNF254	-0.2825
PAX1	-0.0856666666666667
PSMC4	0.0387
ANKRD22	3.30725
PSMD8	-0.0845
HTR1E	-1.44266666666667
SOX10	1.7366
OR5B2	-0.2915
RABGEF1	-0.589142857142857
MAP1LC3B	-0.03475
CYB5R4	0.50425
AGXT2L1	-1.12425
FLJ41603	1.50566666666667
TRAPPC2	0.0161666666666667
FNTB	-0.1026
FLJ14107	-0.722333333333333
AURKAIP1	0.94675
DSE	1.71775
NFKBIZ	0.306166666666667
OSBPL3	-0.890833333333333
LOC130576	-1.5625
SLC39A9	-0.120333333333333
LOC137886	-0.059
RHCE	-2.774
ATG7	0.493166666666667
FAM82A	0.357333333333333
FBN3	0.58
MCFD2	-1.033
CASP14	0.2695
EPS15	0.598166666666667
SFRS2B	0.392833333333333
C19orf47	0.567
PLAC9	0.7055
GPR23	-0.2205
BTNL3	0.1455
RGS8	-0.125
GNS	-0.151625
ENO2	-2.66966666666667
CBX1	0.7911
PEX26	1.6525
LRP5	0.147166666666667
ADAMTSL4	-1.89866666666667
ARR3	-0.122166666666667
MAP1A	-0.1775
CD2	5.24225
NAV2	0.355625
TMEM69	-0.512
ATXN7	-0.333833333333333
CHN2	-1.07566666666667
ZNF781	-0.572666666666667
HAS2	-3.08733333333333
KIAA0241	-0.500666666666667
BIC	2.15975
MOBKL2A	-0.034
CYP2C9	0.904
CNOT7	0.996285714285714
SFRS10	0.07075
CST11	0.10725
FLJ37543	-0.0945
NKAP	-1.1945
RUNX1T1	2.86325
EAF1	-0.7432
IL4I1	3.76175
LRRC61	-0.7395
PSIP1	0.055
SPRR4	-0.201
ZFP90	0.829166666666667
AP2B1	-1.34192307692308
SLC30A7	0.529166666666667
C7orf28A	0.695333333333333
S100B	2.5615
BMP2	-0.5915
ESR1	-1.18633333333333
ZFPL1	0.174
ARHGAP12	-0.10225
LRRC19	-0.2545
ZNF767	-0.715833333333333
NACA	-0.8505
OLIG1	0.240125
PRF1	1.9245
LST1	3.16316666666667
SPATA9	-0.721
CNFN	0.962
CDK4	-0.594
TCF15	-0.311166666666667
PARC	-0.35725
PPM2C	2.06025
LOC283345	-0.3865
FAM107B	0.49225
DMXL1	-0.519875
RBM3	-0.429
HTR5A	-1.322
SCFD1	0.104833333333333
EPHB3	3.679625
ROPN1L	-1.20233333333333
RAMP3	1.583
TSPYL5	3.833
GAP43	-2.2185
PAPD4	-0.556125
PDE3A	-2.12025
TNFRSF10C	0.78425
JMJD5	-0.37
RASGEF1A	1.2643
C16orf65	0.0195
HIPK3	1.18383333333333
XYLT2	-0.4805
XPOT	-1.29566666666667
GAL3ST1	-0.97375
DHCR7	0.1565
AMIGO3	0.0411666666666667
FGFR4	-2.04866666666667
CRAT	-0.397
PPP1R14D	-0.35
TRIM14	0.9684
TMPRSS11D	0.5565
SLC7A11	-1.90135714285714
OR10H2	0.54825
PPM1E	-1.0028
DOCK4	0.35425
FAM127A	0.325375
ENOPH1	-0.05025
SLC5A3	-0.1083
ZNF530	-0.4631
NTS	-6.47775
FRMD4A	0.6755
BCL11B	-0.613
PRM1	-0.104
UQCC	-1.4919
S100A16	1.2275
PLS3	0.27925
WWOX	0.0552857142857143
CCDC23	0.728
GTSE1	-0.567666666666667
GP2	-0.5385
FLJ32549	-0.790625
CHIT1	2.614
KLF9	1.281375
RPS24	0.1706
MIA	3.9965
FIGN	1.2945
PYROXD1	0.024125
PCSK2	-0.567
MRPL9	0.40725
RPL24	0.125375
C12orf32	-0.2265
HIST1H2BE	0.66925
RGS18	3.48875
LFNG	0.64025
RAB4B	0.3944
FBXO25	0.860166666666667
TSPAN31	-0.2385
ARL8A	0.186642857142857
C10orf83	-1.1025
OR51B6	0.125
CNKSR2	0.06025
C1orf156	0.2335
IBSP	3.1205
GFRA2	1.2609
ALKBH7	0.2949
NEK10	-1.0345
VN1R3	-0.240166666666667
LOC91948	-0.3725
CPZ	-1.5065
IHPK3	0.717
COL8A1	1.12275
RBPJL	0.0015
OR10A4	0.22775
CASP8AP2	0.56325
MMP12	3.947
OR8B12	0.498
CDCA5	-0.7615
LIX1L	-0.1785
PEX11B	0.754375
GABRA1	0.00950000000000001
HABP2	0.5795
REEP1	0.557666666666667
FBXO15	0.0415
CD68	0.88575
WFDC9	0.0825
GHDC	-0.195333333333333
SMARCA1	-0.056
SPAST	0.3715
PLXND1	0.118083333333333
MLCK	-0.917
INTS5	0.43
BSG	-0.754
PARP8	1.10766666666667
TEAD4	0.236
ZNF498	-0.352625
TMEM89	-0.689833333333334
DTX4	0.18375
TNRC6B	0.6405
ARMC2	-0.636625
FGFBP1	4.32616666666667
TIMM8A	-0.828333333333333
AJAP1	-1.8746
ZNF608	0.46075
SLC25A42	-0.408125
SYP	0.0598333333333333
MMP11	2.7895
USP40	-0.2046
C3orf62	-0.334333333333333
MYO1E	0.4796
LRFN4	0.1075
XCL1	1.31866666666667
GPR155	0.332125
VPS29	-0.550625
CARHSP1	-0.37625
ARHGAP20	-0.103833333333333
GREM2	-0.321642857142857
CCDC102B	3.06075
ZNF577	0.0195
HDDC2	0.250625
SHC2	0.6881
NCOA5	0.483333333333333
INPPL1	-1.039
CHGB	-1.7243
IHH	0.002
DDEF2	-0.502
DIAPH3	-0.517047619047619
BUB3	-0.652416666666667
GGH	-0.667111111111111
VPS35	0.5434
CNN2	0.682916666666667
ASNA1	-0.48625
WDTC1	0.31475
AMAC1	-0.519
HAS3	0.6975
SLC1A6	0.580166666666667
ZNF563	-0.684
C1S	4.21325
TCF7L1	3.495375
OR10Z1	0.399
ME2	-0.6473
C6orf151	-0.394
KPNA4	0.1694
GLO1	-0.9545
WDR61	-0.342
CD302	1.42025
SIRT7	0.444333333333333
C11orf59	0.32625
PKIG	-0.04225
PPIL3	-1.07275
CCDC74B	-1.712875
ZNF528	-0.16525
EFNA5	0.5455
FCGRT	1.7795
NOL4	2.5586
CCS	-0.5185
LOC374491	-0.1095
MFSD7	2.912
ZNF555	-0.49275
LIMS3	-1.20075
TSSC4	0.2425
COL11A2	-0.673
C1orf119	0.194333333333333
BPNT1	-0.722125
CHRNA6	0.193
C1orf173	0.882
PLD2	0.24125
ORC1L	-2.09825
SASH1	1.715875
CDC14B	-0.400125
RLBP1L1	0.05425
LDLRAP1	-0.6638
NAT8B	0.192
HHEX	-1.713
LGALS7	4.44525
PLCH1	1.244625
OR1M1	0.12
PRAMEF16	-0.658
HECTD1	-0.06
C14orf39	-0.7915
TLN2	1.4034
