Hybridization REF	TCGA-BH-A0EB-01A-11R-A034-07
DNTT	-4.441
C10orf6	-0.0465
C11orf41	-0.000374999999999999
HNRPF	0.102875
COL11A1	6.95166666666667
UBAP2	-0.525833333333333
CDKN2AIPNL	-1.8325
C20orf174	2.974
SPRED2	0.04225
PLA2G12A	0.435333333333333
ICEBERG	-2.10966666666667
SCN10A	-0.3925
C11orf65	-0.11875
GBP5	5.31925
PITPNC1	-1.32066666666667
POU3F3	1.0475
NCOA7	-0.54575
LIN7C	-0.1863
LOC348840	-0.7955
NKX2-2	-3.04375
ANKRD13D	-0.097375
LOC123688	0.02425
FUT2	1.88633333333333
TAAR8	0.413
FZD4	-0.334416666666667
PNMA3	-1.06383333333333
OR4L1	0.335
WIT1	-2.15525
EXOC3L	1.85975
ATPBD4	-0.4184
KRBA1	-1.76
UBXD6	-0.2725
HOXB7	0.0372857142857143
C7orf23	-0.886
UNQ338	-1.553
STAB2	0.3145
CDC20B	-0.363
IRF9	2.45425
CENTG1	0.643083333333333
TNPO2	-1.07275
MCPH1	0.180375
BMS1P5	-1.52625
SLC26A7	0.6595
HIST1H3J	0.6205
C9orf3	-0.3878
LBH	1.508375
MYO1D	1.12925
PTDSS2	-0.461
NFU1	0.27375
DEPDC4	-1.546
WNT7B	0.9532
GLP2R	-0.184833333333333
SETD4	-0.7757
DYNLT3	-0.6307
FKBP11	0.377833333333333
SESTD1	1.5935
FLII	0.52925
RPS16	-0.5007
CHPF	0.164166666666667
CSNK2A1	-0.1605
SUMO1P1	-0.6385
FKBP6	-1.0185
ZNF214	1.24216666666667
TWIST1	0.290333333333333
DDX56	-0.112333333333333
TRAM1L1	2.0369
EPO	-3.0365
MRPS18B	-0.2755
ZNF682	-0.0621666666666667
RPL14	0.0186666666666667
MAFF	-0.697
LOC51136	-0.4125
LY96	0.57325
DDX20	-0.226
ABTB1	0.324
ARL5A	0.6525
CCT6A	-1.329
HEPACAM	-1.8615
EHHADH	0.0796666666666667
RBAK	1.483
CGB1	-0.1455
ITGB5	1.2145
YIPF3	0.34325
FKBP2	0.837
NR1D1	-0.3592
TMEM110	1.2125
NEK2	-2.02616666666667
PRAMEF8	-3.4005
C20orf52	-0.248
PCDHGA3	0.725
VWA3B	0.155
NDUFA5	-0.59925
THAP9	-0.46525
FLVCR2	-0.250666666666667
AP1S1	-1.941375
SMAD6	-0.43125
SAV1	0.622625
SAT1	0.626625
ZNF251	-0.254375
ADAMTS7	0.4805
RPP38	-0.13625
C1orf211	-1.438
YPEL2	2.3449
RBMS1	-0.57125
ZNF445	-0.0456666666666667
NRXN2	0.420666666666667
PGBD4	-0.196875
UGT2B28	2.11475
WBSCR16	-1.1008
NLRC3	0.29475
ASTL	0.121
ST6GALNAC1	-3.219
ZADH2	0.3685
MLLT4	0.176416666666667
ARL6	-0.9045
MEF2C	1.892
CBFA2T3	-0.392
AFF3	0.968214285714286
COG7	0.747166666666667
MYB	-0.144666666666667
PLXNA3	-0.1055
XRCC2	-2.669
MMS19	-0.622375
ST8SIA5	-0.893125
CHPT1	-1.41066666666667
KIAA1712	-0.55225
OR6X1	1.255
ACTR3	-0.087875
UGCG	1.82416666666667
OR4P4	0.6665
ZAP70	-2.88425
LPP	1.83875
ZNF485	0.01425
PTPRCAP	0.28225
IL12RB1	0.73825
ATRX	0.7893
CHST8	-0.452875
C14orf109	0.10775
ARV1	0.858
NMB	-1.45342857142857
COX5A	-0.9325
EIF6	-0.1365
MPPED2	-0.351833333333333
SEMG1	-1.6375
CHRDL1	-0.0875
TRAF3IP2	1.20475
WNK2	0.07325
LILRA4	2.7475
LAMA2	4.6315
PXT1	0.445
RLBP1	-3.41875
CD300C	1.34475
SLTM	-0.31175
FLJ10404	-0.1795625
APOBEC3D	-1.913
RENBP	1.00683333333333
ATXN7L1	0.17125
NID1	1.0925
TUBGCP3	-0.515875
ITIH5	0.807111111111111
CCDC110	2.24875
C8A	-3.22
MGC87042	-1.95075
HOXC13	0.03675
TFDP2	-0.58875
HCP5	1.78475
POLI	0.34275
UCN	-1.3255
ZNF764	0.699
C8orf45	0.173
FHL3	-0.011
SPATA5L1	-1.0775
MMRN2	3.134
NDST1	1.5145
COL20A1	-0.444666666666667
ZNF248	-0.941666666666667
PELP1	-0.262333333333333
MBL2	-2.84733333333333
RNF41	0.4345
C5orf24	1.2675
THOC5	-0.797375
SERINC3	0.901416666666667
RP11-151A6.2	0.217
CDCP2	-0.5465
HIST1H2AA	0.0975
C11orf75	0.2825
FKBP7	-0.01675
DDOST	0.281
GPNMB	1.11466666666667
TTF2	-1.13916666666667
KCNT1	-0.168666666666667
SLC39A14	-1.05525
NGRN	0.3644
GPR137B	2.36575
MECP2	-0.103375
PSMA1	-0.46575
C16orf73	-5.44325
TMEM60	-0.381
CSN3	0.257
NOS1	0.373666666666667
RAB7L1	-0.0458333333333333
YBX2	-1.7025
KIAA1166	-0.189
FUBP3	-0.455666666666667
ABCG1	2.164
ACACA	-0.18675
ARL11	1.726
ATOH1	-0.0505
ODF1	-0.0323333333333334
CREB3L3	-1.62383333333333
TMEM127	1.49064285714286
DSCAML1	0.29825
PLN	2.99283333333333
LYPLA1	-0.0520833333333333
PRDM9	-2.53425
SASP	-0.672
PLUNC	0.496333333333333
INTU	0.1385
HISPPD1	-0.517
LNPEP	1.18183333333333
YARS2	-0.400333333333333
APCDD1L	-1.3035
ZCCHC4	-0.9301
FBXO22	-0.966666666666667
TTLL13	0.0995
ZNF669	0.642666666666667
PTGDR	5.295
DDX27	-0.48825
KIAA0409	-0.104666666666667
GJB6	0.57125
ASB8	1.03175
PLP2	-0.519166666666667
MEPE	-0.0475
OR10J5	-0.0395
KRT222P	3.67625
COQ7	0.350666666666667
C1orf101	1.071
RERG	3.214
CHMP5	0.08825
THAP11	-0.065375
ZNF43	0.4085
ZRANB3	-0.812166666666667
KRT13	3.819625
MRPL19	-0.543875
RBBP9	-0.22125
SPATA17	1.614375
BXDC5	-0.234166666666667
PAFAH1B1	0.0310833333333333
MAGEE1	0.209
OSTF1	0.303
KIAA0323	0.00233333333333334
TXNDC13	-0.322
CNTN4	2.14425
LCE1B	0.561
UNQ501	1.1275
ZNF154	0.23775
C3orf64	-0.02
SYT5	-0.1119
PON1	-0.192333333333333
FLJ10357	-0.180875
ATP4A	-1.7095
GNPDA1	-0.368833333333333
MGAT1	1.24133333333333
C14orf121	0.2295
SLC35B2	0.19375
MIER3	0.4265
CHEK1	-3.8405
ZNF8	-0.0273333333333333
TXNDC1	-0.0736666666666667
CKB	-0.5995
RTN3	0.711714285714286
FZD2	0.286333333333333
PART1	-0.25325
PSMB6	-0.21875
PCDHB8	1.357
PHC3	0.6194
PPP1R8	0.0978333333333333
NOVA2	1.6925
TNFRSF11B	-2.561375
GOLPH3	0.684833333333333
UBLCP1	-0.568
SUHW3	-1.11125
TTLL1	0.9415
OPN4	0.291
OR13G1	0.04
ZPBP2	0.123
HSD17B11	-1.1365
C9orf50	0.024
DHDDS	0.126142857142857
CTSW	-0.1167
NEFM	-0.879333333333333
MRPL28	-0.0015
SYN1	0.506666666666667
PIGV	0.166833333333333
ZIM2	-1.189
APBB1	0.652666666666667
SND1	-0.7525
C1orf123	-0.023
CHD3	-0.49675
BHLHB8	0.34
RNASE2	1.23383333333333
BCAP31	0.537875
SLC25A44	0.629833333333333
CHD6	0.4627
PIB5PA	1.51092307692308
SELS	0.239125
LOC541471	-0.140625
FAT2	0.8825
ZNF81	0.0115
OR4C16	0.3425
FLJ10081	0.0831
LRRC4	2.11175
CS	-0.582833333333333
N4BP2	0.683875
IGFBP7	2.1165
ZNF318	-0.09625
NDNL2	0.7495
ZNF609	0.85
SIRT4	-0.25925
EXOSC10	-0.52625
ECE2	-0.195333333333333
OVGP1	1.234
GTPBP3	-1.02975
PACS2	0.1828
C19orf36	0.388833333333333
ARL4C	0.39175
ATG4B	-0.6995
UBQLNL	-0.5905
RHOXF2B	-3.7355
PLEKHG2	-0.929
GALR1	-0.1745
AQP4	0.273166666666667
HDAC7A	0.508833333333333
DCUN1D3	0.4535
OR8A1	-0.045
CCRN4L	-0.04725
CBR4	0.0141666666666667
KIFC1	-2.4415
SLC7A14	-1.4655
LHX5	-0.819
TRPC7	-0.132
LPXN	0.37675
SERPINA1	0.048375
RPS13	-0.3775
BPIL3	-0.036
PRKAA1	-1.84925
FADS2	-0.5397
ENAH	0.226
PRO1768	0.4475
APBA2BP	-0.106
LIPH	3.65583333333333
C3orf33	-1.80825
RCC2	-0.0299285714285714
ALDH1A2	-3.2945
RNF103	1.9445
AHCY	-1.02875
ALG12	0.553
CCL17	1.563
ZNF543	0.933333333333333
ESRRG	3.8969
CNGA1	-0.8795
RDH5	-1.50133333333333
OTX1	0.0055
PTGFR	-1.60783333333333
CDR2	0.470125
SELE	4.14275
NLGN2	-0.811333333333333
EXOSC9	-1.134
ZNF566	0.278833333333333
KLRC2	-4.1835
GPR12	0.5095
KIAA0196	0.37
PDRG1	-0.1045
SSR3	-0.283785714285714
MSI1	-0.517
CST9	-0.0505
CC2D1A	-0.839125
PLAGL1	-0.340111111111111
ZNF778	-0.6095
RNF2	0.798
KLF6	0.637
THBD	2.97016666666667
tcag7.1314	0.60025
NR5A1	0.2095
ABCD2	-0.08175
DNAJC7	-0.369
CLEC4C	-0.1655
TM2D3	0.348875
CCDC4	-0.6395
PLAC2	-0.51725
DCD	0.1215
FAAH	2.203875
POLA1	-0.0321666666666667
TM7SF2	0.007625
FLJ39822	1.10066666666667
FLOT2	-0.1615
MAP4K1	-0.0485
SRP68	0.00250000000000002
C21orf74	-0.264
ARPC5	0.838375
LOC126075	2.27775
HECW2	0.813875
ZDHHC4	0.20575
ANKRD42	1.9602
PDE9A	-0.866166666666667
ABCA8	-0.13725
NDUFS2	0.57775
UBR5	-0.619125
BTBD16	-2.90975
LOC554174	0.535
ZNF20	0.759
KIAA1843	0.041
WDR17	-0.543
C15orf33	0.223
RNF113A	-0.0795
CAMKK1	-0.1111
CLCN2	-0.3165
ANXA6	0.121
LOC340069	-0.0875
EMID1	0.249375
DPM3	-0.394666666666667
ELA1	-0.3435
SLC25A13	-1.632
KRT24	-0.195
SMPD1	0.949666666666667
TH	0.061625
COL6A2	0.735571428571429
ANKS1B	2.11125
GPR126	-2.8226
ZC3H12A	-0.303166666666667
TMEM47	0.7165
C2orf51	0.0565
C1orf88	3.7275
HSF2BP	0.281
AKAP10	0.2825
RPAP3	-0.4665
KLHDC8B	0.46425
STOM	0.6064
MUPCDH	0.03525
C10orf72	0.150125
PLEKHA3	0.560583333333333
TCP11L1	-0.45375
CWF19L1	-0.38275
SPEF1	1.92330769230769
YSK4	0.08075
ELN	2.1801
SAMD8	0.827833333333333
MPI	-0.8455
MEPCE	-0.6284
ABCC3	-0.866
NANOGP1	-3.765
KCNK17	1.6555
HLA-DMB	4.85783333333333
RRAGA	1.0255
ANGEL1	-0.2975
RBM32B	-0.1335
CPN1	-3.12725
MGC52282	0.3121
HLA-A	2.58791666666667
OR9G4	0.0385
EDNRB	-1.785625
SCD	-1.40885714285714
C14orf80	-0.997333333333333
BAGE2	0.543
RABL4	0.824
RCVRN	0.4055
SHANK1	0.3015
NLRP7	-2.84375
CD226	1.95625
STAT3	1.2694375
SYNJ2	0.311
TPCN2	-0.239
WDR36	-0.91275
MBD4	-0.1725
ROBO1	-0.8165
ST3GAL6	-2.22225
SLAMF8	3.13566666666667
ATN1	0.469166666666667
GPR141	1.284
KRT36	-0.0325
TPH1	-0.4385
DDX52	0.13375
ZSCAN29	0.245
TRPT1	-0.0976666666666667
DPEP3	0.6965
DENND4A	-0.53175
TSPAN16	-0.063
PTCHD2	-0.6565
LOC145814	-0.99875
CAP1	0.9705
EIF5A2	-0.9563
NT5DC3	-1.563375
SEPT9	-0.876375
SEZ6L2	1.7785
EGFLAM	3.4135
VPS11	1.01125
NDUFB5	-0.0365
CIDEA	0.329666666666667
IER5L	0.0845
N6AMT1	0.3255
FAM83C	0.14075
OXR1	0.843083333333333
IRX1	1.262
DGKB	-0.352333333333333
GCN5L2	-2.29775
MIR16	0.744125
FBXW9	0.00475
WDR4	-1.92966666666667
PDC	-0.2135
VPS33B	-0.103
HEXB	0.4255
FLJ32214	0.80025
TCEB3	-0.48175
CRLF1	-4.2005
ABI3BP	1.126
C8orf22	-3.72325
PYCR1	-0.454375
KIAA1706	1.175
CDK5R2	0.65
WAS	0.8125
C12orf60	-1.42025
CCBL2	-0.22525
MADD	0.20125
C5orf34	-2.4115
WDR42A	0.6705
KLF12	0.171875
HSPA1A	1.46525
ITM2C	-0.715916666666667
DAPK2	2.07316666666667
LOC442590	-0.5095
SUMF2	-0.348625
CENPA	-3.20007692307692
TMED5	-0.151
CDH6	-0.6907
BRP44	0.6605
THG1L	-0.24225
GABRA2	1.088
C14orf166	0.0135
MYL1	-1.25716666666667
TNFSF18	0.7215
PAP2D	-1.3455
PPIB	0.2625
KLHL4	-0.450125
SFN	-0.726833333333333
CCDC127	0.618
FRAP1	-0.49
GOLGA5	1.0585
SDCCAG1	-0.029875
MGC21675	0.179
C10orf95	-0.768
KIAA1345	-0.132333333333333
C1orf163	-0.9935
LACE1	-0.0675
OR10K2	-0.2045
CENPN	-2.9676
TMED2	0.597
UGT1A6	-1.1315
ANG	-0.14375
U2AF1	-0.235166666666667
CASC2	0.3585
NMT2	-0.947666666666667
OSGEPL1	-0.477125
DFNB31	-0.735
SLC6A20	0.919375
DKC1	-1.25225
FXYD4	-0.61025
WDR64	0.084
MGC5590	0.4185
CREBZF	-0.384333333333333
DAZ1	-0.6565
PRPSAP1	-0.878
GCHFR	-0.811
TTC7A	-0.60675
LOC196993	1.48275
UBD	2.91766666666667
S100A1	0.25875
RPL6	0.177333333333333
DNAJB6	-0.2111
NAGS	0.9832
C2orf58	-0.1715
KERA	2.23883333333333
MT1X	-1.0916
UBE2B	0.7042
KEAP1	0.43375
MST1	-3.223375
OMA1	0.6695
ABLIM2	0.9555
BCL2L13	-0.598
JAZF1	0.516666666666667
TMEM63B	0.6265
S100A8	-1.2772
ARFIP2	0.906
UROS	0.80725
KHDRBS2	-0.9875
POLQ	-3.267375
SOAT1	-0.2085
SPAG4	-1.57075
MRPS30	1.13533333333333
LOC494141	-0.76125
OR2T11	0.3445
ORAOV1	-1.1255
ZNF184	-0.1125
TCEB3B	0.2305
ADAM21	0.374
GDPD1	0.93275
SPINLW1	0.5445
PRR14	0.207166666666667
KCTD9	-0.5212
NUDT3	0.65925
KIAA1822	0.7674
HIST1H4K	1.1555
DFNA5	-1.0795
GABPA	0.43425
C14orf44	1.8325
POLB	0.5825
PTAR1	-1.138
SEC31A	0.8081
TRIM58	-0.07725
TAS2R14	-0.178
VPS8	0.51375
H1F0	1.2705
PRKCB1	-1.58566666666667
UGT2A1	0.251
TOR1B	-0.02075
LSS	-1.55041666666667
C2orf19	0.4755
HNRNPC	0.259571428571429
TMEM100	-1.66066666666667
LOC116349	-0.1605
OR51M1	0.2545
CCDC142	-1.25575
ISG15	2.2746875
ZCCHC14	0.00625000000000001
CREBL2	1.184875
TGDS	-1.6545
DC2	-0.55275
CACNA2D3	-0.580285714285714
ZNF429	-0.3135
LYPD6	0.334
SUCLG1	-0.084
OR51I1	-1.069
MAGEH1	1.422
PRPF40A	0.032
SMR3A	1.1785
SPINK2	-1.90725
THAP2	0.00162499999999998
NPY5R	-0.791875
IRF4	-1.342375
SPESP1	-1.8535
OR10S1	0.209
DTD1	-1.47375
TUBE1	-1.35575
DDX19A	-1.284
PDPN	0.013375
TMEM34	0.404416666666667
MGAM	0.4005
COL3A1	5.83522222222222
GFM2	-0.5534
OR5A2	-0.2845
PSG9	-1.589
ARHGEF11	0.203333333333333
IVNS1ABP	-1.2043125
SIGIRR	1.1915
DUSP19	-0.54425
DNAJC14	0.2282
ACSS1	0.74175
IL1RAPL2	0.3825
C4orf30	-0.22375
SEPT4	2.36475
LANCL3	-2.1015
SPAG17	0.0336666666666667
PRDX3	-0.45475
HNF1A	-1.635125
P4HA2	-0.440375
RFWD3	-0.816
MOV10	0.341
DNAJA5	0.584
LOC729440	0.221
LOC200383	0.22525
SMC2	-2.0245
MIXL1	-1.23966666666667
TMEM9	0.32775
FAM86A	1.569
ZNF174	0.5726
MYH14	-0.93375
CCR8	0.74675
VPS37C	0.947333333333333
GPATCH1	0.159166666666667
B3GNT8	2.371
TBX4	-0.60025
CNR2	0.361333333333333
PCDH1	1.75975
C5orf29	5.516875
OCIAD2	0.76625
PLCG2	1.057
KIAA0247	2.396625
HRH3	0.0138
CAPN13	3.798125
CCR1	0.8323
MGC15523	0.307833333333333
UVRAG	0.212166666666667
DNAJA2	-0.459333333333333
ITGA2B	-0.9605
CLDN5	3.61375
PTPRN2	-0.934714285714286
ZNF512	-0.0845
PSAP	1.21864285714286
CCDC140	-1.2275
LRRC55	0.28775
CYP26C1	0.4975
C8orf47	0.7905
LYN	0.93875
DUSP6	0.0291666666666667
TGFB3	3.19386666666667
ELK1	-0.5849
PCDH11Y	-0.603
HGD	-1.41375
C17orf58	-0.41325
MYO3A	0.6755
SERPINE2	-4.12433333333333
AARSD1	-0.891375
C14orf73	-1.4055
ADAM33	0.0725
ZNF491	-0.042
MAPK6	-1.50783333333333
TCN1	3.75083333333333
SLC24A6	1.15
UBE2R2	0.71225
H1FNT	0.391
TATDN2	0.0351666666666667
LILRB1	2.96
P2RY5	1.267
NUCB2	1.6095
C2orf37	0.1475
SNX27	1.07983333333333
MTA3	0.0825
FOXO4	0.196
ID4	-0.0981666666666667
SOX5	-2.085
PXMP3	0.22925
OR52M1	0.009
SFT2D3	0.088125
INA	-3.28366666666667
MCOLN1	0.93425
NFIX	2.0951
CLEC14A	5.61933333333333
HIBCH	-0.041
PLA2G5	2.01175
TIMM10	0.062
MED17	-0.1019
COL4A4	-0.052
TPP1	1.26966666666667
GJA3	-0.889333333333333
TMPRSS5	-1.7535
AADACL3	0.4265
DNMBP	-0.13325
ENPP5	6.422
NQO1	-1.8646
ZSCAN2	-0.433875
SEC24C	0.120666666666667
GTF2A1L	-0.7625
AXIN2	-0.1598
FAM33A	-1.37891666666667
C16orf13	0.295625
SPNS2	0.802
TAF1	0.71
AP1G2	0.326166666666667
RBM42	0.8835
HCN2	0.7585
EFHB	0.7165
RUSC1	0.0838333333333333
GRIK5	0.2275
USP21	0.2455
ATAD3C	0.811
ORMDL2	1.24325
PRSS7	-3.9025
PSAT1	-5.6825
FLJ13195	-0.101833333333333
TBC1D1	0.479833333333333
IFNG	2.4095
OTOS	0.251333333333333
ZNF773	0.627833333333333
EMD	-0.6105
RETN	0.593
CCL8	3.7255
APH1A	-0.691
COX18	-0.462125
GTF2IRD2	-0.57925
CCDC82	-1.4935
PAFAH2	0.8082
NPEPL1	-1.2204
RP11-114G1.1	0.529
TP53INP1	1.366625
ZNF300	-1.3225
FOXL2	-2.80825
LARP2	-0.03225
LATS1	0.49275
HTR6	0.1195
SPOCK2	1.008
RNF144B	3.10666666666667
HTATIP2	-0.446625
MGC10334	0.155916666666667
CENTA2	2.99333333333333
FGF2	-0.84225
FXYD7	0.204
PHYHIPL	-1.743625
GPR34	5.87875
DDX6	0.639333333333333
OR10W1	0.256
LHFPL1	-0.6675
ZNF313	-0.633428571428571
VPS28	0.67975
AP3M1	-0.3364
AKR1CL2	-0.31725
TRAF4	-0.3575
OR2B11	0.371
C19orf12	-0.508166666666667
AKAP9	-0.171166666666667
C1orf62	0.2295
SLC20A1	-1.4438
FAM112A	0.27625
LDB2	0.959375
MRPS23	-0.843
KLK5	2.199125
SPTB	-0.2328
EFEMP2	1.15925
EFNB2	1.262625
PCM1	0.786428571428571
NMNAT3	0.939875
TSG101	0.654
C8orf40	-0.0205
NOB1	-1.57325
ABHD3	0.732
GTF3C4	-0.0476249999999999
PIGN	1.47
GALNTL1	-0.43325
AEBP1	2.769125
OR9Q1	0.5695
ANKRD2	-0.118
CCL28	0.6245
TRIM38	1.48966666666667
TMCC1	0.431833333333333
SMG5	-0.10175
LRRC7	-0.365
NCAPD2	-1.36516666666667
C6orf153	-0.5885
C1orf74	0.29225
OTUD6A	0.635
DCP2	-0.2715
TMEM24	0.302
RPL18	-0.327833333333333
TMEM177	-0.37575
LRRC37A3	0.5895
C1D	-0.497666666666667
LDHC	-2.13275
UBE4B	-0.153
NIT1	0.494625
BTN3A3	1.248625
RASD1	0.689875
COMMD3	1.0045
SHFM1	-0.652
BIRC8	0.471
DUT	-0.918
C12orf51	1.738
LRRC59	-0.436
LY6H	1.48875
WDR22	1.01416666666667
EDEM1	0.232071428571429
ADH1A	0.479
PANX2	-0.2065
CYP11B1	0.2515
CDC73	-0.427
GPR172A	-0.205
GSTM3	1.49730769230769
KCNA5	0.480875
SERAC1	0.251666666666667
NFATC2	0.6525
ANAPC5	-0.2436
C15orf24	0.36925
NFATC2IP	-0.0350833333333333
TNRC6C	0.559833333333333
MGC102966	-0.338625
FGD5	2.863
MED9	0.233
RAB13	0.540166666666667
C15orf49	0.3525
CRYGS	-0.9257
C12orf53	-0.9491
LOC283693	-0.591
COX6B2	-0.53125
PHF14	0.921875
FAM3A	-0.30575
RPL13	-0.6491
PRDX2	-0.1312
FLJ34047	-1.159
PRMT3	-0.81075
KCTD19	-1.683
TRIM10	-0.6685
MGC26597	-0.333
GCNT4	-0.114
GPRASP1	0.3615
CDKN1C	-0.723333333333333
RHBDL2	1.7081
HSPH1	-0.538
AQP1	3.137875
COL17A1	0.3624
GFAP	0.092875
CDC16	-0.066
KIAA1614	0.144
C6orf118	0.0403333333333333
ZSWIM5	-0.233
FAM83F	2.86275
LYNX1	0.0939375
SYNPR	-0.63
XG	3.68216666666667
PRSS16	-1.141125
KIF13B	2.08885714285714
PCDH9	-1.69525
HIST1H2AH	0.994833333333333
RBM18	-0.42
ZNF626	0.767625
HEXIM2	0.606666666666667
ITFG1	-0.3065
TUBG2	-0.7155
SFRS7	-0.820833333333333
C9orf14	0.3305
EXTL1	0.733
GBP3	2.6795
WDR5	-1.59625
RARG	0.378833333333333
MYO7A	-0.395
CECR6	1.88925
C13orf3	-2.409875
SFRS18	-0.557625
ACVR1B	0.602166666666667
PSMD1	-0.4166
C7orf31	0.031
ILVBL	-0.7225
IFNGR1	1.7915
RNF186	1.9745
NOL9	-0.69775
MAGEL2	0.9025
SLC29A2	-0.48175
NHSL1	-1.267
RBMX	-0.587
PSORS1C2	0.47175
RAD51L3	-0.1025
LCN6	0.96075
ORAI2	-0.4525
BRUNOL6	0.3753
OR4K5	-0.122
CDC123	-0.858125
MSLN	-2.22366666666667
WWTR1	-0.544166666666667
ZNF700	-0.871833333333333
COBL	1.01925
PPP1R16B	0.155
GAS7	0.8387
MDN1	-0.977125
HAAO	0.4335
C9orf68	1.912
TNFAIP2	1.143375
FOXN1	0.1745
hCG_2033311	0.542333333333333
ATP6V0D2	0.7003
RPL41	0.71825
SLC38A1	1.14325
ARHGAP6	-0.847916666666667
ADAD2	-0.752
PHF20L1	0.4965625
MCM3AP	0.495833333333333
ST3GAL3	-1.22733333333333
SNX1	1.048
ELF5	1.163
PARP3	0.408875
RBM8A	-0.536375
LINGO4	0.2545
ITGA9	0.5635
ZFR	0.015
ACSL6	-0.064
FLJ20699	-0.2963
DAOA	-0.25475
FABP4	3.706
KCNB1	-0.88125
CANX	0.6772
SLC25A28	0.2825
ADIPOR2	1.826625
ECHDC2	1.822
SMA4	-0.61575
FRZB	4.246
PABPC1	-0.350833333333333
DMRTB1	-0.230875
APOBEC3G	0.4285
CATSPER2	-1.36616666666667
CUEDC1	1.29716666666667
STARD9	-1.067625
CLDN8	3.379375
LOC23117	-1.04545454545455
E2F6	-0.928611111111111
TMEM126B	-0.728166666666667
DPY19L4	0.37075
GIMAP5	3.30133333333333
NDUFA9	-0.137166666666667
FAM77C	1.889
CTPS2	0.65975
LOC51035	0.4485
WDSOF1	-1.38925
EGLN3	0.956125
PITX3	0.706166666666667
OR52E8	-0.359
GRM4	1.266
KLK1	-1.068
GPM6B	-1.186875
RRAGD	-0.936
PAGE5	-3.093
UCHL5	-1.70533333333333
ULK3	-1.17916666666667
AIM2	2.5395
PNO1	-1.44916666666667
OR2F2	0.273
GNAT2	-0.365
SIX1	1.81275
ST13	-0.203916666666667
ZBTB44	0.509125
TIMP2	0.14025
ZMAT4	-2.9495
GTF2IRD1	-0.5215
ZNF19	0.3555
ZNF714	-0.3485
RSC1A1	0.5085
C9orf80	0.51275
PSMA8	-0.215333333333333
TMEM141	0.3855
COX4I1	-0.714071428571428
CTAGE1	0.322333333333333
DTWD1	-0.901
HSD11B1	0.5775
KRT6B	4.589
ARID4B	0.917875
LHFPL3	0.2935
WWP2	0.08
ZNF326	-0.00799999999999997
RGPD1	-0.6495
CTSH	1.673
FASTKD1	-1.14075
PAF1	0.7783
TTC9C	-0.091
IFT57	0.2387
PRSS36	1.065
IL20RB	-2.518
ZNF592	0.140166666666667
DCTD	-0.2865
CFP	0.62125
MFNG	0.309875
JMJD2B	1.451
ALDH3B1	-0.37975
THSD4	2.82
KCNJ5	2.70783333333333
LMNA	0.113
TBCD	0.01275
ZNF250	-0.3845
CASQ2	2.535
PEG10	-3.89975
PRAME	-5.44406666666667
NP	-0.40975
TRIM59	-0.00266666666666667
ZNF12	0.9215
XTP3TPA	0.41525
SIGLEC7	0.5287
PANK4	-0.57225
FAM70A	-1.06483333333333
SNED1	0.17625
HIP1	0.7888
RAET1E	-0.574166666666667
AMAC1L2	-0.4035
AHNAK2	1.00475
TOE1	-0.694666666666667
RECQL4	-2.46675
SPRYD3	0.98075
DPAGT1	0.227
MAGED2	3.6086
ANKRD55	0.504
TRPS1	4.168
DOK7	-0.736
TFPI2	-7.22425
GTF2H3	-0.436
CYP4F11	-0.891375
LHX2	-4.45216666666667
ATG16L1	0.815333333333333
ASB12	0.8315
C1orf116	3.004625
NF2	-0.62545
POM121	-0.696
PHYHD1	2.7431
TXNDC17	0.178
DKFZp779O175	-0.29475
NUP62	-0.272214285714286
MYO18B	-0.369
PRAMEF1	-0.03
TCBA1	0.942
TMEM168	-0.3505
FJX1	-0.573166666666667
CLCF1	-0.89025
SEPN1	0.569
IGSF2	0.78625
NUDCD1	-1.36933333333333
TFF3	2.227
NDFIP1	0.885642857142857
CHCHD4	-0.70475
TNR	0.13
CUTA	0.450166666666667
USP44	-3.57725
DPP10	-0.508666666666667
IWS1	-0.408166666666667
PCGF1	-0.35725
SULT1C4	-0.111
NTF5	-0.245
PTPN13	-1.778
SSTR5	0.345
SFRP1	-1.65175
IDH3B	-0.8775
SUOX	1.6515
TMCO5	-0.103
GOLT1B	-0.33
MIB1	0.748642857142857
PCDHGB1	0.9425
SUSD1	0.2225
ICAM5	-3.13933333333333
PAPOLB	0.0965
URM1	-0.6298
TMEM106B	0.644
LRIG2	-0.06975
SLC27A5	-0.80775
CLIC6	0.8774
ZNF420	1.57666666666667
SCN9A	-1.3518
KIAA1909	0.39625
ELMOD1	-1.703
PRKAG1	0.35375
FAM64A	-2.68977777777778
EEF1G	-0.1556
SMAD5	0.87175
INCENP	-2.32725
WASF2	-0.6885
GARS	-0.6682
CDK10	-0.8232
HLX	0.594166666666667
MDM4	0.050625
ZNRF1	-1.34435714285714
HHATL	-1.867
FAM21C	0.7571
HIST2H3C	-0.30275
PFDN2	-0.042
ZNF200	-0.5735
NDN	-0.211
HBA2	-2.7085
FBLN5	1.73225
PUM1	0.403142857142857
TNNT1	-4.433
C19orf59	-0.533666666666667
HNRPH2	1.062
RAB7A	0.512666666666667
PMS2	-0.53725
BIRC3	-0.413
NRSN2	0.505375
OR52K2	0.559166666666667
SPOCK1	0.9365
H2AFY	0.96225
RXRB	0.06975
ZNF638	0.309666666666667
ANKRD45	-0.31
ACTN4	0.0106666666666667
