Hybridization REF	TCGA-A2-A0YI-01A-31R-A10J-07
ABTB1	0.6945
ARL5A	0.8463
CCT6A	-1.2885
HEPACAM	-0.81
EHHADH	-0.189833333333333
RBAK	0.465
CGB1	0.00100000000000001
ITGB5	1.1516
YIPF3	0.35075
FKBP2	0.3485
NR1D1	0.5378
TMEM110	0.522
NEK2	-3.50683333333333
PRAMEF8	-3.5265
C20orf52	-1.01666666666667
PCDHGA3	-0.114
VWA3B	0.054
NDUFA5	0.095625
THAP9	-0.28625
FLVCR2	0.1885
AP1S1	-2.297
SMAD6	-0.7095
SAV1	0.685
SAT1	0.96525
ZNF251	-0.045625
ADAMTS7	0.4738
RPP38	0.0985
C1orf211	-2.0125
YPEL2	2.3474
RBMS1	-0.4385
ZNF445	0.102166666666667
NRXN2	0.644833333333333
PGBD4	-0.122375
UGT2B28	0.53925
WBSCR16	-0.7152
NLRC3	1.6895
ASTL	0.03525
ST6GALNAC1	-0.873
ZADH2	-0.1055
MLLT4	0.25425
ARL6	-0.645333333333333
MEF2C	2.25225
CBFA2T3	0.565
AFF3	1.17935714285714
COG7	0.0866666666666667
MYB	0.372666666666667
PLXNA3	0.2465
XRCC2	-2.15916666666667
MMS19	-0.473375
ST8SIA5	-0.853
CHPT1	1.06066666666667
KIAA1712	-0.83
OR6X1	1.7655
ACTR3	0.077125
UGCG	2.69933333333333
OR4P4	0.55
ZAP70	-2.03425
LPP	1.06275
ZNF485	0.59925
PTPRCAP	0.7905
IL12RB1	0.97725
ATRX	0.5236
CHST8	3.17975
C14orf109	0.23525
ARV1	-0.122
NMB	-0.533857142857143
COX5A	-1.2205
EIF6	-0.93875
MPPED2	-0.28
SEMG1	-0.885
CHRDL1	0.262
TRAF3IP2	0.463
WNK2	0.667375
LILRA4	2.341
LAMA2	4.34
PXT1	-0.1165
RLBP1	-2.81775
CD300C	1.487
SLTM	0.10025
FLJ10404	-0.041375
APOBEC3D	-2.66816666666667
RENBP	0.679833333333333
ATXN7L1	0.34225
NID1	0.35425
TUBGCP3	-1.10425
ITIH5	0.9665
CCDC110	2.87275
C8A	-2.942
MGC87042	-1.22475
HOXC13	0.062
TFDP2	-0.601
HCP5	1.39925
POLI	-0.07475
UCN	-0.567333333333333
ZNF764	0.339166666666667
C8orf45	0.2615
FHL3	-0.066
SPATA5L1	-0.42125
MMRN2	2.85316666666667
NDST1	0.781333333333333
COL20A1	-0.295
ZNF248	-0.941166666666667
PELP1	-0.590333333333333
MBL2	-2.28266666666667
RNF41	0.43425
C5orf24	0.304625
THOC5	-0.61775
SERINC3	0.584583333333333
RP11-151A6.2	0.85125
CDCP2	0.00774999999999999
HIST1H2AA	0.14525
C11orf75	0.4005
FKBP7	0.221
DDOST	-0.408
GPNMB	0.759666666666667
TTF2	-1.2015
KCNT1	0.0636666666666667
SLC39A14	-0.8315
NGRN	0.9962
GPR137B	2.176
MECP2	0.092
PSMA1	-0.441
C16orf73	-5.13
TMEM60	0.0223333333333333
CSN3	0.1485
NOS1	0.365666666666667
RAB7L1	0.015
YBX2	-2.033
KIAA1166	0.08825
FUBP3	0.433666666666667
ABCG1	1.776
ACACA	-0.467916666666667
ARL11	0.8989
ATOH1	-0.2695
ODF1	-0.0848333333333333
CREB3L3	-1.6275
TMEM127	1.3395
DSCAML1	0.50825
PLN	2.47766666666667
LYPLA1	0.943583333333333
PRDM9	-1.50175
SASP	0.01675
PLUNC	0.811166666666667
INTU	0.39375
HISPPD1	-0.51275
LNPEP	-0.0483333333333333
YARS2	-0.6325
APCDD1L	-2.113
ZCCHC4	-0.526
FBXO22	-0.985666666666667
TTLL13	-0.046
ZNF669	0.349
PTGDR	1.91725
DDX27	-0.24475
KIAA0409	-0.532333333333333
GJB6	0.24025
ASB8	1.2525
PLP2	-0.688666666666667
MEPE	0.5025
OR10J5	-0.1435
KRT222P	2.6685
COQ7	-0.0663333333333333
C1orf101	1.0965
RERG	2.7987
CHMP5	0.434625
THAP11	0.55625
ZNF43	-0.024
ZRANB3	-0.703666666666667
KRT13	4.76575
MRPL19	-0.58675
RBBP9	0.421375
SPATA17	0.67225
BXDC5	0.5895
PAFAH1B1	-0.2685
MAGEE1	0.25475
OSTF1	0.321
KIAA0323	-0.220333333333333
TXNDC13	0.3955
CNTN4	1.28475
LCE1B	-0.769
UNQ501	0.66375
ZNF154	0.52175
C3orf64	0.4475
SYT5	0.0631
PON1	-0.372666666666667
FLJ10357	0.329625
ATP4A	-0.6015
GNPDA1	-0.547
MGAT1	1.31016666666667
C14orf121	0.224
SLC35B2	0.206
MIER3	0.157166666666667
CHEK1	-4.52275
ZNF8	-0.00233333333333333
TXNDC1	-0.477666666666667
CKB	-0.5106
RTN3	0.4565
FZD2	-0.1935
PART1	-0.3415
PSMB6	-0.45475
PCDHB8	0.927
PHC3	0.2987
PPP1R8	-0.840333333333333
NOVA2	0.919333333333333
TNFRSF11B	-2.777
GOLPH3	0.808666666666667
UBLCP1	-0.615
SUHW3	-1.336
TTLL1	1.185
OPN4	0.378
OR13G1	0.116
ZPBP2	0.196166666666667
HSD17B11	-0.917625
C9orf50	0.075
DHDDS	-0.190285714285714
CTSW	1.5833
NEFM	-1.288
MRPL28	-0.9025
SYN1	0.624166666666667
PIGV	-0.62
ZIM2	-0.5065
APBB1	0.00800000000000001
SND1	-0.20075
C1orf123	0.2755
CHD3	-0.1365
BHLHB8	0.172
RNASE2	0.9945
BCAP31	0.235625
SLC25A44	0.634166666666667
CHD6	0.1236
PIB5PA	1.33653846153846
SELS	0.600125
LOC541471	-0.807125
FAT2	1.165
ZNF81	0.2555
OR4C16	0.252
FLJ10081	0.2413
LRRC4	1.36325
CS	-0.5575
N4BP2	0.314125
IGFBP7	1.9945
ZNF318	0.61875
NDNL2	1.060125
ZNF609	0.477625
SIRT4	0.2925
EXOSC10	-0.52675
ECE2	-0.19025
OVGP1	0.266
GTPBP3	-1.461
PACS2	0.3898
C19orf36	-0.976
ARL4C	0.68075
ATG4B	-0.445375
UBQLNL	0.11575
RHOXF2B	-4.0285
PLEKHG2	-1.0715
GALR1	-0.337
AQP4	0.144666666666667
HDAC7A	0.0945
DCUN1D3	0.101
OR8A1	-0.377
CCRN4L	0.71425
CBR4	-0.0498333333333333
KIFC1	-3.491
SLC7A14	-0.849166666666667
LHX5	0.297
TRPC7	-0.401
LPXN	0.223
SERPINA1	2.042
RPS13	-0.1517
BPIL3	0.0885
PRKAA1	-1.7195
FADS2	-0.8914
ENAH	-0.152375
PRO1768	-0.4335
APBA2BP	0.17475
LIPH	2.01733333333333
C3orf33	0.0145
RCC2	-0.482214285714286
ALDH1A2	-2.919
RNF103	2.343
AHCY	-1.237125
ALG12	0.527
CCL17	1.9975
ZNF543	1.146
ESRRG	2.426
CNGA1	0.6095
RDH5	-0.0955
OTX1	-0.037
PTGFR	-0.815166666666666
CDR2	0.02825
SELE	3.88275
NLGN2	-1.11633333333333
EXOSC9	-1.08775
ZNF566	0.142333333333333
KLRC2	-3.8775
GPR12	0.624
KIAA0196	0.5175
PDRG1	-0.25625
SSR3	-0.222785714285714
MSI1	-0.8095
CST9	1.224
CC2D1A	-0.318375
PLAGL1	-0.226388888888889
ZNF778	0.0375
RNF2	0.398625
KLF6	0.840666666666667
THBD	2.3405
tcag7.1314	1.15775
NR5A1	-0.00583333333333332
ABCD2	0.243
DNAJC7	-1.481
CLEC4C	0.261
TM2D3	0.570875
CCDC4	-0.2025
PLAC2	0.98625
DCD	1.3365
FAAH	1.6555
POLA1	-1.05266666666667
TM7SF2	-0.81475
FLJ39822	0.1275
FLOT2	0.242375
MAP4K1	0.1425
SRP68	-0.036375
C21orf74	0.136
ARPC5	0.4015
LOC126075	1.303
HECW2	0.509375
ZDHHC4	-0.35625
ANKRD42	0.7055
PDE9A	-0.432166666666667
ABCA8	1.8485
NDUFS2	0.22825
UBR5	-0.42225
BTBD16	-2.85325
LOC554174	0.5605
ZNF20	0.4755
KIAA1843	0.2935
WDR17	-0.394125
C15orf33	0.086
RNF113A	-0.0885
CAMKK1	0.0758
CLCN2	0.35275
ANXA6	-0.7695
LOC340069	-0.113
EMID1	0.458125
DPM3	-0.156166666666667
ELA1	0.4525
SLC25A13	-1.2315
KRT24	0.64675
SMPD1	0.501333333333333
TH	-0.0695
COL6A2	0.887
ANKS1B	0.62125
GPR126	-2.6974
ZC3H12A	0.307666666666667
TMEM47	-0.149666666666667
C2orf51	-0.195166666666667
C1orf88	2.48133333333333
HSF2BP	-0.329
AKAP10	0.05575
RPAP3	-0.568
KLHDC8B	0.31425
STOM	0.3178
MUPCDH	-0.09925
C10orf72	0.170125
PLEKHA3	0.94725
TCP11L1	0.1795
CWF19L1	-0.10525
SPEF1	1.55061538461538
YSK4	0.01675
ELN	2.2462
SAMD8	0.716
MPI	-0.8415
MEPCE	-0.3174
ABCC3	-0.550875
NANOGP1	-2.623
KCNK17	1.7115
HLA-DMB	4.81883333333333
RRAGA	1.43475
ANGEL1	-0.8585
RBM32B	0.317
CPN1	-3.084
MGC52282	-0.3742
HLA-A	2.19583333333333
OR9G4	0.0315
EDNRB	-0.97825
SCD	-1.18871428571429
C14orf80	-1.66766666666667
BAGE2	0.151
RABL4	1.03583333333333
RCVRN	0.553
SHANK1	-0.194
NLRP7	-1.85975
CD226	1.6255
STAT3	1.56075
SYNJ2	-0.0751
TPCN2	0.118833333333333
WDR36	-0.8455
MBD4	-0.22275
ROBO1	-0.9667
ST3GAL6	-2.01875
SLAMF8	2.63566666666667
ATN1	0.350333333333333
GPR141	0.9175
KRT36	0.0165
TPH1	1.0995
DDX52	0.27
ZSCAN29	-0.373333333333333
TRPT1	-0.411833333333333
DPEP3	0.9775
DENND4A	-0.313625
TSPAN16	0.2485
PTCHD2	-0.1875
LOC145814	-0.9955
CAP1	1.3675
EIF5A2	-1.2449
NT5DC3	-0.932375
SEPT9	-0.72725
SEZ6L2	0.6755
EGFLAM	3.1645
VPS11	0.587375
NDUFB5	-0.1545
CIDEA	2.95133333333333
IER5L	0.074
N6AMT1	-0.126
FAM83C	-0.0115
OXR1	0.258333333333333
IRX1	0.366
DGKB	-0.0985
GCN5L2	-1.48925
MIR16	0.577625
FBXW9	-0.26925
WDR4	-2.29866666666667
PDC	0.1035
VPS33B	-0.13875
HEXB	0.18925
FLJ32214	0.308
TCEB3	-1.119
CRLF1	-5.0175
ABI3BP	1.47775
C8orf22	-4.141
PYCR1	-0.522
KIAA1706	0.95875
CDK5R2	0.53575
WAS	0.6865
C12orf60	-1.218
CCBL2	0.383
MADD	0.198
C5orf34	-2.305
WDR42A	0.6667
KLF12	-0.27275
HSPA1A	1.73825
ITM2C	-0.546416666666667
DAPK2	2.08616666666667
LOC442590	0.733
SUMF2	0.5345
CENPA	-4.04607692307692
TMED5	0.352375
CDH6	-0.5477
BRP44	1.429625
THG1L	-0.962
GABRA2	-0.6485
C14orf166	0.043
MYL1	-1.093
TNFSF18	0.00700000000000001
PAP2D	-0.92
PPIB	-0.4115
KLHL4	-0.208125
SFN	-1.12766666666667
CCDC127	0.333
FRAP1	-1.10925
GOLGA5	1.26925
SDCCAG1	-0.028125
MGC21675	0.259666666666667
C10orf95	-0.45925
KIAA1345	-0.0621666666666667
C1orf163	-0.3195
LACE1	-0.816833333333333
OR10K2	-0.0295
CENPN	-2.95472
TMED2	0.69775
UGT1A6	-0.9455
ANG	1.21425
U2AF1	-0.734333333333333
CASC2	0.0875
NMT2	-0.221333333333333
OSGEPL1	-0.287875
DFNB31	-0.7985
SLC6A20	0.371875
DKC1	-0.997
FXYD4	-0.7675
WDR64	0.34525
MGC5590	0.478
CREBZF	-0.660166666666667
DAZ1	0.00025
PRPSAP1	-0.7
GCHFR	-1.81725
TTC7A	-0.566125
LOC196993	1.38475
UBD	1.157
S100A1	0.206125
RPL6	-0.0575
DNAJB6	0.81515
NAGS	0.6883
C2orf58	0.9935
KERA	1.5165
MT1X	-1.0341
UBE2B	0.841
KEAP1	0.33475
MST1	-2.714625
OMA1	1.6835
ABLIM2	1.632
BCL2L13	0.0225
JAZF1	0.604833333333333
TMEM63B	0.689
S100A8	-1.678
ARFIP2	1.00875
UROS	0.234
KHDRBS2	-0.356
POLQ	-3.954875
SOAT1	-0.20925
SPAG4	-1.7635
MRPS30	-0.778333333333333
LOC494141	-0.12375
OR2T11	0.27
ORAOV1	-0.561
ZNF184	0.0161666666666667
TCEB3B	-0.223333333333333
ADAM21	0.0805
GDPD1	0.45475
SPINLW1	0.50525
PRR14	-0.214666666666667
KCTD9	-0.0934
NUDT3	0.1775
KIAA1822	0.2345
HIST1H4K	-0.1325
DFNA5	-1.86975
GABPA	-0.03525
C14orf44	1.2915
POLB	0.44825
PTAR1	-0.518
SEC31A	0.7688
TRIM58	1.7265
TAS2R14	-0.453
VPS8	0.405125
H1F0	0.595
PRKCB1	-1.36166666666667
UGT2A1	0.264
TOR1B	0.57625
LSS	-1.40733333333333
C2orf19	0.284
HNRNPC	0.212214285714286
TMEM100	-0.819666666666667
LOC116349	0.46125
OR51M1	0.862
CCDC142	-0.75625
ISG15	0.606125
ZCCHC14	0.06
CREBL2	1.339625
TGDS	-1.8605
DC2	0.1695
CACNA2D3	-0.0356428571428571
ZNF429	-0.556625
LYPD6	-2.09166666666667
SUCLG1	-0.296
OR51I1	-0.9275
MAGEH1	2.4125
PRPF40A	-0.181
SMR3A	1.814
SPINK2	-0.285
THAP2	-0.269375
NPY5R	-0.27375
IRF4	-0.941
SPESP1	1.14566666666667
OR10S1	0.7955
DTD1	-0.92125
TUBE1	-0.93175
DDX19A	-0.9855
PDPN	-1.35975
TMEM34	0.460416666666667
MGAM	1.553
COL3A1	5.55333333333333
GFM2	-0.3729
OR5A2	0.7465
PSG9	-0.3875
ARHGEF11	0.447666666666667
IVNS1ABP	-0.743125
SIGIRR	0.77675
DUSP19	-0.8855
DNAJC14	0.2673
ACSS1	1.15525
IL1RAPL2	0.4
C4orf30	0.27125
SEPT4	2.0945
LANCL3	-2.13925
SPAG17	2.77916666666667
PRDX3	-0.318625
HNF1A	-1.459875
P4HA2	-0.6775
RFWD3	-0.955833333333333
MOV10	0.381
DNAJA5	0.126071428571429
LOC729440	-0.12425
LOC200383	0.756375
SMC2	-1.64925
MIXL1	-1.12616666666667
TMEM9	0.74075
FAM86A	0.557
ZNF174	0.4089
MYH14	-0.609
CCR8	0.137
VPS37C	1.276
GPATCH1	0.159333333333333
B3GNT8	1.95
TBX4	-0.067
CNR2	0.826833333333333
PCDH1	1.086
C5orf29	3.836625
OCIAD2	1.313
PLCG2	1.49375
KIAA0247	2.433875
HRH3	-0.0036
CAPN13	3.294625
CCR1	0.3923
MGC15523	0.312055555555556
UVRAG	0.202
DNAJA2	0.291666666666667
ITGA2B	-1.051
CLDN5	3.277875
PTPRN2	1.18128571428571
ZNF512	0.0415
PSAP	1.26764285714286
CCDC140	-0.595
LRRC55	-0.00949999999999999
CYP26C1	0.225
C8orf47	-0.47525
LYN	0.63275
DUSP6	-0.253
TGFB3	3.56626666666667
ELK1	0.0629
PCDH11Y	0.2135
HGD	-2.24
C17orf58	0.042
MYO3A	0.5815
SERPINE2	-4.02966666666667
AARSD1	-0.18925
C14orf73	-1.37875
ADAM33	0.223
ZNF491	0.4535
MAPK6	-0.9825
TCN1	5.47216666666667
SLC24A6	0.8335
UBE2R2	0.86525
H1FNT	0.4495
TATDN2	0.154333333333333
LILRB1	2.2075
P2RY5	2.3165
NUCB2	1.42
C2orf37	-0.182
SNX27	0.645333333333333
MTA3	1.032375
FOXO4	0.369625
ID4	0.980833333333333
SOX5	-1.92683333333333
PXMP3	0.42175
OR52M1	-0.0655
SFT2D3	0.132125
INA	-2.9485
MCOLN1	0.6495
NFIX	1.1115
CLEC14A	4.737
HIBCH	0.299166666666667
PLA2G5	0.24075
TIMM10	-0.8405
MED17	-0.3708
COL4A4	-0.2625
TPP1	0.714333333333333
GJA3	-1.1235
TMPRSS5	-1.4955
AADACL3	0.915
DNMBP	0.46075
ENPP5	5.3995
NQO1	0.4392
ZSCAN2	-0.73275
SEC24C	0.156
GTF2A1L	-0.0885
AXIN2	0.1867
FAM33A	-2.19675
C16orf13	-0.796875
SPNS2	1.15775
TAF1	0.07225
AP1G2	0.0588333333333333
RBM42	0.2135
HCN2	0.701166666666667
EFHB	-0.0383333333333333
RUSC1	0.00533333333333333
GRIK5	0.272
USP21	0.0308333333333333
ATAD3C	0.442
ORMDL2	0.9245
PRSS7	-3.0475
PSAT1	-5.0835
FLJ13195	-0.1035
TBC1D1	0.7165
IFNG	1.87675
OTOS	0.0521666666666667
ZNF773	0.704833333333333
EMD	-1.4435
RETN	-0.36075
CCL8	4.1445
APH1A	-0.828
COX18	-0.4125
GTF2IRD2	-0.64775
CCDC82	-1.18091666666667
PAFAH2	0.584
NPEPL1	-0.6178
RP11-114G1.1	0.224
TP53INP1	1.5355
ZNF300	-0.466833333333333
FOXL2	-3.26875
LARP2	0.387833333333333
LATS1	0.408
HTR6	-0.1705
SPOCK2	1.032
RNF144B	2.28266666666667
HTATIP2	-0.773875
MGC10334	-0.134083333333333
CENTA2	3.4005
FGF2	-0.811
FXYD7	0.39725
PHYHIPL	-1.84175
GPR34	5.24075
DDX6	-0.0621666666666667
OR10W1	1.696
LHFPL1	-0.5095
ZNF313	-0.475285714285714
VPS28	0.74375
AP3M1	-0.1443
AKR1CL2	-0.3605
TRAF4	0.34075
OR2B11	0.087
C19orf12	-0.0951666666666667
AKAP9	1.21416666666667
C1orf62	0.3385
SLC20A1	-0.6836
FAM112A	0.09325
LDB2	1.273
MRPS23	-0.8475
KLK5	0.691375
SPTB	-0.1056
EFEMP2	0.6
EFNB2	0.713
PCM1	0.992
NMNAT3	1.968875
TSG101	1.392
C8orf40	-0.00866666666666667
NOB1	-0.87725
ABHD3	0.448
GTF3C4	0.33725
PIGN	0.2295
GALNTL1	-0.34775
AEBP1	2.019375
OR9Q1	0.1535
ANKRD2	-0.011625
CCL28	2.21775
TRIM38	1.17933333333333
TMCC1	0.1855
SMG5	-0.2085
LRRC7	-0.2445
NCAPD2	-2.03216666666667
C6orf153	-0.263
C1orf74	0.46225
OTUD6A	0.163
DCP2	-0.871166666666667
TMEM24	0.30725
RPL18	-0.428166666666667
TMEM177	-0.714
LRRC37A3	0.33375
C1D	-0.454
LDHC	-0.91475
UBE4B	-0.780833333333333
NIT1	0.284375
BTN3A3	0.974875
RASD1	0.191125
COMMD3	0.41675
SHFM1	-0.58725
BIRC8	-0.10925
DUT	-1.4465
C12orf51	0.9485
LRRC59	-0.568666666666667
LY6H	0.31675
WDR22	0.949666666666667
EDEM1	0.336428571428571
ADH1A	2.6305
PANX2	-0.0891
CYP11B1	0.314
CDC73	-0.31225
GPR172A	-0.37925
GSTM3	1.91730769230769
KCNA5	0.495125
SERAC1	0.0663333333333333
NFATC2	0.256
ANAPC5	-0.2646
C15orf24	0.4575
NFATC2IP	-0.4115
TNRC6C	0.934333333333333
MGC102966	-0.348625
FGD5	1.54366666666667
MED9	0.0885
RAB13	0.0653333333333333
C15orf49	0.115
CRYGS	-0.4761
C12orf53	-1.0487
LOC283693	-0.081
COX6B2	-0.180875
PHF14	-0.3355
FAM3A	-0.979
RPL13	0.0461
PRDX2	-0.3666
FLJ34047	-1.21975
PRMT3	-0.5705
KCTD19	-1.552
TRIM10	-0.546833333333333
MGC26597	-0.398166666666667
GCNT4	-0.21425
GPRASP1	1.2525
CDKN1C	-0.505666666666667
RHBDL2	1.9765
HSPH1	-0.5265
AQP1	3.37
COL17A1	0.9869
GFAP	0.036625
CDC16	-0.85475
KIAA1614	0.0085
C6orf118	-0.188
ZSWIM5	-1.38275
FAM83F	4.14075
LYNX1	0.2885625
SYNPR	-0.60225
XG	2.18666666666667
PRSS16	1.193
KIF13B	1.948
PCDH9	-0.840125
HIST1H2AH	0.969333333333333
RBM18	-0.5015
ZNF626	0.8365
HEXIM2	-0.379166666666667
ITFG1	0.1355
TUBG2	-1.086
SFRS7	-0.352333333333333
C9orf14	0.4475
EXTL1	-1.2035
GBP3	3.25916666666667
WDR5	-0.8985
RARG	-0.0205
MYO7A	0.4865
CECR6	1.9235
C13orf3	-3.80875
SFRS18	-0.6125
ACVR1B	0.412833333333333
PSMD1	-0.5134
C7orf31	-0.303666666666667
ILVBL	-0.68375
IFNGR1	1.56275
RNF186	0.61075
NOL9	-1.35175
MAGEL2	0.42125
SLC29A2	-0.90725
NHSL1	-1.2595
RBMX	-0.7445
PSORS1C2	0.394625
RAD51L3	-0.563083333333333
LCN6	1.34675
ORAI2	0.20075
BRUNOL6	0.0388
OR4K5	0.1485
CDC123	-0.577375
MSLN	-2.47766666666667
WWTR1	-0.3165
ZNF700	-0.612166666666667
COBL	1.0655
PPP1R16B	0.923625
GAS7	0.8379
MDN1	-0.618625
HAAO	0.4825
C9orf68	2.04675
TNFAIP2	0.809
FOXN1	0.313
hCG_2033311	0.083
ATP6V0D2	1.5049
RPL41	0.449625
SLC38A1	1.38525
ARHGAP6	-0.569916666666667
ADAD2	-0.60925
PHF20L1	-0.043125
MCM3AP	-0.113333333333333
ST3GAL3	-0.9995
SNX1	0.884666666666667
ELF5	0.656
PARP3	0.719125
RBM8A	-0.327375
LINGO4	0.331
ITGA9	1.03566666666667
ZFR	-0.0555
ACSL6	0.554625
FLJ20699	0.4181
DAOA	0.26725
FABP4	3.75675
KCNB1	-0.0605
CANX	0.3494
SLC25A28	1.01166666666667
ADIPOR2	-0.203
ECHDC2	2.498125
SMA4	-0.4515
FRZB	3.66775
PABPC1	0.0661666666666667
DMRTB1	0.03425
APOBEC3G	1.49025
CATSPER2	-0.516
CUEDC1	1.18866666666667
STARD9	-0.75975
CLDN8	2.2505
LOC23117	-1.01122727272727
E2F6	-0.696777777777778
TMEM126B	-1.1665
DPY19L4	0.39225
GIMAP5	3.261
NDUFA9	-0.704166666666667
FAM77C	1.5175
CTPS2	1.56975
LOC51035	0.259
WDSOF1	-1.303
EGLN3	1.900625
PITX3	0.5745
OR52E8	0.6385
GRM4	0.0725
KLK1	-2.48383333333333
GPM6B	-1.922875
RRAGD	-1.33116666666667
PAGE5	-2.10775
UCHL5	-1.5575
ULK3	-0.522166666666667
AIM2	1.6445
PNO1	-0.489333333333333
OR2F2	-0.08
GNAT2	-0.261
SIX1	3.06875
ST13	0.277
ZBTB44	0.068
TIMP2	0.05375
ZMAT4	-3.18825
GTF2IRD1	-0.0475
ZNF19	0.929166666666667
ZNF714	-0.769
RSC1A1	-0.468
C9orf80	0.79825
PSMA8	0.188
TMEM141	0.25725
COX4I1	-0.251642857142857
CTAGE1	0.237
DTWD1	-0.7865
HSD11B1	1.6085
KRT6B	2.324875
ARID4B	0.751
LHFPL3	0.126
WWP2	0.718333333333333
ZNF326	0.454833333333333
RGPD1	-0.1285
CTSH	1.79366666666667
FASTKD1	-0.976125
PAF1	0.6108
TTC9C	-0.82125
IFT57	0.1243
PRSS36	-0.835
IL20RB	-2.6405
ZNF592	0.0405
DCTD	0.129
CFP	1.68
MFNG	0.9245
JMJD2B	1.822
ALDH3B1	-0.136375
THSD4	2.16383333333333
KCNJ5	2.29
LMNA	-0.147833333333333
TBCD	0.082625
ZNF250	-0.347666666666667
CASQ2	1.708
PEG10	-4.73658333333333
PRAME	-5.81706666666667
NP	-0.28975
TRIM59	-0.467333333333333
ZNF12	0.493125
XTP3TPA	-0.09525
SIGLEC7	0.6817
PANK4	-0.9545
FAM70A	-2.13733333333333
SNED1	-0.98425
HIP1	0.3915
RAET1E	0.507
AMAC1L2	-0.9645
AHNAK2	0.2175
TOE1	-0.740166666666667
RECQL4	-2.603
SPRYD3	0.84375
DPAGT1	-0.7885
MAGED2	3.0306
ANKRD55	0.56425
TRPS1	3.59225
DOK7	1.62875
TFPI2	-0.16575
GTF2H3	-1.16683333333333
CYP4F11	-0.375
LHX2	-3.72166666666667
ATG16L1	0.731666666666667
ASB12	0.233
C1orf116	2.920375
NF2	-0.2751
POM121	-0.4806
PHYHD1	2.518
TXNDC17	-0.485166666666667
DKFZp779O175	-0.03725
NUP62	-0.0382142857142857
MYO18B	-0.426
PRAMEF1	-0.1395
TCBA1	0.470375
TMEM168	0.15475
FJX1	1.29366666666667
CLCF1	-0.56775
SEPN1	0.295875
IGSF2	0.2935
NUDCD1	-0.968666666666667
TFF3	3.6935
NDFIP1	0.309
CHCHD4	-0.9735
TNR	0.0645
CUTA	-0.224666666666667
USP44	-3.686
DPP10	-0.1414
IWS1	-0.251333333333333
PCGF1	-0.50925
SULT1C4	-0.376
NTF5	0.6895
PTPN13	-1.67575
SSTR5	0.778
SFRP1	-0.6945
IDH3B	-1.051625
SUOX	1.68866666666667
TMCO5	0.5855
GOLT1B	-0.94775
MIB1	-0.181214285714286
PCDHGB1	0.795
SUSD1	0.61775
ICAM5	-3.22166666666667
PAPOLB	-0.01075
URM1	-0.2203
TMEM106B	-0.134666666666667
LRIG2	0.0025
SLC27A5	-1.61775
CLIC6	1.1649
ZNF420	0.671166666666667
SCN9A	-1.1927
KIAA1909	0.193
ELMOD1	-1.42625
PRKAG1	0.32125
FAM64A	-3.25788888888889
EEF1G	0.08485
SMAD5	0.808
INCENP	-3.49575
WASF2	-0.7235
GARS	-1.2477
CDK10	-0.654
HLX	0.314333333333333
MDM4	-0.491875
ZNRF1	-0.628928571428572
HHATL	-1.8975
FAM21C	0.9161
HIST2H3C	-0.2625
PFDN2	0.079875
ZNF200	-0.199
NDN	-0.055
HBA2	-2.8415
FBLN5	2.25625
PUM1	0.0456428571428571
TNNT1	-0.6555
C19orf59	-0.5815
HNRPH2	1.242
RAB7A	0.1805
PMS2	-0.583875
BIRC3	-0.471333333333333
NRSN2	0.394
OR52K2	0.446166666666667
SPOCK1	0.295142857142857
H2AFY	1.119
RXRB	0.08975
ZNF638	-0.132166666666667
ANKRD45	-0.11175
ACTN4	-0.7045
FXC1	0.04
EIF2B5	0.61775
VPS33A	-0.614
PINK1	0.678125
FAM106A	-0.126
SKIP	0.7753125
GAPDHS	0.025
MUM1L1	1.88
PSTPIP1	1.96225
CNTNAP1	-1.7226
CYP26A1	1.09025
APOL2	0.8188
TACC2	1.36125
COX7A2L	-0.0407142857142857
HSD17B1	0.1016875
ARRB2	0.77525
SLC7A6	-0.5888
HSD17B10	-0.5465
RBJ	0.2895
NUP155	-2.159
MRPL10	-0.472666666666667
CYCS	-1.55566666666667
CCDC46	-0.00249999999999999
TECTA	0.2135
GNAL	-0.25025
LPO	-0.063
PEBP4	3.9645
DDX11	-2.19475
C18orf12	0.423
TAF9B	-0.413
IMP4	0.06075
RPA4	-1.15633333333333
NDUFS1	-0.5585
UPK1A	-0.817
ARRDC2	0.4595
C18orf20	0.221
AES	0.3745
CD2BP2	-0.023
C16orf54	1.384
UGT2B17	-1.88
FGFR1	-0.595772727272727
CEACAM6	7.9768
CHRM5	0.36375
CERK	-0.462625
AP3S2	0.779785714285714
ANKS4B	-1.01225
CLCNKA	-0.161333333333333
ZNF208	0.0971666666666667
HLA-DRB5	5.4325
CARKL	0.0495
GOT1	-0.0598333333333333
CASP6	1.451375
HOXA1	0.0255
RCL1	-0.30125
ZNF181	0.782833333333333
RAB40B	1.496
MRPL38	-0.256875
LRRN2	2.459
C3orf25	1.048
OR5D14	0.085
OR10AG1	-0.219
BET1L	0.6676
FRY	3.0255
AK3L1	-1.11275
CSF3R	1.94283333333333
POLR3K	-0.886833333333333
ATG2B	0.584
EPS8	-0.103666666666667
DARS	-0.425375
C10orf56	1.05916666666667
DAD1	0.0863333333333333
RIOK1	-0.680166666666667
HERC2	0.18925
HSD11B2	1.49083333333333
FAM96B	-0.26925
MGC13057	-0.8885
BSN	0.21475
CAND1	-0.206833333333333
HCST	2.29975
ACTR10	0.0683333333333333
OR8D4	1.107
