Hybridization REF	TCGA-A2-A0ES-01A-11R-A115-07
GAB1	1.9405
SNAI2	1.4685
ZGPAT	-0.5219
SNF1LK	0.826125
DLEU1	-1.611
UBE2Q1	0.235125
ZMYM6	0.27025
JPH3	-3.0805
FAM38A	-0.816833333333333
PXK	0.014
DENND2D	2.09525
BAX	-1.24816666666667
CP	1.83
RPL37	-0.5501
G6PC3	-0.096625
NCOA4	0.479833333333333
LRRC14	-0.68675
GORASP1	0.961
FCHO2	0.98025
CYP24A1	-4.2335
FXYD3	1.877625
SMARCAL1	-0.129
ABCB8	-0.214333333333333
CCDC44	-0.79625
PRDM7	-3.609
USH1C	-1.718
DNAH5	2.5555
SRF	1.33108333333333
MAL2	1.95766666666667
PGPEP1	0.15775
SIN3B	-0.587
SEMA3C	1.51016666666667
GRAMD3	3.632
FBXO10	-0.338375
OR5D13	0.7995
FLJ31818	0.471875
CACNA1I	0.32475
S100A13	0.314
TP63	4.26078571428571
ANXA11	0.7896
WDR66	0.096
CSF2RB	0.469
IFI44	1.46625
DACT1	1.1395
ANKRD23	-2.2185
ATP5G1	-1.17266666666667
C21orf70	-1.19116666666667
PPWD1	-0.5495
DNAJC13	-0.0255
PAH	-5.00516666666667
PTCH2	0.706
TRMU	-1.79375
CCDC9	0.0715
USP3	-0.2947
DCLRE1C	-0.1401
FAM55C	0.9845
FRMD4B	2.363
CYP2R1	0.01575
RFPL1	-0.0951
XPO5	-1.22925
ARL6IP2	0.0125
OSBPL5	1.5785
MMP9	2.43390909090909
KIAA0802	-0.913
DHRS2	-2.648
SGEF	1.52475
TXNDC10	-0.8824
EXOC6	0.8295
RPS27	0.4845
PNCK	-1.3634
FSTL1	0.7155
AACS	-0.09025
SLMAP	1.066
SAMD4A	0.0147
ABRA	1.058
SMARCD3	1.11175
PKNOX2	-1.8225
A4GNT	-0.969
C9orf39	-0.385666666666667
RALYL	0.1605
MGC33556	-2.8395
C10orf25	0.336
BBOX1	7.20725
NHEDC1	0.0955
XDH	0.847
GCSH	-1.196
EDN1	2.92783333333333
MTERF	-0.5665
CLK4	1.265125
ZNF799	0.620666666666667
KCNG1	-1.79725
CXCR4	1.0525
PTPRR	-2.016
IRAK1	-1.29075
LOC401397	0.01875
TMSB10	0.681071428571428
CXCL3	-1.5672
TMC4	2.211
OR7A10	0.627
STYK1	2.7795
CHRNA10	0.163666666666667
CCNI	0.71925
EP300	0.730571428571429
LOC165186	0.0151666666666667
HIC2	-2.2645
SDR-O	-0.353
OR2W1	0.2995
KCNA6	1.2005
TRIM74	-1.36675
REEP6	1.44075
ATP5G2	-0.1495
ERG	1.280375
TMEM42	0.162
PARN	-0.147166666666667
SOD2	-0.344
DIRAS1	-0.325666666666667
PNPT1	-1.3455
JOSD3	-1.1725
hCG_40738	-0.3555
PDE1C	-0.226
SEMA4D	0.518125
AGPAT1	-0.459833333333333
NOSTRIN	1.246875
MAP3K3	0.0618333333333333
MAX	0.5395
CAPS	0.862833333333333
SERPINA12	0.3445
OSBPL8	-0.17825
RICS	1.1228
NR4A2	2.89
PPCS	1.066
LONP1	-1.75425
SCYL3	0.913
HERC2P2	-1.16116666666667
FIBCD1	-1.434
C15orf41	-0.56125
DMC1	-1.57633333333333
C20orf27	-1.36625
RPS6KA5	1.7008
FAHD1	-0.381
SLC12A4	0.223
BRCA1	-2.47525
GBL	-0.8715
SLK	0.423333333333333
NUDT9P1	1.5815
NOXO1	-0.516
USP52	-1.03125
BAZ1B	-0.992375
SLCO2B1	3.66325
BBS12	1.68283333333333
LRGUK	-0.497333333333333
TERF2IP	0.44575
COL1A1	4.157
KIAA0090	0.308
GRK5	0.912666666666667
AP1S2	-1.5907
TMEM52	-1.08916666666667
CA11	0.597625
OR4A15	0.494166666666667
ACBD3	0.7526
SPAG11B	-0.308857142857143
PRDM2	1.3954
FOXP3	0.18375
SMYD3	0.1304
LOC389199	-0.2315
LGI2	0.858666666666667
NAPE-PLD	-0.7128
ANKRD6	1.3565
WDR45	0.247333333333333
SHROOM1	1.093
PSCD3	0.042
PYY	0.3445
KCNC1	-0.964
ARHGEF9	0.5389
OR8J1	-0.27225
GPR55	-0.322333333333333
NS3BP	-2.1245
C10orf22	0.894833333333333
NAT8L	-1.433
DUSP4	2.29516666666667
FOXM1	-3.26316666666667
GRAMD2	2.9345
ZBTB48	-0.169333333333333
BUD31	-0.4455
PABPC5	1.3075
CCDC41	-1.156
FBXO11	0.0579166666666667
C6orf148	0.0475
RFXAP	-0.28125
C6orf15	1.60716666666667
CDK8	-0.805833333333333
C6orf70	0.215875
TESSP2	0.8675
ALG2	0.42925
PPP1R3D	0.4415
TPM3	-0.0162222222222222
SYT13	-0.1625
EPB42	-0.421666666666667
CETN3	-0.2795
PRY	-0.7175
NTHL1	-1.19633333333333
POLR2B	-0.072
RPS28	-0.15325
P2RX3	0.22125
LYZL4	0.35225
WBP4	0.5299
PMM1	-0.4605
C11orf79	0.09275
CBLL1	-0.454
IL1F10	0.777166666666667
VAX2	-0.6255
SETDB1	-0.383333333333333
LRAP	-3.22866666666667
GCLM	-0.464166666666667
CPEB3	3.0135
PPM1A	0.55325
INTS1	-1.00875
CAMTA1	1.45125
SAMSN1	-1.48375
LOC158830	-2.63266666666667
GMPPA	-0.078625
AIPL1	0.9985
IL24	0.425583333333333
BDKRB1	-2.01333333333333
MLF1	0.9007
TAF12	-0.3665
ID1	-2.022625
THADA	-0.358625
PIK3CB	-0.2715
OR4N5	null
TBC1D17	-0.428166666666667
COX8A	-0.91
CDCA4	-0.9625
C2orf44	-1.07175
ZNF534	-1.05575
IMMP1L	-0.0725
NIPSNAP3B	0.57375
FTMT	0.692375
PWP2	-0.907333333333333
MMP15	-0.9958
DNAH11	-1.153
MTMR14	-0.307375
DNAL4	1.36825
IPP	-0.62225
TMEM59	1.105375
C1orf157	0.3205
RGS4	0.5035
DDX18	-0.413166666666667
SNX6	-0.09175
ZNHIT2	-0.327833333333333
NCDN	0.144166666666667
FLJ33534	0.7815
RAG1	-2.58357142857143
OR4D10	0.376
PTPN5	0.538166666666667
POMT1	0.318
LRRC8A	0.6616
CYP1A1	-1.34875
CAPN1	0.123666666666667
DDHD2	0.970875
GRIK2	0.993
GNRHR	-2.79733333333333
PPBP	1.45875
HTR3A	-0.830875
SLITRK4	3.54125
ANKRD49	-0.11725
BTF3	-0.0917
SARS	-0.311
C13orf18	0.527833333333333
CACNB1	2.37904933848248e-17
QKI	0.529045454545454
SETMAR	0.862
MAN2B1	0.68
EML3	-0.35175
ACADL	2.549
OFD1	0.331875
DEFB114	0.2855
CGA	-4.866
PEX16	-0.149666666666667
LRRC10	-0.181
GNG12	-0.039
C1orf152	-0.597333333333333
CHRM1	0.3045
CD53	0.862125
DBH	-0.738
TFAP2B	4.388125
HIST1H2BJ	-1.4925
FAM46D	-1.0905
TMEM11	0.10725
C3orf32	-3.36725
PCCB	-0.76325
IPO13	0.07325
C6orf105	-0.4315
COMMD5	0.06125
SUV420H1	0.0601
LTBR	0.55325
ARHGAP15	-0.22625
HDHD2	0.345
TDRKH	-0.9185
LOC401052	1.592
PSG4	-0.36025
GNB4	-0.1802
SPATA4	2.87425
SLC9A3	-1.3895
OSBP	0.394666666666667
NBPF3	0.160333333333333
DOCK11	-0.104
SLC39A5	-2.271
PRR5	0.3927
C10orf63	0.903375
SMTNL2	-0.56375
ADRA1A	1.058
ASAH1	1.7128
DOM3Z	-0.2919
GIPR	0.450833333333333
AHI1	-0.262333333333333
NADSYN1	-0.611
RGS14	-0.5241
IL18BP	0.967
RTN4RL1	1.4445
ARMC6	-0.91475
PSMD5	-0.0113333333333333
HK3	1.6224
OR4S1	1.277
RSU1	1.6416
MAD2L1	-2.91922222222222
EIF4A3	-0.3565
DLEC1	0.399333333333333
E4F1	-0.733166666666667
CHMP2B	0.8516
CAMSAP1	-0.42575
RPS21	-0.9485
ARID5A	1.22025
UBE2N	-0.1599
IGSF8	0.897
MAGEB6	-2.084
ACAD11	-1.1862
MGC4172	-0.48025
LMO4	-0.2295
KLKB1	0.7685
HP	-1.221
HDAC3	0.02625
SCHIP1	1.04925
CLCA1	0.516
OLFML2A	1.37257142857143
C1orf112	-1.982
KIF19	1.28109090909091
HAPLN4	-0.0162
CXCR7	1.22783333333333
GOT2	-0.9667
RAB38	0.395
DCX	3.421
PPM1H	0.420416666666667
NFYC	0.2295
KIN	0.30475
ZNF228	1.4295
PLSCR4	3.66183333333333
HIG2	-1.58675
FAM79B	6.031
C21orf86	-0.4105
KCNK10	0.631
ZNF738	-0.825125
FSTL5	-1.65433333333333
OR6A2	1.535
OTOA	0.435666666666667
EXOC1	0.428125
AHRR	-4.38
PDAP1	-2.02991666666667
C19orf6	-0.551
ZAN	0.03275
LY6G6E	-0.205
EIF4E2	-0.70975
C20orf198	-0.40525
ZNF324	0.43975
CYP3A5	-2.52133333333333
ENTPD7	0.443666666666667
MBOAT5	0.598
GJB5	1.4465
TTC13	-0.6295
S100Z	-1.178
KIAA0664	-0.876833333333333
PDGFRB	2.06483333333333
IL17D	0.037
OR56B4	1.7415
RDX	-1.25833333333333
SLC34A3	0.105
IL28B	-0.789
JUND	2.125
CHRNB1	-0.035375
CAMK2B	3.12975
FETUB	-1.82125
CXorf23	0.90575
MRTO4	-1.09275
TTC3	0.5696
NDUFB8	-0.149166666666667
EDG2	0.22425
SEMA3G	2.386
IL23A	-1.2115
GRHL1	2.0301
LOC441054	-1.0555
WDR65	0.953714285714286
PSTK	0.05225
STOML3	0.867833333333333
R3HDM2	0.453
C5	-1.7925
SLC2A10	1.06666666666667
C3orf22	0.146
PAQR3	-0.705769230769231
ANKRD26	-0.277583333333333
HCRTR1	-0.505
LOC399947	-1.584
PSD2	2.2985
TIGD2	0.032
SCRN1	-0.9985
COQ10A	-0.53425
DDI2	0.1875
METTL7B	-1.05866666666667
UCN2	-0.2785
FAM92A3	-0.99275
WDR16	1.9795
ZNF511	-0.444833333333333
ZMYM5	-0.651875
POLR3G	-3.1695
ZNF586	0.13675
C1orf49	0.5618
TANK	1.28816666666667
RCAN1	2.02266666666667
PELI3	0.833833333333333
LIMD2	-0.530333333333333
TMEM189	-1.216
NTN4	2.23375
LOC151300	null
CLEC2A	-1.923
GPR135	-0.64775
DPYSL4	-3.4654
JAK2	1.47933333333333
TSHZ1	1.35833333333333
TM9SF4	-0.60525
ZNF264	0.857
SIRPG	1.82
BICD1	-0.38675
HERC6	2.41183333333333
METTL5	-0.77
CASP1	1.8185
PRRT1	-0.401833333333333
PLA2G4C	1.72083333333333
ICA1L	0.428857142857143
TPTE2	-0.512666666666667
OTUD7A	0.409
AQP11	0.01825
APOA2	-4.1903
KALRN	-0.2433
SECTM1	0.432
IFNAR1	0.0145
TALDO1	-0.53625
RAB11FIP4	0.22875
EIF5A	-2.369
FAM49A	2.496
NEGR1	0.2685
YTHDC2	-0.648875
EHD2	0.30875
NCF1	2.1096
SCRT2	-0.343
HOXA5	1.37166666666667
NUP133	0.137
FGF12	-0.38675
SLMO2	-0.973625
SNTA1	-0.367875
CACNG2	0.047
GCM1	0.458125
ELF1	1.07466666666667
TLR5	3.749
TCFL5	-0.944916666666667
RBMY2FP	-0.3575
LOC100125556	0.045875
FAM129B	-0.312125
MAP3K7IP1	-0.10525
NCK2	0.463
OXA1L	-0.76775
FMO9P	0.327
ZSCAN12	1.043
PSMD12	-0.630416666666667
HSCB	-0.03425
CLDN10	0.63575
MGC13053	-0.525666666666667
HPCAL4	-0.742833333333333
ASZ1	0.312
MEX3D	0.325833333333333
NFAT5	-0.6696
CSPG4LYP1	-0.393666666666667
FBXO3	1.0589
DVL1	-0.556666666666667
CMKLR1	1.41083333333333
TYMS	-3.220375
PEF1	0.9885
ZNF750	2.59783333333333
MCM5	-1.6068
MEGF11	-1.7975
KCNK7	-0.298
PTP4A3	-0.66
C1QTNF2	-0.536666666666667
OR6S1	-0.7035
FAM122B	-2.10825
ZNF551	-0.299375
HBQ1	-2.726
GEMIN6	-1.07125
ARSK	0.72225
RBP7	3.62116666666667
CPNE9	0.13975
DSC1	2.767
LOC730112	-0.56475
MAP2K4	0.904125
HS3ST5	-0.9685
EPB41L3	0.80325
TEKT2	1.2515
CDKN2B	0.207333333333333
ZNF480	-1.20825
MAP3K6	0.7978
MAP6	2.86833333333333
HN1	-1.0453
OR2L13	1.179
SLC16A11	0.924
FAM96A	-0.76225
APOL1	0.571
C5orf32	-0.0025
RTP1	-0.115666666666667
RNF175	1.24025
ZBTB41	0.777625
AHCTF1	-1.0767
SAE2	-0.3881
ITGA2	0.364916666666667
MME	3.13483333333333
CCDC14	-0.97825
MAST4	1.67821428571429
KRT33B	-1.8525
KCTD2	0.3225
WDR26	0.479
MFI2	0.62525
NR4A3	1.8665
ARSA	0.672
UNKL	-0.496333333333333
SULT6B1	0.0845
CCNA2	-3.56633333333333
SOX15	-0.07
PPAPDC1B	2.30816666666667
C19orf44	0.4495
MCAT	0.520416666666667
ARID1B	0.171125
OR52N1	0.137
C12orf48	-2.86075
MAGI1	1.56075
NIPA2	-0.5055
GBX2	-1.996
RSHL3	1.334
RAVER1	-0.216333333333333
C15orf17	0.2715
SLC30A2	0.507125
ZNF518	-0.01325
PCYT1B	-0.56625
C10orf114	-0.30425
EIF3H	0.156666666666667
SLC25A39	-1.11566666666667
KIF1B	-0.431
AMOTL2	1.496
C6orf120	0.20975
PSRC1	-2.454
PLA2G10	1.702625
KIF5C	0.57875
MRPL37	-1.0635
C17orf62	0.0155
C9orf135	-1.867
DUSP10	1.7273
CLCNKB	0.3605
PSMA5	-0.894625
C8orf53	-0.43475
AMPD3	0.587666666666667
PIAS1	0.15625
ADCYAP1R1	-0.049
GYLTL1B	0.151
CDH20	-0.167
FBXO7	-0.05875
TMEM134	-0.122333333333333
FLJ14213	0.450833333333333
ZNF3	-0.546
LRRFIP1	0.451208333333333
CNOT2	0.541666666666667
ABI3	2.375
ALDH5A1	-0.693583333333333
HNT	2.6645
SERPINA4	-2.9855
TK2	0.431583333333333
STMN1	-2.19066666666667
GUCA2A	0.284333333333333
GALNT10	0.405428571428571
DPP6	0.3259
C9orf93	0.0555
PRELID2	-0.379625
STK39	0.506
SFTPA1	-1.75
CKS2	-3.08766666666667
RHO	0.50175
C20orf135	-0.21125
XKR3	-2.877
CR1	0.31775
RPS6KA2	1.43264285714286
C20orf112	0.67225
MRPL22	-0.5
C4orf23	0.507333333333333
GADD45B	2.64275
KLHDC1	2.12516666666667
C2orf48	-2.795
ZNF287	1.7515
DAAM2	-0.2035
DPPA2	-3.24
TCTN3	0.4085
DNAJB11	-0.675
FPR1	3.986
DEFB4	-0.2145
PTCD2	-0.8333
SMOC2	5.0975
CABP7	1.10525
SERPINB11	0.3125
MAGEF1	0.53525
NDE1	-0.439833333333333
ITGA10	1.3165
FSHB	-0.243
ANXA2	1.042375
HORMAD2	-0.21075
HLCS	0.1445
MCF2L	1.62425
FH	-1.084
TBC1D24	0.0545
KIAA1505	1.7295
LGALS2	-0.06475
CNBD1	0.3535
SYNPO2L	1.233
PTPN23	-0.127071428571429
C1orf183	0.1355
MAGEA8	-4.18875
DGCR8	-1.511875
GSR	-0.8495
PAQR7	0.42
ZNF676	0.25875
CACNA1C	0.7289
SP7	1.242
PDCD6	-0.1685
NRN1L	-0.822
BRI3BP	-1.51891666666667
KIAA1183	1.15
ASB4	0.25975
CCL23	2.69
OBSL1	-0.592125
SLC12A7	0.563166666666667
KIAA0240	1.67275
CD1B	-2.258
FCGR2A	0.361
MDC1	-1.01775
HTR1A	-0.337
OCEL1	-0.18975
ATP11B	-0.62
FBXO34	0.39
PCDH12	3.24283333333333
RPE	-0.65975
C17orf74	-0.0835
CSDC2	0.842833333333333
PET112L	0.00025
TMBIM1	0.6905
P2RXL1	-0.24175
TCHP	-1.21475
TRMT1	-1.544
F2RL2	2.05416666666667
LRRC32	3.2195
IMPG2	-0.2135
BGLAP	-0.13175
LOC493869	-0.980416666666667
MRAS	1.680875
SLC35F5	0.80625
CBWD1	0.7395
AXL	-0.819125
ATP2C2	1.67825
TELO2	-1.01625
PNPLA3	-2.22575
PCDHB14	1.92225
CD276	0.0315
KRT80	-1.46325
DUSP28	0.3475
CSNK1E	0.0978333333333333
SRP14	1.094
KCNQ4	0.6875
KRT72	0.283833333333333
CCDC117	-0.142
C6orf89	0.398277777777778
TUBB2B	-1.63833333333333
RTN4IP1	-0.92175
CR1L	-3.72116666666667
CEND1	-0.39375
C12orf41	-0.117833333333333
RNF31	-0.27275
UBN1	-0.480833333333333
C17orf32	0.510875
SLC5A7	-0.365
GPR92	1.07366666666667
ESAM	2.4909
CTNNA1	0.36725
HRBL	-0.0507
CBX4	-0.2115
TMEM182	0.34275
SH3TC2	0.373666666666667
IL10	1.70416666666667
PXMP4	-0.127
RNF167	-0.2207
PAK7	4.8055
ETV3	-0.451
ATPIF1	-0.212833333333333
LOC554207	-2.96216666666667
OR8H1	1.05925
WDFY3	1.481375
DPM1	-0.7275
GPSM1	-0.639
WDR92	-0.7956
LRP1	0.820666666666667
ANKH	0.1325
THUMPD3	-1.0225
POLR1B	-0.8985
OLFM4	7.3595
RAD9B	0.9465
TSPY2	-3.928
PAX6	-3.00333333333333
SCG2	-2.02675
SLC17A6	-0.76225
FMO3	2.901
PADI4	0.668625
TUBB4	-0.7586
NLK	-0.56275
POU4F3	-1.31
SDF4	-0.22125
ITGBL1	3.086
NETO1	-2.933
TAP2	-0.240875
ABBA-1	-0.520583333333333
GNAI1	0.7515
VPS4B	1.109
NOPE	-0.1303
GALNT6	1.44183333333333
SESN1	2.32225
GBE1	-1.74777777777778
CLASP1	-0.59525
RASGEF1B	1.740875
ACOT11	-0.0410714285714286
AFAP1	1.17125
OR2H2	0.26325
DPY19L2P1	-0.8855
DZIP1	-0.97975
SEC22C	0.08275
GPR161	-0.615583333333333
RNF146	0.92425
WDR74	-1.24575
GALP	-0.284
PURA	0.712
DNPEP	-0.02325
RP11-78J21.1	-0.26275
ERBB2	2.215625
FANCM	-0.868666666666667
NEO1	1.1865
DDX3Y	-4.7176
RPS3A	0.5275
MXRA7	0.362857142857143
LGALS3	0.165833333333333
GLT8D1	0.4695
CFL2	-0.917166666666667
UPB1	-0.135
NAP1L5	0.792375
CLDN14	-2.03975
DHX38	-0.8565
BTBD1	0.124
TARS2	-1.2475
ABCF1	-0.9364
FCF1	0.189833333333333
LRRC49	0.314
GUCY1B2	-2.6015
C1orf177	0.335833333333333
SMARCA4	-0.924
LRP8	-3.8045
TAGLN3	-1.42025
MRPL14	-1.191
TTRAP	0.135
ZDHHC20	0.16
NFE2L3	-1.44675
KIAA1377	1.754375
PALMD	2.4027
TMEM43	0.52675
TTL	-1.750125
STAT5B	-1.35833333333333
SSB	-0.837625
OR10H5	0.7425
SLC22A13	-0.232
AKAP3	0.4535
TIMM23	-0.0406666666666667
OAS2	2.70775
KIAA0423	1.23225
TRIM11	-0.256166666666667
GLIS3	0.9045
TMEM50B	1.31033333333333
ARHGEF4	0.322625
DEGS1	-0.224818181818182
TBL1XR1	0.430366666666667
G6PD	-2.0485
SP140	0.4164
MUC17	0.272538461538462
NUDC	-0.6996
DNAJC5B	2.28133333333333
SCARA3	0.0415
CPA3	6.58483333333333
BCAT2	-0.49425
MFN1	-0.2438
NRG3	-0.9095
SNX11	0.37375
PLEKHH1	-0.332833333333333
GPR177	1.101
HCFC2	0.1325
TCAP	-0.06375
MOCOS	-1.82075
C14orf93	-0.03725
PRDM10	-0.138333333333333
SLC16A4	1.5205
SRGAP1	0.211333333333333
VIP	1.95775
DUSP27	0.591
LILRA1	0.9452
MC2R	-0.146
MGC24103	-0.481
MBTD1	-2.4825
FUT11	-0.675333333333333
USP33	0.7313
C15orf39	-1.1185
MAP3K12	-0.15825
PAAF1	-0.718833333333333
BARHL1	0.649
FLJ16165	-0.6995
PIWIL2	-3.56
SYNE1	1.00775
CMTM4	0.506625
TSPYL1	1.362
GUF1	-1.1305
TMEM157	1.675
WDR44	0.31275
HIST1H3C	0.26175
DKFZp666G057	1.82525
RNPEP	0.19325
GAS2L2	1.09233333333333
ADH4	-4.86575
GRPR	2.13666666666667
FBXL17	0.17625
ZBTB10	0.697666666666667
Gcom1	1.058
HTRA1	1.9844
ZNF585A	-0.335333333333333
SLC26A2	0.267071428571429
OTOP3	0.375666666666667
WISP1	2.05433333333333
ATP2B4	-0.715416666666667
FLJ10769	0.836
CRAMP1L	0.277375
CHST12	-0.429
RAB22A	-0.238583333333333
TARDBP	-0.261428571428571
STAU1	-0.3
CRB3	1.92133333333333
MIG7	0.072
CHMP1A	-0.525166666666667
ZNF160	0.34325
B3GALT6	-0.178375
BARX1	-1.92666666666667
C6orf167	-1.726
NXNL1	0.5825
DHX29	0.353
HADHB	-0.08975
PLXNB2	0.9265
ILDR1	-0.91675
SLC15A3	2.04975
GAS2	-1.07966666666667
C20orf69	-0.28175
NUMB	0.165
TNIP1	0.154375
MESP1	-0.592
PSKH1	-0.0425
NSFL1C	-0.067125
RHOG	-0.0935
HEY1	-1.348
KNG1	-2.329375
ITGAX	1.6124
LIN9	-1.33166666666667
CANT1	0.968875
XRN1	0.00185714285714287
CCDC96	2.26388888888889
HEATR6	-1.571
GNG7	1.25758333333333
RUNX2	0.427
SOX1	-0.085
FCRL5	0.4573
ZNF99	0.459625
FAM9A	0.142
SNX22	0.0321666666666667
MBNL3	-2.13833333333333
ODC1	-2.1011
ADORA2B	-1.01583333333333
NR2F6	-0.33775
ZFYVE16	0.358888888888889
SYNJ2BP	0.3824
POLE	-1.798875
E2F2	-2.063125
THRA	1.3435
PTGES2	-1.34433333333333
HIP1R	0.289666666666667
TMUB1	-0.9775
ENO3	-2.743
RSPH10B	-2.58
CXorf39	0.153
IRGC	-0.2955
GPR109B	0.7825
FLJ13305	-1.2465
LCE3A	-1.1865
TNFRSF18	-1.4025
DET1	0.2825
TRPM3	-0.325272727272727
C16orf79	-1.7475
FECH	-0.5365
RAP2A	-0.0481666666666667
CRIP1	1.12216666666667
AZIN1	-0.243
SLC7A7	3.1475
IL10RA	1.0556
TMEM64	-2.13475
CDC42EP4	1.4783
C16orf58	-0.3801
ARG2	-2.1375
POU5F1P4	-4.552
FAM62B	0.033125
DNAH8	-2.6583
ASH2L	0.478625
TSLP	-0.189
CNTNAP5	-0.6938
TMEM16C	0.83325
IFNA14	1.17
SLC1A3	1.111375
CABYR	1.1285
BCL7B	-0.0977
NUDT13	-1.3125
C13orf28	0.983
C1orf53	-0.501
ARL6IP4	-0.1193
RPL35A	0.30725
EMR3	0.57325
RAB40C	-0.0835
SLC41A1	0.124833333333333
LRCH1	0.6915
LY6G5B	-0.9905
FAM124A	0.0731428571428572
MGC10981	-4.45566666666667
CLIP3	0.8572
MAP4K2	-0.756166666666667
CHIC1	0.54575
SULF1	3.337
C20orf30	0.207571428571429
PRDM5	0.031
ELOVL1	-0.119
C11orf48	-1.18125
SLC39A10	-0.523
KCNV1	-0.241
ACP1	-0.453833333333333
ZMYM2	-0.252125
B3GNT6	-0.05
C9orf69	-0.28025
C2orf15	-0.062
C20orf166	-0.784
HSP90AA6P	-1.249
EDG7	-0.279
NEURL	-1.92
LPL	2.6525
CLEC2D	-0.0592142857142857
GRRP1	2.73183333333333
CD8B	-2.7303
HIST1H3D	-1.831
SLC6A12	-0.066
FAM27L	-1.2195
CD84	1.4487
RASA1	0.168
PHKG1	-0.8505
MAGEA11	-4.6485
IMPA1	-0.243
NPM3	-1.726
RARRES1	4.72475
SH3BP1	-0.336375
B3GNTL1	-1.3255
ARPC5L	-0.534
KLHL26	0.30075
SIM2	-2.45175
GJC1	-0.0845
C20orf194	0.8375
EXO1	-3.77
SLC2A2	-3.211
LOC285074	-1.109
LRG1	1.7225
KIRREL	-0.534
PIK3R1	2.341
C4orf34	1.4595
MAF	-1.39338888888889
ADCY4	4.33616666666667
ZMIZ2	0.2906
SLC46A3	2.12383333333333
STAMBP	-0.299
CCDC16	1.038
MS4A12	0.2135
TCF20	0.427
LRRC46	0.6245
C20orf152	-0.27325
MRPS6	-0.499875
ABCB11	0.323
KCNC2	3.83766666666667
CDH19	-1.0564
C9orf123	0.528
SSH3	0.5825
LDLRAD1	-3.20825
CCBE1	-0.38675
ZNF135	1.682
TAAR1	4.021
WFDC12	-1.293
CCDC42	0.850333333333333
FLJ12529	-0.389
PER1	1.207
TIMM50	-1.35666666666667
SMARCAD1	-0.151
FAM26C	0.9845
TP53TG3	-1.63483333333333
SH3RF1	1.6079
LMCD1	2.06075
GPR63	-0.6015
FLJ21986	-1.504875
AIFM3	-1.1065
MICAL1	-0.722666666666667
BLZF1	0.857166666666667
IQCA	3.19483333333333
PCDHGC3	-0.189
SAC	0.74125
BCL6B	2.5005
DDO	2.015
MARCO	3.95775
DCHS1	1.362
C1orf170	1.53583333333333
CD200R1	2.183
C22orf15	-0.3575
SEPT11	0.131833333333333
ADNP	-0.10525
UST	0.8143
C13orf34	-1.54783333333333
RFFL	0.4775
APBA3	-0.756
C2orf60	-0.415625
CUTL1	-0.5722
PMS1	-0.391875
ZNF689	-0.3885
EIF3E	-0.0326666666666667
IL9	0.2054
RPL31	0.393375
LY9	0.202833333333333
ATP2B3	0.00975000000000001
KDELR2	-0.0728333333333333
TFCP2	0.366625
NLRP12	-0.10425
FLJ45422	-0.5945
TLE4	0.0159
ZNF570	-0.2965
FLJ43806	-0.302
TLK2	-0.588
CIR	1.00975
MARS2	-0.52
COL24A1	0.08425
SDF2L1	-0.673
HIBADH	0.1545
IGFBP3	-1.66685714285714
C12orf23	0.3855
PSPC1	-0.2425
C20orf43	-0.127
TRAV20	0.389
ARHGAP24	1.92725
KIAA1975	0.231375
C1QA	3.5738
DNTT	-5.1515
C10orf6	-0.663666666666667
C11orf41	-0.211875
HNRPF	0.19425
COL11A1	0.336166666666667
UBAP2	-0.804666666666667
CDKN2AIPNL	-1.557
C20orf174	5.7845
SPRED2	0.2265
PLA2G12A	0.445166666666667
ICEBERG	-0.557666666666667
SCN10A	0.273
C11orf65	-0.063
GBP5	4.67975
PITPNC1	-0.853833333333333
POU3F3	0.3545
NCOA7	1.82125
LIN7C	0.2856
LOC348840	-0.967
NKX2-2	-3.53175
ANKRD13D	-0.584375
LOC123688	-0.24225
FUT2	1.3705
TAAR8	0.452
FZD4	1.0995
PNMA3	-0.895333333333333
OR4L1	-0.181
WIT1	-3.1745
EXOC3L	1.52375
ATPBD4	0.0917
KRBA1	-0.7585
UBXD6	1.46625
HOXB7	-1.07007142857143
C7orf23	0.0015
UNQ338	2.448
STAB2	3.48625
CDC20B	0.884333333333333
IRF9	2.149
CENTG1	0.724916666666667
TNPO2	-1.37475
MCPH1	0.12725
BMS1P5	-0.76775
SLC26A7	1.4155
HIST1H3J	-0.13925
C9orf3	0.6948
LBH	1.954
MYO1D	0.478875
PTDSS2	-0.18775
NFU1	0.59425
DEPDC4	-1.5845
WNT7B	-0.3466
GLP2R	-0.0886666666666667
SETD4	-0.6356
DYNLT3	0.1314
FKBP11	-1.12733333333333
SESTD1	0.527166666666667
FLII	0.648
RPS16	-0.3884
CHPF	-0.205
CSNK2A1	-0.583833333333333
SUMO1P1	0.2715
FKBP6	-0.783
ZNF214	1.84
TWIST1	0.992
DDX56	-1.31783333333333
TRAM1L1	2.4803
EPO	-3.5775
MRPS18B	-0.462
ZNF682	-0.791333333333334
RPL14	0.0341666666666667
MAFF	2.0465
LOC51136	-0.084
LY96	0.62675
DDX20	-0.36025
ABTB1	0.919166666666667
ARL5A	0.1799
CCT6A	-1.37075
HEPACAM	-0.259666666666667
EHHADH	0.3335
RBAK	-0.5665
CGB1	1.6765
ITGB5	0.8121
YIPF3	0.47775
FKBP2	-0.14525
NR1D1	-0.2124
TMEM110	0.018
NEK2	-2.951
PRAMEF8	-3.51675
