Hybridization REF	TCGA-BH-A0HK-11A-11R-A089-07
KLHL26	0.80675
SIM2	-2.14575
GJC1	-0.2415
C20orf194	0.7825
EXO1	-4.2285
SLC2A2	-2.1585
LOC285074	-0.54625
LRG1	1.056
KIRREL	-0.124
PIK3R1	2.75885714285714
C4orf34	0.73625
MAF	0.360666666666667
ADCY4	3.80466666666667
ZMIZ2	-0.0658
SLC46A3	2.02666666666667
STAMBP	-0.595166666666667
CCDC16	0.37575
MS4A12	-0.0255
TCF20	0.77775
LRRC46	0.106
C20orf152	0.46275
MRPS6	-0.52975
ABCB11	0.0835
KCNC2	2.02283333333333
CDH19	0.627666666666667
C9orf123	0.603333333333333
SSH3	0.789375
LDLRAD1	-1.8795
CCBE1	0.71875
ZNF135	1.055875
TAAR1	0.0845
WFDC12	0.5365
CCDC42	-0.237166666666667
FLJ12529	-0.04425
PER1	2.16116666666667
TIMM50	-1.13566666666667
SMARCAD1	-0.343
FAM26C	0.3505
TP53TG3	-1.83616666666667
SH3RF1	1.4574
LMCD1	2.577
GPR63	-0.424
FLJ21986	-1.070625
AIFM3	-1.10425
MICAL1	-0.735333333333333
BLZF1	0.800666666666667
IQCA	3.27866666666667
PCDHGC3	0.1675
SAC	0.52325
BCL6B	2.53416666666667
DDO	1.29375
MARCO	3.86675
DCHS1	1.5045
C1orf170	0.211833333333333
CD200R1	1.80283333333333
C22orf15	-0.8635
SEPT11	0.0575
ADNP	-0.279
UST	1.8087
C13orf34	-1.9765
RFFL	0.223214285714286
APBA3	-0.4195
C2orf60	-0.72275
CUTL1	-0.5057
PMS1	-0.611375
ZNF689	-0.0245
EIF3E	0.160833333333333
IL9	0.265333333333333
RPL31	-0.054625
LY9	0.0588333333333333
ATP2B3	-0.0155
KDELR2	0.0372916666666666
TFCP2	0.223875
NLRP12	-0.048625
FLJ45422	-0.55375
TLE4	1.2064
ZNF570	-0.0715
FLJ43806	-0.0685
TLK2	-0.662875
CIR	0.7865
MARS2	0.085
COL24A1	-0.64375
SDF2L1	-1.3795
HIBADH	0.356833333333333
IGFBP3	-1.41971428571429
C12orf23	0.726625
PSPC1	-0.20075
C20orf43	0.29725
TRAV20	-0.1535
ARHGAP24	2.055375
KIAA1975	-0.9365
C1QA	3.3166
DNTT	-4.478
C10orf6	-0.438166666666667
C11orf41	-0.374875
HNRPF	0.01
COL11A1	-0.933333333333333
UBAP2	-0.715333333333333
CDKN2AIPNL	-1.6505
C20orf174	2.48525
SPRED2	0.50575
PLA2G12A	-0.233166666666667
ICEBERG	-1.05516666666667
SCN10A	0.433
C11orf65	-0.348
GBP5	3.0745
PITPNC1	-1.02233333333333
POU3F3	0.201
NCOA7	2.14
LIN7C	0.6413
LOC348840	-0.4715
NKX2-2	-2.9955
ANKRD13D	-0.6675
LOC123688	0.345
FUT2	1.5835
TAAR8	0.2685
FZD4	0.557833333333333
PNMA3	-1.0205
OR4L1	0.1785
WIT1	-2.83125
EXOC3L	1.1525
ATPBD4	0.5901
KRBA1	-0.387
UBXD6	-0.61475
HOXB7	-0.632428571428571
C7orf23	0.0255
UNQ338	2.77575
STAB2	2.861
CDC20B	-0.38575
IRF9	1.42575
CENTG1	0.268916666666667
TNPO2	-1.6645
MCPH1	0.51475
BMS1P5	-1.9975
SLC26A7	0.87675
HIST1H3J	-0.58475
C9orf3	1.1162
LBH	1.069625
MYO1D	0.80475
PTDSS2	-0.12725
NFU1	0.5795
DEPDC4	-1.54525
WNT7B	1.3476
GLP2R	-0.287833333333333
SETD4	-0.7766
DYNLT3	-0.1455
FKBP11	-1.10916666666667
SESTD1	1.27616666666667
FLII	0.84725
RPS16	-0.2951
CHPF	-0.566166666666667
CSNK2A1	-0.701
SUMO1P1	-0.0285
FKBP6	-1.0765
ZNF214	0.820666666666667
TWIST1	1.53916666666667
DDX56	-1.13166666666667
TRAM1L1	2.2975
EPO	-3.39066666666667
MRPS18B	-0.606
ZNF682	-0.834666666666667
RPL14	0.0438333333333333
MAFF	2.1195
LOC51136	-0.268
LY96	0.51225
DDX20	-0.4605
ABTB1	0.913333333333333
ARL5A	0.8427
CCT6A	-1.3955
HEPACAM	-0.478666666666667
EHHADH	0.303666666666667
RBAK	-0.192166666666667
CGB1	2.18075
ITGB5	0.4289
YIPF3	-0.04425
FKBP2	-0.27775
NR1D1	-0.449
TMEM110	-0.1275
NEK2	-4.87616666666667
PRAMEF8	-3.49475
C20orf52	-1.27833333333333
PCDHGA3	0.4025
VWA3B	-0.16925
NDUFA5	0.1645
THAP9	0.09025
FLVCR2	-0.136666666666667
AP1S1	-2.1345
SMAD6	-1.2495
SAV1	1.673125
SAT1	1.489125
ZNF251	0.18475
ADAMTS7	-0.2067
RPP38	0.27675
C1orf211	-2.5675
YPEL2	1.05385
RBMS1	1.172
ZNF445	-0.484166666666667
NRXN2	0.3575
PGBD4	-0.294875
UGT2B28	-0.05675
WBSCR16	-0.6665
NLRC3	-0.206875
ASTL	-0.09575
ST6GALNAC1	-1.0415
ZADH2	0.21075
MLLT4	0.791416666666667
ARL6	0.336166666666667
MEF2C	1.41925
CBFA2T3	-1.0325
AFF3	0.677285714285714
COG7	-0.337833333333333
MYB	-0.794333333333333
PLXNA3	-0.725
XRCC2	-2.55116666666667
MMS19	-0.732
ST8SIA5	-0.997375
CHPT1	1.31183333333333
KIAA1712	-1.032625
OR6X1	1.4965
ACTR3	0.3885
UGCG	1.1445
OR4P4	-0.1345
ZAP70	-3.53775
LPP	2.087125
ZNF485	-0.5795
PTPRCAP	-0.718
IL12RB1	0.357
ATRX	0.7175
CHST8	0.994125
C14orf109	-0.0115
ARV1	0.22575
NMB	-0.122285714285714
COX5A	-1.4585
EIF6	-0.99975
MPPED2	2.0185
SEMG1	-1.286
CHRDL1	3.106
TRAF3IP2	1.3395
WNK2	0.181625
LILRA4	2.25233333333333
LAMA2	5.115
PXT1	0.2695
RLBP1	-2.23175
CD300C	0.76575
SLTM	0.163125
FLJ10404	-0.3605
APOBEC3D	-2.30933333333333
RENBP	0.461833333333333
ATXN7L1	0.19825
NID1	1.023
TUBGCP3	-0.530875
ITIH5	2.74216666666667
CCDC110	2.829
C8A	-3.29025
MGC87042	0.53625
HOXC13	-1.101
TFDP2	-1.11625
HCP5	1.149
POLI	0.1135
UCN	-2.01866666666667
ZNF764	-0.4095
C8orf45	0.60475
FHL3	-0.35375
SPATA5L1	-1.17125
MMRN2	3.1005
NDST1	0.813833333333333
COL20A1	-0.189833333333333
ZNF248	-0.301333333333333
PELP1	-0.641833333333333
MBL2	-2.45433333333333
RNF41	0.5765
C5orf24	0.17225
THOC5	-0.436625
SERINC3	0.69
RP11-151A6.2	0.3435
CDCP2	0.0405
HIST1H2AA	-0.46425
C11orf75	0.413666666666667
FKBP7	0.4055
DDOST	-0.02175
GPNMB	2.35016666666667
TTF2	-1.79233333333333
KCNT1	0.152166666666667
SLC39A14	-0.192125
NGRN	0.7251
GPR137B	1.2595
MECP2	0.19175
PSMA1	-0.69825
C16orf73	-5.484
TMEM60	-0.305833333333333
CSN3	2.808
NOS1	0.163666666666667
RAB7L1	0.389333333333333
YBX2	-1.5135
KIAA1166	-0.147125
FUBP3	0.256666666666667
ABCG1	0.703
ACACA	-0.906
ARL11	0.2689
ATOH1	-0.2815
ODF1	0.00300000000000001
CREB3L3	-2.087
TMEM127	1.15421428571429
DSCAML1	1.12025
PLN	2.57483333333333
LYPLA1	0.0214166666666667
PRDM9	-1.7945
SASP	0.889
PLUNC	0.0283333333333333
INTU	0.017
HISPPD1	-0.30375
LNPEP	0.227833333333333
YARS2	-0.58
APCDD1L	0.495
ZCCHC4	-0.4166
FBXO22	-0.8455
TTLL13	-0.5175
ZNF669	0.124833333333333
PTGDR	2.36125
DDX27	-0.165
KIAA0409	-0.605333333333333
GJB6	1.03
ASB8	0.8165
PLP2	0.424333333333333
MEPE	-0.141
OR10J5	0.161
KRT222P	2.29125
COQ7	-0.0126666666666667
C1orf101	1.1625
RERG	3.5241
CHMP5	0.202625
THAP11	0.58425
ZNF43	0.517166666666667
ZRANB3	-0.818166666666667
KRT13	4.320375
MRPL19	-0.75325
RBBP9	0.198625
SPATA17	0.60925
BXDC5	0.195333333333333
PAFAH1B1	-0.335083333333333
MAGEE1	0.489
OSTF1	0.46325
KIAA0323	-0.191833333333333
TXNDC13	1.05583333333333
CNTN4	3.773875
LCE1B	-0.0385
UNQ501	0.19175
ZNF154	0.27375
C3orf64	2.13475
SYT5	-0.286
PON1	0.500666666666667
FLJ10357	0.4685
ATP4A	-0.632
GNPDA1	-0.717833333333333
MGAT1	0.948666666666667
C14orf121	-0.00725000000000001
SLC35B2	-0.086
MIER3	-0.4325
CHEK1	-4.857125
ZNF8	-0.576166666666667
TXNDC1	0.0205
CKB	-1.3065
RTN3	0.123285714285714
FZD2	-2.08116666666667
PART1	1.043375
PSMB6	-0.4085
PCDHB8	-0.001
PHC3	0.5181
PPP1R8	-0.388666666666667
NOVA2	1.61583333333333
TNFRSF11B	-2.194625
GOLPH3	0.6315
UBLCP1	-0.0215
SUHW3	-1.44525
TTLL1	1.221
OPN4	0.375
OR13G1	0.838
ZPBP2	0.0733333333333333
HSD17B11	0.473125
C9orf50	0.271
DHDDS	0.0448571428571429
CTSW	0.9783
NEFM	-0.520166666666667
MRPL28	-1.043
SYN1	-0.1945
PIGV	0.373
ZIM2	0.18575
APBB1	1.17
SND1	-0.5925
C1orf123	0.461666666666667
CHD3	-0.386
BHLHB8	-0.148
RNASE2	0.1805
BCAP31	0.22725
SLC25A44	0.177333333333333
CHD6	-0.3209
PIB5PA	1.89915384615385
SELS	0.513625
LOC541471	-1.13025
FAT2	3.3555
ZNF81	0.0415
OR4C16	0.391
FLJ10081	-0.2303
LRRC4	1.78425
CS	-1.10783333333333
N4BP2	-0.1225
IGFBP7	2.471
ZNF318	-0.12675
NDNL2	1.327625
ZNF609	0.106875
SIRT4	-0.5485
EXOSC10	-0.355
ECE2	-0.32325
OVGP1	-0.0495
GTPBP3	-1.4095
PACS2	0.34
C19orf36	-0.6085
ARL4C	0.56025
ATG4B	-0.44075
UBQLNL	0.28375
RHOXF2B	-3.73
PLEKHG2	-1.0515
GALR1	0.4475
AQP4	0.6005
HDAC7A	0.349333333333333
DCUN1D3	1.6835
OR8A1	0.181
CCRN4L	0.462375
CBR4	-0.495666666666667
KIFC1	-3.90933333333333
SLC7A14	-1.01
LHX5	-0.772
TRPC7	-0.6195
LPXN	-1.3045
SERPINA1	-1.5845
RPS13	-0.164
BPIL3	-0.00899999999999998
PRKAA1	-0.75975
FADS2	-1.6036
ENAH	0.9003125
PRO1768	0.1275
APBA2BP	-1.149
LIPH	2.94216666666667
C3orf33	0.451
RCC2	-0.998714285714286
ALDH1A2	-1.4042
RNF103	1.8395
AHCY	-0.973375
ALG12	0.211
CCL17	1.713
ZNF543	0.65
ESRRG	1.7826
CNGA1	2.79
RDH5	0.939166666666667
OTX1	-1.4778
PTGFR	1.43916666666667
CDR2	0.34275
SELE	5.7815
NLGN2	-0.748833333333333
EXOSC9	-0.62475
ZNF566	0.176166666666667
KLRC2	-3.8165
GPR12	0.02
KIAA0196	0.0895
PDRG1	-1.242
SSR3	-0.318357142857143
MSI1	-1.131
CST9	1.749
CC2D1A	-0.00949999999999999
PLAGL1	0.993666666666667
ZNF778	-0.6265
RNF2	0.609125
KLF6	2.8905
THBD	4.079
tcag7.1314	1.076
NR5A1	-0.279
ABCD2	0.88675
DNAJC7	-1.8675
CLEC4C	0.346
TM2D3	1.0435
CCDC4	-0.33
PLAC2	-1.0445
DCD	7.004
FAAH	0.950625
POLA1	-1.007
TM7SF2	-1.2585
FLJ39822	-0.0371666666666667
FLOT2	0.18275
MAP4K1	-0.7735
SRP68	-0.17575
C21orf74	0.2845
ARPC5	0.599
LOC126075	1.6375
HECW2	0.60825
ZDHHC4	-0.2335
ANKRD42	0.9328
PDE9A	0.843833333333333
ABCA8	4.35325
NDUFS2	-0.23675
UBR5	-0.303625
BTBD16	-3.08
LOC554174	0.503
ZNF20	0.5485
KIAA1843	0.1065
WDR17	0.575
C15orf33	0.6485
RNF113A	-0.52425
CAMKK1	-0.3926
CLCN2	-1.2215
ANXA6	-1.7165
LOC340069	-0.1905
EMID1	0.404125
DPM3	-0.9215
ELA1	-0.155
SLC25A13	-1.2271
KRT24	-0.08525
SMPD1	0.0921666666666667
TH	-0.195
COL6A2	1.06557142857143
ANKS1B	1.46725
GPR126	-2.1398
ZC3H12A	1.4765
TMEM47	2.50366666666667
C2orf51	-0.411
C1orf88	2.59566666666667
HSF2BP	0.14225
AKAP10	0.157
RPAP3	-0.4105
KLHDC8B	0.631125
STOM	1.6183
MUPCDH	-0.38125
C10orf72	0.240625
PLEKHA3	0.7295
TCP11L1	-0.382
CWF19L1	0.163
SPEF1	0.478769230769231
YSK4	0.47625
ELN	2.9267
SAMD8	0.57
MPI	-1.14866666666667
MEPCE	0.1217
ABCC3	0.452875
NANOGP1	-3.661
KCNK17	1.811375
HLA-DMB	3.9365
RRAGA	1.49975
ANGEL1	-0.46025
RBM32B	0.3085
CPN1	-3.131
MGC52282	-0.3923
HLA-A	1.38283333333333
OR9G4	0.0595
EDNRB	1.212875
SCD	-2.44542857142857
C14orf80	-1.16116666666667
BAGE2	-0.1885
RABL4	0.6815
RCVRN	0.68
SHANK1	-0.311
NLRP7	-3.5145
CD226	0.744
STAT3	1.2944375
SYNJ2	-0.2458
TPCN2	-0.498666666666667
WDR36	-0.495666666666667
MBD4	-0.42775
ROBO1	-0.4557
ST3GAL6	-2.30125
SLAMF8	2.07583333333333
ATN1	0.244
GPR141	-0.00600000000000002
KRT36	0.019
TPH1	0.2715
DDX52	-0.103
ZSCAN29	-0.271833333333333
TRPT1	-0.474
DPEP3	0.38175
DENND4A	0.191625
TSPAN16	-0.5805
PTCHD2	-0.0685
LOC145814	-1.0425
CAP1	0.386333333333333
EIF5A2	-0.2116
NT5DC3	0.520625
SEPT9	-1.10075
SEZ6L2	-0.413625
EGFLAM	3.43925
VPS11	0.4355
NDUFB5	-0.553333333333333
CIDEA	3.88816666666667
IER5L	-0.876
N6AMT1	-0.641
FAM83C	-0.42325
OXR1	0.685
IRX1	1.637
DGKB	-0.071
GCN5L2	-2.08925
MIR16	-0.079125
FBXW9	-0.33775
WDR4	-2.588
PDC	0.156
VPS33B	-0.55525
HEXB	0.45475
FLJ32214	-0.016
TCEB3	-1.031
CRLF1	-3.21325
ABI3BP	4.00625
C8orf22	-3.86975
PYCR1	-1.748875
KIAA1706	0.9495
CDK5R2	0.079625
WAS	-0.0185
C12orf60	-1.8085
CCBL2	0.552375
MADD	-0.1105
C5orf34	-2.3205
WDR42A	0.8403
KLF12	0.2605
HSPA1A	1.63975
ITM2C	-1.15108333333333
DAPK2	2.136
LOC442590	1.8155
SUMF2	0.724125
CENPA	-4.08107692307692
TMED5	-0.11575
CDH6	-0.0535
BRP44	0.444875
THG1L	-0.90375
GABRA2	-0.1935
C14orf166	-0.3625
MYL1	-1.36933333333333
TNFSF18	-0.215
PAP2D	-1.37183333333333
PPIB	0.0865
KLHL4	1.85275
SFN	0.526333333333333
CCDC127	0.16275
FRAP1	-0.23175
GOLGA5	0.55075
SDCCAG1	0.097375
MGC21675	-0.254333333333333
C10orf95	-1.43
KIAA1345	0.753833333333333
C1orf163	-0.8215
LACE1	-0.743333333333333
OR10K2	0.024
CENPN	-2.7024
TMED2	1.23375
UGT1A6	-1.4585
ANG	0.2095
U2AF1	-1.15233333333333
CASC2	0.000166666666666671
NMT2	0.786333333333333
OSGEPL1	-0.057
DFNB31	-0.4475
SLC6A20	0.295125
DKC1	-0.7925
FXYD4	-0.991
WDR64	0.15825
MGC5590	0.353
CREBZF	-0.894833333333333
DAZ1	-0.28275
PRPSAP1	0.0025
GCHFR	-1.24925
TTC7A	-0.105875
LOC196993	1.0555
UBD	1.1055
S100A1	-0.242625
RPL6	-0.119166666666667
DNAJB6	0.73325
NAGS	0.5089
C2orf58	0.4195
KERA	2.10633333333333
MT1X	1.1322
UBE2B	1.2006
KEAP1	0.033
MST1	-3.287125
OMA1	0.6435
ABLIM2	1.57
BCL2L13	-0.09725
JAZF1	0.848166666666667
TMEM63B	0.147
S100A8	1.1971
ARFIP2	0.3505
UROS	0.11275
KHDRBS2	1.676
POLQ	-4.40725
SOAT1	-0.67
SPAG4	-2.42225
MRPS30	-0.584
LOC494141	-0.63025
OR2T11	-0.053
ORAOV1	-0.8742
ZNF184	-0.731333333333333
TCEB3B	-0.117
ADAM21	0.086
GDPD1	0.32325
SPINLW1	0.193
PRR14	-0.291833333333333
KCTD9	1.1046
NUDT3	-0.047
KIAA1822	0.8028
HIST1H4K	-0.5565
DFNA5	-0.23675
GABPA	0.36925
C14orf44	0.66825
POLB	0.23675
PTAR1	0.14025
SEC31A	0.3406
TRIM58	-1.00925
TAS2R14	-0.044
VPS8	0.112375
H1F0	0.1135
PRKCB1	-2.68383333333333
UGT2A1	0.2025
TOR1B	-0.2675
LSS	-1.12541666666667
C2orf19	0.179
HNRNPC	-0.254642857142857
TMEM100	1.4515
LOC116349	-0.35025
OR51M1	0.2755
CCDC142	-1.82975
ISG15	-0.470875
ZCCHC14	0.294
CREBL2	1.55825
TGDS	-1.41425
DC2	-0.52475
CACNA2D3	-1.03464285714286
ZNF429	-0.1925
LYPD6	1.76366666666667
SUCLG1	-0.042
OR51I1	-0.8275
MAGEH1	2.30425
PRPF40A	-0.396
SMR3A	0.976
SPINK2	0.25325
THAP2	0.0398749999999999
NPY5R	1.864375
IRF4	-1.531
SPESP1	0.1365
OR10S1	0.1545
DTD1	-0.35325
TUBE1	0.56925
DDX19A	-0.457
PDPN	0.11675
TMEM34	0.860583333333333
MGAM	0.71975
COL3A1	4.46216666666667
GFM2	-0.6097
OR5A2	0.377
PSG9	0.09775
ARHGEF11	0.183666666666667
IVNS1ABP	-0.90575
SIGIRR	0.26125
DUSP19	0.393625
DNAJC14	0.2907
ACSS1	0.561375
IL1RAPL2	0.1085
C4orf30	0.1145
SEPT4	2.53475
LANCL3	-0.425
SPAG17	1.83116666666667
PRDX3	-0.069375
HNF1A	-1.91425
P4HA2	-0.434
RFWD3	-1.79516666666667
MOV10	-0.829
DNAJA5	0.343428571428571
LOC729440	0.06525
LOC200383	1.166875
SMC2	-2.465
MIXL1	-1.08266666666667
TMEM9	-0.204
FAM86A	0.3245
ZNF174	-0.3632
MYH14	-1.00975
CCR8	0.1745
VPS37C	0.653833333333333
GPATCH1	-0.250166666666667
B3GNT8	2.0825
TBX4	-0.15125
CNR2	0.254666666666667
PCDH1	1.39725
C5orf29	2.32725
OCIAD2	0.738
PLCG2	1.7025
KIAA0247	1.846
HRH3	-0.1331
CAPN13	2.588125
CCR1	0.2447
MGC15523	-0.0913888888888889
UVRAG	0.526333333333333
DNAJA2	0.343
ITGA2B	-1.04233333333333
CLDN5	4.072125
PTPRN2	-0.623642857142857
ZNF512	-0.00633333333333333
PSAP	0.801785714285714
CCDC140	-1.0425
LRRC55	0.119
CYP26C1	0.3365
C8orf47	2.4425
LYN	0.986125
DUSP6	1.70966666666667
TGFB3	3.17946666666667
ELK1	-0.1635
PCDH11Y	0.489666666666667
HGD	-2.32425
C17orf58	1.51725
MYO3A	0.1105
SERPINE2	-4.08633333333333
AARSD1	-0.646
C14orf73	-1.75575
ADAM33	1.25325
ZNF491	-0.027
MAPK6	-0.4355
TCN1	5.38433333333333
SLC24A6	0.8135
UBE2R2	0.279
H1FNT	0.12175
TATDN2	-0.141666666666667
LILRB1	1.74025
P2RY5	2.14
NUCB2	0.2035
C2orf37	-0.618
SNX27	0.567333333333333
MTA3	-0.0655
FOXO4	0.830125
ID4	3.7745
SOX5	-0.812166666666667
PXMP3	0.7545
OR52M1	-0.066
SFT2D3	-0.051125
INA	-3.12366666666667
MCOLN1	0.40775
NFIX	1.3236
CLEC14A	5.37616666666667
HIBCH	-0.183666666666667
PLA2G5	2.9335
TIMM10	-0.859666666666667
MED17	0.0361
COL4A4	1.827
TPP1	0.189
GJA3	-1.622
TMPRSS5	-0.62875
AADACL3	0.2975
DNMBP	-0.476
ENPP5	3.44533333333333
NQO1	-2.0911
ZSCAN2	-0.743875
SEC24C	0.0598333333333333
GTF2A1L	1.187
AXIN2	-0.4821
FAM33A	-2.38858333333333
C16orf13	-1.317375
SPNS2	1.15475
TAF1	-0.05725
AP1G2	-0.955
RBM42	-0.0718333333333333
HCN2	0.0156666666666667
EFHB	2.62566666666667
RUSC1	-0.6375
GRIK5	0.1025
USP21	-0.502
ATAD3C	0.0975
ORMDL2	0.215
PRSS7	-2.64925
PSAT1	-4.6535
FLJ13195	-0.679
TBC1D1	0.626333333333333
IFNG	0.74175
OTOS	-0.116333333333333
ZNF773	-0.2005
EMD	-1.052
RETN	-0.208
CCL8	4.4015
APH1A	-0.50325
COX18	-0.40625
GTF2IRD2	-0.76
CCDC82	0.198166666666667
PAFAH2	0.4062
NPEPL1	-0.9782
RP11-114G1.1	1.145
TP53INP1	0.622375
ZNF300	-0.5085
FOXL2	-1.60675
LARP2	-0.174083333333333
LATS1	1.091
HTR6	-0.367
SPOCK2	-0.588833333333333
RNF144B	2.73516666666667
HTATIP2	-0.50275
MGC10334	-0.26025
CENTA2	2.02566666666667
FGF2	1.854
FXYD7	-0.031
PHYHIPL	-1.12675
GPR34	6.089
DDX6	-0.229833333333333
OR10W1	0.404
LHFPL1	0.327
ZNF313	-0.457785714285714
VPS28	0.444
AP3M1	0.1456
AKR1CL2	-0.578
TRAF4	-0.846625
OR2B11	0.0025
C19orf12	0.6895
AKAP9	0.343166666666667
C1orf62	0.07525
SLC20A1	-1.3419
FAM112A	0.0685
LDB2	2.24675
MRPS23	-0.96775
KLK5	4.156
SPTB	-0.1268
EFEMP2	1.24075
EFNB2	1.945625
PCM1	0.587
NMNAT3	2.1035
TSG101	0.586666666666667
C8orf40	0.499166666666667
NOB1	-0.86175
ABHD3	-0.86675
GTF3C4	-0.671625
PIGN	0.6355
GALNTL1	2.003
AEBP1	1.4235
OR9Q1	0.2435
ANKRD2	-0.348375
CCL28	2.797
TRIM38	0.667333333333333
TMCC1	-0.0383333333333333
SMG5	-0.855
LRRC7	-0.4275
NCAPD2	-2.02566666666667
C6orf153	-0.8085
C1orf74	-0.51025
OTUD6A	0.0445
DCP2	-0.924833333333333
TMEM24	-0.399
RPL18	0.137833333333333
TMEM177	-1.06525
LRRC37A3	0.2185
C1D	0.446333333333333
LDHC	0.85875
UBE4B	0.05
NIT1	0.102
BTN3A3	1.044875
RASD1	4.303125
COMMD3	0.2535
SHFM1	-0.698
BIRC8	0.12475
DUT	-1.093
C12orf51	0.1575
LRRC59	-1.35166666666667
LY6H	-0.024
WDR22	0.7365
EDEM1	-0.296071428571429
ADH1A	3.383
PANX2	-0.4801
CYP11B1	0.0805
CDC73	-0.2995
GPR172A	-0.65875
GSTM3	1.64753846153846
KCNA5	0.847375
SERAC1	0.615
NFATC2	1.217
ANAPC5	-0.6278
C15orf24	0.34075
NFATC2IP	-0.719833333333333
TNRC6C	0.504666666666667
MGC102966	3.243625
FGD5	2.42566666666667
MED9	-0.24075
RAB13	0.256833333333333
C15orf49	-0.2435
CRYGS	-1.5634
C12orf53	-1.1112
LOC283693	-0.918
COX6B2	0.3645
PHF14	0.00262500000000001
FAM3A	-0.49725
RPL13	0.5922
PRDX2	-0.6563
FLJ34047	-1.35575
PRMT3	-0.5055
KCTD19	-1.789
TRIM10	-1.068
MGC26597	-1.16266666666667
GCNT4	0.225
GPRASP1	2.5685
CDKN1C	0.805666666666667
RHBDL2	1.1228
HSPH1	-0.3295
AQP1	3.689
COL17A1	3.8349
GFAP	0.514125
CDC16	0.03
KIAA1614	0.761
C6orf118	0.779
ZSWIM5	-1.4155
FAM83F	3.18225
LYNX1	0.8468125
SYNPR	-0.4235
XG	4.237
PRSS16	1.703375
KIF13B	1.61007142857143
PCDH9	1.406875
HIST1H2AH	-0.343166666666667
RBM18	-1.11725
ZNF626	0.39475
HEXIM2	-0.727333333333333
ITFG1	0.3145
TUBG2	-1.153
SFRS7	-0.05875
C9orf14	0.729
EXTL1	-1.12225
GBP3	0.987666666666667
WDR5	-1.80475
RARG	0.128
MYO7A	0.341875
CECR6	0.1065
C13orf3	-4.1485
SFRS18	-0.202
ACVR1B	-0.259333333333333
PSMD1	-0.7348
C7orf31	0.398833333333333
ILVBL	-0.39075
IFNGR1	2.5645
RNF186	3.21275
NOL9	-0.745
MAGEL2	-1.17375
SLC29A2	-0.83325
NHSL1	0.21975
RBMX	-0.3735
PSORS1C2	0.19225
RAD51L3	-0.203
LCN6	3.42975
ORAI2	-0.874625
BRUNOL6	-0.1725
OR4K5	-0.2515
CDC123	-0.52325
MSLN	-1.17266666666667
WWTR1	-0.321666666666667
ZNF700	-1.18033333333333
COBL	0.413
PPP1R16B	0.959
GAS7	1.5684
MDN1	-0.271625
HAAO	0.732
C9orf68	1.99
TNFAIP2	1.125125
FOXN1	0.1385
hCG_2033311	-0.928333333333333
ATP6V0D2	0.2289
RPL41	0.15375
SLC38A1	0.532125
ARHGAP6	-0.1855
ADAD2	-0.21225
PHF20L1	-0.055625
MCM3AP	-0.317166666666667
ST3GAL3	-0.189166666666667
SNX1	0.386666666666667
ELF5	4.81125
PARP3	0.498125
RBM8A	-0.471125
LINGO4	0.0255
ITGA9	1.5285
ZFR	-0.03475
ACSL6	-0.00324999999999995
FLJ20699	0.0687
DAOA	-0.25875
FABP4	6.04275
KCNB1	1.922
CANX	0.3981
SLC25A28	0.845333333333333
ADIPOR2	-0.061
ECHDC2	2.190125
SMA4	-0.75425
FRZB	3.773625
PABPC1	-0.199333333333333
DMRTB1	-0.271125
APOBEC3G	1.017
CATSPER2	-0.787666666666667
CUEDC1	0.9595
STARD9	0.653125
CLDN8	6.9755
LOC23117	-0.905863636363636
E2F6	-0.685055555555555
TMEM126B	-0.442
DPY19L4	0.179
GIMAP5	3.3505
NDUFA9	-0.3225
FAM77C	-3.477
CTPS2	-0.44
LOC51035	0.252625
WDSOF1	-1.10675
EGLN3	0.78575
PITX3	-0.0746666666666667
OR52E8	0.7445
GRM4	-0.282
KLK1	-2.38583333333333
GPM6B	2.7075
RRAGD	0.139333333333333
PAGE5	-3.53475
UCHL5	-1.5055
ULK3	-0.9615
AIM2	0.190833333333333
PNO1	-0.307833333333333
OR2F2	0.635
GNAT2	-0.4465
SIX1	-2.14675
ST13	0.806916666666667
ZBTB44	0.329375
TIMP2	0.2035
ZMAT4	-2.7415
GTF2IRD1	-0.961333333333333
ZNF19	0.6235
ZNF714	-0.0275
RSC1A1	0.11075
C9orf80	0.148
PSMA8	0.259166666666667
TMEM141	-0.30325
COX4I1	-0.2155
CTAGE1	0.295833333333333
DTWD1	-0.2985
HSD11B1	2.855
KRT6B	5.045125
ARID4B	0.7485
LHFPL3	0.11525
WWP2	0.492666666666667
ZNF326	-0.348166666666667
RGPD1	-0.36
CTSH	1.22266666666667
FASTKD1	-1.0265
PAF1	0.8405
TTC9C	-1.3345
IFT57	1.3909
PRSS36	0.8945
IL20RB	-1.396
ZNF592	-0.371166666666667
DCTD	0.0934
CFP	2.63175
MFNG	0.632375
JMJD2B	-0.062
ALDH3B1	-0.902625
THSD4	1.70666666666667
KCNJ5	2.42483333333333
LMNA	1.27066666666667
TBCD	-0.2905
ZNF250	-0.6945
CASQ2	2.918
PEG10	-2.34833333333333
PRAME	-5.67853333333333
NP	-0.267375
TRIM59	-1.85716666666667
ZNF12	0.401125
XTP3TPA	-0.52375
SIGLEC7	-0.5309
PANK4	-0.8385
FAM70A	1.19133333333333
SNED1	0.71875
HIP1	0.1402
RAET1E	-0.235333333333333
AMAC1L2	-1.2775
AHNAK2	0.59025
TOE1	-0.671
