Hybridization REF	TCGA-BH-A0C0-11A-21R-A089-07
FBXW9	-0.1005
WDR4	-2.04316666666667
PDC	0.293
VPS33B	-0.40325
HEXB	0.05975
FLJ32214	0.01025
TCEB3	-1.47625
CRLF1	-3.8275
ABI3BP	2.6465
C8orf22	-4.19
PYCR1	-1.43825
KIAA1706	1.394
CDK5R2	0.03975
WAS	-0.0945
C12orf60	-0.8285
CCBL2	0.649
MADD	0.03175
C5orf34	-1.41325
WDR42A	0.6918
KLF12	0.39675
HSPA1A	3.81725
ITM2C	-1.15241666666667
DAPK2	2.54883333333333
LOC442590	1.9425
SUMF2	0.63325
CENPA	-5.05576923076923
TMED5	-0.261125
CDH6	-0.1168
BRP44	0.173
THG1L	-0.6465
GABRA2	-0.54825
C14orf166	-0.387
MYL1	-2.47033333333333
TNFSF18	0.35
PAP2D	-1.6845
PPIB	-0.54575
KLHL4	0.4355
SFN	0.439333333333333
CCDC127	0.237
FRAP1	-0.0955
GOLGA5	0.40475
SDCCAG1	0.257
MGC21675	-0.271833333333333
C10orf95	-0.9825
KIAA1345	0.416
C1orf163	-1.3665
LACE1	-0.801666666666667
OR10K2	0.3205
CENPN	-3.57808
TMED2	0.8525
UGT1A6	-1.6595
ANG	0.1635
U2AF1	-1.38066666666667
CASC2	0.688833333333333
NMT2	0.3355
OSGEPL1	0.392
DFNB31	-0.2885
SLC6A20	-0.18525
DKC1	-0.89475
FXYD4	-1.30675
WDR64	0.43475
MGC5590	0.137
CREBZF	-0.245
DAZ1	-0.57675
PRPSAP1	0.19525
GCHFR	-1.00275
TTC7A	-0.81075
LOC196993	0.9915
UBD	1.27583333333333
S100A1	0.446875
RPL6	0.374666666666667
DNAJB6	0.3883
NAGS	1.065
C2orf58	1.1275
KERA	1.5635
MT1X	-0.0968
UBE2B	0.8373
KEAP1	0.0675
MST1	-1.44275
OMA1	0.8165
ABLIM2	1.1005
BCL2L13	-0.189416666666667
JAZF1	0.2865
TMEM63B	-0.1785
S100A8	-1.7042
ARFIP2	0.63025
UROS	-0.04525
KHDRBS2	-0.898
POLQ	-4.192
SOAT1	-1.43925
SPAG4	-2.272
MRPS30	-1.1595
LOC494141	-0.8835
OR2T11	-0.00800000000000001
ORAOV1	-0.5927
ZNF184	0.0885
TCEB3B	-0.161166666666667
ADAM21	-0.0435
GDPD1	0.22425
SPINLW1	0.5725
PRR14	-0.0558333333333333
KCTD9	-0.0788
NUDT3	0.000500000000000007
KIAA1822	0.5392
HIST1H4K	-0.657
DFNA5	-1.096
GABPA	-0.019
C14orf44	1.30075
POLB	0.291625
PTAR1	0.63375
SEC31A	0.2377
TRIM58	-1.0455
TAS2R14	0.246
VPS8	0.600875
H1F0	0.396833333333333
PRKCB1	-3.1795
UGT2A1	-0.06
TOR1B	-0.3145
LSS	-0.984333333333333
C2orf19	0.073
HNRNPC	-0.111357142857143
TMEM100	0.991
LOC116349	-0.842
OR51M1	0.395
CCDC142	-0.77425
ISG15	0.2395625
ZCCHC14	-0.057
CREBL2	1.361125
TGDS	-0.81325
DC2	-0.63075
CACNA2D3	-0.819785714285714
ZNF429	0.31
LYPD6	1.12216666666667
SUCLG1	0.4385
OR51I1	-0.976
MAGEH1	1.8875
PRPF40A	-0.5975
SMR3A	0.552
SPINK2	0.99175
THAP2	1.05725
NPY5R	1.33875
IRF4	-1.364625
SPESP1	1.1625
OR10S1	0.262
DTD1	-0.47625
TUBE1	0.5775
DDX19A	-0.835
PDPN	-0.709
TMEM34	0.724
MGAM	-0.34925
COL3A1	3.79294444444444
GFM2	-0.325
OR5A2	0.088
PSG9	-1.4845
ARHGEF11	0.0915
IVNS1ABP	-0.1506875
SIGIRR	0.242
DUSP19	0.365875
DNAJC14	0.0027
ACSS1	0.87075
IL1RAPL2	0.864
C4orf30	-0.275
SEPT4	2.86925
LANCL3	-2.26125
SPAG17	0.464333333333333
PRDX3	0.158625
HNF1A	-1.750625
P4HA2	-1.285125
RFWD3	-2.04816666666667
MOV10	-0.3755
DNAJA5	0.167928571428572
LOC729440	0.23775
LOC200383	2.0645
SMC2	-2.76725
MIXL1	-1.33516666666667
TMEM9	-0.31125
FAM86A	0.0835
ZNF174	0.5142
MYH14	-0.80125
CCR8	-0.208
VPS37C	0.546333333333333
GPATCH1	0.165833333333333
B3GNT8	1.9275
TBX4	-0.2165
CNR2	0.0611666666666667
PCDH1	1.041
C5orf29	3.733
OCIAD2	0.55075
PLCG2	1.83225
KIAA0247	1.740625
HRH3	0.014
CAPN13	2.80875
CCR1	-0.8599
MGC15523	-0.169777777777778
UVRAG	0.2555
DNAJA2	-0.273833333333333
ITGA2B	-0.793
CLDN5	4.004125
PTPRN2	-0.843214285714286
ZNF512	0.681333333333333
PSAP	0.630642857142857
CCDC140	-0.0655
LRRC55	0.0675
CYP26C1	0.0275
C8orf47	3.1495
LYN	-0.337875
DUSP6	1.03816666666667
TGFB3	2.8028
ELK1	-0.5135
PCDH11Y	0.58
HGD	-1.56475
C17orf58	0.9575
MYO3A	0.2125
SERPINE2	-3.96066666666667
AARSD1	-0.550375
C14orf73	-2.1095
ADAM33	0.72225
ZNF491	0.838
MAPK6	-1.01716666666667
TCN1	3.67483333333333
SLC24A6	0.439
UBE2R2	0.029
H1FNT	-0.11975
TATDN2	0.0293333333333333
LILRB1	1.04375
P2RY5	2.3605
NUCB2	0.4545
C2orf37	-0.477
SNX27	0.275166666666667
MTA3	0.1625
FOXO4	1.03025
ID4	4.15433333333333
SOX5	-1.12966666666667
PXMP3	0.868
OR52M1	-0.3435
SFT2D3	0.3965
INA	-2.99016666666667
MCOLN1	0.10575
NFIX	1.5778
CLEC14A	5.2705
HIBCH	0.496666666666667
PLA2G5	0.33225
TIMM10	-0.366166666666667
MED17	0.457
COL4A4	1.556
TPP1	0.126166666666667
GJA3	-1.75933333333333
TMPRSS5	-0.19025
AADACL3	0.293
DNMBP	0.133
ENPP5	3.72266666666667
NQO1	-1.4135
ZSCAN2	-0.88425
SEC24C	-0.019
GTF2A1L	0.758
AXIN2	0.4129
FAM33A	-2.58316666666667
C16orf13	-1.176375
SPNS2	1.141
TAF1	-0.2615
AP1G2	-0.229333333333333
RBM42	-0.335166666666667
HCN2	-0.2135
EFHB	2.26366666666667
RUSC1	-0.425333333333333
GRIK5	0.3145
USP21	0.389
ATAD3C	0.05325
ORMDL2	-0.352
PRSS7	-3.5625
PSAT1	-3.1655
FLJ13195	-0.1535
TBC1D1	-0.068
IFNG	2.03175
OTOS	-0.0913333333333333
ZNF773	0.208666666666667
EMD	-1.318
RETN	-0.744
CCL8	4.0765
APH1A	-1.033
COX18	-0.626125
GTF2IRD2	-0.957
CCDC82	0.280166666666667
PAFAH2	0.3963
NPEPL1	-0.7548
RP11-114G1.1	0.949
TP53INP1	1.089375
ZNF300	-0.247833333333333
FOXL2	-3.19675
LARP2	-0.21875
LATS1	0.79575
HTR6	0.087
SPOCK2	-0.411333333333333
RNF144B	3.27
HTATIP2	-0.94325
MGC10334	-0.0131666666666667
CENTA2	1.289
FGF2	1.49025
FXYD7	0.148
PHYHIPL	-1.337125
GPR34	5.00225
DDX6	-0.501666666666667
OR10W1	-0.058
LHFPL1	0.8675
ZNF313	-0.371428571428571
VPS28	0.54875
AP3M1	0.0053
AKR1CL2	-0.70125
TRAF4	-1.069125
OR2B11	0.0025
C19orf12	0.308
AKAP9	0.611166666666667
C1orf62	0.543
SLC20A1	-2.1942
FAM112A	0.21075
LDB2	2.438375
MRPS23	-0.92125
KLK5	3.925
SPTB	0.1566
EFEMP2	0.73375
EFNB2	1.5515
PCM1	0.637214285714286
NMNAT3	2.14675
TSG101	0.387166666666667
C8orf40	0.6495
NOB1	-0.345
ABHD3	-0.55775
GTF3C4	-0.339625
PIGN	0.654666666666667
GALNTL1	1.12325
AEBP1	0.765125
OR9Q1	-0.1335
ANKRD2	-0.0015
CCL28	2.217
TRIM38	0.855166666666667
TMCC1	0.1435
SMG5	-0.4435
LRRC7	-0.3855
NCAPD2	-1.69416666666667
C6orf153	-1.05025
C1orf74	-0.328
OTUD6A	-0.0165
DCP2	-0.577
TMEM24	-0.249
RPL18	0.921833333333333
TMEM177	-0.862
LRRC37A3	0.89375
C1D	-1.007
LDHC	1.30625
UBE4B	-0.0775
NIT1	0.184625
BTN3A3	1.131375
RASD1	2.094
COMMD3	0.45675
SHFM1	-0.79075
BIRC8	2.77555756156289e-17
DUT	-0.7095
C12orf51	-0.183
LRRC59	-1.8445
LY6H	-0.979
WDR22	0.712166666666667
EDEM1	-0.427571428571429
ADH1A	3.6055
PANX2	-0.4808
CYP11B1	0.281
CDC73	-0.3935
GPR172A	-0.9195
GSTM3	1.87515384615385
KCNA5	0.090375
SERAC1	1.0135
NFATC2	-0.311
ANAPC5	-0.7945
C15orf24	0.0045
NFATC2IP	-0.873916666666667
TNRC6C	0.18
MGC102966	2.850625
FGD5	1.54366666666667
MED9	0.29375
RAB13	0.0721666666666667
C15orf49	-0.4575
CRYGS	0.3492
C12orf53	-1.1627
LOC283693	-0.375
COX6B2	0.310125
PHF14	0.177375
FAM3A	0.033125
RPL13	0.9923
PRDX2	-0.62
FLJ34047	-1.77875
PRMT3	-0.29725
KCTD19	-1.9705
TRIM10	-1.16583333333333
MGC26597	-1.3684
GCNT4	0.1165
GPRASP1	3.1905
CDKN1C	1.14666666666667
RHBDL2	0.8035
HSPH1	-0.40175
AQP1	3.986375
COL17A1	4.2626
GFAP	0.589
CDC16	0.1345
KIAA1614	0.794
C6orf118	-0.0686666666666666
ZSWIM5	-0.50475
FAM83F	2.74675
LYNX1	1.02625
SYNPR	-0.54
XG	1.375
PRSS16	2.010375
KIF13B	1.55764285714286
PCDH9	0.658625
HIST1H2AH	-0.493666666666667
RBM18	-1.307
ZNF626	0.77225
HEXIM2	0.0615
ITFG1	0.2075
TUBG2	-1.061
SFRS7	-0.447166666666667
C9orf14	0.2005
EXTL1	0.29325
GBP3	1.153
WDR5	-1.889
RARG	0.650166666666667
MYO7A	-0.598375
CECR6	0.2725
C13orf3	-4.131875
SFRS18	-0.186375
ACVR1B	-0.2755
PSMD1	-0.8198
C7orf31	0.852833333333333
ILVBL	-0.47475
IFNGR1	2.08175
RNF186	4.8515
NOL9	-1.24825
MAGEL2	-0.4495
SLC29A2	-0.52075
NHSL1	-0.1525
RBMX	-0.092
PSORS1C2	-0.026125
RAD51L3	-0.226083333333333
LCN6	1.895
ORAI2	-1.25025
BRUNOL6	0.2699
OR4K5	-0.073
CDC123	-0.656625
MSLN	-2.19733333333333
WWTR1	-1.02233333333333
ZNF700	-0.192333333333333
COBL	0.9775
PPP1R16B	0.85875
GAS7	-0.1849
MDN1	-0.032
HAAO	1.0835
C9orf68	1.323
TNFAIP2	0.400875
FOXN1	0.2675
hCG_2033311	0.173833333333333
ATP6V0D2	-0.9308
RPL41	0.452375
SLC38A1	0.766875
ARHGAP6	-0.235333333333333
ADAD2	-0.16725
PHF20L1	0.058875
MCM3AP	-0.174666666666667
ST3GAL3	-0.204666666666667
SNX1	0.434666666666667
ELF5	5.1315
PARP3	1.0125
RBM8A	-0.403625
LINGO4	-0.0235
ITGA9	0.853666666666667
ZFR	-0.10075
ACSL6	-0.49425
FLJ20699	0.2877
DAOA	0.000999999999999996
FABP4	6.657
KCNB1	1.853
CANX	0.0781
SLC25A28	0.820666666666667
ADIPOR2	-0.155375
ECHDC2	2.5295
SMA4	-0.353
FRZB	4.467625
PABPC1	0.0478333333333333
DMRTB1	-0.147375
APOBEC3G	1.2355
CATSPER2	0.0365
CUEDC1	0.0686666666666667
STARD9	0.630125
CLDN8	6.950375
LOC23117	-0.398136363636364
E2F6	-0.436833333333333
TMEM126B	-0.506166666666667
DPY19L4	0.12725
GIMAP5	3.2745
NDUFA9	-0.299166666666667
FAM77C	-4.0685
CTPS2	-0.464
LOC51035	0.4805
WDSOF1	-1.27975
EGLN3	-1.448875
PITX3	-0.0976666666666667
OR52E8	0.3615
GRM4	-0.6835
KLK1	-1.81916666666667
GPM6B	1.833875
RRAGD	-0.439
PAGE5	-3.41875
UCHL5	-1.50533333333333
ULK3	-0.260166666666667
AIM2	0.072
PNO1	-0.879333333333333
OR2F2	0.4165
GNAT2	-1.0895
SIX1	0.85575
ST13	1.06908333333333
ZBTB44	0.2425
TIMP2	-1.0195
ZMAT4	-1.234
GTF2IRD1	-0.658
ZNF19	1.30716666666667
ZNF714	-0.00274999999999986
RSC1A1	-0.388
C9orf80	0.0725
PSMA8	0.802833333333334
TMEM141	-0.03075
COX4I1	0.0457142857142857
CTAGE1	0.487166666666667
DTWD1	0.2395
HSD11B1	1.40625
KRT6B	4.58375
ARID4B	1.007875
LHFPL3	0.35425
WWP2	0.397416666666667
ZNF326	-0.390166666666667
RGPD1	-0.3935
CTSH	1.07516666666667
FASTKD1	-0.624375
PAF1	0.6814
TTC9C	-0.53875
IFT57	0.8993
PRSS36	1.5265
IL20RB	-2.6955
ZNF592	0.0165
DCTD	0.1734
CFP	1.36225
MFNG	-0.0015
JMJD2B	0.0595
ALDH3B1	-1.0635
THSD4	1.81566666666667
KCNJ5	2.0675
LMNA	-0.3445
TBCD	-0.36
ZNF250	0.558333333333333
CASQ2	3.00166666666667
PEG10	-2.04208333333333
PRAME	-5.1498
NP	-1.352875
TRIM59	-1.61383333333333
ZNF12	0.75475
XTP3TPA	-0.64725
SIGLEC7	-0.9091
PANK4	-0.6695
FAM70A	0.968333333333333
SNED1	0.5885
HIP1	-0.4441
RAET1E	-0.932333333333333
AMAC1L2	-0.189
AHNAK2	-0.45225
TOE1	-0.822166666666667
RECQL4	-2.7265
SPRYD3	0.53925
DPAGT1	-0.69925
MAGED2	2.1542
ANKRD55	-0.43875
TRPS1	3.847
DOK7	-1.2145
TFPI2	-3.99
GTF2H3	-1.10116666666667
CYP4F11	0.31375
LHX2	-5.30333333333333
ATG16L1	0.598166666666667
ASB12	1.118
C1orf116	4.09025
NF2	-0.43765
POM121	-0.0706
PHYHD1	2.6294
TXNDC17	-1.478
DKFZp779O175	0.1785
NUP62	-0.567714285714286
MYO18B	-1.19233333333333
PRAMEF1	-0.054
TCBA1	1.085
TMEM168	1.2565
FJX1	0.364
CLCF1	-0.9845
SEPN1	0.421125
IGSF2	0.5075
NUDCD1	-0.5125
TFF3	1.77016666666667
NDFIP1	0.649
CHCHD4	-0.6055
TNR	0.309
CUTA	-0.2405
USP44	-1.73625
DPP10	-0.200666666666667
IWS1	-0.340666666666667
PCGF1	0.48425
SULT1C4	0.3945
NTF5	4.493
PTPN13	0.84075
SSTR5	0.1025
SFRP1	4.1675
IDH3B	-0.429125
SUOX	1.25333333333333
TMCO5	0.26925
GOLT1B	-0.9945
MIB1	0.0242142857142857
PCDHGB1	0.0775
SUSD1	-0.1615
ICAM5	-2.10566666666667
PAPOLB	0.317
URM1	-0.5223
TMEM106B	0.00433333333333334
LRIG2	-0.49925
SLC27A5	-0.64575
CLIC6	2.7707
ZNF420	1.69216666666667
SCN9A	-0.5946
KIAA1909	0.84525
ELMOD1	-1.88175
PRKAG1	-0.2545
FAM64A	-4.56711111111111
EEF1G	0.6068
SMAD5	0.635
INCENP	-3.052
WASF2	-1.055
GARS	-1.8694
CDK10	-0.3096
HLX	0.0535
MDM4	-1.0015
ZNRF1	-0.972
HHATL	0.461166666666667
FAM21C	0.529
HIST2H3C	-0.21875
PFDN2	-0.6665
ZNF200	-0.552
NDN	0.9
HBA2	-1.26033333333333
FBLN5	2.357875
PUM1	0.651785714285714
TNNT1	-4.3125
C19orf59	-1.68566666666667
HNRPH2	0.64
RAB7A	-0.0756666666666667
PMS2	-0.435875
BIRC3	-0.2315
NRSN2	-0.303125
OR52K2	0.164833333333333
SPOCK1	-2.28778571428571
H2AFY	-0.38375
RXRB	0.002
ZNF638	0.296333333333333
ANKRD45	0.514
ACTN4	0.244333333333333
FXC1	0.11425
EIF2B5	0.4495
VPS33A	-1.126
PINK1	0.8205
FAM106A	-0.2035
SKIP	2.798375
GAPDHS	-0.45025
MUM1L1	0.589
PSTPIP1	-0.07925
CNTNAP1	-1.7393
CYP26A1	0.3085
APOL2	0.0688
TACC2	0.93375
COX7A2L	0.0253571428571429
HSD17B1	0.1115625
ARRB2	-0.265
SLC7A6	-0.8032
HSD17B10	-0.617
RBJ	0.222
NUP155	-2.2685
MRPL10	-0.317166666666667
CYCS	-1.57741666666667
CCDC46	1.159
TECTA	0.067
GNAL	0.87275
LPO	-0.111
PEBP4	2.889
DDX11	-1.92675
C18orf12	0.0965
TAF9B	0.308333333333333
IMP4	-0.2535
RPA4	0.259333333333333
NDUFS1	-0.99075
UPK1A	-0.0498333333333334
ARRDC2	0.295333333333333
C18orf20	0.3925
AES	0.811357142857143
CD2BP2	0.0561666666666667
C16orf54	-0.019
UGT2B17	-0.927375
FGFR1	0.477590909090909
CEACAM6	-0.4331
CHRM5	0.11475
CERK	-0.78025
AP3S2	0.0235714285714286
ANKS4B	-1.146
CLCNKA	0.161666666666667
ZNF208	0.796666666666667
HLA-DRB5	4.7425
CARKL	-0.4165
GOT1	-0.574666666666667
CASP6	0.485375
HOXA1	0.4815
RCL1	0.0335
ZNF181	1.3655
RAB40B	1.9915
MRPL38	-0.086
LRRN2	0.6645
C3orf25	0.51
OR5D14	0.0715
OR10AG1	-0.4685
BET1L	0.3132
FRY	4.06475
AK3L1	-0.69875
CSF3R	0.208
POLR3K	-1.2045
ATG2B	0.492
EPS8	0.434166666666667
DARS	-0.3825
C10orf56	1.02433333333333
DAD1	-0.388083333333333
RIOK1	-0.450833333333333
HERC2	0.019
HSD11B2	0.651833333333333
FAM96B	-0.716
MGC13057	1.198875
BSN	0.1615
CAND1	-0.0771666666666667
HCST	1.388
ACTR10	0.779333333333333
OR8D4	-0.013
NASP	-1.5005
COL9A2	1.731
LYZL1	-0.3565
GPC5	-1.73375
TBL3	-0.131
CENTD2	0.5089
OR5AP2	0.09725
TLR1	1.758
LMO6	-0.60225
ZIC2	-3.756125
CPNE5	0.56925
ZMYND15	1.4815
FLJ22374	-0.38525
CCDC106	-0.136
PARP16	0.12825
PDIA3	0.3595
C14orf126	-0.17975
CECR2	-1.008
SFRS1	-0.900142857142857
FIGLA	1.283
DCP1A	0.156833333333333
MGC45800	-1.1987
TEKT1	0.238
C10orf67	0.021
CLN5	1.577125
NTN2L	-0.133
GLE1L	-0.6975
CES2	0.1793
GNAS	0.661277777777778
DDX53	-0.228
TSPAN13	1.73925
MRPL52	-1.0598
SPIRE2	-0.883375
TAS2R39	0.225
SCUBE3	-0.353
UCRC	0.00220000000000002
CDKL3	0.269
KIAA1715	-0.3922
ZNF345	1.48075
RTF1	0.104375
DHRS7	1.15025
RIPK4	0.521333333333333
EXOSC2	-1.28033333333333
MS4A2	1.33675
FGF17	-0.21475
WDR59	-0.39375
EVI2A	-1.375
IL17RC	0.8935
HS3ST1	3.237
ITGB1BP2	-2.0895
RBPJ	-0.450333333333333
GIMAP1	4.234
INE1	-0.595666666666667
ALDH18A1	-0.824125
TPI1	-2.060375
GATA6	0.718
CABP1	-0.0958333333333334
ZNF484	0.26575
DAPK3	-0.3885
GJB1	-0.25725
PIN1	-0.496375
SLC6A15	-2.97658333333333
CNO	0.0015
RIN2	2.351125
FRRS1	0.004
CYorf15B	-3.526375
DMRT3	1.753125
ATAD1	0.25325
OTUD4	-0.248333333333333
ATOH8	-0.13675
ZSCAN16	0.756125
ASCC1	-0.45625
OTUD3	0.199875
MGC33212	-0.364666666666667
YME1L1	-0.083375
RP11-218C14.6	0.313
PCBP4	0.30525
TNFRSF10A	0.08425
CDH10	-2.98833333333333
KL	3.367625
SCP2	1.17966666666667
C9orf119	-0.26375
SON	0.411833333333333
MAFK	-0.326
SBNO2	-0.198
SLC6A6	-0.854666666666667
SC4MOL	-0.594125
FAM35B	0.338125
PPP1R9A	1.25975
PDZRN3	1.261
CXorf20	1.1175
C6orf126	-0.69225
AVEN	-0.6605
FLJ21075	-1.2455
C14orf132	0.8725
PCK2	-1.03
GUCY2C	-0.026
BARX2	2.05125
PEX11G	1.1935
DAO	-1.1175
C10orf49	-0.14975
EDNRA	3.10466666666667
PPP2R5A	1.0192
DDX39	-2.09166666666667
SERF1A	-0.517
ASCIZ	0.2924
FNDC8	-0.6225
PTMS	0.00887500000000001
PHF7	0.73425
PIP4K2B	-0.0421875
HHLA2	-0.586666666666667
BDH2	1.3837
APOBEC2	-0.63725
PENK	-0.565
SMAD9	0.39225
MT3	-0.74325
RGL1	0.591375
ATG10	-0.865875
DLGAP4	-0.2
APPBP2	-0.487357142857143
BACE2	-0.559571428571428
LOC339344	0.00366666666666667
ZNF395	0.8136875
HIST1H2BL	-1.14775
ZNF467	0.2595
SLC25A21	-1.118
PALM2	0.089
NSUN5C	-0.912
IL5	0.3929
CLSTN2	0.80375
ANXA8L2	2.4805
PTGES	1.08825
GDAP1L1	-1.84833333333333
OPRK1	-0.611333333333333
WDR20	0.8015
C12orf4	-0.19025
NUP88	-1.088375
XRCC6BP1	-0.673
FCGBP	0.935857142857143
LEMD2	0.08925
NOMO1	-0.41575
C10orf79	2.14625
ZNF79	0.8721
OCRL	0.331
HSPA8	-0.744625
DIDO1	0.0295833333333333
PLA2R1	3.21375
COG3	0.6103
NGDN	-0.20725
CBFA2T2	0.39825
PNOC	-0.39725
PRRG1	-0.38325
AGGF1	-0.678142857142857
DPF2	-0.1455
YIPF7	0.5005
TRPV5	0.5915
ZNF322B	0.65725
MED12	0.282833333333333
CARS	-0.789666666666667
ABCC11	4.08483333333333
C9orf25	-0.167
MYH1	1.3585
FRYL	0.2145
AGTRAP	-0.206
MMP27	1.9395
ZNF432	0.621875
OR8D1	-0.0325
OR13D1	-0.00325
VWA1	1.54575
STON1	1.03475
IL5RA	-0.26025
PERP	1.187
C10orf107	-0.0553333333333333
TNFSF12	2.693
FN1	-3.12983333333333
MTR	-0.358166666666667
PHLPPL	-0.524833333333333
ZNF425	1.371
DHFR	-2.42611111111111
PPP1R12A	0.5875
RSPO2	-1.84514285714286
ZNF7	0.12275
ZNF583	0.635
TPMT	-0.781333333333333
GPR132	0.336125
OR2T12	-0.54775
SERTAD2	0.1147
ATP1A1	0.0423
FRMPD3	0.20225
ZNF672	-0.29425
PLXNB3	0.6955
EML5	0.602
FAIM3	-0.377
UBQLN2	0.834
SORCS2	1.2695
PRIM2	-1.674
ACVR2A	1.3815
YWHAZ	-0.453583333333333
PGM2L1	-0.709
GNAO1	-0.114857142857143
RPL10	0.508
RPS6KA6	0.3725
PFKL	-0.6235
SH3D19	1.573875
AURKB	-3.4815
ZC3H6	1.57525
DISC1	0.307
FLJ39660	-3.36966666666667
TMEM25	2.535125
OSBPL10	0.20225
CLTCL1	-1.46383333333333
ALG6	-0.29375
CATSPER4	0.183
LRTM1	-0.1775
RRAD	2.27233333333333
TIPIN	-2.513
CARD14	1.328875
RBM9	0.644333333333333
RASSF4	-0.08875
SLC25A18	0.259166666666667
C6orf58	-0.0321666666666667
IGHD	-0.2485
PLA2G6	-0.176
TPT1	1.0595
SEC63	0.5403
CCDC113	0.1187
TDRD10	1.154
KIAA1666	-1.279875
TOR1AIP1	0.770666666666667
SYTL4	0.664666666666667
SPRR2F	-1.412
CEBPD	2.0995
SNTG2	1.1645
C20orf77	-0.17625
TAS2R49	-0.766
C6orf173	-2.42116666666667
SVEP1	1.7253
PXN	-0.224071428571429
VIL2	-0.3845
C5orf21	1.31541666666667
DIXDC1	0.843625
GANAB	-0.9145
PDSS1	-1.06525
NGFR	1.923375
ATP8B4	3.402
BMP8A	1.496
CCDC132	-0.0699166666666667
GNRH1	0.32475
OR10T2	-0.03075
PDGFD	4.145
OR6W1P	-0.1905
HARS	-0.10575
KRT77	-0.1675
AQP8	-0.5
ITGB1	0.7366
ZNF254	0.4501
PAX1	-0.381
PSMC4	-0.9913
ANKRD22	3.1215
PSMD8	-0.381666666666667
HTR1E	-0.497
SOX10	1.4467
OR5B2	0.402
RABGEF1	-0.894285714285714
MAP1LC3B	0.2775
CYB5R4	-0.209
AGXT2L1	-2.40075
FLJ41603	3.18233333333333
TRAPPC2	1.23583333333333
FNTB	0.1036
FLJ14107	-0.517333333333333
AURKAIP1	-0.501
DSE	1.52625
NFKBIZ	1.66883333333333
OSBPL3	-2.15233333333333
LOC130576	0.92425
SLC39A9	0.448833333333333
LOC137886	0.12975
RHCE	-3.404
ATG7	-0.392166666666667
FAM82A	1.35466666666667
FBN3	-0.4625
MCFD2	-1.65683333333333
CASP14	-0.375
EPS15	0.625833333333333
SFRS2B	1.69941666666667
C19orf47	-0.0005
PLAC9	1.8545
GPR23	0.5325
BTNL3	-0.204666666666667
RGS8	-0.1885
GNS	0.214625
ENO2	-2.628
CBX1	-1.058
PEX26	-0.1745
LRP5	0.021
ADAMTSL4	-1.19966666666667
ARR3	-0.0406666666666667
MAP1A	-0.051
CD2	3.4275
NAV2	0.4891875
TMEM69	-0.5315
ATXN7	-0.513333333333333
CHN2	-0.555333333333333
ZNF781	1.10733333333333
HAS2	-4.6225
KIAA0241	-1.83233333333333
BIC	0.871
MOBKL2A	-0.09075
CYP2C9	-0.113
CNOT7	0.270642857142857
SFRS10	-0.58075
CST11	0.21575
FLJ37543	0.1135
NKAP	-0.965
RUNX1T1	4.605
EAF1	-0.2624
IL4I1	0.41225
LRRC61	-0.5605
PSIP1	-1.16958333333333
SPRR4	-0.4445
ZFP90	0.740166666666667
AP2B1	-1.27346153846154
SLC30A7	0.0133333333333333
C7orf28A	-0.331
S100B	1.2625
BMP2	-1.97125
ESR1	3.46266666666667
ZFPL1	-0.06975
ARHGAP12	0.83175
LRRC19	0.140166666666667
ZNF767	-0.174666666666667
NACA	0.783
OLIG1	-2.784625
PRF1	1.08625
LST1	2.47316666666667
SPATA9	-0.337
CNFN	0.5265
CDK4	-0.8806
TCF15	-0.503666666666667
PARC	0.44625
PPM2C	2.00575
LOC283345	-0.997
FAM107B	-0.06275
DMXL1	0.324375
RBM3	-0.173375
HTR5A	-1.2645
SCFD1	0.00816666666666666
EPHB3	3.075375
ROPN1L	-0.656
RAMP3	0.491
TSPYL5	2.67081818181818
GAP43	-3.528
PAPD4	0.27825
PDE3A	-1.16275
TNFRSF10C	0.5965
JMJD5	0.247166666666667
RASGEF1A	0.9496
C16orf65	-0.026
HIPK3	0.9335
XYLT2	0.16825
XPOT	-1.58516666666667
GAL3ST1	-0.32975
DHCR7	-1.399
AMIGO3	-0.175833333333333
FGFR4	-0.848666666666667
CRAT	1.08875
PPP1R14D	0.2215
TRIM14	0.2537
TMPRSS11D	-0.2495
SLC7A11	-2.61707142857143
OR10H2	0.072
PPM1E	-1.6906
DOCK4	0.912125
FAM127A	0.12825
ENOPH1	0.00675
SLC5A3	-0.5667
ZNF530	-0.0985
NTS	-5.6005
FRMD4A	0.5385
BCL11B	-1.84366666666667
PRM1	-0.353
UQCC	-0.6082
S100A16	0.163333333333333
PLS3	0.59275
WWOX	0.0218571428571429
CCDC23	0.58725
GTSE1	-3.345
GP2	3.9155
FLJ32549	0.092875
CHIT1	2.64975
KLF9	0.474
RPS24	0.7012
MIA	2.497
FIGN	-0.0855
PYROXD1	0.2515
PCSK2	-0.28
MRPL9	-0.429
RPL24	0.407125
C12orf32	-1.03575
HIST1H2BE	-1.31
RGS18	3.17725
LFNG	1.15025
RAB4B	0.1176
FBXO25	0.9185
TSPAN31	1.07433333333333
ARL8A	0.0554285714285715
C10orf83	0.3931
OR51B6	0.2225
CNKSR2	-0.03975
C1orf156	0.8305
IBSP	0.376
GFRA2	0.935
ALKBH7	0.5299
NEK10	3.384
VN1R3	-0.026
LOC91948	-1.3365
CPZ	-1.3655
IHPK3	0.015
COL8A1	-1.209
RBPJL	-0.109
OR10A4	-0.07425
CASP8AP2	-0.4115
MMP12	-0.974
