Hybridization REF	TCGA-AQ-A04H-01B-11R-A10J-07
RDH5	-1.071
OTX1	-0.1339
PTGFR	-1.41816666666667
CDR2	2.404375
SELE	4.21325
NLGN2	-0.658666666666667
EXOSC9	-0.64125
ZNF566	-0.028
KLRC2	-4.265
GPR12	0.6185
KIAA0196	1.84125
PDRG1	0.2855
SSR3	-0.525928571428571
MSI1	-0.8265
CST9	1.4695
CC2D1A	0.432
PLAGL1	-0.852277777777778
ZNF778	0.1915
RNF2	0.22225
KLF6	2.003
THBD	2.291
tcag7.1314	1.52975
NR5A1	-0.184666666666667
ABCD2	-0.50625
DNAJC7	-2.05125
CLEC4C	0.283
TM2D3	-0.366125
CCDC4	-0.5395
PLAC2	0.61375
DCD	0.471
FAAH	2.396875
POLA1	-0.698
TM7SF2	-0.015125
FLJ39822	-0.1565
FLOT2	1.04575
MAP4K1	-0.825166666666667
SRP68	0.264625
C21orf74	0.02
ARPC5	0.48625
LOC126075	1.8635
HECW2	1.663875
ZDHHC4	0.21325
ANKRD42	1.1941
PDE9A	-0.807333333333333
ABCA8	2.19275
NDUFS2	0.124
UBR5	-0.598625
BTBD16	-3.29175
LOC554174	0.0035
ZNF20	0.869
KIAA1843	0.2975
WDR17	-0.25025
C15orf33	-0.445
RNF113A	-0.3325
CAMKK1	-0.4576
CLCN2	0.40575
ANXA6	-0.667
LOC340069	0.434
EMID1	0.310625
DPM3	-0.312666666666667
ELA1	0.2735
SLC25A13	-0.9517
KRT24	0.1825
SMPD1	-0.343166666666667
TH	-0.1355
COL6A2	0.506357142857143
ANKS1B	1.084
GPR126	-3.571
ZC3H12A	0.833
TMEM47	0.1355
C2orf51	-0.204166666666667
C1orf88	2.2445
HSF2BP	1.381
AKAP10	0.19275
RPAP3	-0.607
KLHDC8B	1.735125
STOM	2.1035
MUPCDH	-0.010875
C10orf72	-0.344
PLEKHA3	1.06908333333333
TCP11L1	0.30425
CWF19L1	-0.278625
SPEF1	1.27776923076923
YSK4	-0.385
ELN	1.0687
SAMD8	4.22866666666667
MPI	-1.33933333333333
MEPCE	0.3816
ABCC3	-2.093375
NANOGP1	-3.5395
KCNK17	0.93925
HLA-DMB	3.7985
RRAGA	1.1425
ANGEL1	-1.087
RBM32B	-0.0565
CPN1	-3.29975
MGC52282	-0.4171
HLA-A	0.566166666666667
OR9G4	0.348
EDNRB	-0.35225
SCD	-1.42357142857143
C14orf80	-0.259833333333333
BAGE2	1.032
RABL4	1.23233333333333
RCVRN	-0.1275
SHANK1	0.0895
NLRP7	-3.9465
CD226	1.10625
STAT3	0.43125
SYNJ2	0.2852
TPCN2	0.5535
WDR36	-0.728416666666667
MBD4	-0.621
ROBO1	-1.0452
ST3GAL6	-3.25375
SLAMF8	2.8735
ATN1	0.378333333333333
GPR141	0.1715
KRT36	0.3675
TPH1	-0.0835
DDX52	0.63925
ZSCAN29	-0.600166666666667
TRPT1	0.181
DPEP3	0.56225
DENND4A	-1.020125
TSPAN16	-0.0635
PTCHD2	-0.176
LOC145814	-0.90375
CAP1	0.449833333333333
EIF5A2	-0.2217
NT5DC3	-0.906375
SEPT9	-0.97475
SEZ6L2	-0.340625
EGFLAM	2.693
VPS11	0.330375
NDUFB5	1.28583333333333
CIDEA	2.9935
IER5L	0.8535
N6AMT1	0.95625
FAM83C	-0.2105
OXR1	0.242666666666667
IRX1	-0.394
DGKB	-0.319166666666667
GCN5L2	-1.11725
MIR16	0.612375
FBXW9	0.57075
WDR4	-0.756666666666667
PDC	-0.1075
VPS33B	-0.1905
HEXB	-0.45075
FLJ32214	0.154
TCEB3	-1.289
CRLF1	-3.69075
ABI3BP	0.328
C8orf22	-4.2465
PYCR1	0.4405
KIAA1706	0.582
CDK5R2	0.256125
WAS	-0.156
C12orf60	-0.86675
CCBL2	0.1715
MADD	0.3725
C5orf34	-1.2085
WDR42A	1.1928
KLF12	-0.172125
HSPA1A	2.05875
ITM2C	-2.25641666666667
DAPK2	1.92166666666667
LOC442590	1.301
SUMF2	-0.53075
CENPA	-1.32746153846154
TMED5	-0.987625
CDH6	0.7327
BRP44	2.073125
THG1L	-1.33625
GABRA2	-2.3195
C14orf166	-0.14325
MYL1	-1.73183333333333
TNFSF18	-0.3025
PAP2D	-1.4685
PPIB	-1.19975
KLHL4	-0.088375
SFN	0.639166666666667
CCDC127	0.28025
FRAP1	0.00725
GOLGA5	0.65475
SDCCAG1	-0.104375
MGC21675	0.393166666666667
C10orf95	-0.49875
KIAA1345	-0.5285
C1orf163	-0.7
LACE1	-0.454833333333333
OR10K2	0.0095
CENPN	-1.48288
TMED2	0.76125
UGT1A6	-2.0685
ANG	0.49025
U2AF1	-0.305833333333333
CASC2	0.312166666666667
NMT2	-0.342833333333333
OSGEPL1	0.911375
DFNB31	-0.842
SLC6A20	-0.1855
DKC1	-0.593
FXYD4	-1.0015
WDR64	-0.14025
MGC5590	0.2555
CREBZF	0.1125
DAZ1	-0.166
PRPSAP1	0.35475
GCHFR	-1.4315
TTC7A	-1.483625
LOC196993	1.34
UBD	1.16366666666667
S100A1	-1.322
RPL6	-0.462833333333333
DNAJB6	0.67585
NAGS	1.5217
C2orf58	0.2665
KERA	0.553
MT1X	0.2508
UBE2B	1.3338
KEAP1	0.62475
MST1	-2.627375
OMA1	0.377
ABLIM2	2.119
BCL2L13	-0.176583333333333
JAZF1	0.00933333333333334
TMEM63B	1.244
S100A8	-0.5444
ARFIP2	1.2555
UROS	0.08925
KHDRBS2	-1.486
POLQ	-1.895375
SOAT1	-1.0875
SPAG4	-1.90475
MRPS30	-0.966833333333333
LOC494141	0.0245
OR2T11	0.2965
ORAOV1	0.8492
ZNF184	-0.0476666666666667
TCEB3B	-0.128666666666667
ADAM21	-0.2535
GDPD1	-0.623
SPINLW1	-0.01675
PRR14	0.363333333333333
KCTD9	-0.8676
NUDT3	-0.416
KIAA1822	0.3112
HIST1H4K	0.7605
DFNA5	-2.2905
GABPA	0.2875
C14orf44	0.9685
POLB	-0.071625
PTAR1	-0.47925
SEC31A	0.2045
TRIM58	0.51
TAS2R14	-0.3085
VPS8	1.727625
H1F0	1.70316666666667
PRKCB1	-3.4235
UGT2A1	0.3735
TOR1B	0.3035
LSS	0.339333333333333
C2orf19	0.279
HNRNPC	0.289285714285714
TMEM100	-1.488
LOC116349	0.88325
OR51M1	0.313
CCDC142	-0.66825
ISG15	-0.2515
ZCCHC14	0.769
CREBL2	0.50725
TGDS	-1.782
DC2	-0.51
CACNA2D3	-2.0745
ZNF429	0.194625
LYPD6	1.47566666666667
SUCLG1	-0.293833333333333
OR51I1	-1.3395
MAGEH1	1.87375
PRPF40A	-0.187
SMR3A	0.3645
SPINK2	-1.571
THAP2	0.013375
NPY5R	-0.815875
IRF4	-3.091
SPESP1	-2.14216666666667
OR10S1	0.538
DTD1	-1.25575
TUBE1	-0.47775
DDX19A	-0.2185
PDPN	-2.529375
TMEM34	0.25575
MGAM	-0.0085
COL3A1	5.40366666666667
GFM2	-0.3951
OR5A2	0.00949999999999998
PSG9	-1.1425
ARHGEF11	-0.337833333333333
IVNS1ABP	-0.6101875
SIGIRR	1.497
DUSP19	-0.772875
DNAJC14	0.6182
ACSS1	0.081625
IL1RAPL2	0.0425
C4orf30	0.427
SEPT4	2.61475
LANCL3	-2.318
SPAG17	3.11333333333333
PRDX3	-0.245875
HNF1A	-1.446625
P4HA2	-0.639125
RFWD3	-0.639166666666667
MOV10	-0.1135
DNAJA5	0.574642857142857
LOC729440	-0.159
LOC200383	0.471125
SMC2	-0.974
MIXL1	-1.78066666666667
TMEM9	0.56925
FAM86A	0.8085
ZNF174	1.0045
MYH14	-0.5425
CCR8	0.23775
VPS37C	1.62283333333333
GPATCH1	-0.295166666666667
B3GNT8	2.983
TBX4	-0.726
CNR2	0.489833333333333
PCDH1	1.42
C5orf29	2.35675
OCIAD2	1.4655
PLCG2	0.08075
KIAA0247	1.616
HRH3	-0.1772
CAPN13	3.101125
CCR1	-0.7386
MGC15523	-0.113833333333333
UVRAG	0.277333333333333
DNAJA2	0.329333333333333
ITGA2B	-0.494166666666667
CLDN5	3.63775
PTPRN2	-1.083
ZNF512	-0.160333333333333
PSAP	0.754071428571429
CCDC140	-0.3055
LRRC55	0.29575
CYP26C1	0.292
C8orf47	-1.3485
LYN	-0.232125
DUSP6	-0.578
TGFB3	2.28213333333333
ELK1	0.2336
PCDH11Y	-0.098
HGD	-3.488
C17orf58	2.48225
MYO3A	-0.0375
SERPINE2	-4.55333333333333
AARSD1	-0.27025
C14orf73	-0.6525
ADAM33	-0.418
ZNF491	-0.0895
MAPK6	-1.44633333333333
TCN1	4.74516666666667
SLC24A6	0.2585
UBE2R2	0.73425
H1FNT	0.32275
TATDN2	0.237833333333333
LILRB1	1.18475
P2RY5	1.1535
NUCB2	-0.138
C2orf37	0.32075
SNX27	0.927
MTA3	0.771625
FOXO4	0.54525
ID4	-0.6995
SOX5	-2.543
PXMP3	1.04875
OR52M1	-0.02
SFT2D3	0.514375
INA	-3.46583333333333
MCOLN1	1.47275
NFIX	-1.4356
CLEC14A	5.58833333333333
HIBCH	-0.256166666666667
PLA2G5	1.09075
TIMM10	-0.133
MED17	0.3306
COL4A4	-0.65
TPP1	0.587
GJA3	-1.73516666666667
TMPRSS5	-1.852
AADACL3	0.409
DNMBP	-0.73875
ENPP5	3.29
NQO1	1.0419
ZSCAN2	-0.0995
SEC24C	0.142166666666667
GTF2A1L	0.1765
AXIN2	-0.3565
FAM33A	-1.395
C16orf13	0.2575
SPNS2	0.86875
TAF1	0.01975
AP1G2	0.391333333333333
RBM42	0.0708333333333333
HCN2	0.127166666666667
EFHB	1.98266666666667
RUSC1	0.293666666666667
GRIK5	-0.0205
USP21	0.633166666666667
ATAD3C	-0.188
ORMDL2	1.21275
PRSS7	-3.3645
PSAT1	-5.9895
FLJ13195	-0.4545
TBC1D1	0.642
IFNG	1.35625
OTOS	0.356666666666667
ZNF773	-0.219666666666667
EMD	-1.156
RETN	-0.26975
CCL8	4.197
APH1A	0.246
COX18	0.037
GTF2IRD2	-0.024
CCDC82	-1.60483333333333
PAFAH2	1.1806
NPEPL1	0.3928
RP11-114G1.1	0.8825
TP53INP1	0.348875
ZNF300	-0.604833333333333
FOXL2	-2.91875
LARP2	0.277333333333333
LATS1	0.521
HTR6	0.1275
SPOCK2	-0.124666666666667
RNF144B	0.0696666666666667
HTATIP2	0.343625
MGC10334	0.537916666666667
CENTA2	1.86716666666667
FGF2	-2.56725
FXYD7	0.102
PHYHIPL	-2.535
GPR34	5.0485
DDX6	-0.467
OR10W1	0.2665
LHFPL1	0.4085
ZNF313	-0.199642857142857
VPS28	1.431
AP3M1	0.414
AKR1CL2	-1.23
TRAF4	0.966375
OR2B11	0.449
C19orf12	-0.31
AKAP9	-0.00783333333333334
C1orf62	0.261
SLC20A1	-1.4659
FAM112A	0.15275
LDB2	1.5555
MRPS23	0.066
KLK5	1.798625
SPTB	-0.2553
EFEMP2	0.021
EFNB2	1.57775
PCM1	0.410428571428572
NMNAT3	1.557375
TSG101	1.257
C8orf40	0.832833333333333
NOB1	-1.068
ABHD3	-1.44175
GTF3C4	0.454125
PIGN	0.221333333333333
GALNTL1	-1.26475
AEBP1	1.079125
OR9Q1	0.5085
ANKRD2	-0.321125
CCL28	0.87125
TRIM38	0.241
TMCC1	0.80175
SMG5	-0.74975
LRRC7	-0.809
NCAPD2	-1.40366666666667
C6orf153	-0.54225
C1orf74	0.99625
OTUD6A	0.47
DCP2	-1.05216666666667
TMEM24	-0.12475
RPL18	-0.9715
TMEM177	-0.64675
LRRC37A3	-0.24975
C1D	-0.629833333333333
LDHC	1.09525
UBE4B	-0.129166666666667
NIT1	0.311625
BTN3A3	-0.195125
RASD1	2.096625
COMMD3	0.81725
SHFM1	-0.24625
BIRC8	0.9975
DUT	-0.9855
C12orf51	1.0535
LRRC59	-0.690666666666667
LY6H	1.50725
WDR22	0.60425
EDEM1	0.217285714285714
ADH1A	3.403
PANX2	0.2985
CYP11B1	0.5
CDC73	-0.218
GPR172A	0.30475
GSTM3	3.71930769230769
KCNA5	0.907125
SERAC1	0.5365
NFATC2	0.359
ANAPC5	-0.2084
C15orf24	-0.0945
NFATC2IP	-0.1735
TNRC6C	0.5995
MGC102966	-1.49625
FGD5	1.39133333333333
MED9	-0.49575
RAB13	0.249333333333333
C15orf49	0.058
CRYGS	-0.5109
C12orf53	-1.1378
LOC283693	-0.66
COX6B2	-0.682
PHF14	-0.137625
FAM3A	-0.22775
RPL13	-0.7059
PRDX2	0.7104
FLJ34047	-1.8655
PRMT3	-0.16775
KCTD19	-2.106
TRIM10	-0.602666666666667
MGC26597	-0.142833333333333
GCNT4	-0.13475
GPRASP1	-0.749
CDKN1C	-1.50425
RHBDL2	0.4184
HSPH1	-0.432
AQP1	3.103625
COL17A1	-0.4403
GFAP	0.094375
CDC16	-0.11025
KIAA1614	-0.0055
C6orf118	-0.2115
ZSWIM5	-0.09775
FAM83F	3.9935
LYNX1	-0.5671875
SYNPR	-0.53475
XG	1.06516666666667
PRSS16	0.630875
KIF13B	-0.214642857142857
PCDH9	-1.610375
HIST1H2AH	2.35866666666667
RBM18	0.517
ZNF626	1.069125
HEXIM2	0.4905
ITFG1	0.296
TUBG2	-0.261
SFRS7	0.0980833333333333
C9orf14	-0.493
EXTL1	-1.48125
GBP3	0.393333333333333
WDR5	-0.64
RARG	1.03083333333333
MYO7A	1.289625
CECR6	-1.2895
C13orf3	-1.60975
SFRS18	-0.93825
ACVR1B	0.381
PSMD1	0.2177
C7orf31	-1.07233333333333
ILVBL	-0.835
IFNGR1	0.94875
RNF186	0.234
NOL9	-0.75875
MAGEL2	-0.74775
SLC29A2	-0.273
NHSL1	-1.77475
RBMX	-0.553
PSORS1C2	0.288
RAD51L3	1.07008333333333
LCN6	1.17875
ORAI2	-0.222
BRUNOL6	-0.1842
OR4K5	-0.0755
CDC123	0.150125
MSLN	-2.55366666666667
WWTR1	-1.89933333333333
ZNF700	-0.372166666666667
COBL	1.35975
PPP1R16B	0.48
GAS7	-1.0339
MDN1	-1.146
HAAO	0.135
C9orf68	2.14675
TNFAIP2	2.139125
FOXN1	0.1305
hCG_2033311	-0.6645
ATP6V0D2	-0.1555
RPL41	0.0675
SLC38A1	1.50625
ARHGAP6	-0.541166666666667
ADAD2	-0.63275
PHF20L1	0.4225
MCM3AP	0.0386666666666667
ST3GAL3	-0.856166666666667
SNX1	0.061
ELF5	0.2065
PARP3	0.84675
RBM8A	-0.2789375
LINGO4	0.3925
ITGA9	0.436333333333333
ZFR	0.20375
ACSL6	-0.63475
FLJ20699	-1.1818
DAOA	0.1915
FABP4	4.5235
KCNB1	-0.62075
CANX	0.00859999999999999
SLC25A28	0.168333333333333
ADIPOR2	-0.4395
ECHDC2	1.791625
SMA4	0.1115
FRZB	2.755375
PABPC1	-0.657333333333333
DMRTB1	0.35
APOBEC3G	0.08825
CATSPER2	-0.755666666666667
CUEDC1	1.33716666666667
STARD9	-1.521125
CLDN8	1.34725
LOC23117	-0.6375
E2F6	0.174277777777778
TMEM126B	-0.748333333333333
DPY19L4	0.72875
GIMAP5	3.107
NDUFA9	-0.529166666666667
FAM77C	3.586
CTPS2	0.808
LOC51035	0.128875
WDSOF1	-0.99875
EGLN3	-2.457875
PITX3	0.235166666666667
OR52E8	0.586
GRM4	-0.083
KLK1	-3.09566666666667
GPM6B	-1.08775
RRAGD	-2.136
PAGE5	-3.49275
UCHL5	-0.853166666666667
ULK3	-0.769166666666667
AIM2	-0.401833333333333
PNO1	-0.0668333333333333
OR2F2	0.1985
GNAT2	-0.6365
SIX1	-1.977
ST13	0.67575
ZBTB44	0.244875
TIMP2	-0.587
ZMAT4	-4.613
GTF2IRD1	0.831666666666667
ZNF19	0.936166666666667
ZNF714	0.17975
RSC1A1	0.28225
C9orf80	0.70925
PSMA8	-0.327166666666667
TMEM141	1.49225
COX4I1	0.0600714285714286
CTAGE1	0.420166666666667
DTWD1	-1.15625
HSD11B1	1.40525
KRT6B	4.2925
ARID4B	1.3555
LHFPL3	0.29875
WWP2	0.995166666666667
ZNF326	-0.0376666666666667
RGPD1	-0.363
CTSH	-0.3085
FASTKD1	-0.965
PAF1	0.1747
TTC9C	-0.20575
IFT57	0.7892
PRSS36	-0.325
IL20RB	-2.317
ZNF592	-0.28
DCTD	-0.0791
CFP	1.438
MFNG	-0.411125
JMJD2B	2.37475
ALDH3B1	-1.397875
THSD4	2.444
KCNJ5	2.1825
LMNA	-0.415166666666667
TBCD	0.827625
ZNF250	0.719166666666667
CASQ2	1.263
PEG10	-2.95591666666667
PRAME	-5.5268
NP	0.339875
TRIM59	-1.11083333333333
ZNF12	0.364125
XTP3TPA	0.9255
SIGLEC7	0.1256
PANK4	-0.15475
FAM70A	-2.3065
SNED1	-0.79675
HIP1	1.3055
RAET1E	-1.74183333333333
AMAC1L2	-0.838
AHNAK2	-0.771666666666667
TOE1	-0.4765
RECQL4	-0.95275
SPRYD3	0.93075
DPAGT1	-1.09225
MAGED2	3.909
ANKRD55	0.17425
TRPS1	3.9025
DOK7	-0.52375
TFPI2	-7.445
GTF2H3	0.0151666666666667
CYP4F11	-2.2585
LHX2	-5.4315
ATG16L1	0.9655
ASB12	0.637
C1orf116	-0.28675
NF2	0.2315
POM121	-0.4571
PHYHD1	-0.1419
TXNDC17	-0.5525
DKFZp779O175	-0.215
NUP62	-0.244285714285714
MYO18B	-1.716
PRAMEF1	-0.0645
TCBA1	0.334375
TMEM168	0.04825
FJX1	-0.117
CLCF1	-0.18225
SEPN1	0.7705
IGSF2	0.04325
NUDCD1	-0.387166666666667
TFF3	0.172666666666667
NDFIP1	0.689571428571429
CHCHD4	-0.0145
TNR	0.3395
CUTA	0.276666666666667
USP44	-4.513
DPP10	-0.2126
IWS1	-0.0716666666666667
PCGF1	0.6215
SULT1C4	-0.128
NTF5	-1.13425
PTPN13	0.4395
SSTR5	0.3695
SFRP1	-2.847
IDH3B	-0.940125
SUOX	1.13516666666667
TMCO5	0.3835
GOLT1B	-0.314
MIB1	-0.0475
PCDHGB1	1.7555
SUSD1	1.10025
ICAM5	-3.25516666666667
PAPOLB	0.09225
URM1	0.3642
TMEM106B	0.191
LRIG2	-1.29675
SLC27A5	-0.97075
CLIC6	-1.6232
ZNF420	1.53133333333333
SCN9A	-1.5246
KIAA1909	-1.5615
ELMOD1	-1.83575
PRKAG1	0.255
FAM64A	-1.09055555555556
EEF1G	-0.72575
SMAD5	1.1405
INCENP	-2.53
WASF2	-0.7875
GARS	-1.4572
CDK10	-0.0132
HLX	0.549166666666667
MDM4	-0.54975
ZNRF1	-1.12114285714286
HHATL	-1.88116666666667
FAM21C	0.2974
HIST2H3C	0.5315
PFDN2	-0.06
ZNF200	-0.12225
NDN	-1.10425
HBA2	-1.83633333333333
FBLN5	0.186
PUM1	0.548428571428572
TNNT1	-3.54683333333333
C19orf59	0.160333333333333
HNRPH2	0.830333333333333
RAB7A	0.952166666666666
PMS2	-0.377
BIRC3	-1.54666666666667
NRSN2	0.257
OR52K2	0.1485
SPOCK1	-1.27664285714286
H2AFY	1.2725
RXRB	-0.0675
ZNF638	-0.128333333333333
ANKRD45	0.0375
ACTN4	-0.158833333333333
FXC1	0.20675
EIF2B5	1.44775
VPS33A	0.01275
PINK1	0.865
FAM106A	-0.781
SKIP	0.6855
GAPDHS	-0.045
MUM1L1	-0.84
PSTPIP1	-0.2085
CNTNAP1	-1.8034
CYP26A1	-4.61
APOL2	0.3784
TACC2	0.348125
COX7A2L	0.3595
HSD17B1	0.107
ARRB2	-0.225
SLC7A6	-0.3001
HSD17B10	0.241
RBJ	0.014
NUP155	-1.27025
MRPL10	-0.494666666666667
CYCS	-1.55083333333333
CCDC46	0.332666666666667
TECTA	0.2305
GNAL	-0.937
LPO	0.2725
PEBP4	0.3455
DDX11	-1.67975
C18orf12	0.106
TAF9B	0.423333333333333
IMP4	-0.283
RPA4	-1.30616666666667
NDUFS1	-0.28925
UPK1A	-0.959166666666667
ARRDC2	0.992833333333333
C18orf20	-0.258
AES	0.6295
CD2BP2	0.633166666666667
C16orf54	0.1615
UGT2B17	-1.955125
FGFR1	-0.549454545454546
CEACAM6	-2.2439
CHRM5	0.17175
CERK	-1.03975
AP3S2	0.463428571428571
ANKS4B	-1.74375
CLCNKA	0.23
ZNF208	0.704166666666667
HLA-DRB5	3.5045
CARKL	0.3775
GOT1	-0.7805
CASP6	1.43975
HOXA1	-0.8005
RCL1	-0.4625
ZNF181	0.193666666666667
RAB40B	1.1715
MRPL38	-0.380875
LRRN2	-1.51825
C3orf25	0.5695
OR5D14	0.31
OR10AG1	0.4995
BET1L	0.1144
FRY	3.50275
AK3L1	-0.35425
CSF3R	2.76566666666667
POLR3K	0.162
ATG2B	0.3295
EPS8	0.232833333333333
DARS	-0.526625
C10orf56	-0.490666666666667
DAD1	-0.0831666666666667
RIOK1	-0.436333333333333
HERC2	-0.45525
HSD11B2	0.919833333333333
FAM96B	0.68875
MGC13057	-2.03175
BSN	-0.56475
CAND1	-0.00883333333333334
HCST	1.00725
ACTR10	0.774666666666667
OR8D4	-0.108
NASP	-1.1982
COL9A2	-1.62383333333333
LYZL1	-0.397
GPC5	-2.804
TBL3	0.210166666666667
CENTD2	0.3298
OR5AP2	-0.14425
TLR1	1.17725
LMO6	0.169
ZIC2	-1.8125
CPNE5	0.914
ZMYND15	0.37
FLJ22374	-0.7225
CCDC106	0.79775
PARP16	-0.7095
PDIA3	-0.02175
C14orf126	-0.06425
CECR2	0.221
SFRS1	-0.500857142857143
FIGLA	-0.204
DCP1A	0.472
MGC45800	-1.9951
TEKT1	0.2095
C10orf67	0.3585
CLN5	0.669
NTN2L	-0.0335
GLE1L	0.58825
CES2	0.3882
GNAS	0.637222222222222
DDX53	-0.254
TSPAN13	4.3775
MRPL52	-1.0846
SPIRE2	0.342125
TAS2R39	0.6415
SCUBE3	-0.30975
UCRC	0.6415
CDKL3	0.3425
KIAA1715	-0.1107
ZNF345	0.8735
RTF1	0.215125
DHRS7	0.40325
RIPK4	-2.12833333333333
EXOSC2	-0.837666666666667
MS4A2	2.89925
FGF17	-0.05875
WDR59	-0.3635
EVI2A	-1.66475
IL17RC	1.25083333333333
HS3ST1	1.15775
ITGB1BP2	-1.6635
RBPJ	-0.966333333333333
GIMAP1	3.207
INE1	-0.652833333333333
ALDH18A1	1.2365
TPI1	-1.214
GATA6	-0.6405
CABP1	-0.1205
ZNF484	-0.20825
DAPK3	0.788
GJB1	-3.3165
PIN1	0.1545
SLC6A15	-3.4325
CNO	0.829
RIN2	0.822375
FRRS1	-0.6435
CYorf15B	-3.864
DMRT3	2.27625
ATAD1	-0.258125
OTUD4	0.026
ATOH8	-2.03075
ZSCAN16	0.876
ASCC1	0.02425
OTUD3	0.681
MGC33212	0.221166666666667
YME1L1	0.31425
RP11-218C14.6	0.2175
PCBP4	0.7715
TNFRSF10A	-0.1415
CDH10	-4.30733333333333
KL	1.466875
SCP2	0.750916666666667
C9orf119	0.0705
SON	0.241583333333333
MAFK	-0.12
SBNO2	0.6435
SLC6A6	-0.381333333333333
SC4MOL	0.88375
FAM35B	0.13925
PPP1R9A	0.853
PDZRN3	-0.488125
CXorf20	-0.422
C6orf126	0.1965
AVEN	-0.5235
FLJ21075	-1.1095
C14orf132	-0.4995
PCK2	0.080875
GUCY2C	-0.067
BARX2	0.20025
PEX11G	2.1205
DAO	-0.606
C10orf49	0.3715
EDNRA	2.35333333333333
PPP2R5A	1.204
DDX39	-0.742333333333333
SERF1A	-0.12575
ASCIZ	-0.0384
FNDC8	-0.03625
PTMS	0.22275
PHF7	2.35375
PIP4K2B	0.9804375
HHLA2	-0.21275
BDH2	-0.4552
APOBEC2	-0.865
PENK	-0.691166666666667
SMAD9	-1.882
MT3	-1.051
RGL1	-0.532
ATG10	-0.314125
DLGAP4	1.67716666666667
APPBP2	0.351785714285714
BACE2	-2.00042857142857
LOC339344	0.111833333333333
ZNF395	-0.4989375
HIST1H2BL	1.41125
ZNF467	1.059625
SLC25A21	-2.80375
PALM2	-0.302333333333333
NSUN5C	-0.67125
IL5	0.2142
CLSTN2	1.32
ANXA8L2	-0.73575
PTGES	2.738625
GDAP1L1	-2.34233333333333
OPRK1	-1.34366666666667
WDR20	0.842166666666667
C12orf4	0.19375
NUP88	-0.65175
XRCC6BP1	-0.868666666666667
FCGBP	-0.426071428571429
LEMD2	0.30875
NOMO1	-0.3125
C10orf79	1.494625
ZNF79	0.5007
OCRL	1.161
HSPA8	0.251958333333333
DIDO1	0.797125
PLA2R1	0.51375
COG3	0.0438
NGDN	-0.4875
CBFA2T2	1.316375
PNOC	-2.23425
PRRG1	0.214583333333333
AGGF1	0.124
DPF2	-0.823
YIPF7	-0.0675
TRPV5	-0.0955
ZNF322B	0.35775
MED12	0.4275
CARS	0.1825
ABCC11	4.604
C9orf25	0.31
MYH1	-0.2295
FRYL	0.0615
AGTRAP	0.7285
MMP27	0.416
ZNF432	-0.145
OR8D1	-0.011
OR13D1	0.12275
VWA1	1.1955
STON1	-0.929
IL5RA	-0.20525
PERP	-0.4413
C10orf107	-1.377
TNFSF12	1.27825
FN1	0.0552083333333333
MTR	0.542
PHLPPL	0.0316666666666667
ZNF425	0.35675
DHFR	-0.279722222222222
PPP1R12A	0.08425
RSPO2	-1.855625
ZNF7	0.235
ZNF583	0.45825
TPMT	-1.50316666666667
GPR132	0.602125
OR2T12	-0.17725
SERTAD2	0.2071
ATP1A1	-0.0887
FRMPD3	0.61975
ZNF672	0.13425
PLXNB3	-0.8205
EML5	-0.1905
FAIM3	1.3165
UBQLN2	0.7425
SORCS2	0.10725
PRIM2	-0.7465
ACVR2A	-0.527666666666667
YWHAZ	1.10525
PGM2L1	-0.320125
GNAO1	0.363
RPL10	-0.2588
RPS6KA6	-2.158
PFKL	0.0111666666666667
SH3D19	0.219125
AURKB	-1.61333333333333
ZC3H6	0.86275
DISC1	-0.171666666666667
FLJ39660	-1.69166666666667
TMEM25	2.916125
OSBPL10	1.38175
CLTCL1	-2.02283333333333
ALG6	-0.74275
CATSPER4	0.509
LRTM1	-0.461
RRAD	1.173
TIPIN	-2.13425
CARD14	0.93125
RBM9	0.468
RASSF4	-0.41325
SLC25A18	-1.18133333333333
C6orf58	-0.412666666666667
IGHD	0.1715
PLA2G6	-0.156
TPT1	0.154
SEC63	0.561
CCDC113	0.9865
TDRD10	0.342375
KIAA1666	-0.507125
TOR1AIP1	0.0889166666666667
SYTL4	2.66466666666667
SPRR2F	-1.4745
CEBPD	4.12575
SNTG2	-0.806
C20orf77	1.00083333333333
TAS2R49	0.0025
C6orf173	-1.12633333333333
SVEP1	0.4719
PXN	-0.347642857142857
VIL2	2.06533333333333
C5orf21	0.796416666666667
DIXDC1	0.041375
GANAB	-0.406833333333333
PDSS1	-0.84975
NGFR	-0.66225
ATP8B4	1.25325
BMP8A	0.321
CCDC132	0.173
GNRH1	-2.5245
OR10T2	-0.256
PDGFD	2.30883333333333
OR6W1P	0.17
HARS	-0.21425
KRT77	0.203
AQP8	-0.2545
ITGB1	0.9403
ZNF254	0.7521
PAX1	0.2365
PSMC4	-0.3252
ANKRD22	2.21325
PSMD8	-0.118333333333333
HTR1E	-0.516166666666667
SOX10	-2.5562
OR5B2	0.1375
RABGEF1	-0.4205
MAP1LC3B	1.054
CYB5R4	1.0145
AGXT2L1	-3.471
FLJ41603	3.42016666666667
TRAPPC2	0.4725
FNTB	-0.05
FLJ14107	-1.28066666666667
AURKAIP1	0.352
DSE	0.66075
NFKBIZ	-1.942
OSBPL3	-1.90183333333333
LOC130576	2.49225
SLC39A9	0.0238333333333333
LOC137886	-0.0124166666666667
RHCE	-3.0105
ATG7	0.2805
FAM82A	-0.386333333333333
FBN3	-0.465
