Hybridization REF	TCGA-A2-A0CW-01A-21R-A115-07
CXCL3	-4.0459
TMC4	2.84075
OR7A10	0.716
STYK1	0.619
CHRNA10	0.42
CCNI	0.147
EP300	0.871285714285714
LOC165186	-0.456
HIC2	-2.19425
SDR-O	0.123
OR2W1	0.3745
KCNA6	-0.7955
TRIM74	-2.125
REEP6	0.67975
ATP5G2	0.1585
ERG	0.0765
TMEM42	-1.266
PARN	0.637833333333333
SOD2	-0.297375
DIRAS1	0.111333333333333
PNPT1	0.03
JOSD3	-1.60275
hCG_40738	0.17
PDE1C	-1.4235
SEMA4D	-0.48125
AGPAT1	-0.3095
NOSTRIN	-0.72925
MAP3K3	-0.396666666666667
MAX	-0.142928571428571
CAPS	3.33233333333333
SERPINA12	0.255
OSBPL8	0.21375
RICS	2.0211
NR4A2	1.3245
PPCS	1.038
LONP1	-1.49925
SCYL3	1.556
HERC2P2	-1.70483333333333
FIBCD1	-0.0385
C15orf41	-1.11525
DMC1	-0.557166666666667
C20orf27	-0.27625
RPS6KA5	-0.3963
FAHD1	0.1795
SLC12A4	-0.3145
BRCA1	-1.23758333333333
GBL	-0.36025
SLK	0.837333333333333
NUDT9P1	-1.379
NOXO1	3.5155
USP52	-1.0865
BAZ1B	0.803375
SLCO2B1	1.91425
BBS12	0.253
LRGUK	-0.235833333333333
TERF2IP	-0.112
COL1A1	3.3465
KIAA0090	-0.266875
GRK5	-1.70616666666667
AP1S2	-2.7934
TMEM52	0.112333333333333
CA11	-1.081875
OR4A15	0.318833333333333
ACBD3	1.2369
SPAG11B	-0.0777142857142857
PRDM2	-0.1315
FOXP3	0.5385
SMYD3	0.9516
LOC389199	1.03
LGI2	1.11733333333333
NAPE-PLD	0.2767
ANKRD6	-0.592
WDR45	0.637166666666667
SHROOM1	-0.67275
PSCD3	-1.034
PYY	0.762
KCNC1	0.418
ARHGEF9	-0.4788
OR8J1	0.85625
GPR55	0.283166666666667
NS3BP	-1.164
C10orf22	0.808166666666667
NAT8L	2.19975
DUSP4	-0.248666666666667
FOXM1	-0.77
GRAMD2	1.9992
ZBTB48	-0.417
BUD31	-0.3265
PABPC5	1.1265
CCDC41	-0.31675
FBXO11	0.3905
C6orf148	-1.8265
RFXAP	-0.99125
C6orf15	0.407333333333333
CDK8	0.0481666666666667
C6orf70	0.885125
TESSP2	-0.5325
ALG2	0.386
PPP1R3D	2.77425
TPM3	1.2455
SYT13	3.121
EPB42	-0.550166666666667
CETN3	0.558
PRY	0.455
NTHL1	0.533833333333333
POLR2B	-0.6715
RPS28	-0.319083333333333
P2RX3	0.3845
LYZL4	-0.01475
WBP4	-0.5768
PMM1	-1.0675
C11orf79	0.43025
CBLL1	0.323
IL1F10	0.545166666666667
VAX2	0.552
SETDB1	-0.0986666666666667
LRAP	-1.1815
GCLM	-0.1535
CPEB3	1.6675
PPM1A	0.072375
INTS1	-0.68425
CAMTA1	0.679
SAMSN1	-2.4365
LOC158830	-1.67316666666667
GMPPA	-0.382625
AIPL1	0.00750000000000001
IL24	0.8645
BDKRB1	-2.182
MLF1	1.3468
TAF12	-0.672
ID1	-3.01875
THADA	-0.286875
PIK3CB	0.30075
OR4N5	0.9245
TBC1D17	-0.1135
COX8A	0.451
CDCA4	-1.56975
C2orf44	-1.0935
ZNF534	0.0525
IMMP1L	1.215
NIPSNAP3B	0.17975
FTMT	0.413625
PWP2	0.654
MMP15	0.9923
DNAH11	-1.06525
MTMR14	1.31925
DNAL4	0.56425
IPP	0.27675
TMEM59	0.47875
C1orf157	0.7015
RGS4	-0.522166666666667
DDX18	0.146833333333333
SNX6	0.959
ZNHIT2	1.12516666666667
NCDN	-0.3255
FLJ33534	2.525
RAG1	-2.66571428571429
OR4D10	0.5635
PTPN5	-0.580166666666667
POMT1	0.98725
LRRC8A	-0.3069
CYP1A1	-1.43
CAPN1	0.401333333333333
DDHD2	0.508
GRIK2	-0.78825
GNRHR	0.1735
PPBP	-0.62625
HTR3A	-0.710625
SLITRK4	-1.211
ANKRD49	-0.3315
BTF3	0.3128
SARS	-0.1685
C13orf18	-0.588666666666667
CACNB1	-0.320714285714286
QKI	-0.345681818181818
SETMAR	0.222
MAN2B1	0.2685
EML3	-1.1355
ACADL	-1.03266666666667
OFD1	0.13525
DEFB114	-0.468
CGA	-3.6519
PEX16	0.336166666666667
LRRC10	-0.057
GNG12	0.0145
C1orf152	-0.232833333333333
CHRM1	0.5015
CD53	-0.169625
DBH	-0.8285
TFAP2B	3.041125
HIST1H2BJ	-0.266666666666667
FAM46D	-0.0965
TMEM11	-0.0945
C3orf32	-1.99325
PCCB	-0.44425
IPO13	0.13125
C6orf105	-4.785
COMMD5	1.068
SUV420H1	0.0723999999999999
LTBR	0.718
ARHGAP15	-1.306625
HDHD2	-0.56375
TDRKH	0.0713333333333333
LOC401052	2.9915
PSG4	-1.416
GNB4	0.7052
SPATA4	1.255
SLC9A3	-0.334
OSBP	0.105833333333333
NBPF3	-0.884583333333333
DOCK11	-1.0315
SLC39A5	-1.54733333333333
PRR5	0.7263
C10orf63	0.372125
SMTNL2	-2.28375
ADRA1A	0.52275
ASAH1	2.1694
DOM3Z	-0.0884
GIPR	0.785666666666667
AHI1	-0.1505
NADSYN1	1.41616666666667
RGS14	0.2965
IL18BP	1.0453
RTN4RL1	1.78866666666667
ARMC6	-0.16275
PSMD5	0.259666666666667
HK3	1.3945
OR4S1	0.30725
RSU1	0.4759
MAD2L1	-0.822777777777778
EIF4A3	0.10625
DLEC1	-0.945166666666667
E4F1	0.7645
CHMP2B	0.4438
CAMSAP1	0.02
RPS21	0.545
ARID5A	1.73
UBE2N	0.0425
IGSF8	1.20116666666667
MAGEB6	-1.693
ACAD11	-1.9885
MGC4172	-1.0825
LMO4	0.291
KLKB1	0.0445
HP	-1.291
HDAC3	-0.5435
SCHIP1	-0.71475
CLCA1	-0.6185
OLFML2A	0.975875
C1orf112	-0.66775
KIF19	1.57966666666667
HAPLN4	-0.172
CXCR7	0.589666666666667
GOT2	-0.0629
RAB38	-1.156625
DCX	3.989
PPM1H	0.10175
NFYC	0.137666666666667
KIN	0.143875
ZNF228	0.23125
PLSCR4	0.773166666666667
HIG2	1.018
FAM79B	2.7635
C21orf86	0.1441
KCNK10	0.17125
ZNF738	-0.377625
FSTL5	-1.83483333333333
OR6A2	0.0225
OTOA	0.537333333333333
EXOC1	0.165625
AHRR	-3.363125
PDAP1	-1.278
C19orf6	-0.594125
ZAN	0.24575
LY6G6E	0.1055
EIF4E2	-0.3545
C20orf198	0.7695
ZNF324	-0.423
CYP3A5	-4.67
ENTPD7	1.7835
MBOAT5	-0.175833333333333
GJB5	-1.75375
TTC13	-0.0625
S100Z	-1.57966666666667
KIAA0664	-0.904666666666667
PDGFRB	1.1395
IL17D	-1.69175
OR56B4	-0.4435
RDX	-3.13
SLC34A3	0.9045
IL28B	2.7515
JUND	0.84325
CHRNB1	0.0405
CAMK2B	-0.54625
FETUB	-1.34175
CXorf23	1.868375
MRTO4	-0.8795
TTC3	1.8851
NDUFB8	0.4215
EDG2	-0.58875
SEMA3G	0.8695
IL23A	-1.32125
GRHL1	1.7284
LOC441054	-2.063
WDR65	1.382375
PSTK	-0.11025
STOML3	0.242166666666667
R3HDM2	-0.395
C5	-4.0665
SLC2A10	1.9755
C3orf22	0.3405
PAQR3	-0.958846153846154
ANKRD26	0.109083333333333
HCRTR1	-0.0355
LOC399947	-0.91225
PSD2	-0.49725
TIGD2	-0.379166666666667
SCRN1	-0.808125
COQ10A	-1.8675
DDI2	0.044
METTL7B	-0.430166666666667
UCN2	0.61775
FAM92A3	0.07925
WDR16	0.28675
ZNF511	-0.229833333333333
ZMYM5	0.51
POLR3G	-2.1725
ZNF586	0.45375
C1orf49	0.394666666666667
TANK	0.3955
RCAN1	-1.034
PELI3	1.46983333333333
LIMD2	0.53775
TMEM189	1.7585
NTN4	-0.86975
LOC151300	0.5075
CLEC2A	-2.7125
GPR135	-0.660125
DPYSL4	-2.5454
JAK2	0.0766666666666667
TSHZ1	-0.234166666666667
TM9SF4	0.26275
ZNF264	1.72566666666667
SIRPG	1.569375
BICD1	-1.3735
HERC6	3.68316666666667
METTL5	-0.0705
CASP1	0.64475
PRRT1	-0.765333333333333
PLA2G4C	1.48716666666667
ICA1L	-1.76292857142857
TPTE2	-0.3142
OTUD7A	1.03566666666667
AQP11	0.71725
APOA2	-3.7969
KALRN	0.1392
SECTM1	2.52183333333333
IFNAR1	0.8385
TALDO1	0.681
RAB11FIP4	0.968833333333333
EIF5A	-1.819
FAM49A	2.27425
NEGR1	-0.273833333333333
YTHDC2	1.361875
EHD2	-1.460125
NCF1	1.9049
SCRT2	1.684
HOXA5	-2.08033333333333
NUP133	0.435
FGF12	0.6545625
SLMO2	1.247625
SNTA1	0.202125
CACNG2	0.165125
GCM1	0.482375
ELF1	0.401666666666667
TLR5	2.229
TCFL5	0.883083333333333
RBMY2FP	-1.7085
LOC100125556	0.376
FAM129B	0.380875
MAP3K7IP1	-0.476625
NCK2	-0.3085
OXA1L	-1.1905
FMO9P	0.243
ZSCAN12	0.371
PSMD12	0.2585
HSCB	-0.12575
CLDN10	-3.3115
MGC13053	-0.2665
HPCAL4	-0.927
ASZ1	-0.878
MEX3D	0.0700833333333333
NFAT5	-0.2386
CSPG4LYP1	-0.0383333333333333
FBXO3	0.5236
DVL1	-1.17583333333333
CMKLR1	2.30583333333333
TYMS	-2.89475
PEF1	-0.029
ZNF750	2.43383333333333
MCM5	-1.0614
MEGF11	-1.07325
KCNK7	0.464
PTP4A3	0.637
C1QTNF2	-2.0955
OR6S1	0.494
FAM122B	-0.88075
ZNF551	0.7465
HBQ1	-1.8605
GEMIN6	0.6585
ARSK	-1.9415
RBP7	1.393
CPNE9	0.4735
DSC1	1.1005
LOC730112	-0.984
MAP2K4	0.1475
HS3ST5	-0.028
EPB41L3	-0.819
TEKT2	1.07275
CDKN2B	-0.850416666666666
ZNF480	-0.20825
MAP3K6	-0.3412
MAP6	0.843666666666667
HN1	0.35
OR2L13	-0.0896
SLC16A11	0.30825
FAM96A	-0.384
APOL1	1.06525
C5orf32	0.07075
RTP1	-0.452166666666667
RNF175	-1.25525
ZBTB41	1.616125
AHCTF1	0.8948
SAE2	-1.3897
ITGA2	2.47458333333333
MME	-2.217
CCDC14	-1.227
MAST4	0.912357142857143
KRT33B	-0.333
KCTD2	-0.283833333333333
WDR26	0.518916666666667
MFI2	-0.924
NR4A3	0.476125
ARSA	1.0805
UNKL	0.294
SULT6B1	0.6635
CCNA2	-1.22733333333333
SOX15	0.802
PPAPDC1B	1.10583333333333
C19orf44	-0.368
MCAT	0.562333333333333
ARID1B	0.836375
OR52N1	0.14
C12orf48	0.06625
MAGI1	-0.28675
NIPA2	-0.1855
GBX2	-2.4055
RSHL3	0.15775
RAVER1	0.315666666666667
C15orf17	-1.043
SLC30A2	1.725875
ZNF518	0.72225
PCYT1B	-1.6855
C10orf114	-2.33
EIF3H	0.762666666666667
SLC25A39	-0.515833333333333
KIF1B	-0.44325
AMOTL2	-0.969
C6orf120	0.915125
PSRC1	-0.5535
PLA2G10	3.656
KIF5C	0.61675
MRPL37	-0.8115
C17orf62	-0.0248333333333333
C9orf135	0.273833333333333
DUSP10	0.526
CLCNKB	0.4135
PSMA5	0.6965
C8orf53	1.794
AMPD3	-0.402333333333333
PIAS1	-0.30775
ADCYAP1R1	0.601
GYLTL1B	-0.46775
CDH20	0.449166666666667
FBXO7	-0.63225
TMEM134	0.752666666666667
FLJ14213	-0.557333333333333
ZNF3	0.05475
LRRFIP1	-0.213916666666667
CNOT2	0.370916666666667
ABI3	2.31
ALDH5A1	-0.934833333333333
HNT	1.8541
SERPINA4	-1.84475
TK2	0.509583333333333
STMN1	-1.38566666666667
GUCA2A	0.122
GALNT10	0.5335
DPP6	-0.73065
C9orf93	1.214125
PRELID2	-0.969375
STK39	0.900625
SFTPA1	-0.94125
CKS2	0.308888888888889
RHO	0.192625
C20orf135	0.79525
XKR3	-2.5275
CR1	0.006
RPS6KA2	0.230857142857143
C20orf112	1.25675
MRPL22	-0.02975
C4orf23	0.452166666666667
GADD45B	0.725
KLHDC1	-0.131666666666667
C2orf48	-2.641
ZNF287	1.0235
DAAM2	-2.19525
DPPA2	1.51666666666667
TCTN3	0.575333333333333
DNAJB11	0.223375
FPR1	2.9505
DEFB4	0.0135
PTCD2	-0.4189
SMOC2	3.65283333333333
CABP7	0.55625
SERPINB11	-0.1645
MAGEF1	0.63625
NDE1	0.271666666666667
ITGA10	-0.5265
FSHB	0.038
ANXA2	-0.899375
HORMAD2	-0.15075
HLCS	1.34075
MCF2L	1.27508333333333
FH	-0.08425
TBC1D24	1.11425
KIAA1505	1.06925
LGALS2	-0.15275
CNBD1	0.8405
SYNPO2L	0.1615
PTPN23	-0.0655
C1orf183	-0.724
MAGEA8	-2.83175
DGCR8	-1.6125
GSR	0.37125
PAQR7	0.02625
ZNF676	1.186
CACNA1C	-1.2352
SP7	-0.031
PDCD6	0.4025
NRN1L	-0.7525
BRI3BP	0.53125
KIAA1183	0.40975
ASB4	0.04425
CCL23	0.8006
OBSL1	-0.79925
SLC12A7	-0.00375
KIAA0240	0.89125
CD1B	-3.02366666666667
FCGR2A	1.200875
MDC1	-0.745
HTR1A	0.613
OCEL1	-0.105
ATP11B	-0.375375
FBXO34	-0.279833333333333
PCDH12	2.98866666666667
RPE	-0.26925
C17orf74	-0.059
CSDC2	0.1065
PET112L	-0.7335
TMBIM1	-0.38475
P2RXL1	-0.0945
TCHP	0.07225
TRMT1	-1.51066666666667
F2RL2	0.0255833333333333
LRRC32	2.16583333333333
IMPG2	0.6065
BGLAP	0.6225
LOC493869	-2.46116666666667
MRAS	0.840375
SLC35F5	1.62925
CBWD1	1.0455
AXL	-2.42
ATP2C2	2.96425
TELO2	0.44825
PNPLA3	-0.55575
PCDHB14	0.91625
CD276	0.9935
KRT80	-0.6755
DUSP28	-0.695
CSNK1E	-1.32016666666667
SRP14	1.058
KCNQ4	0.0675
KRT72	-0.106166666666667
CCDC117	1.62
C6orf89	-0.62
TUBB2B	-1.4505
RTN4IP1	-0.62625
CR1L	-3.11983333333333
CEND1	0.3955
C12orf41	-0.596166666666667
RNF31	0.17625
UBN1	0.509833333333333
C17orf32	0.957125
SLC5A7	0.7205
GPR92	0.820166666666667
ESAM	1.9143
CTNNA1	0.454
HRBL	0.3473
CBX4	-0.14275
TMEM182	0.27075
SH3TC2	-0.302833333333333
IL10	0.745833333333333
PXMP4	2.5
RNF167	-0.1704
PAK7	1.35483333333333
ETV3	0.214
ATPIF1	-1.454
LOC554207	-1.898
OR8H1	0.4775
WDFY3	0.693625
DPM1	1.09625
GPSM1	1.5235
WDR92	0.5198
LRP1	0.335833333333333
ANKH	-2.196
THUMPD3	0.47525
POLR1B	0.00325
OLFM4	2.292
RAD9B	2.0425
TSPY2	-3.0765
PAX6	-2.415
SCG2	-4.190625
SLC17A6	0.3145
FMO3	2.640875
PADI4	-0.00875
TUBB4	-0.3906
NLK	0.69775
POU4F3	-0.3965
SDF4	-0.52975
ITGBL1	1.75166666666667
NETO1	-2.323125
TAP2	1.821375
ABBA-1	-0.263583333333333
GNAI1	0.48125
VPS4B	0.53625
NOPE	-1.4465
GALNT6	3.265
SESN1	0.017625
GBE1	-2.91966666666667
CLASP1	0.50125
RASGEF1B	0.883875
ACOT11	0.3275
AFAP1	-0.23325
OR2H2	0.07775
DPY19L2P1	-1.17625
DZIP1	-3.436
SEC22C	-0.0931666666666667
GPR161	-1.617
RNF146	0.636
WDR74	-0.210375
GALP	-0.4775
PURA	1.00325
DNPEP	0.600583333333333
RP11-78J21.1	-1.72625
ERBB2	1.908125
FANCM	-0.950166666666667
NEO1	0.991833333333333
DDX3Y	-5.061
RPS3A	-0.815
MXRA7	-1.85228571428571
LGALS3	-0.742
GLT8D1	-0.79525
CFL2	-0.5215
UPB1	0.20575
NAP1L5	-0.797625
CLDN14	-0.89075
DHX38	-0.75325
BTBD1	-0.914
TARS2	0.1215
ABCF1	-0.1207
FCF1	-0.162666666666667
LRRC49	-1.2995
GUCY1B2	-1.665
C1orf177	0.297166666666667
SMARCA4	-1.11707142857143
LRP8	-1.84383333333333
TAGLN3	-1.4135
MRPL14	0.773
TTRAP	-0.01525
ZDHHC20	1.53825
NFE2L3	0.19225
KIAA1377	0.190875
PALMD	-0.0774
TMEM43	-0.96875
TTL	-0.628875
STAT5B	-1.3335
SSB	0.004375
OR10H5	0.0675
SLC22A13	-1.09625
AKAP3	0.4775
TIMM23	0.445333333333333
OAS2	3.95441666666667
KIAA0423	0.78425
TRIM11	0.802333333333333
GLIS3	0.221625
TMEM50B	1.57383333333333
ARHGEF4	-1.59525
DEGS1	-0.171818181818182
TBL1XR1	0.680466666666667
G6PD	-1.426
SP140	1.3002
MUC17	-0.317428571428571
NUDC	-0.8857
DNAJC5B	3.00016666666667
SCARA3	-1.1825
CPA3	5.89233333333333
BCAT2	0.00774999999999999
MFN1	0.3404
NRG3	1.214
SNX11	-0.24325
PLEKHH1	-1.13916666666667
GPR177	-3.05033333333333
HCFC2	-0.19925
TCAP	-1.14375
MOCOS	-2.46125
C14orf93	0.08275
PRDM10	0.125166666666667
SLC16A4	-0.496416666666667
SRGAP1	0.602833333333333
VIP	0.40575
DUSP27	-0.160333333333333
LILRA1	0.4817
MC2R	0.364
MGC24103	-3.76875
MBTD1	-1.2195
FUT11	-0.0571666666666666
USP33	-0.1592
C15orf39	0.226
MAP3K12	-0.206875
PAAF1	0.141333333333333
BARHL1	0.097
FLJ16165	0.37
PIWIL2	-3.02375
SYNE1	-0.413833333333333
CMTM4	0.213
TSPYL1	0.8458
GUF1	1.02666666666667
TMEM157	1.402
WDR44	-0.05425
HIST1H3C	-0.059
DKFZp666G057	0.719
RNPEP	-0.081
GAS2L2	0.426
ADH4	-5.209
GRPR	1.674
FBXL17	0.8235
ZBTB10	1.33891666666667
Gcom1	-0.492888888888889
HTRA1	0.1279
ZNF585A	-0.209333333333333
SLC26A2	-0.464285714285714
OTOP3	0.391833333333333
WISP1	1.67411111111111
ATP2B4	-0.935166666666667
FLJ10769	0.23075
CRAMP1L	0.0005
CHST12	-0.36225
RAB22A	2.00116666666667
TARDBP	-0.484571428571429
STAU1	1.6615
CRB3	2.24666666666667
MIG7	-1.7265
CHMP1A	0.801166666666667
ZNF160	-0.288
B3GALT6	-0.5145
BARX1	-2.12466666666667
C6orf167	-0.4296875
NXNL1	0.3925
DHX29	1.2465
HADHB	0.42975
PLXNB2	0.1595
ILDR1	-0.9395
SLC15A3	3.3925
GAS2	-3.71716666666667
C20orf69	0.11175
NUMB	-0.76425
TNIP1	-0.34275
MESP1	0.688333333333333
PSKH1	0.161
NSFL1C	-0.386125
RHOG	0.032
HEY1	-3.05083333333333
KNG1	-1.893
ITGAX	1.0489
LIN9	-0.389666666666667
CANT1	1.628125
XRN1	0.651642857142857
CCDC96	1.8687
HEATR6	-1.11833333333333
GNG7	-0.78225
RUNX2	0.421625
SOX1	0.531666666666667
FCRL5	-0.0406666666666667
ZNF99	1.325
FAM9A	0.03
SNX22	1.1755
MBNL3	-2.87216666666667
ODC1	-2.2531
ADORA2B	-3.683
NR2F6	-0.2145
ZFYVE16	0.772277777777778
SYNJ2BP	0.5094
POLE	-0.616125
E2F2	-1.41775
THRA	-0.1475
PTGES2	0.0943333333333333
HIP1R	1.2715
TMUB1	0.231833333333333
ENO3	-2.46325
RSPH10B	-0.6435
CXorf39	1.053625
IRGC	0.31325
GPR109B	-0.49275
FLJ13305	0.2325
LCE3A	-0.383
TNFRSF18	-1.28483333333333
DET1	-0.20175
TRPM3	-0.200818181818182
C16orf79	-0.9855
FECH	0.452166666666667
RAP2A	0.284333333333333
CRIP1	3.29366666666667
AZIN1	0.67625
SLC7A7	3.448
IL10RA	0.5884
TMEM64	-0.70975
CDC42EP4	0.921
C16orf58	0.4275
ARG2	-3.93525
POU5F1P4	-4.3245
FAM62B	-0.412375
DNAH8	-2.3932
ASH2L	0.501875
TSLP	-4.91233333333333
CNTNAP5	-0.274666666666667
TMEM16C	0.5635
IFNA14	0.3795
SLC1A3	-0.323625
CABYR	1.8305
BCL7B	-0.62
NUDT13	-0.5445
C13orf28	0.439
C1orf53	1.60325
ARL6IP4	-0.2199
RPL35A	0.11725
EMR3	-0.1
RAB40C	0.596333333333333
SLC41A1	0.429333333333333
LRCH1	-0.0495
LY6G5B	-0.638
FAM124A	-0.174142857142857
MGC10981	-4.0535
CLIP3	-0.1951
MAP4K2	0.841333333333333
CHIC1	-0.7585
SULF1	2.1765
C20orf30	-0.1905
PRDM5	-1.551
ELOVL1	0.18525
C11orf48	0.70025
SLC39A10	-0.0595
KCNV1	0.09975
ACP1	-0.689333333333333
ZMYM2	0.3735
B3GNT6	0.0323333333333334
C9orf69	-0.32525
C2orf15	2.2155
C20orf166	0.383
HSP90AA6P	0.1375
EDG7	-0.175
NEURL	2.369625
LPL	-1.90966666666667
CLEC2D	0.239714285714286
GRRP1	1.61066666666667
CD8B	-3.1146
HIST1H3D	-0.507833333333333
SLC6A12	1.192
FAM27L	-0.1605
CD84	2.0648
RASA1	0.6115
PHKG1	-0.6165
MAGEA11	-1.628
IMPA1	-1.6862
NPM3	-1.49
RARRES1	2.81
SH3BP1	-0.2075
B3GNTL1	-0.107
ARPC5L	0.836833333333333
KLHL26	0.29725
SIM2	-3.0115
GJC1	0.4535
C20orf194	-0.63575
EXO1	-1.20425
SLC2A2	-2.88816666666667
LOC285074	-0.60725
LRG1	2.48125
KIRREL	-0.7695
PIK3R1	0.510642857142857
C4orf34	1.6685
MAF	-2.14611111111111
ADCY4	3.34816666666667
ZMIZ2	-0.1732
SLC46A3	2.20033333333333
STAMBP	0.319333333333333
CCDC16	0.07975
MS4A12	0.2475
TCF20	-0.613
LRRC46	1.7445
C20orf152	0.53425
MRPS6	-1.30675
ABCB11	0.6085
KCNC2	0.071
CDH19	-2.56633333333333
C9orf123	0.0883333333333333
SSH3	1.507875
LDLRAD1	-1.53525
CCBE1	-1.07825
ZNF135	1.617
TAAR1	0.221
WFDC12	0.8235
CCDC42	0.0781666666666667
FLJ12529	-0.67625
PER1	-1.55133333333333
TIMM50	0.740166666666667
SMARCAD1	-0.5105
FAM26C	0.685
TP53TG3	0.7205
SH3RF1	1.4242
LMCD1	1.0045
GPR63	-0.331
FLJ21986	-0.615375
AIFM3	0.4335
MICAL1	0.575166666666667
BLZF1	1.3405
IQCA	4.09666666666667
PCDHGC3	-0.2825
SAC	0.70475
BCL6B	1.68283333333333
DDO	-1.3495
MARCO	2.9115
DCHS1	0.125
C1orf170	0.275666666666667
CD200R1	0.750166666666667
C22orf15	-0.313
SEPT11	0.00883333333333333
ADNP	1.7195
UST	0.1998
C13orf34	-0.716833333333333
RFFL	0.172071428571429
APBA3	-0.5515
C2orf60	0.406875
CUTL1	0.7094
PMS1	-0.56075
ZNF689	2.1255
EIF3E	-0.640833333333333
IL9	0.358833333333333
RPL31	-0.116
LY9	0.569666666666667
ATP2B3	-0.0225
KDELR2	-0.228041666666667
TFCP2	0.709875
NLRP12	2.712
FLJ45422	0.60675
TLE4	-1.3369
ZNF570	-0.453
FLJ43806	-0.8665
TLK2	0.1435
CIR	1.0075
MARS2	0.753
COL24A1	0.233
SDF2L1	-0.463
HIBADH	-1.82216666666667
IGFBP3	-3.46371428571429
C12orf23	0.749
PSPC1	0.723
C20orf43	0.52025
TRAV20	0.1685
ARHGAP24	0.01125
KIAA1975	0.391375
C1QA	3.1685
DNTT	-4.9135
C10orf6	0.01875
C11orf41	-1.255875
HNRPF	0.662875
COL11A1	4.54783333333333
UBAP2	0.530666666666667
CDKN2AIPNL	-1.2565
C20orf174	3.195
SPRED2	-0.11475
PLA2G12A	0.2635
ICEBERG	-2.3585
SCN10A	-0.194
C11orf65	1.82825
GBP5	5.15725
PITPNC1	-0.793
POU3F3	0.925
NCOA7	0.098375
LIN7C	0.0686
LOC348840	-0.845
NKX2-2	-3.32075
ANKRD13D	0.753375
LOC123688	-0.55425
FUT2	1.831
TAAR8	0.4675
FZD4	0.0709166666666667
PNMA3	-0.521833333333333
OR4L1	0.576
WIT1	-2.50725
EXOC3L	1.52425
ATPBD4	-0.4638
KRBA1	0.01875
UBXD6	-0.81625
HOXB7	0.0960714285714286
C7orf23	-1.5825
UNQ338	1.07875
STAB2	1.1685
CDC20B	0.30125
IRF9	1.8535
CENTG1	-0.487083333333333
TNPO2	-1.03725
MCPH1	-0.260875
BMS1P5	-1.71825
SLC26A7	0.44125
HIST1H3J	1.2555
C9orf3	-0.0864
LBH	0.675375
MYO1D	0.542375
PTDSS2	-0.13925
NFU1	0.6525
DEPDC4	-1.02625
WNT7B	0.8603
GLP2R	-0.213166666666667
SETD4	1.447
DYNLT3	0.0418
FKBP11	-1.27666666666667
SESTD1	0.296833333333333
FLII	-0.596
RPS16	0.4964
CHPF	-0.471166666666667
CSNK2A1	0.268333333333333
SUMO1P1	-0.5825
FKBP6	-0.9795
ZNF214	-0.924
TWIST1	-1.12983333333333
DDX56	-1.07216666666667
TRAM1L1	0.8796
EPO	0.617833333333333
MRPS18B	-0.12
ZNF682	0.440833333333333
RPL14	-1.2515
MAFF	-1.111
LOC51136	-0.748
LY96	-0.2715
DDX20	0.2355
ABTB1	0.634166666666667
ARL5A	0.8679
CCT6A	-1.51775
HEPACAM	-1.45316666666667
EHHADH	-0.374166666666667
RBAK	0.568833333333333
CGB1	-0.42825
ITGB5	0.7008
YIPF3	1.034
FKBP2	0.96925
NR1D1	-0.5954
TMEM110	0.115
NEK2	-0.232166666666667
PRAMEF8	-3.041
C20orf52	0.868333333333333
PCDHGA3	2.2565
VWA3B	-0.028
NDUFA5	0.173
THAP9	0.63025
FLVCR2	-0.115833333333333
AP1S1	0.013875
SMAD6	-1.34625
SAV1	-0.650625
SAT1	0.018875
ZNF251	0.4735
ADAMTS7	0.4207
RPP38	0.49
C1orf211	1.331
YPEL2	1.05505
RBMS1	-0.42625
ZNF445	-0.3065
NRXN2	-0.134833333333333
PGBD4	-0.105875
UGT2B28	-2.449
WBSCR16	-1.0111
NLRC3	0.43
ASTL	0.4945
ST6GALNAC1	-3.02775
ZADH2	-1.323
MLLT4	1.03983333333333
ARL6	-0.674
MEF2C	-0.57975
CBFA2T3	1.824
AFF3	1.83485714285714
COG7	0.4875
MYB	0.662
PLXNA3	0.3975
XRCC2	-0.834166666666667
MMS19	-0.296375
ST8SIA5	-0.90425
CHPT1	-0.141166666666667
KIAA1712	-0.260125
OR6X1	0.302
ACTR3	0.632875
UGCG	0.965166666666667
OR4P4	0.2965
ZAP70	-2.79875
LPP	1.3435
ZNF485	0.441
PTPRCAP	0.3055
IL12RB1	0.35875
ATRX	-0.4845
CHST8	2.760625
C14orf109	-0.33725
ARV1	-0.21075
NMB	-1.27571428571429
COX5A	-0.0873333333333333
EIF6	0.14725
MPPED2	-1.223
SEMG1	-2.024
CHRDL1	-0.238
TRAF3IP2	2.0455
WNK2	0.44725
LILRA4	3.58433333333333
LAMA2	2.94025
PXT1	0.41
RLBP1	-3.60625
CD300C	0.187
SLTM	-0.354875
FLJ10404	-0.345125
APOBEC3D	-0.151
RENBP	0.464333333333333
ATXN7L1	0.773375
NID1	-0.83475
TUBGCP3	-0.63525
ITIH5	-0.288055555555556
CCDC110	1.3515
C8A	-2.5615
MGC87042	-2.887
HOXC13	0.4855
TFDP2	-0.599
HCP5	2.204125
POLI	0.11575
UCN	-1.96716666666667
ZNF764	0.148
C8orf45	2.6555
FHL3	-0.4215
SPATA5L1	0.1445
MMRN2	3.047
NDST1	1.56266666666667
COL20A1	-0.183166666666667
ZNF248	-0.9185
PELP1	-0.543833333333333
MBL2	-2.68083333333333
RNF41	0.5915
