Hybridization REF	TCGA-A2-A0YC-01A-11R-A109-07
NDUFS1	-0.198
UPK1A	-0.863
ARRDC2	0.4465
C18orf20	0.432
AES	0.4495
CD2BP2	0.741666666666667
C16orf54	-0.2545
UGT2B17	2.570875
FGFR1	-1.01568181818182
CEACAM6	1.6596
CHRM5	0.17975
CERK	-0.60475
AP3S2	0.512785714285714
ANKS4B	-1.742
CLCNKA	0.0755
ZNF208	0.97
HLA-DRB5	3.735
CARKL	0.361
GOT1	-0.250333333333333
CASP6	1.290625
HOXA1	-0.468
RCL1	-0.4575
ZNF181	1.27716666666667
RAB40B	0.484
MRPL38	0.217
LRRN2	3.689
C3orf25	1.3165
OR5D14	0.7605
OR10AG1	-0.0505
BET1L	0.1536
FRY	4.665
AK3L1	-1.69775
CSF3R	0.7785
POLR3K	-0.206166666666667
ATG2B	1.14316666666667
EPS8	-0.0198333333333333
DARS	-0.895125
C10orf56	-0.121666666666667
DAD1	-0.0380833333333333
RIOK1	-0.647333333333333
HERC2	-0.40275
HSD11B2	1.38516666666667
FAM96B	-0.722
MGC13057	-1.76628571428571
BSN	0.40725
CAND1	0.4565
HCST	1.60125
ACTR10	0.571333333333333
OR8D4	0.046
NASP	-1.6447
COL9A2	-0.806333333333333
LYZL1	-0.271
GPC5	-2.48225
TBL3	0.116666666666667
CENTD2	-0.1119
OR5AP2	-0.238
TLR1	2.18925
LMO6	-0.23075
ZIC2	-3.915875
CPNE5	0.681
ZMYND15	1.313
FLJ22374	-1.08775
CCDC106	0.97225
PARP16	0.29725
PDIA3	0.196
C14orf126	-0.3695
CECR2	-0.495
SFRS1	-0.685857142857143
FIGLA	0.0335
DCP1A	-0.0438333333333333
MGC45800	-1.4422
TEKT1	0.188666666666667
C10orf67	-0.0985
CLN5	1.701125
NTN2L	-0.00799999999999998
GLE1L	-0.3745
CES2	-0.5955
GNAS	0.413555555555556
DDX53	0.055
TSPAN13	2.72875
MRPL52	-0.6076
SPIRE2	-0.62175
TAS2R39	0.13075
SCUBE3	1.82625
UCRC	0.692
CDKL3	0.9045
KIAA1715	-0.0555
ZNF345	0.979
RTF1	0.1815
DHRS7	0.75725
RIPK4	-2.73166666666667
EXOSC2	-1.29233333333333
MS4A2	3.88
FGF17	0.01075
WDR59	-1
EVI2A	-0.99
IL17RC	0.7135
HS3ST1	3.164
ITGB1BP2	-1.2285
RBPJ	-1.19266666666667
GIMAP1	3.3325
INE1	-0.467333333333333
ALDH18A1	0.050125
TPI1	-1.6575
GATA6	-0.000750000000000008
CABP1	-0.2185
ZNF484	0.7485
DAPK3	0.123
GJB1	-2.85808333333333
PIN1	-0.108125
SLC6A15	-3.36475
CNO	0.58525
RIN2	2.46225
FRRS1	-0.234
CYorf15B	-3.639375
DMRT3	0.7955
ATAD1	0.398375
OTUD4	0.157722222222222
ATOH8	-2.44225
ZSCAN16	0.701875
ASCC1	0.15125
OTUD3	-0.296625
MGC33212	0.3965
YME1L1	0.2945
RP11-218C14.6	0.95325
PCBP4	-0.62275
TNFRSF10A	0.46125
CDH10	-2.9598
KL	1.005125
SCP2	0.742
C9orf119	0.1555
SON	0.52425
MAFK	-0.5325
SBNO2	0.368
SLC6A6	0.110333333333333
SC4MOL	-1.0215
FAM35B	0.7195
PPP1R9A	1.330125
PDZRN3	1.267875
CXorf20	-0.115
C6orf126	2.3525
AVEN	-0.42525
FLJ21075	-1.6335
C14orf132	1.0125
PCK2	-0.6855
GUCY2C	0.1515
BARX2	0.6295
PEX11G	1.7835
DAO	-0.599166666666667
C10orf49	0.17225
EDNRA	2.68716666666667
PPP2R5A	1.4014
DDX39	-1.34683333333333
SERF1A	0.34975
ASCIZ	-0.1746
FNDC8	-0.617
PTMS	-0.689875
PHF7	1.8145
PIP4K2B	0.619875
HHLA2	0.51325
BDH2	1.2257
APOBEC2	-0.9195
PENK	-0.791
SMAD9	-1.7585
MT3	-0.61625
RGL1	-0.38675
ATG10	-0.488375
DLGAP4	0.0666666666666667
APPBP2	-0.134857142857143
BACE2	-1.45192857142857
LOC339344	0.1195
ZNF395	-0.2396875
HIST1H2BL	0.72225
ZNF467	0.633375
SLC25A21	-0.11525
PALM2	-0.294
NSUN5C	-1.153
IL5	0.194
CLSTN2	3.376
ANXA8L2	-2.07425
PTGES	1.96225
GDAP1L1	-2.338
OPRK1	-0.00616666666666667
WDR20	0.55475
C12orf4	0.042625
NUP88	0.427125
XRCC6BP1	-0.905833333333333
FCGBP	2.97192857142857
LEMD2	0.1505
NOMO1	0.17225
C10orf79	2.193375
ZNF79	0.2304
OCRL	0.634
HSPA8	-0.145
DIDO1	-0.589833333333333
PLA2R1	1.59825
COG3	0.5131
NGDN	-0.52225
CBFA2T2	0.212625
PNOC	-0.78475
PRRG1	-0.669666666666667
AGGF1	-0.0567857142857143
DPF2	1.05275
YIPF7	0.37
TRPV5	-0.06975
ZNF322B	0.4905
MED12	-0.0678333333333333
CARS	-0.306833333333333
ABCC11	3.62
C9orf25	-0.0025
MYH1	0.7355
FRYL	0.649416666666667
AGTRAP	0.5985
MMP27	1.05
ZNF432	-0.06225
OR8D1	0.133
OR13D1	0.2045
VWA1	1.59975
STON1	-0.14275
IL5RA	0.11225
PERP	0.0592
C10orf107	0.114333333333333
TNFSF12	1.9225
FN1	0.316
MTR	-0.269833333333333
PHLPPL	-0.255833333333333
ZNF425	1.20125
DHFR	-1.66083333333333
PPP1R12A	-0.086375
RSPO2	-1.468875
ZNF7	0.11625
ZNF583	0.948
TPMT	-0.509833333333333
GPR132	0.606375
OR2T12	-0.23875
SERTAD2	0.7933
ATP1A1	-0.5889
FRMPD3	1.11275
ZNF672	0.2425
PLXNB3	0.775
EML5	0.5945
FAIM3	1.003
UBQLN2	0.36625
SORCS2	1.7395
PRIM2	-1.178
ACVR2A	0.188166666666667
YWHAZ	-0.06075
PGM2L1	0.684
GNAO1	0.102142857142857
RPL10	-0.2305
RPS6KA6	1.547
PFKL	-0.855333333333333
SH3D19	0.266875
AURKB	-2.91416666666667
ZC3H6	1.087
DISC1	0.352833333333333
FLJ39660	-2.35783333333333
TMEM25	2.720625
OSBPL10	-0.838125
CLTCL1	-1.63033333333333
ALG6	-0.31375
CATSPER4	0.063
LRTM1	-0.1695
RRAD	1.08383333333333
TIPIN	-2.17175
CARD14	1.03875
RBM9	0.0495
RASSF4	0.29875
SLC25A18	-0.190833333333333
C6orf58	-0.393
IGHD	-0.2755
PLA2G6	-0.138
TPT1	0.44725
SEC63	0.8074
CCDC113	0.1819
TDRD10	0.00475
KIAA1666	-0.821
TOR1AIP1	1.03858333333333
SYTL4	1.408
SPRR2F	-1.4785
CEBPD	2.8825
SNTG2	-1.35875
C20orf77	-0.281
TAS2R49	0.4295
C6orf173	-2.31883333333333
SVEP1	0.5957
PXN	-0.522357142857143
VIL2	1.16633333333333
C5orf21	0.541166666666667
DIXDC1	0.397
GANAB	-0.492333333333333
PDSS1	-1.13175
NGFR	-0.29425
ATP8B4	2.0475
BMP8A	0.5325
CCDC132	0.405666666666667
GNRH1	-1.47825
OR10T2	0.077
PDGFD	3.336
OR6W1P	-0.045
HARS	-0.28125
KRT77	-0.218
AQP8	0.093
ITGB1	0.5498
ZNF254	1.076
PAX1	-0.288
PSMC4	-0.0323
ANKRD22	4.0385
PSMD8	0.1435
HTR1E	-0.100666666666667
SOX10	-2.8285
OR5B2	0.135
RABGEF1	-0.473642857142857
MAP1LC3B	0.19425
CYB5R4	0.7865
AGXT2L1	1.574
FLJ41603	-0.335166666666667
TRAPPC2	1.192
FNTB	0.3464
FLJ14107	-0.529333333333333
AURKAIP1	0.01125
DSE	1.61175
NFKBIZ	2.5225
OSBPL3	-2.00366666666667
LOC130576	1.86125
SLC39A9	1.24033333333333
LOC137886	0.249833333333333
RHCE	-2.961
ATG7	0.2005
FAM82A	0.923
FBN3	-0.3175
MCFD2	-0.9465
CASP14	-0.739
EPS15	0.477416666666667
SFRS2B	0.223333333333333
C19orf47	-0.2295
PLAC9	0.8045
GPR23	-0.074
BTNL3	-0.170333333333333
RGS8	-0.03
GNS	1.369
ENO2	-1.39416666666667
CBX1	-0.024
PEX26	-0.1145
LRP5	-0.0163333333333333
ADAMTSL4	-2.31783333333333
ARR3	0.0613333333333333
MAP1A	-0.3115
CD2	3.70025
NAV2	-1.215125
TMEM69	0.18775
ATXN7	-0.683166666666667
CHN2	-0.643666666666667
ZNF781	0.434833333333333
HAS2	-3.43333333333333
KIAA0241	-0.741333333333333
BIC	0.85825
MOBKL2A	0.27575
CYP2C9	0.369
CNOT7	0.576785714285714
SFRS10	-0.5165
CST11	1.24825
FLJ37543	-1.083
NKAP	-0.86225
RUNX1T1	2.47225
EAF1	0.413
IL4I1	2.04075
LRRC61	-0.099
PSIP1	-1.04891666666667
SPRR4	-0.0855
ZFP90	0.594166666666667
AP2B1	0.469307692307692
SLC30A7	1.00166666666667
C7orf28A	-0.0143333333333333
S100B	-1.474
BMP2	-3.340875
ESR1	4.37366666666667
ZFPL1	0.17825
ARHGAP12	0.45125
LRRC19	0.158833333333333
ZNF767	-0.652666666666667
NACA	-0.2887
OLIG1	-2.678625
PRF1	1.1675
LST1	2.68083333333333
SPATA9	-0.4345
CNFN	0.8145
CDK4	-0.3555
TCF15	-1.01216666666667
PARC	0.126
PPM2C	1.37675
LOC283345	-0.919
FAM107B	0.043
DMXL1	0.323625
RBM3	0.37725
HTR5A	-0.622666666666667
SCFD1	-0.1965
EPHB3	0.80975
ROPN1L	0.146166666666667
RAMP3	3.635
TSPYL5	-0.294636363636364
GAP43	-2.2565
PAPD4	0.767375
PDE3A	-0.95125
TNFRSF10C	2.04425
JMJD5	-0.498833333333333
RASGEF1A	1.1066
C16orf65	-0.306
HIPK3	0.421166666666667
XYLT2	0.77125
XPOT	-1.3715
GAL3ST1	-2.03425
DHCR7	-1.6325
AMIGO3	0.244166666666667
FGFR4	-3.00716666666667
CRAT	1.664
PPP1R14D	-0.102
TRIM14	1.1594
TMPRSS11D	-0.065
SLC7A11	-0.448714285714286
OR10H2	0.16625
PPM1E	-1.1826
DOCK4	0.539375
FAM127A	-0.463375
ENOPH1	0.17525
SLC5A3	-1.0458
ZNF530	0.1805
NTS	-2.734
FRMD4A	-0.075
BCL11B	-3.3565
PRM1	-0.42475
UQCC	0.0117
S100A16	0.770833333333333
PLS3	-0.1635
WWOX	2.61164285714286
CCDC23	0.81925
GTSE1	-2.09316666666667
GP2	3.3255
FLJ32549	0.616875
CHIT1	2.99025
KLF9	0.363375
RPS24	-0.5229
MIA	-3.91025
FIGN	-0.853
PYROXD1	1.05175
PCSK2	-0.328857142857143
MRPL9	0.0895
RPL24	-0.375875
C12orf32	-0.882125
HIST1H2BE	0.64825
RGS18	2.845
LFNG	0.486625
RAB4B	1.3047
FBXO25	0.784333333333333
TSPAN31	1.05483333333333
ARL8A	0.699928571428571
C10orf83	0.1492
OR51B6	0.2495
CNKSR2	-0.49525
C1orf156	0.14575
IBSP	1.8935
GFRA2	0.0854
ALKBH7	0.5205
NEK10	3.64925
VN1R3	-0.1485
LOC91948	-0.358
CPZ	-0.6765
IHPK3	0.4075
COL8A1	1.01925
RBPJL	-0.435
OR10A4	-0.051
CASP8AP2	-0.448625
MMP12	1.52833333333333
OR8B12	0.088
CDCA5	-2.4495
LIX1L	-1.11275
PEX11B	1.43575
GABRA1	-0.0151666666666667
HABP2	0.2705
REEP1	3.33366666666667
FBXO15	3.09575
CD68	1.2765
WFDC9	0.014
GHDC	1.523
SMARCA1	0.2695
SPAST	0.816
PLXND1	-0.390583333333333
MLCK	-0.2455
INTS5	-0.0936666666666667
BSG	-0.901142857142857
PARP8	-0.558333333333333
TEAD4	-1.82366666666667
ZNF498	-0.611625
TMEM89	-0.505833333333333
DTX4	0.19475
TNRC6B	0.6006875
ARMC2	0.406375
FGFBP1	-2.92966666666667
TIMM8A	-1.6295
AJAP1	-2.5468
ZNF608	2.40475
SLC25A42	-0.45625
SYP	0.5275
MMP11	3.16283333333333
USP40	0.9569
C3orf62	0.868166666666667
MYO1E	-0.6526
LRFN4	-1.516
XCL1	0.529833333333333
GPR155	0.9785
VPS29	-0.066125
CARHSP1	-1.927
ARHGAP20	0.341833333333333
GREM2	-0.676071428571429
CCDC102B	2.616
ZNF577	-0.0811666666666667
HDDC2	-0.053375
SHC2	1.3385
NCOA5	0.197
INPPL1	-0.747
CHGB	-2.8094
IHH	-0.661
DDEF2	-0.76325
DIAPH3	-2.00685714285714
BUB3	-0.225166666666667
GGH	-1.19866666666667
VPS35	-0.2969
CNN2	0.431583333333333
ASNA1	0.50725
WDTC1	0.36625
AMAC1	0.291
HAS3	-1.89633333333333
SLC1A6	-2.18133333333333
ZNF563	0.568
C1S	3.5685
TCF7L1	1.339875
OR10Z1	0.141
ME2	-0.0314
C6orf151	-1.137375
KPNA4	-0.5351
GLO1	0.0175
WDR61	0.122166666666667
CD302	0.70075
SIRT7	-0.274833333333333
C11orf59	0.2715
PKIG	0.65575
PPIL3	-0.69075
CCDC74B	1.72075
ZNF528	1.353
EFNA5	0.43
FCGRT	1.76425
NOL4	-0.0331111111111111
CCS	-0.039
LOC374491	-0.883
MFSD7	2.695
ZNF555	0.0255
LIMS3	-0.4935
TSSC4	-0.185
COL11A2	-1.388
C1orf119	1.43666666666667
BPNT1	0.764625
CHRNA6	1.2105
C1orf173	1.2984
PLD2	1.398
ORC1L	-3.44875
SASH1	1.0435
CDC14B	-0.788
RLBP1L1	0.461
LDLRAP1	-0.3464
NAT8B	-0.501333333333333
HHEX	-0.164
LGALS7	-0.0255
PLCH1	-1.52785714285714
OR1M1	0.61
PRAMEF16	-0.73875
HECTD1	-0.029
C14orf39	1.225
TLN2	-0.0391
HDAC4	-1.53735714285714
SYCP2L	-3.728
GLRA1	0.1705
RPS6	-0.443875
hCG_1757335	0.391
KLHL1	2.3575
CTNNBIP1	0.382666666666667
SCAND2	-0.3657
HMGN2	-0.1324
YAF2	0.48675
BRPF1	-0.6275
LIAS	0.19675
CTA-246H3.1	-2.2945
SAG	1.11475
C20orf10	0.774
HNRNPA2B1	-0.786833333333333
GADD45A	1.19233333333333
MSH4	0.517
TMEM70	0.112
HIST1H2AM	1.021875
C19orf26	0.0378333333333333
C1orf50	0.2475
GNG3	0.157
FTO	-0.02125
CALCB	-1.552
PPP3R1	-0.4135
C15orf42	-2.77275
CCNJ	-1.08525
GNAZ	-1.08826666666667
PSD	0.0183333333333333
FAM57A	-1.65625
STIM2	0.0331666666666667
DHX8	1.0415
MOGAT3	-0.69825
UBE3B	1.37333333333333
PLAT	-0.104166666666667
C6orf206	0.495
COPE	-0.2072
EIF3A	0.207
C1QL2	-0.00649999999999998
IQCE	0.234583333333333
KIAA0182	-0.50675
SLC22A7	-0.383
PPFIA2	0.7375
ADAMTS15	-0.0235
ODZ1	-0.8275
THBS4	3.1825
ARHGAP1	1.037625
B4GALNT3	0.031
FCHO1	-2.131
LOC440456	-0.10975
HOXD10	0.0916666666666667
CXCR3	1.57866666666667
CHI3L2	2.14125
SRPX2	1.773
ZNF132	0.464333333333333
UBAC2	0.365
RPL32P3	-0.4825
CBWD6	0.527
ST6GALNAC4	-0.517
KIAA0391	-0.170333333333333
LOC388969	-0.32975
KRTAP5-8	-1.394
ZNF786	0.2555
LYVE1	2.26216666666667
GPR144	0.146
APOH	-5.572875
TSC22D2	-0.103333333333333
PLCD1	-0.40375
FLG2	0.025
M-RIP	0.2585
NDUFV1	-0.79525
POLDIP2	0.5965
RAB3GAP2	0.8705
RPSAP15	-0.6225
CLEC7A	1.263875
HSPA14	-0.68625
TAAR5	0.0865
FAM132A	-0.68175
C2orf43	-1.702
OR10V1	0.169
SELPLG	-0.04
C1QTNF6	0.387333333333333
OPCML	0.6478
DTYMK	-0.848
ALDH16A1	-0.245625
F13B	-1.536
MGC16169	1.9035
KIRREL2	-1.911
C14orf32	-0.217416666666667
SLAIN2	0.9754
HSD3B2	-0.004
AMMECR1L	-0.0268
LRRC37B	-0.2225
HMG20A	-0.203
C22orf27	0.4099
FBXL22	0.421
AP1B1	0.518166666666667
TNKS1BP1	0.86175
CD74	4.06725
HSPA12B	1.6265
PLSCR1	1.67
SLC35E1	-0.227833333333333
FEZ1	-1.706
APOD	3.482125
C16orf44	-1.118
C1orf166	0.0115
KCTD11	-0.078
NELF	-1.54625
SRP54	-0.2875
MGC35361	0.207
GPR35	-0.902
NRGN	-0.916625
SIGLEC12	-0.39125
SCN1B	0.6355
IFNW1	0.6875
STAR	-5.4875
HLA-DQA2	3.32516666666667
RNASEH2B	-0.58925
TAAR2	0.254
VAMP5	0.0503333333333333
TUBA1C	-1.02278571428571
PIK3R2	0.004
ARD1A	-0.803166666666667
EBF2	0.6995
CAMSAP1L1	0.54225
CYP3A43	-0.38275
AKR1B1	-1.6685
KIAA1729	-0.41075
KAL1	1.4649
CYBB	1.3355
UXS1	-1.158
LOC338579	-0.42475
C11orf45	1.06325
SHB	-0.143
IKZF4	0.363875
NDUFA1	-0.28925
HSPE1	-1.0135
C1orf215	0.02225
GPR113	-0.4985
ZNF573	0.2845
TBX18	0.295
GGTA1	4.80125
PCDHGA8	0.175
RPS6KL1	-0.42425
DPP9	-0.32525
SLC43A2	0.479
COPS3	-0.47725
PMPCB	-0.42
HYLS1	-0.5525
LSM8	-0.469833333333333
PDE6B	0.986625
C10orf118	0.8863
OR1C1	0.421833333333333
ZNF415	0.89125
OR2F1	0.34625
ZDHHC13	0.5945
FZD8	-1.0262
TCEA1	0.081
SUSD4	1.78825
C22orf24	0.018
TNFRSF14	0.36975
TRIM28	-0.522
FGF5	-1.4255
CSPG5	-0.872833333333333
RNF133	0.55
FKBP15	0.174
BZW2	-0.698
NSMCE1	0.75875
PTPRN	-0.793
TST	0.08125
POP1	-1.3715
RNF24	-0.474666666666667
SFRS4	-0.326875
REPS1	-0.225
CD70	-2.61666666666667
PDXDC1	0.045125
SRC	-0.6341
NTNG1	-1.31683333333333
SETD1B	0.49425
TINP1	-0.1931
ZNF606	1.849
SSR1	-0.2961875
RGNEF	0.301
NFS1	-0.289166666666667
CENTB5	-1.02891666666667
CRMP1	-1.18966666666667
ADAM18	-0.468
CCDC87	2.31916666666667
LRRC8B	0.705
CSNK1G1	0.610583333333333
MAFB	2.34216666666667
C12orf45	-1.31275
C1orf54	1.77425
DPEP1	0.176666666666667
FLJ13137	0.185
C14orf118	-0.114333333333333
ANKRD19	-0.130583333333333
ABCA9	1.6262
TMEM87A	1.1495
BBS5	0.6969
CYP17A1	-0.15325
SCG3	-3.01716666666667
ESCO2	-1.3965
GFER	0.3245
NRIP2	-0.0733333333333333
DDX59	0.534166666666667
RIC8B	0.3272
TNNI1	-0.245
KTELC1	0.037
GPR85	0.337333333333333
SP3	0.670375
GOSR2	0.423083333333333
DDX1	-0.00599999999999999
DSCR9	-0.371
KIAA1984	-1.358375
FLRT3	1.59275
RNPS1	-0.318071428571429
ZNF772	0.43
SLC25A10	-0.0443333333333333
ADAMTS3	-0.9155
TBC1D7	-1.422
PCYOX1L	0.40125
LOC339745	2.371625
VPS54	-0.01525
PCDHB12	0.425375
C4orf6	-0.83975
CCL5	2.480125
PEX5	-0.7285
LENG1	0.200833333333333
LOC51336	-1.177
FLJ25371	0.792
WDR45L	0.409333333333333
SPAG8	0.914166666666667
GUCA1C	-0.2035
LOX	-1.25
FIZ1	0.4335
BAG5	0.587666666666667
BUD13	-1.20266666666667
MGC2752	0.26775
IQSEC3	0.0125
TGFBR3	3.3165
CASP9	0.03075
PPA2	0.243375
MED24	1.012625
MAP3K7	-0.0495
SRPR	-0.17325
C17orf81	-1.2135
RIPPLY1	0.21175
EID2	-0.12125
AKR1C1	-0.854
IMMP2L	0.47925
SPSB4	-0.1555
BAG4	0.612375
ZNF32	1.72566666666667
KLHL34	0.6465
BRD2	0.12925
IL32	-0.505166666666667
FAM53B	0.351666666666667
SLC7A1	-1.38975
KAAG1	0.464
CCDC54	0.482333333333333
PRKCQ	-2.26875
TIRAP	-0.13025
SPSB1	1.30966666666667
USP36	-0.75175
FLJ32569	-0.1405
LYZ	0.039
TMEM186	-0.203666666666667
TPM2	0.219333333333333
C9orf100	-1.26733333333333
PPP1R11	0.3063
OLFML3	1.2087
ELAVL1	0.00924999999999999
DNAJC17	0.838166666666667
ABCA2	0.24775
BNIP3L	0.93475
ATP10D	1.61
GALNT8	-0.652
PRKCH	1.3875
USP12	0.1665
STXBP1	-1.5004
LSM2	-0.4725
ANKRD30A	4.356
LAP3	1.92975
C9orf40	-2.56016666666667
KATNAL2	0.170833333333333
RG9MTD2	1.52675
PNPLA7	0.83525
IDH1	0.364
C1orf57	0.3115
XRCC5	0.1898
TBRG4	-1.174125
DCDC5	2.99183333333333
POU5F1	-4.843
RAB1A	0.620857142857143
KRTAP15-1	0.673
INHA	-1.646
WDR90	-0.212625
MLL2	-0.334833333333333
FAM104B	0.66625
SF3B14	-0.63925
STX1B	0.14
SNX12	-0.42675
KMO	1.387
FAM100B	-0.28675
CDRT15	0.199
RAB9A	-0.1975
RUFY3	0.515625
UBE2U	-0.457166666666667
NFKB1	0.8529
FBXO38	0.65775
VRK3	0.5605
TUBB8	-0.9155
IFNA6	-0.441
AYTL1	-0.2465
RBP3	0.0252857142857143
MUC13	-1.64725
C8orf30A	0.059
MFAP1	0.5405
NHLH1	0.13225
CXorf34	-0.97575
SP8	-2.568
RNF151	-0.0213333333333333
TDRD7	1.0035
KCND2	4.6385
FKBP9L	-0.501666666666667
C17orf44	1.3745
TIMM17B	-0.464
WIPF1	0.1223
SNX15	-0.0827
IGF2R	-0.0677
SBSN	-0.5985
RBM15B	0.128
AGBL5	-0.0776666666666667
APEX2	0.057
C17orf39	-1.11225
UBE3A	0.5944
SPANXC	-3.2575
TGFB1I1	0.1855
RBM13	-0.765
TOP2B	-0.0215
NPVF	1.3395
RIMS4	1.977625
RAD54L2	-0.448
RSPO3	3.03883333333333
C2orf47	0.30375
TSPAN4	-0.542666666666667
DNAL1	0.16325
DKFZp761E198	-0.41025
NLE1	-1.254
TPST1	-0.34075
SREBF1	2.741625
CLEC12B	-0.5825
FUK	0.0235
IL21	-0.345
LTK	-2.2055
DKKL1	-1.14825
EPAS1	0.138875
UBTF	0.6604
HIST2H2AB	0.0385833333333334
TMPRSS12	0.163375
KIAA0427	-0.0305
CYP8B1	-1.10416666666667
FPRL2	3.714
LOC402573	-0.34475
HSDL2	1.08116666666667
SEMA6B	-0.538166666666667
AKR1A1	0.404
CLTB	0.299666666666667
NXT2	1.19016666666667
HSPB7	-0.0885
MLLT11	-2.181
OLFM3	0.228833333333333
SEC61B	0.191
GPR139	-0.1115
RRP15	-0.240875
OR3A2	-0.403
RSL1D1	-0.0495
P2RX7	-0.405666666666667
PSME2	0.2305
ADNP2	0.248
RBM25	-0.175916666666667
IFITM1	2.56825
POLR2E	-0.36675
ZNF643	-1.273
ZBTB25	-0.127666666666667
SPTBN4	0.3645
FBXO28	1.104
CLEC10A	1.71625
EPHA8	-0.341875
BEST4	-0.453
GAS6	0.937666666666667
TSHR	0.1255
TMTC1	0.245772727272727
GSTM2	-0.721166666666667
ETV1	-1.05275
ADAM11	-1.315
ERGIC2	-0.00666666666666665
ATP6V0E2	0.569833333333333
HGFAC	-2.7135
CTTNBP2NL	0.3275
FLJ20628	0.4775
MTCH2	-0.2705
BACH2	-1.19716666666667
AUTS2	1.38083333333333
FSD1L	-0.24875
RPRM	-3.34483333333333
PPP2R3A	1.242
BAT2	-0.391
LPHN2	0.044
MGC71993	0.143
PPARGC1B	-1.226
CENPT	-1.573
RNF123	-0.272833333333333
COL27A1	-0.9464
ZP2	0.6055
C2orf21	0.0525
CCDC78	-1.15125
MCM8	-1.835
PHLDB2	-1.0195
PLAUR	-0.325
HDPY-30	-0.10425
BMP5	-2.552
MUM1	0.178
FAM62C	-0.054
MID2	1.7815
SYT16	-0.09
ISG20L1	-2.154
C2orf40	1.83
SRRM2	-0.154071428571429
FCRL1	0.217
C1orf90	0.746833333333333
MEP1B	0.0345
PCSK7	-0.1704
PBX2	-0.08475
CENTB1	-0.0266666666666667
GLT6D1	0.3075
HGS	-0.0848333333333333
WDR51B	0.443
KCNJ8	1.97125
NOL10	0.10225
EDEM3	1.139375
TCOF1	-1.56066666666667
SLC16A1	-3.5325
SF3B3	-1.03225
NUDT21	-1.449125
ZNF235	0.8705
KIAA0644	3.03025
ERC1	-0.05
NKIRAS2	0.051
TRMT5	0.361
PPP1R7	0.105
C14orf177	0.6625
HTRA4	2.0615
FAM139A	-0.811333333333333
C16orf30	4.723
C10orf32	2.16375
VCX2	-4.3875
MGC27016	0.0593333333333333
LARP5	0.179333333333333
THNSL2	2.84816666666667
TRADD	-0.2855
C1QTNF1	0.3595
C1orf43	1.0047
AS3MT	-0.09925
SCARF1	1.60475
PHF23	0.02975
B3GNT2	1.18266666666667
FNBP1	-0.573
ZNF780A	0.678
MAGEB2	-3.28675
FANCG	-1.39475
EYA2	0.686833333333333
ZNF471	0.236625
C14orf153	-0.1325
BCL2L14	1.01175
EFS	-0.258166666666667
CKAP4	-0.6095
ZNF224	0.1986
ZNF652	0.486
TMEM4	-0.118875
SCN3B	0.192625
OAT	0.0515
DRD1	0.5295
IQGAP2	-0.184166666666667
CDYL	-0.407666666666667
PFN3	-0.081
ANKS1A	0.2135
COBLL1	1.10866666666667
C2orf55	2.96533333333333
PRCP	0.64775
TMEM130	1.5675
SPINK1	-0.39475
NDUFB1	-0.08175
DIO3	-0.02375
PRTG	-2.151
PVRL1	-1.041
CNTD2	2.009
MYL4	-2.89116666666667
SLC17A1	-0.28725
RGMB	-0.3475
TAF5L	-0.83725
FAM27E1	-2.386
CCDC59	-0.994
MED20	-0.0255
CHMP4A	0.953625
FBXL12	-0.107833333333333
TOMM20	0.2535
ZNF364	0.48725
COL22A1	1.07375
C13orf8	0.48225
TBC1D14	-0.224
MRPS35	0.136375
LOC51057	1.151
MSC	0.460666666666667
CILP	4.67033333333333
ATXN7L2	-0.629
BTLA	1.14716666666667
SEC23B	0.43375
RDH13	0.09425
C17orf63	0.630666666666667
TIA1	-0.427333333333333
RHOXF1	0.139166666666667
SPAR	-0.214
SPTLC1	0.7415
HMGB3	-0.812230769230769
TOPBP1	-0.9815
NAT8	-1.85625
KLF11	0.066875
HOMER3	-0.0575
KCNAB3	-0.7795
C9orf85	-0.6605
HCG3	0.724125
MGC34821	0.806
PHLDA3	0.5185
ODF3	0.794833333333333
KLHDC4	-0.345666666666667
GABARAP	0.9085
AGR3	5.48475
EXOC5	0.5756875
AADACL2	0.072
LOC91893	0.1635
RPL36A	-0.5875
SLCO1B3	-1.95425
PTPDC1	-0.38975
DUSP7	-0.533
NRP1	0.0323571428571429
VSTM2L	-0.5105
PLEK	2.40525
NLRP3	2.3085
TUSC5	0.16625
GPR3	0.312166666666667
RAB8B	0.3795
UBE2E3	-2.589
RC3H1	0.8545
MED29	0.831333333333333
CCDC50	-0.4200625
C20orf111	0.326
PRDX6	-1.257
TETRAN	0.177
BCAN	-0.7645
SMPD4	-0.49175
AKAP7	-0.4795
ZNF500	0.451333333333333
FGF11	-0.296166666666667
FLJ11151	0.856166666666667
FARSB	-0.543333333333333
MARCH10	0.198
ACYP2	0.477
HTATIP	0.669
CLDN4	0.75525
GRM8	2.1775
SLC22A18	0.9135
RNF141	1.05516666666667
GRK6	-0.671
VPS26A	0.4455
PIGZ	-1.0285
LYSMD4	-1.9755
CRLS1	-0.829666666666667
KIAA0562	0.4366
WFDC5	-0.0835
TTTY12	0.0865
MGC16824	-0.0948749999999999
FLJ25476	0.250333333333333
WDR8	0.0275
SEPT5	-0.491
PROK2	-1.31516666666667
RPGRIP1	0.9205
MTHFR	0.495227272727273
NEURL2	-0.5905
TRIM60	-0.0465
DACH1	6.004625
