Hybridization REF	TCGA-A7-A0CH-01A-21R-A00Z-07
BRCA1	-1.51466666666667
GBL	0.44125
SLK	0.330333333333333
NUDT9P1	-0.686
NOXO1	2.1975
USP52	-0.7295
BAZ1B	0.0975
SLCO2B1	2.2465
BBS12	0.870833333333333
LRGUK	1.41033333333333
TERF2IP	0.17175
COL1A1	5.793
KIAA0090	0.364625
GRK5	-0.341
AP1S2	-1.9635
TMEM52	-0.897666666666667
CA11	-0.8805
OR4A15	0.4055
ACBD3	1.6769
SPAG11B	0.39575
PRDM2	1.1197
FOXP3	0.29375
SMYD3	0.7893
LOC389199	0.8575
LGI2	0.924166666666667
NAPE-PLD	0.0915
ANKRD6	0.4515
WDR45	0.402333333333333
SHROOM1	0.088
PSCD3	0.1095
PYY	0.305
KCNC1	-0.7465
ARHGEF9	0.488
OR8J1	0.40225
GPR55	0.190166666666667
NS3BP	-1.438
C10orf22	0.205333333333333
NAT8L	-0.27425
DUSP4	1.442
FOXM1	-2.53383333333333
GRAMD2	2.4211
ZBTB48	0.822
BUD31	-0.694
PABPC5	0.503
CCDC41	-0.3735
FBXO11	-0.120916666666667
C6orf148	0.102
RFXAP	-1.60775
C6orf15	1.51
CDK8	-1.09516666666667
C6orf70	0.78825
TESSP2	-0.1255
ALG2	0.36175
PPP1R3D	0.823
TPM3	0.794222222222222
SYT13	4.7115
EPB42	-0.799333333333333
CETN3	-0.7275
PRY	0.371
NTHL1	0.176666666666667
POLR2B	0.059
RPS28	0.09625
P2RX3	0.165
LYZL4	0.00724999999999996
WBP4	0.049
PMM1	-0.00325
C11orf79	0.366
CBLL1	-0.8945
IL1F10	0.427666666666667
VAX2	-0.7525
SETDB1	0.719666666666667
LRAP	-3.53716666666667
GCLM	-0.906
CPEB3	1.961
PPM1A	0.4363125
INTS1	-0.38675
CAMTA1	1.46075
SAMSN1	-2.45
LOC158830	-2.71666666666667
GMPPA	-0.162375
AIPL1	0.35675
IL24	0.35425
BDKRB1	-2.8095
MLF1	0.8687
TAF12	-0.288
ID1	-2.397
THADA	0.190375
PIK3CB	-0.2135
OR4N5	-0.201
TBC1D17	-0.0813333333333333
COX8A	-0.244
CDCA4	-0.988
C2orf44	-0.31125
ZNF534	-0.99325
IMMP1L	0.03475
NIPSNAP3B	-0.221625
FTMT	0.41025
PWP2	-0.384166666666667
MMP15	-0.4735
DNAH11	-1.6505
MTMR14	-0.04175
DNAL4	1.61775
IPP	-0.081
TMEM59	1.450375
C1orf157	0.6805
RGS4	-0.827666666666667
DDX18	-0.647833333333333
SNX6	0.10525
ZNHIT2	1.20416666666667
NCDN	0.2165
FLJ33534	0.4785
RAG1	-1.153875
OR4D10	0.3205
PTPN5	-0.102
POMT1	0.447125
LRRC8A	0.3712
CYP1A1	-1.57025
CAPN1	0.400666666666667
DDHD2	-0.3425
GRIK2	0.079
GNRHR	-0.12825
PPBP	0.631
HTR3A	-0.870875
SLITRK4	1.2945
ANKRD49	-0.00475
BTF3	0.0674
SARS	-0.14625
C13orf18	-0.469666666666667
CACNB1	-0.355214285714286
QKI	-0.605681818181818
SETMAR	1.131125
MAN2B1	0.568
EML3	-0.58975
ACADL	-0.668833333333333
OFD1	-0.05325
DEFB114	0.4425
CGA	-3.4722
PEX16	0.758166666666667
LRRC10	-0.0715
GNG12	0.6905
C1orf152	0.0433333333333333
CHRM1	0.486
CD53	-0.135
DBH	-0.4885
TFAP2B	2.67775
HIST1H2BJ	-0.5115
FAM46D	0.271
TMEM11	-0.07325
C3orf32	-3.23175
PCCB	0.62225
IPO13	0.273375
C6orf105	-3.26525
COMMD5	0.79
SUV420H1	-0.336
LTBR	0.695
ARHGAP15	-2.057
HDHD2	0.73425
TDRKH	1.47333333333333
LOC401052	1.541
PSG4	-0.7165
GNB4	-1.0456
SPATA4	2.38625
SLC9A3	-0.8405
OSBP	0.834666666666667
NBPF3	0.351416666666667
DOCK11	-1.9225
SLC39A5	-1.46433333333333
PRR5	1.0828
C10orf63	0.658625
SMTNL2	-1.30475
ADRA1A	0.4565
ASAH1	2.7413
DOM3Z	-0.0152
GIPR	0.6665
AHI1	-0.121416666666667
NADSYN1	-0.157166666666667
RGS14	0.8943
IL18BP	0.5116
RTN4RL1	2.9265
ARMC6	-0.02425
PSMD5	0.0726666666666667
HK3	1.0294
OR4S1	0.28175
RSU1	-0.1642
MAD2L1	-3.08455555555556
EIF4A3	-0.559
DLEC1	1.47066666666667
E4F1	0.717666666666667
CHMP2B	0.2203
CAMSAP1	-0.23225
RPS21	-1.32483333333333
ARID5A	1.6105
UBE2N	-0.198
IGSF8	1.606
MAGEB6	-1.219
ACAD11	-1.3284
MGC4172	-0.47275
LMO4	0.54475
KLKB1	-0.54925
HP	-0.932
HDAC3	-0.0315
SCHIP1	0.03025
CLCA1	0.439
OLFML2A	1.1725
C1orf112	-0.70275
KIF19	0.3555
HAPLN4	-0.1017
CXCR7	0.244
GOT2	0.0172
RAB38	-2.020875
DCX	-1.48775
PPM1H	1.43866666666667
NFYC	0.673833333333333
KIN	0.18625
ZNF228	1.232
PLSCR4	2.0435
HIG2	-0.25725
FAM79B	6.99
C21orf86	-0.7599
KCNK10	-0.417
ZNF738	-0.8235
FSTL5	-0.7345
OR6A2	0.3145
OTOA	1.111
EXOC1	0.3235
AHRR	-2.819625
PDAP1	-1.59975
C19orf6	-0.0695
ZAN	0.45325
LY6G6E	0.261
EIF4E2	-0.5205
C20orf198	0.023
ZNF324	0.7895
CYP3A5	-2.59883333333333
ENTPD7	1.71533333333333
MBOAT5	0.597166666666667
GJB5	0.4505
TTC13	0.12525
S100Z	-1.33133333333333
KIAA0664	0.204833333333333
PDGFRB	1.97783333333333
IL17D	-0.8545
OR56B4	0.0145
RDX	-1.77816666666667
SLC34A3	0.863
IL28B	0.365
JUND	1.4395
CHRNB1	-0.001125
CAMK2B	1.19075
FETUB	-1.921
CXorf23	1.01175
MRTO4	-1.31
TTC3	1.1115
NDUFB8	-0.162
EDG2	-0.6595
SEMA3G	0.36925
IL23A	-1.998
GRHL1	1.5983
LOC441054	-1.3125
WDR65	1.080125
PSTK	-0.14025
STOML3	0.5915
R3HDM2	-0.2604
C5	-1.86675
SLC2A10	0.6805
C3orf22	0.626
PAQR3	-1.51569230769231
ANKRD26	-0.418583333333333
HCRTR1	-0.004
LOC399947	-0.17975
PSD2	-0.13925
TIGD2	-1.14166666666667
SCRN1	-1.14775
COQ10A	-0.4725
DDI2	0.07
METTL7B	-0.7865
UCN2	0.66575
FAM92A3	-1.63525
WDR16	2.412
ZNF511	-0.255333333333333
ZMYM5	-1.026875
POLR3G	-3.4035
ZNF586	-0.0595
C1orf49	0.5205
TANK	0.1355
RCAN1	-1.46633333333333
PELI3	1.371
LIMD2	-0.698333333333333
TMEM189	-0.933
NTN4	2.9195
LOC151300	0.443
CLEC2A	0.993
GPR135	-0.5355
DPYSL4	-0.1699
JAK2	-0.223166666666667
TSHZ1	0.563
TM9SF4	-0.08025
ZNF264	0.659833333333333
SIRPG	0.339875
BICD1	-0.836
HERC6	0.596666666666667
METTL5	-0.9745
CASP1	0.35925
PRRT1	-0.6185
PLA2G4C	2.71516666666667
ICA1L	-0.2045
TPTE2	-0.3348
OTUD7A	0.826333333333333
AQP11	0.04425
APOA2	-4.2248
KALRN	0.0276
SECTM1	0.592833333333333
IFNAR1	0.1515
TALDO1	-0.063375
RAB11FIP4	0.780583333333333
EIF5A	-1.8
FAM49A	0.76675
NEGR1	0.336333333333333
YTHDC2	0.106625
EHD2	-0.553875
NCF1	1.4257
SCRT2	1.0155
HOXA5	2.826
NUP133	1.0145
FGF12	-0.751125
SLMO2	-0.696375
SNTA1	0.32425
CACNG2	0.34175
GCM1	0.961625
ELF1	0.5875
TLR5	3.57125
TCFL5	-1.56408333333333
RBMY2FP	-0.598
LOC100125556	0.69875
FAM129B	0.29625
MAP3K7IP1	0.300875
NCK2	0.207
OXA1L	-0.72775
FMO9P	2.562
ZSCAN12	0.1155
PSMD12	-0.78025
HSCB	-0.51825
CLDN10	-2.9345
MGC13053	-0.18025
HPCAL4	-1.09066666666667
ASZ1	-1.122
MEX3D	0.574916666666667
NFAT5	-0.9803
CSPG4LYP1	-0.360333333333333
FBXO3	1.0331
DVL1	-0.00899999999999999
CMKLR1	1.64616666666667
TYMS	-3.42275
PEF1	1.5495
ZNF750	0.423333333333333
MCM5	-0.7165
MEGF11	0.065
KCNK7	-0.1735
PTP4A3	0.295
C1QTNF2	-0.158333333333333
OR6S1	0.406
FAM122B	-1.12325
ZNF551	-1.02175
HBQ1	-2.163
GEMIN6	-0.391
ARSK	-0.21725
RBP7	2.38833333333333
CPNE9	0.7055
DSC1	2.2315
LOC730112	0.73375
MAP2K4	1.581125
HS3ST5	-1.0095
EPB41L3	0.45425
TEKT2	2.43675
CDKN2B	0.120166666666667
ZNF480	-1.04
MAP3K6	1.217
MAP6	1.55716666666667
HN1	0.2605
OR2L13	0.0288
SLC16A11	0.643
FAM96A	-0.86175
APOL1	0.205
C5orf32	0.2485
RTP1	-0.124333333333333
RNF175	-0.00874999999999992
ZBTB41	2.182875
AHCTF1	0.062
SAE2	-0.5886
ITGA2	-0.0119166666666667
MME	-0.898333333333333
CCDC14	-0.97375
MAST4	1.966
KRT33B	-0.231
KCTD2	0.523
WDR26	0.834916666666667
MFI2	0.353125
NR4A3	-0.96025
ARSA	-1.29125
UNKL	0.265333333333333
SULT6B1	0.0925
CCNA2	-3.22783333333333
SOX15	0.1725
PPAPDC1B	0.326833333333333
C19orf44	0.882
MCAT	0.864916666666667
ARID1B	0.347125
OR52N1	0.428
C12orf48	-2.52075
MAGI1	0.621375
NIPA2	-0.641
GBX2	-1.75675
RSHL3	0.049625
RAVER1	0.574833333333333
C15orf17	-0.1695
SLC30A2	3.302875
ZNF518	-0.4185
PCYT1B	-0.914
C10orf114	-0.16
EIF3H	0.363916666666667
SLC25A39	-0.5335
KIF1B	-0.851
AMOTL2	0.63375
C6orf120	0.55375
PSRC1	-1.88875
PLA2G10	1.45775
KIF5C	1.229875
MRPL37	-0.616
C17orf62	0.735
C9orf135	-1.36866666666667
DUSP10	2.1914
CLCNKB	-0.036
PSMA5	-0.384
C8orf53	0.04775
AMPD3	1.19066666666667
PIAS1	-0.0615
ADCYAP1R1	-0.024
GYLTL1B	1.38925
CDH20	0.078
FBXO7	-0.33475
TMEM134	1.20433333333333
FLJ14213	0.921
ZNF3	-0.09775
LRRFIP1	0.463458333333333
CNOT2	0.53575
ABI3	2.01475
ALDH5A1	-0.806
HNT	2.3185
SERPINA4	-2.138
TK2	0.48825
STMN1	-1.88177777777778
GUCA2A	-0.130333333333333
GALNT10	1.17864285714286
DPP6	-0.6876
C9orf93	-0.383125
PRELID2	-0.4765
STK39	0.684
SFTPA1	-1.015
CKS2	-1.84866666666667
RHO	0.13275
C20orf135	-0.31375
XKR3	-1.766
CR1	0.15075
RPS6KA2	0.533714285714286
C20orf112	0.465
MRPL22	-0.09625
C4orf23	1.0055
GADD45B	1.0025
KLHDC1	1.52316666666667
C2orf48	-2.15
ZNF287	1.694
DAAM2	-1.16575
DPPA2	-3.13683333333333
TCTN3	0.432333333333333
DNAJB11	-0.289
FPR1	3.38475
DEFB4	0.2265
PTCD2	-0.6566
SMOC2	4.66483333333333
CABP7	0.578
SERPINB11	0.01125
MAGEF1	0.11425
NDE1	1.00166666666667
ITGA10	0.361
FSHB	0.438
ANXA2	0.999125
HORMAD2	-0.10575
HLCS	0.6355
MCF2L	1.6115
FH	0.3905
TBC1D24	1.55825
KIAA1505	1.66375
LGALS2	-1.72075
CNBD1	0.2765
SYNPO2L	-0.38075
PTPN23	0.184857142857143
C1orf183	-1.03816666666667
MAGEA8	-2.97175
DGCR8	-1.035
GSR	-0.5265
PAQR7	0.27725
ZNF676	-1.02325
CACNA1C	0.4854
SP7	0.141
PDCD6	-0.073
NRN1L	-1.3195
BRI3BP	-0.16925
KIAA1183	1.491
ASB4	-0.40725
CCL23	0.2726
OBSL1	-0.87325
SLC12A7	0.934583333333333
KIAA0240	1.27725
CD1B	-2.73166666666667
FCGR2A	0.91625
MDC1	-1.0765
HTR1A	0.285666666666667
OCEL1	0.4555
ATP11B	-1.337125
FBXO34	-0.2165
PCDH12	3.55433333333333
RPE	-0.991
C17orf74	-0.0395
CSDC2	0.6525
PET112L	0.376
TMBIM1	0.423125
P2RXL1	-0.419333333333333
TCHP	-0.18375
TRMT1	-1.103
F2RL2	0.0624166666666667
LRRC32	2.66416666666667
IMPG2	0.571
BGLAP	0.70075
LOC493869	-0.880583333333333
MRAS	1.026875
SLC35F5	0.2205
CBWD1	-0.0075
AXL	-2.149375
ATP2C2	0.85175
TELO2	-0.088
PNPLA3	-4.75175
PCDHB14	1.061
CD276	0.80525
KRT80	-1.536875
DUSP28	0.894
CSNK1E	0.293666666666667
SRP14	1.0055
KCNQ4	0.172
KRT72	-0.00333333333333332
CCDC117	0.217375
C6orf89	0.2865
TUBB2B	-2.57983333333333
RTN4IP1	-0.62125
CR1L	-3.72833333333333
CEND1	0.248125
C12orf41	-0.0475
RNF31	0.27525
UBN1	0.763166666666667
C17orf32	0.725625
SLC5A7	-0.341
GPR92	1.462
ESAM	2.3444
CTNNA1	0.739083333333333
HRBL	0.3451
CBX4	0.551
TMEM182	-0.07975
SH3TC2	-0.756833333333333
IL10	0.315833333333333
PXMP4	1.04
RNF167	0.3857
PAK7	0.769333333333333
ETV3	-0.2515
ATPIF1	0.164
LOC554207	-1.42883333333333
OR8H1	0.12525
WDFY3	0.948375
DPM1	-1.1535
GPSM1	-0.1325
WDR92	0.0171
LRP1	0.6175
ANKH	0.7125
THUMPD3	-1.18125
POLR1B	-0.93625
OLFM4	2.95183333333333
RAD9B	0.301
TSPY2	-3.9805
PAX6	-1.47433333333333
SCG2	-2.69325
SLC17A6	0.556
FMO3	1.91225
PADI4	0.035125
TUBB4	-0.5716
NLK	-0.092
POU4F3	-0.5915
SDF4	0.1865
ITGBL1	2.565
NETO1	0.5395
TAP2	-0.24025
ABBA-1	-0.2575
GNAI1	-1.23925
VPS4B	0.97375
NOPE	-0.1902
GALNT6	2.34333333333333
SESN1	1.192
GBE1	-2.02866666666667
CLASP1	-0.097
RASGEF1B	0.6275
ACOT11	-0.238285714285714
AFAP1	0.43975
OR2H2	0.3645
DPY19L2P1	-1.1445
DZIP1	-2.0585
SEC22C	-0.075
GPR161	-0.433333333333333
RNF146	1.1725
WDR74	-0.803125
GALP	-0.5415
PURA	1.324
DNPEP	0.473083333333333
RP11-78J21.1	-1.3995
ERBB2	2.800375
FANCM	-0.75125
NEO1	0.9885
DDX3Y	-4.7392
RPS3A	0.266375
MXRA7	-0.0852142857142857
LGALS3	-0.462166666666667
GLT8D1	0.3275
CFL2	-2.979
UPB1	0.108
NAP1L5	-0.0315
CLDN14	-0.704
DHX38	-0.785
BTBD1	-0.03925
TARS2	1.23083333333333
ABCF1	0.0443
FCF1	0.602833333333333
LRRC49	0.60225
GUCY1B2	-2.706
C1orf177	0.756333333333333
SMARCA4	-0.155642857142857
LRP8	-3.769
TAGLN3	-0.33075
MRPL14	-0.548
TTRAP	0.2075
ZDHHC20	0.035
NFE2L3	0.20625
KIAA1377	1.80925
PALMD	0.0517
TMEM43	-0.55725
TTL	-1.4685
STAT5B	-0.683333333333333
SSB	-0.94775
OR10H5	0.4145
SLC22A13	-0.755
AKAP3	-0.167
TIMM23	0.0878333333333333
OAS2	2.31891666666667
KIAA0423	0.847
TRIM11	1.2715
GLIS3	1.794875
TMEM50B	0.875333333333333
ARHGEF4	-0.807
DEGS1	-0.691545454545455
TBL1XR1	1.01566666666667
G6PD	-1.85525
SP140	-0.028
MUC17	0.0503846153846154
NUDC	0.1459
DNAJC5B	0.304666666666667
SCARA3	0.863333333333333
CPA3	6.0465
BCAT2	0.0375
MFN1	-0.5833
NRG3	0.0455
SNX11	0.40925
PLEKHH1	-0.067
GPR177	-0.147
HCFC2	0.30275
TCAP	-1.05075
MOCOS	-1.36725
C14orf93	-0.099
PRDM10	0.198666666666667
SLC16A4	0.255916666666667
SRGAP1	-0.488666666666667
VIP	0.0895
DUSP27	1.18083333333333
LILRA1	0.5304
MC2R	0.128
MGC24103	-1.75625
MBTD1	-1.897
FUT11	-0.462666666666667
USP33	0.6497
C15orf39	-1.60825
MAP3K12	0.0575
PAAF1	-0.358333333333333
BARHL1	-0.176
FLJ16165	-0.169
PIWIL2	-2.00025
SYNE1	0.15975
CMTM4	0.1195
TSPYL1	1.1657
GUF1	-0.816333333333333
TMEM157	1.38
WDR44	0.58625
HIST1H3C	-0.221
DKFZp666G057	2.04425
RNPEP	1.16975
GAS2L2	0.881333333333333
ADH4	-4.766
GRPR	3.32433333333333
FBXL17	1.17475
ZBTB10	0.1365
Gcom1	0.346666666666667
HTRA1	1.9944
ZNF585A	0.00949999999999995
SLC26A2	0.0337857142857143
OTOP3	0.245666666666667
WISP1	3.43411111111111
ATP2B4	0.0325833333333333
FLJ10769	1.35275
CRAMP1L	0.160875
CHST12	-0.9005
RAB22A	0.107666666666667
TARDBP	-0.0389285714285715
STAU1	-0.16925
CRB3	2.3485
MIG7	-1.35425
CHMP1A	-0.36
ZNF160	-0.256875
B3GALT6	0.0925
BARX1	-1.69283333333333
C6orf167	-2.2338125
NXNL1	0.4245
DHX29	0.528875
HADHB	0.29375
PLXNB2	0.984625
ILDR1	-1.13475
SLC15A3	2.521
GAS2	-3.54033333333333
C20orf69	-1.03525
NUMB	0.13175
TNIP1	0.416375
MESP1	0.440333333333333
PSKH1	-0.46975
NSFL1C	0.146
RHOG	0.14175
HEY1	-2.3985
KNG1	-1.496125
ITGAX	1.5572
LIN9	-0.571666666666667
CANT1	1.022875
XRN1	-0.037
CCDC96	2.1934
HEATR6	-0.872
GNG7	0.444333333333333
RUNX2	1.1630625
SOX1	0.336
FCRL5	-0.2155
ZNF99	0.03225
FAM9A	0.2185
SNX22	0.0826666666666667
MBNL3	-3.2465
ODC1	-2.3586
ADORA2B	-3.1735
NR2F6	0.6985
ZFYVE16	0.163444444444444
SYNJ2BP	0.5665
POLE	-0.53725
E2F2	-1.43325
THRA	0.439666666666667
PTGES2	-0.874
HIP1R	0.595333333333333
TMUB1	-0.336
ENO3	-1.912
RSPH10B	-0.343
CXorf39	0.8225
IRGC	0.207
GPR109B	-0.62725
FLJ13305	-1.4945
LCE3A	-0.6875
TNFRSF18	0.424
DET1	0.52775
TRPM3	-0.273583333333333
C16orf79	-1.0495
FECH	0.279666666666667
RAP2A	-0.534833333333333
CRIP1	3.1965
AZIN1	-0.450875
SLC7A7	2.872
IL10RA	0.4248
TMEM64	-2.59
CDC42EP4	0.9829
C16orf58	0.3139
ARG2	-2.40025
POU5F1P4	-4.5665
FAM62B	-0.346875
DNAH8	-2.1351
ASH2L	0.142875
TSLP	-3.78583333333333
CNTNAP5	-0.288166666666667
TMEM16C	-0.0935
IFNA14	1.192
SLC1A3	-0.021875
CABYR	2.88975
BCL7B	0.1615
NUDT13	-0.958
C13orf28	-0.35525
C1orf53	0.589
ARL6IP4	0.3023
RPL35A	-0.10425
EMR3	0.2935
RAB40C	1.184
SLC41A1	-0.426833333333333
LRCH1	-0.049
LY6G5B	-0.9535
FAM124A	-0.4315
MGC10981	-3.593
CLIP3	-0.0321
MAP4K2	0.0781666666666667
CHIC1	0.4945
SULF1	3.367
C20orf30	-0.0869285714285714
PRDM5	-0.784
ELOVL1	0.07125
C11orf48	-0.645125
SLC39A10	-0.357
KCNV1	0.54275
ACP1	-0.913833333333333
ZMYM2	-0.31525
B3GNT6	-0.1505
C9orf69	0.07925
C2orf15	1.61
C20orf166	0.7225
HSP90AA6P	-1.1545
EDG7	-0.9835
NEURL	-1.14525
LPL	-0.1235
CLEC2D	-0.4655
GRRP1	0.768333333333333
CD8B	-3.223
HIST1H3D	0.0628333333333333
SLC6A12	2.00925
FAM27L	-0.01
CD84	1.2909
RASA1	0.9745
PHKG1	-0.2785
MAGEA11	-1.531
IMPA1	-1.4824
NPM3	-2.15325
RARRES1	0.9105
SH3BP1	0.297375
B3GNTL1	0.4025
ARPC5L	-0.192333333333333
KLHL26	0.98125
SIM2	-1.695
GJC1	0.2985
C20orf194	-0.2195
EXO1	-2.68375
SLC2A2	-2.64333333333333
LOC285074	-1.611
LRG1	2.831
KIRREL	0.4805
PIK3R1	0.467142857142857
C4orf34	1.512
MAF	-1.169
ADCY4	4.13333333333333
ZMIZ2	0.613
SLC46A3	1.134
STAMBP	0.0245
CCDC16	0.75275
MS4A12	0.312
TCF20	0.701
LRRC46	2.59525
C20orf152	-0.04
MRPS6	-0.795625
ABCB11	0.00600000000000001
KCNC2	5.34083333333333
CDH19	-1.575
C9orf123	0.108666666666667
SSH3	1.76225
LDLRAD1	0.343
CCBE1	1.66825
ZNF135	1.175125
TAAR1	-0.268
WFDC12	0.3965
CCDC42	-0.0891666666666667
FLJ12529	-0.5525
PER1	-0.265166666666667
TIMM50	-0.563166666666667
SMARCAD1	-0.161666666666667
FAM26C	0.8555
TP53TG3	-1.99316666666667
SH3RF1	2.5217
LMCD1	1.6465
GPR63	-0.265
FLJ21986	-3.120875
AIFM3	0.418
MICAL1	-0.0428333333333333
BLZF1	1.19266666666667
IQCA	1.89183333333333
PCDHGC3	-0.04
SAC	0.05825
BCL6B	2.0175
DDO	1.28625
MARCO	2.928
DCHS1	1.3165
C1orf170	0.834
CD200R1	0.104333333333333
C22orf15	-0.526
SEPT11	0.517833333333333
ADNP	-0.2395
UST	-0.9792
C13orf34	-1.52333333333333
RFFL	0.624357142857143
APBA3	0.0775
C2orf60	-0.485875
CUTL1	-0.4816
PMS1	-0.848625
ZNF689	0.579
EIF3E	-1.28333333333333
IL9	-0.105833333333333
RPL31	-0.63925
LY9	-0.1075
ATP2B3	0.074
KDELR2	-0.164041666666667
TFCP2	0.3945
NLRP12	0.330125
FLJ45422	-0.4275
TLE4	-1.1068
ZNF570	-0.1635
FLJ43806	0.231
TLK2	-0.643
CIR	0.78975
MARS2	-0.1485
COL24A1	1.32725
SDF2L1	-0.1025
HIBADH	-0.351333333333333
IGFBP3	-2.34785714285714
C12orf23	0.352
PSPC1	0.1735
C20orf43	0.04725
TRAV20	0.32
ARHGAP24	0.11175
KIAA1975	-0.903
C1QA	3.6242
DNTT	-4.328
C10orf6	-0.0940833333333333
C11orf41	0.014625
HNRPF	0.58075
COL11A1	7.2015
UBAP2	-1.06
CDKN2AIPNL	-1.199
C20orf174	1.84325
SPRED2	0.85375
PLA2G12A	0.154333333333333
ICEBERG	-0.892333333333333
SCN10A	-0.36
C11orf65	0.15575
GBP5	3.25625
PITPNC1	-0.855166666666667
POU3F3	0.983
NCOA7	-1.33075
LIN7C	-0.0198
LOC348840	-1.6575
NKX2-2	-2.786
ANKRD13D	0.341375
LOC123688	-0.16
FUT2	2.59983333333333
TAAR8	0.632
FZD4	-0.250833333333333
PNMA3	-0.421666666666667
OR4L1	0.1475
WIT1	-2.11425
EXOC3L	1.41775
ATPBD4	-0.5791
KRBA1	-0.49425
UBXD6	0.1085
HOXB7	-1.03892307692308
C7orf23	-0.7325
UNQ338	0.56175
STAB2	0.85675
CDC20B	0.376
IRF9	2.081
CENTG1	0.103
TNPO2	-1.0155
MCPH1	0.449375
BMS1P5	-1.82225
SLC26A7	0.404666666666667
HIST1H3J	1.04875
C9orf3	-0.3372
LBH	0.698
MYO1D	0.901875
PTDSS2	-0.01725
NFU1	0.84525
DEPDC4	-1.14025
WNT7B	1.8159
GLP2R	-0.191666666666667
SETD4	-0.194
DYNLT3	-0.5961
FKBP11	-0.926166666666666
SESTD1	0.750166666666667
FLII	0.75925
RPS16	-0.6807
CHPF	0.3225
CSNK2A1	-0.283333333333333
SUMO1P1	-0.104
FKBP6	-0.909
ZNF214	1.89166666666667
TWIST1	-0.0751666666666667
DDX56	-0.256166666666667
TRAM1L1	2.6021
EPO	-1.20616666666667
MRPS18B	0.054
ZNF682	0.0478333333333333
RPL14	-0.2185
MAFF	-0.90125
LOC51136	-0.66025
LY96	-0.69375
DDX20	-0.30325
ABTB1	0.747666666666667
ARL5A	-0.6232
CCT6A	-1.27825
HEPACAM	-1.71466666666667
EHHADH	-0.169666666666667
RBAK	-0.364333333333333
CGB1	0.07725
ITGB5	1.1506
YIPF3	0.1215
FKBP2	0.47225
NR1D1	-0.0712
TMEM110	0.4235
NEK2	-1.71833333333333
PRAMEF8	-3.00775
C20orf52	-0.651833333333333
PCDHGA3	-1.167
VWA3B	-0.31825
NDUFA5	0.19775
THAP9	-0.41925
FLVCR2	-0.631833333333333
AP1S1	-1.25775
SMAD6	-0.6895
SAV1	0.445375
SAT1	0.92675
ZNF251	0.475875
ADAMTS7	0.3327
RPP38	0.0635
C1orf211	-1.8655
YPEL2	1.91575
RBMS1	-1.053
ZNF445	-0.175833333333333
NRXN2	-0.0635
PGBD4	-0.622714285714286
UGT2B28	3.09275
WBSCR16	-0.6282
NLRC3	-0.12725
ASTL	0.45975
ST6GALNAC1	-3.35625
ZADH2	0.028625
MLLT4	0.553
ARL6	0.0845
MEF2C	-0.27725
CBFA2T3	-1.3915
AFF3	1.89057142857143
COG7	1.0125
MYB	1.145
PLXNA3	-0.04
XRCC2	-1.826
MMS19	0.089625
ST8SIA5	-0.729875
CHPT1	1.085
KIAA1712	-0.607375
OR6X1	0.151
ACTR3	-0.74725
UGCG	1.0925
OR4P4	1.0025
ZAP70	-3.10775
LPP	1.40675
ZNF485	0.82975
PTPRCAP	-0.65475
IL12RB1	0.29475
ATRX	0.2641
CHST8	1.85175
C14orf109	0.46925
ARV1	1.152
NMB	-1.86814285714286
COX5A	-1.23966666666667
EIF6	-0.44025
MPPED2	-0.639166666666667
SEMG1	-1.741
CHRDL1	-0.524
TRAF3IP2	1.35875
WNK2	0.352
LILRA4	1.8865
LAMA2	4.1035
PXT1	0.5595
RLBP1	-4.70175
CD300C	0.4705
SLTM	0.050375
FLJ10404	0.1335
APOBEC3D	-2.288
RENBP	0.333166666666667
ATXN7L1	0.80675
NID1	-0.2105
TUBGCP3	-0.966
ITIH5	0.483055555555556
CCDC110	3.109
C8A	-2.624
MGC87042	-1.06975
HOXC13	-2.70875
TFDP2	-0.95575
HCP5	1.85875
POLI	1.097
UCN	-0.469
ZNF764	0.901166666666667
C8orf45	0.3185
FHL3	-1.01775
SPATA5L1	-0.67
MMRN2	2.58816666666667
NDST1	0.983666666666667
COL20A1	-0.205166666666667
ZNF248	-0.615166666666667
PELP1	0.0353333333333333
MBL2	-2.36633333333333
RNF41	0.631125
C5orf24	0.10025
THOC5	-0.43375
SERINC3	0.314333333333333
RP11-151A6.2	0.8045
CDCP2	-0.361
HIST1H2AA	0.73625
C11orf75	-0.152333333333333
FKBP7	-0.3545
DDOST	-0.162
GPNMB	0.319833333333333
TTF2	-1.32533333333333
KCNT1	-0.00100000000000001
SLC39A14	-0.816142857142857
NGRN	0.831
GPR137B	2.64975
MECP2	-0.028375
PSMA1	-0.4665
C16orf73	-4.8245
TMEM60	0.106666666666667
CSN3	-0.061
NOS1	0.169833333333333
RAB7L1	0.650666666666667
YBX2	-1.066
KIAA1166	-0.164625
FUBP3	-0.345666666666667
ABCG1	1.6395
ACACA	-0.0170833333333333
ARL11	0.3519
ATOH1	0.1775
ODF1	0.194333333333333
CREB3L3	-1.62516666666667
TMEM127	1.42421428571429
DSCAML1	-0.68825
PLN	2.35166666666667
LYPLA1	0.26325
PRDM9	-1.3195
SASP	0.21125
PLUNC	0.1695
INTU	1.18175
HISPPD1	-0.2755
LNPEP	-0.276
YARS2	-1.02566666666667
APCDD1L	-1.2745
ZCCHC4	-0.4511
FBXO22	-0.887333333333333
TTLL13	-0.385
ZNF669	-0.121833333333333
PTGDR	1.10325
DDX27	-0.1635
