Hybridization REF	TCGA-AO-A03T-01A-21R-A034-07
SPTB	0.0354
EFEMP2	-0.4565
EFNB2	1.681625
PCM1	0.831
NMNAT3	2.302875
TSG101	0.523666666666667
C8orf40	-0.269166666666667
NOB1	-1.22175
ABHD3	-1.116
GTF3C4	-0.381375
PIGN	0.339833333333333
GALNTL1	2.703
AEBP1	0.181375
OR9Q1	0.617
ANKRD2	1.8125
CCL28	0.421
TRIM38	-0.0758333333333333
TMCC1	-0.01375
SMG5	0.39775
LRRC7	-0.942
NCAPD2	-1.92766666666667
C6orf153	-0.56575
C1orf74	-0.42175
OTUD6A	0.042
DCP2	-1.0115
TMEM24	0.31975
RPL18	-0.547666666666667
TMEM177	-0.17975
LRRC37A3	2.10625
C1D	-1.14366666666667
LDHC	-2.05825
UBE4B	0.188833333333333
NIT1	-0.016875
BTN3A3	0.662375
RASD1	1.819875
COMMD3	-0.1765
SHFM1	0.71975
BIRC8	0.40475
DUT	0.73925
C12orf51	1.4285
LRRC59	0.262
LY6H	6.239
WDR22	0.0438333333333333
EDEM1	-0.0625
ADH1A	3.5605
PANX2	0.7772
CYP11B1	0.83075
CDC73	-2.128
GPR172A	0.7425
GSTM3	-0.512153846153846
KCNA5	0.278625
SERAC1	-0.623333333333333
NFATC2	0.2045
ANAPC5	-0.7414
C15orf24	0.03475
NFATC2IP	-0.782916666666667
TNRC6C	-0.00533333333333332
MGC102966	-0.50075
FGD5	0.0951666666666667
MED9	0.0135
RAB13	1.08216666666667
C15orf49	0.401
CRYGS	-0.6759
C12orf53	1.7272
LOC283693	-0.172
COX6B2	0.122625
PHF14	-0.159375
FAM3A	-0.3355
RPL13	-0.3959
PRDX2	0.2873
FLJ34047	-1.59875
PRMT3	-1.76925
KCTD19	-1.25
TRIM10	-0.530666666666667
MGC26597	-0.0683333333333334
GCNT4	-0.0755
GPRASP1	1.019
CDKN1C	-0.585666666666667
RHBDL2	-0.003
HSPH1	-0.31375
AQP1	3.737375
COL17A1	2.0051
GFAP	0.244125
CDC16	-0.925
KIAA1614	0.887
C6orf118	-0.00360000000000001
ZSWIM5	0.026
FAM83F	4.1835
LYNX1	1.7994375
SYNPR	-0.5735
XG	0.694
PRSS16	-1.382375
KIF13B	1.14642857142857
PCDH9	-1.239625
HIST1H2AH	3.15316666666667
RBM18	-0.6395
ZNF626	0.151875
HEXIM2	1.16516666666667
ITFG1	-0.908
TUBG2	-0.841
SFRS7	-0.810416666666667
C9orf14	0.354
EXTL1	3.062
GBP3	1.8435
WDR5	-1.67725
RARG	0.806
MYO7A	-0.046125
CECR6	1.348
C13orf3	-1.93425
SFRS18	-0.086
ACVR1B	1.043
PSMD1	-1.2918
C7orf31	-0.1335
ILVBL	0.05125
IFNGR1	0.37875
RNF186	2.16675
NOL9	-0.566
MAGEL2	0.204
SLC29A2	-0.54725
NHSL1	-1.65575
RBMX	-0.832
PSORS1C2	0.912625
RAD51L3	-0.583166666666667
LCN6	0.4495
ORAI2	0.086
BRUNOL6	0.0875
OR4K5	-0.1025
CDC123	-1.645875
MSLN	-2.42233333333333
WWTR1	-1.7655
ZNF700	-1.26716666666667
COBL	0.54125
PPP1R16B	0.204875
GAS7	-0.2866
MDN1	-1.734875
HAAO	0.4075
C9orf68	-0.278
TNFAIP2	0.54825
FOXN1	0.1695
hCG_2033311	0.4475
ATP6V0D2	-0.35
RPL41	-0.34675
SLC38A1	1.75325
ARHGAP6	-1.1375
ADAD2	0.6525
PHF20L1	0.5633125
MCM3AP	0.369333333333333
ST3GAL3	-0.556833333333333
SNX1	-0.223333333333333
ELF5	1.913
PARP3	-0.663
RBM8A	-0.763625
LINGO4	0.644
ITGA9	0.942666666666667
ZFR	-0.12575
ACSL6	0.02275
FLJ20699	-0.1548
DAOA	0.228
FABP4	5.68475
KCNB1	1.821
CANX	-0.3887
SLC25A28	0.1955
ADIPOR2	0.340125
ECHDC2	1.73475
SMA4	1.025
FRZB	3.1205
PABPC1	-0.387666666666667
DMRTB1	-0.467142857142857
APOBEC3G	0.83225
CATSPER2	-0.621
CUEDC1	2.61416666666667
STARD9	-0.77675
CLDN8	2.9325
LOC23117	-0.293318181818182
E2F6	-1.27038888888889
TMEM126B	-2.25733333333333
DPY19L4	-0.51125
GIMAP5	3.608
NDUFA9	-1.8065
FAM77C	5.077
CTPS2	-0.926
LOC51035	0.1185
WDSOF1	-0.7465
EGLN3	-1.109125
PITX3	1.46833333333333
OR52E8	-0.6805
GRM4	0.753
KLK1	-1.86966666666667
GPM6B	0.0965
RRAGD	-2.32833333333333
PAGE5	-3.4345
UCHL5	-2.4305
ULK3	0.226166666666667
AIM2	0.500833333333333
PNO1	-1.65316666666667
OR2F2	0.1695
GNAT2	-1.0815
SIX1	1.945
ST13	-0.485666666666667
ZBTB44	-0.361625
TIMP2	-0.004
ZMAT4	-2.33775
GTF2IRD1	-0.201
ZNF19	0.317166666666667
ZNF714	-0.95625
RSC1A1	0.507
C9orf80	-0.69
PSMA8	0.110166666666667
TMEM141	0.32025
COX4I1	-0.259142857142857
CTAGE1	-0.3025
DTWD1	-1.34625
HSD11B1	0.46175
KRT6B	3.95875
ARID4B	-0.0875
LHFPL3	-0.102666666666667
WWP2	0.0111666666666667
ZNF326	-0.308833333333333
RGPD1	-0.5985
CTSH	0.96
FASTKD1	-2.1325
PAF1	0.818
TTC9C	-0.27275
IFT57	1.2183
PRSS36	1.021
IL20RB	-2.0255
ZNF592	1.06316666666667
DCTD	-1.2945
CFP	2.92875
MFNG	-0.619625
JMJD2B	0.8025
ALDH3B1	-0.76275
THSD4	3.12466666666667
KCNJ5	1.37016666666667
LMNA	-0.00866666666666667
TBCD	-0.2265
ZNF250	0.3745
CASQ2	0.967333333333333
PEG10	-1.15583333333333
PRAME	-4.8836
NP	0.73525
TRIM59	-0.426
ZNF12	0.31125
XTP3TPA	-1.385
SIGLEC7	-0.8306
PANK4	-0.28775
FAM70A	-2.018
SNED1	-0.83775
HIP1	1.0248
RAET1E	1.57733333333333
AMAC1L2	-0.2375
AHNAK2	0.314583333333333
TOE1	-0.978333333333333
RECQL4	0.29525
SPRYD3	1.39825
DPAGT1	-0.81575
MAGED2	3.0272
ANKRD55	-1.15475
TRPS1	3.46216666666667
DOK7	1.63625
TFPI2	-6.35975
GTF2H3	-0.937166666666667
CYP4F11	2.025125
LHX2	-3.53833333333333
ATG16L1	0.483333333333333
ASB12	0.1575
C1orf116	2.3685
NF2	-0.2815
POM121	-0.6951
PHYHD1	1.6052
TXNDC17	-0.345
DKFZp779O175	-0.83775
NUP62	-0.337571428571429
MYO18B	-0.9295
PRAMEF1	0.2185
TCBA1	0.601875
TMEM168	-0.02725
FJX1	3.57033333333333
CLCF1	-1.1535
SEPN1	0.7075
IGSF2	0.69475
NUDCD1	-1.13333333333333
TFF3	3.5495
NDFIP1	0.517571428571429
CHCHD4	-1.483
TNR	0.414
CUTA	0.6585
USP44	-3.8915
DPP10	-0.00866666666666669
IWS1	-0.764
PCGF1	0.293
SULT1C4	-0.4685
NTF5	2.66425
PTPN13	1.79175
SSTR5	0.61
SFRP1	1.339625
IDH3B	-1.37675
SUOX	0.769
TMCO5	0.02475
GOLT1B	-1.2095
MIB1	-0.529642857142857
PCDHGB1	0.4885
SUSD1	-2.07925
ICAM5	-2.3005
PAPOLB	-0.297333333333333
URM1	-0.0325
TMEM106B	0.349833333333333
LRIG2	-1.1805
SLC27A5	-0.61875
CLIC6	1.6267
ZNF420	0.681833333333333
SCN9A	-1.3143
KIAA1909	0.00325000000000002
ELMOD1	-3.22133333333333
PRKAG1	-0.743
FAM64A	-1.05833333333333
EEF1G	-1.19365
SMAD5	1.3985
INCENP	-0.987
WASF2	-1.7485
GARS	-0.6617
CDK10	-0.8439
HLX	0.411833333333333
MDM4	-0.025375
ZNRF1	-0.309857142857143
HHATL	-1.33716666666667
FAM21C	1.1817
HIST2H3C	0.003
PFDN2	0.29675
ZNF200	-1.38725
NDN	-0.769
HBA2	-2.079
FBLN5	1.72525
PUM1	-0.0368571428571429
TNNT1	0.223
C19orf59	-1.102
HNRPH2	0.118166666666667
RAB7A	0.353833333333333
PMS2	-0.052875
BIRC3	-0.4965
NRSN2	1.8885
OR52K2	0.08
SPOCK1	-1.22457142857143
H2AFY	1.1535
RXRB	-1.4125
ZNF638	-0.315166666666667
ANKRD45	0.03575
ACTN4	0.598
FXC1	-1.2195
EIF2B5	-0.90025
VPS33A	-0.4165
PINK1	0.1375
FAM106A	0.264
SKIP	1.2800625
GAPDHS	0.0775
MUM1L1	1.34
PSTPIP1	1.015
CNTNAP1	-0.5594
CYP26A1	0.749
APOL2	0.8638
TACC2	0.080625
COX7A2L	-0.636285714285714
HSD17B1	0.5886875
ARRB2	0.01425
SLC7A6	-0.1354
HSD17B10	0.0435
RBJ	0.14875
NUP155	-2.336
MRPL10	-0.702
CYCS	-1.04058333333333
CCDC46	0.775166666666667
TECTA	-0.2905
GNAL	-1.04125
LPO	0.2275
PEBP4	1.0895
DDX11	-1.345
C18orf12	1.2015
TAF9B	0.147083333333333
IMP4	-0.16225
RPA4	1.77333333333333
NDUFS1	-1.09825
UPK1A	0.092
ARRDC2	0.616833333333333
C18orf20	-0.994
AES	0.808285714285714
CD2BP2	-0.9425
C16orf54	1.1075
UGT2B17	0.526375
FGFR1	-0.163409090909091
CEACAM6	5.0517
CHRM5	0.4475
CERK	-1.140625
AP3S2	1.76085714285714
ANKS4B	-0.96075
CLCNKA	-0.342
ZNF208	-0.294333333333333
HLA-DRB5	5.6125
CARKL	-0.16025
GOT1	-0.643
CASP6	-0.361875
HOXA1	-0.6595
RCL1	-0.82275
ZNF181	0.273166666666667
RAB40B	0.5375
MRPL38	0.56375
LRRN2	2.8615
C3orf25	1.0385
OR5D14	-0.118
OR10AG1	0.854
BET1L	0.2854
FRY	3.31125
AK3L1	0.451
CSF3R	0.255333333333333
POLR3K	-1.49316666666667
ATG2B	-0.141166666666667
EPS8	-0.0633333333333333
DARS	-0.926
C10orf56	-0.147333333333333
DAD1	0.132833333333333
RIOK1	-0.957833333333333
HERC2	-0.03275
HSD11B2	2.17866666666667
FAM96B	-0.06775
MGC13057	-1.218875
BSN	0.7805
CAND1	-1.19483333333333
HCST	2.40525
ACTR10	-0.689666666666667
OR8D4	0.419
NASP	-1.9257
COL9A2	-0.089
LYZL1	2.32
GPC5	-1.86525
TBL3	-0.852666666666666
CENTD2	-0.0349000000000001
OR5AP2	-0.068
TLR1	1.21525
LMO6	0.0945
ZIC2	-3.108625
CPNE5	1.16533333333333
ZMYND15	1.52
FLJ22374	1.17675
CCDC106	1.078
PARP16	-0.0335
PDIA3	0.673
C14orf126	0.794333333333333
CECR2	0.76
SFRS1	-0.728571428571429
FIGLA	-0.858
DCP1A	-0.5805
MGC45800	-1.5265
TEKT1	0.1602
C10orf67	0.219
CLN5	-0.398875
NTN2L	0.5695
GLE1L	-1.10175
CES2	0.0657
GNAS	0.185666666666667
DDX53	0.2645
TSPAN13	3.3345
MRPL52	0.3663
SPIRE2	0.1445
TAS2R39	-0.0205
SCUBE3	0.59825
UCRC	0.6953
CDKL3	-0.18225
KIAA1715	-1.2558
ZNF345	0.78975
RTF1	-0.250625
DHRS7	0.1135
RIPK4	-1.38783333333333
EXOSC2	-1.35483333333333
MS4A2	-0.168
FGF17	-0.0275
WDR59	-1.051375
EVI2A	-1.265
IL17RC	1.19816666666667
HS3ST1	2.09575
ITGB1BP2	-1.8255
RBPJ	-0.814666666666667
GIMAP1	3.302
INE1	-0.881833333333333
ALDH18A1	0.02975
TPI1	-2.094125
GATA6	-0.63375
CABP1	-0.677666666666667
ZNF484	0.0295
DAPK3	0.398
GJB1	-0.594166666666667
PIN1	0.38375
SLC6A15	-3.2829
CNO	-0.00149999999999997
RIN2	0.745125
FRRS1	-0.096
CYorf15B	-2.777625
DMRT3	0.20325
ATAD1	-1.48125
OTUD4	-0.380055555555556
ATOH8	-1.38925
ZSCAN16	1.366875
ASCC1	-0.299
OTUD3	0.35575
MGC33212	1.27266666666667
YME1L1	-0.60925
RP11-218C14.6	-0.1135
PCBP4	0.3095
TNFRSF10A	0.0875
CDH10	-3.76516666666667
KL	2.641125
SCP2	-0.411166666666667
C9orf119	0.66775
SON	-0.441583333333333
MAFK	0.1925
SBNO2	0.5315
SLC6A6	-0.829666666666667
SC4MOL	-0.4735
FAM35B	-0.369875
PPP1R9A	0.40275
PDZRN3	0.193125
CXorf20	1.315
C6orf126	2.9155
AVEN	-0.0525
FLJ21075	-0.796
C14orf132	0.5435
PCK2	0.51825
GUCY2C	-0.091
BARX2	1.1565
PEX11G	0.572
DAO	-0.501333333333333
C10orf49	0.58225
EDNRA	2.19316666666667
PPP2R5A	1.3447
DDX39	-0.037
SERF1A	1.3905
ASCIZ	0.6163
FNDC8	0.44475
PTMS	0.922375
PHF7	-0.436
PIP4K2B	0.4415
HHLA2	0.27675
BDH2	0.368
APOBEC2	-0.667
PENK	0.9195
SMAD9	-1.19975
MT3	0.6605
RGL1	-0.203375
ATG10	-0.938875
DLGAP4	1.6085
APPBP2	-0.383714285714286
BACE2	0.908785714285714
LOC339344	1.322
ZNF395	-0.32975
HIST1H2BL	1.856
ZNF467	1.607625
SLC25A21	-2.39166666666667
PALM2	-0.0473333333333334
NSUN5C	-1.10125
IL5	-0.0281
CLSTN2	4.11875
ANXA8L2	-0.73775
PTGES	1.738125
GDAP1L1	1.28633333333333
OPRK1	-1.6215
WDR20	-0.653416666666667
C12orf4	-0.86325
NUP88	-1.1575
XRCC6BP1	-0.6345
FCGBP	1.87492857142857
LEMD2	0.991
NOMO1	-0.983
C10orf79	1.508
ZNF79	0.562
OCRL	-0.4798
HSPA8	-1.59095833333333
DIDO1	0.481541666666667
PLA2R1	0.30575
COG3	0.454
NGDN	-0.2905
CBFA2T2	-0.030625
PNOC	-2.47075
PRRG1	-0.192583333333333
AGGF1	0.0292857142857143
DPF2	0.4735
YIPF7	0.411
TRPV5	0.127
ZNF322B	0.9525
MED12	-0.1855
CARS	-1.52833333333333
ABCC11	2.698
C9orf25	1.014
MYH1	0.43
FRYL	0.341083333333333
AGTRAP	0.2865
MMP27	0.9575
ZNF432	-0.226375
OR8D1	0.1555
OR13D1	-0.554666666666667
VWA1	3.0065
STON1	-0.6465
IL5RA	0.193
PERP	-0.0697
C10orf107	-0.8145
TNFSF12	2.5295
FN1	-1.03654166666667
MTR	-1.5
PHLPPL	-0.7905
ZNF425	0.1465
DHFR	-1.19622222222222
PPP1R12A	0.3045
RSPO2	-0.811125
ZNF7	-0.579
ZNF583	-0.61125
TPMT	-2.3065
GPR132	1.12185714285714
OR2T12	-0.3985
SERTAD2	-0.4562
ATP1A1	-0.0741
FRMPD3	1.32
ZNF672	0.073
PLXNB3	0.129625
EML5	-0.89
FAIM3	1.4605
UBQLN2	0.295
SORCS2	0.18575
PRIM2	-2.0375
ACVR2A	-0.504833333333333
YWHAZ	0.77925
PGM2L1	1.30975
GNAO1	0.925357142857143
RPL10	-0.6446
RPS6KA6	-1.22
PFKL	-0.326333333333333
SH3D19	0.0675
AURKB	-2.35133333333333
ZC3H6	1.843125
DISC1	-0.3805
FLJ39660	-1.72233333333333
TMEM25	3.023125
OSBPL10	-0.546875
CLTCL1	-2.1085
ALG6	-0.437
CATSPER4	-0.617
LRTM1	0.061
RRAD	0.458666666666667
TIPIN	-1.92025
CARD14	2.311625
RBM9	-0.364166666666667
RASSF4	0.892
SLC25A18	-0.449
C6orf58	-0.477833333333333
IGHD	1.1005
PLA2G6	0.507
TPT1	-0.325875
SEC63	-0.2277
CCDC113	1.1089
TDRD10	0.46325
KIAA1666	1.156875
TOR1AIP1	-0.229583333333333
SYTL4	0.480333333333333
SPRR2F	-0.691
CEBPD	2.3985
SNTG2	-0.1325
C20orf77	-0.263833333333333
TAS2R49	0.042
C6orf173	-1.10933333333333
SVEP1	-0.2236
PXN	-0.569285714285714
VIL2	0.3075
C5orf21	1.631
DIXDC1	-0.184
GANAB	-0.767166666666667
PDSS1	-1.769
NGFR	1.656625
ATP8B4	0.5375
BMP8A	0.5265
CCDC132	-0.892416666666667
GNRH1	-1.42875
OR10T2	-0.0833333333333334
PDGFD	2.26516666666667
OR6W1P	0.752
HARS	0.27225
KRT77	-0.2505
AQP8	0.1865
ITGB1	-0.4031
ZNF254	-0.4862
PAX1	0.221166666666667
PSMC4	0.1785
ANKRD22	4.7935
PSMD8	-0.105833333333333
HTR1E	1.25083333333333
SOX10	-0.32
OR5B2	1.1095
RABGEF1	-1.16492857142857
MAP1LC3B	-0.004
CYB5R4	-0.7955
AGXT2L1	-2.68775
FLJ41603	2.3955
TRAPPC2	1.03483333333333
FNTB	-0.4477
FLJ14107	-0.660333333333333
AURKAIP1	1.2175
DSE	0.35025
NFKBIZ	-0.390333333333333
OSBPL3	-0.374333333333333
LOC130576	2.606
SLC39A9	0.0108333333333334
LOC137886	-0.7205
RHCE	-2.2125
ATG7	-0.581833333333333
FAM82A	-0.3855
FBN3	0.3765
MCFD2	-1.19533333333333
CASP14	-0.4445
EPS15	0.367833333333333
SFRS2B	0.0605
C19orf47	0.5345
PLAC9	2.1875
GPR23	-0.1215
BTNL3	0.483166666666667
RGS8	0.048
GNS	-0.61875
ENO2	-1.736
CBX1	1.639
PEX26	0.639
LRP5	-0.126833333333333
ADAMTSL4	-2.40316666666667
ARR3	-0.0343333333333334
MAP1A	2.19375
CD2	4.1375
NAV2	0.735875
TMEM69	-0.5015
ATXN7	-0.499666666666667
CHN2	-1.08016666666667
ZNF781	-0.9935
HAS2	-3.12866666666667
KIAA0241	-0.740833333333333
BIC	0.27275
MOBKL2A	0.75325
CYP2C9	-0.6155
CNOT7	-0.155428571428571
SFRS10	-1.715
CST11	4.9825
FLJ37543	-0.04
NKAP	-1.04975
RUNX1T1	3.36375
EAF1	-0.3917
IL4I1	2.919
LRRC61	0.498666666666667
PSIP1	-0.415666666666667
SPRR4	-0.404
ZFP90	1.48683333333333
AP2B1	-0.807692307692308
SLC30A7	0.0306666666666667
C7orf28A	-0.122833333333333
S100B	-1.373
BMP2	-1.753375
ESR1	2.38
ZFPL1	0.0655
ARHGAP12	-0.522
LRRC19	0.353666666666667
ZNF767	-0.65
NACA	-0.3475
OLIG1	-2.22875
PRF1	0.77275
LST1	3.34433333333333
SPATA9	-0.6768
CNFN	1.764
CDK4	-1.1325
TCF15	-0.549833333333333
PARC	0.52775
PPM2C	1.57725
LOC283345	0.131
FAM107B	-0.50275
DMXL1	-0.16575
RBM3	-1.40225
HTR5A	-1.01166666666667
SCFD1	-0.466833333333333
EPHB3	2.454
ROPN1L	0.828166666666667
RAMP3	3.424
TSPYL5	3.635
GAP43	-3.0295
PAPD4	-1.400375
PDE3A	-1.99175
TNFRSF10C	0.1155
JMJD5	-0.2755
RASGEF1A	1.0608
C16orf65	0.0506666666666667
HIPK3	0.461833333333333
XYLT2	1.628
XPOT	-1.48783333333333
GAL3ST1	-1.33575
DHCR7	0.2975
AMIGO3	0.2035
FGFR4	-0.665666666666667
CRAT	0.995125
PPP1R14D	0.1
TRIM14	0.1422
TMPRSS11D	-0.6065
SLC7A11	-2.31492857142857
OR10H2	1.074
PPM1E	-0.4661
DOCK4	-0.678875
FAM127A	0.247875
ENOPH1	0.17875
SLC5A3	-0.8891
ZNF530	-0.39
NTS	-6.5285
FRMD4A	0.72175
BCL11B	-2.785
PRM1	-0.222
UQCC	-0.5068
S100A16	1.2815
PLS3	-0.73575
WWOX	0.0910000000000001
CCDC23	0.994
GTSE1	-1.21533333333333
GP2	3.854
FLJ32549	0.000999999999999994
CHIT1	2.2495
KLF9	0.5085
RPS24	-0.2024
MIA	1.1845
FIGN	-1.7045
PYROXD1	-1.012
PCSK2	2.04875
MRPL9	-0.50875
RPL24	-0.0535
C12orf32	-1.66375
HIST1H2BE	1.90925
RGS18	2.33875
LFNG	2.846125
RAB4B	0.4026
FBXO25	0.500833333333333
TSPAN31	0.3785
ARL8A	2.03392857142857
C10orf83	-0.1346
OR51B6	0.047
CNKSR2	0.835
C1orf156	-0.50425
IBSP	0.4315
GFRA2	0.8638
ALKBH7	1.2454
NEK10	0.0125
VN1R3	0.284333333333333
LOC91948	0.646
CPZ	-1.0695
IHPK3	3.43366666666667
COL8A1	1.19025
RBPJL	-0.786
OR10A4	-0.12275
CASP8AP2	-1.5225
MMP12	-1.18566666666667
OR8B12	-0.1985
CDCA5	-1.26383333333333
LIX1L	-2.15875
PEX11B	0.788625
GABRA1	0.0648333333333333
HABP2	-0.039
REEP1	2.48833333333333
FBXO15	3.24025
CD68	0.297
WFDC9	0.056
GHDC	0.805
SMARCA1	-1.68675
SPAST	-0.276
PLXND1	0.578083333333333
MLCK	-0.641
INTS5	-0.342833333333333
BSG	-0.0847857142857143
PARP8	0.238166666666667
TEAD4	-0.775666666666667
ZNF498	-0.367375
TMEM89	-0.0443333333333333
DTX4	1.21075
TNRC6B	0.8816875
ARMC2	-0.195857142857143
FGFBP1	-0.2565
TIMM8A	-1.53633333333333
AJAP1	-1.5813
ZNF608	-0.06025
SLC25A42	-0.318875
SYP	1.68866666666667
MMP11	3.62783333333333
USP40	-0.5247
C3orf62	-0.446833333333333
MYO1E	-0.7836
LRFN4	0.45275
XCL1	1.11533333333333
GPR155	0.758875
VPS29	-0.6305
CARHSP1	-1.259
ARHGAP20	0.587166666666667
GREM2	0.196785714285714
CCDC102B	2.44125
ZNF577	0.278
HDDC2	-0.826125
SHC2	0.1006
NCOA5	0.902166666666667
INPPL1	-0.967
CHGB	-2.6356
IHH	0.042
DDEF2	0.05125
DIAPH3	-2.07204761904762
BUB3	-0.708916666666667
GGH	-1.54766666666667
VPS35	0.8848
CNN2	0.718416666666667
ASNA1	-0.405
WDTC1	0.825
AMAC1	0.976
HAS3	-1.69083333333333
SLC1A6	-1.59166666666667
ZNF563	-0.1755
C1S	2.281
TCF7L1	1.05775
OR10Z1	0.408
ME2	-0.6045
C6orf151	-0.5705
KPNA4	-0.5691
GLO1	-0.550625
WDR61	-0.679
CD302	1.37225
SIRT7	-0.372
C11orf59	-0.03825
PKIG	0.2285
PPIL3	-0.7655
CCDC74B	3.781875
ZNF528	0.15775
EFNA5	-0.088
FCGRT	1.328
NOL4	0.5315
CCS	0.123
LOC374491	-0.66075
MFSD7	3.9345
ZNF555	-0.1635
LIMS3	-0.91375
TSSC4	0.3115
COL11A2	-1.171
C1orf119	0.867833333333333
BPNT1	0.025
CHRNA6	-0.5225
C1orf173	4.8855
PLD2	-0.333
ORC1L	-3.13625
SASH1	0.907625
CDC14B	-1.519625
RLBP1L1	1.296
LDLRAP1	0.0875
NAT8B	-0.0206666666666667
HHEX	-3.661
LGALS7	2.8925
PLCH1	0.922625
OR1M1	0.463
PRAMEF16	-0.49375
HECTD1	-0.86
C14orf39	1.518
TLN2	1.204
HDAC4	-1.43657142857143
SYCP2L	-2.2195
GLRA1	0.631
RPS6	-0.826
hCG_1757335	-2.1275
KLHL1	-0.0895
CTNNBIP1	1.18016666666667
SCAND2	-0.882
HMGN2	-0.4501
YAF2	-0.50725
BRPF1	-1.05225
LIAS	-0.6125
CTA-246H3.1	-2.85825
SAG	-0.6435
C20orf10	0.696
HNRNPA2B1	-1.545
GADD45A	0.2285
MSH4	-0.2975
TMEM70	-0.339
HIST1H2AM	2.19425
C19orf26	0.0578333333333333
C1orf50	0.027
GNG3	5.40775
FTO	0.83225
CALCB	-1.049
PPP3R1	-0.788875
C15orf42	-1.113125
CCNJ	-0.18875
GNAZ	1.9324
PSD	0.0826666666666667
FAM57A	-0.965
STIM2	0.236166666666667
DHX8	-0.31525
MOGAT3	-0.19375
UBE3B	1.50266666666667
PLAT	2.6815
C6orf206	3.2845
COPE	0.4539
EIF3A	0.1705
C1QL2	0.00124999999999997
IQCE	1.11716666666667
KIAA0182	0.861916666666667
SLC22A7	-0.0796
PPFIA2	0.19
ADAMTS15	0.9915
ODZ1	-0.186
THBS4	2.92216666666667
ARHGAP1	0.337125
B4GALNT3	-0.553666666666667
FCHO1	-0.5065
LOC440456	0.5595
HOXD10	0.737666666666667
CXCR3	2.4915
CHI3L2	-0.353875
SRPX2	0.891
ZNF132	-0.243333333333333
UBAC2	-0.847333333333333
RPL32P3	-0.6225
CBWD6	-1.273
ST6GALNAC4	-0.649
KIAA0391	-0.274833333333333
LOC388969	-0.056
KRTAP5-8	0.9105
ZNF786	-0.2105
LYVE1	0.218166666666667
GPR144	0.57175
APOH	-5.4315
TSC22D2	0.582833333333333
PLCD1	-0.33
FLG2	0.794
M-RIP	-0.6046
NDUFV1	-1.216
POLDIP2	-0.406
RAB3GAP2	1.384
RPSAP15	-1.88675
CLEC7A	0.330625
HSPA14	-1.0085
TAAR5	0.938
FAM132A	-0.042
C2orf43	-0.5755
OR10V1	-0.182
SELPLG	-0.03175
C1QTNF6	0.120833333333333
OPCML	-0.00470000000000001
DTYMK	-1.251
ALDH16A1	0.44125
F13B	-1.0995
MGC16169	-0.55125
KIRREL2	-1.85316666666667
C14orf32	-0.310583333333333
SLAIN2	0.5544
HSD3B2	-1.046
AMMECR1L	-0.4311
LRRC37B	-0.225
HMG20A	-0.840833333333333
C22orf27	0.9383
FBXL22	0.803
AP1B1	-0.481333333333333
TNKS1BP1	1.2965
CD74	4.55975
HSPA12B	1.842
PLSCR1	0.826333333333333
SLC35E1	-0.0606666666666667
FEZ1	-2.53325
APOD	5.48275
C16orf44	0.55225
C1orf166	-0.759
KCTD11	-0.408
NELF	-0.7945
SRP54	-0.253166666666667
MGC35361	-0.8445
GPR35	-1.6775
NRGN	-0.24175
SIGLEC12	0.1215
SCN1B	-0.59175
IFNW1	1.279
STAR	-4.11525
HLA-DQA2	3.8845
RNASEH2B	-1.427
TAAR2	-0.116
VAMP5	0.14
TUBA1C	-1.46
PIK3R2	0.168125
ARD1A	-0.206666666666667
EBF2	0.534666666666667
CAMSAP1L1	1.046
CYP3A43	0.36375
AKR1B1	-1.526
KIAA1729	0.2265
KAL1	1.7463
CYBB	0.303625
UXS1	-0.26625
LOC338579	-0.048
C11orf45	0.38375
SHB	0.7565
IKZF4	0.60525
NDUFA1	0.695125
HSPE1	-0.459
C1orf215	-1.19375
GPR113	-0.0936666666666667
ZNF573	1.001
TBX18	-0.785
GGTA1	4.476
PCDHGA8	0.102
RPS6KL1	-0.010375
DPP9	0.1845
SLC43A2	0.90575
COPS3	-1.653
PMPCB	-0.5825
HYLS1	-0.8125
LSM8	-1.15066666666667
PDE6B	1.97775
C10orf118	1.6297
OR1C1	0.00900000000000001
ZNF415	-1.14225
OR2F1	0.32825
ZDHHC13	-0.476625
FZD8	-0.0404
TCEA1	-0.3606
SUSD4	2.90325
C22orf24	0.466
TNFRSF14	0.4275
TRIM28	-0.576333333333333
FGF5	-0.925166666666667
CSPG5	-0.697
RNF133	-0.342
FKBP15	-0.5555
BZW2	0.03775
NSMCE1	-0.83425
PTPRN	-0.4325
TST	0.989125
POP1	-0.98
RNF24	-0.5245
SFRS4	-0.064125
REPS1	-1.41325
CD70	-2.117
PDXDC1	0.7025
SRC	1.0471
NTNG1	-2.28166666666667
SETD1B	0.48325
TINP1	-0.7507
ZNF606	1.30516666666667
SSR1	-0.2243125
RGNEF	0.131166666666667
NFS1	-0.655333333333333
CENTB5	-0.713666666666667
CRMP1	0.328166666666667
ADAM18	0.20625
CCDC87	2.5995
LRRC8B	-0.07525
CSNK1G1	0.261416666666667
MAFB	2.54283333333333
C12orf45	-0.21925
C1orf54	2.457
DPEP1	-1.138
FLJ13137	1.869
C14orf118	-0.647666666666667
ANKRD19	0.417333333333333
ABCA9	0.9225
TMEM87A	1.1274
BBS5	0.8117
CYP17A1	0.602375
SCG3	-2.0275
ESCO2	-2.10325
GFER	0.350333333333333
NRIP2	0.201333333333333
