Hybridization REF	TCGA-AR-A0TQ-01A-11R-A084-07
C2orf44	-0.7705
ZNF534	-1.19125
IMMP1L	-0.3275
NIPSNAP3B	0.23025
FTMT	0.355
PWP2	-0.806833333333333
MMP15	0.1403
DNAH11	-1.4765
MTMR14	0.16175
DNAL4	0.829
IPP	-1.08
TMEM59	0.6455
C1orf157	-0.1525
RGS4	0.466166666666667
DDX18	-0.430166666666667
SNX6	0.8885
ZNHIT2	0.9235
NCDN	0.0728333333333333
FLJ33534	0.511
RAG1	-2.11225
OR4D10	0.2845
PTPN5	-0.240666666666667
POMT1	0.4415
LRRC8A	-0.1832
CYP1A1	-1.02425
CAPN1	0.801333333333333
DDHD2	-0.161125
GRIK2	-0.50925
GNRHR	0.1655
PPBP	0.0925
HTR3A	-0.501125
SLITRK4	0.0675
ANKRD49	0.19725
BTF3	-0.2093
SARS	-0.0075
C13orf18	0.408166666666667
CACNB1	0.430142857142857
QKI	-0.0689545454545455
SETMAR	-0.134375
MAN2B1	0.806333333333333
EML3	-0.3915
ACADL	-0.1145
OFD1	-1.125875
DEFB114	0.108
CGA	0.5903
PEX16	0.325166666666667
LRRC10	-0.7485
GNG12	-0.7995
C1orf152	0.746666666666667
CHRM1	0.427
CD53	1.272125
DBH	-0.5255
TFAP2B	-2.3895
HIST1H2BJ	0.362
FAM46D	0.713
TMEM11	0.4155
C3orf32	-2.72525
PCCB	0.676875
IPO13	-0.094375
C6orf105	-3.11975
COMMD5	0.744
SUV420H1	-0.4378
LTBR	1.20675
ARHGAP15	-0.0495
HDHD2	0.68775
TDRKH	-0.0746666666666667
LOC401052	0.3725
PSG4	0.90025
GNB4	-0.0303
SPATA4	0.14975
SLC9A3	-0.72
OSBP	0.784
NBPF3	-0.258
DOCK11	-0.719
SLC39A5	-1.74266666666667
PRR5	1.0941
C10orf63	-0.133125
SMTNL2	-1.07575
ADRA1A	0.14375
ASAH1	1.637
DOM3Z	-0.1203
GIPR	0.6675
AHI1	-0.485916666666667
NADSYN1	0.1105
RGS14	-0.9737
IL18BP	1.0449
RTN4RL1	2.77225
ARMC6	-0.3025
PSMD5	0.5805
HK3	2.1707
OR4S1	0.523
RSU1	0.4381
MAD2L1	-0.783111111111111
EIF4A3	0.272
DLEC1	-0.4625
E4F1	0.158
CHMP2B	0.5902
CAMSAP1	-0.4195
RPS21	-0.843166666666667
ARID5A	0.05325
UBE2N	0.5297
IGSF8	0.840333333333333
MAGEB6	-1.155
ACAD11	-1.3114
MGC4172	-1.0405
LMO4	-0.5235
KLKB1	-0.57025
HP	-0.805
HDAC3	-0.19325
SCHIP1	-0.5325
CLCA1	-0.1575
OLFML2A	1.23625
C1orf112	-1.25225
KIF19	1.27
HAPLN4	-0.05
CXCR7	2.28133333333333
GOT2	0.5717
RAB38	-2.7125
DCX	2.6655
PPM1H	0.0675
NFYC	0.142333333333333
KIN	-0.1565
ZNF228	0.38225
PLSCR4	1.584
HIG2	-0.55275
FAM79B	1.652
C21orf86	-0.8187
KCNK10	1.4745
ZNF738	-1.6865
FSTL5	-0.343333333333333
OR6A2	0.44
OTOA	0.905166666666667
EXOC1	0.2275
AHRR	-3.70275
PDAP1	-1.52058333333333
C19orf6	-0.095
ZAN	0.17025
LY6G6E	-0.0595
EIF4E2	0.19075
C20orf198	0.088
ZNF324	0.5755
CYP3A5	-3.6595
ENTPD7	0.916
MBOAT5	0.7025
GJB5	-1.6125
TTC13	-1.04175
S100Z	-1.052
KIAA0664	0.200666666666667
PDGFRB	2.01825
IL17D	-0.986
OR56B4	0.2245
RDX	-2.24383333333333
SLC34A3	0.773
IL28B	1.327
JUND	1.085
CHRNB1	0.17825
CAMK2B	0.9515
FETUB	-1.81425
CXorf23	0.478375
MRTO4	-0.99
TTC3	0.0607
NDUFB8	0.296
EDG2	-1.479
SEMA3G	0.7745
IL23A	-0.853
GRHL1	0.6264
LOC441054	-3.0475
WDR65	0.555875
PSTK	-0.1645
STOML3	0.0551666666666667
R3HDM2	-0.00079999999999999
C5	-3.7115
SLC2A10	2.23516666666667
C3orf22	0.4575
PAQR3	-1.17376923076923
ANKRD26	-0.01275
HCRTR1	-0.027
LOC399947	-0.36275
PSD2	-0.683
TIGD2	0.0491666666666667
SCRN1	0.40625
COQ10A	-0.888
DDI2	-0.2765
METTL7B	-0.491833333333333
UCN2	0.60975
FAM92A3	-1.117
WDR16	0.3625
ZNF511	-0.0561666666666667
ZMYM5	0.3355
POLR3G	-2.53675
ZNF586	0.576
C1orf49	0.315
TANK	0.489666666666667
RCAN1	-0.270833333333333
PELI3	0.504833333333333
LIMD2	0.490666666666667
TMEM189	1.6605
NTN4	-1.06675
LOC151300	0.2805
CLEC2A	-1.1425
GPR135	-0.2325
DPYSL4	-2.1973
JAK2	-0.0768333333333333
TSHZ1	0.632166666666667
TM9SF4	0.00150000000000001
ZNF264	0.4965
SIRPG	2.3565
BICD1	-0.8255
HERC6	3.56333333333333
METTL5	-1.0445
CASP1	0.68675
PRRT1	-0.55
PLA2G4C	2.10066666666667
ICA1L	0.0497857142857143
TPTE2	0.0615
OTUD7A	0.664166666666667
AQP11	-0.51475
APOA2	-4.4911
KALRN	-0.3938
SECTM1	0.883833333333333
IFNAR1	0.212
TALDO1	0.136125
RAB11FIP4	0.2015
EIF5A	-0.539
FAM49A	2.017
NEGR1	0.169166666666667
YTHDC2	-0.07075
EHD2	0.4035
NCF1	2.3553
SCRT2	0.7745
HOXA5	-1.19366666666667
NUP133	-0.69175
FGF12	1.3130625
SLMO2	0.854125
SNTA1	-0.685375
CACNG2	-0.213375
GCM1	0.189
ELF1	1.19066666666667
TLR5	2.077
TCFL5	-0.99825
RBMY2FP	-0.674
LOC100125556	0.351625
FAM129B	0.428625
MAP3K7IP1	0.3065
NCK2	0.207
OXA1L	0.3895
FMO9P	-0.0065
ZSCAN12	-0.14625
PSMD12	1.83366666666667
HSCB	-0.156
CLDN10	-3.63
MGC13053	-0.2675
HPCAL4	-0.3765
ASZ1	-0.481
MEX3D	0.134833333333333
NFAT5	-1.0764
CSPG4LYP1	-0.318666666666667
FBXO3	0.9628
DVL1	-0.6675
CMKLR1	2.56483333333333
TYMS	-1.076625
PEF1	1.1575
ZNF750	1.82066666666667
MCM5	-0.1854
MEGF11	-0.898
KCNK7	0.076
PTP4A3	-0.3915
C1QTNF2	-1.05383333333333
OR6S1	0.249
FAM122B	-1.29
ZNF551	-0.662875
HBQ1	-1.165
GEMIN6	-0.3685
ARSK	-1.44675
RBP7	3.22933333333333
CPNE9	0.154
DSC1	1.7885
LOC730112	-0.789
MAP2K4	0.6315
HS3ST5	-1.9205
EPB41L3	-0.59975
TEKT2	0.36925
CDKN2B	-0.614666666666667
ZNF480	-0.2185
MAP3K6	-0.2363
MAP6	0.942833333333333
HN1	0.8358
OR2L13	0.097
SLC16A11	0.41675
FAM96A	-0.56775
APOL1	0.91
C5orf32	0.41225
RTP1	-0.405166666666667
RNF175	-0.771375
ZBTB41	1.365375
AHCTF1	-1.1184
SAE2	0.1327
ITGA2	-0.12175
MME	-0.0758333333333333
CCDC14	-1.41625
MAST4	2.56042857142857
KRT33B	-0.3125
KCTD2	0.9085
WDR26	0.324666666666667
MFI2	0.15175
NR4A3	0.562125
ARSA	1.17175
UNKL	-0.349166666666667
SULT6B1	0.3005
CCNA2	-1.17966666666667
SOX15	0.7875
PPAPDC1B	1.19216666666667
C19orf44	-0.224
MCAT	0.807083333333333
ARID1B	0.13125
OR52N1	0.3085
C12orf48	-0.11775
MAGI1	0.824875
NIPA2	-0.0845
GBX2	-1.8675
RSHL3	0.18
RAVER1	0.286833333333333
C15orf17	0.08275
SLC30A2	0.6695
ZNF518	-0.435
PCYT1B	-0.9985
C10orf114	-1.21825
EIF3H	-0.245833333333333
SLC25A39	-0.766333333333333
KIF1B	-0.87075
AMOTL2	1.2925
C6orf120	0.05475
PSRC1	-1.52775
PLA2G10	2.464375
KIF5C	0.451
MRPL37	-0.71
C17orf62	1.09316666666667
C9orf135	-0.958166666666667
DUSP10	0.1927
CLCNKB	0.037
PSMA5	0.017875
C8orf53	0.32175
AMPD3	1.182
PIAS1	0.0275
ADCYAP1R1	0.0405
GYLTL1B	-0.115
CDH20	0.107666666666667
FBXO7	0.6065
TMEM134	0.317166666666667
FLJ14213	0.690333333333333
ZNF3	-0.3905
LRRFIP1	0.571083333333333
CNOT2	0.305833333333333
ABI3	2.21975
ALDH5A1	0.423833333333333
HNT	2.0795
SERPINA4	-2.38625
TK2	0.471166666666667
STMN1	-0.887222222222222
GUCA2A	0.1035
GALNT10	-0.205642857142857
DPP6	-0.80175
C9orf93	-0.45
PRELID2	-0.442125
STK39	-0.061125
SFTPA1	-1.265
CKS2	-0.806444444444444
RHO	0.093
C20orf135	0.61425
XKR3	-2.5845
CR1	1.0955
RPS6KA2	0.583142857142857
C20orf112	0.6245
MRPL22	0.13975
C4orf23	0.520166666666667
GADD45B	1.5855
KLHDC1	0.776833333333333
C2orf48	-2.5645
ZNF287	0.8225
DAAM2	-1.06775
DPPA2	-2.66066666666667
TCTN3	0.326
DNAJB11	0.493
FPR1	2.9695
DEFB4	-0.023
PTCD2	-0.512
SMOC2	3.87416666666667
CABP7	0.91975
SERPINB11	0.18625
MAGEF1	0.60725
NDE1	0.912666666666667
ITGA10	-0.1905
FSHB	-0.277
ANXA2	0.00600000000000001
HORMAD2	-0.07575
HLCS	-0.29625
MCF2L	1.45016666666667
FH	-0.7925
TBC1D24	0.2155
KIAA1505	0.361
LGALS2	0.2855
CNBD1	0.1205
SYNPO2L	-0.8425
PTPN23	0.222571428571429
C1orf183	-0.031
MAGEA8	-2.71075
DGCR8	-1.18975
GSR	-0.05225
PAQR7	0.34625
ZNF676	-0.71325
CACNA1C	-0.54
SP7	0.3075
PDCD6	-0.3765
NRN1L	-1.2655
BRI3BP	0.4425
KIAA1183	0.23125
ASB4	0.2495
CCL23	1.9787
OBSL1	-0.40325
SLC12A7	0.154416666666667
KIAA0240	0.508375
CD1B	-1.86933333333333
FCGR2A	1.0145
MDC1	-1.17025
HTR1A	0.357166666666667
OCEL1	0.41075
ATP11B	-0.3911875
FBXO34	0.2695
PCDH12	3.2805
RPE	-0.06575
C17orf74	0.1765
CSDC2	0.176
PET112L	0.02975
TMBIM1	0.384875
P2RXL1	-0.46375
TCHP	0.0295
TRMT1	-1.26366666666667
F2RL2	1.54925
LRRC32	2.84516666666667
IMPG2	0.041
BGLAP	-0.73875
LOC493869	-1.64158333333333
MRAS	1.402375
SLC35F5	0.61475
CBWD1	0.8955
AXL	-1.634625
ATP2C2	2.589
TELO2	-0.03175
PNPLA3	-4.68775
PCDHB14	-0.08375
CD276	0.12125
KRT80	1.256625
DUSP28	0.3805
CSNK1E	-0.592
SRP14	0.7935
KCNQ4	0.41
KRT72	0.4345
CCDC117	0.15525
C6orf89	0.114111111111111
TUBB2B	-2.28633333333333
RTN4IP1	-0.697
CR1L	-2.7915
CEND1	0.307375
C12orf41	0.747833333333333
RNF31	1.53075
UBN1	-0.048
C17orf32	1.147375
SLC5A7	0.196
GPR92	0.529166666666667
ESAM	2.2948
CTNNA1	0.744916666666667
HRBL	0.3754
CBX4	0.5915
TMEM182	-0.47325
SH3TC2	-1.69083333333333
IL10	1.75633333333333
PXMP4	1.85
RNF167	0.4495
PAK7	0.303666666666667
ETV3	-0.2975
ATPIF1	-0.205
LOC554207	-1.9535
OR8H1	0.222
WDFY3	1.0815
DPM1	1.3125
GPSM1	-0.341
WDR92	-0.2803
LRP1	0.387333333333333
ANKH	-0.971875
THUMPD3	-0.78225
POLR1B	-0.51875
OLFM4	0.7904
RAD9B	-0.403
TSPY2	-3.0745
PAX6	-1.99783333333333
SCG2	-3.033375
SLC17A6	0.02725
FMO3	2.72025
PADI4	-0.09325
TUBB4	-0.6452
NLK	0.08275
POU4F3	-0.2025
SDF4	0.0155
ITGBL1	0.667666666666667
NETO1	-0.708375
TAP2	0.510375
ABBA-1	0.0358333333333334
GNAI1	0.74775
VPS4B	0.84225
NOPE	-0.1713
GALNT6	3.0645
SESN1	0.4605
GBE1	-1.854
CLASP1	-0.20375
RASGEF1B	0.951375
ACOT11	-0.395142857142857
AFAP1	0.69125
OR2H2	0.309
DPY19L2P1	-0.30775
DZIP1	-2.17825
SEC22C	0.0166666666666667
GPR161	-1.37241666666667
RNF146	0.40175
WDR74	-0.343875
GALP	0.15
PURA	0.555
DNPEP	0.995916666666667
RP11-78J21.1	-0.9025
ERBB2	4.939625
FANCM	-0.662916666666667
NEO1	0.224
DDX3Y	-4.6295
RPS3A	-0.54525
MXRA7	0.662214285714286
LGALS3	-0.397666666666667
GLT8D1	-0.24825
CFL2	-1.31933333333333
UPB1	0.15275
NAP1L5	-0.066875
CLDN14	-0.5265
DHX38	-0.20725
BTBD1	-0.31
TARS2	-0.0843333333333333
ABCF1	-0.3026
FCF1	0.468
LRRC49	-0.944
GUCY1B2	-1.282
C1orf177	-0.183833333333333
SMARCA4	-0.621642857142857
LRP8	-1.543
TAGLN3	-1.14275
MRPL14	-0.17
TTRAP	0.1025
ZDHHC20	0.557
NFE2L3	-1.94975
KIAA1377	0.474875
PALMD	0.8001
TMEM43	-0.6025
TTL	-0.90575
STAT5B	-0.9815
SSB	-0.797
OR10H5	0.1725
SLC22A13	-0.56275
AKAP3	-0.53675
TIMM23	0.252166666666667
OAS2	3.23466666666667
KIAA0423	1.37525
TRIM11	0.445
GLIS3	-0.21775
TMEM50B	0.655166666666667
ARHGEF4	-1.34025
DEGS1	-1.11472727272727
TBL1XR1	0.189533333333333
G6PD	-1.4345
SP140	1.0663
MUC17	-0.0555
NUDC	-0.2049
DNAJC5B	1.82283333333333
SCARA3	-1.13833333333333
CPA3	5.52866666666667
BCAT2	0.474625
MFN1	-0.2438
NRG3	0.1635
SNX11	0.7605
PLEKHH1	-0.00533333333333334
GPR177	-1.334
HCFC2	0.5195
TCAP	2.2645
MOCOS	-1.91925
C14orf93	-0.20875
PRDM10	-0.0736666666666667
SLC16A4	-0.635416666666667
SRGAP1	0.3285
VIP	0.37325
DUSP27	0.258833333333333
LILRA1	0.9084
MC2R	1.059
MGC24103	-2.486
MBTD1	0.4015
FUT11	-0.6545
USP33	-0.0468
C15orf39	-0.476
MAP3K12	0.4245
PAAF1	-0.164666666666667
BARHL1	0.3195
FLJ16165	0.02
PIWIL2	-3.215
SYNE1	0.135
CMTM4	-0.286375
TSPYL1	0.8232
GUF1	-0.177166666666667
TMEM157	1.1435
WDR44	0.2835
HIST1H3C	0.52725
DKFZp666G057	-0.13
RNPEP	1.46125
GAS2L2	0.303166666666667
ADH4	-4.463
GRPR	0.0498333333333333
FBXL17	0.8655
ZBTB10	0.989
Gcom1	0.966055555555556
HTRA1	1.1114
ZNF585A	0.0245
SLC26A2	-0.669571428571428
OTOP3	0.118666666666667
WISP1	1.47911111111111
ATP2B4	-0.3085
FLJ10769	1.26425
CRAMP1L	0.333625
CHST12	-0.72225
RAB22A	0.594416666666667
TARDBP	-0.213428571428571
STAU1	1.4065
CRB3	1.91783333333333
MIG7	-0.904
CHMP1A	0.284
ZNF160	0.276125
B3GALT6	0.042125
BARX1	-1.2695
C6orf167	-0.9963125
NXNL1	0.0125
DHX29	0.18975
HADHB	0.261
PLXNB2	1.1855
ILDR1	-1.21525
SLC15A3	3.25275
GAS2	-4.822
C20orf69	0.0705
NUMB	-0.0955
TNIP1	0.1955
MESP1	-0.5965
PSKH1	-0.1175
NSFL1C	0.415125
RHOG	0.157
HEY1	-2.40583333333333
KNG1	-1.626125
ITGAX	2.1674
LIN9	-0.940333333333333
CANT1	2.36225
XRN1	0.0632857142857143
CCDC96	1.4182
HEATR6	1.48833333333333
GNG7	-0.3555
RUNX2	0.5780625
SOX1	0.428333333333333
FCRL5	1.3029
ZNF99	0.217
FAM9A	-0.395
SNX22	0.993666666666667
MBNL3	-1.45333333333333
ODC1	-2.5379
ADORA2B	-2.60483333333333
NR2F6	0.853
ZFYVE16	0.221277777777778
SYNJ2BP	0.6217
POLE	-0.276625
E2F2	-0.708875
THRA	-0.8995
PTGES2	0.118
HIP1R	1.01333333333333
TMUB1	-0.495333333333333
ENO3	-1.95875
RSPH10B	-0.362
CXorf39	0.354
IRGC	0.37775
GPR109B	1.2305
FLJ13305	-0.807
LCE3A	-0.7315
TNFRSF18	-0.349333333333333
DET1	-0.02725
TRPM3	-0.332833333333333
C16orf79	-1.3155
FECH	0.312333333333333
RAP2A	0.1395
CRIP1	3.55
AZIN1	-0.045
SLC7A7	3.459
IL10RA	1.5319
TMEM64	3.85
CDC42EP4	1.7011
C16orf58	0.1026
ARG2	-2.23975
POU5F1P4	-4.465
FAM62B	0.117875
DNAH8	-2.113
ASH2L	0.134875
TSLP	-3.41266666666667
CNTNAP5	-0.0171666666666667
TMEM16C	-0.8175
IFNA14	-0.3305
SLC1A3	0.562875
CABYR	0.883
BCL7B	-0.0479
NUDT13	-1.54333333333333
C13orf28	0.442
C1orf53	1.1185
ARL6IP4	0.3685
RPL35A	-0.76025
EMR3	0.0885
RAB40C	0.50575
SLC41A1	-0.5435
LRCH1	0.40575
LY6G5B	-0.3355
FAM124A	-0.344428571428571
MGC10981	-3.922
CLIP3	0.1121
MAP4K2	-0.4835
CHIC1	0.01225
SULF1	2.5555
C20orf30	0.216357142857143
PRDM5	-0.530375
ELOVL1	0.64725
C11orf48	0.045
SLC39A10	-0.57775
KCNV1	0.175
ACP1	-0.553333333333333
ZMYM2	-0.420375
B3GNT6	-0.0296666666666667
C9orf69	-0.7755
C2orf15	1.28975
C20orf166	-0.0655
HSP90AA6P	-0.3305
EDG7	-1.261
NEURL	1.86
LPL	1.96066666666667
CLEC2D	0.241642857142857
GRRP1	1.72466666666667
CD8B	-1.8619
HIST1H3D	0.141
SLC6A12	0.482375
FAM27L	-0.0645
CD84	2.458
RASA1	0
PHKG1	-0.412
MAGEA11	-1.8075
IMPA1	-0.3721
NPM3	-1.44625
RARRES1	3.782
SH3BP1	0.414
B3GNTL1	-0.7205
ARPC5L	-0.181833333333333
KLHL26	0.2145
SIM2	-1.41925
GJC1	0.421
C20orf194	0.46325
EXO1	-1.8165
SLC2A2	-2.31766666666667
LOC285074	-0.22875
LRG1	-1.63525
KIRREL	-0.265
PIK3R1	0.818
C4orf34	1.243
MAF	-1.06672222222222
ADCY4	3.72083333333333
ZMIZ2	0.1156
SLC46A3	2.03166666666667
STAMBP	0.391166666666667
CCDC16	0.05125
MS4A12	0.149
TCF20	0.20025
LRRC46	1.53925
C20orf152	0.23875
MRPS6	-1.206375
ABCB11	0.1865
KCNC2	0.556833333333333
CDH19	-2.01516666666667
C9orf123	-0.944333333333333
SSH3	1.4285
LDLRAD1	-2.67525
CCBE1	-0.7485
ZNF135	0.831125
TAAR1	-0.1755
WFDC12	0.0075
CCDC42	0.202166666666667
FLJ12529	-0.44125
PER1	0.251833333333333
TIMM50	0.129166666666667
SMARCAD1	-0.155
FAM26C	0.13
TP53TG3	-2.39633333333333
SH3RF1	1.0063
LMCD1	2.81225
GPR63	-0.6665
FLJ21986	-2.05375
AIFM3	-0.07125
MICAL1	-0.1455
BLZF1	0.579
IQCA	2.20016666666667
PCDHGC3	-0.1595
SAC	-0.03775
BCL6B	2.09166666666667
DDO	-1.3035
MARCO	4.2265
DCHS1	0.600333333333333
C1orf170	-9.25185853854297e-18
CD200R1	1.5085
C22orf15	-0.221
SEPT11	0.419666666666667
ADNP	1.09025
UST	1.0429
C13orf34	-0.8175
RFFL	-0.140642857142857
APBA3	-0.491
C2orf60	0.1695
CUTL1	0.2021
PMS1	-0.7205
ZNF689	0.6765
EIF3E	-0.956166666666667
IL9	0.1775
RPL31	-0.96575
LY9	1.47733333333333
ATP2B3	-0.21975
KDELR2	0.251666666666667
TFCP2	0.683125
NLRP12	0.2345
FLJ45422	-0.6735
TLE4	-0.5622
ZNF570	-0.2205
FLJ43806	-0.938
TLK2	1.105
CIR	0.68025
MARS2	0.067
COL24A1	1.1595
SDF2L1	0.4245
HIBADH	-0.0318333333333333
IGFBP3	-2.5145
C12orf23	0.26275
PSPC1	0.527
C20orf43	1.6115
TRAV20	0.15
ARHGAP24	0.43125
KIAA1975	-1.113625
C1QA	3.5945
DNTT	-4.3965
C10orf6	0.127583333333333
C11orf41	0.36725
HNRPF	0.457125
COL11A1	3.17666666666667
UBAP2	0.212666666666667
CDKN2AIPNL	-0.669
C20orf174	4.1
SPRED2	1.00575
PLA2G12A	0.136166666666667
ICEBERG	-1.26933333333333
SCN10A	0.2425
C11orf65	-0.104
GBP5	5.051
PITPNC1	-0.4315
POU3F3	0.688
NCOA7	-0.709625
LIN7C	0.4918
LOC348840	-1.3105
NKX2-2	-3.122
ANKRD13D	0.375
LOC123688	0.05875
FUT2	1.51133333333333
TAAR8	0.0735
FZD4	-0.429166666666667
PNMA3	-0.985166666666667
OR4L1	0.3055
WIT1	-2.923
EXOC3L	1.11875
ATPBD4	-0.043
KRBA1	-1.097
UBXD6	-0.14325
HOXB7	-0.398357142857143
C7orf23	0.121
UNQ338	2.39125
STAB2	0.88625
CDC20B	0.38225
IRF9	3.33725
CENTG1	0.798333333333333
TNPO2	-0.87075
MCPH1	0.501125
BMS1P5	-0.942
SLC26A7	0.2975
HIST1H3J	-0.2835
C9orf3	-0.2942
LBH	0.901625
MYO1D	0.77875
PTDSS2	0.2775
NFU1	0.3005
DEPDC4	-0.618
WNT7B	0.8569
GLP2R	0.036
SETD4	-0.4902
DYNLT3	-1.0858
FKBP11	1.416
SESTD1	-0.2955
FLII	1.09625
RPS16	-0.7377
CHPF	0.468666666666667
CSNK2A1	-0.0143333333333333
SUMO1P1	-0.3095
FKBP6	-0.7965
ZNF214	-1.18866666666667
TWIST1	1.7205
DDX56	-0.0518333333333333
TRAM1L1	1.3346
EPO	-2.12716666666667
MRPS18B	0.00225
ZNF682	-0.2875
RPL14	-0.712666666666667
MAFF	-0.46925
LOC51136	1.81125
LY96	0.3665
DDX20	-0.66425
ABTB1	0.583166666666667
ARL5A	-0.00190000000000001
CCT6A	-1.15575
HEPACAM	-1.10766666666667
EHHADH	-0.192
RBAK	-0.362166666666667
CGB1	0.21475
ITGB5	1.9685
YIPF3	0.58525
FKBP2	0.587
NR1D1	-0.5422
TMEM110	0.531
NEK2	-1.0275
PRAMEF8	-2.769
C20orf52	-0.0883333333333333
PCDHGA3	-0.541
VWA3B	-0.20175
NDUFA5	-0.037125
THAP9	-0.21075
FLVCR2	0.403833333333333
AP1S1	-0.9145
SMAD6	-1.17075
SAV1	-0.042125
SAT1	0.684
ZNF251	0.441625
ADAMTS7	0.3174
RPP38	0.20675
C1orf211	-1.032
YPEL2	1.3594
RBMS1	-0.38875
ZNF445	-0.417
NRXN2	0.900333333333333
PGBD4	-0.547125
UGT2B28	0.64675
WBSCR16	-0.4729
NLRC3	0.981375
ASTL	0.407
ST6GALNAC1	-2.641
ZADH2	0.270125
MLLT4	0.243916666666667
ARL6	-0.582666666666667
MEF2C	0.18175
CBFA2T3	0.8625
AFF3	0.745214285714286
COG7	0.244166666666667
MYB	-0.113333333333333
PLXNA3	0.1615
XRCC2	-1.018
MMS19	-0.1035
ST8SIA5	-1.352875
CHPT1	-0.421333333333333
KIAA1712	-0.074125
OR6X1	1.606
ACTR3	0.2165
UGCG	2.3165
OR4P4	0.213
ZAP70	-1.6685
LPP	0.3535
ZNF485	-0.69225
PTPRCAP	0.84725
IL12RB1	0.49875
ATRX	-0.2182
CHST8	-1.523
C14orf109	0.733
ARV1	-0.2805
NMB	-0.605285714285714
COX5A	-0.582166666666667
EIF6	-0.2155
MPPED2	-0.810833333333333
SEMG1	-1.3565
CHRDL1	0.7425
TRAF3IP2	0.934
WNK2	-0.55875
LILRA4	3.86366666666667
LAMA2	4.14775
PXT1	0.564
RLBP1	-2.99125
CD300C	0.93675
SLTM	0.51925
FLJ10404	-0.349625
APOBEC3D	0.890666666666667
RENBP	0.560833333333333
ATXN7L1	-0.041125
NID1	0.2225
TUBGCP3	-0.42025
ITIH5	1.3545
CCDC110	1.0065
C8A	-2.33725
MGC87042	-1.75875
HOXC13	0.2305
TFDP2	-1.29825
HCP5	2.581125
POLI	0.79025
UCN	-1.56733333333333
ZNF764	0.185333333333333
C8orf45	0.1815
FHL3	-0.6605
SPATA5L1	-0.643
MMRN2	2.78166666666667
NDST1	1.175
COL20A1	-0.122333333333333
ZNF248	-0.6775
PELP1	0.182
MBL2	-1.91716666666667
RNF41	0.624875
C5orf24	0.064
THOC5	-0.503875
SERINC3	0.266166666666667
RP11-151A6.2	0.33025
CDCP2	-0.4415
HIST1H2AA	0.66375
C11orf75	0.158333333333333
FKBP7	-1.3055
DDOST	0.10225
GPNMB	1.41883333333333
TTF2	-1.06266666666667
KCNT1	0.2685
SLC39A14	-0.80775
NGRN	0.7484
GPR137B	1.16325
MECP2	-0.00375
PSMA1	-0.44075
C16orf73	-5.10675
TMEM60	0.0285
CSN3	0.548
NOS1	0.269333333333333
RAB7L1	0.1895
YBX2	-1.728
KIAA1166	-0.895
FUBP3	0.353666666666667
ABCG1	2.126
ACACA	-0.266416666666667
ARL11	0.2389
ATOH1	0.2945
ODF1	0.197666666666667
CREB3L3	-1.36183333333333
TMEM127	1.27228571428571
DSCAML1	1.986
PLN	1.28466666666667
LYPLA1	0.598583333333333
PRDM9	-1.88975
SASP	0.6515
PLUNC	0.250166666666667
INTU	0.06925
HISPPD1	-0.28375
LNPEP	0.989166666666667
YARS2	-0.382666666666667
APCDD1L	-1.73
ZCCHC4	-0.3835
FBXO22	-0.465333333333333
TTLL13	0.176
ZNF669	-0.848833333333333
PTGDR	2.84675
DDX27	1.66325
KIAA0409	-0.1825
GJB6	0.48475
ASB8	1.02625
PLP2	-0.384833333333333
MEPE	-0.00125
OR10J5	-0.384
KRT222P	0.3465
COQ7	-0.122833333333333
C1orf101	0.81625
RERG	2.7723
CHMP5	1.401125
THAP11	0.355625
ZNF43	0.302333333333333
ZRANB3	-1.06083333333333
KRT13	2.609625
MRPL19	-0.3275
RBBP9	0.247125
SPATA17	-0.177125
BXDC5	-0.1055
PAFAH1B1	0.229166666666667
MAGEE1	0.2115
OSTF1	0.83225
KIAA0323	1.0265
TXNDC13	-0.102833333333333
CNTN4	0.527625
LCE1B	0.552
UNQ501	1.5045
ZNF154	0.39425
C3orf64	-0.1275
SYT5	0.0402
PON1	-0.382
FLJ10357	-0.477625
ATP4A	-1.3165
GNPDA1	-1.00183333333333
MGAT1	0.9385
C14orf121	0.5375
SLC35B2	-0.0545
MIER3	-0.00949999999999999
CHEK1	-1.20975
ZNF8	0.165833333333333
TXNDC1	0.0578333333333333
CKB	0.6949
RTN3	0.585785714285714
FZD2	-0.685666666666667
PART1	0.02025
PSMB6	0.57225
PCDHB8	-1.0065
PHC3	0.3133
PPP1R8	-0.261666666666667
NOVA2	1.19583333333333
TNFRSF11B	-4.8175
GOLPH3	0.353166666666667
UBLCP1	-0.7465
SUHW3	-1.0715
TTLL1	0.53125
OPN4	0.9765
OR13G1	0.19
ZPBP2	0.258166666666667
HSD17B11	-1.4085
C9orf50	-0.075
DHDDS	0.0418571428571429
CTSW	1.6143
NEFM	-2.69033333333333
MRPL28	-0.229
SYN1	0.5985
PIGV	-0.235166666666667
ZIM2	-0.99
APBB1	-0.333666666666667
SND1	-0.27
C1orf123	-0.297333333333333
CHD3	0.18675
BHLHB8	0.4375
RNASE2	0.180666666666667
BCAP31	-0.084875
SLC25A44	0.0131666666666667
CHD6	-0.0704
PIB5PA	1.90169230769231
SELS	0.850875
LOC541471	-0.857625
FAT2	-0.4175
ZNF81	-0.201
OR4C16	-0.108
FLJ10081	0.4729
LRRC4	0.0015
CS	0.0613333333333333
N4BP2	0.447125
IGFBP7	1.845
