Hybridization REF	TCGA-B6-A0IG-01A-11R-A034-07
FAM106A	-2.092
SKIP	0.563125
GAPDHS	0.30775
MUM1L1	2.50975
PSTPIP1	0.116
CNTNAP1	-1.1981
CYP26A1	0.405
APOL2	0.2016
TACC2	1.230875
COX7A2L	0.392785714285714
HSD17B1	0.81775
ARRB2	-0.73275
SLC7A6	-0.0767
HSD17B10	-0.194
RBJ	0.00275
NUP155	-2.0335
MRPL10	-1.1795
CYCS	-1.1775
CCDC46	-0.971333333333333
TECTA	0.3645
GNAL	-0.59125
LPO	0.301
PEBP4	0.5125
DDX11	-1.806
C18orf12	0.859
TAF9B	-0.375583333333333
IMP4	-0.029
RPA4	0.346333333333333
NDUFS1	-0.476
UPK1A	-0.234833333333333
ARRDC2	-0.220666666666667
C18orf20	1.788
AES	1.16985714285714
CD2BP2	0.215166666666667
C16orf54	-0.0535
UGT2B17	0.763875
FGFR1	-0.162272727272727
CEACAM6	6.9772
CHRM5	0.35625
CERK	-1.954875
AP3S2	0.852285714285714
ANKS4B	-1.32575
CLCNKA	-0.232333333333333
ZNF208	-0.134833333333333
HLA-DRB5	4.201
CARKL	0.291
GOT1	0.0685
CASP6	1.036375
HOXA1	-0.8395
RCL1	-0.07
ZNF181	0.126333333333333
RAB40B	0.237
MRPL38	-0.4285
LRRN2	2.02475
C3orf25	0.3825
OR5D14	0.3935
OR10AG1	-0.231
BET1L	0.4603
FRY	3.463
AK3L1	-0.72175
CSF3R	0.855333333333333
POLR3K	-0.0646666666666667
ATG2B	0.5595
EPS8	-0.656333333333333
DARS	-0.0885
C10orf56	0.1125
DAD1	0.345
RIOK1	-0.683833333333333
HERC2	-0.2875
HSD11B2	0.868833333333333
FAM96B	-0.12425
MGC13057	-2.24675
BSN	-0.643
CAND1	-0.981166666666667
HCST	1.388
ACTR10	-0.0085
OR8D4	0.524
NASP	-1.5747
COL9A2	0.5845
LYZL1	-0.252
GPC5	-2.196
TBL3	-0.637666666666667
CENTD2	-0.6225
OR5AP2	0.13825
TLR1	0.69725
LMO6	-0.0045
ZIC2	-1.313125
CPNE5	1.54975
ZMYND15	0.43975
FLJ22374	-2.13875
CCDC106	0.66725
PARP16	0.2935
PDIA3	1.0385
C14orf126	-0.38
CECR2	-0.3405
SFRS1	-0.604071428571429
FIGLA	-0.4125
DCP1A	-0.535
MGC45800	-1.9554
TEKT1	0.0858
C10orf67	-0.079
CLN5	-0.318625
NTN2L	0.4605
GLE1L	-0.3795
CES2	0.1372
GNAS	0.568277777777778
DDX53	0.5185
TSPAN13	2.3455
MRPL52	-0.0927
SPIRE2	0.095625
TAS2R39	0.83625
SCUBE3	0.6795
UCRC	0.092
CDKL3	-1.13625
KIAA1715	-0.1998
ZNF345	0.38425
RTF1	0.543875
DHRS7	0.98225
RIPK4	-1.15933333333333
EXOSC2	-0.8815
MS4A2	0.9
FGF17	-0.135
WDR59	-0.41425
EVI2A	-2.54875
IL17RC	0.509833333333333
HS3ST1	0.48
ITGB1BP2	-1.3735
RBPJ	-1.1385
GIMAP1	2.39
INE1	-0.557666666666667
ALDH18A1	0.782375
TPI1	-1.38025
GATA6	0.72025
CABP1	-0.547
ZNF484	0.73025
DAPK3	0.605
GJB1	-0.062
PIN1	0.03025
SLC6A15	-2.84283333333333
CNO	-0.68575
RIN2	1.551625
FRRS1	-0.6965
CYorf15B	-3.689625
DMRT3	0.462375
ATAD1	-0.128125
OTUD4	0.317388888888889
ATOH8	-1.4165
ZSCAN16	1.166875
ASCC1	-0.03725
OTUD3	-0.741875
MGC33212	-0.2255
YME1L1	0.37275
RP11-218C14.6	-0.10875
PCBP4	-0.13225
TNFRSF10A	0.07625
CDH10	-3.69116666666667
KL	0.3865
SCP2	-0.283583333333333
C9orf119	0.147875
SON	0.225916666666667
MAFK	0.191
SBNO2	0.595
SLC6A6	-0.975916666666667
SC4MOL	-0.112
FAM35B	0.627
PPP1R9A	0.381
PDZRN3	-0.047
CXorf20	-0.7945
C6orf126	2.04025
AVEN	0.6505
FLJ21075	-1.457
C14orf132	-1.704375
PCK2	0.098125
GUCY2C	-1.689
BARX2	1.4035
PEX11G	1.3475
DAO	-1.24366666666667
C10orf49	0.33225
EDNRA	2.10166666666667
PPP2R5A	1.2444
DDX39	-0.3025
SERF1A	-0.914
ASCIZ	0.7327
FNDC8	0.05975
PTMS	0.220375
PHF7	-0.19725
PIP4K2B	0.24475
HHLA2	0.47225
BDH2	-0.5987
APOBEC2	-0.6245
PENK	0.514666666666667
SMAD9	-1.33625
MT3	0.00275000000000002
RGL1	-0.85925
ATG10	-1.612625
DLGAP4	0.1845
APPBP2	0.0141428571428572
BACE2	-0.702714285714286
LOC339344	0.7425
ZNF395	0.09025
HIST1H2BL	1.14125
ZNF467	1.257
SLC25A21	-0.42675
PALM2	-1.1635
NSUN5C	-0.566
IL5	-0.4454
CLSTN2	-1.42975
ANXA8L2	-0.1865
PTGES	0.67125
GDAP1L1	-1.7245
OPRK1	-0.9246
WDR20	0.843583333333333
C12orf4	-0.2615
NUP88	-1.223
XRCC6BP1	-0.973
FCGBP	0.0402857142857143
LEMD2	0.37675
NOMO1	0.018
C10orf79	0.550571428571429
ZNF79	0.3736
OCRL	0.137
HSPA8	-0.658625
DIDO1	0.191041666666667
PLA2R1	2.152
COG3	1.1551
NGDN	-0.0455
CBFA2T2	-0.228
PNOC	-1.2985
PRRG1	-0.399
AGGF1	-0.872214285714286
DPF2	1.11025
YIPF7	1.205
TRPV5	0.7135
ZNF322B	1.19475
MED12	0.0263333333333333
CARS	-0.700833333333333
ABCC11	4.95783333333333
C9orf25	0.177
MYH1	1.31
FRYL	0.285333333333333
AGTRAP	-0.082
MMP27	0.485
ZNF432	0.42325
OR8D1	0.2955
OR13D1	0.77
VWA1	1.5555
STON1	0.13375
IL5RA	-0.62525
PERP	0.5959
C10orf107	-1.312
TNFSF12	1.63
FN1	0.34475
MTR	-0.372333333333333
PHLPPL	0.257833333333333
ZNF425	0.8445
DHFR	-1.14438888888889
PPP1R12A	-0.39625
RSPO2	-1.407125
ZNF7	0.4505
ZNF583	0.0935
TPMT	-1.43966666666667
GPR132	0.61675
OR2T12	-0.5385
SERTAD2	0.4928
ATP1A1	-0.4947
FRMPD3	1.0635
ZNF672	-0.0715
PLXNB3	1.315625
EML5	-0.991
FAIM3	0.403
UBQLN2	0.2035
SORCS2	0.70725
PRIM2	-1.7405
ACVR2A	0.376
YWHAZ	0.593416666666667
PGM2L1	0.064125
GNAO1	-0.0311428571428571
RPL10	0.1341
RPS6KA6	-1.506
PFKL	-0.1355
SH3D19	0.2475
AURKB	-2.01016666666667
ZC3H6	0.227625
DISC1	-0.827166666666667
FLJ39660	-2.22816666666667
TMEM25	2.609375
OSBPL10	-0.114375
CLTCL1	-1.61883333333333
ALG6	-0.70525
CATSPER4	-0.487
LRTM1	0.308
RRAD	0.779
TIPIN	-1.30825
CARD14	1.94075
RBM9	-0.672
RASSF4	-0.78675
SLC25A18	0.518333333333333
C6orf58	0.0878333333333333
IGHD	0.633
PLA2G6	0.122
TPT1	1.23475
SEC63	0.9905
CCDC113	0.5034
TDRD10	0.146125
KIAA1666	-0.1365
TOR1AIP1	0.209166666666667
SYTL4	1.109
SPRR2F	-0.913
CEBPD	1.797
SNTG2	-1.223
C20orf77	-0.284416666666667
TAS2R49	-0.16
C6orf173	-1.27966666666667
SVEP1	-0.00680000000000002
PXN	0.127
VIL2	1.851
C5orf21	-0.15025
DIXDC1	0.5485
GANAB	0.836666666666667
PDSS1	-0.5715
NGFR	-0.19025
ATP8B4	0.03675
BMP8A	0.542
CCDC132	-0.495416666666667
GNRH1	-1.73275
OR10T2	-0.143
PDGFD	1.51116666666667
OR6W1P	0.6245
HARS	0.096
KRT77	-0.044
AQP8	0.3215
ITGB1	0.1835
ZNF254	0.0212
PAX1	0.00883333333333332
PSMC4	0.0326
ANKRD22	6.79575
PSMD8	0.473833333333333
HTR1E	-0.610333333333333
SOX10	-1.6179
OR5B2	0.231
RABGEF1	-0.533142857142857
MAP1LC3B	-0.21125
CYB5R4	0.008
AGXT2L1	-2.16075
FLJ41603	2.61666666666667
TRAPPC2	1.31683333333333
FNTB	0.542
FLJ14107	-0.741166666666667
AURKAIP1	-0.31225
DSE	0.7935
NFKBIZ	0.548833333333333
OSBPL3	-2.487
LOC130576	-1.4955
SLC39A9	1.70616666666667
LOC137886	-0.378333333333333
RHCE	-2.428
ATG7	-0.459333333333333
FAM82A	-0.809833333333334
FBN3	0.1265
MCFD2	-0.834
CASP14	0.1875
EPS15	0.44375
SFRS2B	0.0903333333333333
C19orf47	-0.1925
PLAC9	0.695
GPR23	-0.812
BTNL3	-0.580833333333333
RGS8	0.515
GNS	-0.166125
ENO2	-2.04466666666667
CBX1	-0.5703
PEX26	0.0785
LRP5	0.0626666666666667
ADAMTSL4	-2.11783333333333
ARR3	0.00433333333333333
MAP1A	-0.49525
CD2	3.2855
NAV2	-1.696375
TMEM69	-1.5335
ATXN7	-0.743333333333333
CHN2	0.827
ZNF781	-1.31966666666667
HAS2	-3.17866666666667
KIAA0241	0.120333333333333
BIC	0.817
MOBKL2A	0.16475
CYP2C9	0.294
CNOT7	-0.412357142857143
SFRS10	-1.4715
CST11	0.26225
FLJ37543	-0.157
NKAP	-0.397
RUNX1T1	2.23275
EAF1	-0.3064
IL4I1	2.22125
LRRC61	0.249333333333333
PSIP1	-1.3205
SPRR4	-0.308
ZFP90	0.710833333333333
AP2B1	1.186
SLC30A7	0.50425
C7orf28A	-0.180333333333333
S100B	-2.616
BMP2	-2.782375
ESR1	3.3165
ZFPL1	0.757
ARHGAP12	0.60975
LRRC19	-0.085
ZNF767	-0.203
NACA	-0.6831
OLIG1	-2.35925
PRF1	0.732
LST1	1.938
SPATA9	-0.99
CNFN	0.995
CDK4	-1.1782
TCF15	-1.81633333333333
PARC	-0.0195
PPM2C	1.6535
LOC283345	-0.448
FAM107B	0.09675
DMXL1	-0.742625
RBM3	0.354625
HTR5A	-1.59983333333333
SCFD1	0.0541666666666667
EPHB3	2.218
ROPN1L	0.0311666666666666
RAMP3	0.05625
TSPYL5	3.93554545454545
GAP43	-2.7685
PAPD4	-0.752625
PDE3A	-1.145
TNFRSF10C	1.84475
JMJD5	0.602333333333333
RASGEF1A	-0.5811
C16orf65	0.0205
HIPK3	2.42133333333333
XYLT2	1.3725
XPOT	-1.78883333333333
GAL3ST1	-1.42
DHCR7	0.6865
AMIGO3	0.451
FGFR4	-1.39216666666667
CRAT	2.10575
PPP1R14D	0.665
TRIM14	1.2198
TMPRSS11D	0.5295
SLC7A11	-3.04521428571429
OR10H2	0.50425
PPM1E	-2.16277777777778
DOCK4	-0.89275
FAM127A	0.262625
ENOPH1	0.1735
SLC5A3	-1.347
ZNF530	0.2002
NTS	-6.43325
FRMD4A	0.265625
BCL11B	-2.98383333333333
PRM1	-0.071
UQCC	0.0548
S100A16	1.07933333333333
PLS3	-1.66225
WWOX	2.30171428571429
CCDC23	-0.23075
GTSE1	-1.71916666666667
GP2	2.4235
FLJ32549	-0.327
CHIT1	4.36375
KLF9	0.617125
RPS24	0.7542
MIA	-1.5475
FIGN	-1.9115
PYROXD1	-2.199
PCSK2	-0.38975
MRPL9	-0.384
RPL24	-0.322125
C12orf32	-1.0805
HIST1H2BE	1.037
RGS18	1.60225
LFNG	2.230875
RAB4B	-0.0366
FBXO25	0.432666666666667
TSPAN31	0.281
ARL8A	0.474428571428571
C10orf83	-0.1652
OR51B6	0.553
CNKSR2	0.37375
C1orf156	-0.0515
IBSP	2.4135
GFRA2	-0.1164
ALKBH7	1.139
NEK10	-0.70075
VN1R3	0.2885
LOC91948	-0.325
CPZ	-0.80575
IHPK3	-0.0603333333333333
COL8A1	0.69375
RBPJL	0.17
OR10A4	-0.00875
CASP8AP2	-0.49125
MMP12	0.147166666666667
OR8B12	0.407
CDCA5	-0.344833333333333
LIX1L	-1.62925
PEX11B	1.076625
GABRA1	-0.0956666666666667
HABP2	0.572
REEP1	0.1445
FBXO15	2.3995
CD68	1.02725
WFDC9	0.317
GHDC	1.06466666666667
SMARCA1	-1.24025
SPAST	0.073
PLXND1	-0.681666666666667
MLCK	-0.5385
INTS5	1.60133333333333
BSG	0.0125714285714286
PARP8	0.940166666666667
TEAD4	-0.0975
ZNF498	-0.016125
TMEM89	-0.393166666666667
DTX4	0.2575
TNRC6B	0.5345625
ARMC2	-0.69225
FGFBP1	-2.52983333333333
TIMM8A	-1.3475
AJAP1	-1.803
ZNF608	-1.2495
SLC25A42	0.130625
SYP	-0.257666666666667
MMP11	3.39183333333333
USP40	0.5679
C3orf62	-0.0388333333333333
MYO1E	-1.0934
LRFN4	0.5155
XCL1	0.1285
GPR155	-0.060125
VPS29	-0.50825
CARHSP1	-0.304
ARHGAP20	0.048
GREM2	-0.326357142857143
CCDC102B	2.48375
ZNF577	0.524166666666667
HDDC2	-0.0595
SHC2	0.7404
NCOA5	1.13816666666667
INPPL1	-1.281
CHGB	-2.5325
IHH	0.341
DDEF2	0.232916666666667
DIAPH3	-0.642238095238095
BUB3	0.00183333333333334
GGH	-1.68422222222222
VPS35	0.816
CNN2	-0.550333333333333
ASNA1	-0.32
WDTC1	0.512
AMAC1	-0.4565
HAS3	-0.595666666666667
SLC1A6	-2.01866666666667
ZNF563	0.2575
C1S	3.00175
TCF7L1	-1.186125
OR10Z1	-0.0555
ME2	-0.6687
C6orf151	-0.82375
KPNA4	-0.4987
GLO1	-0.240625
WDR61	-0.383666666666667
CD302	-0.965
SIRT7	-0.493833333333333
C11orf59	0.214
PKIG	-0.008
PPIL3	-0.51025
CCDC74B	-0.10075
ZNF528	0.6745
EFNA5	-1.6055
FCGRT	1.694
NOL4	1.7174
CCS	1.0195
LOC374491	-0.56875
MFSD7	3.1765
ZNF555	0.8695
LIMS3	-0.26675
TSSC4	1.00966666666667
COL11A2	-1.203
C1orf119	0.431666666666667
BPNT1	0.200625
CHRNA6	-0.046
C1orf173	1.4115
PLD2	-0.4865
ORC1L	-2.85425
SASH1	-0.762
CDC14B	-1.676125
RLBP1L1	0.82075
LDLRAP1	-0.4081
NAT8B	-0.2575
HHEX	-4.2605
LGALS7	2.12775
PLCH1	1.280875
OR1M1	0.918
PRAMEF16	-0.741
HECTD1	-0.532
C14orf39	-2.338
TLN2	1.0592
HDAC4	-0.83
SYCP2L	-2.3315
GLRA1	0.194
RPS6	0.194625
hCG_1757335	-1.8065
KLHL1	-0.416
CTNNBIP1	0.629166666666667
SCAND2	-0.8552
HMGN2	-0.3366
YAF2	0.67725
BRPF1	-0.39275
LIAS	-1.2135
CTA-246H3.1	-1.44525
SAG	2.057
C20orf10	0.03975
HNRNPA2B1	-0.51
GADD45A	-1.636
MSH4	-0.2545
TMEM70	-0.23575
HIST1H2AM	0.96275
C19orf26	0.151
C1orf50	-0.31025
GNG3	0.3305
FTO	-0.4285
CALCB	-0.965
PPP3R1	0.619125
C15orf42	-1.16475
CCNJ	0.838
GNAZ	0.296066666666667
PSD	0.0648333333333333
FAM57A	-1.09375
STIM2	-0.413833333333333
DHX8	0.73325
MOGAT3	-0.737
UBE3B	1.12733333333333
PLAT	2.67516666666667
C6orf206	0.9265
COPE	0.2481
EIF3A	0.483125
C1QL2	0.064
IQCE	0.37625
KIAA0182	0.514416666666667
SLC22A7	-0.4826
PPFIA2	2.0605
ADAMTS15	0.6425
ODZ1	-0.601
THBS4	0.72
ARHGAP1	1.053625
B4GALNT3	-0.435
FCHO1	-2.8445
LOC440456	0.4295
HOXD10	0.524833333333333
CXCR3	1.24316666666667
CHI3L2	-1.277625
SRPX2	2.6825
ZNF132	-0.0188333333333334
UBAC2	0.580166666666667
RPL32P3	-0.237
CBWD6	-0.0405
ST6GALNAC4	-1.2945
KIAA0391	0.575833333333333
LOC388969	1.12675
KRTAP5-8	0.325333333333333
ZNF786	0.73375
LYVE1	0.739666666666667
GPR144	0.25325
APOH	-4.878625
TSC22D2	0.0348333333333333
PLCD1	-0.17975
FLG2	0.0675
M-RIP	-0.2234
NDUFV1	-0.634
POLDIP2	0.159
RAB3GAP2	0.259666666666667
RPSAP15	-1.36675
CLEC7A	1.246125
HSPA14	0.14325
TAAR5	0.6235
FAM132A	-1.08425
C2orf43	0.17225
OR10V1	0.6365
SELPLG	-0.32125
C1QTNF6	0.094
OPCML	-0.1923
DTYMK	-0.3085
ALDH16A1	0.57725
F13B	-2.3665
MGC16169	0.717
KIRREL2	-1.30516666666667
C14orf32	-0.349
SLAIN2	0.9534
HSD3B2	-0.2555
AMMECR1L	0.4324
LRRC37B	0.075
HMG20A	0.0595
C22orf27	0.4892
FBXL22	0.12
AP1B1	0.300833333333333
TNKS1BP1	1.3745
CD74	2.186
HSPA12B	2.0915
PLSCR1	0.6185
SLC35E1	0.0828333333333333
FEZ1	-2.4435
APOD	2.77325
C16orf44	0.7975
C1orf166	-0.4215
KCTD11	0.53525
NELF	-0.8585
SRP54	0.100833333333333
MGC35361	0.16225
GPR35	-1.562
NRGN	-0.470375
SIGLEC12	0.18725
SCN1B	-0.7035
IFNW1	0.175
STAR	-4.46075
HLA-DQA2	3.31016666666667
RNASEH2B	-0.8515
TAAR2	0.1065
VAMP5	1.66883333333333
TUBA1C	-0.961142857142857
PIK3R2	0.285125
ARD1A	-0.352166666666667
EBF2	0.505666666666667
CAMSAP1L1	0.0145
CYP3A43	0.375
AKR1B1	-2.65875
KIAA1729	-1.849375
KAL1	1.3217
CYBB	-0.58825
UXS1	0.1485
LOC338579	0.0655
C11orf45	-0.53825
SHB	1.329625
IKZF4	0.206125
NDUFA1	-0.3015
HSPE1	-0.8555
C1orf215	0.005
GPR113	0.0153333333333333
ZNF573	0.98625
TBX18	-0.1305
GGTA1	3.861
PCDHGA8	-0.019
RPS6KL1	-0.129125
DPP9	-0.0645
SLC43A2	-0.133875
COPS3	-1.08
PMPCB	-0.198833333333333
HYLS1	-0.891
LSM8	-0.901833333333333
PDE6B	1.62575
C10orf118	1.3985
OR1C1	0.246
ZNF415	1.34525
OR2F1	0.7205
ZDHHC13	-0.403125
FZD8	-1.1725
TCEA1	0.0539
SUSD4	1.726
C22orf24	-0.0535
TNFRSF14	-0.54375
TRIM28	-0.276666666666667
FGF5	-2.043
CSPG5	-0.390666666666667
RNF133	-0.4225
FKBP15	0.53175
BZW2	0.05175
NSMCE1	0.5725
PTPRN	0.19275
TST	-0.306875
POP1	-0.6615
RNF24	-0.249
SFRS4	-1.165375
REPS1	-0.0695
CD70	-2.254
PDXDC1	0.73175
SRC	0.3248
NTNG1	-1.734
SETD1B	1.06575
TINP1	-0.5844
ZNF606	2.1915
SSR1	0.8024375
RGNEF	-0.156666666666667
NFS1	-0.601833333333333
CENTB5	-0.79275
CRMP1	-1.76033333333333
ADAM18	-0.443
CCDC87	3.15183333333333
LRRC8B	0.0095
CSNK1G1	-0.0355
MAFB	1.8665
C12orf45	-0.6255
C1orf54	1.39925
DPEP1	-0.673833333333333
FLJ13137	-0.2885
C14orf118	-0.061
ANKRD19	0.804583333333333
ABCA9	1.7402
TMEM87A	0.668555555555555
BBS5	0.4732
CYP17A1	0.004375
SCG3	-2.7455
ESCO2	-1.411
GFER	0.574666666666667
NRIP2	0.0906666666666667
DDX59	-0.223
RIC8B	0.051
TNNI1	0.288
KTELC1	-1.15941666666667
GPR85	-0.394
SP3	0.599625
GOSR2	1.46316666666667
DDX1	-0.02775
DSCR9	0.127
KIAA1984	-1.513875
FLRT3	-1.6855
RNPS1	-0.106071428571429
ZNF772	1.277
SLC25A10	-0.1285
ADAMTS3	-1.4601
TBC1D7	-0.55525
PCYOX1L	-0.2585
LOC339745	1.237875
VPS54	-0.445875
PCDHB12	0.0275
C4orf6	-0.296
CCL5	3.00025
PEX5	-1.24725
LENG1	0.618
LOC51336	-1.931
FLJ25371	0.6725
WDR45L	-0.737333333333333
SPAG8	-0.306666666666667
GUCA1C	0.8655
LOX	-1.71183333333333
FIZ1	1.0035
BAG5	0.69075
BUD13	-0.825166666666667
MGC2752	0.019375
IQSEC3	0.25825
TGFBR3	-1.215
CASP9	-1.103125
PPA2	-0.017375
MED24	2.66275
MAP3K7	0.1875
SRPR	-0.406
C17orf81	-1.70475
RIPPLY1	0.22275
EID2	0.43675
AKR1C1	-2.91433333333333
IMMP2L	-1.01075
SPSB4	1.0335
BAG4	0.157
ZNF32	1.3885
KLHL34	0.601
BRD2	0.421625
IL32	-0.5345
FAM53B	0.9085
SLC7A1	-0.9925
KAAG1	0.152
CCDC54	0.275666666666667
PRKCQ	-2.1645
TIRAP	0.784875
SPSB1	-0.013
USP36	-0.605
FLJ32569	-0.156
LYZ	-1.1935
TMEM186	-0.129166666666667
TPM2	0.132833333333333
C9orf100	-0.753
PPP1R11	0.8515
OLFML3	1.1506
ELAVL1	-0.0394166666666667
DNAJC17	1.17733333333333
ABCA2	-0.56225
BNIP3L	-0.684125
ATP10D	0.641
GALNT8	-0.5455
PRKCH	2.299
USP12	-0.06575
STXBP1	-1.699
LSM2	-0.541166666666667
ANKRD30A	1.697
LAP3	0.307
C9orf40	-2.24066666666667
KATNAL2	0.175166666666667
RG9MTD2	0.2165
PNPLA7	1.3355
IDH1	0.075
C1orf57	-0.96725
XRCC5	0.3102
TBRG4	-0.63075
DCDC5	0.0511666666666666
POU5F1	-3.971
RAB1A	0.677357142857143
KRTAP15-1	0.417
INHA	-0.875333333333333
WDR90	0.238875
MLL2	0.600833333333333
FAM104B	0.45575
SF3B14	0.05975
STX1B	-0.9495
SNX12	-0.33125
KMO	3.75183333333333
FAM100B	-0.74
CDRT15	-0.2195
RAB9A	0.1
RUFY3	0.759125
UBE2U	0.176
NFKB1	1.0079
FBXO38	0.633
VRK3	0.337
TUBB8	-0.3465
IFNA6	-0.5405
AYTL1	-0.751333333333333
RBP3	-0.152714285714286
MUC13	-1.11275
C8orf30A	0.467
MFAP1	-0.268
NHLH1	-0.07675
CXorf34	-0.50275
SP8	-3.903
RNF151	0.137833333333333
TDRD7	1.30375
KCND2	2.35875
FKBP9L	-0.0328333333333333
C17orf44	1.43075
TIMM17B	-0.044
WIPF1	-0.08
SNX15	0.9405
IGF2R	0.3093
SBSN	0.4835
RBM15B	0.032
AGBL5	-0.684833333333333
APEX2	-0.123
C17orf39	-1.437
UBE3A	0.7087
SPANXC	-2.445
TGFB1I1	-0.327
RBM13	-1.14975
TOP2B	-0.513666666666667
NPVF	-0.783
RIMS4	0.395375
RAD54L2	-0.658166666666667
RSPO3	2.74583333333333
C2orf47	-0.00425
TSPAN4	-0.708916666666667
DNAL1	0.5415
DKFZp761E198	0.079875
NLE1	-0.7955
TPST1	-0.82225
SREBF1	0.7475
CLEC12B	-0.249
FUK	-0.243
IL21	0.0575
LTK	-1.84875
DKKL1	-0.347
EPAS1	-0.224125
UBTF	0.4912
HIST2H2AB	0.18575
TMPRSS12	-0.209166666666667
KIAA0427	0.291666666666667
CYP8B1	-0.4715
FPRL2	2.382
LOC402573	-0.9235
HSDL2	0.321166666666667
SEMA6B	-0.207833333333333
AKR1A1	0.441928571428571
CLTB	1.27841666666667
NXT2	0.0508333333333333
HSPB7	-0.6325
MLLT11	-1.50316666666667
OLFM3	0.242333333333333
SEC61B	1.10841666666667
GPR139	-0.5435
RRP15	-1.4665
OR3A2	-0.7665
RSL1D1	0.1660625
P2RX7	-1.33483333333333
PSME2	0.8245
ADNP2	0.3285
RBM25	0.11775
IFITM1	2.5445
POLR2E	-0.37625
ZNF643	-1.8215
ZBTB25	-0.8545
SPTBN4	0.57575
FBXO28	0.13325
CLEC10A	1.3165
EPHA8	-0.50225
BEST4	0.639
GAS6	-0.329166666666667
TSHR	-0.878
TMTC1	-0.00836363636363634
GSTM2	-1.91383333333333
ETV1	-1.8665
ADAM11	-0.644833333333333
ERGIC2	0.686333333333333
ATP6V0E2	1.4545
HGFAC	-2.21483333333333
CTTNBP2NL	-0.29425
FLJ20628	-1.62725
MTCH2	-0.614
BACH2	-0.3845
AUTS2	2.7875
FSD1L	-0.26875
RPRM	-2.38466666666667
PPP2R3A	-0.807833333333333
BAT2	-0.28375
LPHN2	-0.766833333333333
MGC71993	-0.333833333333333
PPARGC1B	-0.352
CENPT	-1.0335
RNF123	-0.310166666666667
COL27A1	0.2841
ZP2	1.5855
C2orf21	0.9345
CCDC78	-1.2735
MCM8	-1.205
PHLDB2	-2.25025
PLAUR	-0.695125
HDPY-30	-0.4625
BMP5	-2.382
MUM1	-0.107875
FAM62C	-0.476
MID2	1.728
SYT16	-0.0055
ISG20L1	0.1283
C2orf40	4.2215
SRRM2	0.557428571428571
FCRL1	0.3115
C1orf90	0.3555
MEP1B	-1.4955
PCSK7	-0.189
PBX2	0.04225
CENTB1	-0.564333333333333
GLT6D1	-1.113
HGS	-0.09725
WDR51B	-0.81725
KCNJ8	1.0805
NOL10	-0.12025
EDEM3	0.582625
TCOF1	-0.781166666666667
SLC16A1	-2.60233333333333
SF3B3	-0.159
NUDT21	-0.0857500000000001
ZNF235	-0.0985
KIAA0644	2.3995
ERC1	0.548375
NKIRAS2	1.0485
TRMT5	-0.4925
PPP1R7	0.67175
C14orf177	-0.7135
HTRA4	2.14
FAM139A	1.20516666666667
C16orf30	4.3795
C10orf32	1.2095
VCX2	-4.17075
MGC27016	-0.1068
LARP5	0.660166666666667
THNSL2	1.64883333333333
TRADD	0.3695
C1QTNF1	0.14875
C1orf43	0.0468
AS3MT	0.02175
SCARF1	0.85825
PHF23	-0.08825
B3GNT2	0.523166666666667
FNBP1	-0.1935
ZNF780A	0.094
MAGEB2	-2.917
FANCG	-0.35125
EYA2	4.79825
ZNF471	-0.724875
C14orf153	-0.148833333333333
BCL2L14	-0.29025
EFS	-0.144666666666667
CKAP4	1.25833333333333
ZNF224	0.085
ZNF652	-0.03275
TMEM4	-1.01225
SCN3B	0.26575
OAT	1.64425
DRD1	0.298125
IQGAP2	0.343333333333333
CDYL	-1.0425
PFN3	0.783
ANKS1A	-0.06725
COBLL1	0.6705
C2orf55	2.57433333333333
PRCP	0.25725
TMEM130	0.44825
SPINK1	0.44975
NDUFB1	0.20625
DIO3	0.34
PRTG	-2.66066666666667
PVRL1	0.87275
CNTD2	1.982
MYL4	-2.492
SLC17A1	0.38575
RGMB	0.3827
TAF5L	0.198125
FAM27E1	-1.8075
CCDC59	-1.3675
MED20	0.0298333333333333
CHMP4A	0.639
FBXL12	-0.0711666666666667
TOMM20	-0.741625
ZNF364	0.2095
COL22A1	0.717
C13orf8	-0.2525
TBC1D14	-0.595285714285714
MRPS35	0.250375
LOC51057	-0.6565
MSC	-0.190166666666667
CILP	5.54183333333333
ATXN7L2	-0.0625
BTLA	1.86566666666667
SEC23B	0.651125
RDH13	0.39
C17orf63	0.6265
TIA1	-0.653666666666667
RHOXF1	-0.0636666666666667
SPAR	0.1175
SPTLC1	-0.119125
HMGB3	-0.143153846153846
TOPBP1	-1.38066666666667
NAT8	-1.5415
KLF11	0.386125
HOMER3	-0.5845
KCNAB3	-0.9005
C9orf85	-0.96875
HCG3	-0.237142857142857
MGC34821	1.9125
PHLDA3	0.566
ODF3	0.9155
KLHDC4	-0.5685
GABARAP	0.0135
AGR3	5.4425
EXOC5	0.0651875
AADACL2	-0.0855
LOC91893	-0.699833333333333
RPL36A	0.0395
SLCO1B3	-2.20766666666667
PTPDC1	-0.329
DUSP7	-0.445
NRP1	-0.643785714285714
VSTM2L	0.0841666666666667
PLEK	1.08
NLRP3	1.119
TUSC5	0.20625
GPR3	0.221833333333333
RAB8B	-0.579125
UBE2E3	-2.933
RC3H1	1.1595
MED29	0.77425
CCDC50	-1.6315
C20orf111	0.209333333333333
PRDX6	-0.87925
TETRAN	0.13975
BCAN	-0.3195
SMPD4	0.031875
AKAP7	-0.3435
ZNF500	0.382833333333333
