Hybridization REF	TCGA-AN-A03X-01A-21R-A00Z-07
ARL6	-0.341166666666667
MEF2C	0.99125
CBFA2T3	-1.97
AFF3	1.18564285714286
COG7	0.270833333333333
MYB	-1.52066666666667
PLXNA3	-0.1765
XRCC2	-1.9085
MMS19	-0.486
ST8SIA5	-0.960571428571429
CHPT1	0.00933333333333334
KIAA1712	-0.693375
OR6X1	-0.2035
ACTR3	0.198125
UGCG	1.64966666666667
OR4P4	0.318
ZAP70	-3.40675
LPP	1.42825
ZNF485	0.04875
PTPRCAP	-0.6405
IL12RB1	0.4545
ATRX	0.1075
CHST8	-2.015875
C14orf109	0.4765
ARV1	0.9015
NMB	-0.596428571428571
COX5A	-0.675666666666667
EIF6	-0.40725
MPPED2	0.198666666666667
SEMG1	-1.9035
CHRDL1	0.561
TRAF3IP2	0.78975
WNK2	-0.32
LILRA4	2.7265
LAMA2	4.36375
PXT1	0.464
RLBP1	-2.37425
CD300C	0.42975
SLTM	-0.576375
FLJ10404	-0.346733333333333
APOBEC3D	-2.75566666666667
RENBP	0.8725
ATXN7L1	-0.2085
NID1	1.036
TUBGCP3	-1.29875
ITIH5	0.778611111111111
CCDC110	2.84125
C8A	-1.95875
MGC87042	0.31275
HOXC13	1.0785
TFDP2	-0.87375
HCP5	1.136625
POLI	-0.6055
UCN	-0.951833333333333
ZNF764	0.926333333333333
C8orf45	0.582
FHL3	-0.3655
SPATA5L1	-0.7735
MMRN2	2.90733333333333
NDST1	0.892166666666667
COL20A1	0.196
ZNF248	-1.25966666666667
PELP1	-0.252166666666667
MBL2	-1.2716
RNF41	0.127
C5orf24	0.684875
THOC5	-0.412875
SERINC3	0.827916666666667
RP11-151A6.2	0.6405
CDCP2	-0.332
HIST1H2AA	0.14025
C11orf75	0.4095
FKBP7	1.31425
DDOST	-0.69175
GPNMB	1.384
TTF2	-2.258
KCNT1	0.136833333333333
SLC39A14	-0.390125
NGRN	0.7881
GPR137B	1.459
MECP2	-0.131
PSMA1	-0.28775
C16orf73	-3.93875
TMEM60	0.284166666666667
CSN3	0.185
NOS1	0.405333333333333
RAB7L1	0.71
YBX2	-0.434
KIAA1166	-0.41325
FUBP3	-0.533833333333333
ABCG1	1.452
ACACA	-0.559583333333333
ARL11	1.4359
ATOH1	-0.109
ODF1	0.399
CREB3L3	-1.55316666666667
TMEM127	1.22878571428571
DSCAML1	-0.27375
PLN	2.95466666666667
LYPLA1	0.853
PRDM9	-1.5835
SASP	-0.4925
PLUNC	0.415
INTU	-0.52525
HISPPD1	-0.44675
LNPEP	0.1
YARS2	-0.5965
APCDD1L	-0.5525
ZCCHC4	-0.711
FBXO22	-0.382833333333333
TTLL13	-0.8395
ZNF669	0.114
PTGDR	1.2485
DDX27	-0.79575
KIAA0409	-0.128
GJB6	-0.10775
ASB8	0.852
PLP2	0.189666666666667
MEPE	0.485
OR10J5	-0.152
KRT222P	0.772
COQ7	0.808833333333333
C1orf101	0.69025
RERG	2.5862
CHMP5	0.271125
THAP11	-0.092
ZNF43	-0.448333333333333
ZRANB3	-1.127
KRT13	3.32175
MRPL19	-0.203625
RBBP9	0.459875
SPATA17	1.466875
BXDC5	-0.291
PAFAH1B1	-0.00166666666666667
MAGEE1	0.77375
OSTF1	0.177
KIAA0323	-0.511583333333333
TXNDC13	0.6365
CNTN4	1.831125
LCE1B	-0.2135
UNQ501	1.256
ZNF154	-0.00575000000000001
C3orf64	-0.3805
SYT5	0.3484
PON1	0.3372
FLJ10357	0.350625
ATP4A	1.424
GNPDA1	-0.475
MGAT1	1.1195
C14orf121	0.25375
SLC35B2	0.10325
MIER3	0.352
CHEK1	-3.823
ZNF8	-0.702333333333333
TXNDC1	0.0271666666666667
CKB	-1.2642
RTN3	-0.1665
FZD2	-0.121166666666667
PART1	-0.196
PSMB6	-0.1825
PCDHB8	-1.314
PHC3	0.1928
PPP1R8	-0.773166666666667
NOVA2	1.02633333333333
TNFRSF11B	-1.627
GOLPH3	0.646833333333333
UBLCP1	-0.22925
SUHW3	-1.003
TTLL1	0.9455
OPN4	0.1865
OR13G1	-0.3895
ZPBP2	0.6992
HSD17B11	-0.98275
C9orf50	0.3295
DHDDS	-0.172428571428571
CTSW	0.501
NEFM	-0.598333333333333
MRPL28	-0.1295
SYN1	0.797166666666667
PIGV	-0.199666666666667
ZIM2	-0.3265
APBB1	0.633666666666667
SND1	-0.825
C1orf123	-0.207833333333333
CHD3	-0.102
BHLHB8	0.4215
RNASE2	0.154
BCAP31	0.242625
SLC25A44	0.5555
CHD6	0.2678
PIB5PA	2.16276923076923
SELS	0.231875
LOC541471	0.18175
FAT2	0.087
ZNF81	0.194
OR4C16	0.0595
FLJ10081	-0.3975
LRRC4	0.703
CS	-0.1845
N4BP2	0.645875
IGFBP7	2.06225
ZNF318	0.0734166666666666
NDNL2	0.985
ZNF609	0.389375
SIRT4	-0.56675
EXOSC10	-1.078
ECE2	0.174583333333333
OVGP1	1.20375
GTPBP3	-0.9615
PACS2	0.01
C19orf36	-0.841
ARL4C	0.5395
ATG4B	-0.657
UBQLNL	0.0655
RHOXF2B	-3.246
PLEKHG2	-0.342
GALR1	-0.0795
AQP4	-0.217666666666667
HDAC7A	-0.406666666666667
DCUN1D3	0.6445
OR8A1	-0.5045
CCRN4L	1.128625
CBR4	-0.503833333333333
KIFC1	-2.69533333333333
SLC7A14	-0.6825
LHX5	-0.19
TRPC7	0.1795
LPXN	-1.04725
SERPINA1	-1.20525
RPS13	-0.3325
BPIL3	-0.0035
PRKAA1	-1.9475
FADS2	-0.9012
ENAH	0.1595
PRO1768	0.239
APBA2BP	1.17525
LIPH	2.27066666666667
C3orf33	0.48225
RCC2	-0.649285714285714
ALDH1A2	-2.99333333333333
RNF103	2.52025
AHCY	-0.4485
ALG12	0.686
CCL17	0.07925
ZNF543	1.282
ESRRG	1.4011
CNGA1	-0.72875
RDH5	-0.349166666666667
OTX1	-0.5514
PTGFR	-0.829333333333333
CDR2	0.227875
SELE	1.63925
NLGN2	-0.308
EXOSC9	-0.85525
ZNF566	-0.14
KLRC2	-5.332
GPR12	1.08
KIAA0196	0.997
PDRG1	-0.63175
SSR3	-0.344285714285714
MSI1	-0.1145
CST9	0.8435
CC2D1A	-0.319375
PLAGL1	-0.00400000000000004
ZNF778	0.112
RNF2	0.895875
KLF6	2.00433333333333
THBD	2.75
tcag7.1314	1.8885
NR5A1	0.663
ABCD2	0.41275
DNAJC7	-2.44225
CLEC4C	1.001
TM2D3	0.201625
CCDC4	-0.7085
PLAC2	1.05875
DCD	-0.2585
FAAH	1.046
POLA1	-1.11
TM7SF2	0.56525
FLJ39822	-0.00633333333333333
FLOT2	-0.3725
MAP4K1	-0.501333333333333
SRP68	-0.083625
C21orf74	0.836
ARPC5	0.50275
LOC126075	1.443
HECW2	0.427875
ZDHHC4	-0.268
ANKRD42	0.9991
PDE9A	-0.263
ABCA8	0.79275
NDUFS2	0.49825
UBR5	-0.6085
BTBD16	-1.6365
LOC554174	-0.656
ZNF20	0.195
KIAA1843	0.6935
WDR17	-0.385714285714286
C15orf33	-0.3265
RNF113A	-0.331
CAMKK1	-0.6629
CLCN2	0.07
ANXA6	-1.5885
LOC340069	0.178
EMID1	1.4025
DPM3	-0.1505
ELA1	-0.037
SLC25A13	-0.3248
KRT24	0.481
SMPD1	0.707666666666667
TH	0.420875
COL6A2	1.98892857142857
ANKS1B	1.05575
GPR126	-3.2373
ZC3H12A	0.0633333333333333
TMEM47	0.699
C2orf51	0.2825
C1orf88	1.05983333333333
HSF2BP	0.766
AKAP10	0.227
RPAP3	-0.4925
KLHDC8B	0.823625
STOM	0.605
MUPCDH	-0.139625
C10orf72	-0.0470000000000001
PLEKHA3	0.676083333333333
TCP11L1	0.75175
CWF19L1	-0.324375
SPEF1	1.453
YSK4	1.014
ELN	2.6031
SAMD8	0.554166666666667
MPI	-0.945833333333333
MEPCE	-0.0814
ABCC3	-0.7575
NANOGP1	-1.62
KCNK17	-0.00499999999999999
HLA-DMB	4.27216666666667
RRAGA	0.81225
ANGEL1	-0.139
RBM32B	0.3655
CPN1	-2.191
MGC52282	-0.5399
HLA-A	1.097
OR9G4	0.32
EDNRB	-0.883125
SCD	-0.610214285714286
C14orf80	-0.668
BAGE2	-0.023
RABL4	1.51833333333333
RCVRN	1.0195
SHANK1	-0.1195
NLRP7	-3.023
CD226	1.3235
STAT3	1.1656875
SYNJ2	-0.1133
TPCN2	-0.0856666666666667
WDR36	-1.20191666666667
MBD4	-0.488
ROBO1	-0.6867
ST3GAL6	-2.50525
SLAMF8	1.787
ATN1	0.38
GPR141	0.2535
KRT36	0.2655
TPH1	-0.461
DDX52	0.22575
ZSCAN29	0.259
TRPT1	-0.782
DPEP3	0.923
DENND4A	-0.582375
TSPAN16	-0.569
PTCHD2	-0.7155
LOC145814	-1.33725
CAP1	0.1745
EIF5A2	0.2612
NT5DC3	-1.20275
SEPT9	-1.099875
SEZ6L2	0.615375
EGFLAM	2.9785
VPS11	0.00250000000000001
NDUFB5	0.0295
CIDEA	3.19583333333333
IER5L	0.2735
N6AMT1	0.81525
FAM83C	-0.3635
OXR1	1.03783333333333
IRX1	-0.521
DGKB	-0.0782
GCN5L2	-2
MIR16	0.583375
FBXW9	-0.166
WDR4	-2.4515
PDC	-0.202
VPS33B	-0.77975
HEXB	-0.01025
FLJ32214	1.1505
TCEB3	-0.967
CRLF1	-2.66225
ABI3BP	1.096
C8orf22	-3.2985
PYCR1	-0.527875
KIAA1706	0.60625
CDK5R2	0.7645
WAS	0.38
C12orf60	-0.28825
CCBL2	-0.5405
MADD	0.0305
C5orf34	-1.61125
WDR42A	0.7384
KLF12	0.333875
HSPA1A	2.1275
ITM2C	-1.25708333333333
DAPK2	1.38983333333333
LOC442590	-1.116
SUMF2	0.199375
CENPA	-2.78846153846154
TMED5	-0.687125
CDH6	-0.3307
BRP44	1.50025
THG1L	-0.6325
GABRA2	-1.4135
C14orf166	-0.191
MYL1	-0.604666666666667
TNFSF18	0.718
PAP2D	-0.579666666666667
PPIB	0.199
KLHL4	-0.143625
SFN	-0.245333333333333
CCDC127	0.801
FRAP1	-1.2255
GOLGA5	0.805
SDCCAG1	-0.19525
MGC21675	0.239333333333333
C10orf95	-0.92225
KIAA1345	-0.279
C1orf163	-1.1265
LACE1	-0.639333333333333
OR10K2	-0.027
CENPN	-2.52652
TMED2	0.87375
UGT1A6	-0.7435
ANG	-0.08425
U2AF1	-1.81316666666667
CASC2	0.367666666666667
NMT2	0.29
OSGEPL1	0.2325
DFNB31	-0.877
SLC6A20	0.30425
DKC1	-1.369
FXYD4	-0.14775
WDR64	0.47875
MGC5590	0.572
CREBZF	-0.523833333333333
DAZ1	-0.00475
PRPSAP1	-0.45425
GCHFR	-0.77775
TTC7A	-0.606125
LOC196993	0.4515
UBD	-1.49483333333333
S100A1	0.99625
RPL6	-0.324833333333333
DNAJB6	0.41165
NAGS	-0.3696
C2orf58	-0.199
KERA	2.22566666666667
MT1X	-0.7799
UBE2B	1.4531
KEAP1	0.335
MST1	-3.224875
OMA1	0.2475
ABLIM2	1.12325
BCL2L13	-0.0475
JAZF1	0.533166666666667
TMEM63B	0.218
S100A8	1.2089
ARFIP2	0.5475
UROS	1.122
KHDRBS2	0.499
POLQ	-2.547
SOAT1	-0.294
SPAG4	-2.055
MRPS30	0.812166666666667
LOC494141	-0.69925
OR2T11	0.9145
ORAOV1	-0.0557
ZNF184	-0.236833333333333
TCEB3B	0.810666666666667
ADAM21	0.159
GDPD1	-0.032
SPINLW1	-0.00525
PRR14	0.276
KCTD9	0.0605999999999999
NUDT3	0.2765
KIAA1822	1.1141
HIST1H4K	1.643
DFNA5	-1.38675
GABPA	0.25375
C14orf44	0.63975
POLB	0.781625
PTAR1	-0.45675
SEC31A	0.8355
TRIM58	-1.79625
TAS2R14	-0.431
VPS8	0.15575
H1F0	0.2935
PRKCB1	-3.2465
UGT2A1	0.482
TOR1B	-0.18725
LSS	-1.31633333333333
C2orf19	0.403
HNRNPC	-0.0165
TMEM100	-0.5145
LOC116349	-0.14075
OR51M1	-0.0135
CCDC142	-0.95175
ISG15	2.159875
ZCCHC14	-0.223
CREBL2	1.3125
TGDS	-1.73125
DC2	0.13825
CACNA2D3	-1.6075
ZNF429	-0.691375
LYPD6	-0.236666666666667
SUCLG1	0.0698333333333333
OR51I1	-0.2915
MAGEH1	2.357
PRPF40A	-0.16
SMR3A	0.573
SPINK2	-1.20775
THAP2	0.269875
NPY5R	-0.00875
IRF4	-2.241
SPESP1	-1.08933333333333
OR10S1	-0.133
DTD1	-0.81525
TUBE1	-0.97125
DDX19A	-1.0565
PDPN	0.836125
TMEM34	0.327916666666667
MGAM	0.4235
COL3A1	6.02605555555555
GFM2	-0.4976
OR5A2	0.333
PSG9	-0.295666666666667
ARHGEF11	0.0483333333333333
IVNS1ABP	-0.939625
SIGIRR	0.98725
DUSP19	-0.703375
DNAJC14	0.2751
ACSS1	0.0435
IL1RAPL2	0.785
C4orf30	-0.5965
SEPT4	1.89175
LANCL3	-1.39275
SPAG17	-0.265166666666667
PRDX3	0.263125
HNF1A	-1.056125
P4HA2	0.665625
RFWD3	-1.655
MOV10	-0.8735
DNAJA5	0.646214285714286
LOC729440	0.15525
LOC200383	0.785125
SMC2	-3.5665
MIXL1	-1.076
TMEM9	1.42375
FAM86A	0.9685
ZNF174	0.3024
MYH14	-0.81475
CCR8	0.20875
VPS37C	-0.316333333333333
GPATCH1	-0.202166666666667
B3GNT8	2.445
TBX4	-0.33075
CNR2	0.383166666666667
PCDH1	1.04975
C5orf29	4.129625
OCIAD2	1.47075
PLCG2	-0.09625
KIAA0247	1.8645
HRH3	0.1427
CAPN13	4.2495
CCR1	0.7058
MGC15523	0.0525555555555555
UVRAG	0.4555
DNAJA2	-0.120833333333333
ITGA2B	-0.703333333333333
CLDN5	3.41075
PTPRN2	-0.681142857142857
ZNF512	-0.0265
PSAP	0.569785714285714
CCDC140	0.802
LRRC55	0.273
CYP26C1	0.244
C8orf47	-0.584
LYN	0.28375
DUSP6	-0.079
TGFB3	3.78013333333333
ELK1	-0.8023
PCDH11Y	-0.400333333333333
HGD	-0.6875
C17orf58	0.51725
MYO3A	0.9975
SERPINE2	-3.592
AARSD1	-0.67575
C14orf73	-0.67225
ADAM33	0.48575
ZNF491	0.0465
MAPK6	-0.755833333333333
TCN1	-0.712333333333333
SLC24A6	0.8595
UBE2R2	0.077
H1FNT	0.727
TATDN2	0.173833333333333
LILRB1	1.083
P2RY5	0.888
NUCB2	1.15475
C2orf37	0.585
SNX27	1.5625
MTA3	0.49475
FOXO4	0.122625
ID4	0.429
SOX5	-1.33216666666667
PXMP3	0.96525
OR52M1	0.3075
SFT2D3	-0.081
INA	-2.09383333333333
MCOLN1	0.4795
NFIX	0.4648
CLEC14A	4.88683333333333
HIBCH	-0.0503333333333333
PLA2G5	1.8205
TIMM10	-0.853
MED17	0.7041
COL4A4	-1.134
TPP1	0.412
GJA3	-0.403166666666667
TMPRSS5	-1.5105
AADACL3	-0.024
DNMBP	-1.48675
ENPP5	4.21983333333333
NQO1	-2.8271
ZSCAN2	-0.25825
SEC24C	-0.0596666666666667
GTF2A1L	0.047
AXIN2	-0.5855
FAM33A	-1.18408333333333
C16orf13	-0.032625
SPNS2	0.443
TAF1	-0.27625
AP1G2	-0.3235
RBM42	0.198333333333333
HCN2	0.914833333333333
EFHB	-0.662833333333333
RUSC1	0.1605
GRIK5	0.303
USP21	-0.374833333333333
ATAD3C	0.9095
ORMDL2	1.282
PRSS7	-1.95325
PSAT1	-3.723
FLJ13195	-0.608666666666667
TBC1D1	0.512833333333333
IFNG	0.08975
OTOS	0.622
ZNF773	-0.273833333333333
EMD	-1.56575
RETN	-0.21075
CCL8	2.7005
APH1A	-0.674125
COX18	0.177625
GTF2IRD2	0.1075
CCDC82	-1.19008333333333
PAFAH2	0.399
NPEPL1	-1.5638
RP11-114G1.1	0.6015
TP53INP1	1.55825
ZNF300	-0.952166666666666
FOXL2	-2.629
LARP2	0.206416666666667
LATS1	0.298
HTR6	0.307
SPOCK2	-0.513666666666667
RNF144B	2.10833333333333
HTATIP2	-2.33325
MGC10334	0.0289166666666667
CENTA2	2.2715
FGF2	-1.19475
FXYD7	0.051
PHYHIPL	-1.513
GPR34	4.23225
DDX6	0.107
OR10W1	0.0485
LHFPL1	-0.409
ZNF313	-0.681428571428571
VPS28	0.9695
AP3M1	-0.3422
AKR1CL2	-0.465
TRAF4	-0.659125
OR2B11	0.6185
C19orf12	0.269
AKAP9	0.718333333333333
C1orf62	0.04425
SLC20A1	-0.1239
FAM112A	-0.362
LDB2	0.641875
MRPS23	-0.498
KLK5	-0.074125
SPTB	-0.232333333333333
EFEMP2	1.497
EFNB2	0.19975
PCM1	0.796142857142857
NMNAT3	2.13325
TSG101	0.688
C8orf40	0.9385
NOB1	-1.7675
ABHD3	-1.129
GTF3C4	-0.61
PIGN	0.313666666666667
GALNTL1	0.841
AEBP1	2.928625
OR9Q1	0.5695
ANKRD2	-0.011375
CCL28	-1.275
TRIM38	0.215333333333333
TMCC1	0.116909090909091
SMG5	-0.68525
LRRC7	0.5725
NCAPD2	-2.26083333333333
C6orf153	-0.55975
C1orf74	0.42175
OTUD6A	-0.1975
DCP2	-0.592333333333333
TMEM24	-0.593
RPL18	-0.719333333333333
TMEM177	0.27575
LRRC37A3	-0.608
C1D	0.356
LDHC	-1.344
UBE4B	-0.942166666666667
NIT1	0.529625
BTN3A3	0.675625
RASD1	2.2545
COMMD3	1.01275
SHFM1	-0.3765
BIRC8	0.735333333333333
DUT	-0.3265
C12orf51	1.052
LRRC59	-0.474666666666667
LY6H	1.4325
WDR22	0.867833333333333
EDEM1	0.0100714285714286
ADH1A	3.5635
PANX2	-0.2721
CYP11B1	0.5575
CDC73	-0.42375
GPR172A	0.098
GSTM3	1.831
KCNA5	-0.03025
SERAC1	0.437
NFATC2	0.294
ANAPC5	-0.4723
C15orf24	0.536
NFATC2IP	-0.636833333333333
TNRC6C	0.11
MGC102966	-2.4315
FGD5	0.437166666666667
MED9	-0.0555
RAB13	0.72
C15orf49	-0.5285
CRYGS	-1.5897
C12orf53	-0.4102
LOC283693	-0.747
COX6B2	-0.0405
PHF14	-0.026
FAM3A	-0.274375
RPL13	-0.937
PRDX2	0.202
FLJ34047	-1.33425
PRMT3	-0.8505
KCTD19	-1.3165
TRIM10	-0.300166666666667
MGC26597	-0.8892
GCNT4	0.7535
GPRASP1	0.76125
CDKN1C	0.187333333333333
RHBDL2	0.3558
HSPH1	-0.79625
AQP1	3.151625
COL17A1	-2.6578
GFAP	0.366625
CDC16	-0.7365
KIAA1614	0.602
C6orf118	-0.1746
ZSWIM5	-2.341
FAM83F	3.70825
LYNX1	0.647375
SYNPR	0.300333333333333
XG	3.95533333333333
PRSS16	-0.7325
KIF13B	1.85235714285714
PCDH9	-1.068375
HIST1H2AH	1.17466666666667
RBM18	-0.775
ZNF626	0.123625
HEXIM2	0.957
ITFG1	-0.421
TUBG2	-0.5895
SFRS7	-0.47475
C9orf14	0.93
EXTL1	0.4075
GBP3	1.84883333333333
WDR5	-1.688
RARG	0.240666666666667
MYO7A	0.265
CECR6	-0.02975
C13orf3	-2.32475
SFRS18	-1.307125
ACVR1B	0.340666666666667
PSMD1	-0.3731
C7orf31	-0.384666666666667
ILVBL	0.36125
IFNGR1	1.6935
RNF186	0.349
NOL9	-0.98025
MAGEL2	2.27225
SLC29A2	-0.51
NHSL1	-1.4635
RBMX	-1.0705
PSORS1C2	0.367
RAD51L3	0.0805
LCN6	0.76825
ORAI2	-0.484375
BRUNOL6	0.0217
OR4K5	0.0365
CDC123	-0.818625
MSLN	-1.57716666666667
WWTR1	0.155
ZNF700	-1.17183333333333
COBL	-0.366
PPP1R16B	-0.153125
GAS7	0.5761
MDN1	-1.52125
HAAO	0.426
C9orf68	0.37425
TNFAIP2	0.464625
FOXN1	-0.2265
hCG_2033311	0.561833333333333
ATP6V0D2	1.604
RPL41	0.74925
SLC38A1	-1.970875
ARHGAP6	-0.446583333333333
ADAD2	-0.18175
PHF20L1	0.0628125
MCM3AP	-0.311333333333333
ST3GAL3	-0.740333333333333
SNX1	0.465
ELF5	2.731
PARP3	0.0225
RBM8A	-0.930733333333333
LINGO4	0.3195
ITGA9	0.238166666666667
ZFR	0.26125
ACSL6	0.97025
FLJ20699	-0.5595
DAOA	0.3055
FABP4	4.804
KCNB1	0.45775
CANX	0.1473
SLC25A28	0.194
ADIPOR2	0.928875
ECHDC2	1.17325
SMA4	1.47825
FRZB	4.511375
PABPC1	-0.380333333333333
DMRTB1	-0.288625
APOBEC3G	-0.67925
CATSPER2	-1.0155
CUEDC1	1.46233333333333
STARD9	-1.12425
CLDN8	0.30675
LOC23117	-2.11681818181818
E2F6	-0.672722222222222
TMEM126B	-1.008
DPY19L4	1.24525
GIMAP5	2.2305
NDUFA9	-0.3785
FAM77C	0.754
CTPS2	1.11025
LOC51035	-0.704125
WDSOF1	-0.40875
EGLN3	0.38475
PITX3	0.925666666666667
OR52E8	-0.617
GRM4	-0.0125
KLK1	-1.45816666666667
GPM6B	-0.520375
RRAGD	-0.674666666666667
PAGE5	-2.487
UCHL5	-1.43033333333333
ULK3	-1.1035
AIM2	-0.0836666666666667
PNO1	-0.491333333333333
OR2F2	0.5365
GNAT2	0.175
SIX1	0.5685
ST13	0.588333333333333
ZBTB44	-0.30975
TIMP2	0.7125
ZMAT4	0.096
GTF2IRD1	-0.453
ZNF19	-0.272166666666667
ZNF714	-0.655
RSC1A1	-0.77875
C9orf80	-0.4295
PSMA8	0.334833333333333
TMEM141	0.77775
COX4I1	-0.813357142857143
CTAGE1	0.341166666666667
DTWD1	-0.62975
HSD11B1	1.25575
KRT6B	-1.31675
ARID4B	0.602375
LHFPL3	0.1735
WWP2	-0.427833333333333
ZNF326	-0.738833333333333
RGPD1	-0.422
CTSH	1.32016666666667
FASTKD1	-0.87575
PAF1	0.7258
TTC9C	-0.468
IFT57	0.3302
PRSS36	1.6335
IL20RB	-1.4445
ZNF592	-0.172666666666667
DCTD	0.1112
CFP	0.44325
MFNG	-0.628
JMJD2B	0.22625
ALDH3B1	-0.505625
THSD4	1.53783333333333
KCNJ5	2.4965
LMNA	0.51
TBCD	0.10675
ZNF250	0.104166666666667
CASQ2	0.503833333333333
PEG10	-2.51691666666667
PRAME	-5.0396
NP	-0.188625
TRIM59	1.621
ZNF12	0.298
XTP3TPA	0.78325
SIGLEC7	-0.0917
PANK4	-0.55125
FAM70A	-1.70466666666667
SNED1	1.19175
HIP1	0.3163
RAET1E	-0.182333333333333
AMAC1L2	-0.5965
AHNAK2	0.757333333333333
TOE1	-1.44033333333333
RECQL4	-2.409
SPRYD3	0.74225
DPAGT1	-0.8255
MAGED2	2.5267
ANKRD55	-0.77225
TRPS1	4.07591666666667
DOK7	-0.36075
TFPI2	-6.59675
GTF2H3	-0.438166666666667
CYP4F11	-1.260875
LHX2	-3.40033333333333
ATG16L1	0.22
ASB12	0.8615
C1orf116	-0.383625
NF2	-0.55435
POM121	-0.8123
PHYHD1	1.8284
TXNDC17	0.272833333333333
DKFZp779O175	-0.17225
NUP62	-0.501571428571429
MYO18B	-0.370166666666667
PRAMEF1	0.088
TCBA1	0.59375
TMEM168	0.2065
FJX1	1.27783333333333
CLCF1	-0.59175
SEPN1	-0.0815
IGSF2	-0.331
NUDCD1	0.0451666666666667
TFF3	2.4105
NDFIP1	1.1725
CHCHD4	-0.291
TNR	-0.0145
CUTA	0.1955
USP44	-2.5275
DPP10	-0.319666666666667
IWS1	-0.658833333333333
PCGF1	0.01275
SULT1C4	-0.3715
NTF5	2.03325
PTPN13	0.61425
SSTR5	2.0815
SFRP1	-2.620875
IDH3B	-0.816
SUOX	1.0955
TMCO5	0.069
GOLT1B	-0.33625
MIB1	0.0969285714285714
PCDHGB1	-0.129
SUSD1	-0.087
ICAM5	-2.9035
PAPOLB	0.1695
URM1	-0.517
TMEM106B	0.720833333333333
LRIG2	-1.076
SLC27A5	0.13725
CLIC6	1.2278
ZNF420	1.43166666666667
SCN9A	-0.9032
KIAA1909	-0.164
ELMOD1	-0.7385
PRKAG1	0.51175
FAM64A	-1.62
EEF1G	-0.7927
SMAD5	1.3485
INCENP	-2.435
WASF2	-1.739
GARS	-0.7791
CDK10	-1.1909
HLX	0.408833333333333
MDM4	0.012875
ZNRF1	-0.717642857142857
HHATL	-1.39016666666667
FAM21C	0.7092
HIST2H3C	-0.141
PFDN2	-0.04325
ZNF200	0.63525
NDN	0.895
HBA2	-1.32066666666667
FBLN5	2.146375
PUM1	-0.00499999999999999
TNNT1	2.01866666666667
C19orf59	-0.108
HNRPH2	0.565666666666667
RAB7A	0.5355
PMS2	-0.52575
BIRC3	-2.26066666666667
NRSN2	0.8475
OR52K2	0.263833333333333
SPOCK1	1.74907142857143
H2AFY	0.558
RXRB	-0.3335
ZNF638	-0.3305
ANKRD45	-0.44575
ACTN4	-0.299333333333333
FXC1	0.889
EIF2B5	-0.3705
VPS33A	-0.4155
PINK1	0.143875
FAM106A	-0.639
SKIP	0.932071428571429
GAPDHS	0.8765
MUM1L1	4.73775
PSTPIP1	0.5145
CNTNAP1	-1.4302
CYP26A1	0.4975
APOL2	0.1001
TACC2	0.038625
COX7A2L	0.483642857142857
HSD17B1	1.1530625
ARRB2	-0.14775
SLC7A6	-0.999
HSD17B10	-0.33875
RBJ	-0.24575
NUP155	-1.21875
MRPL10	-0.492333333333333
CYCS	-1.78408333333333
CCDC46	0.126833333333333
TECTA	0.156
GNAL	-0.9
LPO	-0.295
PEBP4	3.73125
DDX11	-2.22725
C18orf12	0.5525
TAF9B	0.215583333333333
IMP4	0.22275
RPA4	0.709333333333333
NDUFS1	-0.56475
UPK1A	0.130166666666667
ARRDC2	-0.707833333333333
C18orf20	0.775
AES	-0.338285714285714
CD2BP2	0.948666666666667
C16orf54	-0.141
UGT2B17	-0.315875
FGFR1	0.0848181818181818
CEACAM6	4.6954
CHRM5	-0.113
CERK	-0.587875
AP3S2	1.04757142857143
ANKS4B	-0.50725
CLCNKA	0.186166666666667
ZNF208	-0.4166
HLA-DRB5	4.905
CARKL	0.262
GOT1	-0.089
CASP6	1.237125
HOXA1	-0.3185
RCL1	-0.723
ZNF181	0.292
RAB40B	0.873
MRPL38	-0.259125
LRRN2	3.34375
C3orf25	0.883
OR5D14	-0.0485
OR10AG1	0.628
BET1L	0.5351
FRY	3.60175
AK3L1	-0.82625
CSF3R	0.904333333333333
POLR3K	-0.0825
ATG2B	0.461666666666667
EPS8	-0.193166666666667
DARS	-0.136125
C10orf56	1.20483333333333
DAD1	0.671666666666667
RIOK1	-0.556
HERC2	-0.829
HSD11B2	1.10183333333333
FAM96B	-0.84325
MGC13057	-1.23
BSN	0.824
CAND1	0.201666666666667
HCST	1.38025
ACTR10	0.659666666666667
OR8D4	0.0875
NASP	-2.5197
COL9A2	-0.482
LYZL1	0.9145
GPC5	-1.52925
TBL3	-0.717166666666667
CENTD2	0.4936
OR5AP2	-0.08975
TLR1	2.431
LMO6	-0.08825
ZIC2	-1.925125
CPNE5	0.54425
ZMYND15	0.75825
FLJ22374	-0.912
CCDC106	0.4445
PARP16	0.212
PDIA3	0.74975
C14orf126	0.35
CECR2	0.5885
SFRS1	-0.914357142857143
FIGLA	0.338
DCP1A	-0.0316666666666667
MGC45800	-1.2351
TEKT1	0.330833333333333
C10orf67	-1.031
CLN5	1.316125
NTN2L	0.29
GLE1L	-1.00675
CES2	-0.727
GNAS	0.209777777777778
DDX53	0.2795
TSPAN13	2.2445
MRPL52	-0.7102
SPIRE2	-0.34975
TAS2R39	-0.0455
SCUBE3	0.4845
UCRC	0.9146
CDKL3	0.30825
KIAA1715	-0.0824
